actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
95,PT03M52.00S,2021-10-31T23:24:55.8Z,1,REGULAR,substitution,in,[],1628998,,,1610612766,20,17,2021-10-31T23:24:59Z,930000,,,0,,SUB in: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,
96,PT03M42.00S,2021-10-31T23:25:14.6Z,1,REGULAR,3pt,Jump Shot,[],1626162,88.25558475689881,4.6568627450980395,1610612766,20,17,2021-10-31T23:25:19Z,940000,-227.0,58.0,1,right,MISS K. Oubre Jr. 3PT,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,23.4,Missed,,,,,,,,,,,,,,,,,,
97,PT03M40.00S,2021-10-31T23:25:16.6Z,1,REGULAR,rebound,defensive,[],1629014,,,1610612757,20,17,2021-10-31T23:25:19Z,950000,,,0,,A. Simons REBOUND (Off:0 Def:1),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,96.0,,,,,,,,,,,1.0,1.0,0.0,,,,
98,PT03M27.00S,2021-10-31T23:25:30.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203469,7.440867279894875,49.754901960784316,1610612757,20,19,2021-10-31T23:25:39Z,960000,1.0,17.0,1,left,C. Zeller DUNK (4 PTS) (L. Nance Jr. 1 AST),"[203469, 1626204]",1610612757.0,POR,,,,Zeller,C. Zeller,,,,,1.74,Made,,4.0,L. Nance Jr.,1626204.0,1.0,,,,,,,,,,,,,
100,PT03M09.00S,2021-10-31T23:25:48.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628998,90.48948751642575,50.73529411764706,1610612766,20,19,2021-10-31T23:40:15Z,980000,4.0,37.0,1,right,MISS C. Martin driving Hook - blocked,"[1628998, 1626204]",1610612766.0,CHA,driving,,,Martin,C. Martin,,,,,3.71,Missed,,,,,,,,,,,,,,,,,Nance Jr.,1626204.0
101,PT03M09.00S,2021-10-31T23:25:48.2Z,1,REGULAR,block,,[],1626204,,,1610612766,20,19,2021-10-31T23:25:50Z,990000,,,0,,L. Nance Jr. BLOCK (1 BLK),[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,
102,PT03M06.00S,2021-10-31T23:25:51.2Z,1,REGULAR,rebound,offensive,[],1628998,,,1610612766,20,19,2021-10-31T23:25:56Z,1000000,,,0,,C. Martin REBOUND (Off:1 Def:0),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,100.0,,,,,,,,,,,1.0,0.0,1.0,,,,
103,PT03M04.00S,2021-10-31T23:25:53.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628998,92.32917214191852,53.67647058823529,1610612766,20,19,2021-10-31T23:40:36Z,1010000,18.0,20.0,1,right,MISS C. Martin reverse Layup,[1628998],1610612766.0,CHA,reverse,,,Martin,C. Martin,,,,,2.69,Missed,,,,,,,,,,,,,,,,,,
104,PT03M03.00S,2021-10-31T23:25:54.8Z,1,REGULAR,rebound,defensive,[],1629642,,,1610612757,20,19,2021-10-31T23:25:54Z,1020000,,,0,,N. Little REBOUND (Off:0 Def:1),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,103.0,,,,,,,,,,,1.0,1.0,0.0,,,,
105,PT02M57.00S,2021-10-31T23:26:00.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626204,10.200394218134035,48.77450980392157,1610612757,20,21,2021-10-31T23:40:59Z,1030000,6.0,43.0,1,left,L. Nance Jr. turnaround fadeaway Jump Shot (2 PTS) (D. Lillard 5 AST),"[1626204, 203081]",1610612757.0,POR,turnaround fadeaway,,,Nance Jr.,L. Nance Jr.,,,,,4.38,Made,,2.0,D. Lillard,203081.0,5.0,,,,,,,,,,,,,
107,PT02M57.00S,2021-10-31T23:26:04.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,20,21,2021-10-31T23:26:04Z,1050000,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT02M57.00S,2021-10-31T23:28:47.9Z,1,REGULAR,substitution,out,[],1626179,,,1610612766,20,21,2021-10-31T23:29:02Z,1060000,,,0,,SUB out: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,
110,PT02M57.00S,2021-10-31T23:28:47.9Z,1,REGULAR,substitution,in,[],202330,,,1610612766,20,21,2021-10-31T23:29:02Z,1070000,,,0,,SUB in: G. Hayward,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,
111,PT02M36.00S,2021-10-31T23:29:20.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628998,93.24901445466492,50.245098039215684,1610612766,22,21,2021-10-31T23:29:28Z,1080000,1.0,11.0,1,right,C. Martin cutting Layup (2 PTS) (I. Smith 1 AST),"[1628998, 202397]",1610612766.0,CHA,cutting,,,Martin,C. Martin,,,,,1.11,Made,,2.0,I. Smith,202397.0,1.0,,,,,,,,,,,,,
113,PT02M20.00S,2021-10-31T23:29:38.4Z,1,REGULAR,turnover,out-of-bounds,[],203081,,,1610612757,22,21,2021-10-31T23:29:47Z,1100000,,,0,,D. Lillard bad pass out-of-bounds TURNOVER (1 TO),[203081],1610612757.0,POR,bad pass,,,Lillard,D. Lillard,,,,,,,,,,,,1148.0,,,,,1.0,,,,,,,
114,PT02M07.00S,2021-10-31T23:30:01.2Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",202330,91.01511169513797,50.49019607843137,1610612766,22,21,2021-10-31T23:41:12Z,1110000,2.0,32.0,1,right,MISS G. Hayward driving floating Shot,[202330],1610612766.0,CHA,driving floating,,,Hayward,G. Hayward,,,,,3.21,Missed,,,,,,,,,,,,,,,,,,
115,PT02M06.00S,2021-10-31T23:30:02.2Z,1,REGULAR,rebound,defensive,[],203081,,,1610612757,22,21,2021-10-31T23:30:08Z,1120000,,,0,,D. Lillard REBOUND (Off:0 Def:1),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,114.0,,,,,,,,,,,1.0,1.0,0.0,,,,
116,PT02M00.00S,2021-10-31T23:30:09.2Z,1,REGULAR,3pt,Jump Shot,[],1629014,25.837713534822605,13.970588235294118,1610612757,22,24,2021-10-31T23:30:14Z,1130000,180.0,190.0,1,left,A. Simons 26' 3PT  (6 PTS) (D. Lillard 6 AST),"[1629014, 203081]",1610612757.0,POR,,,,Simons,A. Simons,,,,,26.21,Made,,6.0,D. Lillard,203081.0,6.0,,,,,,,,,,,,,
118,PT01M42.00S,2021-10-31T23:30:26.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626162,87.20433639947439,51.71568627450981,1610612766,22,24,2021-10-31T23:41:21Z,1150000,9.0,68.0,1,right,MISS K. Oubre Jr. 6' driving floating Shot,[1626162],1610612766.0,CHA,driving floating,,,Oubre Jr.,K. Oubre Jr.,,,,,6.83,Missed,,,,,,,,,,,,,,,,,,
119,PT01M42.00S,2021-10-31T23:30:26.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612766,22,24,2021-10-31T23:30:51Z,1160000,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,118.0,,,,,,,,,,,,,,,,,
120,PT01M42.00S,2021-10-31T23:30:37.6Z,1,REGULAR,foul,personal,[],1626204,,,1610612766,22,24,2021-10-31T23:30:40Z,1170000,,,0,,L. Nance Jr. loose ball personal FOUL (1 PF),"[1626204, 1626162]",1610612757.0,POR,loose ball,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,1148.0,1.0,0.0,Oubre Jr.,1626162.0,,,,,,,,
122,PT01M42.00S,2021-10-31T23:30:43.7Z,1,REGULAR,substitution,out,[],203081,,,1610612766,22,24,2021-10-31T23:30:48Z,1190000,,,0,,SUB out: D. Lillard,[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,,,,,,,
123,PT01M42.00S,2021-10-31T23:30:43.7Z,1,REGULAR,substitution,in,[],203468,,,1610612766,22,24,2021-10-31T23:30:48Z,1200000,,,0,,SUB in: C. McCollum,[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,
124,PT01M29.00S,2021-10-31T23:30:59.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],202397,68.15045992115637,27.205882352941174,1610612766,22,24,2021-10-31T23:31:03Z,1210000,-114.0,247.0,1,right,MISS I. Smith 27' 3PT,[202397],1610612766.0,CHA,,,,Smith,I. Smith,,,,,27.19,Missed,,,,,,,,,,,,,,,,,,
125,PT01M27.00S,2021-10-31T23:31:01.7Z,1,REGULAR,rebound,defensive,[],203469,,,1610612757,22,24,2021-10-31T23:31:03Z,1220000,,,0,,C. Zeller REBOUND (Off:0 Def:2),[203469],1610612757.0,POR,,,,Zeller,C. Zeller,,,,,,,124.0,,,,,,,,,,,2.0,2.0,0.0,,,,
126,PT01M10.00S,2021-10-31T23:31:19.8Z,1,REGULAR,turnover,out-of-bounds,[],203468,,,1610612757,22,24,2021-10-31T23:36:06Z,1230000,,,0,,C. McCollum bad pass out-of-bounds TURNOVER (2 TO),[203468],1610612757.0,POR,bad pass,,,McCollum,C. McCollum,,,,,,,,,,,,203592.0,,,,,2.0,,,,,,,
127,PT00M56.70S,2021-10-31T23:31:42.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626162,93.11760840998686,98.0392156862745,1610612766,25,24,2021-10-31T23:31:47Z,1240000,240.0,12.0,1,right,K. Oubre Jr. 24' 3PT  (6 PTS) (C. Martin 1 AST),"[1626162, 1628998]",1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,24.05,Made,,6.0,C. Martin,1628998.0,1.0,,,,,,,,,,,,,
129,PT00M49.30S,2021-10-31T23:31:55.3Z,1,REGULAR,foul,personal,[],1626162,,,1610612757,25,24,2021-10-31T23:32:08Z,1260000,,,0,,K. Oubre Jr. personal FOUL (1 PF),"[1626162, 203468]",1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,203592.0,1.0,0.0,McCollum,203468.0,,,,,,,,
131,PT00M40.50S,2021-10-31T23:32:25.7Z,1,REGULAR,3pt,Jump Shot,[],1629642,8.09789750328515,2.2058823529411766,1610612757,25,27,2021-10-31T23:32:33Z,1280000,239.0,24.0,1,left,N. Little 24' 3PT  (3 PTS) (C. Zeller 2 AST),"[1629642, 203469]",1610612757.0,POR,,,,Little,N. Little,,,,,24.02,Made,,3.0,C. Zeller,203469.0,2.0,,,,,,,,,,,,,
133,PT00M35.30S,2021-10-31T23:32:35.6Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612766,25,27,2021-10-31T23:32:35Z,1300000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT00M29.50S,2021-10-31T23:32:52.3Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612766,25,27,2021-10-31T23:32:52Z,1310000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT00M18.00S,2021-10-31T23:33:17.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629023,93.64323258869908,50.73529411764706,1610612766,27,27,2021-10-31T23:41:32Z,1320000,4.0,7.0,1,right,P. Washington cutting DUNK (2 PTS) (I. Smith 2 AST),"[1629023, 202397]",1610612766.0,CHA,cutting,,,Washington,P. Washington,,,,,0.82,Made,,2.0,I. Smith,202397.0,2.0,,,,,,,,,,,,,
137,PT00M03.40S,2021-10-31T23:33:37.9Z,1,REGULAR,2pt,Jump Shot,[],203468,15.850854139290407,25.735294117647058,1610612757,27,27,2021-10-31T23:33:48Z,1340000,121.0,96.0,1,left,MISS C. McCollum 15' turnaround Shot,[203468],1610612757.0,POR,turnaround,,,McCollum,C. McCollum,,,,,15.5,Missed,,,,,,,,,,,,,,,,,,
138,PT00M00.70S,2021-10-31T23:33:42.1Z,1,REGULAR,rebound,offensive,[],1629642,,,1610612757,27,27,2021-10-31T23:33:42Z,1350000,,,0,,N. Little REBOUND (Off:1 Def:1),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,137.0,,,,,,,,,,,2.0,1.0,1.0,,,,
139,PT00M00.70S,2021-10-31T23:33:42.8Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202397,,,1610612757,27,27,2021-10-31T23:35:45Z,1360000,,,0,,I. Smith personal FOUL (2 PF) (Little 2 FT),"[202397, 1629642]",1610612766.0,CHA,,,,Smith,I. Smith,,,,,,,,,,,,1627519.0,2.0,0.0,Little,1629642.0,,,,,,,,
141,PT00M00.70S,2021-10-31T23:34:02.6Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1629642,,,1610612757,27,28,2021-10-31T23:34:02Z,1380000,,,0,,N. Little Free Throw 1 of 2 (4 PTS),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,Made,,4.0,,,,,,,,,,,,,,,,
142,PT00M00.70S,2021-10-31T23:34:13.8Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1629642,,,1610612757,27,29,2021-10-31T23:34:13Z,1390000,,,0,,N. Little Free Throw 2 of 2 (5 PTS),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,Made,,5.0,,,,,,,,,,,,,,,,
145,PT00M00.00S,2021-10-31T23:34:29.7Z,1,REGULAR,period,end,[],0,,,1610612766,27,29,2021-10-31T23:34:29Z,1420000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT12M00.00S,2021-10-31T23:34:34.4Z,2,REGULAR,substitution,out,['startperiod'],202397,,,1610612766,27,29,2021-10-31T23:36:55Z,1430000,,,0,,SUB out: I. Smith,[202397],1610612766.0,CHA,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,
147,PT12M00.00S,2021-10-31T23:34:34.4Z,2,REGULAR,substitution,out,['startperiod'],1628998,,,1610612766,27,29,2021-10-31T23:36:55Z,1440000,,,0,,SUB out: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,
148,PT12M00.00S,2021-10-31T23:34:34.4Z,2,REGULAR,substitution,out,['startperiod'],1629642,,,1610612766,27,29,2021-10-31T23:36:55Z,1450000,,,0,,SUB out: N. Little,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,,,,,,,,,,,
149,PT12M00.00S,2021-10-31T23:34:34.4Z,2,REGULAR,substitution,in,['startperiod'],1628970,,,1610612766,27,29,2021-10-31T23:36:55Z,1460000,,,0,,SUB in: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,
150,PT12M00.00S,2021-10-31T23:34:34.4Z,2,REGULAR,substitution,in,['startperiod'],1630163,,,1610612766,27,29,2021-10-31T23:36:55Z,1470000,,,0,,SUB in: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2021-10-31T23:34:34.4Z,2,REGULAR,substitution,in,['startperiod'],1626181,,,1610612766,27,29,2021-10-31T23:36:55Z,1480000,,,0,,SUB in: N. Powell,[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2021-10-31T23:36:59.2Z,2,REGULAR,period,start,[],0,,,1610612766,27,29,2021-10-31T23:36:59Z,1490000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT11M45.00S,2021-10-31T23:37:13.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202330,92.06636005256242,50.245098039215684,1610612766,29,29,2021-10-31T23:37:22Z,1500000,1.0,22.0,1,right,G. Hayward driving Layup (5 PTS) (P. Washington 2 AST),"[202330, 1629023]",1610612766.0,CHA,driving,,,Hayward,G. Hayward,,,,,2.21,Made,,5.0,P. Washington,1629023.0,2.0,,,,,,,,,,,,,
155,PT11M21.00S,2021-10-31T23:37:37.6Z,2,REGULAR,3pt,Jump Shot,[],1626181,35.69316688567674,52.69607843137255,1610612757,29,32,2021-10-31T23:37:42Z,1520000,-13.0,283.0,1,left,N. Powell 28' 3PT  (6 PTS) (C. McCollum 2 AST),"[1626181, 203468]",1610612757.0,POR,,,,Powell,N. Powell,,,,,28.33,Made,,6.0,C. McCollum,203468.0,2.0,,,,,,,,,,,,,
157,PT11M03.00S,2021-10-31T23:37:55.4Z,2,REGULAR,3pt,Jump Shot,[],1628970,75.90341655716163,87.5,1610612766,32,32,2021-10-31T23:37:59Z,1540000,188.0,174.0,1,right,M. Bridges 25' 3PT  (6 PTS) (K. Oubre Jr. 1 AST),"[1628970, 1626162]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,25.58,Made,,6.0,K. Oubre Jr.,1626162.0,1.0,,,,,,,,,,,,,
159,PT10M38.00S,2021-10-31T23:38:20.2Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203469,4.812746386333772,48.77450980392157,1610612757,32,34,2021-10-31T23:38:24Z,1560000,6.0,-7.0,1,left,C. Zeller DUNK (6 PTS) (N. Powell 1 AST),"[203469, 1626181]",1610612757.0,POR,,,,Zeller,C. Zeller,,,,,0.95,Made,,6.0,N. Powell,1626181.0,1.0,,,,,,,,,,,,,
161,PT10M27.00S,2021-10-31T23:38:30.6Z,2,REGULAR,3pt,Jump Shot,[],1626162,90.48948751642575,3.6764705882352944,1610612766,35,34,2021-10-31T23:38:34Z,1580000,-232.0,37.0,1,right,K. Oubre Jr. 3PT  (9 PTS) (M. Bridges 1 AST),"[1626162, 1628970]",1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,23.45,Made,,9.0,M. Bridges,1628970.0,1.0,,,,,,,,,,,,,
163,PT10M09.00S,2021-10-31T23:38:48.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203468,16.376478318002626,62.5,1610612757,35,36,2021-11-01T00:17:30Z,1600000,-62.0,101.0,1,left,C. McCollum 11' driving floating Jump Shot (5 PTS) (A. Simons 1 AST),"[203468, 1629014]",1610612757.0,POR,driving floating,,,McCollum,C. McCollum,,,,,11.91,Made,,5.0,A. Simons,1629014.0,1.0,,,,,,,,,,,,,
164,PT09M59.00S,2021-10-31T23:38:59.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202330,93.51182654402102,49.754901960784316,1610612766,35,36,2021-10-31T23:39:06Z,1610000,-1.0,8.0,1,right,MISS G. Hayward Layup,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,0.86,Missed,,,,,,,,,,,,,,,,,,
165,PT09M59.00S,2021-10-31T23:38:59.9Z,2,REGULAR,rebound,offensive,[],202330,,,1610612766,35,36,2021-10-31T23:39:06Z,1620000,,,0,,G. Hayward REBOUND (Off:1 Def:2),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,164.0,,,,,,,,,,,3.0,2.0,1.0,,,,
166,PT09M53.00S,2021-10-31T23:39:04.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202330,94.40999984741211,50.0,1610612766,37,36,2021-10-31T23:39:04Z,1630000,0.0,0.0,1,right,G. Hayward putback Layup (7 PTS),[202330],1610612766.0,CHA,putback,,,Hayward,G. Hayward,,,,,0.0,Made,,7.0,,,,,,,,,,,,,,,,
167,PT09M43.00S,2021-10-31T23:39:14.8Z,2,REGULAR,3pt,Jump Shot,[],203468,33.065045992115635,51.470588235294116,1610612757,37,36,2021-11-01T00:17:39Z,1640000,-7.0,258.0,1,left,MISS C. McCollum 25' step back 3PT,[203468],1610612757.0,POR,step back,,,McCollum,C. McCollum,,,,,25.84,Missed,,,,,,,,,,,,,,,,,,
168,PT09M36.00S,2021-10-31T23:39:21.8Z,2,REGULAR,rebound,offensive,[],203469,,,1610612757,37,36,2021-10-31T23:39:24Z,1650000,,,0,,C. Zeller REBOUND (Off:1 Def:2),[203469],1610612757.0,POR,,,,Zeller,C. Zeller,,,,,,,167.0,,,,,,,,,,,3.0,2.0,1.0,,,,
169,PT09M36.00S,2021-10-31T23:39:21.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203469,5.590000152587891,50.0,1610612757,37,36,2021-10-31T23:39:21Z,1660000,0.0,0.0,1,left,MISS C. Zeller putback Layup,[203469],1610612757.0,POR,putback,,,Zeller,C. Zeller,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
170,PT09M36.00S,2021-10-31T23:39:22.0Z,2,REGULAR,rebound,defensive,[],202330,,,1610612766,37,36,2021-10-31T23:39:22Z,1670000,,,0,,G. Hayward REBOUND (Off:1 Def:3),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,169.0,,,,,,,,,,,4.0,3.0,1.0,,,,
171,PT09M35.00S,2021-10-31T23:39:23.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629023,90.22667542706965,50.245098039215684,1610612766,39,36,2021-11-01T00:17:49Z,1680000,1.0,39.0,1,right,P. Washington running Layup (4 PTS) (L. Ball 2 AST),"[1629023, 1630163]",1610612766.0,CHA,running,,,Washington,P. Washington,,,,,3.94,Made,,4.0,L. Ball,1630163.0,2.0,,,,,,,,,,,,,
173,PT09M15.00S,2021-10-31T23:39:43.6Z,2,REGULAR,3pt,Jump Shot,[],1629014,29.911300919842315,25.98039215686275,1610612757,39,39,2021-10-31T23:39:48Z,1700000,120.0,229.0,1,left,A. Simons 25' 3PT  (9 PTS) (C. McCollum 3 AST),"[1629014, 203468]",1610612757.0,POR,,,,Simons,A. Simons,,,,,25.83,Made,,9.0,C. McCollum,203468.0,3.0,,,,,,,,,,,,,
175,PT09M05.00S,2021-10-31T23:39:54.8Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612766,39,39,2021-10-31T23:39:54Z,1720000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT09M05.00S,2021-10-31T23:39:56.0Z,2,REGULAR,substitution,out,[],1626162,,,1610612766,39,39,2021-10-31T23:40:19Z,1730000,,,0,,SUB out: K. Oubre Jr.,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,
177,PT09M05.00S,2021-10-31T23:39:56.0Z,2,REGULAR,substitution,out,[],1629023,,,1610612766,39,39,2021-10-31T23:40:19Z,1740000,,,0,,SUB out: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,
178,PT09M05.00S,2021-10-31T23:39:56.0Z,2,REGULAR,substitution,out,[],1626204,,,1610612766,39,39,2021-10-31T23:40:19Z,1750000,,,0,,SUB out: L. Nance Jr.,[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,
179,PT09M05.00S,2021-10-31T23:39:56.0Z,2,REGULAR,substitution,out,[],203469,,,1610612766,39,39,2021-10-31T23:40:19Z,1760000,,,0,,SUB out: C. Zeller,[203469],1610612757.0,POR,,,,Zeller,C. Zeller,,,,,,,,,,,,,,,,,,,,,,,,
180,PT09M05.00S,2021-10-31T23:39:56.0Z,2,REGULAR,substitution,in,[],1628998,,,1610612766,39,39,2021-10-31T23:40:19Z,1770000,,,0,,SUB in: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,
181,PT09M05.00S,2021-10-31T23:39:56.0Z,2,REGULAR,substitution,in,[],203486,,,1610612766,39,39,2021-10-31T23:40:19Z,1780000,,,0,,SUB in: M. Plumlee,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,
182,PT09M05.00S,2021-10-31T23:39:56.0Z,2,REGULAR,substitution,in,[],203994,,,1610612766,39,39,2021-10-31T23:40:19Z,1790000,,,0,,SUB in: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,
183,PT09M05.00S,2021-10-31T23:39:56.0Z,2,REGULAR,substitution,in,[],203496,,,1610612766,39,39,2021-10-31T23:40:19Z,1800000,,,0,,SUB in: R. Covington,[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,
184,PT08M46.00S,2021-10-31T23:40:33.9Z,2,REGULAR,2pt,Jump Shot,[],202330,83.13074901445466,22.058823529411764,1610612766,41,39,2021-10-31T23:40:38Z,1810000,-140.0,106.0,1,right,G. Hayward 17' pullup Jump Shot (9 PTS) (M. Bridges 2 AST),"[202330, 1628970]",1610612766.0,CHA,pullup,,,Hayward,G. Hayward,,,,,17.54,Made,,9.0,M. Bridges,1628970.0,2.0,,,,,,,,,,,,,
186,PT08M27.00S,2021-10-31T23:40:52.0Z,2,REGULAR,3pt,Jump Shot,[],1629014,28.86005256241787,77.45098039215686,1610612757,41,39,2021-10-31T23:40:56Z,1830000,-137.0,219.0,1,left,MISS A. Simons 25' 3PT,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,25.83,Missed,,,,,,,,,,,,,,,,,,
187,PT08M24.00S,2021-10-31T23:40:55.0Z,2,REGULAR,rebound,defensive,[],1628970,,,1610612766,41,39,2021-10-31T23:40:56Z,1840000,,,0,,M. Bridges REBOUND (Off:0 Def:3),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,186.0,,,,,,,,,,,3.0,3.0,0.0,,,,
188,PT08M16.00S,2021-10-31T23:41:03.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203486,91.93495400788436,50.0,1610612766,41,39,2021-10-31T23:41:09Z,1850000,0.0,23.0,1,right,MISS M. Plumlee reverse Layup,[203486],1610612766.0,CHA,reverse,,,Plumlee,M. Plumlee,,,,,2.33,Missed,,,,,,,,,,,,,,,,,,
189,PT08M14.00S,2021-10-31T23:41:05.6Z,2,REGULAR,rebound,defensive,[],203994,,,1610612757,41,39,2021-10-31T23:41:09Z,1860000,,,0,,J. Nurkic REBOUND (Off:1 Def:5),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,188.0,,,,,,,,,,,6.0,5.0,1.0,,,,
190,PT08M09.00S,2021-10-31T23:41:14.2Z,2,REGULAR,foul,personal,[],1628970,,,1610612757,41,39,2021-10-31T23:41:30Z,1870000,,,0,,M. Bridges personal FOUL (1 PF),"[1628970, 203468]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,203592.0,1.0,0.0,McCollum,203468.0,,,,,,,,
