actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,value
538,PT10M25.00S,2022-03-06T01:49:11.8Z,4,REGULAR,freethrow,1 of 2,[],1630163,,,1610612766,100,101,2022-03-06T01:49:11Z,5300000,,,0,,L. Ball Free Throw 1 of 2 (19 PTS),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,Made,,,,,,,,,19.0,,,,,,,,
539,PT10M25.00S,2022-03-06T01:49:28.7Z,4,REGULAR,freethrow,2 of 2,[],1630163,,,1610612766,101,101,2022-03-06T01:49:28Z,5310000,,,0,,L. Ball Free Throw 2 of 2 (20 PTS),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,Made,,,,,,,,,20.0,,,,,,,,
540,PT10M04.00S,2022-03-06T01:49:53.8Z,4,REGULAR,turnover,out-of-bounds,[],1630170,,,1610612759,101,101,2022-03-06T01:49:59Z,5320000,,,0,,D. Vassell bad pass out-of-bounds TURNOVER (2 TO),[1630170],1610612759.0,SAS,bad pass,,,Vassell,D. Vassell,,,,,1363.0,2.0,,,,,,,,,,,,,,,,,,,
541,PT10M04.00S,2022-03-06T01:49:56.9Z,4,REGULAR,substitution,out,[],1629022,,,1610612766,101,101,2022-03-06T01:50:05Z,5330000,,,0,,SUB out: L. Walker IV,[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,,
542,PT10M04.00S,2022-03-06T01:49:56.9Z,4,REGULAR,substitution,in,[],203926,,,1610612766,101,101,2022-03-06T01:50:05Z,5340000,,,0,,SUB in: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,
543,PT09M55.00S,2022-03-06T01:50:17.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628970,7.30946123521682,49.26470588235294,1610612766,103,101,2022-03-06T01:50:27Z,5350000,4.0,16.0,1,left,M. Bridges Layup (8 PTS) (L. Ball 7 AST),"[1628970, 1630163]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,1.66,Made,,,,,,,,,8.0,L. Ball,1630163.0,7.0,,,,,
545,PT09M39.00S,2022-03-06T01:50:32.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627749,92.59198423127464,52.20588235294118,1610612759,103,101,2022-03-06T01:50:37Z,5370000,11.0,17.0,1,right,MISS D. Murray driving Layup,[1627749],1610612759.0,SAS,driving,,,Murray,D. Murray,,,,,,,2.03,Missed,,,,,,,,,,,,,,,,,
546,PT09M39.00S,2022-03-06T01:50:32.9Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612766,103,101,2022-03-06T01:50:37Z,5380000,,,0,,TEAM defensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,545.0,,,,,,,,,,,,,,,,
547,PT09M39.00S,2022-03-06T01:50:37.2Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612766,103,101,2022-03-06T01:50:46Z,5390000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,PT09M24.00S,2022-03-06T01:50:57.5Z,4,REGULAR,3pt,Jump Shot,[],1626162,33.85348226018397,49.754901960784316,1610612766,103,101,2022-03-06T01:51:04Z,5400000,1.0,266.0,1,left,MISS K. Oubre Jr. 26' 3PT,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,26.57,Missed,,,,,,,,,,,,,,,,,
549,PT09M21.00S,2022-03-06T01:51:00.5Z,4,REGULAR,rebound,defensive,[],1627749,,,1610612759,103,101,2022-03-06T01:51:04Z,5410000,,,0,,D. Murray REBOUND (Off:1 Def:5),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,548.0,6.0,5.0,1.0,,,,,,,,,,,,,
550,PT09M12.00S,2022-03-06T01:51:11.9Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612759,103,101,2022-03-06T01:51:11Z,5420000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,PT09M08.00S,2022-03-06T01:51:30.0Z,4,REGULAR,2pt,Jump Shot,[],1630170,78.0059132720105,64.4607843137255,1610612759,103,103,2022-03-06T01:51:35Z,5430000,72.0,154.0,1,right,D. Vassell 17' step back Jump Shot (14 PTS) (D. Murray 10 AST),"[1630170, 1627749]",1610612759.0,SAS,step back,,,Vassell,D. Vassell,,,,,,,17.03,Made,,,,,,,,,14.0,D. Murray,1627749.0,10.0,,,,,
553,PT08M48.00S,2022-03-06T01:51:49.9Z,4,REGULAR,turnover,bad pass,[],1629023,,,1610612766,103,103,2022-03-06T01:51:57Z,5450000,,,0,,P. Washington bad pass TURNOVER (3 TO),"[1629023, 203926]",1610612766.0,CHA,,,,Washington,P. Washington,,,,,,3.0,,,,,,,,,,,,,,,,,McDermott,203926.0,
554,PT08M48.00S,2022-03-06T01:51:49.9Z,4,REGULAR,steal,,[],203926,,,1610612759,103,103,2022-03-06T01:51:52Z,5460000,,,0,,D. McDermott STEAL (1 STL),[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,
555,PT08M44.00S,2022-03-06T01:51:54.0Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630170,79.188567674113,93.13725490196079,1610612759,103,103,2022-03-06T01:52:01Z,5470000,216.0,143.0,1,right,MISS D. Vassell 25' 3PT,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,25.89,Missed,,,,,,,,,,,,,,,,,
556,PT08M39.00S,2022-03-06T01:51:59.0Z,4,REGULAR,rebound,offensive,[],1630563,,,1610612759,103,103,2022-03-06T01:52:01Z,5480000,,,0,,J. Primo REBOUND (Off:1 Def:2),[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,,,,,555.0,3.0,2.0,1.0,,,,,,,,,,,,,
557,PT08M39.00S,2022-03-06T01:51:59.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630563,94.40999984741211,50.0,1610612759,103,105,2022-03-06T01:51:59Z,5490000,0.0,0.0,1,right,J. Primo tip Layup (10 PTS),[1630563],1610612759.0,SAS,tip,,,Primo,J. Primo,,,,,,,0.0,Made,,,,,,,,,10.0,,,,,,,,
558,PT08M16.00S,2022-03-06T01:52:20.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1626162,6.915243101182654,49.754901960784316,1610612766,103,105,2022-03-06T01:52:25Z,5500000,1.0,13.0,1,left,MISS K. Oubre Jr. cutting Layup - blocked,"[1626162, 1628380]",1610612766.0,CHA,cutting,,,Oubre Jr.,K. Oubre Jr.,,,,,,,1.26,Missed,,,,,,,,,,,,,Collins,1628380.0,,,
559,PT08M16.00S,2022-03-06T01:52:20.9Z,4,REGULAR,block,,[],1628380,,,1610612766,103,105,2022-03-06T01:52:23Z,5510000,,,0,,Z. Collins BLOCK (2 BLK),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,
560,PT08M13.00S,2022-03-06T01:52:23.9Z,4,REGULAR,rebound,defensive,[],1627749,,,1610612759,103,105,2022-03-06T01:52:25Z,5520000,,,0,,D. Murray REBOUND (Off:1 Def:6),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,558.0,7.0,6.0,1.0,,,,,,,,,,,,,
561,PT08M11.00S,2022-03-06T01:52:26.6Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],203926,77.34888304862024,92.8921568627451,1610612759,103,105,2022-03-06T01:52:33Z,5530000,214.0,160.0,1,right,MISS D. McDermott 26' 3PT,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,26.78,Missed,,,,,,,,,,,,,,,,,
562,PT08M06.00S,2022-03-06T01:52:31.6Z,4,REGULAR,rebound,defensive,[],1628970,,,1610612766,103,105,2022-03-06T01:52:33Z,5540000,,,0,,M. Bridges REBOUND (Off:1 Def:3),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,561.0,4.0,3.0,1.0,,,,,,,,,,,,,
563,PT08M01.00S,2022-03-06T01:52:36.3Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1629023,24.129434954007884,84.55882352941177,1610612766,106,105,2022-03-06T01:52:41Z,5550000,-173.0,174.0,1,left,P. Washington 24' 3PT  (15 PTS) (M. Bridges 5 AST),"[1629023, 1628970]",1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,24.54,Made,,,,,,,,,15.0,M. Bridges,1628970.0,5.0,,,,,
565,PT07M43.00S,2022-03-06T01:52:57.6Z,4,REGULAR,foul,personal,['2freethrow'],1629023,,,1610612759,106,105,2022-03-06T01:53:05Z,5570000,,,0,,P. Washington shooting personal FOUL (3 PF) (Murray 2 FT),"[1629023, 1627749]",1610612766.0,CHA,shooting,,,Washington,P. Washington,,,,,202049.0,,,,,,,,3.0,0.0,Murray,1627749.0,,,,,,,,,
567,PT07M43.00S,2022-03-06T01:53:26.7Z,4,REGULAR,freethrow,1 of 2,[],1627749,,,1610612759,106,106,2022-03-06T01:53:26Z,5590000,,,0,,D. Murray Free Throw 1 of 2 (18 PTS),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,Made,,,,,,,,,18.0,,,,,,,,
568,PT07M43.00S,2022-03-06T01:53:27.4Z,4,REGULAR,substitution,out,[],1630563,,,1610612759,106,106,2022-03-06T01:53:52Z,5600000,,,0,,SUB out: J. Primo,[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,,,,,,,,,,,,,,,,,,,,,
569,PT07M43.00S,2022-03-06T01:53:27.4Z,4,REGULAR,substitution,out,[],1628380,,,1610612759,106,106,2022-03-06T01:53:52Z,5610000,,,0,,SUB out: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,
570,PT07M43.00S,2022-03-06T01:53:27.4Z,4,REGULAR,substitution,in,[],1627751,,,1610612759,106,106,2022-03-06T01:53:52Z,5620000,,,0,,SUB in: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,
571,PT07M43.00S,2022-03-06T01:53:27.4Z,4,REGULAR,substitution,in,[],1630200,,,1610612759,106,106,2022-03-06T01:53:52Z,5630000,,,0,,SUB in: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
572,PT07M43.00S,2022-03-06T01:53:55.2Z,4,REGULAR,foul,technical,['1freethrow'],1626162,,,1610612759,106,106,2022-03-06T01:54:06Z,5640000,,,0,,K. Oubre Jr. technical FOUL (1 Tech),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,201638.0,,,,,,,,2.0,1.0,,,,,,,,,,,
573,PT07M43.00S,2022-03-06T01:54:05.5Z,4,REGULAR,freethrow,1 of 1,[],1627749,,,1610612759,106,106,2022-03-06T01:54:05Z,5650000,,,0,,MISS D. Murray technical Free Throw 1 of 1,[1627749],1610612759.0,SAS,technical,,,Murray,D. Murray,,,,,,,,Missed,,,,,,,,,,,,,,,,,
574,PT07M43.00S,2022-03-06T01:54:05.5Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612759,106,106,2022-03-06T01:54:05Z,5660000,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,573.0,,,,,,,,,,,,,,,,
575,PT07M43.00S,2022-03-06T01:54:07.2Z,4,REGULAR,substitution,out,[],1630163,,,1610612759,106,106,2022-03-06T01:54:12Z,5670000,,,0,,SUB out: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,
576,PT07M43.00S,2022-03-06T01:54:07.2Z,4,REGULAR,substitution,out,[],1626162,,,1610612759,106,106,2022-03-06T01:54:12Z,5680000,,,0,,SUB out: K. Oubre Jr.,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
577,PT07M43.00S,2022-03-06T01:54:07.2Z,4,REGULAR,substitution,in,[],203486,,,1610612759,106,106,2022-03-06T01:54:12Z,5690000,,,0,,SUB in: M. Plumlee,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,
578,PT07M43.00S,2022-03-06T01:54:07.2Z,4,REGULAR,substitution,in,[],1626179,,,1610612759,106,106,2022-03-06T01:54:12Z,5700000,,,0,,SUB in: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,
579,PT07M43.00S,2022-03-06T01:54:16.7Z,4,REGULAR,freethrow,2 of 2,[],1627749,,,1610612759,106,107,2022-03-06T01:54:16Z,5710000,,,0,,D. Murray Free Throw 2 of 2 (19 PTS),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,Made,,,,,,,,,19.0,,,,,,,,
580,PT07M21.00S,2022-03-06T01:54:35.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1626179,6.652431011826544,49.50980392156863,1610612766,106,107,2022-03-06T01:54:41Z,5720000,2.0,10.0,1,left,MISS T. Rozier Layup,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,1.03,Missed,,,,,,,,,,,,,,,,,
581,PT07M19.00S,2022-03-06T01:54:38.0Z,4,REGULAR,rebound,offensive,[],1626179,,,1610612766,106,107,2022-03-06T01:54:38Z,5730000,,,0,,T. Rozier REBOUND (Off:2 Def:2),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,580.0,4.0,2.0,2.0,,,,,,,,,,,,,
582,PT07M17.00S,2022-03-06T01:54:40.4Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1628998,4.418528252299605,47.549019607843135,1610612766,106,107,2022-03-06T01:57:31Z,5740000,12.0,-11.0,1,left,MISS C. Martin driving DUNK,[1628998],1610612766.0,CHA,driving,,,Martin,C. Martin,,,,,,,1.65,Missed,,,,,,,,,,,,,,,,,
583,PT07M14.00S,2022-03-06T01:54:43.4Z,4,REGULAR,rebound,defensive,[],1627749,,,1610612759,106,107,2022-03-06T01:54:44Z,5750000,,,0,,D. Murray REBOUND (Off:1 Def:7),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,582.0,8.0,7.0,1.0,,,,,,,,,,,,,
584,PT07M08.00S,2022-03-06T01:54:48.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627749,93.38042049934296,52.94117647058824,1610612759,106,107,2022-03-06T01:54:52Z,5760000,15.0,10.0,1,right,MISS D. Murray driving Layup - blocked,"[1627749, 1629023]",1610612759.0,SAS,driving,,,Murray,D. Murray,,,,,,,1.76,Missed,,,,,,,,,,,,,Washington,1629023.0,,,
585,PT07M08.00S,2022-03-06T01:54:48.8Z,4,REGULAR,block,,[],1629023,,,1610612759,106,107,2022-03-06T01:54:51Z,5770000,,,0,,P. Washington BLOCK (2 BLK),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,
586,PT07M05.00S,2022-03-06T01:54:51.8Z,4,REGULAR,rebound,defensive,[],1628970,,,1610612766,106,107,2022-03-06T01:54:52Z,5780000,,,0,,M. Bridges REBOUND (Off:1 Def:4),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,584.0,5.0,4.0,1.0,,,,,,,,,,,,,
587,PT07M01.00S,2022-03-06T01:54:58.3Z,4,REGULAR,foul,personal,['2freethrow'],1630200,,,1610612766,106,107,2022-03-06T01:55:14Z,5790000,,,0,,T. Jones shooting personal FOUL (1 PF) (Bridges 2 FT),"[1630200, 1628970]",1610612759.0,SAS,shooting,,,Jones,T. Jones,,,,,202049.0,,,,,,,,1.0,0.0,Bridges,1628970.0,,,,,,,,,
589,PT07M01.00S,2022-03-06T01:55:24.0Z,4,REGULAR,freethrow,1 of 2,[],1628970,,,1610612766,107,107,2022-03-06T01:55:24Z,5810000,,,0,,M. Bridges Free Throw 1 of 2 (9 PTS),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,Made,,,,,,,,,9.0,,,,,,,,
590,PT07M01.00S,2022-03-06T01:55:25.3Z,4,REGULAR,substitution,out,[],203926,,,1610612766,107,107,2022-03-06T01:55:30Z,5820000,,,0,,SUB out: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,
591,PT07M01.00S,2022-03-06T01:55:25.3Z,4,REGULAR,substitution,in,[],1629640,,,1610612766,107,107,2022-03-06T01:55:30Z,5830000,,,0,,SUB in: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
592,PT07M01.00S,2022-03-06T01:55:42.0Z,4,REGULAR,freethrow,2 of 2,[],1628970,,,1610612766,108,107,2022-03-06T01:55:42Z,5840000,,,0,,M. Bridges Free Throw 2 of 2 (10 PTS),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,Made,,,,,,,,,10.0,,,,,,,,
593,PT06M37.00S,2022-03-06T01:56:06.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630170,89.43823915900131,51.71568627450981,1610612759,108,107,2022-03-06T01:56:10Z,5850000,9.0,47.0,1,right,MISS D. Vassell floating Shot,[1630170],1610612759.0,SAS,floating,,,Vassell,D. Vassell,,,,,,,4.76,Missed,,,,,,,,,,,,,,,,,
594,PT06M35.00S,2022-03-06T01:56:08.8Z,4,REGULAR,rebound,defensive,[],1628998,,,1610612766,108,107,2022-03-06T01:56:08Z,5860000,,,0,,C. Martin REBOUND (Off:1 Def:2),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,593.0,3.0,2.0,1.0,,,,,,,,,,,,,
595,PT06M24.00S,2022-03-06T01:56:21.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628998,7.5722733245729295,50.245098039215684,1610612766,110,107,2022-03-06T01:56:26Z,5870000,-1.0,19.0,1,left,C. Martin driving finger roll Layup (8 PTS),[1628998],1610612766.0,CHA,driving finger roll,,,Martin,C. Martin,,,,,,,1.87,Made,,,,,,,,,8.0,,,,,,,,
596,PT06M24.00S,2022-03-06T01:56:24.5Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,110,107,2022-03-06T01:56:24Z,5880000,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597,PT06M24.00S,2022-03-06T01:58:20.9Z,4,REGULAR,substitution,out,[],1627749,,,1610612759,110,107,2022-03-06T01:59:16Z,5890000,,,0,,SUB out: D. Murray,[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,
598,PT06M24.00S,2022-03-06T01:58:20.9Z,4,REGULAR,substitution,out,[],1630170,,,1610612759,110,107,2022-03-06T01:59:16Z,5900000,,,0,,SUB out: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,
599,PT06M24.00S,2022-03-06T01:58:20.9Z,4,REGULAR,substitution,in,[],203926,,,1610612759,110,107,2022-03-06T01:59:16Z,5910000,,,0,,SUB in: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,
600,PT06M24.00S,2022-03-06T01:58:20.9Z,4,REGULAR,substitution,in,[],1630563,,,1610612759,110,107,2022-03-06T01:59:16Z,5920000,,,0,,SUB in: J. Primo,[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,,,,,,,,,,,,,,,,,,,,,
601,PT06M12.00S,2022-03-06T01:59:36.5Z,4,REGULAR,3pt,Jump Shot,[],203926,70.90998685939553,19.852941176470587,1610612759,110,107,2022-03-06T01:59:41Z,5930000,-151.0,221.0,1,right,MISS D. McDermott 26' 3PT,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,26.74,Missed,,,,,,,,,,,,,,,,,
602,PT06M09.00S,2022-03-06T01:59:39.5Z,4,REGULAR,rebound,defensive,[],203486,,,1610612766,110,107,2022-03-06T01:59:41Z,5940000,,,0,,M. Plumlee REBOUND (Off:0 Def:9),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,601.0,9.0,9.0,0.0,,,,,,,,,,,,,
603,PT05M59.00S,2022-03-06T01:59:49.8Z,4,REGULAR,3pt,Jump Shot,[],1629023,28.597240473061763,77.45098039215686,1610612766,110,107,2022-03-06T01:59:54Z,5950000,-137.0,216.0,1,left,MISS P. Washington 25' 3PT,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,25.62,Missed,,,,,,,,,,,,,,,,,
604,PT05M55.00S,2022-03-06T01:59:53.8Z,4,REGULAR,rebound,defensive,[],1627751,,,1610612759,110,107,2022-03-06T01:59:54Z,5960000,,,0,,J. Poeltl REBOUND (Off:0 Def:3),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,603.0,3.0,3.0,0.0,,,,,,,,,,,,,
605,PT05M47.00S,2022-03-06T02:00:00.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629640,86.81011826544021,54.65686274509803,1610612759,110,107,2022-03-06T02:00:08Z,5970000,23.0,71.0,1,right,MISS K. Johnson 7' floating Shot,[1629640],1610612759.0,SAS,floating,,,Johnson,K. Johnson,,,,,,,7.52,Missed,,,,,,,,,,,,,,,,,
606,PT05M44.00S,2022-03-06T02:00:03.8Z,4,REGULAR,rebound,defensive,[],203486,,,1610612766,110,107,2022-03-06T02:00:08Z,5980000,,,0,,M. Plumlee REBOUND (Off:0 Def:10),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,605.0,10.0,10.0,0.0,,,,,,,,,,,,,
607,PT05M31.00S,2022-03-06T02:00:17.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629023,11.383048620236531,49.01960784313725,1610612766,110,107,2022-03-06T02:00:25Z,5990000,5.0,55.0,1,left,MISS P. Washington driving Layup,[1629023],1610612766.0,CHA,driving,,,Washington,P. Washington,,,,,,,5.47,Missed,,,,,,,,,,,,,,,,,
608,PT05M25.00S,2022-03-06T02:00:23.9Z,4,REGULAR,rebound,offensive,[],203486,,,1610612766,110,107,2022-03-06T02:02:42Z,6000000,,,0,,M. Plumlee REBOUND (Off:1 Def:10),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,607.0,11.0,10.0,1.0,,,,,,,,,,,,,
609,PT05M25.00S,2022-03-06T02:00:23.1Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203486,5.590000152587891,50.0,1610612766,110,107,2022-03-06T02:03:40Z,6010000,0.0,0.0,1,left,MISS M. Plumlee tip Layup,[203486],1610612766.0,CHA,tip,,,Plumlee,M. Plumlee,,,,,,,0.0,Missed,,,,,,,,,,,,,,,,,
610,PT05M25.00S,2022-03-06T02:00:23.1Z,4,REGULAR,rebound,offensive,[],203486,,,1610612766,110,107,2022-03-06T02:03:40Z,6020000,,,0,,M. Plumlee REBOUND (Off:2 Def:10),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,609.0,12.0,10.0,2.0,,,,,,,,,,,,,
611,PT05M23.00S,2022-03-06T02:00:25.2Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1626179,25.837713534822605,85.29411764705883,1610612766,113,107,2022-03-06T02:00:29Z,6030000,-176.0,190.0,1,left,T. Rozier 25' 3PT  (29 PTS) (M. Bridges 6 AST),"[1626179, 1628970]",1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,25.96,Made,,,,,,,,,29.0,M. Bridges,1628970.0,6.0,,,,,
613,PT05M07.00S,2022-03-06T02:00:40.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630200,89.70105124835742,56.86274509803921,1610612759,113,109,2022-03-06T02:00:46Z,6050000,34.0,44.0,1,right,T. Jones floating Jump Shot (6 PTS),[1630200],1610612759.0,SAS,floating,,,Jones,T. Jones,,,,,,,5.6,Made,,,,,,,,,6.0,,,,,,,,
614,PT04M53.00S,2022-03-06T02:00:55.4Z,4,REGULAR,3pt,Jump Shot,[],1628970,23.340998685939553,9.068627450980392,1610612766,113,109,2022-03-06T02:01:04Z,6060000,205.0,167.0,1,left,MISS M. Bridges 26' 3PT,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,26.41,Missed,,,,,,,,,,,,,,,,,
615,PT04M47.00S,2022-03-06T02:01:01.4Z,4,REGULAR,rebound,defensive,[],1630200,,,1610612759,113,109,2022-03-06T02:01:04Z,6070000,,,0,,T. Jones REBOUND (Off:0 Def:4),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,614.0,4.0,4.0,0.0,,,,,,,,,,,,,
616,PT04M43.00S,2022-03-06T02:01:04.9Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1630563,70.90998685939553,22.54901960784314,1610612759,113,109,2022-03-06T02:01:14Z,6080000,-137.0,221.0,1,right,MISS J. Primo 26' 3PT,[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,,,26.01,Missed,,,,,,,,,,,,,,,,,
617,PT04M40.00S,2022-03-06T02:01:09.0Z,4,REGULAR,rebound,offensive,[],1630563,,,1610612759,113,109,2022-03-06T02:01:09Z,6090000,,,0,,J. Primo REBOUND (Off:2 Def:2),[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,,,,,616.0,4.0,2.0,2.0,,,,,,,,,,,,,
618,PT04M37.00S,2022-03-06T02:01:11.3Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1627751,95.48291721419186,38.72549019607843,1610612759,113,111,2022-03-06T02:01:17Z,6100000,-56.0,-10.0,1,right,J. Poeltl Jump Shot (11 PTS) (J. Primo 2 AST),"[1627751, 1630563]",1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,5.73,Made,,,,,,,,,11.0,J. Primo,1630563.0,2.0,,,,,
620,PT04M37.00S,2022-03-06T02:01:18.6Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,113,111,2022-03-06T02:01:18Z,6120000,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,PT04M37.00S,2022-03-06T02:02:59.9Z,4,REGULAR,substitution,out,[],1628998,,,1610612766,113,111,2022-03-06T02:04:06Z,6130000,,,0,,SUB out: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
