actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,value
361,PT09M02.00S,2021-12-07T01:24:04.7Z,3,REGULAR,block,,[],202699,,,1610612766,68,72,2021-12-07T01:24:06Z,3520000,,,0,,T. Harris BLOCK (1 BLK),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
362,PT09M00.00S,2021-12-07T01:24:06.7Z,3,REGULAR,rebound,defensive,[],201980,,,1610612755,68,72,2021-12-07T01:24:11Z,3530000,,,0,,D. Green REBOUND (Off:0 Def:3),[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,,360.0,3.0,3.0,0.0,,,,,,,,,,,,,,
363,PT08M57.00S,2021-12-07T01:24:09.9Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1629003,93.77463863337714,50.98039215686274,1610612755,68,74,2021-12-07T01:26:05Z,3540000,5.0,6.0,1,right,S. Milton running DUNK (13 PTS) (D. Green 2 AST),"[1629003, 201980]",1610612755.0,PHI,running,,,Milton,S. Milton,,,,,0.77,Made,13.0,,,,,D. Green,201980.0,2.0,,,,,,,,,,,
365,PT08M34.00S,2021-12-07T01:24:32.8Z,3,REGULAR,turnover,bad pass,[],1628970,,,1610612766,68,74,2021-12-07T01:24:38Z,3560000,,,0,,M. Bridges bad pass TURNOVER (2 TO),"[1628970, 203552]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,2.0,,,,,,,Curry,203552.0,
366,PT08M34.00S,2021-12-07T01:24:32.8Z,3,REGULAR,steal,,[],203552,,,1610612755,68,74,2021-12-07T01:24:34Z,3570000,,,0,,S. Curry STEAL (1 STL),[203552],1610612755.0,PHI,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
367,PT08M30.00S,2021-12-07T01:24:37.5Z,3,REGULAR,turnover,out-of-bounds,[],203954,,,1610612755,68,74,2021-12-07T01:24:59Z,3580000,,,0,,J. Embiid bad pass out-of-bounds TURNOVER (1 TO),[203954],1610612755.0,PHI,bad pass,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,1.0,,,,,,,,,
368,PT08M14.00S,2021-12-07T01:25:05.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626162,5.732588699080158,49.01960784313725,1610612766,70,74,2021-12-07T01:25:11Z,3590000,5.0,1.0,1,left,K. Oubre Jr. Layup (21 PTS),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,0.51,Made,21.0,,,,,,,,,,,,,,,,,,
369,PT07M47.00S,2021-12-07T01:25:32.1Z,3,REGULAR,3pt,Jump Shot,[],203954,88.78120893561103,95.58823529411765,1610612755,70,77,2021-12-07T01:28:00Z,3600000,228.0,53.0,1,right,J. Embiid 3PT  (20 PTS) (T. Harris 4 AST),"[203954, 202699]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,23.4,Made,20.0,,,,,T. Harris,202699.0,4.0,,,,,,,,,,,
382,PT07M47.00S,2021-12-07T01:25:40.7Z,3,REGULAR,instantreplay,request,[],0,,,1610612766,70,77,2021-12-07T01:28:39Z,3615000,,,0,,,[],,,overturned,,,,,,,,,,,,,,,,,,,201639.0,,,,,,,,,,Changed to 3-pt FG
371,PT07M30.00S,2021-12-07T01:25:49.3Z,3,REGULAR,3pt,Jump Shot,[],1628998,9.411957950065702,97.30392156862744,1610612766,73,77,2021-12-07T01:25:53Z,3620000,-237.0,36.0,1,left,C. Martin 3PT  (10 PTS) (M. Bridges 3 AST),"[1628998, 1628970]",1610612766.0,CHA,,,,Martin,C. Martin,,,,,23.92,Made,10.0,,,,,M. Bridges,1628970.0,3.0,,,,,,,,,,,
373,PT07M11.00S,2021-12-07T01:26:08.7Z,3,REGULAR,turnover,bad pass,[],203954,,,1610612755,73,77,2021-12-07T01:26:14Z,3640000,,,0,,J. Embiid bad pass TURNOVER (2 TO),"[203954, 1626162]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,2.0,,,,,,,Oubre Jr.,1626162.0,
374,PT07M11.00S,2021-12-07T01:26:08.7Z,3,REGULAR,steal,,[],1626162,,,1610612766,73,77,2021-12-07T01:26:10Z,3650000,,,0,,K. Oubre Jr. STEAL (3 STL),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
375,PT07M05.00S,2021-12-07T01:26:16.4Z,3,REGULAR,foul,personal,['2freethrow'],1629003,,,1610612766,73,77,2021-12-07T01:26:34Z,3660000,,,0,,S. Milton shooting personal FOUL (3 PF) (Richards 2 FT),"[1629003, 1630208]",1610612755.0,PHI,shooting,,,Milton,S. Milton,,,,,,,,,,,,,,,1627961.0,,,,3.0,0.0,Richards,1630208.0,,,
377,PT07M05.00S,2021-12-07T01:26:44.3Z,3,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1630208,,,1610612766,74,77,2021-12-07T01:26:44Z,3680000,,,0,,N. Richards Free Throw 1 of 2 (11 PTS),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,Made,11.0,,,,,,,,,,,,,,,,,,
378,PT07M05.00S,2021-12-07T01:27:00.0Z,3,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1630208,,,1610612766,75,77,2021-12-07T01:27:00Z,3690000,,,0,,N. Richards Free Throw 2 of 2 (12 PTS),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,Made,12.0,,,,,,,,,,,,,,,,,,
379,PT06M46.00S,2021-12-07T01:27:20.8Z,3,REGULAR,2pt,Jump Shot,[],203954,77.7431011826544,50.49019607843137,1610612755,75,79,2021-12-07T01:27:26Z,3700000,2.0,157.0,1,right,J. Embiid 15' Jump Shot (22 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,15.67,Made,22.0,,,,,,,,,,,,,,,,,,
380,PT06M33.00S,2021-12-07T01:27:37.2Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612766,75,79,2021-12-07T01:27:37Z,3710000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,PT06M33.00S,2021-12-07T01:27:39.8Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,75,79,2021-12-07T01:27:39Z,3720000,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,PT06M28.00S,2021-12-07T01:30:50.8Z,3,REGULAR,3pt,Jump Shot,[],202330,32.670827858081466,44.6078431372549,1610612766,75,79,2021-12-07T01:30:56Z,3730000,27.0,255.0,1,left,MISS G. Hayward 25' 3PT,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,25.6,Missed,,,,,,,,,,,,,,,,,,,
384,PT06M24.00S,2021-12-07T01:30:54.8Z,3,REGULAR,rebound,offensive,[],1630208,,,1610612766,75,79,2021-12-07T01:30:56Z,3740000,,,0,,N. Richards REBOUND (Off:3 Def:2),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,383.0,5.0,2.0,3.0,,,,,,,,,,,,,,
385,PT06M22.00S,2021-12-07T01:30:56.1Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1626162,7.5722733245729295,97.05882352941177,1610612766,78,79,2021-12-07T01:31:01Z,3750000,-235.0,19.0,1,left,K. Oubre Jr. 3PT  (24 PTS) (N. Richards 2 AST),"[1626162, 1630208]",1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,23.6,Made,24.0,,,,,N. Richards,1630208.0,2.0,,,,,,,,,,,
387,PT06M01.00S,2021-12-07T01:31:18.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202699,85.3646517739816,44.85294117647059,1610612755,78,79,2021-12-07T01:31:26Z,3770000,-26.0,85.0,1,right,MISS T. Harris 8' turnaround Shot,[202699],1610612755.0,PHI,turnaround,,,Harris,T. Harris,,,,,8.89,Missed,,,,,,,,,,,,,,,,,,,
388,PT05M57.00S,2021-12-07T01:31:22.0Z,3,REGULAR,rebound,defensive,[],202330,,,1610612766,78,79,2021-12-07T01:31:26Z,3780000,,,0,,G. Hayward REBOUND (Off:0 Def:2),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,387.0,2.0,2.0,0.0,,,,,,,,,,,,,,
389,PT05M55.00S,2021-12-07T01:31:25.9Z,3,REGULAR,foul,personal,[],203954,,,1610612766,78,79,2021-12-07T01:34:39Z,3790000,,,0,,J. Embiid take personal FOUL (2 PF),"[203954, 1628970]",1610612755.0,PHI,take,,,Embiid,J. Embiid,,,,,,,,,,,,,,,1627962.0,,,,2.0,0.0,Bridges,1628970.0,,,
391,PT05M55.00S,2021-12-07T01:31:34.6Z,3,REGULAR,substitution,out,[],202330,,,1610612766,78,79,2021-12-07T01:31:39Z,3810000,,,0,,SUB out: G. Hayward,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,
392,PT05M55.00S,2021-12-07T01:31:34.6Z,3,REGULAR,substitution,in,[],1630547,,,1610612766,78,79,2021-12-07T01:31:39Z,3820000,,,0,,SUB in: J. Bouknight,[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,,,,,,,,,,,,,,,,,,,,,
393,PT05M45.00S,2021-12-07T01:32:00.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628970,12.828515111695138,37.5,1610612766,78,79,2021-12-07T01:32:08Z,3830000,62.0,68.0,1,left,MISS M. Bridges 9' floating Shot,[1628970],1610612766.0,CHA,floating,,,Bridges,M. Bridges,,,,,9.24,Missed,,,,,,,,,,,,,,,,,,,
394,PT05M43.00S,2021-12-07T01:32:02.1Z,3,REGULAR,rebound,defensive,[],202699,,,1610612755,78,79,2021-12-07T01:32:08Z,3840000,,,0,,T. Harris REBOUND (Off:1 Def:3),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,393.0,4.0,3.0,1.0,,,,,,,,,,,,,,
395,PT05M25.00S,2021-12-07T01:32:23.3Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612755,78,79,2021-12-07T01:32:23Z,3850000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,PT05M25.00S,2021-12-07T01:32:24.2Z,3,REGULAR,substitution,out,[],201980,,,1610612755,78,79,2021-12-07T01:32:34Z,3860000,,,0,,SUB out: D. Green,[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
397,PT05M25.00S,2021-12-07T01:32:24.2Z,3,REGULAR,substitution,in,[],1629680,,,1610612755,78,79,2021-12-07T01:32:34Z,3870000,,,0,,SUB in: M. Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,
398,PT05M22.00S,2021-12-07T01:32:43.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203954,81.553876478318,63.48039215686274,1610612755,78,81,2021-12-07T01:33:32Z,3880000,67.0,121.0,1,right,J. Embiid 13' pullup Jump Shot (24 PTS) (M. Thybulle 2 AST),"[203954, 1629680]",1610612755.0,PHI,pullup,,,Embiid,J. Embiid,,,,,13.84,Made,24.0,,,,,M. Thybulle,1629680.0,2.0,,,,,,,,,,,
400,PT04M55.00S,2021-12-07T01:33:11.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630547,5.863994743758213,49.01960784313725,1610612766,80,81,2021-12-07T01:33:20Z,3900000,5.0,3.0,1,left,J. Bouknight driving Layup (4 PTS),[1630547],1610612766.0,CHA,driving,,,Bouknight,J. Bouknight,,,,,0.55,Made,4.0,,,,,,,,,,,,,,,,,,
401,PT04M38.00S,2021-12-07T01:33:26.8Z,3,REGULAR,3pt,Jump Shot,[],202699,66.96780551905388,55.88235294117647,1610612755,80,84,2021-12-07T01:33:32Z,3910000,29.0,258.0,1,right,T. Harris 25' 3PT  (13 PTS) (J. Embiid 5 AST),"[202699, 203954]",1610612755.0,PHI,,,,Harris,T. Harris,,,,,25.97,Made,13.0,,,,,J. Embiid,203954.0,5.0,,,,,,,,,,,
403,PT04M22.00S,2021-12-07T01:33:42.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,9.806176084099869,53.67647058823529,1610612766,80,84,2021-12-07T01:33:47Z,3930000,-18.0,40.0,1,left,MISS M. Bridges Layup,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,4.38,Missed,,,,,,,,,,,,,,,,,,,
404,PT04M20.00S,2021-12-07T01:33:44.8Z,3,REGULAR,rebound,offensive,[],1628970,,,1610612766,80,84,2021-12-07T01:33:44Z,3940000,,,0,,M. Bridges REBOUND (Off:1 Def:3),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,403.0,4.0,3.0,1.0,,,,,,,,,,,,,,
405,PT04M18.00S,2021-12-07T01:33:47.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628998,7.30946123521682,51.470588235294116,1610612766,82,84,2021-12-07T01:35:47Z,3950000,-7.0,16.0,1,left,C. Martin driving Layup (12 PTS) (M. Bridges 4 AST),"[1628998, 1628970]",1610612766.0,CHA,driving,,,Martin,C. Martin,,,,,1.78,Made,12.0,,,,,M. Bridges,1628970.0,4.0,,,,,,,,,,,
407,PT04M08.00S,2021-12-07T01:33:57.4Z,3,REGULAR,3pt,Jump Shot,[],202699,66.70499342969777,47.549019607843135,1610612755,82,87,2021-12-07T01:34:04Z,3970000,-12.0,260.0,1,right,T. Harris 26' 3PT  (16 PTS) (J. Embiid 6 AST),"[202699, 203954]",1610612755.0,PHI,,,,Harris,T. Harris,,,,,26.08,Made,16.0,,,,,J. Embiid,203954.0,6.0,,,,,,,,,,,
409,PT03M57.00S,2021-12-07T01:34:11.3Z,3,REGULAR,turnover,out-of-bounds,[],1628998,,,1610612766,82,87,2021-12-07T01:36:23Z,3990000,,,0,,C. Martin lost ball out-of-bounds TURNOVER (4 TO),[1628998],1610612766.0,CHA,lost ball,,,Martin,C. Martin,,,,,,,,,,,,,,,1627961.0,4.0,,,,,,,,,
410,PT03M57.00S,2021-12-07T01:34:13.7Z,3,REGULAR,substitution,out,[],1630208,,,1610612755,82,87,2021-12-07T01:34:28Z,4000000,,,0,,SUB out: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,
411,PT03M57.00S,2021-12-07T01:34:13.7Z,3,REGULAR,substitution,in,[],1629023,,,1610612755,82,87,2021-12-07T01:34:28Z,4010000,,,0,,SUB in: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,
412,PT03M42.00S,2021-12-07T01:34:41.1Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],203552,68.54467805519053,30.88235294117647,1610612755,82,87,2021-12-07T01:34:46Z,4020000,-96.0,243.0,1,right,MISS S. Curry 26' 3PT,[203552],1610612755.0,PHI,,,,Curry,S. Curry,,,,,26.13,Missed,,,,,,,,,,,,,,,,,,,
413,PT03M38.00S,2021-12-07T01:34:45.1Z,3,REGULAR,rebound,offensive,[],202699,,,1610612755,82,87,2021-12-07T01:34:46Z,4030000,,,0,,T. Harris REBOUND (Off:2 Def:3),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,412.0,5.0,3.0,2.0,,,,,,,,,,,,,,
414,PT03M35.00S,2021-12-07T01:34:48.1Z,3,REGULAR,foul,personal,['3freethrow'],1630547,,,1610612755,82,87,2021-12-07T01:34:58Z,4040000,,,0,,J. Bouknight shooting personal FOUL (3 PF) (Harris 3 FT),"[1630547, 202699]",1610612766.0,CHA,shooting,,,Bouknight,J. Bouknight,,,,,,,,,,,,,,,1627962.0,,,,3.0,0.0,Harris,202699.0,,,
416,PT03M35.00S,2021-12-07T01:35:22.8Z,3,REGULAR,freethrow,1 of 3,"['fromturnover', '2ndchance']",202699,,,1610612755,82,88,2021-12-07T01:36:01Z,4060000,,,0,,T. Harris Free Throw 1 of 3 (17 PTS),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,Made,17.0,,,,,,,,,,,,,,,,,,
417,PT03M35.00S,2021-12-07T01:35:22.8Z,3,REGULAR,freethrow,2 of 3,"['fromturnover', '2ndchance']",202699,,,1610612755,82,89,2021-12-07T01:36:01Z,4070000,,,0,,T. Harris Free Throw 2 of 3 (18 PTS),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,Made,18.0,,,,,,,,,,,,,,,,,,
418,PT03M35.00S,2021-12-07T01:35:22.8Z,3,REGULAR,freethrow,3 of 3,"['fromturnover', '2ndchance']",202699,,,1610612755,82,89,2021-12-07T01:36:01Z,4080000,,,0,,MISS T. Harris Free Throw 3 of 3,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,Missed,,,,,,,,,,,,,,,,,,,
419,PT03M33.00S,2021-12-07T01:35:24.8Z,3,REGULAR,rebound,defensive,[],1629023,,,1610612766,82,89,2021-12-07T01:36:01Z,4090000,,,0,,P. Washington REBOUND (Off:1 Def:4),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,418.0,5.0,4.0,1.0,,,,,,,,,,,,,,
420,PT03M18.00S,2021-12-07T01:36:13.7Z,3,REGULAR,3pt,Jump Shot,[],1626162,30.56833114323259,29.65686274509804,1610612766,85,89,2021-12-07T01:37:44Z,4100000,102.0,235.0,1,left,K. Oubre Jr. 25' 3PT step back (27 PTS) (M. Bridges 5 AST),"[1626162, 1628970]",1610612766.0,CHA,step back,,,Oubre Jr.,K. Oubre Jr.,,,,,25.59,Made,27.0,,,,,M. Bridges,1628970.0,5.0,,,,,,,,,,,
422,PT03M05.00S,2021-12-07T01:36:27.9Z,3,REGULAR,foul,personal,['2freethrow'],1628970,,,1610612755,85,89,2021-12-07T01:36:38Z,4120000,,,0,,M. Bridges shooting personal FOUL (3 PF) (Embiid 2 FT),"[1628970, 203954]",1610612766.0,CHA,shooting,,,Bridges,M. Bridges,,,,,,,,,,,,,,,1627961.0,,,,3.0,1.0,Embiid,203954.0,,,
424,PT03M05.00S,2021-12-07T01:36:57.2Z,3,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,85,90,2021-12-07T01:36:57Z,4140000,,,0,,J. Embiid Free Throw 1 of 2 (25 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,Made,25.0,,,,,,,,,,,,,,,,,,
425,PT03M05.00S,2021-12-07T01:36:58.1Z,3,REGULAR,substitution,out,[],1628998,,,1610612755,85,90,2021-12-07T01:37:06Z,4150000,,,0,,SUB out: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
426,PT03M05.00S,2021-12-07T01:36:58.1Z,3,REGULAR,substitution,out,[],1629003,,,1610612755,85,90,2021-12-07T01:37:06Z,4160000,,,0,,SUB out: S. Milton,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,
427,PT03M05.00S,2021-12-07T01:36:58.1Z,3,REGULAR,substitution,in,[],1630550,,,1610612755,85,90,2021-12-07T01:37:06Z,4170000,,,0,,SUB in: J. Thor,[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,,,,,,,,,,,,,,,,,,,,,
428,PT03M05.00S,2021-12-07T01:36:58.1Z,3,REGULAR,substitution,in,[],1627788,,,1610612755,85,90,2021-12-07T01:37:06Z,4180000,,,0,,SUB in: F. Korkmaz,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,,,,,,,,,,,,
429,PT03M05.00S,2021-12-07T01:37:26.1Z,3,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,85,91,2021-12-07T01:37:26Z,4190000,,,0,,J. Embiid Free Throw 2 of 2 (26 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,Made,26.0,,,,,,,,,,,,,,,,,,
430,PT02M50.00S,2021-12-07T01:37:41.9Z,3,REGULAR,3pt,Jump Shot,[],1626162,28.728646517739815,76.9607843137255,1610612766,85,91,2021-12-07T01:37:46Z,4200000,-135.0,218.0,1,left,MISS K. Oubre Jr. 25' 3PT,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,25.59,Missed,,,,,,,,,,,,,,,,,,,
431,PT02M48.00S,2021-12-07T01:37:43.9Z,3,REGULAR,rebound,defensive,[],202699,,,1610612755,85,91,2021-12-07T01:37:46Z,4210000,,,0,,T. Harris REBOUND (Off:2 Def:4),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,430.0,6.0,4.0,2.0,,,,,,,,,,,,,,
432,PT02M32.00S,2021-12-07T01:37:59.9Z,3,REGULAR,turnover,bad pass,[],202699,,,1610612755,85,91,2021-12-07T01:38:06Z,4220000,,,0,,T. Harris bad pass TURNOVER (1 TO),"[202699, 1629023]",1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,1.0,,,,,,,Washington,1629023.0,
433,PT02M32.00S,2021-12-07T01:37:59.9Z,3,REGULAR,steal,,[],1629023,,,1610612766,85,91,2021-12-07T01:38:02Z,4230000,,,0,,P. Washington STEAL (1 STL),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,
434,PT02M27.00S,2021-12-07T01:38:05.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630547,8.886333771353483,53.92156862745098,1610612766,85,91,2021-12-07T01:39:18Z,4240000,-20.0,31.0,1,left,MISS J. Bouknight running Layup,[1630547],1610612766.0,CHA,running,,,Bouknight,J. Bouknight,,,,,3.67,Missed,,,,,,,,,,,,,,,,,,,
435,PT02M24.00S,2021-12-07T01:38:08.2Z,3,REGULAR,rebound,defensive,[],202699,,,1610612755,85,91,2021-12-07T01:38:14Z,4250000,,,0,,T. Harris REBOUND (Off:2 Def:5),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,434.0,7.0,5.0,2.0,,,,,,,,,,,,,,
436,PT02M23.00S,2021-12-07T01:38:10.6Z,3,REGULAR,foul,personal,['2freethrow'],1630550,,,1610612755,85,91,2021-12-07T01:41:17Z,4260000,,,0,,J. Thor shooting personal FOUL (1 PF) (Embiid 2 FT),"[1630550, 203954]",1610612766.0,CHA,shooting,,,Thor,J. Thor,,,,,,,,,,,,,,,1627962.0,,,,1.0,0.0,Embiid,203954.0,,,
438,PT02M23.00S,2021-12-07T01:38:33.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,85,91,2021-12-07T01:38:33Z,4280000,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,PT02M23.00S,2021-12-07T01:40:49.7Z,3,REGULAR,substitution,out,[],1628970,,,1610612755,85,91,2021-12-07T01:41:12Z,4290000,,,0,,SUB out: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
440,PT02M23.00S,2021-12-07T01:40:49.7Z,3,REGULAR,substitution,out,[],202699,,,1610612755,85,91,2021-12-07T01:41:12Z,4300000,,,0,,SUB out: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
441,PT02M23.00S,2021-12-07T01:40:49.7Z,3,REGULAR,substitution,in,[],202330,,,1610612755,85,91,2021-12-07T01:41:12Z,4310000,,,0,,SUB in: G. Hayward,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,
442,PT02M23.00S,2021-12-07T01:40:49.7Z,3,REGULAR,substitution,in,[],1627777,,,1610612755,85,91,2021-12-07T01:41:12Z,4320000,,,0,,SUB in: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,
443,PT02M23.00S,2021-12-07T01:41:34.0Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],203954,,,1610612755,85,92,2021-12-07T01:41:34Z,4330000,,,0,,J. Embiid Free Throw 1 of 2 (27 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,Made,27.0,,,,,,,,,,,,,,,,,,
444,PT02M23.00S,2021-12-07T01:41:51.3Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],203954,,,1610612755,85,93,2021-12-07T01:41:51Z,4340000,,,0,,J. Embiid Free Throw 2 of 2 (28 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,Made,28.0,,,,,,,,,,,,,,,,,,
445,PT02M07.00S,2021-12-07T01:42:08.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202330,17.296320630749015,48.03921568627451,1610612766,85,93,2021-12-07T01:42:15Z,4350000,10.0,110.0,1,left,MISS G. Hayward 11' fadeaway Shot,[202330],1610612766.0,CHA,fadeaway,,,Hayward,G. Hayward,,,,,11.05,Missed,,,,,,,,,,,,,,,,,,,
446,PT02M05.00S,2021-12-07T01:42:10.1Z,3,REGULAR,rebound,defensive,[],203954,,,1610612755,85,93,2021-12-07T01:42:15Z,4360000,,,0,,J. Embiid REBOUND (Off:0 Def:9),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,445.0,9.0,9.0,0.0,,,,,,,,,,,,,,
447,PT01M55.00S,2021-12-07T01:42:20.9Z,3,REGULAR,turnover,lost ball,[],203954,,,1610612755,85,93,2021-12-07T01:42:26Z,4370000,,,0,,J. Embiid lost ball TURNOVER (3 TO),"[203954, 1626162]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,3.0,,,,,,,Oubre Jr.,1626162.0,
448,PT01M55.00S,2021-12-07T01:42:20.9Z,3,REGULAR,steal,,[],1626162,,,1610612766,85,93,2021-12-07T01:46:02Z,4380000,,,0,,K. Oubre Jr. STEAL (4 STL),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
449,PT01M46.00S,2021-12-07T01:42:29.8Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629023,26.231931668856767,82.59803921568627,1610612766,88,93,2021-12-07T01:42:35Z,4390000,-163.0,194.0,1,left,P. Washington 25' 3PT  (11 PTS) (J. Thor 1 AST),"[1629023, 1630550]",1610612766.0,CHA,,,,Washington,P. Washington,,,,,25.35,Made,11.0,,,,,J. Thor,1630550.0,1.0,,,,,,,,,,,
