actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,value
88,PT02M26.00S,2021-12-07T00:26:35.0Z,1,REGULAR,substitution,out,[],1628998,,,1610612755,22,21,2021-12-07T00:27:25Z,840000,,,0,,SUB out: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT02M26.00S,2021-12-07T00:26:35.0Z,1,REGULAR,substitution,out,[],202699,,,1610612755,22,21,2021-12-07T00:27:25Z,850000,,,0,,SUB out: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT02M26.00S,2021-12-07T00:26:35.0Z,1,REGULAR,substitution,out,[],1629003,,,1610612755,22,21,2021-12-07T00:27:25Z,860000,,,0,,SUB out: S. Milton,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT02M26.00S,2021-12-07T00:26:35.0Z,1,REGULAR,substitution,out,[],203954,,,1610612755,22,21,2021-12-07T00:27:25Z,870000,,,0,,SUB out: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT02M26.00S,2021-12-07T00:26:35.0Z,1,REGULAR,substitution,in,[],1630547,,,1610612755,22,21,2021-12-07T00:27:25Z,880000,,,0,,SUB in: J. Bouknight,[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT02M26.00S,2021-12-07T00:26:35.0Z,1,REGULAR,substitution,in,[],202330,,,1610612755,22,21,2021-12-07T00:27:25Z,890000,,,0,,SUB in: G. Hayward,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT02M26.00S,2021-12-07T00:26:35.0Z,1,REGULAR,substitution,in,[],1627777,,,1610612755,22,21,2021-12-07T00:27:25Z,900000,,,0,,SUB in: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT02M26.00S,2021-12-07T00:26:35.0Z,1,REGULAR,substitution,in,[],203083,,,1610612755,22,21,2021-12-07T00:27:25Z,910000,,,0,,SUB in: A. Drummond,[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT02M26.00S,2021-12-07T00:26:35.0Z,1,REGULAR,substitution,in,[],1627788,,,1610612755,22,21,2021-12-07T00:27:25Z,920000,,,0,,SUB in: F. Korkmaz,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT02M10.00S,2021-12-07T00:28:04.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203552,32.53942181340342,53.18627450980392,1610612755,22,21,2021-12-07T00:28:11Z,930000,-16.0,253.0,1,left,MISS S. Curry 25' 3PT,[203552],1610612755.0,PHI,,,,Curry,S. Curry,,,,,25.39,Missed,,,,,,,,,,,,,,,,,,,
99,PT02M07.00S,2021-12-07T00:28:07.0Z,1,REGULAR,rebound,defensive,[],1629023,,,1610612766,22,21,2021-12-07T00:28:13Z,940000,,,0,,P. Washington REBOUND (Off:0 Def:2),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,98.0,2.0,2.0,0.0,,,,,,,,,,,,,,
100,PT01M55.00S,2021-12-07T00:28:15.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630550,92.32917214191852,53.92156862745098,1610612766,24,21,2021-12-07T00:40:10Z,950000,20.0,20.0,1,right,J. Thor cutting DUNK (2 PTS) (G. Hayward 2 AST),"[1630550, 202330]",1610612766.0,CHA,cutting,,,Thor,J. Thor,,,,,2.77,Made,2.0,,,,,G. Hayward,202330.0,2.0,,,,,,,,,,,
102,PT01M55.00S,2021-12-07T00:28:18.8Z,1,REGULAR,foul,personal,['1freethrow'],203083,,,1610612766,24,21,2021-12-07T00:28:30Z,970000,,,0,,A. Drummond shooting personal FOUL (1 PF) (Thor 1 FT),"[203083, 1630550]",1610612755.0,PHI,shooting,,,Drummond,A. Drummond,,,,,,,,,,,,,,,201639.0,,,,1.0,0.0,Thor,1630550.0,,,
104,PT01M55.00S,2021-12-07T00:28:50.9Z,1,REGULAR,substitution,out,[],203552,,,1610612766,24,21,2021-12-07T00:37:52Z,990000,,,0,,SUB out: S. Curry,[203552],1610612755.0,PHI,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT01M55.00S,2021-12-07T00:28:50.9Z,1,REGULAR,substitution,in,[],1630198,,,1610612766,24,21,2021-12-07T00:37:52Z,1000000,,,0,,SUB in: I. Joe,[1630198],1610612755.0,PHI,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT01M55.00S,2021-12-07T00:29:11.1Z,1,REGULAR,freethrow,1 of 1,[],1630550,,,1610612766,25,21,2021-12-07T00:38:01Z,1010000,,,0,,J. Thor Free Throw 1 of 1 (3 PTS),[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
107,PT01M36.00S,2021-12-07T00:29:33.2Z,1,REGULAR,foul,personal,['2freethrow'],1630547,,,1610612755,25,21,2021-12-07T00:29:46Z,1020000,,,0,,J. Bouknight shooting personal FOUL (1 PF) (Korkmaz 2 FT),"[1630547, 1627788]",1610612766.0,CHA,shooting,,,Bouknight,J. Bouknight,,,,,,,,,,,,,,,1627961.0,,,,1.0,0.0,Korkmaz,1627788.0,,,
109,PT01M36.00S,2021-12-07T00:30:00.8Z,1,REGULAR,freethrow,1 of 2,[],1627788,,,1610612755,25,22,2021-12-07T00:30:00Z,1040000,,,0,,F. Korkmaz Free Throw 1 of 2 (1 PTS),[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
110,PT01M36.00S,2021-12-07T00:30:15.7Z,1,REGULAR,freethrow,2 of 2,[],1627788,,,1610612755,25,23,2021-12-07T00:30:15Z,1050000,,,0,,F. Korkmaz Free Throw 2 of 2 (2 PTS),[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,Made,2.0,,,,,,,,,,,,,,,,,,
111,PT01M19.00S,2021-12-07T00:30:33.2Z,1,REGULAR,2pt,Jump Shot,[],1630547,85.23324572930355,30.88235294117647,1610612766,25,23,2021-12-07T00:40:48Z,1060000,-96.0,86.0,1,right,MISS J. Bouknight 12' fadeaway Shot,[1630547],1610612766.0,CHA,fadeaway,,,Bouknight,J. Bouknight,,,,,12.88,Missed,,,,,,,,,,,,,,,,,,,
112,PT01M18.00S,2021-12-07T00:30:34.9Z,1,REGULAR,rebound,offensive,[],1630547,,,1610612766,25,23,2021-12-07T00:30:34Z,1070000,,,0,,J. Bouknight REBOUND (Off:1 Def:0),[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,,,,111.0,1.0,0.0,1.0,,,,,,,,,,,,,,
113,PT01M17.00S,2021-12-07T00:30:36.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],202330,71.04139290407359,76.22549019607843,1610612766,25,23,2021-12-07T00:30:50Z,1080000,131.0,220.0,1,right,MISS G. Hayward 25' 3PT,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,25.58,Missed,,,,,,,,,,,,,,,,,,,
114,PT01M12.00S,2021-12-07T00:30:41.4Z,1,REGULAR,rebound,offensive,[],1630547,,,1610612766,25,23,2021-12-07T00:30:50Z,1090000,,,0,,J. Bouknight REBOUND (Off:2 Def:0),[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,,,,113.0,2.0,0.0,2.0,,,,,,,,,,,,,,
115,PT01M04.00S,2021-12-07T00:30:48.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630550,74.45795006570303,85.7843137254902,1610612766,28,23,2021-12-07T00:30:57Z,1100000,179.0,188.0,1,right,J. Thor 25' 3PT  (6 PTS) (J. Bouknight 1 AST),"[1630550, 1630547]",1610612766.0,CHA,,,,Thor,J. Thor,,,,,25.92,Made,6.0,,,,,J. Bouknight,1630547.0,1.0,,,,,,,,,,,
117,PT00M52.10S,2021-12-07T00:31:00.5Z,1,REGULAR,3pt,Jump Shot,[],1630198,28.86005256241787,79.41176470588235,1610612755,28,23,2021-12-07T00:31:07Z,1120000,-147.0,219.0,1,left,MISS I. Joe 26' 3PT,[1630198],1610612755.0,PHI,,,,Joe,I. Joe,,,,,26.37,Missed,,,,,,,,,,,,,,,,,,,
118,PT00M50.10S,2021-12-07T00:31:02.5Z,1,REGULAR,rebound,defensive,[],1629023,,,1610612766,28,23,2021-12-07T00:31:07Z,1130000,,,0,,P. Washington REBOUND (Off:0 Def:3),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,117.0,3.0,3.0,0.0,,,,,,,,,,,,,,
119,PT00M43.60S,2021-12-07T00:31:11.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202330,92.19776609724047,49.754901960784316,1610612766,30,23,2021-12-07T00:41:26Z,1140000,-1.0,21.0,1,right,G. Hayward cutting Layup (2 PTS) (K. Oubre Jr. 1 AST),"[202330, 1626162]",1610612766.0,CHA,cutting,,,Hayward,G. Hayward,,,,,2.08,Made,2.0,,,,,K. Oubre Jr.,1626162.0,1.0,,,,,,,,,,,
121,PT00M43.60S,2021-12-07T00:31:14.0Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1629680,,,1610612766,30,23,2021-12-07T00:31:28Z,1160000,,,0,,M. Thybulle shooting personal FOUL (2 PF) (Hayward 1 FT),"[1629680, 202330]",1610612755.0,PHI,shooting,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,1627961.0,,,,2.0,0.0,Hayward,202330.0,,,
123,PT00M43.60S,2021-12-07T00:31:39.5Z,1,REGULAR,freethrow,1 of 1,[],202330,,,1610612766,31,23,2021-12-07T00:31:39Z,1180000,,,0,,G. Hayward Free Throw 1 of 1 (3 PTS),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
124,PT00M34.40S,2021-12-07T00:31:50.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627788,8.492115637319317,53.18627450980392,1610612755,31,23,2021-12-07T00:42:13Z,1190000,-16.0,27.0,1,left,MISS F. Korkmaz driving Layup - blocked,"[1627788, 202330]",1610612755.0,PHI,driving,,,Korkmaz,F. Korkmaz,,,,,3.16,Missed,,,,,,,,,,,Hayward,202330.0,,,,,,,
125,PT00M34.40S,2021-12-07T00:31:50.6Z,1,REGULAR,block,,[],202330,,,1610612755,31,23,2021-12-07T00:31:52Z,1200000,,,0,,G. Hayward BLOCK (1 BLK),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT00M31.00S,2021-12-07T00:31:54.0Z,1,REGULAR,rebound,offensive,[],203083,,,1610612755,31,23,2021-12-07T00:31:58Z,1210000,,,0,,A. Drummond REBOUND (Off:1 Def:0),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,124.0,1.0,0.0,1.0,,,,,,,,,,,,,,
127,PT00M30.40S,2021-12-07T00:31:54.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance', 'fastbreak']",203083,9.937582128777924,52.20588235294118,1610612755,31,23,2021-12-07T00:32:13Z,1220000,-11.0,41.0,1,left,MISS A. Drummond Layup - blocked,"[203083, 1629023]",1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,4.24,Missed,,,,,,,,,,,Washington,1629023.0,,,,,,,
128,PT00M30.40S,2021-12-07T00:31:54.4Z,1,REGULAR,block,,[],1629023,,,1610612755,31,23,2021-12-07T00:31:56Z,1230000,,,0,,P. Washington BLOCK (1 BLK),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT00M26.50S,2021-12-07T00:31:58.3Z,1,REGULAR,rebound,defensive,[],1626162,,,1610612766,31,23,2021-12-07T00:32:13Z,1240000,,,0,,K. Oubre Jr. REBOUND (Off:0 Def:3),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,127.0,3.0,3.0,0.0,,,,,,,,,,,,,,
130,PT00M25.60S,2021-12-07T00:32:00.7Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1626162,92.06636005256242,51.9607843137255,1610612766,33,23,2021-12-07T00:42:36Z,1250000,10.0,22.0,1,right,K. Oubre Jr. driving Layup (11 PTS),[1626162],1610612766.0,CHA,driving,,,Oubre Jr.,K. Oubre Jr.,,,,,2.42,Made,11.0,,,,,,,,,,,,,,,,,,
131,PT00M25.60S,2021-12-07T00:32:03.0Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630198,,,1610612766,33,23,2021-12-07T00:32:16Z,1260000,,,0,,I. Joe shooting personal FOUL (1 PF) (Oubre Jr. 1 FT),"[1630198, 1626162]",1610612755.0,PHI,shooting,,,Joe,I. Joe,,,,,,,,,,,,,,,201639.0,,,,1.0,0.0,Oubre Jr.,1626162.0,,,
134,PT00M25.60S,2021-12-07T00:32:25.1Z,1,REGULAR,freethrow,1 of 1,['fastbreak'],1626162,,,1610612766,34,23,2021-12-07T00:32:25Z,1280000,,,0,,K. Oubre Jr. Free Throw 1 of 1 (12 PTS),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,Made,12.0,,,,,,,,,,,,,,,,,,
135,PT00M06.80S,2021-12-07T00:32:46.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627777,7.703679369250986,45.83333333333333,1610612755,34,23,2021-12-07T00:32:57Z,1290000,21.0,20.0,1,left,MISS G. Niang Layup - blocked,"[1627777, 1629023]",1610612755.0,PHI,,,,Niang,G. Niang,,,,,2.88,Missed,,,,,,,,,,,Washington,1629023.0,,,,,,,
136,PT00M06.80S,2021-12-07T00:32:46.4Z,1,REGULAR,block,,[],1629023,,,1610612755,34,23,2021-12-07T00:32:48Z,1300000,,,0,,P. Washington BLOCK (2 BLK),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT00M06.60S,2021-12-07T00:32:46.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612755,34,23,2021-12-07T00:32:57Z,1310000,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,135.0,,,,,,,,,,,,,,,,,
138,PT00M06.60S,2021-12-07T00:32:50.8Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612755,34,23,2021-12-07T00:32:50Z,1320000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT00M02.40S,2021-12-07T00:33:05.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627777,11.383048620236531,48.03921568627451,1610612755,34,23,2021-12-07T00:43:12Z,1330000,10.0,55.0,1,left,MISS G. Niang driving Layup,[1627777],1610612755.0,PHI,driving,,,Niang,G. Niang,,,,,5.54,Missed,,,,,,,,,,,,,,,,,,,
140,PT00M02.40S,2021-12-07T00:33:05.7Z,1,REGULAR,rebound,offensive,[],203083,,,1610612755,34,23,2021-12-07T00:43:45Z,1340000,,,0,,A. Drummond REBOUND (Off:2 Def:0),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,139.0,2.0,0.0,2.0,,,,,,,,,,,,,,
141,PT00M00.00S,2021-12-07T00:33:21.6Z,1,REGULAR,period,end,[],0,,,1610612755,34,23,2021-12-07T00:43:45Z,1350000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT12M00.00S,2021-12-07T00:35:13.7Z,2,REGULAR,substitution,out,['startperiod'],1626162,,,1610612755,34,23,2021-12-07T00:43:45Z,1360000,,,0,,SUB out: K. Oubre Jr.,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT12M00.00S,2021-12-07T00:35:13.7Z,2,REGULAR,substitution,in,['startperiod'],1628998,,,1610612755,34,23,2021-12-07T00:43:45Z,1370000,,,0,,SUB in: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT12M00.00S,2021-12-07T00:36:00.9Z,2,REGULAR,period,start,[],0,,,1610612755,34,23,2021-12-07T00:36:00Z,1380000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT11M45.00S,2021-12-07T00:36:15.4Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203083,7.966491458607096,53.431372549019606,1610612755,34,25,2021-12-07T00:44:17Z,1390000,-17.0,22.0,1,left,A. Drummond driving DUNK (2 PTS),[203083],1610612755.0,PHI,driving,,,Drummond,A. Drummond,,,,,2.82,Made,2.0,,,,,,,,,,,,,,,,,,
146,PT11M28.00S,2021-12-07T00:36:31.1Z,2,REGULAR,3pt,Jump Shot,[],1629023,66.83639947437582,56.61764705882353,1610612766,37,25,2021-12-07T00:36:38Z,1400000,33.0,259.0,1,right,P. Washington 26' 3PT  (3 PTS) (G. Hayward 3 AST),"[1629023, 202330]",1610612766.0,CHA,,,,Washington,P. Washington,,,,,26.13,Made,3.0,,,,,G. Hayward,202330.0,3.0,,,,,,,,,,,
148,PT11M06.00S,2021-12-07T00:36:54.0Z,2,REGULAR,2pt,Jump Shot,[],1627788,8.09789750328515,22.058823529411764,1610612755,37,27,2021-12-07T00:44:38Z,1420000,140.0,24.0,1,left,F. Korkmaz 14' pullup Jump Shot (4 PTS) (G. Niang 1 AST),"[1627788, 1627777]",1610612755.0,PHI,pullup,,,Korkmaz,F. Korkmaz,,,,,14.17,Made,4.0,,,,,G. Niang,1627777.0,1.0,,,,,,,,,,,
150,PT10M51.00S,2021-12-07T00:37:08.8Z,2,REGULAR,3pt,Jump Shot,[],202330,73.14388961892247,80.63725490196079,1610612766,37,27,2021-12-07T00:37:14Z,1440000,153.0,200.0,1,right,MISS G. Hayward 25' 3PT,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,25.19,Missed,,,,,,,,,,,,,,,,,,,
151,PT10M49.00S,2021-12-07T00:37:10.8Z,2,REGULAR,rebound,defensive,[],1627777,,,1610612755,37,27,2021-12-07T00:37:14Z,1450000,,,0,,G. Niang REBOUND (Off:0 Def:1),[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,150.0,1.0,1.0,0.0,,,,,,,,,,,,,,
152,PT10M42.00S,2021-12-07T00:37:17.1Z,2,REGULAR,3pt,Jump Shot,[],1630198,7.046649145860711,98.77450980392157,1610612755,37,30,2021-12-07T00:37:22Z,1460000,-244.0,14.0,1,left,I. Joe 24' 3PT  (3 PTS) (F. Korkmaz 1 AST),"[1630198, 1627788]",1610612755.0,PHI,,,,Joe,I. Joe,,,,,24.43,Made,3.0,,,,,F. Korkmaz,1627788.0,1.0,,,,,,,,,,,
154,PT10M28.00S,2021-12-07T00:37:31.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630547,93.77463863337714,48.28431372549019,1610612766,39,30,2021-12-07T00:37:39Z,1480000,-9.0,6.0,1,right,J. Bouknight cutting Layup (2 PTS) (P. Washington 3 AST),"[1630547, 1629023]",1610612766.0,CHA,cutting,,,Bouknight,J. Bouknight,,,,,1.05,Made,2.0,,,,,P. Washington,1629023.0,3.0,,,,,,,,,,,
156,PT10M08.00S,2021-12-07T00:37:51.6Z,2,REGULAR,3pt,Jump Shot,[],1627777,27.020367936925098,17.892156862745097,1610612755,39,33,2021-12-07T00:45:43Z,1500000,161.0,201.0,1,left,G. Niang 25' 3PT step back (3 PTS) (A. Drummond 1 AST),"[1627777, 203083]",1610612755.0,PHI,step back,,,Niang,G. Niang,,,,,25.76,Made,3.0,,,,,A. Drummond,203083.0,1.0,,,,,,,,,,,
158,PT09M59.00S,2021-12-07T00:38:01.0Z,2,REGULAR,3pt,Jump Shot,[],1629023,66.70499342969777,48.03921568627451,1610612766,39,33,2021-12-07T00:46:07Z,1520000,-10.0,260.0,1,right,MISS P. Washington 26' pullup 3PT,[1629023],1610612766.0,CHA,pullup,,,Washington,P. Washington,,,,,26.07,Missed,,,,,,,,,,,,,,,,,,,
159,PT09M57.00S,2021-12-07T00:38:03.0Z,2,REGULAR,rebound,defensive,[],1630198,,,1610612755,39,33,2021-12-07T00:38:06Z,1530000,,,0,,I. Joe REBOUND (Off:0 Def:1),[1630198],1610612755.0,PHI,,,,Joe,I. Joe,,,,,,,,158.0,1.0,1.0,0.0,,,,,,,,,,,,,,
160,PT09M55.00S,2021-12-07T00:38:07.4Z,2,REGULAR,foul,offensive,[],203083,,,1610612755,39,33,2021-12-07T00:38:20Z,1540000,,,0,,A. Drummond offensive FOUL (2 PF),"[203083, 1629023]",1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,1627962.0,,,,2.0,0.0,Washington,1629023.0,,,
162,PT09M55.00S,2021-12-07T00:38:07.4Z,2,REGULAR,turnover,offensive foul,[],203083,,,1610612755,39,33,2021-12-07T00:38:07Z,1560000,,,0,,A. Drummond offensive foul TURNOVER (1 TO),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,1627962.0,1.0,,,,,,,,,
163,PT09M55.00S,2021-12-07T00:38:52.3Z,2,REGULAR,violation,delay-of-game,['team'],0,,,1610612766,39,33,2021-12-07T00:39:04Z,1570000,,,0,,TEAM delay-of-game VIOLATION,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,1627962.0,,,,,,,,,,
164,PT09M50.00S,2021-12-07T00:38:58.5Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629023,91.67214191852825,51.71568627450981,1610612766,39,33,2021-12-07T00:47:28Z,1580000,9.0,26.0,1,right,MISS P. Washington driving floating bank Shot,[1629023],1610612766.0,CHA,driving floating bank,,,Washington,P. Washington,,,,,2.72,Missed,,,,,,,,,,,,,,,,,,,
165,PT09M45.00S,2021-12-07T00:39:02.4Z,2,REGULAR,rebound,offensive,[],1629023,,,1610612766,39,33,2021-12-07T00:39:02Z,1590000,,,0,,P. Washington REBOUND (Off:1 Def:3),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,164.0,4.0,3.0,1.0,,,,,,,,,,,,,,
166,PT09M45.00S,2021-12-07T00:39:02.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629023,94.40999984741211,50.0,1610612766,41,33,2021-12-07T00:39:02Z,1600000,0.0,0.0,1,right,P. Washington tip Layup (5 PTS),[1629023],1610612766.0,CHA,tip,,,Washington,P. Washington,,,,,0.0,Made,5.0,,,,,,,,,,,,,,,,,,
167,PT09M32.00S,2021-12-07T00:39:15.8Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],203083,7.178055190538765,52.69607843137255,1610612755,41,35,2021-12-07T00:47:49Z,1610000,-13.0,15.0,1,left,A. Drummond turnaround Hook (4 PTS) (G. Niang 2 AST),"[203083, 1627777]",1610612755.0,PHI,turnaround,,,Drummond,A. Drummond,,,,,2.02,Made,4.0,,,,,G. Niang,1627777.0,2.0,,,,,,,,,,,
169,PT09M19.00S,2021-12-07T00:39:29.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202330,92.19776609724047,54.90196078431373,1610612766,43,35,2021-12-07T00:39:40Z,1630000,25.0,21.0,1,right,G. Hayward Layup (5 PTS) (P. Washington 4 AST),"[202330, 1629023]",1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,3.21,Made,5.0,,,,,P. Washington,1629023.0,4.0,,,,,,,,,,,
171,PT09M01.00S,2021-12-07T00:39:49.0Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612755,43,35,2021-12-07T00:39:49Z,1650000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT08M58.00S,2021-12-07T00:40:11.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627788,19.004599211563733,36.029411764705884,1610612755,43,37,2021-12-07T00:49:27Z,1660000,70.0,126.0,1,left,F. Korkmaz 14' pullup Jump Shot (6 PTS) (I. Joe 1 AST),"[1627788, 1630198]",1610612755.0,PHI,pullup,,,Korkmaz,F. Korkmaz,,,,,14.42,Made,6.0,,,,,I. Joe,1630198.0,1.0,,,,,,,,,,,
174,PT08M40.00S,2021-12-07T00:40:30.8Z,2,REGULAR,foul,personal,[],1629680,,,1610612766,43,37,2021-12-07T00:40:43Z,1680000,,,0,,M. Thybulle personal FOUL (3 PF),"[1629680, 202330]",1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,201639.0,,,,3.0,0.0,Hayward,202330.0,,,
176,PT08M40.00S,2021-12-07T00:40:38.8Z,2,REGULAR,substitution,out,[],1629680,,,1610612766,43,37,2021-12-07T00:40:42Z,1700000,,,0,,SUB out: M. Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT08M40.00S,2021-12-07T00:40:38.8Z,2,REGULAR,substitution,in,[],202699,,,1610612766,43,37,2021-12-07T00:40:42Z,1710000,,,0,,SUB in: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT08M40.00S,2021-12-07T00:40:58.6Z,2,REGULAR,substitution,out,[],1630550,,,1610612766,43,37,2021-12-07T00:41:03Z,1720000,,,0,,SUB out: J. Thor,[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT08M40.00S,2021-12-07T00:40:58.6Z,2,REGULAR,substitution,in,[],1628970,,,1610612766,43,37,2021-12-07T00:41:03Z,1730000,,,0,,SUB in: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT08M27.00S,2021-12-07T00:41:09.8Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1628998,90.09526938239159,52.94117647058824,1610612766,43,37,2021-12-07T00:49:49Z,1740000,15.0,41.0,1,right,MISS C. Martin turnaround Hook,[1628998],1610612766.0,CHA,turnaround,,,Martin,C. Martin,,,,,4.32,Missed,,,,,,,,,,,,,,,,,,,
181,PT08M26.00S,2021-12-07T00:41:10.8Z,2,REGULAR,rebound,defensive,[],203083,,,1610612755,43,37,2021-12-07T00:41:16Z,1750000,,,0,,A. Drummond REBOUND (Off:2 Def:1),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,180.0,3.0,1.0,2.0,,,,,,,,,,,,,,
