actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,value
103,PT05M14.00S,2022-04-10T19:52:41.4Z,1,REGULAR,substitution,in,[],1630264,,,1610612766,13,19,2022-04-10T19:57:04Z,885000,,,0,,SUB in: A. Gill,[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT05M00.00S,2022-04-10T19:53:10.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1626179,87.86136662286465,97.30392156862744,1610612766,16,19,2022-04-10T19:53:14Z,890000,237.0,62.0,1,right,T. Rozier 24' 3PT  (3 PTS) (M. Bridges 2 AST),"[1626179, 1628970]",1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,24.44,Made,,,,,3.0,,,,,,,,,,,M. Bridges,1628970.0,2.0,
91,PT04M40.00S,2022-04-10T19:53:29.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629655,7.046649145860711,50.98039215686274,1610612764,16,21,2022-04-10T19:53:33Z,910000,-5.0,14.0,1,left,D. Gafford DUNK (4 PTS) (T. Satoransky 3 AST),"[1629655, 203107]",1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,1.45,Made,,,,,4.0,,,,,,,,,,,T. Satoransky,203107.0,3.0,
92,PT04M26.00S,2022-04-10T19:53:44.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626149,91.93495400788436,50.0,1610612766,18,21,2022-04-10T19:53:48Z,920000,0.0,23.0,1,right,M. Harrell Layup (2 PTS) (T. Rozier 2 AST),"[1626149, 1626179]",1610612766.0,CHA,,,,Harrell,M. Harrell,,,,,2.33,Made,,,,,2.0,,,,,,,,,,,T. Rozier,1626179.0,2.0,
96,PT04M07.00S,2022-04-10T19:54:03.3Z,1,REGULAR,3pt,Jump Shot,[],1630557,28.991458607095925,23.284313725490197,1610612764,18,24,2022-04-10T19:54:09Z,960000,134.0,220.0,1,left,C. Kispert 25' 3PT  (6 PTS) (A. Gill 1 AST),"[1630557, 1630264]",1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,25.74,Made,,,,,6.0,,,,,,,,,,,A. Gill,1630264.0,1.0,
98,PT03M56.00S,2022-04-10T19:54:13.7Z,1,REGULAR,3pt,Jump Shot,[],1628998,89.83245729303549,3.9215686274509802,1610612766,18,24,2022-04-10T19:57:17Z,980000,-230.0,43.0,1,right,MISS C. Martin 3PT,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,23.44,Missed,,,,,,,,,,,,,,,,,,,
99,PT03M54.00S,2022-04-10T19:54:16.1Z,1,REGULAR,rebound,defensive,[],203107,,,1610612764,18,24,2022-04-10T19:54:16Z,990000,,,0,,T. Satoransky REBOUND (Off:1 Def:1),[203107],1610612764.0,WAS,,,,Satoransky,T. Satoransky,,,,,,,98.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
100,PT03M52.00S,2022-04-10T19:54:29.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,18,24,2022-04-10T19:54:30Z,1000000,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M52.00S,2022-04-10T19:56:41.4Z,1,REGULAR,substitution,out,[],1629060,,,1610612764,18,24,2022-04-10T19:57:12Z,1010000,,,0,,SUB out: R. Hachimura,[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M52.00S,2022-04-10T19:56:41.4Z,1,REGULAR,substitution,out,[],1629655,,,1610612764,18,24,2022-04-10T19:57:12Z,1020000,,,0,,SUB out: D. Gafford,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT03M52.00S,2022-04-10T19:56:41.4Z,1,REGULAR,substitution,out,[],203107,,,1610612764,18,24,2022-04-10T19:57:12Z,1030000,,,0,,SUB out: T. Satoransky,[203107],1610612764.0,WAS,,,,Satoransky,T. Satoransky,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M52.00S,2022-04-10T19:56:41.4Z,1,REGULAR,substitution,in,[],202397,,,1610612764,18,24,2022-04-10T19:57:12Z,1040000,,,0,,SUB in: I. Smith,[202397],1610612764.0,WAS,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M52.00S,2022-04-10T19:56:41.4Z,1,REGULAR,substitution,in,[],1630225,,,1610612764,18,24,2022-04-10T19:57:12Z,1050000,,,0,,SUB in: I. Todd,[1630225],1610612764.0,WAS,,,,Todd,I. Todd,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M52.00S,2022-04-10T19:56:41.4Z,1,REGULAR,substitution,in,[],1630176,,,1610612764,18,24,2022-04-10T19:57:12Z,1060000,,,0,,SUB in: V. Carey Jr.,[1630176],1610612764.0,WAS,,,,Carey Jr.,V. Carey Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M38.00S,2022-04-10T19:57:30.6Z,1,REGULAR,2pt,Jump Shot,[],202397,8.229303547963205,9.803921568627452,1610612764,18,24,2022-04-10T19:57:36Z,1070000,201.0,25.0,1,left,MISS I. Smith 20' pullup Shot,[202397],1610612764.0,WAS,pullup,,,Smith,I. Smith,,,,,20.25,Missed,,,,,,,,,,,,,,,,,,,
111,PT03M34.00S,2022-04-10T19:57:34.6Z,1,REGULAR,rebound,defensive,[],1626162,,,1610612766,18,24,2022-04-10T19:57:36Z,1080000,,,0,,K. Oubre Jr. REBOUND (Off:0 Def:1),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,110.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
112,PT03M32.00S,2022-04-10T19:57:41.2Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'defensivegoaltending']",1628998,91.5407358738502,51.225490196078425,1610612766,20,24,2022-04-10T19:58:09Z,1090000,6.0,27.0,1,right,C. Martin driving Layup (2 PTS) (K. Oubre Jr. 1 AST),"[1628998, 1626162]",1610612766.0,CHA,driving,,,Martin,C. Martin,,,,,2.77,Made,,,,,2.0,,,,,,,,,,,K. Oubre Jr.,1626162.0,1.0,
114,PT03M32.00S,2022-04-10T19:57:45.7Z,1,REGULAR,violation,defensive goaltending,[],1630225,,,1610612766,20,24,2022-04-10T19:58:02Z,1110000,,,0,,I. Todd defensive goaltending VIOLATION,[1630225],1610612764.0,WAS,,,,Todd,I. Todd,,,,,,,,,,,,,,,,,1626302.0,,,,,,,,
116,PT03M32.00S,2022-04-10T19:58:04.4Z,1,REGULAR,foul,personal,['1freethrow'],1630176,,,1610612766,20,24,2022-04-10T19:58:19Z,1130000,,,0,,V. Carey Jr. shooting personal FOUL (1 PF) (Martin 1 FT),"[1630176, 1628998]",1610612764.0,WAS,shooting,,,Carey Jr.,V. Carey Jr.,,,,,,,,,,,,,,,,,1626302.0,1.0,0.0,Martin,1628998.0,,,,
118,PT03M32.00S,2022-04-10T19:58:20.8Z,1,REGULAR,freethrow,1 of 1,['fastbreak'],1628998,,,1610612766,21,24,2022-04-10T19:58:36Z,1150000,,,0,,C. Martin Free Throw 1 of 1 (3 PTS),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,Made,,,,,3.0,,,,,,,,,,,,,,
119,PT03M12.00S,2022-04-10T19:58:24.7Z,1,REGULAR,3pt,Jump Shot,[],1630264,24.392247043363994,86.02941176470588,1610612764,21,24,2022-04-10T19:58:29Z,1160000,-180.0,177.0,1,left,MISS A. Gill 25' 3PT,[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,25.24,Missed,,,,,,,,,,,,,,,,,,,
120,PT03M12.00S,2022-04-10T19:58:27.5Z,1,REGULAR,rebound,offensive,[],1630176,,,1610612764,21,24,2022-04-10T19:58:27Z,1170000,,,0,,V. Carey Jr. REBOUND (Off:1 Def:0),[1630176],1610612764.0,WAS,,,,Carey Jr.,V. Carey Jr.,,,,,,,119.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
121,PT03M12.00S,2022-04-10T19:58:31.2Z,1,REGULAR,foul,personal,['2freethrow'],1626162,,,1610612764,21,24,2022-04-10T19:58:40Z,1180000,,,0,,K. Oubre Jr. shooting personal FOUL (1 PF) (Carey Jr. 2 FT),"[1626162, 1630176]",1610612766.0,CHA,shooting,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,1626302.0,1.0,0.0,Carey Jr.,1630176.0,,,,
123,PT03M12.00S,2022-04-10T19:58:49.2Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1630176,,,1610612764,21,24,2022-04-10T19:58:49Z,1200000,,,0,,MISS V. Carey Jr. Free Throw 1 of 2,[1630176],1610612764.0,WAS,,,,Carey Jr.,V. Carey Jr.,,,,,,Missed,,,,,,,,,,,,,,,,,,,
124,PT03M12.00S,2022-04-10T19:58:49.2Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612764,21,24,2022-04-10T19:58:49Z,1210000,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,123.0,,,,,,,,,,,,,,,,,,
125,PT03M12.00S,2022-04-10T19:59:02.7Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1630176,,,1610612764,21,25,2022-04-10T19:59:02Z,1220000,,,0,,V. Carey Jr. Free Throw 2 of 2 (1 PTS),[1630176],1610612764.0,WAS,,,,Carey Jr.,V. Carey Jr.,,,,,,Made,,,,,1.0,,,,,,,,,,,,,,
126,PT03M00.00S,2022-04-10T19:59:19.8Z,1,REGULAR,3pt,Jump Shot,[],1626162,66.3107752956636,61.51960784313726,1610612766,24,25,2022-04-10T19:59:24Z,1230000,58.0,264.0,1,right,K. Oubre Jr. 27' 3PT  (3 PTS) (T. Rozier 3 AST),"[1626162, 1626179]",1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,27.04,Made,,,,,3.0,,,,,,,,,,,T. Rozier,1626179.0,3.0,
128,PT02M48.00S,2022-04-10T19:59:31.2Z,1,REGULAR,3pt,Jump Shot,[],1630225,25.969119579500656,83.33333333333334,1610612764,24,25,2022-04-10T19:59:36Z,1250000,-167.0,192.0,1,left,MISS I. Todd 25' 3PT,[1630225],1610612764.0,WAS,,,,Todd,I. Todd,,,,,25.4,Missed,,,,,,,,,,,,,,,,,,,
129,PT02M45.00S,2022-04-10T19:59:34.2Z,1,REGULAR,rebound,offensive,[],1630264,,,1610612764,24,25,2022-04-10T19:59:36Z,1260000,,,0,,A. Gill REBOUND (Off:1 Def:0),[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,128.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
130,PT02M42.00S,2022-04-10T19:59:37.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630264,5.732588699080158,50.245098039215684,1610612764,24,27,2022-04-10T19:59:46Z,1270000,-1.0,1.0,1,left,A. Gill putback Layup (2 PTS),[1630264],1610612764.0,WAS,putback,,,Gill,A. Gill,,,,,0.18,Made,,,,,2.0,,,,,,,,,,,,,,
131,PT02M32.00S,2022-04-10T19:59:48.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626179,93.64323258869908,52.94117647058824,1610612766,24,27,2022-04-10T20:00:09Z,1280000,15.0,7.0,1,right,MISS T. Rozier driving finger roll Layup,[1626179],1610612766.0,CHA,driving finger roll,,,Rozier,T. Rozier,,,,,1.64,Missed,,,,,,,,,,,,,,,,,,,
132,PT02M31.00S,2022-04-10T19:59:49.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612766,24,27,2022-04-10T20:00:09Z,1290000,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,131.0,,,,,,,,,,,,,,,,,,
133,PT02M31.00S,2022-04-10T19:59:52.7Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612766,24,27,2022-04-10T19:59:52Z,1300000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT02M31.00S,2022-04-10T19:59:53.5Z,1,REGULAR,substitution,out,[],1628970,,,1610612766,24,27,2022-04-10T20:00:02Z,1310000,,,0,,SUB out: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT02M31.00S,2022-04-10T19:59:53.5Z,1,REGULAR,substitution,out,[],1626179,,,1610612766,24,27,2022-04-10T20:00:02Z,1320000,,,0,,SUB out: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT02M31.00S,2022-04-10T19:59:53.5Z,1,REGULAR,substitution,out,[],1630557,,,1610612766,24,27,2022-04-10T20:00:02Z,1330000,,,0,,SUB out: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT02M31.00S,2022-04-10T19:59:53.5Z,1,REGULAR,substitution,in,[],1629667,,,1610612766,24,27,2022-04-10T20:00:02Z,1340000,,,0,,SUB in: J. McDaniels,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT02M31.00S,2022-04-10T19:59:53.5Z,1,REGULAR,substitution,in,[],1630163,,,1610612766,24,27,2022-04-10T20:00:02Z,1350000,,,0,,SUB in: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT02M31.00S,2022-04-10T19:59:53.5Z,1,REGULAR,substitution,in,[],1630166,,,1610612766,24,27,2022-04-10T20:00:02Z,1360000,,,0,,SUB in: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT02M26.00S,2022-04-10T20:00:22.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630163,91.80354796320631,49.26470588235294,1610612766,26,27,2022-04-10T20:00:25Z,1370000,-4.0,25.0,1,right,L. Ball driving Layup (4 PTS) (M. Harrell 1 AST),"[1630163, 1626149]",1610612766.0,CHA,driving,,,Ball,L. Ball,,,,,2.48,Made,,,,,4.0,,,,,,,,,,,M. Harrell,1626149.0,1.0,
142,PT02M26.00S,2022-04-10T20:00:26.0Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630176,,,1610612766,26,27,2022-04-10T20:00:36Z,1390000,,,0,,V. Carey Jr. shooting personal FOUL (2 PF) (Ball 1 FT),"[1630176, 1630163]",1610612764.0,WAS,shooting,,,Carey Jr.,V. Carey Jr.,,,,,,,,,,,,,,,,,1626302.0,2.0,0.0,Ball,1630163.0,,,,
144,PT02M26.00S,2022-04-10T20:00:50.8Z,1,REGULAR,freethrow,1 of 1,['2ndchance'],1630163,,,1610612766,27,27,2022-04-10T20:00:50Z,1410000,,,0,,L. Ball Free Throw 1 of 1 (5 PTS),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,Made,,,,,5.0,,,,,,,,,,,,,,
145,PT02M12.00S,2022-04-10T20:01:05.9Z,1,REGULAR,2pt,Jump Shot,[],202397,19.267411300919843,73.52941176470588,1610612764,27,27,2022-04-10T20:01:09Z,1420000,-118.0,129.0,1,left,MISS I. Smith 17' pullup Shot,[202397],1610612764.0,WAS,pullup,,,Smith,I. Smith,,,,,17.43,Missed,,,,,,,,,,,,,,,,,,,
146,PT02M08.00S,2022-04-10T20:01:08.6Z,1,REGULAR,rebound,defensive,[],1626162,,,1610612766,27,27,2022-04-10T20:01:08Z,1430000,,,0,,K. Oubre Jr. REBOUND (Off:0 Def:2),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,145.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
147,PT01M58.00S,2022-04-10T20:01:19.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626149,92.32917214191852,57.59803921568627,1610612766,27,27,2022-04-10T20:01:25Z,1440000,38.0,20.0,1,right,MISS M. Harrell Layup - blocked,"[1626149, 1630176]",1610612766.0,CHA,,,,Harrell,M. Harrell,,,,,4.28,Missed,,,,,,,,,Carey Jr.,1630176.0,,,,,,,,,
148,PT01M58.00S,2022-04-10T20:01:19.1Z,1,REGULAR,block,,[],1630176,,,1610612766,27,27,2022-04-10T20:01:21Z,1450000,,,0,,V. Carey Jr. BLOCK (1 BLK),[1630176],1610612764.0,WAS,,,,Carey Jr.,V. Carey Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT01M54.00S,2022-04-10T20:01:23.1Z,1,REGULAR,rebound,offensive,[],1629667,,,1610612766,27,27,2022-04-10T20:01:25Z,1460000,,,0,,J. McDaniels REBOUND (Off:1 Def:0),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,147.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
150,PT01M53.00S,2022-04-10T20:01:24.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1626162,77.08607095926413,89.95098039215686,1610612766,27,27,2022-04-10T20:01:29Z,1470000,200.0,163.0,1,right,MISS K. Oubre Jr. 25' 3PT,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,25.78,Missed,,,,,,,,,,,,,,,,,,,
151,PT01M49.00S,2022-04-10T20:01:28.6Z,1,REGULAR,rebound,offensive,[],1628998,,,1610612766,27,27,2022-04-10T20:01:29Z,1480000,,,0,,C. Martin REBOUND (Off:1 Def:0),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,150.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
152,PT01M48.00S,2022-04-10T20:01:29.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630163,69.07030223390277,27.696078431372552,1610612766,30,27,2022-04-10T20:01:36Z,1490000,-112.0,238.0,1,right,L. Ball 26' 3PT  (8 PTS) (C. Martin 1 AST),"[1630163, 1628998]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,26.3,Made,,,,,8.0,,,,,,,,,,,C. Martin,1628998.0,1.0,
154,PT01M32.00S,2022-04-10T20:01:49.2Z,1,REGULAR,foul,personal,[],1626149,,,1610612764,30,27,2022-04-10T20:02:02Z,1510000,,,0,,M. Harrell personal FOUL (1 PF),"[1626149, 1630166]",1610612766.0,CHA,,,,Harrell,M. Harrell,,,,,,,,,,,,,,,,,1626302.0,1.0,0.0,Avdija,1630166.0,,,,
156,PT01M18.00S,2022-04-10T20:02:29.6Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612764,30,27,2022-04-10T20:02:35Z,1530000,,,0,,WAS shot clock Team TURNOVER,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,202007.0,,,,,,,,
157,PT01M06.00S,2022-04-10T20:02:53.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1626149,93.9060446780552,49.50980392156863,1610612766,32,27,2022-04-10T20:02:58Z,1540000,-2.0,5.0,1,right,M. Harrell cutting DUNK (4 PTS) (L. Ball 3 AST),"[1626149, 1630163]",1610612766.0,CHA,cutting,,,Harrell,M. Harrell,,,,,0.54,Made,,,,,4.0,,,,,,,,,,,L. Ball,1630163.0,3.0,
159,PT00M45.10S,2022-04-10T20:03:17.0Z,1,REGULAR,2pt,Jump Shot,[],202397,24.26084099868594,45.588235294117645,1610612764,32,29,2022-04-10T20:03:20Z,1560000,22.0,176.0,1,left,I. Smith 17' pullup Jump Shot (2 PTS),[202397],1610612764.0,WAS,pullup,,,Smith,I. Smith,,,,,17.7,Made,,,,,2.0,,,,,,,,,,,,,,
160,PT00M40.80S,2022-04-10T20:03:26.9Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630264,,,1610612766,32,29,2022-04-10T20:03:42Z,1570000,,,0,,A. Gill shooting personal FOUL (1 PF) (Oubre Jr. 2 FT),"[1630264, 1626162]",1610612764.0,WAS,shooting,,,Gill,A. Gill,,,,,,,,,,,,,,,,,202007.0,1.0,0.0,Oubre Jr.,1626162.0,,,,
162,PT00M40.80S,2022-04-10T20:03:52.0Z,1,REGULAR,freethrow,1 of 2,[],1626162,,,1610612766,32,29,2022-04-10T20:04:13Z,1590000,,,0,,MISS K. Oubre Jr. Free Throw 1 of 2,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,Missed,,,,,,,,,,,,,,,,,,,
163,PT00M40.80S,2022-04-10T20:03:52.0Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612766,32,29,2022-04-10T20:04:13Z,1600000,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,162.0,,,,,,,,,,,,,,,,,,
164,PT00M40.80S,2022-04-10T20:03:52.0Z,1,REGULAR,freethrow,2 of 2,[],1626162,,,1610612766,32,29,2022-04-10T20:04:13Z,1610000,,,0,,MISS K. Oubre Jr. Free Throw 2 of 2,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,Missed,,,,,,,,,,,,,,,,,,,
165,PT00M37.00S,2022-04-10T20:03:55.8Z,1,REGULAR,rebound,offensive,[],1630163,,,1610612766,32,29,2022-04-10T20:04:13Z,1620000,,,0,,L. Ball REBOUND (Off:2 Def:0),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,164.0,2.0,0.0,2.0,,,,,,,,,,,,,,,
166,PT00M31.30S,2022-04-10T20:04:17.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630163,66.83639947437582,10.049019607843137,1610612766,32,29,2022-04-10T20:04:21Z,1630000,-200.0,259.0,1,right,MISS L. Ball 32' 3PT,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,32.73,Missed,,,,,,,,,,,,,,,,,,,
167,PT00M28.60S,2022-04-10T20:04:20.3Z,1,REGULAR,rebound,defensive,[],1630264,,,1610612764,32,29,2022-04-10T20:04:21Z,1640000,,,0,,A. Gill REBOUND (Off:1 Def:1),[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,166.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
168,PT00M11.50S,2022-04-10T20:04:37.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630264,10.068988173455978,46.32352941176471,1610612764,32,29,2022-04-10T20:06:12Z,1650000,18.0,42.0,1,left,MISS A. Gill driving Layup,[1630264],1610612764.0,WAS,driving,,,Gill,A. Gill,,,,,4.59,Missed,,,,,,,,,,,,,,,,,,,
169,PT00M09.20S,2022-04-10T20:04:39.8Z,1,REGULAR,rebound,defensive,[],1630163,,,1610612766,32,29,2022-04-10T20:04:39Z,1660000,,,0,,L. Ball REBOUND (Off:2 Def:1),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,168.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
170,PT00M02.00S,2022-04-10T20:04:47.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630163,92.72339027595268,46.07843137254902,1610612766,32,29,2022-04-10T20:04:51Z,1670000,-20.0,16.0,1,right,MISS L. Ball driving reverse Layup,[1630163],1610612766.0,CHA,driving reverse,,,Ball,L. Ball,,,,,2.52,Missed,,,,,,,,,,,,,,,,,,,
171,PT00M00.20S,2022-04-10T20:04:48.9Z,1,REGULAR,rebound,defensive,[],1630264,,,1610612764,32,29,2022-04-10T20:04:48Z,1680000,,,0,,A. Gill REBOUND (Off:1 Def:2),[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,170.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
172,PT00M00.00S,2022-04-10T20:04:58.3Z,1,REGULAR,period,end,[],0,,,1610612764,32,29,2022-04-10T20:04:58Z,1690000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT00M00.00S,2022-04-10T20:05:19.1Z,1,REGULAR,instantreplay,request,[],0,,,1610612764,32,29,2022-04-10T20:05:40Z,1700000,,,0,,,[],,,support,,,,,,,,,,,,,,,,,,,,,2715.0,,,,,,,,End Period - No Basket
175,PT12M00.00S,2022-04-10T20:05:20.1Z,2,REGULAR,substitution,out,['startperiod'],1630225,,,1610612764,32,29,2022-04-10T20:07:54Z,1710000,,,0,,SUB out: I. Todd,[1630225],1610612764.0,WAS,,,,Todd,I. Todd,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT12M00.00S,2022-04-10T20:05:20.1Z,2,REGULAR,substitution,out,['startperiod'],1630264,,,1610612764,32,29,2022-04-10T20:07:54Z,1720000,,,0,,SUB out: A. Gill,[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT12M00.00S,2022-04-10T20:05:20.1Z,2,REGULAR,substitution,in,['startperiod'],1629060,,,1610612764,32,29,2022-04-10T20:07:54Z,1730000,,,0,,SUB in: R. Hachimura,[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT12M00.00S,2022-04-10T20:05:20.1Z,2,REGULAR,substitution,in,['startperiod'],203526,,,1610612764,32,29,2022-04-10T20:07:54Z,1740000,,,0,,SUB in: R. Neto,[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT12M00.00S,2022-04-10T20:07:44.3Z,2,REGULAR,period,start,[],0,,,1610612764,32,29,2022-04-10T20:07:54Z,1750000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT11M40.00S,2022-04-10T20:08:03.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203526,19.004599211563733,62.00980392156863,1610612764,32,29,2022-04-10T20:08:33Z,1760000,-60.0,126.0,1,left,MISS R. Neto 13' pullup Shot,[203526],1610612764.0,WAS,pullup,,,Neto,R. Neto,,,,,13.96,Missed,,,,,,,,,,,,,,,,,,,
181,PT11M36.00S,2022-04-10T20:08:07.5Z,2,REGULAR,rebound,defensive,[],1628998,,,1610612766,32,29,2022-04-10T20:08:08Z,1770000,,,0,,C. Martin REBOUND (Off:1 Def:1),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,180.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
182,PT11M31.00S,2022-04-10T20:08:11.5Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1626162,70.25295663600527,24.509803921568626,1610612766,32,29,2022-04-10T20:09:03Z,1780000,-127.0,227.0,1,right,MISS K. Oubre Jr. 26' running pullup 3PT,[1626162],1610612766.0,CHA,running pullup,,,Oubre Jr.,K. Oubre Jr.,,,,,26.04,Missed,,,,,,,,,,,,,,,,,,,
