actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
94,PT07M03.00S,2022-03-01T00:57:22.4Z,1,REGULAR,freethrow,1 of 1,['fastbreak'],1630567,,,1610612761,10,17,2022-03-01T00:57:22Z,940000,,,0,,S. Barnes Free Throw 1 of 1 (11 PTS),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,Made,11.0,,,,,,,,,,,
95,PT06M52.00S,2022-03-01T00:57:38.5Z,1,REGULAR,foul,personal,['2freethrow'],1628449,,,1610612751,10,17,2022-03-01T00:58:00Z,950000,,,0,,C. Boucher shooting personal FOUL (1 PF) (Griffin 2 FT),"[1628449, 201933]",1610612761.0,TOR,shooting,,,Boucher,C. Boucher,,,,,,,,200832.0,1.0,0.0,Griffin,201933.0,,,,,,,,,,,,,
97,PT06M52.00S,2022-03-01T00:58:02.6Z,1,REGULAR,freethrow,1 of 2,[],201933,,,1610612751,10,17,2022-03-01T00:58:02Z,970000,,,0,,MISS B. Griffin Free Throw 1 of 2,[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,,,,,,Missed,,,,,,,,,,,,
98,PT06M52.00S,2022-03-01T00:58:02.6Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612751,10,17,2022-03-01T00:58:02Z,980000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,97.0,,,,,,,,,,
99,PT06M52.00S,2022-03-01T00:58:16.4Z,1,REGULAR,freethrow,2 of 2,[],201933,,,1610612751,11,17,2022-03-01T00:58:16Z,990000,,,0,,B. Griffin Free Throw 2 of 2 (1 PTS),[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,,,,,,Made,1.0,,,,,,,,,,,
100,PT06M38.00S,2022-03-01T00:58:33.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629018,7.5722733245729295,56.61764705882353,1610612761,11,17,2022-03-01T00:58:37Z,1000000,-33.0,19.0,1,left,MISS G. Trent Jr. driving Layup - blocked,"[1629018, 203083]",1610612761.0,TOR,driving,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,Missed,,,,,,3.8,,,,Drummond,203083.0,
101,PT06M38.00S,2022-03-01T00:58:33.6Z,1,REGULAR,block,,[],203083,,,1610612761,11,17,2022-03-01T00:58:35Z,1010000,,,0,,A. Drummond BLOCK (1 BLK),[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT06M35.00S,2022-03-01T00:58:36.6Z,1,REGULAR,rebound,defensive,[],201933,,,1610612751,11,17,2022-03-01T00:58:37Z,1020000,,,0,,B. Griffin REBOUND (Off:0 Def:1),[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,,,,,,,,100.0,1.0,1.0,0.0,,,,,,,
103,PT06M26.00S,2022-03-01T00:58:45.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630560,80.50262812089356,34.55882352941176,1610612751,13,17,2022-03-01T00:58:48Z,1030000,-77.0,131.0,1,right,C. Thomas 15' turnaround fadeaway Jump Shot (2 PTS),[1630560],1610612751.0,BKN,turnaround fadeaway,,,Thomas,C. Thomas,,,,,,,,,,,,,Made,2.0,,,,,15.19,,,,,,
104,PT06M07.00S,2022-03-01T00:59:03.2Z,1,REGULAR,2pt,Jump Shot,[],1630173,18.873193166885677,27.205882352941174,1610612761,13,17,2022-03-01T00:59:07Z,1040000,114.0,125.0,1,left,MISS P. Achiuwa 16' pullup Shot,[1630173],1610612761.0,TOR,pullup,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,Missed,,,,,,16.91,,,,,,
105,PT06M05.00S,2022-03-01T00:59:05.2Z,1,REGULAR,rebound,defensive,[],1630560,,,1610612751,13,17,2022-03-01T00:59:07Z,1050000,,,0,,C. Thomas REBOUND (Off:0 Def:1),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,104.0,1.0,1.0,0.0,,,,,,,
106,PT05M54.00S,2022-03-01T00:59:17.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630560,92.59198423127464,44.85294117647059,1610612751,13,17,2022-03-01T00:59:20Z,1060000,-26.0,17.0,1,right,MISS C. Thomas driving reverse Layup,[1630560],1610612751.0,BKN,driving reverse,,,Thomas,C. Thomas,,,,,,,,,,,,,Missed,,,,,,3.09,,,,,,
107,PT05M52.00S,2022-03-01T00:59:18.9Z,1,REGULAR,rebound,offensive,[],203083,,,1610612751,13,17,2022-03-01T00:59:18Z,1070000,,,0,,A. Drummond REBOUND (Off:3 Def:2),[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,106.0,5.0,2.0,3.0,,,,,,,
108,PT05M50.00S,2022-03-01T00:59:20.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],201933,75.24638633377135,87.25490196078431,1610612751,16,17,2022-03-01T00:59:24Z,1080000,186.0,180.0,1,right,B. Griffin 25' 3PT  (4 PTS) (A. Drummond 1 AST),"[201933, 203083]",1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,,,,,,Made,4.0,,,,,25.92,A. Drummond,203083.0,1.0,,,
110,PT05M39.00S,2022-03-01T00:59:33.3Z,1,REGULAR,turnover,out-of-bounds,[],1627783,,,1610612761,16,17,2022-03-01T00:59:38Z,1100000,,,0,,P. Siakam bad pass out-of-bounds TURNOVER (1 TO),[1627783],1610612761.0,TOR,bad pass,,,Siakam,P. Siakam,,,,,1.0,,,202901.0,,,,,,,,,,,,,,,,,
111,PT05M39.00S,2022-03-01T00:59:35.6Z,1,REGULAR,substitution,out,[],203083,,,1610612751,16,17,2022-03-01T00:59:39Z,1110000,,,0,,SUB out: A. Drummond,[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT05M39.00S,2022-03-01T00:59:35.6Z,1,REGULAR,substitution,in,[],200746,,,1610612751,16,17,2022-03-01T00:59:39Z,1120000,,,0,,SUB in: L. Aldridge,[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT05M27.00S,2022-03-01T01:00:00.3Z,1,REGULAR,turnover,lost ball,[],1630560,,,1610612751,16,17,2022-03-01T01:00:03Z,1130000,,,0,,C. Thomas lost ball TURNOVER (1 TO),"[1630560, 1627783]",1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,1.0,Siakam,1627783.0,,,,,,,,,,,,,,,,,,
114,PT05M27.00S,2022-03-01T01:00:00.3Z,1,REGULAR,steal,,[],1627783,,,1610612761,16,17,2022-03-01T01:00:02Z,1140000,,,0,,P. Siakam STEAL (2 STL),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT05M16.00S,2022-03-01T01:00:11.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628449,7.5722733245729295,3.1862745098039214,1610612761,16,20,2022-03-01T01:00:15Z,1150000,234.0,19.0,1,left,C. Boucher 3PT  (3 PTS) (G. Trent Jr. 3 AST),"[1628449, 1629018]",1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,Made,3.0,,,,,23.48,G. Trent Jr.,1629018.0,3.0,,,
117,PT05M04.00S,2022-03-01T01:00:26.7Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,16,20,2022-03-01T01:00:26Z,1170000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT05M04.00S,2022-03-01T01:00:27.2Z,1,REGULAR,substitution,out,[],1630567,,,1610612751,16,20,2022-03-01T01:00:31Z,1180000,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT05M04.00S,2022-03-01T01:00:27.2Z,1,REGULAR,substitution,in,[],1630201,,,1610612751,16,20,2022-03-01T01:00:31Z,1190000,,,0,,SUB in: M. Flynn,[1630201],1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT05M04.00S,2022-03-01T01:00:35.4Z,1,REGULAR,substitution,out,[],201988,,,1610612751,16,20,2022-03-01T01:00:42Z,1200000,,,0,,SUB out: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT05M04.00S,2022-03-01T01:00:35.4Z,1,REGULAR,substitution,in,[],201609,,,1610612751,16,20,2022-03-01T01:00:42Z,1210000,,,0,,SUB in: G. Dragic,[201609],1610612751.0,BKN,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT05M02.00S,2022-03-01T01:00:52.5Z,1,REGULAR,foul,offensive,['inpenalty'],1630560,,,1610612751,16,20,2022-03-01T01:01:10Z,1230000,,,0,,C. Thomas offensive FOUL (2 PF),"[1630560, 1630201]",1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,202901.0,2.0,0.0,Flynn,1630201.0,,,,,,,,,,,,,
125,PT05M02.00S,2022-03-01T01:00:52.5Z,1,REGULAR,turnover,offensive foul,[],1630560,,,1610612751,16,20,2022-03-01T01:00:52Z,1250000,,,0,,C. Thomas offensive foul TURNOVER (2 TO),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,2.0,,,202901.0,,,,,,,,,,,,,,,,,
126,PT04M45.00S,2022-03-01T01:01:31.4Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1628449,6.438896189224705,11.052389705882353,1610612761,16,20,2022-03-01T01:01:56Z,1260000,195.0,8.0,1,left,MISS C. Boucher 19' Jump Shot,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,Missed,,,,,,19.49,,,,,,
127,PT04M43.00S,2022-03-01T01:01:33.4Z,1,REGULAR,rebound,defensive,[],1630556,,,1610612751,16,20,2022-03-01T01:01:43Z,1270000,,,0,,K. Edwards REBOUND (Off:0 Def:1),[1630556],1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,126.0,1.0,1.0,0.0,,,,,,,
128,PT04M40.00S,2022-03-01T01:01:37.2Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",201933,94.43166885676742,54.166666666666664,1610612751,16,20,2022-03-01T01:03:15Z,1280000,21.0,0.0,1,right,MISS B. Griffin running Layup - blocked,"[201933, 1627783]",1610612751.0,BKN,running,,,Griffin,B. Griffin,,,,,,,,,,,,,Missed,,,,,,2.08,,,,Siakam,1627783.0,
129,PT04M40.00S,2022-03-01T01:01:37.2Z,1,REGULAR,block,,[],1627783,,,1610612751,16,20,2022-03-01T01:01:39Z,1290000,,,0,,P. Siakam BLOCK (2 BLK),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT04M39.00S,2022-03-01T01:01:38.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612751,16,20,2022-03-01T01:01:48Z,1300000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,128.0,,,,,,,,,,
131,PT04M39.00S,2022-03-01T01:01:41.3Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,16,20,2022-03-01T01:01:41Z,1310000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT04M22.00S,2022-03-01T01:02:07.5Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],201933,92.32917214191852,74.75490196078431,1610612751,18,20,2022-03-01T01:02:12Z,1320000,124.0,20.0,1,right,B. Griffin 12' turnaround fadeaway Jump Shot (6 PTS),[201933],1610612751.0,BKN,turnaround fadeaway,,,Griffin,B. Griffin,,,,,,,,,,,,,Made,6.0,,,,,12.53,,,,,,
133,PT04M07.00S,2022-03-01T01:02:22.1Z,1,REGULAR,3pt,Jump Shot,[],1630173,27.54599211563732,16.666666666666664,1610612761,18,23,2022-03-01T01:02:28Z,1330000,167.0,206.0,1,left,P. Achiuwa 26' 3PT  (3 PTS) (P. Siakam 2 AST),"[1630173, 1627783]",1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,Made,3.0,,,,,26.53,P. Siakam,1627783.0,2.0,,,
135,PT03M59.00S,2022-03-01T01:02:33.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628449,,,1610612751,18,23,2022-03-01T01:02:41Z,1350000,,,0,,C. Boucher personal FOUL (2 PF) (Dragic 2 FT),"[1628449, 201609]",1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,203591.0,2.0,0.0,Dragic,201609.0,,,,,,,,,,,,,
137,PT03M59.00S,2022-03-01T01:03:00.9Z,1,REGULAR,freethrow,1 of 2,[],201609,,,1610612751,18,23,2022-03-01T01:03:00Z,1370000,,,0,,MISS G. Dragic Free Throw 1 of 2,[201609],1610612751.0,BKN,,,,Dragic,G. Dragic,,,,,,,,,,,,,Missed,,,,,,,,,,,,
138,PT03M59.00S,2022-03-01T01:03:00.9Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612751,18,23,2022-03-01T01:03:00Z,1380000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,137.0,,,,,,,,,,
139,PT03M59.00S,2022-03-01T01:03:16.9Z,1,REGULAR,freethrow,2 of 2,[],201609,,,1610612751,19,23,2022-03-01T01:03:16Z,1390000,,,0,,G. Dragic Free Throw 2 of 2 (1 PTS),[201609],1610612751.0,BKN,,,,Dragic,G. Dragic,,,,,,,,,,,,,Made,1.0,,,,,,,,,,,
140,PT03M43.00S,2022-03-01T01:03:34.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628449,5.732588699080158,49.754901960784316,1610612761,19,25,2022-03-01T01:03:38Z,1400000,1.0,1.0,1,left,C. Boucher cutting DUNK (5 PTS) (P. Siakam 3 AST),"[1628449, 1627783]",1610612761.0,TOR,cutting,,,Boucher,C. Boucher,,,,,,,,,,,,,Made,5.0,,,,,0.18,P. Siakam,1627783.0,3.0,,,
142,PT03M27.00S,2022-03-01T01:03:49.5Z,1,REGULAR,3pt,Jump Shot,[],200746,92.9862023653088,5.88235294117647,1610612751,19,25,2022-03-01T01:03:53Z,1420000,-221.0,13.0,1,right,MISS L. Aldridge 3PT,[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,,,,,,Missed,,,,,,22.1,,,,,,
143,PT03M24.00S,2022-03-01T01:03:52.5Z,1,REGULAR,rebound,defensive,[],1630201,,,1610612761,19,25,2022-03-01T01:03:53Z,1430000,,,0,,M. Flynn REBOUND (Off:0 Def:2),[1630201],1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,,,,,,,,,,,142.0,2.0,2.0,0.0,,,,,,,
144,PT03M17.00S,2022-03-01T01:03:59.0Z,1,REGULAR,3pt,Jump Shot,[],1627783,32.40801576872536,38.72549019607843,1610612761,19,25,2022-03-01T01:04:03Z,1440000,56.0,252.0,1,left,MISS P. Siakam 25' 3PT,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,Missed,,,,,,25.83,,,,,,
145,PT03M13.00S,2022-03-01T01:04:03.2Z,1,REGULAR,rebound,offensive,[],1630173,,,1610612761,19,25,2022-03-01T01:04:03Z,1450000,,,0,,P. Achiuwa REBOUND (Off:1 Def:0),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,144.0,1.0,0.0,1.0,,,,,,,
146,PT03M11.00S,2022-03-01T01:04:05.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630173,5.863994743758213,41.911764705882355,1610612761,19,25,2022-03-01T01:04:09Z,1460000,40.0,3.0,1,left,MISS P. Achiuwa driving Layup - blocked,"[1630173, 200746]",1610612761.0,TOR,driving,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,Missed,,,,,,4.05,,,,Aldridge,200746.0,
147,PT03M11.00S,2022-03-01T01:04:05.5Z,1,REGULAR,block,,[],200746,,,1610612761,19,25,2022-03-01T01:04:07Z,1470000,,,0,,L. Aldridge BLOCK (1 BLK),[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT03M10.00S,2022-03-01T01:04:06.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612761,19,25,2022-03-01T01:04:09Z,1480000,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,146.0,,,,,,,,,,
149,PT03M10.00S,2022-03-01T01:04:10.3Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612761,19,25,2022-03-01T01:04:10Z,1490000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT03M05.00S,2022-03-01T01:04:27.8Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1629018,9.280551905387648,81.12745098039215,1610612761,19,27,2022-03-01T01:04:33Z,1500000,-156.0,35.0,1,left,G. Trent Jr. 15' fadeaway Jump Shot (3 PTS) (P. Achiuwa 2 AST),"[1629018, 1630173]",1610612761.0,TOR,fadeaway,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,Made,3.0,,,,,15.94,P. Achiuwa,1630173.0,2.0,,,
152,PT02M48.00S,2022-03-01T01:04:45.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],200746,93.64323258869908,50.73529411764706,1610612751,21,27,2022-03-01T01:04:49Z,1520000,4.0,7.0,1,right,L. Aldridge DUNK (2 PTS) (G. Dragic 1 AST),"[200746, 201609]",1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,,,,,,Made,2.0,,,,,0.82,G. Dragic,201609.0,1.0,,,
154,PT02M32.00S,2022-03-01T01:05:01.2Z,1,REGULAR,3pt,Jump Shot,[],1628449,4.681340341655716,95.09803921568627,1610612761,21,30,2022-03-01T01:05:04Z,1540000,-225.0,-8.0,1,left,C. Boucher 3PT  (8 PTS) (P. Siakam 4 AST),"[1628449, 1627783]",1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,Made,8.0,,,,,22.57,P. Siakam,1627783.0,4.0,,,
156,PT02M22.00S,2022-03-01T01:05:11.1Z,1,REGULAR,3pt,Jump Shot,[],200746,67.09921156373193,58.82352941176471,1610612751,24,30,2022-03-01T01:05:14Z,1560000,44.0,257.0,1,right,L. Aldridge 26' 3PT  (5 PTS) (G. Dragic 2 AST),"[200746, 201609]",1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,,,,,,Made,5.0,,,,,26.06,G. Dragic,201609.0,2.0,,,
158,PT02M09.00S,2022-03-01T01:05:23.6Z,1,REGULAR,3pt,Jump Shot,[],1630173,5.601182654402102,96.81372549019608,1610612761,24,33,2022-03-01T01:05:29Z,1580000,-234.0,0.0,1,left,P. Achiuwa 3PT  (6 PTS) (M. Flynn 1 AST),"[1630173, 1630201]",1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,Made,6.0,,,,,23.41,M. Flynn,1630201.0,1.0,,,
160,PT01M55.00S,2022-03-01T01:05:38.2Z,1,REGULAR,turnover,lost ball,[],201933,,,1610612751,24,33,2022-03-01T01:05:55Z,1600000,,,0,,B. Griffin lost ball TURNOVER (1 TO),"[201933, 1629018]",1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,1.0,Trent Jr.,1629018.0,,,,,,,,,,,,,,,,,,
161,PT01M55.00S,2022-03-01T01:05:38.2Z,1,REGULAR,steal,,[],1629018,,,1610612761,24,33,2022-03-01T01:06:25Z,1610000,,,0,,G. Trent Jr. STEAL (2 STL),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT01M53.00S,2022-03-01T01:05:43.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201609,,,1610612761,24,33,2022-03-01T01:06:12Z,1620000,,,0,,G. Dragic shooting personal FOUL (1 PF) (Trent Jr. 2 FT),"[201609, 1629018]",1610612751.0,BKN,shooting,,,Dragic,G. Dragic,,,,,,,,200832.0,1.0,0.0,Trent Jr.,1629018.0,,,,,,,,,,,,,
164,PT01M53.00S,2022-03-01T01:06:04.3Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1629018,,,1610612761,24,34,2022-03-01T01:06:04Z,1640000,,,0,,G. Trent Jr. Free Throw 1 of 2 (4 PTS),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,Made,4.0,,,,,,,,,,,
165,PT01M53.00S,2022-03-01T01:06:07.6Z,1,REGULAR,substitution,out,[],1630560,,,1610612761,24,34,2022-03-01T01:06:15Z,1650000,,,0,,SUB out: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT01M53.00S,2022-03-01T01:06:07.6Z,1,REGULAR,substitution,out,[],1627783,,,1610612761,24,34,2022-03-01T01:06:15Z,1660000,,,0,,SUB out: P. Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT01M53.00S,2022-03-01T01:06:07.6Z,1,REGULAR,substitution,in,[],203552,,,1610612761,24,34,2022-03-01T01:06:15Z,1670000,,,0,,SUB in: S. Curry,[203552],1610612751.0,BKN,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT01M53.00S,2022-03-01T01:06:07.6Z,1,REGULAR,substitution,in,[],1630567,,,1610612761,24,34,2022-03-01T01:06:15Z,1680000,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT01M53.00S,2022-03-01T01:06:31.1Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1629018,,,1610612761,24,35,2022-03-01T01:06:31Z,1690000,,,0,,G. Trent Jr. Free Throw 2 of 2 (5 PTS),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,Made,5.0,,,,,,,,,,,
170,PT01M34.00S,2022-03-01T01:06:55.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201609,92.85479632063075,56.127450980392155,1610612751,24,35,2022-03-01T01:07:00Z,1700000,31.0,15.0,1,right,MISS G. Dragic driving Layup,[201609],1610612751.0,BKN,driving,,,Dragic,G. Dragic,,,,,,,,,,,,,Missed,,,,,,3.39,,,,,,
171,PT01M32.00S,2022-03-01T01:06:57.2Z,1,REGULAR,rebound,defensive,[],1628449,,,1610612761,24,35,2022-03-01T01:07:00Z,1710000,,,0,,C. Boucher REBOUND (Off:0 Def:1),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,170.0,1.0,1.0,0.0,,,,,,,
172,PT01M21.00S,2022-03-01T01:07:08.0Z,1,REGULAR,3pt,Jump Shot,[],1630201,13.485545335085414,94.11764705882352,1610612761,24,38,2022-03-01T01:07:11Z,1720000,-221.0,74.0,1,left,M. Flynn 3PT  (5 PTS),[1630201],1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,,,,,,,,,Made,5.0,,,,,23.28,,,,,,
173,PT00M59.80S,2022-03-01T01:07:29.2Z,1,REGULAR,3pt,Jump Shot,[],201609,66.70499342969777,77.45098039215686,1610612751,27,38,2022-03-01T01:07:34Z,1730000,137.0,260.0,1,right,G. Dragic 29' 3PT pullup (4 PTS),[201609],1610612751.0,BKN,pullup,,,Dragic,G. Dragic,,,,,,,,,,,,,Made,4.0,,,,,29.45,,,,,,
174,PT00M43.00S,2022-03-01T01:07:50.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630173,9.149145860709593,53.18627450980392,1610612761,27,38,2022-03-01T01:07:54Z,1740000,-16.0,34.0,1,left,MISS P. Achiuwa driving Layup,[1630173],1610612761.0,TOR,driving,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,Missed,,,,,,3.71,,,,,,
175,PT00M42.40S,2022-03-01T01:07:51.3Z,1,REGULAR,rebound,offensive,[],1630567,,,1610612761,27,38,2022-03-01T01:07:54Z,1750000,,,0,,S. Barnes REBOUND (Off:3 Def:0),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,174.0,3.0,0.0,3.0,,,,,,,
176,PT00M42.40S,2022-03-01T01:07:53.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630567,5.590000152587891,50.0,1610612761,27,40,2022-03-01T01:07:54Z,1760000,0.0,0.0,1,left,S. Barnes tip Layup (13 PTS),[1630567],1610612761.0,TOR,tip,,,Barnes,S. Barnes,,,,,,,,,,,,,Made,13.0,,,,,0.0,,,,,,
177,PT00M30.40S,2022-03-01T01:08:06.0Z,1,REGULAR,3pt,Jump Shot,[],201933,69.20170827858082,25.98039215686275,1610612751,27,40,2022-03-01T01:08:10Z,1770000,-120.0,237.0,1,right,MISS B. Griffin 26' 3PT,[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,,,,,,Missed,,,,,,26.57,,,,,,
178,PT00M27.10S,2022-03-01T01:08:09.3Z,1,REGULAR,rebound,defensive,[],1628449,,,1610612761,27,40,2022-03-01T01:08:10Z,1780000,,,0,,C. Boucher REBOUND (Off:0 Def:2),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,177.0,2.0,2.0,0.0,,,,,,,
179,PT00M24.00S,2022-03-01T01:08:12.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630201,6.258212877792378,46.32352941176471,1610612761,27,42,2022-03-01T01:08:16Z,1790000,18.0,6.0,1,left,M. Flynn running Layup (7 PTS),[1630201],1610612761.0,TOR,running,,,Flynn,M. Flynn,,,,,,,,,,,,,Made,7.0,,,,,1.94,,,,,,
181,PT00M03.10S,2022-03-01T01:08:36.3Z,1,REGULAR,3pt,Jump Shot,[],1630556,91.67214191852825,95.34313725490196,1610612751,27,42,2022-03-01T01:08:40Z,1800000,227.0,26.0,1,right,MISS K. Edwards 3PT,[1630556],1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,,,,,,,,,Missed,,,,,,22.82,,,,,,
182,PT00M03.10S,2022-03-01T01:08:36.3Z,1,REGULAR,rebound,defensive,[],1630567,,,1610612761,27,42,2022-03-01T01:08:40Z,1810000,,,0,,S. Barnes REBOUND (Off:3 Def:1),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,181.0,4.0,1.0,3.0,,,,,,,
