actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,value
88,PT05M22.00S,2022-01-09T17:22:32.6Z,1,REGULAR,foul,personal,['1freethrow'],201142,,,1610612759,13,15,2022-01-09T17:22:38Z,870000,,,0,,K. Durant shooting personal FOUL (2 PF) (Murray 1 FT),"[201142, 1627749]",1610612751.0,BKN,shooting,,,Durant,K. Durant,,,,,,,,,,,202053.0,2.0,0.0,Murray,1627749.0,,,,,,,,,,
90,PT05M22.00S,2022-01-09T17:22:59.3Z,1,REGULAR,freethrow,1 of 1,[],1627749,,,1610612759,13,16,2022-01-09T17:22:59Z,890000,,,0,,D. Murray Free Throw 1 of 1 (4 PTS),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,Made,,,,,,,,,,,4.0,,,,,,,,
91,PT05M10.00S,2022-01-09T17:23:12.7Z,1,REGULAR,2pt,Jump Shot,[],201142,75.1149802890933,50.245098039215684,1610612751,15,16,2022-01-09T17:23:16Z,900000,1.0,181.0,1,right,K. Durant 18' Jump Shot (7 PTS) (J. Harden 5 AST),"[201142, 201935]",1610612751.0,BKN,,,,Durant,K. Durant,,,,,18.14,Made,,,,,,,,,,,7.0,J. Harden,201935.0,5.0,,,,,
93,PT04M50.00S,2022-01-09T17:23:31.5Z,1,REGULAR,3pt,Jump Shot,[],1627749,26.363337713534822,20.833333333333336,1610612759,15,16,2022-01-09T17:23:37Z,920000,146.0,195.0,1,left,MISS D. Murray 24' 3PT,[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,24.37,Missed,,,,,,,,,,,,,,,,,,,
94,PT04M49.00S,2022-01-09T17:23:32.5Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612751,15,16,2022-01-09T17:23:37Z,930000,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,93.0,,,,,,,,,,,,,,,,,,
95,PT04M49.00S,2022-01-09T17:23:37.6Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,15,16,2022-01-09T17:23:37Z,940000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M49.00S,2022-01-09T17:23:38.1Z,1,REGULAR,substitution,out,[],1629651,,,1610612751,15,16,2022-01-09T17:23:52Z,950000,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M49.00S,2022-01-09T17:23:38.1Z,1,REGULAR,substitution,in,[],201933,,,1610612751,15,16,2022-01-09T17:23:52Z,960000,,,0,,SUB in: B. Griffin,[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M37.00S,2022-01-09T17:24:02.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201935,92.9862023653088,48.529411764705884,1610612751,15,16,2022-01-09T17:24:07Z,970000,-7.0,13.0,1,right,MISS J. Harden driving Layup,[201935],1610612751.0,BKN,driving,,,Harden,J. Harden,,,,,1.53,Missed,,,,,,,,,,,,,,,,,,,
99,PT04M35.00S,2022-01-09T17:24:04.7Z,1,REGULAR,rebound,defensive,[],1628966,,,1610612759,15,16,2022-01-09T17:24:07Z,980000,,,0,,K. Bates-Diop REBOUND (Off:0 Def:3),[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,98.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
100,PT04M28.00S,2022-01-09T17:24:14.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627749,5.601182654402102,47.05882352941176,1610612759,15,18,2022-01-09T17:24:23Z,990000,15.0,0.0,1,left,D. Murray driving Layup (6 PTS) (B. Forbes 1 AST),"[1627749, 1627854]",1610612759.0,SAS,driving,,,Murray,D. Murray,,,,,1.47,Made,,,,,,,,,,,6.0,B. Forbes,1627854.0,1.0,,,,,
102,PT04M28.00S,2022-01-09T17:24:19.7Z,1,REGULAR,foul,personal,['1freethrow'],201933,,,1610612759,15,18,2022-01-09T17:24:37Z,1010000,,,0,,B. Griffin shooting personal FOUL (1 PF) (Murray 1 FT),"[201933, 1627749]",1610612751.0,BKN,shooting,,,Griffin,B. Griffin,,,,,,,,,,,202007.0,1.0,0.0,Murray,1627749.0,,,,,,,,,,
104,PT04M28.00S,2022-01-09T17:24:28.9Z,1,REGULAR,substitution,out,[],1629022,,,1610612759,15,18,2022-01-09T17:24:35Z,1030000,,,0,,SUB out: L. Walker IV,[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT04M28.00S,2022-01-09T17:24:28.9Z,1,REGULAR,substitution,out,[],1627751,,,1610612759,15,18,2022-01-09T17:24:35Z,1040000,,,0,,SUB out: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT04M28.00S,2022-01-09T17:24:28.9Z,1,REGULAR,substitution,in,[],204020,,,1610612759,15,18,2022-01-09T17:24:35Z,1050000,,,0,,SUB in: T. Johnson,[204020],1610612759.0,SAS,,,,Johnson,T. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT04M28.00S,2022-01-09T17:24:28.9Z,1,REGULAR,substitution,in,[],1629111,,,1610612759,15,18,2022-01-09T17:24:35Z,1060000,,,0,,SUB in: J. Landale,[1629111],1610612759.0,SAS,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT04M28.00S,2022-01-09T17:24:44.7Z,1,REGULAR,freethrow,1 of 1,[],1627749,,,1610612759,15,19,2022-01-09T17:24:44Z,1070000,,,0,,D. Murray Free Throw 1 of 1 (7 PTS),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,Made,,,,,,,,,,,7.0,,,,,,,,
109,PT04M11.00S,2022-01-09T17:25:04.6Z,1,REGULAR,foul,personal,['2freethrow'],1627854,,,1610612751,15,19,2022-01-09T17:25:13Z,1080000,,,0,,B. Forbes shooting personal FOUL (1 PF) (Griffin 2 FT),"[1627854, 201933]",1610612759.0,SAS,shooting,,,Forbes,B. Forbes,,,,,,,,,,,202007.0,1.0,0.0,Griffin,201933.0,,,,,,,,,,
111,PT04M11.00S,2022-01-09T17:25:30.7Z,1,REGULAR,freethrow,1 of 2,[],201933,,,1610612751,16,19,2022-01-09T17:25:30Z,1100000,,,0,,B. Griffin Free Throw 1 of 2 (1 PTS),[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,Made,,,,,,,,,,,1.0,,,,,,,,
112,PT04M11.00S,2022-01-09T17:25:45.7Z,1,REGULAR,freethrow,2 of 2,[],201933,,,1610612751,17,19,2022-01-09T17:25:45Z,1110000,,,0,,B. Griffin Free Throw 2 of 2 (2 PTS),[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,Made,,,,,,,,,,,2.0,,,,,,,,
113,PT04M08.00S,2022-01-09T17:25:49.2Z,1,REGULAR,turnover,bad pass,[],1627749,,,1610612759,17,19,2022-01-09T17:25:54Z,1120000,,,0,,D. Murray bad pass TURNOVER (1 TO),"[1627749, 1627761]",1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,,,,,1.0,,,,,,,Bembry,1627761.0,
114,PT04M08.00S,2022-01-09T17:25:49.2Z,1,REGULAR,steal,,[],1627761,,,1610612751,17,19,2022-01-09T17:25:52Z,1130000,,,0,,D. Bembry STEAL (1 STL),[1627761],1610612751.0,BKN,,,,Bembry,D. Bembry,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT04M03.00S,2022-01-09T17:25:54.5Z,1,REGULAR,turnover,bad pass,[],1630560,,,1610612751,17,19,2022-01-09T17:25:58Z,1140000,,,0,,C. Thomas bad pass TURNOVER (1 TO),"[1630560, 1627749]",1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,1.0,,,,,,,Murray,1627749.0,
116,PT04M03.00S,2022-01-09T17:25:54.5Z,1,REGULAR,steal,,[],1627749,,,1610612759,17,19,2022-01-09T17:25:57Z,1150000,,,0,,D. Murray STEAL (1 STL),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M58.00S,2022-01-09T17:25:59.2Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1627854,29.122864651773984,22.794117647058822,1610612759,17,19,2022-01-09T17:26:07Z,1160000,136.0,221.0,1,left,MISS B. Forbes 25' running 3PT,[1627854],1610612759.0,SAS,running,,,Forbes,B. Forbes,,,,,25.97,Missed,,,,,,,,,,,,,,,,,,,
118,PT03M53.00S,2022-01-09T17:26:04.2Z,1,REGULAR,rebound,defensive,[],1630560,,,1610612751,17,19,2022-01-09T17:26:07Z,1170000,,,0,,C. Thomas REBOUND (Off:0 Def:1),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,117.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
119,PT03M52.00S,2022-01-09T17:26:07.1Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1627761,92.46057818659659,47.30392156862745,1610612751,17,19,2022-01-09T17:28:16Z,1180000,-13.0,18.0,1,right,MISS D. Bembry running Layup - blocked,"[1627761, 1627749]",1610612751.0,BKN,running,,,Bembry,D. Bembry,,,,,2.28,Missed,,,,,,,,,,,,,,,Murray,1627749.0,,,
120,PT03M52.00S,2022-01-09T17:26:07.1Z,1,REGULAR,block,,[],1627749,,,1610612751,17,19,2022-01-09T17:26:10Z,1190000,,,0,,D. Murray BLOCK (1 BLK),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT03M52.00S,2022-01-09T17:26:07.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612751,17,19,2022-01-09T17:26:12Z,1200000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,119.0,,,,,,,,,,,,,,,,,,
122,PT03M52.00S,2022-01-09T17:26:12.2Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,17,19,2022-01-09T17:26:12Z,1210000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT03M50.00S,2022-01-09T17:26:25.6Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],201142,90.48948751642575,21.07843137254902,1610612751,19,19,2022-01-09T17:26:29Z,1220000,-145.0,37.0,1,right,K. Durant 14' pullup Jump Shot (9 PTS) (J. Harden 6 AST),"[201142, 201935]",1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,14.92,Made,,,,,,,,,,,9.0,J. Harden,201935.0,6.0,,,,,
125,PT03M35.00S,2022-01-09T17:26:39.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627854,14.931011826544022,35.53921568627451,1610612759,19,21,2022-01-09T17:26:43Z,1240000,72.0,88.0,1,left,B. Forbes 11' floating Jump Shot (2 PTS) (D. Murray 5 AST),"[1627854, 1627749]",1610612759.0,SAS,floating,,,Forbes,B. Forbes,,,,,11.38,Made,,,,,,,,,,,2.0,D. Murray,1627749.0,5.0,,,,,
127,PT03M28.00S,2022-01-09T17:26:47.3Z,1,REGULAR,2pt,Jump Shot,[],1630560,79.31997371879106,75.0,1610612751,19,21,2022-01-09T17:26:52Z,1260000,125.0,142.0,1,right,MISS C. Thomas 18' pullup Shot,[1630560],1610612751.0,BKN,pullup,,,Thomas,C. Thomas,,,,,18.91,Missed,,,,,,,,,,,,,,,,,,,
128,PT03M24.00S,2022-01-09T17:26:51.3Z,1,REGULAR,rebound,defensive,[],1627749,,,1610612759,19,21,2022-01-09T17:26:52Z,1270000,,,0,,D. Murray REBOUND (Off:0 Def:2),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,127.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
129,PT03M18.00S,2022-01-09T17:26:56.5Z,1,REGULAR,3pt,Jump Shot,[],1627854,7.440867279894875,96.56862745098039,1610612759,19,24,2022-01-09T17:27:00Z,1280000,-233.0,17.0,1,left,B. Forbes 3PT  (5 PTS) (J. Landale 1 AST),"[1627854, 1629111]",1610612759.0,SAS,,,,Forbes,B. Forbes,,,,,23.34,Made,,,,,,,,,,,5.0,J. Landale,1629111.0,1.0,,,,,
131,PT03M17.00S,2022-01-09T17:27:03.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,19,24,2022-01-09T17:27:03Z,1300000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT03M17.00S,2022-01-09T17:28:41.8Z,1,REGULAR,substitution,out,[],201935,,,1610612751,19,24,2022-01-09T17:32:40Z,1315000,,,0,,SUB out: J. Harden,[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT03M17.00S,2022-01-09T17:28:41.8Z,1,REGULAR,substitution,in,[],201988,,,1610612751,19,24,2022-01-09T17:32:40Z,1322500,,,0,,SUB in: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT02M59.00S,2022-01-09T17:30:20.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,91.01511169513797,63.725490196078425,1610612751,19,24,2022-01-09T17:30:25Z,1330000,69.0,32.0,1,right,MISS K. Durant 7' turnaround bank Shot,[201142],1610612751.0,BKN,turnaround bank,,,Durant,K. Durant,,,,,7.57,Missed,,,,,,,,,,,,,,,,,,,
135,PT02M55.00S,2022-01-09T17:30:24.4Z,1,REGULAR,rebound,offensive,[],201142,,,1610612751,19,24,2022-01-09T17:30:25Z,1340000,,,0,,K. Durant REBOUND (Off:1 Def:1),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,134.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
136,PT02M46.00S,2022-01-09T17:30:33.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201933,94.1688567674113,59.31372549019608,1610612751,21,24,2022-01-09T17:30:38Z,1350000,47.0,2.0,1,right,B. Griffin driving Layup (4 PTS),[201933],1610612751.0,BKN,driving,,,Griffin,B. Griffin,,,,,4.67,Made,,,,,,,,,,,4.0,,,,,,,,
137,PT02M36.00S,2022-01-09T17:30:43.9Z,1,REGULAR,turnover,lost ball,[],1627749,,,1610612759,21,24,2022-01-09T17:30:54Z,1360000,,,0,,D. Murray lost ball TURNOVER (2 TO),"[1627749, 1630560]",1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,,,,,2.0,,,,,,,Thomas,1630560.0,
138,PT02M36.00S,2022-01-09T17:30:43.9Z,1,REGULAR,steal,,[],1630560,,,1610612751,21,24,2022-01-09T17:30:49Z,1370000,,,0,,C. Thomas STEAL (1 STL),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT02M34.00S,2022-01-09T17:30:55.1Z,1,REGULAR,foul,personal,['2freethrow'],1628966,,,1610612751,21,24,2022-01-09T17:31:08Z,1380000,,,0,,K. Bates-Diop shooting personal FOUL (1 PF) (Thomas 2 FT),"[1628966, 1630560]",1610612759.0,SAS,shooting,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,202053.0,1.0,0.0,Thomas,1630560.0,,,,,,,,,,
141,PT02M34.00S,2022-01-09T17:31:14.3Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1630560,,,1610612751,22,24,2022-01-09T17:31:14Z,1400000,,,0,,C. Thomas Free Throw 1 of 2 (1 PTS),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,Made,,,,,,,,,,,1.0,,,,,,,,
142,PT02M34.00S,2022-01-09T17:31:15.8Z,1,REGULAR,substitution,out,[],1627749,,,1610612751,22,24,2022-01-09T17:31:21Z,1410000,,,0,,SUB out: D. Murray,[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT02M34.00S,2022-01-09T17:31:15.8Z,1,REGULAR,substitution,out,[],1628966,,,1610612751,22,24,2022-01-09T17:31:21Z,1420000,,,0,,SUB out: K. Bates-Diop,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT02M34.00S,2022-01-09T17:31:15.8Z,1,REGULAR,substitution,in,[],1629719,,,1610612751,22,24,2022-01-09T17:31:21Z,1430000,,,0,,SUB in: D. Cacok,[1629719],1610612759.0,SAS,,,,Cacok,D. Cacok,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT02M34.00S,2022-01-09T17:31:15.8Z,1,REGULAR,substitution,in,[],1630563,,,1610612751,22,24,2022-01-09T17:31:21Z,1440000,,,0,,SUB in: J. Primo,[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT02M34.00S,2022-01-09T17:31:14.3Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1630560,,,1610612751,23,24,2022-01-09T17:32:27Z,1450000,,,0,,C. Thomas Free Throw 2 of 2 (2 PTS),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,Made,,,,,,,,,,,2.0,,,,,,,,
148,PT02M24.00S,2022-01-09T17:31:42.9Z,1,REGULAR,3pt,Jump Shot,[],1630563,31.882391590013142,49.50980392156863,1610612759,23,24,2022-01-09T17:31:49Z,1460000,2.0,247.0,1,left,MISS J. Primo 24' 3PT,[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,24.72,Missed,,,,,,,,,,,,,,,,,,,
149,PT02M18.00S,2022-01-09T17:31:48.9Z,1,REGULAR,rebound,defensive,[],1630560,,,1610612751,23,24,2022-01-09T17:31:49Z,1470000,,,0,,C. Thomas REBOUND (Off:0 Def:2),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,148.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
150,PT02M16.00S,2022-01-09T17:31:50.1Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1627761,93.11760840998686,50.98039215686274,1610612751,25,24,2022-01-09T17:31:58Z,1480000,5.0,12.0,1,right,D. Bembry running DUNK (2 PTS) (C. Thomas 1 AST),"[1627761, 1630560]",1610612751.0,BKN,running,,,Bembry,D. Bembry,,,,,1.31,Made,,,,,,,,,,,2.0,C. Thomas,1630560.0,1.0,,,,,
152,PT02M16.00S,2022-01-09T17:31:59.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,25,24,2022-01-09T17:31:59Z,1500000,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT02M03.00S,2022-01-09T17:33:39.0Z,1,REGULAR,3pt,Jump Shot,[],204020,33.590670170827856,45.83333333333333,1610612759,25,27,2022-01-09T17:33:44Z,1510000,21.0,263.0,1,left,T. Johnson 26' 3PT  (3 PTS) (J. Landale 2 AST),"[204020, 1629111]",1610612759.0,SAS,,,,Johnson,T. Johnson,,,,,26.41,Made,,,,,,,,,,,3.0,J. Landale,1629111.0,2.0,,,,,
157,PT01M43.00S,2022-01-09T17:33:59.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627761,93.11760840998686,46.81372549019608,1610612751,27,27,2022-01-09T17:34:03Z,1530000,-16.0,12.0,1,right,D. Bembry cutting Layup (4 PTS) (K. Durant 1 AST),"[1627761, 201142]",1610612751.0,BKN,cutting,,,Bembry,D. Bembry,,,,,2.0,Made,,,,,,,,,,,4.0,K. Durant,201142.0,1.0,,,,,
159,PT01M33.00S,2022-01-09T17:34:08.6Z,1,REGULAR,2pt,Jump Shot,[],1627854,24.129434954007884,47.30392156862745,1610612759,27,27,2022-01-09T17:34:12Z,1550000,13.0,174.0,1,left,MISS B. Forbes 17' pullup Shot,[1627854],1610612759.0,SAS,pullup,,,Forbes,B. Forbes,,,,,17.48,Missed,,,,,,,,,,,,,,,,,,,
160,PT01M30.00S,2022-01-09T17:34:11.6Z,1,REGULAR,rebound,defensive,[],201933,,,1610612751,27,27,2022-01-09T17:34:12Z,1560000,,,0,,B. Griffin REBOUND (Off:0 Def:1),[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,159.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
161,PT01M21.00S,2022-01-09T17:34:20.5Z,1,REGULAR,3pt,Jump Shot,[],201933,67.49342969776609,37.254901960784316,1610612751,27,27,2022-01-09T17:34:25Z,1570000,-64.0,253.0,1,right,MISS B. Griffin 26' 3PT,[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,26.1,Missed,,,,,,,,,,,,,,,,,,,
162,PT01M18.00S,2022-01-09T17:34:23.5Z,1,REGULAR,rebound,defensive,[],1629719,,,1610612759,27,27,2022-01-09T17:34:25Z,1580000,,,0,,D. Cacok REBOUND (Off:0 Def:1),[1629719],1610612759.0,SAS,,,,Cacok,D. Cacok,,,,,,,161.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
163,PT01M10.00S,2022-01-09T17:34:36.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630563,5.338370565045992,46.568627450980394,1610612759,27,27,2022-01-09T17:34:46Z,1590000,17.0,-2.0,1,left,MISS J. Primo driving floating Shot,[1630563],1610612759.0,SAS,driving floating,,,Primo,J. Primo,,,,,1.74,Missed,,,,,,,,,,,,,,,,,,,
164,PT01M10.00S,2022-01-09T17:34:36.0Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612751,27,27,2022-01-09T17:34:50Z,1600000,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,163.0,,,,,,,,,,,,,,,,,,
165,PT01M10.00S,2022-01-09T17:34:48.9Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,27,27,2022-01-09T17:34:50Z,1610000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT00M58.80S,2022-01-09T17:35:00.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,80.3712220762155,38.23529411764706,1610612751,29,27,2022-01-09T17:35:04Z,1620000,-59.0,132.0,1,right,K. Durant 14' pullup Jump Shot (11 PTS),[201142],1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,14.45,Made,,,,,,,,,,,11.0,,,,,,,,
167,PT00M47.80S,2022-01-09T17:35:14.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630563,5.469776609724048,49.26470588235294,1610612759,29,29,2022-01-09T17:35:18Z,1630000,4.0,-1.0,1,left,J. Primo cutting Layup (2 PTS) (J. Landale 3 AST),"[1630563, 1629111]",1610612759.0,SAS,cutting,,,Primo,J. Primo,,,,,0.39,Made,,,,,,,,,,,2.0,J. Landale,1629111.0,3.0,,,,,
169,PT00M37.10S,2022-01-09T17:35:27.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630560,93.38042049934296,48.77450980392157,1610612751,31,29,2022-01-09T17:35:32Z,1650000,-6.0,10.0,1,right,C. Thomas driving reverse Layup (4 PTS),[1630560],1610612751.0,BKN,driving reverse,,,Thomas,C. Thomas,,,,,1.15,Made,,,,,,,,,,,4.0,,,,,,,,
170,PT00M37.10S,2022-01-09T17:35:30.5Z,1,REGULAR,foul,personal,['1freethrow'],1629719,,,1610612751,31,29,2022-01-09T17:35:44Z,1660000,,,0,,D. Cacok shooting personal FOUL (1 PF) (Thomas 1 FT),"[1629719, 1630560]",1610612759.0,SAS,shooting,,,Cacok,D. Cacok,,,,,,,,,,,202007.0,1.0,0.0,Thomas,1630560.0,,,,,,,,,,
172,PT00M37.10S,2022-01-09T17:35:57.3Z,1,REGULAR,freethrow,1 of 1,[],1630560,,,1610612751,32,29,2022-01-09T17:35:57Z,1680000,,,0,,C. Thomas Free Throw 1 of 1 (5 PTS),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,Made,,,,,,,,,,,5.0,,,,,,,,
173,PT00M24.40S,2022-01-09T17:36:11.2Z,1,REGULAR,3pt,Jump Shot,[],1630563,29.77989487516426,28.921568627450984,1610612759,32,32,2022-01-09T17:36:16Z,1690000,105.0,227.0,1,left,J. Primo 25' 3PT  (5 PTS) (B. Forbes 2 AST),"[1630563, 1627854]",1610612759.0,SAS,,,,Primo,J. Primo,,,,,25.06,Made,,,,,,,,,,,5.0,B. Forbes,1627854.0,2.0,,,,,
175,PT00M03.70S,2022-01-09T17:36:37.0Z,1,REGULAR,3pt,Jump Shot,[],1630560,70.38436268068331,72.05882352941177,1610612751,32,32,2022-01-09T17:36:41Z,1710000,110.0,226.0,1,right,MISS C. Thomas 25' pullup 3PT,[1630560],1610612751.0,BKN,pullup,,,Thomas,C. Thomas,,,,,25.14,Missed,,,,,,,,,,,,,,,,,,,
176,PT00M01.30S,2022-01-09T17:36:39.4Z,1,REGULAR,rebound,defensive,[],1629719,,,1610612759,32,32,2022-01-09T17:36:39Z,1720000,,,0,,D. Cacok REBOUND (Off:0 Def:2),[1629719],1610612759.0,SAS,,,,Cacok,D. Cacok,,,,,,,175.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
177,PT00M00.00S,2022-01-09T17:36:41.5Z,1,REGULAR,3pt,Jump Shot,[],1630563,46.20565045992115,18.872549019607842,1610612759,32,32,2022-01-09T17:36:47Z,1730000,156.0,382.0,1,left,MISS J. Primo 41' 3PT,[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,41.23,Missed,,,,,,,,,,,,,,,,,,,
178,PT00M00.00S,2022-01-09T17:36:41.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612759,32,32,2022-01-09T17:36:47Z,1740000,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,177.0,,,,,,,,,,,,,,,,,,
179,PT00M00.00S,2022-01-09T17:36:47.2Z,1,REGULAR,period,end,[],0,,,1610612759,32,32,2022-01-09T17:36:47Z,1750000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT12M00.00S,2022-01-09T17:36:52.1Z,2,REGULAR,substitution,out,['startperiod'],201933,,,1610612759,32,32,2022-01-09T17:39:10Z,1760000,,,0,,SUB out: B. Griffin,[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT12M00.00S,2022-01-09T17:36:52.1Z,2,REGULAR,substitution,out,['startperiod'],201142,,,1610612759,32,32,2022-01-09T17:39:10Z,1770000,,,0,,SUB out: K. Durant,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,
