actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
532,PT09M02.00S,2022-01-08T02:33:23.4Z,4,REGULAR,3pt,Jump Shot,[],1630560,75.24638633377135,14.215686274509803,1610612751,86,101,2022-01-08T02:35:15Z,5210000,-179.0,180.0,1,right,MISS C. Thomas 25' pullup 3PT,[1630560],1610612751.0,BKN,pullup,,,Thomas,C. Thomas,,,,,25.39,Missed,,,,,,,,,,,,,,,,,,,
533,PT08M57.00S,2022-01-08T02:33:28.4Z,4,REGULAR,rebound,offensive,[],1629651,,,1610612751,86,101,2022-01-08T02:33:30Z,5220000,,,0,,N. Claxton REBOUND (Off:5 Def:1),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,532.0,6.0,1.0,5.0,,,,,,,,,,,,,,,
534,PT08M57.00S,2022-01-08T02:33:28.3Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629651,94.40999984741211,50.0,1610612751,88,101,2022-01-08T02:40:16Z,5230000,0.0,0.0,1,right,N. Claxton tip Layup (12 PTS),[1629651],1610612751.0,BKN,tip,,,Claxton,N. Claxton,,,,,0.0,Made,,,,,12.0,,,,,,,,,,,,,,
535,PT08M49.00S,2022-01-08T02:33:40.5Z,4,REGULAR,foul,personal,['2freethrow'],1629651,,,1610612749,88,101,2022-01-08T02:33:49Z,5240000,,,0,,N. Claxton shooting personal FOUL (3 PF) (Antetokounmpo 2 FT),"[1629651, 203507]",1610612751.0,BKN,shooting,,,Claxton,N. Claxton,,,,,,,,,,,,201245.0,3.0,0.0,Antetokounmpo,203507.0,,,,,,,,,
537,PT08M49.00S,2022-01-08T02:34:14.4Z,4,REGULAR,freethrow,1 of 2,[],203507,,,1610612749,88,102,2022-01-08T02:34:43Z,5260000,,,0,,G. Antetokounmpo Free Throw 1 of 2 (24 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Made,,,,,24.0,,,,,,,,,,,,,,
538,PT08M49.00S,2022-01-08T02:34:22.2Z,4,REGULAR,substitution,out,[],203114,,,1610612749,88,102,2022-01-08T02:34:26Z,5270000,,,0,,SUB out: K. Middleton,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,
539,PT08M49.00S,2022-01-08T02:34:22.2Z,4,REGULAR,substitution,in,[],203918,,,1610612749,88,102,2022-01-08T02:34:26Z,5280000,,,0,,SUB in: R. Hood,[203918],1610612749.0,MIL,,,,Hood,R. Hood,,,,,,,,,,,,,,,,,,,,,,,,,
540,PT08M49.00S,2022-01-08T02:34:14.4Z,4,REGULAR,freethrow,2 of 2,[],203507,,,1610612749,88,102,2022-01-08T02:34:43Z,5290000,,,0,,MISS G. Antetokounmpo Free Throw 2 of 2,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Missed,,,,,,,,,,,,,,,,,,,
541,PT08M46.00S,2022-01-08T02:34:17.4Z,4,REGULAR,rebound,defensive,[],1630560,,,1610612751,88,102,2022-01-08T02:34:43Z,5300000,,,0,,C. Thomas REBOUND (Off:1 Def:4),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,540.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
542,PT08M38.00S,2022-01-08T02:34:53.9Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,88,102,2022-01-08T02:34:53Z,5310000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543,PT08M28.00S,2022-01-08T02:35:12.9Z,4,REGULAR,3pt,Jump Shot,[],1630560,90.75229960578186,5.147058823529411,1610612751,88,102,2022-01-08T02:35:19Z,5320000,-224.0,34.0,1,right,MISS C. Thomas 3PT,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,22.69,Missed,,,,,,,,,,,,,,,,,,,
544,PT08M22.00S,2022-01-08T02:35:18.9Z,4,REGULAR,rebound,defensive,[],202083,,,1610612749,88,102,2022-01-08T02:35:19Z,5330000,,,0,,W. Matthews REBOUND (Off:1 Def:6),[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,543.0,7.0,6.0,1.0,,,,,,,,,,,,,,,
545,PT08M15.00S,2022-01-08T02:35:25.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203507,15.588042049934298,46.568627450980394,1610612749,88,104,2022-01-08T02:35:30Z,5340000,17.0,94.0,1,left,G. Antetokounmpo 9' fadeaway Jump Shot (26 PTS),[203507],1610612749.0,MIL,fadeaway,,,Antetokounmpo,G. Antetokounmpo,,,,,9.56,Made,,,,,26.0,,,,,,,,,,,,,,
546,PT08M02.00S,2022-01-08T02:35:42.2Z,4,REGULAR,turnover,out-of-bounds,[],201142,,,1610612751,88,104,2022-01-08T02:35:49Z,5350000,,,0,,K. Durant lost ball out-of-bounds TURNOVER (2 TO),[201142],1610612751.0,BKN,lost ball,,,Durant,K. Durant,,,,,,,,,,,,201245.0,,,,,2.0,,,,,,,,
547,PT07M55.00S,2022-01-08T02:35:58.7Z,4,REGULAR,turnover,bad pass,[],203507,,,1610612749,88,104,2022-01-08T02:36:02Z,5360000,,,0,,G. Antetokounmpo bad pass TURNOVER (4 TO),"[203507, 1630560]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,4.0,Thomas,1630560.0,,,,,,
548,PT07M55.00S,2022-01-08T02:35:58.7Z,4,REGULAR,steal,,[],1630560,,,1610612751,88,104,2022-01-08T02:36:01Z,5370000,,,0,,C. Thomas STEAL (2 STL),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,
549,PT07M50.00S,2022-01-08T02:36:03.6Z,4,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629651,93.77463863337714,50.245098039215684,1610612751,90,104,2022-01-08T02:40:41Z,5380000,1.0,6.0,1,right,N. Claxton cutting DUNK (14 PTS) (K. Durant 7 AST),"[1629651, 201142]",1610612751.0,BKN,cutting,,,Claxton,N. Claxton,,,,,0.61,Made,,,,,14.0,,,,,,,,,K. Durant,201142.0,7.0,,,
551,PT07M34.00S,2022-01-08T02:36:23.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203507,9.674770039421814,48.03921568627451,1610612749,90,104,2022-01-08T02:38:52Z,5400000,10.0,38.0,1,left,MISS G. Antetokounmpo driving floating Shot - blocked,"[203507, 1629651]",1610612749.0,MIL,driving floating,,,Antetokounmpo,G. Antetokounmpo,,,,,3.96,Missed,,,,,,,,,,,,,,,,,Claxton,1629651.0,
552,PT07M34.00S,2022-01-08T02:36:23.4Z,4,REGULAR,block,,[],1629651,,,1610612749,90,104,2022-01-08T02:36:27Z,5410000,,,0,,N. Claxton BLOCK (1 BLK),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,
553,PT07M34.00S,2022-01-08T02:36:23.4Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612749,90,104,2022-01-08T02:36:37Z,5420000,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,551.0,,,,,,,,,,,,,,,,,,
554,PT07M28.00S,2022-01-08T02:37:08.6Z,4,REGULAR,jumpball,recovered,[],203507,,,1610612749,90,104,2022-01-08T02:37:08Z,5430000,,,0,,Jump Ball G. Antetokounmpo vs. N. Claxton: Tip to G. Antetokounmpo,"[203507, 203507, 1629651]",1610612749.0,MIL,heldball,G. Antetokounmpo,203507.0,Antetokounmpo,G. Antetokounmpo,Antetokounmpo,203507.0,Claxton,1629651.0,,,,,,,,,,,,,,,,,,,,,
557,PT07M26.00S,2022-01-08T02:37:10.6Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],203918,26.10052562417871,18.38235294117647,1610612749,90,107,2022-01-08T02:37:27Z,5460000,158.0,193.0,1,left,R. Hood 24' 3PT  (10 PTS) (G. Antetokounmpo 7 AST),"[203918, 203507]",1610612749.0,MIL,,,,Hood,R. Hood,,,,,24.93,Made,,,,,10.0,,,,,,,,,G. Antetokounmpo,203507.0,7.0,,,
559,PT07M09.00S,2022-01-08T02:37:28.1Z,4,REGULAR,3pt,Jump Shot,[],1630560,94.30026281208936,4.6568627450980395,1610612751,90,107,2022-01-08T02:37:36Z,5480000,-227.0,1.0,1,right,MISS C. Thomas 3PT,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,22.67,Missed,,,,,,,,,,,,,,,,,,,
560,PT07M06.00S,2022-01-08T02:37:31.1Z,4,REGULAR,rebound,defensive,[],203507,,,1610612749,90,107,2022-01-08T02:37:36Z,5490000,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:6),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,559.0,7.0,6.0,1.0,,,,,,,,,,,,,,,
561,PT06M59.00S,2022-01-08T02:37:38.4Z,4,REGULAR,3pt,Jump Shot,[],1626171,8.229303547963205,3.6764705882352944,1610612749,90,110,2022-01-08T02:37:43Z,5500000,232.0,25.0,1,left,B. Portis 3PT  (23 PTS) (G. Antetokounmpo 8 AST),"[1626171, 203507]",1610612749.0,MIL,,,,Portis,B. Portis,,,,,23.29,Made,,,,,23.0,,,,,,,,,G. Antetokounmpo,203507.0,8.0,,,
563,PT06M58.00S,2022-01-08T02:37:49.3Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,90,110,2022-01-08T02:37:49Z,5520000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,PT06M58.00S,2022-01-08T02:37:50.2Z,4,REGULAR,substitution,out,[],201142,,,1610612751,90,110,2022-01-08T02:40:36Z,5530000,,,0,,SUB out: K. Durant,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,
565,PT06M58.00S,2022-01-08T02:37:50.2Z,4,REGULAR,substitution,out,[],201988,,,1610612751,90,110,2022-01-08T02:40:36Z,5540000,,,0,,SUB out: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,
566,PT06M58.00S,2022-01-08T02:37:50.2Z,4,REGULAR,substitution,out,[],201935,,,1610612751,90,110,2022-01-08T02:40:36Z,5550000,,,0,,SUB out: J. Harden,[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,
567,PT06M58.00S,2022-01-08T02:37:50.2Z,4,REGULAR,substitution,out,[],1630560,,,1610612751,90,110,2022-01-08T02:40:36Z,5560000,,,0,,SUB out: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,
568,PT06M58.00S,2022-01-08T02:37:50.2Z,4,REGULAR,substitution,out,[],1629651,,,1610612751,90,110,2022-01-08T02:40:36Z,5570000,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,
569,PT06M58.00S,2022-01-08T02:37:50.2Z,4,REGULAR,substitution,in,[],1628971,,,1610612751,90,110,2022-01-08T02:40:36Z,5580000,,,0,,SUB in: B. Brown,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
570,PT06M58.00S,2022-01-08T02:37:50.2Z,4,REGULAR,substitution,in,[],1628975,,,1610612751,90,110,2022-01-08T02:40:36Z,5590000,,,0,,SUB in: J. Carter,[1628975],1610612751.0,BKN,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,
571,PT06M58.00S,2022-01-08T02:37:50.2Z,4,REGULAR,substitution,in,[],1630549,,,1610612751,90,110,2022-01-08T02:40:36Z,5600000,,,0,,SUB in: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,
572,PT06M58.00S,2022-01-08T02:37:50.2Z,4,REGULAR,substitution,in,[],1630561,,,1610612751,90,110,2022-01-08T02:40:36Z,5610000,,,0,,SUB in: D. Duke Jr.,[1630561],1610612751.0,BKN,,,,Duke Jr.,D. Duke Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
573,PT06M58.00S,2022-01-08T02:37:50.2Z,4,REGULAR,substitution,in,[],1630556,,,1610612751,90,110,2022-01-08T02:40:36Z,5620000,,,0,,SUB in: K. Edwards,[1630556],1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
574,PT06M43.00S,2022-01-08T02:41:24.2Z,4,REGULAR,3pt,Jump Shot,[],1628971,92.46057818659659,4.411764705882353,1610612751,93,110,2022-01-08T02:41:30Z,5630000,-228.0,18.0,1,right,B. Brown 3PT  (5 PTS) (K. Edwards 1 AST),"[1628971, 1630556]",1610612751.0,BKN,,,,Brown,B. Brown,,,,,22.86,Made,,,,,5.0,,,,,,,,,K. Edwards,1630556.0,1.0,,,
576,PT06M25.00S,2022-01-08T02:41:46.0Z,4,REGULAR,foul,personal,['2freethrow'],1630549,,,1610612749,93,110,2022-01-08T02:42:09Z,5650000,,,0,,D. Sharpe shooting personal FOUL (1 PF) (Antetokounmpo 2 FT),"[1630549, 203507]",1610612751.0,BKN,shooting,,,Sharpe,D. Sharpe,,,,,,,,,,,,202053.0,1.0,0.0,Antetokounmpo,203507.0,,,,,,,,,
578,PT06M25.00S,2022-01-08T02:42:20.0Z,4,REGULAR,freethrow,1 of 2,[],203507,,,1610612749,93,111,2022-01-08T02:42:20Z,5670000,,,0,,G. Antetokounmpo Free Throw 1 of 2 (27 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Made,,,,,27.0,,,,,,,,,,,,,,
579,PT06M25.00S,2022-01-08T02:42:45.2Z,4,REGULAR,freethrow,2 of 2,[],203507,,,1610612749,93,112,2022-01-08T02:42:45Z,5680000,,,0,,G. Antetokounmpo Free Throw 2 of 2 (28 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Made,,,,,28.0,,,,,,,,,,,,,,
580,PT06M11.00S,2022-01-08T02:43:00.3Z,4,REGULAR,2pt,Jump Shot,[],1628975,78.13731931668858,57.59803921568627,1610612751,93,112,2022-01-08T02:43:06Z,5690000,38.0,153.0,1,right,MISS J. Carter 15' pullup Shot,[1628975],1610612751.0,BKN,pullup,,,Carter,J. Carter,,,,,15.76,Missed,,,,,,,,,,,,,,,,,,,
581,PT06M10.00S,2022-01-08T02:43:01.3Z,4,REGULAR,rebound,offensive,[],1630549,,,1610612751,93,112,2022-01-08T02:45:37Z,5700000,,,0,,D. Sharpe REBOUND (Off:1 Def:0),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,580.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
582,PT06M09.00S,2022-01-08T02:43:04.2Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630549,94.40999984741211,50.0,1610612751,93,112,2022-01-08T02:46:10Z,5710000,0.0,0.0,1,right,MISS D. Sharpe tip Layup,[1630549],1610612751.0,BKN,tip,,,Sharpe,D. Sharpe,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
583,PT06M08.00S,2022-01-08T02:43:05.2Z,4,REGULAR,rebound,offensive,[],1630549,,,1610612751,93,112,2022-01-08T02:46:10Z,5720000,,,0,,D. Sharpe REBOUND (Off:2 Def:0),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,582.0,2.0,0.0,2.0,,,,,,,,,,,,,,,
617,PT06M06.00S,2022-01-08T02:43:11.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630549,92.29632063074901,55.3921568627451,1610612751,93,112,2022-01-08T02:47:32Z,5725000,27.0,20.0,1,right,MISS D. Sharpe tip Layup,[1630549],1610612751.0,BKN,tip,,,Sharpe,D. Sharpe,,,,,3.35,Missed,,,,,,,,,,,,,,,,,,,
618,PT06M05.00S,2022-01-08T02:43:12.8Z,4,REGULAR,rebound,defensive,[],1626171,,,1610612749,93,112,2022-01-08T02:47:32Z,5727500,,,0,,B. Portis REBOUND (Off:3 Def:9),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,617.0,12.0,9.0,3.0,,,,,,,,,,,,,,,
584,PT05M54.00S,2022-01-08T02:43:19.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203507,6.783837056504599,39.950980392156865,1610612749,93,112,2022-01-08T02:43:25Z,5730000,50.0,11.0,1,left,MISS G. Antetokounmpo driving Layup - blocked,"[203507, 1630556]",1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,5.15,Missed,,,,,,,,,,,,,,,,,Edwards,1630556.0,
585,PT05M54.00S,2022-01-08T02:43:19.4Z,4,REGULAR,block,,[],1630556,,,1610612749,93,112,2022-01-08T02:43:22Z,5740000,,,0,,K. Edwards BLOCK (1 BLK),[1630556],1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
586,PT05M54.00S,2022-01-08T02:43:19.4Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612749,93,112,2022-01-08T02:43:25Z,5750000,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,584.0,,,,,,,,,,,,,,,,,,
587,PT05M51.00S,2022-01-08T02:43:50.4Z,4,REGULAR,jumpball,recovered,[],1626171,,,1610612749,93,112,2022-01-08T02:43:50Z,5760000,,,0,,Jump Ball G. Antetokounmpo vs. K. Edwards: Tip to B. Portis,"[1626171, 203507, 1630556]",1610612749.0,MIL,heldball,B. Portis,1626171.0,Portis,B. Portis,Antetokounmpo,203507.0,Edwards,1630556.0,,,,,,,,,,,,,,,,,,,,,
590,PT05M49.00S,2022-01-08T02:43:51.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626171,6.783837056504599,40.931372549019606,1610612749,93,114,2022-01-08T02:49:04Z,5790000,45.0,11.0,1,left,B. Portis Layup (25 PTS) (G. Antetokounmpo 9 AST),"[1626171, 203507]",1610612749.0,MIL,,,,Portis,B. Portis,,,,,4.67,Made,,,,,25.0,,,,,,,,,G. Antetokounmpo,203507.0,9.0,,,
592,PT05M32.00S,2022-01-08T02:44:09.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628971,93.77463863337714,47.05882352941176,1610612751,95,114,2022-01-08T02:44:13Z,5810000,-15.0,6.0,1,right,B. Brown driving finger roll Layup (7 PTS),[1628971],1610612751.0,BKN,driving finger roll,,,Brown,B. Brown,,,,,1.59,Made,,,,,7.0,,,,,,,,,,,,,,
593,PT05M17.00S,2022-01-08T02:44:23.1Z,4,REGULAR,2pt,Layup,[],1629670,8.09789750328515,33.33333333333333,1610612749,95,114,2022-01-08T02:44:27Z,5820000,83.0,24.0,1,left,MISS J. Nwora 8' driving Layup,[1629670],1610612749.0,MIL,driving,,,Nwora,J. Nwora,,,,,8.66,Missed,,,,,,,,,,,,,,,,,,,
594,PT05M15.00S,2022-01-08T02:44:25.1Z,4,REGULAR,rebound,defensive,[],1630556,,,1610612751,95,114,2022-01-08T02:44:27Z,5830000,,,0,,K. Edwards REBOUND (Off:0 Def:1),[1630556],1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,,,593.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
595,PT05M12.00S,2022-01-08T02:44:31.6Z,4,REGULAR,turnover,out-of-bounds,[],1628971,,,1610612751,95,114,2022-01-08T02:44:44Z,5840000,,,0,,B. Brown bad pass out-of-bounds TURNOVER (1 TO),[1628971],1610612751.0,BKN,bad pass,,,Brown,B. Brown,,,,,,,,,,,,1199.0,,,,,1.0,,,,,,,,
596,PT05M12.00S,2022-01-08T02:44:34.8Z,4,REGULAR,substitution,out,[],202083,,,1610612749,95,114,2022-01-08T02:44:48Z,5850000,,,0,,SUB out: W. Matthews,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,
597,PT05M12.00S,2022-01-08T02:44:34.8Z,4,REGULAR,substitution,in,[],1628400,,,1610612749,95,114,2022-01-08T02:44:48Z,5860000,,,0,,SUB in: S. Ojeleye,[1628400],1610612749.0,MIL,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,
598,PT05M00.00S,2022-01-08T02:45:03.7Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],203507,29.122864651773984,72.05882352941177,1610612749,95,117,2022-01-08T02:51:33Z,5870000,-110.0,221.0,1,left,G. Antetokounmpo 24' 3PT pullup (31 PTS),[203507],1610612749.0,MIL,pullup,,,Antetokounmpo,G. Antetokounmpo,,,,,24.73,Made,,,,,31.0,,,,,,,,,,,,,,
599,PT04M48.00S,2022-01-08T02:45:15.2Z,4,REGULAR,3pt,Jump Shot,[],1630556,79.97700394218134,7.598039215686274,1610612751,95,117,2022-01-08T02:45:20Z,5880000,-212.0,136.0,1,right,MISS K. Edwards 25' 3PT,[1630556],1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,25.17,Missed,,,,,,,,,,,,,,,,,,,
600,PT04M45.00S,2022-01-08T02:45:18.5Z,4,REGULAR,rebound,offensive,[],1630549,,,1610612751,95,117,2022-01-08T02:45:18Z,5890000,,,0,,D. Sharpe REBOUND (Off:3 Def:0),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,599.0,3.0,0.0,3.0,,,,,,,,,,,,,,,
601,PT04M40.00S,2022-01-08T02:45:23.3Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630556,93.64323258869908,95.34313725490196,1610612751,95,117,2022-01-08T02:45:34Z,5900000,227.0,7.0,1,right,MISS K. Edwards 3PT,[1630556],1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,22.68,Missed,,,,,,,,,,,,,,,,,,,
602,PT04M38.00S,2022-01-08T02:45:25.3Z,4,REGULAR,rebound,offensive,[],1630561,,,1610612751,95,117,2022-01-08T02:46:23Z,5910000,,,0,,D. Duke Jr. REBOUND (Off:1 Def:2),[1630561],1610612751.0,BKN,,,,Duke Jr.,D. Duke Jr.,,,,,,,601.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
605,PT04M38.00S,2022-01-08T02:45:36.5Z,4,REGULAR,foul,personal,['2freethrow'],1628400,,,1610612751,95,117,2022-01-08T02:45:52Z,5940000,,,0,,S. Ojeleye shooting personal FOUL (5 PF) (Duke Jr. 2 FT),"[1628400, 1630561]",1610612749.0,MIL,shooting,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,1199.0,5.0,0.0,Duke Jr.,1630561.0,,,,,,,,,
607,PT04M38.00S,2022-01-08T02:45:56.3Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1630561,,,1610612751,95,117,2022-01-08T02:45:56Z,5960000,,,0,,MISS D. Duke Jr. Free Throw 1 of 2,[1630561],1610612751.0,BKN,,,,Duke Jr.,D. Duke Jr.,,,,,,Missed,,,,,,,,,,,,,,,,,,,
608,PT04M38.00S,2022-01-08T02:45:56.3Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612751,95,117,2022-01-08T02:45:56Z,5970000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,607.0,,,,,,,,,,,,,,,,,,
610,PT04M38.00S,2022-01-08T02:45:57.6Z,4,REGULAR,substitution,out,[],1626171,,,1610612751,95,117,2022-01-08T02:46:05Z,5990000,,,0,,SUB out: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
611,PT04M38.00S,2022-01-08T02:45:57.6Z,4,REGULAR,substitution,in,[],1630572,,,1610612751,95,117,2022-01-08T02:46:05Z,6000000,,,0,,SUB in: S. Mamukelashvili,[1630572],1610612749.0,MIL,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,
612,PT04M38.00S,2022-01-08T02:45:57.6Z,4,REGULAR,substitution,in,[],203648,,,1610612751,95,117,2022-01-08T02:46:05Z,6010000,,,0,,SUB in: T. Antetokounmpo,[203648],1610612749.0,MIL,,,,Antetokounmpo,T. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
613,PT04M38.00S,2022-01-08T02:45:57.6Z,4,REGULAR,substitution,out,[],203507,,,1610612751,95,117,2022-01-08T02:46:16Z,6020000,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
614,PT04M38.00S,2022-01-08T02:46:16.8Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1630561,,,1610612751,96,117,2022-01-08T02:46:16Z,6030000,,,0,,D. Duke Jr. Free Throw 2 of 2 (5 PTS),[1630561],1610612751.0,BKN,,,,Duke Jr.,D. Duke Jr.,,,,,,Made,,,,,5.0,,,,,,,,,,,,,,
615,PT04M15.00S,2022-01-08T02:46:41.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628400,18.2161629434954,48.77450980392157,1610612749,96,117,2022-01-08T02:52:35Z,6040000,6.0,119.0,1,left,MISS S. Ojeleye 11' turnaround fadeaway Shot,[1628400],1610612749.0,MIL,turnaround fadeaway,,,Ojeleye,S. Ojeleye,,,,,11.89,Missed,,,,,,,,,,,,,,,,,,,
616,PT04M11.00S,2022-01-08T02:46:45.1Z,4,REGULAR,rebound,offensive,[],203648,,,1610612749,96,117,2022-01-08T02:46:49Z,6050000,,,0,,T. Antetokounmpo REBOUND (Off:1 Def:0),[203648],1610612749.0,MIL,,,,Antetokounmpo,T. Antetokounmpo,,,,,,,615.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
619,PT04M04.00S,2022-01-08T02:46:54.0Z,4,REGULAR,foul,personal,['2freethrow'],1628971,,,1610612749,96,117,2022-01-08T02:47:05Z,6060000,,,0,,B. Brown shooting personal FOUL (1 PF) (Antetokounmpo 2 FT),"[1628971, 203648]",1610612751.0,BKN,shooting,,,Brown,B. Brown,,,,,,,,,,,,201245.0,1.0,0.0,Antetokounmpo,203648.0,,,,,,,,,
621,PT04M04.00S,2022-01-08T02:47:17.9Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],203648,,,1610612749,96,118,2022-01-08T02:47:17Z,6080000,,,0,,T. Antetokounmpo Free Throw 1 of 2 (1 PTS),[203648],1610612749.0,MIL,,,,Antetokounmpo,T. Antetokounmpo,,,,,,Made,,,,,1.0,,,,,,,,,,,,,,
