actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
90,PT04M58.00S,2022-02-18T00:55:14.1Z,1,REGULAR,freethrow,1 of 1,[],203552,,,1610612751,15,15,2022-02-18T00:55:14Z,900000,,,0,,S. Curry technical Free Throw 1 of 1 (4 PTS),[203552],1610612751.0,BKN,technical,,,Curry,S. Curry,,,,,,Made,,,,,4.0,,,,,,,,,,,,,,
91,PT04M53.00S,2022-02-18T00:55:31.4Z,1,REGULAR,2pt,Jump Shot,[],200746,84.05059132720105,74.50980392156863,1610612751,15,15,2022-02-18T00:55:38Z,910000,123.0,97.0,1,right,MISS L. Aldridge 15' turnaround Shot,[200746],1610612751.0,BKN,turnaround,,,Aldridge,L. Aldridge,,,,,15.65,Missed,,,,,,,,,,,,,,,,,,,
92,PT04M50.00S,2022-02-18T00:55:34.4Z,1,REGULAR,rebound,defensive,[],1628398,,,1610612764,15,15,2022-02-18T00:55:38Z,920000,,,0,,K. Kuzma REBOUND (Off:0 Def:2),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,91.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
93,PT04M44.00S,2022-02-18T00:55:40.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628398,16.113666228646515,50.245098039215684,1610612764,15,15,2022-02-18T00:55:43Z,930000,-1.0,99.0,1,left,MISS K. Kuzma 9' driving floating Shot,[1628398],1610612764.0,WAS,driving floating,,,Kuzma,K. Kuzma,,,,,9.9,Missed,,,,,,,,,,,,,,,,,,,
94,PT04M42.00S,2022-02-18T00:55:42.4Z,1,REGULAR,rebound,offensive,[],1629655,,,1610612764,15,15,2022-02-18T00:55:42Z,940000,,,0,,D. Gafford REBOUND (Off:1 Def:0),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,93.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
95,PT04M38.00S,2022-02-18T00:55:46.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630166,7.5722733245729295,44.85294117647059,1610612764,15,15,2022-02-18T00:55:50Z,950000,26.0,19.0,1,left,MISS D. Avdija driving Layup,[1630166],1610612764.0,WAS,driving,,,Avdija,D. Avdija,,,,,3.18,Missed,,,,,,,,,,,,,,,,,,,
96,PT04M38.00S,2022-02-18T00:55:46.5Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612751,15,15,2022-02-18T00:55:50Z,960000,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,95.0,,,,,,,,,,,,,,,,,,
97,PT04M38.00S,2022-02-18T00:55:53.4Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,15,15,2022-02-18T00:55:53Z,970000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M38.00S,2022-02-18T00:55:54.0Z,1,REGULAR,substitution,out,[],203484,,,1610612751,15,15,2022-02-18T00:55:56Z,980000,,,0,,SUB out: K. Caldwell-Pope,[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT04M38.00S,2022-02-18T00:55:54.0Z,1,REGULAR,substitution,in,[],1629060,,,1610612751,15,15,2022-02-18T00:55:56Z,990000,,,0,,SUB in: R. Hachimura,[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M27.00S,2022-02-18T00:56:16.1Z,1,REGULAR,2pt,Jump Shot,[],203552,78.9257555847569,28.186274509803923,1610612751,17,15,2022-02-18T00:56:19Z,1000000,-109.0,146.0,1,right,S. Curry 18' pullup Jump Shot (6 PTS),[203552],1610612751.0,BKN,pullup,,,Curry,S. Curry,,,,,18.19,Made,,,,,6.0,,,,,,,,,,,,,,
101,PT04M15.00S,2022-02-18T00:56:28.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629655,8.09789750328515,56.86274509803921,1610612764,17,15,2022-02-18T00:56:31Z,1010000,-34.0,24.0,1,left,MISS D. Gafford alley-oop Layup,[1629655],1610612764.0,WAS,alley-oop,,,Gafford,D. Gafford,,,,,4.16,Missed,,,,,,,,,,,,,,,,,,,
102,PT04M12.00S,2022-02-18T00:56:31.0Z,1,REGULAR,rebound,defensive,[],1628975,,,1610612751,17,15,2022-02-18T00:56:31Z,1020000,,,0,,J. Carter REBOUND (Off:0 Def:1),[1628975],1610612751.0,BKN,,,,Carter,J. Carter,,,,,,,101.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
103,PT04M10.00S,2022-02-18T00:56:32.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203552,71.82982917214193,74.26470588235294,1610612751,17,15,2022-02-18T00:56:52Z,1030000,121.0,212.0,1,right,MISS S. Curry 24' running pullup 3PT,[203552],1610612751.0,BKN,running pullup,,,Curry,S. Curry,,,,,24.45,Missed,,,,,,,,,,,,,,,,,,,
104,PT04M09.00S,2022-02-18T00:56:33.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612764,17,15,2022-02-18T00:56:52Z,1040000,,,0,,TEAM defensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,103.0,,,,,,,,,,,,,,,,,,
105,PT04M09.00S,2022-02-18T00:56:38.3Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612764,17,15,2022-02-18T00:56:38Z,1050000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT04M09.00S,2022-02-18T00:56:40.4Z,1,REGULAR,substitution,out,[],1628971,,,1610612764,17,15,2022-02-18T00:56:45Z,1060000,,,0,,SUB out: B. Brown,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT04M09.00S,2022-02-18T00:56:40.4Z,1,REGULAR,substitution,in,[],201933,,,1610612764,17,15,2022-02-18T00:56:45Z,1070000,,,0,,SUB in: B. Griffin,[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M51.00S,2022-02-18T00:57:07.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629060,7.440867279894875,57.107843137254896,1610612764,17,15,2022-02-18T00:57:10Z,1080000,-36.0,17.0,1,left,MISS R. Hachimura turnaround bank Hook,[1629060],1610612764.0,WAS,turnaround bank,,,Hachimura,R. Hachimura,,,,,3.95,Missed,,,,,,,,,,,,,,,,,,,
109,PT03M48.00S,2022-02-18T00:57:09.8Z,1,REGULAR,rebound,defensive,[],201933,,,1610612751,17,15,2022-02-18T00:57:09Z,1090000,,,0,,B. Griffin REBOUND (Off:0 Def:1),[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,108.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
110,PT03M27.00S,2022-02-18T00:57:30.9Z,1,REGULAR,2pt,Jump Shot,[],200746,87.99277266754271,72.79411764705883,1610612751,17,15,2022-02-18T00:57:54Z,1100000,114.0,60.0,1,right,MISS L. Aldridge 12' turnaround fadeaway Shot,[200746],1610612751.0,BKN,turnaround fadeaway,,,Aldridge,L. Aldridge,,,,,12.9,Missed,,,,,,,,,,,,,,,,,,,
111,PT03M26.00S,2022-02-18T00:57:31.9Z,1,REGULAR,rebound,offensive,[],201933,,,1610612751,17,15,2022-02-18T00:57:36Z,1110000,,,0,,B. Griffin REBOUND (Off:1 Def:1),[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,110.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
112,PT03M26.00S,2022-02-18T00:57:37.0Z,1,REGULAR,foul,personal,['2freethrow'],202397,,,1610612751,17,15,2022-02-18T00:57:45Z,1120000,,,0,,I. Smith shooting personal FOUL (1 PF) (Griffin 2 FT),"[202397, 201933]",1610612764.0,WAS,shooting,,,Smith,I. Smith,,,,,,,,,,,,,,,,,1148.0,,,,1.0,0.0,Griffin,201933.0,
114,PT03M26.00S,2022-02-18T00:58:03.9Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],201933,,,1610612751,17,15,2022-02-18T00:58:03Z,1140000,,,0,,MISS B. Griffin Free Throw 1 of 2,[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,Missed,,,,,,,,,,,,,,,,,,,
115,PT03M26.00S,2022-02-18T00:58:03.9Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612751,17,15,2022-02-18T00:58:03Z,1150000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,114.0,,,,,,,,,,,,,,,,,,
116,PT03M26.00S,2022-02-18T00:58:04.6Z,1,REGULAR,substitution,out,[],203552,,,1610612751,17,15,2022-02-18T00:58:10Z,1160000,,,0,,SUB out: S. Curry,[203552],1610612751.0,BKN,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M26.00S,2022-02-18T00:58:04.6Z,1,REGULAR,substitution,in,[],1630561,,,1610612751,17,15,2022-02-18T00:58:10Z,1170000,,,0,,SUB in: D. Duke Jr.,[1630561],1610612751.0,BKN,,,,Duke Jr.,D. Duke Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT03M26.00S,2022-02-18T00:58:24.5Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],201933,,,1610612751,18,15,2022-02-18T00:58:24Z,1180000,,,0,,B. Griffin Free Throw 2 of 2 (1 PTS),[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,Made,,,,,1.0,,,,,,,,,,,,,,
119,PT03M01.00S,2022-02-18T00:58:49.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630166,14.536793692509855,47.549019607843135,1610612764,18,15,2022-02-18T00:58:53Z,1190000,12.0,84.0,1,left,MISS D. Avdija 8' driving floating Shot,[1630166],1610612764.0,WAS,driving floating,,,Avdija,D. Avdija,,,,,8.5,Missed,,,,,,,,,,,,,,,,,,,
120,PT02M57.00S,2022-02-18T00:58:53.4Z,1,REGULAR,rebound,offensive,[],1629655,,,1610612764,18,15,2022-02-18T00:58:53Z,1200000,,,0,,D. Gafford REBOUND (Off:2 Def:0),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,119.0,2.0,0.0,2.0,,,,,,,,,,,,,,,
121,PT02M57.00S,2022-02-18T00:58:53.1Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1629655,5.590000152587891,50.0,1610612764,18,17,2022-02-18T00:59:12Z,1210000,0.0,0.0,1,left,D. Gafford tip DUNK (2 PTS),[1629655],1610612764.0,WAS,tip,,,Gafford,D. Gafford,,,,,0.0,Made,,,,,2.0,,,,,,,,,,,,,,
122,PT02M46.00S,2022-02-18T00:59:04.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630560,88.51839684625493,64.2156862745098,1610612751,20,17,2022-02-18T00:59:09Z,1220000,71.0,55.0,1,right,C. Thomas 9' driving floating Jump Shot (4 PTS),[1630560],1610612751.0,BKN,driving floating,,,Thomas,C. Thomas,,,,,9.01,Made,,,,,4.0,,,,,,,,,,,,,,
123,PT02M37.00S,2022-02-18T00:59:17.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628398,13.485545335085414,39.46078431372549,1610612764,20,19,2022-02-18T00:59:20Z,1230000,53.0,74.0,1,left,K. Kuzma 9' driving floating Jump Shot (2 PTS),[1628398],1610612764.0,WAS,driving floating,,,Kuzma,K. Kuzma,,,,,9.11,Made,,,,,2.0,,,,,,,,,,,,,,
124,PT02M37.00S,2022-02-18T00:59:20.0Z,1,REGULAR,foul,personal,['1freethrow'],1630561,,,1610612764,20,19,2022-02-18T01:02:07Z,1240000,,,0,,D. Duke Jr. shooting personal FOUL (1 PF) (Kuzma 1 FT),"[1630561, 1628398]",1610612751.0,BKN,shooting,,,Duke Jr.,D. Duke Jr.,,,,,,,,,,,,,,,,,202053.0,,,,1.0,0.0,Kuzma,1628398.0,
126,PT02M37.00S,2022-02-18T00:59:34.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,20,19,2022-02-18T00:59:34Z,1260000,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT02M37.00S,2022-02-18T00:59:36.3Z,1,REGULAR,substitution,out,[],1629655,,,1610612764,20,19,2022-02-18T01:02:00Z,1270000,,,0,,SUB out: D. Gafford,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT02M37.00S,2022-02-18T00:59:36.3Z,1,REGULAR,substitution,in,[],1630264,,,1610612764,20,19,2022-02-18T01:02:00Z,1280000,,,0,,SUB in: A. Gill,[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT02M37.00S,2022-02-18T01:02:32.6Z,1,REGULAR,freethrow,1 of 1,[],1628398,,,1610612764,20,20,2022-02-18T01:02:32Z,1290000,,,0,,K. Kuzma Free Throw 1 of 1 (3 PTS),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,Made,,,,,3.0,,,,,,,,,,,,,,
130,PT02M22.00S,2022-02-18T01:02:49.2Z,1,REGULAR,3pt,Jump Shot,[],1630560,77.7431011826544,88.72549019607843,1610612751,20,20,2022-02-18T01:02:53Z,1300000,194.0,157.0,1,right,MISS C. Thomas 24' step back 3PT,[1630560],1610612751.0,BKN,step back,,,Thomas,C. Thomas,,,,,24.91,Missed,,,,,,,,,,,,,,,,,,,
131,PT02M18.00S,2022-02-18T01:02:53.2Z,1,REGULAR,rebound,defensive,[],1628398,,,1610612764,20,20,2022-02-18T01:02:53Z,1310000,,,0,,K. Kuzma REBOUND (Off:0 Def:3),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,130.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
132,PT02M16.00S,2022-02-18T01:02:56.1Z,1,REGULAR,turnover,out-of-bounds,[],1628398,,,1610612764,20,20,2022-02-18T01:03:04Z,1320000,,,0,,K. Kuzma bad pass out-of-bounds TURNOVER (1 TO),[1628398],1610612764.0,WAS,bad pass,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,201245.0,1.0,,,,,,,
133,PT02M16.00S,2022-02-18T01:02:59.7Z,1,REGULAR,substitution,out,[],1628398,,,1610612751,20,20,2022-02-18T01:03:05Z,1330000,,,0,,SUB out: K. Kuzma,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT02M16.00S,2022-02-18T01:02:59.7Z,1,REGULAR,substitution,in,[],1630557,,,1610612751,20,20,2022-02-18T01:03:05Z,1340000,,,0,,SUB in: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT02M04.00S,2022-02-18T01:03:20.2Z,1,REGULAR,turnover,bad pass,[],1628975,,,1610612751,20,20,2022-02-18T01:03:23Z,1350000,,,0,,J. Carter bad pass TURNOVER (1 TO),"[1628975, 1630557]",1610612751.0,BKN,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,1.0,Kispert,1630557.0,,,,,
136,PT02M04.00S,2022-02-18T01:03:20.2Z,1,REGULAR,steal,,[],1630557,,,1610612764,20,20,2022-02-18T01:03:22Z,1360000,,,0,,C. Kispert STEAL (1 STL),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT02M01.00S,2022-02-18T01:03:25.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630264,9.543363994743759,50.0,1610612764,20,22,2022-02-18T01:03:34Z,1370000,0.0,37.0,1,left,A. Gill running Layup (2 PTS) (I. Smith 1 AST),"[1630264, 202397]",1610612764.0,WAS,running,,,Gill,A. Gill,,,,,3.72,Made,,,,,2.0,,,I. Smith,202397.0,1.0,,,,,,,,,
139,PT02M01.00S,2022-02-18T01:03:29.4Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",200746,,,1610612764,20,22,2022-02-18T01:03:40Z,1390000,,,0,,L. Aldridge shooting personal FOUL (1 PF) (Gill 1 FT),"[200746, 1630264]",1610612751.0,BKN,shooting,,,Aldridge,L. Aldridge,,,,,,,,,,,,,,,,,201245.0,,,,1.0,0.0,Gill,1630264.0,
141,PT02M01.00S,2022-02-18T01:03:49.5Z,1,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1630264,,,1610612764,20,23,2022-02-18T01:03:49Z,1410000,,,0,,A. Gill Free Throw 1 of 1 (3 PTS),[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,Made,,,,,3.0,,,,,,,,,,,,,,
142,PT01M44.00S,2022-02-18T01:04:11.2Z,1,REGULAR,foul,personal,['2freethrow'],1630557,,,1610612751,20,23,2022-02-18T01:04:20Z,1420000,,,0,,C. Kispert shooting personal FOUL (1 PF) (Carter 2 FT),"[1630557, 1628975]",1610612764.0,WAS,shooting,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,201245.0,,,,1.0,0.0,Carter,1628975.0,
144,PT01M44.00S,2022-02-18T01:04:34.4Z,1,REGULAR,freethrow,1 of 2,[],1628975,,,1610612751,20,23,2022-02-18T01:04:34Z,1440000,,,0,,MISS J. Carter Free Throw 1 of 2,[1628975],1610612751.0,BKN,,,,Carter,J. Carter,,,,,,Missed,,,,,,,,,,,,,,,,,,,
145,PT01M44.00S,2022-02-18T01:04:34.4Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612751,20,23,2022-02-18T01:04:34Z,1450000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,144.0,,,,,,,,,,,,,,,,,,
146,PT01M44.00S,2022-02-18T01:04:42.2Z,1,REGULAR,substitution,out,[],1630561,,,1610612751,20,23,2022-02-18T01:04:45Z,1460000,,,0,,SUB out: D. Duke Jr.,[1630561],1610612751.0,BKN,,,,Duke Jr.,D. Duke Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT01M44.00S,2022-02-18T01:04:42.2Z,1,REGULAR,substitution,in,[],201988,,,1610612751,20,23,2022-02-18T01:04:45Z,1470000,,,0,,SUB in: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT01M44.00S,2022-02-18T01:04:55.5Z,1,REGULAR,freethrow,2 of 2,[],1628975,,,1610612751,21,23,2022-02-18T01:04:55Z,1480000,,,0,,J. Carter Free Throw 2 of 2 (1 PTS),[1628975],1610612751.0,BKN,,,,Carter,J. Carter,,,,,,Made,,,,,1.0,,,,,,,,,,,,,,
149,PT01M29.00S,2022-02-18T01:05:11.9Z,1,REGULAR,2pt,Jump Shot,[],1629060,23.209592641261498,69.6078431372549,1610612764,21,23,2022-02-18T01:05:15Z,1490000,-98.0,166.0,1,left,MISS R. Hachimura 19' pullup Shot,[1629060],1610612764.0,WAS,pullup,,,Hachimura,R. Hachimura,,,,,19.25,Missed,,,,,,,,,,,,,,,,,,,
150,PT01M25.00S,2022-02-18T01:05:15.9Z,1,REGULAR,rebound,defensive,[],1630560,,,1610612751,21,23,2022-02-18T01:05:15Z,1500000,,,0,,C. Thomas REBOUND (Off:0 Def:1),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,149.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
151,PT01M18.00S,2022-02-18T01:05:22.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201933,93.11760840998686,56.127450980392155,1610612751,21,23,2022-02-18T01:05:26Z,1510000,31.0,12.0,1,right,MISS B. Griffin driving Layup,[201933],1610612751.0,BKN,driving,,,Griffin,B. Griffin,,,,,3.29,Missed,,,,,,,,,,,,,,,,,,,
152,PT01M15.00S,2022-02-18T01:05:25.4Z,1,REGULAR,rebound,defensive,[],1630166,,,1610612764,21,23,2022-02-18T01:05:25Z,1520000,,,0,,D. Avdija REBOUND (Off:0 Def:2),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,151.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
153,PT01M06.00S,2022-02-18T01:05:34.6Z,1,REGULAR,3pt,Jump Shot,[],1630557,11.251642575558476,3.1862745098039214,1610612764,21,23,2022-02-18T01:05:40Z,1530000,234.0,53.0,1,left,MISS C. Kispert 24' 3PT,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,24.01,Missed,,,,,,,,,,,,,,,,,,,
154,PT01M03.00S,2022-02-18T01:05:37.6Z,1,REGULAR,rebound,defensive,[],201933,,,1610612751,21,23,2022-02-18T01:05:40Z,1540000,,,0,,B. Griffin REBOUND (Off:1 Def:2),[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,153.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
155,PT00M46.60S,2022-02-18T01:05:55.9Z,1,REGULAR,3pt,Jump Shot,[],1628975,92.19776609724047,4.166666666666666,1610612751,24,23,2022-02-18T01:06:19Z,1550000,-229.0,21.0,1,right,J. Carter 3PT step back (4 PTS),[1628975],1610612751.0,BKN,step back,,,Carter,J. Carter,,,,,23.01,Made,,,,,4.0,,,,,,,,,,,,,,
156,PT00M36.60S,2022-02-18T01:06:10.1Z,1,REGULAR,3pt,Jump Shot,[],1629060,30.699737187910642,64.70588235294117,1610612764,24,26,2022-02-18T01:06:17Z,1560000,-74.0,236.0,1,left,R. Hachimura 24' 3PT  (3 PTS) (I. Smith 2 AST),"[1629060, 202397]",1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,24.73,Made,,,,,3.0,,,I. Smith,202397.0,2.0,,,,,,,,,
158,PT00M29.20S,2022-02-18T01:06:25.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630560,91.40932982917214,58.82352941176471,1610612751,26,26,2022-02-18T01:06:29Z,1580000,44.0,28.0,1,right,C. Thomas driving floating bank Jump Shot (6 PTS),[1630560],1610612751.0,BKN,driving floating bank,,,Thomas,C. Thomas,,,,,5.24,Made,,,,,6.0,,,,,,,,,,,,,,
159,PT00M07.30S,2022-02-18T01:06:48.8Z,1,REGULAR,2pt,Jump Shot,[],1629060,5.995400788436268,79.16666666666666,1610612764,26,26,2022-02-18T01:06:53Z,1590000,-146.0,4.0,1,left,MISS R. Hachimura 14' pullup Shot,[1629060],1610612764.0,WAS,pullup,,,Hachimura,R. Hachimura,,,,,14.59,Missed,,,,,,,,,,,,,,,,,,,
160,PT00M04.30S,2022-02-18T01:06:51.8Z,1,REGULAR,rebound,defensive,[],201933,,,1610612751,26,26,2022-02-18T01:06:53Z,1600000,,,0,,B. Griffin REBOUND (Off:1 Def:3),[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,159.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
161,PT00M00.00S,2022-02-18T01:06:58.3Z,1,REGULAR,2pt,Jump Shot,[],1628975,94.43166885676742,81.86274509803921,1610612751,28,26,2022-02-18T01:07:02Z,1610000,159.0,0.0,1,right,J. Carter 15' fadeaway Jump Shot (6 PTS) (B. Griffin 1 AST),"[1628975, 201933]",1610612751.0,BKN,fadeaway,,,Carter,J. Carter,,,,,15.93,Made,,,,,6.0,,,B. Griffin,201933.0,1.0,,,,,,,,,
163,PT00M00.00S,2022-02-18T01:07:08.8Z,1,REGULAR,period,end,[],0,,,1610612764,28,26,2022-02-18T01:07:08Z,1630000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT00M00.00S,2022-02-18T01:07:17.9Z,1,REGULAR,instantreplay,request,[],0,,,1610612764,28,26,2022-02-18T01:07:45Z,1640000,,,0,,,[],,,support,,,,,,,,,,,,,,,,,,,,,1148.0,,,,,,,,End Period - Good Basket
165,PT12M00.00S,2022-02-18T01:07:48.1Z,2,REGULAR,substitution,out,['startperiod'],1628975,,,1610612764,28,26,2022-02-18T01:09:35Z,1650000,,,0,,SUB out: J. Carter,[1628975],1610612751.0,BKN,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2022-02-18T01:07:48.1Z,2,REGULAR,substitution,in,['startperiod'],1630561,,,1610612764,28,26,2022-02-18T01:09:35Z,1660000,,,0,,SUB in: D. Duke Jr.,[1630561],1610612751.0,BKN,,,,Duke Jr.,D. Duke Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2022-02-18T01:09:42.7Z,2,REGULAR,period,start,[],0,,,1610612764,28,26,2022-02-18T01:09:42Z,1670000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT11M46.00S,2022-02-18T01:09:55.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630166,5.863994743758213,43.627450980392155,1610612764,28,26,2022-02-18T01:09:59Z,1680000,32.0,3.0,1,left,MISS D. Avdija driving Layup - blocked,"[1630166, 200746]",1610612764.0,WAS,driving,,,Avdija,D. Avdija,,,,,3.2,Missed,,,,,,Aldridge,200746.0,,,,,,,,,,,,
169,PT11M46.00S,2022-02-18T01:09:55.5Z,2,REGULAR,block,,[],200746,,,1610612764,28,26,2022-02-18T01:09:57Z,1690000,,,0,,L. Aldridge BLOCK (1 BLK),[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT11M43.00S,2022-02-18T01:09:58.5Z,2,REGULAR,rebound,defensive,[],1630560,,,1610612751,28,26,2022-02-18T01:09:59Z,1700000,,,0,,C. Thomas REBOUND (Off:0 Def:2),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,168.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
171,PT11M43.00S,2022-02-18T01:10:03.2Z,2,REGULAR,foul,personal,[],1630557,,,1610612751,28,26,2022-02-18T01:10:11Z,1710000,,,0,,C. Kispert personal FOUL (2 PF),"[1630557, 201988]",1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,201245.0,,,,2.0,0.0,Mills,201988.0,
173,PT11M30.00S,2022-02-18T01:10:29.8Z,2,REGULAR,3pt,Jump Shot,[],201988,74.45795006570303,84.80392156862744,1610612751,31,26,2022-02-18T01:10:34Z,1730000,174.0,188.0,1,right,P. Mills 25' 3PT  (8 PTS) (L. Aldridge 1 AST),"[201988, 200746]",1610612751.0,BKN,,,,Mills,P. Mills,,,,,25.59,Made,,,,,8.0,,,L. Aldridge,200746.0,1.0,,,,,,,,,
175,PT11M09.00S,2022-02-18T01:10:50.0Z,2,REGULAR,3pt,Jump Shot,[],1630166,5.732588699080158,97.05882352941177,1610612764,31,26,2022-02-18T01:10:56Z,1750000,-235.0,1.0,1,left,MISS D. Avdija 3PT,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,23.53,Missed,,,,,,,,,,,,,,,,,,,
