actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,pointsTotal,shotDistance,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
181,PT08M09.00S,2021-11-01T00:15:24.1Z,2,REGULAR,substitution,out,[],202709,,,1610612765,42,34,2021-11-01T00:15:42Z,1790000,,,0,,SUB out: C. Joseph,[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT08M09.00S,2021-11-01T00:15:24.1Z,2,REGULAR,substitution,out,[],1628367,,,1610612765,42,34,2021-11-01T00:15:42Z,1800000,,,0,,SUB out: J. Jackson,[1628367],1610612765.0,DET,,,,Jackson,J. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT08M09.00S,2021-11-01T00:15:24.1Z,2,REGULAR,substitution,in,[],201935,,,1610612765,42,34,2021-11-01T00:15:42Z,1810000,,,0,,SUB in: J. Harden,[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT08M09.00S,2021-11-01T00:15:24.1Z,2,REGULAR,substitution,in,[],1630165,,,1610612765,42,34,2021-11-01T00:15:42Z,1820000,,,0,,SUB in: K. Hayes,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT08M09.00S,2021-11-01T00:15:24.1Z,2,REGULAR,substitution,in,[],1630180,,,1610612765,42,34,2021-11-01T00:15:42Z,1830000,,,0,,SUB in: S. Bey,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT08M03.00S,2021-11-01T00:15:44.5Z,2,REGULAR,3pt,Jump Shot,[],1626168,7.5722733245729295,5.147058823529411,1610612765,42,37,2021-11-01T00:23:26Z,1840000,224.0,19.0,1,left,T. Lyles 3PT  (5 PTS) (S. Bey 2 AST),"[1626168, 1630180]",1610612765.0,DET,,,,Lyles,T. Lyles,,,,,,,,,,Made,,5.0,22.51,,,,S. Bey,1630180.0,2.0,,,,,,
187,PT07M46.00S,2021-11-01T00:16:01.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],200746,87.07293035479631,57.59803921568627,1610612751,44,37,2021-11-01T00:16:17Z,1850000,38.0,69.0,1,right,L. Aldridge 7' turnaround fadeaway Jump Shot (10 PTS),[200746],1610612751.0,BKN,turnaround fadeaway,,,Aldridge,L. Aldridge,,,,,,,,,,Made,,10.0,7.88,,,,,,,,,,,,
189,PT07M32.00S,2021-11-01T00:16:15.4Z,2,REGULAR,2pt,Jump Shot,[],1628402,19.398817345597898,20.098039215686274,1610612765,44,39,2021-11-01T00:16:19Z,1860000,150.0,130.0,1,left,F. Jackson 19' pullup Jump Shot (2 PTS) (K. Hayes 1 AST),"[1628402, 1630165]",1610612765.0,DET,pullup,,,Jackson,F. Jackson,,,,,,,,,,Made,,2.0,19.8,,,,K. Hayes,1630165.0,1.0,,,,,,
190,PT07M17.00S,2021-11-01T00:16:31.2Z,2,REGULAR,3pt,Jump Shot,[],201935,91.93495400788436,95.83333333333334,1610612751,47,39,2021-11-01T00:16:36Z,1870000,229.0,23.0,1,right,J. Harden 3PT step back (8 PTS),[201935],1610612751.0,BKN,step back,,,Harden,J. Harden,,,,,,,,,,Made,,8.0,23.04,,,,,,,,,,,,
191,PT06M51.00S,2021-11-01T00:16:56.3Z,2,REGULAR,3pt,Jump Shot,[],1628402,30.962549277266753,30.14705882352941,1610612765,47,39,2021-11-01T00:17:01Z,1880000,99.0,239.0,1,left,MISS F. Jackson 25' 3PT,[1628402],1610612765.0,DET,,,,Jackson,F. Jackson,,,,,,,,,,Missed,,,25.83,,,,,,,,,,,,
192,PT06M48.00S,2021-11-01T00:16:59.3Z,2,REGULAR,rebound,defensive,[],1627761,,,1610612751,47,39,2021-11-01T00:17:01Z,1890000,,,0,,D. Bembry REBOUND (Off:0 Def:1),[1627761],1610612751.0,BKN,,,,Bembry,D. Bembry,,,,,,,,,,,191.0,,,1.0,1.0,0.0,,,,,,,,,
193,PT06M43.00S,2021-11-01T00:17:08.9Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,47,39,2021-11-01T00:17:08Z,1900000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT06M43.00S,2021-11-01T00:17:09.5Z,2,REGULAR,substitution,out,[],1628975,,,1610612751,47,39,2021-11-01T00:17:29Z,1910000,,,0,,SUB out: J. Carter,[1628975],1610612751.0,BKN,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT06M43.00S,2021-11-01T00:17:09.5Z,2,REGULAR,substitution,out,[],1627761,,,1610612751,47,39,2021-11-01T00:17:29Z,1920000,,,0,,SUB out: D. Bembry,[1627761],1610612751.0,BKN,,,,Bembry,D. Bembry,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT06M43.00S,2021-11-01T00:17:09.5Z,2,REGULAR,substitution,out,[],1626168,,,1610612751,47,39,2021-11-01T00:17:29Z,1930000,,,0,,SUB out: T. Lyles,[1626168],1610612765.0,DET,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT06M43.00S,2021-11-01T00:17:09.5Z,2,REGULAR,substitution,in,[],203925,,,1610612751,47,39,2021-11-01T00:17:29Z,1940000,,,0,,SUB in: J. Harris,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT06M43.00S,2021-11-01T00:17:09.5Z,2,REGULAR,substitution,in,[],201142,,,1610612751,47,39,2021-11-01T00:17:29Z,1950000,,,0,,SUB in: K. Durant,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT06M43.00S,2021-11-01T00:17:09.5Z,2,REGULAR,substitution,in,[],203924,,,1610612751,47,39,2021-11-01T00:17:29Z,1960000,,,0,,SUB in: J. Grant,[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT06M30.00S,2021-11-01T00:17:53.4Z,2,REGULAR,2pt,Jump Shot,[],201142,73.80091984231275,52.94117647058824,1610612751,49,39,2021-11-01T00:17:58Z,1970000,15.0,194.0,1,right,K. Durant 19' pullup Jump Shot (11 PTS),[201142],1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,,,,,,Made,,11.0,19.44,,,,,,,,,,,,
201,PT06M12.00S,2021-11-01T00:18:11.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630165,10.726018396846255,48.529411764705884,1610612765,49,39,2021-11-01T00:18:14Z,1980000,7.0,48.0,1,left,MISS K. Hayes floating Shot,[1630165],1610612765.0,DET,floating,,,Hayes,K. Hayes,,,,,,,,,,Missed,,,4.89,,,,,,,,,,,,
202,PT06M10.00S,2021-11-01T00:18:13.1Z,2,REGULAR,rebound,defensive,[],203925,,,1610612751,49,39,2021-11-01T00:18:14Z,1990000,,,0,,J. Harris REBOUND (Off:0 Def:3),[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,201.0,,,3.0,3.0,0.0,,,,,,,,,
203,PT05M54.00S,2021-11-01T00:18:29.1Z,2,REGULAR,turnover,lost ball,[],201935,,,1610612751,49,39,2021-11-01T00:18:32Z,2000000,,,0,,J. Harden lost ball TURNOVER (2 TO),"[201935, 1630165]",1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,2.0,Hayes,1630165.0,,,
204,PT05M54.00S,2021-11-01T00:18:29.1Z,2,REGULAR,steal,,[],1630165,,,1610612765,49,39,2021-11-01T00:28:33Z,2010000,,,0,,K. Hayes STEAL (2 STL),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT05M50.00S,2021-11-01T00:18:33.2Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628402,5.863994743758213,46.07843137254902,1610612765,49,41,2021-11-01T00:27:44Z,2020000,20.0,3.0,1,left,F. Jackson running Layup (4 PTS) (S. Bey 3 AST),"[1628402, 1630180]",1610612765.0,DET,running,,,Jackson,F. Jackson,,,,,,,,,,Made,,4.0,1.98,,,,S. Bey,1630180.0,3.0,,,,,,
207,PT05M27.00S,2021-11-01T00:18:55.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],200746,85.62746386333771,41.17647058823529,1610612751,49,41,2021-11-01T00:19:00Z,2040000,-44.0,83.0,1,right,MISS L. Aldridge 9' driving floating Shot,[200746],1610612751.0,BKN,driving floating,,,Aldridge,L. Aldridge,,,,,,,,,,Missed,,,9.36,,,,,,,,,,,,
208,PT05M25.00S,2021-11-01T00:18:57.4Z,2,REGULAR,rebound,defensive,[],203924,,,1610612765,49,41,2021-11-01T00:19:00Z,2050000,,,0,,J. Grant REBOUND (Off:0 Def:3),[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,,,,,,,207.0,,,3.0,3.0,0.0,,,,,,,,,
209,PT05M20.00S,2021-11-01T00:19:03.1Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1628402,2.7102496714848883,95.83333333333334,1610612765,49,41,2021-11-01T00:19:21Z,2060000,-229.0,-27.0,1,left,MISS F. Jackson 3PT,[1628402],1610612765.0,DET,,,,Jackson,F. Jackson,,,,,,,,,,Missed,,,23.08,,,,,,,,,,,,
210,PT05M17.00S,2021-11-01T00:19:06.1Z,2,REGULAR,rebound,defensive,[],200746,,,1610612751,49,41,2021-11-01T00:19:21Z,2070000,,,0,,L. Aldridge REBOUND (Off:1 Def:1),[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,,,,209.0,,,2.0,1.0,1.0,,,,,,,,,
211,PT05M03.00S,2021-11-01T00:19:19.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203925,82.21090670170827,58.82352941176471,1610612751,51,41,2021-11-01T00:19:24Z,2080000,44.0,115.0,1,right,J. Harris 12' pullup Jump Shot (9 PTS) (K. Durant 2 AST),"[203925, 201142]",1610612751.0,BKN,pullup,,,Harris,J. Harris,,,,,,,,,,Made,,9.0,12.29,,,,K. Durant,201142.0,2.0,,,,,,
213,PT04M50.00S,2021-11-01T00:19:33.9Z,2,REGULAR,foul,personal,['2freethrow'],200746,,,1610612765,51,41,2021-11-01T00:19:42Z,2100000,,,0,,L. Aldridge shooting personal FOUL (1 PF) (Hayes 2 FT),"[200746, 1630165]",1610612751.0,BKN,shooting,,,Aldridge,L. Aldridge,,,,,200834.0,1.0,0.0,Hayes,1630165.0,,,,,,,,,,,,,,,,
215,PT04M50.00S,2021-11-01T00:20:03.9Z,2,REGULAR,freethrow,1 of 2,[],1630165,,,1610612765,51,42,2021-11-01T00:20:03Z,2120000,,,0,,K. Hayes Free Throw 1 of 2 (5 PTS),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,Made,,5.0,,,,,,,,,,,,,
216,PT04M50.00S,2021-11-01T00:20:04.6Z,2,REGULAR,substitution,out,[],200746,,,1610612765,51,42,2021-11-01T00:20:15Z,2130000,,,0,,SUB out: L. Aldridge,[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT04M50.00S,2021-11-01T00:20:04.6Z,2,REGULAR,substitution,out,[],1630191,,,1610612765,51,42,2021-11-01T00:20:15Z,2140000,,,0,,SUB out: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT04M50.00S,2021-11-01T00:20:04.6Z,2,REGULAR,substitution,in,[],201933,,,1610612765,51,42,2021-11-01T00:20:15Z,2150000,,,0,,SUB in: B. Griffin,[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT04M50.00S,2021-11-01T00:20:04.6Z,2,REGULAR,substitution,in,[],203482,,,1610612765,51,42,2021-11-01T00:20:15Z,2160000,,,0,,SUB in: K. Olynyk,[203482],1610612765.0,DET,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT04M50.00S,2021-11-01T00:20:25.7Z,2,REGULAR,freethrow,2 of 2,[],1630165,,,1610612765,51,43,2021-11-01T00:20:25Z,2170000,,,0,,K. Hayes Free Throw 2 of 2 (6 PTS),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,Made,,6.0,,,,,,,,,,,,,
221,PT04M38.00S,2021-11-01T00:20:43.5Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,51,43,2021-11-01T00:20:43Z,2180000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT04M38.00S,2021-11-01T00:20:44.2Z,2,REGULAR,substitution,out,[],1628402,,,1610612751,51,43,2021-11-01T00:20:51Z,2190000,,,0,,SUB out: F. Jackson,[1628402],1610612765.0,DET,,,,Jackson,F. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT04M38.00S,2021-11-01T00:20:44.2Z,2,REGULAR,substitution,in,[],1628367,,,1610612751,51,43,2021-11-01T00:20:51Z,2200000,,,0,,SUB in: J. Jackson,[1628367],1610612765.0,DET,,,,Jackson,J. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT04M26.00S,2021-11-01T00:21:12.9Z,2,REGULAR,2pt,Jump Shot,[],201933,93.77463863337714,70.09803921568627,1610612751,53,43,2021-11-01T00:21:20Z,2210000,100.0,6.0,1,right,B. Griffin 10' turnaround fadeaway Jump Shot (3 PTS) (J. Harden 4 AST),"[201933, 201935]",1610612751.0,BKN,turnaround fadeaway,,,Griffin,B. Griffin,,,,,,,,,,Made,,3.0,10.07,,,,J. Harden,201935.0,4.0,,,,,,
226,PT04M03.00S,2021-11-01T00:21:36.1Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203482,4.944152431011826,48.77450980392157,1610612765,53,45,2021-11-01T00:21:41Z,2230000,6.0,-6.0,1,left,K. Olynyk cutting DUNK (2 PTS) (J. Jackson 3 AST),"[203482, 1628367]",1610612765.0,DET,cutting,,,Olynyk,K. Olynyk,,,,,,,,,,Made,,2.0,0.86,,,,J. Jackson,1628367.0,3.0,,,,,,
228,PT03M45.00S,2021-11-01T00:21:53.3Z,2,REGULAR,2pt,Jump Shot,[],201142,77.7431011826544,58.57843137254902,1610612751,55,45,2021-11-01T00:21:58Z,2250000,43.0,157.0,1,right,K. Durant 16' Jump Shot (13 PTS) (J. Harden 5 AST),"[201142, 201935]",1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,Made,,13.0,16.25,,,,J. Harden,201935.0,5.0,,,,,,
230,PT03M32.00S,2021-11-01T00:22:06.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630180,18.347568988173457,53.18627450980392,1610612765,55,45,2021-11-01T00:22:11Z,2270000,-16.0,120.0,1,left,MISS S. Bey 12' fadeaway Shot,[1630180],1610612765.0,DET,fadeaway,,,Bey,S. Bey,,,,,,,,,,Missed,,,12.1,,,,,,,,,,,,
231,PT03M29.00S,2021-11-01T00:22:09.6Z,2,REGULAR,rebound,defensive,[],201935,,,1610612751,55,45,2021-11-01T00:22:11Z,2280000,,,0,,J. Harden REBOUND (Off:0 Def:4),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,230.0,,,4.0,4.0,0.0,,,,,,,,,
232,PT03M16.00S,2021-11-01T00:22:25.6Z,2,REGULAR,foul,personal,[],1630165,,,1610612751,55,45,2021-11-01T00:22:32Z,2290000,,,0,,K. Hayes personal FOUL (2 PF),"[1630165, 201933]",1610612765.0,DET,,,,Hayes,K. Hayes,,,,,200834.0,2.0,0.0,Griffin,201933.0,,,,,,,,,,,,,,,,
234,PT03M16.00S,2021-11-01T00:22:34.4Z,2,REGULAR,substitution,out,[],201949,,,1610612751,55,45,2021-11-01T00:22:44Z,2310000,,,0,,SUB out: J. Johnson,[201949],1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT03M16.00S,2021-11-01T00:22:34.4Z,2,REGULAR,substitution,in,[],1628971,,,1610612751,55,45,2021-11-01T00:22:44Z,2320000,,,0,,SUB in: B. Brown,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT03M16.00S,2021-11-01T00:22:50.3Z,2,REGULAR,instantreplay,request,[],0,,,1610612751,55,45,2021-11-01T00:24:02Z,2325000,,,0,,,[],,,overturned,,,,,,,,,200834.0,,,,,,,,,,,,,,,,,,,,
236,PT03M10.00S,2021-11-01T00:23:06.3Z,2,REGULAR,3pt,Jump Shot,[],201935,65.52233902759527,51.225490196078425,1610612751,55,45,2021-11-01T00:23:30Z,2330000,6.0,272.0,1,right,MISS J. Harden 27' 3PT,[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,Missed,,,27.17,,,,,,,,,,,,
237,PT03M09.00S,2021-11-01T00:23:09.2Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612765,55,45,2021-11-01T00:23:09Z,2340000,,,0,,TEAM defensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,,,236.0,,,,,,,,,,,,,,
238,PT03M09.00S,2021-11-01T00:23:10.6Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612765,55,45,2021-11-01T00:23:10Z,2350000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT02M58.00S,2021-11-01T00:23:26.1Z,2,REGULAR,3pt,Jump Shot,[],203924,6.652431011826544,4.6568627450980395,1610612765,55,45,2021-11-01T00:23:32Z,2360000,227.0,10.0,1,left,MISS J. Grant 3PT,[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,,,,,,Missed,,,22.69,,,,,,,,,,,,
240,PT02M55.00S,2021-11-01T00:23:29.1Z,2,REGULAR,rebound,defensive,[],201935,,,1610612751,55,45,2021-11-01T00:23:32Z,2370000,,,0,,J. Harden REBOUND (Off:0 Def:5),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,239.0,,,5.0,5.0,0.0,,,,,,,,,
241,PT02M40.00S,2021-11-01T00:23:44.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,83.65637319316689,36.51960784313725,1610612751,55,45,2021-11-01T00:32:19Z,2380000,-67.0,101.0,1,right,MISS K. Durant 12' fadeaway Shot,[201142],1610612751.0,BKN,fadeaway,,,Durant,K. Durant,,,,,,,,,,Missed,,,12.15,,,,,,,,,,,,
242,PT02M37.00S,2021-11-01T00:23:47.5Z,2,REGULAR,rebound,defensive,[],1628367,,,1610612765,55,45,2021-11-01T00:23:47Z,2390000,,,0,,J. Jackson REBOUND (Off:1 Def:2),[1628367],1610612765.0,DET,,,,Jackson,J. Jackson,,,,,,,,,,,241.0,,,3.0,2.0,1.0,,,,,,,,,
243,PT02M30.00S,2021-11-01T00:23:54.7Z,2,REGULAR,3pt,Jump Shot,[],1628367,31.09395532194481,25.98039215686275,1610612765,55,45,2021-11-01T00:24:11Z,2400000,120.0,240.0,1,left,MISS J. Jackson 26' 3PT,[1628367],1610612765.0,DET,,,,Jackson,J. Jackson,,,,,,,,,,Missed,,,26.82,,,,,,,,,,,,
244,PT02M28.00S,2021-11-01T00:23:56.7Z,2,REGULAR,rebound,defensive,[],203925,,,1610612751,55,45,2021-11-01T00:24:11Z,2410000,,,0,,J. Harris REBOUND (Off:0 Def:4),[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,243.0,,,4.0,4.0,0.0,,,,,,,,,
245,PT02M25.00S,2021-11-01T00:24:00.1Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",201142,94.03745072273325,49.754901960784316,1610612751,57,45,2021-11-01T00:32:57Z,2420000,-1.0,4.0,1,right,K. Durant running DUNK (15 PTS) (J. Harden 6 AST),"[201142, 201935]",1610612751.0,BKN,running,,,Durant,K. Durant,,,,,,,,,,Made,,15.0,0.37,,,,J. Harden,201935.0,6.0,,,,,,
248,PT02M20.00S,2021-11-01T00:24:10.8Z,2,REGULAR,turnover,traveling,[],1630180,,,1610612765,57,45,2021-11-01T00:24:29Z,2440000,,,0,,S. Bey traveling TURNOVER (1 TO),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,202053.0,,,,,,,,,,,,,,,1.0,,,,,
249,PT02M20.00S,2021-11-01T00:24:31.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,57,45,2021-11-01T00:24:31Z,2450000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT02M09.00S,2021-11-01T00:27:24.3Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],201142,75.24638633377135,71.07843137254902,1610612751,59,45,2021-11-01T00:27:28Z,2460000,105.0,180.0,1,right,K. Durant 20' pullup Jump Shot (17 PTS),[201142],1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,,,,,,Made,,17.0,20.88,,,,,,,,,,,,
251,PT01M44.00S,2021-11-01T00:27:50.0Z,2,REGULAR,foul,personal,['2freethrow'],201142,,,1610612765,59,45,2021-11-01T00:27:58Z,2470000,,,0,,K. Durant shooting personal FOUL (2 PF) (Jackson 2 FT),"[201142, 1628367]",1610612751.0,BKN,shooting,,,Durant,K. Durant,,,,,1626302.0,2.0,0.0,Jackson,1628367.0,,,,,,,,,,,,,,,,
253,PT01M44.00S,2021-11-01T00:28:16.2Z,2,REGULAR,freethrow,1 of 2,[],1628367,,,1610612765,59,45,2021-11-01T00:28:38Z,2490000,,,0,,MISS J. Jackson Free Throw 1 of 2,[1628367],1610612765.0,DET,,,,Jackson,J. Jackson,,,,,,,,,,Missed,,,,,,,,,,,,,,,
254,PT01M44.00S,2021-11-01T00:28:16.2Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612765,59,45,2021-11-01T00:28:38Z,2500000,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,,,253.0,,,,,,,,,,,,,,
255,PT01M44.00S,2021-11-01T00:28:16.2Z,2,REGULAR,freethrow,2 of 2,[],1628367,,,1610612765,59,45,2021-11-01T00:28:38Z,2510000,,,0,,MISS J. Jackson Free Throw 2 of 2,[1628367],1610612765.0,DET,,,,Jackson,J. Jackson,,,,,,,,,,Missed,,,,,,,,,,,,,,,
256,PT01M41.00S,2021-11-01T00:28:19.2Z,2,REGULAR,rebound,defensive,[],201933,,,1610612751,59,45,2021-11-01T00:28:38Z,2520000,,,0,,B. Griffin REBOUND (Off:0 Def:3),[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,,,,255.0,,,3.0,3.0,0.0,,,,,,,,,
257,PT01M37.00S,2021-11-01T00:28:41.1Z,2,REGULAR,foul,personal,[],1628367,,,1610612751,59,45,2021-11-01T00:28:46Z,2530000,,,0,,J. Jackson personal FOUL (2 PF),"[1628367, 201935]",1610612765.0,DET,,,,Jackson,J. Jackson,,,,,202053.0,2.0,0.0,Harden,201935.0,,,,,,,,,,,,,,,,
259,PT01M23.00S,2021-11-01T00:29:16.9Z,2,REGULAR,2pt,Jump Shot,[],201142,78.26872536136662,53.92156862745098,1610612751,61,45,2021-11-01T00:29:23Z,2550000,20.0,152.0,1,right,K. Durant 15' Jump Shot (19 PTS) (J. Harden 7 AST),"[201142, 201935]",1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,Made,,19.0,15.31,,,,J. Harden,201935.0,7.0,,,,,,
261,PT01M15.00S,2021-11-01T00:29:29.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203924,6.258212877792378,54.41176470588235,1610612765,61,47,2021-11-01T00:29:36Z,2570000,-22.0,6.0,1,left,J. Grant driving Layup (11 PTS) (K. Hayes 2 AST),"[203924, 1630165]",1610612765.0,DET,driving,,,Grant,J. Grant,,,,,,,,,,Made,,11.0,2.3,,,,K. Hayes,1630165.0,2.0,,,,,,
263,PT01M15.00S,2021-11-01T00:29:32.4Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",201933,,,1610612765,61,47,2021-11-01T00:29:57Z,2590000,,,0,,B. Griffin shooting personal FOUL (2 PF) (Grant 1 FT),"[201933, 203924]",1610612751.0,BKN,shooting,,,Griffin,B. Griffin,,,,,202053.0,2.0,0.0,Grant,203924.0,,,,,,,,,,,,,,,,
265,PT01M15.00S,2021-11-01T00:29:58.7Z,2,REGULAR,freethrow,1 of 1,[],203924,,,1610612765,61,47,2021-11-01T00:30:09Z,2610000,,,0,,MISS J. Grant Free Throw 1 of 1,[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,,,,,,Missed,,,,,,,,,,,,,,,
266,PT01M11.00S,2021-11-01T00:30:02.7Z,2,REGULAR,rebound,defensive,[],201935,,,1610612751,61,47,2021-11-01T00:30:09Z,2620000,,,0,,J. Harden REBOUND (Off:0 Def:6),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,265.0,,,6.0,6.0,0.0,,,,,,,,,
267,PT01M04.00S,2021-11-01T00:30:07.0Z,2,REGULAR,3pt,Jump Shot,[],201935,67.62483574244416,35.294117647058826,1610612751,64,47,2021-11-01T00:30:11Z,2630000,-74.0,252.0,1,right,J. Harden 26' 3PT step back (11 PTS),[201935],1610612751.0,BKN,step back,,,Harden,J. Harden,,,,,,,,,,Made,,11.0,26.23,,,,,,,,,,,,
268,PT00M43.70S,2021-11-01T00:30:27.7Z,2,REGULAR,2pt,Jump Shot,[],1630180,15.588042049934298,28.921568627450984,1610612765,64,49,2021-11-01T00:30:32Z,2640000,105.0,94.0,1,left,S. Bey 14' turnaround fadeaway Jump Shot (4 PTS),[1630180],1610612765.0,DET,turnaround fadeaway,,,Bey,S. Bey,,,,,,,,,,Made,,4.0,14.12,,,,,,,,,,,,
269,PT00M29.30S,2021-11-01T00:30:45.6Z,2,REGULAR,turnover,bad pass,[],203925,,,1610612751,64,49,2021-11-01T00:30:49Z,2650000,,,0,,J. Harris bad pass TURNOVER (1 TO),"[203925, 1630165]",1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,,,1.0,Hayes,1630165.0,,,
270,PT00M29.30S,2021-11-01T00:30:45.6Z,2,REGULAR,steal,,[],1630165,,,1610612765,64,49,2021-11-01T00:30:47Z,2660000,,,0,,K. Hayes STEAL (3 STL),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT00M24.20S,2021-11-01T00:30:50.7Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630180,31.225361366622867,62.254901960784316,1610612765,64,49,2021-11-01T00:37:41Z,2670000,-61.0,241.0,1,left,MISS S. Bey 24' running 3PT,[1630180],1610612765.0,DET,running,,,Bey,S. Bey,,,,,,,,,,Missed,,,24.87,,,,,,,,,,,,
