actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,pointsTotal,shotDistance,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
92,PT03M54.00S,2021-10-31T23:56:09.0Z,1,REGULAR,2pt,Jump Shot,[],200746,78.0059132720105,48.77450980392157,1610612751,20,13,2021-10-31T23:56:16Z,920000,-6.0,154.0,1,right,L. Aldridge 15' turnaround Jump Shot (2 PTS) (J. Harden 3 AST),"[200746, 201935]",1610612751.0,BKN,turnaround,,,Aldridge,L. Aldridge,,,,,,,,,,Made,,2.0,15.43,,,,J. Harden,201935.0,3.0,,,,,,
94,PT03M36.00S,2021-10-31T23:56:26.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203924,18.347568988173457,47.794117647058826,1610612765,20,13,2021-10-31T23:56:31Z,940000,11.0,120.0,1,left,MISS J. Grant 12' turnaround fadeaway Shot,[203924],1610612765.0,DET,turnaround fadeaway,,,Grant,J. Grant,,,,,,,,,,Missed,,,12.05,,,,,,,,,,,,
95,PT03M33.00S,2021-10-31T23:56:29.6Z,1,REGULAR,rebound,defensive,[],201935,,,1610612751,20,13,2021-10-31T23:56:31Z,950000,,,0,,J. Harden REBOUND (Off:0 Def:3),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,94.0,,,3.0,3.0,0.0,,,,,,,,,
96,PT03M20.00S,2021-10-31T23:56:43.2Z,1,REGULAR,turnover,bad pass,[],201142,,,1610612751,20,13,2021-10-31T23:56:46Z,960000,,,0,,K. Durant bad pass TURNOVER (2 TO),"[201142, 203924]",1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,2.0,Grant,203924.0,,,
97,PT03M20.00S,2021-10-31T23:56:43.2Z,1,REGULAR,steal,,[],203924,,,1610612765,20,13,2021-10-31T23:56:45Z,970000,,,0,,J. Grant STEAL (1 STL),[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT03M12.00S,2021-10-31T23:56:51.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203924,5.469776609724048,46.81372549019608,1610612765,20,15,2021-10-31T23:56:55Z,980000,16.0,-1.0,1,left,J. Grant Layup (9 PTS) (K. Olynyk 1 AST),"[203924, 203482]",1610612765.0,DET,,,,Grant,J. Grant,,,,,,,,,,Made,,9.0,1.59,,,,K. Olynyk,203482.0,1.0,,,,,,
100,PT03M03.00S,2021-10-31T23:57:03.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201935,94.03745072273325,49.754901960784316,1610612751,22,15,2021-10-31T23:57:08Z,1000000,-1.0,4.0,1,right,J. Harden driving Layup (4 PTS),[201935],1610612751.0,BKN,driving,,,Harden,J. Harden,,,,,,,,,,Made,,4.0,0.37,,,,,,,,,,,,
101,PT03M03.00S,2021-10-31T23:57:05.8Z,1,REGULAR,foul,personal,['1freethrow'],203482,,,1610612751,22,15,2021-10-31T23:57:34Z,1010000,,,0,,K. Olynyk shooting personal FOUL (1 PF) (Harden 1 FT),"[203482, 201935]",1610612765.0,DET,shooting,,,Olynyk,K. Olynyk,,,,,202053.0,1.0,0.0,Harden,201935.0,,,,,,,,,,,,,,,,
103,PT03M03.00S,2021-10-31T23:57:17.4Z,1,REGULAR,substitution,out,[],203925,,,1610612751,22,15,2021-10-31T23:57:29Z,1030000,,,0,,SUB out: J. Harris,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M03.00S,2021-10-31T23:57:17.4Z,1,REGULAR,substitution,out,[],1630180,,,1610612751,22,15,2021-10-31T23:57:29Z,1040000,,,0,,SUB out: S. Bey,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M03.00S,2021-10-31T23:57:17.4Z,1,REGULAR,substitution,in,[],1627761,,,1610612751,22,15,2021-10-31T23:57:29Z,1050000,,,0,,SUB in: D. Bembry,[1627761],1610612751.0,BKN,,,,Bembry,D. Bembry,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT03M03.00S,2021-10-31T23:57:17.4Z,1,REGULAR,substitution,in,[],1626168,,,1610612751,22,15,2021-10-31T23:57:29Z,1060000,,,0,,SUB in: T. Lyles,[1626168],1610612765.0,DET,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M03.00S,2021-10-31T23:57:40.8Z,1,REGULAR,freethrow,1 of 1,[],201935,,,1610612751,23,15,2021-10-31T23:57:40Z,1070000,,,0,,J. Harden Free Throw 1 of 1 (5 PTS),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,Made,,5.0,,,,,,,,,,,,,
108,PT02M48.00S,2021-10-31T23:57:56.9Z,1,REGULAR,3pt,Jump Shot,[],202709,23.340998685939553,86.51960784313727,1610612765,23,18,2021-10-31T23:58:02Z,1080000,-183.0,167.0,1,left,C. Joseph 24' 3PT  (3 PTS) (T. Lyles 1 AST),"[202709, 1626168]",1610612765.0,DET,,,,Joseph,C. Joseph,,,,,,,,,,Made,,3.0,24.74,,,,T. Lyles,1626168.0,1.0,,,,,,
110,PT02M47.00S,2021-10-31T23:58:04.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,23,18,2021-10-31T23:58:04Z,1100000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT02M47.00S,2021-10-31T23:58:05.0Z,1,REGULAR,substitution,out,[],201935,,,1610612751,23,18,2021-11-01T00:00:35Z,1110000,,,0,,SUB out: J. Harden,[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT02M47.00S,2021-10-31T23:58:05.0Z,1,REGULAR,substitution,in,[],1628971,,,1610612751,23,18,2021-11-01T00:00:35Z,1120000,,,0,,SUB in: B. Brown,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT02M35.00S,2021-11-01T00:01:09.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,85.49605781865965,37.99019607843137,1610612751,23,18,2021-11-01T00:01:14Z,1130000,-60.0,84.0,1,right,MISS K. Durant 10' turnaround fadeaway Shot,[201142],1610612751.0,BKN,turnaround fadeaway,,,Durant,K. Durant,,,,,,,,,,Missed,,,10.31,,,,,,,,,,,,
114,PT02M32.00S,2021-11-01T00:01:12.0Z,1,REGULAR,rebound,defensive,[],1626168,,,1610612765,23,18,2021-11-01T00:01:14Z,1140000,,,0,,T. Lyles REBOUND (Off:0 Def:1),[1626168],1610612765.0,DET,,,,Lyles,T. Lyles,,,,,,,,,,,113.0,,,1.0,1.0,0.0,,,,,,,,,
115,PT02M23.00S,2021-11-01T00:01:20.6Z,1,REGULAR,2pt,Layup,[],1626168,9.674770039421814,30.392156862745097,1610612765,23,18,2021-11-01T00:01:26Z,1150000,98.0,38.0,1,left,MISS T. Lyles 10' driving Layup,[1626168],1610612765.0,DET,driving,,,Lyles,T. Lyles,,,,,,,,,,Missed,,,10.53,,,,,,,,,,,,
116,PT02M20.00S,2021-11-01T00:01:23.6Z,1,REGULAR,rebound,defensive,[],201142,,,1610612751,23,18,2021-11-01T00:01:26Z,1160000,,,0,,K. Durant REBOUND (Off:0 Def:1),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,115.0,,,1.0,1.0,0.0,,,,,,,,,
117,PT02M13.00S,2021-11-01T00:01:30.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627761,93.64323258869908,47.794117647058826,1610612751,25,18,2021-11-01T00:01:38Z,1170000,-11.0,7.0,1,right,D. Bembry reverse Layup (2 PTS) (B. Brown 2 AST),"[1627761, 1628971]",1610612751.0,BKN,reverse,,,Bembry,D. Bembry,,,,,,,,,,Made,,2.0,1.32,,,,B. Brown,1628971.0,2.0,,,,,,
119,PT01M53.00S,2021-11-01T00:01:50.7Z,1,REGULAR,3pt,Jump Shot,[],203482,30.305519053876477,66.66666666666666,1610612765,25,18,2021-11-01T00:01:59Z,1190000,-83.0,232.0,1,left,MISS K. Olynyk 24' step back 3PT,[203482],1610612765.0,DET,step back,,,Olynyk,K. Olynyk,,,,,,,,,,Missed,,,24.69,,,,,,,,,,,,
120,PT01M50.00S,2021-11-01T00:01:53.7Z,1,REGULAR,rebound,defensive,[],1628971,,,1610612751,25,18,2021-11-01T00:01:59Z,1200000,,,0,,B. Brown REBOUND (Off:0 Def:2),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,119.0,,,2.0,2.0,0.0,,,,,,,,,
121,PT01M35.00S,2021-11-01T00:02:09.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627761,92.85479632063075,53.67647058823529,1610612751,25,18,2021-11-01T00:02:15Z,1210000,18.0,15.0,1,right,MISS D. Bembry driving Hook,[1627761],1610612751.0,BKN,driving,,,Bembry,D. Bembry,,,,,,,,,,Missed,,,2.36,,,,,,,,,,,,
122,PT01M33.00S,2021-11-01T00:02:11.0Z,1,REGULAR,rebound,defensive,[],1628367,,,1610612765,25,18,2021-11-01T00:02:15Z,1220000,,,0,,J. Jackson REBOUND (Off:1 Def:1),[1628367],1610612765.0,DET,,,,Jackson,J. Jackson,,,,,,,,,,,121.0,,,2.0,1.0,1.0,,,,,,,,,
123,PT01M26.00S,2021-11-01T00:02:18.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628367,5.995400788436268,51.470588235294116,1610612765,25,20,2021-11-01T00:02:21Z,1230000,-7.0,4.0,1,left,J. Jackson Layup (2 PTS),[1628367],1610612765.0,DET,,,,Jackson,J. Jackson,,,,,,,,,,Made,,2.0,0.84,,,,,,,,,,,,
124,PT01M08.00S,2021-11-01T00:02:38.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203482,,,1610612751,25,20,2021-11-01T00:02:59Z,1240000,,,0,,K. Olynyk personal FOUL (2 PF) (Durant 2 FT),"[203482, 201142]",1610612765.0,DET,,,,Olynyk,K. Olynyk,,,,,1626302.0,2.0,0.0,Durant,201142.0,,,,,,,,,,,,,,,,
126,PT01M08.00S,2021-11-01T00:03:03.3Z,1,REGULAR,freethrow,1 of 2,[],201142,,,1610612751,25,20,2021-11-01T00:03:03Z,1260000,,,0,,MISS K. Durant Free Throw 1 of 2,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,Missed,,,,,,,,,,,,,,,
127,PT01M08.00S,2021-11-01T00:03:03.3Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612751,25,20,2021-11-01T00:03:03Z,1270000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,126.0,,,,,,,,,,,,,,
128,PT01M08.00S,2021-11-01T00:03:04.1Z,1,REGULAR,substitution,out,[],203924,,,1610612751,25,20,2021-11-01T00:03:10Z,1280000,,,0,,SUB out: J. Grant,[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT01M08.00S,2021-11-01T00:03:04.1Z,1,REGULAR,substitution,in,[],1628402,,,1610612751,25,20,2021-11-01T00:03:10Z,1290000,,,0,,SUB in: F. Jackson,[1628402],1610612765.0,DET,,,,Jackson,F. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT01M08.00S,2021-11-01T00:03:21.5Z,1,REGULAR,freethrow,2 of 2,[],201142,,,1610612751,26,20,2021-11-01T00:03:21Z,1300000,,,0,,K. Durant Free Throw 2 of 2 (9 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,Made,,9.0,,,,,,,,,,,,,
131,PT00M49.90S,2021-11-01T00:03:41.1Z,1,REGULAR,3pt,Jump Shot,[],1628367,30.831143232588698,30.88235294117647,1610612765,26,23,2021-11-01T00:03:46Z,1310000,96.0,237.0,1,left,J. Jackson 25' 3PT  (5 PTS) (T. Lyles 2 AST),"[1628367, 1626168]",1610612765.0,DET,,,,Jackson,J. Jackson,,,,,,,,,,Made,,5.0,25.58,,,,T. Lyles,1626168.0,2.0,,,,,,
133,PT00M38.70S,2021-11-01T00:03:57.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],200746,88.12417871222075,44.36274509803921,1610612751,28,23,2021-11-01T00:04:15Z,1330000,-28.0,59.0,1,right,L. Aldridge 6' turnaround Hook (4 PTS) (K. Durant 1 AST),"[200746, 201142]",1610612751.0,BKN,turnaround,,,Aldridge,L. Aldridge,,,,,,,,,,Made,,4.0,6.55,,,,K. Durant,201142.0,1.0,,,,,,
134,PT00M29.40S,2021-11-01T00:04:09.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202709,5.995400788436268,46.07843137254902,1610612765,28,25,2021-11-01T00:04:44Z,1340000,20.0,4.0,1,left,C. Joseph driving Layup (5 PTS),[202709],1610612765.0,DET,driving,,,Joseph,C. Joseph,,,,,,,,,,Made,,5.0,2.0,,,,,,,,,,,,
136,PT00M07.20S,2021-11-01T00:04:33.2Z,1,REGULAR,2pt,Jump Shot,[],201988,81.68528252299606,30.392156862745097,1610612751,28,25,2021-11-01T00:04:37Z,1350000,-98.0,120.0,1,right,MISS P. Mills 15' step back Shot,[201988],1610612751.0,BKN,step back,,,Mills,P. Mills,,,,,,,,,,Missed,,,15.47,,,,,,,,,,,,
137,PT00M04.20S,2021-11-01T00:04:36.2Z,1,REGULAR,rebound,defensive,[],1626168,,,1610612765,28,25,2021-11-01T00:04:37Z,1360000,,,0,,T. Lyles REBOUND (Off:0 Def:2),[1626168],1610612765.0,DET,,,,Lyles,T. Lyles,,,,,,,,,,,136.0,,,2.0,2.0,0.0,,,,,,,,,
138,PT00M01.10S,2021-11-01T00:04:39.4Z,1,REGULAR,turnover,bad pass,[],1626168,,,1610612765,28,25,2021-11-01T00:04:45Z,1370000,,,0,,T. Lyles bad pass TURNOVER (1 TO),"[1626168, 1627761]",1610612765.0,DET,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,1.0,Bembry,1627761.0,,,
139,PT00M01.10S,2021-11-01T00:04:39.4Z,1,REGULAR,steal,,[],1627761,,,1610612751,28,25,2021-11-01T00:04:42Z,1380000,,,0,,D. Bembry STEAL (1 STL),[1627761],1610612751.0,BKN,,,,Bembry,D. Bembry,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT00M00.00S,2021-11-01T00:04:44.7Z,1,REGULAR,period,end,[],0,,,1610612751,28,25,2021-11-01T00:04:44Z,1390000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT12M00.00S,2021-11-01T00:05:51.8Z,2,REGULAR,substitution,out,['startperiod'],201142,,,1610612751,28,25,2021-11-01T00:07:05Z,1400000,,,0,,SUB out: K. Durant,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT12M00.00S,2021-11-01T00:05:51.8Z,2,REGULAR,substitution,out,['startperiod'],203482,,,1610612751,28,25,2021-11-01T00:07:05Z,1410000,,,0,,SUB out: K. Olynyk,[203482],1610612765.0,DET,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT12M00.00S,2021-11-01T00:05:51.8Z,2,REGULAR,substitution,in,['startperiod'],1628975,,,1610612751,28,25,2021-11-01T00:07:05Z,1420000,,,0,,SUB in: J. Carter,[1628975],1610612751.0,BKN,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT12M00.00S,2021-11-01T00:05:51.8Z,2,REGULAR,substitution,in,['startperiod'],1630191,,,1610612751,28,25,2021-11-01T00:07:05Z,1430000,,,0,,SUB in: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT12M00.00S,2021-11-01T00:07:25.6Z,2,REGULAR,period,start,[],0,,,1610612765,28,25,2021-11-01T00:07:25Z,1440000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT11M46.00S,2021-11-01T00:07:39.3Z,2,REGULAR,3pt,Jump Shot,[],1628367,16.245072273324574,3.9215686274509802,1610612765,28,28,2021-11-01T00:07:48Z,1450000,230.0,100.0,1,left,J. Jackson 25' 3PT step back (8 PTS),[1628367],1610612765.0,DET,step back,,,Jackson,J. Jackson,,,,,,,,,,Made,,8.0,25.12,,,,,,,,,,,,
147,PT11M32.00S,2021-11-01T00:07:52.5Z,2,REGULAR,2pt,Jump Shot,[],201988,72.48685939553219,37.5,1610612751,30,28,2021-11-01T00:07:57Z,1460000,-62.0,206.0,1,right,P. Mills 21' pullup Jump Shot (2 PTS),[201988],1610612751.0,BKN,pullup,,,Mills,P. Mills,,,,,,,,,,Made,,2.0,21.54,,,,,,,,,,,,
148,PT11M14.00S,2021-11-01T00:08:10.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630191,5.732588699080158,51.470588235294116,1610612765,30,30,2021-11-01T00:08:15Z,1470000,-7.0,1.0,1,left,I. Stewart Layup (2 PTS) (J. Jackson 2 AST),"[1630191, 1628367]",1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,Made,,2.0,0.75,,,,J. Jackson,1628367.0,2.0,,,,,,
149,PT11M02.00S,2021-11-01T00:08:25.1Z,2,REGULAR,foul,personal,['2freethrow'],1628367,,,1610612751,30,30,2021-11-01T00:08:30Z,1480000,,,0,,J. Jackson shooting personal FOUL (1 PF) (Bembry 2 FT),"[1628367, 1627761]",1610612765.0,DET,shooting,,,Jackson,J. Jackson,,,,,1626302.0,1.0,0.0,Bembry,1627761.0,,,,,,,,,,,,,,,,
151,PT11M02.00S,2021-11-01T00:08:49.6Z,2,REGULAR,freethrow,1 of 2,[],1627761,,,1610612751,31,30,2021-11-01T00:08:49Z,1500000,,,0,,D. Bembry Free Throw 1 of 2 (3 PTS),[1627761],1610612751.0,BKN,,,,Bembry,D. Bembry,,,,,,,,,,Made,,3.0,,,,,,,,,,,,,
152,PT11M02.00S,2021-11-01T00:09:02.8Z,2,REGULAR,freethrow,2 of 2,[],1627761,,,1610612751,32,30,2021-11-01T00:09:02Z,1510000,,,0,,D. Bembry Free Throw 2 of 2 (4 PTS),[1627761],1610612751.0,BKN,,,,Bembry,D. Bembry,,,,,,,,,,Made,,4.0,,,,,,,,,,,,,
153,PT10M40.00S,2021-11-01T00:09:26.4Z,2,REGULAR,2pt,Jump Shot,[],1628367,5.863994743758213,12.990196078431374,1610612765,32,32,2021-11-01T00:09:30Z,1520000,185.0,3.0,1,left,J. Jackson 18' pullup Jump Shot (10 PTS) (C. Joseph 1 AST),"[1628367, 202709]",1610612765.0,DET,pullup,,,Jackson,J. Jackson,,,,,,,,,,Made,,10.0,18.5,,,,C. Joseph,202709.0,1.0,,,,,,
154,PT10M28.00S,2021-11-01T00:09:38.0Z,2,REGULAR,2pt,Jump Shot,[],201988,75.50919842312747,62.5,1610612751,32,32,2021-11-01T00:09:43Z,1530000,62.0,178.0,1,right,MISS P. Mills 18' pullup Shot,[201988],1610612751.0,BKN,pullup,,,Mills,P. Mills,,,,,,,,,,Missed,,,18.84,,,,,,,,,,,,
155,PT10M26.00S,2021-11-01T00:09:41.2Z,2,REGULAR,rebound,offensive,[],200746,,,1610612751,32,32,2021-11-01T00:09:41Z,1540000,,,0,,L. Aldridge REBOUND (Off:1 Def:0),[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,,,,154.0,,,1.0,0.0,1.0,,,,,,,,,
156,PT10M20.00S,2021-11-01T00:09:46.5Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],200746,84.1819973718791,75.49019607843137,1610612751,34,32,2021-11-01T00:09:50Z,1550000,127.0,96.0,1,right,L. Aldridge 15' Jump Shot (6 PTS) (P. Mills 1 AST),"[200746, 201988]",1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,,,Made,,6.0,15.97,,,,P. Mills,201988.0,1.0,,,,,,
158,PT10M09.00S,2021-11-01T00:09:57.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628367,12.959921156373195,48.28431372549019,1610612765,34,32,2021-11-01T00:10:03Z,1570000,9.0,69.0,1,left,MISS J. Jackson 6' fadeaway Shot,[1628367],1610612765.0,DET,fadeaway,,,Jackson,J. Jackson,,,,,,,,,,Missed,,,6.98,,,,,,,,,,,,
159,PT10M06.00S,2021-11-01T00:10:00.9Z,2,REGULAR,rebound,defensive,[],1628971,,,1610612751,34,32,2021-11-01T00:10:03Z,1580000,,,0,,B. Brown REBOUND (Off:0 Def:3),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,158.0,,,3.0,3.0,0.0,,,,,,,,,
160,PT09M58.00S,2021-11-01T00:10:09.3Z,2,REGULAR,3pt,Jump Shot,[],1627761,76.5604467805519,87.99019607843137,1610612751,37,32,2021-11-01T00:10:15Z,1590000,190.0,168.0,1,right,D. Bembry 25' 3PT  (7 PTS) (P. Mills 2 AST),"[1627761, 201988]",1610612751.0,BKN,,,,Bembry,D. Bembry,,,,,,,,,,Made,,7.0,25.35,,,,P. Mills,201988.0,2.0,,,,,,
162,PT09M42.00S,2021-11-01T00:10:25.3Z,2,REGULAR,turnover,lost ball,[],202709,,,1610612765,37,32,2021-11-01T00:10:30Z,1610000,,,0,,C. Joseph lost ball TURNOVER (1 TO),"[202709, 1627761]",1610612765.0,DET,,,,Joseph,C. Joseph,,,,,,,,,,,,,,,,,,,,1.0,Bembry,1627761.0,,,
163,PT09M42.00S,2021-11-01T00:10:25.3Z,2,REGULAR,steal,,[],1627761,,,1610612751,37,32,2021-11-01T00:17:45Z,1620000,,,0,,D. Bembry STEAL (2 STL),[1627761],1610612751.0,BKN,,,,Bembry,D. Bembry,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT09M37.00S,2021-11-01T00:10:29.5Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1628975,94.43166885676742,4.166666666666666,1610612751,40,32,2021-11-01T00:10:35Z,1630000,-229.0,0.0,1,right,J. Carter 3PT  (3 PTS) (D. Bembry 1 AST),"[1628975, 1627761]",1610612751.0,BKN,,,,Carter,J. Carter,,,,,,,,,,Made,,3.0,22.92,,,,D. Bembry,1627761.0,1.0,,,,,,
166,PT09M36.00S,2021-11-01T00:10:42.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,40,32,2021-11-01T00:10:42Z,1650000,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT09M36.00S,2021-11-01T00:10:43.9Z,2,REGULAR,substitution,out,[],201988,,,1610612765,40,32,2021-11-01T00:12:42Z,1660000,,,0,,SUB out: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT09M36.00S,2021-11-01T00:10:43.9Z,2,REGULAR,substitution,in,[],201949,,,1610612765,40,32,2021-11-01T00:12:42Z,1670000,,,0,,SUB in: J. Johnson,[201949],1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT09M23.00S,2021-11-01T00:13:51.0Z,2,REGULAR,turnover,out-of-bounds,[],1628402,,,1610612765,40,32,2021-11-01T00:13:58Z,1680000,,,0,,F. Jackson lost ball out-of-bounds TURNOVER (1 TO),[1628402],1610612765.0,DET,lost ball,,,Jackson,F. Jackson,,,,,1626302.0,,,,,,,,,,,,,,,1.0,,,,,
171,PT09M05.00S,2021-11-01T00:14:13.7Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",200746,89.70105124835742,50.73529411764706,1610612751,42,32,2021-11-01T00:19:11Z,1690000,4.0,44.0,1,right,L. Aldridge Hook (8 PTS),[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,,,Made,,8.0,4.45,,,,,,,,,,,,
172,PT08M43.00S,2021-11-01T00:14:35.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202709,13.354139290407357,64.4607843137255,1610612765,42,32,2021-11-01T00:14:41Z,1700000,-72.0,73.0,1,left,MISS C. Joseph 10' floating Shot,[202709],1610612765.0,DET,floating,,,Joseph,C. Joseph,,,,,,,,,,Missed,,,10.27,,,,,,,,,,,,
173,PT08M40.00S,2021-11-01T00:14:38.7Z,2,REGULAR,rebound,offensive,[],1626168,,,1610612765,42,32,2021-11-01T00:14:41Z,1710000,,,0,,T. Lyles REBOUND (Off:1 Def:2),[1626168],1610612765.0,DET,,,,Lyles,T. Lyles,,,,,,,,,,,172.0,,,3.0,2.0,1.0,,,,,,,,,
174,PT08M36.00S,2021-11-01T00:14:43.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626168,5.338370565045992,46.32352941176471,1610612765,42,34,2021-11-01T00:20:05Z,1720000,18.0,-2.0,1,left,T. Lyles Layup (2 PTS),[1626168],1610612765.0,DET,,,,Lyles,T. Lyles,,,,,,,,,,Made,,2.0,1.85,,,,,,,,,,,,
175,PT08M15.00S,2021-11-01T00:15:03.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628971,87.33574244415243,48.28431372549019,1610612751,42,34,2021-11-01T00:15:08Z,1730000,-9.0,67.0,1,right,MISS B. Brown 6' floating Shot - blocked,"[1628971, 1628367]",1610612751.0,BKN,floating,,,Brown,B. Brown,,,,,,,,,,Missed,,,6.71,,,,,,,,,,Jackson,1628367.0,
176,PT08M15.00S,2021-11-01T00:15:03.5Z,2,REGULAR,block,,[],1628367,,,1610612751,42,34,2021-11-01T00:15:06Z,1740000,,,0,,J. Jackson BLOCK (1 BLK),[1628367],1610612765.0,DET,,,,Jackson,J. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT08M12.00S,2021-11-01T00:15:06.5Z,2,REGULAR,rebound,defensive,[],1628402,,,1610612765,42,34,2021-11-01T00:15:08Z,1750000,,,0,,F. Jackson REBOUND (Off:0 Def:1),[1628402],1610612765.0,DET,,,,Jackson,F. Jackson,,,,,,,,,,,175.0,,,1.0,1.0,0.0,,,,,,,,,
178,PT08M09.00S,2021-11-01T00:15:16.8Z,2,REGULAR,foul,personal,[],201949,,,1610612765,42,34,2021-11-01T00:15:43Z,1760000,,,0,,J. Johnson personal FOUL (1 PF),"[201949, 1628367]",1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,202053.0,1.0,0.0,Jackson,1628367.0,,,,,,,,,,,,,,,,
180,PT08M09.00S,2021-11-01T00:15:24.1Z,2,REGULAR,substitution,out,[],1628971,,,1610612765,42,34,2021-11-01T00:15:42Z,1780000,,,0,,SUB out: B. Brown,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
