actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
542,PT11M26.00S,2021-10-24T21:49:29.8Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",201988,32.933639947437584,33.57843137254902,1610612751,78,79,2021-10-24T21:49:37Z,5260000,82.0,257.0,1,left,MISS P. Mills 26' running 3PT,[201988],1610612751.0,BKN,running,,,Mills,P. Mills,,,,,26.99,Missed,,,,,,,,,,,,,,,,,,
543,PT11M24.00S,2021-10-24T21:49:31.8Z,4,REGULAR,rebound,defensive,[],1628970,,,1610612766,78,79,2021-10-24T21:49:37Z,5270000,,,0,,M. Bridges REBOUND (Off:2 Def:4),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,542.0,6.0,4.0,2.0,,,,,,,,,,,,
544,PT11M14.00S,2021-10-24T21:49:42.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202397,86.67871222076215,40.19607843137255,1610612766,78,79,2021-10-24T21:49:48Z,5280000,-49.0,73.0,1,right,MISS I. Smith 8' turnaround Shot,[202397],1610612766.0,CHA,turnaround,,,Smith,I. Smith,,,,,8.77,Missed,,,,,,,,,,,,,,,,,,
545,PT11M10.00S,2021-10-24T21:49:46.3Z,4,REGULAR,rebound,defensive,[],201935,,,1610612751,78,79,2021-10-24T21:49:48Z,5290000,,,0,,J. Harden REBOUND (Off:0 Def:5),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,544.0,5.0,5.0,0.0,,,,,,,,,,,,
546,PT10M56.00S,2021-10-24T21:49:59.8Z,4,REGULAR,turnover,bad pass,[],1628971,,,1610612751,78,79,2021-10-24T21:50:07Z,5300000,,,0,,B. Brown bad pass TURNOVER (1 TO),"[1628971, 203486]",1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,1.0,Plumlee,203486.0
547,PT10M56.00S,2021-10-24T21:49:59.8Z,4,REGULAR,steal,,[],203486,,,1610612766,78,79,2021-10-24T21:50:07Z,5310000,,,0,,M. Plumlee STEAL (3 STL),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,
548,PT10M47.00S,2021-10-24T21:50:08.6Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1628970,67.36202365308804,63.48039215686274,1610612766,78,82,2021-10-24T21:50:19Z,5320000,67.0,254.0,1,right,M. Bridges 26' 3PT  (32 PTS) (G. Hayward 5 AST),"[1628970, 202330]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,26.31,Made,,,,,,,,,,,,32.0,G. Hayward,202330.0,5.0,,,
550,PT10M31.00S,2021-10-24T21:50:24.6Z,4,REGULAR,2pt,Jump Shot,[],201988,21.632720105124836,67.64705882352942,1610612751,78,82,2021-10-24T21:50:31Z,5340000,-88.0,151.0,1,left,MISS P. Mills 17' Jump Shot,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,17.47,Missed,,,,,,,,,,,,,,,,,,
551,PT10M27.00S,2021-10-24T21:50:28.4Z,4,REGULAR,rebound,offensive,[],200746,,,1610612751,78,82,2021-10-24T21:50:28Z,5350000,,,0,,L. Aldridge REBOUND (Off:3 Def:5),[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,,550.0,8.0,5.0,3.0,,,,,,,,,,,,
552,PT10M26.00S,2021-10-24T21:50:29.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",200746,5.469776609724048,49.01960784313725,1610612751,78,82,2021-10-24T21:50:34Z,5360000,5.0,-1.0,1,left,MISS L. Aldridge putback Layup,[200746],1610612751.0,BKN,putback,,,Aldridge,L. Aldridge,,,,,0.5,Missed,,,,,,,,,,,,,,,,,,
554,PT10M26.00S,2021-10-24T21:50:29.2Z,4,REGULAR,rebound,defensive,[],1628998,,,1610612766,78,82,2021-10-24T21:50:34Z,5380000,,,0,,C. Martin REBOUND (Off:0 Def:3),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,552.0,3.0,3.0,0.0,,,,,,,,,,,,
555,PT10M21.00S,2021-10-24T21:50:35.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628998,94.69448094612353,50.0,1610612766,78,82,2021-10-24T21:50:42Z,5390000,0.0,-3.0,1,right,MISS C. Martin driving Layup,[1628998],1610612766.0,CHA,driving,,,Martin,C. Martin,,,,,0.26,Missed,,,,,,,,,,,,,,,,,,
556,PT10M18.00S,2021-10-24T21:50:38.0Z,4,REGULAR,rebound,defensive,[],1628971,,,1610612751,78,82,2021-10-24T21:50:42Z,5400000,,,0,,B. Brown REBOUND (Off:0 Def:3),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,555.0,3.0,3.0,0.0,,,,,,,,,,,,
557,PT10M15.00S,2021-10-24T21:50:46.7Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,78,82,2021-10-24T21:50:46Z,5410000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,PT10M15.00S,2021-10-24T21:50:51.0Z,4,REGULAR,substitution,out,[],1628971,,,1610612751,78,82,2021-10-24T21:51:02Z,5420000,,,0,,SUB out: B. Brown,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,
559,PT10M15.00S,2021-10-24T21:50:51.0Z,4,REGULAR,substitution,out,[],200746,,,1610612751,78,82,2021-10-24T21:51:02Z,5430000,,,0,,SUB out: L. Aldridge,[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,,,,,,,,,,,,,,,,,
560,PT10M15.00S,2021-10-24T21:50:51.0Z,4,REGULAR,substitution,in,[],1628975,,,1610612751,78,82,2021-10-24T21:51:02Z,5440000,,,0,,SUB in: J. Carter,[1628975],1610612751.0,BKN,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,
561,PT10M15.00S,2021-10-24T21:50:51.0Z,4,REGULAR,substitution,in,[],1629651,,,1610612751,78,82,2021-10-24T21:51:02Z,5450000,,,0,,SUB in: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,
562,PT10M09.00S,2021-10-24T21:51:18.8Z,4,REGULAR,3pt,Jump Shot,[],201988,31.882391590013142,50.98039215686274,1610612751,81,82,2021-10-24T21:51:26Z,5460000,-5.0,247.0,1,left,P. Mills 24' 3PT  (5 PTS),[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,24.72,Made,,,,,,,,,,,,5.0,,,,,,
563,PT09M55.00S,2021-10-24T21:51:31.7Z,4,REGULAR,2pt,Jump Shot,[],202397,76.69185282522996,70.09803921568627,1610612766,81,84,2021-10-24T21:51:38Z,5470000,100.0,167.0,1,right,I. Smith 19' pullup Jump Shot (6 PTS),[202397],1610612766.0,CHA,pullup,,,Smith,I. Smith,,,,,19.46,Made,,,,,,,,,,,,6.0,,,,,,
564,PT09M46.00S,2021-10-24T21:51:41.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201935,10.5946123521682,62.00980392156863,1610612751,83,84,2021-10-24T21:51:46Z,5480000,-60.0,47.0,1,left,J. Harden 7' driving bank Jump Shot (13 PTS),[201935],1610612751.0,BKN,driving bank,,,Harden,J. Harden,,,,,7.63,Made,,,,,,,,,,,,13.0,,,,,,
565,PT09M27.00S,2021-10-24T21:52:02.8Z,4,REGULAR,foul,personal,[],203925,,,1610612766,83,84,2021-10-24T21:52:47Z,5490000,,,0,,J. Harris personal FOUL (5 PF),"[203925, 202330]",1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,,,1148.0,5.0,0.0,Hayward,202330.0,,,,,,,
567,PT09M27.00S,2021-10-24T21:52:11.9Z,4,REGULAR,substitution,out,[],203486,,,1610612766,83,84,2021-10-24T21:52:16Z,5510000,,,0,,SUB out: M. Plumlee,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,
568,PT09M27.00S,2021-10-24T21:52:11.9Z,4,REGULAR,substitution,in,[],1629023,,,1610612766,83,84,2021-10-24T21:52:16Z,5520000,,,0,,SUB in: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,
569,PT09M27.00S,2021-10-24T21:52:19.0Z,4,REGULAR,substitution,out,[],203925,,,1610612766,83,84,2021-10-24T21:52:25Z,5530000,,,0,,SUB out: J. Harris,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,,,,,,,
570,PT09M27.00S,2021-10-24T21:52:19.0Z,4,REGULAR,substitution,in,[],1628971,,,1610612766,83,84,2021-10-24T21:52:25Z,5540000,,,0,,SUB in: B. Brown,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,
571,PT09M21.00S,2021-10-24T21:52:36.3Z,4,REGULAR,2pt,Jump Shot,[],202330,76.82325886990802,67.8921568627451,1610612766,83,86,2021-10-24T21:52:41Z,5550000,89.0,165.0,1,right,G. Hayward 18' pullup Jump Shot (6 PTS),[202330],1610612766.0,CHA,pullup,,,Hayward,G. Hayward,,,,,18.81,Made,,,,,,,,,,,,6.0,,,,,,
572,PT09M07.00S,2021-10-24T21:52:53.2Z,4,REGULAR,foul,personal,[],1628998,,,1610612751,83,86,2021-10-24T21:53:02Z,5560000,,,0,,C. Martin personal FOUL (1 PF),"[1628998, 1629651]",1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,1148.0,1.0,0.0,Claxton,1629651.0,,,,,,,
574,PT08M56.00S,2021-10-24T21:53:18.7Z,4,REGULAR,3pt,Jump Shot,[],201935,25.18068331143233,83.82352941176471,1610612751,83,86,2021-10-24T22:26:04Z,5580000,-169.0,184.0,1,left,MISS J. Harden 25' step back 3PT,[201935],1610612751.0,BKN,step back,,,Harden,J. Harden,,,,,25.0,Missed,,,,,,,,,,,,,,,,,,
575,PT08M53.00S,2021-10-24T21:53:21.7Z,4,REGULAR,rebound,defensive,[],1628970,,,1610612766,83,86,2021-10-24T21:53:24Z,5590000,,,0,,M. Bridges REBOUND (Off:2 Def:5),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,574.0,7.0,5.0,2.0,,,,,,,,,,,,
576,PT08M46.00S,2021-10-24T21:53:28.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202397,83.39356110381078,49.754901960784316,1610612766,83,88,2021-10-24T21:53:33Z,5600000,-1.0,104.0,1,right,I. Smith 10' turnaround Jump Shot (8 PTS),[202397],1610612766.0,CHA,turnaround,,,Smith,I. Smith,,,,,10.36,Made,,,,,,,,,,,,8.0,,,,,,
577,PT08M27.00S,2021-10-24T21:53:47.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201935,12.434296977660972,37.99019607843137,1610612751,83,88,2021-10-24T21:53:53Z,5610000,60.0,64.0,1,left,MISS J. Harden 8' driving bank Shot,[201935],1610612751.0,BKN,driving bank,,,Harden,J. Harden,,,,,8.8,Missed,,,,,,,,,,,,,,,,,,
578,PT08M24.00S,2021-10-24T21:53:50.3Z,4,REGULAR,rebound,offensive,[],1628971,,,1610612751,83,88,2021-10-24T21:53:53Z,5620000,,,0,,B. Brown REBOUND (Off:1 Def:3),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,577.0,4.0,3.0,1.0,,,,,,,,,,,,
579,PT08M24.00S,2021-10-24T21:53:50.6Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1628971,5.590000152587891,50.0,1610612751,83,88,2021-10-24T21:53:56Z,5630000,0.0,0.0,1,left,MISS B. Brown tip Layup,[1628971],1610612751.0,BKN,tip,,,Brown,B. Brown,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
580,PT08M24.00S,2021-10-24T21:53:50.6Z,4,REGULAR,rebound,offensive,[],201935,,,1610612751,83,88,2021-10-24T21:54:09Z,5640000,,,0,,J. Harden REBOUND (Off:1 Def:5),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,579.0,6.0,5.0,1.0,,,,,,,,,,,,
581,PT08M19.00S,2021-10-24T21:53:54.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201935,7.835085413929041,42.64705882352941,1610612751,85,88,2021-10-24T21:53:58Z,5650000,37.0,21.0,1,left,J. Harden putback Layup (15 PTS),[201935],1610612751.0,BKN,putback,,,Harden,J. Harden,,,,,4.24,Made,,,,,,,,,,,,15.0,,,,,,
582,PT08M17.00S,2021-10-24T21:53:57.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],202330,94.43166885676742,48.77450980392157,1610612766,85,90,2021-10-24T21:54:24Z,5660000,-6.0,0.0,1,right,G. Hayward running Layup (8 PTS) (I. Smith 1 AST),"[202330, 202397]",1610612766.0,CHA,running,,,Hayward,G. Hayward,,,,,0.61,Made,,,,,,,,,,,,8.0,I. Smith,202397.0,1.0,,,
584,PT08M04.00S,2021-10-24T21:54:12.6Z,4,REGULAR,foul,personal,['2freethrow'],1629023,,,1610612751,85,90,2021-10-24T21:54:29Z,5680000,,,0,,P. Washington shooting personal FOUL (2 PF) (Claxton 2 FT),"[1629023, 1629651]",1610612766.0,CHA,shooting,,,Washington,P. Washington,,,,,,,,,,,,,1204.0,2.0,0.0,Claxton,1629651.0,,,,,,,
586,PT08M04.00S,2021-10-24T21:54:38.6Z,4,REGULAR,freethrow,1 of 2,[],1629651,,,1610612751,85,90,2021-10-24T21:54:38Z,5700000,,,0,,MISS N. Claxton Free Throw 1 of 2,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,Missed,,,,,,,,,,,,,,,,,,
587,PT08M04.00S,2021-10-24T21:54:38.6Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612751,85,90,2021-10-24T21:54:38Z,5710000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,586.0,,,,,,,,,,,,,,,
588,PT08M04.00S,2021-10-24T21:54:52.6Z,4,REGULAR,freethrow,2 of 2,[],1629651,,,1610612751,86,90,2021-10-24T21:54:52Z,5720000,,,0,,N. Claxton Free Throw 2 of 2 (5 PTS),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,Made,,,,,,,,,,,,5.0,,,,,,
589,PT07M51.00S,2021-10-24T21:55:09.4Z,4,REGULAR,foul,offensive,[],202330,,,1610612766,86,90,2021-10-24T21:55:19Z,5730000,,,0,,G. Hayward offensive FOUL (3 PF),"[202330, 1629651]",1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,1148.0,3.0,0.0,Claxton,1629651.0,,,,,,,
591,PT07M51.00S,2021-10-24T21:55:09.4Z,4,REGULAR,turnover,offensive foul,[],202330,,,1610612766,86,90,2021-10-24T21:55:09Z,5750000,,,0,,G. Hayward offensive foul TURNOVER (5 TO),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,1148.0,,,,,,,,,5.0,,
592,PT07M51.00S,2021-10-24T21:55:17.1Z,4,REGULAR,substitution,out,[],1629651,,,1610612751,86,90,2021-10-24T21:55:21Z,5760000,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,
593,PT07M51.00S,2021-10-24T21:55:17.1Z,4,REGULAR,substitution,in,[],201142,,,1610612751,86,90,2021-10-24T21:55:21Z,5770000,,,0,,SUB in: K. Durant,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,
594,PT07M38.00S,2021-10-24T21:55:42.3Z,4,REGULAR,foul,offensive,[],201935,,,1610612751,86,90,2021-10-24T21:56:00Z,5780000,,,0,,J. Harden charge offensive FOUL (4 PF),"[201935, 1628998]",1610612751.0,BKN,charge,,,Harden,J. Harden,,,,,,,,,,,,,1627529.0,4.0,0.0,Martin,1628998.0,,,,,,,
596,PT07M38.00S,2021-10-24T21:55:42.3Z,4,REGULAR,turnover,offensive foul,[],201935,,,1610612751,86,90,2021-10-24T21:55:42Z,5800000,,,0,,J. Harden offensive foul TURNOVER (7 TO),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,1627529.0,,,,,,,,,7.0,,
597,PT07M27.00S,2021-10-24T21:56:08.0Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],202397,75.64060446780552,40.68627450980392,1610612766,86,92,2021-10-24T21:56:12Z,5810000,-47.0,176.0,1,right,I. Smith 18' pullup Jump Shot (10 PTS),[202397],1610612766.0,CHA,pullup,,,Smith,I. Smith,,,,,18.25,Made,,,,,,,,,,,,10.0,,,,,,
598,PT07M14.00S,2021-10-24T21:56:25.6Z,4,REGULAR,foul,offensive,[],201935,,,1610612751,86,92,2021-10-24T21:56:37Z,5820000,,,0,,J. Harden charge offensive FOUL (5 PF),"[201935, 1628998]",1610612751.0,BKN,charge,,,Harden,J. Harden,,,,,,,,,,,,,1148.0,5.0,0.0,Martin,1628998.0,,,,,,,
600,PT07M14.00S,2021-10-24T21:56:25.6Z,4,REGULAR,turnover,offensive foul,[],201935,,,1610612751,86,92,2021-10-24T21:56:25Z,5840000,,,0,,J. Harden offensive foul TURNOVER (8 TO),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,1148.0,,,,,,,,,8.0,,
601,PT07M14.00S,2021-10-24T21:56:39.6Z,4,REGULAR,substitution,out,[],201935,,,1610612766,86,92,2021-10-24T21:56:43Z,5850000,,,0,,SUB out: J. Harden,[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,
602,PT07M14.00S,2021-10-24T21:56:39.6Z,4,REGULAR,substitution,in,[],203925,,,1610612766,86,92,2021-10-24T21:56:43Z,5860000,,,0,,SUB in: J. Harris,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,,,,,,,
603,PT07M01.00S,2021-10-24T21:56:56.5Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1628998,93.51182654402102,50.245098039215684,1610612766,86,94,2021-10-24T21:57:01Z,5870000,1.0,8.0,1,right,C. Martin cutting DUNK (6 PTS) (I. Smith 2 AST),"[1628998, 202397]",1610612766.0,CHA,cutting,,,Martin,C. Martin,,,,,0.86,Made,,,,,,,,,,,,6.0,I. Smith,202397.0,2.0,,,
605,PT06M53.00S,2021-10-24T21:57:07.4Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,86,94,2021-10-24T21:57:07Z,5890000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,PT06M53.00S,2021-10-24T21:57:10.6Z,4,REGULAR,substitution,out,[],202330,,,1610612751,86,94,2021-10-24T21:59:21Z,5900000,,,0,,SUB out: G. Hayward,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,
607,PT06M53.00S,2021-10-24T21:57:10.6Z,4,REGULAR,substitution,in,[],1626162,,,1610612751,86,94,2021-10-24T21:59:21Z,5910000,,,0,,SUB in: K. Oubre Jr.,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,
608,PT06M44.00S,2021-10-24T22:00:11.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],201988,5.075558475689881,49.754901960784316,1610612751,86,94,2021-10-24T22:00:19Z,5920000,1.0,-5.0,1,left,MISS P. Mills cutting Layup - blocked,"[201988, 202397]",1610612751.0,BKN,cutting,,,Mills,P. Mills,,,,,0.49,Missed,Smith,202397.0,,,,,,,,,,,,,,,,
609,PT06M44.00S,2021-10-24T22:00:11.6Z,4,REGULAR,block,,[],202397,,,1610612751,86,94,2021-10-24T22:01:47Z,5930000,,,0,,I. Smith BLOCK (1 BLK),[202397],1610612766.0,CHA,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,
610,PT06M44.00S,2021-10-24T22:00:11.6Z,4,REGULAR,rebound,defensive,[],1629023,,,1610612766,86,94,2021-10-24T22:01:47Z,5940000,,,0,,P. Washington REBOUND (Off:0 Def:4),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,608.0,4.0,4.0,0.0,,,,,,,,,,,,
611,PT06M34.00S,2021-10-24T22:00:21.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202397,83.04862023653088,63.99356617647059,1610612766,86,94,2021-10-24T22:00:52Z,5950000,70.0,107.0,1,right,MISS I. Smith 12' floating Shot - blocked,"[202397, 1628971]",1610612766.0,CHA,floating,,,Smith,I. Smith,,,,,12.77,Missed,Brown,1628971.0,,,,,,,,,,,,,,,,
612,PT06M34.00S,2021-10-24T22:00:21.4Z,4,REGULAR,block,,[],1628971,,,1610612766,86,94,2021-10-24T22:00:24Z,5960000,,,0,,B. Brown BLOCK (2 BLK),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,
613,PT06M31.00S,2021-10-24T22:00:24.4Z,4,REGULAR,rebound,offensive,[],1628970,,,1610612766,86,94,2021-10-24T22:00:26Z,5970000,,,0,,M. Bridges REBOUND (Off:3 Def:5),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,611.0,8.0,5.0,3.0,,,,,,,,,,,,
614,PT06M30.00S,2021-10-24T22:00:26.6Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1626162,72.61826544021025,81.86274509803921,1610612766,86,94,2021-10-24T22:00:30Z,5980000,159.0,205.0,1,right,MISS K. Oubre Jr. 25' 3PT,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,25.95,Missed,,,,,,,,,,,,,,,,,,
615,PT06M27.00S,2021-10-24T22:00:29.6Z,4,REGULAR,rebound,defensive,[],1628971,,,1610612751,86,94,2021-10-24T22:00:30Z,5990000,,,0,,B. Brown REBOUND (Off:1 Def:4),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,614.0,5.0,4.0,1.0,,,,,,,,,,,,
616,PT06M20.00S,2021-10-24T22:00:36.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,20.318659658344284,42.8921568627451,1610612751,88,94,2021-10-24T22:00:41Z,6000000,36.0,138.0,1,left,K. Durant 14' pullup Jump Shot (31 PTS),[201142],1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,14.3,Made,,,,,,,,,,,,31.0,,,,,,
617,PT06M00.00S,2021-10-24T22:00:55.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,94.1688567674113,45.588235294117645,1610612766,88,94,2021-10-24T22:01:03Z,6010000,-22.0,2.0,1,right,MISS M. Bridges Layup,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,2.22,Missed,,,,,,,,,,,,,,,,,,
618,PT05M59.00S,2021-10-24T22:00:57.5Z,4,REGULAR,rebound,offensive,[],1628970,,,1610612766,88,94,2021-10-24T22:00:57Z,6020000,,,0,,M. Bridges REBOUND (Off:4 Def:5),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,617.0,9.0,5.0,4.0,,,,,,,,,,,,
619,PT05M55.00S,2021-10-24T22:01:01.3Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],202397,78.40013140604468,28.186274509803923,1610612766,88,94,2021-10-24T22:01:06Z,6030000,-109.0,151.0,1,right,MISS I. Smith 18' Jump Shot,[202397],1610612766.0,CHA,,,,Smith,I. Smith,,,,,18.59,Missed,,,,,,,,,,,,,,,,,,
620,PT05M51.00S,2021-10-24T22:01:05.3Z,4,REGULAR,rebound,defensive,[],1628971,,,1610612751,88,94,2021-10-24T22:01:06Z,6040000,,,0,,B. Brown REBOUND (Off:1 Def:5),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,619.0,6.0,5.0,1.0,,,,,,,,,,,,
621,PT05M39.00S,2021-10-24T22:01:17.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,17.16491458607096,46.568627450980394,1610612751,88,94,2021-10-24T22:01:23Z,6050000,17.0,109.0,1,left,MISS K. Durant 11' Jump Shot,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,11.02,Missed,,,,,,,,,,,,,,,,,,
622,PT05M35.00S,2021-10-24T22:01:21.2Z,4,REGULAR,rebound,defensive,[],1626162,,,1610612766,88,94,2021-10-24T22:01:23Z,6060000,,,0,,K. Oubre Jr. REBOUND (Off:4 Def:5),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,621.0,9.0,5.0,4.0,,,,,,,,,,,,
623,PT05M17.00S,2021-10-24T22:01:39.7Z,4,REGULAR,3pt,Jump Shot,[],202397,68.15045992115637,38.48039215686275,1610612766,88,97,2021-10-24T22:02:07Z,6070000,-58.0,247.0,1,right,I. Smith 25' 3PT pullup (13 PTS) (K. Oubre Jr. 1 AST),"[202397, 1626162]",1610612766.0,CHA,pullup,,,Smith,I. Smith,,,,,25.35,Made,,,,,,,,,,,,13.0,K. Oubre Jr.,1626162.0,1.0,,,
624,PT04M56.00S,2021-10-24T22:01:59.6Z,4,REGULAR,3pt,Jump Shot,[],201142,31.225361366622867,37.00980392156863,1610612751,91,97,2021-10-24T22:02:05Z,6080000,65.0,241.0,1,left,K. Durant 24' 3PT pullup (34 PTS),[201142],1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,24.96,Made,,,,,,,,,,,,34.0,,,,,,
625,PT04M30.00S,2021-10-24T22:02:25.3Z,4,REGULAR,3pt,Jump Shot,[],1628998,68.41327201051249,35.53921568627451,1610612766,91,100,2021-10-24T22:02:32Z,6090000,-72.0,244.0,1,right,C. Martin 25' 3PT pullup (9 PTS),[1628998],1610612766.0,CHA,pullup,,,Martin,C. Martin,,,,,25.49,Made,,,,,,,,,,,,9.0,,,,,,
627,PT04M16.00S,2021-10-24T22:02:39.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,12.565703022339028,45.34313725490196,1610612751,93,100,2021-10-24T22:02:51Z,6100000,23.0,66.0,1,left,K. Durant 6' fadeaway Jump Shot (36 PTS),[201142],1610612751.0,BKN,fadeaway,,,Durant,K. Durant,,,,,6.96,Made,,,,,,,,,,,,36.0,,,,,,
628,PT03M55.00S,2021-10-24T22:03:00.3Z,4,REGULAR,2pt,Jump Shot,[],202397,90.22667542706965,16.666666666666664,1610612766,93,102,2021-10-24T22:03:09Z,6110000,-167.0,39.0,1,right,I. Smith 17' pullup Jump Shot (15 PTS) (C. Martin 5 AST),"[202397, 1628998]",1610612766.0,CHA,pullup,,,Smith,I. Smith,,,,,17.13,Made,,,,,,,,,,,,15.0,C. Martin,1628998.0,5.0,,,
