actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId
550,PT08M58.00S,2022-04-09T01:30:53.3Z,4,REGULAR,rebound,offensive,[],1630596,,,1610612739,92,93,2022-04-09T01:31:36Z,5490000,,,0,,E. Mobley REBOUND (Off:3 Def:3),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,549.0,6.0,3.0,3.0,,,,,,,,
551,PT08M58.00S,2022-04-09T01:30:56.9Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630596,94.40999984741211,50.0,1610612739,92,93,2022-04-09T01:31:43Z,5500000,0.0,0.0,1,right,MISS E. Mobley tip Layup,[1630596],1610612739.0,CLE,tip,,,Mobley,E. Mobley,,,,,,,,,,,0.0,Missed,,,,,,,,,,,,
552,PT08M57.00S,2022-04-09T01:30:57.9Z,4,REGULAR,rebound,offensive,[],1630596,,,1610612739,92,93,2022-04-09T01:31:43Z,5510000,,,0,,E. Mobley REBOUND (Off:4 Def:3),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,551.0,7.0,3.0,4.0,,,,,,,,
553,PT08M56.00S,2022-04-09T01:30:59.0Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630596,94.40999984741211,50.0,1610612739,92,93,2022-04-09T01:31:50Z,5520000,0.0,0.0,1,right,MISS E. Mobley tip Layup,[1630596],1610612739.0,CLE,tip,,,Mobley,E. Mobley,,,,,,,,,,,0.0,Missed,,,,,,,,,,,,
554,PT08M55.00S,2022-04-09T01:31:00.0Z,4,REGULAR,rebound,defensive,[],203083,,,1610612751,92,93,2022-04-09T01:31:50Z,5530000,,,0,,A. Drummond REBOUND (Off:2 Def:5),[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,,,,,,,553.0,7.0,5.0,2.0,,,,,,,,
555,PT08M52.00S,2022-04-09T01:31:01.4Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],201142,29.517082785808146,29.65686274509804,1610612751,95,93,2022-04-09T01:31:53Z,5540000,102.0,225.0,1,left,K. Durant 24' 3PT pullup (33 PTS) (K. Irving 7 AST),"[201142, 202681]",1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,,,,,,,24.69,Made,,,,,,,33.0,K. Irving,202681.0,7.0,,
556,PT08M51.00S,2022-04-09T01:31:08.5Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,95,93,2022-04-09T01:31:08Z,5550000,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,PT08M51.00S,2022-04-09T01:33:22.9Z,4,REGULAR,substitution,out,[],201567,,,1610612739,95,93,2022-04-09T01:33:42Z,5560000,,,0,,SUB out: K. Love,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,
559,PT08M51.00S,2022-04-09T01:33:22.9Z,4,REGULAR,substitution,out,[],200765,,,1610612739,95,93,2022-04-09T01:33:42Z,5570000,,,0,,SUB out: R. Rondo,[200765],1610612739.0,CLE,,,,Rondo,R. Rondo,,,,,,,,,,,,,,,,,,,,,,,,
560,PT08M51.00S,2022-04-09T01:33:22.9Z,4,REGULAR,substitution,in,[],1628374,,,1610612739,95,93,2022-04-09T01:33:42Z,5580000,,,0,,SUB in: L. Markkanen,[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,
561,PT08M51.00S,2022-04-09T01:33:22.9Z,4,REGULAR,substitution,in,[],1629636,,,1610612739,95,93,2022-04-09T01:33:42Z,5590000,,,0,,SUB in: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,
562,PT08M36.00S,2022-04-09T01:34:20.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629636,86.5473061760841,49.26470588235294,1610612739,95,93,2022-04-09T01:34:23Z,5600000,-4.0,74.0,1,right,MISS D. Garland 7' driving floating Shot,[1629636],1610612739.0,CLE,driving floating,,,Garland,D. Garland,,,,,,,,,,,7.41,Missed,,,,,,,,,,,,
563,PT08M34.00S,2022-04-09T01:34:22.4Z,4,REGULAR,rebound,defensive,[],203083,,,1610612751,95,93,2022-04-09T01:34:23Z,5610000,,,0,,A. Drummond REBOUND (Off:2 Def:6),[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,,,,,,,562.0,8.0,6.0,2.0,,,,,,,,
564,PT08M14.00S,2022-04-09T01:34:41.8Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],203083,8.886333771353483,44.6078431372549,1610612751,97,93,2022-04-09T01:34:46Z,5620000,27.0,31.0,1,left,A. Drummond driving DUNK (9 PTS),[203083],1610612751.0,BKN,driving,,,Drummond,A. Drummond,,,,,,,,,,,4.11,Made,,,,,,,9.0,,,,,
565,PT08M00.00S,2022-04-09T01:34:55.6Z,4,REGULAR,3pt,Jump Shot,[],1630171,91.67214191852825,97.05882352941177,1610612739,97,93,2022-04-09T01:34:58Z,5630000,235.0,26.0,1,right,MISS I. Okoro 3PT,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,23.67,Missed,,,,,,,,,,,,
566,PT07M58.00S,2022-04-09T01:34:57.6Z,4,REGULAR,rebound,defensive,[],201142,,,1610612751,97,93,2022-04-09T01:34:58Z,5640000,,,0,,K. Durant REBOUND (Off:1 Def:4),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,565.0,5.0,4.0,1.0,,,,,,,,
567,PT07M44.00S,2022-04-09T01:35:12.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630556,12.171484888304862,49.26470588235294,1610612751,97,93,2022-04-09T01:35:16Z,5650000,4.0,62.0,1,left,MISS K. Edwards 6' floating Shot,[1630556],1610612751.0,BKN,floating,,,Edwards,K. Edwards,,,,,,,,,,,6.2,Missed,,,,,,,,,,,,
568,PT07M42.00S,2022-04-09T01:35:14.5Z,4,REGULAR,rebound,defensive,[],1626224,,,1610612739,97,93,2022-04-09T01:35:16Z,5660000,,,0,,C. Osman REBOUND (Off:0 Def:2),[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,,567.0,2.0,2.0,0.0,,,,,,,,
569,PT07M32.00S,2022-04-09T01:35:24.2Z,4,REGULAR,turnover,lost ball,[],1629636,,,1610612739,97,93,2022-04-09T01:35:27Z,5670000,,,0,,D. Garland lost ball TURNOVER (2 TO),"[1629636, 202681]",1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,2.0,,,,,,,,,,,,,Irving,202681.0
570,PT07M32.00S,2022-04-09T01:35:24.2Z,4,REGULAR,steal,,[],202681,,,1610612751,97,93,2022-04-09T01:35:26Z,5680000,,,0,,K. Irving STEAL (2 STL),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,
571,PT07M29.00S,2022-04-09T01:35:28.8Z,4,REGULAR,foul,personal,['2freethrow'],1626224,,,1610612751,97,93,2022-04-09T01:35:39Z,5690000,,,0,,C. Osman shooting personal FOUL (2 PF) (Irving 2 FT),"[1626224, 202681]",1610612739.0,CLE,shooting,,,Osman,C. Osman,,,,,2715.0,2.0,1.0,Irving,202681.0,,,,,,,,,,,,,,,
573,PT07M29.00S,2022-04-09T01:36:02.2Z,4,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",202681,,,1610612751,98,93,2022-04-09T01:36:02Z,5710000,,,0,,K. Irving Free Throw 1 of 2 (15 PTS),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,Made,,,,,,,15.0,,,,,
574,PT07M29.00S,2022-04-09T01:36:03.4Z,4,REGULAR,substitution,out,[],1626224,,,1610612751,98,93,2022-04-09T01:36:05Z,5720000,,,0,,SUB out: C. Osman,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,,,,,,
575,PT07M29.00S,2022-04-09T01:36:03.4Z,4,REGULAR,substitution,in,[],1627747,,,1610612751,98,93,2022-04-09T01:36:05Z,5730000,,,0,,SUB in: C. LeVert,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,
576,PT07M29.00S,2022-04-09T01:36:26.9Z,4,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",202681,,,1610612751,99,93,2022-04-09T01:36:26Z,5740000,,,0,,K. Irving Free Throw 2 of 2 (16 PTS),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,Made,,,,,,,16.0,,,,,
577,PT07M11.00S,2022-04-09T01:36:46.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629636,86.67871222076215,49.01960784313725,1610612739,99,95,2022-04-09T01:36:48Z,5750000,-5.0,73.0,1,right,D. Garland 7' floating Jump Shot (29 PTS),[1629636],1610612739.0,CLE,floating,,,Garland,D. Garland,,,,,,,,,,,7.29,Made,,,,,,,29.0,,,,,
578,PT06M59.00S,2022-04-09T01:36:57.8Z,4,REGULAR,turnover,lost ball,[],202681,,,1610612751,99,95,2022-04-09T01:37:02Z,5760000,,,0,,K. Irving lost ball TURNOVER (2 TO),"[202681, 1630596]",1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,2.0,,,,,,,,,,,,,Mobley,1630596.0
579,PT06M59.00S,2022-04-09T01:36:57.8Z,4,REGULAR,steal,,[],1630596,,,1610612739,99,95,2022-04-09T01:37:57Z,5770000,,,0,,E. Mobley STEAL (2 STL),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,
580,PT06M55.00S,2022-04-09T01:37:02.5Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628374,90.75229960578186,42.64705882352941,1610612739,99,97,2022-04-09T01:37:08Z,5780000,-37.0,34.0,1,right,L. Markkanen running DUNK (17 PTS),[1628374],1610612739.0,CLE,running,,,Markkanen,L. Markkanen,,,,,,,,,,,5.04,Made,,,,,,,17.0,,,,,
581,PT06M51.00S,2022-04-09T01:37:12.3Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,99,97,2022-04-09T01:37:12Z,5790000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,PT06M51.00S,2022-04-09T01:38:56.9Z,4,REGULAR,substitution,out,[],1630556,,,1610612751,99,97,2022-04-09T01:39:45Z,5800000,,,0,,SUB out: K. Edwards,[1630556],1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,,,,,,,
583,PT06M51.00S,2022-04-09T01:38:56.9Z,4,REGULAR,substitution,in,[],1628971,,,1610612751,99,97,2022-04-09T01:39:45Z,5810000,,,0,,SUB in: B. Brown,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,
584,PT06M31.00S,2022-04-09T01:40:21.5Z,4,REGULAR,3pt,Jump Shot,[],201142,32.40801576872536,49.26470588235294,1610612751,102,97,2022-04-09T01:40:25Z,5820000,4.0,252.0,1,left,K. Durant 25' 3PT  (36 PTS) (B. Brown 8 AST),"[201142, 1628971]",1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,25.21,Made,,,,,,,36.0,B. Brown,1628971.0,8.0,,
586,PT06M10.00S,2022-04-09T01:40:42.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627747,85.89027595269383,47.05882352941176,1610612739,102,97,2022-04-09T01:40:47Z,5840000,-15.0,80.0,1,right,MISS C. LeVert 8' Jump Shot,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,8.14,Missed,,,,,,,,,,,,
587,PT06M08.00S,2022-04-09T01:40:44.5Z,4,REGULAR,rebound,defensive,[],203083,,,1610612751,102,97,2022-04-09T01:40:47Z,5850000,,,0,,A. Drummond REBOUND (Off:2 Def:7),[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,,,,,,,586.0,9.0,7.0,2.0,,,,,,,,
588,PT05M47.00S,2022-04-09T01:41:04.0Z,4,REGULAR,3pt,Jump Shot,[],1628971,9.149145860709593,2.2058823529411766,1610612751,105,97,2022-04-09T01:41:07Z,5860000,239.0,34.0,1,left,B. Brown 24' 3PT  (16 PTS) (A. Drummond 2 AST),"[1628971, 203083]",1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,24.13,Made,,,,,,,16.0,A. Drummond,203083.0,2.0,,
590,PT05M29.00S,2022-04-09T01:41:21.9Z,4,REGULAR,2pt,Jump Shot,[],1628374,73.80091984231275,67.8921568627451,1610612739,105,97,2022-04-09T01:43:07Z,5880000,89.0,194.0,1,right,MISS L. Markkanen 21' step back Shot,[1628374],1610612739.0,CLE,step back,,,Markkanen,L. Markkanen,,,,,,,,,,,21.35,Missed,,,,,,,,,,,,
591,PT05M28.00S,2022-04-09T01:41:22.9Z,4,REGULAR,rebound,defensive,[],1628971,,,1610612751,105,97,2022-04-09T01:41:25Z,5890000,,,0,,B. Brown REBOUND (Off:4 Def:5),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,590.0,9.0,5.0,4.0,,,,,,,,
592,PT05M14.00S,2022-04-09T01:41:37.3Z,4,REGULAR,3pt,Jump Shot,[],202681,31.488173455978973,59.55882352941176,1610612751,105,97,2022-04-09T01:41:43Z,5900000,-48.0,243.0,1,left,MISS K. Irving 24' 3PT,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,24.81,Missed,,,,,,,,,,,,
593,PT05M12.00S,2022-04-09T01:41:39.3Z,4,REGULAR,rebound,defensive,[],1627747,,,1610612739,105,97,2022-04-09T01:41:43Z,5910000,,,0,,C. LeVert REBOUND (Off:0 Def:4),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,,592.0,4.0,4.0,0.0,,,,,,,,
594,PT05M12.00S,2022-04-09T01:41:44.6Z,4,REGULAR,foul,personal,[],1628971,,,1610612739,105,97,2022-04-09T01:41:49Z,5920000,,,0,,B. Brown personal FOUL (3 PF),"[1628971, 1627747]",1610612751.0,BKN,,,,Brown,B. Brown,,,,,202049.0,3.0,0.0,LeVert,1627747.0,,,,,,,,,,,,,,,
596,PT05M12.00S,2022-04-09T01:42:01.2Z,4,REGULAR,timeout,full,['team'],0,,,1610612739,105,97,2022-04-09T01:42:01Z,5940000,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597,PT05M12.00S,2022-04-09T01:42:03.9Z,4,REGULAR,substitution,out,[],201988,,,1610612739,105,97,2022-04-09T01:43:19Z,5950000,,,0,,SUB out: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,
598,PT05M12.00S,2022-04-09T01:42:03.9Z,4,REGULAR,substitution,in,[],203552,,,1610612739,105,97,2022-04-09T01:43:19Z,5960000,,,0,,SUB in: S. Curry,[203552],1610612751.0,BKN,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,
599,PT04M58.00S,2022-04-09T01:43:49.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627747,83.919185282523,48.77450980392157,1610612739,105,97,2022-04-09T01:43:53Z,5970000,-6.0,99.0,1,right,MISS C. LeVert 9' pullup Shot,[1627747],1610612739.0,CLE,pullup,,,LeVert,C. LeVert,,,,,,,,,,,9.89,Missed,,,,,,,,,,,,
600,PT04M55.00S,2022-04-09T01:43:52.7Z,4,REGULAR,rebound,defensive,[],1628971,,,1610612751,105,97,2022-04-09T01:43:53Z,5980000,,,0,,B. Brown REBOUND (Off:4 Def:6),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,599.0,10.0,6.0,4.0,,,,,,,,
601,PT04M34.00S,2022-04-09T01:44:14.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202681,9.543363994743759,44.6078431372549,1610612751,107,97,2022-04-09T01:44:19Z,5990000,27.0,37.0,1,left,K. Irving driving floating Jump Shot (18 PTS),[202681],1610612751.0,BKN,driving floating,,,Irving,K. Irving,,,,,,,,,,,4.6,Made,,,,,,,18.0,,,,,
603,PT04M25.00S,2022-04-09T01:44:21.8Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1630596,91.01511169513797,46.568627450980394,1610612739,107,99,2022-04-09T01:44:25Z,6010000,-17.0,32.0,1,right,E. Mobley alley-oop DUNK (15 PTS) (D. Garland 3 AST),"[1630596, 1629636]",1610612739.0,CLE,alley-oop,,,Mobley,E. Mobley,,,,,,,,,,,3.63,Made,,,,,,,15.0,D. Garland,1629636.0,3.0,,
605,PT04M10.00S,2022-04-09T01:44:37.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],202681,6.258212877792378,36.76470588235294,1610612751,107,99,2022-04-09T01:44:42Z,6030000,66.0,6.0,1,left,MISS K. Irving 6' driving Layup,[202681],1610612751.0,BKN,driving,,,Irving,K. Irving,,,,,,,,,,,6.65,Missed,,,,,,,,,,,,
606,PT04M07.00S,2022-04-09T01:44:39.7Z,4,REGULAR,rebound,offensive,[],203083,,,1610612751,107,99,2022-04-09T01:44:39Z,6040000,,,0,,A. Drummond REBOUND (Off:3 Def:7),[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,,,,,,,605.0,10.0,7.0,3.0,,,,,,,,
607,PT04M06.00S,2022-04-09T01:44:40.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203083,6.521024967148489,44.11764705882353,1610612751,109,99,2022-04-09T01:44:46Z,6050000,29.0,9.0,1,left,A. Drummond putback Layup (11 PTS),[203083],1610612751.0,BKN,putback,,,Drummond,A. Drummond,,,,,,,,,,,3.07,Made,,,,,,,11.0,,,,,
608,PT03M58.00S,2022-04-09T01:44:48.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629636,86.81011826544021,49.01960784313725,1610612739,109,99,2022-04-09T01:44:55Z,6060000,-5.0,71.0,1,right,MISS D. Garland 7' driving Layup - blocked,"[1629636, 203083]",1610612739.0,CLE,driving,,,Garland,D. Garland,,,,,,,,,,,7.17,Missed,,,,,Drummond,203083.0,,,,,,
609,PT03M58.00S,2022-04-09T01:44:48.5Z,4,REGULAR,block,,[],203083,,,1610612739,109,99,2022-04-09T01:44:50Z,6070000,,,0,,A. Drummond BLOCK (1 BLK),[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,
610,PT03M54.00S,2022-04-09T01:44:52.5Z,4,REGULAR,rebound,defensive,[],202681,,,1610612751,109,99,2022-04-09T01:44:55Z,6080000,,,0,,K. Irving REBOUND (Off:0 Def:6),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,608.0,6.0,6.0,0.0,,,,,,,,
611,PT03M39.00S,2022-04-09T01:45:07.5Z,4,REGULAR,3pt,Jump Shot,[],203552,8.360709592641262,95.34313725490196,1610612751,112,99,2022-04-09T01:45:11Z,6090000,-227.0,26.0,1,left,S. Curry 3PT  (12 PTS) (K. Irving 8 AST),"[203552, 202681]",1610612751.0,BKN,,,,Curry,S. Curry,,,,,,,,,,,22.82,Made,,,,,,,12.0,K. Irving,202681.0,8.0,,
613,PT03M39.00S,2022-04-09T01:45:17.2Z,4,REGULAR,timeout,full,['team'],0,,,1610612739,112,99,2022-04-09T01:45:17Z,6110000,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,PT03M39.00S,2022-04-09T01:47:23.1Z,4,REGULAR,substitution,out,[],1630171,,,1610612739,112,99,2022-04-09T01:47:26Z,6120000,,,0,,SUB out: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,
615,PT03M39.00S,2022-04-09T01:47:23.1Z,4,REGULAR,substitution,in,[],1626224,,,1610612739,112,99,2022-04-09T01:47:26Z,6130000,,,0,,SUB in: C. Osman,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,,,,,,
616,PT03M26.00S,2022-04-09T01:47:47.3Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1630596,91.27792378449409,42.8921568627451,1610612739,112,101,2022-04-09T01:47:50Z,6140000,-36.0,29.0,1,right,E. Mobley DUNK (17 PTS) (C. LeVert 4 AST),"[1630596, 1627747]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,4.62,Made,,,,,,,17.0,C. LeVert,1627747.0,4.0,,
618,PT02M59.00S,2022-04-09T01:48:14.2Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],203083,7.5722733245729295,42.8921568627451,1610612751,114,101,2022-04-09T01:48:22Z,6160000,36.0,19.0,1,left,A. Drummond DUNK (13 PTS) (S. Curry 4 AST),"[203083, 203552]",1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,,,,,4.01,Made,,,,,,,13.0,S. Curry,203552.0,4.0,,
620,PT02M50.00S,2022-04-09T01:48:23.3Z,4,REGULAR,3pt,Jump Shot,[],1628374,76.42904073587385,10.049019607843137,1610612739,114,101,2022-04-09T01:48:27Z,6180000,-200.0,169.0,1,right,MISS L. Markkanen 26' 3PT,[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,,26.18,Missed,,,,,,,,,,,,
621,PT02M48.00S,2022-04-09T01:48:25.3Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612751,114,101,2022-04-09T01:48:27Z,6190000,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,620.0,,,,,,,,,,,
622,PT02M48.00S,2022-04-09T01:48:28.4Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,114,101,2022-04-09T01:48:28Z,6200000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,PT02M27.00S,2022-04-09T01:48:54.2Z,4,REGULAR,2pt,Jump Shot,[],202681,5.469776609724048,16.666666666666664,1610612751,114,101,2022-04-09T01:49:00Z,6210000,167.0,-1.0,1,left,MISS K. Irving 16' fadeaway Shot,[202681],1610612751.0,BKN,fadeaway,,,Irving,K. Irving,,,,,,,,,,,16.67,Missed,,,,,,,,,,,,
624,PT02M23.00S,2022-04-09T01:48:58.2Z,4,REGULAR,rebound,offensive,[],203083,,,1610612751,114,101,2022-04-09T01:49:00Z,6220000,,,0,,A. Drummond REBOUND (Off:4 Def:7),[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,,,,,,,623.0,11.0,7.0,4.0,,,,,,,,
625,PT02M21.00S,2022-04-09T01:49:00.0Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],203552,33.85348226018397,33.088235294117645,1610612751,114,101,2022-04-09T01:49:21Z,6230000,85.0,266.0,1,left,MISS S. Curry 27' pullup 3PT,[203552],1610612751.0,BKN,pullup,,,Curry,S. Curry,,,,,,,,,,,27.88,Missed,,,,,,,,,,,,
626,PT02M19.00S,2022-04-09T01:49:02.0Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612751,114,101,2022-04-09T01:49:04Z,6240000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,625.0,,,,,,,,,,,
627,PT02M19.00S,2022-04-09T01:49:05.2Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,114,101,2022-04-09T01:49:05Z,6250000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,PT02M13.00S,2022-04-09T01:49:24.1Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],201142,28.991458607095925,22.058823529411764,1610612751,114,101,2022-04-09T01:49:29Z,6260000,140.0,220.0,1,left,MISS K. Durant 26' pullup 3PT,[201142],1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,,,,,,,26.06,Missed,,,,,,,,,,,,
629,PT02M08.00S,2022-04-09T01:49:29.1Z,4,REGULAR,rebound,offensive,[],203083,,,1610612751,114,101,2022-04-09T01:49:29Z,6270000,,,0,,A. Drummond REBOUND (Off:5 Def:7),[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,,,,,,,628.0,12.0,7.0,5.0,,,,,,,,
630,PT02M08.00S,2022-04-09T01:49:28.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203083,5.590000152587891,50.0,1610612751,116,101,2022-04-09T01:49:28Z,6280000,0.0,0.0,1,left,A. Drummond tip Layup (15 PTS),[203083],1610612751.0,BKN,tip,,,Drummond,A. Drummond,,,,,,,,,,,0.0,Made,,,,,,,15.0,,,,,
631,PT01M48.00S,2022-04-09T01:49:50.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627747,87.72996057818659,46.81372549019608,1610612739,116,103,2022-04-09T01:49:53Z,6290000,-16.0,63.0,1,right,C. LeVert 6' driving floating Jump Shot (16 PTS),[1627747],1610612739.0,CLE,driving floating,,,LeVert,C. LeVert,,,,,,,,,,,6.48,Made,,,,,,,16.0,,,,,
632,PT01M34.00S,2022-04-09T01:50:13.6Z,4,REGULAR,foul,personal,['2freethrow'],1630596,,,1610612751,116,103,2022-04-09T01:50:21Z,6300000,,,0,,E. Mobley shooting personal FOUL (2 PF) (Brown 2 FT),"[1630596, 1628971]",1610612739.0,CLE,shooting,,,Mobley,E. Mobley,,,,,202049.0,2.0,0.0,Brown,1628971.0,,,,,,,,,,,,,,,
634,PT01M34.00S,2022-04-09T01:50:34.3Z,4,REGULAR,freethrow,1 of 2,[],1628971,,,1610612751,117,103,2022-04-09T01:50:34Z,6320000,,,0,,B. Brown Free Throw 1 of 2 (17 PTS),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,Made,,,,,,,17.0,,,,,
635,PT01M34.00S,2022-04-09T01:50:48.5Z,4,REGULAR,freethrow,2 of 2,[],1628971,,,1610612751,118,103,2022-04-09T01:50:48Z,6330000,,,0,,B. Brown Free Throw 2 of 2 (18 PTS),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,Made,,,,,,,18.0,,,,,
636,PT01M24.00S,2022-04-09T01:51:01.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629636,91.01511169513797,45.09803921568628,1610612739,118,105,2022-04-09T01:51:05Z,6340000,-25.0,32.0,1,right,D. Garland Layup (31 PTS),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,4.03,Made,,,,,,,31.0,,,,,
637,PT01M24.00S,2022-04-09T01:51:07.3Z,4,REGULAR,timeout,full,['team'],0,,,1610612751,118,105,2022-04-09T01:51:07Z,6350000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
