actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId
91,PT04M10.00S,2022-04-05T23:55:23.2Z,1,REGULAR,3pt,Jump Shot,[],202681,64.99671484888306,29.166666666666668,1610612751,20,18,2022-04-05T23:55:27Z,910000,-104.0,277.0,1,right,K. Irving 29' 3PT pullup (8 PTS),[202681],1610612751.0,BKN,pullup,,,Irving,K. Irving,,,,,29.55,Made,8.0,,,,,,,,,,,,,,,,,
92,PT03M52.00S,2022-04-05T23:55:41.4Z,1,REGULAR,3pt,Jump Shot,[],1629726,28.465834428383708,81.86274509803921,1610612745,20,18,2022-04-05T23:55:45Z,920000,-159.0,215.0,1,left,MISS G. Mathews 26' 3PT,[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,26.77,Missed,,,,,,,,,,,,,,,,,,
93,PT03M50.00S,2022-04-05T23:55:43.4Z,1,REGULAR,rebound,defensive,[],201142,,,1610612751,20,18,2022-04-05T23:55:45Z,930000,,,0,,K. Durant REBOUND (Off:0 Def:4),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,92.0,4.0,4.0,0.0,,,
94,PT03M45.00S,2022-04-05T23:55:49.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629651,92.59198423127464,46.568627450980394,1610612751,22,18,2022-04-05T23:55:54Z,940000,-17.0,17.0,1,right,N. Claxton running reverse Layup (4 PTS) (K. Durant 4 AST),"[1629651, 201142]",1610612751.0,BKN,running reverse,,,Claxton,N. Claxton,,,,,2.43,Made,4.0,K. Durant,201142.0,4.0,,,,,,,,,,,,,,
96,PT03M33.00S,2022-04-05T23:56:01.0Z,1,REGULAR,turnover,bad pass,[],1629645,,,1610612745,22,18,2022-04-05T23:57:25Z,960000,,,0,,K. Porter Jr. bad pass TURNOVER (2 TO),"[1629645, 202681]",1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,2.0,Irving,202681.0
97,PT03M33.00S,2022-04-05T23:56:01.0Z,1,REGULAR,steal,,[],202681,,,1610612751,22,18,2022-04-05T23:56:03Z,970000,,,0,,K. Irving STEAL (1 STL),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,
98,PT03M24.00S,2022-04-05T23:56:10.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],202681,69.85873850197109,84.31372549019608,1610612751,25,18,2022-04-05T23:56:24Z,980000,172.0,231.0,1,right,K. Irving 28' 3PT running pullup (11 PTS),[202681],1610612751.0,BKN,running pullup,,,Irving,K. Irving,,,,,28.76,Made,11.0,,,,,,,,,,,,,,,,,
100,PT03M22.00S,2022-04-05T23:56:26.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,25,18,2022-04-05T23:56:26Z,1000000,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT03M22.00S,2022-04-05T23:57:56.8Z,1,REGULAR,substitution,out,[],201988,,,1610612745,25,18,2022-04-05T23:58:53Z,1010000,,,0,,SUB out: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,
102,PT03M22.00S,2022-04-05T23:57:56.8Z,1,REGULAR,substitution,in,[],1630560,,,1610612745,25,18,2022-04-05T23:58:53Z,1020000,,,0,,SUB in: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M04.00S,2022-04-05T23:59:27.9Z,1,REGULAR,foul,personal,['2freethrow'],200746,,,1610612745,25,18,2022-04-05T23:59:41Z,1050000,,,0,,L. Aldridge shooting personal FOUL (1 PF) (Tate 2 FT),"[200746, 1630256]",1610612751.0,BKN,shooting,,,Aldridge,L. Aldridge,,,,,,,,,,,1627541.0,1.0,0.0,Tate,1630256.0,,,,,,,,,
107,PT03M04.00S,2022-04-05T23:59:55.3Z,1,REGULAR,freethrow,1 of 2,[],1630256,,,1610612745,25,18,2022-04-05T23:59:55Z,1070000,,,0,,MISS J. Tate Free Throw 1 of 2,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,Missed,,,,,,,,,,,,,,,,,,
108,PT03M04.00S,2022-04-05T23:59:55.3Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612745,25,18,2022-04-05T23:59:55Z,1080000,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,107.0,,,,,,
109,PT03M04.00S,2022-04-06T00:00:04.7Z,1,REGULAR,freethrow,2 of 2,[],1630256,,,1610612745,25,19,2022-04-06T00:00:04Z,1090000,,,0,,J. Tate Free Throw 2 of 2 (3 PTS),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
110,PT02M48.00S,2022-04-06T00:00:22.3Z,1,REGULAR,foul,personal,['2freethrow'],1629726,,,1610612751,25,19,2022-04-06T00:00:30Z,1100000,,,0,,G. Mathews shooting personal FOUL (1 PF) (Durant 2 FT),"[1629726, 201142]",1610612745.0,HOU,shooting,,,Mathews,G. Mathews,,,,,,,,,,,1199.0,1.0,0.0,Durant,201142.0,,,,,,,,,
112,PT02M48.00S,2022-04-06T00:00:51.7Z,1,REGULAR,freethrow,1 of 2,[],201142,,,1610612751,26,19,2022-04-06T00:00:51Z,1120000,,,0,,K. Durant Free Throw 1 of 2 (1 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
113,PT02M48.00S,2022-04-06T00:00:52.5Z,1,REGULAR,substitution,out,[],202681,,,1610612751,26,19,2022-04-06T00:00:56Z,1130000,,,0,,SUB out: K. Irving,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,
114,PT02M48.00S,2022-04-06T00:00:52.5Z,1,REGULAR,substitution,in,[],201988,,,1610612751,26,19,2022-04-06T00:00:56Z,1140000,,,0,,SUB in: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,
115,PT02M48.00S,2022-04-06T00:01:09.7Z,1,REGULAR,freethrow,2 of 2,[],201142,,,1610612751,27,19,2022-04-06T00:01:09Z,1150000,,,0,,K. Durant Free Throw 2 of 2 (2 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
116,PT02M39.00S,2022-04-06T00:01:22.7Z,1,REGULAR,3pt,Jump Shot,[],1629645,30.962549277266753,28.921568627450984,1610612745,27,19,2022-04-06T00:01:27Z,1160000,105.0,239.0,1,left,MISS K. Porter Jr. 26' step back 3PT,[1629645],1610612745.0,HOU,step back,,,Porter Jr.,K. Porter Jr.,,,,,26.08,Missed,,,,,,,,,,,,,,,,,,
117,PT02M36.00S,2022-04-06T00:01:25.7Z,1,REGULAR,rebound,defensive,[],201988,,,1610612751,27,19,2022-04-06T00:01:27Z,1170000,,,0,,P. Mills REBOUND (Off:0 Def:1),[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,116.0,1.0,1.0,0.0,,,
118,PT02M31.00S,2022-04-06T00:01:31.2Z,1,REGULAR,turnover,bad pass,[],1630560,,,1610612751,27,19,2022-04-06T00:01:34Z,1180000,,,0,,C. Thomas bad pass TURNOVER (1 TO),"[1630560, 1629645]",1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,1.0,Porter Jr.,1629645.0
119,PT02M31.00S,2022-04-06T00:01:31.2Z,1,REGULAR,steal,,[],1629645,,,1610612745,27,19,2022-04-06T00:01:33Z,1190000,,,0,,K. Porter Jr. STEAL (1 STL),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M24.00S,2022-04-06T00:01:37.6Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630224,26.231931668856767,11.76470588235294,1610612745,27,19,2022-04-06T00:01:43Z,1200000,191.0,194.0,1,left,MISS J. Green 27' 3PT,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,27.25,Missed,,,,,,,,,,,,,,,,,,
121,PT02M21.00S,2022-04-06T00:01:40.9Z,1,REGULAR,rebound,offensive,[],1630578,,,1610612745,27,19,2022-04-06T00:01:41Z,1210000,,,0,,A. Sengun REBOUND (Off:1 Def:1),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,120.0,2.0,1.0,1.0,,,
122,PT02M19.00S,2022-04-06T00:01:43.4Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1629645,34.37910643889619,53.431372549019606,1610612745,27,19,2022-04-06T00:01:48Z,1220000,-17.0,271.0,1,left,MISS K. Porter Jr. 27' 3PT,[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,27.12,Missed,,,,,,,,,,,,,,,,,,
123,PT02M15.00S,2022-04-06T00:01:47.4Z,1,REGULAR,rebound,offensive,[],1630224,,,1610612745,27,19,2022-04-06T00:01:48Z,1230000,,,0,,J. Green REBOUND (Off:1 Def:2),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,122.0,3.0,2.0,1.0,,,
124,PT02M13.00S,2022-04-06T00:01:48.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630224,8.229303547963205,41.17647058823529,1610612745,27,21,2022-04-06T00:01:51Z,1240000,44.0,25.0,1,left,J. Green driving floating Jump Shot (5 PTS),[1630224],1610612745.0,HOU,driving floating,,,Green,J. Green,,,,,5.06,Made,5.0,,,,,,,,,,,,,,,,,
125,PT02M04.00S,2022-04-06T00:01:58.6Z,1,REGULAR,3pt,Jump Shot,[],201142,66.04796320630749,47.794117647058826,1610612751,27,21,2022-04-06T00:02:04Z,1250000,-11.0,267.0,1,right,MISS K. Durant 26' pullup 3PT,[201142],1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,26.68,Missed,,,,,,,,,,,,,,,,,,
126,PT02M00.00S,2022-04-06T00:02:02.6Z,1,REGULAR,rebound,defensive,[],1629726,,,1610612745,27,21,2022-04-06T00:02:04Z,1260000,,,0,,G. Mathews REBOUND (Off:0 Def:2),[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,125.0,2.0,2.0,0.0,,,
127,PT01M44.00S,2022-04-06T00:02:17.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629645,6.1268068331143235,42.40196078431372,1610612745,27,23,2022-04-06T00:02:20Z,1270000,38.0,5.0,1,left,K. Porter Jr. driving reverse Layup (11 PTS),[1629645],1610612745.0,HOU,driving reverse,,,Porter Jr.,K. Porter Jr.,,,,,3.83,Made,11.0,,,,,,,,,,,,,,,,,
128,PT01M32.00S,2022-04-06T00:02:32.5Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,27,23,2022-04-06T00:02:32Z,1280000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT01M32.00S,2022-04-06T00:02:33.2Z,1,REGULAR,substitution,out,[],1630256,,,1610612751,27,23,2022-04-06T00:02:44Z,1290000,,,0,,SUB out: J. Tate,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,
130,PT01M32.00S,2022-04-06T00:02:33.2Z,1,REGULAR,substitution,out,[],1629726,,,1610612751,27,23,2022-04-06T00:02:44Z,1300000,,,0,,SUB out: G. Mathews,[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,
131,PT01M32.00S,2022-04-06T00:02:33.2Z,1,REGULAR,substitution,in,[],1630528,,,1610612751,27,23,2022-04-06T00:02:44Z,1310000,,,0,,SUB in: J. Christopher,[1630528],1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,,,,,,,,,,,,,,,,,,,,
132,PT01M32.00S,2022-04-06T00:02:33.2Z,1,REGULAR,substitution,in,[],1630231,,,1610612751,27,23,2022-04-06T00:02:44Z,1320000,,,0,,SUB in: K. Martin Jr.,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,,,,,,,
133,PT01M27.00S,2022-04-06T00:02:57.4Z,1,REGULAR,turnover,bad pass,[],201142,,,1610612751,27,23,2022-04-06T00:03:01Z,1330000,,,0,,K. Durant bad pass TURNOVER (3 TO),"[201142, 1630224]",1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,3.0,Green,1630224.0
134,PT01M27.00S,2022-04-06T00:02:57.4Z,1,REGULAR,steal,,[],1630224,,,1610612745,27,23,2022-04-06T00:02:59Z,1340000,,,0,,J. Green STEAL (1 STL),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
135,PT01M23.00S,2022-04-06T00:03:00.7Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630224,5.206964520367937,49.50980392156863,1610612745,27,25,2022-04-06T00:03:06Z,1350000,2.0,-4.0,1,left,J. Green running DUNK (7 PTS),[1630224],1610612745.0,HOU,running,,,Green,J. Green,,,,,0.44,Made,7.0,,,,,,,,,,,,,,,,,
136,PT01M07.00S,2022-04-06T00:03:19.1Z,1,REGULAR,foul,personal,['2freethrow'],1630578,,,1610612751,27,25,2022-04-06T00:03:27Z,1360000,,,0,,A. Sengun shooting personal FOUL (2 PF) (Thomas 2 FT),"[1630578, 1630560]",1610612745.0,HOU,shooting,,,Sengun,A. Sengun,,,,,,,,,,,202901.0,2.0,0.0,Thomas,1630560.0,,,,,,,,,
138,PT01M07.00S,2022-04-06T00:03:51.8Z,1,REGULAR,freethrow,1 of 2,[],1630560,,,1610612751,28,25,2022-04-06T00:03:51Z,1380000,,,0,,C. Thomas Free Throw 1 of 2 (1 PTS),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
139,PT01M07.00S,2022-04-06T00:03:52.6Z,1,REGULAR,substitution,out,[],1630578,,,1610612751,28,25,2022-04-06T00:04:03Z,1390000,,,0,,SUB out: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,
140,PT01M07.00S,2022-04-06T00:03:52.6Z,1,REGULAR,substitution,in,[],1630586,,,1610612751,28,25,2022-04-06T00:04:03Z,1400000,,,0,,SUB in: U. Garuba,[1630586],1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,,,,,,,,,,,,,,,,,,,,
141,PT01M07.00S,2022-04-06T00:04:08.3Z,1,REGULAR,freethrow,2 of 2,[],1630560,,,1610612751,29,25,2022-04-06T00:04:08Z,1410000,,,0,,C. Thomas Free Throw 2 of 2 (2 PTS),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
142,PT00M56.20S,2022-04-06T00:04:20.7Z,1,REGULAR,3pt,Jump Shot,[],1629645,32.802233902759525,37.254901960784316,1610612745,29,25,2022-04-06T00:04:24Z,1420000,64.0,256.0,1,left,MISS K. Porter Jr. 26' step back 3PT,[1629645],1610612745.0,HOU,step back,,,Porter Jr.,K. Porter Jr.,,,,,26.36,Missed,,,,,,,,,,,,,,,,,,
143,PT00M53.60S,2022-04-06T00:04:23.3Z,1,REGULAR,rebound,defensive,[],1630560,,,1610612751,29,25,2022-04-06T00:04:24Z,1430000,,,0,,C. Thomas REBOUND (Off:0 Def:1),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,142.0,1.0,1.0,0.0,,,
144,PT00M40.00S,2022-04-06T00:04:37.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],200746,92.59198423127464,62.5,1610612751,29,25,2022-04-06T00:04:40Z,1440000,62.0,17.0,1,right,MISS L. Aldridge 6' turnaround Hook,[200746],1610612751.0,BKN,turnaround,,,Aldridge,L. Aldridge,,,,,6.48,Missed,,,,,,,,,,,,,,,,,,
145,PT00M38.70S,2022-04-06T00:04:38.5Z,1,REGULAR,rebound,defensive,[],1630528,,,1610612745,29,25,2022-04-06T00:04:40Z,1450000,,,0,,J. Christopher REBOUND (Off:0 Def:1),[1630528],1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,,,,,,,,,,,,,,144.0,1.0,1.0,0.0,,,
146,PT00M32.70S,2022-04-06T00:04:44.6Z,1,REGULAR,turnover,lost ball,[],1630528,,,1610612745,29,25,2022-04-06T00:04:48Z,1460000,,,0,,J. Christopher lost ball TURNOVER (1 TO),"[1630528, 1629651]",1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,,,,,,,,,,,,,,,,,,1.0,Claxton,1629651.0
147,PT00M32.70S,2022-04-06T00:04:44.6Z,1,REGULAR,steal,,[],1629651,,,1610612751,29,25,2022-04-06T00:04:46Z,1470000,,,0,,N. Claxton STEAL (1 STL),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,
148,PT00M32.00S,2022-04-06T00:04:46.9Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630586,,,1610612751,29,25,2022-04-06T00:05:09Z,1480000,,,0,,U. Garuba take personal FOUL (1 PF) (Claxton 2 FT),"[1630586, 1629651]",1610612745.0,HOU,take,,,Garuba,U. Garuba,,,,,,,,,,,1199.0,1.0,0.0,Claxton,1629651.0,,,,,,,,,
150,PT00M32.00S,2022-04-06T00:05:16.5Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1629651,,,1610612751,29,25,2022-04-06T00:05:16Z,1500000,,,0,,MISS N. Claxton Free Throw 1 of 2,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,Missed,,,,,,,,,,,,,,,,,,
151,PT00M32.00S,2022-04-06T00:05:16.5Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612751,29,25,2022-04-06T00:05:16Z,1510000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,150.0,,,,,,
152,PT00M32.00S,2022-04-06T00:05:32.9Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1629651,,,1610612751,30,25,2022-04-06T00:05:32Z,1520000,,,0,,N. Claxton Free Throw 2 of 2 (5 PTS),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
153,PT00M12.50S,2022-04-06T00:05:53.6Z,1,REGULAR,3pt,Jump Shot,[],1630231,34.247700394218136,60.78431372549019,1610612745,30,25,2022-04-06T00:05:59Z,1530000,-54.0,269.0,1,left,MISS K. Martin Jr. 27' 3PT,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,27.47,Missed,,,,,,,,,,,,,,,,,,
154,PT00M09.60S,2022-04-06T00:05:56.5Z,1,REGULAR,rebound,defensive,[],1629651,,,1610612751,30,25,2022-04-06T00:05:56Z,1540000,,,0,,N. Claxton REBOUND (Off:0 Def:1),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,153.0,1.0,1.0,0.0,,,
155,PT00M01.50S,2022-04-06T00:06:04.6Z,1,REGULAR,3pt,Jump Shot,[],201988,87.20433639947439,95.34313725490196,1610612751,30,25,2022-04-06T00:06:11Z,1550000,227.0,68.0,1,right,MISS P. Mills pullup 3PT,[201988],1610612751.0,BKN,pullup,,,Mills,P. Mills,,,,,23.66,Missed,,,,,,,,,,,,,,,,,,
156,PT00M01.50S,2022-04-06T00:06:04.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612751,30,25,2022-04-06T00:06:11Z,1560000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,155.0,,,,,,
157,PT00M00.00S,2022-04-06T00:06:12.6Z,1,REGULAR,period,end,[],0,,,1610612751,30,25,2022-04-06T00:06:12Z,1570000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2022-04-06T00:08:18.6Z,2,REGULAR,substitution,out,['startperiod'],201142,,,1610612751,30,25,2022-04-06T00:08:50Z,1580000,,,0,,SUB out: K. Durant,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2022-04-06T00:08:18.6Z,2,REGULAR,substitution,out,['startperiod'],201988,,,1610612751,30,25,2022-04-06T00:08:50Z,1590000,,,0,,SUB out: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2022-04-06T00:08:18.6Z,2,REGULAR,substitution,out,['startperiod'],1630560,,,1610612751,30,25,2022-04-06T00:08:50Z,1600000,,,0,,SUB out: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2022-04-06T00:08:18.6Z,2,REGULAR,substitution,out,['startperiod'],1629645,,,1610612751,30,25,2022-04-06T00:08:50Z,1610000,,,0,,SUB out: K. Porter Jr.,[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2022-04-06T00:08:18.6Z,2,REGULAR,substitution,in,['startperiod'],1628971,,,1610612751,30,25,2022-04-06T00:08:50Z,1620000,,,0,,SUB in: B. Brown,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2022-04-06T00:08:18.6Z,2,REGULAR,substitution,in,['startperiod'],202681,,,1610612751,30,25,2022-04-06T00:08:50Z,1630000,,,0,,SUB in: K. Irving,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2022-04-06T00:08:18.6Z,2,REGULAR,substitution,in,['startperiod'],1630556,,,1610612751,30,25,2022-04-06T00:08:50Z,1640000,,,0,,SUB in: K. Edwards,[1630556],1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2022-04-06T00:08:18.6Z,2,REGULAR,substitution,in,['startperiod'],1630227,,,1610612751,30,25,2022-04-06T00:08:50Z,1650000,,,0,,SUB in: D. Nix,[1630227],1610612745.0,HOU,,,,Nix,D. Nix,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2022-04-06T00:09:00.2Z,2,REGULAR,period,start,[],0,,,1610612745,30,25,2022-04-06T00:09:00Z,1660000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT11M49.00S,2022-04-06T00:09:11.2Z,2,REGULAR,3pt,Jump Shot,[],1630224,22.552562417871222,10.294117647058822,1610612745,30,28,2022-04-06T00:09:17Z,1670000,199.0,159.0,1,left,J. Green 25' 3PT step back (10 PTS),[1630224],1610612745.0,HOU,step back,,,Green,J. Green,,,,,25.46,Made,10.0,,,,,,,,,,,,,,,,,
168,PT11M31.00S,2022-04-06T00:09:28.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202681,92.06636005256242,58.08823529411765,1610612751,30,28,2022-04-06T00:09:31Z,1680000,40.0,22.0,1,right,MISS K. Irving driving reverse Layup - blocked,"[202681, 1630586]",1610612751.0,BKN,driving reverse,,,Irving,K. Irving,,,,,4.6,Missed,,,,,,,,,,Garuba,1630586.0,,,,,,,
169,PT11M31.00S,2022-04-06T00:09:28.4Z,2,REGULAR,block,,[],1630586,,,1610612751,30,28,2022-04-06T00:09:35Z,1690000,,,0,,U. Garuba BLOCK (1 BLK),[1630586],1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,,,,,,,,,,,,,,,,,,,,
170,PT11M29.00S,2022-04-06T00:09:30.4Z,2,REGULAR,rebound,defensive,[],1630224,,,1610612745,30,28,2022-04-06T00:09:31Z,1700000,,,0,,J. Green REBOUND (Off:1 Def:3),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,168.0,4.0,3.0,1.0,,,
171,PT11M23.00S,2022-04-06T00:09:38.9Z,2,REGULAR,foul,personal,[],1628971,,,1610612745,30,28,2022-04-06T00:09:44Z,1710000,,,0,,B. Brown personal FOUL (1 PF),"[1628971, 1630586]",1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,1199.0,1.0,0.0,Garuba,1630586.0,,,,,,,,,
173,PT11M16.00S,2022-04-06T00:10:09.7Z,2,REGULAR,3pt,Jump Shot,[],1630224,28.991458607095925,25.245098039215684,1610612745,30,28,2022-04-06T00:10:14Z,1730000,124.0,220.0,1,left,MISS J. Green 25' pullup 3PT,[1630224],1610612745.0,HOU,pullup,,,Green,J. Green,,,,,25.24,Missed,,,,,,,,,,,,,,,,,,
174,PT11M12.00S,2022-04-06T00:10:13.7Z,2,REGULAR,rebound,defensive,[],1630556,,,1610612751,30,28,2022-04-06T00:10:14Z,1740000,,,0,,K. Edwards REBOUND (Off:0 Def:1),[1630556],1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,173.0,1.0,1.0,0.0,,,
175,PT11M11.00S,2022-04-06T00:10:15.3Z,2,REGULAR,turnover,lost ball,[],1630556,,,1610612751,30,28,2022-04-06T00:10:19Z,1750000,,,0,,K. Edwards lost ball TURNOVER (1 TO),"[1630556, 1630227]",1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,,,,,1.0,Nix,1630227.0
176,PT11M11.00S,2022-04-06T00:10:15.3Z,2,REGULAR,steal,,[],1630227,,,1610612745,30,28,2022-04-06T00:10:16Z,1760000,,,0,,D. Nix STEAL (1 STL),[1630227],1610612745.0,HOU,,,,Nix,D. Nix,,,,,,,,,,,,,,,,,,,,,,,,
177,PT10M55.00S,2022-04-06T00:10:31.0Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1630224,5.206964520367937,49.26470588235294,1610612745,30,30,2022-04-06T00:10:36Z,1770000,4.0,-4.0,1,left,J. Green driving DUNK (12 PTS) (U. Garuba 1 AST),"[1630224, 1630586]",1610612745.0,HOU,driving,,,Green,J. Green,,,,,0.52,Made,12.0,U. Garuba,1630586.0,1.0,,,,,,,,,,,,,,
179,PT10M42.00S,2022-04-06T00:10:43.3Z,2,REGULAR,3pt,Jump Shot,[],202681,64.07687253613666,53.92156862745098,1610612751,30,30,2022-04-06T00:10:47Z,1790000,20.0,285.0,1,right,MISS K. Irving 28' pullup 3PT,[202681],1610612751.0,BKN,pullup,,,Irving,K. Irving,,,,,28.59,Missed,,,,,,,,,,,,,,,,,,
