actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
357,PT09M02.00S,2021-12-01T01:55:39.5Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",200746,6.258212877792378,50.98039215686274,1610612751,74,61,2021-12-01T01:57:39Z,3530000,-5.0,6.0,1,left,L. Aldridge running Layup (4 PTS) (D. Bembry 3 AST),"[200746, 1627761]",1610612751.0,BKN,running,,,Aldridge,L. Aldridge,,,,,0.8,Made,4.0,,,,,D. Bembry,1627761.0,3.0,,,,,,,,,,,
359,PT08M36.00S,2021-12-01T01:56:07.2Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612752,74,61,2021-12-01T01:58:18Z,3550000,,,0,,NYK shot clock Team TURNOVER,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,1162.0,,,,,
360,PT08M36.00S,2021-12-01T01:56:13.5Z,3,REGULAR,substitution,out,[],203095,,,1610612751,74,61,2021-12-01T01:56:17Z,3560000,,,0,,SUB out: E. Fournier,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,,
361,PT08M36.00S,2021-12-01T01:56:13.5Z,3,REGULAR,substitution,in,[],201565,,,1610612751,74,61,2021-12-01T01:56:17Z,3570000,,,0,,SUB in: D. Rose,[201565],1610612752.0,NYK,,,,Rose,D. Rose,,,,,,,,,,,,,,,,,,,,,,,,,
362,PT08M22.00S,2021-12-01T01:56:36.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201142,5.338370565045992,48.28431372549019,1610612751,74,61,2021-12-01T01:56:40Z,3580000,9.0,-2.0,1,left,MISS K. Durant driving Layup,[201142],1610612751.0,BKN,driving,,,Durant,K. Durant,,,,,0.89,Missed,,,,,,,,,,,,,,,,,,,
363,PT08M19.00S,2021-12-01T01:56:39.4Z,3,REGULAR,rebound,defensive,[],1629011,,,1610612752,74,61,2021-12-01T01:56:40Z,3590000,,,0,,M. Robinson REBOUND (Off:1 Def:4),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,362.0,5.0,4.0,1.0,,,,,,,,,,,,,,
364,PT08M15.00S,2021-12-01T01:56:42.7Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1630193,75.90341655716163,87.25490196078431,1610612752,74,61,2021-12-01T01:58:54Z,3600000,186.0,174.0,1,right,MISS I. Quickley 25' running 3PT,[1630193],1610612752.0,NYK,running,,,Quickley,I. Quickley,,,,,25.49,Missed,,,,,,,,,,,,,,,,,,,
365,PT08M12.00S,2021-12-01T01:56:46.1Z,3,REGULAR,rebound,offensive,[],201565,,,1610612752,74,61,2021-12-01T01:56:46Z,3610000,,,0,,D. Rose REBOUND (Off:1 Def:2),[201565],1610612752.0,NYK,,,,Rose,D. Rose,,,,,,,,364.0,3.0,2.0,1.0,,,,,,,,,,,,,,
366,PT08M10.00S,2021-12-01T01:56:47.7Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],202692,71.96123521681997,19.362745098039216,1610612752,74,61,2021-12-01T01:56:55Z,3620000,-153.0,211.0,1,right,MISS A. Burks 26' 3PT,[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,26.08,Missed,,,,,,,,,,,,,,,,,,,
367,PT08M09.00S,2021-12-01T01:56:48.7Z,3,REGULAR,rebound,offensive,[],1630193,,,1610612752,74,61,2021-12-01T01:56:55Z,3630000,,,0,,I. Quickley REBOUND (Off:2 Def:2),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,366.0,4.0,2.0,2.0,,,,,,,,,,,,,,
368,PT08M09.00S,2021-12-01T01:56:53.6Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630193,94.40999984741211,50.0,1610612752,74,61,2021-12-01T01:59:26Z,3640000,0.0,0.0,1,right,MISS I. Quickley tip Layup - blocked,"[1630193, 1627761]",1610612752.0,NYK,tip,,,Quickley,I. Quickley,,,,,0.0,Missed,,,,,,,,,Bembry,1627761.0,,,,,,,,,
369,PT08M09.00S,2021-12-01T01:56:53.6Z,3,REGULAR,block,,[],1627761,,,1610612752,74,61,2021-12-01T01:56:54Z,3650000,,,0,,D. Bembry BLOCK (1 BLK),[1627761],1610612751.0,BKN,,,,Bembry,D. Bembry,,,,,,,,,,,,,,,,,,,,,,,,,
370,PT08M09.00S,2021-12-01T01:56:53.6Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612752,74,61,2021-12-01T01:57:00Z,3660000,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,368.0,,,,,,,,,,,,,,,,,
371,PT08M09.00S,2021-12-01T01:56:56.4Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612752,74,61,2021-12-01T01:56:56Z,3670000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,PT08M04.00S,2021-12-01T01:57:27.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203944,92.32917214191852,50.49019607843137,1610612752,74,63,2021-12-01T01:57:30Z,3680000,2.0,20.0,1,right,J. Randle driving Layup (12 PTS) (D. Rose 2 AST),"[203944, 201565]",1610612752.0,NYK,driving,,,Randle,J. Randle,,,,,1.98,Made,12.0,,,,,D. Rose,201565.0,2.0,,,,,,,,,,,
374,PT07M51.00S,2021-12-01T01:57:40.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],200746,4.681340341655716,47.30392156862745,1610612751,74,63,2021-12-01T01:57:51Z,3700000,13.0,-8.0,1,left,MISS L. Aldridge cutting Layup,[200746],1610612751.0,BKN,cutting,,,Aldridge,L. Aldridge,,,,,1.6,Missed,,,,,,,,,,,,,,,,,,,
375,PT07M51.00S,2021-12-01T01:57:43.7Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612751,74,63,2021-12-01T01:57:43Z,3710000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,374.0,,,,,,,,,,,,,,,,,
376,PT07M51.00S,2021-12-01T01:57:44.4Z,3,REGULAR,foul,personal,[],201565,,,1610612751,74,63,2021-12-01T01:57:52Z,3720000,,,0,,D. Rose loose ball personal FOUL (1 PF),"[201565, 201935]",1610612752.0,NYK,loose ball,,,Rose,D. Rose,,,,,,,,,,,,,,,,,,,,1162.0,1.0,0.0,Harden,201935.0,
378,PT07M45.00S,2021-12-01T01:58:04.2Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],201988,2.9730617608409986,96.07843137254902,1610612751,74,63,2021-12-01T01:58:12Z,3740000,-230.0,-25.0,1,left,MISS P. Mills 3PT - blocked,"[201988, 202692]",1610612751.0,BKN,,,,Mills,P. Mills,,,,,23.17,Missed,,,,,,,,,Burks,202692.0,,,,,,,,,
379,PT07M45.00S,2021-12-01T01:58:04.2Z,3,REGULAR,block,,[],202692,,,1610612751,74,63,2021-12-01T01:58:07Z,3750000,,,0,,A. Burks BLOCK (1 BLK),[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,
380,PT07M43.00S,2021-12-01T01:58:06.2Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612752,74,63,2021-12-01T01:58:12Z,3760000,,,0,,TEAM defensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,378.0,,,,,,,,,,,,,,,,,
381,PT07M43.00S,2021-12-01T01:58:12.1Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612752,74,63,2021-12-01T01:58:12Z,3770000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,PT07M19.00S,2021-12-01T01:58:39.4Z,3,REGULAR,2pt,Jump Shot,[],203944,93.64323258869908,75.24509803921569,1610612752,74,63,2021-12-01T01:58:44Z,3780000,126.0,7.0,1,right,MISS J. Randle 12' turnaround fadeaway Shot,[203944],1610612752.0,NYK,turnaround fadeaway,,,Randle,J. Randle,,,,,12.64,Missed,,,,,,,,,,,,,,,,,,,
383,PT07M15.00S,2021-12-01T01:58:42.9Z,3,REGULAR,rebound,defensive,[],201935,,,1610612751,74,63,2021-12-01T01:58:42Z,3790000,,,0,,J. Harden REBOUND (Off:2 Def:5),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,382.0,7.0,5.0,2.0,,,,,,,,,,,,,,
384,PT07M12.00S,2021-12-01T01:58:46.9Z,3,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1627761,5.206964520367937,48.03921568627451,1610612751,76,63,2021-12-01T02:01:37Z,3800000,10.0,-4.0,1,left,D. Bembry running alley-oop DUNK (6 PTS) (J. Harden 4 AST),"[1627761, 201935]",1610612751.0,BKN,running alley-oop,,,Bembry,D. Bembry,,,,,1.04,Made,6.0,,,,,J. Harden,201935.0,4.0,,,,,,,,,,,
386,PT06M53.00S,2021-12-01T01:59:04.9Z,3,REGULAR,3pt,Jump Shot,[],1630193,72.88107752956637,82.1078431372549,1610612752,76,66,2021-12-01T01:59:09Z,3820000,161.0,202.0,1,right,I. Quickley 25' 3PT  (9 PTS) (D. Rose 3 AST),"[1630193, 201565]",1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,25.83,Made,9.0,,,,,D. Rose,201565.0,3.0,,,,,,,,,,,
388,PT06M40.00S,2021-12-01T01:59:18.3Z,3,REGULAR,2pt,Jump Shot,[],200746,25.706307490144546,61.51960784313726,1610612751,78,66,2021-12-01T01:59:29Z,3840000,-58.0,189.0,1,left,L. Aldridge 19' Jump Shot (6 PTS) (J. Harden 5 AST),"[200746, 201935]",1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,19.77,Made,6.0,,,,,J. Harden,201935.0,5.0,,,,,,,,,,,
390,PT06M22.00S,2021-12-01T01:59:35.6Z,3,REGULAR,2pt,Jump Shot,[],201565,71.96123521681997,45.34313725490196,1610612752,78,66,2021-12-01T02:02:59Z,3860000,-23.0,211.0,1,right,MISS D. Rose 21' Jump Shot,[201565],1610612752.0,NYK,,,,Rose,D. Rose,,,,,21.24,Missed,,,,,,,,,,,,,,,,,,,
391,PT06M20.00S,2021-12-01T01:59:37.6Z,3,REGULAR,rebound,defensive,[],201935,,,1610612751,78,66,2021-12-01T01:59:41Z,3870000,,,0,,J. Harden REBOUND (Off:2 Def:6),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,390.0,8.0,6.0,2.0,,,,,,,,,,,,,,
392,PT06M01.00S,2021-12-01T02:00:00.6Z,3,REGULAR,foul,personal,[],201565,,,1610612751,78,66,2021-12-01T02:00:19Z,3880000,,,0,,D. Rose personal FOUL (2 PF),"[201565, 201935]",1610612752.0,NYK,,,,Rose,D. Rose,,,,,,,,,,,,,,,,,,,,1162.0,2.0,0.0,Harden,201935.0,
394,PT06M01.00S,2021-12-01T02:00:04.9Z,3,REGULAR,substitution,out,[],201988,,,1610612751,78,66,2021-12-01T02:00:18Z,3900000,,,0,,SUB out: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,
395,PT06M01.00S,2021-12-01T02:00:04.9Z,3,REGULAR,substitution,out,[],1629011,,,1610612751,78,66,2021-12-01T02:00:18Z,3910000,,,0,,SUB out: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
396,PT06M01.00S,2021-12-01T02:00:04.9Z,3,REGULAR,substitution,in,[],1630560,,,1610612751,78,66,2021-12-01T02:00:18Z,3920000,,,0,,SUB in: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,
397,PT06M01.00S,2021-12-01T02:00:04.9Z,3,REGULAR,substitution,in,[],203457,,,1610612751,78,66,2021-12-01T02:00:18Z,3930000,,,0,,SUB in: N. Noel,[203457],1610612752.0,NYK,,,,Noel,N. Noel,,,,,,,,,,,,,,,,,,,,,,,,,
398,PT05M54.00S,2021-12-01T02:00:33.2Z,3,REGULAR,2pt,Jump Shot,[],201142,10.463206307490145,18.872549019607842,1610612751,80,66,2021-12-01T02:00:44Z,3940000,156.0,46.0,1,left,K. Durant 16' turnaround Jump Shot (10 PTS),[201142],1610612751.0,BKN,turnaround,,,Durant,K. Durant,,,,,16.22,Made,10.0,,,,,,,,,,,,,,,,,,
399,PT05M31.00S,2021-12-01T02:00:56.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203944,93.51182654402102,49.26470588235294,1610612752,80,66,2021-12-01T02:04:53Z,3950000,-4.0,8.0,1,right,MISS J. Randle cutting Layup - blocked,"[203944, 200746]",1610612752.0,NYK,cutting,,,Randle,J. Randle,,,,,0.93,Missed,,,,,,,,,Aldridge,200746.0,,,,,,,,,
400,PT05M31.00S,2021-12-01T02:00:56.5Z,3,REGULAR,block,,[],200746,,,1610612752,80,66,2021-12-01T02:00:59Z,3960000,,,0,,L. Aldridge BLOCK (2 BLK),[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,,,,,,,,,,,,,,,,,,
401,PT05M27.00S,2021-12-01T02:01:00.5Z,3,REGULAR,rebound,defensive,[],201935,,,1610612751,80,66,2021-12-01T02:01:01Z,3970000,,,0,,J. Harden REBOUND (Off:2 Def:7),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,399.0,9.0,7.0,2.0,,,,,,,,,,,,,,
402,PT05M22.00S,2021-12-01T02:01:05.1Z,3,REGULAR,2pt,Jump Shot,[],201142,8.754927726675426,70.34313725490196,1610612751,82,66,2021-12-01T02:01:15Z,3980000,-102.0,30.0,1,left,K. Durant 10' fadeaway Jump Shot (12 PTS) (C. Thomas 2 AST),"[201142, 1630560]",1610612751.0,BKN,fadeaway,,,Durant,K. Durant,,,,,10.6,Made,12.0,,,,,C. Thomas,1630560.0,2.0,,,,,,,,,,,
404,PT04M53.00S,2021-12-01T02:01:34.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202692,92.72339027595268,47.794117647058826,1610612752,82,68,2021-12-01T02:06:02Z,4000000,-11.0,16.0,1,right,A. Burks cutting Layup (15 PTS) (I. Quickley 2 AST),"[202692, 1630193]",1610612752.0,NYK,cutting,,,Burks,A. Burks,,,,,1.93,Made,15.0,,,,,I. Quickley,1630193.0,2.0,,,,,,,,,,,
406,PT04M44.00S,2021-12-01T02:01:43.5Z,3,REGULAR,2pt,Jump Shot,[],200746,20.844283837056505,28.921568627450984,1610612751,82,68,2021-12-01T02:01:53Z,4020000,105.0,143.0,1,left,MISS L. Aldridge 17' Jump Shot,[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,17.8,Missed,,,,,,,,,,,,,,,,,,,
407,PT04M41.00S,2021-12-01T02:01:46.5Z,3,REGULAR,rebound,defensive,[],203944,,,1610612752,82,68,2021-12-01T02:01:53Z,4030000,,,0,,J. Randle REBOUND (Off:0 Def:5),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,406.0,5.0,5.0,0.0,,,,,,,,,,,,,,
408,PT04M24.00S,2021-12-01T02:02:03.6Z,3,REGULAR,3pt,Jump Shot,[],201565,70.77858081471747,23.774509803921568,1610612752,82,68,2021-12-01T02:06:38Z,4040000,-131.0,222.0,1,right,MISS D. Rose 25' pullup 3PT,[201565],1610612752.0,NYK,pullup,,,Rose,D. Rose,,,,,25.8,Missed,,,,,,,,,,,,,,,,,,,
409,PT04M20.00S,2021-12-01T02:02:07.6Z,3,REGULAR,rebound,defensive,[],200746,,,1610612751,82,68,2021-12-01T02:02:07Z,4050000,,,0,,L. Aldridge REBOUND (Off:0 Def:4),[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,408.0,4.0,4.0,0.0,,,,,,,,,,,,,,
410,PT04M15.00S,2021-12-01T02:02:14.3Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,82,68,2021-12-01T02:02:14Z,4060000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,PT04M15.00S,2021-12-01T02:02:15.0Z,3,REGULAR,substitution,out,[],1627761,,,1610612751,82,68,2021-12-01T02:02:20Z,4070000,,,0,,SUB out: D. Bembry,[1627761],1610612751.0,BKN,,,,Bembry,D. Bembry,,,,,,,,,,,,,,,,,,,,,,,,,
412,PT04M15.00S,2021-12-01T02:02:15.0Z,3,REGULAR,substitution,in,[],1628971,,,1610612751,82,68,2021-12-01T02:02:20Z,4080000,,,0,,SUB in: B. Brown,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
413,PT04M07.00S,2021-12-01T02:02:41.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630560,15.850854139290407,37.5,1610612751,84,68,2021-12-01T02:02:51Z,4090000,62.0,96.0,1,left,C. Thomas 11' driving floating Jump Shot (12 PTS) (K. Durant 7 AST),"[1630560, 201142]",1610612751.0,BKN,driving floating,,,Thomas,C. Thomas,,,,,11.5,Made,12.0,,,,,K. Durant,201142.0,7.0,,,,,,,,,,,
415,PT03M54.00S,2021-12-01T02:02:54.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203944,93.9060446780552,49.01960784313725,1610612752,84,70,2021-12-01T02:03:07Z,4110000,-5.0,5.0,1,right,J. Randle driving finger roll Layup (14 PTS) (D. Rose 4 AST),"[203944, 201565]",1610612752.0,NYK,driving finger roll,,,Randle,J. Randle,,,,,0.69,Made,14.0,,,,,D. Rose,201565.0,4.0,,,,,,,,,,,
416,PT03M35.00S,2021-12-01T02:03:13.0Z,3,REGULAR,3pt,Jump Shot,[],201935,13.748357424441524,95.34313725490196,1610612751,84,70,2021-12-01T02:03:22Z,4120000,-227.0,77.0,1,left,MISS J. Harden step back 3PT,[201935],1610612751.0,BKN,step back,,,Harden,J. Harden,,,,,23.93,Missed,,,,,,,,,,,,,,,,,,,
417,PT03M32.00S,2021-12-01T02:03:16.0Z,3,REGULAR,rebound,defensive,[],1630193,,,1610612752,84,70,2021-12-01T02:03:22Z,4130000,,,0,,I. Quickley REBOUND (Off:2 Def:3),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,416.0,5.0,3.0,2.0,,,,,,,,,,,,,,
418,PT03M17.00S,2021-12-01T02:03:34.4Z,3,REGULAR,foul,personal,['2freethrow'],1630560,,,1610612752,84,70,2021-12-01T02:03:42Z,4140000,,,0,,C. Thomas shooting personal FOUL (1 PF) (Burks 2 FT),"[1630560, 202692]",1610612751.0,BKN,shooting,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,200834.0,1.0,0.0,Burks,202692.0,
420,PT03M17.00S,2021-12-01T02:04:07.3Z,3,REGULAR,freethrow,1 of 2,[],202692,,,1610612752,84,71,2021-12-01T02:04:07Z,4160000,,,0,,A. Burks Free Throw 1 of 2 (16 PTS),[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,Made,16.0,,,,,,,,,,,,,,,,,,
421,PT03M17.00S,2021-12-01T02:04:24.9Z,3,REGULAR,freethrow,2 of 2,[],202692,,,1610612752,84,72,2021-12-01T02:04:24Z,4170000,,,0,,A. Burks Free Throw 2 of 2 (17 PTS),[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,Made,17.0,,,,,,,,,,,,,,,,,,
422,PT03M04.00S,2021-12-01T02:04:42.6Z,3,REGULAR,foul,offensive,[],201142,,,1610612751,84,72,2021-12-01T02:04:52Z,4180000,,,0,,K. Durant offensive FOUL (3 PF),"[201142, 202692]",1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,1626301.0,3.0,0.0,Burks,202692.0,
424,PT03M04.00S,2021-12-01T02:04:42.6Z,3,REGULAR,turnover,offensive foul,[],201142,,,1610612751,84,72,2021-12-01T02:04:42Z,4200000,,,0,,K. Durant offensive foul TURNOVER (1 TO),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,1.0,,,1626301.0,,,,,
425,PT03M04.00S,2021-12-01T02:04:50.4Z,3,REGULAR,substitution,out,[],202692,,,1610612752,84,72,2021-12-01T02:04:54Z,4210000,,,0,,SUB out: A. Burks,[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,
426,PT03M04.00S,2021-12-01T02:04:50.4Z,3,REGULAR,substitution,in,[],203095,,,1610612752,84,72,2021-12-01T02:04:54Z,4220000,,,0,,SUB in: E. Fournier,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,,
427,PT02M48.00S,2021-12-01T02:05:16.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203944,91.80354796320631,49.26470588235294,1610612752,84,74,2021-12-01T02:05:27Z,4230000,-4.0,25.0,1,right,J. Randle cutting Layup (16 PTS) (D. Rose 5 AST),"[203944, 201565]",1610612752.0,NYK,cutting,,,Randle,J. Randle,,,,,2.48,Made,16.0,,,,,D. Rose,201565.0,5.0,,,,,,,,,,,
429,PT02M46.00S,2021-12-01T02:05:24.4Z,3,REGULAR,timeout,full,['team'],0,,,1610612751,84,74,2021-12-01T02:05:24Z,4250000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,PT02M46.00S,2021-12-01T02:05:32.6Z,3,REGULAR,substitution,out,[],201935,,,1610612751,84,74,2021-12-01T02:06:58Z,4260000,,,0,,SUB out: J. Harden,[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,
431,PT02M46.00S,2021-12-01T02:05:32.6Z,3,REGULAR,substitution,out,[],200746,,,1610612751,84,74,2021-12-01T02:06:58Z,4270000,,,0,,SUB out: L. Aldridge,[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,,,,,,,,,,,,,,,,,,
432,PT02M46.00S,2021-12-01T02:05:32.6Z,3,REGULAR,substitution,in,[],200794,,,1610612751,84,74,2021-12-01T02:06:58Z,4280000,,,0,,SUB in: P. Millsap,[200794],1610612751.0,BKN,,,,Millsap,P. Millsap,,,,,,,,,,,,,,,,,,,,,,,,,
433,PT02M46.00S,2021-12-01T02:05:32.6Z,3,REGULAR,substitution,in,[],201988,,,1610612751,84,74,2021-12-01T02:06:58Z,4290000,,,0,,SUB in: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,
434,PT02M29.00S,2021-12-01T02:07:23.9Z,3,REGULAR,2pt,Jump Shot,[],201142,10.5946123521682,24.264705882352942,1610612751,86,74,2021-12-01T02:07:28Z,4300000,129.0,47.0,1,left,K. Durant 13' floating Jump Shot (14 PTS),[201142],1610612751.0,BKN,floating,,,Durant,K. Durant,,,,,13.7,Made,14.0,,,,,,,,,,,,,,,,,,
435,PT02M15.00S,2021-12-01T02:07:45.4Z,3,REGULAR,foul,personal,[],200794,,,1610612752,86,74,2021-12-01T02:08:04Z,4310000,,,0,,P. Millsap personal FOUL (1 PF),"[200794, 203944]",1610612751.0,BKN,,,,Millsap,P. Millsap,,,,,,,,,,,,,,,,,,,,200834.0,1.0,0.0,Randle,203944.0,
438,PT02M07.00S,2021-12-01T02:08:23.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201565,93.64323258869908,51.225490196078425,1610612752,86,76,2021-12-01T02:11:28Z,4330000,6.0,7.0,1,right,D. Rose driving finger roll Layup (14 PTS),[201565],1610612752.0,NYK,driving finger roll,,,Rose,D. Rose,,,,,0.95,Made,14.0,,,,,,,,,,,,,,,,,,
439,PT01M56.00S,2021-12-01T02:08:37.1Z,3,REGULAR,foul,personal,[],203095,,,1610612751,86,76,2021-12-01T02:08:58Z,4340000,,,0,,E. Fournier personal FOUL (2 PF),"[203095, 200794]",1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,200834.0,2.0,0.0,Millsap,200794.0,
441,PT01M45.00S,2021-12-01T02:09:05.6Z,3,REGULAR,3pt,Jump Shot,[],201988,6.389618922470433,2.696078431372549,1610612751,86,76,2021-12-01T02:09:10Z,4360000,237.0,8.0,1,left,MISS P. Mills 3PT,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,23.66,Missed,,,,,,,,,,,,,,,,,,,
442,PT01M41.00S,2021-12-01T02:09:09.6Z,3,REGULAR,rebound,defensive,[],203944,,,1610612752,86,76,2021-12-01T02:09:10Z,4370000,,,0,,J. Randle REBOUND (Off:0 Def:6),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,441.0,6.0,6.0,0.0,,,,,,,,,,,,,,
443,PT01M32.00S,2021-12-01T02:09:18.4Z,3,REGULAR,3pt,Jump Shot,[],203095,95.74572930354796,96.32352941176471,1610612752,86,79,2021-12-01T02:09:23Z,4380000,232.0,-13.0,1,right,E. Fournier 3PT  (7 PTS) (J. Randle 7 AST),"[203095, 203944]",1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,23.19,Made,7.0,,,,,J. Randle,203944.0,7.0,,,,,,,,,,,
445,PT01M18.00S,2021-12-01T02:09:33.9Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203944,,,1610612751,86,79,2021-12-01T02:09:46Z,4400000,,,0,,J. Randle personal FOUL (3 PF) (Durant 2 FT),"[203944, 201142]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,1162.0,3.0,0.0,Durant,201142.0,
447,PT01M18.00S,2021-12-01T02:09:58.5Z,3,REGULAR,freethrow,1 of 2,[],201142,,,1610612751,87,79,2021-12-01T02:09:58Z,4420000,,,0,,K. Durant Free Throw 1 of 2 (15 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,Made,15.0,,,,,,,,,,,,,,,,,,
448,PT01M18.00S,2021-12-01T02:10:19.3Z,3,REGULAR,freethrow,2 of 2,[],201142,,,1610612751,88,79,2021-12-01T02:10:19Z,4430000,,,0,,K. Durant Free Throw 2 of 2 (16 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,Made,16.0,,,,,,,,,,,,,,,,,,
449,PT01M02.00S,2021-12-01T02:10:38.9Z,3,REGULAR,3pt,Jump Shot,[],203095,66.70499342969777,48.77450980392157,1610612752,88,82,2021-12-01T02:10:43Z,4440000,-6.0,260.0,1,right,E. Fournier 26' 3PT  (10 PTS) (J. Randle 8 AST),"[203095, 203944]",1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,26.06,Made,10.0,,,,,J. Randle,203944.0,8.0,,,,,,,,,,,
451,PT00M48.50S,2021-12-01T02:10:55.0Z,3,REGULAR,3pt,Jump Shot,[],201988,24.392247043363994,82.84313725490196,1610612751,88,82,2021-12-01T02:13:32Z,4460000,-164.0,177.0,1,left,MISS P. Mills 24' pullup 3PT,[201988],1610612751.0,BKN,pullup,,,Mills,P. Mills,,,,,24.13,Missed,,,,,,,,,,,,,,,,,,,
