actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
94,PT04M04.00S,2021-12-01T00:48:04.2Z,1,REGULAR,substitution,out,[],203095,,,1610612751,21,22,2021-12-01T00:48:08Z,940000,,,0,,SUB out: E. Fournier,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M04.00S,2021-12-01T00:48:04.2Z,1,REGULAR,substitution,in,[],1630193,,,1610612751,21,22,2021-12-01T00:48:08Z,950000,,,0,,SUB in: I. Quickley,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M04.00S,2021-12-01T00:48:03.4Z,1,REGULAR,freethrow,2 of 2,[],201935,,,1610612751,21,22,2021-12-01T00:48:27Z,960000,,,0,,MISS J. Harden Free Throw 2 of 2,[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,Missed,,,,,,,,,,,,,,,,,,,
97,PT04M02.00S,2021-12-01T00:48:05.4Z,1,REGULAR,rebound,defensive,[],203457,,,1610612752,21,22,2021-12-01T00:48:27Z,970000,,,0,,N. Noel REBOUND (Off:0 Def:1),[203457],1610612752.0,NYK,,,,Noel,N. Noel,,,,,,,,96.0,1.0,1.0,0.0,,,,,,,,,,,,,,
98,PT03M41.00S,2021-12-01T00:48:46.6Z,1,REGULAR,3pt,Jump Shot,[],202692,28.728646517739815,25.0,1610612752,21,22,2021-12-01T00:48:56Z,980000,125.0,218.0,1,left,MISS A. Burks 25' pullup 3PT,[202692],1610612752.0,NYK,pullup,,,Burks,A. Burks,,,,,25.09,Missed,,,,,,,,,,,,,,,,,,,
99,PT03M38.00S,2021-12-01T00:48:49.6Z,1,REGULAR,rebound,defensive,[],201935,,,1610612751,21,22,2021-12-01T00:48:56Z,990000,,,0,,J. Harden REBOUND (Off:0 Def:1),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,98.0,1.0,1.0,0.0,,,,,,,,,,,,,,
100,PT03M32.00S,2021-12-01T00:48:55.6Z,1,REGULAR,3pt,Jump Shot,[],1630560,93.11760840998686,3.9215686274509802,1610612751,24,22,2021-12-01T00:49:06Z,1000000,-230.0,12.0,1,right,C. Thomas 3PT  (3 PTS) (J. Harden 1 AST),"[1630560, 201935]",1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,23.07,Made,3.0,,,,,J. Harden,201935.0,1.0,,,,,,,,,,,
102,PT03M24.00S,2021-12-01T00:49:08.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,24,22,2021-12-01T00:49:08Z,1020000,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT03M24.00S,2021-12-01T00:49:09.5Z,1,REGULAR,substitution,out,[],201935,,,1610612752,24,22,2021-12-01T00:51:52Z,1030000,,,0,,SUB out: J. Harden,[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M24.00S,2021-12-01T00:49:09.5Z,1,REGULAR,substitution,out,[],200746,,,1610612752,24,22,2021-12-01T00:51:52Z,1040000,,,0,,SUB out: L. Aldridge,[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M24.00S,2021-12-01T00:49:09.5Z,1,REGULAR,substitution,in,[],200794,,,1610612752,24,22,2021-12-01T00:51:52Z,1050000,,,0,,SUB in: P. Millsap,[200794],1610612751.0,BKN,,,,Millsap,P. Millsap,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT03M24.00S,2021-12-01T00:49:09.5Z,1,REGULAR,substitution,in,[],201988,,,1610612752,24,22,2021-12-01T00:51:52Z,1060000,,,0,,SUB in: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M16.00S,2021-12-01T00:52:40.9Z,1,REGULAR,3pt,Jump Shot,[],201565,31.882391590013142,51.225490196078425,1610612752,24,22,2021-12-01T00:52:46Z,1070000,-6.0,247.0,1,left,MISS D. Rose 24' pullup 3PT,[201565],1610612752.0,NYK,pullup,,,Rose,D. Rose,,,,,24.73,Missed,,,,,,,,,,,,,,,,,,,
108,PT03M11.00S,2021-12-01T00:52:45.9Z,1,REGULAR,rebound,offensive,[],1630193,,,1610612752,24,22,2021-12-01T00:52:46Z,1080000,,,0,,I. Quickley REBOUND (Off:1 Def:0),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,107.0,1.0,0.0,1.0,,,,,,,,,,,,,,
109,PT03M03.00S,2021-12-01T00:52:53.9Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1630193,25.443495400788436,30.14705882352941,1610612752,24,22,2021-12-01T00:53:00Z,1090000,99.0,187.0,1,left,MISS I. Quickley 21' step back Shot,[1630193],1610612752.0,NYK,step back,,,Quickley,I. Quickley,,,,,21.15,Missed,,,,,,,,,,,,,,,,,,,
110,PT02M58.00S,2021-12-01T00:52:58.9Z,1,REGULAR,rebound,defensive,[],200794,,,1610612751,24,22,2021-12-01T00:53:00Z,1100000,,,0,,P. Millsap REBOUND (Off:0 Def:1),[200794],1610612751.0,BKN,,,,Millsap,P. Millsap,,,,,,,,109.0,1.0,1.0,0.0,,,,,,,,,,,,,,
111,PT02M53.00S,2021-12-01T00:53:03.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1630560,82.9993429697766,37.00980392156863,1610612751,26,22,2021-12-01T00:53:14Z,1110000,-65.0,107.0,1,right,C. Thomas 12' running pullup Jump Shot (5 PTS),[1630560],1610612751.0,BKN,running pullup,,,Thomas,C. Thomas,,,,,12.55,Made,5.0,,,,,,,,,,,,,,,,,,
112,PT02M34.00S,2021-12-01T00:53:22.7Z,1,REGULAR,3pt,Jump Shot,[],202692,6.258212877792378,4.901960784313726,1610612752,26,22,2021-12-01T00:53:26Z,1120000,225.0,6.0,1,left,MISS A. Burks 3PT,[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,22.56,Missed,,,,,,,,,,,,,,,,,,,
113,PT02M31.00S,2021-12-01T00:53:25.7Z,1,REGULAR,rebound,defensive,[],201142,,,1610612751,26,22,2021-12-01T00:53:26Z,1130000,,,0,,K. Durant REBOUND (Off:0 Def:2),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,112.0,2.0,2.0,0.0,,,,,,,,,,,,,,
114,PT02M24.00S,2021-12-01T00:53:33.2Z,1,REGULAR,3pt,Jump Shot,[],1630560,72.61826544021025,79.41176470588235,1610612751,29,22,2021-12-01T00:54:27Z,1140000,147.0,205.0,1,right,C. Thomas 25' 3PT  (8 PTS) (K. Durant 3 AST),"[1630560, 201142]",1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,25.22,Made,8.0,,,,,K. Durant,201142.0,3.0,,,,,,,,,,,
116,PT02M01.00S,2021-12-01T00:53:55.9Z,1,REGULAR,3pt,Jump Shot,[],201565,31.488173455978973,35.294117647058826,1610612752,29,25,2021-12-01T00:54:01Z,1160000,74.0,243.0,1,left,D. Rose 25' 3PT  (5 PTS) (J. Randle 5 AST),"[201565, 203944]",1610612752.0,NYK,,,,Rose,D. Rose,,,,,25.44,Made,5.0,,,,,J. Randle,203944.0,5.0,,,,,,,,,,,
118,PT01M48.00S,2021-12-01T00:54:15.5Z,1,REGULAR,2pt,Jump Shot,[],201142,76.2976346911958,53.92156862745098,1610612751,31,25,2021-12-01T00:54:26Z,1180000,20.0,170.0,1,right,K. Durant 17' pullup Jump Shot (2 PTS) (P. Mills 1 AST),"[201142, 201988]",1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,17.14,Made,2.0,,,,,P. Mills,201988.0,1.0,,,,,,,,,,,
120,PT01M32.00S,2021-12-01T00:54:30.8Z,1,REGULAR,2pt,Jump Shot,[],201565,25.312089356110377,35.78431372549019,1610612752,31,25,2021-12-01T00:54:35Z,1200000,71.0,185.0,1,left,MISS D. Rose 19' step back Shot,[201565],1610612752.0,NYK,step back,,,Rose,D. Rose,,,,,19.86,Missed,,,,,,,,,,,,,,,,,,,
121,PT01M29.00S,2021-12-01T00:54:33.8Z,1,REGULAR,rebound,defensive,[],1628971,,,1610612751,31,25,2021-12-01T00:54:35Z,1210000,,,0,,B. Brown REBOUND (Off:0 Def:2),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,120.0,2.0,2.0,0.0,,,,,,,,,,,,,,
122,PT01M23.00S,2021-12-01T00:54:39.6Z,1,REGULAR,3pt,Jump Shot,[],1630560,72.7496714848883,82.1078431372549,1610612751,31,25,2021-12-01T00:54:46Z,1220000,161.0,204.0,1,right,MISS C. Thomas 25' 3PT,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,25.93,Missed,,,,,,,,,,,,,,,,,,,
123,PT01M20.00S,2021-12-01T00:54:43.1Z,1,REGULAR,rebound,offensive,[],1628971,,,1610612751,31,25,2021-12-01T00:54:43Z,1230000,,,0,,B. Brown REBOUND (Off:1 Def:2),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,122.0,3.0,2.0,1.0,,,,,,,,,,,,,,
124,PT01M18.00S,2021-12-01T00:54:44.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628971,92.72339027595268,48.77450980392157,1610612751,33,25,2021-12-01T00:55:54Z,1240000,-6.0,16.0,1,right,B. Brown putback Layup (4 PTS),[1628971],1610612751.0,BKN,putback,,,Brown,B. Brown,,,,,1.7,Made,4.0,,,,,,,,,,,,,,,,,,
125,PT00M57.70S,2021-12-01T00:55:06.9Z,1,REGULAR,3pt,Jump Shot,[],202692,2.8416557161629434,96.07843137254902,1610612752,33,28,2021-12-01T00:55:11Z,1250000,-230.0,-26.0,1,left,A. Burks 3PT  (9 PTS) (J. Randle 6 AST),"[202692, 203944]",1610612752.0,NYK,,,,Burks,A. Burks,,,,,23.18,Made,9.0,,,,,J. Randle,203944.0,6.0,,,,,,,,,,,
127,PT00M45.20S,2021-12-01T00:55:22.3Z,1,REGULAR,3pt,Jump Shot,[],201988,75.50919842312747,86.02941176470588,1610612751,33,28,2021-12-01T00:55:26Z,1270000,180.0,178.0,1,right,MISS P. Mills 25' 3PT,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,25.3,Missed,,,,,,,,,,,,,,,,,,,
128,PT00M42.10S,2021-12-01T00:55:25.4Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,33,28,2021-12-01T00:55:26Z,1280000,,,0,,J. Randle REBOUND (Off:0 Def:3),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,127.0,3.0,3.0,0.0,,,,,,,,,,,,,,
129,PT00M32.60S,2021-12-01T00:55:34.8Z,1,REGULAR,2pt,Jump Shot,[],203944,23.47240473061761,32.84313725490196,1610612752,33,28,2021-12-01T00:55:39Z,1290000,86.0,168.0,1,left,MISS J. Randle 18' step back Shot,[203944],1610612752.0,NYK,step back,,,Randle,J. Randle,,,,,18.87,Missed,,,,,,,,,,,,,,,,,,,
130,PT00M28.90S,2021-12-01T00:55:38.5Z,1,REGULAR,rebound,defensive,[],201988,,,1610612751,33,28,2021-12-01T00:55:39Z,1300000,,,0,,P. Mills REBOUND (Off:0 Def:1),[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,129.0,1.0,1.0,0.0,,,,,,,,,,,,,,
131,PT00M25.00S,2021-12-01T00:55:45.0Z,1,REGULAR,turnover,out-of-bounds,[],200794,,,1610612751,33,28,2021-12-01T00:55:56Z,1310000,,,0,,P. Millsap lost ball out-of-bounds TURNOVER (1 TO),[200794],1610612751.0,BKN,lost ball,,,Millsap,P. Millsap,,,,,,,,,,,,,,,,,1.0,,,1162.0,,,,,
132,PT00M25.00S,2021-12-01T00:55:50.0Z,1,REGULAR,substitution,out,[],201988,,,1610612752,33,28,2021-12-01T00:56:00Z,1320000,,,0,,SUB out: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT00M25.00S,2021-12-01T00:55:50.0Z,1,REGULAR,substitution,in,[],1627761,,,1610612752,33,28,2021-12-01T00:56:00Z,1330000,,,0,,SUB in: D. Bembry,[1627761],1610612751.0,BKN,,,,Bembry,D. Bembry,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT00M00.30S,2021-12-01T00:56:31.0Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],202692,9.674770039421814,13.23529411764706,1610612752,33,28,2021-12-01T00:58:09Z,1340000,184.0,38.0,1,left,MISS A. Burks 18' Jump Shot,[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,18.78,Missed,,,,,,,,,,,,,,,,,,,
135,PT00M00.30S,2021-12-01T00:56:31.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612752,33,28,2021-12-01T00:56:37Z,1350000,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,134.0,,,,,,,,,,,,,,,,,
136,PT00M00.00S,2021-12-01T00:56:34.3Z,1,REGULAR,period,end,[],0,,,1610612752,33,28,2021-12-01T00:56:34Z,1360000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT12M00.00S,2021-12-01T00:56:40.4Z,2,REGULAR,substitution,out,['startperiod'],201142,,,1610612752,33,28,2021-12-01T00:59:27Z,1370000,,,0,,SUB out: K. Durant,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT12M00.00S,2021-12-01T00:56:40.4Z,2,REGULAR,substitution,out,['startperiod'],1630560,,,1610612752,33,28,2021-12-01T00:59:27Z,1380000,,,0,,SUB out: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT12M00.00S,2021-12-01T00:56:40.4Z,2,REGULAR,substitution,out,['startperiod'],1627761,,,1610612752,33,28,2021-12-01T00:59:27Z,1390000,,,0,,SUB out: D. Bembry,[1627761],1610612751.0,BKN,,,,Bembry,D. Bembry,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT12M00.00S,2021-12-01T00:56:40.4Z,2,REGULAR,substitution,out,['startperiod'],203944,,,1610612752,33,28,2021-12-01T00:59:27Z,1410000,,,0,,SUB out: J. Randle,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT12M00.00S,2021-12-01T00:56:40.4Z,2,REGULAR,substitution,in,['startperiod'],201949,,,1610612752,33,28,2021-12-01T00:59:27Z,1420000,,,0,,SUB in: J. Johnson,[201949],1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT12M00.00S,2021-12-01T00:56:40.4Z,2,REGULAR,substitution,in,['startperiod'],201988,,,1610612752,33,28,2021-12-01T00:59:27Z,1430000,,,0,,SUB in: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT12M00.00S,2021-12-01T00:56:40.4Z,2,REGULAR,substitution,in,['startperiod'],201935,,,1610612752,33,28,2021-12-01T00:59:27Z,1440000,,,0,,SUB in: J. Harden,[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT12M00.00S,2021-12-01T00:56:40.4Z,2,REGULAR,substitution,in,['startperiod'],1630167,,,1610612752,33,28,2021-12-01T00:59:27Z,1450000,,,0,,SUB in: O. Toppin,[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT12M00.00S,2021-12-01T00:56:40.4Z,2,REGULAR,substitution,out,['startperiod'],202692,,,1610612752,33,28,2021-12-01T01:00:00Z,1470000,,,0,,SUB out: A. Burks,[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2021-12-01T00:56:40.4Z,2,REGULAR,substitution,in,['startperiod'],203095,,,1610612752,33,28,2021-12-01T01:02:28Z,1477500,,,0,,SUB in: E. Fournier,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT12M00.00S,2021-12-01T01:00:14.3Z,2,REGULAR,period,start,[],0,,,1610612751,33,28,2021-12-01T01:00:14Z,1480000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT11M48.00S,2021-12-01T01:00:26.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201935,80.89684625492772,37.5,1610612751,35,28,2021-12-01T01:00:37Z,1490000,-62.0,127.0,1,right,J. Harden 14' pullup Jump Shot (17 PTS),[201935],1610612751.0,BKN,pullup,,,Harden,J. Harden,,,,,14.16,Made,17.0,,,,,,,,,,,,,,,,,,
150,PT11M29.00S,2021-12-01T01:00:46.8Z,2,REGULAR,turnover,out-of-bounds,[],1630167,,,1610612752,35,28,2021-12-01T01:00:54Z,1500000,,,0,,O. Toppin bad pass out-of-bounds TURNOVER (1 TO),[1630167],1610612752.0,NYK,bad pass,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,1.0,,,1626301.0,,,,,
162,PT11M29.00S,2021-12-01T01:00:58.3Z,2,REGULAR,substitution,out,[],203095,,,1610612751,35,28,2021-12-01T01:02:49Z,1505000,,,0,,SUB out: E. Fournier,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT11M29.00S,2021-12-01T01:00:58.3Z,2,REGULAR,substitution,in,[],1629628,,,1610612751,35,28,2021-12-01T01:02:49Z,1507500,,,0,,SUB in: R. Barrett,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT11M17.00S,2021-12-01T01:01:09.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201935,91.14651773981603,45.588235294117645,1610612751,37,28,2021-12-01T01:01:53Z,1510000,-22.0,31.0,1,right,J. Harden driving finger roll Layup (19 PTS),[201935],1610612751.0,BKN,driving finger roll,,,Harden,J. Harden,,,,,3.78,Made,19.0,,,,,,,,,,,,,,,,,,
152,PT10M59.00S,2021-12-01T01:01:28.0Z,2,REGULAR,turnover,lost ball,[],1629628,,,1610612752,37,28,2021-12-01T01:01:41Z,1520000,,,0,,R. Barrett lost ball TURNOVER (1 TO),"[1629628, 200794]",1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,1.0,Millsap,200794.0,,,,,,
153,PT10M59.00S,2021-12-01T01:01:28.0Z,2,REGULAR,steal,,[],200794,,,1610612751,37,28,2021-12-01T01:01:32Z,1530000,,,0,,P. Millsap STEAL (1 STL),[200794],1610612751.0,BKN,,,,Millsap,P. Millsap,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT10M50.00S,2021-12-01T01:01:37.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],201935,70.12155059132719,24.019607843137255,1610612751,37,28,2021-12-01T01:02:50Z,1540000,-130.0,228.0,1,right,MISS J. Harden 26' step back 3PT,[201935],1610612751.0,BKN,step back,,,Harden,J. Harden,,,,,26.28,Missed,,,,,,,,,,,,,,,,,,,
155,PT10M46.00S,2021-12-01T01:01:40.5Z,2,REGULAR,rebound,defensive,[],201565,,,1610612752,37,28,2021-12-01T01:01:40Z,1550000,,,0,,D. Rose REBOUND (Off:0 Def:1),[201565],1610612752.0,NYK,,,,Rose,D. Rose,,,,,,,,154.0,1.0,1.0,0.0,,,,,,,,,,,,,,
157,PT10M43.00S,2021-12-01T01:01:46.3Z,2,REGULAR,foul,personal,['2freethrow'],1628971,,,1610612752,37,28,2021-12-01T01:01:57Z,1560000,,,0,,B. Brown shooting personal FOUL (1 PF) (Rose 2 FT),"[1628971, 201565]",1610612751.0,BKN,shooting,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,200834.0,1.0,0.0,Rose,201565.0,
159,PT10M43.00S,2021-12-01T01:02:17.4Z,2,REGULAR,freethrow,1 of 2,[],201565,,,1610612752,37,29,2021-12-01T01:02:17Z,1580000,,,0,,D. Rose Free Throw 1 of 2 (6 PTS),[201565],1610612752.0,NYK,,,,Rose,D. Rose,,,,,,Made,6.0,,,,,,,,,,,,,,,,,,
161,PT10M43.00S,2021-12-01T01:02:38.7Z,2,REGULAR,freethrow,2 of 2,[],201565,,,1610612752,37,30,2021-12-01T01:02:38Z,1590000,,,0,,D. Rose Free Throw 2 of 2 (7 PTS),[201565],1610612752.0,NYK,,,,Rose,D. Rose,,,,,,Made,7.0,,,,,,,,,,,,,,,,,,
164,PT10M32.00S,2021-12-01T01:02:50.8Z,2,REGULAR,turnover,bad pass,[],201935,,,1610612751,37,30,2021-12-01T01:02:56Z,1600000,,,0,,J. Harden bad pass TURNOVER (3 TO),"[201935, 1630193]",1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,3.0,Quickley,1630193.0,,,,,,
165,PT10M32.00S,2021-12-01T01:02:50.8Z,2,REGULAR,steal,,[],1630193,,,1610612752,37,30,2021-12-01T01:02:54Z,1610000,,,0,,I. Quickley STEAL (1 STL),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT10M27.00S,2021-12-01T01:02:55.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630193,6.1268068331143235,48.77450980392157,1610612752,37,30,2021-12-01T01:03:02Z,1620000,6.0,5.0,1,left,MISS I. Quickley running Layup,[1630193],1610612752.0,NYK,running,,,Quickley,I. Quickley,,,,,0.8,Missed,,,,,,,,,,,,,,,,,,,
167,PT10M23.00S,2021-12-01T01:02:59.3Z,2,REGULAR,rebound,offensive,[],1629628,,,1610612752,37,30,2021-12-01T01:03:02Z,1630000,,,0,,R. Barrett REBOUND (Off:2 Def:2),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,166.0,4.0,2.0,2.0,,,,,,,,,,,,,,
168,PT10M23.00S,2021-12-01T01:02:58.7Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1629628,5.590000152587891,50.0,1610612752,37,32,2021-12-01T01:04:15Z,1640000,0.0,0.0,1,left,R. Barrett tip Layup (4 PTS),[1629628],1610612752.0,NYK,tip,,,Barrett,R. Barrett,,,,,0.0,Made,4.0,,,,,,,,,,,,,,,,,,
169,PT10M00.00S,2021-12-01T01:03:22.0Z,2,REGULAR,3pt,Jump Shot,[],201988,94.43166885676742,96.32352941176471,1610612751,37,32,2021-12-01T01:03:26Z,1650000,232.0,0.0,1,right,MISS P. Mills 3PT,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,23.16,Missed,,,,,,,,,,,,,,,,,,,
170,PT09M57.00S,2021-12-01T01:03:25.0Z,2,REGULAR,rebound,defensive,[],201565,,,1610612752,37,32,2021-12-01T01:03:26Z,1660000,,,0,,D. Rose REBOUND (Off:0 Def:2),[201565],1610612752.0,NYK,,,,Rose,D. Rose,,,,,,,,169.0,2.0,2.0,0.0,,,,,,,,,,,,,,
171,PT09M54.00S,2021-12-01T01:03:27.7Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630167,6.389618922470433,48.529411764705884,1610612752,37,34,2021-12-01T01:05:04Z,1670000,7.0,8.0,1,left,O. Toppin running DUNK (2 PTS) (D. Rose 1 AST),"[1630167, 201565]",1610612752.0,NYK,running,,,Toppin,O. Toppin,,,,,1.06,Made,2.0,,,,,D. Rose,201565.0,1.0,,,,,,,,,,,
173,PT09M37.00S,2021-12-01T01:03:45.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628971,86.15308804204993,49.26470588235294,1610612751,39,34,2021-12-01T01:03:55Z,1690000,-4.0,78.0,1,right,B. Brown 7' floating Jump Shot (6 PTS),[1628971],1610612751.0,BKN,floating,,,Brown,B. Brown,,,,,7.78,Made,6.0,,,,,,,,,,,,,,,,,,
174,PT09M27.00S,2021-12-01T01:03:56.1Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630167,5.338370565045992,49.01960784313725,1610612752,39,36,2021-12-01T01:04:08Z,1700000,5.0,-2.0,1,left,O. Toppin cutting DUNK (4 PTS) (I. Quickley 1 AST),"[1630167, 1630193]",1610612752.0,NYK,cutting,,,Toppin,O. Toppin,,,,,0.54,Made,4.0,,,,,I. Quickley,1630193.0,1.0,,,,,,,,,,,
176,PT09M09.00S,2021-12-01T01:04:15.1Z,2,REGULAR,foul,personal,['2freethrow'],1629628,,,1610612751,39,36,2021-12-01T01:04:26Z,1720000,,,0,,R. Barrett shooting personal FOUL (1 PF) (Millsap 2 FT),"[1629628, 200794]",1610612752.0,NYK,shooting,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,1626301.0,1.0,0.0,Millsap,200794.0,
178,PT09M09.00S,2021-12-01T01:04:48.5Z,2,REGULAR,freethrow,1 of 2,[],200794,,,1610612751,40,36,2021-12-01T01:04:48Z,1740000,,,0,,P. Millsap Free Throw 1 of 2 (1 PTS),[200794],1610612751.0,BKN,,,,Millsap,P. Millsap,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
179,PT09M09.00S,2021-12-01T01:04:49.1Z,2,REGULAR,substitution,out,[],1628971,,,1610612751,40,36,2021-12-01T01:04:52Z,1750000,,,0,,SUB out: B. Brown,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT09M09.00S,2021-12-01T01:04:49.1Z,2,REGULAR,substitution,in,[],1628975,,,1610612751,40,36,2021-12-01T01:04:52Z,1760000,,,0,,SUB in: J. Carter,[1628975],1610612751.0,BKN,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT09M09.00S,2021-12-01T01:05:05.2Z,2,REGULAR,freethrow,2 of 2,[],200794,,,1610612751,41,36,2021-12-01T01:05:05Z,1770000,,,0,,P. Millsap Free Throw 2 of 2 (2 PTS),[200794],1610612751.0,BKN,,,,Millsap,P. Millsap,,,,,,Made,2.0,,,,,,,,,,,,,,,,,,
182,PT08M57.00S,2021-12-01T01:05:21.9Z,2,REGULAR,foul,offensive,[],1630167,,,1610612752,41,36,2021-12-01T01:05:29Z,1780000,,,0,,O. Toppin offensive FOUL (1 PF),"[1630167, 201988]",1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,1162.0,1.0,0.0,Mills,201988.0,
