actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
90,PT05M07.00S,2022-03-27T23:53:54.3Z,1,REGULAR,substitution,in,[],1626162,,,1610612766,18,17,2022-03-27T23:54:09Z,900000,,,0,,SUB in: K. Oubre Jr.,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,
91,PT05M07.00S,2022-03-27T23:53:54.3Z,1,REGULAR,substitution,in,[],1626149,,,1610612766,18,17,2022-03-27T23:54:09Z,910000,,,0,,SUB in: M. Harrell,[1626149],1610612766.0,CHA,,,,Harrell,M. Harrell,,,,,,,,,,,,,,,,,,,,,,,,
92,PT05M07.00S,2022-03-27T23:53:54.3Z,1,REGULAR,substitution,in,[],1628998,,,1610612766,18,17,2022-03-27T23:54:09Z,920000,,,0,,SUB in: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M54.00S,2022-03-27T23:54:27.3Z,1,REGULAR,2pt,Jump Shot,[],1626162,23.866622864651774,50.0,1610612766,18,17,2022-03-27T23:57:18Z,930000,0.0,172.0,1,left,MISS K. Oubre Jr. 17' driving floating Shot,[1626162],1610612766.0,CHA,driving floating,,,Oubre Jr.,K. Oubre Jr.,,,,,17.18,Missed,,,,,,,,,,,,,,,,,,
94,PT04M49.00S,2022-03-27T23:54:32.3Z,1,REGULAR,rebound,defensive,[],1629651,,,1610612751,18,17,2022-03-27T23:54:33Z,940000,,,0,,N. Claxton REBOUND (Off:0 Def:1),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,93.0,1.0,1.0,0.0,,,,,,,,,,,,
95,PT04M43.00S,2022-03-27T23:54:37.0Z,1,REGULAR,3pt,Jump Shot,[],201142,66.83639947437582,49.01960784313725,1610612751,18,17,2022-03-27T23:54:42Z,950000,-5.0,259.0,1,right,MISS K. Durant 25' 3PT,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,25.92,Missed,,,,,,,,,,,,,,,,,,
96,PT04M40.00S,2022-03-27T23:54:40.0Z,1,REGULAR,rebound,defensive,[],1626149,,,1610612766,18,17,2022-03-27T23:54:42Z,960000,,,0,,M. Harrell REBOUND (Off:0 Def:1),[1626149],1610612766.0,CHA,,,,Harrell,M. Harrell,,,,,,,,,95.0,1.0,1.0,0.0,,,,,,,,,,,,
97,PT04M26.00S,2022-03-27T23:54:54.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626149,5.995400788436268,50.73529411764706,1610612766,18,17,2022-03-27T23:54:58Z,970000,-4.0,4.0,1,left,MISS M. Harrell driving Layup,[1626149],1610612766.0,CHA,driving,,,Harrell,M. Harrell,,,,,0.54,Missed,,,,,,,,,,,,,,,,,,
98,PT04M24.00S,2022-03-27T23:54:56.4Z,1,REGULAR,rebound,offensive,[],1628998,,,1610612766,18,17,2022-03-27T23:54:58Z,980000,,,0,,C. Martin REBOUND (Off:1 Def:0),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,97.0,1.0,0.0,1.0,,,,,,,,,,,,
99,PT04M24.00S,2022-03-27T23:54:57.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628998,5.590000152587891,50.0,1610612766,18,19,2022-03-27T23:54:57Z,990000,0.0,0.0,1,left,C. Martin tip Layup (2 PTS),[1628998],1610612766.0,CHA,tip,,,Martin,C. Martin,,,,,0.0,Made,,,,,,,,,,,,2.0,,,,,,
100,PT04M15.00S,2022-03-27T23:55:06.4Z,1,REGULAR,2pt,Jump Shot,[],201142,87.20433639947439,69.85294117647058,1610612751,18,19,2022-03-27T23:58:57Z,1000000,99.0,68.0,1,right,MISS K. Durant 12' turnaround fadeaway Shot,[201142],1610612751.0,BKN,turnaround fadeaway,,,Durant,K. Durant,,,,,12.02,Missed,,,,,,,,,,,,,,,,,,
101,PT04M11.00S,2022-03-27T23:55:10.4Z,1,REGULAR,rebound,defensive,[],1626179,,,1610612766,18,19,2022-03-27T23:55:13Z,1010000,,,0,,T. Rozier REBOUND (Off:0 Def:2),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,100.0,2.0,2.0,0.0,,,,,,,,,,,,
102,PT04M05.00S,2022-03-27T23:55:15.5Z,1,REGULAR,turnover,lost ball,[],1626179,,,1610612766,18,19,2022-03-27T23:55:20Z,1020000,,,0,,T. Rozier lost ball TURNOVER (2 TO),"[1626179, 201609]",1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,2.0,Dragic,201609.0
103,PT04M05.00S,2022-03-27T23:55:15.5Z,1,REGULAR,steal,,[],201609,,,1610612751,18,19,2022-03-27T23:55:17Z,1030000,,,0,,G. Dragic STEAL (1 STL),[201609],1610612751.0,BKN,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,,,,,,,
104,PT04M03.00S,2022-03-27T23:55:20.7Z,1,REGULAR,foul,personal,[],1628998,,,1610612751,18,19,2022-03-27T23:55:31Z,1040000,,,0,,C. Martin take personal FOUL (1 PF),"[1628998, 201142]",1610612766.0,CHA,take,,,Martin,C. Martin,,,,,,,,,,,,,2003.0,1.0,0.0,Durant,201142.0,,,,,,,
106,PT03M48.00S,2022-03-27T23:55:49.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1629651,92.9862023653088,50.98039215686274,1610612751,20,19,2022-03-27T23:55:53Z,1060000,5.0,13.0,1,right,N. Claxton cutting DUNK (2 PTS) (K. Irving 1 AST),"[1629651, 202681]",1610612751.0,BKN,cutting,,,Claxton,N. Claxton,,,,,1.43,Made,,,,,,,,,,,,2.0,K. Irving,202681.0,1.0,,,
108,PT03M47.00S,2022-03-27T23:55:55.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,20,19,2022-03-27T23:55:55Z,1080000,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M32.00S,2022-03-27T23:59:01.0Z,1,REGULAR,3pt,Jump Shot,[],1626162,30.042706964520367,29.65686274509804,1610612766,20,19,2022-03-27T23:59:06Z,1090000,102.0,230.0,1,left,MISS K. Oubre Jr. 25' 3PT,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,25.14,Missed,,,,,,,,,,,,,,,,,,
110,PT03M28.00S,2022-03-27T23:59:05.0Z,1,REGULAR,rebound,defensive,[],1629651,,,1610612751,20,19,2022-03-27T23:59:06Z,1100000,,,0,,N. Claxton REBOUND (Off:0 Def:2),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,109.0,2.0,2.0,0.0,,,,,,,,,,,,
111,PT03M20.00S,2022-03-27T23:59:12.2Z,1,REGULAR,turnover,bad pass,[],1629651,,,1610612751,20,19,2022-03-27T23:59:15Z,1110000,,,0,,N. Claxton bad pass TURNOVER (1 TO),"[1629651, 1626162]",1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,1.0,Oubre Jr.,1626162.0
112,PT03M20.00S,2022-03-27T23:59:12.2Z,1,REGULAR,steal,,[],1626162,,,1610612766,20,19,2022-03-27T23:59:14Z,1120000,,,0,,K. Oubre Jr. STEAL (1 STL),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M15.00S,2022-03-27T23:59:17.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1626162,5.995400788436268,44.85294117647059,1610612766,20,19,2022-03-27T23:59:22Z,1130000,26.0,4.0,1,left,MISS K. Oubre Jr. running Layup - blocked,"[1626162, 1629651]",1610612766.0,CHA,running,,,Oubre Jr.,K. Oubre Jr.,,,,,2.6,Missed,Claxton,1629651.0,,,,,,,,,,,,,,,,
114,PT03M15.00S,2022-03-27T23:59:17.1Z,1,REGULAR,block,,[],1629651,,,1610612766,20,19,2022-03-27T23:59:19Z,1140000,,,0,,N. Claxton BLOCK (1 BLK),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M12.00S,2022-03-27T23:59:20.1Z,1,REGULAR,rebound,defensive,[],201142,,,1610612751,20,19,2022-03-28T00:03:00Z,1150000,,,0,,K. Durant REBOUND (Off:0 Def:3),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,113.0,3.0,3.0,0.0,,,,,,,,,,,,
116,PT03M09.00S,2022-03-27T23:59:22.9Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",201609,92.85479632063075,51.225490196078425,1610612751,22,19,2022-03-28T00:02:49Z,1160000,6.0,15.0,1,right,G. Dragic running Layup (2 PTS),[201609],1610612751.0,BKN,running,,,Dragic,G. Dragic,,,,,1.59,Made,,,,,,,,,,,,2.0,,,,,,
117,PT02M54.00S,2022-03-27T23:59:38.2Z,1,REGULAR,2pt,Jump Shot,[],1628970,15.456636005256241,29.901960784313726,1610612766,22,21,2022-03-27T23:59:42Z,1170000,100.0,93.0,1,left,M. Bridges 13' turnaround bank Jump Shot (4 PTS) (T. Rozier 1 AST),"[1628970, 1626179]",1610612766.0,CHA,turnaround bank,,,Bridges,M. Bridges,,,,,13.68,Made,,,,,,,,,,,,4.0,T. Rozier,1626179.0,1.0,,,
119,PT02M39.00S,2022-03-27T23:59:52.8Z,1,REGULAR,3pt,Jump Shot,[],201609,91.67214191852825,94.11764705882352,1610612751,22,21,2022-03-27T23:59:57Z,1190000,221.0,26.0,1,right,MISS G. Dragic 3PT,[201609],1610612751.0,BKN,,,,Dragic,G. Dragic,,,,,22.21,Missed,,,,,,,,,,,,,,,,,,
120,PT02M36.00S,2022-03-27T23:59:55.7Z,1,REGULAR,rebound,offensive,[],1629651,,,1610612751,22,21,2022-03-27T23:59:55Z,1200000,,,0,,N. Claxton REBOUND (Off:1 Def:2),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,119.0,3.0,2.0,1.0,,,,,,,,,,,,
121,PT02M29.00S,2022-03-28T00:00:05.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628971,93.38042049934296,53.18627450980392,1610612751,24,21,2022-03-28T00:00:10Z,1210000,16.0,10.0,1,right,B. Brown cutting Layup (6 PTS) (K. Irving 2 AST),"[1628971, 202681]",1610612751.0,BKN,cutting,,,Brown,B. Brown,,,,,1.86,Made,,,,,,,,,,,,6.0,K. Irving,202681.0,2.0,,,
123,PT02M29.00S,2022-03-28T00:00:07.7Z,1,REGULAR,foul,personal,['1freethrow'],1628998,,,1610612751,24,21,2022-03-28T00:00:38Z,1230000,,,0,,C. Martin shooting personal FOUL (2 PF) (Brown 1 FT),"[1628998, 1628971]",1610612766.0,CHA,shooting,,,Martin,C. Martin,,,,,,,,,,,,,203593.0,2.0,0.0,Brown,1628971.0,,,,,,,
125,PT02M29.00S,2022-03-28T00:00:21.2Z,1,REGULAR,substitution,out,[],202681,,,1610612751,24,21,2022-03-28T00:00:53Z,1250000,,,0,,SUB out: K. Irving,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M29.00S,2022-03-28T00:00:21.2Z,1,REGULAR,substitution,out,[],1628970,,,1610612751,24,21,2022-03-28T00:00:53Z,1260000,,,0,,SUB out: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,
127,PT02M29.00S,2022-03-28T00:00:21.2Z,1,REGULAR,substitution,out,[],1626179,,,1610612751,24,21,2022-03-28T00:00:53Z,1270000,,,0,,SUB out: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,
128,PT02M29.00S,2022-03-28T00:00:21.2Z,1,REGULAR,substitution,in,[],201988,,,1610612751,24,21,2022-03-28T00:00:53Z,1280000,,,0,,SUB in: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,
129,PT02M29.00S,2022-03-28T00:00:21.2Z,1,REGULAR,substitution,in,[],1629023,,,1610612751,24,21,2022-03-28T00:00:53Z,1290000,,,0,,SUB in: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,
130,PT02M29.00S,2022-03-28T00:00:21.2Z,1,REGULAR,substitution,in,[],1630163,,,1610612751,24,21,2022-03-28T00:00:53Z,1300000,,,0,,SUB in: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,
131,PT02M29.00S,2022-03-28T00:00:52.2Z,1,REGULAR,freethrow,1 of 1,['2ndchance'],1628971,,,1610612751,24,21,2022-03-28T00:00:54Z,1310000,,,0,,MISS B. Brown Free Throw 1 of 1,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,Missed,,,,,,,,,,,,,,,,,,
132,PT02M27.00S,2022-03-28T00:00:54.2Z,1,REGULAR,rebound,defensive,[],1626162,,,1610612766,24,21,2022-03-28T00:00:54Z,1320000,,,0,,K. Oubre Jr. REBOUND (Off:0 Def:1),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,131.0,1.0,1.0,0.0,,,,,,,,,,,,
133,PT02M11.00S,2022-03-28T00:01:09.6Z,1,REGULAR,turnover,bad pass,[],1626149,,,1610612766,24,21,2022-03-28T00:01:12Z,1330000,,,0,,M. Harrell bad pass TURNOVER (1 TO),"[1626149, 201142]",1610612766.0,CHA,,,,Harrell,M. Harrell,,,,,,,,,,,,,,,,,,,,,,1.0,Durant,201142.0
134,PT02M11.00S,2022-03-28T00:01:09.6Z,1,REGULAR,steal,,[],201142,,,1610612751,24,21,2022-03-28T00:01:11Z,1340000,,,0,,K. Durant STEAL (1 STL),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,
135,PT02M03.00S,2022-03-28T00:01:17.8Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],201142,93.24901445466492,70.83333333333334,1610612751,26,21,2022-03-28T00:01:21Z,1350000,104.0,11.0,1,right,K. Durant 10' pullup Jump Shot (8 PTS),[201142],1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,10.48,Made,,,,,,,,,,,,8.0,,,,,,
136,PT01M49.00S,2022-03-28T00:01:31.0Z,1,REGULAR,3pt,Jump Shot,[],1630163,32.670827858081466,38.72549019607843,1610612766,26,21,2022-03-28T00:01:38Z,1360000,56.0,255.0,1,left,MISS L. Ball 26' step back 3PT,[1630163],1610612766.0,CHA,step back,,,Ball,L. Ball,,,,,26.08,Missed,,,,,,,,,,,,,,,,,,
137,PT01M46.00S,2022-03-28T00:01:34.0Z,1,REGULAR,rebound,defensive,[],1629651,,,1610612751,26,21,2022-03-28T00:01:38Z,1370000,,,0,,N. Claxton REBOUND (Off:1 Def:3),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,136.0,4.0,3.0,1.0,,,,,,,,,,,,
138,PT01M39.00S,2022-03-28T00:01:41.5Z,1,REGULAR,3pt,Jump Shot,[],201988,93.77463863337714,3.9215686274509802,1610612751,26,21,2022-03-28T00:01:47Z,1380000,-230.0,6.0,1,right,MISS P. Mills 3PT,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,23.05,Missed,,,,,,,,,,,,,,,,,,
139,PT01M38.00S,2022-03-28T00:01:42.5Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612766,26,21,2022-03-28T00:01:47Z,1390000,,,0,,TEAM defensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,138.0,,,,,,,,,,,,,,,
140,PT01M38.00S,2022-03-28T00:01:47.4Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612766,26,21,2022-03-28T00:01:47Z,1400000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT01M38.00S,2022-03-28T00:01:48.0Z,1,REGULAR,substitution,out,[],1628971,,,1610612766,26,21,2022-03-28T00:01:53Z,1410000,,,0,,SUB out: B. Brown,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,
142,PT01M38.00S,2022-03-28T00:01:48.0Z,1,REGULAR,substitution,in,[],1630556,,,1610612766,26,21,2022-03-28T00:01:53Z,1420000,,,0,,SUB in: K. Edwards,[1630556],1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,,,,,,,
143,PT01M27.00S,2022-03-28T00:02:07.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626162,9.017739816031538,46.568627450980394,1610612766,26,21,2022-03-28T00:02:11Z,1430000,17.0,32.0,1,left,MISS K. Oubre Jr. driving Layup,[1626162],1610612766.0,CHA,driving,,,Oubre Jr.,K. Oubre Jr.,,,,,3.66,Missed,,,,,,,,,,,,,,,,,,
144,PT01M25.00S,2022-03-28T00:02:09.7Z,1,REGULAR,rebound,defensive,[],201988,,,1610612751,26,21,2022-03-28T00:02:11Z,1440000,,,0,,P. Mills REBOUND (Off:0 Def:1),[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,143.0,1.0,1.0,0.0,,,,,,,,,,,,
145,PT01M20.00S,2022-03-28T00:02:14.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",201142,90.09526938239159,44.11764705882353,1610612751,26,21,2022-03-28T00:02:20Z,1450000,-29.0,41.0,1,right,MISS K. Durant running Layup,[201142],1610612751.0,BKN,running,,,Durant,K. Durant,,,,,5.01,Missed,,,,,,,,,,,,,,,,,,
146,PT01M17.00S,2022-03-28T00:02:17.0Z,1,REGULAR,rebound,offensive,[],201609,,,1610612751,26,21,2022-03-28T00:02:17Z,1460000,,,0,,G. Dragic REBOUND (Off:1 Def:0),[201609],1610612751.0,BKN,,,,Dragic,G. Dragic,,,,,,,,,145.0,1.0,0.0,1.0,,,,,,,,,,,,
147,PT01M15.00S,2022-03-28T00:02:18.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],201988,68.15045992115637,63.725490196078425,1610612751,26,21,2022-03-28T00:02:22Z,1470000,69.0,247.0,1,right,MISS P. Mills 25' 3PT,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,25.63,Missed,,,,,,,,,,,,,,,,,,
148,PT01M15.00S,2022-03-28T00:02:18.4Z,1,REGULAR,rebound,offensive,[],1630556,,,1610612751,26,21,2022-03-28T00:02:22Z,1480000,,,0,,K. Edwards REBOUND (Off:1 Def:0),[1630556],1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,,,,,147.0,1.0,0.0,1.0,,,,,,,,,,,,
149,PT01M10.00S,2022-03-28T00:02:23.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630556,93.64323258869908,3.9215686274509802,1610612751,29,21,2022-03-28T00:02:27Z,1490000,-230.0,7.0,1,right,K. Edwards 3PT  (3 PTS) (K. Durant 4 AST),"[1630556, 201142]",1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,23.05,Made,,,,,,,,,,,,3.0,K. Durant,201142.0,4.0,,,
151,PT00M59.10S,2022-03-28T00:02:35.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1626149,6.389618922470433,50.98039215686274,1610612766,29,21,2022-03-28T00:07:32Z,1510000,-5.0,8.0,1,left,MISS M. Harrell cutting DUNK - blocked,"[1626149, 1630556]",1610612766.0,CHA,cutting,,,Harrell,M. Harrell,,,,,0.9,Missed,Edwards,1630556.0,,,,,,,,,,,,,,,,
152,PT00M59.10S,2022-03-28T00:02:35.4Z,1,REGULAR,block,,[],1630556,,,1610612766,29,21,2022-03-28T00:02:37Z,1520000,,,0,,K. Edwards BLOCK (1 BLK),[1630556],1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,,,,,,,
153,PT00M55.40S,2022-03-28T00:02:39.1Z,1,REGULAR,rebound,offensive,[],1629023,,,1610612766,29,21,2022-03-28T00:02:43Z,1530000,,,0,,P. Washington REBOUND (Off:1 Def:1),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,151.0,2.0,1.0,1.0,,,,,,,,,,,,
154,PT00M54.30S,2022-03-28T00:02:40.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630163,1.921813403416557,95.34313725490196,1610612766,29,21,2022-03-28T00:02:45Z,1540000,-227.0,-34.0,1,left,MISS L. Ball 3PT,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,22.93,Missed,,,,,,,,,,,,,,,,,,
155,PT00M51.10S,2022-03-28T00:02:44.0Z,1,REGULAR,rebound,defensive,[],201142,,,1610612751,29,21,2022-03-28T00:02:44Z,1550000,,,0,,K. Durant REBOUND (Off:0 Def:4),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,154.0,4.0,4.0,0.0,,,,,,,,,,,,
156,PT00M48.50S,2022-03-28T00:02:47.5Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630556,94.03745072273325,50.73529411764706,1610612751,31,21,2022-03-28T00:02:53Z,1560000,4.0,4.0,1,right,K. Edwards running DUNK (5 PTS) (G. Dragic 1 AST),"[1630556, 201609]",1610612751.0,BKN,running,,,Edwards,K. Edwards,,,,,0.51,Made,,,,,,,,,,,,5.0,G. Dragic,201609.0,1.0,,,
158,PT00M33.10S,2022-03-28T00:03:14.5Z,1,REGULAR,foul,personal,['2freethrow'],1629651,,,1610612766,31,21,2022-03-28T00:03:20Z,1580000,,,0,,N. Claxton shooting personal FOUL (1 PF) (Harrell 2 FT),"[1629651, 1626149]",1610612751.0,BKN,shooting,,,Claxton,N. Claxton,,,,,,,,,,,,,2003.0,1.0,0.0,Harrell,1626149.0,,,,,,,
160,PT00M33.10S,2022-03-28T00:03:48.1Z,1,REGULAR,freethrow,1 of 2,[],1626149,,,1610612766,31,22,2022-03-28T00:03:48Z,1600000,,,0,,M. Harrell Free Throw 1 of 2 (1 PTS),[1626149],1610612766.0,CHA,,,,Harrell,M. Harrell,,,,,,Made,,,,,,,,,,,,1.0,,,,,,
161,PT00M33.10S,2022-03-28T00:03:49.3Z,1,REGULAR,substitution,out,[],1628998,,,1610612766,31,22,2022-03-28T00:03:53Z,1610000,,,0,,SUB out: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,
162,PT00M33.10S,2022-03-28T00:03:49.3Z,1,REGULAR,substitution,in,[],202738,,,1610612766,31,22,2022-03-28T00:03:53Z,1620000,,,0,,SUB in: I. Thomas,[202738],1610612766.0,CHA,,,,Thomas,I. Thomas,,,,,,,,,,,,,,,,,,,,,,,,
163,PT00M33.10S,2022-03-28T00:04:15.8Z,1,REGULAR,freethrow,2 of 2,[],1626149,,,1610612766,31,23,2022-03-28T00:04:15Z,1630000,,,0,,M. Harrell Free Throw 2 of 2 (2 PTS),[1626149],1610612766.0,CHA,,,,Harrell,M. Harrell,,,,,,Made,,,,,,,,,,,,2.0,,,,,,
164,PT00M19.90S,2022-03-28T00:04:34.6Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202738,,,1610612751,31,23,2022-03-28T00:04:43Z,1640000,,,0,,I. Thomas personal FOUL (1 PF) (Dragic 2 FT),"[202738, 201609]",1610612766.0,CHA,,,,Thomas,I. Thomas,,,,,,,,,,,,,203593.0,1.0,0.0,Dragic,201609.0,,,,,,,
166,PT00M19.90S,2022-03-28T00:04:54.7Z,1,REGULAR,freethrow,1 of 2,[],201609,,,1610612751,32,23,2022-03-28T00:04:54Z,1660000,,,0,,G. Dragic Free Throw 1 of 2 (3 PTS),[201609],1610612751.0,BKN,,,,Dragic,G. Dragic,,,,,,Made,,,,,,,,,,,,3.0,,,,,,
167,PT00M19.90S,2022-03-28T00:04:56.4Z,1,REGULAR,substitution,out,[],201988,,,1610612751,32,23,2022-03-28T00:05:05Z,1670000,,,0,,SUB out: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,
168,PT00M19.90S,2022-03-28T00:04:56.4Z,1,REGULAR,substitution,in,[],1628971,,,1610612751,32,23,2022-03-28T00:05:05Z,1680000,,,0,,SUB in: B. Brown,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,
169,PT00M19.90S,2022-03-28T00:04:54.7Z,1,REGULAR,freethrow,2 of 2,[],201609,,,1610612751,32,23,2022-03-28T00:05:15Z,1690000,,,0,,MISS G. Dragic Free Throw 2 of 2,[201609],1610612751.0,BKN,,,,Dragic,G. Dragic,,,,,,Missed,,,,,,,,,,,,,,,,,,
170,PT00M17.60S,2022-03-28T00:04:57.0Z,1,REGULAR,rebound,defensive,[],1630163,,,1610612766,32,23,2022-03-28T00:05:15Z,1700000,,,0,,L. Ball REBOUND (Off:0 Def:2),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,169.0,2.0,2.0,0.0,,,,,,,,,,,,
171,PT00M05.10S,2022-03-28T00:05:30.0Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612766,32,23,2022-03-28T00:05:30Z,1710000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT00M03.40S,2022-03-28T00:05:40.8Z,1,REGULAR,3pt,Jump Shot,[],1629023,11.12023653088042,96.81372549019608,1610612766,32,26,2022-03-28T00:05:45Z,1720000,-234.0,52.0,1,left,P. Washington 3PT  (5 PTS) (L. Ball 2 AST),"[1629023, 1630163]",1610612766.0,CHA,,,,Washington,P. Washington,,,,,23.98,Made,,,,,,,,,,,,5.0,L. Ball,1630163.0,2.0,,,
174,PT00M00.40S,2022-03-28T00:05:47.8Z,1,REGULAR,3pt,Jump Shot,[],201609,52.5131406044678,48.03921568627451,1610612751,32,26,2022-03-28T00:05:54Z,1740000,-10.0,394.0,1,right,MISS G. Dragic 39' running 3PT,[201609],1610612751.0,BKN,running,,,Dragic,G. Dragic,,,,,39.4,Missed,,,,,,,,,,,,,,,,,,
175,PT00M00.40S,2022-03-28T00:05:47.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612751,32,26,2022-03-28T00:05:54Z,1750000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,174.0,,,,,,,,,,,,,,,
176,PT00M00.00S,2022-03-28T00:05:52.8Z,1,REGULAR,period,end,[],0,,,1610612751,32,26,2022-03-28T00:05:52Z,1760000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
