actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
97,PT04M02.00S,2022-01-16T00:56:07.4Z,1,REGULAR,substitution,out,[],1630556,,,1610612740,25,16,2022-01-16T00:56:44Z,935000,,,0,,SUB out: K. Edwards,[1630556],1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M02.00S,2022-01-16T00:56:07.4Z,1,REGULAR,substitution,in,[],1627761,,,1610612740,25,16,2022-01-16T00:56:44Z,937500,,,0,,SUB in: D. Bembry,[1627761],1610612751.0,BKN,,,,Bembry,D. Bembry,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT03M48.00S,2022-01-16T00:56:46.3Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612740,25,16,2022-01-16T00:56:53Z,960000,,,0,,NOP shot clock Team TURNOVER,[],1610612740.0,NOP,,,,,,,,,,1662.0,,,,,,,,,,,,,,,,,,,,
100,PT03M37.00S,2022-01-16T00:57:13.9Z,1,REGULAR,turnover,out-of-bounds,[],1627761,,,1610612751,25,16,2022-01-16T00:57:31Z,970000,,,0,,D. Bembry bad pass out-of-bounds TURNOVER (1 TO),[1627761],1610612751.0,BKN,bad pass,,,Bembry,D. Bembry,,,,,1662.0,,,,,,,,,,,,,,,1.0,,,,,
101,PT03M37.00S,2022-01-16T00:57:17.7Z,1,REGULAR,substitution,out,[],1628404,,,1610612740,25,16,2022-01-16T00:57:25Z,980000,,,0,,SUB out: J. Hart,[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT03M37.00S,2022-01-16T00:57:17.7Z,1,REGULAR,substitution,in,[],1629638,,,1610612740,25,16,2022-01-16T00:57:25Z,990000,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT03M16.00S,2022-01-16T00:57:53.9Z,1,REGULAR,turnover,out-of-bounds,[],1627742,,,1610612740,25,16,2022-01-16T00:57:58Z,1000000,,,0,,B. Ingram bad pass out-of-bounds TURNOVER (1 TO),[1627742],1610612740.0,NOP,bad pass,,,Ingram,B. Ingram,,,,,1627539.0,,,,,,,,,,,,,,,1.0,,,,,
104,PT03M08.00S,2022-01-16T00:58:10.6Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],201142,17.427726675427067,25.735294117647058,1610612751,27,16,2022-01-16T00:58:14Z,1010000,121.0,111.0,1,left,K. Durant 16' pullup Jump Shot (12 PTS) (J. Harden 4 AST),"[201142, 201935]",1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,,,,,,16.46,Made,12.0,J. Harden,201935.0,4.0,,,,,,,,,,
106,PT02M49.00S,2022-01-16T00:58:29.1Z,1,REGULAR,3pt,Jump Shot,[],202066,66.04796320630749,57.59803921568627,1610612740,27,16,2022-01-16T00:58:34Z,1030000,38.0,267.0,1,right,MISS G. Temple 26' 3PT,[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,26.93,Missed,,,,,,,,,,,,,,
107,PT02M46.00S,2022-01-16T00:58:32.1Z,1,REGULAR,rebound,defensive,[],1627761,,,1610612751,27,16,2022-01-16T00:58:34Z,1040000,,,0,,D. Bembry REBOUND (Off:0 Def:1),[1627761],1610612751.0,BKN,,,,Bembry,D. Bembry,,,,,,,,,,,,,,,,106.0,1.0,1.0,0.0,,,,,,
108,PT02M41.00S,2022-01-16T00:58:37.3Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],1630560,22.552562417871222,34.55882352941176,1610612751,29,16,2022-01-16T00:58:55Z,1050000,77.0,159.0,1,left,C. Thomas 17' pullup Jump Shot (4 PTS) (K. Durant 1 AST),"[1630560, 201142]",1610612751.0,BKN,pullup,,,Thomas,C. Thomas,,,,,,,,,,17.72,Made,4.0,K. Durant,201142.0,1.0,,,,,,,,,,
109,PT02M25.00S,2022-01-16T00:58:52.3Z,1,REGULAR,3pt,Jump Shot,[],1629638,70.90998685939553,22.058823529411764,1610612740,29,19,2022-01-16T00:59:38Z,1060000,-140.0,221.0,1,right,N. Alexander-Walker 26' 3PT pullup (3 PTS),[1629638],1610612740.0,NOP,pullup,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,26.14,Made,3.0,,,,,,,,,,,,,
110,PT02M23.00S,2022-01-16T00:58:59.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,29,19,2022-01-16T00:58:59Z,1070000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT02M23.00S,2022-01-16T00:59:00.7Z,1,REGULAR,substitution,out,[],201935,,,1610612751,29,19,2022-01-16T01:01:54Z,1080000,,,0,,SUB out: J. Harden,[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT02M23.00S,2022-01-16T00:59:00.7Z,1,REGULAR,substitution,in,[],201988,,,1610612751,29,19,2022-01-16T01:01:54Z,1090000,,,0,,SUB in: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT02M06.00S,2022-01-16T01:02:20.5Z,1,REGULAR,turnover,traveling,[],201142,,,1610612751,29,19,2022-01-16T01:02:27Z,1100000,,,0,,K. Durant traveling TURNOVER (1 TO),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,1662.0,,,,,,,,,,,,,,,1.0,,,,,
115,PT01M51.00S,2022-01-16T01:02:44.2Z,1,REGULAR,turnover,bad pass,[],1629637,,,1610612740,29,19,2022-01-16T01:02:48Z,1110000,,,0,,J. Hayes bad pass TURNOVER (1 TO),"[1629637, 1630560]",1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,1.0,Thomas,1630560.0,,,
116,PT01M51.00S,2022-01-16T01:02:44.2Z,1,REGULAR,steal,,[],1630560,,,1610612751,29,19,2022-01-16T01:02:46Z,1120000,,,0,,C. Thomas STEAL (1 STL),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT01M45.00S,2022-01-16T01:02:50.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201933,24.26084099868594,85.7843137254902,1610612751,29,19,2022-01-16T01:03:00Z,1130000,-179.0,176.0,1,left,MISS B. Griffin 25' 3PT,[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,,,25.07,Missed,,,,,,,,,,,,,,
118,PT01M36.00S,2022-01-16T01:02:59.1Z,1,REGULAR,rebound,defensive,[],1629638,,,1610612740,29,19,2022-01-16T01:03:00Z,1140000,,,0,,N. Alexander-Walker REBOUND (Off:0 Def:1),[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,117.0,1.0,1.0,0.0,,,,,,
119,PT01M32.00S,2022-01-16T01:03:02.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630631,70.90998685939553,73.77450980392157,1610612740,29,19,2022-01-16T01:03:10Z,1150000,119.0,221.0,1,right,MISS J. Alvarado 25' 3PT,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,25.09,Missed,,,,,,,,,,,,,,
120,PT01M28.00S,2022-01-16T01:03:06.1Z,1,REGULAR,rebound,defensive,[],201142,,,1610612751,29,19,2022-01-16T01:03:10Z,1160000,,,0,,K. Durant REBOUND (Off:0 Def:3),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,119.0,3.0,3.0,0.0,,,,,,
121,PT01M20.00S,2022-01-16T01:03:13.6Z,1,REGULAR,3pt,Jump Shot,[],1630560,20.844283837056505,91.17647058823529,1610612751,32,19,2022-01-16T01:03:18Z,1170000,-206.0,143.0,1,left,C. Thomas 25' 3PT  (7 PTS) (K. Durant 2 AST),"[1630560, 201142]",1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,25.09,Made,7.0,K. Durant,201142.0,2.0,,,,,,,,,,
123,PT00M58.80S,2022-01-16T01:03:36.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627742,93.24901445466492,53.18627450980392,1610612740,32,19,2022-01-16T01:03:42Z,1190000,16.0,11.0,1,right,MISS B. Ingram driving Layup - blocked,"[1627742, 201142]",1610612740.0,NOP,driving,,,Ingram,B. Ingram,,,,,,,,,,1.93,Missed,,,,,,,,,,,,Durant,201142.0,
124,PT00M58.80S,2022-01-16T01:03:36.4Z,1,REGULAR,block,,[],201142,,,1610612740,32,19,2022-01-16T01:03:39Z,1200000,,,0,,K. Durant BLOCK (1 BLK),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT00M55.20S,2022-01-16T01:03:40.0Z,1,REGULAR,rebound,defensive,[],201933,,,1610612751,32,19,2022-01-16T01:03:42Z,1210000,,,0,,B. Griffin REBOUND (Off:0 Def:1),[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,123.0,1.0,1.0,0.0,,,,,,
126,PT00M48.70S,2022-01-16T01:03:46.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627761,6.389618922470433,50.0,1610612751,32,19,2022-01-16T01:03:50Z,1220000,0.0,8.0,1,left,MISS D. Bembry cutting Layup - blocked,"[1627761, 1629637]",1610612751.0,BKN,cutting,,,Bembry,D. Bembry,,,,,,,,,,0.76,Missed,,,,,,,,,,,,Hayes,1629637.0,
127,PT00M48.70S,2022-01-16T01:03:46.6Z,1,REGULAR,block,,[],1629637,,,1610612751,32,19,2022-01-16T01:03:48Z,1230000,,,0,,J. Hayes BLOCK (1 BLK),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT00M45.90S,2022-01-16T01:03:49.4Z,1,REGULAR,rebound,defensive,[],1629638,,,1610612740,32,19,2022-01-16T01:03:50Z,1240000,,,0,,N. Alexander-Walker REBOUND (Off:0 Def:2),[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,126.0,2.0,2.0,0.0,,,,,,
129,PT00M39.90S,2022-01-16T01:03:55.2Z,1,REGULAR,3pt,Jump Shot,[],1627742,95.3515111695138,96.56862745098039,1610612740,32,19,2022-01-16T01:03:59Z,1250000,233.0,-9.0,1,right,MISS B. Ingram 3PT,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,23.3,Missed,,,,,,,,,,,,,,
130,PT00M37.00S,2022-01-16T01:03:58.1Z,1,REGULAR,rebound,offensive,[],1629637,,,1610612740,32,19,2022-01-16T01:03:58Z,1260000,,,0,,J. Hayes REBOUND (Off:1 Def:0),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,129.0,1.0,0.0,1.0,,,,,,
131,PT00M31.60S,2022-01-16T01:04:03.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629638,92.59198423127464,52.450980392156865,1610612740,32,19,2022-01-16T01:04:26Z,1270000,12.0,17.0,1,right,MISS N. Alexander-Walker driving Layup - blocked,"[1629638, 1627761]",1610612740.0,NOP,driving,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,2.11,Missed,,,,,,,,,,,,Bembry,1627761.0,
132,PT00M31.60S,2022-01-16T01:04:03.4Z,1,REGULAR,block,,[],1627761,,,1610612740,32,19,2022-01-16T01:04:05Z,1280000,,,0,,D. Bembry BLOCK (1 BLK),[1627761],1610612751.0,BKN,,,,Bembry,D. Bembry,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT00M31.40S,2022-01-16T01:04:03.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612740,32,19,2022-01-16T01:04:26Z,1290000,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,131.0,,,,,,,,,
134,PT00M31.40S,2022-01-16T01:04:09.0Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612740,32,19,2022-01-16T01:04:09Z,1300000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT00M29.80S,2022-01-16T01:04:19.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],202066,94.43166885676742,96.56862745098039,1610612740,32,19,2022-01-16T01:04:28Z,1310000,233.0,0.0,1,right,MISS G. Temple 3PT,[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,23.28,Missed,,,,,,,,,,,,,,
136,PT00M26.00S,2022-01-16T01:04:23.6Z,1,REGULAR,rebound,offensive,[],1629637,,,1610612740,32,19,2022-01-16T01:04:28Z,1320000,,,0,,J. Hayes REBOUND (Off:2 Def:0),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,135.0,2.0,0.0,2.0,,,,,,
137,PT00M25.30S,2022-01-16T01:04:25.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630631,93.38042049934296,51.9607843137255,1610612740,32,21,2022-01-16T01:05:24Z,1330000,10.0,10.0,1,right,J. Alvarado cutting Layup (2 PTS) (G. Temple 1 AST),"[1630631, 202066]",1610612740.0,NOP,cutting,,,Alvarado,J. Alvarado,,,,,,,,,,1.38,Made,2.0,G. Temple,202066.0,1.0,,,,,,,,,,
139,PT00M25.30S,2022-01-16T01:04:29.3Z,1,REGULAR,foul,personal,['1freethrow'],201142,,,1610612740,32,21,2022-01-16T01:04:57Z,1350000,,,0,,K. Durant shooting personal FOUL (1 PF) (Alvarado 1 FT),"[201142, 1630631]",1610612751.0,BKN,shooting,,,Durant,K. Durant,,,,,1662.0,1.0,0.0,Alvarado,1630631.0,,,,,,,,,,,,,,,,
141,PT00M25.30S,2022-01-16T01:04:41.2Z,1,REGULAR,substitution,out,[],1627742,,,1610612740,32,21,2022-01-16T01:07:57Z,1370000,,,0,,SUB out: B. Ingram,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT00M25.30S,2022-01-16T01:04:41.2Z,1,REGULAR,substitution,in,[],1629109,,,1610612740,32,21,2022-01-16T01:07:57Z,1380000,,,0,,SUB in: G. Clark,[1629109],1610612740.0,NOP,,,,Clark,G. Clark,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT00M25.30S,2022-01-16T01:04:49.4Z,1,REGULAR,substitution,out,[],201933,,,1610612740,32,21,2022-01-16T01:07:57Z,1390000,,,0,,SUB out: B. Griffin,[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT00M25.30S,2022-01-16T01:04:49.4Z,1,REGULAR,substitution,in,[],201935,,,1610612740,32,21,2022-01-16T01:07:57Z,1400000,,,0,,SUB in: J. Harden,[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT00M25.30S,2022-01-16T01:05:09.0Z,1,REGULAR,freethrow,1 of 1,['2ndchance'],1630631,,,1610612740,32,22,2022-01-16T01:05:09Z,1410000,,,0,,J. Alvarado Free Throw 1 of 1 (3 PTS),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,
172,PT00M01.30S,2022-01-16T01:06:29.0Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612751,32,22,2022-01-16T01:11:01Z,1417500,,,0,,BKN shot clock Team TURNOVER,[],1610612751.0,BKN,,,,,,,,,,1662.0,,,,,,,,,,,,,,,,,,,,
149,PT00M01.30S,2022-01-16T01:06:29.1Z,1,REGULAR,instantreplay,request,[],0,,,1610612740,32,22,2022-01-16T01:12:20Z,1421250,,,0,,,[],,,overturned,,,,,,,,,1662.0,,,,,,,,,,,,,,,,,,,,SC - Violation - No FGA
343,PT00M01.30S,2022-01-16T01:06:29.1Z,1,REGULAR,substitution,out,[],201988,,,1610612740,32,22,2022-01-16T01:42:20Z,1423125,,,0,,SUB out: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,
344,PT00M01.30S,2022-01-16T01:06:29.1Z,1,REGULAR,substitution,in,[],1630549,,,1610612740,32,22,2022-01-16T01:42:20Z,1424062,,,0,,SUB in: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT00M01.00S,2022-01-16T01:06:29.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630631,61.44875164257556,60.78431372549019,1610612740,32,22,2022-01-16T01:11:01Z,1436250,54.0,310.0,1,right,MISS J. Alvarado 31' 3PT,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,31.46,Missed,,,,,,,,,,,,,,
153,PT00M00.10S,2022-01-16T01:06:30.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612740,32,22,2022-01-16T01:10:10Z,1438125,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,152.0,,,,,,,,,
148,PT00M00.00S,2022-01-16T01:06:42.9Z,1,REGULAR,period,end,[],0,,,1610612740,32,22,2022-01-16T01:10:10Z,1440000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2022-01-16T01:09:33.4Z,2,REGULAR,substitution,out,['startperiod'],201142,,,1610612740,32,22,2022-01-16T01:09:45Z,1500000,,,0,,SUB out: K. Durant,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2022-01-16T01:09:33.4Z,2,REGULAR,substitution,out,['startperiod'],1629637,,,1610612740,32,22,2022-01-16T01:09:45Z,1510000,,,0,,SUB out: J. Hayes,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2022-01-16T01:09:33.4Z,2,REGULAR,substitution,out,['startperiod'],1629109,,,1610612740,32,22,2022-01-16T01:09:45Z,1520000,,,0,,SUB out: G. Clark,[1629109],1610612740.0,NOP,,,,Clark,G. Clark,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2022-01-16T01:09:33.4Z,2,REGULAR,substitution,out,['startperiod'],1630631,,,1610612740,32,22,2022-01-16T01:09:45Z,1530000,,,0,,SUB out: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2022-01-16T01:09:33.4Z,2,REGULAR,substitution,in,['startperiod'],1630556,,,1610612740,32,22,2022-01-16T01:09:45Z,1540000,,,0,,SUB in: K. Edwards,[1630556],1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2022-01-16T01:09:33.4Z,2,REGULAR,substitution,in,['startperiod'],1628404,,,1610612740,32,22,2022-01-16T01:09:45Z,1550000,,,0,,SUB in: J. Hart,[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2022-01-16T01:09:33.4Z,2,REGULAR,substitution,in,['startperiod'],202685,,,1610612740,32,22,2022-01-16T01:09:45Z,1560000,,,0,,SUB in: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2022-01-16T01:09:33.4Z,2,REGULAR,substitution,in,['startperiod'],1628984,,,1610612740,32,22,2022-01-16T01:09:45Z,1570000,,,0,,SUB in: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2022-01-16T01:09:30.1Z,2,REGULAR,period,start,[],0,,,1610612740,32,22,2022-01-16T01:09:46Z,1580000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT11M42.00S,2022-01-16T01:09:47.2Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],202685,93.38042049934296,49.50980392156863,1610612740,32,22,2022-01-16T01:09:56Z,1590000,-2.0,10.0,1,right,MISS J. Valanciunas Hook,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,1.0,Missed,,,,,,,,,,,,,,
164,PT11M39.00S,2022-01-16T01:09:50.2Z,2,REGULAR,rebound,defensive,[],1630549,,,1610612751,32,22,2022-01-16T01:09:56Z,1600000,,,0,,D. Sharpe REBOUND (Off:1 Def:1),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,163.0,2.0,1.0,1.0,,,,,,
165,PT11M31.00S,2022-01-16T01:09:58.0Z,2,REGULAR,2pt,Jump Shot,[],1630560,20.844283837056505,48.529411764705884,1610612751,34,22,2022-01-16T01:10:18Z,1610000,7.0,143.0,1,left,C. Thomas 14' pullup Jump Shot (9 PTS) (K. Edwards 2 AST),"[1630560, 1630556]",1610612751.0,BKN,pullup,,,Thomas,C. Thomas,,,,,,,,,,14.36,Made,9.0,K. Edwards,1630556.0,2.0,,,,,,,,,,
167,PT11M23.00S,2022-01-16T01:10:08.6Z,2,REGULAR,turnover,out-of-bounds,[],1628404,,,1610612740,34,22,2022-01-16T01:10:23Z,1630000,,,0,,J. Hart lost ball out-of-bounds TURNOVER (2 TO),[1628404],1610612740.0,NOP,lost ball,,,Hart,J. Hart,,,,,1627962.0,,,,,,,,,,,,,,,2.0,,,,,
168,PT11M03.00S,2022-01-16T01:10:36.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630549,5.732588699080158,43.627450980392155,1610612751,36,22,2022-01-16T01:10:40Z,1640000,32.0,1.0,1,left,D. Sharpe Layup (4 PTS) (J. Harden 5 AST),"[1630549, 201935]",1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,3.19,Made,4.0,J. Harden,201935.0,5.0,,,,,,,,,,
170,PT10M48.00S,2022-01-16T01:10:50.2Z,2,REGULAR,3pt,Jump Shot,[],1628984,65.91655716162943,49.754901960784316,1610612740,36,22,2022-01-16T01:15:56Z,1660000,-1.0,268.0,1,right,MISS D. Graham 26' pullup 3PT,[1628984],1610612740.0,NOP,pullup,,,Graham,D. Graham,,,,,,,,,,26.79,Missed,,,,,,,,,,,,,,
171,PT10M45.00S,2022-01-16T01:10:53.1Z,2,REGULAR,rebound,defensive,[],1627761,,,1610612751,36,22,2022-01-16T01:10:53Z,1670000,,,0,,D. Bembry REBOUND (Off:0 Def:2),[1627761],1610612751.0,BKN,,,,Bembry,D. Bembry,,,,,,,,,,,,,,,,170.0,2.0,2.0,0.0,,,,,,
173,PT10M35.00S,2022-01-16T01:11:03.6Z,2,REGULAR,3pt,Jump Shot,[],1630556,6.652431011826544,96.07843137254902,1610612751,39,22,2022-01-16T01:11:25Z,1680000,-230.0,10.0,1,left,K. Edwards 3PT  (3 PTS) (J. Harden 6 AST),"[1630556, 201935]",1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,,,,,,23.06,Made,3.0,J. Harden,201935.0,6.0,,,,,,,,,,
175,PT10M34.00S,2022-01-16T01:11:12.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,39,22,2022-01-16T01:11:32Z,1700000,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT10M23.00S,2022-01-16T01:14:19.8Z,2,REGULAR,foul,personal,[],201935,,,1610612740,39,22,2022-01-16T01:14:33Z,1710000,,,0,,J. Harden personal FOUL (1 PF),"[201935, 1629638]",1610612751.0,BKN,,,,Harden,J. Harden,,,,,1627539.0,1.0,0.0,Alexander-Walker,1629638.0,,,,,,,,,,,,,,,,
178,PT10M14.00S,2022-01-16T01:14:41.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629638,92.46057818659659,59.068627450980394,1610612740,39,22,2022-01-16T01:14:47Z,1730000,45.0,18.0,1,right,MISS N. Alexander-Walker turnaround Shot,[1629638],1610612740.0,NOP,turnaround,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,4.89,Missed,,,,,,,,,,,,,,
179,PT10M13.00S,2022-01-16T01:14:43.9Z,2,REGULAR,rebound,offensive,[],202685,,,1610612740,39,22,2022-01-16T01:14:43Z,1740000,,,0,,J. Valanciunas REBOUND (Off:1 Def:1),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,178.0,2.0,1.0,1.0,,,,,,
180,PT10M13.00S,2022-01-16T01:14:49.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202685,92.46057818659659,44.6078431372549,1610612740,39,22,2022-01-16T01:14:55Z,1750000,-27.0,18.0,1,right,MISS J. Valanciunas putback Layup - blocked,"[202685, 1630556]",1610612740.0,NOP,putback,,,Valanciunas,J. Valanciunas,,,,,,,,,,3.27,Missed,,,,,,,,,,,,Edwards,1630556.0,
181,PT10M13.00S,2022-01-16T01:14:49.4Z,2,REGULAR,block,,[],1630556,,,1610612740,39,22,2022-01-16T01:18:04Z,1760000,,,0,,K. Edwards BLOCK (1 BLK),[1630556],1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT10M09.00S,2022-01-16T01:14:53.4Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612751,39,22,2022-01-16T01:14:55Z,1770000,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,180.0,,,,,,,,,
183,PT10M08.00S,2022-01-16T01:14:55.9Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,39,22,2022-01-16T01:14:55Z,1780000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT10M02.00S,2022-01-16T01:15:01.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201935,7.30946123521682,49.50980392156863,1610612751,39,22,2022-01-16T01:15:06Z,1790000,2.0,16.0,1,left,MISS J. Harden driving Layup,[201935],1610612751.0,BKN,driving,,,Harden,J. Harden,,,,,,,,,,1.64,Missed,,,,,,,,,,,,,,
185,PT09M59.00S,2022-01-16T01:15:04.2Z,2,REGULAR,rebound,offensive,[],1630549,,,1610612751,39,22,2022-01-16T01:15:06Z,1800000,,,0,,D. Sharpe REBOUND (Off:2 Def:1),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,184.0,3.0,1.0,2.0,,,,,,
