actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,blockPlayerName,blockPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
90,PT05M17.00S,2025-10-28T00:25:27.1Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,9,20,2025-10-28T00:25:29Z,890000,False,,,0,,J. Brown REBOUND (Off:0 Def:2),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,89.0,,,2.0,2.0,0.0,,,,,,,,
91,PT05M13.00S,2025-10-28T00:25:31.3Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1627759,18.873193166885677,34.55882352941176,1610612738,9,22,2025-10-28T00:26:25Z,900000,False,77.0,125.0,1,left,J. Brown 14' running pullup Jump Shot (8 PTS),[1627759],1610612738.0,BOS,running pullup,,,Brown,J. Brown,,,,,In The Paint (Non-RA),8-16 Right,14.68,Made,8.0,,,,,,,,,,,,,,,,,
92,PT05M04.00S,2025-10-28T00:25:41.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630180,93.51182654402102,44.6078431372549,1610612740,9,22,2025-10-28T00:26:45Z,910000,False,-27.0,8.0,1,right,MISS S. Bey driving finger roll Layup,[1630180],1610612740.0,NOP,driving finger roll,,,Bey,S. Bey,,,,,Restricted Area,0-8 Center,2.83,Missed,,,,,,,,,,,,,,,,,,
93,PT05M01.00S,2025-10-28T00:25:44.3Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,9,22,2025-10-28T00:25:46Z,920000,False,,,0,,J. Brown REBOUND (Off:0 Def:3),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,,,,,,92.0,,,3.0,3.0,0.0,,,,,,,,
94,PT04M59.00S,2025-10-28T00:25:46.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1627759,28.597240473061763,73.77450980392157,1610612738,9,22,2025-10-28T00:27:01Z,930000,False,-119.0,216.0,1,left,MISS J. Brown 24' running pullup 3PT,[1627759],1610612738.0,BOS,running pullup,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,24.68,Missed,,,,,,,,,,,,,,,,,,
95,PT04M56.00S,2025-10-28T00:25:49.5Z,1,REGULAR,rebound,offensive,[],1630568,,,1610612738,9,22,2025-10-28T00:27:01Z,940000,False,,,0,,L. Garza REBOUND (Off:1 Def:0),[1630568],1610612738.0,BOS,,,,Garza,L. Garza,,,,,Above the Break 3,24+ Left Center,,,,,,,94.0,,,1.0,0.0,1.0,,,,,,,,
96,PT04M56.00S,2025-10-28T00:25:52.7Z,1,REGULAR,foul,personal,['2freethrow'],1642852,,,1610612738,9,22,2025-10-28T00:26:03Z,950000,False,,,0,,D. Queen shooting personal FOUL (1 PF) (Garza 2 FT),"[1642852, 1630568]",1610612740.0,NOP,shooting,,,Queen,D. Queen,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1628485.0,,1.0,0.0,Garza,1630568.0,,
98,PT04M56.00S,2025-10-28T00:26:17.8Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1630568,,,1610612738,9,22,2025-10-28T00:26:17Z,970000,False,,,0,,MISS L. Garza Free Throw 1 of 2,[1630568],1610612738.0,BOS,,,,Garza,L. Garza,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
99,PT04M56.00S,2025-10-28T00:26:17.8Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,9,22,2025-10-28T00:26:17Z,980000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,98.0,,,,,,,,,,,,,
100,PT04M56.00S,2025-10-28T00:26:31.7Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1630568,,,1610612738,9,23,2025-10-28T00:26:31Z,990000,False,,,0,,L. Garza Free Throw 2 of 2 (4 PTS),[1630568],1610612738.0,BOS,,,,Garza,L. Garza,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
101,PT04M43.00S,2025-10-28T00:26:46.0Z,1,REGULAR,3pt,Jump Shot,[],1630529,95.3515111695138,3.9215686274509802,1610612740,12,23,2025-10-28T00:26:51Z,1000000,False,-230.0,-9.0,1,right,H. Jones 3PT  (5 PTS) (J. Poole 2 AST),"[1630529, 1629673]",1610612740.0,NOP,,,,Jones,H. Jones,,,,,Left Corner 3,24+ Left,23.06,Made,5.0,J. Poole,1629673.0,2.0,,,,,,,,,,,,,,
103,PT04M28.00S,2025-10-28T00:27:05.6Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630529,,,1610612738,12,23,2025-10-28T00:27:20Z,1020000,False,,,0,,H. Jones shooting personal FOUL (2 PF) (Brown 2 FT),"[1630529, 1627759]",1610612740.0,NOP,shooting,,,Jones,H. Jones,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,204058.0,,2.0,0.0,Brown,1627759.0,,
105,PT04M28.00S,2025-10-28T00:27:33.5Z,1,REGULAR,freethrow,1 of 2,[],1627759,,,1610612738,12,23,2025-10-28T00:27:33Z,1040000,False,,,0,,MISS J. Brown Free Throw 1 of 2,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
106,PT04M28.00S,2025-10-28T00:27:33.5Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,12,23,2025-10-28T00:27:33Z,1050000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,105.0,,,,,,,,,,,,,
107,PT04M28.00S,2025-10-28T00:27:37.6Z,1,REGULAR,substitution,out,[],1630529,,,1610612738,12,23,2025-10-28T00:27:41Z,1060000,False,,,0,,SUB out: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT04M28.00S,2025-10-28T00:27:37.6Z,1,REGULAR,substitution,in,[],1630530,,,1610612738,12,23,2025-10-28T00:27:41Z,1070000,False,,,0,,SUB in: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT04M28.00S,2025-10-28T00:28:02.2Z,1,REGULAR,freethrow,2 of 2,[],1627759,,,1610612738,12,24,2025-10-28T00:28:02Z,1080000,False,,,0,,J. Brown Free Throw 2 of 2 (9 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
110,PT04M19.00S,2025-10-28T00:28:16.1Z,1,REGULAR,foul,personal,['2freethrow'],1629014,,,1610612740,12,24,2025-10-28T00:28:24Z,1090000,False,,,0,,A. Simons shooting personal FOUL (2 PF) (Poole 2 FT),"[1629014, 1629673]",1610612738.0,BOS,shooting,,,Simons,A. Simons,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,201245.0,,2.0,0.0,Poole,1629673.0,,
112,PT04M19.00S,2025-10-28T00:28:37.3Z,1,REGULAR,freethrow,1 of 2,[],1629673,,,1610612740,13,24,2025-10-28T00:28:37Z,1110000,False,,,0,,J. Poole Free Throw 1 of 2 (4 PTS),[1629673],1610612740.0,NOP,,,,Poole,J. Poole,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
113,PT04M19.00S,2025-10-28T00:28:39.5Z,1,REGULAR,substitution,out,[],1627759,,,1610612740,13,24,2025-10-28T00:28:43Z,1120000,False,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT04M19.00S,2025-10-28T00:28:39.5Z,1,REGULAR,substitution,in,[],1631248,,,1610612740,13,24,2025-10-28T00:28:43Z,1130000,False,,,0,,SUB in: B. Scheierman,[1631248],1610612738.0,BOS,,,,Scheierman,B. Scheierman,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT04M19.00S,2025-10-28T00:29:01.9Z,1,REGULAR,freethrow,2 of 2,[],1629673,,,1610612740,14,24,2025-10-28T00:29:01Z,1140000,False,,,0,,J. Poole Free Throw 2 of 2 (5 PTS),[1629673],1610612740.0,NOP,,,,Poole,J. Poole,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
117,PT04M01.00S,2025-10-28T00:29:20.0Z,1,REGULAR,3pt,Jump Shot,[],1629014,27.020367936925098,79.41176470588235,1610612738,14,24,2025-10-28T00:29:23Z,1150000,False,-147.0,201.0,1,left,MISS A. Simons 24' pullup 3PT,[1629014],1610612738.0,BOS,pullup,,,Simons,A. Simons,,,,,Above the Break 3,24+ Left Center,24.95,Missed,,,,,,,,,,,,,,,,,,
118,PT03M58.00S,2025-10-28T00:29:22.4Z,1,REGULAR,rebound,defensive,[],1630180,,,1610612740,14,24,2025-10-28T00:29:22Z,1160000,False,,,0,,S. Bey REBOUND (Off:0 Def:1),[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,Above the Break 3,24+ Left Center,,,,,,,117.0,,,1.0,1.0,0.0,,,,,,,,
119,PT03M42.00S,2025-10-28T00:29:38.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630530,93.24901445466492,45.588235294117645,1610612740,14,24,2025-10-28T00:29:43Z,1170000,False,-22.0,11.0,1,right,MISS T. Murphy III driving Layup,[1630530],1610612740.0,NOP,driving,,,Murphy III,T. Murphy III,,,,,Restricted Area,0-8 Center,2.47,Missed,,,,,,,,,,,,,,,,,,
120,PT03M41.00S,2025-10-28T00:29:39.6Z,1,REGULAR,rebound,defensive,[],1630568,,,1610612738,14,24,2025-10-28T00:29:43Z,1180000,False,,,0,,L. Garza REBOUND (Off:1 Def:1),[1630568],1610612738.0,BOS,,,,Garza,L. Garza,,,,,Restricted Area,0-8 Center,,,,,,,119.0,,,2.0,1.0,1.0,,,,,,,,
121,PT03M32.00S,2025-10-28T00:29:49.6Z,1,REGULAR,3pt,Jump Shot,[],1630568,32.802233902759525,43.872549019607845,1610612738,14,24,2025-10-28T00:29:54Z,1190000,False,31.0,256.0,1,left,MISS L. Garza 25' 3PT,[1630568],1610612738.0,BOS,,,,Garza,L. Garza,,,,,Above the Break 3,24+ Center,25.76,Missed,,,,,,,,,,,,,,,,,,
122,PT03M28.00S,2025-10-28T00:29:53.6Z,1,REGULAR,rebound,defensive,[],1642852,,,1610612740,14,24,2025-10-28T00:29:54Z,1200000,False,,,0,,D. Queen REBOUND (Off:0 Def:1),[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,Above the Break 3,24+ Center,,,,,,,121.0,,,1.0,1.0,0.0,,,,,,,,
123,PT03M25.00S,2025-10-28T00:29:59.0Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630568,,,1610612740,14,24,2025-10-28T00:30:10Z,1210000,False,,,0,,L. Garza shooting personal FOUL (1 PF) (Murphy III 2 FT),"[1630568, 1630530]",1610612738.0,BOS,shooting,,,Garza,L. Garza,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1628485.0,,1.0,0.0,Murphy III,1630530.0,,
125,PT03M25.00S,2025-10-28T00:30:27.0Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1630530,,,1610612740,14,24,2025-10-28T00:30:27Z,1230000,False,,,0,,MISS T. Murphy III Free Throw 1 of 2,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
126,PT03M25.00S,2025-10-28T00:30:27.0Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612740,14,24,2025-10-28T00:30:27Z,1240000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,125.0,,,,,,,,,,,,,
127,PT03M25.00S,2025-10-28T00:30:28.8Z,1,REGULAR,substitution,out,[],1630202,,,1610612740,14,24,2025-10-28T00:30:32Z,1250000,False,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT03M25.00S,2025-10-28T00:30:28.8Z,1,REGULAR,substitution,in,[],1628401,,,1610612740,14,24,2025-10-28T00:30:32Z,1260000,False,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT03M25.00S,2025-10-28T00:30:44.9Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1630530,,,1610612740,15,24,2025-10-28T00:30:44Z,1270000,False,,,0,,T. Murphy III Free Throw 2 of 2 (1 PTS),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
130,PT03M18.00S,2025-10-28T00:30:55.3Z,1,REGULAR,turnover,lost ball,[],1629014,,,1610612738,15,24,2025-10-28T00:31:04Z,1280000,False,,,0,,A. Simons lost ball TURNOVER (1 TO),"[1629014, 1630631]",1610612738.0,BOS,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,1.0,,,,,Alvarado,1630631.0
131,PT03M18.00S,2025-10-28T00:30:55.3Z,1,REGULAR,steal,,[],1630631,,,1610612740,15,24,2025-10-28T00:30:58Z,1290000,False,,,0,,J. Alvarado STEAL (1 STL),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
132,PT03M15.00S,2025-10-28T00:30:59.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630530,94.03745072273325,50.98039215686274,1610612740,17,24,2025-10-28T00:31:09Z,1300000,False,5.0,4.0,1,right,T. Murphy III running DUNK (3 PTS),[1630530],1610612740.0,NOP,running,,,Murphy III,T. Murphy III,,,,,Restricted Area,0-8 Center,0.6,Made,3.0,,,,,,,,,,,,,,,,,
133,PT03M15.00S,2025-10-28T00:31:05.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,17,24,2025-10-28T00:31:05Z,1310000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT02M57.00S,2025-10-28T00:34:15.3Z,1,REGULAR,turnover,lost ball,[],1628401,,,1610612738,17,24,2025-10-28T00:34:20Z,1320000,False,,,0,,D. White lost ball TURNOVER (1 TO),"[1628401, 1630180]",1610612738.0,BOS,,,,White,D. White,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,1.0,,,,,Bey,1630180.0
135,PT02M57.00S,2025-10-28T00:34:15.3Z,1,REGULAR,steal,,[],1630180,,,1610612740,17,24,2025-10-28T00:34:17Z,1330000,False,,,0,,S. Bey STEAL (1 STL),[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
136,PT02M53.00S,2025-10-28T00:34:19.7Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630180,93.51182654402102,51.225490196078425,1610612740,19,24,2025-10-28T00:34:25Z,1340000,False,6.0,8.0,1,right,S. Bey running DUNK (2 PTS),[1630180],1610612740.0,NOP,running,,,Bey,S. Bey,,,,,Restricted Area,0-8 Center,1.05,Made,2.0,,,,,,,,,,,,,,,,,
137,PT02M38.00S,2025-10-28T00:34:34.5Z,1,REGULAR,3pt,Jump Shot,[],1630573,32.276609724047304,57.107843137254896,1610612738,19,24,2025-10-28T00:34:44Z,1350000,False,-36.0,251.0,1,left,MISS S. Hauser 25' 3PT,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Center,25.34,Missed,,,,,,,,,,,,,,,,,,
138,PT02M37.00S,2025-10-28T00:34:35.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612738,19,24,2025-10-28T00:42:12Z,1360000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,137.0,,,,,,,,,,,,,
139,PT02M37.00S,2025-10-28T00:34:44.6Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642852,,,1610612738,19,24,2025-10-28T00:40:46Z,1370000,False,,,0,,D. Queen loose ball personal FOUL (2 PF) (Garza 2 FT),"[1642852, 1630568]",1610612740.0,NOP,loose ball,,,Queen,D. Queen,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1628485.0,,2.0,0.0,Garza,1630568.0,,
141,PT02M37.00S,2025-10-28T00:35:12.7Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1630568,,,1610612738,19,25,2025-10-28T00:35:12Z,1390000,False,,,0,,L. Garza Free Throw 1 of 2 (5 PTS),[1630568],1610612738.0,BOS,,,,Garza,L. Garza,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
142,PT02M37.00S,2025-10-28T00:35:28.4Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1630568,,,1610612738,19,26,2025-10-28T00:35:28Z,1400000,False,,,0,,L. Garza Free Throw 2 of 2 (6 PTS),[1630568],1610612738.0,BOS,,,,Garza,L. Garza,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
143,PT02M19.00S,2025-10-28T00:35:51.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630568,,,1610612740,19,26,2025-10-28T00:36:00Z,1410000,False,,,0,,L. Garza shooting personal FOUL (2 PF) (Queen 2 FT),"[1630568, 1642852]",1610612738.0,BOS,shooting,,,Garza,L. Garza,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,204058.0,,2.0,0.0,Queen,1642852.0,,
145,PT02M19.00S,2025-10-28T00:36:15.1Z,1,REGULAR,freethrow,1 of 2,[],1642852,,,1610612740,20,26,2025-10-28T00:36:15Z,1430000,False,,,0,,D. Queen Free Throw 1 of 2 (1 PTS),[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
146,PT02M19.00S,2025-10-28T00:36:17.1Z,1,REGULAR,substitution,out,[],1630568,,,1610612740,20,26,2025-10-28T00:36:21Z,1440000,False,,,0,,SUB out: L. Garza,[1630568],1610612738.0,BOS,,,,Garza,L. Garza,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT02M19.00S,2025-10-28T00:36:17.1Z,1,REGULAR,substitution,in,[],1630214,,,1610612740,20,26,2025-10-28T00:36:21Z,1450000,False,,,0,,SUB in: X. Tillman,[1630214],1610612738.0,BOS,,,,Tillman,X. Tillman,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT02M19.00S,2025-10-28T00:36:36.6Z,1,REGULAR,freethrow,2 of 2,[],1642852,,,1610612740,21,26,2025-10-28T00:36:36Z,1460000,False,,,0,,D. Queen Free Throw 2 of 2 (2 PTS),[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
149,PT02M06.00S,2025-10-28T00:36:50.3Z,1,REGULAR,3pt,Jump Shot,[],1629014,20.581471747700395,6.372549019607843,1610612738,21,29,2025-10-28T00:37:00Z,1470000,False,218.0,141.0,1,left,A. Simons 25' 3PT  (3 PTS) (D. White 4 AST),"[1629014, 1628401]",1610612738.0,BOS,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Right Center,25.97,Made,3.0,D. White,1628401.0,4.0,,,,,,,,,,,,,,
151,PT01M52.00S,2025-10-28T00:37:07.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630573,,,1610612740,21,29,2025-10-28T00:37:34Z,1490000,False,,,0,,S. Hauser shooting personal FOUL (1 PF) (Queen 2 FT),"[1630573, 1642852]",1610612738.0,BOS,shooting,,,Hauser,S. Hauser,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,201245.0,,1.0,0.0,Queen,1642852.0,,
153,PT01M52.00S,2025-10-28T00:37:34.7Z,1,REGULAR,freethrow,1 of 2,[],1642852,,,1610612740,22,29,2025-10-28T00:37:34Z,1510000,False,,,0,,D. Queen Free Throw 1 of 2 (3 PTS),[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
154,PT01M52.00S,2025-10-28T00:37:50.1Z,1,REGULAR,freethrow,2 of 2,[],1642852,,,1610612740,23,29,2025-10-28T00:37:50Z,1520000,False,,,0,,D. Queen Free Throw 2 of 2 (4 PTS),[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
155,PT01M33.00S,2025-10-28T00:38:09.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630214,18.873193166885677,44.6078431372549,1610612738,23,31,2025-10-28T00:39:19Z,1530000,False,27.0,125.0,1,left,X. Tillman 12' driving floating Jump Shot (2 PTS) (D. White 5 AST),"[1630214, 1628401]",1610612738.0,BOS,driving floating,,,Tillman,X. Tillman,,,,,In The Paint (Non-RA),8-16 Center,12.78,Made,2.0,D. White,1628401.0,5.0,,,,,,,,,,,,,,
157,PT01M18.00S,2025-10-28T00:38:23.6Z,1,REGULAR,3pt,Jump Shot,[],1630631,95.48291721419186,95.34313725490196,1610612740,23,31,2025-10-28T00:38:30Z,1550000,False,227.0,-10.0,1,right,MISS J. Alvarado 3PT,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Right Corner 3,24+ Right,22.69,Missed,,,,,,,,,,,,,,,,,,
158,PT01M15.00S,2025-10-28T00:38:26.6Z,1,REGULAR,rebound,defensive,[],1631248,,,1610612738,23,31,2025-10-28T00:38:30Z,1560000,False,,,0,,B. Scheierman REBOUND (Off:0 Def:1),[1631248],1610612738.0,BOS,,,,Scheierman,B. Scheierman,,,,,Right Corner 3,24+ Right,,,,,,,157.0,,,1.0,1.0,0.0,,,,,,,,
159,PT01M09.00S,2025-10-28T00:38:32.9Z,1,REGULAR,3pt,Jump Shot,[],1631248,29.25427069645204,28.921568627450984,1610612738,23,31,2025-10-28T00:38:37Z,1570000,False,105.0,222.0,1,left,MISS B. Scheierman 24' 3PT,[1631248],1610612738.0,BOS,,,,Scheierman,B. Scheierman,,,,,Above the Break 3,24+ Right Center,24.62,Missed,,,,,,,,,,,,,,,,,,
160,PT01M06.00S,2025-10-28T00:38:35.9Z,1,REGULAR,rebound,defensive,[],1630530,,,1610612740,23,31,2025-10-28T00:38:37Z,1580000,False,,,0,,T. Murphy III REBOUND (Off:0 Def:2),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Right Center,,,,,,,159.0,,,2.0,2.0,0.0,,,,,,,,
161,PT00M55.60S,2025-10-28T00:38:55.4Z,1,REGULAR,foul,technical,"['inpenalty', '1freethrow']",1630214,,,1610612740,23,31,2025-10-28T00:39:02Z,1590000,False,,,0,,X. Tillman defensive-3-second technical FOUL (1 Tech),[1630214],1610612738.0,BOS,defensive-3-second,,,Tillman,X. Tillman,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,201245.0,,0.0,1.0,,,,
162,PT00M55.60S,2025-10-28T00:39:11.2Z,1,REGULAR,freethrow,1 of 1,[],1629673,,,1610612740,24,31,2025-10-28T00:39:11Z,1600000,False,,,0,,J. Poole technical Free Throw 1 of 1 (6 PTS),[1629673],1610612740.0,NOP,technical,,,Poole,J. Poole,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
163,PT00M55.60S,2025-10-28T00:39:18.4Z,1,REGULAR,substitution,out,[],1629673,,,1610612740,24,31,2025-10-28T00:39:22Z,1610000,False,,,0,,SUB out: J. Poole,[1629673],1610612740.0,NOP,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT00M55.60S,2025-10-28T00:39:18.4Z,1,REGULAR,substitution,in,[],1641722,,,1610612740,24,31,2025-10-28T00:39:22Z,1620000,False,,,0,,SUB in: J. Hawkins,[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT00M47.20S,2025-10-28T00:39:47.9Z,1,REGULAR,turnover,out-of-bounds,[],1630631,,,1610612740,24,31,2025-10-28T00:39:52Z,1630000,False,,,0,,J. Alvarado lost ball out-of-bounds TURNOVER (1 TO),[1630631],1610612740.0,NOP,lost ball,,,Alvarado,J. Alvarado,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,201245.0,1.0,,,,,,
166,PT00M35.40S,2025-10-28T00:40:07.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628401,29.911300919842315,70.83333333333334,1610612738,24,34,2025-10-28T00:40:12Z,1640000,False,-104.0,229.0,1,left,D. White 25' 3PT pullup (5 PTS),[1628401],1610612738.0,BOS,pullup,,,White,D. White,,,,,Above the Break 3,24+ Left Center,25.13,Made,5.0,,,,,,,,,,,,,,,,,
167,PT00M15.50S,2025-10-28T00:40:33.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642852,91.27792378449409,53.431372549019606,1610612740,26,34,2025-10-28T00:40:37Z,1650000,False,17.0,29.0,1,right,D. Queen cutting Layup (6 PTS) (J. Alvarado 1 AST),"[1642852, 1630631]",1610612740.0,NOP,cutting,,,Queen,D. Queen,,,,,Restricted Area,0-8 Center,3.41,Made,6.0,J. Alvarado,1630631.0,1.0,,,,,,,,,,,,,,
169,PT00M01.50S,2025-10-28T00:40:50.6Z,1,REGULAR,3pt,Jump Shot,[],1630573,37.66425755584757,14.950980392156863,1610612738,26,34,2025-10-28T00:41:00Z,1670000,False,175.0,302.0,1,left,MISS S. Hauser 34' 3PT,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Right Center,34.87,Missed,,,,,,,,,,,,,,,,,,
170,PT00M01.50S,2025-10-28T00:40:50.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612738,26,34,2025-10-28T00:41:00Z,1680000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,169.0,,,,,,,,,,,,,
171,PT00M00.00S,2025-10-28T00:41:04.6Z,1,REGULAR,period,end,[],0,,,1610612738,26,34,2025-10-28T00:41:04Z,1690000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2025-10-28T00:43:03.5Z,2,REGULAR,substitution,out,['startperiod'],1630631,,,1610612738,26,34,2025-10-28T00:43:49Z,1700000,False,,,0,,SUB out: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2025-10-28T00:43:03.5Z,2,REGULAR,substitution,out,['startperiod'],1630180,,,1610612738,26,34,2025-10-28T00:43:49Z,1710000,False,,,0,,SUB out: S. Bey,[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,,
