actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotActionNumber,shotDistance,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
417,PT08M17.00S,2025-12-28T01:30:19.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631121,6.1268068331143235,47.05882352941176,1610612740,67,73,2025-12-28T01:30:32Z,4060000,False,15.0,5.0,1,left,MISS B. McGowens driving Layup,[1631121],1610612740.0,NOP,driving,,,McGowens,B. McGowens,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,1.56,,,,,,,,,,,
418,PT08M14.00S,2025-12-28T01:30:22.8Z,3,REGULAR,rebound,offensive,[],1642852,,,1610612740,67,73,2025-12-28T01:30:32Z,4070000,False,,,0,,D. Queen REBOUND (Off:3 Def:6),[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,Restricted Area,0-8 Center,,,,,,,,417.0,,9.0,6.0,3.0,,,,,,,,
419,PT08M14.00S,2025-12-28T01:30:22.4Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance']",1642852,6.521024967148489,50.49019607843137,1610612740,69,73,2025-12-28T01:30:38Z,4080000,False,-2.0,9.0,1,left,D. Queen putback DUNK (17 PTS),[1642852],1610612740.0,NOP,putback,,,Queen,D. Queen,,,,,Restricted Area,0-8 Center,,,,,,Made,17.0,,0.91,,,,,,,,,,,
420,PT08M14.00S,2025-12-28T01:30:25.8Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,69,73,2025-12-28T01:30:25Z,4090000,False,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,PT07M58.00S,2025-12-28T01:33:31.5Z,3,REGULAR,turnover,bad pass,[],1631221,,,1610612756,69,73,2025-12-28T01:33:37Z,4100000,False,,,0,,C. Gillespie bad pass TURNOVER (2 TO),"[1631221, 1630530]",1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,2.0,Murphy III,1630530.0
422,PT07M58.00S,2025-12-28T01:33:31.5Z,3,REGULAR,steal,,[],1630530,,,1610612740,69,73,2025-12-28T01:33:33Z,4110000,False,,,0,,T. Murphy III STEAL (1 STL),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
423,PT07M53.00S,2025-12-28T01:33:36.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631121,5.601182654402102,46.568627450980394,1610612740,69,73,2025-12-28T01:33:41Z,4120000,False,17.0,0.0,1,left,MISS B. McGowens running Layup,[1631121],1610612740.0,NOP,running,,,McGowens,B. McGowens,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,1.72,,,,,,,,,,,
424,PT07M53.00S,2025-12-28T01:33:36.5Z,3,REGULAR,rebound,offensive,[],1642847,,,1610612740,69,73,2025-12-28T01:34:33Z,4130000,False,,,0,,J. Fears REBOUND (Off:3 Def:2),[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,Restricted Area,0-8 Center,,,,,,,,423.0,,5.0,2.0,3.0,,,,,,,,
425,PT07M53.00S,2025-12-28T01:33:40.2Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1642847,5.590000152587891,50.0,1610612740,71,73,2025-12-28T01:34:40Z,4140000,False,0.0,0.0,1,left,J. Fears tip Layup (10 PTS),[1642847],1610612740.0,NOP,tip,,,Fears,J. Fears,,,,,Restricted Area,0-8 Center,,,,,,Made,10.0,,0.0,,,,,,,,,,,
426,PT07M32.00S,2025-12-28T01:33:57.1Z,3,REGULAR,3pt,Jump Shot,[],1628415,86.41590013140605,95.09803921568627,1610612756,71,76,2025-12-28T01:34:01Z,4150000,False,225.0,75.0,1,right,D. Brooks 3PT  (13 PTS) (O. Ighodaro 4 AST),"[1628415, 1642345]",1610612756.0,PHX,,,,Brooks,D. Brooks,,,,,Right Corner 3,24+ Right,,,,,,Made,13.0,,23.77,,,,,,O. Ighodaro,1642345.0,4.0,,,
428,PT07M15.00S,2025-12-28T01:34:14.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642852,14.14257555847569,34.31372549019608,1610612740,71,76,2025-12-28T01:35:22Z,4170000,False,78.0,80.0,1,left,MISS D. Queen 11' pullup Shot,[1642852],1610612740.0,NOP,pullup,,,Queen,D. Queen,,,,,In The Paint (Non-RA),8-16 Right,,,,,,Missed,,,11.23,,,,,,,,,,,
429,PT07M13.00S,2025-12-28T01:34:16.0Z,3,REGULAR,rebound,defensive,[],1642345,,,1610612756,71,76,2025-12-28T01:35:22Z,4180000,False,,,0,,O. Ighodaro REBOUND (Off:1 Def:4),[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,428.0,,5.0,4.0,1.0,,,,,,,,
430,PT07M00.00S,2025-12-28T01:34:31.6Z,3,REGULAR,foul,personal,[],1642852,,,1610612756,71,76,2025-12-28T01:34:51Z,4190000,False,,,0,,D. Queen personal FOUL (3 PF),"[1642852, 1626164]",1610612740.0,NOP,,,,Queen,D. Queen,,,,,Above the Break 3,24+ Left Center,201639.0,3.0,0.0,Booker,1626164.0,,,,,,,,,,,,,,,
432,PT07M00.00S,2025-12-28T01:34:42.9Z,3,REGULAR,substitution,out,[],1631221,,,1610612756,71,76,2025-12-28T01:34:47Z,4210000,False,,,0,,SUB out: C. Gillespie,[1631221],1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,,,,,,,,,,,,,,,,,,,,,,
433,PT07M00.00S,2025-12-28T01:34:42.9Z,3,REGULAR,substitution,in,[],1630692,,,1610612756,71,76,2025-12-28T01:34:47Z,4220000,False,,,0,,SUB in: J. Goodwin,[1630692],1610612756.0,PHX,,,,Goodwin,J. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,,
434,PT07M00.00S,2025-12-28T01:34:42.9Z,3,REGULAR,substitution,out,[],1630180,,,1610612756,71,76,2025-12-28T01:34:59Z,4230000,False,,,0,,SUB out: S. Bey,[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,,
435,PT07M00.00S,2025-12-28T01:34:42.9Z,3,REGULAR,substitution,in,[],1629627,,,1610612756,71,76,2025-12-28T01:34:59Z,4240000,False,,,0,,SUB in: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
436,PT06M53.00S,2025-12-28T01:35:20.5Z,3,REGULAR,3pt,Jump Shot,[],1628415,68.54467805519053,69.11764705882352,1610612756,71,76,2025-12-28T01:35:25Z,4250000,False,96.0,243.0,1,right,MISS D. Brooks 26' 3PT,[1628415],1610612756.0,PHX,,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,26.13,,,,,,,,,,,
437,PT06M51.00S,2025-12-28T01:35:22.5Z,3,REGULAR,rebound,defensive,[],1630530,,,1610612740,71,76,2025-12-28T01:36:03Z,4260000,False,,,0,,T. Murphy III REBOUND (Off:1 Def:3),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Right Center,,,,,,,,436.0,,4.0,3.0,1.0,,,,,,,,
438,PT06M47.00S,2025-12-28T01:35:27.9Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1642847,29.911300919842315,69.85294117647058,1610612740,71,76,2025-12-28T01:36:18Z,4270000,False,-99.0,229.0,1,left,MISS J. Fears 24' running pullup 3PT,[1642847],1610612740.0,NOP,running pullup,,,Fears,J. Fears,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,24.93,,,,,,,,,,,
439,PT06M44.00S,2025-12-28T01:35:30.9Z,3,REGULAR,rebound,defensive,[],1626164,,,1610612756,71,76,2025-12-28T01:36:18Z,4280000,False,,,0,,D. Booker REBOUND (Off:0 Def:3),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,Above the Break 3,24+ Left Center,,,,,,,,438.0,,3.0,3.0,0.0,,,,,,,,
440,PT06M28.00S,2025-12-28T01:35:46.0Z,3,REGULAR,turnover,bad pass,[],1626164,,,1610612756,71,76,2025-12-28T01:35:49Z,4290000,False,,,0,,D. Booker bad pass TURNOVER (2 TO),"[1626164, 1629627]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,2.0,Williamson,1629627.0
441,PT06M28.00S,2025-12-28T01:35:46.0Z,3,REGULAR,steal,,[],1629627,,,1610612740,71,76,2025-12-28T01:35:47Z,4300000,False,,,0,,Z. Williamson STEAL (2 STL),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
442,PT06M16.00S,2025-12-28T01:36:01.0Z,3,REGULAR,turnover,out-of-bounds,[],1631121,,,1610612740,71,76,2025-12-28T01:36:08Z,4310000,False,,,0,,B. McGowens bad pass out-of-bounds TURNOVER (1 TO),[1631121],1610612740.0,NOP,bad pass,,,McGowens,B. McGowens,,,,,Restricted Area,0-8 Center,201639.0,,,,,,,,,,,,,,,,,1.0,,
443,PT06M05.00S,2025-12-28T01:36:16.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628415,93.38042049934296,48.77450980392157,1610612756,71,76,2025-12-28T01:36:23Z,4320000,False,-6.0,10.0,1,right,MISS D. Brooks driving Layup,[1628415],1610612756.0,PHX,driving,,,Brooks,D. Brooks,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,1.15,,,,,,,,,,,
444,PT06M03.00S,2025-12-28T01:36:18.7Z,3,REGULAR,rebound,defensive,[],1642847,,,1610612740,71,76,2025-12-28T01:36:23Z,4330000,False,,,0,,J. Fears REBOUND (Off:3 Def:3),[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,Restricted Area,0-8 Center,,,,,,,,443.0,,6.0,3.0,3.0,,,,,,,,
445,PT06M00.00S,2025-12-28T01:36:23.7Z,3,REGULAR,turnover,out-of-bounds,[],1642847,,,1610612740,71,76,2025-12-28T01:36:36Z,4340000,False,,,0,,J. Fears lost ball out-of-bounds TURNOVER (2 TO),[1642847],1610612740.0,NOP,lost ball,,,Fears,J. Fears,,,,,In The Paint (Non-RA),8-16 Right,201639.0,,,,,,,,,,,,,,,,,2.0,,
459,PT06M00.00S,2025-12-28T01:36:44.6Z,3,REGULAR,violation,delay-of-game,['team'],0,,,1610612756,71,76,2025-12-28T01:38:48Z,4345000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,PT05M44.00S,2025-12-28T01:37:05.6Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1628415,74.45795006570303,16.42156862745098,1610612756,71,76,2025-12-28T01:37:12Z,4350000,False,-168.0,188.0,1,right,MISS D. Brooks 25' 3PT,[1628415],1610612756.0,PHX,,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,25.18,,,,,,,,,,,
447,PT05M42.00S,2025-12-28T01:37:07.6Z,3,REGULAR,rebound,offensive,[],1642345,,,1610612756,71,76,2025-12-28T01:38:16Z,4360000,False,,,0,,O. Ighodaro REBOUND (Off:2 Def:4),[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,Above the Break 3,24+ Left Center,,,,,,,,446.0,,6.0,4.0,2.0,,,,,,,,
448,PT05M41.00S,2025-12-28T01:37:09.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1642345,93.38042049934296,48.529411764705884,1610612756,71,78,2025-12-28T01:38:23Z,4370000,False,-7.0,10.0,1,right,O. Ighodaro putback Layup (8 PTS),[1642345],1610612756.0,PHX,putback,,,Ighodaro,O. Ighodaro,,,,,Restricted Area,0-8 Center,,,,,,Made,8.0,,1.22,,,,,,,,,,,
453,PT05M29.00S,2025-12-28T01:37:29.7Z,3,REGULAR,substitution,out,[],1642847,,,1610612740,71,78,2025-12-28T01:37:33Z,4420000,False,,,0,,SUB out: J. Fears,[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,,,,,,,,,,,,,,,,,,,,,,
454,PT05M29.00S,2025-12-28T01:37:29.7Z,3,REGULAR,substitution,in,[],1630631,,,1610612740,71,78,2025-12-28T01:37:33Z,4430000,False,,,0,,SUB in: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
455,PT05M25.00S,2025-12-28T01:37:49.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630530,12.302890932982917,36.27450980392157,1610612740,71,78,2025-12-28T01:41:22Z,4440000,False,69.0,63.0,1,left,MISS T. Murphy III 9' driving floating Shot,[1630530],1610612740.0,NOP,driving floating,,,Murphy III,T. Murphy III,,,,,In The Paint (Non-RA),8-16 Right,,,,,,Missed,,,9.32,,,,,,,,,,,
456,PT05M23.00S,2025-12-28T01:37:51.0Z,3,REGULAR,rebound,defensive,[],1642345,,,1610612756,71,78,2025-12-28T01:39:11Z,4450000,False,,,0,,O. Ighodaro REBOUND (Off:2 Def:5),[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,455.0,,7.0,5.0,2.0,,,,,,,,
457,PT05M20.00S,2025-12-28T01:37:55.3Z,3,REGULAR,turnover,out-of-bounds,[],1642345,,,1610612756,71,78,2025-12-28T01:38:01Z,4460000,False,,,0,,O. Ighodaro bad pass out-of-bounds TURNOVER (2 TO),[1642345],1610612756.0,PHX,bad pass,,,Ighodaro,O. Ighodaro,,,,,In The Paint (Non-RA),8-16 Center,1627529.0,,,,,,,,,,,,,,,,,2.0,,
458,PT05M20.00S,2025-12-28T01:38:07.4Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,71,78,2025-12-28T01:38:07Z,4470000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,PT05M20.00S,2025-12-28T01:40:02.3Z,3,REGULAR,substitution,out,[],1631121,,,1610612740,71,78,2025-12-28T01:40:40Z,4480000,False,,,0,,SUB out: B. McGowens,[1631121],1610612740.0,NOP,,,,McGowens,B. McGowens,,,,,,,,,,,,,,,,,,,,,,,,,,
461,PT05M20.00S,2025-12-28T01:40:02.3Z,3,REGULAR,substitution,in,[],1629673,,,1610612740,71,78,2025-12-28T01:40:40Z,4490000,False,,,0,,SUB in: J. Poole,[1629673],1610612740.0,NOP,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
462,PT05M07.00S,2025-12-28T01:41:08.9Z,3,REGULAR,foul,personal,[],1628415,,,1610612740,71,78,2025-12-28T01:41:16Z,4500000,False,,,0,,D. Brooks personal FOUL (1 PF),"[1628415, 1642852]",1610612756.0,PHX,,,,Brooks,D. Brooks,,,,,Mid-Range,16-24 Right Center,202007.0,1.0,0.0,Queen,1642852.0,,,,,,,,,,,,,,,
464,PT05M05.00S,2025-12-28T01:41:25.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630631,6.258212877792378,47.549019607843135,1610612740,73,78,2025-12-28T01:41:29Z,4520000,False,12.0,6.0,1,left,J. Alvarado cutting Layup (7 PTS) (J. Poole 2 AST),"[1630631, 1629673]",1610612740.0,NOP,cutting,,,Alvarado,J. Alvarado,,,,,Restricted Area,0-8 Center,,,,,,Made,7.0,,1.38,,,,,,J. Poole,1629673.0,2.0,,,
466,PT04M47.00S,2025-12-28T01:41:42.3Z,3,REGULAR,3pt,Jump Shot,[],1630692,68.15045992115637,43.38235294117647,1610612756,73,81,2025-12-28T01:41:47Z,4540000,False,-33.0,247.0,1,right,J. Goodwin 24' 3PT  (7 PTS) (R. O'Neale 2 AST),"[1630692, 1626220]",1610612756.0,PHX,,,,Goodwin,J. Goodwin,,,,,Above the Break 3,24+ Center,,,,,,Made,7.0,,24.91,,,,,,R. O'Neale,1626220.0,2.0,,,
468,PT04M19.00S,2025-12-28T01:42:13.1Z,3,REGULAR,3pt,Jump Shot,[],1629673,24.52365308804205,85.29411764705883,1610612740,73,81,2025-12-28T01:42:52Z,4560000,False,-176.0,178.0,1,left,MISS J. Poole 25' 3PT,[1629673],1610612740.0,NOP,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,25.07,,,,,,,,,,,
469,PT04M18.00S,2025-12-28T01:42:14.1Z,3,REGULAR,rebound,defensive,[],1626220,,,1610612756,73,81,2025-12-28T01:42:52Z,4570000,False,,,0,,R. O'Neale REBOUND (Off:0 Def:4),[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Left Center,,,,,,,,468.0,,4.0,4.0,0.0,,,,,,,,
470,PT04M02.00S,2025-12-28T01:42:29.3Z,3,REGULAR,foul,personal,['2freethrow'],1642852,,,1610612756,73,81,2025-12-28T01:42:37Z,4580000,False,,,0,,D. Queen shooting personal FOUL (4 PF) (Booker 2 FT),"[1642852, 1626164]",1610612740.0,NOP,shooting,,,Queen,D. Queen,,,,,Restricted Area,0-8 Center,202007.0,4.0,0.0,Booker,1626164.0,,,,,,,,,,,,,,,
472,PT04M02.00S,2025-12-28T01:42:59.6Z,3,REGULAR,freethrow,1 of 2,[],1626164,,,1610612756,73,82,2025-12-28T01:42:59Z,4600000,False,,,0,,D. Booker Free Throw 1 of 2 (12 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,Made,12.0,,,,,,,,,,,,,
474,PT04M02.00S,2025-12-28T01:43:01.6Z,3,REGULAR,substitution,out,[],1626220,,,1610612756,73,82,2025-12-28T01:43:15Z,4620000,False,,,0,,SUB out: R. O'Neale,[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,,
475,PT04M02.00S,2025-12-28T01:43:01.6Z,3,REGULAR,substitution,out,[],1642345,,,1610612756,73,82,2025-12-28T01:43:15Z,4630000,False,,,0,,SUB out: O. Ighodaro,[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,,,,,,,,,,,,,,,,,,,,,,
476,PT04M02.00S,2025-12-28T01:43:01.6Z,3,REGULAR,substitution,in,[],1642274,,,1610612756,73,82,2025-12-28T01:43:15Z,4640000,False,,,0,,SUB in: Y. Missi,[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,,,,,,,,,,,,,,,,,,,,,,
477,PT04M02.00S,2025-12-28T01:43:01.6Z,3,REGULAR,substitution,in,[],1630587,,,1610612756,73,82,2025-12-28T01:43:15Z,4650000,False,,,0,,SUB in: I. Livers,[1630587],1610612756.0,PHX,,,,Livers,I. Livers,,,,,,,,,,,,,,,,,,,,,,,,,,
478,PT04M02.00S,2025-12-28T01:43:01.6Z,3,REGULAR,substitution,in,[],1631109,,,1610612756,73,82,2025-12-28T01:43:15Z,4660000,False,,,0,,SUB in: M. Williams,[1631109],1610612756.0,PHX,,,,Williams,M. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
480,PT04M02.00S,2025-12-28T01:43:01.6Z,3,REGULAR,substitution,out,[],1642852,,,1610612756,73,82,2025-12-28T01:43:34Z,4665000,False,,,0,,SUB out: D. Queen,[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,,,,,,,,,,,,,,,,,,,,,,
479,PT04M02.00S,2025-12-28T01:43:23.4Z,3,REGULAR,freethrow,2 of 2,[],1626164,,,1610612756,73,83,2025-12-28T01:43:23Z,4670000,False,,,0,,D. Booker Free Throw 2 of 2 (13 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,Made,13.0,,,,,,,,,,,,,
481,PT03M48.00S,2025-12-28T01:43:41.5Z,3,REGULAR,3pt,Jump Shot,[],1630530,31.750985545335087,60.5392156862745,1610612740,76,83,2025-12-28T01:44:06Z,4680000,False,-53.0,246.0,1,left,T. Murphy III 25' 3PT pullup (16 PTS) (J. Alvarado 3 AST),"[1630530, 1630631]",1610612740.0,NOP,pullup,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Center,,,,,,Made,16.0,,25.16,,,,,,J. Alvarado,1630631.0,3.0,,,
483,PT03M35.00S,2025-12-28T01:43:56.4Z,3,REGULAR,foul,personal,[],1630631,,,1610612756,76,83,2025-12-28T01:44:19Z,4700000,False,,,0,,J. Alvarado personal FOUL (2 PF),"[1630631, 1626164]",1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Above the Break 3,24+ Center,202007.0,2.0,0.0,Booker,1626164.0,,,,,,,,,,,,,,,
485,PT03M35.00S,2025-12-28T01:44:15.7Z,3,REGULAR,foul,technical,['1freethrow'],1642274,,,1610612756,76,83,2025-12-28T01:44:22Z,4720000,False,,,0,,Y. Missi technical FOUL (1 Tech),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,,,202007.0,0.0,1.0,,,,,,,,,,,,,,,,,
486,PT03M35.00S,2025-12-28T01:44:24.3Z,3,REGULAR,freethrow,1 of 1,[],1626164,,,1610612756,76,84,2025-12-28T01:44:24Z,4730000,False,,,0,,D. Booker technical Free Throw 1 of 1 (14 PTS),[1626164],1610612756.0,PHX,technical,,,Booker,D. Booker,,,,,,,,,,,,Made,14.0,,,,,,,,,,,,,
487,PT03M29.00S,2025-12-28T01:44:41.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626164,89.70105124835742,60.5392156862745,1610612756,76,84,2025-12-28T01:44:47Z,4740000,False,53.0,44.0,1,right,MISS D. Booker 6' turnaround Shot,[1626164],1610612756.0,PHX,turnaround,,,Booker,D. Booker,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,6.88,,,,,,,,,,,
488,PT03M27.00S,2025-12-28T01:44:43.6Z,3,REGULAR,rebound,defensive,[],1630530,,,1610612740,76,84,2025-12-28T01:45:59Z,4750000,False,,,0,,T. Murphy III REBOUND (Off:1 Def:4),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,487.0,,5.0,4.0,1.0,,,,,,,,
489,PT03M19.00S,2025-12-28T01:44:51.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,6.258212877792378,50.98039215686274,1610612740,78,84,2025-12-28T01:44:56Z,4760000,False,-5.0,6.0,1,left,Z. Williamson driving Layup (16 PTS) (T. Murphy III 1 AST),"[1629627, 1630530]",1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,,,,,,Made,16.0,,0.8,,,,,,T. Murphy III,1630530.0,1.0,,,
491,PT03M09.00S,2025-12-28T01:45:01.5Z,3,REGULAR,3pt,Jump Shot,[],1630692,69.33311432325887,69.36274509803921,1610612756,78,87,2025-12-28T01:45:06Z,4780000,False,97.0,236.0,1,right,J. Goodwin 25' 3PT  (10 PTS) (I. Livers 3 AST),"[1630692, 1630587]",1610612756.0,PHX,,,,Goodwin,J. Goodwin,,,,,Above the Break 3,24+ Right Center,,,,,,Made,10.0,,25.49,,,,,,I. Livers,1630587.0,3.0,,,
493,PT02M53.00S,2025-12-28T01:45:20.4Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631109,,,1610612740,78,87,2025-12-28T01:45:34Z,4800000,False,,,0,,M. Williams shooting personal FOUL (1 PF) (Williamson 2 FT),"[1631109, 1629627]",1610612756.0,PHX,shooting,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,201639.0,1.0,0.0,Williamson,1629627.0,,,,,,,,,,,,,,,
495,PT02M53.00S,2025-12-28T01:45:52.9Z,3,REGULAR,freethrow,1 of 2,[],1629627,,,1610612740,79,87,2025-12-28T01:45:52Z,4820000,False,,,0,,Z. Williamson Free Throw 1 of 2 (17 PTS),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,Made,17.0,,,,,,,,,,,,,
496,PT02M53.00S,2025-12-28T01:45:53.8Z,3,REGULAR,substitution,out,[],1626164,,,1610612740,79,87,2025-12-28T01:46:02Z,4830000,False,,,0,,SUB out: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,,
497,PT02M53.00S,2025-12-28T01:45:53.8Z,3,REGULAR,substitution,out,[],1628415,,,1610612740,79,87,2025-12-28T01:46:02Z,4840000,False,,,0,,SUB out: D. Brooks,[1628415],1610612756.0,PHX,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,
498,PT02M53.00S,2025-12-28T01:45:53.8Z,3,REGULAR,substitution,in,[],1631221,,,1610612740,79,87,2025-12-28T01:46:02Z,4850000,False,,,0,,SUB in: C. Gillespie,[1631221],1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,,,,,,,,,,,,,,,,,,,,,,
499,PT02M53.00S,2025-12-28T01:45:53.8Z,3,REGULAR,substitution,in,[],1642853,,,1610612740,79,87,2025-12-28T01:46:02Z,4860000,False,,,0,,SUB in: R. Fleming,[1642853],1610612756.0,PHX,,,,Fleming,R. Fleming,,,,,,,,,,,,,,,,,,,,,,,,,,
500,PT02M53.00S,2025-12-28T01:46:14.2Z,3,REGULAR,freethrow,2 of 2,[],1629627,,,1610612740,80,87,2025-12-28T01:46:14Z,4870000,False,,,0,,Z. Williamson Free Throw 2 of 2 (18 PTS),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,Made,18.0,,,,,,,,,,,,,
501,PT02M44.00S,2025-12-28T01:46:33.0Z,3,REGULAR,violation,kicked ball,[],1642274,,,1610612756,80,87,2025-12-28T01:46:42Z,4880000,False,,,0,,Y. Missi kicked ball VIOLATION,[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,,,202007.0,,,,,,,,,,,,,,,,,,,
502,PT02M34.00S,2025-12-28T01:47:01.1Z,3,REGULAR,3pt,Jump Shot,[],1630692,72.61826544021025,78.67647058823529,1610612756,80,87,2025-12-28T01:48:02Z,4890000,False,143.0,205.0,1,right,MISS J. Goodwin 25' pullup 3PT,[1630692],1610612756.0,PHX,pullup,,,Goodwin,J. Goodwin,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,25.01,,,,,,,,,,,
503,PT02M30.00S,2025-12-28T01:47:05.1Z,3,REGULAR,rebound,defensive,[],1642274,,,1610612740,80,87,2025-12-28T01:47:06Z,4900000,False,,,0,,Y. Missi REBOUND (Off:4 Def:4),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,Above the Break 3,24+ Right Center,,,,,,,,502.0,,8.0,4.0,4.0,,,,,,,,
