actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,pointsTotal,shotDistance,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
193,PT10M49.00S,2025-11-25T01:39:38.3Z,2,REGULAR,steal,,[],1630180,,,1610612740,37,32,2025-11-25T01:39:40Z,1900000,False,,,0,,S. Bey STEAL (1 STL),[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
194,PT10M31.00S,2025-11-25T01:39:56.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630631,5.601182654402102,45.588235294117645,1610612740,37,32,2025-11-25T01:40:01Z,1910000,False,22.0,0.0,1,left,MISS J. Alvarado driving Layup,[1630631],1610612740.0,NOP,driving,,,Alvarado,J. Alvarado,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,2.21,,,,,,,,,,,
195,PT10M27.00S,2025-11-25T01:40:00.7Z,2,REGULAR,rebound,offensive,[],1642274,,,1610612740,37,32,2025-11-25T01:40:01Z,1920000,False,,,0,,Y. Missi REBOUND (Off:3 Def:2),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,Restricted Area,0-8 Center,,,,,,,194.0,,,5.0,2.0,3.0,,,,,,,,
196,PT10M27.00S,2025-11-25T01:40:00.4Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1642274,5.590000152587891,50.0,1610612740,37,32,2025-11-25T01:40:06Z,1930000,False,0.0,0.0,1,left,MISS Y. Missi tip Layup,[1642274],1610612740.0,NOP,tip,,,Missi,Y. Missi,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,0.0,,,,,,,,,,,
197,PT10M27.00S,2025-11-25T01:40:00.4Z,2,REGULAR,rebound,offensive,[],1642274,,,1610612740,37,32,2025-11-25T01:40:06Z,1940000,False,,,0,,Y. Missi REBOUND (Off:4 Def:2),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,Restricted Area,0-8 Center,,,,,,,196.0,,,6.0,2.0,4.0,,,,,,,,
198,PT10M21.00S,2025-11-25T01:40:05.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1642274,5.590000152587891,50.0,1610612740,39,32,2025-11-25T01:40:05Z,1950000,False,0.0,0.0,1,left,Y. Missi putback Layup (6 PTS),[1642274],1610612740.0,NOP,putback,,,Missi,Y. Missi,,,,,Mid-Range,8-16 Left,,,,,,Made,,6.0,0.0,,,,,,,,,,,
199,PT10M18.00S,2025-11-25T01:40:09.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630245,93.24901445466492,45.588235294117645,1610612741,39,32,2025-11-25T01:40:19Z,1960000,False,-22.0,11.0,1,right,MISS A. Dosunmu Layup - blocked,"[1630245, 1642274]",1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,2.47,,,,,,,,,,Missi,1642274.0
200,PT10M18.00S,2025-11-25T01:40:09.9Z,2,REGULAR,block,,[],1642274,,,1610612741,39,32,2025-11-25T01:40:13Z,1970000,False,,,0,,Y. Missi BLOCK (1 BLK),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
201,PT10M14.00S,2025-11-25T01:40:13.9Z,2,REGULAR,rebound,defensive,[],1629627,,,1610612740,39,32,2025-11-25T01:40:19Z,1980000,False,,,0,,Z. Williamson REBOUND (Off:0 Def:1),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,,,,,,,199.0,,,1.0,1.0,0.0,,,,,,,,
202,PT10M11.00S,2025-11-25T01:40:16.7Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630180,25.837713534822605,17.401960784313726,1610612740,39,32,2025-11-25T01:56:16Z,1990000,False,163.0,190.0,1,left,MISS S. Bey 25' running pullup 3PT,[1630180],1610612740.0,NOP,running pullup,,,Bey,S. Bey,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,25.06,,,,,,,,,,,
203,PT10M11.00S,2025-11-25T01:40:16.7Z,2,REGULAR,rebound,offensive,[],1630631,,,1610612740,39,32,2025-11-25T01:40:22Z,2000000,False,,,0,,J. Alvarado REBOUND (Off:1 Def:1),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Above the Break 3,24+ Right Center,,,,,,,202.0,,,2.0,1.0,1.0,,,,,,,,
204,PT10M06.00S,2025-11-25T01:40:21.6Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630530,9.411957950065702,4.6568627450980395,1610612740,42,32,2025-11-25T01:40:26Z,2010000,False,227.0,36.0,1,left,T. Murphy III 3PT  (8 PTS) (J. Alvarado 6 AST),"[1630530, 1630631]",1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Right Corner 3,24+ Right,,,,,,Made,,8.0,22.95,,,,,J. Alvarado,1630631.0,6.0,,,,
206,PT09M53.00S,2025-11-25T01:40:35.1Z,2,REGULAR,3pt,Jump Shot,[],1630245,87.59855453350855,96.32352941176471,1610612741,42,32,2025-11-25T01:40:38Z,2030000,False,232.0,64.0,1,right,MISS A. Dosunmu 24' 3PT,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Right Corner 3,24+ Right,,,,,,Missed,,,24.03,,,,,,,,,,,
207,PT09M51.00S,2025-11-25T01:40:37.1Z,2,REGULAR,rebound,defensive,[],1630180,,,1610612740,42,32,2025-11-25T01:40:38Z,2040000,False,,,0,,S. Bey REBOUND (Off:0 Def:1),[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,Right Corner 3,24+ Right,,,,,,,206.0,,,1.0,1.0,0.0,,,,,,,,
208,PT09M41.00S,2025-11-25T01:40:47.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642274,6.1268068331143235,47.30392156862745,1610612740,44,32,2025-11-25T01:41:04Z,2050000,False,13.0,5.0,1,left,Y. Missi driving reverse Layup (8 PTS) (S. Bey 1 AST),"[1642274, 1630180]",1610612740.0,NOP,driving reverse,,,Missi,Y. Missi,,,,,Restricted Area,0-8 Center,,,,,,Made,,8.0,1.44,,,,,S. Bey,1630180.0,1.0,,,,
210,PT09M40.00S,2025-11-25T01:40:55.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,44,32,2025-11-25T01:40:55Z,2070000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT09M40.00S,2025-11-25T01:43:02.8Z,2,REGULAR,substitution,out,[],1628975,,,1610612741,44,32,2025-11-25T01:43:25Z,2080000,False,,,0,,SUB out: J. Carter,[1628975],1610612741.0,CHI,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT09M40.00S,2025-11-25T01:43:02.8Z,2,REGULAR,substitution,out,[],1641824,,,1610612741,44,32,2025-11-25T01:43:25Z,2090000,False,,,0,,SUB out: M. Buzelis,[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT09M40.00S,2025-11-25T01:43:02.8Z,2,REGULAR,substitution,in,[],1642855,,,1610612741,44,32,2025-11-25T01:43:25Z,2100000,False,,,0,,SUB in: N. Essengue,[1642855],1610612741.0,CHI,,,,Essengue,N. Essengue,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT09M40.00S,2025-11-25T01:43:02.8Z,2,REGULAR,substitution,in,[],1630200,,,1610612741,44,32,2025-11-25T01:43:25Z,2110000,False,,,0,,SUB in: T. Jones,[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT09M18.00S,2025-11-25T01:44:00.6Z,2,REGULAR,3pt,Jump Shot,[],1630172,94.95729303547962,95.83333333333334,1610612741,44,32,2025-11-25T01:44:05Z,2120000,False,229.0,-5.0,1,right,MISS P. Williams 3PT,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Right Corner 3,24+ Right,,,,,,Missed,,,22.93,,,,,,,,,,,
216,PT09M15.00S,2025-11-25T01:44:03.6Z,2,REGULAR,rebound,defensive,[],1630631,,,1610612740,44,32,2025-11-25T01:44:05Z,2130000,False,,,0,,J. Alvarado REBOUND (Off:1 Def:2),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Right Corner 3,24+ Right,,,,,,,215.0,,,3.0,2.0,1.0,,,,,,,,
217,PT09M12.00S,2025-11-25T01:44:11.2Z,2,REGULAR,turnover,out-of-bounds,[],1629627,,,1610612740,44,32,2025-11-25T01:44:17Z,2140000,False,,,0,,Z. Williamson lost ball out-of-bounds TURNOVER (1 TO),[1629627],1610612740.0,NOP,lost ball,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),8-16 Center,201246.0,,,,,,,,,,,,1.0,,,,,,,
218,PT08M59.00S,2025-11-25T01:44:27.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630581,67.36202365308804,34.31372549019608,1610612741,44,32,2025-11-25T01:44:31Z,2150000,False,-78.0,254.0,1,right,MISS J. Giddey 26' 3PT,[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,26.61,,,,,,,,,,,
219,PT08M56.00S,2025-11-25T01:44:30.1Z,2,REGULAR,rebound,defensive,[],1630530,,,1610612740,44,32,2025-11-25T01:44:31Z,2160000,False,,,0,,T. Murphy III REBOUND (Off:0 Def:2),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Center,,,,,,,218.0,,,2.0,2.0,0.0,,,,,,,,
220,PT08M49.00S,2025-11-25T01:44:43.0Z,2,REGULAR,foul,personal,['2freethrow'],1630581,,,1610612740,44,32,2025-11-25T01:44:48Z,2170000,False,,,0,,J. Giddey shooting personal FOUL (2 PF) (Williamson 2 FT),"[1630581, 1629627]",1610612741.0,CHI,shooting,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,201246.0,2.0,0.0,Williamson,1629627.0,,,,,,,,,,,,,,,
222,PT08M49.00S,2025-11-25T01:45:04.2Z,2,REGULAR,freethrow,1 of 2,[],1629627,,,1610612740,45,32,2025-11-25T01:45:04Z,2190000,False,,,0,,Z. Williamson Free Throw 1 of 2 (4 PTS),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,Made,,4.0,,,,,,,,,,,,
223,PT08M49.00S,2025-11-25T01:45:06.1Z,2,REGULAR,substitution,out,[],1642274,,,1610612740,45,32,2025-11-25T01:45:10Z,2200000,False,,,0,,SUB out: Y. Missi,[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT08M49.00S,2025-11-25T01:45:06.1Z,2,REGULAR,substitution,in,[],1642852,,,1610612740,45,32,2025-11-25T01:45:10Z,2210000,False,,,0,,SUB in: D. Queen,[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT08M49.00S,2025-11-25T01:45:27.5Z,2,REGULAR,freethrow,2 of 2,[],1629627,,,1610612740,46,32,2025-11-25T01:45:27Z,2220000,False,,,0,,Z. Williamson Free Throw 2 of 2 (5 PTS),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,Made,,5.0,,,,,,,,,,,,
226,PT08M41.00S,2025-11-25T01:45:36.2Z,2,REGULAR,3pt,Jump Shot,[],1630172,67.09921156373193,31.61764705882353,1610612741,46,32,2025-11-25T01:45:42Z,2230000,False,-92.0,257.0,1,right,MISS P. Williams 27' 3PT,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,27.27,,,,,,,,,,,
227,PT08M37.00S,2025-11-25T01:45:40.2Z,2,REGULAR,rebound,defensive,[],1630180,,,1610612740,46,32,2025-11-25T01:45:42Z,2240000,False,,,0,,S. Bey REBOUND (Off:0 Def:2),[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,Above the Break 3,24+ Left Center,,,,,,,226.0,,,2.0,2.0,0.0,,,,,,,,
228,PT08M25.00S,2025-11-25T01:45:51.2Z,2,REGULAR,turnover,bad pass,[],1630631,,,1610612740,46,32,2025-11-25T01:45:55Z,2250000,False,,,0,,J. Alvarado bad pass TURNOVER (2 TO),"[1630631, 1642855]",1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,2.0,,,,Essengue,1642855.0,,
229,PT08M25.00S,2025-11-25T01:45:51.2Z,2,REGULAR,steal,,[],1642855,,,1610612741,46,32,2025-11-25T02:14:36Z,2260000,False,,,0,,N. Essengue STEAL (1 STL),[1642855],1610612741.0,CHI,,,,Essengue,N. Essengue,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
230,PT08M19.00S,2025-11-25T01:45:57.8Z,2,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1642855,68.28186596583443,33.57843137254902,1610612741,46,32,2025-11-25T04:53:25Z,2270000,False,-82.0,246.0,1,right,MISS N. Essengue 25' running 3PT,[1642855],1610612741.0,CHI,running,,,Essengue,N. Essengue,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,25.91,,,,,,,,,,,
231,PT08M15.00S,2025-11-25T01:46:01.8Z,2,REGULAR,rebound,defensive,[],1630180,,,1610612740,46,32,2025-11-25T01:46:03Z,2280000,False,,,0,,S. Bey REBOUND (Off:0 Def:3),[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,Above the Break 3,24+ Left Center,,,,,,,230.0,,,3.0,3.0,0.0,,,,,,,,
232,PT08M05.00S,2025-11-25T01:46:16.8Z,2,REGULAR,foul,personal,['2freethrow'],1642855,,,1610612740,46,32,2025-11-25T01:46:26Z,2290000,False,,,0,,N. Essengue shooting personal FOUL (1 PF) (Williamson 2 FT),"[1642855, 1629627]",1610612741.0,CHI,shooting,,,Essengue,N. Essengue,,,,,In The Paint (Non-RA),0-8 Center,1628480.0,1.0,0.0,Williamson,1629627.0,,,,,,,,,,,,,,,
234,PT08M05.00S,2025-11-25T01:46:40.3Z,2,REGULAR,freethrow,1 of 2,[],1629627,,,1610612740,47,32,2025-11-25T01:46:40Z,2310000,False,,,0,,Z. Williamson Free Throw 1 of 2 (6 PTS),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,Made,,6.0,,,,,,,,,,,,
235,PT08M05.00S,2025-11-25T01:46:43.5Z,2,REGULAR,substitution,out,[],1630172,,,1610612740,47,32,2025-11-25T01:46:46Z,2320000,False,,,0,,SUB out: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT08M05.00S,2025-11-25T01:46:43.5Z,2,REGULAR,substitution,in,[],1630188,,,1610612740,47,32,2025-11-25T01:46:46Z,2330000,False,,,0,,SUB in: J. Smith,[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT08M05.00S,2025-11-25T01:47:00.3Z,2,REGULAR,freethrow,2 of 2,[],1629627,,,1610612740,48,32,2025-11-25T01:47:00Z,2340000,False,,,0,,Z. Williamson Free Throw 2 of 2 (7 PTS),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,Made,,7.0,,,,,,,,,,,,
238,PT07M48.00S,2025-11-25T01:47:17.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642855,94.1688567674113,46.32352941176471,1610612741,48,32,2025-11-25T01:59:53Z,2350000,False,-18.0,2.0,1,right,MISS N. Essengue cutting Layup - blocked,"[1642855, 1642852]",1610612741.0,CHI,cutting,,,Essengue,N. Essengue,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,1.85,,,,,,,,,,Queen,1642852.0
239,PT07M48.00S,2025-11-25T01:47:17.3Z,2,REGULAR,block,,[],1642852,,,1610612741,48,32,2025-11-25T01:47:20Z,2360000,False,,,0,,D. Queen BLOCK (1 BLK),[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
240,PT07M45.00S,2025-11-25T01:47:20.3Z,2,REGULAR,rebound,defensive,[],1630631,,,1610612740,48,32,2025-11-25T01:47:22Z,2370000,False,,,0,,J. Alvarado REBOUND (Off:1 Def:3),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Restricted Area,0-8 Center,,,,,,,238.0,,,4.0,3.0,1.0,,,,,,,,
241,PT07M40.00S,2025-11-25T01:47:25.3Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629627,9.937582128777924,50.49019607843137,1610612740,50,32,2025-11-25T02:00:52Z,2380000,False,-2.0,41.0,1,left,Z. Williamson running Layup (9 PTS),[1629627],1610612740.0,NOP,running,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,,,,,,Made,,9.0,4.1,,,,,,,,,,,
242,PT07M31.00S,2025-11-25T01:47:37.1Z,2,REGULAR,turnover,traveling,[],1630581,,,1610612741,50,32,2025-11-25T01:47:53Z,2390000,False,,,0,,J. Giddey traveling TURNOVER (3 TO),[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,201246.0,,,,,,,,,,,,3.0,,,,,,,
243,PT07M31.00S,2025-11-25T01:47:44.2Z,2,REGULAR,substitution,out,[],1629627,,,1610612740,50,32,2025-11-25T01:48:14Z,2400000,False,,,0,,SUB out: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT07M31.00S,2025-11-25T01:47:44.2Z,2,REGULAR,substitution,out,[],1630180,,,1610612740,50,32,2025-11-25T01:48:14Z,2410000,False,,,0,,SUB out: S. Bey,[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT07M31.00S,2025-11-25T01:47:44.2Z,2,REGULAR,substitution,out,[],1642855,,,1610612740,50,32,2025-11-25T01:48:14Z,2420000,False,,,0,,SUB out: N. Essengue,[1642855],1610612741.0,CHI,,,,Essengue,N. Essengue,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT07M31.00S,2025-11-25T01:47:44.2Z,2,REGULAR,substitution,in,[],1642877,,,1610612740,50,32,2025-11-25T01:48:14Z,2430000,False,,,0,,SUB in: M. Peavy,[1642877],1610612740.0,NOP,,,,Peavy,M. Peavy,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT07M31.00S,2025-11-25T01:47:44.2Z,2,REGULAR,substitution,in,[],1631121,,,1610612740,50,32,2025-11-25T01:48:14Z,2440000,False,,,0,,SUB in: B. McGowens,[1631121],1610612740.0,NOP,,,,McGowens,B. McGowens,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT07M31.00S,2025-11-25T01:47:44.2Z,2,REGULAR,substitution,in,[],1641763,,,1610612740,50,32,2025-11-25T01:48:14Z,2450000,False,,,0,,SUB in: J. Phillips,[1641763],1610612741.0,CHI,,,,Phillips,J. Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT07M10.00S,2025-11-25T01:48:15.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631121,6.783837056504599,50.0,1610612740,52,32,2025-11-25T02:02:01Z,2460000,False,0.0,11.0,1,left,B. McGowens driving Layup (6 PTS),[1631121],1610612740.0,NOP,driving,,,McGowens,B. McGowens,,,,,Restricted Area,0-8 Center,,,,,,Made,,6.0,1.13,,,,,,,,,,,
250,PT07M01.00S,2025-11-25T01:48:28.1Z,2,REGULAR,foul,personal,['2freethrow'],1642877,,,1610612741,52,32,2025-11-25T01:48:39Z,2470000,False,,,0,,M. Peavy shooting personal FOUL (1 PF) (Jones 2 FT),"[1642877, 1630200]",1610612740.0,NOP,shooting,,,Peavy,M. Peavy,,,,,In The Paint (Non-RA),8-16 Center,2003.0,1.0,0.0,Jones,1630200.0,,,,,,,,,,,,,,,
252,PT07M01.00S,2025-11-25T01:48:47.0Z,2,REGULAR,freethrow,1 of 2,[],1630200,,,1610612741,52,32,2025-11-25T01:48:47Z,2490000,False,,,0,,MISS T. Jones Free Throw 1 of 2,[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
253,PT07M01.00S,2025-11-25T01:48:47.0Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612741,52,32,2025-11-25T01:48:47Z,2500000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,252.0,,,,,,,,,,,,,
254,PT07M01.00S,2025-11-25T01:48:49.9Z,2,REGULAR,substitution,out,[],1630245,,,1610612741,52,32,2025-11-25T01:48:56Z,2510000,False,,,0,,SUB out: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT07M01.00S,2025-11-25T01:48:49.9Z,2,REGULAR,substitution,in,[],1629632,,,1610612741,52,32,2025-11-25T01:48:56Z,2520000,False,,,0,,SUB in: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT07M01.00S,2025-11-25T01:49:07.6Z,2,REGULAR,freethrow,2 of 2,[],1630200,,,1610612741,52,33,2025-11-25T01:49:07Z,2530000,False,,,0,,T. Jones Free Throw 2 of 2 (1 PTS),[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,,,,,,,,Made,,1.0,,,,,,,,,,,,
257,PT06M44.00S,2025-11-25T01:49:27.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630530,5.338370565045992,54.41176470588235,1610612740,54,33,2025-11-25T01:49:35Z,2540000,False,-22.0,-2.0,1,left,T. Murphy III driving reverse Layup (10 PTS) (D. Queen 3 AST),"[1630530, 1642852]",1610612740.0,NOP,driving reverse,,,Murphy III,T. Murphy III,,,,,Restricted Area,0-8 Center,,,,,,Made,,10.0,2.22,,,,,D. Queen,1642852.0,3.0,,,,
259,PT06M44.00S,2025-11-25T01:49:30.9Z,2,REGULAR,foul,personal,['1freethrow'],1630188,,,1610612740,54,33,2025-11-25T01:49:40Z,2560000,False,,,0,,J. Smith shooting personal FOUL (1 PF) (Murphy III 1 FT),"[1630188, 1630530]",1610612741.0,CHI,shooting,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,2003.0,1.0,0.0,Murphy III,1630530.0,,,,,,,,,,,,,,,
261,PT06M44.00S,2025-11-25T01:49:56.4Z,2,REGULAR,freethrow,1 of 1,[],1630530,,,1610612740,55,33,2025-11-25T01:49:56Z,2580000,False,,,0,,T. Murphy III Free Throw 1 of 1 (11 PTS),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,Made,,11.0,,,,,,,,,,,,
262,PT06M30.00S,2025-11-25T01:50:11.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630200,94.03745072273325,52.20588235294118,1610612741,55,35,2025-11-25T01:50:16Z,2590000,False,11.0,4.0,1,right,T. Jones driving reverse Layup (3 PTS),[1630200],1610612741.0,CHI,driving reverse,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,,,,,,Made,,3.0,1.15,,,,,,,,,,,
263,PT06M24.00S,2025-11-25T01:50:20.8Z,2,REGULAR,foul,personal,['2freethrow'],1641763,,,1610612740,55,35,2025-11-25T01:50:28Z,2600000,False,,,0,,J. Phillips shooting personal FOUL (1 PF) (McGowens 2 FT),"[1641763, 1631121]",1610612741.0,CHI,shooting,,,Phillips,J. Phillips,,,,,Restricted Area,0-8 Center,1628480.0,1.0,0.0,McGowens,1631121.0,,,,,,,,,,,,,,,
265,PT06M24.00S,2025-11-25T01:50:47.8Z,2,REGULAR,freethrow,1 of 2,[],1631121,,,1610612740,56,35,2025-11-25T01:50:47Z,2620000,False,,,0,,B. McGowens Free Throw 1 of 2 (7 PTS),[1631121],1610612740.0,NOP,,,,McGowens,B. McGowens,,,,,,,,,,,,Made,,7.0,,,,,,,,,,,,
266,PT06M24.00S,2025-11-25T01:51:01.7Z,2,REGULAR,freethrow,2 of 2,[],1631121,,,1610612740,57,35,2025-11-25T01:51:01Z,2630000,False,,,0,,B. McGowens Free Throw 2 of 2 (8 PTS),[1631121],1610612740.0,NOP,,,,McGowens,B. McGowens,,,,,,,,,,,,Made,,8.0,,,,,,,,,,,,
267,PT06M13.00S,2025-11-25T01:51:14.1Z,2,REGULAR,3pt,Jump Shot,[],1630188,95.22010512483574,3.431372549019608,1610612741,57,38,2025-11-25T01:51:19Z,2640000,False,-233.0,-8.0,1,right,J. Smith 3PT  (3 PTS) (T. Jones 3 AST),"[1630188, 1630200]",1610612741.0,CHI,,,,Smith,J. Smith,,,,,Left Corner 3,24+ Left,,,,,,Made,,3.0,23.29,,,,,T. Jones,1630200.0,3.0,,,,
269,PT05M55.00S,2025-11-25T01:51:31.8Z,2,REGULAR,3pt,Jump Shot,[],1631121,27.677398160315374,77.20588235294117,1610612740,57,38,2025-11-25T01:51:36Z,2660000,False,-136.0,208.0,1,left,MISS B. McGowens 24' 3PT - blocked,"[1631121, 1641763]",1610612740.0,NOP,,,,McGowens,B. McGowens,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,24.83,,,,,,,,,,Phillips,1641763.0
270,PT05M55.00S,2025-11-25T01:51:31.8Z,2,REGULAR,block,,[],1641763,,,1610612740,57,38,2025-11-25T01:51:34Z,2670000,False,,,0,,J. Phillips BLOCK (1 BLK),[1641763],1610612741.0,CHI,,,,Phillips,J. Phillips,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
271,PT05M52.00S,2025-11-25T01:51:34.8Z,2,REGULAR,rebound,defensive,[],1630581,,,1610612741,57,38,2025-11-25T01:51:36Z,2680000,False,,,0,,J. Giddey REBOUND (Off:0 Def:2),[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Left Center,,,,,,,269.0,,,2.0,2.0,0.0,,,,,,,,
272,PT05M45.00S,2025-11-25T01:51:42.4Z,2,REGULAR,turnover,lost ball,[],1641763,,,1610612741,57,38,2025-11-25T01:51:46Z,2690000,False,,,0,,J. Phillips lost ball TURNOVER (1 TO),"[1641763, 1642877]",1610612741.0,CHI,,,,Phillips,J. Phillips,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,1.0,,,,Peavy,1642877.0,,
