actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
88,PT04M41.00S,2025-10-25T00:24:00.1Z,1,REGULAR,foul,personal,[],1642264,,,1610612740,15,17,2025-10-25T00:24:06Z,870000,False,,,0,,S. Castle personal FOUL (2 PF),"[1642264, 1629673]",1610612759.0,SAS,,,,Castle,S. Castle,,,,,Above the Break 3,24+ Center,,,,1629177.0,2.0,0.0,Poole,1629673.0,,,,,,,,,,,,
90,PT04M41.00S,2025-10-25T00:24:05.5Z,1,REGULAR,substitution,out,[],1630530,,,1610612740,15,17,2025-10-25T00:24:22Z,890000,False,,,0,,SUB out: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M41.00S,2025-10-25T00:24:05.5Z,1,REGULAR,substitution,out,[],1630180,,,1610612740,15,17,2025-10-25T00:24:22Z,900000,False,,,0,,SUB out: S. Bey,[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M41.00S,2025-10-25T00:24:05.5Z,1,REGULAR,substitution,out,[],1642264,,,1610612740,15,17,2025-10-25T00:24:22Z,910000,False,,,0,,SUB out: S. Castle,[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M41.00S,2025-10-25T00:24:05.5Z,1,REGULAR,substitution,out,[],203084,,,1610612740,15,17,2025-10-25T00:24:22Z,920000,False,,,0,,SUB out: H. Barnes,[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M41.00S,2025-10-25T00:24:05.5Z,1,REGULAR,substitution,in,[],1641722,,,1610612740,15,17,2025-10-25T00:24:22Z,930000,False,,,0,,SUB in: J. Hawkins,[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M41.00S,2025-10-25T00:24:05.5Z,1,REGULAR,substitution,in,[],1642847,,,1610612740,15,17,2025-10-25T00:24:22Z,940000,False,,,0,,SUB in: J. Fears,[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M41.00S,2025-10-25T00:24:05.5Z,1,REGULAR,substitution,in,[],1642844,,,1610612740,15,17,2025-10-25T00:24:22Z,950000,False,,,0,,SUB in: D. Harper,[1642844],1610612759.0,SAS,,,,Harper,D. Harper,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M41.00S,2025-10-25T00:24:05.5Z,1,REGULAR,substitution,in,[],1629640,,,1610612740,15,17,2025-10-25T00:24:22Z,960000,False,,,0,,SUB in: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M31.00S,2025-10-25T00:24:38.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642847,88.78120893561103,46.568627450980394,1610612740,17,17,2025-10-25T00:24:46Z,970000,False,-17.0,53.0,1,right,J. Fears driving floating Jump Shot (2 PTS),[1642847],1610612740.0,NOP,driving floating,,,Fears,J. Fears,,,,,In The Paint (Non-RA),0-8 Center,5.57,Made,2.0,,,,,,,,,,,,,,,,,
99,PT04M18.00S,2025-10-25T00:24:50.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642844,5.601182654402102,46.81372549019608,1610612759,17,19,2025-10-25T01:16:50Z,980000,False,16.0,0.0,1,left,D. Harper driving finger roll Layup (2 PTS),[1642844],1610612759.0,SAS,driving finger roll,,,Harper,D. Harper,,,,,Restricted Area,0-8 Center,1.59,Made,2.0,,,,,,,,,,,,,,,,,
100,PT03M59.00S,2025-10-25T00:25:10.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1642852,86.02168199737189,49.01960784313725,1610612740,17,19,2025-10-25T00:25:14Z,990000,False,-5.0,79.0,1,right,MISS D. Queen 7' turnaround Hook,[1642852],1610612740.0,NOP,turnaround,,,Queen,D. Queen,,,,,In The Paint (Non-RA),0-8 Center,7.91,Missed,,,,,,,,,,,,,,,,,,
101,PT03M57.00S,2025-10-25T00:25:12.8Z,1,REGULAR,rebound,defensive,[],1628436,,,1610612759,17,19,2025-10-25T00:25:14Z,1000000,False,,,0,,L. Kornet REBOUND (Off:0 Def:1),[1628436],1610612759.0,SAS,,,,Kornet,L. Kornet,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,100.0,1.0,1.0,0.0,,,,,,,,
102,PT03M48.00S,2025-10-25T00:25:21.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630170,5.732588699080158,37.00980392156863,1610612759,17,19,2025-10-25T00:25:26Z,1010000,False,65.0,1.0,1,left,MISS D. Vassell 6' driving floating Shot,[1630170],1610612759.0,SAS,driving floating,,,Vassell,D. Vassell,,,,,In The Paint (Non-RA),0-8 Center,6.5,Missed,,,,,,,,,,,,,,,,,,
103,PT03M48.00S,2025-10-25T00:25:26.0Z,1,REGULAR,rebound,offensive,[],1628436,,,1610612759,17,19,2025-10-25T00:25:26Z,1020000,False,,,0,,L. Kornet REBOUND (Off:1 Def:1),[1628436],1610612759.0,SAS,,,,Kornet,L. Kornet,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,102.0,2.0,1.0,1.0,,,,,,,,
104,PT03M48.00S,2025-10-25T00:25:29.5Z,1,REGULAR,foul,personal,['2freethrow'],1629673,,,1610612759,17,19,2025-10-25T00:25:36Z,1030000,False,,,0,,J. Poole shooting personal FOUL (1 PF) (Kornet 2 FT),"[1629673, 1628436]",1610612740.0,NOP,shooting,,,Poole,J. Poole,,,,,In The Paint (Non-RA),0-8 Center,,,,202007.0,1.0,0.0,Kornet,1628436.0,,,,,,,,,,,,
106,PT03M48.00S,2025-10-25T00:25:50.4Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1628436,,,1610612759,17,19,2025-10-25T00:25:50Z,1050000,False,,,0,,MISS L. Kornet Free Throw 1 of 2,[1628436],1610612759.0,SAS,,,,Kornet,L. Kornet,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
107,PT03M48.00S,2025-10-25T00:25:50.4Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612759,17,19,2025-10-25T00:25:50Z,1060000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,106.0,,,,,,,,,,,
108,PT03M48.00S,2025-10-25T00:26:08.8Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1628436,,,1610612759,17,20,2025-10-25T00:26:08Z,1070000,False,,,0,,L. Kornet Free Throw 2 of 2 (3 PTS),[1628436],1610612759.0,SAS,,,,Kornet,L. Kornet,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
109,PT03M33.00S,2025-10-25T00:26:25.0Z,1,REGULAR,2pt,Jump Shot,[],1641722,80.76544021024968,71.32352941176471,1610612740,17,20,2025-10-25T01:17:19Z,1080000,False,107.0,128.0,1,right,MISS J. Hawkins 16' pullup Shot,[1641722],1610612740.0,NOP,pullup,,,Hawkins,J. Hawkins,,,,,Mid-Range,16-24 Right Center,16.68,Missed,,,,,,,,,,,,,,,,,,
110,PT03M29.00S,2025-10-25T00:26:29.0Z,1,REGULAR,rebound,defensive,[],1629640,,,1610612759,17,20,2025-10-25T00:26:37Z,1090000,False,,,0,,K. Johnson REBOUND (Off:0 Def:1),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Mid-Range,16-24 Right Center,,,,,,,,,109.0,1.0,1.0,0.0,,,,,,,,
111,PT03M25.00S,2025-10-25T00:26:32.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630170,5.995400788436268,54.166666666666664,1610612759,17,20,2025-10-25T00:26:41Z,1100000,False,-21.0,4.0,1,left,MISS D. Vassell running Layup,[1630170],1610612759.0,SAS,running,,,Vassell,D. Vassell,,,,,Restricted Area,0-8 Center,2.12,Missed,,,,,,,,,,,,,,,,,,
112,PT03M24.00S,2025-10-25T00:26:33.3Z,1,REGULAR,rebound,offensive,[],1629640,,,1610612759,17,20,2025-10-25T00:26:41Z,1110000,False,,,0,,K. Johnson REBOUND (Off:1 Def:1),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,,,,,,,,,111.0,2.0,1.0,1.0,,,,,,,,
113,PT03M23.00S,2025-10-25T00:26:34.9Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', '2ndchance']",1629640,6.389618922470433,46.81372549019608,1610612759,17,22,2025-10-25T01:18:08Z,1120000,False,16.0,8.0,1,left,K. Johnson putback Layup (2 PTS),[1629640],1610612759.0,SAS,putback,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,1.76,Made,2.0,,,,,,,,,,,,,,,,,
114,PT03M17.00S,2025-10-25T00:26:40.1Z,1,REGULAR,3pt,Jump Shot,[],1629673,71.96123521681997,80.63725490196079,1610612740,20,22,2025-10-25T00:26:46Z,1130000,False,153.0,211.0,1,right,J. Poole 26' 3PT  (7 PTS),[1629673],1610612740.0,NOP,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Right Center,26.08,Made,7.0,,,,,,,,,,,,,,,,,
115,PT02M57.00S,2025-10-25T00:27:03.7Z,1,REGULAR,foul,personal,['2freethrow'],1630529,,,1610612759,20,22,2025-10-25T00:27:22Z,1140000,False,,,0,,H. Jones shooting personal FOUL (2 PF) (Kornet 2 FT),"[1630529, 1628436]",1610612740.0,NOP,shooting,,,Jones,H. Jones,,,,,Restricted Area,0-8 Center,,,,2003.0,2.0,0.0,Kornet,1628436.0,,,,,,,,,,,,
117,PT02M57.00S,2025-10-25T00:27:21.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,20,22,2025-10-25T00:27:21Z,1160000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT02M57.00S,2025-10-25T00:29:37.8Z,1,REGULAR,substitution,out,[],1630529,,,1610612759,20,22,2025-10-25T00:30:12Z,1170000,False,,,0,,SUB out: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT02M57.00S,2025-10-25T00:29:37.8Z,1,REGULAR,substitution,out,[],1630170,,,1610612759,20,22,2025-10-25T00:30:12Z,1180000,False,,,0,,SUB out: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M57.00S,2025-10-25T00:29:37.8Z,1,REGULAR,substitution,out,[],1630577,,,1610612759,20,22,2025-10-25T00:30:12Z,1190000,False,,,0,,SUB out: J. Champagnie,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M57.00S,2025-10-25T00:29:37.8Z,1,REGULAR,substitution,in,[],1629627,,,1610612759,20,22,2025-10-25T00:30:12Z,1200000,False,,,0,,SUB in: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M57.00S,2025-10-25T00:29:37.8Z,1,REGULAR,substitution,in,[],1641705,,,1610612759,20,22,2025-10-25T00:30:12Z,1210000,False,,,0,,SUB in: V. Wembanyama,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M57.00S,2025-10-25T00:29:37.8Z,1,REGULAR,substitution,in,[],1629162,,,1610612759,20,22,2025-10-25T00:30:12Z,1220000,False,,,0,,SUB in: J. McLaughlin,[1629162],1610612759.0,SAS,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M57.00S,2025-10-25T00:30:18.0Z,1,REGULAR,freethrow,1 of 2,[],1628436,,,1610612759,20,23,2025-10-25T00:30:18Z,1230000,False,,,0,,L. Kornet Free Throw 1 of 2 (4 PTS),[1628436],1610612759.0,SAS,,,,Kornet,L. Kornet,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
125,PT02M57.00S,2025-10-25T00:30:18.0Z,1,REGULAR,freethrow,2 of 2,[],1628436,,,1610612759,20,23,2025-10-25T00:31:00Z,1240000,False,,,0,,MISS L. Kornet Free Throw 2 of 2,[1628436],1610612759.0,SAS,,,,Kornet,L. Kornet,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
128,PT02M57.00S,2025-10-25T00:30:18.0Z,1,REGULAR,rebound,offensive,[],1628436,,,1610612759,20,23,2025-10-25T00:31:24Z,1245000,False,,,0,,L. Kornet REBOUND (Off:2 Def:1),[1628436],1610612759.0,SAS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,125.0,3.0,1.0,2.0,,,,,,,,
126,PT02M56.00S,2025-10-25T00:30:48.2Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1628436,5.206964520367937,49.26470588235294,1610612759,20,25,2025-10-25T00:31:14Z,1250000,False,4.0,-4.0,1,left,L. Kornet putback DUNK (6 PTS),[1628436],1610612759.0,SAS,putback,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,0.52,Made,6.0,,,,,,,,,,,,,,,,,
127,PT02M41.00S,2025-10-25T00:30:55.6Z,1,REGULAR,foul,technical,['1freethrow'],1628436,,,1610612740,20,25,2025-10-25T00:31:10Z,1260000,False,,,0,,L. Kornet defensive-3-second technical FOUL (1 Tech),[1628436],1610612759.0,SAS,defensive-3-second,,,Kornet,L. Kornet,,,,,Above the Break 3,24+ Right Center,,,,1629177.0,0.0,1.0,,,,,,,,,,,,,,
129,PT02M41.00S,2025-10-25T00:31:11.9Z,1,REGULAR,freethrow,1 of 1,[],1629673,,,1610612740,21,25,2025-10-25T00:31:11Z,1270000,False,,,0,,J. Poole technical Free Throw 1 of 1 (8 PTS),[1629673],1610612740.0,NOP,technical,,,Poole,J. Poole,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
130,PT02M34.00S,2025-10-25T00:31:28.2Z,1,REGULAR,3pt,Jump Shot,[],1629673,68.80749014454665,29.411764705882355,1610612740,24,25,2025-10-25T00:31:34Z,1280000,False,-103.0,241.0,1,right,J. Poole 26' 3PT  (11 PTS),[1629673],1610612740.0,NOP,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Left Center,26.18,Made,11.0,,,,,,,,,,,,,,,,,
131,PT02M18.00S,2025-10-25T00:31:44.2Z,1,REGULAR,turnover,bad pass,[],1642844,,,1610612759,24,25,2025-10-25T00:31:48Z,1290000,False,,,0,,D. Harper bad pass TURNOVER (1 TO),"[1642844, 1642847]",1610612759.0,SAS,,,,Harper,D. Harper,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,1.0,Fears,1642847.0
132,PT02M18.00S,2025-10-25T00:31:44.2Z,1,REGULAR,steal,,[],1642847,,,1610612740,24,25,2025-10-25T00:31:46Z,1300000,False,,,0,,J. Fears STEAL (1 STL),[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
133,PT02M09.00S,2025-10-25T00:31:52.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629673,72.35545335085413,20.34313725490196,1610612740,24,25,2025-10-25T00:31:57Z,1310000,False,-148.0,207.0,1,right,MISS J. Poole 25' 3PT,[1629673],1610612740.0,NOP,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Left Center,25.5,Missed,,,,,,,,,,,,,,,,,,
134,PT02M05.00S,2025-10-25T00:31:56.4Z,1,REGULAR,rebound,defensive,[],1642844,,,1610612759,24,25,2025-10-25T00:31:57Z,1320000,False,,,0,,D. Harper REBOUND (Off:0 Def:1),[1642844],1610612759.0,SAS,,,,Harper,D. Harper,,,,,Above the Break 3,24+ Left Center,,,,,,,,,133.0,1.0,1.0,0.0,,,,,,,,
135,PT01M59.00S,2025-10-25T00:32:01.9Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1642844,6.1268068331143235,47.05882352941176,1610612759,24,25,2025-10-25T01:18:37Z,1330000,False,15.0,5.0,1,left,MISS D. Harper running reverse Layup,[1642844],1610612759.0,SAS,running reverse,,,Harper,D. Harper,,,,,Restricted Area,0-8 Center,1.56,Missed,,,,,,,,,,,,,,,,,,
136,PT01M55.00S,2025-10-25T00:32:05.9Z,1,REGULAR,rebound,offensive,[],1628436,,,1610612759,24,25,2025-10-25T01:18:37Z,1340000,False,,,0,,L. Kornet REBOUND (Off:3 Def:1),[1628436],1610612759.0,SAS,,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,,,,,,,,,135.0,4.0,1.0,3.0,,,,,,,,
137,PT01M55.00S,2025-10-25T00:32:06.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628436,5.590000152587891,50.0,1610612759,24,27,2025-10-25T00:32:06Z,1350000,False,0.0,0.0,1,left,L. Kornet tip Layup (8 PTS),[1628436],1610612759.0,SAS,tip,,,Kornet,L. Kornet,,,,,Mid-Range,8-16 Left,0.0,Made,8.0,,,,,,,,,,,,,,,,,
138,PT01M39.00S,2025-10-25T00:32:22.2Z,1,REGULAR,3pt,Jump Shot,[],1641722,72.61826544021025,81.37254901960785,1610612740,24,27,2025-10-25T00:32:30Z,1360000,False,157.0,205.0,1,right,MISS J. Hawkins 25' 3PT,[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,Above the Break 3,24+ Right Center,25.81,Missed,,,,,,,,,,,,,,,,,,
139,PT01M36.00S,2025-10-25T00:32:25.2Z,1,REGULAR,rebound,defensive,[],1629640,,,1610612759,24,27,2025-10-25T00:32:30Z,1370000,False,,,0,,K. Johnson REBOUND (Off:1 Def:2),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,138.0,3.0,2.0,1.0,,,,,,,,
140,PT01M22.00S,2025-10-25T00:32:39.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629640,5.338370565045992,55.392156862745104,1610612759,24,27,2025-10-25T00:32:43Z,1380000,False,-27.0,-2.0,1,left,MISS K. Johnson cutting Layup - blocked,"[1629640, 1642852]",1610612759.0,SAS,cutting,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,2.71,Missed,,,,,,,,,,,,,,Queen,1642852.0,,,
141,PT01M22.00S,2025-10-25T00:32:39.8Z,1,REGULAR,block,,[],1642852,,,1610612759,24,27,2025-10-25T00:32:42Z,1390000,False,,,0,,D. Queen BLOCK (1 BLK),[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
142,PT01M19.00S,2025-10-25T00:32:42.8Z,1,REGULAR,rebound,offensive,[],1628436,,,1610612759,24,27,2025-10-25T00:32:42Z,1400000,False,,,0,,L. Kornet REBOUND (Off:4 Def:1),[1628436],1610612759.0,SAS,,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,,,,,,,,,140.0,5.0,1.0,4.0,,,,,,,,
143,PT01M18.00S,2025-10-25T00:32:44.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629162,25.04927726675427,11.029411764705882,1610612759,24,30,2025-10-25T00:32:47Z,1410000,False,195.0,183.0,1,left,J. McLaughlin 26' 3PT  (3 PTS) (L. Kornet 1 AST),"[1629162, 1628436]",1610612759.0,SAS,,,,McLaughlin,J. McLaughlin,,,,,Above the Break 3,24+ Right Center,26.73,Made,3.0,,,,,,,,,,L. Kornet,1628436.0,1.0,,,,,
145,PT01M03.00S,2025-10-25T00:33:05.3Z,1,REGULAR,foul,personal,[],1642844,,,1610612740,24,30,2025-10-25T00:33:09Z,1430000,False,,,0,,D. Harper personal FOUL (1 PF),"[1642844, 1629673]",1610612759.0,SAS,,,,Harper,D. Harper,,,,,Above the Break 3,24+ Left Center,,,,202007.0,1.0,0.0,Poole,1629673.0,,,,,,,,,,,,
147,PT00M56.50S,2025-10-25T00:33:28.3Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642844,,,1610612740,24,30,2025-10-25T00:33:43Z,1450000,False,,,0,,D. Harper shooting personal FOUL (2 PF) (Williamson 2 FT),"[1642844, 1629627]",1610612759.0,SAS,shooting,,,Harper,D. Harper,,,,,In The Paint (Non-RA),8-16 Center,,,,1629177.0,2.0,0.0,Williamson,1629627.0,,,,,,,,,,,,
149,PT00M56.50S,2025-10-25T00:33:50.9Z,1,REGULAR,freethrow,1 of 2,[],1629627,,,1610612740,25,30,2025-10-25T00:34:09Z,1470000,False,,,0,,Z. Williamson Free Throw 1 of 2 (5 PTS),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
150,PT00M56.50S,2025-10-25T00:33:50.9Z,1,REGULAR,freethrow,2 of 2,[],1629627,,,1610612740,25,30,2025-10-25T00:34:09Z,1480000,False,,,0,,MISS Z. Williamson Free Throw 2 of 2,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
151,PT00M53.70S,2025-10-25T00:33:53.7Z,1,REGULAR,rebound,defensive,[],1641705,,,1610612759,25,30,2025-10-25T00:34:09Z,1490000,False,,,0,,V. Wembanyama REBOUND (Off:0 Def:3),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,150.0,3.0,3.0,0.0,,,,,,,,
152,PT00M43.80S,2025-10-25T00:34:23.9Z,1,REGULAR,foul,personal,[],1629627,,,1610612759,25,30,2025-10-25T00:34:31Z,1500000,False,,,0,,Z. Williamson personal FOUL (1 PF),"[1629627, 1641705]",1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),0-8 Center,,,,1629177.0,1.0,0.0,Wembanyama,1641705.0,,,,,,,,,,,,
155,PT00M29.00S,2025-10-25T00:35:10.0Z,1,REGULAR,2pt,Jump Shot,[],1641705,7.178055190538765,22.794117647058822,1610612759,25,30,2025-10-25T00:35:17Z,1530000,False,136.0,15.0,1,left,MISS V. Wembanyama 13' pullup Shot,[1641705],1610612759.0,SAS,pullup,,,Wembanyama,V. Wembanyama,,,,,Mid-Range,8-16 Right,13.68,Missed,,,,,,,,,,,,,,,,,,
156,PT00M27.20S,2025-10-25T00:35:11.9Z,1,REGULAR,rebound,offensive,[],1629640,,,1610612759,25,30,2025-10-25T00:35:11Z,1540000,False,,,0,,K. Johnson REBOUND (Off:2 Def:2),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Mid-Range,8-16 Right,,,,,,,,,155.0,4.0,2.0,2.0,,,,,,,,
157,PT00M14.60S,2025-10-25T00:35:26.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1641705,33.065045992115635,75.73529411764706,1610612759,25,30,2025-10-25T00:35:42Z,1550000,False,-129.0,258.0,1,left,MISS V. Wembanyama 28' fadeaway 3PT,[1641705],1610612759.0,SAS,fadeaway,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Left Center,28.86,Missed,,,,,,,,,,,,,,,,,,
158,PT00M14.30S,2025-10-25T00:35:26.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612759,25,30,2025-10-25T00:35:42Z,1560000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,157.0,,,,,,,,,,,
159,PT00M14.30S,2025-10-25T00:35:31.6Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612759,25,30,2025-10-25T00:35:52Z,1570000,False,,,0,,SAS shot clock Team TURNOVER,[],1610612759.0,SAS,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,1629177.0,,,,,,,,,,,,,,,,
160,PT00M14.30S,2025-10-25T00:35:40.2Z,1,REGULAR,substitution,out,[],1642852,,,1610612740,25,30,2025-10-25T00:35:56Z,1580000,False,,,0,,SUB out: D. Queen,[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT00M14.30S,2025-10-25T00:35:40.2Z,1,REGULAR,substitution,out,[],1628436,,,1610612740,25,30,2025-10-25T00:35:56Z,1590000,False,,,0,,SUB out: L. Kornet,[1628436],1610612759.0,SAS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT00M14.30S,2025-10-25T00:35:40.2Z,1,REGULAR,substitution,in,[],1630530,,,1610612740,25,30,2025-10-25T00:35:56Z,1600000,False,,,0,,SUB in: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT00M14.30S,2025-10-25T00:35:40.2Z,1,REGULAR,substitution,in,[],1630577,,,1610612740,25,30,2025-10-25T00:35:56Z,1610000,False,,,0,,SUB in: J. Champagnie,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT00M14.30S,2025-10-25T00:35:59.3Z,1,REGULAR,violation,delay-of-game,['team'],0,,,1610612740,25,30,2025-10-25T00:36:03Z,1620000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612759.0,SAS,,,,,,,,,,,,,,,202007.0,,,,,,,,,,,,,,,,
165,PT00M02.80S,2025-10-25T00:36:19.3Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1642847,82.7365308804205,71.81372549019608,1610612740,27,30,2025-10-25T00:36:28Z,1630000,False,109.0,110.0,1,right,J. Fears 15' fadeaway Jump Shot (4 PTS) (Z. Williamson 1 AST),"[1642847, 1629627]",1610612740.0,NOP,fadeaway,,,Fears,J. Fears,,,,,Mid-Range,8-16 Right,15.48,Made,4.0,,,,,,,,,,Z. Williamson,1629627.0,1.0,,,,,
167,PT00M00.00S,2025-10-25T00:36:27.0Z,1,REGULAR,heave,,[],0,,,1610612759,27,30,2025-10-25T00:39:37Z,1650000,False,,,0,,SAS Heave,[],1610612759.0,SAS,,,,,,,,,,Above the Break 3,24+ Center,39.96,,,,,,,,,,,,,,,,,,,
168,PT00M00.00S,2025-10-25T00:36:27.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612759,27,30,2025-10-25T00:37:09Z,1660000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,167.0,,,,,,,,,,,
169,PT00M00.00S,2025-10-25T00:36:38.2Z,1,REGULAR,period,end,[],0,,,1610612759,27,30,2025-10-25T00:36:38Z,1670000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
