actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
209,PT09M16.00S,2025-10-25T00:44:00.9Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630530,70.25295663600527,17.401960784313726,1610612740,35,36,2025-10-25T00:44:05Z,2070000,False,-163.0,227.0,1,right,T. Murphy III 27' 3PT  (8 PTS) (J. Hawkins 1 AST),"[1630530, 1641722]",1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Left Center,27.95,Made,8.0,,,,,,,,,,J. Hawkins,1641722.0,1.0,,,,,
211,PT08M52.00S,2025-10-25T00:44:25.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641705,16.507884362680684,51.225490196078425,1610612759,35,36,2025-10-25T00:44:28Z,2090000,False,-6.0,103.0,1,left,MISS V. Wembanyama 10' pullup Shot,[1641705],1610612759.0,SAS,pullup,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),8-16 Center,10.29,Missed,,,,,,,,,,,,,,,,,,
212,PT08M49.00S,2025-10-25T00:44:27.3Z,2,REGULAR,rebound,defensive,[],1642847,,,1610612740,35,36,2025-10-25T00:44:27Z,2100000,False,,,0,,J. Fears REBOUND (Off:1 Def:1),[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,211.0,2.0,1.0,1.0,,,,,,,,
214,PT08M33.00S,2025-10-25T00:45:01.2Z,2,REGULAR,3pt,Jump Shot,[],1630180,65.65374507227332,25.49019607843137,1610612740,38,36,2025-10-25T00:45:06Z,2120000,False,-123.0,270.0,1,right,S. Bey 29' 3PT  (6 PTS) (T. Murphy III 4 AST),"[1630180, 1630530]",1610612740.0,NOP,,,,Bey,S. Bey,,,,,Above the Break 3,24+ Left Center,29.69,Made,6.0,,,,,,,,,,T. Murphy III,1630530.0,4.0,,,,,
216,PT08M32.00S,2025-10-25T00:45:11.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,38,36,2025-10-25T00:45:11Z,2140000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT08M32.00S,2025-10-25T00:47:38.0Z,2,REGULAR,substitution,out,[],1629627,,,1610612759,38,36,2025-10-25T00:47:54Z,2150000,False,,,0,,SUB out: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT08M32.00S,2025-10-25T00:47:38.0Z,2,REGULAR,substitution,out,[],1641705,,,1610612759,38,36,2025-10-25T00:47:54Z,2160000,False,,,0,,SUB out: V. Wembanyama,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT08M32.00S,2025-10-25T00:47:38.0Z,2,REGULAR,substitution,out,[],1642868,,,1610612759,38,36,2025-10-25T00:47:54Z,2170000,False,,,0,,SUB out: C. Bryant,[1642868],1610612759.0,SAS,,,,Bryant,C. Bryant,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT08M32.00S,2025-10-25T00:47:38.0Z,2,REGULAR,substitution,in,[],1642852,,,1610612759,38,36,2025-10-25T00:47:54Z,2180000,False,,,0,,SUB in: D. Queen,[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT08M32.00S,2025-10-25T00:47:38.0Z,2,REGULAR,substitution,in,[],1628436,,,1610612759,38,36,2025-10-25T00:47:54Z,2190000,False,,,0,,SUB in: L. Kornet,[1628436],1610612759.0,SAS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT08M32.00S,2025-10-25T00:47:38.0Z,2,REGULAR,substitution,in,[],1630170,,,1610612759,38,36,2025-10-25T00:47:54Z,2200000,False,,,0,,SUB in: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT08M19.00S,2025-10-25T00:48:15.1Z,2,REGULAR,3pt,Jump Shot,[],1630170,27.283180026281208,22.54901960784314,1610612759,38,39,2025-10-25T00:48:21Z,2210000,False,137.0,204.0,1,left,D. Vassell 24' 3PT  (5 PTS) (S. Castle 3 AST),"[1630170, 1642264]",1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Right Center,24.59,Made,5.0,,,,,,,,,,S. Castle,1642264.0,3.0,,,,,
225,PT08M10.00S,2025-10-25T00:48:29.8Z,2,REGULAR,foul,offensive,[],1642847,,,1610612740,38,39,2025-10-25T00:48:51Z,2230000,False,,,0,,J. Fears offensive FOUL (2 PF),"[1642847, 1628436]",1610612740.0,NOP,,,,Fears,J. Fears,,,,,Restricted Area,0-8 Center,,,,202007.0,2.0,0.0,Kornet,1628436.0,,,,,,,,,,,,
227,PT08M10.00S,2025-10-25T00:48:29.8Z,2,REGULAR,turnover,offensive foul,[],1642847,,,1610612740,38,39,2025-10-25T00:48:29Z,2250000,False,,,0,,J. Fears offensive foul TURNOVER (1 TO),[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,Restricted Area,0-8 Center,,,,202007.0,,,,,,,,,,,,,,1.0,,
228,PT08M10.00S,2025-10-25T00:48:45.1Z,2,REGULAR,substitution,out,[],1642847,,,1610612759,38,39,2025-10-25T00:48:53Z,2260000,False,,,0,,SUB out: J. Fears,[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT08M10.00S,2025-10-25T00:48:45.1Z,2,REGULAR,substitution,in,[],1630631,,,1610612759,38,39,2025-10-25T00:48:53Z,2270000,False,,,0,,SUB in: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT08M10.00S,2025-10-25T00:49:10.6Z,2,REGULAR,foul,technical,"['team', '1freethrow']",0,,,1610612759,38,39,2025-10-25T00:49:32Z,2280000,False,,,0,,TEAM foul technical,[],1610612740.0,NOP,delay,,,,,,,,,,,,,,202007.0,,,,,,,,,,,,,,,,
231,PT08M10.00S,2025-10-25T00:49:34.5Z,2,REGULAR,freethrow,1 of 1,[],1630170,,,1610612759,38,40,2025-10-25T00:49:34Z,2290000,False,,,0,,D. Vassell technical Free Throw 1 of 1 (6 PTS),[1630170],1610612759.0,SAS,technical,,,Vassell,D. Vassell,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
232,PT07M51.00S,2025-10-25T00:49:49.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630170,5.732588699080158,53.67647058823529,1610612759,38,42,2025-10-25T01:21:43Z,2300000,False,-18.0,1.0,1,left,D. Vassell finger roll Layup (8 PTS),[1630170],1610612759.0,SAS,finger roll,,,Vassell,D. Vassell,,,,,Restricted Area,0-8 Center,1.85,Made,8.0,,,,,,,,,,,,,,,,,
233,PT07M33.00S,2025-10-25T00:50:07.2Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1642852,89.83245729303549,41.911764705882355,1610612740,38,42,2025-10-25T00:50:11Z,2310000,False,-40.0,43.0,1,right,MISS D. Queen Hook,[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,In The Paint (Non-RA),0-8 Center,5.91,Missed,,,,,,,,,,,,,,,,,,
234,PT07M32.00S,2025-10-25T00:50:08.9Z,2,REGULAR,rebound,offensive,[],1630530,,,1610612740,38,42,2025-10-25T00:50:08Z,2320000,False,,,0,,T. Murphy III REBOUND (Off:1 Def:1),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,233.0,2.0,1.0,1.0,,,,,,,,
235,PT07M30.00S,2025-10-25T00:50:11.3Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1641722,75.24638633377135,87.25490196078431,1610612740,38,42,2025-10-25T00:50:14Z,2330000,False,186.0,180.0,1,right,MISS J. Hawkins 25' 3PT,[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,Above the Break 3,24+ Right Center,25.92,Missed,,,,,,,,,,,,,,,,,,
236,PT07M26.00S,2025-10-25T00:50:15.3Z,2,REGULAR,rebound,defensive,[],1630577,,,1610612759,38,42,2025-10-25T00:50:14Z,2340000,False,,,0,,J. Champagnie REBOUND (Off:0 Def:2),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Right Center,,,,,,,,,235.0,2.0,2.0,0.0,,,,,,,,
237,PT07M18.00S,2025-10-25T00:50:22.9Z,2,REGULAR,3pt,Jump Shot,[],1630577,32.013797634691194,59.068627450980394,1610612759,38,42,2025-10-25T00:50:26Z,2350000,False,-45.0,248.0,1,left,MISS J. Champagnie 25' 3PT,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Center,25.25,Missed,,,,,,,,,,,,,,,,,,
238,PT07M15.00S,2025-10-25T00:50:25.8Z,2,REGULAR,rebound,offensive,[],1628436,,,1610612759,38,42,2025-10-25T00:50:25Z,2360000,False,,,0,,L. Kornet REBOUND (Off:5 Def:1),[1628436],1610612759.0,SAS,,,,Kornet,L. Kornet,,,,,Above the Break 3,24+ Center,,,,,,,,,237.0,6.0,1.0,5.0,,,,,,,,
239,PT07M14.00S,2025-10-25T00:50:26.4Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],203084,25.57490144546649,16.42156862745098,1610612759,38,42,2025-10-25T00:50:31Z,2370000,False,168.0,188.0,1,left,MISS H. Barnes 25' 3PT,[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,Above the Break 3,24+ Right Center,25.2,Missed,,,,,,,,,,,,,,,,,,
240,PT07M11.00S,2025-10-25T00:50:29.4Z,2,REGULAR,rebound,defensive,[],1630530,,,1610612740,38,42,2025-10-25T00:50:31Z,2380000,False,,,0,,T. Murphy III REBOUND (Off:1 Def:2),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Right Center,,,,,,,,,239.0,3.0,2.0,1.0,,,,,,,,
241,PT07M05.00S,2025-10-25T00:50:44.6Z,2,REGULAR,foul,technical,['1freethrow'],1628436,,,1610612740,38,42,2025-10-25T00:50:56Z,2390000,False,,,0,,L. Kornet defensive-3-second technical FOUL (2 Tech),[1628436],1610612759.0,SAS,defensive-3-second,,,Kornet,L. Kornet,,,,,Mid-Range,8-16 Left,,,,2003.0,0.0,2.0,,,,,,,,,,,,,,
242,PT07M05.00S,2025-10-25T00:50:58.5Z,2,REGULAR,freethrow,1 of 1,[],1630530,,,1610612740,39,42,2025-10-25T00:50:58Z,2400000,False,,,0,,T. Murphy III technical Free Throw 1 of 1 (9 PTS),[1630530],1610612740.0,NOP,technical,,,Murphy III,T. Murphy III,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
243,PT07M05.00S,2025-10-25T00:51:03.8Z,2,REGULAR,substitution,out,[],1641722,,,1610612740,39,42,2025-10-25T00:51:13Z,2410000,False,,,0,,SUB out: J. Hawkins,[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT07M05.00S,2025-10-25T00:51:03.8Z,2,REGULAR,substitution,out,[],1630180,,,1610612740,39,42,2025-10-25T00:51:13Z,2420000,False,,,0,,SUB out: S. Bey,[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT07M05.00S,2025-10-25T00:51:03.8Z,2,REGULAR,substitution,out,[],1630577,,,1610612740,39,42,2025-10-25T00:51:13Z,2430000,False,,,0,,SUB out: J. Champagnie,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT07M05.00S,2025-10-25T00:51:03.8Z,2,REGULAR,substitution,in,[],1630529,,,1610612740,39,42,2025-10-25T00:51:13Z,2440000,False,,,0,,SUB in: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT07M05.00S,2025-10-25T00:51:03.8Z,2,REGULAR,substitution,in,[],1629673,,,1610612740,39,42,2025-10-25T00:51:13Z,2450000,False,,,0,,SUB in: J. Poole,[1629673],1610612740.0,NOP,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT07M05.00S,2025-10-25T00:51:03.8Z,2,REGULAR,substitution,in,[],1629640,,,1610612740,39,42,2025-10-25T00:51:13Z,2460000,False,,,0,,SUB in: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT06M53.00S,2025-10-25T00:51:31.7Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1642852,93.38042049934296,50.0,1610612740,41,42,2025-10-25T00:51:37Z,2470000,False,0.0,10.0,1,right,D. Queen cutting DUNK (4 PTS) (H. Jones 2 AST),"[1642852, 1630529]",1610612740.0,NOP,cutting,,,Queen,D. Queen,,,,,Restricted Area,0-8 Center,0.97,Made,4.0,,,,,,,,,,H. Jones,1630529.0,2.0,,,,,
251,PT06M42.00S,2025-10-25T00:51:43.2Z,2,REGULAR,turnover,lost ball,[],1642264,,,1610612759,41,42,2025-10-25T00:51:48Z,2490000,False,,,0,,S. Castle lost ball TURNOVER (2 TO),"[1642264, 1630530]",1610612759.0,SAS,,,,Castle,S. Castle,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,2.0,Murphy III,1630530.0
252,PT06M42.00S,2025-10-25T00:51:43.2Z,2,REGULAR,steal,,[],1630530,,,1610612740,41,42,2025-10-25T00:51:45Z,2500000,False,,,0,,T. Murphy III STEAL (1 STL),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
254,PT06M39.00S,2025-10-25T00:52:02.7Z,2,REGULAR,foul,personal,['2freethrow'],1630170,,,1610612740,41,42,2025-10-25T00:52:11Z,2520000,False,,,0,,D. Vassell shooting personal FOUL (1 PF) (Murphy III 2 FT),"[1630170, 1630530]",1610612759.0,SAS,shooting,,,Vassell,D. Vassell,,,,,Restricted Area,0-8 Center,,,,2003.0,1.0,0.0,Murphy III,1630530.0,,,,,,,,,,,,
256,PT06M39.00S,2025-10-25T00:52:18.9Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1630530,,,1610612740,42,42,2025-10-25T00:52:18Z,2540000,False,,,0,,T. Murphy III Free Throw 1 of 2 (10 PTS),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
257,PT06M39.00S,2025-10-25T00:52:21.0Z,2,REGULAR,substitution,out,[],1642264,,,1610612740,42,42,2025-10-25T00:52:25Z,2550000,False,,,0,,SUB out: S. Castle,[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT06M39.00S,2025-10-25T00:52:21.0Z,2,REGULAR,substitution,in,[],1642844,,,1610612740,42,42,2025-10-25T00:52:25Z,2560000,False,,,0,,SUB in: D. Harper,[1642844],1610612759.0,SAS,,,,Harper,D. Harper,,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT06M39.00S,2025-10-25T00:52:38.8Z,2,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1630530,,,1610612740,43,42,2025-10-25T00:52:38Z,2570000,False,,,0,,T. Murphy III Free Throw 2 of 2 (11 PTS),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
260,PT06M28.00S,2025-10-25T00:52:50.4Z,2,REGULAR,3pt,Jump Shot,[],1630170,27.677398160315374,23.284313725490197,1610612759,43,45,2025-10-25T00:52:54Z,2580000,False,134.0,208.0,1,left,D. Vassell 24' 3PT  (11 PTS) (D. Harper 1 AST),"[1630170, 1642844]",1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Right Center,24.7,Made,11.0,,,,,,,,,,D. Harper,1642844.0,1.0,,,,,
262,PT06M18.00S,2025-10-25T00:53:07.2Z,2,REGULAR,foul,personal,[],1642844,,,1610612740,43,45,2025-10-25T00:53:13Z,2600000,False,,,0,,D. Harper personal FOUL (3 PF),"[1642844, 1629673]",1610612759.0,SAS,,,,Harper,D. Harper,,,,,In The Paint (Non-RA),0-8 Center,,,,1629177.0,3.0,0.0,Poole,1629673.0,,,,,,,,,,,,
264,PT06M13.00S,2025-10-25T00:53:27.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629673,82.21090670170827,63.48039215686274,1610612740,45,45,2025-10-25T00:53:37Z,2620000,False,67.0,115.0,1,right,J. Poole 13' floating Jump Shot (13 PTS) (D. Queen 1 AST),"[1629673, 1642852]",1610612740.0,NOP,floating,,,Poole,J. Poole,,,,,In The Paint (Non-RA),8-16 Right,13.3,Made,13.0,,,,,,,,,,D. Queen,1642852.0,1.0,,,,,
266,PT05M49.00S,2025-10-25T00:53:54.1Z,2,REGULAR,foul,personal,['2freethrow'],1642852,,,1610612759,45,45,2025-10-25T00:54:22Z,2640000,False,,,0,,D. Queen shooting personal FOUL (1 PF) (Johnson 2 FT),"[1642852, 1629640]",1610612740.0,NOP,shooting,,,Queen,D. Queen,,,,,Restricted Area,0-8 Center,,,,202007.0,1.0,0.0,Johnson,1629640.0,,,,,,,,,,,,
268,PT05M49.00S,2025-10-25T00:54:29.4Z,2,REGULAR,freethrow,1 of 2,[],1629640,,,1610612759,45,45,2025-10-25T00:55:01Z,2660000,False,,,0,,MISS K. Johnson Free Throw 1 of 2,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
269,PT05M49.00S,2025-10-25T00:54:29.4Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612759,45,45,2025-10-25T00:55:01Z,2670000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,268.0,,,,,,,,,,,
270,PT05M49.00S,2025-10-25T00:54:29.4Z,2,REGULAR,freethrow,2 of 2,[],1629640,,,1610612759,45,45,2025-10-25T00:55:01Z,2680000,False,,,0,,MISS K. Johnson Free Throw 2 of 2,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
271,PT05M45.00S,2025-10-25T00:54:33.4Z,2,REGULAR,rebound,offensive,[],1629640,,,1610612759,45,45,2025-10-25T00:55:01Z,2690000,False,,,0,,K. Johnson REBOUND (Off:3 Def:2),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,270.0,5.0,2.0,3.0,,,,,,,,
272,PT05M44.00S,2025-10-25T00:54:56.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1642844,30.436925098554536,68.87254901960785,1610612759,45,45,2025-10-25T00:55:03Z,2700000,False,-94.0,234.0,1,left,MISS D. Harper 25' 3PT,[1642844],1610612759.0,SAS,,,,Harper,D. Harper,,,,,Above the Break 3,24+ Left Center,25.2,Missed,,,,,,,,,,,,,,,,,,
273,PT05M41.00S,2025-10-25T00:54:58.9Z,2,REGULAR,rebound,offensive,[],1629640,,,1610612759,45,45,2025-10-25T00:54:58Z,2710000,False,,,0,,K. Johnson REBOUND (Off:4 Def:2),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,272.0,6.0,2.0,4.0,,,,,,,,
274,PT05M40.00S,2025-10-25T00:55:00.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629640,6.964520367936925,47.24264705882353,1610612759,45,47,2025-10-25T00:55:09Z,2720000,False,14.0,13.0,1,left,K. Johnson putback Layup (4 PTS),[1629640],1610612759.0,SAS,putback,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,1.9,Made,4.0,,,,,,,,,,,,,,,,,
275,PT05M32.00S,2025-10-25T00:55:26.4Z,2,REGULAR,foul,technical,['1freethrow'],1628436,,,1610612740,45,47,2025-10-25T00:58:34Z,2730000,False,,,0,,L. Kornet technical FOUL (3 Tech),[1628436],1610612759.0,SAS,,,,Kornet,L. Kornet,,,,,,,,,,202007.0,0.0,3.0,,,,,,,,,,,,,,
276,PT05M32.00S,2025-10-25T00:55:45.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,45,47,2025-10-25T00:55:45Z,2740000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT05M32.00S,2025-10-25T00:58:45.7Z,2,REGULAR,freethrow,1 of 1,[],1629673,,,1610612740,46,47,2025-10-25T00:58:45Z,2750000,False,,,0,,J. Poole technical Free Throw 1 of 1 (14 PTS),[1629673],1610612740.0,NOP,technical,,,Poole,J. Poole,,,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
278,PT05M32.00S,2025-10-25T00:58:46.6Z,2,REGULAR,substitution,out,[],1630530,,,1610612740,46,47,2025-10-25T00:58:58Z,2760000,False,,,0,,SUB out: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
279,PT05M32.00S,2025-10-25T00:58:46.6Z,2,REGULAR,substitution,out,[],203084,,,1610612740,46,47,2025-10-25T00:58:58Z,2770000,False,,,0,,SUB out: H. Barnes,[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
280,PT05M32.00S,2025-10-25T00:58:46.6Z,2,REGULAR,substitution,in,[],1630180,,,1610612740,46,47,2025-10-25T00:58:58Z,2780000,False,,,0,,SUB in: S. Bey,[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,,
281,PT05M32.00S,2025-10-25T00:58:46.6Z,2,REGULAR,substitution,in,[],1641705,,,1610612740,46,47,2025-10-25T00:58:58Z,2790000,False,,,0,,SUB in: V. Wembanyama,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,,,,,,,,,
282,PT05M22.00S,2025-10-25T00:59:12.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630529,92.85479632063075,47.05882352941176,1610612740,46,47,2025-10-25T00:59:16Z,2800000,False,-15.0,15.0,1,right,MISS H. Jones Layup - blocked,"[1630529, 1641705]",1610612740.0,NOP,,,,Jones,H. Jones,,,,,Restricted Area,0-8 Center,2.08,Missed,,,,,,,,,,,,,,Wembanyama,1641705.0,,,
283,PT05M22.00S,2025-10-25T00:59:12.0Z,2,REGULAR,block,,[],1641705,,,1610612740,46,47,2025-10-25T00:59:14Z,2810000,False,,,0,,V. Wembanyama BLOCK (4 BLK),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
284,PT05M18.00S,2025-10-25T00:59:16.0Z,2,REGULAR,rebound,offensive,[],1630529,,,1610612740,46,47,2025-10-25T00:59:16Z,2820000,False,,,0,,H. Jones REBOUND (Off:1 Def:1),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Restricted Area,0-8 Center,,,,,,,,,282.0,2.0,1.0,1.0,,,,,,,,
285,PT05M16.00S,2025-10-25T00:59:18.0Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1630180,79.31997371879106,24.019607843137255,1610612740,46,47,2025-10-25T00:59:23Z,2830000,False,-130.0,142.0,1,right,MISS S. Bey 19' pullup Shot,[1630180],1610612740.0,NOP,pullup,,,Bey,S. Bey,,,,,Mid-Range,16-24 Left Center,19.24,Missed,,,,,,,,,,,,,,,,,,
286,PT05M12.00S,2025-10-25T00:59:22.0Z,2,REGULAR,rebound,defensive,[],1629640,,,1610612759,46,47,2025-10-25T00:59:23Z,2840000,False,,,0,,K. Johnson REBOUND (Off:4 Def:3),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Mid-Range,16-24 Left Center,,,,,,,,,285.0,7.0,3.0,4.0,,,,,,,,
287,PT04M59.00S,2025-10-25T00:59:35.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628436,7.046649145860711,44.6078431372549,1610612759,46,49,2025-10-25T00:59:40Z,2850000,False,27.0,14.0,1,left,L. Kornet cutting Layup (10 PTS) (V. Wembanyama 1 AST),"[1628436, 1641705]",1610612759.0,SAS,cutting,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,3.03,Made,10.0,,,,,,,,,,V. Wembanyama,1641705.0,1.0,,,,,
289,PT04M48.00S,2025-10-25T00:59:46.0Z,2,REGULAR,2pt,Jump Shot,[],1629673,78.0059132720105,61.029411764705884,1610612740,46,49,2025-10-25T00:59:51Z,2870000,False,55.0,154.0,1,right,MISS J. Poole 16' fadeaway Shot,[1629673],1610612740.0,NOP,fadeaway,,,Poole,J. Poole,,,,,Mid-Range,16-24 Right Center,16.37,Missed,,,,,,,,,,,,,,,,,,
290,PT04M45.00S,2025-10-25T00:59:49.0Z,2,REGULAR,rebound,defensive,[],1641705,,,1610612759,46,49,2025-10-25T00:59:51Z,2880000,False,,,0,,V. Wembanyama REBOUND (Off:0 Def:4),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Mid-Range,16-24 Right Center,,,,,,,,,289.0,4.0,4.0,0.0,,,,,,,,
291,PT04M42.00S,2025-10-25T00:59:55.0Z,2,REGULAR,foul,offensive,[],1630170,,,1610612759,46,49,2025-10-25T01:00:04Z,2890000,False,,,0,,D. Vassell offensive FOUL (2 PF),"[1630170, 1629673]",1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Mid-Range,16-24 Left Center,,,,2003.0,2.0,0.0,Poole,1629673.0,,,,,,,,,,,,
293,PT04M42.00S,2025-10-25T00:59:55.0Z,2,REGULAR,turnover,offensive foul,[],1630170,,,1610612759,46,49,2025-10-25T00:59:55Z,2910000,False,,,0,,D. Vassell offensive foul TURNOVER (1 TO),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Mid-Range,16-24 Left Center,,,,2003.0,,,,,,,,,,,,,,1.0,,
294,PT04M42.00S,2025-10-25T01:00:05.6Z,2,REGULAR,substitution,out,[],1630631,,,1610612740,46,49,2025-10-25T01:00:12Z,2920000,False,,,0,,SUB out: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
