actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
86,PT05M08.00S,2026-03-12T00:25:54.3Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1630193,92.85479632063075,52.94117647058824,1610612761,17,24,2026-03-12T00:26:36Z,830000,False,15.0,15.0,1,right,I. Quickley running Jump Shot (11 PTS),[1630193],1610612761.0,TOR,running,,,Quickley,I. Quickley,,,,,Restricted Area,0-8 Center,,,2.08,Made,11.0,,,,,,,,,,,,,,,
87,PT04M56.00S,2026-03-12T00:26:04.3Z,1,REGULAR,2pt,Jump Shot,[],1627749,8.09789750328515,19.607843137254903,1610612740,19,24,2026-03-12T00:26:55Z,840000,False,152.0,24.0,1,left,D. Murray 15' pullup Jump Shot (6 PTS),[1627749],1610612740.0,NOP,pullup,,,Murray,D. Murray,,,,,Mid-Range,8-16 Right,,,15.38,Made,6.0,,,,,,,,,,,,,,,
88,PT04M39.00S,2026-03-12T00:26:20.8Z,1,REGULAR,2pt,Jump Shot,[],1627742,79.45137976346912,20.34313725490196,1610612761,19,24,2026-03-12T00:26:29Z,850000,False,-148.0,141.0,1,right,MISS B. Ingram 20' pullup Shot,[1627742],1610612761.0,TOR,pullup,,,Ingram,B. Ingram,,,,,Mid-Range,16-24 Left Center,,,20.44,Missed,,,,,,,,,,,,,,,,
89,PT04M38.00S,2026-03-12T00:26:21.8Z,1,REGULAR,rebound,defensive,[],201599,,,1610612740,19,24,2026-03-12T00:27:27Z,860000,False,,,0,,D. Jordan REBOUND (Off:0 Def:1),[201599],1610612740.0,NOP,,,,Jordan,D. Jordan,,,,,Mid-Range,16-24 Left Center,,,,,,88.0,1.0,1.0,0.0,,,,,,,,,,,
90,PT04M22.00S,2026-03-12T00:26:37.9Z,1,REGULAR,3pt,Jump Shot,[],1630529,19.793035479632064,4.6568627450980395,1610612740,22,24,2026-03-12T00:26:42Z,870000,False,227.0,134.0,1,left,H. Jones 26' 3PT  (6 PTS) (D. Jordan 1 AST),"[1630529, 201599]",1610612740.0,NOP,,,,Jones,H. Jones,,,,,Above the Break 3,24+ Right Center,,,26.31,Made,6.0,,,,,,,,,,,D. Jordan,201599.0,1.0,,
92,PT04M13.00S,2026-03-12T00:26:52.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,22,24,2026-03-12T00:26:52Z,890000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M13.00S,2026-03-12T00:29:11.4Z,1,REGULAR,substitution,out,[],1627749,,,1610612761,22,24,2026-03-12T00:29:33Z,900000,False,,,0,,SUB out: D. Murray,[1627749],1610612740.0,NOP,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M13.00S,2026-03-12T00:29:11.4Z,1,REGULAR,substitution,out,[],1630193,,,1610612761,22,24,2026-03-12T00:29:33Z,910000,False,,,0,,SUB out: I. Quickley,[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M13.00S,2026-03-12T00:29:11.4Z,1,REGULAR,substitution,out,[],1629628,,,1610612761,22,24,2026-03-12T00:29:33Z,920000,False,,,0,,SUB out: R. Barrett,[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M13.00S,2026-03-12T00:29:11.4Z,1,REGULAR,substitution,in,[],1642847,,,1610612761,22,24,2026-03-12T00:29:33Z,930000,False,,,0,,SUB in: J. Fears,[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M13.00S,2026-03-12T00:29:11.4Z,1,REGULAR,substitution,in,[],1642266,,,1610612761,22,24,2026-03-12T00:29:33Z,940000,False,,,0,,SUB in: J. Walter,[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M13.00S,2026-03-12T00:29:11.4Z,1,REGULAR,substitution,in,[],1642347,,,1610612761,22,24,2026-03-12T00:29:33Z,950000,False,,,0,,SUB in: J. Shead,[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT03M57.00S,2026-03-12T00:30:03.3Z,1,REGULAR,3pt,Jump Shot,[],1630572,94.82588699080158,96.32352941176471,1610612761,22,24,2026-03-12T00:30:09Z,960000,False,232.0,-4.0,1,right,MISS S. Mamukelashvili 3PT,[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,Right Corner 3,24+ Right,,,23.16,Missed,,,,,,,,,,,,,,,,
100,PT03M54.00S,2026-03-12T00:30:06.3Z,1,REGULAR,rebound,defensive,[],1642852,,,1610612740,22,24,2026-03-12T00:30:27Z,970000,False,,,0,,D. Queen REBOUND (Off:0 Def:1),[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,Right Corner 3,24+ Right,,,,,,99.0,1.0,1.0,0.0,,,,,,,,,,,
101,PT03M43.00S,2026-03-12T00:30:16.8Z,1,REGULAR,3pt,Jump Shot,[],1630529,25.18068331143233,87.99019607843137,1610612740,22,24,2026-03-12T00:30:23Z,980000,False,-190.0,184.0,1,left,MISS H. Jones 26' 3PT,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Above the Break 3,24+ Left Center,,,26.46,Missed,,,,,,,,,,,,,,,,
102,PT03M37.00S,2026-03-12T00:30:22.8Z,1,REGULAR,rebound,defensive,[],1630572,,,1610612761,22,24,2026-03-12T00:30:23Z,990000,False,,,0,,S. Mamukelashvili REBOUND (Off:0 Def:1),[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,Above the Break 3,24+ Left Center,,,,,,101.0,1.0,1.0,0.0,,,,,,,,,,,
103,PT03M26.00S,2026-03-12T00:30:36.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627742,89.30683311432325,46.07843137254902,1610612761,22,26,2026-03-12T00:31:47Z,1000000,False,-20.0,48.0,1,right,B. Ingram driving floating Jump Shot (6 PTS) (J. Shead 1 AST),"[1627742, 1642347]",1610612761.0,TOR,driving floating,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),0-8 Center,,,5.18,Made,6.0,,,,,,,,,,,J. Shead,1642347.0,1.0,,
105,PT03M05.00S,2026-03-12T00:30:54.7Z,1,REGULAR,3pt,Jump Shot,[],1630530,27.808804204993432,79.65686274509804,1610612740,25,26,2026-03-12T00:32:18Z,1020000,False,-148.0,209.0,1,left,T. Murphy III 25' 3PT pullup (11 PTS) (D. Queen 1 AST),"[1630530, 1642852]",1610612740.0,NOP,pullup,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Left Center,,,25.62,Made,11.0,,,,,,,,,,,D. Queen,1642852.0,1.0,,
107,PT02M55.00S,2026-03-12T00:31:08.1Z,1,REGULAR,3pt,Jump Shot,[],1642266,95.74572930354796,96.32352941176471,1610612761,25,26,2026-03-12T00:32:48Z,1040000,False,232.0,-13.0,1,right,MISS J. Walter 3PT,[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,Right Corner 3,24+ Right,,,23.19,Missed,,,,,,,,,,,,,,,,
108,PT02M53.00S,2026-03-12T00:31:10.1Z,1,REGULAR,rebound,defensive,[],1642847,,,1610612740,25,26,2026-03-12T00:32:48Z,1050000,False,,,0,,J. Fears REBOUND (Off:0 Def:1),[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,Right Corner 3,24+ Right,,,,,,107.0,1.0,1.0,0.0,,,,,,,,,,,
109,PT02M42.00S,2026-03-12T00:31:19.2Z,1,REGULAR,3pt,Jump Shot,[],1630530,32.53942181340342,53.18627450980392,1610612740,28,26,2026-03-12T00:33:09Z,1060000,False,-16.0,253.0,1,left,T. Murphy III 25' 3PT pullup (14 PTS) (D. Queen 2 AST),"[1630530, 1642852]",1610612740.0,NOP,pullup,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Center,,,25.39,Made,14.0,,,,,,,,,,,D. Queen,1642852.0,2.0,,
111,PT02M21.00S,2026-03-12T00:31:39.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627751,85.3646517739816,57.59803921568627,1610612761,28,26,2026-03-12T00:33:34Z,1080000,False,38.0,85.0,1,right,MISS J. Poeltl 9' driving floating Shot,[1627751],1610612761.0,TOR,driving floating,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),8-16 Center,,,9.32,Missed,,,,,,,,,,,,,,,,
112,PT02M18.00S,2026-03-12T00:31:42.2Z,1,REGULAR,rebound,defensive,[],1642852,,,1610612740,28,26,2026-03-12T00:31:43Z,1090000,False,,,0,,D. Queen REBOUND (Off:0 Def:2),[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,In The Paint (Non-RA),8-16 Center,,,,,,111.0,2.0,2.0,0.0,,,,,,,,,,,
113,PT02M07.00S,2026-03-12T00:31:56.1Z,1,REGULAR,foul,personal,['2freethrow'],1627751,,,1610612740,28,26,2026-03-12T00:32:05Z,1100000,False,,,0,,J. Poeltl shooting personal FOUL (2 PF) (Jordan 2 FT),"[1627751, 201599]",1610612761.0,TOR,shooting,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,1626301.0,,,,,,,,,,,2.0,0.0,Jordan,201599.0,,,,,
115,PT02M07.00S,2026-03-12T00:32:29.3Z,1,REGULAR,freethrow,1 of 2,[],201599,,,1610612740,28,26,2026-03-12T00:32:29Z,1120000,False,,,0,,MISS D. Jordan Free Throw 1 of 2,[201599],1610612740.0,NOP,,,,Jordan,D. Jordan,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
116,PT02M07.00S,2026-03-12T00:32:29.3Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612740,28,26,2026-03-12T00:32:29Z,1130000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,115.0,,,,,,,,,,,,,,
117,PT02M07.00S,2026-03-12T00:32:31.0Z,1,REGULAR,substitution,out,[],1630529,,,1610612740,28,26,2026-03-12T00:32:42Z,1140000,False,,,0,,SUB out: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT02M07.00S,2026-03-12T00:32:31.0Z,1,REGULAR,substitution,out,[],1627742,,,1610612740,28,26,2026-03-12T00:32:42Z,1150000,False,,,0,,SUB out: B. Ingram,[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT02M07.00S,2026-03-12T00:32:31.0Z,1,REGULAR,substitution,out,[],1627751,,,1610612740,28,26,2026-03-12T00:32:42Z,1160000,False,,,0,,SUB out: J. Poeltl,[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M07.00S,2026-03-12T00:32:31.0Z,1,REGULAR,substitution,in,[],1630180,,,1610612740,28,26,2026-03-12T00:32:42Z,1170000,False,,,0,,SUB in: S. Bey,[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M07.00S,2026-03-12T00:32:31.0Z,1,REGULAR,substitution,in,[],1630567,,,1610612740,28,26,2026-03-12T00:32:42Z,1180000,False,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M07.00S,2026-03-12T00:32:31.0Z,1,REGULAR,substitution,in,[],1641711,,,1610612740,28,26,2026-03-12T00:32:42Z,1190000,False,,,0,,SUB in: G. Dick,[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M07.00S,2026-03-12T00:33:00.3Z,1,REGULAR,freethrow,2 of 2,[],201599,,,1610612740,29,26,2026-03-12T00:33:00Z,1200000,False,,,0,,D. Jordan Free Throw 2 of 2 (1 PTS),[201599],1610612740.0,NOP,,,,Jordan,D. Jordan,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,,
124,PT01M53.00S,2026-03-12T00:33:17.8Z,1,REGULAR,2pt,Jump Shot,[],1630567,78.40013140604468,36.76470588235294,1610612761,29,26,2026-03-12T00:33:22Z,1210000,False,-66.0,151.0,1,right,MISS S. Barnes 16' pullup Shot,[1630567],1610612761.0,TOR,pullup,,,Barnes,S. Barnes,,,,,Mid-Range,16-24 Left Center,,,16.44,Missed,,,,,,,,,,,,,,,,
125,PT01M52.00S,2026-03-12T00:33:18.8Z,1,REGULAR,rebound,defensive,[],1630530,,,1610612740,29,26,2026-03-12T00:34:33Z,1220000,False,,,0,,T. Murphy III REBOUND (Off:0 Def:1),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Mid-Range,16-24 Left Center,,,,,,124.0,1.0,1.0,0.0,,,,,,,,,,,
126,PT01M46.00S,2026-03-12T00:33:29.3Z,1,REGULAR,foul,offensive,[],1642852,,,1610612740,29,26,2026-03-12T00:33:38Z,1230000,False,,,0,,D. Queen charge offensive FOUL (1 PF),"[1642852, 1641711]",1610612740.0,NOP,charge,,,Queen,D. Queen,,,,,In The Paint (Non-RA),8-16 Center,201638.0,,,,,,,,,,,1.0,0.0,Dick,1641711.0,,,,,
128,PT01M46.00S,2026-03-12T00:33:29.3Z,1,REGULAR,turnover,offensive foul,[],1642852,,,1610612740,29,26,2026-03-12T00:33:29Z,1250000,False,,,0,,D. Queen offensive foul TURNOVER (1 TO),[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,In The Paint (Non-RA),8-16 Center,201638.0,1.0,,,,,,,,,,,,,,,,,,
129,PT01M35.00S,2026-03-12T00:33:53.5Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1641711,82.34231274638634,68.38235294117648,1610612761,29,28,2026-03-12T00:35:10Z,1260000,False,92.0,113.0,1,right,G. Dick 14' pullup Jump Shot (2 PTS) (J. Shead 2 AST),"[1641711, 1642347]",1610612761.0,TOR,pullup,,,Dick,G. Dick,,,,,Mid-Range,8-16 Right,,,14.6,Made,2.0,,,,,,,,,,,J. Shead,1642347.0,2.0,,
131,PT01M22.00S,2026-03-12T00:34:06.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642847,5.863994743758213,53.18627450980392,1610612740,29,28,2026-03-12T00:34:18Z,1280000,False,-16.0,3.0,1,left,MISS J. Fears driving Layup,[1642847],1610612740.0,NOP,driving,,,Fears,J. Fears,,,,,Restricted Area,0-8 Center,,,1.61,Missed,,,,,,,,,,,,,,,,
133,PT01M22.00S,2026-03-12T00:34:06.0Z,1,REGULAR,rebound,defensive,[],1641711,,,1610612761,29,28,2026-03-12T00:34:18Z,1285000,False,,,0,,G. Dick REBOUND (Off:0 Def:1),[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,Restricted Area,0-8 Center,,,,,,131.0,1.0,1.0,0.0,,,,,,,,,,,
132,PT01M11.00S,2026-03-12T00:34:17.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1641711,69.77660972404732,69.38572303921569,1610612761,29,28,2026-03-12T00:35:32Z,1290000,False,97.0,232.0,1,right,MISS G. Dick 25' running pullup 3PT,[1641711],1610612761.0,TOR,running pullup,,,Dick,G. Dick,,,,,Above the Break 3,24+ Right Center,,,25.11,Missed,,,,,,,,,,,,,,,,
134,PT01M09.00S,2026-03-12T00:34:19.4Z,1,REGULAR,rebound,defensive,[],201599,,,1610612740,29,28,2026-03-12T00:34:23Z,1300000,False,,,0,,D. Jordan REBOUND (Off:0 Def:2),[201599],1610612740.0,NOP,,,,Jordan,D. Jordan,,,,,Above the Break 3,24+ Right Center,,,,,,132.0,2.0,2.0,0.0,,,,,,,,,,,
135,PT01M07.00S,2026-03-12T00:34:21.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630530,32.802233902759525,45.09803921568628,1610612740,29,28,2026-03-12T00:35:50Z,1310000,False,25.0,256.0,1,left,MISS T. Murphy III 25' running 3PT,[1630530],1610612740.0,NOP,running,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Center,,,25.7,Missed,,,,,,,,,,,,,,,,
136,PT01M07.00S,2026-03-12T00:34:21.6Z,1,REGULAR,rebound,offensive,[],1630180,,,1610612740,29,28,2026-03-12T00:34:27Z,1320000,False,,,0,,S. Bey REBOUND (Off:1 Def:0),[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,Above the Break 3,24+ Center,,,,,,135.0,1.0,0.0,1.0,,,,,,,,,,,
137,PT01M06.00S,2026-03-12T00:34:27.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630180,7.5722733245729295,52.69607843137255,1610612740,29,28,2026-03-12T00:36:41Z,1330000,False,-13.0,19.0,1,left,MISS S. Bey putback Layup - blocked,"[1630180, 1630572]",1610612740.0,NOP,putback,,,Bey,S. Bey,,,,,Restricted Area,0-8 Center,,,2.31,Missed,,,,,,,,,,,,,,,Mamukelashvili,1630572.0
138,PT01M06.00S,2026-03-12T00:34:27.5Z,1,REGULAR,block,,[],1630572,,,1610612740,29,28,2026-03-12T00:36:27Z,1340000,False,,,0,,S. Mamukelashvili BLOCK (1 BLK),[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
139,PT01M05.00S,2026-03-12T00:34:28.5Z,1,REGULAR,rebound,defensive,[],1642347,,,1610612761,29,28,2026-03-12T00:36:51Z,1350000,False,,,0,,J. Shead REBOUND (Off:0 Def:1),[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,Restricted Area,0-8 Center,,,,,,137.0,1.0,1.0,0.0,,,,,,,,,,,
140,PT00M53.90S,2026-03-12T00:34:34.6Z,1,REGULAR,turnover,lost ball,[],1641711,,,1610612761,29,28,2026-03-12T00:36:58Z,1360000,False,,,0,,G. Dick lost ball TURNOVER (1 TO),"[1641711, 1642852]",1610612761.0,TOR,,,,Dick,G. Dick,,,,,Above the Break 3,24+ Left Center,,1.0,,,,,,,,Queen,1642852.0,,,,,,,,,
141,PT00M53.90S,2026-03-12T00:34:34.6Z,1,REGULAR,steal,,[],1642852,,,1610612740,29,28,2026-03-12T00:34:39Z,1370000,False,,,0,,D. Queen STEAL (1 STL),[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
142,PT00M48.60S,2026-03-12T00:34:40.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630180,6.783837056504599,96.07843137254902,1610612740,29,28,2026-03-12T00:34:44Z,1380000,False,-230.0,11.0,1,left,MISS S. Bey 3PT,[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,Left Corner 3,24+ Left,,,23.07,Missed,,,,,,,,,,,,,,,,
143,PT00M45.70S,2026-03-12T00:34:43.7Z,1,REGULAR,rebound,defensive,[],1630572,,,1610612761,29,28,2026-03-12T00:34:43Z,1390000,False,,,0,,S. Mamukelashvili REBOUND (Off:0 Def:2),[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,Left Corner 3,24+ Left,,,,,,142.0,2.0,2.0,0.0,,,,,,,,,,,
144,PT00M45.10S,2026-03-12T00:34:48.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1642347,70.77858081471747,77.69607843137256,1610612761,29,28,2026-03-12T00:37:37Z,1400000,False,138.0,222.0,1,right,MISS J. Shead 26' running pullup 3PT,[1642347],1610612761.0,TOR,running pullup,,,Shead,J. Shead,,,,,Above the Break 3,24+ Right Center,,,26.18,Missed,,,,,,,,,,,,,,,,
145,PT00M43.80S,2026-03-12T00:34:49.6Z,1,REGULAR,rebound,defensive,[],1630530,,,1610612740,29,28,2026-03-12T00:37:37Z,1410000,False,,,0,,T. Murphy III REBOUND (Off:0 Def:2),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Right Center,,,,,,144.0,2.0,2.0,0.0,,,,,,,,,,,
146,PT00M20.50S,2026-03-12T00:35:08.9Z,1,REGULAR,turnover,bad pass,[],1630530,,,1610612740,29,28,2026-03-12T00:35:13Z,1420000,False,,,0,,T. Murphy III bad pass TURNOVER (1 TO),"[1630530, 1630567]",1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Mid-Range,8-16 Right,,1.0,,,,,,,,Barnes,1630567.0,,,,,,,,,
147,PT00M20.50S,2026-03-12T00:35:08.9Z,1,REGULAR,steal,,[],1630567,,,1610612761,29,28,2026-03-12T00:49:52Z,1430000,False,,,0,,S. Barnes STEAL (2 STL),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
148,PT00M17.10S,2026-03-12T00:35:13.2Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1641711,91.93495400788436,52.450980392156865,1610612761,29,30,2026-03-12T00:39:04Z,1440000,False,12.0,23.0,1,right,G. Dick running Layup (4 PTS),[1641711],1610612761.0,TOR,running,,,Dick,G. Dick,,,,,Restricted Area,0-8 Center,,,2.63,Made,4.0,,,,,,,,,,,,,,,
149,PT00M00.00S,2026-03-12T00:35:34.5Z,1,REGULAR,2pt,Jump Shot,[],1642847,8.360709592641262,25.735294117647058,1610612740,29,30,2026-03-12T00:35:41Z,1450000,False,121.0,26.0,1,left,MISS J. Fears 12' pullup Shot,[1642847],1610612740.0,NOP,pullup,,,Fears,J. Fears,,,,,Mid-Range,8-16 Right,,,12.41,Missed,,,,,,,,,,,,,,,,
150,PT00M00.00S,2026-03-12T00:35:37.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612740,29,30,2026-03-12T00:35:37Z,1460000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,Mid-Range,8-16 Right,,,,,,149.0,,,,,,,,,,,,,,
151,PT00M00.00S,2026-03-12T00:35:44.4Z,1,REGULAR,period,end,[],0,,,1610612740,29,30,2026-03-12T00:35:44Z,1470000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2026-03-12T00:37:42.4Z,2,REGULAR,substitution,out,['startperiod'],201599,,,1610612740,29,30,2026-03-12T00:38:16Z,1480000,False,,,0,,SUB out: D. Jordan,[201599],1610612740.0,NOP,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2026-03-12T00:37:42.4Z,2,REGULAR,substitution,out,['startperiod'],1630530,,,1610612740,29,30,2026-03-12T00:38:16Z,1490000,False,,,0,,SUB out: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2026-03-12T00:37:42.4Z,2,REGULAR,substitution,out,['startperiod'],1642266,,,1610612740,29,30,2026-03-12T00:38:16Z,1500000,False,,,0,,SUB out: J. Walter,[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2026-03-12T00:37:42.4Z,2,REGULAR,substitution,in,['startperiod'],1642274,,,1610612740,29,30,2026-03-12T00:38:16Z,1510000,False,,,0,,SUB in: Y. Missi,[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2026-03-12T00:37:42.4Z,2,REGULAR,substitution,in,['startperiod'],1629627,,,1610612740,29,30,2026-03-12T00:38:16Z,1520000,False,,,0,,SUB in: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2026-03-12T00:37:42.4Z,2,REGULAR,substitution,in,['startperiod'],1630193,,,1610612740,29,30,2026-03-12T00:38:16Z,1530000,False,,,0,,SUB in: I. Quickley,[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2026-03-12T00:38:19.6Z,2,REGULAR,period,start,[],0,,,1610612740,29,30,2026-03-12T00:38:19Z,1540000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT11M37.00S,2026-03-12T00:38:40.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,5.338370565045992,47.05882352941176,1610612740,31,30,2026-03-12T00:38:44Z,1550000,False,15.0,-2.0,1,left,Z. Williamson cutting Layup (4 PTS) (S. Bey 1 AST),"[1629627, 1630180]",1610612740.0,NOP,cutting,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,,,1.49,Made,4.0,,,,,,,,,,,S. Bey,1630180.0,1.0,,
161,PT11M20.00S,2026-03-12T00:38:58.2Z,2,REGULAR,3pt,Jump Shot,[],1630193,65.78515111695138,48.03921568627451,1610612761,31,30,2026-03-12T00:39:03Z,1570000,False,-10.0,269.0,1,right,MISS I. Quickley 26' 3PT,[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Center,,,26.93,Missed,,,,,,,,,,,,,,,,
162,PT11M19.00S,2026-03-12T00:38:59.2Z,2,REGULAR,rebound,defensive,[],1642852,,,1610612740,31,30,2026-03-12T00:39:50Z,1580000,False,,,0,,D. Queen REBOUND (Off:0 Def:3),[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,Above the Break 3,24+ Center,,,,,,161.0,3.0,3.0,0.0,,,,,,,,,,,
163,PT10M57.00S,2026-03-12T00:39:21.2Z,2,REGULAR,2pt,Jump Shot,[],1642847,21.369908015768726,50.245098039215684,1610612740,33,30,2026-03-12T00:39:25Z,1590000,False,-1.0,148.0,1,left,J. Fears 14' pullup Jump Shot (2 PTS),[1642847],1610612740.0,NOP,pullup,,,Fears,J. Fears,,,,,Mid-Range,8-16 Center,,,14.84,Made,2.0,,,,,,,,,,,,,,,
164,PT10M39.00S,2026-03-12T00:39:39.3Z,2,REGULAR,3pt,Jump Shot,[],1630567,73.27529566360053,83.08823529411765,1610612761,33,30,2026-03-12T00:39:46Z,1600000,False,165.0,199.0,1,right,MISS S. Barnes 25' 3PT,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Right Center,,,25.85,Missed,,,,,,,,,,,,,,,,
165,PT10M34.00S,2026-03-12T00:39:44.3Z,2,REGULAR,rebound,defensive,[],1642274,,,1610612740,33,30,2026-03-12T00:39:46Z,1610000,False,,,0,,Y. Missi REBOUND (Off:0 Def:1),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,Above the Break 3,24+ Right Center,,,,,,164.0,1.0,1.0,0.0,,,,,,,,,,,
