actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
337,PT11M14.00S,2026-03-12T01:23:02.4Z,3,REGULAR,3pt,Jump Shot,[],1629628,5.863994743758213,3.6764705882352944,1610612761,64,61,2026-03-12T01:23:06Z,3330000,False,232.0,3.0,1,left,R. Barrett 3PT  (10 PTS) (B. Ingram 2 AST),"[1629628, 1627742]",1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Right Corner 3,24+ Right,,,23.16,Made,10.0,,,,,,,,,,,B. Ingram,1627742.0,2.0,,
353,PT10M54.00S,2026-03-12T01:23:15.3Z,3,REGULAR,turnover,bad pass,[],1630180,,,1610612740,64,61,2026-03-12T01:26:24Z,3345000,False,,,0,,S. Bey bad pass TURNOVER (1 TO),"[1630180, 1629628]",1610612740.0,NOP,,,,Bey,S. Bey,,,,,Above the Break 3,24+ Left Center,,1.0,,,,,,,,Barrett,1629628.0,,,,,,,,,
354,PT10M54.00S,2026-03-12T01:23:15.3Z,3,REGULAR,steal,,[],1629628,,,1610612761,64,61,2026-03-12T01:26:24Z,3347500,False,,,0,,R. Barrett STEAL (1 STL),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
355,PT10M53.00S,2026-03-12T01:23:21.8Z,3,REGULAR,turnover,bad pass,[],1629628,,,1610612761,64,61,2026-03-12T01:26:39Z,3348750,False,,,0,,R. Barrett bad pass TURNOVER (1 TO),"[1629628, 1627749]",1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Mid-Range,16-24 Left Center,,1.0,,,,,,,,Murray,1627749.0,,,,,,,,,
356,PT10M53.00S,2026-03-12T01:23:21.8Z,3,REGULAR,steal,,[],1627749,,,1610612740,64,61,2026-03-12T01:26:39Z,3349375,False,,,0,,D. Murray STEAL (2 STL),[1627749],1610612740.0,NOP,,,,Murray,D. Murray,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
339,PT10M49.00S,2026-03-12T01:23:28.3Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627749,89.70105124835742,43.627450980392155,1610612740,66,61,2026-03-12T01:26:39Z,3350000,False,-32.0,44.0,1,right,D. Murray driving floating Jump Shot (13 PTS),[1627749],1610612740.0,NOP,driving floating,,,Murray,D. Murray,,,,,In The Paint (Non-RA),0-8 Center,,,5.46,Made,13.0,,,,,,,,,,,,,,,
340,PT10M32.00S,2026-03-12T01:23:44.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,5.075558475689881,53.431372549019606,1610612761,66,63,2026-03-12T01:23:48Z,3360000,False,-17.0,-5.0,1,left,R. Barrett driving Layup (12 PTS) (B. Ingram 3 AST),"[1629628, 1627742]",1610612761.0,TOR,driving,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,,,1.79,Made,12.0,,,,,,,,,,,B. Ingram,1627742.0,3.0,,
341,PT10M16.00S,2026-03-12T01:24:00.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630180,93.51182654402102,45.34313725490196,1610612740,66,63,2026-03-12T01:25:58Z,3370000,False,-23.0,8.0,1,right,MISS S. Bey driving Layup,[1630180],1610612740.0,NOP,driving,,,Bey,S. Bey,,,,,Restricted Area,0-8 Center,,,2.48,Missed,,,,,,,,,,,,,,,,
342,PT10M16.00S,2026-03-12T01:24:00.4Z,3,REGULAR,rebound,defensive,[],1630567,,,1610612761,66,63,2026-03-12T01:24:09Z,3380000,False,,,0,,S. Barnes REBOUND (Off:0 Def:4),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,,,,,,341.0,4.0,4.0,0.0,,,,,,,,,,,
344,PT10M11.00S,2026-03-12T01:24:05.6Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1627751,6.258212877792378,45.83333333333333,1610612761,66,65,2026-03-12T01:26:15Z,3390000,False,21.0,6.0,1,left,J. Poeltl running Layup (4 PTS) (S. Barnes 2 AST),"[1627751, 1630567]",1610612761.0,TOR,running,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,2.17,Made,4.0,,,,,,,,,,,S. Barnes,1630567.0,2.0,,
346,PT09M54.00S,2026-03-12T01:24:21.6Z,3,REGULAR,3pt,Jump Shot,[],1630529,66.17936925098554,50.98039215686274,1610612740,69,65,2026-03-12T01:24:25Z,3410000,False,5.0,265.0,1,right,H. Jones 26' 3PT  (11 PTS) (D. Murray 4 AST),"[1630529, 1627749]",1610612740.0,NOP,,,,Jones,H. Jones,,,,,Above the Break 3,24+ Center,,,26.54,Made,11.0,,,,,,,,,,,D. Murray,1627749.0,4.0,,
348,PT09M28.00S,2026-03-12T01:24:48.8Z,3,REGULAR,turnover,lost ball,[],1627742,,,1610612761,69,65,2026-03-12T01:24:53Z,3430000,False,,,0,,B. Ingram lost ball TURNOVER (4 TO),"[1627742, 1630530]",1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),0-8 Center,,4.0,,,,,,,,Murphy III,1630530.0,,,,,,,,,
349,PT09M28.00S,2026-03-12T01:24:48.8Z,3,REGULAR,steal,,[],1630530,,,1610612740,69,65,2026-03-12T01:28:10Z,3440000,False,,,0,,T. Murphy III STEAL (1 STL),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
350,PT09M23.00S,2026-03-12T01:24:54.2Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630530,93.64323258869908,48.529411764705884,1610612740,71,65,2026-03-12T01:25:02Z,3450000,False,-7.0,7.0,1,right,T. Murphy III running DUNK (18 PTS) (S. Bey 4 AST),"[1630530, 1630180]",1610612740.0,NOP,running,,,Murphy III,T. Murphy III,,,,,Restricted Area,0-8 Center,,,1.04,Made,18.0,,,,,,,,,,,S. Bey,1630180.0,4.0,,
352,PT09M22.00S,2026-03-12T01:25:02.8Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,71,65,2026-03-12T01:25:02Z,3470000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,PT08M55.00S,2026-03-12T01:28:18.1Z,3,REGULAR,2pt,Jump Shot,[],1630567,5.124835742444152,86.05238970588235,1610612761,71,65,2026-03-12T01:31:00Z,3480000,False,-180.0,-4.0,1,left,MISS S. Barnes 18' pullup Shot,[1630567],1610612761.0,TOR,pullup,,,Barnes,S. Barnes,,,,,Mid-Range,16-24 Left,,,18.04,Missed,,,,,,,,,,,,,,,,
358,PT08M53.00S,2026-03-12T01:28:20.1Z,3,REGULAR,rebound,defensive,[],1630529,,,1610612740,71,65,2026-03-12T01:30:49Z,3490000,False,,,0,,H. Jones REBOUND (Off:0 Def:1),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Mid-Range,16-24 Left,,,,,,357.0,1.0,1.0,0.0,,,,,,,,,,,
359,PT08M47.00S,2026-03-12T01:28:26.6Z,3,REGULAR,3pt,Jump Shot,[],1630530,70.64717477003943,21.07843137254902,1610612740,71,65,2026-03-12T01:30:10Z,3500000,False,-145.0,223.0,1,right,MISS T. Murphy III 26' step back 3PT,[1630530],1610612740.0,NOP,step back,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Left Center,,,26.61,Missed,,,,,,,,,,,,,,,,
360,PT08M44.00S,2026-03-12T01:28:29.0Z,3,REGULAR,rebound,defensive,[],1629628,,,1610612761,71,65,2026-03-12T01:28:29Z,3510000,False,,,0,,R. Barrett REBOUND (Off:0 Def:3),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Left Center,,,,,,359.0,3.0,3.0,0.0,,,,,,,,,,,
361,PT08M37.00S,2026-03-12T01:28:36.2Z,3,REGULAR,turnover,bad pass,[],1629628,,,1610612761,71,65,2026-03-12T01:28:40Z,3520000,False,,,0,,R. Barrett bad pass TURNOVER (2 TO),"[1629628, 1630530]",1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Right Center,,2.0,,,,,,,,Murphy III,1630530.0,,,,,,,,,
362,PT08M37.00S,2026-03-12T01:28:36.2Z,3,REGULAR,steal,,[],1630530,,,1610612740,71,65,2026-03-12T01:28:38Z,3530000,False,,,0,,T. Murphy III STEAL (2 STL),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
363,PT08M32.00S,2026-03-12T01:28:41.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627749,92.19776609724047,50.0,1610612740,73,65,2026-03-12T01:28:55Z,3540000,False,0.0,21.0,1,right,D. Murray running reverse Layup (15 PTS) (T. Murphy III 1 AST),"[1627749, 1630530]",1610612740.0,NOP,running reverse,,,Murray,D. Murray,,,,,Restricted Area,0-8 Center,,,2.08,Made,15.0,,,,,,,,,,,T. Murphy III,1630530.0,1.0,,
365,PT08M18.00S,2026-03-12T01:28:57.9Z,3,REGULAR,2pt,Jump Shot,[],1627751,5.601182654402102,33.088235294117645,1610612761,73,65,2026-03-12T01:32:08Z,3560000,False,85.0,0.0,1,left,MISS J. Poeltl 8' floating Shot,[1627751],1610612761.0,TOR,floating,,,Poeltl,J. Poeltl,,,,,Mid-Range,8-16 Right,,,8.46,Missed,,,,,,,,,,,,,,,,
366,PT08M16.00S,2026-03-12T01:28:59.9Z,3,REGULAR,rebound,defensive,[],1629627,,,1610612740,73,65,2026-03-12T01:32:08Z,3570000,False,,,0,,Z. Williamson REBOUND (Off:0 Def:4),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Mid-Range,8-16 Right,,,,,,365.0,4.0,4.0,0.0,,,,,,,,,,,
367,PT08M06.00S,2026-03-12T01:29:07.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627749,93.11760840998686,52.69607843137255,1610612740,75,65,2026-03-12T01:29:11Z,3580000,False,13.0,12.0,1,right,D. Murray driving Layup (17 PTS),[1627749],1610612740.0,NOP,driving,,,Murray,D. Murray,,,,,Restricted Area,0-8 Center,,,1.82,Made,17.0,,,,,,,,,,,,,,,
368,PT07M48.00S,2026-03-12T01:29:28.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629628,13.354139290407357,35.78431372549019,1610612761,75,65,2026-03-12T01:33:06Z,3590000,False,71.0,73.0,1,left,MISS R. Barrett 10' turnaround Shot - blocked,"[1629628, 1630180]",1610612761.0,TOR,turnaround,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),8-16 Right,,,10.19,Missed,,,,,,,,,,,,,,,Bey,1630180.0
369,PT07M48.00S,2026-03-12T01:29:28.8Z,3,REGULAR,block,,[],1630180,,,1610612761,75,65,2026-03-12T01:29:31Z,3600000,False,,,0,,S. Bey BLOCK (1 BLK),[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
370,PT07M46.00S,2026-03-12T01:29:30.8Z,3,REGULAR,rebound,offensive,[],1629628,,,1610612761,75,65,2026-03-12T01:33:06Z,3610000,False,,,0,,R. Barrett REBOUND (Off:1 Def:3),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),8-16 Right,,,,,,368.0,4.0,3.0,1.0,,,,,,,,,,,
371,PT07M44.00S,2026-03-12T01:29:33.6Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1629628,15.193823915900131,33.088235294117645,1610612761,75,65,2026-03-12T01:33:18Z,3620000,False,85.0,90.0,1,left,MISS R. Barrett 12' Jump Shot,[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Mid-Range,8-16 Right,,,12.37,Missed,,,,,,,,,,,,,,,,
372,PT07M42.00S,2026-03-12T01:29:35.6Z,3,REGULAR,rebound,defensive,[],1630530,,,1610612740,75,65,2026-03-12T01:33:18Z,3630000,False,,,0,,T. Murphy III REBOUND (Off:0 Def:4),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Mid-Range,8-16 Right,,,,,,371.0,4.0,4.0,0.0,,,,,,,,,,,
374,PT07M31.00S,2026-03-12T01:30:03.7Z,3,REGULAR,2pt,Jump Shot,[],1630529,80.50262812089356,33.82352941176471,1610612740,77,65,2026-03-12T01:30:08Z,3650000,False,-81.0,131.0,1,right,H. Jones 15' pullup Jump Shot (13 PTS) (D. Murray 5 AST),"[1630529, 1627749]",1610612740.0,NOP,pullup,,,Jones,H. Jones,,,,,Mid-Range,8-16 Left,,,15.38,Made,13.0,,,,,,,,,,,D. Murray,1627749.0,5.0,,
376,PT07M09.00S,2026-03-12T01:30:25.2Z,3,REGULAR,3pt,Jump Shot,[],1629628,11.251642575558476,98.0392156862745,1610612761,77,65,2026-03-12T01:30:39Z,3670000,False,-240.0,53.0,1,left,MISS R. Barrett 24' 3PT,[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Left Corner 3,24+ Left,,,24.6,Missed,,,,,,,,,,,,,,,,
377,PT07M06.00S,2026-03-12T01:30:28.2Z,3,REGULAR,rebound,defensive,[],1630180,,,1610612740,77,65,2026-03-12T01:30:39Z,3680000,False,,,0,,S. Bey REBOUND (Off:2 Def:1),[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,Left Corner 3,24+ Left,,,,,,376.0,3.0,1.0,2.0,,,,,,,,,,,
378,PT06M59.00S,2026-03-12T01:30:35.6Z,3,REGULAR,3pt,Jump Shot,[],1630180,75.77201051248358,10.784313725490197,1610612740,77,65,2026-03-12T01:30:51Z,3690000,False,-196.0,175.0,1,right,MISS S. Bey 26' 3PT,[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,Above the Break 3,24+ Left Center,,,26.3,Missed,,,,,,,,,,,,,,,,
379,PT06M56.00S,2026-03-12T01:30:38.6Z,3,REGULAR,rebound,defensive,[],1629628,,,1610612761,77,65,2026-03-12T01:30:51Z,3700000,False,,,0,,R. Barrett REBOUND (Off:1 Def:4),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Left Center,,,,,,378.0,5.0,4.0,1.0,,,,,,,,,,,
380,PT06M42.00S,2026-03-12T01:30:53.0Z,3,REGULAR,3pt,Jump Shot,[],1630193,32.40801576872536,41.66666666666667,1610612761,77,65,2026-03-12T01:35:19Z,3710000,False,42.0,252.0,1,left,MISS I. Quickley 25' pullup 3PT,[1630193],1610612761.0,TOR,pullup,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Center,,,25.55,Missed,,,,,,,,,,,,,,,,
381,PT06M38.00S,2026-03-12T01:30:57.0Z,3,REGULAR,rebound,defensive,[],1630530,,,1610612740,77,65,2026-03-12T01:30:57Z,3720000,False,,,0,,T. Murphy III REBOUND (Off:0 Def:5),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Center,,,,,,380.0,5.0,5.0,0.0,,,,,,,,,,,
382,PT06M36.00S,2026-03-12T01:31:03.9Z,3,REGULAR,foul,personal,[],1630193,,,1610612740,77,65,2026-03-12T01:31:21Z,3730000,False,,,0,,I. Quickley personal FOUL (2 PF),"[1630193, 1629627]",1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,Restricted Area,0-8 Center,201638.0,,,,,,,,,,,2.0,0.0,Williamson,1629627.0,,,,,
384,PT06M36.00S,2026-03-12T01:31:21.2Z,3,REGULAR,substitution,out,[],1627751,,,1610612740,77,65,2026-03-12T01:31:35Z,3750000,False,,,0,,SUB out: J. Poeltl,[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
385,PT06M36.00S,2026-03-12T01:31:21.2Z,3,REGULAR,substitution,in,[],1631218,,,1610612740,77,65,2026-03-12T01:31:35Z,3760000,False,,,0,,SUB in: T. Jackson-Davis,[1631218],1610612761.0,TOR,,,,Jackson-Davis,T. Jackson-Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
389,PT06M36.00S,2026-03-12T01:31:21.2Z,3,REGULAR,substitution,out,[],1630567,,,1610612740,77,65,2026-03-12T01:32:04Z,3765000,False,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
390,PT06M36.00S,2026-03-12T01:31:21.2Z,3,REGULAR,substitution,in,[],1630572,,,1610612740,77,65,2026-03-12T01:32:04Z,3767500,False,,,0,,SUB in: S. Mamukelashvili,[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,,
386,PT06M34.00S,2026-03-12T01:31:49.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627749,91.93495400788436,43.13725490196079,1610612740,77,65,2026-03-12T01:36:44Z,3770000,False,-34.0,23.0,1,right,MISS D. Murray Layup,[1627749],1610612740.0,NOP,,,,Murray,D. Murray,,,,,Restricted Area,0-8 Center,,,4.15,Missed,,,,,,,,,,,,,,,,
387,PT06M32.00S,2026-03-12T01:31:51.6Z,3,REGULAR,rebound,defensive,[],1631218,,,1610612761,77,65,2026-03-12T01:36:44Z,3780000,False,,,0,,T. Jackson-Davis REBOUND (Off:0 Def:1),[1631218],1610612761.0,TOR,,,,Jackson-Davis,T. Jackson-Davis,,,,,Restricted Area,0-8 Center,,,,,,386.0,1.0,1.0,0.0,,,,,,,,,,,
388,PT06M23.00S,2026-03-12T01:31:55.2Z,3,REGULAR,2pt,Jump Shot,[],1627742,9.280551905387648,74.01960784313727,1610612761,77,67,2026-03-12T01:32:48Z,3790000,False,-120.0,35.0,1,left,B. Ingram 12' step back Jump Shot (17 PTS),[1627742],1610612761.0,TOR,step back,,,Ingram,B. Ingram,,,,,Mid-Range,8-16 Left,,,12.5,Made,17.0,,,,,,,,,,,,,,,
391,PT06M13.00S,2026-03-12T01:32:10.6Z,3,REGULAR,foul,personal,['2freethrow'],1630572,,,1610612740,77,67,2026-03-12T01:32:17Z,3800000,False,,,0,,S. Mamukelashvili shooting personal FOUL (1 PF) (Murray 2 FT),"[1630572, 1627749]",1610612761.0,TOR,shooting,,,Mamukelashvili,S. Mamukelashvili,,,,,Mid-Range,8-16 Left,1627539.0,,,,,,,,,,,1.0,0.0,Murray,1627749.0,,,,,
393,PT06M13.00S,2026-03-12T01:32:38.6Z,3,REGULAR,freethrow,1 of 2,[],1627749,,,1610612740,77,67,2026-03-12T01:32:38Z,3820000,False,,,0,,MISS D. Murray Free Throw 1 of 2,[1627749],1610612740.0,NOP,,,,Murray,D. Murray,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
394,PT06M13.00S,2026-03-12T01:32:38.6Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612740,77,67,2026-03-12T01:32:38Z,3830000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,393.0,,,,,,,,,,,,,,
395,PT06M13.00S,2026-03-12T01:32:40.1Z,3,REGULAR,substitution,out,[],1630180,,,1610612740,77,67,2026-03-12T01:32:49Z,3840000,False,,,0,,SUB out: S. Bey,[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,,
396,PT06M13.00S,2026-03-12T01:32:40.1Z,3,REGULAR,substitution,out,[],1629628,,,1610612740,77,67,2026-03-12T01:32:49Z,3850000,False,,,0,,SUB out: R. Barrett,[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
397,PT06M13.00S,2026-03-12T01:32:40.1Z,3,REGULAR,substitution,in,[],201599,,,1610612740,77,67,2026-03-12T01:32:49Z,3860000,False,,,0,,SUB in: D. Jordan,[201599],1610612740.0,NOP,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,
398,PT06M13.00S,2026-03-12T01:32:40.1Z,3,REGULAR,substitution,in,[],1642266,,,1610612740,77,67,2026-03-12T01:32:49Z,3870000,False,,,0,,SUB in: J. Walter,[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,,,,,,,,,,,,,,,,,,,,,,
399,PT06M13.00S,2026-03-12T01:33:02.2Z,3,REGULAR,freethrow,2 of 2,[],1627749,,,1610612740,78,67,2026-03-12T01:33:02Z,3880000,False,,,0,,D. Murray Free Throw 2 of 2 (18 PTS),[1627749],1610612740.0,NOP,,,,Murray,D. Murray,,,,,,,,,,Made,18.0,,,,,,,,,,,,,,,
400,PT05M56.00S,2026-03-12T01:33:24.5Z,3,REGULAR,3pt,Jump Shot,[],1642266,4.28712220762155,96.07843137254902,1610612761,78,67,2026-03-12T01:33:29Z,3890000,False,-230.0,-12.0,1,left,MISS J. Walter 3PT,[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,Left Corner 3,24+ Left,,,23.07,Missed,,,,,,,,,,,,,,,,
401,PT05M51.00S,2026-03-12T01:33:29.5Z,3,REGULAR,rebound,defensive,[],1629627,,,1610612740,78,67,2026-03-12T01:33:29Z,3900000,False,,,0,,Z. Williamson REBOUND (Off:0 Def:5),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Left Corner 3,24+ Left,,,,,,400.0,5.0,5.0,0.0,,,,,,,,,,,
402,PT05M46.00S,2026-03-12T01:33:41.5Z,3,REGULAR,foul,personal,[],1642266,,,1610612740,78,67,2026-03-12T01:33:49Z,3910000,False,,,0,,J. Walter personal FOUL (2 PF),"[1642266, 1629627]",1610612761.0,TOR,,,,Walter,J. Walter,,,,,In The Paint (Non-RA),8-16 Left,201638.0,,,,,,,,,,,2.0,0.0,Williamson,1629627.0,,,,,
404,PT05M33.00S,2026-03-12T01:34:14.0Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629627,93.64323258869908,49.01960784313725,1610612740,80,67,2026-03-12T01:34:18Z,3930000,False,-5.0,7.0,1,right,Z. Williamson cutting DUNK (12 PTS) (D. Jordan 2 AST),"[1629627, 201599]",1610612740.0,NOP,cutting,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,,,0.88,Made,12.0,,,,,,,,,,,D. Jordan,201599.0,2.0,,
406,PT05M15.00S,2026-03-12T01:34:32.2Z,3,REGULAR,3pt,Jump Shot,[],1627742,11.514454664914586,3.1862745098039214,1610612761,80,67,2026-03-12T01:34:39Z,3950000,False,234.0,56.0,1,left,MISS B. Ingram 24' 3PT,[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,Right Corner 3,24+ Right,,,24.06,Missed,,,,,,,,,,,,,,,,
407,PT05M13.00S,2026-03-12T01:34:37.0Z,3,REGULAR,rebound,offensive,[],1631218,,,1610612761,80,67,2026-03-12T01:34:37Z,3960000,False,,,0,,T. Jackson-Davis REBOUND (Off:1 Def:1),[1631218],1610612761.0,TOR,,,,Jackson-Davis,T. Jackson-Davis,,,,,Right Corner 3,24+ Right,,,,,,406.0,2.0,1.0,1.0,,,,,,,,,,,
408,PT05M13.00S,2026-03-12T01:34:38.1Z,3,REGULAR,foul,personal,['2freethrow'],201599,,,1610612761,80,67,2026-03-12T01:34:45Z,3970000,False,,,0,,D. Jordan shooting personal FOUL (2 PF) (Jackson-Davis 2 FT),"[201599, 1631218]",1610612740.0,NOP,shooting,,,Jordan,D. Jordan,,,,,Restricted Area,0-8 Center,1627539.0,,,,,,,,,,,2.0,0.0,Jackson-Davis,1631218.0,,,,,
410,PT05M13.00S,2026-03-12T01:35:03.8Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1631218,,,1610612761,80,67,2026-03-12T01:35:21Z,3990000,False,,,0,,MISS T. Jackson-Davis Free Throw 1 of 2,[1631218],1610612761.0,TOR,,,,Jackson-Davis,T. Jackson-Davis,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
411,PT05M13.00S,2026-03-12T01:35:03.8Z,3,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612761,80,67,2026-03-12T01:35:21Z,4000000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,410.0,,,,,,,,,,,,,,
412,PT05M13.00S,2026-03-12T01:35:03.8Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1631218,,,1610612761,80,67,2026-03-12T01:35:21Z,4010000,False,,,0,,MISS T. Jackson-Davis Free Throw 2 of 2,[1631218],1610612761.0,TOR,,,,Jackson-Davis,T. Jackson-Davis,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
413,PT05M10.00S,2026-03-12T01:35:06.8Z,3,REGULAR,rebound,defensive,[],1629627,,,1610612740,80,67,2026-03-12T01:35:21Z,4020000,False,,,0,,Z. Williamson REBOUND (Off:0 Def:6),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,412.0,6.0,6.0,0.0,,,,,,,,,,,
414,PT04M56.00S,2026-03-12T01:35:34.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627749,81.15965834428384,34.55882352941176,1610612740,82,67,2026-03-12T01:35:39Z,4030000,False,-77.0,125.0,1,right,D. Murray 14' pullup Jump Shot (20 PTS),[1627749],1610612740.0,NOP,pullup,,,Murray,D. Murray,,,,,In The Paint (Non-RA),8-16 Left,,,14.66,Made,20.0,,,,,,,,,,,,,,,
415,PT04M47.00S,2026-03-12T01:36:01.8Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,82,67,2026-03-12T01:36:01Z,4040000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,PT04M47.00S,2026-03-12T01:36:06.1Z,3,REGULAR,foul,technical,['1freethrow'],1627742,,,1610612761,82,67,2026-03-12T01:38:49Z,4050000,False,,,0,,B. Ingram technical FOUL (1 Tech),[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,,,1627539.0,,,,,,,,,,,0.0,1.0,,,,,,,
417,PT04M47.00S,2026-03-12T01:38:23.1Z,3,REGULAR,substitution,out,[],1629627,,,1610612761,82,67,2026-03-12T01:38:47Z,4060000,False,,,0,,SUB out: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
418,PT04M47.00S,2026-03-12T01:38:23.1Z,3,REGULAR,substitution,out,[],1630193,,,1610612761,82,67,2026-03-12T01:38:47Z,4070000,False,,,0,,SUB out: I. Quickley,[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,,
