actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,playerName,playerNameI,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
84,PT05M05.00S,2025-11-20T01:22:16.5Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,23,13,2025-11-20T01:22:18Z,830000,False,,,0,,N. Jokić REBOUND (Off:0 Def:1),[203999],1610612743.0,DEN,,,,,,,Above the Break 3,24+ Right Center,,,,Jokić,N. Jokić,,,,,,,,83.0,1.0,1.0,0.0,,,,,,
85,PT05M01.00S,2025-11-20T01:22:23.5Z,1,REGULAR,turnover,out-of-bounds,[],203999,,,1610612743,23,13,2025-11-20T01:22:29Z,840000,False,,,0,,N. Jokić bad pass out-of-bounds TURNOVER (4 TO),[203999],1610612743.0,DEN,bad pass,,,,,,Above the Break 3,24+ Left Center,1626300.0,,,Jokić,N. Jokić,,,4.0,,,,,,,,,,,,,,
86,PT05M01.00S,2025-11-20T01:22:26.4Z,1,REGULAR,substitution,out,[],1629627,,,1610612740,23,13,2025-11-20T01:22:44Z,850000,False,,,0,,SUB out: Z. Williamson,[1629627],1610612740.0,NOP,,,,,,,,,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,
87,PT05M01.00S,2025-11-20T01:22:26.4Z,1,REGULAR,substitution,out,[],1631212,,,1610612740,23,13,2025-11-20T01:22:44Z,860000,False,,,0,,SUB out: P. Watson,[1631212],1610612743.0,DEN,,,,,,,,,,,,Watson,P. Watson,,,,,,,,,,,,,,,,,
88,PT05M01.00S,2025-11-20T01:22:26.4Z,1,REGULAR,substitution,out,[],1630192,,,1610612740,23,13,2025-11-20T01:22:44Z,870000,False,,,0,,SUB out: Z. Nnaji,[1630192],1610612743.0,DEN,,,,,,,,,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,,,
89,PT05M01.00S,2025-11-20T01:22:26.4Z,1,REGULAR,substitution,in,[],1630180,,,1610612740,23,13,2025-11-20T01:22:44Z,880000,False,,,0,,SUB in: S. Bey,[1630180],1610612740.0,NOP,,,,,,,,,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,
90,PT05M01.00S,2025-11-20T01:22:26.4Z,1,REGULAR,substitution,in,[],203501,,,1610612740,23,13,2025-11-20T01:22:44Z,890000,False,,,0,,SUB in: T. Hardaway Jr.,[203501],1610612743.0,DEN,,,,,,,,,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,
91,PT05M01.00S,2025-11-20T01:22:26.4Z,1,REGULAR,substitution,in,[],1628971,,,1610612740,23,13,2025-11-20T01:22:44Z,900000,False,,,0,,SUB in: B. Brown,[1628971],1610612743.0,DEN,,,,,,,,,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,
92,PT04M41.00S,2025-11-20T01:23:01.8Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1642847,78.13731931668858,56.86274509803921,1610612740,23,13,2025-11-20T01:23:06Z,910000,False,34.0,153.0,1,right,MISS J. Fears 15' pullup Shot,[1642847],1610612740.0,NOP,pullup,,,,,,Mid-Range,8-16 Center,,,,Fears,J. Fears,,,,,,15.68,Missed,,,,,,,,,,
93,PT04M38.00S,2025-11-20T01:23:04.8Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,23,13,2025-11-20T01:23:06Z,920000,False,,,0,,N. Jokić REBOUND (Off:0 Def:2),[203999],1610612743.0,DEN,,,,,,,Mid-Range,8-16 Center,,,,Jokić,N. Jokić,,,,,,,,92.0,2.0,2.0,0.0,,,,,,
94,PT04M29.00S,2025-11-20T01:23:14.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,8.623521681997373,56.127450980392155,1610612743,23,15,2025-11-20T01:32:13Z,930000,False,-31.0,29.0,1,left,N. Jokić driving floating Jump Shot (5 PTS) (B. Brown 1 AST),"[203999, 1628971]",1610612743.0,DEN,driving floating,,,,,,Restricted Area,0-8 Center,,,,Jokić,N. Jokić,,,,,,4.19,Made,,,,,5.0,B. Brown,1628971.0,1.0,,
95,PT04M23.00S,2025-11-20T01:23:25.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,23,15,2025-11-20T01:23:25Z,940000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M23.00S,2025-11-20T01:26:04.0Z,1,REGULAR,substitution,out,[],1642847,,,1610612740,23,15,2025-11-20T01:26:20Z,950000,False,,,0,,SUB out: J. Fears,[1642847],1610612740.0,NOP,,,,,,,,,,,,Fears,J. Fears,,,,,,,,,,,,,,,,,
97,PT04M23.00S,2025-11-20T01:26:04.0Z,1,REGULAR,substitution,out,[],1630530,,,1610612740,23,15,2025-11-20T01:26:20Z,960000,False,,,0,,SUB out: T. Murphy III,[1630530],1610612740.0,NOP,,,,,,,,,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,
98,PT04M23.00S,2025-11-20T01:26:04.0Z,1,REGULAR,substitution,out,[],1627750,,,1610612740,23,15,2025-11-20T01:26:20Z,970000,False,,,0,,SUB out: J. Murray,[1627750],1610612743.0,DEN,,,,,,,,,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,
99,PT04M23.00S,2025-11-20T01:26:04.0Z,1,REGULAR,substitution,in,[],1630631,,,1610612740,23,15,2025-11-20T01:26:20Z,980000,False,,,0,,SUB in: J. Alvarado,[1630631],1610612740.0,NOP,,,,,,,,,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,
100,PT04M23.00S,2025-11-20T01:26:04.0Z,1,REGULAR,substitution,in,[],1641722,,,1610612740,23,15,2025-11-20T01:26:20Z,990000,False,,,0,,SUB in: J. Hawkins,[1641722],1610612740.0,NOP,,,,,,,,,,,,Hawkins,J. Hawkins,,,,,,,,,,,,,,,,,
101,PT04M23.00S,2025-11-20T01:26:04.0Z,1,REGULAR,substitution,in,[],1642461,,,1610612740,23,15,2025-11-20T01:26:20Z,1000000,False,,,0,,SUB in: S. Jones,[1642461],1610612743.0,DEN,,,,,,,,,,,,Jones,S. Jones,,,,,,,,,,,,,,,,,
103,PT04M10.00S,2025-11-20T01:26:34.8Z,1,REGULAR,2pt,Jump Shot,[],1630529,95.22010512483574,90.93137254901961,1610612740,25,15,2025-11-20T01:33:24Z,1020000,False,205.0,-8.0,1,right,H. Jones 20' Jump Shot (5 PTS) (J. Alvarado 1 AST),"[1630529, 1630631]",1610612740.0,NOP,,,,,,,Mid-Range,16-24 Right,,,,Jones,H. Jones,,,,,,20.48,Made,,,,,5.0,J. Alvarado,1630631.0,1.0,,
105,PT03M54.00S,2025-11-20T01:26:47.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,11.383048620236531,49.01960784313725,1610612743,25,17,2025-11-20T01:26:56Z,1040000,False,5.0,55.0,1,left,N. Jokić turnaround Jump Shot (7 PTS) (T. Hardaway Jr. 1 AST),"[203999, 203501]",1610612743.0,DEN,turnaround,,,,,,In The Paint (Non-RA),0-8 Center,,,,Jokić,N. Jokić,,,,,,5.47,Made,,,,,7.0,T. Hardaway Jr.,203501.0,1.0,,
107,PT03M36.00S,2025-11-20T01:27:05.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642274,94.1688567674113,52.94117647058824,1610612740,25,17,2025-11-20T01:27:10Z,1060000,False,15.0,2.0,1,right,MISS Y. Missi driving Layup,[1642274],1610612740.0,NOP,driving,,,,,,Restricted Area,0-8 Center,,,,Missi,Y. Missi,,,,,,1.49,Missed,,,,,,,,,,
108,PT03M34.00S,2025-11-20T01:27:07.4Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,25,17,2025-11-20T01:27:10Z,1070000,False,,,0,,N. Jokić REBOUND (Off:0 Def:3),[203999],1610612743.0,DEN,,,,,,,Restricted Area,0-8 Center,,,,Jokić,N. Jokić,,,,,,,,107.0,3.0,3.0,0.0,,,,,,
109,PT03M31.00S,2025-11-20T01:27:14.4Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'defensivegoaltending']",1629661,5.601182654402102,47.549019607843135,1610612743,25,19,2025-11-20T01:35:24Z,1080000,False,12.0,0.0,1,left,C. Johnson running Layup (4 PTS) (N. Jokić 3 AST),"[1629661, 203999]",1610612743.0,DEN,running,,,,,,Restricted Area,0-8 Center,,,,Johnson,C. Johnson,,,,,,1.23,Made,,,,,4.0,N. Jokić,203999.0,3.0,,
136,PT03M31.00S,2025-11-20T01:27:24.7Z,1,REGULAR,violation,defensive goaltending,[],1642274,,,1610612743,25,19,2025-11-20T01:35:40Z,1095000,False,,,0,,Y. Missi defensive goaltending VIOLATION,[1642274],1610612740.0,NOP,,,,,,,,,1626300.0,,,Missi,Y. Missi,,,,,,,,,,,,,,,,,
111,PT03M17.00S,2025-11-20T01:27:35.0Z,1,REGULAR,2pt,Jump Shot,[],1641722,77.4802890932983,63.970588235294116,1610612740,27,19,2025-11-20T01:27:42Z,1100000,False,70.0,159.0,1,right,J. Hawkins 17' pullup Jump Shot (2 PTS) (H. Jones 2 AST),"[1641722, 1630529]",1610612740.0,NOP,pullup,,,,,,Mid-Range,16-24 Right Center,,,,Hawkins,J. Hawkins,,,,,,17.39,Made,,,,,2.0,H. Jones,1630529.0,2.0,,
113,PT03M04.00S,2025-11-20T01:27:55.5Z,1,REGULAR,foul,personal,['2freethrow'],1642274,,,1610612743,27,19,2025-11-20T01:28:02Z,1120000,False,,,0,,Y. Missi shooting personal FOUL (1 PF) (Jokić 2 FT),"[1642274, 203999]",1610612740.0,NOP,shooting,,,,,,In The Paint (Non-RA),8-16 Center,1148.0,1.0,0.0,Missi,Y. Missi,Jokić,203999.0,,,,,,,,,,,,,,,
115,PT03M04.00S,2025-11-20T01:28:18.3Z,1,REGULAR,freethrow,1 of 2,[],203999,,,1610612743,27,20,2025-11-20T01:28:18Z,1140000,False,,,0,,N. Jokić Free Throw 1 of 2 (8 PTS),[203999],1610612743.0,DEN,,,,,,,,,,,,Jokić,N. Jokić,,,,,,,Made,,,,,8.0,,,,,
116,PT03M04.00S,2025-11-20T01:28:19.2Z,1,REGULAR,substitution,out,[],1630529,,,1610612743,27,20,2025-11-20T01:28:32Z,1150000,False,,,0,,SUB out: H. Jones,[1630529],1610612740.0,NOP,,,,,,,,,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,
117,PT03M04.00S,2025-11-20T01:28:19.2Z,1,REGULAR,substitution,out,[],1642274,,,1610612743,27,20,2025-11-20T01:28:32Z,1160000,False,,,0,,SUB out: Y. Missi,[1642274],1610612740.0,NOP,,,,,,,,,,,,Missi,Y. Missi,,,,,,,,,,,,,,,,,
118,PT03M04.00S,2025-11-20T01:28:19.2Z,1,REGULAR,substitution,in,[],1642877,,,1610612743,27,20,2025-11-20T01:28:32Z,1170000,False,,,0,,SUB in: M. Peavy,[1642877],1610612740.0,NOP,,,,,,,,,,,,Peavy,M. Peavy,,,,,,,,,,,,,,,,,
119,PT03M04.00S,2025-11-20T01:28:19.2Z,1,REGULAR,substitution,in,[],1642852,,,1610612743,27,20,2025-11-20T01:28:32Z,1180000,False,,,0,,SUB in: D. Queen,[1642852],1610612740.0,NOP,,,,,,,,,,,,Queen,D. Queen,,,,,,,,,,,,,,,,,
120,PT03M04.00S,2025-11-20T01:28:18.3Z,1,REGULAR,freethrow,2 of 2,[],203999,,,1610612743,27,20,2025-11-20T01:28:58Z,1190000,False,,,0,,MISS N. Jokić Free Throw 2 of 2,[203999],1610612743.0,DEN,,,,,,,,,,,,Jokić,N. Jokić,,,,,,,Missed,,,,,,,,,,
121,PT03M00.00S,2025-11-20T01:28:22.3Z,1,REGULAR,rebound,defensive,[],1642852,,,1610612740,27,20,2025-11-20T01:28:58Z,1200000,False,,,0,,D. Queen REBOUND (Off:1 Def:2),[1642852],1610612740.0,NOP,,,,,,,,,,,,Queen,D. Queen,,,,,,,,120.0,3.0,2.0,1.0,,,,,,
122,PT02M51.00S,2025-11-20T01:28:54.4Z,1,REGULAR,3pt,Jump Shot,[],1630631,66.96780551905388,66.66666666666666,1610612740,27,20,2025-11-20T01:29:01Z,1210000,False,83.0,258.0,1,right,MISS J. Alvarado 27' 3PT,[1630631],1610612740.0,NOP,,,,,,,Above the Break 3,24+ Center,,,,Alvarado,J. Alvarado,,,,,,27.11,Missed,,,,,,,,,,
123,PT02M50.00S,2025-11-20T01:28:58.5Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612743,27,20,2025-11-20T01:28:58Z,1220000,False,,,0,,TEAM defensive REBOUND,[],1610612743.0,DEN,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,122.0,,,,,,,,,
125,PT02M37.00S,2025-11-20T01:29:14.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203999,7.046649145860711,51.470588235294116,1610612743,27,20,2025-11-20T01:39:21Z,1240000,False,-7.0,14.0,1,left,MISS N. Jokić driving DUNK - blocked,"[203999, 1642852]",1610612743.0,DEN,driving,,,,,,Restricted Area,0-8 Center,,,,Jokić,N. Jokić,,,,,,1.56,Missed,,,,,,,,,Queen,1642852.0
126,PT02M37.00S,2025-11-20T01:29:14.0Z,1,REGULAR,block,,[],1642852,,,1610612743,27,20,2025-11-20T01:29:16Z,1250000,False,,,0,,D. Queen BLOCK (1 BLK),[1642852],1610612740.0,NOP,,,,,,,Restricted Area,0-8 Center,,,,Queen,D. Queen,,,,,,,,,,,,,,,,,
127,PT02M33.00S,2025-11-20T01:29:18.0Z,1,REGULAR,rebound,defensive,[],1630180,,,1610612740,27,20,2025-11-20T01:29:21Z,1260000,False,,,0,,S. Bey REBOUND (Off:0 Def:1),[1630180],1610612740.0,NOP,,,,,,,Restricted Area,0-8 Center,,,,Bey,S. Bey,,,,,,,,125.0,1.0,1.0,0.0,,,,,,
128,PT02M30.00S,2025-11-20T01:29:19.9Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],1641722,81.2910643889619,85.7843137254902,1610612740,29,20,2025-11-20T01:29:28Z,1270000,False,179.0,123.0,1,right,J. Hawkins 21' running pullup Jump Shot (4 PTS) (S. Bey 1 AST),"[1641722, 1630180]",1610612740.0,NOP,running pullup,,,,,,Mid-Range,16-24 Right,,,,Hawkins,J. Hawkins,,,,,,21.73,Made,,,,,4.0,S. Bey,1630180.0,1.0,,
130,PT02M07.00S,2025-11-20T01:29:43.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203999,8.886333771353483,51.470588235294116,1610612743,29,22,2025-11-20T01:29:51Z,1290000,False,-7.0,31.0,1,left,N. Jokić driving Layup (10 PTS),[203999],1610612743.0,DEN,driving,,,,,,Restricted Area,0-8 Center,,,,Jokić,N. Jokić,,,,,,3.19,Made,,,,,10.0,,,,,
131,PT01M56.00S,2025-11-20T01:29:54.8Z,1,REGULAR,turnover,lost ball,[],1642852,,,1610612740,29,22,2025-11-20T01:29:59Z,1300000,False,,,0,,D. Queen lost ball TURNOVER (2 TO),"[1642852, 1642461]",1610612740.0,NOP,,,,,,,Above the Break 3,24+ Center,,,,Queen,D. Queen,,,2.0,Jones,1642461.0,,,,,,,,,,,,
132,PT01M56.00S,2025-11-20T01:29:54.8Z,1,REGULAR,steal,,[],1642461,,,1610612743,29,22,2025-11-20T01:29:56Z,1310000,False,,,0,,S. Jones STEAL (1 STL),[1642461],1610612743.0,DEN,,,,,,,Above the Break 3,24+ Center,,,,Jones,S. Jones,,,,,,,,,,,,,,,,,
133,PT01M51.00S,2025-11-20T01:29:59.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628971,7.835085413929041,48.28431372549019,1610612743,29,24,2025-11-20T01:41:11Z,1320000,False,9.0,21.0,1,left,B. Brown driving finger roll Layup (2 PTS) (S. Jones 1 AST),"[1628971, 1642461]",1610612743.0,DEN,driving finger roll,,,,,,Restricted Area,0-8 Center,,,,Brown,B. Brown,,,,,,2.28,Made,,,,,2.0,S. Jones,1642461.0,1.0,,
135,PT01M51.00S,2025-11-20T01:30:25.9Z,1,REGULAR,timeout,full,['team'],0,,,1610612740,29,24,2025-11-20T01:30:25Z,1340000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT01M51.00S,2025-11-20T01:31:02.5Z,1,REGULAR,substitution,out,[],1629661,,,1610612740,29,24,2025-11-20T01:31:21Z,1350000,False,,,0,,SUB out: C. Johnson,[1629661],1610612743.0,DEN,,,,,,,,,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,
138,PT01M51.00S,2025-11-20T01:31:02.5Z,1,REGULAR,substitution,in,[],1627750,,,1610612740,29,24,2025-11-20T01:31:21Z,1360000,False,,,0,,SUB in: J. Murray,[1627750],1610612743.0,DEN,,,,,,,,,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,
140,PT01M39.00S,2025-11-20T01:32:22.6Z,1,REGULAR,foul,personal,[],1642461,,,1610612740,29,24,2025-11-20T01:32:31Z,1380000,False,,,0,,S. Jones personal FOUL (1 PF),"[1642461, 1630631]",1610612743.0,DEN,,,,,,,Mid-Range,16-24 Left Center,1148.0,1.0,0.0,Jones,S. Jones,Alvarado,1630631.0,,,,,,,,,,,,,,,
142,PT01M26.00S,2025-11-20T01:32:43.9Z,1,REGULAR,2pt,Jump Shot,[],1641722,74.58935611038108,47.794117647058826,1610612740,29,24,2025-11-20T01:32:52Z,1400000,False,-11.0,186.0,1,right,MISS J. Hawkins 18' pullup Shot,[1641722],1610612740.0,NOP,pullup,,,,,,Mid-Range,16-24 Center,,,,Hawkins,J. Hawkins,,,,,,18.67,Missed,,,,,,,,,,
143,PT01M22.00S,2025-11-20T01:32:47.9Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,29,24,2025-11-20T01:32:52Z,1410000,False,,,0,,N. Jokić REBOUND (Off:0 Def:4),[203999],1610612743.0,DEN,,,,,,,Mid-Range,16-24 Center,,,,Jokić,N. Jokić,,,,,,,,142.0,4.0,4.0,0.0,,,,,,
144,PT01M19.00S,2025-11-20T01:32:50.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628971,8.492115637319317,50.49019607843137,1610612743,29,26,2025-11-20T01:32:57Z,1420000,False,-2.0,27.0,1,left,B. Brown running finger roll Layup (4 PTS) (N. Jokić 4 AST),"[1628971, 203999]",1610612743.0,DEN,running finger roll,,,,,,Restricted Area,0-8 Center,,,,Brown,B. Brown,,,,,,2.74,Made,,,,,4.0,N. Jokić,203999.0,4.0,,
146,PT01M12.00S,2025-11-20T01:33:02.1Z,1,REGULAR,turnover,lost ball,[],1642852,,,1610612740,29,26,2025-11-20T01:43:55Z,1440000,False,,,0,,D. Queen lost ball TURNOVER (3 TO),"[1642852, 1628971]",1610612740.0,NOP,,,,,,,Mid-Range,16-24 Left Center,,,,Queen,D. Queen,,,3.0,Brown,1628971.0,,,,,,,,,,,,
147,PT01M12.00S,2025-11-20T01:33:02.1Z,1,REGULAR,steal,,[],1628971,,,1610612743,29,26,2025-11-20T01:37:13Z,1450000,False,,,0,,B. Brown STEAL (1 STL),[1628971],1610612743.0,DEN,,,,,,,Mid-Range,16-24 Left Center,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,
149,PT01M10.00S,2025-11-20T01:33:21.9Z,1,REGULAR,turnover,out-of-bounds,[],203999,,,1610612743,29,26,2025-11-20T01:34:26Z,1470000,False,,,0,,N. Jokić bad pass out-of-bounds TURNOVER (5 TO),[203999],1610612743.0,DEN,bad pass,,,,,,Mid-Range,16-24 Left Center,1148.0,,,Jokić,N. Jokić,,,5.0,,,,,,,,,,,,,,
150,PT01M09.00S,2025-11-20T01:33:26.7Z,1,REGULAR,substitution,out,[],1642852,,,1610612740,29,26,2025-11-20T01:33:31Z,1480000,False,,,0,,SUB out: D. Queen,[1642852],1610612740.0,NOP,,,,,,,,,,,,Queen,D. Queen,,,,,,,,,,,,,,,,,
151,PT01M09.00S,2025-11-20T01:33:26.7Z,1,REGULAR,substitution,in,[],1626172,,,1610612740,29,26,2025-11-20T01:33:31Z,1490000,False,,,0,,SUB in: K. Looney,[1626172],1610612740.0,NOP,,,,,,,,,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,
152,PT01M09.00S,2025-11-20T01:33:37.9Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642461,,,1610612740,29,26,2025-11-20T01:34:45Z,1500000,False,,,0,,S. Jones shooting personal FOUL (2 PF) (Bey 2 FT),"[1642461, 1630180]",1610612743.0,DEN,shooting,,,,,,In The Paint (Non-RA),8-16 Center,1626300.0,2.0,0.0,Jones,S. Jones,Bey,1630180.0,,,,,,,,,,,,,,,
154,PT01M09.00S,2025-11-20T01:33:59.4Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1630180,,,1610612740,29,26,2025-11-20T01:34:32Z,1520000,False,,,0,,MISS S. Bey Free Throw 1 of 2,[1630180],1610612740.0,NOP,,,,,,,,,,,,Bey,S. Bey,,,,,,,Missed,,,,,,,,,,
155,PT01M09.00S,2025-11-20T01:33:59.4Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612740,29,26,2025-11-20T01:33:59Z,1530000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,154.0,,,,,,,,,
156,PT01M09.00S,2025-11-20T01:33:59.4Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1630180,,,1610612740,30,26,2025-11-20T01:34:32Z,1540000,False,,,0,,S. Bey Free Throw 2 of 2 (1 PTS),[1630180],1610612740.0,NOP,,,,,,,,,,,,Bey,S. Bey,,,,,,,Made,,,,,1.0,,,,,
157,PT00M51.50S,2025-11-20T01:34:32.6Z,1,REGULAR,3pt,Jump Shot,[],1627750,27.020367936925098,17.15686274509804,1610612743,30,26,2025-11-20T01:34:38Z,1550000,False,164.0,201.0,1,left,MISS J. Murray 25' 3PT,[1627750],1610612743.0,DEN,,,,,,,Above the Break 3,24+ Right Center,,,,Murray,J. Murray,,,,,,25.99,Missed,,,,,,,,,,
158,PT00M48.80S,2025-11-20T01:34:35.3Z,1,REGULAR,rebound,defensive,[],1630631,,,1610612740,30,26,2025-11-20T01:34:38Z,1560000,False,,,0,,J. Alvarado REBOUND (Off:0 Def:1),[1630631],1610612740.0,NOP,,,,,,,Above the Break 3,24+ Right Center,,,,Alvarado,J. Alvarado,,,,,,,,157.0,1.0,1.0,0.0,,,,,,
159,PT00M28.70S,2025-11-20T01:35:01.6Z,1,REGULAR,foul,offensive,[],1630180,,,1610612740,30,26,2025-11-20T01:35:10Z,1570000,False,,,0,,S. Bey charge offensive FOUL (1 PF),"[1630180, 1642461]",1610612740.0,NOP,charge,,,,,,Mid-Range,8-16 Right,1148.0,1.0,0.0,Bey,S. Bey,Jones,1642461.0,,,,,,,,,,,,,,,
161,PT00M28.70S,2025-11-20T01:35:01.6Z,1,REGULAR,turnover,offensive foul,[],1630180,,,1610612740,30,26,2025-11-20T01:35:01Z,1590000,False,,,0,,S. Bey offensive foul TURNOVER (1 TO),[1630180],1610612740.0,NOP,,,,,,,Mid-Range,8-16 Right,1148.0,,,Bey,S. Bey,,,1.0,,,,,,,,,,,,,,
162,PT00M13.20S,2025-11-20T01:35:31.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203999,16.63929040735874,48.529411764705884,1610612743,30,26,2025-11-20T01:46:23Z,1600000,False,7.0,104.0,1,left,MISS N. Jokić 10' floating Shot,[203999],1610612743.0,DEN,floating,,,,,,In The Paint (Non-RA),8-16 Center,,,,Jokić,N. Jokić,,,,,,10.42,Missed,,,,,,,,,,
163,PT00M10.20S,2025-11-20T01:35:34.1Z,1,REGULAR,rebound,defensive,[],1630631,,,1610612740,30,26,2025-11-20T01:35:34Z,1610000,False,,,0,,J. Alvarado REBOUND (Off:0 Def:2),[1630631],1610612740.0,NOP,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Alvarado,J. Alvarado,,,,,,,,162.0,2.0,2.0,0.0,,,,,,
164,PT00M00.00S,2025-11-20T01:35:44.5Z,1,REGULAR,3pt,Jump Shot,[],1630180,92.59198423127464,4.166666666666666,1610612740,30,26,2025-11-20T01:35:49Z,1620000,False,-229.0,17.0,1,right,MISS S. Bey 3PT,[1630180],1610612740.0,NOP,,,,,,,Left Corner 3,24+ Left,,,,Bey,S. Bey,,,,,,22.98,Missed,,,,,,,,,,
165,PT00M00.00S,2025-11-20T01:35:47.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612740,30,26,2025-11-20T01:35:47Z,1630000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,164.0,,,,,,,,,
166,PT00M00.00S,2025-11-20T01:35:52.4Z,1,REGULAR,period,end,[],0,,,1610612740,30,26,2025-11-20T01:35:52Z,1640000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2025-11-20T01:37:58.4Z,2,REGULAR,substitution,out,['startperiod'],1642877,,,1610612740,30,26,2025-11-20T01:38:19Z,1650000,False,,,0,,SUB out: M. Peavy,[1642877],1610612740.0,NOP,,,,,,,,,,,,Peavy,M. Peavy,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2025-11-20T01:37:58.4Z,2,REGULAR,substitution,out,['startperiod'],203999,,,1610612740,30,26,2025-11-20T01:38:19Z,1660000,False,,,0,,SUB out: N. Jokić,[203999],1610612743.0,DEN,,,,,,,,,,,,Jokić,N. Jokić,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2025-11-20T01:37:58.4Z,2,REGULAR,substitution,in,['startperiod'],1630530,,,1610612740,30,26,2025-11-20T01:38:19Z,1670000,False,,,0,,SUB in: T. Murphy III,[1630530],1610612740.0,NOP,,,,,,,,,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2025-11-20T01:37:58.4Z,2,REGULAR,substitution,in,['startperiod'],202685,,,1610612740,30,26,2025-11-20T01:38:19Z,1680000,False,,,0,,SUB in: J. Valančiūnas,[202685],1610612743.0,DEN,,,,,,,,,,,,Valančiūnas,J. Valančiūnas,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2025-11-20T01:38:22.6Z,2,REGULAR,period,start,[],0,,,1610612740,30,26,2025-11-20T01:38:22Z,1690000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT11M42.00S,2025-11-20T01:38:40.5Z,2,REGULAR,3pt,Jump Shot,[],1630631,96.5341655716163,95.58823529411765,1610612740,30,26,2025-11-20T01:38:48Z,1700000,False,228.0,-20.0,1,right,MISS J. Alvarado 3PT,[1630631],1610612740.0,NOP,,,,,,,Right Corner 3,24+ Right,,,,Alvarado,J. Alvarado,,,,,,22.88,Missed,,,,,,,,,,
