actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
88,PT05M58.00S,2026-02-22T00:25:40.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626162,14.799605781865965,44.6078431372549,1610612755,14,13,2026-02-22T00:28:17Z,870000,False,27.0,87.0,1,left,K. Oubre Jr. 9' driving floating Jump Shot (7 PTS) (T. Maxey 2 AST),"[1626162, 1630178]",1610612755.0,PHI,driving floating,,,Oubre Jr.,K. Oubre Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Made,,7.0,,,,9.07,,,,,,T. Maxey,1630178.0,2.0
90,PT05M33.00S,2026-02-22T00:26:05.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629627,84.70762155059133,57.59803921568627,1610612740,14,13,2026-02-22T00:29:18Z,890000,False,38.0,91.0,1,right,MISS Z. Williamson 9' driving floating Shot - blocked,"[1629627, 1631230]",1610612740.0,NOP,driving floating,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,,,,,9.88,,,,Barlow,1631230.0,,,
235,PT05M33.00S,2026-02-22T00:26:05.0Z,1,REGULAR,block,,[],1631230,,,1610612740,14,13,2026-02-22T00:51:53Z,895000,False,,,0,,D. Barlow BLOCK (1 BLK),[1631230],1610612755.0,PHI,,,,Barlow,D. Barlow,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
91,PT05M31.00S,2026-02-22T00:26:07.0Z,1,REGULAR,rebound,offensive,[],201599,,,1610612740,14,13,2026-02-22T00:26:11Z,900000,False,,,0,,D. Jordan REBOUND (Off:1 Def:3),[201599],1610612740.0,NOP,,,,Jordan,D. Jordan,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,90.0,,,,,,4.0,3.0,1.0,,,,,
92,PT05M30.00S,2026-02-22T00:26:10.3Z,1,REGULAR,foul,personal,['2freethrow'],203083,,,1610612740,14,13,2026-02-22T00:26:15Z,910000,False,,,0,,A. Drummond shooting personal FOUL (2 PF) (Williamson 2 FT),"[203083, 1629627]",1610612755.0,PHI,shooting,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,1629183.0,2.0,0.0,Williamson,1629627.0,,,,,,,,,,,,,,,
94,PT05M30.00S,2026-02-22T00:26:40.7Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1629627,,,1610612740,15,13,2026-02-22T00:27:12Z,930000,False,,,0,,Z. Williamson Free Throw 1 of 2 (3 PTS),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,Made,,3.0,,,,,,,,,,,,
95,PT05M30.00S,2026-02-22T00:26:41.2Z,1,REGULAR,substitution,out,[],201599,,,1610612740,15,13,2026-02-22T00:26:58Z,940000,False,,,0,,SUB out: D. Jordan,[201599],1610612740.0,NOP,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT05M30.00S,2026-02-22T00:26:41.2Z,1,REGULAR,substitution,out,[],1631230,,,1610612740,15,13,2026-02-22T00:26:58Z,950000,False,,,0,,SUB out: D. Barlow,[1631230],1610612755.0,PHI,,,,Barlow,D. Barlow,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT05M30.00S,2026-02-22T00:26:41.2Z,1,REGULAR,substitution,out,[],203083,,,1610612740,15,13,2026-02-22T00:26:58Z,960000,False,,,0,,SUB out: A. Drummond,[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT05M30.00S,2026-02-22T00:26:41.2Z,1,REGULAR,substitution,out,[],1642845,,,1610612740,15,13,2026-02-22T00:26:58Z,970000,False,,,0,,SUB out: V. Edgecombe,[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT05M30.00S,2026-02-22T00:26:41.2Z,1,REGULAR,substitution,in,[],1631255,,,1610612740,15,13,2026-02-22T00:26:58Z,980000,False,,,0,,SUB in: K. Matković,[1631255],1610612740.0,NOP,,,,Matković,K. Matković,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT05M30.00S,2026-02-22T00:26:41.2Z,1,REGULAR,substitution,in,[],1629656,,,1610612740,15,13,2026-02-22T00:26:58Z,990000,False,,,0,,SUB in: Q. Grimes,[1629656],1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT05M30.00S,2026-02-22T00:26:41.2Z,1,REGULAR,substitution,in,[],1641737,,,1610612740,15,13,2026-02-22T00:26:58Z,1000000,False,,,0,,SUB in: A. Bona,[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT05M30.00S,2026-02-22T00:26:41.2Z,1,REGULAR,substitution,in,[],1631133,,,1610612740,15,13,2026-02-22T00:26:58Z,1010000,False,,,0,,SUB in: J. Walker,[1631133],1610612755.0,PHI,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT05M30.00S,2026-02-22T00:26:40.7Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1629627,,,1610612740,15,13,2026-02-22T00:27:12Z,1020000,False,,,0,,MISS Z. Williamson Free Throw 2 of 2,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
104,PT05M28.00S,2026-02-22T00:26:42.7Z,1,REGULAR,rebound,defensive,[],1641737,,,1610612755,15,13,2026-02-22T00:27:12Z,1030000,False,,,0,,A. Bona REBOUND (Off:0 Def:1),[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,,,,,,,,,103.0,,,,,,1.0,1.0,0.0,,,,,
105,PT05M13.00S,2026-02-22T00:27:24.1Z,1,REGULAR,3pt,Jump Shot,[],1629656,24.129434954007884,13.23529411764706,1610612755,15,16,2026-02-22T00:27:28Z,1040000,False,184.0,174.0,1,left,Q. Grimes 25' 3PT  (3 PTS) (T. Maxey 3 AST),"[1629656, 1630178]",1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Right Center,,,,,,Made,,3.0,,,,25.33,,,,,,T. Maxey,1630178.0,3.0
107,PT04M52.00S,2026-02-22T00:27:44.2Z,1,REGULAR,3pt,Jump Shot,[],1630180,77.4802890932983,9.313725490196079,1610612740,15,16,2026-02-22T00:30:55Z,1060000,False,-203.0,159.0,1,right,MISS S. Bey 25' pullup 3PT,[1630180],1610612740.0,NOP,pullup,,,Bey,S. Bey,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,,,,25.83,,,,,,,,
108,PT04M49.00S,2026-02-22T00:27:47.2Z,1,REGULAR,rebound,defensive,[],1641737,,,1610612755,15,16,2026-02-22T00:27:50Z,1070000,False,,,0,,A. Bona REBOUND (Off:0 Def:2),[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,Above the Break 3,24+ Left Center,,,,,,,107.0,,,,,,2.0,2.0,0.0,,,,,
109,PT04M34.00S,2026-02-22T00:28:02.7Z,1,REGULAR,3pt,Jump Shot,[],1629656,24.392247043363994,85.04901960784314,1610612755,15,16,2026-02-22T00:31:35Z,1080000,False,-175.0,177.0,1,left,MISS Q. Grimes 24' step back 3PT,[1629656],1610612755.0,PHI,step back,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,,,,24.89,,,,,,,,
110,PT04M31.00S,2026-02-22T00:28:05.7Z,1,REGULAR,rebound,defensive,[],1631255,,,1610612740,15,16,2026-02-22T00:28:07Z,1090000,False,,,0,,K. Matković REBOUND (Off:0 Def:1),[1631255],1610612740.0,NOP,,,,Matković,K. Matković,,,,,Above the Break 3,24+ Left Center,,,,,,,109.0,,,,,,1.0,1.0,0.0,,,,,
111,PT04M23.00S,2026-02-22T00:28:16.1Z,1,REGULAR,foul,personal,['2freethrow'],1641737,,,1610612740,15,16,2026-02-22T00:28:20Z,1100000,False,,,0,,A. Bona shooting personal FOUL (1 PF) (Queen 2 FT),"[1641737, 1642852]",1610612755.0,PHI,shooting,,,Bona,A. Bona,,,,,Restricted Area,0-8 Center,1162.0,1.0,0.0,Queen,1642852.0,,,,,,,,,,,,,,,
113,PT04M23.00S,2026-02-22T00:28:40.5Z,1,REGULAR,freethrow,1 of 2,[],1642852,,,1610612740,16,16,2026-02-22T00:28:40Z,1120000,False,,,0,,D. Queen Free Throw 1 of 2 (3 PTS),[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,,,,,,,,Made,,3.0,,,,,,,,,,,,
114,PT04M23.00S,2026-02-22T00:28:41.2Z,1,REGULAR,substitution,out,[],1629627,,,1610612740,16,16,2026-02-22T00:28:45Z,1130000,False,,,0,,SUB out: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT04M23.00S,2026-02-22T00:28:41.2Z,1,REGULAR,substitution,in,[],1631121,,,1610612740,16,16,2026-02-22T00:28:45Z,1140000,False,,,0,,SUB in: B. McGowens,[1631121],1610612740.0,NOP,,,,McGowens,B. McGowens,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT04M23.00S,2026-02-22T00:29:10.4Z,1,REGULAR,freethrow,2 of 2,[],1642852,,,1610612740,17,16,2026-02-22T00:29:10Z,1150000,False,,,0,,D. Queen Free Throw 2 of 2 (4 PTS),[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,,,,,,,,Made,,4.0,,,,,,,,,,,,
117,PT04M01.00S,2026-02-22T00:29:33.1Z,1,REGULAR,3pt,Jump Shot,[],1629656,4.5499342969776615,95.09803921568627,1610612755,17,19,2026-02-22T00:29:38Z,1160000,False,-225.0,-10.0,1,left,Q. Grimes 3PT  (6 PTS) (T. Maxey 4 AST),"[1629656, 1630178]",1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,Left Corner 3,24+ Left,,,,,,Made,,6.0,,,,22.57,,,,,,T. Maxey,1630178.0,4.0
119,PT03M42.00S,2026-02-22T00:29:50.9Z,1,REGULAR,3pt,Jump Shot,[],1630529,69.46452036793693,65.19607843137256,1610612740,17,19,2026-02-22T00:29:55Z,1180000,False,76.0,235.0,1,right,MISS H. Jones 24' 3PT,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,,,,24.65,,,,,,,,
120,PT03M40.00S,2026-02-22T00:29:52.9Z,1,REGULAR,rebound,defensive,[],1631133,,,1610612755,17,19,2026-02-22T00:29:55Z,1190000,False,,,0,,J. Walker REBOUND (Off:0 Def:1),[1631133],1610612755.0,PHI,,,,Walker,J. Walker,,,,,Above the Break 3,24+ Center,,,,,,,119.0,,,,,,1.0,1.0,0.0,,,,,
121,PT03M35.00S,2026-02-22T00:29:59.2Z,1,REGULAR,3pt,Jump Shot,[],1631133,29.25427069645204,74.01960784313727,1610612755,17,22,2026-02-22T00:34:49Z,1200000,False,-120.0,222.0,1,left,J. Walker 25' 3PT  (3 PTS) (K. Oubre Jr. 1 AST),"[1631133, 1626162]",1610612755.0,PHI,,,,Walker,J. Walker,,,,,Above the Break 3,24+ Left Center,,,,,,Made,,3.0,,,,25.28,,,,,,K. Oubre Jr.,1626162.0,1.0
123,PT03M08.00S,2026-02-22T00:30:26.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642852,92.46057818659659,46.07843137254902,1610612740,17,22,2026-02-22T00:30:33Z,1220000,False,-20.0,18.0,1,right,MISS D. Queen driving Layup - blocked,"[1642852, 1641737]",1610612740.0,NOP,driving,,,Queen,D. Queen,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,,2.69,,,,Bona,1641737.0,,,
124,PT03M08.00S,2026-02-22T00:30:26.0Z,1,REGULAR,block,,[],1641737,,,1610612740,17,22,2026-02-22T00:45:19Z,1230000,False,,,0,,A. Bona BLOCK (1 BLK),[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
125,PT03M05.00S,2026-02-22T00:30:29.0Z,1,REGULAR,rebound,defensive,[],1641737,,,1610612755,17,22,2026-02-22T00:30:33Z,1240000,False,,,0,,A. Bona REBOUND (Off:0 Def:3),[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,Restricted Area,0-8 Center,,,,,,,123.0,,,,,,3.0,3.0,0.0,,,,,
126,PT03M01.00S,2026-02-22T00:30:35.8Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631121,,,1610612755,17,22,2026-02-22T00:30:45Z,1250000,False,,,0,,B. McGowens shooting personal FOUL (1 PF) (Maxey 2 FT),"[1631121, 1630178]",1610612740.0,NOP,shooting,,,McGowens,B. McGowens,,,,,Restricted Area,0-8 Center,1629183.0,1.0,0.0,Maxey,1630178.0,,,,,,,,,,,,,,,
128,PT03M01.00S,2026-02-22T00:30:59.1Z,1,REGULAR,freethrow,1 of 2,[],1630178,,,1610612755,17,23,2026-02-22T00:30:59Z,1270000,False,,,0,,T. Maxey Free Throw 1 of 2 (1 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,Made,,1.0,,,,,,,,,,,,
129,PT03M01.00S,2026-02-22T00:31:01.2Z,1,REGULAR,substitution,out,[],1642852,,,1610612755,17,23,2026-02-22T00:31:07Z,1280000,False,,,0,,SUB out: D. Queen,[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT03M01.00S,2026-02-22T00:31:01.2Z,1,REGULAR,substitution,out,[],1630180,,,1610612755,17,23,2026-02-22T00:31:07Z,1290000,False,,,0,,SUB out: S. Bey,[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT03M01.00S,2026-02-22T00:31:01.2Z,1,REGULAR,substitution,in,[],1629673,,,1610612755,17,23,2026-02-22T00:31:07Z,1300000,False,,,0,,SUB in: J. Poole,[1629673],1610612740.0,NOP,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT03M01.00S,2026-02-22T00:31:01.2Z,1,REGULAR,substitution,in,[],1642847,,,1610612755,17,23,2026-02-22T00:31:07Z,1310000,False,,,0,,SUB in: J. Fears,[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT03M01.00S,2026-02-22T00:31:34.1Z,1,REGULAR,freethrow,2 of 2,[],1630178,,,1610612755,17,24,2026-02-22T00:31:34Z,1320000,False,,,0,,T. Maxey Free Throw 2 of 2 (2 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,Made,,2.0,,,,,,,,,,,,
134,PT02M43.00S,2026-02-22T00:31:51.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630529,93.51182654402102,47.794117647058826,1610612740,17,24,2026-02-22T00:31:59Z,1330000,False,-11.0,8.0,1,right,MISS H. Jones driving Layup,[1630529],1610612740.0,NOP,driving,,,Jones,H. Jones,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,,1.39,,,,,,,,
135,PT02M42.00S,2026-02-22T00:31:52.9Z,1,REGULAR,rebound,defensive,[],1641737,,,1610612755,17,24,2026-02-22T00:31:59Z,1340000,False,,,0,,A. Bona REBOUND (Off:0 Def:4),[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,Restricted Area,0-8 Center,,,,,,,134.0,,,,,,4.0,4.0,0.0,,,,,
136,PT02M37.00S,2026-02-22T00:31:58.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630178,30.699737187910642,18.872549019607842,1610612755,17,24,2026-02-22T00:36:55Z,1350000,False,156.0,236.0,1,left,MISS T. Maxey 28' running pullup 3PT,[1630178],1610612755.0,PHI,running pullup,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,,,,28.28,,,,,,,,
137,PT02M35.00S,2026-02-22T00:32:00.0Z,1,REGULAR,rebound,defensive,[],1629673,,,1610612740,17,24,2026-02-22T00:32:28Z,1360000,False,,,0,,J. Poole REBOUND (Off:0 Def:1),[1629673],1610612740.0,NOP,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Right Center,,,,,,,136.0,,,,,,1.0,1.0,0.0,,,,,
138,PT02M35.00S,2026-02-22T00:32:07.8Z,1,REGULAR,foul,personal,[],1631133,,,1610612740,17,24,2026-02-22T00:33:02Z,1370000,False,,,0,,J. Walker personal FOUL (1 PF),"[1631133, 1629673]",1610612755.0,PHI,,,,Walker,J. Walker,,,,,Mid-Range,16-24 Right,1628487.0,1.0,0.0,Poole,1629673.0,,,,,,,,,,,,,,,
140,PT02M35.00S,2026-02-22T00:32:26.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,17,24,2026-02-22T00:32:26Z,1390000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT02M35.00S,2026-02-22T00:34:25.2Z,1,REGULAR,substitution,out,[],1630178,,,1610612740,17,24,2026-02-22T00:34:50Z,1400000,False,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT02M35.00S,2026-02-22T00:34:25.2Z,1,REGULAR,substitution,out,[],1626162,,,1610612740,17,24,2026-02-22T00:34:50Z,1410000,False,,,0,,SUB out: K. Oubre Jr.,[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT02M35.00S,2026-02-22T00:34:25.2Z,1,REGULAR,substitution,in,[],1626166,,,1610612740,17,24,2026-02-22T00:34:50Z,1420000,False,,,0,,SUB in: C. Payne,[1626166],1610612755.0,PHI,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT02M35.00S,2026-02-22T00:34:25.2Z,1,REGULAR,substitution,in,[],1642845,,,1610612740,17,24,2026-02-22T00:34:50Z,1430000,False,,,0,,SUB in: V. Edgecombe,[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT02M18.00S,2026-02-22T00:35:15.0Z,1,REGULAR,3pt,Jump Shot,[],1642847,67.23061760840999,50.245098039215684,1610612740,17,24,2026-02-22T00:35:20Z,1440000,False,1.0,256.0,1,right,MISS J. Fears 25' 3PT,[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,,,,25.55,,,,,,,,
146,PT02M16.00S,2026-02-22T00:35:17.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612740,17,24,2026-02-22T00:37:49Z,1450000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,145.0,,,,,,,,,,,,,
148,PT02M16.00S,2026-02-22T00:35:28.7Z,1,REGULAR,substitution,out,[],1630529,,,1610612740,17,24,2026-02-22T00:36:23Z,1470000,False,,,0,,SUB out: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT02M16.00S,2026-02-22T00:35:28.7Z,1,REGULAR,substitution,in,[],1629627,,,1610612740,17,24,2026-02-22T00:36:23Z,1480000,False,,,0,,SUB in: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT02M09.00S,2026-02-22T00:35:46.5Z,1,REGULAR,turnover,out-of-bounds,[],1642847,,,1610612740,17,24,2026-02-22T00:35:53Z,1490000,False,,,0,,J. Fears bad pass out-of-bounds TURNOVER (1 TO),[1642847],1610612740.0,NOP,bad pass,,,Fears,J. Fears,,,,,In The Paint (Non-RA),8-16 Left,1628487.0,,,,,,,,1.0,,,,,,,,,,,
151,PT01M53.00S,2026-02-22T00:36:05.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1631133,24.129434954007884,11.519607843137255,1610612755,17,24,2026-02-22T00:36:09Z,1500000,False,192.0,174.0,1,left,MISS J. Walker 25' 3PT,[1631133],1610612755.0,PHI,,,,Walker,J. Walker,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,,,,25.96,,,,,,,,
152,PT01M51.00S,2026-02-22T00:36:07.0Z,1,REGULAR,rebound,defensive,[],1629627,,,1610612740,17,24,2026-02-22T00:36:09Z,1510000,False,,,0,,Z. Williamson REBOUND (Off:0 Def:1),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Above the Break 3,24+ Right Center,,,,,,,151.0,,,,,,1.0,1.0,0.0,,,,,
153,PT01M43.00S,2026-02-22T00:36:15.4Z,1,REGULAR,3pt,Jump Shot,[],1631121,94.56307490144546,94.6078431372549,1610612740,20,24,2026-02-22T00:36:27Z,1520000,False,223.0,-1.0,1,right,B. McGowens 3PT  (3 PTS) (Z. Williamson 4 AST),"[1631121, 1629627]",1610612740.0,NOP,,,,McGowens,B. McGowens,,,,,Right Corner 3,24+ Right,,,,,,Made,,3.0,,,,22.3,,,,,,Z. Williamson,1629627.0,4.0
155,PT01M22.00S,2026-02-22T00:36:38.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631121,,,1610612755,20,24,2026-02-22T00:36:44Z,1540000,False,,,0,,B. McGowens personal FOUL (2 PF) (Grimes 2 FT),"[1631121, 1629656]",1610612740.0,NOP,,,,McGowens,B. McGowens,,,,,In The Paint (Non-RA),8-16 Center,1629183.0,2.0,0.0,Grimes,1629656.0,,,,,,,,,,,,,,,
157,PT01M22.00S,2026-02-22T00:37:09.5Z,1,REGULAR,freethrow,1 of 2,[],1629656,,,1610612755,20,24,2026-02-22T00:37:09Z,1560000,False,,,0,,MISS Q. Grimes Free Throw 1 of 2,[1629656],1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
158,PT01M22.00S,2026-02-22T00:37:09.5Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612755,20,24,2026-02-22T00:37:09Z,1570000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,157.0,,,,,,,,,,,,,
159,PT01M22.00S,2026-02-22T00:37:27.9Z,1,REGULAR,freethrow,2 of 2,[],1629656,,,1610612755,20,25,2026-02-22T00:37:27Z,1580000,False,,,0,,Q. Grimes Free Throw 2 of 2 (7 PTS),[1629656],1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,,,,,,,,Made,,7.0,,,,,,,,,,,,
160,PT01M08.00S,2026-02-22T00:37:42.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,93.51182654402102,46.07843137254902,1610612740,20,25,2026-02-22T00:37:47Z,1590000,False,-20.0,8.0,1,right,MISS Z. Williamson driving Layup,[1629627],1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,,2.14,,,,,,,,
161,PT01M06.00S,2026-02-22T00:37:44.8Z,1,REGULAR,rebound,defensive,[],1631133,,,1610612755,20,25,2026-02-22T00:37:47Z,1600000,False,,,0,,J. Walker REBOUND (Off:0 Def:2),[1631133],1610612755.0,PHI,,,,Walker,J. Walker,,,,,Restricted Area,0-8 Center,,,,,,,160.0,,,,,,2.0,2.0,0.0,,,,,
162,PT01M03.00S,2026-02-22T00:37:50.1Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631255,,,1610612755,20,25,2026-02-22T00:37:59Z,1610000,False,,,0,,K. Matković shooting personal FOUL (1 PF) (Grimes 2 FT),"[1631255, 1629656]",1610612740.0,NOP,shooting,,,Matković,K. Matković,,,,,Restricted Area,0-8 Center,1628487.0,1.0,0.0,Grimes,1629656.0,,,,,,,,,,,,,,,
165,PT01M03.00S,2026-02-22T00:38:17.8Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1629656,,,1610612755,20,26,2026-02-22T00:38:17Z,1630000,False,,,0,,Q. Grimes Free Throw 1 of 2 (8 PTS),[1629656],1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,,,,,,,,Made,,8.0,,,,,,,,,,,,
166,PT01M03.00S,2026-02-22T00:38:37.0Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1629656,,,1610612755,20,27,2026-02-22T00:38:37Z,1640000,False,,,0,,Q. Grimes Free Throw 2 of 2 (9 PTS),[1629656],1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,,,,,,,,Made,,9.0,,,,,,,,,,,,
167,PT00M45.00S,2026-02-22T00:38:58.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631121,93.77463863337714,49.50980392156863,1610612740,22,27,2026-02-22T00:39:42Z,1650000,False,-2.0,6.0,1,right,B. McGowens driving DUNK (5 PTS) (Z. Williamson 5 AST),"[1631121, 1629627]",1610612740.0,NOP,driving,,,McGowens,B. McGowens,,,,,Restricted Area,0-8 Center,,,,,,Made,,5.0,,,,0.65,,,,,,Z. Williamson,1629627.0,5.0
170,PT00M33.50S,2026-02-22T00:39:46.5Z,1,REGULAR,2pt,Jump Shot,[],1642845,13.87976346911958,71.56862745098039,1610612755,22,29,2026-02-22T00:40:31Z,1680000,False,-108.0,78.0,1,left,V. Edgecombe 13' step back Jump Shot (5 PTS),[1642845],1610612755.0,PHI,step back,,,Edgecombe,V. Edgecombe,,,,,Mid-Range,8-16 Left,,,,,,Made,,5.0,,,,13.31,,,,,,,,
171,PT00M28.70S,2026-02-22T00:39:57.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641737,,,1610612740,22,29,2026-02-22T00:40:08Z,1690000,False,,,0,,A. Bona shooting personal FOUL (2 PF) (Williamson 2 FT),"[1641737, 1629627]",1610612755.0,PHI,shooting,,,Bona,A. Bona,,,,,Restricted Area,0-8 Center,1629183.0,2.0,0.0,Williamson,1629627.0,,,,,,,,,,,,,,,
173,PT00M28.70S,2026-02-22T00:40:23.3Z,1,REGULAR,freethrow,1 of 2,[],1629627,,,1610612740,23,29,2026-02-22T00:40:23Z,1710000,False,,,0,,Z. Williamson Free Throw 1 of 2 (4 PTS),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,Made,,4.0,,,,,,,,,,,,
174,PT00M28.70S,2026-02-22T00:40:33.5Z,1,REGULAR,substitution,out,[],1631255,,,1610612740,23,29,2026-02-22T00:40:35Z,1720000,False,,,0,,SUB out: K. Matković,[1631255],1610612740.0,NOP,,,,Matković,K. Matković,,,,,,,,,,,,,,,,,,,,,,,,,,
