actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
363,PT11M03.00S,2022-04-04T02:33:18.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630558,92.85479632063075,45.34313725490196,1610612758,44,68,2022-04-04T02:33:22Z,3550000,-23.0,15.0,1,right,D. Mitchell cutting Layup (5 PTS) (H. Barnes 1 AST),"[1630558, 203084]",1610612758.0,SAC,cutting,,,Mitchell,D. Mitchell,,,,,,,,,,2.75,Made,,5.0,H. Barnes,203084.0,1.0,,,,,,,,,
365,PT10M59.00S,2022-04-04T02:33:39.9Z,3,REGULAR,foul,offensive,[],203110,,,1610612744,44,68,2022-04-04T02:33:58Z,3570000,,,0,,D. Green offensive FOUL (4 PF),"[203110, 203200]",1610612744.0,GSW,,,,Green,D. Green,,,,,2003.0,4.0,1.0,Holiday,203200.0,,,,,,,,,,,,,,,,
367,PT10M59.00S,2022-04-04T02:33:39.9Z,3,REGULAR,turnover,offensive foul,[],203110,,,1610612744,44,68,2022-04-04T02:33:39Z,3590000,,,0,,D. Green offensive foul TURNOVER (2 TO),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,2003.0,,,,,,,,,,,,,,,2.0,,,,,
368,PT10M59.00S,2022-04-04T02:33:58.5Z,3,REGULAR,instantreplay,request,[],0,,,1610612758,44,68,2022-04-04T02:35:48Z,3600000,,,0,,,[],,,support,,,,,,,,,2003.0,,,,,,,,,,,,,,,,,,,,Common Foul Upheld
369,PT10M40.00S,2022-04-04T02:36:27.1Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],203200,67.09921156373193,53.67647058823529,1610612758,44,68,2022-04-04T02:36:32Z,3610000,18.0,257.0,1,right,MISS J. Holiday 25' 3PT,[203200],1610612758.0,SAC,,,,Holiday,J. Holiday,,,,,,,,,,25.75,Missed,,,,,,,,,,,,,,
370,PT10M35.00S,2022-04-04T02:36:32.1Z,3,REGULAR,rebound,defensive,[],1626172,,,1610612744,44,68,2022-04-04T02:36:32Z,3620000,,,0,,K. Looney REBOUND (Off:0 Def:1),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,369.0,,,,,1.0,1.0,0.0,,,,,,
371,PT10M30.00S,2022-04-04T02:36:36.3Z,3,REGULAR,3pt,Jump Shot,[],1629673,28.86005256241787,75.24509803921569,1610612744,44,68,2022-04-04T02:36:46Z,3630000,-126.0,219.0,1,left,MISS J. Poole 25' 3PT,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,25.26,Missed,,,,,,,,,,,,,,
372,PT10M29.00S,2022-04-04T02:36:37.3Z,3,REGULAR,rebound,defensive,[],1627745,,,1610612758,44,68,2022-04-04T02:36:46Z,3640000,,,0,,D. Jones REBOUND (Off:1 Def:3),[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,,,,,,371.0,,,,,4.0,3.0,1.0,,,,,,
373,PT10M29.00S,2022-04-04T02:36:42.9Z,3,REGULAR,foul,personal,[],1627780,,,1610612758,44,68,2022-04-04T02:37:15Z,3650000,,,0,,G. Payton II personal FOUL (3 PF),"[1627780, 1627745]",1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,2002.0,3.0,0.0,Jones,1627745.0,,,,,,,,,,,,,,,,
375,PT10M14.00S,2022-04-04T02:37:10.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203084,87.86136662286465,49.26470588235294,1610612758,46,68,2022-04-04T02:37:20Z,3670000,-4.0,62.0,1,right,H. Barnes 6' floating Jump Shot (7 PTS) (D. Mitchell 4 AST),"[203084, 1630558]",1610612758.0,SAC,floating,,,Barnes,H. Barnes,,,,,,,,,,6.17,Made,,7.0,D. Mitchell,1630558.0,4.0,,,,,,,,,
377,PT10M14.00S,2022-04-04T02:37:14.8Z,3,REGULAR,foul,personal,['1freethrow'],1627780,,,1610612758,46,68,2022-04-04T02:37:24Z,3690000,,,0,,G. Payton II shooting personal FOUL (4 PF) (Barnes 1 FT),"[1627780, 203084]",1610612744.0,GSW,shooting,,,Payton II,G. Payton II,,,,,2003.0,4.0,0.0,Barnes,203084.0,,,,,,,,,,,,,,,,
379,PT10M14.00S,2022-04-04T02:37:31.1Z,3,REGULAR,freethrow,1 of 1,[],203084,,,1610612758,47,68,2022-04-04T02:37:31Z,3710000,,,0,,H. Barnes Free Throw 1 of 1 (8 PTS),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,Made,,8.0,,,,,,,,,,,,
380,PT09M57.00S,2022-04-04T02:37:49.2Z,3,REGULAR,3pt,Jump Shot,[],203952,27.283180026281208,21.323529411764707,1610612744,47,71,2022-04-04T02:37:56Z,3720000,143.0,204.0,1,left,A. Wiggins 24' 3PT  (18 PTS) (J. Poole 3 AST),"[203952, 1629673]",1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,24.94,Made,,18.0,J. Poole,1629673.0,3.0,,,,,,,,,
382,PT09M46.00S,2022-04-04T02:37:59.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203084,92.46057818659659,46.568627450980394,1610612758,47,71,2022-04-04T02:38:04Z,3740000,-17.0,18.0,1,right,MISS H. Barnes cutting Layup - blocked,"[203084, 1629673]",1610612758.0,SAC,cutting,,,Barnes,H. Barnes,,,,,,,,,,2.52,Missed,,,,,,,,,,,,Poole,1629673.0,
383,PT09M46.00S,2022-04-04T02:37:59.7Z,3,REGULAR,block,,[],1629673,,,1610612758,47,71,2022-04-04T02:38:02Z,3750000,,,0,,J. Poole BLOCK (1 BLK),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,
384,PT09M43.00S,2022-04-04T02:38:02.7Z,3,REGULAR,rebound,defensive,[],1629673,,,1610612744,47,71,2022-04-04T02:38:04Z,3760000,,,0,,J. Poole REBOUND (Off:0 Def:3),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,382.0,,,,,3.0,3.0,0.0,,,,,,
385,PT09M42.00S,2022-04-04T02:38:08.4Z,3,REGULAR,turnover,out-of-bounds,[],1627780,,,1610612744,47,71,2022-04-04T02:38:14Z,3770000,,,0,,G. Payton II step out-of-bounds TURNOVER (1 TO),[1627780],1610612744.0,GSW,step,,,Payton II,G. Payton II,,,,,2003.0,,,,,,,,,,,,,,,1.0,,,,,
386,PT09M36.00S,2022-04-04T02:38:21.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630558,93.11760840998686,54.41176470588235,1610612758,49,71,2022-04-04T02:38:26Z,3780000,22.0,12.0,1,right,D. Mitchell driving Layup (7 PTS) (T. Lyles 1 AST),"[1630558, 1626168]",1610612758.0,SAC,driving,,,Mitchell,D. Mitchell,,,,,,,,,,2.52,Made,,7.0,T. Lyles,1626168.0,1.0,,,,,,,,,
388,PT09M17.00S,2022-04-04T02:38:40.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203110,8.492115637319317,45.588235294117645,1610612744,49,71,2022-04-04T02:38:46Z,3800000,22.0,27.0,1,left,MISS D. Green driving Layup,[203110],1610612744.0,GSW,driving,,,Green,D. Green,,,,,,,,,,3.51,Missed,,,,,,,,,,,,,,
389,PT09M13.00S,2022-04-04T02:38:43.4Z,3,REGULAR,rebound,defensive,[],203084,,,1610612758,49,71,2022-04-04T02:38:43Z,3810000,,,0,,H. Barnes REBOUND (Off:2 Def:5),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,388.0,,,,,7.0,5.0,2.0,,,,,,
390,PT09M07.00S,2022-04-04T02:38:49.8Z,3,REGULAR,3pt,Jump Shot,[],1626168,74.45795006570303,83.82352941176471,1610612758,49,71,2022-04-04T02:38:56Z,3820000,169.0,188.0,1,right,MISS T. Lyles 25' 3PT,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,25.26,Missed,,,,,,,,,,,,,,
391,PT09M05.00S,2022-04-04T02:38:54.3Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612758,49,71,2022-04-04T02:38:54Z,3830000,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,390.0,,,,,,,,,,,,,
392,PT09M05.00S,2022-04-04T02:38:55.6Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612758,49,71,2022-04-04T02:38:55Z,3840000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,PT08M57.00S,2022-04-04T02:39:16.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630558,91.93495400788436,45.83333333333333,1610612758,49,71,2022-04-04T02:39:22Z,3850000,-21.0,23.0,1,right,MISS D. Mitchell driving Layup - blocked,"[1630558, 203110]",1610612758.0,SAC,driving,,,Mitchell,D. Mitchell,,,,,,,,,,3.12,Missed,,,,,,,,,,,,Green,203110.0,
394,PT08M57.00S,2022-04-04T02:39:16.8Z,3,REGULAR,block,,[],203110,,,1610612758,49,71,2022-04-04T02:39:19Z,3860000,,,0,,D. Green BLOCK (1 BLK),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
395,PT08M53.00S,2022-04-04T02:39:20.8Z,3,REGULAR,rebound,defensive,[],1627780,,,1610612744,49,71,2022-04-04T02:40:41Z,3870000,,,0,,G. Payton II REBOUND (Off:1 Def:2),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,393.0,,,,,3.0,2.0,1.0,,,,,,
396,PT08M38.00S,2022-04-04T02:39:35.5Z,3,REGULAR,3pt,Jump Shot,[],1627780,5.469776609724048,95.09803921568627,1610612744,49,71,2022-04-04T02:39:39Z,3880000,-225.0,-1.0,1,left,MISS G. Payton II 3PT,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,22.55,Missed,,,,,,,,,,,,,,
397,PT08M35.00S,2022-04-04T02:39:38.5Z,3,REGULAR,rebound,defensive,[],1627745,,,1610612758,49,71,2022-04-04T02:39:39Z,3890000,,,0,,D. Jones REBOUND (Off:1 Def:4),[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,,,,,,396.0,,,,,5.0,4.0,1.0,,,,,,
398,PT08M25.00S,2022-04-04T02:39:49.1Z,3,REGULAR,3pt,Jump Shot,[],203084,66.83639947437582,50.49019607843137,1610612758,49,71,2022-04-04T02:39:54Z,3900000,2.0,259.0,1,right,MISS H. Barnes 25' 3PT,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,25.92,Missed,,,,,,,,,,,,,,
399,PT08M20.00S,2022-04-04T02:39:54.1Z,3,REGULAR,rebound,defensive,[],203952,,,1610612744,49,71,2022-04-04T02:39:54Z,3910000,,,0,,A. Wiggins REBOUND (Off:0 Def:2),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,398.0,,,,,2.0,2.0,0.0,,,,,,
400,PT08M09.00S,2022-04-04T02:40:05.0Z,3,REGULAR,3pt,Jump Shot,[],203952,21.76412614980289,88.72549019607843,1610612744,49,71,2022-04-04T02:40:09Z,3920000,-194.0,152.0,1,left,MISS A. Wiggins 24' 3PT,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,24.62,Missed,,,,,,,,,,,,,,
401,PT08M06.00S,2022-04-04T02:40:08.0Z,3,REGULAR,rebound,defensive,[],1626168,,,1610612758,49,71,2022-04-04T02:40:09Z,3930000,,,0,,T. Lyles REBOUND (Off:1 Def:2),[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,,400.0,,,,,3.0,2.0,1.0,,,,,,
402,PT08M02.00S,2022-04-04T02:40:16.3Z,3,REGULAR,foul,personal,[],1626172,,,1610612758,49,71,2022-04-04T02:40:31Z,3940000,,,0,,K. Looney personal FOUL (1 PF),"[1626172, 203084]",1610612744.0,GSW,,,,Looney,K. Looney,,,,,2002.0,1.0,0.0,Barnes,203084.0,,,,,,,,,,,,,,,,
404,PT07M52.00S,2022-04-04T02:40:46.1Z,3,REGULAR,3pt,Jump Shot,[],203200,76.5604467805519,86.02941176470588,1610612758,52,71,2022-04-04T02:40:52Z,3960000,180.0,168.0,1,right,J. Holiday 24' 3PT  (6 PTS) (D. Jones 1 AST),"[203200, 1627745]",1610612758.0,SAC,,,,Holiday,J. Holiday,,,,,,,,,,24.62,Made,,6.0,D. Jones,1627745.0,1.0,,,,,,,,,
406,PT07M52.00S,2022-04-04T02:40:54.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,52,71,2022-04-04T02:40:54Z,3980000,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,PT07M52.00S,2022-04-04T02:43:20.8Z,3,REGULAR,substitution,out,[],1627780,,,1610612744,52,71,2022-04-04T02:43:51Z,3990000,,,0,,SUB out: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,
408,PT07M52.00S,2022-04-04T02:43:20.8Z,3,REGULAR,substitution,out,[],203110,,,1610612744,52,71,2022-04-04T02:43:51Z,4000000,,,0,,SUB out: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
409,PT07M52.00S,2022-04-04T02:43:20.8Z,3,REGULAR,substitution,in,[],1627814,,,1610612744,52,71,2022-04-04T02:43:51Z,4010000,,,0,,SUB in: D. Lee,[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,,,,,,,,,,,,,,,,,,,
410,PT07M52.00S,2022-04-04T02:43:20.8Z,3,REGULAR,substitution,in,[],202357,,,1610612744,52,71,2022-04-04T02:43:51Z,4020000,,,0,,SUB in: N. Bjelica,[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,,,,,,,,,,,
411,PT07M39.00S,2022-04-04T02:44:05.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627814,5.732588699080158,53.92156862745098,1610612744,52,73,2022-04-04T02:44:11Z,4030000,-20.0,1.0,1,left,D. Lee cutting Layup (7 PTS) (N. Bjelica 5 AST),"[1627814, 202357]",1610612744.0,GSW,cutting,,,Lee,D. Lee,,,,,,,,,,1.96,Made,,7.0,N. Bjelica,202357.0,5.0,,,,,,,,,
413,PT07M13.00S,2022-04-04T02:44:30.1Z,3,REGULAR,3pt,Jump Shot,[],203084,92.72339027595268,3.431372549019608,1610612758,52,73,2022-04-04T02:44:35Z,4050000,-233.0,16.0,1,right,MISS H. Barnes 3PT,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,23.33,Missed,,,,,,,,,,,,,,
414,PT07M10.00S,2022-04-04T02:44:33.1Z,3,REGULAR,rebound,defensive,[],202357,,,1610612744,52,73,2022-04-04T02:44:35Z,4060000,,,0,,N. Bjelica REBOUND (Off:1 Def:9),[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,413.0,,,,,10.0,9.0,1.0,,,,,,
415,PT06M54.00S,2022-04-04T02:44:53.9Z,3,REGULAR,foul,offensive,[],1626172,,,1610612744,52,73,2022-04-04T02:45:06Z,4070000,,,0,,K. Looney charge offensive FOUL (2 PF),"[1626172, 203200]",1610612744.0,GSW,charge,,,Looney,K. Looney,,,,,2002.0,2.0,0.0,Holiday,203200.0,,,,,,,,,,,,,,,,
417,PT06M54.00S,2022-04-04T02:44:53.9Z,3,REGULAR,turnover,offensive foul,[],1626172,,,1610612744,52,73,2022-04-04T02:44:53Z,4090000,,,0,,K. Looney offensive foul TURNOVER (1 TO),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,2002.0,,,,,,,,,,,,,,,1.0,,,,,
418,PT06M54.00S,2022-04-04T02:45:09.2Z,3,REGULAR,substitution,out,[],203200,,,1610612758,52,73,2022-04-04T02:45:12Z,4100000,,,0,,SUB out: J. Holiday,[203200],1610612758.0,SAC,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
419,PT06M54.00S,2022-04-04T02:45:09.2Z,3,REGULAR,substitution,in,[],1628978,,,1610612758,52,73,2022-04-04T02:45:12Z,4110000,,,0,,SUB in: D. DiVincenzo,[1628978],1610612758.0,SAC,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,
420,PT06M33.00S,2022-04-04T02:45:37.2Z,3,REGULAR,foul,personal,['2freethrow'],203952,,,1610612758,52,73,2022-04-04T02:45:47Z,4120000,,,0,,A. Wiggins shooting personal FOUL (1 PF) (Jones 2 FT),"[203952, 1627745]",1610612744.0,GSW,shooting,,,Wiggins,A. Wiggins,,,,,1628172.0,1.0,0.0,Jones,1627745.0,,,,,,,,,,,,,,,,
422,PT06M33.00S,2022-04-04T02:46:01.6Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1627745,,,1610612758,53,73,2022-04-04T02:46:17Z,4140000,,,0,,D. Jones Free Throw 1 of 2 (9 PTS),[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,,,,,Made,,9.0,,,,,,,,,,,,
423,PT06M33.00S,2022-04-04T02:46:01.6Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1627745,,,1610612758,53,73,2022-04-04T02:46:17Z,4150000,,,0,,MISS D. Jones Free Throw 2 of 2,[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,,,,,Missed,,,,,,,,,,,,,,
424,PT06M30.00S,2022-04-04T02:46:04.6Z,3,REGULAR,rebound,defensive,[],1627814,,,1610612744,53,73,2022-04-04T02:46:17Z,4160000,,,0,,D. Lee REBOUND (Off:1 Def:3),[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,,,,,,423.0,,,,,4.0,3.0,1.0,,,,,,
425,PT06M10.00S,2022-04-04T02:46:36.0Z,3,REGULAR,3pt,Jump Shot,[],1627814,5.206964520367937,96.07843137254902,1610612744,53,73,2022-04-04T02:46:41Z,4170000,-230.0,-4.0,1,left,MISS D. Lee 3PT,[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,,,,23.04,Missed,,,,,,,,,,,,,,
426,PT06M07.00S,2022-04-04T02:46:39.0Z,3,REGULAR,rebound,defensive,[],203084,,,1610612758,53,73,2022-04-04T02:46:41Z,4180000,,,0,,H. Barnes REBOUND (Off:2 Def:6),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,425.0,,,,,8.0,6.0,2.0,,,,,,
427,PT06M02.00S,2022-04-04T02:46:44.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203084,93.51182654402102,53.67647058823529,1610612758,55,73,2022-04-04T02:46:50Z,4190000,18.0,8.0,1,right,H. Barnes running Layup (10 PTS),[203084],1610612758.0,SAC,running,,,Barnes,H. Barnes,,,,,,,,,,2.03,Made,,10.0,,,,,,,,,,,,
428,PT05M38.00S,2022-04-04T02:47:08.6Z,3,REGULAR,3pt,Jump Shot,[],1629673,12.171484888304862,2.941176470588235,1610612744,55,73,2022-04-04T02:47:14Z,4200000,235.0,62.0,1,left,MISS J. Poole 24' 3PT,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,24.33,Missed,,,,,,,,,,,,,,
429,PT05M33.00S,2022-04-04T02:47:13.1Z,3,REGULAR,rebound,offensive,[],1626172,,,1610612744,55,73,2022-04-04T02:47:13Z,4210000,,,0,,K. Looney REBOUND (Off:1 Def:1),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,428.0,,,,,2.0,1.0,1.0,,,,,,
430,PT05M26.00S,2022-04-04T02:47:19.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627814,11.251642575558476,51.225490196078425,1610612744,55,75,2022-04-04T02:47:29Z,4220000,-6.0,53.0,1,left,D. Lee finger roll Layup (9 PTS) (K. Looney 1 AST),"[1627814, 1626172]",1610612744.0,GSW,finger roll,,,Lee,D. Lee,,,,,,,,,,5.36,Made,,9.0,K. Looney,1626172.0,1.0,,,,,,,,,
432,PT05M17.00S,2022-04-04T02:47:33.2Z,3,REGULAR,foul,offensive,[],1626168,,,1610612758,55,75,2022-04-04T02:48:07Z,4240000,,,0,,T. Lyles charge offensive FOUL (2 PF),"[1626168, 1627814]",1610612758.0,SAC,charge,,,Lyles,T. Lyles,,,,,1628172.0,2.0,0.0,Lee,1627814.0,,,,,,,,,,,,,,,,
434,PT05M17.00S,2022-04-04T02:47:33.2Z,3,REGULAR,turnover,offensive foul,[],1626168,,,1610612758,55,75,2022-04-04T02:47:33Z,4260000,,,0,,T. Lyles offensive foul TURNOVER (1 TO),[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,1628172.0,,,,,,,,,,,,,,,1.0,,,,,
435,PT05M17.00S,2022-04-04T02:47:46.2Z,3,REGULAR,substitution,out,[],1626168,,,1610612744,55,75,2022-04-04T02:47:53Z,4270000,,,0,,SUB out: T. Lyles,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,
436,PT05M17.00S,2022-04-04T02:47:46.2Z,3,REGULAR,substitution,out,[],1626172,,,1610612744,55,75,2022-04-04T02:47:53Z,4280000,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,
437,PT05M17.00S,2022-04-04T02:47:46.2Z,3,REGULAR,substitution,in,[],1629002,,,1610612744,55,75,2022-04-04T02:47:53Z,4290000,,,0,,SUB in: C. Metu,[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,,,,,,,,,,,,,,,
438,PT05M17.00S,2022-04-04T02:47:46.2Z,3,REGULAR,substitution,in,[],1630228,,,1610612744,55,75,2022-04-04T02:47:53Z,4300000,,,0,,SUB in: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,
439,PT05M04.00S,2022-04-04T02:48:10.7Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],203952,22.683968462549277,34.068627450980394,1610612744,55,75,2022-04-04T02:50:32Z,4310000,80.0,161.0,1,left,MISS A. Wiggins 17' step back Shot,[203952],1610612744.0,GSW,step back,,,Wiggins,A. Wiggins,,,,,,,,,,17.94,Missed,,,,,,,,,,,,,,
440,PT04M55.00S,2022-04-04T02:48:19.7Z,3,REGULAR,rebound,defensive,[],1629002,,,1610612758,55,75,2022-04-04T02:48:21Z,4320000,,,0,,C. Metu REBOUND (Off:0 Def:1),[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,,439.0,,,,,1.0,1.0,0.0,,,,,,
441,PT04M52.00S,2022-04-04T02:48:22.5Z,3,REGULAR,3pt,Jump Shot,[],1629002,74.85216819973719,12.745098039215685,1610612758,55,75,2022-04-04T02:48:29Z,4330000,-186.0,184.0,1,right,MISS C. Metu 26' 3PT,[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,26.18,Missed,,,,,,,,,,,,,,
442,PT04M47.00S,2022-04-04T02:48:27.5Z,3,REGULAR,rebound,defensive,[],203952,,,1610612744,55,75,2022-04-04T02:48:29Z,4340000,,,0,,A. Wiggins REBOUND (Off:0 Def:3),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,441.0,,,,,3.0,3.0,0.0,,,,,,
443,PT04M34.00S,2022-04-04T02:48:39.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203952,6.389618922470433,54.166666666666664,1610612744,55,77,2022-04-04T02:48:56Z,4350000,-21.0,8.0,1,left,A. Wiggins driving Layup (20 PTS),[203952],1610612744.0,GSW,driving,,,Wiggins,A. Wiggins,,,,,,,,,,2.21,Made,,20.0,,,,,,,,,,,,
444,PT04M20.00S,2022-04-04T02:48:54.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630558,92.85479632063075,52.450980392156865,1610612758,57,77,2022-04-04T02:48:58Z,4360000,12.0,15.0,1,right,D. Mitchell driving Layup (9 PTS),[1630558],1610612758.0,SAC,driving,,,Mitchell,D. Mitchell,,,,,,,,,,1.92,Made,,9.0,,,,,,,,,,,,
445,PT03M53.00S,2022-04-04T02:49:21.0Z,3,REGULAR,3pt,Jump Shot,[],1629673,24.26084099868594,89.70588235294117,1610612744,57,77,2022-04-04T02:49:27Z,4370000,-199.0,176.0,1,left,MISS J. Poole 26' 3PT,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,26.5,Missed,,,,,,,,,,,,,,
446,PT03M53.00S,2022-04-04T02:49:21.0Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612744,57,77,2022-04-04T02:49:27Z,4380000,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,445.0,,,,,,,,,,,,,
447,PT03M53.00S,2022-04-04T02:49:27.2Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612744,57,77,2022-04-04T02:52:58Z,4435000,,,0,,GSW shot clock Team TURNOVER,[],1610612744.0,GSW,,,,,,,,,,2003.0,,,,,,,,,,,,,,,,,,,,
448,PT03M53.00S,2022-04-04T02:49:29.0Z,3,REGULAR,substitution,out,[],1627745,,,1610612758,57,77,2022-04-04T02:53:34Z,4437500,,,0,,SUB out: D. Jones,[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
449,PT03M53.00S,2022-04-04T02:49:29.0Z,3,REGULAR,substitution,out,[],1629673,,,1610612758,57,77,2022-04-04T02:53:34Z,4438750,,,0,,SUB out: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,
450,PT03M53.00S,2022-04-04T02:49:29.0Z,3,REGULAR,substitution,in,[],1628367,,,1610612758,57,77,2022-04-04T02:53:34Z,4439375,,,0,,SUB in: J. Jackson,[1628367],1610612758.0,SAC,,,,Jackson,J. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
451,PT03M53.00S,2022-04-04T02:49:29.0Z,3,REGULAR,substitution,in,[],1629308,,,1610612758,57,77,2022-04-04T02:53:34Z,4439687,,,0,,SUB in: J. Toscano-Anderson,[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
452,PT03M44.00S,2022-04-04T02:49:48.7Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629002,88.25558475689881,51.225490196078425,1610612758,59,77,2022-04-04T02:49:56Z,4440000,6.0,58.0,1,right,C. Metu pullup bank Jump Shot (4 PTS) (D. Mitchell 5 AST),"[1629002, 1630558]",1610612758.0,SAC,pullup bank,,,Metu,C. Metu,,,,,,,,,,5.82,Made,,4.0,D. Mitchell,1630558.0,5.0,,,,,,,,,
