actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
90,PT04M04.00S,2022-04-04T01:26:04.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,10,19,2022-04-04T01:26:04Z,900000,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M04.00S,2022-04-04T01:27:16.6Z,1,REGULAR,substitution,out,[],203200,,,1610612744,10,19,2022-04-04T01:28:45Z,910000,,,0,,SUB out: J. Holiday,[203200],1610612758.0,SAC,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M04.00S,2022-04-04T01:27:16.6Z,1,REGULAR,substitution,out,[],1626168,,,1610612744,10,19,2022-04-04T01:28:45Z,920000,,,0,,SUB out: T. Lyles,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M04.00S,2022-04-04T01:27:16.6Z,1,REGULAR,substitution,out,[],1629673,,,1610612744,10,19,2022-04-04T01:28:45Z,930000,,,0,,SUB out: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M04.00S,2022-04-04T01:27:16.6Z,1,REGULAR,substitution,out,[],203110,,,1610612744,10,19,2022-04-04T01:28:45Z,940000,,,0,,SUB out: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M04.00S,2022-04-04T01:27:16.6Z,1,REGULAR,substitution,in,[],1628978,,,1610612744,10,19,2022-04-04T01:28:45Z,950000,,,0,,SUB in: D. DiVincenzo,[1628978],1610612758.0,SAC,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M04.00S,2022-04-04T01:27:16.6Z,1,REGULAR,substitution,in,[],1629002,,,1610612744,10,19,2022-04-04T01:28:45Z,960000,,,0,,SUB in: C. Metu,[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M04.00S,2022-04-04T01:27:16.6Z,1,REGULAR,substitution,in,[],1629308,,,1610612744,10,19,2022-04-04T01:28:45Z,970000,,,0,,SUB in: J. Toscano-Anderson,[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M04.00S,2022-04-04T01:27:16.6Z,1,REGULAR,substitution,in,[],1630228,,,1610612744,10,19,2022-04-04T01:28:45Z,980000,,,0,,SUB in: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT03M58.00S,2022-04-04T01:28:58.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203952,92.72339027595268,44.11764705882353,1610612744,10,19,2022-04-04T01:34:57Z,990000,-29.0,16.0,1,right,MISS A. Wiggins driving Layup,[203952],1610612744.0,GSW,driving,,,Wiggins,A. Wiggins,,,,,,,,,,3.34,Missed,,,,,,,,,,,,,,
100,PT03M56.00S,2022-04-04T01:29:00.4Z,1,REGULAR,rebound,defensive,[],1628978,,,1610612758,10,19,2022-04-04T01:29:45Z,1000000,,,0,,D. DiVincenzo REBOUND (Off:0 Def:1),[1628978],1610612758.0,SAC,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,99.0,,,,,1.0,1.0,0.0,,,,,,
104,PT03M39.00S,2022-04-04T01:29:17.3Z,1,REGULAR,3pt,Jump Shot,[],1628978,28.728646517739815,17.401960784313726,1610612758,10,19,2022-04-04T01:29:34Z,1010000,163.0,218.0,1,left,MISS D. DiVincenzo 27' 3PT,[1628978],1610612758.0,SAC,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,27.18,Missed,,,,,,,,,,,,,,
105,PT03M36.00S,2022-04-04T01:29:20.3Z,1,REGULAR,rebound,defensive,[],202357,,,1610612744,10,19,2022-04-04T01:29:34Z,1020000,,,0,,N. Bjelica REBOUND (Off:0 Def:3),[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,104.0,,,,,3.0,3.0,0.0,,,,,,
106,PT03M26.00S,2022-04-04T01:29:30.8Z,1,REGULAR,3pt,Jump Shot,[],1630228,76.5604467805519,10.784313725490197,1610612744,10,22,2022-04-04T01:29:39Z,1030000,-196.0,168.0,1,right,J. Kuminga 25' 3PT  (3 PTS) (D. Lee 1 AST),"[1630228, 1627814]",1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,25.81,Made,,3.0,D. Lee,1627814.0,1.0,,,,,,,,,
108,PT03M09.00S,2022-04-04T01:29:51.0Z,1,REGULAR,foul,personal,[],1627814,,,1610612758,10,22,2022-04-04T01:30:02Z,1050000,,,0,,D. Lee personal FOUL (1 PF),"[1627814, 1627745]",1610612744.0,GSW,,,,Lee,D. Lee,,,,,2002.0,1.0,0.0,Jones,1627745.0,,,,,,,,,,,,,,,,
110,PT03M09.00S,2022-04-04T01:30:01.1Z,1,REGULAR,substitution,out,[],1627745,,,1610612758,10,22,2022-04-04T01:30:05Z,1070000,,,0,,SUB out: D. Jones,[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M09.00S,2022-04-04T01:30:01.1Z,1,REGULAR,substitution,in,[],1628367,,,1610612758,10,22,2022-04-04T01:30:05Z,1080000,,,0,,SUB in: J. Jackson,[1628367],1610612758.0,SAC,,,,Jackson,J. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M00.00S,2022-04-04T01:30:20.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630558,7.703679369250986,51.9607843137255,1610612758,10,22,2022-04-04T01:30:24Z,1090000,-10.0,20.0,1,left,MISS D. Mitchell driving Layup,[1630558],1610612758.0,SAC,driving,,,Mitchell,D. Mitchell,,,,,,,,,,2.22,Missed,,,,,,,,,,,,,,
113,PT02M58.00S,2022-04-04T01:30:22.5Z,1,REGULAR,rebound,defensive,[],202357,,,1610612744,10,22,2022-04-04T01:30:24Z,1100000,,,0,,N. Bjelica REBOUND (Off:0 Def:4),[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,112.0,,,,,4.0,4.0,0.0,,,,,,
114,PT02M54.00S,2022-04-04T01:30:26.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629308,92.06636005256242,53.92156862745098,1610612744,10,22,2022-04-04T01:30:40Z,1110000,20.0,22.0,1,right,MISS J. Toscano-Anderson running Layup - blocked,"[1629308, 1628367]",1610612744.0,GSW,running,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,2.95,Missed,,,,,,,,,,,,Jackson,1628367.0,
115,PT02M54.00S,2022-04-04T01:30:26.9Z,1,REGULAR,block,,[],1628367,,,1610612744,10,22,2022-04-04T01:30:33Z,1120000,,,0,,J. Jackson BLOCK (1 BLK),[1628367],1610612758.0,SAC,,,,Jackson,J. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT02M46.00S,2022-04-04T01:30:34.9Z,1,REGULAR,rebound,offensive,[],1627814,,,1610612744,10,22,2022-04-04T01:30:40Z,1130000,,,0,,D. Lee REBOUND (Off:1 Def:1),[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,,,,,,114.0,,,,,2.0,1.0,1.0,,,,,,
117,PT02M41.00S,2022-04-04T01:30:39.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627814,93.11760840998686,46.568627450980394,1610612744,10,24,2022-04-04T01:30:44Z,1140000,-17.0,12.0,1,right,D. Lee driving Layup (2 PTS) (N. Bjelica 1 AST),"[1627814, 202357]",1610612744.0,GSW,driving,,,Lee,D. Lee,,,,,,,,,,2.11,Made,,2.0,N. Bjelica,202357.0,1.0,,,,,,,,,
118,PT02M20.00S,2022-04-04T01:31:00.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629002,7.440867279894875,46.568627450980394,1610612758,10,24,2022-04-04T01:31:08Z,1150000,17.0,17.0,1,left,MISS C. Metu driving DUNK,[1629002],1610612758.0,SAC,driving,,,Metu,C. Metu,,,,,,,,,,2.45,Missed,,,,,,,,,,,,,,
119,PT02M20.00S,2022-04-04T01:31:03.6Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612744,10,24,2022-04-04T01:31:03Z,1160000,,,0,,TEAM defensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,118.0,,,,,,,,,,,,,
120,PT02M20.00S,2022-04-04T01:31:05.0Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612744,10,24,2022-04-04T01:31:05Z,1170000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M09.00S,2022-04-04T01:31:24.7Z,1,REGULAR,foul,personal,['2freethrow'],1628978,,,1610612744,10,24,2022-04-04T01:31:44Z,1180000,,,0,,D. DiVincenzo shooting personal FOUL (1 PF) (Kuminga 2 FT),"[1628978, 1630228]",1610612758.0,SAC,shooting,,,DiVincenzo,D. DiVincenzo,,,,,2002.0,1.0,0.0,Kuminga,1630228.0,,,,,,,,,,,,,,,,
123,PT02M09.00S,2022-04-04T01:31:51.1Z,1,REGULAR,stoppage,blood rule,[],0,,,1610612744,10,24,2022-04-04T01:31:51Z,1200000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M09.00S,2022-04-04T01:33:03.1Z,1,REGULAR,freethrow,1 of 2,[],1630228,,,1610612744,10,24,2022-04-04T01:33:10Z,1210000,,,0,,MISS J. Kuminga Free Throw 1 of 2,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,Missed,,,,,,,,,,,,,,
125,PT02M09.00S,2022-04-04T01:33:03.1Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612744,10,24,2022-04-04T01:33:10Z,1220000,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,124.0,,,,,,,,,,,,,
126,PT02M09.00S,2022-04-04T01:33:03.1Z,1,REGULAR,freethrow,2 of 2,[],1630228,,,1610612744,10,24,2022-04-04T01:33:10Z,1230000,,,0,,MISS J. Kuminga Free Throw 2 of 2,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,Missed,,,,,,,,,,,,,,
127,PT02M06.00S,2022-04-04T01:33:06.1Z,1,REGULAR,rebound,defensive,[],203084,,,1610612758,10,24,2022-04-04T01:33:10Z,1240000,,,0,,H. Barnes REBOUND (Off:1 Def:3),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,126.0,,,,,4.0,3.0,1.0,,,,,,
128,PT01M48.00S,2022-04-04T01:33:27.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629002,11.383048620236531,38.23529411764706,1610612758,12,24,2022-04-04T01:33:31Z,1250000,59.0,55.0,1,left,C. Metu 8' turnaround Hook (2 PTS),[1629002],1610612758.0,SAC,turnaround,,,Metu,C. Metu,,,,,,,,,,8.02,Made,,2.0,,,,,,,,,,,,
129,PT01M39.00S,2022-04-04T01:33:38.5Z,1,REGULAR,foul,personal,[],1628367,,,1610612744,12,24,2022-04-04T01:33:46Z,1260000,,,0,,J. Jackson personal FOUL (1 PF),"[1628367, 1629308]",1610612758.0,SAC,,,,Jackson,J. Jackson,,,,,2002.0,1.0,0.0,Toscano-Anderson,1629308.0,,,,,,,,,,,,,,,,
131,PT01M39.00S,2022-04-04T01:33:49.3Z,1,REGULAR,substitution,out,[],203084,,,1610612744,12,24,2022-04-04T01:33:54Z,1280000,,,0,,SUB out: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT01M39.00S,2022-04-04T01:33:49.3Z,1,REGULAR,substitution,in,[],203087,,,1610612744,12,24,2022-04-04T01:33:54Z,1290000,,,0,,SUB in: J. Lamb,[203087],1610612758.0,SAC,,,,Lamb,J. Lamb,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT01M28.00S,2022-04-04T01:34:09.7Z,1,REGULAR,3pt,Jump Shot,[],1630228,67.23061760840999,39.21568627450981,1610612744,12,27,2022-04-04T01:34:16Z,1300000,-54.0,256.0,1,right,J. Kuminga 26' 3PT  (6 PTS) (A. Wiggins 3 AST),"[1630228, 203952]",1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,26.11,Made,,6.0,A. Wiggins,203952.0,3.0,,,,,,,,,
135,PT01M10.00S,2022-04-04T01:34:28.3Z,1,REGULAR,2pt,Jump Shot,[],1629002,16.63929040735874,77.94117647058823,1610612758,12,27,2022-04-04T01:34:33Z,1320000,-140.0,104.0,1,left,MISS C. Metu 17' Jump Shot,[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,17.41,Missed,,,,,,,,,,,,,,
136,PT01M06.00S,2022-04-04T01:34:32.3Z,1,REGULAR,rebound,defensive,[],1627814,,,1610612744,12,27,2022-04-04T01:34:33Z,1330000,,,0,,D. Lee REBOUND (Off:1 Def:2),[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,,,,,,135.0,,,,,3.0,2.0,1.0,,,,,,
137,PT00M52.00S,2022-04-04T01:34:46.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627814,88.51839684625493,41.911764705882355,1610612744,12,27,2022-04-04T01:34:51Z,1340000,-40.0,55.0,1,right,MISS D. Lee 6' pullup Shot,[1627814],1610612744.0,GSW,pullup,,,Lee,D. Lee,,,,,,,,,,6.86,Missed,,,,,,,,,,,,,,
138,PT00M49.80S,2022-04-04T01:34:49.1Z,1,REGULAR,rebound,defensive,[],1628978,,,1610612758,12,27,2022-04-04T01:34:51Z,1350000,,,0,,D. DiVincenzo REBOUND (Off:0 Def:2),[1628978],1610612758.0,SAC,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,137.0,,,,,2.0,2.0,0.0,,,,,,
139,PT00M34.10S,2022-04-04T01:35:04.8Z,1,REGULAR,turnover,bad pass,[],1628978,,,1610612758,12,27,2022-04-04T01:35:09Z,1360000,,,0,,D. DiVincenzo bad pass TURNOVER (1 TO),"[1628978, 1629308]",1610612758.0,SAC,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,1.0,Toscano-Anderson,1629308.0,,,
140,PT00M34.10S,2022-04-04T01:35:04.8Z,1,REGULAR,steal,,[],1629308,,,1610612744,12,27,2022-04-04T01:35:06Z,1370000,,,0,,J. Toscano-Anderson STEAL (1 STL),[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT00M25.80S,2022-04-04T01:35:15.1Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203087,,,1610612744,12,27,2022-04-04T01:35:26Z,1380000,,,0,,J. Lamb shooting personal FOUL (1 PF) (Wiggins 2 FT),"[203087, 203952]",1610612758.0,SAC,shooting,,,Lamb,J. Lamb,,,,,2002.0,1.0,0.0,Wiggins,203952.0,,,,,,,,,,,,,,,,
143,PT00M25.80S,2022-04-04T01:35:43.1Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],203952,,,1610612744,12,27,2022-04-04T01:35:43Z,1400000,,,0,,MISS A. Wiggins Free Throw 1 of 2,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,Missed,,,,,,,,,,,,,,
144,PT00M25.80S,2022-04-04T01:35:43.1Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612744,12,27,2022-04-04T01:35:43Z,1410000,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,143.0,,,,,,,,,,,,,
145,PT00M25.80S,2022-04-04T01:35:44.5Z,1,REGULAR,substitution,out,[],1627814,,,1610612744,12,27,2022-04-04T01:35:53Z,1420000,,,0,,SUB out: D. Lee,[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT00M25.80S,2022-04-04T01:35:44.5Z,1,REGULAR,substitution,out,[],202357,,,1610612744,12,27,2022-04-04T01:35:53Z,1430000,,,0,,SUB out: N. Bjelica,[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT00M25.80S,2022-04-04T01:35:44.5Z,1,REGULAR,substitution,in,[],203110,,,1610612744,12,27,2022-04-04T01:35:53Z,1440000,,,0,,SUB in: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT00M25.80S,2022-04-04T01:35:44.5Z,1,REGULAR,substitution,in,[],1627780,,,1610612744,12,27,2022-04-04T01:35:53Z,1450000,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT00M25.80S,2022-04-04T01:36:09.3Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],203952,,,1610612744,12,28,2022-04-04T01:36:09Z,1460000,,,0,,A. Wiggins Free Throw 2 of 2 (8 PTS),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,Made,,8.0,,,,,,,,,,,,
150,PT00M00.50S,2022-04-04T01:36:37.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628367,6.1268068331143235,58.08823529411765,1610612758,14,28,2022-04-04T01:36:45Z,1470000,-40.0,5.0,1,left,J. Jackson Layup (2 PTS) (D. DiVincenzo 1 AST),"[1628367, 1628978]",1610612758.0,SAC,,,,Jackson,J. Jackson,,,,,,,,,,4.07,Made,,2.0,D. DiVincenzo,1628978.0,1.0,,,,,,,,,
154,PT00M00.00S,2022-04-04T01:36:50.5Z,1,REGULAR,period,end,[],0,,,1610612744,14,28,2022-04-04T01:36:50Z,1510000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2022-04-04T01:37:19.5Z,2,REGULAR,substitution,out,['startperiod'],1630558,,,1610612744,14,28,2022-04-04T01:39:35Z,1520000,,,0,,SUB out: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2022-04-04T01:37:19.5Z,2,REGULAR,substitution,out,['startperiod'],203952,,,1610612744,14,28,2022-04-04T01:39:35Z,1530000,,,0,,SUB out: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2022-04-04T01:37:19.5Z,2,REGULAR,substitution,out,['startperiod'],203110,,,1610612744,14,28,2022-04-04T01:39:35Z,1540000,,,0,,SUB out: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2022-04-04T01:37:19.5Z,2,REGULAR,substitution,out,['startperiod'],1627780,,,1610612744,14,28,2022-04-04T01:39:35Z,1550000,,,0,,SUB out: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2022-04-04T01:37:19.5Z,2,REGULAR,substitution,in,['startperiod'],1626168,,,1610612744,14,28,2022-04-04T01:39:35Z,1560000,,,0,,SUB in: T. Lyles,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2022-04-04T01:37:19.5Z,2,REGULAR,substitution,in,['startperiod'],1627814,,,1610612744,14,28,2022-04-04T01:39:35Z,1570000,,,0,,SUB in: D. Lee,[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2022-04-04T01:37:19.5Z,2,REGULAR,substitution,in,['startperiod'],202357,,,1610612744,14,28,2022-04-04T01:39:35Z,1580000,,,0,,SUB in: N. Bjelica,[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2022-04-04T01:37:19.5Z,2,REGULAR,substitution,in,['startperiod'],1629673,,,1610612744,14,28,2022-04-04T01:39:35Z,1590000,,,0,,SUB in: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2022-04-04T01:39:39.9Z,2,REGULAR,period,start,[],0,,,1610612744,14,28,2022-04-04T01:39:39Z,1600000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT11M47.00S,2022-04-04T01:39:53.6Z,2,REGULAR,foul,personal,['2freethrow'],1629002,,,1610612744,14,28,2022-04-04T01:40:02Z,1610000,,,0,,C. Metu shooting personal FOUL (1 PF) (Kuminga 2 FT),"[1629002, 1630228]",1610612758.0,SAC,shooting,,,Metu,C. Metu,,,,,1628172.0,1.0,0.0,Kuminga,1630228.0,,,,,,,,,,,,,,,,
167,PT11M47.00S,2022-04-04T01:40:15.8Z,2,REGULAR,freethrow,1 of 2,[],1630228,,,1610612744,14,29,2022-04-04T01:40:15Z,1630000,,,0,,J. Kuminga Free Throw 1 of 2 (7 PTS),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,Made,,7.0,,,,,,,,,,,,
168,PT11M47.00S,2022-04-04T01:40:30.6Z,2,REGULAR,freethrow,2 of 2,[],1630228,,,1610612744,14,30,2022-04-04T01:40:30Z,1640000,,,0,,J. Kuminga Free Throw 2 of 2 (8 PTS),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,Made,,8.0,,,,,,,,,,,,
169,PT11M34.00S,2022-04-04T01:40:48.6Z,2,REGULAR,2pt,Jump Shot,[],203087,15.588042049934298,72.79411764705883,1610612758,16,30,2022-04-04T01:40:57Z,1650000,-114.0,94.0,1,left,J. Lamb 14' pullup Jump Shot (2 PTS),[203087],1610612758.0,SAC,pullup,,,Lamb,J. Lamb,,,,,,,,,,14.78,Made,,2.0,,,,,,,,,,,,
170,PT11M34.00S,2022-04-04T01:40:52.4Z,2,REGULAR,foul,personal,['1freethrow'],1630228,,,1610612758,16,30,2022-04-04T01:41:00Z,1660000,,,0,,J. Kuminga shooting personal FOUL (1 PF) (Lamb 1 FT),"[1630228, 203087]",1610612744.0,GSW,shooting,,,Kuminga,J. Kuminga,,,,,1628172.0,1.0,0.0,Lamb,203087.0,,,,,,,,,,,,,,,,
172,PT11M34.00S,2022-04-04T01:41:10.3Z,2,REGULAR,freethrow,1 of 1,[],203087,,,1610612758,17,30,2022-04-04T01:41:10Z,1680000,,,0,,J. Lamb Free Throw 1 of 1 (3 PTS),[203087],1610612758.0,SAC,,,,Lamb,J. Lamb,,,,,,,,,,,Made,,3.0,,,,,,,,,,,,
173,PT11M14.00S,2022-04-04T01:41:37.3Z,2,REGULAR,violation,kicked ball,[],1629002,,,1610612744,17,30,2022-04-04T02:10:03Z,1690000,,,0,,C. Metu kicked ball VIOLATION,[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,1628172.0,,,,,,,,,,,,,,,,,,,,
174,PT11M02.00S,2022-04-04T01:41:58.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627814,94.03745072273325,45.83333333333333,1610612744,17,32,2022-04-04T01:42:08Z,1700000,-21.0,4.0,1,right,D. Lee cutting Layup (4 PTS) (N. Bjelica 2 AST),"[1627814, 202357]",1610612744.0,GSW,cutting,,,Lee,D. Lee,,,,,,,,,,2.11,Made,,4.0,N. Bjelica,202357.0,2.0,,,,,,,,,
176,PT10M56.00S,2022-04-04T01:42:12.3Z,2,REGULAR,foul,personal,[],1629308,,,1610612758,17,32,2022-04-04T01:42:21Z,1720000,,,0,,J. Toscano-Anderson personal FOUL (1 PF),"[1629308, 1628367]",1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,2003.0,1.0,0.0,Jackson,1628367.0,,,,,,,,,,,,,,,,
178,PT10M41.00S,2022-04-04T01:42:37.4Z,2,REGULAR,3pt,Jump Shot,[],203087,32.013797634691194,52.69607843137255,1610612758,17,32,2022-04-04T01:42:46Z,1740000,-13.0,248.0,1,left,MISS J. Lamb 24' 3PT,[203087],1610612758.0,SAC,,,,Lamb,J. Lamb,,,,,,,,,,24.88,Missed,,,,,,,,,,,,,,
179,PT10M37.00S,2022-04-04T01:42:41.4Z,2,REGULAR,rebound,offensive,[],1628367,,,1610612758,17,32,2022-04-04T01:42:46Z,1750000,,,0,,J. Jackson REBOUND (Off:1 Def:0),[1628367],1610612758.0,SAC,,,,Jackson,J. Jackson,,,,,,,,,,,,178.0,,,,,1.0,0.0,1.0,,,,,,
180,PT10M37.00S,2022-04-04T01:42:44.9Z,2,REGULAR,foul,personal,['2freethrow'],1629308,,,1610612758,17,32,2022-04-04T01:42:57Z,1760000,,,0,,J. Toscano-Anderson shooting personal FOUL (2 PF) (Lyles 2 FT),"[1629308, 1626168]",1610612744.0,GSW,shooting,,,Toscano-Anderson,J. Toscano-Anderson,,,,,2003.0,2.0,0.0,Lyles,1626168.0,,,,,,,,,,,,,,,,
182,PT10M37.00S,2022-04-04T01:43:13.3Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1626168,,,1610612758,18,32,2022-04-04T01:43:13Z,1780000,,,0,,T. Lyles Free Throw 1 of 2 (6 PTS),[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,Made,,6.0,,,,,,,,,,,,
183,PT10M37.00S,2022-04-04T01:43:31.8Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1626168,,,1610612758,19,32,2022-04-04T01:43:31Z,1790000,,,0,,T. Lyles Free Throw 2 of 2 (7 PTS),[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,Made,,7.0,,,,,,,,,,,,
184,PT10M25.00S,2022-04-04T01:43:45.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202357,91.93495400788436,50.0,1610612744,19,34,2022-04-04T01:43:51Z,1800000,0.0,23.0,1,right,N. Bjelica Layup (2 PTS) (J. Kuminga 1 AST),"[202357, 1630228]",1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,2.33,Made,,2.0,J. Kuminga,1630228.0,1.0,,,,,,,,,
