actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
444,PT06M12.00S,2021-12-18T04:35:54.0Z,3,REGULAR,foul,personal,['2freethrow'],203500,,,1610612758,64,72,2021-12-18T04:36:04Z,4380000,,,0,,S. Adams shooting personal FOUL (2 PF) (Thompson 2 FT),"[203500, 202684]",1610612763.0,MEM,shooting,,,Adams,S. Adams,,,,,,,,,,,,200833.0,2.0,0.0,Thompson,202684.0,,,,,,,,
446,PT06M12.00S,2021-12-18T04:36:21.8Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],202684,,,1610612758,64,72,2021-12-18T04:36:55Z,4400000,,,0,,MISS T. Thompson Free Throw 1 of 2,[202684],1610612758.0,SAC,,,,Thompson,T. Thompson,,,,,,Missed,,,,,,,,,,,,,,,,,,
447,PT06M12.00S,2021-12-18T04:36:21.8Z,3,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612758,64,72,2021-12-18T04:36:55Z,4410000,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,446.0,,,,,,,,,,,,,,,,,
448,PT06M12.00S,2021-12-18T04:36:23.1Z,3,REGULAR,substitution,out,[],1628991,,,1610612758,64,72,2021-12-18T04:36:29Z,4420000,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,
449,PT06M12.00S,2021-12-18T04:36:23.1Z,3,REGULAR,substitution,out,[],1630217,,,1610612758,64,72,2021-12-18T04:36:29Z,4430000,,,0,,SUB out: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,
450,PT06M12.00S,2021-12-18T04:36:23.1Z,3,REGULAR,substitution,in,[],203937,,,1610612758,64,72,2021-12-18T04:36:29Z,4440000,,,0,,SUB in: K. Anderson,[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,
451,PT06M12.00S,2021-12-18T04:36:23.1Z,3,REGULAR,substitution,in,[],1629001,,,1610612758,64,72,2021-12-18T04:36:29Z,4450000,,,0,,SUB in: D. Melton,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,
452,PT06M12.00S,2021-12-18T04:36:21.8Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],202684,,,1610612758,64,72,2021-12-18T04:36:55Z,4460000,,,0,,MISS T. Thompson Free Throw 2 of 2,[202684],1610612758.0,SAC,,,,Thompson,T. Thompson,,,,,,Missed,,,,,,,,,,,,,,,,,,
453,PT06M10.00S,2021-12-18T04:36:23.8Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612763,64,72,2021-12-18T04:36:55Z,4470000,,,0,,TEAM defensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,452.0,,,,,,,,,,,,,,,,,
454,PT06M10.00S,2021-12-18T04:36:54.4Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612763,64,72,2021-12-18T04:36:54Z,4480000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,PT05M53.00S,2021-12-18T04:37:14.0Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612763,64,72,2021-12-18T04:37:14Z,4490000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,PT05M49.00S,2021-12-18T04:37:31.5Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1629001,91.67214191852825,38.23529411764706,1610612763,64,72,2021-12-18T04:37:36Z,4500000,-59.0,26.0,1,right,MISS D. Melton 6' Hook,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,6.42,Missed,,,,,,,,,,,,,,,,,,
457,PT05M46.00S,2021-12-18T04:37:34.5Z,3,REGULAR,rebound,defensive,[],1630169,,,1610612758,64,72,2021-12-18T04:37:36Z,4510000,,,0,,T. Haliburton REBOUND (Off:0 Def:6),[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,456.0,6.0,6.0,0.0,,,,,,,,,,,,,,
458,PT05M39.00S,2021-12-18T04:37:42.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202684,5.863994743758213,45.83333333333333,1610612758,66,72,2021-12-18T04:37:46Z,4520000,21.0,3.0,1,left,T. Thompson Layup (6 PTS) (T. Haliburton 8 AST),"[202684, 1630169]",1610612758.0,SAC,,,,Thompson,T. Thompson,,,,,2.1,Made,,,,,6.0,,,,,,T. Haliburton,1630169.0,8.0,,,,,
460,PT05M20.00S,2021-12-18T04:37:59.3Z,3,REGULAR,2pt,Jump Shot,[],1628415,91.5407358738502,31.372549019607842,1610612763,66,72,2021-12-18T04:38:05Z,4540000,-93.0,27.0,1,right,MISS D. Brooks 9' pullup Shot,[1628415],1610612763.0,MEM,pullup,,,Brooks,D. Brooks,,,,,9.69,Missed,,,,,,,,,,,,,,,,,,
461,PT05M17.00S,2021-12-18T04:38:02.3Z,3,REGULAR,rebound,defensive,[],202684,,,1610612758,66,72,2021-12-18T04:38:05Z,4550000,,,0,,T. Thompson REBOUND (Off:2 Def:2),[202684],1610612758.0,SAC,,,,Thompson,T. Thompson,,,,,,,460.0,4.0,2.0,2.0,,,,,,,,,,,,,,
462,PT05M08.00S,2021-12-18T04:38:11.7Z,3,REGULAR,3pt,Jump Shot,[],203084,28.991458607095925,70.58823529411765,1610612758,66,72,2021-12-18T04:38:17Z,4560000,-103.0,220.0,1,left,MISS H. Barnes 24' 3PT,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,24.29,Missed,,,,,,,,,,,,,,,,,,
463,PT05M08.00S,2021-12-18T04:38:11.7Z,3,REGULAR,rebound,offensive,[],202684,,,1610612758,66,72,2021-12-18T04:47:21Z,4570000,,,0,,T. Thompson REBOUND (Off:3 Def:2),[202684],1610612758.0,SAC,,,,Thompson,T. Thompson,,,,,,,462.0,5.0,2.0,3.0,,,,,,,,,,,,,,
510,PT05M07.00S,2021-12-18T04:38:19.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202684,8.278580814717477,48.06219362745098,1610612758,66,72,2021-12-18T04:47:31Z,4575000,10.0,25.0,1,left,MISS T. Thompson tip Layup,[202684],1610612758.0,SAC,tip,,,Thompson,T. Thompson,,,,,2.71,Missed,,,,,,,,,,,,,,,,,,
511,PT05M04.00S,2021-12-18T04:38:22.6Z,3,REGULAR,rebound,defensive,[],203500,,,1610612763,66,72,2021-12-18T04:47:31Z,4577500,,,0,,S. Adams REBOUND (Off:5 Def:7),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,510.0,12.0,7.0,5.0,,,,,,,,,,,,,,
464,PT04M53.00S,2021-12-18T04:38:27.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628415,87.72996057818659,37.00980392156863,1610612763,66,74,2021-12-18T04:38:34Z,4580000,-65.0,63.0,1,right,D. Brooks 9' turnaround fadeaway Jump Shot (19 PTS) (S. Adams 4 AST),"[1628415, 203500]",1610612763.0,MEM,turnaround fadeaway,,,Brooks,D. Brooks,,,,,9.04,Made,,,,,19.0,,,,,,S. Adams,203500.0,4.0,,,,,
466,PT04M42.00S,2021-12-18T04:38:38.2Z,3,REGULAR,3pt,Jump Shot,[],1630169,30.17411300919842,68.13725490196079,1610612758,69,74,2021-12-18T04:43:37Z,4600000,-91.0,231.0,1,left,T. Haliburton 24' 3PT pullup (15 PTS),[1630169],1610612758.0,SAC,pullup,,,Haliburton,T. Haliburton,,,,,24.83,Made,,,,,15.0,,,,,,,,,,,,,
467,PT04M30.00S,2021-12-18T04:38:53.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628415,92.59198423127464,41.17647058823529,1610612763,69,74,2021-12-18T04:39:00Z,4610000,-44.0,17.0,1,right,MISS D. Brooks driving Layup,[1628415],1610612763.0,MEM,driving,,,Brooks,D. Brooks,,,,,4.73,Missed,,,,,,,,,,,,,,,,,,
468,PT04M30.00S,2021-12-18T04:38:59.9Z,3,REGULAR,rebound,defensive,[],202684,,,1610612758,69,74,2021-12-18T04:38:59Z,4620000,,,0,,T. Thompson REBOUND (Off:3 Def:3),[202684],1610612758.0,SAC,,,,Thompson,T. Thompson,,,,,,,467.0,6.0,3.0,3.0,,,,,,,,,,,,,,
470,PT04M30.00S,2021-12-18T04:39:03.2Z,3,REGULAR,turnover,out-of-bounds,[],202684,,,1610612758,69,74,2021-12-18T04:39:12Z,4640000,,,0,,T. Thompson step out-of-bounds TURNOVER (1 TO),[202684],1610612758.0,SAC,step,,,Thompson,T. Thompson,,,,,,,,,,,,200833.0,,,,,,,,,,1.0,,
471,PT04M30.00S,2021-12-18T04:39:06.6Z,3,REGULAR,substitution,out,[],202684,,,1610612763,69,74,2021-12-18T04:39:11Z,4650000,,,0,,SUB out: T. Thompson,[202684],1610612758.0,SAC,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,
472,PT04M30.00S,2021-12-18T04:39:06.6Z,3,REGULAR,substitution,out,[],203500,,,1610612763,69,74,2021-12-18T04:39:11Z,4660000,,,0,,SUB out: S. Adams,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,
473,PT04M30.00S,2021-12-18T04:39:06.6Z,3,REGULAR,substitution,in,[],1629674,,,1610612763,69,74,2021-12-18T04:39:11Z,4670000,,,0,,SUB in: N. Queta,[1629674],1610612758.0,SAC,,,,Queta,N. Queta,,,,,,,,,,,,,,,,,,,,,,,,
474,PT04M30.00S,2021-12-18T04:39:06.6Z,3,REGULAR,substitution,in,[],1630214,,,1610612763,69,74,2021-12-18T04:39:11Z,4680000,,,0,,SUB in: X. Tillman,[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,,,,,,,,,,,,,,,,,
475,PT04M27.00S,2021-12-18T04:39:22.7Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1626145,93.38042049934296,3.431372549019608,1610612763,69,77,2021-12-18T04:39:27Z,4690000,-233.0,10.0,1,right,T. Jones 3PT  (10 PTS) (D. Melton 2 AST),"[1626145, 1629001]",1610612763.0,MEM,,,,Jones,T. Jones,,,,,23.3,Made,,,,,10.0,,,,,,D. Melton,1629001.0,2.0,,,,,
477,PT04M09.00S,2021-12-18T04:39:40.5Z,3,REGULAR,3pt,Jump Shot,[],203084,6.258212877792378,96.07843137254902,1610612758,69,77,2021-12-18T04:39:47Z,4710000,-230.0,6.0,1,left,MISS H. Barnes 3PT,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,23.05,Missed,,,,,,,,,,,,,,,,,,
478,PT04M03.00S,2021-12-18T04:39:46.5Z,3,REGULAR,rebound,defensive,[],1626145,,,1610612763,69,77,2021-12-18T04:39:47Z,4720000,,,0,,T. Jones REBOUND (Off:0 Def:5),[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,477.0,5.0,5.0,0.0,,,,,,,,,,,,,,
479,PT04M02.00S,2021-12-18T04:39:51.0Z,3,REGULAR,foul,personal,['2freethrow'],1629674,,,1610612763,69,77,2021-12-18T04:39:59Z,4730000,,,0,,N. Queta shooting personal FOUL (1 PF) (Anderson 2 FT),"[1629674, 203937]",1610612758.0,SAC,shooting,,,Queta,N. Queta,,,,,,,,,,,,1363.0,1.0,0.0,Anderson,203937.0,,,,,,,,
481,PT04M02.00S,2021-12-18T04:40:17.9Z,3,REGULAR,freethrow,1 of 2,[],203937,,,1610612763,69,78,2021-12-18T04:40:49Z,4750000,,,0,,K. Anderson Free Throw 1 of 2 (6 PTS),[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
482,PT04M02.00S,2021-12-18T04:40:19.0Z,3,REGULAR,substitution,out,[],1627741,,,1610612763,69,78,2021-12-18T04:40:30Z,4760000,,,0,,SUB out: B. Hield,[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,
483,PT04M02.00S,2021-12-18T04:40:19.0Z,3,REGULAR,substitution,out,[],203084,,,1610612763,69,78,2021-12-18T04:40:30Z,4770000,,,0,,SUB out: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,
484,PT04M02.00S,2021-12-18T04:40:19.0Z,3,REGULAR,substitution,in,[],1630186,,,1610612763,69,78,2021-12-18T04:40:30Z,4780000,,,0,,SUB in: J. Ramsey,[1630186],1610612758.0,SAC,,,,Ramsey,J. Ramsey,,,,,,,,,,,,,,,,,,,,,,,,
485,PT04M02.00S,2021-12-18T04:40:19.0Z,3,REGULAR,substitution,in,[],1629002,,,1610612763,69,78,2021-12-18T04:40:30Z,4790000,,,0,,SUB in: C. Metu,[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,,,,,,,,,,,,,,
486,PT04M02.00S,2021-12-18T04:40:17.9Z,3,REGULAR,freethrow,2 of 2,[],203937,,,1610612763,69,78,2021-12-18T04:40:49Z,4800000,,,0,,MISS K. Anderson Free Throw 2 of 2,[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,Missed,,,,,,,,,,,,,,,,,,
487,PT04M00.00S,2021-12-18T04:40:19.9Z,3,REGULAR,rebound,defensive,[],1629674,,,1610612758,69,78,2021-12-18T04:40:49Z,4810000,,,0,,N. Queta REBOUND (Off:0 Def:1),[1629674],1610612758.0,SAC,,,,Queta,N. Queta,,,,,,,486.0,1.0,1.0,0.0,,,,,,,,,,,,,,
488,PT03M46.00S,2021-12-18T04:41:00.1Z,3,REGULAR,2pt,Jump Shot,[],1629002,5.995400788436268,65.93137254901961,1610612758,69,78,2021-12-18T04:46:53Z,4820000,-80.0,4.0,1,left,MISS C. Metu 7' driving floating Shot,[1629002],1610612758.0,SAC,driving floating,,,Metu,C. Metu,,,,,7.98,Missed,,,,,,,,,,,,,,,,,,
489,PT03M44.00S,2021-12-18T04:41:02.1Z,3,REGULAR,rebound,defensive,[],1630214,,,1610612763,69,78,2021-12-18T04:41:04Z,4830000,,,0,,X. Tillman REBOUND (Off:1 Def:2),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,488.0,3.0,2.0,1.0,,,,,,,,,,,,,,
490,PT03M41.00S,2021-12-18T04:41:05.7Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1628415,73.53810775295663,83.57843137254902,1610612763,69,78,2021-12-18T04:48:00Z,4840000,168.0,196.0,1,right,MISS D. Brooks 25' pullup 3PT,[1628415],1610612763.0,MEM,pullup,,,Brooks,D. Brooks,,,,,25.82,Missed,,,,,,,,,,,,,,,,,,
491,PT03M38.00S,2021-12-18T04:41:08.7Z,3,REGULAR,rebound,defensive,[],203090,,,1610612758,69,78,2021-12-18T04:41:10Z,4850000,,,0,,M. Harkless REBOUND (Off:0 Def:4),[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,,,490.0,4.0,4.0,0.0,,,,,,,,,,,,,,
492,PT03M24.00S,2021-12-18T04:41:23.0Z,3,REGULAR,2pt,Jump Shot,[],1630169,4.681340341655716,19.852941176470587,1610612758,71,78,2021-12-18T04:41:28Z,4860000,151.0,-8.0,1,left,T. Haliburton 15' pullup Jump Shot (17 PTS),[1630169],1610612758.0,SAC,pullup,,,Haliburton,T. Haliburton,,,,,15.09,Made,,,,,17.0,,,,,,,,,,,,,
493,PT03M02.00S,2021-12-18T04:41:46.9Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203090,,,1610612763,71,78,2021-12-18T04:42:03Z,4870000,,,0,,M. Harkless personal FOUL (4 PF) (Jones 2 FT),"[203090, 1626145]",1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,,,,,,,,200833.0,4.0,0.0,Jones,1626145.0,,,,,,,,
495,PT03M02.00S,2021-12-18T04:42:27.6Z,3,REGULAR,freethrow,1 of 2,[],1626145,,,1610612763,71,79,2021-12-18T04:42:27Z,4890000,,,0,,T. Jones Free Throw 1 of 2 (11 PTS),[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,Made,,,,,11.0,,,,,,,,,,,,,
496,PT03M02.00S,2021-12-18T04:42:43.1Z,3,REGULAR,freethrow,2 of 2,[],1626145,,,1610612763,71,80,2021-12-18T04:42:43Z,4900000,,,0,,T. Jones Free Throw 2 of 2 (12 PTS),[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,Made,,,,,12.0,,,,,,,,,,,,,
497,PT02M40.00S,2021-12-18T04:43:07.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630169,8.360709592641262,59.068627450980394,1610612758,71,80,2021-12-18T04:43:12Z,4910000,-45.0,26.0,1,left,MISS T. Haliburton driving Layup,[1630169],1610612758.0,SAC,driving,,,Haliburton,T. Haliburton,,,,,5.23,Missed,,,,,,,,,,,,,,,,,,
498,PT02M37.00S,2021-12-18T04:43:10.4Z,3,REGULAR,rebound,defensive,[],1630214,,,1610612763,71,80,2021-12-18T04:52:57Z,4920000,,,0,,X. Tillman REBOUND (Off:1 Def:3),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,497.0,4.0,3.0,1.0,,,,,,,,,,,,,,
499,PT02M32.00S,2021-12-18T04:43:14.5Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1629001,92.9862023653088,50.49019607843137,1610612763,71,82,2021-12-18T04:43:21Z,4930000,2.0,13.0,1,right,D. Melton driving DUNK (12 PTS) (K. Anderson 5 AST),"[1629001, 203937]",1610612763.0,MEM,driving,,,Melton,D. Melton,,,,,1.36,Made,,,,,12.0,,,,,,K. Anderson,203937.0,5.0,,,,,
501,PT02M20.00S,2021-12-18T04:43:26.0Z,3,REGULAR,3pt,Jump Shot,[],1629002,25.443495400788436,82.59803921568627,1610612758,71,82,2021-12-18T04:43:30Z,4950000,-163.0,187.0,1,left,MISS C. Metu 24' 3PT,[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,24.78,Missed,,,,,,,,,,,,,,,,,,
502,PT02M17.00S,2021-12-18T04:43:29.0Z,3,REGULAR,rebound,defensive,[],203937,,,1610612763,71,82,2021-12-18T04:43:30Z,4960000,,,0,,K. Anderson REBOUND (Off:0 Def:5),[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,501.0,5.0,5.0,0.0,,,,,,,,,,,,,,
503,PT02M09.00S,2021-12-18T04:43:38.5Z,3,REGULAR,2pt,Jump Shot,[],203937,77.4802890932983,34.068627450980394,1610612763,71,82,2021-12-18T04:43:46Z,4970000,-80.0,159.0,1,right,MISS K. Anderson 17' bank Shot,[203937],1610612763.0,MEM,bank,,,Anderson,K. Anderson,,,,,17.8,Missed,,,,,,,,,,,,,,,,,,
504,PT02M06.00S,2021-12-18T04:43:41.5Z,3,REGULAR,rebound,defensive,[],1629674,,,1610612758,71,82,2021-12-18T04:43:42Z,4980000,,,0,,N. Queta REBOUND (Off:0 Def:2),[1629674],1610612758.0,SAC,,,,Queta,N. Queta,,,,,,,503.0,2.0,2.0,0.0,,,,,,,,,,,,,,
505,PT02M05.00S,2021-12-18T04:43:46.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,71,82,2021-12-18T04:43:46Z,4990000,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,PT02M05.00S,2021-12-18T04:45:57.2Z,3,REGULAR,substitution,out,[],1626145,,,1610612758,71,82,2021-12-18T04:46:32Z,5000000,,,0,,SUB out: T. Jones,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,
507,PT02M05.00S,2021-12-18T04:45:57.2Z,3,REGULAR,substitution,out,[],1628415,,,1610612758,71,82,2021-12-18T04:46:32Z,5010000,,,0,,SUB out: D. Brooks,[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,
508,PT02M05.00S,2021-12-18T04:45:57.2Z,3,REGULAR,substitution,in,[],1630217,,,1610612758,71,82,2021-12-18T04:46:32Z,5020000,,,0,,SUB in: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,
509,PT02M05.00S,2021-12-18T04:45:57.2Z,3,REGULAR,substitution,in,[],1629723,,,1610612758,71,82,2021-12-18T04:46:32Z,5030000,,,0,,SUB in: J. Konchar,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,
512,PT01M49.00S,2021-12-18T04:47:00.0Z,3,REGULAR,foul,personal,[],1629001,,,1610612758,71,82,2021-12-18T04:47:08Z,5040000,,,0,,D. Melton personal FOUL (2 PF),"[1629001, 1629674]",1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,200833.0,2.0,0.0,Queta,1629674.0,,,,,,,,
514,PT01M36.00S,2021-12-18T04:47:28.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630186,5.995400788436268,53.92156862745098,1610612758,73,82,2021-12-18T04:47:38Z,5060000,-20.0,4.0,1,left,J. Ramsey cutting Layup (2 PTS) (N. Queta 1 AST),"[1630186, 1629674]",1610612758.0,SAC,cutting,,,Ramsey,J. Ramsey,,,,,2.0,Made,,,,,2.0,,,,,,N. Queta,1629674.0,1.0,,,,,
516,PT01M20.00S,2021-12-18T04:47:44.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630217,92.9862023653088,45.34313725490196,1610612763,73,84,2021-12-18T04:47:52Z,5080000,-23.0,13.0,1,right,D. Bane cutting Layup (11 PTS) (D. Melton 3 AST),"[1630217, 1629001]",1610612763.0,MEM,cutting,,,Bane,D. Bane,,,,,2.69,Made,,,,,11.0,,,,,,D. Melton,1629001.0,3.0,,,,,
518,PT01M06.00S,2021-12-18T04:47:57.7Z,3,REGULAR,3pt,Jump Shot,[],1630186,26.888961892247043,19.607843137254903,1610612758,73,84,2021-12-18T04:48:03Z,5100000,152.0,200.0,1,left,MISS J. Ramsey 25' 3PT,[1630186],1610612758.0,SAC,,,,Ramsey,J. Ramsey,,,,,25.14,Missed,,,,,,,,,,,,,,,,,,
519,PT01M05.00S,2021-12-18T04:47:58.7Z,3,REGULAR,rebound,offensive,[],1629002,,,1610612758,73,84,2021-12-18T04:48:03Z,5110000,,,0,,C. Metu REBOUND (Off:1 Def:9),[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,518.0,10.0,9.0,1.0,,,,,,,,,,,,,,
520,PT01M05.00S,2021-12-18T04:48:04.6Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629723,,,1610612758,73,84,2021-12-18T04:48:24Z,5120000,,,0,,J. Konchar shooting personal FOUL (2 PF) (Metu 2 FT),"[1629723, 1629002]",1610612763.0,MEM,shooting,,,Konchar,J. Konchar,,,,,,,,,,,,1363.0,2.0,0.0,Metu,1629002.0,,,,,,,,
522,PT01M05.00S,2021-12-18T04:48:28.0Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1629002,,,1610612758,74,84,2021-12-18T04:48:28Z,5140000,,,0,,C. Metu Free Throw 1 of 2 (11 PTS),[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,Made,,,,,11.0,,,,,,,,,,,,,
523,PT01M05.00S,2021-12-18T04:48:31.1Z,3,REGULAR,substitution,out,[],1630169,,,1610612758,74,84,2021-12-18T04:48:41Z,5150000,,,0,,SUB out: T. Haliburton,[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,
524,PT01M05.00S,2021-12-18T04:48:31.1Z,3,REGULAR,substitution,in,[],1629620,,,1610612758,74,84,2021-12-18T04:48:41Z,5160000,,,0,,SUB in: J. Robinson,[1629620],1610612758.0,SAC,,,,Robinson,J. Robinson,,,,,,,,,,,,,,,,,,,,,,,,
525,PT01M05.00S,2021-12-18T04:48:43.9Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1629002,,,1610612758,75,84,2021-12-18T04:48:43Z,5170000,,,0,,C. Metu Free Throw 2 of 2 (12 PTS),[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,Made,,,,,12.0,,,,,,,,,,,,,
526,PT00M51.50S,2021-12-18T04:48:58.8Z,3,REGULAR,3pt,Jump Shot,[],1630217,66.83639947437582,50.245098039215684,1610612763,75,87,2021-12-18T04:49:42Z,5180000,1.0,259.0,1,right,D. Bane 25' 3PT  (14 PTS) (K. Anderson 6 AST),"[1630217, 203937]",1610612763.0,MEM,,,,Bane,D. Bane,,,,,25.92,Made,,,,,14.0,,,,,,K. Anderson,203937.0,6.0,,,,,
528,PT00M40.90S,2021-12-18T04:49:15.5Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629723,,,1610612758,75,87,2021-12-18T04:49:41Z,5200000,,,0,,J. Konchar shooting personal FOUL (3 PF) (Ramsey 2 FT),"[1629723, 1630186]",1610612763.0,MEM,shooting,,,Konchar,J. Konchar,,,,,,,,,,,,200833.0,3.0,0.0,Ramsey,1630186.0,,,,,,,,
530,PT00M40.90S,2021-12-18T04:49:42.3Z,3,REGULAR,freethrow,1 of 2,[],1630186,,,1610612758,75,87,2021-12-18T04:49:42Z,5220000,,,0,,MISS J. Ramsey Free Throw 1 of 2,[1630186],1610612758.0,SAC,,,,Ramsey,J. Ramsey,,,,,,Missed,,,,,,,,,,,,,,,,,,
531,PT00M40.90S,2021-12-18T04:49:42.3Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612758,75,87,2021-12-18T04:49:42Z,5230000,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,530.0,,,,,,,,,,,,,,,,,
532,PT00M40.90S,2021-12-18T04:49:42.3Z,3,REGULAR,freethrow,2 of 2,[],1630186,,,1610612758,75,87,2021-12-18T04:49:56Z,5240000,,,0,,MISS J. Ramsey Free Throw 2 of 2,[1630186],1610612758.0,SAC,,,,Ramsey,J. Ramsey,,,,,,Missed,,,,,,,,,,,,,,,,,,
533,PT00M39.00S,2021-12-18T04:49:44.2Z,3,REGULAR,rebound,defensive,[],203937,,,1610612763,75,87,2021-12-18T04:49:56Z,5250000,,,0,,K. Anderson REBOUND (Off:0 Def:6),[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,532.0,6.0,6.0,0.0,,,,,,,,,,,,,,
534,PT00M29.90S,2021-12-18T04:50:04.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630217,92.72339027595268,54.166666666666664,1610612763,75,89,2021-12-18T04:50:09Z,5260000,21.0,16.0,1,right,D. Bane alley-oop Layup (16 PTS) (X. Tillman 2 AST),"[1630217, 1630214]",1610612763.0,MEM,alley-oop,,,Bane,D. Bane,,,,,2.62,Made,,,,,16.0,,,,,,X. Tillman,1630214.0,2.0,,,,,
