actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,value
92,PT04M47.00S,2021-11-09T03:24:46.6Z,1,REGULAR,rebound,defensive,[],1626164,,,1610612756,13,22,2021-11-09T03:24:51Z,910000,,,0,,D. Booker REBOUND (Off:0 Def:3),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,91.0,3.0,3.0,0.0,,,,,,,,,,,,,,
93,PT04M43.00S,2021-11-09T03:24:53.0Z,1,REGULAR,foul,offensive,[],1626163,,,1610612756,13,22,2021-11-09T03:25:12Z,920000,,,0,,F. Kaminsky offensive FOUL (1 PF),"[1626163, 1628368]",1610612756.0,PHX,,,,Kaminsky,F. Kaminsky,,,,,,,,,,,,1628172.0,1.0,0.0,Fox,1628368.0,,,,,,,,,
95,PT04M43.00S,2021-11-09T03:24:53.0Z,1,REGULAR,turnover,offensive foul,[],1626163,,,1610612756,13,22,2021-11-09T03:24:53Z,940000,,,0,,F. Kaminsky offensive foul TURNOVER (1 TO),[1626163],1610612756.0,PHX,,,,Kaminsky,F. Kaminsky,,,,,,,,,,,,1628172.0,,,,,1.0,,,,,,,,
96,PT04M37.00S,2021-11-09T03:25:12.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628368,87.72996057818659,48.03921568627451,1610612758,13,22,2021-11-09T03:25:27Z,950000,-10.0,63.0,1,right,MISS D. Fox 6' driving Layup,[1628368],1610612758.0,SAC,driving,,,Fox,D. Fox,,,,,6.36,Missed,,,,,,,,,,,,,,,,,,,
97,PT04M35.00S,2021-11-09T03:25:22.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612758,13,22,2021-11-09T03:25:22Z,960000,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,96.0,,,,,,,,,,,,,,,,,
98,PT04M35.00S,2021-11-09T03:25:26.3Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612758,13,22,2021-11-09T03:25:26Z,970000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT04M27.00S,2021-11-09T03:25:41.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",203084,89.70105124835742,53.92156862745098,1610612758,15,22,2021-11-09T03:25:51Z,980000,20.0,44.0,1,right,H. Barnes driving reverse Layup (6 PTS),[203084],1610612758.0,SAC,driving reverse,,,Barnes,H. Barnes,,,,,4.84,Made,6.0,,,,,,,,,,,,,,,,,,
100,PT04M20.00S,2021-11-09T03:25:51.4Z,1,REGULAR,turnover,traveling,[],1626164,,,1610612756,15,22,2021-11-09T03:25:58Z,990000,,,0,,D. Booker traveling TURNOVER (2 TO),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,1628172.0,,,,,2.0,,,,,,,,
101,PT04M12.00S,2021-11-09T03:26:10.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203084,91.5407358738502,43.872549019607845,1610612758,17,22,2021-11-09T03:26:16Z,1000000,-31.0,27.0,1,right,H. Barnes cutting Layup (8 PTS) (D. Fox 3 AST),"[203084, 1628368]",1610612758.0,SAC,cutting,,,Barnes,H. Barnes,,,,,4.08,Made,8.0,,,,,,,,,,,D. Fox,1628368.0,3.0,,,,,
103,PT03M59.00S,2021-11-09T03:26:22.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626163,16.245072273324574,49.26470588235294,1610612756,17,24,2021-11-09T03:26:28Z,1020000,4.0,100.0,1,left,F. Kaminsky 10' Jump Shot (4 PTS) (C. Payne 1 AST),"[1626163, 1626166]",1610612756.0,PHX,,,,Kaminsky,F. Kaminsky,,,,,10.03,Made,4.0,,,,,,,,,,,C. Payne,1626166.0,1.0,,,,,
105,PT03M49.00S,2021-11-09T03:26:33.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626158,91.01511169513797,56.61764705882353,1610612758,17,24,2021-11-09T03:31:43Z,1040000,33.0,32.0,1,right,MISS R. Holmes driving Layup,[1626158],1610612758.0,SAC,driving,,,Holmes,R. Holmes,,,,,4.6,Missed,,,,,,,,,,,,,,,,,,,
106,PT03M46.00S,2021-11-09T03:26:36.4Z,1,REGULAR,rebound,defensive,[],1626164,,,1610612756,17,24,2021-11-09T03:26:42Z,1050000,,,0,,D. Booker REBOUND (Off:0 Def:4),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,105.0,4.0,4.0,0.0,,,,,,,,,,,,,,
107,PT03M38.00S,2021-11-09T03:26:44.8Z,1,REGULAR,3pt,Jump Shot,[],1626166,32.53942181340342,28.186274509803923,1610612756,17,24,2021-11-09T03:26:51Z,1060000,109.0,253.0,1,left,MISS C. Payne 27' 3PT,[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,27.59,Missed,,,,,,,,,,,,,,,,,,,
108,PT03M34.00S,2021-11-09T03:26:48.8Z,1,REGULAR,rebound,defensive,[],1630558,,,1610612758,17,24,2021-11-09T03:26:51Z,1070000,,,0,,D. Mitchell REBOUND (Off:1 Def:1),[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,107.0,2.0,1.0,1.0,,,,,,,,,,,,,,
109,PT03M27.00S,2021-11-09T03:26:55.5Z,1,REGULAR,3pt,Jump Shot,[],1629056,70.64717477003943,78.18627450980392,1610612758,20,24,2021-11-09T03:27:10Z,1080000,141.0,223.0,1,right,T. Davis 26' 3PT step back (3 PTS),[1629056],1610612758.0,SAC,step back,,,Davis,T. Davis,,,,,26.41,Made,3.0,,,,,,,,,,,,,,,,,,
110,PT03M08.00S,2021-11-09T03:27:15.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628969,8.360709592641262,39.46078431372549,1610612756,20,24,2021-11-09T03:37:16Z,1090000,53.0,26.0,1,left,MISS M. Bridges cutting Layup - blocked,"[1628969, 1628368]",1610612756.0,PHX,cutting,,,Bridges,M. Bridges,,,,,5.88,Missed,,,,,,,,,,,,,,,Fox,1628368.0,,,
111,PT03M08.00S,2021-11-09T03:27:15.7Z,1,REGULAR,block,,[],1628368,,,1610612756,20,24,2021-11-09T03:27:24Z,1100000,,,0,,D. Fox BLOCK (1 BLK),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M07.00S,2021-11-09T03:27:16.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612756,20,24,2021-11-09T03:37:16Z,1110000,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,110.0,,,,,,,,,,,,,,,,,
113,PT03M07.00S,2021-11-09T03:27:28.9Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612756,20,24,2021-11-09T03:27:28Z,1120000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M07.00S,2021-11-09T03:27:34.0Z,1,REGULAR,substitution,out,[],1628368,,,1610612756,20,24,2021-11-09T03:27:42Z,1130000,,,0,,SUB out: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M07.00S,2021-11-09T03:27:34.0Z,1,REGULAR,substitution,out,[],1628969,,,1610612756,20,24,2021-11-09T03:27:42Z,1140000,,,0,,SUB out: M. Bridges,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M07.00S,2021-11-09T03:27:34.0Z,1,REGULAR,substitution,in,[],1627741,,,1610612756,20,24,2021-11-09T03:27:42Z,1150000,,,0,,SUB in: B. Hield,[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M07.00S,2021-11-09T03:27:34.0Z,1,REGULAR,substitution,in,[],1629013,,,1610612756,20,24,2021-11-09T03:27:42Z,1160000,,,0,,SUB in: L. Shamet,[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT03M02.00S,2021-11-09T03:27:43.7Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1626164,6.783837056504599,25.49019607843137,1610612756,20,24,2021-11-09T03:29:11Z,1170000,123.0,11.0,1,left,MISS D. Booker 12' Jump Shot,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,12.3,Missed,,,,,,,,,,,,,,,,,,,
119,PT03M00.00S,2021-11-09T03:27:45.7Z,1,REGULAR,rebound,defensive,[],203084,,,1610612758,20,24,2021-11-09T03:27:51Z,1180000,,,0,,H. Barnes REBOUND (Off:0 Def:1),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,118.0,1.0,1.0,0.0,,,,,,,,,,,,,,
120,PT02M54.00S,2021-11-09T03:27:51.3Z,1,REGULAR,turnover,lost ball,[],203084,,,1610612758,20,24,2021-11-09T03:27:57Z,1190000,,,0,,H. Barnes lost ball TURNOVER (1 TO),"[203084, 1626164]",1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,1.0,,,,,,Booker,1626164.0,
121,PT02M54.00S,2021-11-09T03:27:51.3Z,1,REGULAR,steal,,[],1626164,,,1610612756,20,24,2021-11-09T03:27:54Z,1200000,,,0,,D. Booker STEAL (1 STL),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M47.00S,2021-11-09T03:27:57.6Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1626166,3.1044678055190538,96.56862745098039,1610612756,20,27,2021-11-09T03:28:08Z,1210000,-233.0,-23.0,1,left,C. Payne 3PT running (3 PTS) (D. Booker 1 AST),"[1626166, 1626164]",1610612756.0,PHX,running,,,Payne,C. Payne,,,,,23.4,Made,3.0,,,,,,,,,,,D. Booker,1626164.0,1.0,,,,,
124,PT02M30.00S,2021-11-09T03:28:15.2Z,1,REGULAR,3pt,Jump Shot,[],1627741,67.09921156373193,41.42156862745098,1610612758,23,27,2021-11-09T03:28:26Z,1230000,-43.0,257.0,1,right,B. Hield 26' 3PT pullup (8 PTS) (R. Holmes 1 AST),"[1627741, 1626158]",1610612758.0,SAC,pullup,,,Hield,B. Hield,,,,,26.04,Made,8.0,,,,,,,,,,,R. Holmes,1626158.0,1.0,,,,,
126,PT02M29.00S,2021-11-09T03:28:26.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,23,27,2021-11-09T03:28:26Z,1250000,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT02M15.00S,2021-11-09T03:31:30.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629013,19.267411300919843,64.4607843137255,1610612756,23,27,2021-11-09T03:31:38Z,1260000,-72.0,129.0,1,left,MISS L. Shamet 14' pullup Shot,[1629013],1610612756.0,PHX,pullup,,,Shamet,L. Shamet,,,,,14.75,Missed,,,,,,,,,,,,,,,,,,,
128,PT02M11.00S,2021-11-09T03:31:34.9Z,1,REGULAR,rebound,defensive,[],1626158,,,1610612758,23,27,2021-11-09T03:31:38Z,1270000,,,0,,R. Holmes REBOUND (Off:1 Def:1),[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,127.0,2.0,1.0,1.0,,,,,,,,,,,,,,
129,PT01M57.00S,2021-11-09T03:31:48.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630558,90.22667542706965,40.44117647058824,1610612758,23,27,2021-11-09T03:31:57Z,1280000,-48.0,39.0,1,right,MISS D. Mitchell 6' driving Layup - blocked,"[1630558, 1626163]",1610612758.0,SAC,driving,,,Mitchell,D. Mitchell,,,,,6.19,Missed,,,,,,,,,,,,,,,Kaminsky,1626163.0,,,
157,PT01M57.00S,2021-11-09T03:31:48.3Z,1,REGULAR,block,,[],1626163,,,1610612758,23,27,2021-11-09T03:35:25Z,1285000,,,0,,F. Kaminsky BLOCK (1 BLK),[1626163],1610612756.0,PHX,,,,Kaminsky,F. Kaminsky,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT01M53.00S,2021-11-09T03:31:52.3Z,1,REGULAR,rebound,defensive,[],1626164,,,1610612756,23,27,2021-11-09T03:31:57Z,1290000,,,0,,D. Booker REBOUND (Off:0 Def:5),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,129.0,5.0,5.0,0.0,,,,,,,,,,,,,,
131,PT01M50.00S,2021-11-09T03:31:56.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1626164,32.013797634691194,40.44117647058824,1610612756,23,27,2021-11-09T03:32:12Z,1300000,48.0,248.0,1,left,MISS D. Booker 25' pullup 3PT,[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,25.3,Missed,,,,,,,,,,,,,,,,,,,
132,PT01M46.00S,2021-11-09T03:31:59.2Z,1,REGULAR,rebound,defensive,[],1626158,,,1610612758,23,27,2021-11-09T03:31:59Z,1310000,,,0,,R. Holmes REBOUND (Off:1 Def:2),[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,131.0,3.0,2.0,1.0,,,,,,,,,,,,,,
133,PT01M29.00S,2021-11-09T03:32:16.4Z,1,REGULAR,3pt,Jump Shot,[],1629056,70.51576872536137,22.058823529411764,1610612758,26,27,2021-11-09T03:32:22Z,1320000,-140.0,225.0,1,right,T. Davis 26' 3PT pullup (6 PTS),[1629056],1610612758.0,SAC,pullup,,,Davis,T. Davis,,,,,26.46,Made,6.0,,,,,,,,,,,,,,,,,,
134,PT01M20.00S,2021-11-09T03:32:26.4Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1626166,8.754927726675426,55.63725490196079,1610612756,26,29,2021-11-09T03:35:15Z,1330000,-28.0,30.0,1,left,C. Payne running reverse Layup (5 PTS),[1626166],1610612756.0,PHX,running reverse,,,Payne,C. Payne,,,,,4.1,Made,5.0,,,,,,,,,,,,,,,,,,
135,PT01M05.00S,2021-11-09T03:32:40.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626158,82.60512483574244,58.82352941176471,1610612758,28,29,2021-11-09T03:32:46Z,1340000,44.0,111.0,1,right,R. Holmes 11' floating Jump Shot (2 PTS) (T. Davis 1 AST),"[1626158, 1629056]",1610612758.0,SAC,floating,,,Holmes,R. Holmes,,,,,11.94,Made,2.0,,,,,,,,,,,T. Davis,1629056.0,1.0,,,,,
137,PT00M54.30S,2021-11-09T03:32:51.6Z,1,REGULAR,3pt,Jump Shot,[],1626166,22.026938239159,7.352941176470589,1610612756,28,32,2021-11-09T03:32:57Z,1360000,213.0,155.0,1,left,C. Payne 26' 3PT  (8 PTS) (C. Johnson 1 AST),"[1626166, 1629661]",1610612756.0,PHX,,,,Payne,C. Payne,,,,,26.34,Made,8.0,,,,,,,,,,,C. Johnson,1629661.0,1.0,,,,,
139,PT00M36.90S,2021-11-09T03:33:15.3Z,1,REGULAR,foul,personal,[],1626163,,,1610612758,28,32,2021-11-09T03:33:29Z,1380000,,,0,,F. Kaminsky personal FOUL (2 PF),"[1626163, 1626158]",1610612756.0,PHX,,,,Kaminsky,F. Kaminsky,,,,,,,,,,,,1627962.0,2.0,0.0,Holmes,1626158.0,,,,,,,,,
141,PT00M36.90S,2021-11-09T03:33:28.2Z,1,REGULAR,substitution,out,[],203084,,,1610612758,28,32,2021-11-09T03:33:36Z,1400000,,,0,,SUB out: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT00M36.90S,2021-11-09T03:33:28.2Z,1,REGULAR,substitution,out,[],1626164,,,1610612758,28,32,2021-11-09T03:33:36Z,1410000,,,0,,SUB out: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT00M36.90S,2021-11-09T03:33:28.2Z,1,REGULAR,substitution,in,[],203090,,,1610612758,28,32,2021-11-09T03:33:36Z,1420000,,,0,,SUB in: M. Harkless,[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT00M36.90S,2021-11-09T03:33:28.2Z,1,REGULAR,substitution,in,[],1627846,,,1610612758,28,32,2021-11-09T03:33:36Z,1430000,,,0,,SUB in: A. Nader,[1627846],1610612756.0,PHX,,,,Nader,A. Nader,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT00M30.10S,2021-11-09T03:33:49.7Z,1,REGULAR,turnover,lost ball,[],1627741,,,1610612758,28,32,2021-11-09T03:33:55Z,1440000,,,0,,B. Hield lost ball TURNOVER (1 TO),"[1627741, 1626163]",1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,1.0,,,,,,Kaminsky,1626163.0,
146,PT00M30.10S,2021-11-09T03:33:49.7Z,1,REGULAR,steal,,[],1626163,,,1610612756,28,32,2021-11-09T03:33:52Z,1450000,,,0,,F. Kaminsky STEAL (1 STL),[1626163],1610612756.0,PHX,,,,Kaminsky,F. Kaminsky,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT00M25.60S,2021-11-09T03:33:55.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'defensivegoaltending']",1629013,8.09789750328515,40.931372549019606,1610612756,28,34,2021-11-09T03:34:16Z,1460000,45.0,24.0,1,left,L. Shamet running Layup (2 PTS) (A. Nader 1 AST),"[1629013, 1627846]",1610612756.0,PHX,running,,,Shamet,L. Shamet,,,,,5.11,Made,2.0,,,,,,,,,,,A. Nader,1627846.0,1.0,,,,,
150,PT00M25.60S,2021-11-09T03:34:05.1Z,1,REGULAR,violation,defensive goaltending,[],1626158,,,1610612756,28,34,2021-11-09T03:34:16Z,1490000,,,0,,R. Holmes defensive goaltending VIOLATION,[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,1627962.0,,,,,,,,,,,,,
151,PT00M01.60S,2021-11-09T03:34:29.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626158,87.86136662286465,50.98039215686274,1610612758,28,34,2021-11-09T03:34:38Z,1500000,5.0,62.0,1,right,MISS R. Holmes 6' Jump Shot - blocked,"[1626158, 1627846]",1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,6.18,Missed,,,,,,,,,,,,,,,Nader,1627846.0,,,
152,PT00M01.60S,2021-11-09T03:34:29.0Z,1,REGULAR,block,,[],1627846,,,1610612758,28,34,2021-11-09T03:34:31Z,1510000,,,0,,A. Nader BLOCK (1 BLK),[1627846],1610612756.0,PHX,,,,Nader,A. Nader,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT00M01.60S,2021-11-09T03:34:29.0Z,1,REGULAR,rebound,defensive,[],1627846,,,1610612756,28,34,2021-11-09T03:34:38Z,1520000,,,0,,A. Nader REBOUND (Off:0 Def:1),[1627846],1610612756.0,PHX,,,,Nader,A. Nader,,,,,,,,151.0,1.0,1.0,0.0,,,,,,,,,,,,,,
154,PT00M00.00S,2021-11-09T03:34:51.4Z,1,REGULAR,3pt,Jump Shot,[],1627846,61.0545335085414,47.794117647058826,1610612756,28,34,2021-11-09T03:40:37Z,1530000,11.0,521.0,1,left,MISS A. Nader 52' 3PT,[1627846],1610612756.0,PHX,,,,Nader,A. Nader,,,,,52.15,Missed,,,,,,,,,,,,,,,,,,,
155,PT00M00.00S,2021-11-09T03:34:51.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612756,28,34,2021-11-09T03:40:37Z,1540000,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,154.0,,,,,,,,,,,,,,,,,
156,PT00M00.00S,2021-11-09T03:34:57.2Z,1,REGULAR,period,end,[],0,,,1610612756,28,34,2021-11-09T03:34:57Z,1550000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2021-11-09T03:35:32.7Z,2,REGULAR,substitution,out,['startperiod'],1626158,,,1610612756,28,34,2021-11-09T03:37:07Z,1560000,,,0,,SUB out: R. Holmes,[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2021-11-09T03:35:32.7Z,2,REGULAR,substitution,out,['startperiod'],1626163,,,1610612756,28,34,2021-11-09T03:37:07Z,1570000,,,0,,SUB out: F. Kaminsky,[1626163],1610612756.0,PHX,,,,Kaminsky,F. Kaminsky,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2021-11-09T03:35:32.7Z,2,REGULAR,substitution,in,['startperiod'],203458,,,1610612756,28,34,2021-11-09T03:37:07Z,1580000,,,0,,SUB in: A. Len,[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2021-11-09T03:35:32.7Z,2,REGULAR,substitution,in,['startperiod'],201580,,,1610612756,28,34,2021-11-09T03:37:07Z,1590000,,,0,,SUB in: J. McGee,[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2021-11-09T03:37:14.7Z,2,REGULAR,period,start,[],0,,,1610612758,28,34,2021-11-09T03:37:14Z,1600000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT11M39.00S,2021-11-09T03:37:35.3Z,2,REGULAR,3pt,Jump Shot,[],1627741,75.50919842312747,87.74509803921569,1610612758,31,34,2021-11-09T03:37:42Z,1610000,189.0,178.0,1,right,B. Hield 25' 3PT  (11 PTS) (A. Len 1 AST),"[1627741, 203458]",1610612758.0,SAC,,,,Hield,B. Hield,,,,,25.92,Made,11.0,,,,,,,,,,,A. Len,203458.0,1.0,,,,,
165,PT11M22.00S,2021-11-09T03:37:51.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626166,7.440867279894875,61.51960784313726,1610612756,31,36,2021-11-09T03:38:02Z,1630000,-58.0,17.0,1,left,C. Payne 6' driving Layup (10 PTS),[1626166],1610612756.0,PHX,driving,,,Payne,C. Payne,,,,,6.02,Made,10.0,,,,,,,,,,,,,,,,,,
166,PT11M05.00S,2021-11-09T03:38:08.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629056,88.64980289093299,45.34313725490196,1610612758,31,36,2021-11-09T03:38:14Z,1640000,-23.0,54.0,1,right,MISS T. Davis driving Layup,[1629056],1610612758.0,SAC,driving,,,Davis,T. Davis,,,,,5.9,Missed,,,,,,,,,,,,,,,,,,,
167,PT11M03.00S,2021-11-09T03:38:10.3Z,2,REGULAR,rebound,defensive,[],201580,,,1610612756,31,36,2021-11-09T03:38:14Z,1650000,,,0,,J. McGee REBOUND (Off:0 Def:3),[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,166.0,3.0,3.0,0.0,,,,,,,,,,,,,,
168,PT10M57.00S,2021-11-09T03:38:16.5Z,2,REGULAR,3pt,Jump Shot,[],1626166,28.203022339027594,78.67647058823529,1610612756,31,36,2021-11-09T03:38:22Z,1660000,-143.0,213.0,1,left,MISS C. Payne 25' 3PT,[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,25.64,Missed,,,,,,,,,,,,,,,,,,,
169,PT10M54.00S,2021-11-09T03:38:19.5Z,2,REGULAR,rebound,defensive,[],1627741,,,1610612758,31,36,2021-11-09T03:38:22Z,1670000,,,0,,B. Hield REBOUND (Off:0 Def:2),[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,168.0,2.0,2.0,0.0,,,,,,,,,,,,,,
170,PT10M43.00S,2021-11-09T03:38:30.4Z,2,REGULAR,3pt,Jump Shot,[],1630558,75.3777923784494,88.23529411764706,1610612758,34,36,2021-11-09T03:38:36Z,1680000,191.0,179.0,1,right,D. Mitchell 26' 3PT  (3 PTS) (B. Hield 1 AST),"[1630558, 1627741]",1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,26.18,Made,3.0,,,,,,,,,,,B. Hield,1627741.0,1.0,,,,,
172,PT10M24.00S,2021-11-09T03:38:49.9Z,2,REGULAR,3pt,Jump Shot,[],1627846,26.888961892247043,12.5,1610612756,34,39,2021-11-09T03:38:55Z,1700000,188.0,200.0,1,left,A. Nader 27' 3PT  (3 PTS) (C. Johnson 2 AST),"[1627846, 1629661]",1610612756.0,PHX,,,,Nader,A. Nader,,,,,27.44,Made,3.0,,,,,,,,,,,C. Johnson,1629661.0,2.0,,,,,
175,PT10M09.00S,2021-11-09T03:39:31.2Z,2,REGULAR,foul,technical,['1freethrow'],201580,,,1610612758,34,39,2021-11-09T03:39:42Z,1730000,,,0,,J. McGee defensive-3-second technical FOUL (1 Tech),[201580],1610612756.0,PHX,defensive-3-second,,,McGee,J. McGee,,,,,,,,,,,,1628172.0,1.0,1.0,,,,,,,,,,,
176,PT10M09.00S,2021-11-09T03:39:45.4Z,2,REGULAR,freethrow,1 of 1,[],1627741,,,1610612758,35,39,2021-11-09T03:39:45Z,1740000,,,0,,B. Hield technical Free Throw 1 of 1 (12 PTS),[1627741],1610612758.0,SAC,technical,,,Hield,B. Hield,,,,,,Made,12.0,,,,,,,,,,,,,,,,,,
177,PT10M09.00S,2021-11-09T03:39:47.1Z,2,REGULAR,substitution,out,[],1626166,,,1610612758,35,39,2021-11-09T03:39:50Z,1750000,,,0,,SUB out: C. Payne,[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT10M09.00S,2021-11-09T03:39:47.1Z,2,REGULAR,substitution,in,[],101108,,,1610612758,35,39,2021-11-09T03:39:50Z,1760000,,,0,,SUB in: C. Paul,[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT09M58.00S,2021-11-09T03:40:00.9Z,2,REGULAR,3pt,Jump Shot,[],1629056,70.77858081471747,79.41176470588235,1610612758,38,39,2021-11-09T03:40:07Z,1770000,147.0,222.0,1,right,T. Davis 26' 3PT  (9 PTS) (B. Hield 2 AST),"[1629056, 1627741]",1610612758.0,SAC,,,,Davis,T. Davis,,,,,26.65,Made,9.0,,,,,,,,,,,B. Hield,1627741.0,2.0,,,,,
181,PT09M44.00S,2021-11-09T03:40:13.8Z,2,REGULAR,3pt,Jump Shot,[],1629013,30.305519053876477,29.166666666666668,1610612756,38,39,2021-11-09T03:40:19Z,1790000,104.0,232.0,1,left,MISS L. Shamet 25' 3PT,[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,25.47,Missed,,,,,,,,,,,,,,,,,,,
182,PT09M41.00S,2021-11-09T03:40:16.8Z,2,REGULAR,rebound,defensive,[],203458,,,1610612758,38,39,2021-11-09T03:40:16Z,1800000,,,0,,A. Len REBOUND (Off:0 Def:1),[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,181.0,1.0,1.0,0.0,,,,,,,,,,,,,,
