actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
93,PT03M53.00S,2021-12-31T23:26:07.7Z,1,REGULAR,rebound,defensive,[],1630182,,,1610612742,30,22,2021-12-31T23:26:19Z,930000,,,0,,J. Green REBOUND (Off:0 Def:1),[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,92.0,1.0,1.0,0.0,,,,,
94,PT03M38.00S,2021-12-31T23:26:23.6Z,1,REGULAR,foul,personal,['2freethrow'],1627745,,,1610612742,30,22,2021-12-31T23:26:32Z,940000,,,0,,D. Jones shooting personal FOUL (1 PF) (Brown 2 FT),"[1627745, 1628425]",1610612758.0,SAC,shooting,,,Jones,D. Jones,,,,,2714.0,1.0,0.0,Brown,1628425.0,,,,,,,,,,,,,,,
96,PT03M38.00S,2021-12-31T23:26:49.4Z,1,REGULAR,freethrow,1 of 2,[],1628425,,,1610612742,30,22,2021-12-31T23:26:49Z,960000,,,0,,MISS S. Brown Free Throw 1 of 2,[1628425],1610612742.0,DAL,,,,Brown,S. Brown,,,,,,,,,,Missed,,,,,,,,,,,,,,
97,PT03M38.00S,2021-12-31T23:26:49.4Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612742,30,22,2021-12-31T23:26:49Z,970000,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,96.0,,,,,,,,
98,PT03M38.00S,2021-12-31T23:26:51.5Z,1,REGULAR,substitution,out,[],1628368,,,1610612742,30,22,2021-12-31T23:27:06Z,980000,,,0,,SUB out: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,
99,PT03M38.00S,2021-12-31T23:26:51.5Z,1,REGULAR,substitution,out,[],1628963,,,1610612742,30,22,2021-12-31T23:27:06Z,990000,,,0,,SUB out: M. Bagley III,[1628963],1610612758.0,SAC,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,
100,PT03M38.00S,2021-12-31T23:26:51.5Z,1,REGULAR,substitution,out,[],203084,,,1610612742,30,22,2021-12-31T23:27:06Z,1000000,,,0,,SUB out: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,
101,PT03M38.00S,2021-12-31T23:26:51.5Z,1,REGULAR,substitution,out,[],1628973,,,1610612742,30,22,2021-12-31T23:27:06Z,1010000,,,0,,SUB out: J. Brunson,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,
102,PT03M38.00S,2021-12-31T23:26:51.5Z,1,REGULAR,substitution,in,[],1630558,,,1610612742,30,22,2021-12-31T23:27:06Z,1020000,,,0,,SUB in: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,
103,PT03M38.00S,2021-12-31T23:26:51.5Z,1,REGULAR,substitution,in,[],1630169,,,1610612742,30,22,2021-12-31T23:27:06Z,1030000,,,0,,SUB in: T. Haliburton,[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M38.00S,2021-12-31T23:26:51.5Z,1,REGULAR,substitution,in,[],1629002,,,1610612742,30,22,2021-12-31T23:27:06Z,1040000,,,0,,SUB in: C. Metu,[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M38.00S,2021-12-31T23:26:51.5Z,1,REGULAR,substitution,in,[],1630637,,,1610612742,30,22,2021-12-31T23:27:06Z,1050000,,,0,,SUB in: C. Jones,[1630637],1610612742.0,DAL,,,,Jones,C. Jones,,,,,,,,,,,,,,,,,,,,,,,,
106,PT03M38.00S,2021-12-31T23:27:14.0Z,1,REGULAR,freethrow,2 of 2,[],1628425,,,1610612742,30,23,2021-12-31T23:27:14Z,1060000,,,0,,S. Brown Free Throw 2 of 2 (5 PTS),[1628425],1610612742.0,DAL,,,,Brown,S. Brown,,,,,,,,,,Made,5.0,,,,,,,,,,,,,
107,PT03M18.00S,2021-12-31T23:27:36.2Z,1,REGULAR,turnover,bad pass,[],1630169,,,1610612758,30,23,2021-12-31T23:32:08Z,1070000,,,0,,T. Haliburton bad pass TURNOVER (1 TO),"[1630169, 1627827]",1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,1.0,Finney-Smith,1627827.0,,
108,PT03M18.00S,2021-12-31T23:27:36.2Z,1,REGULAR,steal,,[],1627827,,,1610612742,30,23,2021-12-31T23:32:08Z,1080000,,,0,,D. Finney-Smith STEAL (1 STL),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M16.00S,2021-12-31T23:27:45.9Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612742,30,23,2021-12-31T23:27:45Z,1090000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M07.00S,2021-12-31T23:28:06.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627737,82.07950065703022,54.65686274509803,1610612742,30,25,2021-12-31T23:32:50Z,1100000,23.0,116.0,1,right,M. Chriss 11' floating Jump Shot (2 PTS) (C. Jones 1 AST),"[1627737, 1630637]",1610612742.0,DAL,floating,,,Chriss,M. Chriss,,,,,,,,,,Made,2.0,11.83,C. Jones,1630637.0,1.0,,,,,,,,,
112,PT02M56.00S,2021-12-31T23:28:17.4Z,1,REGULAR,3pt,Jump Shot,[],1627741,29.25427069645204,70.58823529411765,1610612758,30,25,2021-12-31T23:28:23Z,1120000,-103.0,222.0,1,left,MISS B. Hield 24' pullup 3PT,[1627741],1610612758.0,SAC,pullup,,,Hield,B. Hield,,,,,,,,,,Missed,,24.51,,,,,,,,,,,,
113,PT02M53.00S,2021-12-31T23:28:20.4Z,1,REGULAR,rebound,defensive,[],1628425,,,1610612742,30,25,2021-12-31T23:28:23Z,1130000,,,0,,S. Brown REBOUND (Off:0 Def:1),[1628425],1610612742.0,DAL,,,,Brown,S. Brown,,,,,,,,,,,,,,,,112.0,1.0,1.0,0.0,,,,,
114,PT02M43.00S,2021-12-31T23:28:30.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627827,93.51182654402102,53.92156862745098,1610612742,30,25,2021-12-31T23:28:34Z,1140000,20.0,8.0,1,right,MISS D. Finney-Smith driving Layup,[1627827],1610612742.0,DAL,driving,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,Missed,,2.14,,,,,,,,,,,,
115,PT02M41.00S,2021-12-31T23:28:32.8Z,1,REGULAR,rebound,defensive,[],1627745,,,1610612758,30,25,2021-12-31T23:28:34Z,1150000,,,0,,D. Jones REBOUND (Off:0 Def:3),[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,,,,,,,,,,114.0,3.0,3.0,0.0,,,,,
116,PT02M26.00S,2021-12-31T23:28:48.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627745,7.30946123521682,49.01960784313725,1610612758,32,25,2021-12-31T23:28:53Z,1160000,5.0,16.0,1,left,D. Jones Layup (2 PTS) (B. Hield 1 AST),"[1627745, 1627741]",1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,,,,Made,2.0,1.69,B. Hield,1627741.0,1.0,,,,,,,,,
118,PT02M07.00S,2021-12-31T23:29:09.0Z,1,REGULAR,foul,personal,['2freethrow'],1629002,,,1610612742,32,25,2021-12-31T23:29:27Z,1180000,,,0,,C. Metu shooting personal FOUL (1 PF) (Green 2 FT),"[1629002, 1630182]",1610612758.0,SAC,shooting,,,Metu,C. Metu,,,,,202007.0,1.0,0.0,Green,1630182.0,,,,,,,,,,,,,,,
120,PT02M07.00S,2021-12-31T23:29:36.1Z,1,REGULAR,freethrow,1 of 2,[],1630182,,,1610612742,32,26,2021-12-31T23:29:36Z,1200000,,,0,,J. Green Free Throw 1 of 2 (1 PTS),[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
121,PT02M07.00S,2021-12-31T23:29:37.1Z,1,REGULAR,substitution,out,[],1627827,,,1610612742,32,26,2021-12-31T23:29:44Z,1210000,,,0,,SUB out: D. Finney-Smith,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M07.00S,2021-12-31T23:29:37.1Z,1,REGULAR,substitution,in,[],1629033,,,1610612742,32,26,2021-12-31T23:29:44Z,1220000,,,0,,SUB in: T. Pinson,[1629033],1610612742.0,DAL,,,,Pinson,T. Pinson,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M07.00S,2021-12-31T23:29:52.0Z,1,REGULAR,substitution,out,[],1627745,,,1610612742,32,26,2021-12-31T23:29:56Z,1230000,,,0,,SUB out: D. Jones,[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M07.00S,2021-12-31T23:29:52.0Z,1,REGULAR,substitution,in,[],1626158,,,1610612742,32,26,2021-12-31T23:29:56Z,1240000,,,0,,SUB in: R. Holmes,[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M07.00S,2021-12-31T23:30:09.8Z,1,REGULAR,freethrow,2 of 2,[],1630182,,,1610612742,32,27,2021-12-31T23:30:09Z,1250000,,,0,,J. Green Free Throw 2 of 2 (2 PTS),[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,Made,2.0,,,,,,,,,,,,,
126,PT01M52.00S,2021-12-31T23:30:27.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629002,5.863994743758213,54.166666666666664,1610612758,32,27,2021-12-31T23:30:35Z,1260000,-21.0,3.0,1,left,MISS C. Metu driving Layup - blocked,"[1629002, 1629033]",1610612758.0,SAC,driving,,,Metu,C. Metu,,,,,,,,,,Missed,,2.1,,,,,,,,,,,Pinson,1629033.0
127,PT01M52.00S,2021-12-31T23:30:27.3Z,1,REGULAR,block,,[],1629033,,,1610612758,32,27,2021-12-31T23:30:32Z,1270000,,,0,,T. Pinson BLOCK (1 BLK),[1629033],1610612742.0,DAL,,,,Pinson,T. Pinson,,,,,,,,,,,,,,,,,,,,,,,,
128,PT01M52.00S,2021-12-31T23:30:27.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612758,32,27,2021-12-31T23:30:35Z,1280000,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,126.0,,,,,,,,
129,PT01M52.00S,2021-12-31T23:30:35.4Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612758,32,27,2021-12-31T23:30:35Z,1290000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT01M52.00S,2021-12-31T23:30:36.4Z,1,REGULAR,substitution,out,[],1627737,,,1610612758,32,27,2021-12-31T23:30:43Z,1300000,,,0,,SUB out: M. Chriss,[1627737],1610612742.0,DAL,,,,Chriss,M. Chriss,,,,,,,,,,,,,,,,,,,,,,,,
131,PT01M52.00S,2021-12-31T23:30:36.4Z,1,REGULAR,substitution,in,[],204001,,,1610612758,32,27,2021-12-31T23:30:43Z,1310000,,,0,,SUB in: K. Porzingis,[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,
132,PT01M48.00S,2021-12-31T23:30:49.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629002,6.652431011826544,43.38235294117647,1610612758,34,27,2021-12-31T23:30:53Z,1320000,33.0,10.0,1,left,C. Metu cutting Layup (2 PTS) (T. Haliburton 5 AST),"[1629002, 1630169]",1610612758.0,SAC,cutting,,,Metu,C. Metu,,,,,,,,,,Made,2.0,3.46,T. Haliburton,1630169.0,5.0,,,,,,,,,
134,PT01M30.00S,2021-12-31T23:31:07.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630182,93.9060446780552,52.94117647058824,1610612742,34,29,2021-12-31T23:31:14Z,1340000,15.0,5.0,1,right,J. Green reverse Layup (4 PTS) (K. Porzingis 2 AST),"[1630182, 204001]",1610612742.0,DAL,reverse,,,Green,J. Green,,,,,,,,,,Made,4.0,1.55,K. Porzingis,204001.0,2.0,,,,,,,,,
136,PT01M25.00S,2021-12-31T23:31:12.9Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1626158,6.258212877792378,48.529411764705884,1610612758,36,29,2021-12-31T23:31:20Z,1360000,7.0,6.0,1,left,R. Holmes running DUNK (4 PTS) (D. Mitchell 1 AST),"[1626158, 1630558]",1610612758.0,SAC,running,,,Holmes,R. Holmes,,,,,,,,,,Made,4.0,0.97,D. Mitchell,1630558.0,1.0,,,,,,,,,
138,PT01M03.00S,2021-12-31T23:31:34.3Z,1,REGULAR,2pt,Jump Shot,[],1630637,87.07293035479631,71.07843137254902,1610612742,36,29,2021-12-31T23:31:39Z,1380000,105.0,69.0,1,right,MISS C. Jones 12' bank Shot,[1630637],1610612742.0,DAL,bank,,,Jones,C. Jones,,,,,,,,,,Missed,,12.6,,,,,,,,,,,,
139,PT00M59.70S,2021-12-31T23:31:37.6Z,1,REGULAR,rebound,offensive,[],1630637,,,1610612742,36,29,2021-12-31T23:31:39Z,1390000,,,0,,C. Jones REBOUND (Off:1 Def:0),[1630637],1610612742.0,DAL,,,,Jones,C. Jones,,,,,,,,,,,,,,,,138.0,1.0,0.0,1.0,,,,,
140,PT00M59.70S,2021-12-31T23:31:37.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630637,94.40999984741211,50.0,1610612742,36,29,2021-12-31T23:31:37Z,1400000,0.0,0.0,1,right,MISS C. Jones tip Layup,[1630637],1610612742.0,DAL,tip,,,Jones,C. Jones,,,,,,,,,,Missed,,0.0,,,,,,,,,,,,
141,PT00M58.70S,2021-12-31T23:31:38.7Z,1,REGULAR,rebound,defensive,[],1626158,,,1610612758,36,29,2021-12-31T23:31:38Z,1410000,,,0,,R. Holmes REBOUND (Off:1 Def:3),[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,140.0,4.0,3.0,1.0,,,,,
142,PT00M51.10S,2021-12-31T23:31:46.3Z,1,REGULAR,3pt,Jump Shot,[],1629002,5.732588699080158,96.07843137254902,1610612758,39,29,2021-12-31T23:31:52Z,1420000,-230.0,1.0,1,left,C. Metu 3PT  (5 PTS) (T. Haliburton 6 AST),"[1629002, 1630169]",1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,Made,5.0,23.04,T. Haliburton,1630169.0,6.0,,,,,,,,,
144,PT00M35.30S,2021-12-31T23:32:07.2Z,1,REGULAR,foul,personal,['2freethrow'],1626158,,,1610612742,39,29,2021-12-31T23:32:22Z,1440000,,,0,,R. Holmes shooting personal FOUL (1 PF) (Porzingis 2 FT),"[1626158, 204001]",1610612758.0,SAC,shooting,,,Holmes,R. Holmes,,,,,1629175.0,1.0,0.0,Porzingis,204001.0,,,,,,,,,,,,,,,
146,PT00M35.30S,2021-12-31T23:32:38.8Z,1,REGULAR,freethrow,1 of 2,[],204001,,,1610612742,39,29,2021-12-31T23:32:38Z,1460000,,,0,,MISS K. Porzingis Free Throw 1 of 2,[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,Missed,,,,,,,,,,,,,,
147,PT00M35.30S,2021-12-31T23:32:38.8Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612742,39,29,2021-12-31T23:32:38Z,1470000,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,146.0,,,,,,,,
148,PT00M35.30S,2021-12-31T23:32:56.7Z,1,REGULAR,freethrow,2 of 2,[],204001,,,1610612742,39,30,2021-12-31T23:32:56Z,1480000,,,0,,K. Porzingis Free Throw 2 of 2 (8 PTS),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,Made,8.0,,,,,,,,,,,,,
149,PT00M26.50S,2021-12-31T23:33:08.0Z,1,REGULAR,turnover,bad pass,[],1627741,,,1610612758,39,30,2021-12-31T23:33:13Z,1490000,,,0,,B. Hield bad pass TURNOVER (1 TO),"[1627741, 1630637]",1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,1.0,Jones,1630637.0,,
150,PT00M26.50S,2021-12-31T23:33:08.0Z,1,REGULAR,steal,,[],1630637,,,1610612742,39,30,2021-12-31T23:33:10Z,1500000,,,0,,C. Jones STEAL (1 STL),[1630637],1610612742.0,DAL,,,,Jones,C. Jones,,,,,,,,,,,,,,,,,,,,,,,,
151,PT00M21.60S,2021-12-31T23:33:12.8Z,1,REGULAR,turnover,lost ball,[],1630637,,,1610612742,39,30,2021-12-31T23:33:18Z,1510000,,,0,,C. Jones lost ball TURNOVER (1 TO),"[1630637, 1630558]",1610612742.0,DAL,,,,Jones,C. Jones,,,,,,,,,,,,,,,,,,,,1.0,Mitchell,1630558.0,,
152,PT00M21.60S,2021-12-31T23:33:12.8Z,1,REGULAR,steal,,[],1630558,,,1610612758,39,30,2021-12-31T23:33:14Z,1520000,,,0,,D. Mitchell STEAL (1 STL),[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,
153,PT00M17.10S,2021-12-31T23:33:17.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629002,6.389618922470433,46.07843137254902,1610612758,39,30,2021-12-31T23:33:24Z,1530000,20.0,8.0,1,left,MISS C. Metu running Layup,[1629002],1610612758.0,SAC,running,,,Metu,C. Metu,,,,,,,,,,Missed,,2.1,,,,,,,,,,,,
154,PT00M15.10S,2021-12-31T23:33:19.3Z,1,REGULAR,rebound,defensive,[],1629033,,,1610612742,39,30,2021-12-31T23:33:19Z,1540000,,,0,,T. Pinson REBOUND (Off:0 Def:1),[1629033],1610612742.0,DAL,,,,Pinson,T. Pinson,,,,,,,,,,,,,,,,153.0,1.0,1.0,0.0,,,,,
155,PT00M08.40S,2021-12-31T23:33:26.3Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629002,,,1610612742,39,30,2021-12-31T23:33:43Z,1550000,,,0,,C. Metu personal FOUL (2 PF) (Green 2 FT),"[1629002, 1630182]",1610612758.0,SAC,,,,Metu,C. Metu,,,,,2714.0,2.0,0.0,Green,1630182.0,,,,,,,,,,,,,,,
157,PT00M08.40S,2021-12-31T23:33:45.6Z,1,REGULAR,violation,delay-of-game,['team'],0,,,1610612742,39,30,2021-12-31T23:33:51Z,1570000,,,0,,TEAM delay-of-game VIOLATION,[],1610612758.0,SAC,,,,,,,,,,1629175.0,,,,,,,,,,,,,,,,,,,
158,PT00M08.40S,2021-12-31T23:33:58.9Z,1,REGULAR,freethrow,1 of 2,[],1630182,,,1610612742,39,31,2021-12-31T23:33:58Z,1580000,,,0,,J. Green Free Throw 1 of 2 (5 PTS),[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,Made,5.0,,,,,,,,,,,,,
159,PT00M08.40S,2021-12-31T23:34:09.3Z,1,REGULAR,substitution,out,[],1629002,,,1610612742,39,31,2021-12-31T23:34:15Z,1590000,,,0,,SUB out: C. Metu,[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,,,,,,,,,,,,,,
160,PT00M08.40S,2021-12-31T23:34:09.3Z,1,REGULAR,substitution,in,[],1628963,,,1610612742,39,31,2021-12-31T23:34:15Z,1600000,,,0,,SUB in: M. Bagley III,[1628963],1610612758.0,SAC,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,
161,PT00M08.40S,2021-12-31T23:34:22.8Z,1,REGULAR,freethrow,2 of 2,[],1630182,,,1610612742,39,32,2021-12-31T23:34:22Z,1610000,,,0,,J. Green Free Throw 2 of 2 (6 PTS),[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,Made,6.0,,,,,,,,,,,,,
162,PT00M07.50S,2021-12-31T23:34:27.8Z,1,REGULAR,turnover,traveling,[],1630169,,,1610612758,39,32,2021-12-31T23:34:33Z,1620000,,,0,,T. Haliburton traveling TURNOVER (2 TO),[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,202007.0,,,,,,,,,,,,,,,2.0,,,,
163,PT00M07.50S,2021-12-31T23:34:36.6Z,1,REGULAR,substitution,out,[],1628963,,,1610612742,39,32,2021-12-31T23:34:57Z,1630000,,,0,,SUB out: M. Bagley III,[1628963],1610612758.0,SAC,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,
164,PT00M07.50S,2021-12-31T23:34:36.6Z,1,REGULAR,substitution,out,[],1629033,,,1610612742,39,32,2021-12-31T23:34:57Z,1640000,,,0,,SUB out: T. Pinson,[1629033],1610612742.0,DAL,,,,Pinson,T. Pinson,,,,,,,,,,,,,,,,,,,,,,,,
165,PT00M07.50S,2021-12-31T23:34:36.6Z,1,REGULAR,substitution,out,[],1630637,,,1610612742,39,32,2021-12-31T23:34:57Z,1650000,,,0,,SUB out: C. Jones,[1630637],1610612742.0,DAL,,,,Jones,C. Jones,,,,,,,,,,,,,,,,,,,,,,,,
166,PT00M07.50S,2021-12-31T23:34:36.6Z,1,REGULAR,substitution,in,[],1628368,,,1610612742,39,32,2021-12-31T23:34:57Z,1660000,,,0,,SUB in: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,
167,PT00M07.50S,2021-12-31T23:34:36.6Z,1,REGULAR,substitution,in,[],1628973,,,1610612742,39,32,2021-12-31T23:34:57Z,1670000,,,0,,SUB in: J. Brunson,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,
168,PT00M07.50S,2021-12-31T23:34:36.6Z,1,REGULAR,substitution,in,[],203493,,,1610612742,39,32,2021-12-31T23:34:57Z,1680000,,,0,,SUB in: R. Bullock,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,
169,PT00M02.10S,2021-12-31T23:35:11.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628973,94.43166885676742,51.9607843137255,1610612742,39,34,2021-12-31T23:35:20Z,1690000,10.0,0.0,1,right,J. Brunson reverse Layup (7 PTS),[1628973],1610612742.0,DAL,reverse,,,Brunson,J. Brunson,,,,,,,,,,Made,7.0,0.98,,,,,,,,,,,,
170,PT00M00.00S,2021-12-31T23:35:17.5Z,1,REGULAR,3pt,Jump Shot,[],1630558,44.36596583442839,68.38235294117648,1610612758,39,34,2021-12-31T23:35:24Z,1700000,-92.0,365.0,1,left,MISS D. Mitchell 37' 3PT,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,Missed,,37.59,,,,,,,,,,,,
171,PT00M00.00S,2021-12-31T23:35:17.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612758,39,34,2021-12-31T23:35:24Z,1710000,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,170.0,,,,,,,,
172,PT00M00.00S,2021-12-31T23:35:22.5Z,1,REGULAR,period,end,[],0,,,1610612758,39,34,2021-12-31T23:35:22Z,1720000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT12M00.00S,2021-12-31T23:37:28.1Z,2,REGULAR,substitution,out,['startperiod'],1628425,,,1610612758,39,34,2021-12-31T23:37:56Z,1740000,,,0,,SUB out: S. Brown,[1628425],1610612742.0,DAL,,,,Brown,S. Brown,,,,,,,,,,,,,,,,,,,,,,,,
175,PT12M00.00S,2021-12-31T23:37:28.1Z,2,REGULAR,substitution,in,['startperiod'],1629002,,,1610612758,39,34,2021-12-31T23:37:56Z,1750000,,,0,,SUB in: C. Metu,[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,,,,,,,,,,,,,,
176,PT12M00.00S,2021-12-31T23:37:28.1Z,2,REGULAR,substitution,in,['startperiod'],1629033,,,1610612758,39,34,2021-12-31T23:37:56Z,1760000,,,0,,SUB in: T. Pinson,[1629033],1610612742.0,DAL,,,,Pinson,T. Pinson,,,,,,,,,,,,,,,,,,,,,,,,
201,PT12M00.00S,2021-12-31T23:37:28.1Z,2,REGULAR,substitution,out,['startperiod'],1628368,,,1610612758,39,34,2021-12-31T23:41:05Z,1765000,,,0,,SUB out: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,
177,PT12M00.00S,2021-12-31T23:37:58.8Z,2,REGULAR,period,start,[],0,,,1610612742,39,34,2021-12-31T23:37:58Z,1770000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT11M43.00S,2021-12-31T23:38:15.6Z,2,REGULAR,turnover,lost ball,[],204001,,,1610612742,39,34,2021-12-31T23:38:25Z,1780000,,,0,,K. Porzingis lost ball TURNOVER (1 TO),"[204001, 1629002]",1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,1.0,Metu,1629002.0,,
179,PT11M43.00S,2021-12-31T23:38:15.6Z,2,REGULAR,steal,,[],1629002,,,1610612758,39,34,2021-12-31T23:38:17Z,1790000,,,0,,C. Metu STEAL (1 STL),[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,,,,,,,,,,,,,,
180,PT11M34.00S,2021-12-31T23:38:25.6Z,2,REGULAR,foul,personal,['2freethrow'],1629033,,,1610612758,39,34,2021-12-31T23:38:41Z,1800000,,,0,,T. Pinson shooting personal FOUL (1 PF) (Haliburton 2 FT),"[1629033, 1630169]",1610612742.0,DAL,shooting,,,Pinson,T. Pinson,,,,,2714.0,1.0,0.0,Haliburton,1630169.0,,,,,,,,,,,,,,,
182,PT11M34.00S,2021-12-31T23:38:54.8Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1630169,,,1610612758,39,34,2021-12-31T23:38:54Z,1820000,,,0,,MISS T. Haliburton Free Throw 1 of 2,[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,Missed,,,,,,,,,,,,,,
183,PT11M34.00S,2021-12-31T23:38:54.8Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612758,39,34,2021-12-31T23:38:54Z,1830000,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,182.0,,,,,,,,
