actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,value
94,PT05M03.00S,2021-12-30T03:55:17.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,81.02825229960578,50.98039215686274,1610612742,13,21,2021-12-30T03:55:21Z,930000,5.0,126.0,1,right,J. Brunson 12' step back Jump Shot (7 PTS),[1628973],1610612742.0,DAL,step back,,,Brunson,J. Brunson,,,,,12.59,Made,,,,,,,7.0,,,,,,,,,,,,
95,PT04M47.00S,2021-12-30T03:55:33.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627741,19.530223390275953,39.21568627450981,1610612758,13,21,2021-12-30T03:55:38Z,940000,54.0,131.0,1,left,MISS B. Hield 14' fadeaway Shot,[1627741],1610612758.0,SAC,fadeaway,,,Hield,B. Hield,,,,,14.17,Missed,,,,,,,,,,,,,,,,,,,
96,PT04M46.00S,2021-12-30T03:55:34.1Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612742,13,21,2021-12-30T03:55:38Z,950000,,,0,,TEAM defensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,95.0,,,,,,,,,,,,,,,,
97,PT04M46.00S,2021-12-30T03:55:38.7Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612742,13,21,2021-12-30T03:55:38Z,960000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M46.00S,2021-12-30T03:55:39.5Z,1,REGULAR,substitution,out,[],1628973,,,1610612742,13,21,2021-12-30T03:55:46Z,970000,,,0,,SUB out: J. Brunson,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT04M46.00S,2021-12-30T03:55:39.5Z,1,REGULAR,substitution,in,[],202738,,,1610612742,13,21,2021-12-30T03:55:46Z,980000,,,0,,SUB in: I. Thomas,[202738],1610612742.0,DAL,,,,Thomas,I. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M34.00S,2021-12-30T03:56:02.5Z,1,REGULAR,3pt,Jump Shot,[],202738,72.48685939553219,75.98039215686273,1610612742,13,21,2021-12-30T03:56:08Z,990000,130.0,206.0,1,right,MISS I. Thomas 24' 3PT,[202738],1610612742.0,DAL,,,,Thomas,I. Thomas,,,,,24.36,Missed,,,,,,,,,,,,,,,,,,,
101,PT04M31.00S,2021-12-30T03:56:05.5Z,1,REGULAR,rebound,defensive,[],1629002,,,1610612758,13,21,2021-12-30T03:56:08Z,1000000,,,0,,C. Metu REBOUND (Off:0 Def:2),[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,100.0,2.0,2.0,0.0,,,,,,,,,,,,,
102,PT04M21.00S,2021-12-30T03:56:17.9Z,1,REGULAR,foul,personal,[],1630182,,,1610612758,13,21,2021-12-30T03:56:29Z,1010000,,,0,,J. Green personal FOUL (1 PF),"[1630182, 1629002]",1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,1628484.0,1.0,0.0,Metu,1629002.0,,,,,,,
104,PT04M08.00S,2021-12-30T03:56:53.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627745,5.863994743758213,48.03921568627451,1610612758,15,21,2021-12-30T03:57:08Z,1030000,10.0,3.0,1,left,D. Jones reverse Layup (4 PTS) (B. Hield 1 AST),"[1627745, 1627741]",1610612758.0,SAC,reverse,,,Jones,D. Jones,,,,,1.01,Made,,,,,,,4.0,,,,,,B. Hield,1627741.0,1.0,,,,
106,PT03M53.00S,2021-12-30T03:57:06.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628373,81.8166885676741,61.274509803921575,1610612742,15,21,2021-12-30T03:57:12Z,1050000,56.0,118.0,1,right,MISS F. Ntilikina 13' pullup Shot,[1628373],1610612742.0,DAL,pullup,,,Ntilikina,F. Ntilikina,,,,,13.11,Missed,,,,,,,,,,,,,,,,,,,
107,PT03M50.00S,2021-12-30T03:57:09.8Z,1,REGULAR,rebound,defensive,[],1629002,,,1610612758,15,21,2021-12-30T03:57:12Z,1060000,,,0,,C. Metu REBOUND (Off:0 Def:3),[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,106.0,3.0,3.0,0.0,,,,,,,,,,,,,
108,PT03M44.00S,2021-12-30T03:57:16.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628368,8.360709592641262,54.90196078431373,1610612758,15,21,2021-12-30T03:57:22Z,1070000,-25.0,26.0,1,left,MISS D. Fox driving Layup,[1628368],1610612758.0,SAC,driving,,,Fox,D. Fox,,,,,3.58,Missed,,,,,,,,,,,,,,,,,,,
109,PT03M42.00S,2021-12-30T03:57:19.1Z,1,REGULAR,rebound,offensive,[],1627745,,,1610612758,15,21,2021-12-30T03:57:19Z,1080000,,,0,,D. Jones REBOUND (Off:2 Def:0),[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,,,108.0,2.0,0.0,2.0,,,,,,,,,,,,,
110,PT03M39.00S,2021-12-30T03:57:21.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1627741,28.33442838370565,76.47058823529412,1610612758,15,21,2021-12-30T03:57:25Z,1090000,-132.0,214.0,1,left,MISS B. Hield 25' 3PT,[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,25.15,Missed,,,,,,,,,,,,,,,,,,,
111,PT03M36.00S,2021-12-30T03:57:24.2Z,1,REGULAR,rebound,defensive,[],1629650,,,1610612742,15,21,2021-12-30T03:57:25Z,1100000,,,0,,M. Brown REBOUND (Off:0 Def:1),[1629650],1610612742.0,DAL,,,,Brown,M. Brown,,,,,,,,,110.0,1.0,1.0,0.0,,,,,,,,,,,,,
112,PT03M21.00S,2021-12-30T03:57:39.9Z,1,REGULAR,3pt,Jump Shot,[],1627827,71.82982917214193,21.323529411764707,1610612742,15,21,2021-12-30T03:57:44Z,1110000,-143.0,212.0,1,right,MISS D. Finney-Smith 25' 3PT,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,25.62,Missed,,,,,,,,,,,,,,,,,,,
113,PT03M18.00S,2021-12-30T03:57:42.9Z,1,REGULAR,rebound,defensive,[],1627745,,,1610612758,15,21,2021-12-30T03:57:44Z,1120000,,,0,,D. Jones REBOUND (Off:2 Def:1),[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,,,112.0,3.0,1.0,2.0,,,,,,,,,,,,,
114,PT03M11.00S,2021-12-30T03:57:49.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203084,7.30946123521682,55.63725490196079,1610612758,15,21,2021-12-30T03:57:55Z,1130000,-28.0,16.0,1,left,MISS H. Barnes driving Layup,[203084],1610612758.0,SAC,driving,,,Barnes,H. Barnes,,,,,3.25,Missed,,,,,,,,,,,,,,,,,,,
115,PT03M08.00S,2021-12-30T03:57:52.9Z,1,REGULAR,rebound,defensive,[],1627827,,,1610612742,15,21,2021-12-30T03:57:55Z,1140000,,,0,,D. Finney-Smith REBOUND (Off:0 Def:2),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,114.0,2.0,2.0,0.0,,,,,,,,,,,,,
116,PT03M04.00S,2021-12-30T03:57:57.3Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1629650,93.24901445466492,46.07843137254902,1610612742,15,21,2021-12-30T03:58:10Z,1150000,-20.0,11.0,1,right,MISS M. Brown DUNK - blocked,"[1629650, 1629002]",1610612742.0,DAL,,,,Brown,M. Brown,,,,,2.25,Missed,Metu,1629002.0,,,,,,,,,,,,,,,,,
117,PT03M04.00S,2021-12-30T03:57:57.3Z,1,REGULAR,block,,[],1629002,,,1610612742,15,21,2021-12-30T03:58:01Z,1160000,,,0,,C. Metu BLOCK (1 BLK),[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT02M58.00S,2021-12-30T03:58:03.3Z,1,REGULAR,rebound,offensive,[],1627827,,,1610612742,15,21,2021-12-30T04:03:10Z,1170000,,,0,,D. Finney-Smith REBOUND (Off:1 Def:2),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,116.0,3.0,2.0,1.0,,,,,,,,,,,,,
119,PT02M50.00S,2021-12-30T03:58:10.9Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],202738,78.40013140604468,69.11764705882352,1610612742,15,23,2021-12-30T03:58:16Z,1180000,96.0,151.0,1,right,I. Thomas 17' pullup Jump Shot (2 PTS),[202738],1610612742.0,DAL,pullup,,,Thomas,I. Thomas,,,,,17.83,Made,,,,,,,2.0,,,,,,,,,,,,
120,PT02M35.00S,2021-12-30T03:58:51.5Z,1,REGULAR,turnover,out-of-bounds,[],1627745,,,1610612758,15,23,2021-12-30T03:59:03Z,1190000,,,0,,D. Jones bad pass out-of-bounds TURNOVER (1 TO),[1627745],1610612758.0,SAC,bad pass,,,Jones,D. Jones,,,,,,,,,,,,,,,,,,,,,,1.0,,,
121,PT02M35.00S,2021-12-30T03:58:57.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,15,23,2021-12-30T03:58:57Z,1200000,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M35.00S,2021-12-30T03:59:22.0Z,1,REGULAR,substitution,out,[],1628368,,,1610612742,15,23,2021-12-30T04:01:20Z,1210000,,,0,,SUB out: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M35.00S,2021-12-30T03:59:22.0Z,1,REGULAR,substitution,out,[],203084,,,1610612742,15,23,2021-12-30T04:01:20Z,1220000,,,0,,SUB out: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M35.00S,2021-12-30T03:59:22.0Z,1,REGULAR,substitution,out,[],1627827,,,1610612742,15,23,2021-12-30T04:01:20Z,1230000,,,0,,SUB out: D. Finney-Smith,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M35.00S,2021-12-30T03:59:22.0Z,1,REGULAR,substitution,out,[],1628373,,,1610612742,15,23,2021-12-30T04:01:20Z,1240000,,,0,,SUB out: F. Ntilikina,[1628373],1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M35.00S,2021-12-30T03:59:22.0Z,1,REGULAR,substitution,in,[],1630169,,,1610612742,15,23,2021-12-30T04:01:20Z,1250000,,,0,,SUB in: T. Haliburton,[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT02M35.00S,2021-12-30T03:59:22.0Z,1,REGULAR,substitution,in,[],1630558,,,1610612742,15,23,2021-12-30T04:01:20Z,1260000,,,0,,SUB in: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT02M35.00S,2021-12-30T03:59:22.0Z,1,REGULAR,substitution,in,[],1628425,,,1610612742,15,23,2021-12-30T04:01:20Z,1270000,,,0,,SUB in: S. Brown,[1628425],1610612742.0,DAL,,,,Brown,S. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT02M35.00S,2021-12-30T03:59:22.0Z,1,REGULAR,substitution,in,[],204001,,,1610612742,15,23,2021-12-30T04:01:20Z,1280000,,,0,,SUB in: K. Porzingis,[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT02M19.00S,2021-12-30T04:01:42.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1629650,93.38042049934296,47.794117647058826,1610612742,15,25,2021-12-30T04:01:49Z,1290000,-11.0,10.0,1,right,M. Brown cutting DUNK (2 PTS) (I. Thomas 1 AST),"[1629650, 202738]",1610612742.0,DAL,cutting,,,Brown,M. Brown,,,,,1.47,Made,,,,,,,2.0,,,,,,I. Thomas,202738.0,1.0,,,,
132,PT01M59.00S,2021-12-30T04:02:02.5Z,1,REGULAR,3pt,Jump Shot,[],1630558,7.5722733245729295,95.83333333333334,1610612758,18,25,2021-12-30T04:02:07Z,1310000,-229.0,19.0,1,left,D. Mitchell 3PT  (3 PTS) (D. Jones 1 AST),"[1630558, 1627745]",1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,23.0,Made,,,,,,,3.0,,,,,,D. Jones,1627745.0,1.0,,,,
134,PT01M43.00S,2021-12-30T04:02:18.5Z,1,REGULAR,3pt,Jump Shot,[],204001,69.20170827858082,67.64705882352942,1610612742,18,25,2021-12-30T04:02:23Z,1330000,88.0,237.0,1,right,MISS K. Porzingis 25' 3PT,[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,25.29,Missed,,,,,,,,,,,,,,,,,,,
135,PT01M40.00S,2021-12-30T04:02:21.5Z,1,REGULAR,rebound,defensive,[],1630169,,,1610612758,18,25,2021-12-30T04:02:23Z,1340000,,,0,,T. Haliburton REBOUND (Off:0 Def:1),[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,134.0,1.0,1.0,0.0,,,,,,,,,,,,,
136,PT01M34.00S,2021-12-30T04:02:27.4Z,1,REGULAR,2pt,Jump Shot,[],1630558,11.645860709592641,22.54901960784314,1610612758,20,25,2021-12-30T04:02:31Z,1350000,137.0,57.0,1,left,D. Mitchell 14' pullup Jump Shot (5 PTS),[1630558],1610612758.0,SAC,pullup,,,Mitchell,D. Mitchell,,,,,14.87,Made,,,,,,,5.0,,,,,,,,,,,,
137,PT01M19.00S,2021-12-30T04:02:44.9Z,1,REGULAR,2pt,Jump Shot,[],1628425,94.43166885676742,31.127450980392158,1610612742,20,25,2021-12-30T04:55:04Z,1360000,-94.0,0.0,1,right,MISS S. Brown 9' fadeaway Shot,[1628425],1610612742.0,DAL,fadeaway,,,Brown,S. Brown,,,,,9.44,Missed,,,,,,,,,,,,,,,,,,,
138,PT01M17.00S,2021-12-30T04:02:46.9Z,1,REGULAR,rebound,offensive,[],204001,,,1610612742,20,25,2021-12-30T04:55:04Z,1370000,,,0,,K. Porzingis REBOUND (Off:1 Def:0),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,137.0,1.0,0.0,1.0,,,,,,,,,,,,,
139,PT01M17.00S,2021-12-30T04:02:51.8Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",204001,94.40999984741211,50.0,1610612742,20,27,2021-12-30T04:55:12Z,1380000,0.0,0.0,1,right,K. Porzingis tip DUNK (7 PTS),[204001],1610612742.0,DAL,tip,,,Porzingis,K. Porzingis,,,,,0.0,Made,,,,,,,7.0,,,,,,,,,,,,
140,PT00M52.40S,2021-12-30T04:03:09.2Z,1,REGULAR,3pt,Jump Shot,[],1627741,23.866622864651774,86.02941176470588,1610612758,20,27,2021-12-30T04:03:16Z,1390000,-180.0,172.0,1,left,MISS B. Hield 24' pullup 3PT,[1627741],1610612758.0,SAC,pullup,,,Hield,B. Hield,,,,,24.89,Missed,,,,,,,,,,,,,,,,,,,
141,PT00M48.60S,2021-12-30T04:03:13.0Z,1,REGULAR,rebound,defensive,[],1629650,,,1610612742,20,27,2021-12-30T04:03:16Z,1400000,,,0,,M. Brown REBOUND (Off:0 Def:2),[1629650],1610612742.0,DAL,,,,Brown,M. Brown,,,,,,,,,140.0,2.0,2.0,0.0,,,,,,,,,,,,,
142,PT00M37.40S,2021-12-30T04:03:25.3Z,1,REGULAR,2pt,Jump Shot,[],204001,76.82325886990802,42.15686274509804,1610612742,20,29,2021-12-30T04:03:30Z,1410000,-39.0,165.0,1,right,K. Porzingis 17' turnaround fadeaway Jump Shot (9 PTS) (I. Thomas 2 AST),"[204001, 202738]",1610612742.0,DAL,turnaround fadeaway,,,Porzingis,K. Porzingis,,,,,17.0,Made,,,,,,,9.0,,,,,,I. Thomas,202738.0,2.0,,,,
144,PT00M28.10S,2021-12-30T04:03:37.5Z,1,REGULAR,3pt,Jump Shot,[],1627745,31.09395532194481,63.23529411764706,1610612758,20,29,2021-12-30T04:03:42Z,1430000,-66.0,240.0,1,left,MISS D. Jones 24' 3PT,[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,24.88,Missed,,,,,,,,,,,,,,,,,,,
145,PT00M24.20S,2021-12-30T04:03:41.4Z,1,REGULAR,rebound,defensive,[],204001,,,1610612742,20,29,2021-12-30T04:03:42Z,1440000,,,0,,K. Porzingis REBOUND (Off:1 Def:1),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,144.0,2.0,1.0,1.0,,,,,,,,,,,,,
146,PT00M06.90S,2021-12-30T04:04:03.4Z,1,REGULAR,violation,kicked ball,[],1627745,,,1610612742,20,29,2021-12-30T04:04:07Z,1450000,,,0,,D. Jones kicked ball VIOLATION,[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,,,,,,,,1627964.0,,,,,,,,,,,
147,PT00M00.90S,2021-12-30T04:04:24.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627745,,,1610612742,20,29,2021-12-30T04:04:32Z,1460000,,,0,,D. Jones shooting personal FOUL (1 PF) (Brown 2 FT),"[1627745, 1629650]",1610612758.0,SAC,shooting,,,Jones,D. Jones,,,,,,,,,,,,,,1628484.0,1.0,0.0,Brown,1629650.0,,,,,,,
149,PT00M00.90S,2021-12-30T04:04:48.6Z,1,REGULAR,freethrow,1 of 2,[],1629650,,,1610612742,20,29,2021-12-30T04:04:48Z,1480000,,,0,,MISS M. Brown Free Throw 1 of 2,[1629650],1610612742.0,DAL,,,,Brown,M. Brown,,,,,,Missed,,,,,,,,,,,,,,,,,,,
150,PT00M00.90S,2021-12-30T04:04:48.6Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612742,20,29,2021-12-30T04:04:48Z,1490000,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,149.0,,,,,,,,,,,,,,,,
151,PT00M00.90S,2021-12-30T04:05:02.4Z,1,REGULAR,freethrow,2 of 2,[],1629650,,,1610612742,20,30,2021-12-30T04:05:02Z,1500000,,,0,,M. Brown Free Throw 2 of 2 (3 PTS),[1629650],1610612742.0,DAL,,,,Brown,M. Brown,,,,,,Made,,,,,,,3.0,,,,,,,,,,,,
152,PT00M00.00S,2021-12-30T04:05:08.7Z,1,REGULAR,period,end,[],0,,,1610612758,20,30,2021-12-30T04:05:08Z,1510000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2021-12-30T04:06:33.1Z,2,REGULAR,substitution,out,['startperiod'],1627745,,,1610612758,20,30,2021-12-30T04:07:45Z,1520000,,,0,,SUB out: D. Jones,[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2021-12-30T04:06:33.1Z,2,REGULAR,substitution,out,['startperiod'],1629650,,,1610612758,20,30,2021-12-30T04:07:45Z,1530000,,,0,,SUB out: M. Brown,[1629650],1610612742.0,DAL,,,,Brown,M. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2021-12-30T04:06:33.1Z,2,REGULAR,substitution,out,['startperiod'],202738,,,1610612758,20,30,2021-12-30T04:07:45Z,1540000,,,0,,SUB out: I. Thomas,[202738],1610612742.0,DAL,,,,Thomas,I. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2021-12-30T04:06:33.1Z,2,REGULAR,substitution,in,['startperiod'],1626158,,,1610612758,20,30,2021-12-30T04:07:45Z,1550000,,,0,,SUB in: R. Holmes,[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2021-12-30T04:06:33.1Z,2,REGULAR,substitution,in,['startperiod'],1628973,,,1610612758,20,30,2021-12-30T04:07:45Z,1560000,,,0,,SUB in: J. Brunson,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2021-12-30T04:06:33.1Z,2,REGULAR,substitution,in,['startperiod'],1629033,,,1610612758,20,30,2021-12-30T04:07:45Z,1570000,,,0,,SUB in: T. Pinson,[1629033],1610612742.0,DAL,,,,Pinson,T. Pinson,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2021-12-30T04:07:52.1Z,2,REGULAR,period,start,[],0,,,1610612742,20,30,2021-12-30T04:07:52Z,1580000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT11M37.00S,2021-12-30T04:08:14.5Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],204001,87.99277266754271,49.26470588235294,1610612742,20,30,2021-12-30T04:08:21Z,1590000,-4.0,60.0,1,right,MISS K. Porzingis 6' Hook,[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,6.05,Missed,,,,,,,,,,,,,,,,,,,
161,PT11M31.00S,2021-12-30T04:08:20.5Z,2,REGULAR,rebound,defensive,[],1629002,,,1610612758,20,30,2021-12-30T04:12:09Z,1600000,,,0,,C. Metu REBOUND (Off:0 Def:4),[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,160.0,4.0,4.0,0.0,,,,,,,,,,,,,
162,PT11M28.00S,2021-12-30T04:08:23.6Z,2,REGULAR,turnover,bad pass,[],1630169,,,1610612758,20,30,2021-12-30T04:08:27Z,1610000,,,0,,T. Haliburton bad pass TURNOVER (2 TO),"[1630169, 1628973]",1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,2.0,Brunson,1628973.0,
163,PT11M28.00S,2021-12-30T04:08:23.6Z,2,REGULAR,steal,,[],1628973,,,1610612742,20,30,2021-12-30T04:08:25Z,1620000,,,0,,J. Brunson STEAL (1 STL),[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT11M21.00S,2021-12-30T04:08:30.2Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629033,74.19513797634691,84.06862745098039,1610612742,20,30,2021-12-30T04:08:35Z,1630000,170.0,190.0,1,right,MISS T. Pinson 25' running 3PT,[1629033],1610612742.0,DAL,running,,,Pinson,T. Pinson,,,,,25.52,Missed,,,,,,,,,,,,,,,,,,,
165,PT11M18.00S,2021-12-30T04:08:33.2Z,2,REGULAR,rebound,defensive,[],1626158,,,1610612758,20,30,2021-12-30T04:08:35Z,1640000,,,0,,R. Holmes REBOUND (Off:1 Def:2),[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,164.0,3.0,2.0,1.0,,,,,,,,,,,,,
166,PT11M10.00S,2021-12-30T04:08:41.1Z,2,REGULAR,3pt,Jump Shot,[],1629002,27.54599211563732,77.45098039215686,1610612758,23,30,2021-12-30T04:08:47Z,1650000,-137.0,206.0,1,left,C. Metu 24' 3PT  (3 PTS) (T. Haliburton 2 AST),"[1629002, 1630169]",1610612758.0,SAC,,,,Metu,C. Metu,,,,,24.79,Made,,,,,,,3.0,,,,,,T. Haliburton,1630169.0,2.0,,,,
168,PT10M41.00S,2021-12-30T04:09:11.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628973,91.40932982917214,49.50980392156863,1610612742,23,30,2021-12-30T04:28:07Z,1670000,-2.0,28.0,1,right,MISS J. Brunson driving Layup,[1628973],1610612742.0,DAL,driving,,,Brunson,J. Brunson,,,,,2.84,Missed,,,,,,,,,,,,,,,,,,,
169,PT10M39.00S,2021-12-30T04:09:13.9Z,2,REGULAR,rebound,defensive,[],1629002,,,1610612758,23,30,2021-12-30T04:28:07Z,1680000,,,0,,C. Metu REBOUND (Off:0 Def:5),[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,168.0,5.0,5.0,0.0,,,,,,,,,,,,,
170,PT10M27.00S,2021-12-30T04:09:24.8Z,2,REGULAR,2pt,Jump Shot,[],1630169,6.1268068331143235,20.833333333333336,1610612758,23,30,2021-12-30T04:09:30Z,1690000,146.0,5.0,1,left,MISS T. Haliburton 14' pullup Shot,[1630169],1610612758.0,SAC,pullup,,,Haliburton,T. Haliburton,,,,,14.59,Missed,,,,,,,,,,,,,,,,,,,
171,PT10M22.00S,2021-12-30T04:09:29.8Z,2,REGULAR,rebound,defensive,[],1629033,,,1610612742,23,30,2021-12-30T04:09:30Z,1700000,,,0,,T. Pinson REBOUND (Off:0 Def:1),[1629033],1610612742.0,DAL,,,,Pinson,T. Pinson,,,,,,,,,170.0,1.0,1.0,0.0,,,,,,,,,,,,,
172,PT10M18.00S,2021-12-30T04:09:32.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630182,93.38042049934296,53.67647058823529,1610612742,23,32,2021-12-30T04:09:52Z,1710000,18.0,10.0,1,right,J. Green running Layup (2 PTS) (T. Pinson 1 AST),"[1630182, 1629033]",1610612742.0,DAL,running,,,Green,J. Green,,,,,2.08,Made,,,,,,,2.0,,,,,,T. Pinson,1629033.0,1.0,,,,
174,PT09M53.00S,2021-12-30T04:09:57.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630558,5.995400788436268,55.14705882352941,1610612758,25,32,2021-12-30T04:10:01Z,1730000,-26.0,4.0,1,left,D. Mitchell driving Layup (7 PTS),[1630558],1610612758.0,SAC,driving,,,Mitchell,D. Mitchell,,,,,2.6,Made,,,,,,,7.0,,,,,,,,,,,,
175,PT09M42.00S,2021-12-30T04:10:08.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628973,92.72339027595268,53.431372549019606,1610612742,25,32,2021-12-30T04:10:13Z,1740000,17.0,16.0,1,right,MISS J. Brunson driving Layup,[1628973],1610612742.0,DAL,driving,,,Brunson,J. Brunson,,,,,2.34,Missed,,,,,,,,,,,,,,,,,,,
176,PT09M39.00S,2021-12-30T04:10:11.5Z,2,REGULAR,rebound,defensive,[],1627741,,,1610612758,25,32,2021-12-30T04:10:11Z,1750000,,,0,,B. Hield REBOUND (Off:0 Def:1),[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,175.0,1.0,1.0,0.0,,,,,,,,,,,,,
177,PT09M29.00S,2021-12-30T04:10:22.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626158,15.062417871222076,60.049019607843135,1610612758,25,32,2021-12-30T04:10:26Z,1760000,-50.0,89.0,1,left,MISS R. Holmes 10' floating Shot,[1626158],1610612758.0,SAC,floating,,,Holmes,R. Holmes,,,,,10.23,Missed,,,,,,,,,,,,,,,,,,,
