actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,value
358,PT07M03.00S,2021-12-30T05:02:08.6Z,3,REGULAR,turnover,lost ball,[],1627741,,,1610612758,62,56,2021-12-30T05:02:13Z,3560000,,,0,,B. Hield lost ball TURNOVER (1 TO),"[1627741, 1630182]",1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,1.0,Green,1630182.0,
359,PT07M03.00S,2021-12-30T05:02:08.6Z,3,REGULAR,steal,,[],1630182,,,1610612742,62,56,2021-12-30T05:02:11Z,3570000,,,0,,J. Green STEAL (1 STL),[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
360,PT06M58.00S,2021-12-30T05:02:12.8Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628973,5.863994743758213,50.245098039215684,1610612742,62,58,2021-12-30T05:02:18Z,3580000,-1.0,3.0,1,left,J. Brunson running DUNK (16 PTS) (J. Green 2 AST),"[1628973, 1630182]",1610612742.0,DAL,running,,,Brunson,J. Brunson,,,,,0.29,Made,,,,,,,16.0,,,,,,J. Green,1630182.0,2.0,,,,
362,PT06M43.00S,2021-12-30T05:02:27.4Z,3,REGULAR,3pt,Jump Shot,[],1627741,67.36202365308804,58.82352941176471,1610612758,65,58,2021-12-30T05:02:35Z,3600000,44.0,254.0,1,right,B. Hield 25' 3PT  (3 PTS) (D. Fox 1 AST),"[1627741, 1628368]",1610612758.0,SAC,,,,Hield,B. Hield,,,,,25.81,Made,,,,,,,3.0,,,,,,D. Fox,1628368.0,1.0,,,,
364,PT06M25.00S,2021-12-30T05:02:49.0Z,3,REGULAR,turnover,out-of-bounds,[],203939,,,1610612742,65,58,2021-12-30T05:06:31Z,3620000,,,0,,D. Powell bad pass out-of-bounds TURNOVER (2 TO),[203939],1610612742.0,DAL,bad pass,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,2.0,,,
365,PT06M13.00S,2021-12-30T05:03:03.0Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1628963,75.64060446780552,11.76470588235294,1610612758,68,58,2021-12-30T05:03:07Z,3630000,-191.0,176.0,1,right,M. Bagley III 26' 3PT  (11 PTS) (D. Fox 2 AST),"[1628963, 1628368]",1610612758.0,SAC,,,,Bagley III,M. Bagley III,,,,,26.02,Made,,,,,,,11.0,,,,,,D. Fox,1628368.0,2.0,,,,
367,PT05M58.00S,2021-12-30T05:03:16.9Z,3,REGULAR,3pt,Jump Shot,[],204001,32.013797634691194,37.745098039215684,1610612742,68,58,2021-12-30T05:03:29Z,3650000,61.0,248.0,1,left,MISS K. Porzingis 25' 3PT,[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,25.59,Missed,,,,,,,,,,,,,,,,,,,
368,PT05M56.00S,2021-12-30T05:03:20.2Z,3,REGULAR,rebound,offensive,[],1630182,,,1610612742,68,58,2021-12-30T05:03:20Z,3660000,,,0,,J. Green REBOUND (Off:2 Def:1),[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,367.0,3.0,1.0,2.0,,,,,,,,,,,,,
369,PT05M54.00S,2021-12-30T05:03:25.9Z,3,REGULAR,foul,personal,[],1628368,,,1610612742,68,58,2021-12-30T05:03:49Z,3670000,,,0,,D. Fox personal FOUL (3 PF),"[1628368, 1628973]",1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,1627964.0,3.0,0.0,Brunson,1628973.0,,,,,,,
371,PT05M44.00S,2021-12-30T05:03:55.5Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1628973,19.530223390275953,25.245098039215684,1610612742,68,60,2021-12-30T05:04:01Z,3690000,124.0,131.0,1,left,J. Brunson 18' step back Jump Shot (18 PTS),[1628973],1610612742.0,DAL,step back,,,Brunson,J. Brunson,,,,,18.03,Made,,,,,,,18.0,,,,,,,,,,,,
372,PT05M28.00S,2021-12-30T05:04:11.4Z,3,REGULAR,turnover,lost ball,[],203084,,,1610612758,68,60,2021-12-30T05:04:17Z,3700000,,,0,,H. Barnes lost ball TURNOVER (1 TO),"[203084, 203939]",1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,1.0,Powell,203939.0,
373,PT05M28.00S,2021-12-30T05:04:11.4Z,3,REGULAR,steal,,[],203939,,,1610612742,68,60,2021-12-30T05:13:52Z,3710000,,,0,,D. Powell STEAL (1 STL),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
374,PT05M12.00S,2021-12-30T05:04:27.1Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1628373,32.14520367936925,59.55882352941176,1610612742,68,60,2021-12-30T05:04:32Z,3720000,-48.0,250.0,1,left,MISS F. Ntilikina 25' 3PT,[1628373],1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,25.42,Missed,,,,,,,,,,,,,,,,,,,
375,PT05M09.00S,2021-12-30T05:04:30.1Z,3,REGULAR,rebound,defensive,[],1628963,,,1610612758,68,60,2021-12-30T05:04:32Z,3730000,,,0,,M. Bagley III REBOUND (Off:1 Def:4),[1628963],1610612758.0,SAC,,,,Bagley III,M. Bagley III,,,,,,,,,374.0,5.0,4.0,1.0,,,,,,,,,,,,,
376,PT04M54.00S,2021-12-30T05:04:44.7Z,3,REGULAR,turnover,bad pass,[],1628368,,,1610612758,68,60,2021-12-30T05:04:48Z,3740000,,,0,,D. Fox bad pass TURNOVER (3 TO),"[1628368, 204001]",1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,3.0,Porzingis,204001.0,
377,PT04M54.00S,2021-12-30T05:04:44.7Z,3,REGULAR,steal,,[],204001,,,1610612742,68,60,2021-12-30T05:04:47Z,3750000,,,0,,K. Porzingis STEAL (1 STL),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,
378,PT04M36.00S,2021-12-30T05:05:03.6Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],203939,6.1268068331143235,94.85294117647058,1610612742,68,60,2021-12-30T05:05:42Z,3760000,-224.0,5.0,1,left,MISS D. Powell 3PT,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,22.44,Missed,,,,,,,,,,,,,,,,,,,
379,PT04M36.00S,2021-12-30T05:05:03.6Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612742,68,60,2021-12-30T05:05:42Z,3770000,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,378.0,,,,,,,,,,,,,,,,
380,PT04M36.00S,2021-12-30T05:05:16.0Z,3,REGULAR,foul,personal,[],1628368,,,1610612742,68,60,2021-12-30T05:05:31Z,3780000,,,0,,D. Fox loose ball personal FOUL (4 PF),"[1628368, 204001]",1610612758.0,SAC,loose ball,,,Fox,D. Fox,,,,,,,,,,,,,,2002.0,4.0,0.0,Porzingis,204001.0,,,,,,,
382,PT04M36.00S,2021-12-30T05:05:31.2Z,3,REGULAR,substitution,out,[],1628368,,,1610612742,68,60,2021-12-30T05:05:46Z,3800000,,,0,,SUB out: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,
383,PT04M36.00S,2021-12-30T05:05:31.2Z,3,REGULAR,substitution,out,[],204001,,,1610612742,68,60,2021-12-30T05:05:46Z,3810000,,,0,,SUB out: K. Porzingis,[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,
384,PT04M36.00S,2021-12-30T05:05:31.2Z,3,REGULAR,substitution,out,[],203939,,,1610612742,68,60,2021-12-30T05:05:46Z,3820000,,,0,,SUB out: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
385,PT04M36.00S,2021-12-30T05:05:31.2Z,3,REGULAR,substitution,in,[],1630558,,,1610612742,68,60,2021-12-30T05:05:46Z,3830000,,,0,,SUB in: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,
386,PT04M36.00S,2021-12-30T05:05:31.2Z,3,REGULAR,substitution,in,[],1628425,,,1610612742,68,60,2021-12-30T05:05:46Z,3840000,,,0,,SUB in: S. Brown,[1628425],1610612742.0,DAL,,,,Brown,S. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
387,PT04M36.00S,2021-12-30T05:05:31.2Z,3,REGULAR,substitution,in,[],1629650,,,1610612742,68,60,2021-12-30T05:05:46Z,3850000,,,0,,SUB in: M. Brown,[1629650],1610612742.0,DAL,,,,Brown,M. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
388,PT04M23.00S,2021-12-30T05:06:05.9Z,3,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",1628973,21.23850197109067,50.73529411764706,1610612742,68,62,2021-12-30T05:06:14Z,3860000,-4.0,147.0,1,left,J. Brunson 14' step back Jump Shot (20 PTS),[1628973],1610612742.0,DAL,step back,,,Brunson,J. Brunson,,,,,14.71,Made,,,,,,,20.0,,,,,,,,,,,,
389,PT04M12.00S,2021-12-30T05:06:17.1Z,3,REGULAR,turnover,lost ball,[],1627745,,,1610612758,68,62,2021-12-30T05:15:37Z,3870000,,,0,,D. Jones lost ball TURNOVER (2 TO),"[1627745, 1628373]",1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,,,,,,,,,,,,,,,,2.0,Ntilikina,1628373.0,
390,PT04M12.00S,2021-12-30T05:06:17.1Z,3,REGULAR,steal,,[],1628373,,,1610612742,68,62,2021-12-30T05:06:21Z,3880000,,,0,,F. Ntilikina STEAL (2 STL),[1628373],1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,,,,,,,,,,,,,,,,,,,,,
392,PT04M10.00S,2021-12-30T05:06:44.2Z,3,REGULAR,foul,personal,[],1627741,,,1610612742,68,62,2021-12-30T05:16:56Z,3900000,,,0,,B. Hield take personal FOUL (1 PF),"[1627741, 1629650]",1610612758.0,SAC,take,,,Hield,B. Hield,,,,,,,,,,,,,,1627964.0,1.0,0.0,Brown,1629650.0,,,,,,,
395,PT04M10.00S,2021-12-30T05:06:50.0Z,3,REGULAR,substitution,out,[],1628963,,,1610612742,68,62,2021-12-30T05:06:57Z,3930000,,,0,,SUB out: M. Bagley III,[1628963],1610612758.0,SAC,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,
396,PT04M10.00S,2021-12-30T05:06:50.0Z,3,REGULAR,substitution,out,[],1628973,,,1610612742,68,62,2021-12-30T05:06:57Z,3940000,,,0,,SUB out: J. Brunson,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,
397,PT04M10.00S,2021-12-30T05:06:50.0Z,3,REGULAR,substitution,in,[],1629002,,,1610612742,68,62,2021-12-30T05:06:57Z,3950000,,,0,,SUB in: C. Metu,[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,,,,,,,,,,,,,,,
398,PT04M10.00S,2021-12-30T05:06:50.0Z,3,REGULAR,substitution,in,[],202738,,,1610612742,68,62,2021-12-30T05:06:57Z,3960000,,,0,,SUB in: I. Thomas,[202738],1610612742.0,DAL,,,,Thomas,I. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,
399,PT04M04.00S,2021-12-30T05:06:58.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629650,8.229303547963205,48.529411764705884,1610612742,68,64,2021-12-30T05:11:58Z,3970000,7.0,25.0,1,left,M. Brown Layup (5 PTS) (I. Thomas 4 AST),"[1629650, 202738]",1610612742.0,DAL,,,,Brown,M. Brown,,,,,2.6,Made,,,,,,,5.0,,,,,,I. Thomas,202738.0,4.0,,,,
401,PT03M47.00S,2021-12-30T05:07:18.2Z,3,REGULAR,foul,personal,[],1630182,,,1610612758,68,64,2021-12-30T05:32:52Z,3990000,,,0,,J. Green personal FOUL (3 PF),"[1630182, 1627745]",1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,1627964.0,3.0,0.0,Jones,1627745.0,,,,,,,
403,PT03M47.00S,2021-12-30T05:07:33.6Z,3,REGULAR,substitution,out,[],203084,,,1610612758,68,64,2021-12-30T05:07:38Z,4010000,,,0,,SUB out: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
404,PT03M47.00S,2021-12-30T05:07:33.6Z,3,REGULAR,substitution,in,[],1630169,,,1610612758,68,64,2021-12-30T05:07:38Z,4020000,,,0,,SUB in: T. Haliburton,[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,
405,PT03M42.00S,2021-12-30T05:07:49.5Z,3,REGULAR,3pt,Jump Shot,[],1630558,67.7562417871222,55.392156862745104,1610612758,68,64,2021-12-30T05:07:55Z,4030000,27.0,251.0,1,right,MISS D. Mitchell 25' pullup 3PT,[1630558],1610612758.0,SAC,pullup,,,Mitchell,D. Mitchell,,,,,25.21,Missed,,,,,,,,,,,,,,,,,,,
406,PT03M38.00S,2021-12-30T05:07:53.5Z,3,REGULAR,rebound,defensive,[],1629650,,,1610612742,68,64,2021-12-30T05:07:55Z,4040000,,,0,,M. Brown REBOUND (Off:0 Def:3),[1629650],1610612742.0,DAL,,,,Brown,M. Brown,,,,,,,,,405.0,3.0,3.0,0.0,,,,,,,,,,,,,
407,PT03M30.00S,2021-12-30T05:08:01.6Z,3,REGULAR,2pt,Jump Shot,[],202738,15.719448094612352,30.14705882352941,1610612742,68,66,2021-12-30T05:08:08Z,4050000,99.0,95.0,1,left,I. Thomas 13' step back Jump Shot (6 PTS),[202738],1610612742.0,DAL,step back,,,Thomas,I. Thomas,,,,,13.76,Made,,,,,,,6.0,,,,,,,,,,,,
408,PT03M12.00S,2021-12-30T05:08:23.1Z,3,REGULAR,turnover,traveling,[],1627745,,,1610612758,68,66,2021-12-30T05:08:28Z,4060000,,,0,,D. Jones traveling TURNOVER (3 TO),[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,,,,,,,,1627964.0,,,,,,,,3.0,,,
409,PT02M54.00S,2021-12-30T05:08:48.8Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1628425,7.30946123521682,3.1862745098039214,1610612742,68,69,2021-12-30T05:08:55Z,4070000,234.0,16.0,1,left,S. Brown 3PT  (6 PTS) (J. Green 3 AST),"[1628425, 1630182]",1610612742.0,DAL,,,,Brown,S. Brown,,,,,23.47,Made,,,,,,,6.0,,,,,,J. Green,1630182.0,3.0,,,,
411,PT02M36.00S,2021-12-30T05:09:06.3Z,3,REGULAR,2pt,Jump Shot,[],1630169,77.7431011826544,34.55882352941176,1610612758,68,69,2021-12-30T05:09:11Z,4090000,-77.0,157.0,1,right,MISS T. Haliburton 17' pullup Shot,[1630169],1610612758.0,SAC,pullup,,,Haliburton,T. Haliburton,,,,,17.47,Missed,,,,,,,,,,,,,,,,,,,
412,PT02M32.00S,2021-12-30T05:09:10.3Z,3,REGULAR,rebound,defensive,[],1629650,,,1610612742,68,69,2021-12-30T05:09:11Z,4100000,,,0,,M. Brown REBOUND (Off:0 Def:4),[1629650],1610612742.0,DAL,,,,Brown,M. Brown,,,,,,,,,411.0,4.0,4.0,0.0,,,,,,,,,,,,,
413,PT02M23.00S,2021-12-30T05:09:19.6Z,3,REGULAR,3pt,Jump Shot,[],202738,30.59091655716163,32.674632352941174,1610612742,68,69,2021-12-30T05:09:35Z,4110000,87.0,235.0,1,left,MISS I. Thomas 25' pullup 3PT,[202738],1610612742.0,DAL,pullup,,,Thomas,I. Thomas,,,,,25.05,Missed,,,,,,,,,,,,,,,,,,,
414,PT02M18.00S,2021-12-30T05:09:24.6Z,3,REGULAR,rebound,defensive,[],1630169,,,1610612758,68,69,2021-12-30T05:09:24Z,4120000,,,0,,T. Haliburton REBOUND (Off:0 Def:2),[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,413.0,2.0,2.0,0.0,,,,,,,,,,,,,
415,PT02M07.00S,2021-12-30T05:09:36.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627745,89.96386333771353,49.754901960784316,1610612758,68,69,2021-12-30T05:09:41Z,4130000,-1.0,42.0,1,right,MISS D. Jones cutting Layup,[1627745],1610612758.0,SAC,cutting,,,Jones,D. Jones,,,,,4.18,Missed,,,,,,,,,,,,,,,,,,,
416,PT02M04.00S,2021-12-30T05:09:39.3Z,3,REGULAR,rebound,defensive,[],1628425,,,1610612742,68,69,2021-12-30T05:09:41Z,4140000,,,0,,S. Brown REBOUND (Off:0 Def:1),[1628425],1610612742.0,DAL,,,,Brown,S. Brown,,,,,,,,,415.0,1.0,1.0,0.0,,,,,,,,,,,,,
417,PT02M00.00S,2021-12-30T05:09:47.7Z,3,REGULAR,foul,offensive,[],1629650,,,1610612742,68,69,2021-12-30T05:09:55Z,4150000,,,0,,M. Brown charge offensive FOUL (1 PF),"[1629650, 1630558]",1610612742.0,DAL,charge,,,Brown,M. Brown,,,,,,,,,,,,,,1627964.0,1.0,0.0,Mitchell,1630558.0,,,,,,,
419,PT02M00.00S,2021-12-30T05:09:47.7Z,3,REGULAR,turnover,offensive foul,[],1629650,,,1610612742,68,69,2021-12-30T05:09:47Z,4170000,,,0,,M. Brown offensive foul TURNOVER (1 TO),[1629650],1610612742.0,DAL,,,,Brown,M. Brown,,,,,,,,,,,,,,1627964.0,,,,,,,,1.0,,,
420,PT02M00.00S,2021-12-30T05:10:04.0Z,3,REGULAR,timeout,full,['team'],0,,,1610612758,68,69,2021-12-30T05:10:04Z,4180000,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,PT02M00.00S,2021-12-30T05:10:52.3Z,3,REGULAR,substitution,out,[],1627745,,,1610612758,68,69,2021-12-30T05:11:33Z,4190000,,,0,,SUB out: D. Jones,[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
422,PT02M00.00S,2021-12-30T05:10:52.3Z,3,REGULAR,substitution,out,[],1628373,,,1610612758,68,69,2021-12-30T05:11:33Z,4200000,,,0,,SUB out: F. Ntilikina,[1628373],1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,,,,,,,,,,,,,,,,,,,,,
423,PT02M00.00S,2021-12-30T05:10:52.3Z,3,REGULAR,substitution,in,[],1626158,,,1610612758,68,69,2021-12-30T05:11:33Z,4210000,,,0,,SUB in: R. Holmes,[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,,,,,,,
424,PT02M00.00S,2021-12-30T05:10:52.3Z,3,REGULAR,substitution,in,[],1628973,,,1610612758,68,69,2021-12-30T05:11:33Z,4220000,,,0,,SUB in: J. Brunson,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,
425,PT01M41.00S,2021-12-30T05:11:53.4Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1630558,74.72076215505913,44.85294117647059,1610612758,68,69,2021-12-30T05:12:05Z,4230000,-26.0,185.0,1,right,MISS D. Mitchell 18' pullup Shot,[1630558],1610612758.0,SAC,pullup,,,Mitchell,D. Mitchell,,,,,18.69,Missed,,,,,,,,,,,,,,,,,,,
426,PT01M38.00S,2021-12-30T05:11:56.6Z,3,REGULAR,rebound,defensive,[],1629650,,,1610612742,68,69,2021-12-30T05:11:56Z,4240000,,,0,,M. Brown REBOUND (Off:0 Def:5),[1629650],1610612742.0,DAL,,,,Brown,M. Brown,,,,,,,,,425.0,5.0,5.0,0.0,,,,,,,,,,,,,
427,PT01M22.00S,2021-12-30T05:12:12.0Z,3,REGULAR,2pt,Jump Shot,[],1628973,13.485545335085414,32.1078431372549,1610612742,68,69,2021-12-30T05:12:16Z,4250000,89.0,74.0,1,left,MISS J. Brunson 11' pullup Shot,[1628973],1610612742.0,DAL,pullup,,,Brunson,J. Brunson,,,,,11.63,Missed,,,,,,,,,,,,,,,,,,,
428,PT01M20.00S,2021-12-30T05:12:14.0Z,3,REGULAR,rebound,defensive,[],1629002,,,1610612758,68,69,2021-12-30T05:12:16Z,4260000,,,0,,C. Metu REBOUND (Off:0 Def:6),[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,427.0,6.0,6.0,0.0,,,,,,,,,,,,,
429,PT01M13.00S,2021-12-30T05:12:23.4Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628425,,,1610612758,68,69,2021-12-30T05:12:32Z,4270000,,,0,,S. Brown shooting personal FOUL (1 PF) (Haliburton 2 FT),"[1628425, 1630169]",1610612742.0,DAL,shooting,,,Brown,S. Brown,,,,,,,,,,,,,,2002.0,1.0,0.0,Haliburton,1630169.0,,,,,,,
431,PT01M13.00S,2021-12-30T05:12:47.6Z,3,REGULAR,freethrow,1 of 2,[],1630169,,,1610612758,69,69,2021-12-30T05:12:47Z,4290000,,,0,,T. Haliburton Free Throw 1 of 2 (8 PTS),[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,Made,,,,,,,8.0,,,,,,,,,,,,
432,PT01M13.00S,2021-12-30T05:13:03.6Z,3,REGULAR,freethrow,2 of 2,[],1630169,,,1610612758,70,69,2021-12-30T05:13:03Z,4300000,,,0,,T. Haliburton Free Throw 2 of 2 (9 PTS),[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,Made,,,,,,,9.0,,,,,,,,,,,,
433,PT00M56.30S,2021-12-30T05:13:21.3Z,3,REGULAR,2pt,Jump Shot,[],202738,13.87976346911958,68.13725490196079,1610612742,70,69,2021-12-30T05:13:30Z,4310000,-91.0,78.0,1,left,MISS I. Thomas 11' fadeaway Shot,[202738],1610612742.0,DAL,fadeaway,,,Thomas,I. Thomas,,,,,11.96,Missed,,,,,,,,,,,,,,,,,,,
434,PT00M52.50S,2021-12-30T05:13:25.1Z,3,REGULAR,rebound,defensive,[],1629002,,,1610612758,70,69,2021-12-30T05:13:30Z,4320000,,,0,,C. Metu REBOUND (Off:0 Def:7),[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,433.0,7.0,7.0,0.0,,,,,,,,,,,,,
435,PT00M45.00S,2021-12-30T05:13:33.3Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1629002,85.23324572930355,48.77450980392157,1610612758,72,69,2021-12-30T05:13:38Z,4330000,-6.0,86.0,1,right,C. Metu 8' Hook (5 PTS) (T. Haliburton 8 AST),"[1629002, 1630169]",1610612758.0,SAC,,,,Metu,C. Metu,,,,,8.65,Made,,,,,,,5.0,,,,,,T. Haliburton,1630169.0,8.0,,,,
436,PT00M27.20S,2021-12-30T05:13:56.2Z,3,REGULAR,2pt,Jump Shot,[],1630182,9.280551905387648,25.735294117647058,1610612742,72,69,2021-12-30T05:14:00Z,4340000,121.0,35.0,1,left,MISS J. Green 12' fadeaway Shot,[1630182],1610612742.0,DAL,fadeaway,,,Green,J. Green,,,,,12.62,Missed,,,,,,,,,,,,,,,,,,,
437,PT00M25.80S,2021-12-30T05:13:57.6Z,3,REGULAR,rebound,defensive,[],1626158,,,1610612758,72,69,2021-12-30T05:14:52Z,4350000,,,0,,R. Holmes REBOUND (Off:1 Def:4),[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,436.0,5.0,4.0,1.0,,,,,,,,,,,,,
438,PT00M17.80S,2021-12-30T05:14:12.5Z,3,REGULAR,turnover,8-second-violation,['team'],0,,,1610612758,72,69,2021-12-30T05:14:19Z,4360000,,,0,,SAC 8-second-violation Team TURNOVER,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,2002.0,,,,,,,,,,,
439,PT00M17.80S,2021-12-30T05:14:21.9Z,3,REGULAR,substitution,out,[],1630182,,,1610612742,72,69,2021-12-30T05:14:47Z,4370000,,,0,,SUB out: J. Green,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
440,PT00M17.80S,2021-12-30T05:14:21.9Z,3,REGULAR,substitution,out,[],1629650,,,1610612742,72,69,2021-12-30T05:14:47Z,4380000,,,0,,SUB out: M. Brown,[1629650],1610612742.0,DAL,,,,Brown,M. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
441,PT00M17.80S,2021-12-30T05:14:21.9Z,3,REGULAR,substitution,in,[],204001,,,1610612742,72,69,2021-12-30T05:14:47Z,4390000,,,0,,SUB in: K. Porzingis,[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,
442,PT00M17.80S,2021-12-30T05:14:21.9Z,3,REGULAR,substitution,in,[],1628373,,,1610612742,72,69,2021-12-30T05:14:47Z,4400000,,,0,,SUB in: F. Ntilikina,[1628373],1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,,,,,,,,,,,,,,,,,,,,,
443,PT00M03.40S,2021-12-30T05:15:02.6Z,3,REGULAR,turnover,bad pass,[],1628373,,,1610612742,72,69,2021-12-30T05:29:28Z,4410000,,,0,,F. Ntilikina bad pass TURNOVER (2 TO),"[1628373, 1629002]",1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,,,,,,,,,,,,,,,,,,2.0,Metu,1629002.0,
444,PT00M03.40S,2021-12-30T05:15:02.6Z,3,REGULAR,steal,,[],1629002,,,1610612758,72,69,2021-12-30T05:29:28Z,4420000,,,0,,C. Metu STEAL (1 STL),[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,,,,,,,,,,,,,,,
445,PT00M00.00S,2021-12-30T05:15:09.8Z,3,REGULAR,period,end,[],0,,,1610612758,72,69,2021-12-30T05:15:09Z,4430000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542,PT12M00.00S,2021-12-30T05:16:00.2Z,4,REGULAR,substitution,out,['startperiod'],202738,,,1610612758,72,69,2021-12-30T05:35:08Z,4505000,,,0,,SUB out: I. Thomas,[202738],1610612742.0,DAL,,,,Thomas,I. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,
543,PT12M00.00S,2021-12-30T05:16:00.2Z,4,REGULAR,substitution,in,['startperiod'],1629033,,,1610612758,72,69,2021-12-30T05:35:08Z,4542500,,,0,,SUB in: T. Pinson,[1629033],1610612742.0,DAL,,,,Pinson,T. Pinson,,,,,,,,,,,,,,,,,,,,,,,,,
460,PT12M00.00S,2021-12-30T05:17:06.0Z,4,REGULAR,period,start,[],0,,,1610612758,72,69,2021-12-30T05:22:06Z,4580000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
