actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
183,PT09M02.00S,2021-11-04T02:38:56.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612740,33,29,2021-11-04T02:39:01Z,1820000,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,182.0,,,,,,,,,,,,,,,
184,PT09M02.00S,2021-11-04T02:39:00.7Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612740,33,29,2021-11-04T02:39:00Z,1830000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT09M02.00S,2021-11-04T02:39:10.7Z,2,REGULAR,substitution,out,[],203090,,,1610612740,33,29,2021-11-04T02:39:27Z,1840000,,,0,,SUB out: M. Harkless,[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT09M02.00S,2021-11-04T02:39:10.7Z,2,REGULAR,substitution,out,[],1630558,,,1610612740,33,29,2021-11-04T02:39:27Z,1850000,,,0,,SUB out: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT09M02.00S,2021-11-04T02:39:10.7Z,2,REGULAR,substitution,out,[],203107,,,1610612740,33,29,2021-11-04T02:39:27Z,1860000,,,0,,SUB out: T. Satoransky,[203107],1610612740.0,NOP,,,,Satoransky,T. Satoransky,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT09M02.00S,2021-11-04T02:39:10.7Z,2,REGULAR,substitution,in,[],1628368,,,1610612740,33,29,2021-11-04T02:39:27Z,1870000,,,0,,SUB in: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT09M02.00S,2021-11-04T02:39:10.7Z,2,REGULAR,substitution,in,[],203084,,,1610612740,33,29,2021-11-04T02:39:27Z,1880000,,,0,,SUB in: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT09M02.00S,2021-11-04T02:39:10.7Z,2,REGULAR,substitution,in,[],1628984,,,1610612740,33,29,2021-11-04T02:39:27Z,1890000,,,0,,SUB in: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT08M48.00S,2021-11-04T02:39:45.9Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1628984,25.969119579500656,11.519607843137255,1610612740,33,29,2021-11-04T02:39:55Z,1900000,192.0,192.0,1,left,MISS D. Graham 27' 3PT,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,27.15,Missed,,,,,,,,,,,,,,,,
192,PT08M48.00S,2021-11-04T02:39:45.9Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612758,33,29,2021-11-04T02:39:55Z,1910000,,,0,,TEAM defensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,,191.0,,,,,,,,,,,,,,,
193,PT08M48.00S,2021-11-04T02:39:52.4Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612758,33,29,2021-11-04T02:40:48Z,1920000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT08M36.00S,2021-11-04T02:40:08.6Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630169,87.72996057818659,56.127450980392155,1610612758,35,29,2021-11-04T02:42:30Z,1930000,31.0,63.0,1,right,T. Haliburton 6' driving Hook (2 PTS),[1630169],1610612758.0,SAC,driving,,,Haliburton,T. Haliburton,,,,,,,,6.99,Made,,,,,2.0,,,,,,,,,,,
195,PT08M17.00S,2021-11-04T02:40:27.7Z,2,REGULAR,2pt,Jump Shot,[],202066,10.988830486202366,85.04901960784314,1610612740,35,29,2021-11-04T02:40:33Z,1940000,-175.0,51.0,1,left,MISS G. Temple 18' Jump Shot,[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,18.24,Missed,,,,,,,,,,,,,,,,
196,PT08M14.00S,2021-11-04T02:40:30.7Z,2,REGULAR,rebound,offensive,[],1630230,,,1610612740,35,29,2021-11-04T02:40:33Z,1950000,,,0,,N. Marshall REBOUND (Off:1 Def:0),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,195.0,1.0,0.0,1.0,,,,,,,,,,,,
197,PT08M12.00S,2021-11-04T02:40:33.0Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1628984,22.552562417871222,9.068627450980392,1610612740,35,32,2021-11-04T02:40:36Z,1960000,205.0,159.0,1,left,D. Graham 25' 3PT  (11 PTS) (T. Murphy III 2 AST),"[1628984, 1630530]",1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,25.95,Made,,,,,11.0,T. Murphy III,1630530.0,2.0,,,,,,,,
199,PT08M00.00S,2021-11-04T02:40:45.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630169,93.9060446780552,53.431372549019606,1610612758,37,32,2021-11-04T02:40:53Z,1980000,17.0,5.0,1,right,T. Haliburton driving Layup (4 PTS),[1630169],1610612758.0,SAC,driving,,,Haliburton,T. Haliburton,,,,,,,,1.79,Made,,,,,4.0,,,,,,,,,,,
200,PT07M42.00S,2021-11-04T02:41:03.5Z,2,REGULAR,2pt,Jump Shot,[],202685,8.360709592641262,65.93137254901961,1610612740,37,32,2021-11-04T02:41:07Z,1990000,-80.0,26.0,1,left,MISS J. Valanciunas 8' fadeaway Shot - blocked,"[202685, 203458]",1610612740.0,NOP,fadeaway,,,Valanciunas,J. Valanciunas,,,,,,,,8.39,Missed,,,,,,,,,Len,203458.0,,,,,,
201,PT07M42.00S,2021-11-04T02:41:03.5Z,2,REGULAR,block,,[],203458,,,1610612740,37,32,2021-11-04T02:41:06Z,2000000,,,0,,A. Len BLOCK (2 BLK),[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT07M38.00S,2021-11-04T02:41:07.5Z,2,REGULAR,rebound,defensive,[],203458,,,1610612758,37,32,2021-11-04T02:41:07Z,2010000,,,0,,A. Len REBOUND (Off:0 Def:3),[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,200.0,3.0,3.0,0.0,,,,,,,,,,,,
203,PT07M35.00S,2021-11-04T02:41:12.8Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612758,37,32,2021-11-04T02:41:12Z,2020000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT07M35.00S,2021-11-04T02:41:16.0Z,2,REGULAR,substitution,out,[],1630530,,,1610612758,37,32,2021-11-04T02:41:24Z,2030000,,,0,,SUB out: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT07M35.00S,2021-11-04T02:41:16.0Z,2,REGULAR,substitution,in,[],1629638,,,1610612758,37,32,2021-11-04T02:41:24Z,2040000,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT07M35.00S,2021-11-04T02:41:30.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,37,32,2021-11-04T02:41:30Z,2050000,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT07M30.00S,2021-11-04T02:44:20.5Z,2,REGULAR,3pt,Jump Shot,[],1627741,74.45795006570303,82.1078431372549,1610612758,37,32,2021-11-04T02:44:26Z,2060000,161.0,188.0,1,right,MISS B. Hield 24' 3PT,[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,24.69,Missed,,,,,,,,,,,,,,,,
208,PT07M26.00S,2021-11-04T02:44:24.5Z,2,REGULAR,rebound,defensive,[],1630230,,,1610612740,37,32,2021-11-04T02:44:26Z,2070000,,,0,,N. Marshall REBOUND (Off:1 Def:1),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,207.0,2.0,1.0,1.0,,,,,,,,,,,,
210,PT07M22.00S,2021-11-04T02:44:43.3Z,2,REGULAR,foul,personal,[],203458,,,1610612740,37,32,2021-11-04T02:44:50Z,2090000,,,0,,A. Len personal FOUL (1 PF),"[203458, 202685]",1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,,,,,,,,,,,1146.0,1.0,0.0,Valanciunas,202685.0,
212,PT07M18.00S,2021-11-04T02:44:53.8Z,2,REGULAR,3pt,Jump Shot,[],1629638,31.35676741130092,70.09803921568627,1610612740,37,32,2021-11-04T02:45:04Z,2110000,-100.0,242.0,1,left,MISS N. Alexander-Walker 26' 3PT,[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,26.23,Missed,,,,,,,,,,,,,,,,
213,PT07M18.00S,2021-11-04T02:44:58.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612740,37,32,2021-11-04T02:44:58Z,2120000,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,212.0,,,,,,,,,,,,,,,
214,PT07M18.00S,2021-11-04T02:44:59.8Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612740,37,32,2021-11-04T02:44:59Z,2130000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT07M18.00S,2021-11-04T02:45:01.8Z,2,REGULAR,substitution,out,[],1630230,,,1610612740,37,32,2021-11-04T02:45:05Z,2140000,,,0,,SUB out: N. Marshall,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT07M18.00S,2021-11-04T02:45:01.8Z,2,REGULAR,substitution,in,[],1628404,,,1610612740,37,32,2021-11-04T02:45:05Z,2150000,,,0,,SUB in: J. Hart,[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT07M12.00S,2021-11-04T02:45:21.6Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1628404,26.757555847568987,17.15686274509804,1610612740,37,32,2021-11-04T02:45:27Z,2160000,164.0,199.0,1,left,MISS J. Hart 25' 3PT,[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,25.8,Missed,,,,,,,,,,,,,,,,
218,PT07M08.00S,2021-11-04T02:45:25.6Z,2,REGULAR,rebound,offensive,[],1628984,,,1610612740,37,32,2021-11-04T02:45:27Z,2170000,,,0,,D. Graham REBOUND (Off:1 Def:0),[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,217.0,1.0,0.0,1.0,,,,,,,,,,,,
219,PT07M04.00S,2021-11-04T02:45:28.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629638,30.305519053876477,64.4607843137255,1610612740,37,35,2021-11-04T02:45:38Z,2180000,-72.0,232.0,1,left,N. Alexander-Walker 24' 3PT  (3 PTS) (D. Graham 4 AST),"[1629638, 1628984]",1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,24.34,Made,,,,,3.0,D. Graham,1628984.0,4.0,,,,,,,,
221,PT06M54.00S,2021-11-04T02:45:38.7Z,2,REGULAR,2pt,Jump Shot,[],1630169,84.1819973718791,31.127450980392158,1610612758,37,35,2021-11-04T02:45:44Z,2200000,-94.0,96.0,1,right,MISS T. Haliburton 13' pullup Shot,[1630169],1610612758.0,SAC,pullup,,,Haliburton,T. Haliburton,,,,,,,,13.48,Missed,,,,,,,,,,,,,,,,
222,PT06M51.00S,2021-11-04T02:45:41.7Z,2,REGULAR,rebound,defensive,[],202685,,,1610612740,37,35,2021-11-04T02:45:44Z,2210000,,,0,,J. Valanciunas REBOUND (Off:1 Def:5),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,221.0,6.0,5.0,1.0,,,,,,,,,,,,
223,PT06M34.00S,2021-11-04T02:45:58.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202685,16.376478318002626,64.70588235294117,1610612740,37,35,2021-11-04T02:54:48Z,2220000,-74.0,101.0,1,left,MISS J. Valanciunas 12' floating Shot,[202685],1610612740.0,NOP,floating,,,Valanciunas,J. Valanciunas,,,,,,,,12.52,Missed,,,,,,,,,,,,,,,,
224,PT06M31.00S,2021-11-04T02:46:01.5Z,2,REGULAR,rebound,defensive,[],1627741,,,1610612758,37,35,2021-11-04T02:46:06Z,2230000,,,0,,B. Hield REBOUND (Off:0 Def:3),[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,223.0,3.0,3.0,0.0,,,,,,,,,,,,
225,PT06M25.00S,2021-11-04T02:46:08.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628368,92.32917214191852,38.23529411764706,1610612758,39,35,2021-11-04T02:46:19Z,2240000,-59.0,20.0,1,right,D. Fox 6' driving Layup (9 PTS),[1628368],1610612758.0,SAC,driving,,,Fox,D. Fox,,,,,,,,6.2,Made,,,,,9.0,,,,,,,,,,,
226,PT06M10.00S,2021-11-04T02:46:22.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629638,6.915243101182654,38.48039215686275,1610612740,39,37,2021-11-04T02:56:03Z,2250000,58.0,13.0,1,left,N. Alexander-Walker driving floating bank Jump Shot (5 PTS),[1629638],1610612740.0,NOP,driving floating bank,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,5.89,Made,,,,,5.0,,,,,,,,,,,
227,PT05M59.00S,2021-11-04T02:46:33.7Z,2,REGULAR,3pt,Jump Shot,[],203084,74.19513797634691,82.84313725490196,1610612758,39,37,2021-11-04T02:46:46Z,2260000,164.0,190.0,1,right,MISS H. Barnes 25' 3PT,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,25.12,Missed,,,,,,,,,,,,,,,,
228,PT05M54.00S,2021-11-04T02:46:39.3Z,2,REGULAR,rebound,offensive,[],1627741,,,1610612758,39,37,2021-11-04T02:46:39Z,2270000,,,0,,B. Hield REBOUND (Off:1 Def:3),[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,227.0,4.0,3.0,1.0,,,,,,,,,,,,
229,PT05M49.00S,2021-11-04T02:46:44.1Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1627741,88.12417871222075,12.745098039215685,1610612758,41,37,2021-11-04T02:46:52Z,2280000,-186.0,59.0,1,right,B. Hield 19' pullup Jump Shot (5 PTS),[1627741],1610612758.0,SAC,pullup,,,Hield,B. Hield,,,,,,,,19.54,Made,,,,,5.0,,,,,,,,,,,
231,PT05M34.00S,2021-11-04T02:46:59.0Z,2,REGULAR,3pt,Jump Shot,[],202066,20.45006570302234,91.17647058823529,1610612740,41,37,2021-11-04T02:47:05Z,2300000,-206.0,140.0,1,left,MISS G. Temple 24' 3PT,[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,24.88,Missed,,,,,,,,,,,,,,,,
232,PT05M29.00S,2021-11-04T02:47:04.0Z,2,REGULAR,rebound,defensive,[],203084,,,1610612758,41,37,2021-11-04T02:47:05Z,2310000,,,0,,H. Barnes REBOUND (Off:1 Def:2),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,231.0,3.0,2.0,1.0,,,,,,,,,,,,
233,PT05M22.00S,2021-11-04T02:47:10.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203084,92.59198423127464,58.08823529411765,1610612758,41,37,2021-11-04T02:47:15Z,2320000,40.0,17.0,1,right,MISS H. Barnes bank Shot,[203084],1610612758.0,SAC,bank,,,Barnes,H. Barnes,,,,,,,,4.39,Missed,,,,,,,,,,,,,,,,
234,PT05M19.00S,2021-11-04T02:47:13.9Z,2,REGULAR,rebound,defensive,[],1629638,,,1610612740,41,37,2021-11-04T02:47:13Z,2330000,,,0,,N. Alexander-Walker REBOUND (Off:0 Def:1),[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,233.0,1.0,1.0,0.0,,,,,,,,,,,,
235,PT05M16.00S,2021-11-04T02:47:16.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628404,6.521024967148489,44.36274509803921,1610612740,41,37,2021-11-04T02:47:26Z,2340000,28.0,9.0,1,left,MISS J. Hart running Layup,[1628404],1610612740.0,NOP,running,,,Hart,J. Hart,,,,,,,,2.95,Missed,,,,,,,,,,,,,,,,
236,PT05M14.00S,2021-11-04T02:47:18.9Z,2,REGULAR,rebound,defensive,[],1628368,,,1610612758,41,37,2021-11-04T02:47:26Z,2350000,,,0,,D. Fox REBOUND (Off:0 Def:1),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,235.0,1.0,1.0,0.0,,,,,,,,,,,,
237,PT05M11.00S,2021-11-04T02:47:22.3Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1627741,71.17279894875165,89.4607843137255,1610612758,41,37,2021-11-04T02:47:36Z,2360000,197.0,218.0,1,right,MISS B. Hield 29' 3PT,[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,29.44,Missed,,,,,,,,,,,,,,,,
238,PT05M07.00S,2021-11-04T02:47:26.4Z,2,REGULAR,rebound,offensive,[],1627741,,,1610612758,41,37,2021-11-04T02:47:26Z,2370000,,,0,,B. Hield REBOUND (Off:2 Def:3),[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,237.0,5.0,3.0,2.0,,,,,,,,,,,,
239,PT05M03.00S,2021-11-04T02:47:30.0Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1627741,67.49342969776609,73.2843137254902,1610612758,41,37,2021-11-04T02:47:38Z,2380000,116.0,253.0,1,right,MISS B. Hield 27' 3PT,[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,27.86,Missed,,,,,,,,,,,,,,,,
240,PT05M00.00S,2021-11-04T02:47:33.0Z,2,REGULAR,rebound,defensive,[],202685,,,1610612740,41,37,2021-11-04T02:47:38Z,2390000,,,0,,J. Valanciunas REBOUND (Off:1 Def:6),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,239.0,7.0,6.0,1.0,,,,,,,,,,,,
241,PT04M55.00S,2021-11-04T02:47:44.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,41,37,2021-11-04T02:47:44Z,2400000,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT04M55.00S,2021-11-04T02:48:24.8Z,2,REGULAR,substitution,out,[],1630169,,,1610612740,41,37,2021-11-04T02:50:33Z,2410000,,,0,,SUB out: T. Haliburton,[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT04M55.00S,2021-11-04T02:48:24.8Z,2,REGULAR,substitution,out,[],1627741,,,1610612740,41,37,2021-11-04T02:50:33Z,2420000,,,0,,SUB out: B. Hield,[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT04M55.00S,2021-11-04T02:48:24.8Z,2,REGULAR,substitution,out,[],203458,,,1610612740,41,37,2021-11-04T02:50:33Z,2430000,,,0,,SUB out: A. Len,[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT04M55.00S,2021-11-04T02:48:24.8Z,2,REGULAR,substitution,out,[],202685,,,1610612740,41,37,2021-11-04T02:50:33Z,2440000,,,0,,SUB out: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT04M55.00S,2021-11-04T02:48:24.8Z,2,REGULAR,substitution,in,[],203090,,,1610612740,41,37,2021-11-04T02:50:33Z,2450000,,,0,,SUB in: M. Harkless,[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT04M55.00S,2021-11-04T02:48:24.8Z,2,REGULAR,substitution,in,[],1630558,,,1610612740,41,37,2021-11-04T02:50:33Z,2460000,,,0,,SUB in: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT04M55.00S,2021-11-04T02:48:24.8Z,2,REGULAR,substitution,in,[],1626158,,,1610612740,41,37,2021-11-04T02:50:33Z,2470000,,,0,,SUB in: R. Holmes,[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT04M55.00S,2021-11-04T02:48:24.8Z,2,REGULAR,substitution,in,[],1626195,,,1610612740,41,37,2021-11-04T02:50:33Z,2480000,,,0,,SUB in: W. Hernangomez,[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT04M39.00S,2021-11-04T02:50:55.8Z,2,REGULAR,3pt,Jump Shot,[],1628404,32.40801576872536,55.88235294117647,1610612740,41,37,2021-11-04T02:51:04Z,2490000,-29.0,252.0,1,left,MISS J. Hart 25' pullup 3PT,[1628404],1610612740.0,NOP,pullup,,,Hart,J. Hart,,,,,,,,25.38,Missed,,,,,,,,,,,,,,,,
251,PT04M34.00S,2021-11-04T02:51:01.0Z,2,REGULAR,rebound,defensive,[],1626158,,,1610612758,41,37,2021-11-04T02:51:01Z,2500000,,,0,,R. Holmes REBOUND (Off:1 Def:4),[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,250.0,5.0,4.0,1.0,,,,,,,,,,,,
252,PT04M17.00S,2021-11-04T02:51:17.7Z,2,REGULAR,3pt,Jump Shot,[],1630558,92.59198423127464,96.56862745098039,1610612758,41,37,2021-11-04T02:51:22Z,2510000,233.0,17.0,1,right,MISS D. Mitchell 3PT,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,23.34,Missed,,,,,,,,,,,,,,,,
253,PT04M15.00S,2021-11-04T02:51:19.7Z,2,REGULAR,rebound,defensive,[],1626195,,,1610612740,41,37,2021-11-04T02:51:22Z,2520000,,,0,,W. Hernangomez REBOUND (Off:0 Def:1),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,252.0,1.0,1.0,0.0,,,,,,,,,,,,
254,PT04M02.00S,2021-11-04T02:51:33.6Z,2,REGULAR,2pt,Jump Shot,[],1626195,13.87976346911958,32.59803921568628,1610612740,41,39,2021-11-04T02:51:40Z,2530000,87.0,78.0,1,left,W. Hernangomez 11' floating Jump Shot (2 PTS) (D. Graham 5 AST),"[1626195, 1628984]",1610612740.0,NOP,floating,,,Hernangomez,W. Hernangomez,,,,,,,,11.68,Made,,,,,2.0,D. Graham,1628984.0,5.0,,,,,,,,
256,PT03M54.00S,2021-11-04T02:51:47.2Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612758,41,39,2021-11-04T02:51:47Z,2550000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT03M43.00S,2021-11-04T02:52:13.6Z,2,REGULAR,3pt,Jump Shot,[],203090,92.46057818659659,97.05882352941177,1610612758,44,39,2021-11-04T02:52:19Z,2560000,235.0,18.0,1,right,M. Harkless 3PT  (3 PTS) (D. Mitchell 5 AST),"[203090, 1630558]",1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,,,,23.6,Made,,,,,3.0,D. Mitchell,1630558.0,5.0,,,,,,,,
259,PT03M23.00S,2021-11-04T02:52:33.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629638,6.521024967148489,58.57843137254902,1610612740,44,41,2021-11-04T02:52:38Z,2580000,-43.0,9.0,1,left,N. Alexander-Walker driving Layup (7 PTS),[1629638],1610612740.0,NOP,driving,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,4.38,Made,,,,,7.0,,,,,,,,,,,
260,PT03M10.00S,2021-11-04T02:52:46.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626158,92.46057818659659,48.28431372549019,1610612758,46,41,2021-11-04T02:52:50Z,2590000,-9.0,18.0,1,right,R. Holmes Layup (10 PTS) (D. Mitchell 6 AST),"[1626158, 1630558]",1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,2.03,Made,,,,,10.0,D. Mitchell,1630558.0,6.0,,,,,,,,
262,PT02M55.00S,2021-11-04T02:53:01.8Z,2,REGULAR,foul,personal,['2freethrow'],1626158,,,1610612740,46,41,2021-11-04T02:53:13Z,2610000,,,0,,R. Holmes shooting personal FOUL (2 PF) (Hernangomez 2 FT),"[1626158, 1626195]",1610612758.0,SAC,shooting,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,,1627534.0,2.0,0.0,Hernangomez,1626195.0,
264,PT02M55.00S,2021-11-04T02:53:37.7Z,2,REGULAR,freethrow,1 of 2,[],1626195,,,1610612740,46,42,2021-11-04T02:53:37Z,2630000,,,0,,W. Hernangomez Free Throw 1 of 2 (3 PTS),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,Made,,,,,3.0,,,,,,,,,,,
265,PT02M55.00S,2021-11-04T02:53:56.6Z,2,REGULAR,freethrow,2 of 2,[],1626195,,,1610612740,46,43,2021-11-04T02:53:56Z,2640000,,,0,,W. Hernangomez Free Throw 2 of 2 (4 PTS),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,Made,,,,,4.0,,,,,,,,,,,
266,PT02M42.00S,2021-11-04T02:54:15.1Z,2,REGULAR,foul,personal,['2freethrow'],1626195,,,1610612758,46,43,2021-11-04T02:54:24Z,2650000,,,0,,W. Hernangomez shooting personal FOUL (1 PF) (Barnes 2 FT),"[1626195, 203084]",1610612740.0,NOP,shooting,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,,,,,,,1627534.0,1.0,0.0,Barnes,203084.0,
268,PT02M42.00S,2021-11-04T02:54:41.0Z,2,REGULAR,freethrow,1 of 2,[],203084,,,1610612758,47,43,2021-11-04T02:54:41Z,2670000,,,0,,H. Barnes Free Throw 1 of 2 (6 PTS),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,Made,,,,,6.0,,,,,,,,,,,
269,PT02M42.00S,2021-11-04T02:54:55.4Z,2,REGULAR,freethrow,2 of 2,[],203084,,,1610612758,48,43,2021-11-04T02:54:55Z,2680000,,,0,,H. Barnes Free Throw 2 of 2 (7 PTS),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,Made,,,,,7.0,,,,,,,,,,,
