actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
360,PT07M51.00S,2021-11-04T03:26:45.4Z,3,REGULAR,rebound,defensive,[],202685,,,1610612740,68,63,2021-11-04T03:26:54Z,3590000,,,0,,J. Valanciunas REBOUND (Off:1 Def:8),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,359.0,9.0,8.0,1.0,,,,,,,,,,,,
361,PT07M41.00S,2021-11-04T03:26:55.3Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],202685,67.49342969776609,49.26470588235294,1610612740,68,66,2021-11-04T03:27:05Z,3600000,-4.0,253.0,1,right,J. Valanciunas 25' 3PT running (12 PTS) (J. Hart 2 AST),"[202685, 1628404]",1610612740.0,NOP,running,,,Valanciunas,J. Valanciunas,,,,,,,,25.31,Made,,,,,12.0,J. Hart,1628404.0,2.0,,,,,,,,
363,PT07M32.00S,2021-11-04T03:27:12.2Z,3,REGULAR,foul,offensive,[],203458,,,1610612758,68,66,2021-11-04T03:27:21Z,3620000,,,0,,A. Len offensive FOUL (2 PF),"[203458, 202685]",1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,,,,,,,,,,,1146.0,2.0,0.0,Valanciunas,202685.0,
365,PT07M32.00S,2021-11-04T03:27:12.2Z,3,REGULAR,turnover,offensive foul,[],203458,,,1610612758,68,66,2021-11-04T03:27:12Z,3640000,,,0,,A. Len offensive foul TURNOVER (1 TO),[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,1.0,,,,,,,,,,,,,,,1146.0,,,,,
367,PT07M16.00S,2021-11-04T03:27:38.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629638,93.64323258869908,54.41176470588235,1610612740,68,68,2021-11-04T03:27:43Z,3650000,22.0,7.0,1,right,N. Alexander-Walker driving Layup (11 PTS),[1629638],1610612740.0,NOP,driving,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,2.33,Made,,,,,11.0,,,,,,,,,,,
368,PT07M06.00S,2021-11-04T03:27:48.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203458,6.389618922470433,43.13725490196079,1610612758,68,68,2021-11-04T03:27:53Z,3660000,34.0,8.0,1,left,MISS A. Len cutting Layup - blocked,"[203458, 202066]",1610612758.0,SAC,cutting,,,Len,A. Len,,,,,,,,3.51,Missed,,,,,,,,,Temple,202066.0,,,,,,
369,PT07M06.00S,2021-11-04T03:27:48.3Z,3,REGULAR,block,,[],202066,,,1610612758,68,68,2021-11-04T03:27:51Z,3670000,,,0,,G. Temple BLOCK (1 BLK),[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,,,,,,,,,,,,,,,
370,PT07M03.00S,2021-11-04T03:27:51.3Z,3,REGULAR,rebound,defensive,[],202066,,,1610612740,68,68,2021-11-04T03:27:53Z,3680000,,,0,,G. Temple REBOUND (Off:0 Def:2),[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,368.0,2.0,2.0,0.0,,,,,,,,,,,,
371,PT07M01.00S,2021-11-04T03:27:54.8Z,3,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1628404,92.72339027595268,50.0,1610612740,68,70,2021-11-04T03:28:31Z,3690000,0.0,16.0,1,right,J. Hart running DUNK (9 PTS) (N. Alexander-Walker 3 AST),"[1628404, 1629638]",1610612740.0,NOP,running,,,Hart,J. Hart,,,,,,,,1.59,Made,,,,,9.0,N. Alexander-Walker,1629638.0,3.0,,,,,,,,
372,PT07M01.00S,2021-11-04T03:28:16.3Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,68,70,2021-11-04T03:28:16Z,3700000,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,PT07M01.00S,2021-11-04T03:29:56.3Z,3,REGULAR,substitution,out,[],1630169,,,1610612758,68,70,2021-11-04T03:30:39Z,3710000,,,0,,SUB out: T. Haliburton,[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,
376,PT07M01.00S,2021-11-04T03:29:56.3Z,3,REGULAR,substitution,out,[],203090,,,1610612758,68,70,2021-11-04T03:30:39Z,3720000,,,0,,SUB out: M. Harkless,[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,,,,,,,,,,,,,,,,,,,,,
377,PT07M01.00S,2021-11-04T03:29:56.3Z,3,REGULAR,substitution,out,[],203458,,,1610612758,68,70,2021-11-04T03:30:39Z,3730000,,,0,,SUB out: A. Len,[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,,,,,,,,,,,,,,,,
378,PT07M01.00S,2021-11-04T03:29:56.3Z,3,REGULAR,substitution,in,[],1630558,,,1610612758,68,70,2021-11-04T03:30:39Z,3740000,,,0,,SUB in: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,
379,PT07M01.00S,2021-11-04T03:29:56.3Z,3,REGULAR,substitution,in,[],1627741,,,1610612758,68,70,2021-11-04T03:30:39Z,3750000,,,0,,SUB in: B. Hield,[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,
380,PT07M01.00S,2021-11-04T03:29:56.3Z,3,REGULAR,substitution,in,[],202684,,,1610612758,68,70,2021-11-04T03:30:39Z,3760000,,,0,,SUB in: T. Thompson,[202684],1610612758.0,SAC,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
381,PT06M49.00S,2021-11-04T03:31:04.5Z,3,REGULAR,turnover,out-of-bounds,[],203084,,,1610612758,68,70,2021-11-04T03:31:12Z,3770000,,,0,,H. Barnes lost ball out-of-bounds TURNOVER (2 TO),[203084],1610612758.0,SAC,lost ball,,,Barnes,H. Barnes,,,,,2.0,,,,,,,,,,,,,,,1146.0,,,,,
382,PT06M29.00S,2021-11-04T03:31:30.3Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1629638,91.93495400788436,87.25490196078431,1610612740,68,72,2021-11-04T03:35:30Z,3780000,186.0,23.0,1,right,N. Alexander-Walker 18' fadeaway Jump Shot (13 PTS),[1629638],1610612740.0,NOP,fadeaway,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,18.78,Made,,,,,13.0,,,,,,,,,,,
383,PT06M09.00S,2021-11-04T03:31:50.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,17.0335085413929,46.32352941176471,1610612758,68,72,2021-11-04T03:31:56Z,3790000,18.0,108.0,1,left,MISS D. Fox 10' floating Shot,[1628368],1610612758.0,SAC,floating,,,Fox,D. Fox,,,,,,,,10.92,Missed,,,,,,,,,,,,,,,,
384,PT06M05.00S,2021-11-04T03:31:54.9Z,3,REGULAR,rebound,defensive,[],202685,,,1610612740,68,72,2021-11-04T03:31:56Z,3800000,,,0,,J. Valanciunas REBOUND (Off:1 Def:9),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,383.0,10.0,9.0,1.0,,,,,,,,,,,,
385,PT06M02.00S,2021-11-04T03:31:57.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628404,93.38042049934296,55.392156862745104,1610612740,68,72,2021-11-04T03:37:44Z,3810000,27.0,10.0,1,right,MISS J. Hart driving Layup,[1628404],1610612740.0,NOP,driving,,,Hart,J. Hart,,,,,,,,2.87,Missed,,,,,,,,,,,,,,,,
386,PT05M57.00S,2021-11-04T03:32:02.2Z,3,REGULAR,rebound,offensive,[],202066,,,1610612740,68,72,2021-11-04T03:32:08Z,3820000,,,0,,G. Temple REBOUND (Off:1 Def:2),[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,385.0,3.0,2.0,1.0,,,,,,,,,,,,
387,PT05M57.00S,2021-11-04T03:32:02.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202066,92.85479632063075,54.65686274509803,1610612740,68,72,2021-11-04T03:32:11Z,3830000,23.0,15.0,1,right,MISS G. Temple Layup,[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,2.75,Missed,,,,,,,,,,,,,,,,
388,PT05M54.00S,2021-11-04T03:32:04.6Z,3,REGULAR,rebound,offensive,[],202066,,,1610612740,68,72,2021-11-04T03:32:04Z,3840000,,,0,,G. Temple REBOUND (Off:2 Def:2),[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,387.0,4.0,2.0,2.0,,,,,,,,,,,,
389,PT05M54.00S,2021-11-04T03:32:05.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202066,92.32917214191852,53.67647058823529,1610612740,68,74,2021-11-04T03:38:37Z,3850000,18.0,20.0,1,right,G. Temple putback Layup (7 PTS),[202066],1610612740.0,NOP,putback,,,Temple,G. Temple,,,,,,,,2.69,Made,,,,,7.0,,,,,,,,,,,
390,PT05M50.00S,2021-11-04T03:32:14.1Z,3,REGULAR,foul,personal,[],1629638,,,1610612758,68,74,2021-11-04T03:32:26Z,3860000,,,0,,N. Alexander-Walker personal FOUL (3 PF),"[1629638, 202684]",1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,1627534.0,3.0,0.0,Thompson,202684.0,
392,PT05M50.00S,2021-11-04T03:32:21.5Z,3,REGULAR,substitution,out,[],202685,,,1610612758,68,74,2021-11-04T03:32:28Z,3880000,,,0,,SUB out: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,
393,PT05M50.00S,2021-11-04T03:32:21.5Z,3,REGULAR,substitution,in,[],1626195,,,1610612758,68,74,2021-11-04T03:32:28Z,3890000,,,0,,SUB in: W. Hernangomez,[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,,
395,PT05M46.00S,2021-11-04T03:32:40.7Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628404,,,1610612758,68,74,2021-11-04T03:32:58Z,3900000,,,0,,J. Hart personal FOUL (1 PF) (Barnes 2 FT),"[1628404, 203084]",1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,1146.0,1.0,0.0,Barnes,203084.0,
397,PT05M46.00S,2021-11-04T03:33:06.2Z,3,REGULAR,freethrow,1 of 2,[],203084,,,1610612758,69,74,2021-11-04T03:33:06Z,3920000,,,0,,H. Barnes Free Throw 1 of 2 (14 PTS),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,Made,,,,,14.0,,,,,,,,,,,
398,PT05M46.00S,2021-11-04T03:33:23.4Z,3,REGULAR,freethrow,2 of 2,[],203084,,,1610612758,70,74,2021-11-04T03:33:23Z,3930000,,,0,,H. Barnes Free Throw 2 of 2 (15 PTS),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,Made,,,,,15.0,,,,,,,,,,,
399,PT05M29.00S,2021-11-04T03:33:40.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626195,92.85479632063075,52.94117647058824,1610612740,70,76,2021-11-04T03:33:46Z,3940000,15.0,15.0,1,right,W. Hernangomez cutting Layup (6 PTS) (N. Alexander-Walker 4 AST),"[1626195, 1629638]",1610612740.0,NOP,cutting,,,Hernangomez,W. Hernangomez,,,,,,,,2.08,Made,,,,,6.0,N. Alexander-Walker,1629638.0,4.0,,,,,,,,
401,PT05M13.00S,2021-11-04T03:33:56.9Z,3,REGULAR,2pt,Jump Shot,[],1627741,22.815374507227332,39.950980392156865,1610612758,72,76,2021-11-04T03:34:02Z,3960000,50.0,162.0,1,left,B. Hield 16' pullup Jump Shot (7 PTS),[1627741],1610612758.0,SAC,pullup,,,Hield,B. Hield,,,,,,,,16.96,Made,,,,,7.0,,,,,,,,,,,
402,PT04M52.00S,2021-11-04T03:34:18.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629638,93.64323258869908,52.94117647058824,1610612740,72,78,2021-11-04T03:34:23Z,3970000,15.0,7.0,1,right,N. Alexander-Walker driving Layup (15 PTS),[1629638],1610612740.0,NOP,driving,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,1.64,Made,,,,,15.0,,,,,,,,,,,
403,PT04M33.00S,2021-11-04T03:34:36.1Z,3,REGULAR,3pt,Jump Shot,[],203084,29.38567674113009,73.0392156862745,1610612758,75,78,2021-11-04T03:34:40Z,3980000,-115.0,224.0,1,left,H. Barnes 25' 3PT  (18 PTS) (D. Mitchell 7 AST),"[203084, 1630558]",1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,25.16,Made,,,,,18.0,D. Mitchell,1630558.0,7.0,,,,,,,,
405,PT04M23.00S,2021-11-04T03:34:50.9Z,3,REGULAR,turnover,out-of-bounds,[],1629638,,,1610612740,75,78,2021-11-04T03:34:59Z,4000000,,,0,,N. Alexander-Walker lost ball out-of-bounds TURNOVER (2 TO),[1629638],1610612740.0,NOP,lost ball,,,Alexander-Walker,N. Alexander-Walker,,,,,2.0,,,,,,,,,,,,,,,1627534.0,,,,,
406,PT04M23.00S,2021-11-04T03:34:56.6Z,3,REGULAR,substitution,out,[],1628984,,,1610612758,75,78,2021-11-04T03:35:02Z,4010000,,,0,,SUB out: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,
407,PT04M23.00S,2021-11-04T03:34:56.6Z,3,REGULAR,substitution,out,[],202066,,,1610612758,75,78,2021-11-04T03:35:02Z,4020000,,,0,,SUB out: G. Temple,[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,,,,,,,,,,,,,,,
408,PT04M23.00S,2021-11-04T03:34:56.6Z,3,REGULAR,substitution,in,[],203107,,,1610612758,75,78,2021-11-04T03:35:02Z,4030000,,,0,,SUB in: T. Satoransky,[203107],1610612740.0,NOP,,,,Satoransky,T. Satoransky,,,,,,,,,,,,,,,,,,,,,,,,,
409,PT04M23.00S,2021-11-04T03:34:56.6Z,3,REGULAR,substitution,in,[],1630184,,,1610612758,75,78,2021-11-04T03:35:02Z,4040000,,,0,,SUB in: K. Lewis Jr.,[1630184],1610612740.0,NOP,,,,Lewis Jr.,K. Lewis Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
410,PT04M11.00S,2021-11-04T03:35:16.5Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],203084,29.911300919842315,26.96078431372549,1610612758,78,78,2021-11-04T03:35:21Z,4050000,115.0,229.0,1,left,H. Barnes 25' 3PT  (21 PTS) (D. Fox 3 AST),"[203084, 1628368]",1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,25.61,Made,,,,,21.0,D. Fox,1628368.0,3.0,,,,,,,,
412,PT04M10.00S,2021-11-04T03:35:24.5Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,78,78,2021-11-04T03:35:24Z,4070000,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,PT03M52.00S,2021-11-04T03:38:30.0Z,3,REGULAR,2pt,Jump Shot,[],1629638,84.1819973718791,74.75490196078431,1610612740,78,78,2021-11-04T03:38:42Z,4080000,124.0,96.0,1,right,MISS N. Alexander-Walker 15' pullup Shot,[1629638],1610612740.0,NOP,pullup,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,15.68,Missed,,,,,,,,,,,,,,,,
414,PT03M52.00S,2021-11-04T03:38:30.0Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612740,78,78,2021-11-04T03:38:42Z,4090000,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,413.0,,,,,,,,,,,,,,,
415,PT03M52.00S,2021-11-04T03:38:41.1Z,3,REGULAR,foul,personal,[],203084,,,1610612740,78,78,2021-11-04T03:38:58Z,4100000,,,0,,H. Barnes loose ball personal FOUL (2 PF),"[203084, 203107]",1610612758.0,SAC,loose ball,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,1146.0,2.0,0.0,Satoransky,203107.0,
417,PT03M42.00S,2021-11-04T03:39:06.2Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1630184,91.80354796320631,3.431372549019608,1610612740,78,81,2021-11-04T03:39:11Z,4120000,-233.0,25.0,1,right,K. Lewis Jr. 3PT  (10 PTS) (T. Satoransky 2 AST),"[1630184, 203107]",1610612740.0,NOP,,,,Lewis Jr.,K. Lewis Jr.,,,,,,,,23.41,Made,,,,,10.0,T. Satoransky,203107.0,2.0,,,,,,,,
419,PT03M20.00S,2021-11-04T03:39:27.4Z,3,REGULAR,3pt,Jump Shot,[],1627741,22.026938239159,89.4607843137255,1610612758,81,81,2021-11-04T03:39:32Z,4140000,-197.0,155.0,1,left,B. Hield 25' 3PT  (10 PTS) (D. Fox 4 AST),"[1627741, 1628368]",1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,25.07,Made,,,,,10.0,D. Fox,1628368.0,4.0,,,,,,,,
421,PT03M06.00S,2021-11-04T03:39:42.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",203107,92.90407358738501,42.91513480392157,1610612740,81,83,2021-11-04T03:40:00Z,4160000,-35.0,14.0,1,right,T. Satoransky Layup (5 PTS) (W. Hernangomez 1 AST),"[203107, 1626195]",1610612740.0,NOP,,,,Satoransky,T. Satoransky,,,,,,,,3.81,Made,,,,,5.0,W. Hernangomez,1626195.0,1.0,,,,,,,,
423,PT03M06.00S,2021-11-04T03:39:48.2Z,3,REGULAR,violation,defensive goaltending,[],202684,,,1610612740,81,83,2021-11-04T03:40:00Z,4180000,,,0,,T. Thompson defensive goaltending VIOLATION,[202684],1610612758.0,SAC,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,1146.0,,,,,
424,PT02M49.00S,2021-11-04T03:40:12.8Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629638,,,1610612758,81,83,2021-11-04T03:40:44Z,4190000,,,0,,N. Alexander-Walker shooting personal FOUL (4 PF) (Barnes 2 FT),"[1629638, 203084]",1610612740.0,NOP,shooting,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,1627534.0,4.0,0.0,Barnes,203084.0,
426,PT02M49.00S,2021-11-04T03:40:49.9Z,3,REGULAR,freethrow,1 of 2,[],203084,,,1610612758,82,83,2021-11-04T03:40:49Z,4210000,,,0,,H. Barnes Free Throw 1 of 2 (22 PTS),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,Made,,,,,22.0,,,,,,,,,,,
428,PT02M49.00S,2021-11-04T03:40:52.4Z,3,REGULAR,substitution,out,[],1629638,,,1610612758,82,83,2021-11-04T03:41:14Z,4230000,,,0,,SUB out: N. Alexander-Walker,[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,
429,PT02M49.00S,2021-11-04T03:40:52.4Z,3,REGULAR,substitution,in,[],1630169,,,1610612758,82,83,2021-11-04T03:41:14Z,4240000,,,0,,SUB in: T. Haliburton,[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,
430,PT02M49.00S,2021-11-04T03:40:52.4Z,3,REGULAR,substitution,in,[],1630230,,,1610612758,82,83,2021-11-04T03:41:14Z,4250000,,,0,,SUB in: N. Marshall,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,
432,PT02M49.00S,2021-11-04T03:40:52.4Z,3,REGULAR,substitution,out,[],1628368,,,1610612758,82,83,2021-11-04T03:41:22Z,4255000,,,0,,SUB out: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,
431,PT02M49.00S,2021-11-04T03:41:18.8Z,3,REGULAR,freethrow,2 of 2,[],203084,,,1610612758,83,83,2021-11-04T03:41:18Z,4260000,,,0,,H. Barnes Free Throw 2 of 2 (23 PTS),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,Made,,,,,23.0,,,,,,,,,,,
433,PT02M31.00S,2021-11-04T03:41:36.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203107,92.85479632063075,52.94117647058824,1610612740,83,83,2021-11-04T03:47:51Z,4270000,15.0,15.0,1,right,MISS T. Satoransky driving Layup - blocked,"[203107, 202684]",1610612740.0,NOP,driving,,,Satoransky,T. Satoransky,,,,,,,,2.08,Missed,,,,,,,,,Thompson,202684.0,,,,,,
434,PT02M31.00S,2021-11-04T03:41:36.3Z,3,REGULAR,block,,[],202684,,,1610612740,83,83,2021-11-04T03:41:39Z,4280000,,,0,,T. Thompson BLOCK (1 BLK),[202684],1610612758.0,SAC,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
435,PT02M26.00S,2021-11-04T03:41:41.3Z,3,REGULAR,rebound,defensive,[],1630169,,,1610612758,83,83,2021-11-04T03:41:41Z,4290000,,,0,,T. Haliburton REBOUND (Off:0 Def:3),[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,433.0,3.0,3.0,0.0,,,,,,,,,,,,
436,PT02M22.00S,2021-11-04T03:41:44.5Z,3,REGULAR,2pt,Jump Shot,[],1630558,24.26084099868594,71.07843137254902,1610612758,85,83,2021-11-04T03:41:56Z,4300000,-105.0,176.0,1,left,D. Mitchell 20' step back Jump Shot (6 PTS) (T. Haliburton 5 AST),"[1630558, 1630169]",1610612758.0,SAC,step back,,,Mitchell,D. Mitchell,,,,,,,,20.48,Made,,,,,6.0,T. Haliburton,1630169.0,5.0,,,,,,,,
438,PT02M08.00S,2021-11-04T03:41:58.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628404,84.44480946123521,50.73529411764706,1610612740,85,83,2021-11-04T03:42:12Z,4320000,4.0,94.0,1,right,MISS J. Hart 9' floating Shot,[1628404],1610612740.0,NOP,floating,,,Hart,J. Hart,,,,,,,,9.38,Missed,,,,,,,,,,,,,,,,
439,PT02M02.00S,2021-11-04T03:42:04.9Z,3,REGULAR,rebound,defensive,[],203084,,,1610612758,85,83,2021-11-04T03:42:06Z,4330000,,,0,,H. Barnes REBOUND (Off:1 Def:4),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,438.0,5.0,4.0,1.0,,,,,,,,,,,,
440,PT01M51.00S,2021-11-04T03:42:15.4Z,3,REGULAR,3pt,Jump Shot,[],1627741,30.831143232588698,64.70588235294117,1610612758,85,83,2021-11-04T03:42:20Z,4340000,-74.0,237.0,1,left,MISS B. Hield 24' 3PT,[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,24.84,Missed,,,,,,,,,,,,,,,,
441,PT01M48.00S,2021-11-04T03:42:18.4Z,3,REGULAR,rebound,defensive,[],1630230,,,1610612740,85,83,2021-11-04T03:42:20Z,4350000,,,0,,N. Marshall REBOUND (Off:1 Def:2),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,440.0,3.0,2.0,1.0,,,,,,,,,,,,
442,PT01M42.00S,2021-11-04T03:42:28.9Z,3,REGULAR,foul,personal,[],1630558,,,1610612740,85,83,2021-11-04T03:42:37Z,4360000,,,0,,D. Mitchell personal FOUL (2 PF),"[1630558, 1626195]",1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,1151.0,2.0,0.0,Hernangomez,1626195.0,
444,PT01M42.00S,2021-11-04T03:42:38.0Z,3,REGULAR,substitution,out,[],1628404,,,1610612740,85,83,2021-11-04T03:42:47Z,4380000,,,0,,SUB out: J. Hart,[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,
445,PT01M42.00S,2021-11-04T03:42:38.0Z,3,REGULAR,substitution,in,[],1630530,,,1610612740,85,83,2021-11-04T03:42:47Z,4390000,,,0,,SUB in: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,
446,PT01M35.00S,2021-11-04T03:42:54.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630230,94.03745072273325,52.94117647058824,1610612740,85,83,2021-11-04T03:43:02Z,4400000,15.0,4.0,1,right,MISS N. Marshall reverse Layup,[1630230],1610612740.0,NOP,reverse,,,Marshall,N. Marshall,,,,,,,,1.51,Missed,,,,,,,,,,,,,,,,
447,PT01M31.00S,2021-11-04T03:42:58.2Z,3,REGULAR,rebound,defensive,[],1630169,,,1610612758,85,83,2021-11-04T03:42:58Z,4410000,,,0,,T. Haliburton REBOUND (Off:0 Def:4),[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,446.0,4.0,4.0,0.0,,,,,,,,,,,,
448,PT01M27.00S,2021-11-04T03:43:01.3Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630169,7.178055190538765,48.529411764705884,1610612758,87,83,2021-11-04T03:43:12Z,4420000,7.0,15.0,1,left,T. Haliburton running DUNK (11 PTS),[1630169],1610612758.0,SAC,running,,,Haliburton,T. Haliburton,,,,,,,,1.67,Made,,,,,11.0,,,,,,,,,,,
449,PT01M09.00S,2021-11-04T03:43:23.4Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203084,,,1610612740,87,83,2021-11-04T03:43:35Z,4430000,,,0,,H. Barnes personal FOUL (3 PF) (Hernangomez 2 FT),"[203084, 1626195]",1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,1151.0,3.0,0.0,Hernangomez,1626195.0,
451,PT01M09.00S,2021-11-04T03:43:59.9Z,3,REGULAR,freethrow,1 of 2,[],1626195,,,1610612740,87,84,2021-11-04T03:43:59Z,4450000,,,0,,W. Hernangomez Free Throw 1 of 2 (7 PTS),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,Made,,,,,7.0,,,,,,,,,,,
452,PT01M09.00S,2021-11-04T03:44:21.1Z,3,REGULAR,freethrow,2 of 2,[],1626195,,,1610612740,87,85,2021-11-04T03:44:21Z,4460000,,,0,,W. Hernangomez Free Throw 2 of 2 (8 PTS),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,Made,,,,,8.0,,,,,,,,,,,
453,PT00M53.60S,2021-11-04T03:44:39.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630558,6.521024967148489,55.392156862745104,1610612758,89,85,2021-11-04T03:44:44Z,4470000,-27.0,9.0,1,left,D. Mitchell driving Layup (8 PTS),[1630558],1610612758.0,SAC,driving,,,Mitchell,D. Mitchell,,,,,,,,2.84,Made,,,,,8.0,,,,,,,,,,,
