actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,value
353,PT10M14.00S,2021-11-23T04:24:46.2Z,3,REGULAR,substitution,out,[],203090,,,1610612755,58,58,2021-11-23T04:24:50Z,3520000,,,0,,SUB out: M. Harkless,[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,,,,,,,,,,,,,,,,,,,,,
354,PT10M14.00S,2021-11-23T04:24:46.2Z,3,REGULAR,substitution,in,[],1627741,,,1610612755,58,58,2021-11-23T04:24:50Z,3530000,,,0,,SUB in: B. Hield,[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,
355,PT10M14.00S,2021-11-23T04:25:04.7Z,3,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1629680,,,1610612755,58,59,2021-11-23T04:25:04Z,3540000,,,0,,M. Thybulle Free Throw 2 of 2 (9 PTS),[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,Made,9.0,,,,,,,,,,,,,,,,,,
356,PT10M06.00S,2021-11-23T04:25:13.9Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1626158,92.59198423127464,49.26470588235294,1610612758,60,59,2021-11-23T04:25:23Z,3550000,-4.0,17.0,1,right,R. Holmes alley-oop DUNK (16 PTS) (T. Haliburton 7 AST),"[1626158, 1630169]",1610612758.0,SAC,alley-oop,,,Holmes,R. Holmes,,,,,1.75,Made,16.0,,,,,,T. Haliburton,1630169.0,7.0,,,,,,,,,,
358,PT09M48.00S,2021-11-23T04:25:31.3Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],203083,7.30946123521682,48.529411764705884,1610612755,60,61,2021-11-23T04:25:35Z,3570000,7.0,16.0,1,left,A. Drummond cutting DUNK (6 PTS) (F. Korkmaz 6 AST),"[203083, 1627788]",1610612755.0,PHI,cutting,,,Drummond,A. Drummond,,,,,1.78,Made,6.0,,,,,,F. Korkmaz,1627788.0,6.0,,,,,,,,,,
360,PT09M40.00S,2021-11-23T04:25:41.5Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612758,60,61,2021-11-23T04:25:41Z,3590000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,PT09M33.00S,2021-11-23T04:26:01.0Z,3,REGULAR,3pt,Jump Shot,[],203084,67.36202365308804,49.50980392156863,1610612758,60,61,2021-11-23T04:26:05Z,3600000,-2.0,254.0,1,right,MISS H. Barnes 25' 3PT,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,25.43,Missed,,,,,,,,,,,,,,,,,,,
362,PT09M30.00S,2021-11-23T04:26:04.0Z,3,REGULAR,rebound,defensive,[],203083,,,1610612755,60,61,2021-11-23T04:26:05Z,3610000,,,0,,A. Drummond REBOUND (Off:2 Def:10),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,361.0,12.0,10.0,2.0,,,
363,PT09M23.00S,2021-11-23T04:26:11.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,5.338370565045992,53.431372549019606,1610612755,60,63,2021-11-23T04:26:17Z,3620000,-17.0,-2.0,1,left,T. Maxey driving Layup (16 PTS),[1630178],1610612755.0,PHI,driving,,,Maxey,T. Maxey,,,,,1.74,Made,16.0,,,,,,,,,,,,,,,,,,
364,PT09M08.00S,2021-11-23T04:26:26.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626158,93.77463863337714,53.67647058823529,1610612758,62,63,2021-11-23T04:26:31Z,3630000,18.0,6.0,1,right,R. Holmes Layup (18 PTS) (T. Haliburton 8 AST),"[1626158, 1630169]",1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,1.94,Made,18.0,,,,,,T. Haliburton,1630169.0,8.0,,,,,,,,,,
366,PT08M47.00S,2021-11-23T04:26:48.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627777,10.726018396846255,54.65686274509803,1610612755,62,63,2021-11-23T04:26:55Z,3650000,-23.0,48.0,1,left,MISS G. Niang driving Layup,[1627777],1610612755.0,PHI,driving,,,Niang,G. Niang,,,,,5.36,Missed,,,,,,,,,,,,,,,,,,,
367,PT08M41.00S,2021-11-23T04:26:52.6Z,3,REGULAR,rebound,offensive,[],203083,,,1610612755,62,63,2021-11-23T04:26:52Z,3660000,,,0,,A. Drummond REBOUND (Off:3 Def:10),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,366.0,13.0,10.0,3.0,,,
368,PT08M41.00S,2021-11-23T04:26:52.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203083,5.590000152587891,50.0,1610612755,62,63,2021-11-23T04:26:52Z,3670000,0.0,0.0,1,left,MISS A. Drummond tip Layup,[203083],1610612755.0,PHI,tip,,,Drummond,A. Drummond,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
369,PT08M41.00S,2021-11-23T04:26:53.4Z,3,REGULAR,rebound,defensive,[],1627741,,,1610612758,62,63,2021-11-23T04:26:53Z,3680000,,,0,,B. Hield REBOUND (Off:1 Def:6),[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,368.0,7.0,6.0,1.0,,,
370,PT08M38.00S,2021-11-23T04:26:55.7Z,3,REGULAR,turnover,bad pass,[],1630169,,,1610612758,62,63,2021-11-23T04:28:30Z,3690000,,,0,,T. Haliburton bad pass TURNOVER (1 TO),"[1630169, 1629680]",1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,1.0,Thybulle,1629680.0,,,,,,,
371,PT08M38.00S,2021-11-23T04:26:55.7Z,3,REGULAR,steal,,[],1629680,,,1610612755,62,63,2021-11-23T04:28:48Z,3700000,,,0,,M. Thybulle STEAL (3 STL),[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,
372,PT08M36.00S,2021-11-23T04:26:58.9Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629680,5.732588699080158,49.26470588235294,1610612755,62,65,2021-11-23T04:27:11Z,3710000,4.0,1.0,1,left,M. Thybulle running DUNK (11 PTS),[1629680],1610612755.0,PHI,running,,,Thybulle,M. Thybulle,,,,,0.4,Made,11.0,,,,,,,,,,,,,,,,,,
373,PT08M21.00S,2021-11-23T04:27:13.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626158,92.85479632063075,53.431372549019606,1610612758,62,65,2021-11-23T04:29:20Z,3720000,17.0,15.0,1,right,MISS R. Holmes driving reverse Layup,[1626158],1610612758.0,SAC,driving reverse,,,Holmes,R. Holmes,,,,,2.26,Missed,,,,,,,,,,,,,,,,,,,
374,PT08M21.00S,2021-11-23T04:27:13.5Z,3,REGULAR,rebound,offensive,[],1630169,,,1610612758,62,65,2021-11-23T04:30:26Z,3730000,,,0,,T. Haliburton REBOUND (Off:2 Def:1),[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,373.0,3.0,1.0,2.0,,,
375,PT08M16.00S,2021-11-23T04:27:18.0Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628368,85.75886990801577,50.0,1610612758,64,65,2021-11-23T04:27:26Z,3740000,0.0,81.0,1,right,D. Fox 8' floating Jump Shot (16 PTS) (T. Haliburton 9 AST),"[1628368, 1630169]",1610612758.0,SAC,floating,,,Fox,D. Fox,,,,,8.14,Made,16.0,,,,,,T. Haliburton,1630169.0,9.0,,,,,,,,,,
376,PT07M57.00S,2021-11-23T04:27:36.8Z,3,REGULAR,3pt,Jump Shot,[],1627777,8.886333771353483,95.09803921568627,1610612755,64,65,2021-11-23T04:27:44Z,3750000,-225.0,31.0,1,left,MISS G. Niang 3PT,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,22.76,Missed,,,,,,,,,,,,,,,,,,,
377,PT07M55.00S,2021-11-23T04:27:38.8Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612755,64,65,2021-11-23T04:27:44Z,3760000,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,376.0,,,,,,
378,PT07M55.00S,2021-11-23T04:27:45.5Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612755,64,65,2021-11-23T04:27:45Z,3770000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,PT07M52.00S,2021-11-23T04:27:58.3Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1627777,8.623521681997373,95.09803921568627,1610612755,64,68,2021-11-23T04:28:02Z,3780000,-225.0,29.0,1,left,G. Niang 3PT  (6 PTS) (T. Maxey 3 AST),"[1627777, 1630178]",1610612755.0,PHI,,,,Niang,G. Niang,,,,,22.73,Made,6.0,,,,,,T. Maxey,1630178.0,3.0,,,,,,,,,,
381,PT07M34.00S,2021-11-23T04:28:15.9Z,3,REGULAR,3pt,Jump Shot,[],1627741,66.83639947437582,52.69607843137255,1610612758,67,68,2021-11-23T04:28:24Z,3800000,13.0,259.0,1,right,B. Hield 25' 3PT pullup (19 PTS) (R. Holmes 1 AST),"[1627741, 1626158]",1610612758.0,SAC,pullup,,,Hield,B. Hield,,,,,25.96,Made,19.0,,,,,,R. Holmes,1626158.0,1.0,,,,,,,,,,
383,PT07M19.00S,2021-11-23T04:28:31.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630178,15.456636005256241,44.11764705882353,1610612755,67,68,2021-11-23T04:28:36Z,3820000,29.0,93.0,1,left,MISS T. Maxey 9' floating Shot,[1630178],1610612755.0,PHI,floating,,,Maxey,T. Maxey,,,,,9.73,Missed,,,,,,,,,,,,,,,,,,,
384,PT07M16.00S,2021-11-23T04:28:34.2Z,3,REGULAR,rebound,defensive,[],1626158,,,1610612758,67,68,2021-11-23T04:28:36Z,3830000,,,0,,R. Holmes REBOUND (Off:2 Def:6),[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,383.0,8.0,6.0,2.0,,,
385,PT07M10.00S,2021-11-23T04:28:43.4Z,3,REGULAR,foul,personal,[],203083,,,1610612758,67,68,2021-11-23T04:29:08Z,3840000,,,0,,A. Drummond personal FOUL (4 PF),"[203083, 1626158]",1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,1155.0,4.0,0.0,Holmes,1626158.0,,,,,,,,,,,,,
387,PT07M10.00S,2021-11-23T04:29:04.0Z,3,REGULAR,substitution,out,[],203083,,,1610612758,67,68,2021-11-23T04:29:07Z,3860000,,,0,,SUB out: A. Drummond,[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,
388,PT07M10.00S,2021-11-23T04:29:04.0Z,3,REGULAR,substitution,in,[],1629646,,,1610612758,67,68,2021-11-23T04:29:07Z,3870000,,,0,,SUB in: C. Bassey,[1629646],1610612755.0,PHI,,,,Bassey,C. Bassey,,,,,,,,,,,,,,,,,,,,,,,,,
389,PT07M10.00S,2021-11-23T04:29:32.0Z,3,REGULAR,stoppage,blood rule,[],0,,,1610612758,67,68,2021-11-23T04:29:32Z,3880000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,PT07M02.00S,2021-11-23T04:31:04.3Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612758,67,68,2021-11-23T04:31:04Z,3890000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,PT07M02.00S,2021-11-23T04:31:23.6Z,3,REGULAR,substitution,out,[],1626158,,,1610612758,67,68,2021-11-23T04:31:30Z,3900000,,,0,,SUB out: R. Holmes,[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,,,,,,,
393,PT07M02.00S,2021-11-23T04:31:23.6Z,3,REGULAR,substitution,in,[],202684,,,1610612758,67,68,2021-11-23T04:31:30Z,3910000,,,0,,SUB in: T. Thompson,[202684],1610612758.0,SAC,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
394,PT06M57.00S,2021-11-23T04:31:49.4Z,3,REGULAR,3pt,Jump Shot,[],1628368,79.71419185282524,91.91176470588235,1610612758,67,68,2021-11-23T04:31:55Z,3920000,210.0,138.0,1,right,MISS D. Fox 25' 3PT,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,25.11,Missed,,,,,,,,,,,,,,,,,,,
395,PT06M53.00S,2021-11-23T04:31:53.4Z,3,REGULAR,rebound,defensive,[],1627777,,,1610612755,67,68,2021-11-23T04:31:55Z,3930000,,,0,,G. Niang REBOUND (Off:0 Def:2),[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,394.0,2.0,2.0,0.0,,,
399,PT06M38.00S,2021-11-23T04:32:08.2Z,3,REGULAR,3pt,Jump Shot,[],1629680,29.77989487516426,29.901960784313726,1610612755,67,68,2021-11-23T04:32:13Z,3940000,100.0,227.0,1,left,MISS M. Thybulle 24' 3PT,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,24.86,Missed,,,,,,,,,,,,,,,,,,,
400,PT06M38.00S,2021-11-23T04:32:08.2Z,3,REGULAR,rebound,defensive,[],1630169,,,1610612758,67,68,2021-11-23T04:32:13Z,3950000,,,0,,T. Haliburton REBOUND (Off:2 Def:2),[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,399.0,4.0,2.0,2.0,,,
401,PT06M24.00S,2021-11-23T04:32:27.5Z,3,REGULAR,foul,personal,[],1627788,,,1610612758,67,68,2021-11-23T04:33:02Z,3960000,,,0,,F. Korkmaz personal FOUL (2 PF),"[1627788, 1630169]",1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,1155.0,2.0,0.0,Haliburton,1630169.0,,,,,,,,,,,,,
403,PT06M24.00S,2021-11-23T04:32:44.4Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,67,68,2021-11-23T04:32:44Z,3980000,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,PT06M24.00S,2021-11-23T04:33:39.5Z,3,REGULAR,substitution,out,[],1630169,,,1610612758,67,68,2021-11-23T04:35:23Z,3990000,,,0,,SUB out: T. Haliburton,[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,
405,PT06M24.00S,2021-11-23T04:33:39.5Z,3,REGULAR,substitution,out,[],1627788,,,1610612758,67,68,2021-11-23T04:35:23Z,4000000,,,0,,SUB out: F. Korkmaz,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,,,,,,,,,,,,
406,PT06M24.00S,2021-11-23T04:33:39.5Z,3,REGULAR,substitution,in,[],1630558,,,1610612758,67,68,2021-11-23T04:35:23Z,4010000,,,0,,SUB in: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,
407,PT06M24.00S,2021-11-23T04:33:39.5Z,3,REGULAR,substitution,in,[],1629003,,,1610612758,67,68,2021-11-23T04:35:23Z,4020000,,,0,,SUB in: S. Milton,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,
408,PT06M14.00S,2021-11-23T04:35:43.0Z,3,REGULAR,foul,personal,['2freethrow'],1629646,,,1610612758,67,68,2021-11-23T04:35:55Z,4030000,,,0,,C. Bassey shooting personal FOUL (2 PF) (Barnes 2 FT),"[1629646, 203084]",1610612755.0,PHI,shooting,,,Bassey,C. Bassey,,,,,,,,1628951.0,2.0,0.0,Barnes,203084.0,,,,,,,,,,,,,
410,PT06M14.00S,2021-11-23T04:36:05.2Z,3,REGULAR,freethrow,1 of 2,[],203084,,,1610612758,68,68,2021-11-23T04:36:05Z,4050000,,,0,,H. Barnes Free Throw 1 of 2 (7 PTS),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,Made,7.0,,,,,,,,,,,,,,,,,,
411,PT06M14.00S,2021-11-23T04:36:21.8Z,3,REGULAR,freethrow,2 of 2,[],203084,,,1610612758,69,68,2021-11-23T04:36:21Z,4060000,,,0,,H. Barnes Free Throw 2 of 2 (8 PTS),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,Made,8.0,,,,,,,,,,,,,,,,,,
412,PT05M51.00S,2021-11-23T04:36:45.5Z,3,REGULAR,3pt,Jump Shot,[],1627777,24.129434954007884,84.80392156862744,1610612755,69,68,2021-11-23T04:36:51Z,4070000,-174.0,174.0,1,left,MISS G. Niang 24' 3PT,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,24.63,Missed,,,,,,,,,,,,,,,,,,,
413,PT05M48.00S,2021-11-23T04:36:48.5Z,3,REGULAR,rebound,defensive,[],1627741,,,1610612758,69,68,2021-11-23T04:36:51Z,4080000,,,0,,B. Hield REBOUND (Off:1 Def:7),[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,412.0,8.0,7.0,1.0,,,
414,PT05M39.00S,2021-11-23T04:36:58.0Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],202684,90.48948751642575,58.82352941176471,1610612758,71,68,2021-11-23T04:37:08Z,4090000,44.0,37.0,1,right,T. Thompson Hook (2 PTS) (B. Hield 1 AST),"[202684, 1627741]",1610612758.0,SAC,,,,Thompson,T. Thompson,,,,,5.75,Made,2.0,,,,,,B. Hield,1627741.0,1.0,,,,,,,,,,
416,PT05M27.00S,2021-11-23T04:37:13.2Z,3,REGULAR,turnover,out-of-bounds,[],1629003,,,1610612755,71,68,2021-11-23T04:37:27Z,4110000,,,0,,S. Milton step out-of-bounds TURNOVER (1 TO),[1629003],1610612755.0,PHI,step,,,Milton,S. Milton,,,,,,,,1628951.0,,,,,,,,1.0,,,,,,,,,
417,PT05M15.00S,2021-11-23T04:37:30.3Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",202684,89.17542706964521,43.38235294117647,1610612758,71,68,2021-11-23T04:37:37Z,4120000,-33.0,49.0,1,right,MISS T. Thompson floating Shot,[202684],1610612758.0,SAC,floating,,,Thompson,T. Thompson,,,,,5.94,Missed,,,,,,,,,,,,,,,,,,,
418,PT05M11.00S,2021-11-23T04:37:34.3Z,3,REGULAR,rebound,offensive,[],202684,,,1610612758,71,68,2021-11-23T04:37:37Z,4130000,,,0,,T. Thompson REBOUND (Off:1 Def:0),[202684],1610612758.0,SAC,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,417.0,1.0,0.0,1.0,,,
419,PT05M11.00S,2021-11-23T04:37:33.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",202684,94.40999984741211,50.0,1610612758,73,68,2021-11-23T04:37:33Z,4140000,0.0,0.0,1,right,T. Thompson tip Layup (4 PTS),[202684],1610612758.0,SAC,tip,,,Thompson,T. Thompson,,,,,0.0,Made,4.0,,,,,,,,,,,,,,,,,,
420,PT04M58.00S,2021-11-23T04:37:46.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,5.863994743758213,45.09803921568628,1610612755,73,68,2021-11-23T04:37:52Z,4150000,25.0,3.0,1,left,MISS T. Maxey driving Layup,[1630178],1610612755.0,PHI,driving,,,Maxey,T. Maxey,,,,,2.46,Missed,,,,,,,,,,,,,,,,,,,
421,PT04M56.00S,2021-11-23T04:37:48.2Z,3,REGULAR,rebound,defensive,[],202684,,,1610612758,73,68,2021-11-23T04:37:52Z,4160000,,,0,,T. Thompson REBOUND (Off:1 Def:1),[202684],1610612758.0,SAC,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,420.0,2.0,1.0,1.0,,,
422,PT04M49.00S,2021-11-23T04:37:56.3Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],202684,86.02168199737189,49.50980392156863,1610612758,73,68,2021-11-23T04:38:02Z,4170000,-2.0,79.0,1,right,MISS T. Thompson 7' Hook,[202684],1610612758.0,SAC,,,,Thompson,T. Thompson,,,,,7.89,Missed,,,,,,,,,,,,,,,,,,,
423,PT04M46.00S,2021-11-23T04:37:59.3Z,3,REGULAR,rebound,defensive,[],1629680,,,1610612755,73,68,2021-11-23T04:38:02Z,4180000,,,0,,M. Thybulle REBOUND (Off:0 Def:2),[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,422.0,2.0,2.0,0.0,,,
424,PT04M39.00S,2021-11-23T04:38:05.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629680,6.521024967148489,45.09803921568628,1610612755,73,70,2021-11-23T04:38:17Z,4190000,25.0,9.0,1,left,M. Thybulle reverse Layup (13 PTS) (C. Bassey 1 AST),"[1629680, 1629646]",1610612755.0,PHI,reverse,,,Thybulle,M. Thybulle,,,,,2.6,Made,13.0,,,,,,C. Bassey,1629646.0,1.0,,,,,,,,,,
426,PT04M15.00S,2021-11-23T04:38:30.3Z,3,REGULAR,2pt,Jump Shot,[],1627741,78.53153745072274,17.15686274509804,1610612758,73,70,2021-11-23T04:39:22Z,4210000,-164.0,149.0,1,right,MISS B. Hield 22' pullup Shot,[1627741],1610612758.0,SAC,pullup,,,Hield,B. Hield,,,,,22.19,Missed,,,,,,,,,,,,,,,,,,,
427,PT04M15.00S,2021-11-23T04:38:30.3Z,3,REGULAR,rebound,defensive,[],1629646,,,1610612755,73,70,2021-11-23T04:38:39Z,4220000,,,0,,C. Bassey REBOUND (Off:1 Def:5),[1629646],1610612755.0,PHI,,,,Bassey,C. Bassey,,,,,,,,,,,,,,,,,,,426.0,6.0,5.0,1.0,,,
428,PT04M05.00S,2021-11-23T04:38:39.3Z,3,REGULAR,3pt,Jump Shot,[],1629003,7.30946123521682,95.34313725490196,1610612755,73,70,2021-11-23T04:38:45Z,4230000,-227.0,16.0,1,left,MISS S. Milton 3PT,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,22.73,Missed,,,,,,,,,,,,,,,,,,,
429,PT04M03.00S,2021-11-23T04:38:41.3Z,3,REGULAR,rebound,defensive,[],1630558,,,1610612758,73,70,2021-11-23T04:38:45Z,4240000,,,0,,D. Mitchell REBOUND (Off:0 Def:3),[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,428.0,3.0,3.0,0.0,,,
430,PT03M56.00S,2021-11-23T04:38:49.3Z,3,REGULAR,3pt,Jump Shot,[],1630558,67.09921156373193,46.32352941176471,1610612758,73,70,2021-11-23T04:38:54Z,4250000,-18.0,257.0,1,right,MISS D. Mitchell 25' 3PT,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,25.75,Missed,,,,,,,,,,,,,,,,,,,
431,PT03M52.00S,2021-11-23T04:38:53.3Z,3,REGULAR,rebound,defensive,[],1627777,,,1610612755,73,70,2021-11-23T04:38:54Z,4260000,,,0,,G. Niang REBOUND (Off:0 Def:3),[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,430.0,3.0,3.0,0.0,,,
432,PT03M35.00S,2021-11-23T04:39:09.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,5.995400788436268,46.81372549019608,1610612755,73,72,2021-11-23T04:40:13Z,4270000,16.0,4.0,1,left,T. Maxey driving finger roll Layup (18 PTS),[1630178],1610612755.0,PHI,driving finger roll,,,Maxey,T. Maxey,,,,,1.64,Made,18.0,,,,,,,,,,,,,,,,,,
433,PT03M22.00S,2021-11-23T04:39:23.9Z,3,REGULAR,2pt,Jump Shot,[],1628368,79.58278580814718,72.54901960784314,1610612758,75,72,2021-11-23T04:39:28Z,4280000,113.0,139.0,1,right,D. Fox 17' pullup Jump Shot (18 PTS),[1628368],1610612758.0,SAC,pullup,,,Fox,D. Fox,,,,,17.93,Made,18.0,,,,,,,,,,,,,,,,,,
434,PT03M05.00S,2021-11-23T04:39:39.9Z,3,REGULAR,3pt,Jump Shot,[],1630178,30.436925098554536,65.68627450980392,1610612755,75,72,2021-11-23T04:40:48Z,4290000,-78.0,234.0,1,left,MISS T. Maxey 24' step back 3PT,[1630178],1610612755.0,PHI,step back,,,Maxey,T. Maxey,,,,,24.64,Missed,,,,,,,,,,,,,,,,,,,
435,PT03M02.00S,2021-11-23T04:39:42.9Z,3,REGULAR,rebound,defensive,[],202684,,,1610612758,75,72,2021-11-23T04:39:44Z,4300000,,,0,,T. Thompson REBOUND (Off:1 Def:2),[202684],1610612758.0,SAC,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,434.0,3.0,2.0,1.0,,,
436,PT02M50.00S,2021-11-23T04:39:57.9Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629646,,,1610612758,75,72,2021-11-23T04:40:11Z,4310000,,,0,,C. Bassey shooting personal FOUL (3 PF) (Fox 2 FT),"[1629646, 1628368]",1610612755.0,PHI,shooting,,,Bassey,C. Bassey,,,,,,,,1155.0,3.0,0.0,Fox,1628368.0,,,,,,,,,,,,,
438,PT02M50.00S,2021-11-23T04:40:14.0Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,75,72,2021-11-23T04:40:14Z,4330000,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,PT02M50.00S,2021-11-23T04:42:30.6Z,3,REGULAR,substitution,out,[],203084,,,1610612758,75,72,2021-11-23T04:42:55Z,4340000,,,0,,SUB out: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
440,PT02M50.00S,2021-11-23T04:42:30.6Z,3,REGULAR,substitution,out,[],1627777,,,1610612758,75,72,2021-11-23T04:42:55Z,4350000,,,0,,SUB out: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,
441,PT02M50.00S,2021-11-23T04:42:30.6Z,3,REGULAR,substitution,out,[],1629680,,,1610612758,75,72,2021-11-23T04:42:55Z,4360000,,,0,,SUB out: M. Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,
442,PT02M50.00S,2021-11-23T04:42:30.6Z,3,REGULAR,substitution,in,[],1628963,,,1610612758,75,72,2021-11-23T04:42:55Z,4370000,,,0,,SUB in: M. Bagley III,[1628963],1610612758.0,SAC,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,
443,PT02M50.00S,2021-11-23T04:42:30.6Z,3,REGULAR,substitution,in,[],1630198,,,1610612758,75,72,2021-11-23T04:42:55Z,4380000,,,0,,SUB in: I. Joe,[1630198],1610612755.0,PHI,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,
