actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value,blockPlayerName,blockPersonId
90,PT04M19.00S,2021-11-25T03:22:41.2Z,1,REGULAR,substitution,in,[],1629642,,,1610612757,24,24,2021-11-25T03:22:49Z,890000,,,0,,SUB in: N. Little,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M04.00S,2021-11-25T03:23:09.3Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",203994,90.48948751642575,36.27450980392157,1610612757,24,26,2021-11-25T03:27:55Z,900000,-69.0,37.0,1,right,J. Nurkic 7' driving Hook (14 PTS),[203994],1610612757.0,POR,driving,,,Nurkic,J. Nurkic,,,,,7.79,Made,,,,,14.0,,,,,,,,,,,,,,
92,PT03M51.00S,2021-11-25T03:23:22.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630558,5.995400788436268,45.588235294117645,1610612758,26,26,2021-11-25T03:23:27Z,910000,22.0,4.0,1,left,D. Mitchell driving Layup (2 PTS),[1630558],1610612758.0,SAC,driving,,,Mitchell,D. Mitchell,,,,,2.24,Made,,,,,2.0,,,,,,,,,,,,,,
93,PT03M42.00S,2021-11-25T03:23:34.3Z,1,REGULAR,turnover,out-of-bounds,[],1629642,,,1610612757,26,26,2021-11-25T03:23:39Z,920000,,,0,,N. Little step out-of-bounds TURNOVER (1 TO),[1629642],1610612757.0,POR,step,,,Little,N. Little,,,,,,,,,,,,1.0,,,,,,202058.0,,,,,,,
115,PT03M42.00S,2021-11-25T03:23:44.5Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612758,26,26,2021-11-25T03:28:41Z,925000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT03M31.00S,2021-11-25T03:23:54.7Z,1,REGULAR,turnover,lost ball,[],1628368,,,1610612758,26,26,2021-11-25T03:24:02Z,930000,,,0,,D. Fox lost ball TURNOVER (2 TO),"[1628368, 1628372]",1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,2.0,Smith Jr.,1628372.0,,,,,,,,,,,
95,PT03M31.00S,2021-11-25T03:23:54.7Z,1,REGULAR,steal,,[],1628372,,,1610612757,26,26,2021-11-25T03:23:57Z,940000,,,0,,D. Smith Jr. STEAL (2 STL),[1628372],1610612757.0,POR,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT03M26.00S,2021-11-25T03:23:59.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629642,92.46057818659659,48.28431372549019,1610612757,26,28,2021-11-25T03:24:06Z,950000,-9.0,18.0,1,right,N. Little running Layup (2 PTS) (D. Smith Jr. 2 AST),"[1629642, 1628372]",1610612757.0,POR,running,,,Little,N. Little,,,,,2.03,Made,,,,,2.0,,,,D. Smith Jr.,1628372.0,2.0,,,,,,,,
98,PT03M20.00S,2021-11-25T03:24:13.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,26,28,2021-11-25T03:24:13Z,970000,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT03M20.00S,2021-11-25T03:26:27.0Z,1,REGULAR,substitution,out,[],1628368,,,1610612758,26,28,2021-11-25T03:26:52Z,980000,,,0,,SUB out: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT03M20.00S,2021-11-25T03:26:27.0Z,1,REGULAR,substitution,out,[],203084,,,1610612758,26,28,2021-11-25T03:26:52Z,990000,,,0,,SUB out: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT03M20.00S,2021-11-25T03:26:27.0Z,1,REGULAR,substitution,out,[],203496,,,1610612758,26,28,2021-11-25T03:26:52Z,1000000,,,0,,SUB out: R. Covington,[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT03M20.00S,2021-11-25T03:26:27.0Z,1,REGULAR,substitution,in,[],1630169,,,1610612758,26,28,2021-11-25T03:26:52Z,1010000,,,0,,SUB in: T. Haliburton,[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT03M20.00S,2021-11-25T03:26:27.0Z,1,REGULAR,substitution,in,[],1628963,,,1610612758,26,28,2021-11-25T03:26:52Z,1020000,,,0,,SUB in: M. Bagley III,[1628963],1610612758.0,SAC,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M20.00S,2021-11-25T03:26:27.0Z,1,REGULAR,substitution,in,[],1626204,,,1610612758,26,28,2021-11-25T03:26:52Z,1030000,,,0,,SUB in: L. Nance Jr.,[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M06.00S,2021-11-25T03:27:15.2Z,1,REGULAR,3pt,Jump Shot,[],1630169,5.732588699080158,96.32352941176471,1610612758,26,28,2021-11-25T03:27:24Z,1040000,-232.0,1.0,1,left,MISS T. Haliburton fadeaway 3PT,[1630169],1610612758.0,SAC,fadeaway,,,Haliburton,T. Haliburton,,,,,23.16,Missed,,,,,,,,,,,,,,,,,,,
106,PT03M03.00S,2021-11-25T03:27:18.2Z,1,REGULAR,rebound,defensive,[],203994,,,1610612757,26,28,2021-11-25T03:27:24Z,1050000,,,0,,J. Nurkic REBOUND (Off:2 Def:6),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,105.0,8.0,6.0,2.0,,,,,,,,,,,,,,,
107,PT02M55.00S,2021-11-25T03:27:28.5Z,1,REGULAR,3pt,Jump Shot,[],1626204,78.13731931668858,9.313725490196079,1610612757,26,28,2021-11-25T03:30:08Z,1060000,-203.0,153.0,1,right,MISS L. Nance Jr. 25' 3PT,[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,25.45,Missed,,,,,,,,,,,,,,,,,,,
108,PT02M53.00S,2021-11-25T03:27:30.5Z,1,REGULAR,rebound,offensive,[],1629642,,,1610612757,26,28,2021-11-25T03:30:08Z,1070000,,,0,,N. Little REBOUND (Off:1 Def:0),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,107.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
109,PT02M53.00S,2021-11-25T03:27:41.1Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629642,94.40999984741211,50.0,1610612757,26,30,2021-11-25T03:30:25Z,1080000,0.0,0.0,1,right,N. Little tip Layup (4 PTS),[1629642],1610612757.0,POR,tip,,,Little,N. Little,,,,,0.0,Made,,,,,4.0,,,,,,,,,,,,,,
110,PT02M37.00S,2021-11-25T03:27:44.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627741,7.966491458607096,54.41176470588235,1610612758,26,30,2021-11-25T03:27:53Z,1090000,-22.0,22.0,1,left,MISS B. Hield turnaround fadeaway Shot,[1627741],1610612758.0,SAC,turnaround fadeaway,,,Hield,B. Hield,,,,,3.15,Missed,,,,,,,,,,,,,,,,,,,
111,PT02M35.00S,2021-11-25T03:27:46.4Z,1,REGULAR,rebound,defensive,[],203994,,,1610612757,26,30,2021-11-25T03:27:53Z,1100000,,,0,,J. Nurkic REBOUND (Off:2 Def:7),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,110.0,9.0,7.0,2.0,,,,,,,,,,,,,,,
112,PT02M26.00S,2021-11-25T03:27:56.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626204,93.9060446780552,47.794117647058826,1610612757,26,32,2021-11-25T03:28:00Z,1110000,-11.0,5.0,1,right,L. Nance Jr. alley-oop Layup (2 PTS) (J. Nurkic 2 AST),"[1626204, 203994]",1610612757.0,POR,alley-oop,,,Nance Jr.,L. Nance Jr.,,,,,1.2,Made,,,,,2.0,,,,J. Nurkic,203994.0,2.0,,,,,,,,
114,PT02M13.00S,2021-11-25T03:28:11.6Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612758,26,32,2021-11-25T03:28:11Z,1130000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT02M03.00S,2021-11-25T03:28:42.2Z,1,REGULAR,3pt,Jump Shot,[],1627741,31.750985545335087,49.50980392156863,1610612758,26,32,2021-11-25T03:32:46Z,1140000,2.0,246.0,1,left,MISS B. Hield 24' step back 3PT,[1627741],1610612758.0,SAC,step back,,,Hield,B. Hield,,,,,24.6,Missed,,,,,,,,,,,,,,,,,,,
117,PT02M00.00S,2021-11-25T03:28:45.2Z,1,REGULAR,rebound,defensive,[],203994,,,1610612757,26,32,2021-11-25T03:28:47Z,1150000,,,0,,J. Nurkic REBOUND (Off:2 Def:8),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,116.0,10.0,8.0,2.0,,,,,,,,,,,,,,,
118,PT01M52.00S,2021-11-25T03:28:55.4Z,1,REGULAR,foul,personal,['2freethrow'],202684,,,1610612757,26,32,2021-11-25T03:29:16Z,1160000,,,0,,T. Thompson shooting personal FOUL (1 PF) (Smith Jr. 2 FT),"[202684, 1628372]",1610612758.0,SAC,shooting,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,1627964.0,1.0,0.0,Smith Jr.,1628372.0,,,
120,PT01M52.00S,2021-11-25T03:29:28.9Z,1,REGULAR,freethrow,1 of 2,[],1628372,,,1610612757,26,32,2021-11-25T03:29:28Z,1180000,,,0,,MISS D. Smith Jr. Free Throw 1 of 2,[1628372],1610612757.0,POR,,,,Smith Jr.,D. Smith Jr.,,,,,,Missed,,,,,,,,,,,,,,,,,,,
121,PT01M52.00S,2021-11-25T03:29:28.9Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612757,26,32,2021-11-25T03:29:28Z,1190000,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,120.0,,,,,,,,,,,,,,,,,,
122,PT01M52.00S,2021-11-25T03:29:31.5Z,1,REGULAR,substitution,out,[],202684,,,1610612757,26,32,2021-11-25T03:29:49Z,1200000,,,0,,SUB out: T. Thompson,[202684],1610612758.0,SAC,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT01M52.00S,2021-11-25T03:29:31.5Z,1,REGULAR,substitution,out,[],203081,,,1610612757,26,32,2021-11-25T03:29:49Z,1210000,,,0,,SUB out: D. Lillard,[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT01M52.00S,2021-11-25T03:29:31.5Z,1,REGULAR,substitution,out,[],203994,,,1610612757,26,32,2021-11-25T03:29:49Z,1220000,,,0,,SUB out: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT01M52.00S,2021-11-25T03:29:31.5Z,1,REGULAR,substitution,in,[],203458,,,1610612757,26,32,2021-11-25T03:29:49Z,1230000,,,0,,SUB in: A. Len,[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT01M52.00S,2021-11-25T03:29:31.5Z,1,REGULAR,substitution,in,[],203469,,,1610612757,26,32,2021-11-25T03:29:49Z,1240000,,,0,,SUB in: C. Zeller,[203469],1610612757.0,POR,,,,Zeller,C. Zeller,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT01M52.00S,2021-11-25T03:29:31.5Z,1,REGULAR,substitution,in,[],203468,,,1610612757,26,32,2021-11-25T03:29:49Z,1250000,,,0,,SUB in: C. McCollum,[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT01M52.00S,2021-11-25T03:29:51.0Z,1,REGULAR,freethrow,2 of 2,[],1628372,,,1610612757,26,33,2021-11-25T03:29:51Z,1260000,,,0,,D. Smith Jr. Free Throw 2 of 2 (1 PTS),[1628372],1610612757.0,POR,,,,Smith Jr.,D. Smith Jr.,,,,,,Made,,,,,1.0,,,,,,,,,,,,,,
129,PT01M39.00S,2021-11-25T03:30:03.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203458,10.85742444152431,41.42156862745098,1610612758,28,33,2021-11-25T03:30:15Z,1270000,43.0,50.0,1,left,A. Len 6' turnaround bank Jump Shot (7 PTS),[203458],1610612758.0,SAC,turnaround bank,,,Len,A. Len,,,,,6.56,Made,,,,,7.0,,,,,,,,,,,,,,
130,PT01M39.00S,2021-11-25T03:30:10.7Z,1,REGULAR,foul,personal,['1freethrow'],203469,,,1610612758,28,33,2021-11-25T03:30:20Z,1280000,,,0,,C. Zeller shooting personal FOUL (1 PF) (Len 1 FT),"[203469, 203458]",1610612757.0,POR,shooting,,,Zeller,C. Zeller,,,,,,,,,,,,,,,,,,1627964.0,1.0,0.0,Len,203458.0,,,
132,PT01M39.00S,2021-11-25T03:30:33.8Z,1,REGULAR,freethrow,1 of 1,[],203458,,,1610612758,29,33,2021-11-25T03:30:33Z,1300000,,,0,,A. Len Free Throw 1 of 1 (8 PTS),[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,Made,,,,,8.0,,,,,,,,,,,,,,
133,PT01M16.00S,2021-11-25T03:30:59.7Z,1,REGULAR,3pt,Jump Shot,[],1626204,92.06636005256242,4.6568627450980395,1610612757,29,33,2021-11-25T03:31:10Z,1310000,-227.0,22.0,1,right,MISS L. Nance Jr. 3PT,[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,22.78,Missed,,,,,,,,,,,,,,,,,,,
134,PT01M15.00S,2021-11-25T03:31:00.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612758,29,33,2021-11-25T03:31:10Z,1320000,,,0,,TEAM defensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,133.0,,,,,,,,,,,,,,,,,,
135,PT01M15.00S,2021-11-25T03:31:11.5Z,1,REGULAR,violation,kicked ball,[],1629642,,,1610612758,29,33,2021-11-25T03:31:16Z,1330000,,,0,,N. Little kicked ball VIOLATION,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,,,,,1627964.0,,,,,,,
136,PT01M03.00S,2021-11-25T03:31:47.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203468,,,1610612758,29,33,2021-11-25T03:31:58Z,1340000,,,0,,C. McCollum shooting personal FOUL (1 PF) (Mitchell 2 FT),"[203468, 1630558]",1610612757.0,POR,shooting,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,2002.0,1.0,0.0,Mitchell,1630558.0,,,
138,PT01M03.00S,2021-11-25T03:32:06.4Z,1,REGULAR,freethrow,1 of 2,[],1630558,,,1610612758,30,33,2021-11-25T03:32:06Z,1360000,,,0,,D. Mitchell Free Throw 1 of 2 (3 PTS),[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,Made,,,,,3.0,,,,,,,,,,,,,,
139,PT01M03.00S,2021-11-25T03:32:06.4Z,1,REGULAR,freethrow,2 of 2,[],1630558,,,1610612758,30,33,2021-11-25T03:32:25Z,1370000,,,0,,MISS D. Mitchell Free Throw 2 of 2,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,Missed,,,,,,,,,,,,,,,,,,,
140,PT01M01.00S,2021-11-25T03:32:08.4Z,1,REGULAR,rebound,defensive,[],1626204,,,1610612757,30,33,2021-11-25T03:32:25Z,1380000,,,0,,L. Nance Jr. REBOUND (Off:0 Def:1),[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,139.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
141,PT00M47.80S,2021-11-25T03:32:37.3Z,1,REGULAR,turnover,bad pass,[],203468,,,1610612757,30,33,2021-11-25T03:32:41Z,1390000,,,0,,C. McCollum bad pass TURNOVER (2 TO),"[203468, 1630169]",1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,,2.0,Haliburton,1630169.0,,,,,,,,,,,
142,PT00M47.80S,2021-11-25T03:32:37.3Z,1,REGULAR,steal,,[],1630169,,,1610612758,30,33,2021-11-25T03:32:39Z,1400000,,,0,,T. Haliburton STEAL (1 STL),[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT00M41.40S,2021-11-25T03:32:43.8Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1627741,9.806176084099869,67.15686274509804,1610612758,30,33,2021-11-25T03:35:54Z,1410000,-86.0,40.0,1,left,MISS B. Hield 9' driving floating Shot,[1627741],1610612758.0,SAC,driving floating,,,Hield,B. Hield,,,,,9.45,Missed,,,,,,,,,,,,,,,,,,,
144,PT00M37.20S,2021-11-25T03:32:47.9Z,1,REGULAR,rebound,offensive,[],1628963,,,1610612758,30,33,2021-11-25T03:32:48Z,1420000,,,0,,M. Bagley III REBOUND (Off:1 Def:0),[1628963],1610612758.0,SAC,,,,Bagley III,M. Bagley III,,,,,,,143.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
145,PT00M37.20S,2021-11-25T03:32:47.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628963,5.590000152587891,50.0,1610612758,30,33,2021-11-25T03:32:48Z,1430000,0.0,0.0,1,left,MISS M. Bagley III tip Layup,[1628963],1610612758.0,SAC,tip,,,Bagley III,M. Bagley III,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
146,PT00M36.10S,2021-11-25T03:32:49.1Z,1,REGULAR,rebound,defensive,[],203469,,,1610612757,30,33,2021-11-25T03:32:49Z,1440000,,,0,,C. Zeller REBOUND (Off:0 Def:1),[203469],1610612757.0,POR,,,,Zeller,C. Zeller,,,,,,,145.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
147,PT00M32.00S,2021-11-25T03:32:53.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628372,70.51576872536137,73.77450980392157,1610612757,30,33,2021-11-25T03:36:46Z,1450000,119.0,225.0,1,right,MISS D. Smith Jr. 25' step back 3PT,[1628372],1610612757.0,POR,step back,,,Smith Jr.,D. Smith Jr.,,,,,25.42,Missed,,,,,,,,,,,,,,,,,,,
148,PT00M32.00S,2021-11-25T03:32:53.1Z,1,REGULAR,rebound,defensive,[],1627741,,,1610612758,30,33,2021-11-25T03:33:05Z,1460000,,,0,,B. Hield REBOUND (Off:0 Def:1),[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,147.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
149,PT00M21.10S,2021-11-25T03:33:08.5Z,1,REGULAR,violation,kicked ball,[],1626204,,,1610612758,30,33,2021-11-25T03:33:14Z,1470000,,,0,,L. Nance Jr. kicked ball VIOLATION,[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,202058.0,,,,,,,
150,PT00M09.50S,2021-11-25T03:33:29.2Z,1,REGULAR,2pt,Jump Shot,[],1630558,24.129434954007884,74.75490196078431,1610612758,32,33,2021-11-25T03:33:35Z,1480000,-124.0,174.0,1,left,D. Mitchell 21' pullup Jump Shot (5 PTS),[1630558],1610612758.0,SAC,pullup,,,Mitchell,D. Mitchell,,,,,21.38,Made,,,,,5.0,,,,,,,,,,,,,,
151,PT00M00.00S,2021-11-25T03:33:42.3Z,1,REGULAR,3pt,Jump Shot,[],1626204,73.14388961892247,18.137254901960784,1610612757,32,36,2021-11-25T03:33:48Z,1490000,-159.0,200.0,1,right,L. Nance Jr. 25' 3PT  (5 PTS) (C. McCollum 3 AST),"[1626204, 203468]",1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,25.56,Made,,,,,5.0,,,,C. McCollum,203468.0,3.0,,,,,,,,
153,PT00M00.00S,2021-11-25T03:33:49.5Z,1,REGULAR,instantreplay,request,[],0,,,1610612758,32,36,2021-11-25T03:34:57Z,1510000,,,0,,,[],,,support,,,,,,,,,,,,,,,,,,,,,,202058.0,,,,,End Period - Good Basket,,
154,PT00M00.00S,2021-11-25T03:34:59.6Z,1,REGULAR,period,end,[],0,,,1610612758,32,36,2021-11-25T03:34:59Z,1520000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2021-11-25T03:35:12.6Z,2,REGULAR,substitution,out,['startperiod'],1627741,,,1610612758,32,36,2021-11-25T03:36:37Z,1530000,,,0,,SUB out: B. Hield,[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2021-11-25T03:35:12.6Z,2,REGULAR,substitution,in,['startperiod'],203090,,,1610612758,32,36,2021-11-25T03:36:37Z,1540000,,,0,,SUB in: M. Harkless,[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2021-11-25T03:36:36.0Z,2,REGULAR,period,start,[],0,,,1610612758,32,36,2021-11-25T03:36:38Z,1550000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT11M37.00S,2021-11-25T03:36:58.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630558,6.389618922470433,46.81372549019608,1610612758,34,36,2021-11-25T03:37:48Z,1560000,16.0,8.0,1,left,D. Mitchell driving finger roll Layup (7 PTS),[1630558],1610612758.0,SAC,driving finger roll,,,Mitchell,D. Mitchell,,,,,1.76,Made,,,,,7.0,,,,,,,,,,,,,,
159,PT11M20.00S,2021-11-25T03:37:15.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629642,93.51182654402102,55.14705882352941,1610612757,34,38,2021-11-25T03:37:24Z,1570000,26.0,8.0,1,right,N. Little driving Layup (6 PTS) (C. Zeller 1 AST),"[1629642, 203469]",1610612757.0,POR,driving,,,Little,N. Little,,,,,2.71,Made,,,,,6.0,,,,C. Zeller,203469.0,1.0,,,,,,,,
160,PT11M09.00S,2021-11-25T03:37:26.1Z,2,REGULAR,3pt,Jump Shot,[],1628963,7.835085413929041,3.1862745098039214,1610612758,34,38,2021-11-25T03:37:33Z,1580000,234.0,21.0,1,left,MISS M. Bagley III 3PT,[1628963],1610612758.0,SAC,,,,Bagley III,M. Bagley III,,,,,23.5,Missed,,,,,,,,,,,,,,,,,,,
161,PT11M05.00S,2021-11-25T03:37:30.1Z,2,REGULAR,rebound,offensive,[],1630558,,,1610612758,34,38,2021-11-25T03:50:25Z,1590000,,,0,,D. Mitchell REBOUND (Off:1 Def:0),[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,160.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
162,PT10M59.00S,2021-11-25T03:37:35.9Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630169,16.376478318002626,3.6764705882352944,1610612758,34,38,2021-11-25T03:37:41Z,1600000,232.0,101.0,1,left,MISS T. Haliburton 25' 3PT,[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,25.28,Missed,,,,,,,,,,,,,,,,,,,
163,PT10M55.00S,2021-11-25T03:37:39.9Z,2,REGULAR,rebound,defensive,[],1629642,,,1610612757,34,38,2021-11-25T03:37:41Z,1610000,,,0,,N. Little REBOUND (Off:1 Def:1),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,162.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
164,PT10M46.00S,2021-11-25T03:37:49.1Z,2,REGULAR,2pt,Jump Shot,[],203468,89.04402102496715,77.94117647058823,1610612757,34,38,2021-11-25T03:37:54Z,1620000,140.0,50.0,1,right,MISS C. McCollum 14' fadeaway Shot,[203468],1610612757.0,POR,fadeaway,,,McCollum,C. McCollum,,,,,14.85,Missed,,,,,,,,,,,,,,,,,,,
165,PT10M42.00S,2021-11-25T03:37:53.1Z,2,REGULAR,rebound,defensive,[],203090,,,1610612758,34,38,2021-11-25T03:37:54Z,1630000,,,0,,M. Harkless REBOUND (Off:1 Def:1),[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,,,164.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
166,PT10M37.00S,2021-11-25T03:37:58.5Z,2,REGULAR,turnover,bad pass,[],1630169,,,1610612758,34,38,2021-11-25T03:38:06Z,1640000,,,0,,T. Haliburton bad pass TURNOVER (1 TO),"[1630169, 1629642]",1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,1.0,Little,1629642.0,,,,,,,,,,,
167,PT10M37.00S,2021-11-25T03:37:58.5Z,2,REGULAR,steal,,[],1629642,,,1610612757,34,38,2021-11-25T03:38:00Z,1650000,,,0,,N. Little STEAL (1 STL),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT10M32.00S,2021-11-25T03:38:03.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628372,93.38042049934296,47.05882352941176,1610612757,34,40,2021-11-25T03:38:14Z,1660000,-15.0,10.0,1,right,D. Smith Jr. running Layup (3 PTS) (N. Little 1 AST),"[1628372, 1629642]",1610612757.0,POR,running,,,Smith Jr.,D. Smith Jr.,,,,,1.76,Made,,,,,3.0,,,,N. Little,1629642.0,1.0,,,,,,,,
170,PT10M17.00S,2021-11-25T03:38:22.9Z,2,REGULAR,foul,personal,['2freethrow'],1629642,,,1610612758,34,40,2021-11-25T03:38:44Z,1680000,,,0,,N. Little shooting personal FOUL (1 PF) (Harkless 2 FT),"[1629642, 203090]",1610612757.0,POR,shooting,,,Little,N. Little,,,,,,,,,,,,,,,,,,2002.0,1.0,0.0,Harkless,203090.0,,,
172,PT10M17.00S,2021-11-25T03:38:50.6Z,2,REGULAR,freethrow,1 of 2,[],203090,,,1610612758,35,40,2021-11-25T03:39:10Z,1700000,,,0,,M. Harkless Free Throw 1 of 2 (6 PTS),[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,,Made,,,,,6.0,,,,,,,,,,,,,,
173,PT10M17.00S,2021-11-25T03:38:51.8Z,2,REGULAR,substitution,out,[],203468,,,1610612758,35,40,2021-11-25T03:38:58Z,1710000,,,0,,SUB out: C. McCollum,[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT10M17.00S,2021-11-25T03:38:51.8Z,2,REGULAR,substitution,in,[],203081,,,1610612758,35,40,2021-11-25T03:38:58Z,1720000,,,0,,SUB in: D. Lillard,[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,,,,,,,,
