actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
272,PT03M43.00S,2022-02-03T03:54:24.7Z,2,REGULAR,steal,,[],201988,,,1610612751,45,53,2022-02-03T03:54:26Z,2660000,,,0,,P. Mills STEAL (3 STL),[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,
273,PT03M37.00S,2022-02-03T03:54:31.2Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",201949,93.77463863337714,48.77450980392157,1610612751,45,55,2022-02-03T04:09:44Z,2670000,-6.0,6.0,1,right,J. Johnson driving reverse Layup (3 PTS) (P. Mills 2 AST),"[201949, 201988]",1610612751.0,BKN,driving reverse,,,Johnson,J. Johnson,,,,,0.86,Made,3.0,P. Mills,201988.0,2.0,,,,,,,,,,,,,,
275,PT03M19.00S,2022-02-03T03:54:48.5Z,2,REGULAR,3pt,Jump Shot,[],1630169,28.07161629434954,17.892156862745097,1610612758,45,55,2022-02-03T04:18:07Z,2690000,161.0,211.0,1,left,MISS T. Haliburton 26' step back 3PT,[1630169],1610612758.0,SAC,step back,,,Haliburton,T. Haliburton,,,,,26.54,Missed,,,,,,,,,,,,,,,,,,
276,PT03M16.00S,2022-02-03T03:54:51.5Z,2,REGULAR,rebound,offensive,[],203084,,,1610612758,45,55,2022-02-03T03:54:55Z,2700000,,,0,,H. Barnes REBOUND (Off:1 Def:3),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,275.0,4.0,3.0,1.0,,,,,,,,
277,PT03M14.00S,2022-02-03T03:54:53.8Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1626158,5.995400788436268,50.73529411764706,1610612758,47,55,2022-02-03T03:55:04Z,2710000,-4.0,4.0,1,left,R. Holmes DUNK (6 PTS) (H. Barnes 3 AST),"[1626158, 203084]",1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,0.54,Made,6.0,H. Barnes,203084.0,3.0,,,,,,,,,,,,,,
279,PT02M50.00S,2022-02-03T03:55:17.0Z,2,REGULAR,3pt,Jump Shot,[],1628971,92.59198423127464,3.1862745098039214,1610612751,47,55,2022-02-03T03:55:23Z,2730000,-234.0,17.0,1,right,MISS B. Brown 3PT,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,23.47,Missed,,,,,,,,,,,,,,,,,,
280,PT02M46.00S,2022-02-03T03:55:21.0Z,2,REGULAR,rebound,offensive,[],201933,,,1610612751,47,55,2022-02-03T03:55:23Z,2740000,,,0,,B. Griffin REBOUND (Off:1 Def:0),[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,,,,,,279.0,1.0,0.0,1.0,,,,,,,,
281,PT02M46.00S,2022-02-03T03:55:21.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201933,94.40999984741211,50.0,1610612751,47,57,2022-02-03T03:55:21Z,2750000,0.0,0.0,1,right,B. Griffin tip Layup (2 PTS),[201933],1610612751.0,BKN,tip,,,Griffin,B. Griffin,,,,,0.0,Made,2.0,,,,,,,,,,,,,,,,,
282,PT02M30.00S,2022-02-03T03:55:40.2Z,2,REGULAR,foul,personal,['2freethrow'],1628971,,,1610612758,47,57,2022-02-03T03:55:48Z,2760000,,,0,,B. Brown shooting personal FOUL (1 PF) (Barnes 2 FT),"[1628971, 203084]",1610612751.0,BKN,shooting,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,1628951.0,1.0,0.0,Barnes,203084.0
284,PT02M30.00S,2022-02-03T03:55:50.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,47,57,2022-02-03T03:55:50Z,2780000,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,PT02M30.00S,2022-02-03T03:55:55.3Z,2,REGULAR,substitution,out,[],1627741,,,1610612758,47,57,2022-02-03T03:58:54Z,2790000,,,0,,SUB out: B. Hield,[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,
289,PT02M30.00S,2022-02-03T03:55:55.3Z,2,REGULAR,substitution,out,[],1628971,,,1610612758,47,57,2022-02-03T03:58:54Z,2800000,,,0,,SUB out: B. Brown,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,
290,PT02M30.00S,2022-02-03T03:55:55.3Z,2,REGULAR,substitution,out,[],201933,,,1610612758,47,57,2022-02-03T03:58:54Z,2810000,,,0,,SUB out: B. Griffin,[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,,,,,,,,,
291,PT02M30.00S,2022-02-03T03:55:55.3Z,2,REGULAR,substitution,out,[],201988,,,1610612758,47,57,2022-02-03T03:58:54Z,2820000,,,0,,SUB out: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,
292,PT02M30.00S,2022-02-03T03:55:55.3Z,2,REGULAR,substitution,in,[],203090,,,1610612758,47,57,2022-02-03T03:58:54Z,2830000,,,0,,SUB in: M. Harkless,[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,,,,,,,,,,,,,,,,,,,,
293,PT02M30.00S,2022-02-03T03:55:55.3Z,2,REGULAR,substitution,in,[],1630560,,,1610612758,47,57,2022-02-03T03:58:54Z,2840000,,,0,,SUB in: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,
294,PT02M30.00S,2022-02-03T03:55:55.3Z,2,REGULAR,substitution,in,[],1629651,,,1610612758,47,57,2022-02-03T03:58:54Z,2850000,,,0,,SUB in: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,
295,PT02M30.00S,2022-02-03T03:55:55.3Z,2,REGULAR,substitution,in,[],201935,,,1610612758,47,57,2022-02-03T03:58:54Z,2860000,,,0,,SUB in: J. Harden,[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,
296,PT02M30.00S,2022-02-03T03:59:08.6Z,2,REGULAR,freethrow,1 of 2,[],203084,,,1610612758,48,57,2022-02-03T03:59:08Z,2870000,,,0,,H. Barnes Free Throw 1 of 2 (11 PTS),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
297,PT02M30.00S,2022-02-03T03:59:22.6Z,2,REGULAR,freethrow,2 of 2,[],203084,,,1610612758,49,57,2022-02-03T03:59:22Z,2880000,,,0,,H. Barnes Free Throw 2 of 2 (12 PTS),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
298,PT02M15.00S,2022-02-03T03:59:40.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202681,92.9862023653088,44.36274509803921,1610612751,49,57,2022-02-03T03:59:47Z,2890000,-28.0,13.0,1,right,MISS K. Irving driving Layup,[202681],1610612751.0,BKN,driving,,,Irving,K. Irving,,,,,3.12,Missed,,,,,,,,,,,,,,,,,,
299,PT02M12.00S,2022-02-03T03:59:43.9Z,2,REGULAR,rebound,defensive,[],1626158,,,1610612758,49,57,2022-02-03T03:59:47Z,2900000,,,0,,R. Holmes REBOUND (Off:1 Def:3),[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,,298.0,4.0,3.0,1.0,,,,,,,,
300,PT01M59.00S,2022-02-03T03:59:56.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626158,13.091327201051248,39.950980392156865,1610612758,49,57,2022-02-03T04:00:03Z,2910000,50.0,71.0,1,left,MISS R. Holmes 8' turnaround Shot,[1626158],1610612758.0,SAC,turnaround,,,Holmes,R. Holmes,,,,,8.66,Missed,,,,,,,,,,,,,,,,,,
301,PT01M56.00S,2022-02-03T03:59:59.8Z,2,REGULAR,rebound,defensive,[],1629651,,,1610612751,49,57,2022-02-03T04:00:03Z,2920000,,,0,,N. Claxton REBOUND (Off:3 Def:2),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,300.0,5.0,2.0,3.0,,,,,,,,
302,PT01M49.00S,2022-02-03T04:00:06.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201935,85.23324572930355,64.2156862745098,1610612751,49,59,2022-02-03T04:00:15Z,2930000,71.0,86.0,1,right,J. Harden 11' step back Jump Shot (2 PTS),[201935],1610612751.0,BKN,step back,,,Harden,J. Harden,,,,,11.18,Made,2.0,,,,,,,,,,,,,,,,,
303,PT01M30.00S,2022-02-03T04:00:25.5Z,2,REGULAR,3pt,Jump Shot,[],203090,10.200394218134035,3.1862745098039214,1610612758,49,59,2022-02-03T04:00:47Z,2940000,234.0,43.0,1,left,MISS M. Harkless 3PT,[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,23.81,Missed,,,,,,,,,,,,,,,,,,
304,PT01M28.00S,2022-02-03T04:00:27.5Z,2,REGULAR,rebound,offensive,[],1626158,,,1610612758,49,59,2022-02-03T04:00:59Z,2950000,,,0,,R. Holmes REBOUND (Off:2 Def:3),[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,,303.0,5.0,3.0,2.0,,,,,,,,
305,PT01M28.00S,2022-02-03T04:00:45.6Z,2,REGULAR,foul,personal,['2freethrow'],1629651,,,1610612758,49,59,2022-02-03T04:00:57Z,2960000,,,0,,N. Claxton shooting personal FOUL (1 PF) (Holmes 2 FT),"[1629651, 1626158]",1610612751.0,BKN,shooting,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,1662.0,1.0,0.0,Holmes,1626158.0
307,PT01M28.00S,2022-02-03T04:01:02.7Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1626158,,,1610612758,49,59,2022-02-03T04:01:02Z,2980000,,,0,,MISS R. Holmes Free Throw 1 of 2,[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,Missed,,,,,,,,,,,,,,,,,,
308,PT01M28.00S,2022-02-03T04:01:02.7Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612758,49,59,2022-02-03T04:01:02Z,2990000,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,307.0,,,,,,,,,,,
309,PT01M28.00S,2022-02-03T04:01:19.0Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1626158,,,1610612758,50,59,2022-02-03T04:01:19Z,3000000,,,0,,R. Holmes Free Throw 2 of 2 (7 PTS),[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
310,PT01M16.00S,2022-02-03T04:01:38.6Z,2,REGULAR,foul,personal,[],203084,,,1610612751,50,59,2022-02-03T04:01:56Z,3010000,,,0,,H. Barnes personal FOUL (3 PF),"[203084, 1629651]",1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,1627962.0,3.0,0.0,Claxton,1629651.0
312,PT01M16.00S,2022-02-03T04:01:55.2Z,2,REGULAR,substitution,out,[],203084,,,1610612751,50,59,2022-02-03T04:01:59Z,3030000,,,0,,SUB out: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,
313,PT01M16.00S,2022-02-03T04:01:55.2Z,2,REGULAR,substitution,in,[],1627741,,,1610612751,50,59,2022-02-03T04:01:59Z,3040000,,,0,,SUB in: B. Hield,[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,
314,PT01M04.00S,2022-02-03T04:02:11.9Z,2,REGULAR,2pt,Jump Shot,[],202681,92.06636005256242,70.09803921568627,1610612751,50,59,2022-02-03T04:02:19Z,3050000,100.0,22.0,1,right,MISS K. Irving 10' turnaround fadeaway Shot,[202681],1610612751.0,BKN,turnaround fadeaway,,,Irving,K. Irving,,,,,10.29,Missed,,,,,,,,,,,,,,,,,,
315,PT01M02.00S,2022-02-03T04:02:13.9Z,2,REGULAR,rebound,defensive,[],1626158,,,1610612758,50,59,2022-02-03T04:02:19Z,3060000,,,0,,R. Holmes REBOUND (Off:2 Def:4),[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,,314.0,6.0,4.0,2.0,,,,,,,,
316,PT00M54.20S,2022-02-03T04:02:23.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627741,6.389618922470433,53.67647058823529,1610612758,52,59,2022-02-03T04:13:14Z,3070000,-18.0,8.0,1,left,B. Hield driving finger roll Layup (10 PTS),[1627741],1610612758.0,SAC,driving finger roll,,,Hield,B. Hield,,,,,1.99,Made,10.0,,,,,,,,,,,,,,,,,
317,PT00M34.90S,2022-02-03T04:02:44.3Z,2,REGULAR,3pt,Jump Shot,[],201949,88.91261498028909,96.32352941176471,1610612751,52,62,2022-02-03T04:02:54Z,3080000,232.0,52.0,1,right,J. Johnson 3PT  (6 PTS) (J. Harden 6 AST),"[201949, 201935]",1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,23.73,Made,6.0,J. Harden,201935.0,6.0,,,,,,,,,,,,,,
336,PT00M29.00S,2022-02-03T04:02:54.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630169,9.724047306176084,52.473958333333336,1610612758,52,62,2022-02-03T04:21:44Z,3095000,-12.0,39.0,1,left,MISS T. Haliburton driving floating Shot - blocked,"[1630169, 1630560]",1610612758.0,SAC,driving floating,,,Haliburton,T. Haliburton,,,,,4.08,Missed,,,,,Thomas,1630560.0,,,,,,,,,,,,
337,PT00M29.00S,2022-02-03T04:02:54.0Z,2,REGULAR,block,,[],1630560,,,1610612758,52,62,2022-02-03T04:19:49Z,3097500,,,0,,C. Thomas BLOCK (1 BLK),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,
338,PT00M29.00S,2022-02-03T04:02:54.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612758,52,62,2022-02-03T04:19:49Z,3098750,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,336.0,,,,,,,,,,,
319,PT00M29.00S,2022-02-03T04:03:03.8Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612758,52,62,2022-02-03T04:03:03Z,3100000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT00M24.40S,2022-02-03T04:03:16.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630560,,,1610612758,52,62,2022-02-03T04:03:23Z,3110000,,,0,,C. Thomas personal FOUL (1 PF) (Holmes 2 FT),"[1630560, 1626158]",1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,1628951.0,1.0,0.0,Holmes,1626158.0
322,PT00M24.40S,2022-02-03T04:03:46.3Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1626158,,,1610612758,53,62,2022-02-03T04:19:49Z,3130000,,,0,,R. Holmes Free Throw 1 of 2 (8 PTS),[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
323,PT00M24.40S,2022-02-03T04:03:48.4Z,2,REGULAR,substitution,out,[],203090,,,1610612758,53,62,2022-02-03T04:04:07Z,3140000,,,0,,SUB out: M. Harkless,[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,,,,,,,,,,,,,,,,,,,,
324,PT00M24.40S,2022-02-03T04:03:48.4Z,2,REGULAR,substitution,out,[],1629651,,,1610612758,53,62,2022-02-03T04:04:07Z,3150000,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,
325,PT00M24.40S,2022-02-03T04:03:48.4Z,2,REGULAR,substitution,in,[],1629002,,,1610612758,53,62,2022-02-03T04:04:07Z,3160000,,,0,,SUB in: C. Metu,[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,,,,,,,,,,,,,,
326,PT00M24.40S,2022-02-03T04:03:48.4Z,2,REGULAR,substitution,in,[],201988,,,1610612758,53,62,2022-02-03T04:04:07Z,3170000,,,0,,SUB in: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,
327,PT00M24.40S,2022-02-03T04:04:17.4Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1626158,,,1610612758,54,62,2022-02-03T04:19:49Z,3180000,,,0,,R. Holmes Free Throw 2 of 2 (9 PTS),[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
328,PT00M02.20S,2022-02-03T04:04:44.2Z,2,REGULAR,turnover,out-of-bounds,[],201935,,,1610612751,54,62,2022-02-03T04:05:33Z,3190000,,,0,,J. Harden bad pass out-of-bounds TURNOVER (1 TO),[201935],1610612751.0,BKN,bad pass,,,Harden,J. Harden,,,,,,,,,,,,,,,,,1.0,,,1628951.0,,,,
329,PT00M02.20S,2022-02-03T04:04:53.8Z,2,REGULAR,substitution,out,[],1630560,,,1610612758,54,62,2022-02-03T04:05:12Z,3200000,,,0,,SUB out: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,
330,PT00M02.20S,2022-02-03T04:04:53.8Z,2,REGULAR,substitution,out,[],201988,,,1610612758,54,62,2022-02-03T04:05:12Z,3210000,,,0,,SUB out: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,
331,PT00M02.20S,2022-02-03T04:04:53.8Z,2,REGULAR,substitution,in,[],1628971,,,1610612758,54,62,2022-02-03T04:05:12Z,3220000,,,0,,SUB in: B. Brown,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,
332,PT00M02.20S,2022-02-03T04:04:53.8Z,2,REGULAR,substitution,in,[],1629651,,,1610612758,54,62,2022-02-03T04:05:12Z,3230000,,,0,,SUB in: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,
333,PT00M00.00S,2022-02-03T04:05:13.3Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630558,53.13731931668857,87.99019607843137,1610612758,54,62,2022-02-03T04:15:11Z,3240000,-190.0,447.0,1,left,MISS D. Mitchell 48' pullup 3PT,[1630558],1610612758.0,SAC,pullup,,,Mitchell,D. Mitchell,,,,,48.57,Missed,,,,,,,,,,,,,,,,,,
334,PT00M00.00S,2022-02-03T04:05:13.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612758,54,62,2022-02-03T04:05:22Z,3250000,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,333.0,,,,,,,,,,,
335,PT00M00.00S,2022-02-03T04:05:17.0Z,2,REGULAR,period,end,[],0,,,1610612758,54,62,2022-02-03T04:05:17Z,3260000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,PT12M00.00S,2022-02-03T04:20:12.9Z,3,REGULAR,substitution,out,['startperiod'],1629002,,,1610612758,54,62,2022-02-03T04:20:41Z,3270000,,,0,,SUB out: C. Metu,[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,,,,,,,,,,,,,,
340,PT12M00.00S,2022-02-03T04:20:12.9Z,3,REGULAR,substitution,out,['startperiod'],1627741,,,1610612758,54,62,2022-02-03T04:20:41Z,3280000,,,0,,SUB out: B. Hield,[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,
341,PT12M00.00S,2022-02-03T04:20:12.9Z,3,REGULAR,substitution,out,['startperiod'],201949,,,1610612758,54,62,2022-02-03T04:20:41Z,3290000,,,0,,SUB out: J. Johnson,[201949],1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,
342,PT12M00.00S,2022-02-03T04:20:12.9Z,3,REGULAR,substitution,out,['startperiod'],1628971,,,1610612758,54,62,2022-02-03T04:20:41Z,3300000,,,0,,SUB out: B. Brown,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,
343,PT12M00.00S,2022-02-03T04:20:12.9Z,3,REGULAR,substitution,in,['startperiod'],203090,,,1610612758,54,62,2022-02-03T04:20:41Z,3310000,,,0,,SUB in: M. Harkless,[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,,,,,,,,,,,,,,,,,,,,
344,PT12M00.00S,2022-02-03T04:20:12.9Z,3,REGULAR,substitution,in,['startperiod'],203084,,,1610612758,54,62,2022-02-03T04:20:41Z,3320000,,,0,,SUB in: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,
345,PT12M00.00S,2022-02-03T04:20:12.9Z,3,REGULAR,substitution,in,['startperiod'],1630556,,,1610612758,54,62,2022-02-03T04:20:41Z,3330000,,,0,,SUB in: K. Edwards,[1630556],1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,,,,,,,
346,PT12M00.00S,2022-02-03T04:20:12.9Z,3,REGULAR,substitution,in,['startperiod'],201988,,,1610612758,54,62,2022-02-03T04:20:41Z,3340000,,,0,,SUB in: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,
347,PT12M00.00S,2022-02-03T04:20:44.9Z,3,REGULAR,period,start,[],0,,,1610612758,54,62,2022-02-03T04:20:44Z,3350000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,PT11M42.00S,2022-02-03T04:21:01.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203084,90.75229960578186,50.245098039215684,1610612758,56,62,2022-02-03T04:21:08Z,3360000,1.0,34.0,1,right,H. Barnes Layup (14 PTS) (T. Haliburton 8 AST),"[203084, 1630169]",1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,3.44,Made,14.0,T. Haliburton,1630169.0,8.0,,,,,,,,,,,,,,
350,PT11M22.00S,2022-02-03T04:21:21.6Z,3,REGULAR,3pt,Jump Shot,[],201988,20.581471747700395,89.70588235294117,1610612751,56,62,2022-02-03T04:21:30Z,3380000,-199.0,141.0,1,left,MISS P. Mills 24' 3PT,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,24.35,Missed,,,,,,,,,,,,,,,,,,
351,PT11M16.00S,2022-02-03T04:21:27.2Z,3,REGULAR,rebound,offensive,[],1630556,,,1610612751,56,62,2022-02-03T04:21:27Z,3390000,,,0,,K. Edwards REBOUND (Off:1 Def:3),[1630556],1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,,,,,,,,,350.0,4.0,3.0,1.0,,,,,,,,
352,PT11M16.00S,2022-02-03T04:21:27.2Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630556,5.590000152587891,50.0,1610612751,56,64,2022-02-03T04:21:34Z,3400000,0.0,0.0,1,left,K. Edwards tip Layup (4 PTS),[1630556],1610612751.0,BKN,tip,,,Edwards,K. Edwards,,,,,0.0,Made,4.0,,,,,,,,,,,,,,,,,
353,PT11M05.00S,2022-02-03T04:21:40.0Z,3,REGULAR,foul,personal,['2freethrow'],1630556,,,1610612758,56,64,2022-02-03T04:21:55Z,3410000,,,0,,K. Edwards shooting personal FOUL (1 PF) (Barnes 2 FT),"[1630556, 203084]",1610612751.0,BKN,shooting,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,,,1627962.0,1.0,0.0,Barnes,203084.0
355,PT11M05.00S,2022-02-03T04:22:02.9Z,3,REGULAR,freethrow,1 of 2,[],203084,,,1610612758,57,64,2022-02-03T04:22:02Z,3430000,,,0,,H. Barnes Free Throw 1 of 2 (15 PTS),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,Made,15.0,,,,,,,,,,,,,,,,,
356,PT11M05.00S,2022-02-03T04:22:16.9Z,3,REGULAR,freethrow,2 of 2,[],203084,,,1610612758,58,64,2022-02-03T04:22:17Z,3440000,,,0,,H. Barnes Free Throw 2 of 2 (16 PTS),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,Made,16.0,,,,,,,,,,,,,,,,,
357,PT10M52.00S,2022-02-03T04:22:33.8Z,3,REGULAR,3pt,Jump Shot,[],1630556,30.436925098554536,29.411764705882355,1610612751,58,67,2022-02-03T04:22:40Z,3450000,103.0,234.0,1,left,K. Edwards 25' 3PT  (7 PTS) (J. Harden 7 AST),"[1630556, 201935]",1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,25.53,Made,7.0,J. Harden,201935.0,7.0,,,,,,,,,,,,,,
359,PT10M30.00S,2022-02-03T04:22:56.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203090,92.85479632063075,56.372549019607845,1610612758,60,67,2022-02-03T04:23:02Z,3470000,32.0,15.0,1,right,M. Harkless driving Layup (10 PTS) (D. Mitchell 2 AST),"[203090, 1630558]",1610612758.0,SAC,driving,,,Harkless,M. Harkless,,,,,3.51,Made,10.0,D. Mitchell,1630558.0,2.0,,,,,,,,,,,,,,
361,PT10M24.00S,2022-02-03T04:23:02.6Z,3,REGULAR,turnover,bad pass,[],201935,,,1610612751,60,67,2022-02-03T04:23:07Z,3490000,,,0,,J. Harden bad pass TURNOVER (2 TO),"[201935, 203084]",1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,2.0,Barnes,203084.0,,,,,
362,PT10M24.00S,2022-02-03T04:23:02.6Z,3,REGULAR,steal,,[],203084,,,1610612758,60,67,2022-02-03T04:23:04Z,3500000,,,0,,H. Barnes STEAL (1 STL),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,
363,PT10M09.00S,2022-02-03T04:23:17.2Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],203090,92.46057818659659,3.1862745098039214,1610612758,60,67,2022-02-03T04:23:24Z,3510000,-234.0,18.0,1,right,MISS M. Harkless 3PT,[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,23.48,Missed,,,,,,,,,,,,,,,,,,
364,PT10M05.00S,2022-02-03T04:23:21.2Z,3,REGULAR,rebound,defensive,[],1629651,,,1610612751,60,67,2022-02-03T04:23:24Z,3520000,,,0,,N. Claxton REBOUND (Off:3 Def:3),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,363.0,6.0,3.0,3.0,,,,,,,,
