actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
90,PT04M42.00S,2022-02-03T03:24:43.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630560,82.7365308804205,47.30392156862745,1610612751,18,19,2022-02-03T03:24:55Z,890000,-13.0,110.0,1,right,MISS C. Thomas 11' fadeaway Shot,[1630560],1610612751.0,BKN,fadeaway,,,Thomas,C. Thomas,,,,,11.06,Missed,,,,,,,,,,,,,,,,,,
91,PT04M38.00S,2022-02-03T03:24:47.7Z,1,REGULAR,rebound,defensive,[],1627745,,,1610612758,18,19,2022-02-03T03:24:55Z,900000,,,0,,D. Jones REBOUND (Off:0 Def:1),[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,,,,,,,90.0,1.0,1.0,0.0,,,,,,,,
92,PT04M33.00S,2022-02-03T03:24:56.7Z,1,REGULAR,foul,personal,[],201933,,,1610612758,18,19,2022-02-03T03:25:59Z,910000,,,0,,B. Griffin personal FOUL (1 PF),"[201933, 1627745]",1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,,,,,1662.0,1.0,0.0,Jones,1627745.0
94,PT04M33.00S,2022-02-03T03:25:07.6Z,1,REGULAR,substitution,out,[],1630169,,,1610612758,18,19,2022-02-03T03:25:10Z,930000,,,0,,SUB out: T. Haliburton,[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M33.00S,2022-02-03T03:25:07.6Z,1,REGULAR,substitution,in,[],1627741,,,1610612758,18,19,2022-02-03T03:25:10Z,940000,,,0,,SUB in: B. Hield,[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M33.00S,2022-02-03T03:25:48.6Z,1,REGULAR,substitution,out,[],203090,,,1610612758,18,19,2022-02-03T03:25:54Z,950000,,,0,,SUB out: M. Harkless,[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M33.00S,2022-02-03T03:25:48.6Z,1,REGULAR,substitution,in,[],1629002,,,1610612758,18,19,2022-02-03T03:25:54Z,960000,,,0,,SUB in: C. Metu,[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M19.00S,2022-02-03T03:26:17.4Z,1,REGULAR,3pt,Jump Shot,[],1630558,39.86530880420499,75.73529411764706,1610612758,18,19,2022-02-03T03:30:18Z,1000000,-129.0,322.0,1,left,MISS D. Mitchell 34' pullup 3PT,[1630558],1610612758.0,SAC,pullup,,,Mitchell,D. Mitchell,,,,,34.7,Missed,,,,,,,,,,,,,,,,,,
102,PT04M19.00S,2022-02-03T03:26:17.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612758,18,19,2022-02-03T03:28:44Z,1010000,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,101.0,,,,,,,,,,,
103,PT04M19.00S,2022-02-03T03:26:22.9Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612758,18,19,2022-02-03T03:26:52Z,1020000,,,0,,SAC shot clock Team TURNOVER,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,1662.0,,,,
104,PT04M07.00S,2022-02-03T03:26:42.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201933,88.38699080157687,96.56862745098039,1610612751,18,19,2022-02-03T03:26:56Z,1030000,233.0,57.0,1,right,MISS B. Griffin 3PT,[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,23.96,Missed,,,,,,,,,,,,,,,,,,
105,PT04M02.00S,2022-02-03T03:26:47.0Z,1,REGULAR,rebound,defensive,[],1629002,,,1610612758,18,19,2022-02-03T03:26:47Z,1040000,,,0,,C. Metu REBOUND (Off:0 Def:1),[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,,,104.0,1.0,1.0,0.0,,,,,,,,
106,PT03M52.00S,2022-02-03T03:26:56.9Z,1,REGULAR,3pt,Jump Shot,[],1630558,31.750985545335087,52.94117647058824,1610612758,21,19,2022-02-03T03:27:05Z,1050000,-15.0,246.0,1,left,D. Mitchell 24' 3PT step back (5 PTS),[1630558],1610612758.0,SAC,step back,,,Mitchell,D. Mitchell,,,,,24.64,Made,5.0,,,,,,,,,,,,,,,,,
107,PT03M39.00S,2022-02-03T03:27:10.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201935,87.33574244415243,48.529411764705884,1610612751,21,19,2022-02-03T03:42:07Z,1060000,-7.0,67.0,1,right,MISS J. Harden 6' driving floating Shot,[201935],1610612751.0,BKN,driving floating,,,Harden,J. Harden,,,,,6.69,Missed,,,,,,,,,,,,,,,,,,
108,PT03M35.00S,2022-02-03T03:27:14.1Z,1,REGULAR,rebound,defensive,[],1629002,,,1610612758,21,19,2022-02-03T03:42:07Z,1070000,,,0,,C. Metu REBOUND (Off:0 Def:2),[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,,,107.0,2.0,2.0,0.0,,,,,,,,
109,PT03M28.00S,2022-02-03T03:27:21.0Z,1,REGULAR,turnover,bad pass,[],1630558,,,1610612758,21,19,2022-02-03T03:27:25Z,1080000,,,0,,D. Mitchell bad pass TURNOVER (2 TO),"[1630558, 201949]",1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,2.0,Johnson,201949.0,,,,,
110,PT03M28.00S,2022-02-03T03:27:21.0Z,1,REGULAR,steal,,[],201949,,,1610612751,21,19,2022-02-03T03:35:44Z,1090000,,,0,,J. Johnson STEAL (1 STL),[201949],1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M11.00S,2022-02-03T03:27:37.5Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628971,88.25558475689881,57.35294117647059,1610612751,21,21,2022-02-03T03:27:45Z,1100000,37.0,58.0,1,right,B. Brown 6' pullup Jump Shot (2 PTS) (J. Harden 3 AST),"[1628971, 201935]",1610612751.0,BKN,pullup,,,Brown,B. Brown,,,,,6.86,Made,2.0,J. Harden,201935.0,3.0,,,,,,,,,,,,,,
113,PT02M54.00S,2022-02-03T03:27:55.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630558,5.863994743758213,46.32352941176471,1610612758,23,21,2022-02-03T03:32:58Z,1120000,18.0,3.0,1,left,D. Mitchell driving finger roll Layup (7 PTS),[1630558],1610612758.0,SAC,driving finger roll,,,Mitchell,D. Mitchell,,,,,1.86,Made,7.0,,,,,,,,,,,,,,,,,
114,PT02M44.00S,2022-02-03T03:28:08.0Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,23,21,2022-02-03T03:28:08Z,1130000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT02M44.00S,2022-02-03T03:28:12.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,23,21,2022-02-03T03:28:12Z,1140000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT02M44.00S,2022-02-03T03:28:14.9Z,1,REGULAR,substitution,out,[],201935,,,1610612751,23,21,2022-02-03T03:30:57Z,1150000,,,0,,SUB out: J. Harden,[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,
117,PT02M44.00S,2022-02-03T03:28:14.9Z,1,REGULAR,substitution,in,[],202681,,,1610612751,23,21,2022-02-03T03:30:57Z,1160000,,,0,,SUB in: K. Irving,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,
118,PT02M29.00S,2022-02-03T03:31:18.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630560,81.553876478318,43.872549019607845,1610612751,23,23,2022-02-03T03:31:24Z,1170000,-31.0,121.0,1,right,C. Thomas 12' floating Jump Shot (4 PTS),[1630560],1610612751.0,BKN,floating,,,Thomas,C. Thomas,,,,,12.47,Made,4.0,,,,,,,,,,,,,,,,,
119,PT02M03.00S,2022-02-03T03:31:44.6Z,1,REGULAR,3pt,Jump Shot,[],1630558,28.33442838370565,74.01960784313727,1610612758,23,23,2022-02-03T03:31:52Z,1180000,-120.0,214.0,1,left,MISS D. Mitchell 24' pullup 3PT,[1630558],1610612758.0,SAC,pullup,,,Mitchell,D. Mitchell,,,,,24.52,Missed,,,,,,,,,,,,,,,,,,
120,PT01M59.00S,2022-02-03T03:31:48.6Z,1,REGULAR,rebound,defensive,[],1630560,,,1610612751,23,23,2022-02-03T03:31:52Z,1190000,,,0,,C. Thomas REBOUND (Off:0 Def:1),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,119.0,1.0,1.0,0.0,,,,,,,,
121,PT01M52.00S,2022-02-03T03:31:54.9Z,1,REGULAR,2pt,Jump Shot,[],1630560,93.51182654402102,78.18627450980392,1610612751,23,25,2022-02-03T03:32:01Z,1200000,141.0,8.0,1,right,C. Thomas 14' pullup Jump Shot (6 PTS) (B. Griffin 1 AST),"[1630560, 201933]",1610612751.0,BKN,pullup,,,Thomas,C. Thomas,,,,,14.12,Made,6.0,B. Griffin,201933.0,1.0,,,,,,,,,,,,,,
123,PT01M36.00S,2022-02-03T03:32:11.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629002,6.783837056504599,54.90196078431373,1610612758,23,25,2022-02-03T03:32:18Z,1220000,-25.0,11.0,1,left,MISS C. Metu Layup,[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,2.7,Missed,,,,,,,,,,,,,,,,,,
124,PT01M33.00S,2022-02-03T03:32:14.5Z,1,REGULAR,rebound,defensive,[],202681,,,1610612751,23,25,2022-02-03T03:32:18Z,1230000,,,0,,K. Irving REBOUND (Off:0 Def:1),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,123.0,1.0,1.0,0.0,,,,,,,,
125,PT01M30.00S,2022-02-03T03:32:17.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],202681,66.70499342969777,55.14705882352941,1610612751,23,28,2022-02-03T03:36:42Z,1240000,26.0,260.0,1,right,K. Irving 26' 3PT running (7 PTS) (B. Brown 1 AST),"[202681, 1628971]",1610612751.0,BKN,running,,,Irving,K. Irving,,,,,26.18,Made,7.0,B. Brown,1628971.0,1.0,,,,,,,,,,,,,,
127,PT01M16.00S,2022-02-03T03:32:31.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627741,6.389618922470433,55.88235294117647,1610612758,23,28,2022-02-03T03:37:10Z,1260000,-29.0,8.0,1,left,MISS B. Hield cutting finger roll Layup,[1627741],1610612758.0,SAC,cutting finger roll,,,Hield,B. Hield,,,,,3.04,Missed,,,,,,,,,,,,,,,,,,
128,PT01M14.00S,2022-02-03T03:32:33.8Z,1,REGULAR,rebound,defensive,[],202681,,,1610612751,23,28,2022-02-03T03:32:39Z,1270000,,,0,,K. Irving REBOUND (Off:0 Def:2),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,127.0,2.0,2.0,0.0,,,,,,,,
129,PT01M11.00S,2022-02-03T03:32:37.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],202681,69.46452036793693,69.6078431372549,1610612751,23,31,2022-02-03T03:32:49Z,1280000,98.0,235.0,1,right,K. Irving 25' 3PT running pullup (10 PTS),[202681],1610612751.0,BKN,running pullup,,,Irving,K. Irving,,,,,25.42,Made,10.0,,,,,,,,,,,,,,,,,
130,PT01M00.00S,2022-02-03T03:32:51.5Z,1,REGULAR,timeout,full,['team'],0,,,1610612758,23,31,2022-02-03T03:32:51Z,1290000,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT01M00.00S,2022-02-03T03:32:53.2Z,1,REGULAR,substitution,out,[],1630558,,,1610612758,23,31,2022-02-03T03:34:27Z,1300000,,,0,,SUB out: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,
132,PT01M00.00S,2022-02-03T03:32:53.2Z,1,REGULAR,substitution,out,[],203084,,,1610612758,23,31,2022-02-03T03:34:27Z,1310000,,,0,,SUB out: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,
133,PT01M00.00S,2022-02-03T03:32:53.2Z,1,REGULAR,substitution,in,[],1630169,,,1610612758,23,31,2022-02-03T03:34:27Z,1320000,,,0,,SUB in: T. Haliburton,[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,
134,PT01M00.00S,2022-02-03T03:32:53.2Z,1,REGULAR,substitution,in,[],203090,,,1610612758,23,31,2022-02-03T03:34:27Z,1330000,,,0,,SUB in: M. Harkless,[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,,,,,,,,,,,,,,,,,,,,
135,PT00M46.30S,2022-02-03T03:34:40.5Z,1,REGULAR,3pt,Jump Shot,[],1629002,8.09789750328515,3.431372549019608,1610612758,23,31,2022-02-03T03:34:46Z,1340000,233.0,24.0,1,left,MISS C. Metu 3PT,[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,23.4,Missed,,,,,,,,,,,,,,,,,,
136,PT00M44.10S,2022-02-03T03:34:42.7Z,1,REGULAR,rebound,defensive,[],1630560,,,1610612751,23,31,2022-02-03T03:34:46Z,1350000,,,0,,C. Thomas REBOUND (Off:0 Def:2),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,135.0,2.0,2.0,0.0,,,,,,,,
137,PT00M34.40S,2022-02-03T03:34:56.0Z,1,REGULAR,foul,personal,['2freethrow'],1627745,,,1610612751,23,31,2022-02-03T03:35:07Z,1360000,,,0,,D. Jones shooting personal FOUL (1 PF) (Johnson 2 FT),"[1627745, 201949]",1610612758.0,SAC,shooting,,,Jones,D. Jones,,,,,,,,,,,,,,,,,,,,1628951.0,1.0,0.0,Johnson,201949.0
139,PT00M34.40S,2022-02-03T03:35:16.6Z,1,REGULAR,freethrow,1 of 2,[],201949,,,1610612751,23,31,2022-02-03T03:35:16Z,1380000,,,0,,MISS J. Johnson Free Throw 1 of 2,[201949],1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,Missed,,,,,,,,,,,,,,,,,,
140,PT00M34.40S,2022-02-03T03:35:16.6Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612751,23,31,2022-02-03T03:35:16Z,1390000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,139.0,,,,,,,,,,,
141,PT00M34.40S,2022-02-03T03:35:28.1Z,1,REGULAR,substitution,out,[],1629002,,,1610612751,23,31,2022-02-03T03:35:36Z,1400000,,,0,,SUB out: C. Metu,[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,,,,,,,,,,,,,,
142,PT00M34.40S,2022-02-03T03:35:28.1Z,1,REGULAR,substitution,in,[],1629663,,,1610612751,23,31,2022-02-03T03:35:36Z,1410000,,,0,,SUB in: L. King,[1629663],1610612758.0,SAC,,,,King,L. King,,,,,,,,,,,,,,,,,,,,,,,,
143,PT00M34.40S,2022-02-03T03:35:47.6Z,1,REGULAR,freethrow,2 of 2,[],201949,,,1610612751,23,32,2022-02-03T03:35:47Z,1420000,,,0,,J. Johnson Free Throw 2 of 2 (1 PTS),[201949],1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
144,PT00M12.00S,2022-02-03T03:36:12.9Z,1,REGULAR,3pt,Jump Shot,[],1627741,27.54599211563732,76.47058823529412,1610612758,23,32,2022-02-03T03:37:53Z,1430000,-132.0,206.0,1,left,MISS B. Hield 24' step back 3PT,[1627741],1610612758.0,SAC,step back,,,Hield,B. Hield,,,,,24.52,Missed,,,,,,,,,,,,,,,,,,
145,PT00M08.00S,2022-02-03T03:36:16.9Z,1,REGULAR,rebound,defensive,[],1628971,,,1610612751,23,32,2022-02-03T03:36:20Z,1440000,,,0,,B. Brown REBOUND (Off:0 Def:1),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,144.0,1.0,1.0,0.0,,,,,,,,
146,PT00M02.40S,2022-02-03T03:36:42.4Z,1,REGULAR,turnover,bad pass,[],202681,,,1610612751,23,32,2022-02-03T03:39:23Z,1450000,,,0,,K. Irving bad pass TURNOVER (1 TO),"[202681, 1630169]",1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,1.0,Haliburton,1630169.0,,,,,
147,PT00M02.40S,2022-02-03T03:36:42.4Z,1,REGULAR,steal,,[],1630169,,,1610612758,23,32,2022-02-03T03:36:44Z,1460000,,,0,,T. Haliburton STEAL (1 STL),[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,
151,PT00M00.00S,2022-02-03T03:37:05.9Z,1,REGULAR,period,end,[],0,,,1610612758,23,32,2022-02-03T03:37:05Z,1500000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2022-02-03T03:39:13.1Z,2,REGULAR,substitution,out,['startperiod'],1628971,,,1610612758,23,32,2022-02-03T03:39:28Z,1510000,,,0,,SUB out: B. Brown,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2022-02-03T03:39:13.1Z,2,REGULAR,substitution,out,['startperiod'],201933,,,1610612758,23,32,2022-02-03T03:39:28Z,1520000,,,0,,SUB out: B. Griffin,[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2022-02-03T03:39:13.1Z,2,REGULAR,substitution,out,['startperiod'],202681,,,1610612758,23,32,2022-02-03T03:39:28Z,1530000,,,0,,SUB out: K. Irving,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2022-02-03T03:39:13.1Z,2,REGULAR,substitution,out,['startperiod'],201949,,,1610612758,23,32,2022-02-03T03:39:28Z,1540000,,,0,,SUB out: J. Johnson,[201949],1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2022-02-03T03:39:13.1Z,2,REGULAR,substitution,out,['startperiod'],1630560,,,1610612758,23,32,2022-02-03T03:39:28Z,1550000,,,0,,SUB out: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2022-02-03T03:39:13.1Z,2,REGULAR,substitution,in,['startperiod'],201988,,,1610612758,23,32,2022-02-03T03:39:28Z,1560000,,,0,,SUB in: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2022-02-03T03:39:13.1Z,2,REGULAR,substitution,in,['startperiod'],201935,,,1610612758,23,32,2022-02-03T03:39:28Z,1570000,,,0,,SUB in: J. Harden,[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2022-02-03T03:39:13.1Z,2,REGULAR,substitution,in,['startperiod'],1630556,,,1610612758,23,32,2022-02-03T03:39:28Z,1580000,,,0,,SUB in: K. Edwards,[1630556],1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2022-02-03T03:39:13.1Z,2,REGULAR,substitution,in,['startperiod'],1629651,,,1610612758,23,32,2022-02-03T03:39:28Z,1590000,,,0,,SUB in: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2022-02-03T03:39:13.1Z,2,REGULAR,substitution,in,['startperiod'],1627761,,,1610612758,23,32,2022-02-03T03:39:28Z,1600000,,,0,,SUB in: D. Bembry,[1627761],1610612751.0,BKN,,,,Bembry,D. Bembry,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2022-02-03T03:39:33.2Z,2,REGULAR,period,start,[],0,,,1610612758,23,32,2022-02-03T03:39:33Z,1610000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT11M46.00S,2022-02-03T03:39:50.9Z,2,REGULAR,foul,offensive,[],203090,,,1610612758,23,32,2022-02-03T03:40:09Z,1620000,,,0,,M. Harkless offensive FOUL (1 PF),"[203090, 1627761]",1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,,,,,,,,,,,,,,,,1627962.0,1.0,0.0,Bembry,1627761.0
165,PT11M46.00S,2022-02-03T03:39:50.9Z,2,REGULAR,turnover,offensive foul,[],203090,,,1610612758,23,32,2022-02-03T03:39:50Z,1640000,,,0,,M. Harkless offensive foul TURNOVER (1 TO),[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,,,,,,,,,,,,,1.0,,,1627962.0,,,,
166,PT11M34.00S,2022-02-03T03:40:14.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],201988,72.88107752956637,17.15686274509804,1610612751,23,35,2022-02-03T03:40:24Z,1650000,-164.0,202.0,1,right,P. Mills 26' 3PT  (5 PTS) (N. Claxton 1 AST),"[201988, 1629651]",1610612751.0,BKN,,,,Mills,P. Mills,,,,,26.06,Made,5.0,N. Claxton,1629651.0,1.0,,,,,,,,,,,,,,
168,PT11M17.00S,2022-02-03T03:40:30.2Z,2,REGULAR,3pt,Jump Shot,[],1629663,7.440867279894875,2.941176470588235,1610612758,26,35,2022-02-03T03:40:37Z,1670000,235.0,17.0,1,left,L. King 3PT  (3 PTS) (T. Haliburton 1 AST),"[1629663, 1630169]",1610612758.0,SAC,,,,King,L. King,,,,,23.59,Made,3.0,T. Haliburton,1630169.0,1.0,,,,,,,,,,,,,,
170,PT11M02.00S,2022-02-03T03:40:48.0Z,2,REGULAR,foul,personal,['2freethrow'],203090,,,1610612751,26,35,2022-02-03T03:41:16Z,1690000,,,0,,M. Harkless shooting personal FOUL (2 PF) (Claxton 2 FT),"[203090, 1629651]",1610612758.0,SAC,shooting,,,Harkless,M. Harkless,,,,,,,,,,,,,,,,,,,,1662.0,2.0,0.0,Claxton,1629651.0
172,PT11M02.00S,2022-02-03T03:41:20.0Z,2,REGULAR,freethrow,1 of 2,[],1629651,,,1610612751,26,35,2022-02-03T03:41:20Z,1710000,,,0,,MISS N. Claxton Free Throw 1 of 2,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,Missed,,,,,,,,,,,,,,,,,,
173,PT11M02.00S,2022-02-03T03:41:20.0Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612751,26,35,2022-02-03T03:41:20Z,1720000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,172.0,,,,,,,,,,,
174,PT11M02.00S,2022-02-03T03:41:34.3Z,2,REGULAR,freethrow,2 of 2,[],1629651,,,1610612751,26,36,2022-02-03T03:41:34Z,1730000,,,0,,N. Claxton Free Throw 2 of 2 (12 PTS),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
175,PT11M01.00S,2022-02-03T03:41:46.2Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612758,26,36,2022-02-03T03:41:46Z,1740000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT10M42.00S,2022-02-03T03:42:09.0Z,2,REGULAR,2pt,Jump Shot,[],1630169,22.026938239159,27.450980392156865,1610612758,26,36,2022-02-03T03:43:04Z,1750000,113.0,155.0,1,left,MISS T. Haliburton 19' step back Shot,[1630169],1610612758.0,SAC,step back,,,Haliburton,T. Haliburton,,,,,19.13,Missed,,,,,,,,,,,,,,,,,,
177,PT10M38.00S,2022-02-03T03:42:13.0Z,2,REGULAR,rebound,offensive,[],203090,,,1610612758,26,36,2022-02-03T03:42:18Z,1760000,,,0,,M. Harkless REBOUND (Off:2 Def:0),[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,,,,,,,,,176.0,2.0,0.0,2.0,,,,,,,,
178,PT10M36.00S,2022-02-03T03:42:14.9Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1627741,26.62614980289093,79.41176470588235,1610612758,26,36,2022-02-03T03:42:22Z,1770000,-147.0,198.0,1,left,MISS B. Hield 24' 3PT,[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,24.65,Missed,,,,,,,,,,,,,,,,,,
179,PT10M33.00S,2022-02-03T03:42:17.9Z,2,REGULAR,rebound,offensive,[],1627745,,,1610612758,26,36,2022-02-03T03:42:22Z,1780000,,,0,,D. Jones REBOUND (Off:1 Def:1),[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,,,,,,,178.0,2.0,1.0,1.0,,,,,,,,
180,PT10M33.00S,2022-02-03T03:42:18.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627745,11.251642575558476,55.14705882352941,1610612758,26,36,2022-02-03T03:44:05Z,1790000,-26.0,53.0,1,left,MISS D. Jones putback Layup - blocked,"[1627745, 1629651]",1610612758.0,SAC,putback,,,Jones,D. Jones,,,,,5.92,Missed,,,,,Claxton,1629651.0,,,,,,,,,,,,
181,PT10M33.00S,2022-02-03T03:42:18.9Z,2,REGULAR,block,,[],1629651,,,1610612758,26,36,2022-02-03T03:42:22Z,1800000,,,0,,N. Claxton BLOCK (3 BLK),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,
182,PT10M33.00S,2022-02-03T03:42:18.9Z,2,REGULAR,rebound,offensive,[],1627745,,,1610612758,26,36,2022-02-03T03:45:28Z,1810000,,,0,,D. Jones REBOUND (Off:2 Def:1),[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,,,,,,,180.0,3.0,1.0,2.0,,,,,,,,
198,PT10M33.00S,2022-02-03T03:42:25.7Z,2,REGULAR,turnover,lost ball,[],1627745,,,1610612758,26,36,2022-02-03T03:45:58Z,1815000,,,0,,D. Jones lost ball TURNOVER (1 TO),"[1627745, 201988]",1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,,,,,,,,,,,1.0,Mills,201988.0,,,,,
199,PT10M33.00S,2022-02-03T03:42:25.7Z,2,REGULAR,steal,,[],201988,,,1610612751,26,36,2022-02-03T03:45:58Z,1817500,,,0,,P. Mills STEAL (1 STL),[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,
