actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,pointsTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
208,PT08M36.00S,2025-10-24T00:20:59.3Z,2,REGULAR,3pt,Jump Shot,[],1631172,90.62089356110381,2.450980392156863,1610612760,31,29,2025-10-24T00:21:03Z,2070000,False,-238.0,36.0,1,right,MISS O. Dieng 24' 3PT,[1631172],1610612760.0,OKC,,,,Dieng,O. Dieng,,,,,Left Corner 3,24+ Left,24.04,Missed,,,,,,,,,,,,,,,,,,
209,PT08M34.00S,2025-10-24T00:21:01.3Z,2,REGULAR,rebound,defensive,[],1630167,,,1610612754,31,29,2025-10-24T00:21:03Z,2080000,False,,,0,,O. Toppin REBOUND (Off:0 Def:2),[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Left Corner 3,24+ Left,,,208.0,,,,,,,,2.0,2.0,0.0,,,,,,,
210,PT08M29.00S,2025-10-24T00:21:08.6Z,2,REGULAR,foul,personal,['2freethrow'],1642959,,,1610612754,31,29,2025-10-24T00:21:17Z,2090000,False,,,0,,C. Youngblood shooting personal FOUL (2 PF) (Nembhard 2 FT),"[1642959, 1629614]",1610612760.0,OKC,shooting,,,Youngblood,C. Youngblood,,,,,In The Paint (Non-RA),8-16 Left,,,,1155.0,2.0,0.0,Nembhard,1629614.0,,,,,,,,,,,,
212,PT08M29.00S,2025-10-24T00:21:31.7Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1629614,,,1610612754,32,29,2025-10-24T00:21:31Z,2110000,False,,,0,,A. Nembhard Free Throw 1 of 2 (3 PTS),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,Made,,,,,,,,3.0,,,,,,,,,,
213,PT08M29.00S,2025-10-24T00:21:32.2Z,2,REGULAR,substitution,out,[],1630167,,,1610612754,32,29,2025-10-24T00:21:43Z,2120000,False,,,0,,SUB out: O. Toppin,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT08M29.00S,2025-10-24T00:21:32.2Z,2,REGULAR,substitution,out,[],1630174,,,1610612754,32,29,2025-10-24T00:21:43Z,2130000,False,,,0,,SUB out: A. Nesmith,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT08M29.00S,2025-10-24T00:21:32.2Z,2,REGULAR,substitution,out,[],1630643,,,1610612754,32,29,2025-10-24T00:21:43Z,2140000,False,,,0,,SUB out: J. Huff,[1630643],1610612754.0,IND,,,,Huff,J. Huff,,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT08M29.00S,2025-10-24T00:21:32.2Z,2,REGULAR,substitution,out,[],1631172,,,1610612754,32,29,2025-10-24T00:21:43Z,2150000,False,,,0,,SUB out: O. Dieng,[1631172],1610612760.0,OKC,,,,Dieng,O. Dieng,,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT08M29.00S,2025-10-24T00:21:32.2Z,2,REGULAR,substitution,in,[],1630543,,,1610612754,32,29,2025-10-24T00:21:43Z,2160000,False,,,0,,SUB in: I. Jackson,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT08M29.00S,2025-10-24T00:21:32.2Z,2,REGULAR,substitution,in,[],1641767,,,1610612754,32,29,2025-10-24T00:21:43Z,2170000,False,,,0,,SUB in: B. Sheppard,[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT08M29.00S,2025-10-24T00:21:32.2Z,2,REGULAR,substitution,in,[],1627783,,,1610612754,32,29,2025-10-24T00:21:43Z,2180000,False,,,0,,SUB in: P. Siakam,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT08M29.00S,2025-10-24T00:21:32.2Z,2,REGULAR,substitution,in,[],1642964,,,1610612754,32,29,2025-10-24T00:21:43Z,2190000,False,,,0,,SUB in: B. Barnhizer,[1642964],1610612760.0,OKC,,,,Barnhizer,B. Barnhizer,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT08M29.00S,2025-10-24T00:21:55.6Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1629614,,,1610612754,33,29,2025-10-24T00:21:55Z,2200000,False,,,0,,A. Nembhard Free Throw 2 of 2 (4 PTS),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,Made,,,,,,,,4.0,,,,,,,,,,
222,PT08M07.00S,2025-10-24T00:22:20.0Z,2,REGULAR,2pt,Jump Shot,[],1628983,95.74572930354796,20.833333333333336,1610612760,33,31,2025-10-24T00:22:24Z,2210000,False,-146.0,-13.0,1,right,S. Gilgeous-Alexander 14' pullup Jump Shot (14 PTS),[1628983],1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,8-16 Left,14.63,Made,,,,,,,,14.0,,,,,,,,,,
223,PT07M48.00S,2025-10-24T00:22:41.5Z,2,REGULAR,foul,offensive,[],1630543,,,1610612754,33,31,2025-10-24T00:22:48Z,2220000,False,,,0,,I. Jackson offensive FOUL (3 PF),"[1630543, 1629652]",1610612754.0,IND,,,,Jackson,I. Jackson,,,,,Above the Break 3,24+ Center,,,,1155.0,3.0,0.0,Dort,1629652.0,,,,,,,,,,,,
225,PT07M48.00S,2025-10-24T00:22:41.5Z,2,REGULAR,turnover,offensive foul,[],1630543,,,1610612754,33,31,2025-10-24T00:22:41Z,2240000,False,,,0,,I. Jackson offensive foul TURNOVER (2 TO),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,Above the Break 3,24+ Center,,,,1155.0,,,,,2.0,,,,,,,,,,,
226,PT07M48.00S,2025-10-24T00:22:47.0Z,2,REGULAR,substitution,out,[],1629614,,,1610612760,33,31,2025-10-24T00:22:49Z,2250000,False,,,0,,SUB out: A. Nembhard,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT07M48.00S,2025-10-24T00:22:47.0Z,2,REGULAR,substitution,in,[],1643007,,,1610612760,33,31,2025-10-24T00:22:49Z,2260000,False,,,0,,SUB in: T. Peter,[1643007],1610612754.0,IND,,,,Peter,T. Peter,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT07M48.00S,2025-10-24T00:22:56.8Z,2,REGULAR,substitution,out,[],1630543,,,1610612760,33,31,2025-10-24T00:22:59Z,2270000,False,,,0,,SUB out: I. Jackson,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT07M48.00S,2025-10-24T00:22:56.8Z,2,REGULAR,substitution,in,[],1628396,,,1610612760,33,31,2025-10-24T00:22:59Z,2280000,False,,,0,,SUB in: T. Bradley,[1628396],1610612754.0,IND,,,,Bradley,T. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT07M30.00S,2025-10-24T00:23:32.6Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629652,65.52233902759527,62.5,1610612760,33,34,2025-10-24T00:24:39Z,2290000,False,62.0,272.0,1,right,L. Dort 27' 3PT  (5 PTS) (J. Williams 2 AST),"[1629652, 1631119]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Center,27.87,Made,,,,,,,,5.0,,,,,,J. Williams,1631119.0,2.0,,
232,PT07M18.00S,2025-10-24T00:23:44.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631097,13.091327201051248,60.78431372549019,1610612754,33,34,2025-10-24T00:23:48Z,2310000,False,-54.0,71.0,1,left,MISS B. Mathurin 8' turnaround Shot - blocked,"[1631097, 1628983]",1610612754.0,IND,turnaround,,,Mathurin,B. Mathurin,,,,,In The Paint (Non-RA),8-16 Left,8.88,Missed,,,,,,,,,,,,,,,,,Gilgeous-Alexander,1628983.0
233,PT07M18.00S,2025-10-24T00:23:44.6Z,2,REGULAR,block,,[],1628983,,,1610612754,33,34,2025-10-24T00:23:46Z,2320000,False,,,0,,S. Gilgeous-Alexander BLOCK (1 BLK),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
234,PT07M17.00S,2025-10-24T00:23:45.6Z,2,REGULAR,rebound,defensive,[],1628983,,,1610612760,33,34,2025-10-24T00:23:48Z,2330000,False,,,0,,S. Gilgeous-Alexander REBOUND (Off:0 Def:2),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Left,,,232.0,,,,,,,,2.0,2.0,0.0,,,,,,,
235,PT07M08.00S,2025-10-24T00:23:55.6Z,2,REGULAR,foul,personal,['2freethrow'],1628396,,,1610612760,33,34,2025-10-24T00:24:01Z,2340000,False,,,0,,T. Bradley shooting personal FOUL (1 PF) (Gilgeous-Alexander 2 FT),"[1628396, 1628983]",1610612754.0,IND,shooting,,,Bradley,T. Bradley,,,,,Mid-Range,8-16 Left,,,,1155.0,1.0,0.0,Gilgeous-Alexander,1628983.0,,,,,,,,,,,,
237,PT07M08.00S,2025-10-24T00:24:19.4Z,2,REGULAR,freethrow,1 of 2,[],1628983,,,1610612760,33,35,2025-10-24T00:24:19Z,2360000,False,,,0,,S. Gilgeous-Alexander Free Throw 1 of 2 (15 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,Made,,,,,,,,15.0,,,,,,,,,,
238,PT07M08.00S,2025-10-24T00:24:24.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,33,35,2025-10-24T00:24:24Z,2370000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT07M08.00S,2025-10-24T00:27:56.2Z,2,REGULAR,freethrow,2 of 2,[],1628983,,,1610612760,33,36,2025-10-24T00:27:56Z,2380000,False,,,0,,S. Gilgeous-Alexander Free Throw 2 of 2 (16 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,Made,,,,,,,,16.0,,,,,,,,,,
240,PT06M49.00S,2025-10-24T00:28:17.5Z,2,REGULAR,2pt,Jump Shot,[],1627783,19.398817345597898,24.019607843137255,1610612754,33,36,2025-10-24T00:28:22Z,2390000,False,130.0,130.0,1,left,MISS P. Siakam 18' pullup Shot,[1627783],1610612754.0,IND,pullup,,,Siakam,P. Siakam,,,,,Mid-Range,16-24 Right Center,18.36,Missed,,,,,,,,,,,,,,,,,,
241,PT06M45.00S,2025-10-24T00:28:21.5Z,2,REGULAR,rebound,defensive,[],1629652,,,1610612760,33,36,2025-10-24T00:28:22Z,2400000,False,,,0,,L. Dort REBOUND (Off:1 Def:1),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Mid-Range,16-24 Right Center,,,240.0,,,,,,,,2.0,1.0,1.0,,,,,,,
242,PT06M38.00S,2025-10-24T00:28:27.6Z,2,REGULAR,3pt,Jump Shot,[],1631119,66.96780551905388,25.245098039215684,1610612760,33,39,2025-10-24T00:28:32Z,2410000,False,-124.0,258.0,1,right,J. Williams 28' 3PT  (3 PTS) (S. Gilgeous-Alexander 2 AST),"[1631119, 1628983]",1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Left Center,28.62,Made,,,,,,,,3.0,,,,,,S. Gilgeous-Alexander,1628983.0,2.0,,
244,PT06M17.00S,2025-10-24T00:28:49.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,17.0335085413929,65.68627450980392,1610612754,35,39,2025-10-24T00:29:24Z,2430000,False,-78.0,108.0,1,left,P. Siakam 13' floating Jump Shot (13 PTS),[1627783],1610612754.0,IND,floating,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Left,13.31,Made,,,,,,,,13.0,,,,,,,,,,
245,PT06M09.00S,2025-10-24T00:28:55.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642964,86.41590013140605,52.69607843137255,1610612760,35,39,2025-10-24T00:28:59Z,2440000,False,13.0,75.0,1,right,MISS B. Barnhizer 7' driving floating Shot,[1642964],1610612760.0,OKC,driving floating,,,Barnhizer,B. Barnhizer,,,,,In The Paint (Non-RA),0-8 Center,7.64,Missed,,,,,,,,,,,,,,,,,,
246,PT06M08.00S,2025-10-24T00:28:56.9Z,2,REGULAR,rebound,defensive,[],1627783,,,1610612754,35,39,2025-10-24T00:28:59Z,2450000,False,,,0,,P. Siakam REBOUND (Off:0 Def:3),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,,,245.0,,,,,,,,3.0,3.0,0.0,,,,,,,
247,PT06M04.00S,2025-10-24T00:29:03.1Z,2,REGULAR,foul,personal,['2freethrow'],1631119,,,1610612754,35,39,2025-10-24T00:29:10Z,2460000,False,,,0,,J. Williams shooting personal FOUL (2 PF) (Siakam 2 FT),"[1631119, 1627783]",1610612760.0,OKC,shooting,,,Williams,J. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,1155.0,2.0,0.0,Siakam,1627783.0,,,,,,,,,,,,
249,PT06M04.00S,2025-10-24T00:29:36.1Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1627783,,,1610612754,36,39,2025-10-24T00:30:06Z,2480000,False,,,0,,P. Siakam Free Throw 1 of 2 (14 PTS),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,Made,,,,,,,,14.0,,,,,,,,,,
250,PT06M04.00S,2025-10-24T00:29:36.7Z,2,REGULAR,substitution,out,[],1628983,,,1610612754,36,39,2025-10-24T00:29:41Z,2490000,False,,,0,,SUB out: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT06M04.00S,2025-10-24T00:29:36.7Z,2,REGULAR,substitution,out,[],1642959,,,1610612754,36,39,2025-10-24T00:29:41Z,2500000,False,,,0,,SUB out: C. Youngblood,[1642959],1610612760.0,OKC,,,,Youngblood,C. Youngblood,,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT06M04.00S,2025-10-24T00:29:36.7Z,2,REGULAR,substitution,in,[],1631096,,,1610612754,36,39,2025-10-24T00:29:41Z,2510000,False,,,0,,SUB in: C. Holmgren,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT06M04.00S,2025-10-24T00:29:36.7Z,2,REGULAR,substitution,in,[],1642349,,,1610612754,36,39,2025-10-24T00:29:41Z,2520000,False,,,0,,SUB in: A. Mitchell,[1642349],1610612760.0,OKC,,,,Mitchell,A. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT06M04.00S,2025-10-24T00:29:36.1Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1627783,,,1610612754,36,39,2025-10-24T00:30:06Z,2530000,False,,,0,,MISS P. Siakam Free Throw 2 of 2,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
255,PT06M03.00S,2025-10-24T00:29:37.1Z,2,REGULAR,rebound,defensive,[],1642964,,,1610612760,36,39,2025-10-24T00:30:06Z,2540000,False,,,0,,B. Barnhizer REBOUND (Off:0 Def:2),[1642964],1610612760.0,OKC,,,,Barnhizer,B. Barnhizer,,,,,,,,,254.0,,,,,,,,2.0,2.0,0.0,,,,,,,
256,PT05M48.00S,2025-10-24T00:30:19.8Z,2,REGULAR,foul,offensive,[],1631119,,,1610612760,36,39,2025-10-24T00:30:26Z,2550000,False,,,0,,J. Williams offensive FOUL (3 PF),"[1631119, 1641767]",1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Right Center,,,,1628171.0,3.0,0.0,Sheppard,1641767.0,,,,,,,,,,,,
258,PT05M48.00S,2025-10-24T00:30:19.8Z,2,REGULAR,turnover,offensive foul,[],1631119,,,1610612760,36,39,2025-10-24T00:30:19Z,2570000,False,,,0,,J. Williams offensive foul TURNOVER (1 TO),[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Right Center,,,,1628171.0,,,,,1.0,,,,,,,,,,,
259,PT05M48.00S,2025-10-24T00:30:29.7Z,2,REGULAR,substitution,out,[],1643007,,,1610612754,36,39,2025-10-24T00:30:38Z,2580000,False,,,0,,SUB out: T. Peter,[1643007],1610612754.0,IND,,,,Peter,T. Peter,,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT05M48.00S,2025-10-24T00:30:29.7Z,2,REGULAR,substitution,out,[],1631119,,,1610612754,36,39,2025-10-24T00:30:38Z,2590000,False,,,0,,SUB out: J. Williams,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT05M48.00S,2025-10-24T00:30:29.7Z,2,REGULAR,substitution,in,[],1629614,,,1610612754,36,39,2025-10-24T00:30:38Z,2600000,False,,,0,,SUB in: A. Nembhard,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT05M48.00S,2025-10-24T00:30:29.7Z,2,REGULAR,substitution,in,[],1628392,,,1610612754,36,39,2025-10-24T00:30:38Z,2610000,False,,,0,,SUB in: I. Hartenstein,[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT05M39.00S,2025-10-24T00:30:55.3Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1641767,22.026938239159,9.558823529411764,1610612754,39,39,2025-10-24T00:30:59Z,2620000,False,202.0,155.0,1,left,B. Sheppard 25' 3PT  (3 PTS) (A. Nembhard 4 AST),"[1641767, 1629614]",1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,Above the Break 3,24+ Right Center,25.45,Made,,,,,,,,3.0,,,,,,A. Nembhard,1629614.0,4.0,,
265,PT05M24.00S,2025-10-24T00:31:12.9Z,2,REGULAR,foul,personal,['2freethrow'],1628396,,,1610612760,39,39,2025-10-24T00:31:17Z,2640000,False,,,0,,T. Bradley shooting personal FOUL (2 PF) (Hartenstein 2 FT),"[1628396, 1628392]",1610612754.0,IND,shooting,,,Bradley,T. Bradley,,,,,In The Paint (Non-RA),0-8 Center,,,,1155.0,2.0,0.0,Hartenstein,1628392.0,,,,,,,,,,,,
267,PT05M24.00S,2025-10-24T00:31:40.4Z,2,REGULAR,freethrow,1 of 2,[],1628392,,,1610612760,39,39,2025-10-24T00:32:00Z,2660000,False,,,0,,MISS I. Hartenstein Free Throw 1 of 2,[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
268,PT05M24.00S,2025-10-24T00:31:40.4Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612760,39,39,2025-10-24T00:32:00Z,2670000,False,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,,267.0,,,,,,,,,,,,,,,,,
269,PT05M24.00S,2025-10-24T00:31:41.0Z,2,REGULAR,substitution,out,[],1642964,,,1610612760,39,39,2025-10-24T00:31:44Z,2680000,False,,,0,,SUB out: B. Barnhizer,[1642964],1610612760.0,OKC,,,,Barnhizer,B. Barnhizer,,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT05M24.00S,2025-10-24T00:31:41.0Z,2,REGULAR,substitution,in,[],1630598,,,1610612760,39,39,2025-10-24T00:31:44Z,2690000,False,,,0,,SUB in: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT05M24.00S,2025-10-24T00:31:40.4Z,2,REGULAR,freethrow,2 of 2,[],1628392,,,1610612760,39,39,2025-10-24T00:32:00Z,2700000,False,,,0,,MISS I. Hartenstein Free Throw 2 of 2,[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
272,PT05M23.00S,2025-10-24T00:31:41.4Z,2,REGULAR,rebound,defensive,[],1627783,,,1610612754,39,39,2025-10-24T00:32:00Z,2710000,False,,,0,,P. Siakam REBOUND (Off:0 Def:4),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,,271.0,,,,,,,,4.0,4.0,0.0,,,,,,,
273,PT05M16.00S,2025-10-24T00:32:05.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,15.325229960578188,57.107843137254896,1610612754,39,39,2025-10-24T00:32:11Z,2720000,False,-36.0,92.0,1,left,MISS P. Siakam 9' pullup Shot,[1627783],1610612754.0,IND,pullup,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Center,9.82,Missed,,,,,,,,,,,,,,,,,,
274,PT05M13.00S,2025-10-24T00:32:08.7Z,2,REGULAR,rebound,defensive,[],1628392,,,1610612760,39,39,2025-10-24T00:32:11Z,2730000,False,,,0,,I. Hartenstein REBOUND (Off:0 Def:5),[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),8-16 Center,,,273.0,,,,,,,,5.0,5.0,0.0,,,,,,,
275,PT05M05.00S,2025-10-24T00:32:16.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630598,89.83245729303549,50.0,1610612760,39,39,2025-10-24T00:32:20Z,2740000,False,0.0,43.0,1,right,MISS A. Wiggins cutting Layup,[1630598],1610612760.0,OKC,cutting,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,4.31,Missed,,,,,,,,,,,,,,,,,,
276,PT05M03.00S,2025-10-24T00:32:18.6Z,2,REGULAR,rebound,defensive,[],1627783,,,1610612754,39,39,2025-10-24T00:32:20Z,2750000,False,,,0,,P. Siakam REBOUND (Off:0 Def:5),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,,,275.0,,,,,,,,5.0,5.0,0.0,,,,,,,
277,PT05M03.00S,2025-10-24T00:32:20.4Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631096,,,1610612754,39,39,2025-10-24T00:32:26Z,2760000,False,,,0,,C. Holmgren personal FOUL (1 PF) (Siakam 2 FT),"[1631096, 1627783]",1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Mid-Range,16-24 Right Center,,,,201639.0,1.0,0.0,Siakam,1627783.0,,,,,,,,,,,,
279,PT05M03.00S,2025-10-24T00:32:56.4Z,2,REGULAR,freethrow,1 of 2,[],1627783,,,1610612754,39,39,2025-10-24T00:33:15Z,2780000,False,,,0,,MISS P. Siakam Free Throw 1 of 2,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
280,PT05M03.00S,2025-10-24T00:32:56.4Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612754,39,39,2025-10-24T00:33:15Z,2790000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,,279.0,,,,,,,,,,,,,,,,,
281,PT05M03.00S,2025-10-24T00:32:56.4Z,2,REGULAR,freethrow,2 of 2,[],1627783,,,1610612754,39,39,2025-10-24T00:33:15Z,2800000,False,,,0,,MISS P. Siakam Free Throw 2 of 2,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
282,PT05M00.00S,2025-10-24T00:32:59.4Z,2,REGULAR,rebound,defensive,[],1630598,,,1610612760,39,39,2025-10-24T00:33:15Z,2810000,False,,,0,,A. Wiggins REBOUND (Off:0 Def:2),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,281.0,,,,,,,,2.0,2.0,0.0,,,,,,,
283,PT04M57.00S,2025-10-24T00:33:19.9Z,2,REGULAR,foul,personal,[],1641767,,,1610612760,39,39,2025-10-24T00:33:27Z,2820000,False,,,0,,B. Sheppard personal FOUL (2 PF),"[1641767, 1642349]",1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,Restricted Area,0-8 Center,,,,201639.0,2.0,0.0,Mitchell,1642349.0,,,,,,,,,,,,
285,PT04M57.00S,2025-10-24T00:33:29.4Z,2,REGULAR,substitution,out,[],1641767,,,1610612760,39,39,2025-10-24T00:33:34Z,2840000,False,,,0,,SUB out: B. Sheppard,[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
286,PT04M57.00S,2025-10-24T00:33:29.4Z,2,REGULAR,substitution,in,[],1630174,,,1610612760,39,39,2025-10-24T00:33:34Z,2850000,False,,,0,,SUB in: A. Nesmith,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,,
287,PT04M48.00S,2025-10-24T00:33:56.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631096,81.15965834428384,52.450980392156865,1610612760,39,39,2025-10-24T00:34:00Z,2860000,False,12.0,125.0,1,right,MISS C. Holmgren 12' turnaround Shot,[1631096],1610612760.0,OKC,turnaround,,,Holmgren,C. Holmgren,,,,,In The Paint (Non-RA),8-16 Center,12.52,Missed,,,,,,,,,,,,,,,,,,
288,PT04M44.00S,2025-10-24T00:34:00.6Z,2,REGULAR,rebound,defensive,[],1631097,,,1610612754,39,39,2025-10-24T00:34:00Z,2870000,False,,,0,,B. Mathurin REBOUND (Off:2 Def:2),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,In The Paint (Non-RA),8-16 Center,,,287.0,,,,,,,,4.0,2.0,2.0,,,,,,,
289,PT04M39.00S,2025-10-24T00:34:05.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631097,10.463206307490145,56.86274509803921,1610612754,39,39,2025-10-24T00:34:11Z,2880000,False,-34.0,46.0,1,left,MISS B. Mathurin running Layup,[1631097],1610612754.0,IND,running,,,Mathurin,B. Mathurin,,,,,In The Paint (Non-RA),0-8 Center,5.73,Missed,,,,,,,,,,,,,,,,,,
290,PT04M38.00S,2025-10-24T00:34:06.4Z,2,REGULAR,rebound,defensive,[],1628392,,,1610612760,39,39,2025-10-24T00:34:11Z,2890000,False,,,0,,I. Hartenstein REBOUND (Off:0 Def:6),[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),0-8 Center,,,289.0,,,,,,,,6.0,6.0,0.0,,,,,,,
