actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
86,PT05M54.00S,2026-04-10T23:52:49.5Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1643007,90.62089356110381,44.85294117647059,1610612754,16,12,2026-04-10T23:52:53Z,860000,False,-26.0,36.0,1,right,MISS T. Peter running finger roll Layup - blocked,"[1643007, 1642845]",1610612754.0,IND,running finger roll,,,Peter,T. Peter,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,4.4,Missed,,,,,,,,,,,Edgecombe,1642845.0
87,PT05M54.00S,2026-04-10T23:52:49.5Z,1,REGULAR,block,,[],1642845,,,1610612754,16,12,2026-04-10T23:52:52Z,870000,False,,,0,,V. Edgecombe BLOCK (1 BLK),[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
88,PT05M53.00S,2026-04-10T23:52:50.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612754,16,12,2026-04-10T23:52:53Z,880000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,86.0,,,,,,,,,,,
90,PT05M50.00S,2026-04-10T23:53:07.7Z,1,REGULAR,turnover,bad pass,[],1641738,,,1610612754,16,12,2026-04-10T23:53:12Z,900000,False,,,0,,K. Brown bad pass TURNOVER (1 TO),"[1641738, 1642845]",1610612754.0,IND,,,,Brown,K. Brown,,,,,Above the Break 3,24+ Left Center,,,,,,1.0,,,,,,,,,,,Edgecombe,1642845.0,,
91,PT05M50.00S,2026-04-10T23:53:07.7Z,1,REGULAR,steal,,[],1642845,,,1610612755,16,12,2026-04-10T23:53:10Z,910000,False,,,0,,V. Edgecombe STEAL (1 STL),[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
92,PT05M47.00S,2026-04-10T23:53:11.2Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1642845,5.863994743758213,48.529411764705884,1610612755,16,14,2026-04-10T23:53:14Z,920000,False,7.0,3.0,1,left,V. Edgecombe running DUNK (4 PTS),[1642845],1610612755.0,PHI,running,,,Edgecombe,V. Edgecombe,,,,,Restricted Area,0-8 Center,,,,,,,0.78,Made,,,,,4.0,,,,,,,
93,PT05M38.00S,2026-04-10T23:53:23.0Z,1,REGULAR,foul,personal,['2freethrow'],202331,,,1610612754,16,14,2026-04-10T23:53:33Z,930000,False,,,0,,P. George shooting personal FOUL (2 PF) (Slawson 2 FT),"[202331, 1641771]",1610612755.0,PHI,shooting,,,George,P. George,,,,,In The Paint (Non-RA),0-8 Center,1162.0,2.0,0.0,Slawson,1641771.0,,,,,,,,,,,,,,,
95,PT05M38.00S,2026-04-10T23:53:46.6Z,1,REGULAR,freethrow,1 of 2,[],1641771,,,1610612754,17,14,2026-04-10T23:53:46Z,950000,False,,,0,,J. Slawson Free Throw 1 of 2 (1 PTS),[1641771],1610612754.0,IND,,,,Slawson,J. Slawson,,,,,,,,,,,,,,Made,,,,,1.0,,,,,,,
96,PT05M38.00S,2026-04-10T23:54:00.4Z,1,REGULAR,freethrow,2 of 2,[],1641771,,,1610612754,18,14,2026-04-10T23:54:00Z,960000,False,,,0,,J. Slawson Free Throw 2 of 2 (2 PTS),[1641771],1610612754.0,IND,,,,Slawson,J. Slawson,,,,,,,,,,,,,,Made,,,,,2.0,,,,,,,
97,PT05M26.00S,2026-04-10T23:54:13.9Z,1,REGULAR,3pt,Jump Shot,[],202331,11.645860709592641,5.392156862745098,1610612755,18,17,2026-04-10T23:54:18Z,970000,False,223.0,57.0,1,left,P. George 3PT  (8 PTS) (T. Maxey 1 AST),"[202331, 1630178]",1610612755.0,PHI,,,,George,P. George,,,,,Right Corner 3,24+ Right,,,,,,,23.02,Made,,,,,8.0,T. Maxey,1630178.0,1.0,,,,
99,PT05M10.00S,2026-04-10T23:54:29.6Z,1,REGULAR,3pt,Jump Shot,[],1642880,73.40670170827858,9.803921568627452,1610612754,18,17,2026-04-10T23:54:34Z,990000,False,-201.0,197.0,1,right,MISS K. Jones 28' 3PT,[1642880],1610612754.0,IND,,,,Jones,K. Jones,,,,,Above the Break 3,24+ Left Center,,,,,,,28.18,Missed,,,,,,,,,,,,
100,PT05M09.00S,2026-04-10T23:54:30.6Z,1,REGULAR,rebound,defensive,[],203083,,,1610612755,18,17,2026-04-10T23:54:34Z,1000000,False,,,0,,A. Drummond REBOUND (Off:0 Def:1),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,Above the Break 3,24+ Left Center,,,,,,,,,99.0,1.0,1.0,0.0,,,,,,,,
101,PT04M53.00S,2026-04-10T23:54:48.5Z,1,REGULAR,3pt,Jump Shot,[],1630178,30.305519053876477,69.11764705882352,1610612755,18,20,2026-04-10T23:54:52Z,1010000,False,-96.0,232.0,1,left,T. Maxey 25' 3PT pullup (6 PTS),[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Left Center,,,,,,,25.13,Made,,,,,6.0,,,,,,,
102,PT04M38.00S,2026-04-10T23:55:02.6Z,1,REGULAR,turnover,bad pass,[],1641771,,,1610612754,18,20,2026-04-10T23:55:05Z,1020000,False,,,0,,J. Slawson bad pass TURNOVER (2 TO),"[1641771, 202331]",1610612754.0,IND,,,,Slawson,J. Slawson,,,,,Mid-Range,16-24 Center,,,,,,2.0,,,,,,,,,,,George,202331.0,,
103,PT04M38.00S,2026-04-10T23:55:02.6Z,1,REGULAR,steal,,[],202331,,,1610612755,18,20,2026-04-10T23:55:03Z,1030000,False,,,0,,P. George STEAL (1 STL),[202331],1610612755.0,PHI,,,,George,P. George,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
104,PT04M35.00S,2026-04-10T23:55:05.9Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",202331,8.09789750328515,51.225490196078425,1610612755,18,20,2026-04-10T23:55:15Z,1040000,False,-6.0,24.0,1,left,MISS P. George running DUNK - blocked,"[202331, 1641771]",1610612755.0,PHI,running,,,George,P. George,,,,,Restricted Area,0-8 Center,,,,,,,2.44,Missed,,,,,,,,,,,Slawson,1641771.0
109,PT04M35.00S,2026-04-10T23:55:05.9Z,1,REGULAR,block,,[],1641771,,,1610612755,18,20,2026-04-10T23:55:49Z,1045000,False,,,0,,J. Slawson BLOCK (1 BLK),[1641771],1610612754.0,IND,,,,Slawson,J. Slawson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
105,PT04M33.00S,2026-04-10T23:55:07.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612755,18,20,2026-04-10T23:55:15Z,1050000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,104.0,,,,,,,,,,,
107,PT04M19.00S,2026-04-10T23:55:39.5Z,1,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",1626162,5.995400788436268,75.73529411764706,1610612755,18,20,2026-04-10T23:55:43Z,1070000,False,-129.0,4.0,1,left,MISS K. Oubre Jr. 12' pullup Shot,[1626162],1610612755.0,PHI,pullup,,,Oubre Jr.,K. Oubre Jr.,,,,,Mid-Range,8-16 Left,,,,,,,12.88,Missed,,,,,,,,,,,,
108,PT04M15.00S,2026-04-10T23:55:43.5Z,1,REGULAR,rebound,defensive,[],1642880,,,1610612754,18,20,2026-04-10T23:55:43Z,1080000,False,,,0,,K. Jones REBOUND (Off:0 Def:1),[1642880],1610612754.0,IND,,,,Jones,K. Jones,,,,,Mid-Range,8-16 Left,,,,,,,,,107.0,1.0,1.0,0.0,,,,,,,,
110,PT04M05.00S,2026-04-10T23:55:53.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641738,92.46057818659659,56.127450980392155,1610612754,20,20,2026-04-10T23:55:56Z,1090000,False,31.0,18.0,1,right,K. Brown driving Layup (4 PTS) (J. Huff 1 AST),"[1641738, 1630643]",1610612754.0,IND,driving,,,Brown,K. Brown,,,,,Restricted Area,0-8 Center,,,,,,,3.57,Made,,,,,4.0,J. Huff,1630643.0,1.0,,,,
112,PT03M52.00S,2026-04-10T23:56:06.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642845,6.1268068331143235,57.59803921568627,1610612755,20,22,2026-04-10T23:56:09Z,1110000,False,-38.0,5.0,1,left,V. Edgecombe driving Layup (6 PTS),[1642845],1610612755.0,PHI,driving,,,Edgecombe,V. Edgecombe,,,,,Restricted Area,0-8 Center,,,,,,,3.83,Made,,,,,6.0,,,,,,,
120,PT03M46.00S,2026-04-10T23:57:56.9Z,1,REGULAR,substitution,out,[],1643007,,,1610612754,20,22,2026-04-10T23:58:51Z,1125000,False,,,0,,SUB out: T. Peter,[1643007],1610612754.0,IND,,,,Peter,T. Peter,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT03M46.00S,2026-04-10T23:57:56.9Z,1,REGULAR,substitution,out,[],202331,,,1610612754,20,22,2026-04-10T23:58:51Z,1127500,False,,,0,,SUB out: P. George,[202331],1610612755.0,PHI,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT03M46.00S,2026-04-10T23:57:56.9Z,1,REGULAR,substitution,out,[],1626162,,,1610612754,20,22,2026-04-10T23:58:51Z,1128750,False,,,0,,SUB out: K. Oubre Jr.,[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT03M46.00S,2026-04-10T23:57:56.9Z,1,REGULAR,substitution,in,[],1630167,,,1610612754,20,22,2026-04-10T23:58:51Z,1129375,False,,,0,,SUB in: O. Toppin,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT03M46.00S,2026-04-10T23:57:56.9Z,1,REGULAR,substitution,in,[],1629656,,,1610612754,20,22,2026-04-10T23:58:51Z,1129687,False,,,0,,SUB in: Q. Grimes,[1629656],1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT03M46.00S,2026-04-10T23:57:56.9Z,1,REGULAR,substitution,in,[],1631230,,,1610612754,20,22,2026-04-10T23:58:51Z,1129843,False,,,0,,SUB in: D. Barlow,[1631230],1610612755.0,PHI,,,,Barlow,D. Barlow,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M41.00S,2026-04-10T23:57:57.6Z,1,REGULAR,3pt,Jump Shot,[],1630167,75.64060446780552,84.55882352941177,1610612754,20,22,2026-04-10T23:59:15Z,1130000,False,173.0,176.0,1,right,MISS O. Toppin 24' 3PT,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Above the Break 3,24+ Right Center,,,,,,,24.7,Missed,,,,,,,,,,,,
115,PT03M36.00S,2026-04-10T23:58:02.6Z,1,REGULAR,rebound,defensive,[],203083,,,1610612755,20,22,2026-04-10T23:59:15Z,1140000,False,,,0,,A. Drummond REBOUND (Off:0 Def:2),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,Above the Break 3,24+ Right Center,,,,,,,,,114.0,2.0,2.0,0.0,,,,,,,,
116,PT03M30.00S,2026-04-10T23:57:58.2Z,1,REGULAR,3pt,Jump Shot,[],1630178,30.962549277266753,28.921568627450984,1610612755,20,22,2026-04-10T23:59:57Z,1150000,False,105.0,239.0,1,left,MISS T. Maxey 26' pullup 3PT,[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Right Center,,,,,,,26.08,Missed,,,,,,,,,,,,
117,PT03M27.00S,2026-04-10T23:58:01.2Z,1,REGULAR,rebound,defensive,[],1630167,,,1610612754,20,22,2026-04-10T23:59:57Z,1160000,False,,,0,,O. Toppin REBOUND (Off:0 Def:1),[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Above the Break 3,24+ Right Center,,,,,,,,,116.0,1.0,1.0,0.0,,,,,,,,
118,PT03M15.00S,2026-04-10T23:57:59.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1641771,87.46714848883047,41.911764705882355,1610612754,20,22,2026-04-10T23:59:51Z,1170000,False,-40.0,65.0,1,right,MISS J. Slawson 7' driving Hook,[1641771],1610612754.0,IND,driving,,,Slawson,J. Slawson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,7.68,Missed,,,,,,,,,,,,
119,PT03M13.00S,2026-04-10T23:58:01.0Z,1,REGULAR,rebound,defensive,[],203083,,,1610612755,20,22,2026-04-10T23:59:51Z,1180000,False,,,0,,A. Drummond REBOUND (Off:0 Def:3),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,118.0,3.0,3.0,0.0,,,,,,,,
126,PT02M59.00S,2026-04-10T23:58:09.2Z,1,REGULAR,3pt,Jump Shot,[],1630178,8.623521681997373,3.1862745098039214,1610612755,20,22,2026-04-10T23:58:12Z,1250000,False,234.0,29.0,1,left,MISS T. Maxey 3PT,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Right Corner 3,24+ Right,,,,,,,23.58,Missed,,,,,,,,,,,,
127,PT02M57.00S,2026-04-10T23:58:11.2Z,1,REGULAR,rebound,defensive,[],1641738,,,1610612754,20,22,2026-04-10T23:58:12Z,1260000,False,,,0,,K. Brown REBOUND (Off:0 Def:1),[1641738],1610612754.0,IND,,,,Brown,K. Brown,,,,,Right Corner 3,24+ Right,,,,,,,,,126.0,1.0,1.0,0.0,,,,,,,,
129,PT02M43.00S,2026-04-10T23:58:32.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,20,22,2026-04-10T23:58:32Z,1280000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT02M43.00S,2026-04-11T00:00:39.2Z,1,REGULAR,substitution,out,[],1642880,,,1610612754,20,22,2026-04-11T00:01:02Z,1290000,False,,,0,,SUB out: K. Jones,[1642880],1610612754.0,IND,,,,Jones,K. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT02M43.00S,2026-04-11T00:00:39.2Z,1,REGULAR,substitution,out,[],1641771,,,1610612754,20,22,2026-04-11T00:01:02Z,1300000,False,,,0,,SUB out: J. Slawson,[1641771],1610612754.0,IND,,,,Slawson,J. Slawson,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT02M43.00S,2026-04-11T00:00:39.2Z,1,REGULAR,substitution,out,[],1641738,,,1610612754,20,22,2026-04-11T00:01:02Z,1310000,False,,,0,,SUB out: K. Brown,[1641738],1610612754.0,IND,,,,Brown,K. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT02M43.00S,2026-04-11T00:00:39.2Z,1,REGULAR,substitution,in,[],1630679,,,1610612754,20,22,2026-04-11T00:01:02Z,1320000,False,,,0,,SUB in: E. Thompson,[1630679],1610612754.0,IND,,,,Thompson,E. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT02M43.00S,2026-04-11T00:00:39.2Z,1,REGULAR,substitution,in,[],1641716,,,1610612754,20,22,2026-04-11T00:01:02Z,1330000,False,,,0,,SUB in: J. Walker,[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT02M43.00S,2026-04-11T00:00:39.2Z,1,REGULAR,substitution,in,[],1631245,,,1610612754,20,22,2026-04-11T00:01:02Z,1340000,False,,,0,,SUB in: Q. Jackson,[1631245],1610612754.0,IND,,,,Jackson,Q. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT02M39.00S,2026-04-11T00:01:32.2Z,1,REGULAR,3pt,Jump Shot,[],1631245,69.33311432325887,79.41176470588235,1610612754,20,22,2026-04-11T00:01:36Z,1350000,False,147.0,236.0,1,right,MISS Q. Jackson 27' pullup 3PT,[1631245],1610612754.0,IND,pullup,,,Jackson,Q. Jackson,,,,,Above the Break 3,24+ Right Center,,,,,,,27.79,Missed,,,,,,,,,,,,
137,PT02M37.00S,2026-04-11T00:01:34.2Z,1,REGULAR,rebound,defensive,[],203083,,,1610612755,20,22,2026-04-11T00:01:36Z,1360000,False,,,0,,A. Drummond REBOUND (Off:0 Def:4),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,Above the Break 3,24+ Right Center,,,,,,,,,136.0,4.0,4.0,0.0,,,,,,,,
138,PT02M28.00S,2026-04-11T00:01:44.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630178,13.485545335085414,38.48039215686275,1610612755,20,22,2026-04-11T00:01:52Z,1370000,False,58.0,74.0,1,left,MISS T. Maxey 9' pullup Shot,[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,9.4,Missed,,,,,,,,,,,,
139,PT02M25.00S,2026-04-11T00:01:47.3Z,1,REGULAR,rebound,offensive,[],1630178,,,1610612755,20,22,2026-04-11T00:01:52Z,1380000,False,,,0,,T. Maxey REBOUND (Off:1 Def:0),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,138.0,1.0,0.0,1.0,,,,,,,,
140,PT02M25.00S,2026-04-11T00:01:51.5Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'defensivegoaltending']",1630178,5.590000152587891,50.0,1610612755,20,24,2026-04-11T00:02:08Z,1390000,False,0.0,0.0,1,left,T. Maxey tip Layup (8 PTS),[1630178],1610612755.0,PHI,tip,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,,,,,,,0.0,Made,,,,,8.0,,,,,,,
141,PT02M25.00S,2026-04-11T00:01:56.9Z,1,REGULAR,violation,defensive goaltending,[],1630643,,,1610612755,20,24,2026-04-11T00:02:00Z,1400000,False,,,0,,J. Huff defensive goaltending VIOLATION,[1630643],1610612754.0,IND,,,,Huff,J. Huff,,,,,,,1162.0,,,,,,,,,,,,,,,,,,,
142,PT02M08.00S,2026-04-11T00:02:19.4Z,1,REGULAR,turnover,bad pass,[],1630679,,,1610612754,20,24,2026-04-11T00:02:22Z,1410000,False,,,0,,E. Thompson bad pass TURNOVER (1 TO),"[1630679, 1631230]",1610612754.0,IND,,,,Thompson,E. Thompson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,1.0,,,,,,,,,,,Barlow,1631230.0,,
143,PT02M08.00S,2026-04-11T00:02:19.4Z,1,REGULAR,steal,,[],1631230,,,1610612755,20,24,2026-04-11T00:02:21Z,1420000,False,,,0,,D. Barlow STEAL (1 STL),[1631230],1610612755.0,PHI,,,,Barlow,D. Barlow,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
144,PT01M59.00S,2026-04-11T00:02:29.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629656,7.703679369250986,44.11764705882353,1610612755,20,24,2026-04-11T00:02:34Z,1430000,False,29.0,20.0,1,left,MISS Q. Grimes driving Layup - blocked,"[1629656, 1630643]",1610612755.0,PHI,driving,,,Grimes,Q. Grimes,,,,,Restricted Area,0-8 Center,,,,,,,3.55,Missed,,,,,,,,,,,Huff,1630643.0
145,PT01M59.00S,2026-04-11T00:02:29.1Z,1,REGULAR,block,,[],1630643,,,1610612755,20,24,2026-04-11T00:02:31Z,1440000,False,,,0,,J. Huff BLOCK (2 BLK),[1630643],1610612754.0,IND,,,,Huff,J. Huff,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
146,PT01M54.00S,2026-04-11T00:02:34.1Z,1,REGULAR,rebound,offensive,[],203083,,,1610612755,20,24,2026-04-11T00:02:34Z,1450000,False,,,0,,A. Drummond REBOUND (Off:1 Def:4),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,,,,,,,,,144.0,5.0,4.0,1.0,,,,,,,,
147,PT01M54.00S,2026-04-11T00:02:33.6Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",203083,5.590000152587891,50.0,1610612755,20,26,2026-04-11T00:06:49Z,1460000,False,0.0,0.0,1,left,A. Drummond putback Layup (2 PTS),[203083],1610612755.0,PHI,putback,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,,,,,,,0.0,Made,,,,,2.0,,,,,,,
148,PT01M46.00S,2026-04-11T00:02:41.0Z,1,REGULAR,3pt,Jump Shot,[],1641716,92.72339027595268,96.81372549019608,1610612754,20,26,2026-04-11T00:02:45Z,1470000,False,234.0,16.0,1,right,MISS J. Walker 3PT,[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,Right Corner 3,24+ Right,,,,,,,23.46,Missed,,,,,,,,,,,,
149,PT01M42.00S,2026-04-11T00:02:45.0Z,1,REGULAR,rebound,defensive,[],1642845,,,1610612755,20,26,2026-04-11T00:02:45Z,1480000,False,,,0,,V. Edgecombe REBOUND (Off:0 Def:1),[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,Right Corner 3,24+ Right,,,,,,,,,148.0,1.0,1.0,0.0,,,,,,,,
150,PT01M33.00S,2026-04-11T00:02:54.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642845,16.63929040735874,50.73529411764706,1610612755,20,26,2026-04-11T00:02:58Z,1490000,False,-4.0,104.0,1,left,MISS V. Edgecombe 10' pullup Shot,[1642845],1610612755.0,PHI,pullup,,,Edgecombe,V. Edgecombe,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,10.4,Missed,,,,,,,,,,,,
151,PT01M31.00S,2026-04-11T00:02:56.2Z,1,REGULAR,rebound,defensive,[],1641716,,,1610612754,20,26,2026-04-11T00:02:58Z,1500000,False,,,0,,J. Walker REBOUND (Off:0 Def:1),[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,150.0,1.0,1.0,0.0,,,,,,,,
152,PT01M25.00S,2026-04-11T00:03:03.2Z,1,REGULAR,turnover,bad pass,[],1631245,,,1610612754,20,26,2026-04-11T00:03:05Z,1510000,False,,,0,,Q. Jackson bad pass TURNOVER (1 TO),"[1631245, 1642845]",1610612754.0,IND,,,,Jackson,Q. Jackson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,1.0,,,,,,,,,,,Edgecombe,1642845.0,,
153,PT01M25.00S,2026-04-11T00:03:03.2Z,1,REGULAR,steal,,[],1642845,,,1610612755,20,26,2026-04-11T00:03:04Z,1520000,False,,,0,,V. Edgecombe STEAL (2 STL),[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
154,PT01M13.00S,2026-04-11T00:03:14.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629656,6.521024967148489,49.50980392156863,1610612755,20,28,2026-04-11T00:03:17Z,1530000,False,2.0,9.0,1,left,Q. Grimes cutting Layup (2 PTS) (A. Drummond 1 AST),"[1629656, 203083]",1610612755.0,PHI,cutting,,,Grimes,Q. Grimes,,,,,Restricted Area,0-8 Center,,,,,,,0.91,Made,,,,,2.0,A. Drummond,203083.0,1.0,,,,
156,PT01M03.00S,2026-04-11T00:03:24.5Z,1,REGULAR,3pt,Jump Shot,[],1630643,66.17936925098554,62.745098039215684,1610612754,20,28,2026-04-11T00:03:28Z,1550000,False,64.0,265.0,1,right,MISS J. Huff 27' 3PT,[1630643],1610612754.0,IND,,,,Huff,J. Huff,,,,,Above the Break 3,24+ Center,,,,,,,27.29,Missed,,,,,,,,,,,,
157,PT01M00.00S,2026-04-11T00:03:27.5Z,1,REGULAR,rebound,defensive,[],1629656,,,1610612755,20,28,2026-04-11T00:03:28Z,1560000,False,,,0,,Q. Grimes REBOUND (Off:0 Def:1),[1629656],1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Center,,,,,,,,,156.0,1.0,1.0,0.0,,,,,,,,
158,PT00M55.40S,2026-04-11T00:03:33.0Z,1,REGULAR,turnover,lost ball,[],1629656,,,1610612755,20,28,2026-04-11T00:03:35Z,1570000,False,,,0,,Q. Grimes lost ball TURNOVER (1 TO),"[1629656, 1630679]",1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,Mid-Range,16-24 Left Center,,,,,,1.0,,,,,,,,,,,Thompson,1630679.0,,
159,PT00M55.40S,2026-04-11T00:03:33.0Z,1,REGULAR,steal,,[],1630679,,,1610612754,20,28,2026-04-11T00:03:34Z,1580000,False,,,0,,E. Thompson STEAL (1 STL),[1630679],1610612754.0,IND,,,,Thompson,E. Thompson,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
160,PT00M54.50S,2026-04-11T00:03:36.7Z,1,REGULAR,foul,personal,['1freethrow'],1629656,,,1610612754,20,28,2026-04-11T00:03:42Z,1590000,False,,,0,,Q. Grimes transition take personal FOUL (1 PF) (Thompson 1 FT),"[1629656, 1630679]",1610612755.0,PHI,transition take,,,Grimes,Q. Grimes,,,,,In The Paint (Non-RA),0-8 Center,1626300.0,1.0,0.0,Thompson,1630679.0,,,,,,,,,,,,,,,
162,PT00M54.50S,2026-04-11T00:04:01.8Z,1,REGULAR,freethrow,1 of 1,['fromturnover'],1641716,,,1610612754,21,28,2026-04-11T00:04:01Z,1610000,False,,,0,,J. Walker transition take Free Throw 1 of 1 (6 PTS),[1641716],1610612754.0,IND,transition take,,,Walker,J. Walker,,,,,,,,,,,,,,Made,,,,,6.0,,,,,,,
163,PT00M54.50S,2026-04-11T00:04:03.7Z,1,REGULAR,substitution,out,[],1642845,,,1610612755,21,28,2026-04-11T00:04:33Z,1620000,False,,,0,,SUB out: V. Edgecombe,[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT00M54.50S,2026-04-11T00:04:03.7Z,1,REGULAR,substitution,in,[],1642348,,,1610612755,21,28,2026-04-11T00:04:33Z,1630000,False,,,0,,SUB in: J. Edwards,[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT00M44.40S,2026-04-11T00:04:30.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630167,67.23061760840999,46.07843137254902,1610612754,21,28,2026-04-11T00:04:33Z,1640000,False,-20.0,256.0,1,right,MISS O. Toppin 25' 3PT,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Above the Break 3,24+ Center,,,,,,,25.63,Missed,,,,,,,,,,,,
