actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
680,PT07M07.00S,2025-10-23T01:53:48.7Z,4,REGULAR,2pt,Jump Shot,[],1630567,23.47240473061761,51.225490196078425,1610612761,101,126,2025-10-23T01:53:54Z,6750000,False,-6.0,168.0,1,left,S. Barnes 16' Jump Shot (20 PTS) (I. Quickley 8 AST),"[1630567, 1630193]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Mid-Range,16-24 Center,16.82,Made,,,,,,,,,,,20.0,I. Quickley,1630193.0,8.0,,,,
682,PT06M55.00S,2025-10-23T01:54:03.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629027,92.85479632063075,52.450980392156865,1610612737,103,126,2025-10-23T01:54:08Z,6770000,False,12.0,15.0,1,right,T. Young driving Layup (21 PTS),[1629027],1610612737.0,ATL,driving,,,Young,T. Young,,,,,Restricted Area,0-8 Center,1.92,Made,,,,,,,,,,,21.0,,,,,,,
683,PT06M55.00S,2025-10-23T01:54:07.1Z,4,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630193,,,1610612737,103,126,2025-10-23T01:54:33Z,6780000,False,,,0,,I. Quickley shooting personal FOUL (3 PF) (Young 1 FT),"[1630193, 1629027]",1610612761.0,TOR,shooting,,,Quickley,I. Quickley,,,,,Restricted Area,0-8 Center,,,,,,,2882.0,,3.0,0.0,Young,1629027.0,,,,,,,,
685,PT06M55.00S,2025-10-23T01:54:21.8Z,4,REGULAR,substitution,out,[],1630193,,,1610612737,103,126,2025-10-23T01:54:25Z,6800000,False,,,0,,SUB out: I. Quickley,[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,,
686,PT06M55.00S,2025-10-23T01:54:21.8Z,4,REGULAR,substitution,in,[],1642347,,,1610612737,103,126,2025-10-23T01:54:25Z,6810000,False,,,0,,SUB in: J. Shead,[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,,,,,,,,,,,,,,,,,,,,,,
687,PT06M55.00S,2025-10-23T01:54:35.0Z,4,REGULAR,freethrow,1 of 1,[],1629027,,,1610612737,104,126,2025-10-23T01:54:35Z,6820000,False,,,0,,T. Young Free Throw 1 of 1 (22 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,Made,,,,,,,,,,,22.0,,,,,,,
688,PT06M34.00S,2025-10-23T01:54:55.9Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1627751,7.703679369250986,49.50980392156863,1610612761,104,128,2025-10-23T01:55:01Z,6830000,False,2.0,20.0,1,left,J. Poeltl DUNK (12 PTS) (J. Shead 3 AST),"[1627751, 1642347]",1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,2.01,Made,,,,,,,,,,,12.0,J. Shead,1642347.0,3.0,,,,
691,PT06M24.00S,2025-10-23T01:55:17.0Z,4,REGULAR,2pt,Jump Shot,[],1630552,77.87450722733246,74.26470588235294,1610612737,104,128,2025-10-23T01:55:23Z,6860000,False,121.0,155.0,1,right,MISS J. Johnson 19' pullup Shot,[1630552],1610612737.0,ATL,pullup,,,Johnson,J. Johnson,,,,,Mid-Range,16-24 Right Center,19.72,Missed,,,,,,,,,,,,,,,,,,
692,PT06M19.00S,2025-10-23T01:55:22.0Z,4,REGULAR,rebound,defensive,[],1630567,,,1610612761,104,128,2025-10-23T02:09:46Z,6870000,False,,,0,,S. Barnes REBOUND (Off:0 Def:6),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Mid-Range,16-24 Right Center,,,691.0,6.0,6.0,0.0,,,,,,,,,,,,,,
693,PT06M17.00S,2025-10-23T01:55:27.0Z,4,REGULAR,foul,offensive,['inpenalty'],1627751,,,1610612761,104,128,2025-10-23T01:55:33Z,6880000,False,,,0,,J. Poeltl off-the-ball offensive FOUL (5 PF),"[1627751, 1630700]",1610612761.0,TOR,off-the-ball,,,Poeltl,J. Poeltl,,,,,Above the Break 3,24+ Center,,,,,,,1627541.0,,5.0,0.0,Daniels,1630700.0,,,,,,,,
695,PT06M17.00S,2025-10-23T01:55:27.0Z,4,REGULAR,turnover,offensive foul,[],1627751,,,1610612761,104,128,2025-10-23T01:55:27Z,6900000,False,,,0,,J. Poeltl offensive foul TURNOVER (2 TO),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Above the Break 3,24+ Center,,,,,,,1627541.0,2.0,,,,,,,,,,,,
696,PT06M04.00S,2025-10-23T01:55:58.4Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],204001,96.00854139290408,95.83333333333334,1610612737,107,128,2025-10-23T01:56:04Z,6910000,False,229.0,-15.0,1,right,K. Porziņģis 3PT  (20 PTS) (T. Young 5 AST),"[204001, 1629027]",1610612737.0,ATL,,,,Porziņģis,K. Porziņģis,,,,,Right Corner 3,24+ Right,22.97,Made,,,,,,,,,,,20.0,T. Young,1629027.0,5.0,,,,
698,PT05M35.00S,2025-10-23T01:56:27.6Z,4,REGULAR,2pt,Jump Shot,[],1627742,6.521024967148489,25.245098039215684,1610612761,107,128,2025-10-23T01:56:34Z,6930000,False,124.0,9.0,1,left,MISS B. Ingram 12' pullup Shot,[1627742],1610612761.0,TOR,pullup,,,Ingram,B. Ingram,,,,,Mid-Range,8-16 Right,12.41,Missed,,,,,,,,,,,,,,,,,,
699,PT05M34.00S,2025-10-23T01:56:28.6Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612737,107,128,2025-10-23T01:56:34Z,6940000,False,,,0,,TEAM defensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Mid-Range,8-16 Right,,,698.0,,,,,,,,,,,,,,,,,
701,PT05M24.00S,2025-10-23T01:56:46.2Z,4,REGULAR,3pt,Jump Shot,[],1629027,66.04796320630749,52.69607843137255,1610612737,107,128,2025-10-23T01:56:51Z,6960000,False,13.0,267.0,1,right,MISS T. Young 26' pullup 3PT,[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,Above the Break 3,24+ Center,26.69,Missed,,,,,,,,,,,,,,,,,,
702,PT05M20.00S,2025-10-23T01:56:50.2Z,4,REGULAR,rebound,defensive,[],1627751,,,1610612761,107,128,2025-10-23T01:56:51Z,6970000,False,,,0,,J. Poeltl REBOUND (Off:3 Def:3),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Above the Break 3,24+ Center,,,701.0,6.0,3.0,3.0,,,,,,,,,,,,,,
703,PT05M17.00S,2025-10-23T01:56:55.1Z,4,REGULAR,foul,personal,['2freethrow'],1629027,,,1610612761,107,128,2025-10-23T01:57:11Z,6980000,False,,,0,,T. Young shooting personal FOUL (4 PF) (Barnes 2 FT),"[1629027, 1630567]",1610612737.0,ATL,shooting,,,Young,T. Young,,,,,Restricted Area,0-8 Center,,,,,,,2882.0,,4.0,0.0,Barnes,1630567.0,,,,,,,,
705,PT05M17.00S,2025-10-23T01:57:24.2Z,4,REGULAR,freethrow,1 of 2,['fastbreak'],1630567,,,1610612761,107,129,2025-10-23T01:57:24Z,7000000,False,,,0,,S. Barnes Free Throw 1 of 2 (21 PTS),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,Made,,,,,,,,,,,21.0,,,,,,,
706,PT05M17.00S,2025-10-23T01:57:43.2Z,4,REGULAR,freethrow,2 of 2,['fastbreak'],1630567,,,1610612761,107,130,2025-10-23T01:57:43Z,7010000,False,,,0,,S. Barnes Free Throw 2 of 2 (22 PTS),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,Made,,,,,,,,,,,22.0,,,,,,,
707,PT05M05.00S,2025-10-23T01:57:56.1Z,4,REGULAR,3pt,Jump Shot,[],1629027,59.8718791064389,41.17647058823529,1610612737,107,130,2025-10-23T01:58:01Z,7020000,False,-44.0,325.0,1,right,MISS T. Young 32' pullup 3PT,[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,Above the Break 3,24+ Center,32.77,Missed,,,,,,,,,,,,,,,,,,
708,PT05M01.00S,2025-10-23T01:58:00.1Z,4,REGULAR,rebound,defensive,[],1641711,,,1610612761,107,130,2025-10-23T01:58:01Z,7030000,False,,,0,,G. Dick REBOUND (Off:1 Def:4),[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,Above the Break 3,24+ Center,,,707.0,5.0,4.0,1.0,,,,,,,,,,,,,,
709,PT05M01.00S,2025-10-23T01:58:00.9Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1627751,7.046649145860711,48.28431372549019,1610612761,107,132,2025-10-23T01:58:14Z,7040000,False,9.0,14.0,1,left,J. Poeltl running alley-oop DUNK (14 PTS) (S. Barnes 9 AST),"[1627751, 1630567]",1610612761.0,TOR,running alley-oop,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,1.62,Made,,,,,,,,,,,14.0,S. Barnes,1630567.0,9.0,,,,
711,PT05M01.00S,2025-10-23T01:58:07.9Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,107,132,2025-10-23T01:58:20Z,7060000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714,PT05M01.00S,2025-10-23T01:59:35.8Z,4,REGULAR,substitution,out,[],1630552,,,1610612737,107,132,2025-10-23T02:00:44Z,7070000,False,,,0,,SUB out: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
715,PT05M01.00S,2025-10-23T01:59:35.8Z,4,REGULAR,substitution,out,[],204001,,,1610612737,107,132,2025-10-23T02:00:44Z,7080000,False,,,0,,SUB out: K. Porziņģis,[204001],1610612737.0,ATL,,,,Porziņģis,K. Porziņģis,,,,,,,,,,,,,,,,,,,,,,,,,,
716,PT05M01.00S,2025-10-23T01:59:35.8Z,4,REGULAR,substitution,out,[],1629027,,,1610612737,107,132,2025-10-23T02:00:44Z,7090000,False,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
717,PT05M01.00S,2025-10-23T01:59:35.8Z,4,REGULAR,substitution,out,[],1641711,,,1610612737,107,132,2025-10-23T02:00:44Z,7100000,False,,,0,,SUB out: G. Dick,[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,,,,,,,,,,,,,,,,,,,,,,
718,PT05M01.00S,2025-10-23T01:59:35.8Z,4,REGULAR,substitution,out,[],1642347,,,1610612737,107,132,2025-10-23T02:00:44Z,7110000,False,,,0,,SUB out: J. Shead,[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,,,,,,,,,,,,,,,,,,,,,,
719,PT05M01.00S,2025-10-23T01:59:35.8Z,4,REGULAR,substitution,in,[],1629638,,,1610612737,107,132,2025-10-23T02:00:44Z,7120000,False,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
720,PT05M01.00S,2025-10-23T01:59:35.8Z,4,REGULAR,substitution,in,[],1630168,,,1610612737,107,132,2025-10-23T02:00:44Z,7130000,False,,,0,,SUB in: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
721,PT05M01.00S,2025-10-23T01:59:35.8Z,4,REGULAR,substitution,in,[],1631243,,,1610612737,107,132,2025-10-23T02:00:44Z,7140000,False,,,0,,SUB in: M. Gueye,[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,,,,,,,,,,,,,,,,,,,,,,
722,PT05M01.00S,2025-10-23T01:59:35.8Z,4,REGULAR,substitution,in,[],1630193,,,1610612737,107,132,2025-10-23T02:00:44Z,7150000,False,,,0,,SUB in: I. Quickley,[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,,
723,PT05M01.00S,2025-10-23T01:59:35.8Z,4,REGULAR,substitution,in,[],1629628,,,1610612737,107,132,2025-10-23T02:00:44Z,7160000,False,,,0,,SUB in: R. Barrett,[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
724,PT04M47.00S,2025-10-23T02:01:08.0Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1630168,93.77463863337714,49.754901960784316,1610612737,109,132,2025-10-23T02:01:14Z,7170000,False,-1.0,6.0,1,right,O. Okongwu driving DUNK (15 PTS) (N. Alexander-Walker 3 AST),"[1630168, 1629638]",1610612737.0,ATL,driving,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,0.61,Made,,,,,,,,,,,15.0,N. Alexander-Walker,1629638.0,3.0,,,,
726,PT04M47.00S,2025-10-23T02:01:13.3Z,4,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1627751,,,1610612737,109,132,2025-10-23T02:02:07Z,7190000,False,,,0,,J. Poeltl shooting personal FOUL (6 PF) (Okongwu 1 FT),"[1627751, 1630168]",1610612761.0,TOR,shooting,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,,,,2882.0,,6.0,0.0,Okongwu,1630168.0,,,,,,,,
728,PT04M47.00S,2025-10-23T02:01:40.0Z,4,REGULAR,substitution,out,[],1627751,,,1610612737,109,132,2025-10-23T02:01:44Z,7210000,False,,,0,,SUB out: J. Poeltl,[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
729,PT04M47.00S,2025-10-23T02:01:40.0Z,4,REGULAR,substitution,in,[],1630572,,,1610612737,109,132,2025-10-23T02:01:44Z,7220000,False,,,0,,SUB in: S. Mamukelashvili,[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,,
730,PT04M47.00S,2025-10-23T02:02:10.0Z,4,REGULAR,freethrow,1 of 1,[],1630168,,,1610612737,110,132,2025-10-23T02:02:10Z,7230000,False,,,0,,O. Okongwu Free Throw 1 of 1 (16 PTS),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,Made,,,,,,,,,,,16.0,,,,,,,
731,PT04M33.00S,2025-10-23T02:02:25.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630567,14.931011826544022,62.99019607843137,1610612761,110,132,2025-10-23T02:02:30Z,7240000,False,-65.0,88.0,1,left,MISS S. Barnes 10' pullup Shot,[1630567],1610612761.0,TOR,pullup,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),8-16 Left,10.93,Missed,,,,,,,,,,,,,,,,,,
732,PT04M30.00S,2025-10-23T02:02:28.2Z,4,REGULAR,rebound,offensive,[],1629628,,,1610612761,110,132,2025-10-23T02:02:30Z,7250000,False,,,0,,R. Barrett REBOUND (Off:2 Def:6),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),8-16 Left,,,731.0,8.0,6.0,2.0,,,,,,,,,,,,,,
733,PT04M27.00S,2025-10-23T02:02:31.7Z,4,REGULAR,turnover,bad pass,[],1627742,,,1610612761,110,132,2025-10-23T02:02:35Z,7260000,False,,,0,,B. Ingram bad pass TURNOVER (5 TO),"[1627742, 1629638]",1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,Mid-Range,16-24 Left,,,,,,,,5.0,,,,,,,,,,,Alexander-Walker,1629638.0
734,PT04M27.00S,2025-10-23T02:02:31.7Z,4,REGULAR,steal,,[],1629638,,,1610612737,110,132,2025-10-23T02:02:33Z,7270000,False,,,0,,N. Alexander-Walker STEAL (1 STL),[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,,,
735,PT04M22.00S,2025-10-23T02:02:36.8Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1628379,92.9862023653088,3.9215686274509802,1610612737,110,132,2025-10-23T02:02:44Z,7280000,False,-230.0,13.0,1,right,MISS L. Kennard running 3PT,[1628379],1610612737.0,ATL,running,,,Kennard,L. Kennard,,,,,Left Corner 3,24+ Left,23.08,Missed,,,,,,,,,,,,,,,,,,
736,PT04M17.00S,2025-10-23T02:02:41.8Z,4,REGULAR,rebound,defensive,[],1627742,,,1610612761,110,132,2025-10-23T02:02:44Z,7290000,False,,,0,,B. Ingram REBOUND (Off:2 Def:7),[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,Left Corner 3,24+ Left,,,735.0,9.0,7.0,2.0,,,,,,,,,,,,,,
737,PT04M00.00S,2025-10-23T02:02:58.2Z,4,REGULAR,turnover,bad pass,[],1629628,,,1610612761,110,132,2025-10-23T02:03:02Z,7300000,False,,,0,,R. Barrett bad pass TURNOVER (4 TO),"[1629628, 1630700]",1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,4.0,,,,,,,,,,,Daniels,1630700.0
738,PT04M00.00S,2025-10-23T02:02:58.2Z,4,REGULAR,steal,,[],1630700,,,1610612737,110,132,2025-10-23T02:03:00Z,7310000,False,,,0,,D. Daniels STEAL (2 STL),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
740,PT03M50.00S,2025-10-23T02:03:26.7Z,4,REGULAR,turnover,out-of-bounds,[],1628379,,,1610612737,110,132,2025-10-23T02:03:36Z,7330000,False,,,0,,L. Kennard bad pass out-of-bounds TURNOVER (3 TO),[1628379],1610612737.0,ATL,bad pass,,,Kennard,L. Kennard,,,,,Above the Break 3,24+ Left Center,,,,,,,1627541.0,3.0,,,,,,,,,,,,
741,PT03M50.00S,2025-10-23T02:03:34.1Z,4,REGULAR,timeout,full,['team'],0,,,1610612761,110,132,2025-10-23T02:03:34Z,7340000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
742,PT03M50.00S,2025-10-23T02:04:35.2Z,4,REGULAR,substitution,out,[],1627742,,,1610612761,110,132,2025-10-23T02:04:59Z,7350000,False,,,0,,SUB out: B. Ingram,[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,,
743,PT03M50.00S,2025-10-23T02:04:35.2Z,4,REGULAR,substitution,out,[],1630567,,,1610612761,110,132,2025-10-23T02:04:59Z,7360000,False,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
744,PT03M50.00S,2025-10-23T02:04:35.2Z,4,REGULAR,substitution,out,[],1630193,,,1610612761,110,132,2025-10-23T02:04:59Z,7370000,False,,,0,,SUB out: I. Quickley,[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,,
745,PT03M50.00S,2025-10-23T02:04:35.2Z,4,REGULAR,substitution,out,[],1629628,,,1610612761,110,132,2025-10-23T02:04:59Z,7380000,False,,,0,,SUB out: R. Barrett,[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
746,PT03M50.00S,2025-10-23T02:04:35.2Z,4,REGULAR,substitution,in,[],1642367,,,1610612761,110,132,2025-10-23T02:04:59Z,7390000,False,,,0,,SUB in: J. Mogbo,[1642367],1610612761.0,TOR,,,,Mogbo,J. Mogbo,,,,,,,,,,,,,,,,,,,,,,,,,,
747,PT03M50.00S,2025-10-23T02:04:35.2Z,4,REGULAR,substitution,in,[],1642347,,,1610612761,110,132,2025-10-23T02:04:59Z,7400000,False,,,0,,SUB in: J. Shead,[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,,,,,,,,,,,,,,,,,,,,,,
748,PT03M50.00S,2025-10-23T02:04:35.2Z,4,REGULAR,substitution,in,[],1641711,,,1610612761,110,132,2025-10-23T02:04:59Z,7410000,False,,,0,,SUB in: G. Dick,[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,,,,,,,,,,,,,,,,,,,,,,
749,PT03M50.00S,2025-10-23T02:04:35.2Z,4,REGULAR,substitution,in,[],1642419,,,1610612761,110,132,2025-10-23T02:04:59Z,7420000,False,,,0,,SUB in: J. Battle,[1642419],1610612761.0,TOR,,,,Battle,J. Battle,,,,,,,,,,,,,,,,,,,,,,,,,,
750,PT03M29.00S,2025-10-23T02:05:30.8Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1641711,23.47240473061761,46.32352941176471,1610612761,110,132,2025-10-23T02:05:38Z,7430000,False,18.0,168.0,1,left,MISS G. Dick 16' fadeaway Shot,[1641711],1610612761.0,TOR,fadeaway,,,Dick,G. Dick,,,,,Mid-Range,16-24 Center,16.91,Missed,,,,,,,,,,,,,,,,,,
751,PT03M28.00S,2025-10-23T02:05:31.8Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612737,110,132,2025-10-23T02:05:38Z,7440000,False,,,0,,TEAM defensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Mid-Range,16-24 Center,,,750.0,,,,,,,,,,,,,,,,,
753,PT03M08.00S,2025-10-23T02:05:56.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630700,90.09526938239159,57.107843137254896,1610612737,110,132,2025-10-23T02:06:54Z,7460000,False,36.0,41.0,1,right,MISS D. Daniels driving floating bank Shot,[1630700],1610612737.0,ATL,driving floating bank,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),0-8 Center,5.39,Missed,,,,,,,,,,,,,,,,,,
754,PT03M06.00S,2025-10-23T02:05:58.0Z,4,REGULAR,rebound,offensive,[],1630700,,,1610612737,110,132,2025-10-23T02:06:01Z,7470000,False,,,0,,D. Daniels REBOUND (Off:1 Def:2),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),0-8 Center,,,753.0,3.0,2.0,1.0,,,,,,,,,,,,,,
755,PT03M04.00S,2025-10-23T02:05:59.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630700,92.9862023653088,49.01960784313725,1610612737,112,132,2025-10-23T02:06:04Z,7480000,False,-5.0,13.0,1,right,D. Daniels putback Layup (4 PTS),[1630700],1610612737.0,ATL,putback,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,1.43,Made,,,,,,,,,,,4.0,,,,,,,
756,PT02M50.00S,2025-10-23T02:06:14.2Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1642367,13.61695137976347,49.50980392156863,1610612761,112,134,2025-10-23T02:06:19Z,7490000,False,2.0,75.0,1,left,J. Mogbo 7' Hook (4 PTS) (J. Shead 4 AST),"[1642367, 1642347]",1610612761.0,TOR,,,,Mogbo,J. Mogbo,,,,,In The Paint (Non-RA),0-8 Center,7.55,Made,,,,,,,,,,,4.0,J. Shead,1642347.0,4.0,,,,
758,PT02M42.00S,2025-10-23T02:06:22.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629638,92.85479632063075,48.28431372549019,1610612737,112,134,2025-10-23T02:06:26Z,7510000,False,-9.0,15.0,1,right,MISS N. Alexander-Walker driving Layup,[1629638],1610612737.0,ATL,driving,,,Alexander-Walker,N. Alexander-Walker,,,,,Restricted Area,0-8 Center,1.7,Missed,,,,,,,,,,,,,,,,,,
759,PT02M40.00S,2025-10-23T02:06:24.0Z,4,REGULAR,rebound,defensive,[],1642419,,,1610612761,112,134,2025-10-23T02:06:26Z,7520000,False,,,0,,J. Battle REBOUND (Off:1 Def:2),[1642419],1610612761.0,TOR,,,,Battle,J. Battle,,,,,Restricted Area,0-8 Center,,,758.0,3.0,2.0,1.0,,,,,,,,,,,,,,
760,PT02M27.00S,2025-10-23T02:06:38.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630572,11.251642575558476,44.85294117647059,1610612761,112,134,2025-10-23T02:06:44Z,7530000,False,26.0,53.0,1,left,MISS S. Mamukelashvili driving Layup,[1630572],1610612761.0,TOR,driving,,,Mamukelashvili,S. Mamukelashvili,,,,,In The Paint (Non-RA),0-8 Center,5.92,Missed,,,,,,,,,,,,,,,,,,
761,PT02M22.00S,2025-10-23T02:06:43.5Z,4,REGULAR,rebound,defensive,[],1629638,,,1610612737,112,134,2025-10-23T02:06:44Z,7540000,False,,,0,,N. Alexander-Walker REBOUND (Off:1 Def:3),[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,In The Paint (Non-RA),0-8 Center,,,760.0,4.0,3.0,1.0,,,,,,,,,,,,,,
762,PT02M15.00S,2025-10-23T02:06:48.7Z,4,REGULAR,3pt,Jump Shot,[],1628379,69.20170827858082,65.93137254901961,1610612737,112,134,2025-10-23T02:06:55Z,7550000,False,80.0,237.0,1,right,MISS L. Kennard 25' 3PT,[1628379],1610612737.0,ATL,,,,Kennard,L. Kennard,,,,,Above the Break 3,24+ Right Center,25.0,Missed,,,,,,,,,,,,,,,,,,
763,PT02M10.00S,2025-10-23T02:06:53.7Z,4,REGULAR,rebound,defensive,[],1642367,,,1610612761,112,134,2025-10-23T02:06:55Z,7560000,False,,,0,,J. Mogbo REBOUND (Off:1 Def:2),[1642367],1610612761.0,TOR,,,,Mogbo,J. Mogbo,,,,,Above the Break 3,24+ Right Center,,,762.0,3.0,2.0,1.0,,,,,,,,,,,,,,
764,PT01M50.00S,2025-10-23T02:07:15.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1642419,6.652431011826544,49.01960784313725,1610612761,112,136,2025-10-23T02:07:22Z,7570000,False,5.0,10.0,1,left,J. Battle driving reverse Layup (2 PTS) (J. Shead 5 AST),"[1642419, 1642347]",1610612761.0,TOR,driving reverse,,,Battle,J. Battle,,,,,Restricted Area,0-8 Center,1.11,Made,,,,,,,,,,,2.0,J. Shead,1642347.0,5.0,,,,
766,PT01M38.00S,2025-10-23T02:07:31.8Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1630168,84.1819973718791,37.00980392156863,1610612737,114,136,2025-10-23T02:07:36Z,7590000,False,-65.0,96.0,1,right,O. Okongwu 11' turnaround Hook (18 PTS),[1630168],1610612737.0,ATL,turnaround,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),8-16 Left,11.61,Made,,,,,,,,,,,18.0,,,,,,,
767,PT01M27.00S,2025-10-23T02:07:45.4Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1641711,7.046649145860711,47.30392156862745,1610612761,114,138,2025-10-23T02:07:50Z,7600000,False,13.0,14.0,1,left,G. Dick cutting DUNK (21 PTS) (S. Mamukelashvili 3 AST),"[1641711, 1630572]",1610612761.0,TOR,cutting,,,Dick,G. Dick,,,,,Restricted Area,0-8 Center,1.92,Made,,,,,,,,,,,21.0,S. Mamukelashvili,1630572.0,3.0,,,,
