actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,jumpBallRecoverdPersonId
426,PT06M08.00S,2025-12-06T02:08:49.1Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1642258,93.64323258869908,48.77450980392157,1610612737,87,81,2025-12-06T02:08:58Z,4200000,False,-6.0,7.0,1,right,Z. Risacher cutting DUNK (9 PTS) (K. Porziņģis 1 AST),"[1642258, 204001]",1610612737.0,ATL,cutting,,,,,,Restricted Area,0-8 Center,0.95,Made,Risacher,Z. Risacher,,,,,9.0,K. Porziņģis,204001.0,1.0,,,,,,,,,,,
428,PT05M46.00S,2025-12-06T02:09:11.4Z,3,REGULAR,3pt,Jump Shot,[],203999,23.73521681997372,16.176470588235293,1610612743,87,84,2025-12-06T02:09:17Z,4220000,False,169.0,171.0,1,left,N. Jokić 24' 3PT step back (24 PTS),[203999],1610612743.0,DEN,step back,,,,,,Above the Break 3,24+ Right Center,24.02,Made,Jokić,N. Jokić,,,,,24.0,,,,,,,,,,,,,,
429,PT05M35.00S,2025-12-06T02:09:22.1Z,3,REGULAR,3pt,Jump Shot,[],1630552,65.91655716162943,62.254901960784316,1610612737,87,84,2025-12-06T02:09:27Z,4230000,False,61.0,268.0,1,right,MISS J. Johnson 27' 3PT,[1630552],1610612737.0,ATL,,,,,,,Above the Break 3,24+ Center,27.48,Missed,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,
430,PT05M32.00S,2025-12-06T02:09:25.1Z,3,REGULAR,rebound,defensive,[],1629661,,,1610612743,87,84,2025-12-06T02:09:27Z,4240000,False,,,0,,C. Johnson REBOUND (Off:0 Def:2),[1629661],1610612743.0,DEN,,,,,,,Above the Break 3,24+ Center,,,Johnson,C. Johnson,429.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
431,PT05M27.00S,2025-12-06T02:09:32.6Z,3,REGULAR,turnover,out-of-bounds,[],1629661,,,1610612743,87,84,2025-12-06T02:09:46Z,4250000,False,,,0,,C. Johnson bad pass out-of-bounds TURNOVER (2 TO),[1629661],1610612743.0,DEN,bad pass,,,,,,Above the Break 3,24+ Right Center,,,Johnson,C. Johnson,,,,,,,,,1626301.0,2.0,,,,,,,,,
432,PT05M27.00S,2025-12-06T02:09:37.1Z,3,REGULAR,substitution,out,[],1642258,,,1610612737,87,84,2025-12-06T02:09:50Z,4260000,False,,,0,,SUB out: Z. Risacher,[1642258],1610612737.0,ATL,,,,,,,,,,,Risacher,Z. Risacher,,,,,,,,,,,,,,,,,,,
433,PT05M27.00S,2025-12-06T02:09:37.1Z,3,REGULAR,substitution,out,[],1629661,,,1610612737,87,84,2025-12-06T02:09:50Z,4270000,False,,,0,,SUB out: C. Johnson,[1629661],1610612743.0,DEN,,,,,,,,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,
434,PT05M27.00S,2025-12-06T02:09:37.1Z,3,REGULAR,substitution,in,[],1630249,,,1610612737,87,84,2025-12-06T02:09:50Z,4280000,False,,,0,,SUB in: V. Krejčí,[1630249],1610612737.0,ATL,,,,,,,,,,,Krejčí,V. Krejčí,,,,,,,,,,,,,,,,,,,
435,PT05M27.00S,2025-12-06T02:09:37.1Z,3,REGULAR,substitution,in,[],203501,,,1610612737,87,84,2025-12-06T02:09:50Z,4290000,False,,,0,,SUB in: T. Hardaway Jr.,[203501],1610612743.0,DEN,,,,,,,,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,
436,PT05M17.00S,2025-12-06T02:10:10.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630552,91.14651773981603,47.30392156862745,1610612737,87,84,2025-12-06T02:10:17Z,4300000,False,-13.0,31.0,1,right,MISS J. Johnson driving Layup,[1630552],1610612737.0,ATL,driving,,,,,,Restricted Area,0-8 Center,3.35,Missed,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,
437,PT05M15.00S,2025-12-06T02:10:12.4Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612743,87,84,2025-12-06T02:10:17Z,4310000,False,,,0,,TEAM defensive REBOUND,[],1610612743.0,DEN,,,,,,,Restricted Area,0-8 Center,,,,,436.0,,,,,,,,,,,,,,,,,,
439,PT05M02.00S,2025-12-06T02:10:32.9Z,3,REGULAR,foul,personal,[],1630249,,,1610612743,87,84,2025-12-06T02:10:38Z,4330000,False,,,0,,V. Krejčí personal FOUL (2 PF),"[1630249, 1627750]",1610612737.0,ATL,,,,,,,Mid-Range,16-24 Right Center,,,Krejčí,V. Krejčí,,,,,,,,,1629183.0,,,,2.0,0.0,Murray,1627750.0,,,
441,PT04M50.00S,2025-12-06T02:11:05.7Z,3,REGULAR,2pt,Jump Shot,[],1642461,6.176084099868594,88.01317401960785,1610612743,87,86,2025-12-06T02:11:28Z,4350000,False,-190.0,6.0,1,left,S. Jones 19' Jump Shot (6 PTS) (J. Murray 6 AST),"[1642461, 1627750]",1610612743.0,DEN,,,,,,,Mid-Range,16-24 Left,19.02,Made,Jones,S. Jones,,,,,6.0,J. Murray,1627750.0,6.0,,,,,,,,,,,
443,PT04M38.00S,2025-12-06T02:11:18.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630700,92.32917214191852,47.794117647058826,1610612737,89,86,2025-12-06T02:11:25Z,4370000,False,-11.0,20.0,1,right,D. Daniels driving Layup (13 PTS),[1630700],1610612737.0,ATL,driving,,,,,,Restricted Area,0-8 Center,2.25,Made,Daniels,D. Daniels,,,,,13.0,,,,,,,,,,,,,,
444,PT04M15.00S,2025-12-06T02:11:41.0Z,3,REGULAR,3pt,Jump Shot,[],1627750,7.835085413929041,3.9215686274509802,1610612743,89,86,2025-12-06T02:11:46Z,4380000,False,230.0,21.0,1,left,MISS J. Murray step back 3PT,[1627750],1610612743.0,DEN,step back,,,,,,Right Corner 3,24+ Right,23.14,Missed,Murray,J. Murray,,,,,,,,,,,,,,,,,,,
445,PT04M13.00S,2025-12-06T02:11:43.0Z,3,REGULAR,rebound,defensive,[],1630552,,,1610612737,89,86,2025-12-06T02:11:46Z,4390000,False,,,0,,J. Johnson REBOUND (Off:4 Def:10),[1630552],1610612737.0,ATL,,,,,,,Right Corner 3,24+ Right,,,Johnson,J. Johnson,444.0,14.0,10.0,4.0,,,,,,,,,,,,,,,
446,PT04M08.00S,2025-12-06T02:11:48.9Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630700,92.85479632063075,50.245098039215684,1610612737,91,86,2025-12-06T02:14:46Z,4400000,False,1.0,15.0,1,right,D. Daniels running Layup (15 PTS) (J. Johnson 13 AST),"[1630700, 1630552]",1610612737.0,ATL,running,,,,,,Restricted Area,0-8 Center,1.47,Made,Daniels,D. Daniels,,,,,15.0,J. Johnson,1630552.0,13.0,,,,,,,,,,,
448,PT04M08.00S,2025-12-06T02:11:55.3Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,91,86,2025-12-06T02:11:55Z,4420000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,PT04M08.00S,2025-12-06T02:13:15.6Z,3,REGULAR,substitution,out,[],1629638,,,1610612743,91,86,2025-12-06T02:13:43Z,4430000,False,,,0,,SUB out: N. Alexander-Walker,[1629638],1610612737.0,ATL,,,,,,,,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,
450,PT04M08.00S,2025-12-06T02:13:15.6Z,3,REGULAR,substitution,out,[],1642461,,,1610612743,91,86,2025-12-06T02:13:43Z,4440000,False,,,0,,SUB out: S. Jones,[1642461],1610612743.0,DEN,,,,,,,,,,,Jones,S. Jones,,,,,,,,,,,,,,,,,,,
451,PT04M08.00S,2025-12-06T02:13:15.6Z,3,REGULAR,substitution,in,[],1628379,,,1610612743,91,86,2025-12-06T02:13:43Z,4450000,False,,,0,,SUB in: L. Kennard,[1628379],1610612737.0,ATL,,,,,,,,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,
452,PT04M08.00S,2025-12-06T02:13:15.6Z,3,REGULAR,substitution,in,[],1628971,,,1610612743,91,86,2025-12-06T02:13:43Z,4460000,False,,,0,,SUB in: B. Brown,[1628971],1610612743.0,DEN,,,,,,,,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,
453,PT03M56.00S,2025-12-06T02:13:49.7Z,3,REGULAR,2pt,Jump Shot,[],203999,23.209592641261498,43.13725490196079,1610612743,91,88,2025-12-06T02:13:55Z,4470000,False,34.0,166.0,1,left,N. Jokić 16' Jump Shot (26 PTS) (J. Murray 7 AST),"[203999, 1627750]",1610612743.0,DEN,,,,,,,Mid-Range,16-24 Center,16.92,Made,Jokić,N. Jokić,,,,,26.0,J. Murray,1627750.0,7.0,,,,,,,,,,,
455,PT03M46.00S,2025-12-06T02:13:59.6Z,3,REGULAR,2pt,Jump Shot,[],204001,75.64060446780552,54.90196078431373,1610612737,93,88,2025-12-06T02:14:04Z,4490000,False,25.0,176.0,1,right,K. Porziņģis 17' Jump Shot (12 PTS) (D. Daniels 4 AST),"[204001, 1630700]",1610612737.0,ATL,,,,,,,Mid-Range,16-24 Center,17.82,Made,Porziņģis,K. Porziņģis,,,,,12.0,D. Daniels,1630700.0,4.0,,,,,,,,,,,
457,PT03M24.00S,2025-12-06T02:14:24.8Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",204001,,,1610612743,93,88,2025-12-06T02:14:44Z,4510000,False,,,0,,K. Porziņģis shooting personal FOUL (2 PF) (Jokić 2 FT),"[204001, 203999]",1610612737.0,ATL,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,Porziņģis,K. Porziņģis,,,,,,,,,1162.0,,,,2.0,0.0,Jokić,203999.0,,,
459,PT03M24.00S,2025-12-06T02:14:50.1Z,3,REGULAR,freethrow,1 of 2,[],203999,,,1610612743,93,89,2025-12-06T02:15:12Z,4530000,False,,,0,,N. Jokić Free Throw 1 of 2 (27 PTS),[203999],1610612743.0,DEN,,,,,,,,,,Made,Jokić,N. Jokić,,,,,27.0,,,,,,,,,,,,,,
460,PT03M24.00S,2025-12-06T02:14:50.1Z,3,REGULAR,freethrow,2 of 2,[],203999,,,1610612743,93,89,2025-12-06T02:15:12Z,4540000,False,,,0,,MISS N. Jokić Free Throw 2 of 2,[203999],1610612743.0,DEN,,,,,,,,,,Missed,Jokić,N. Jokić,,,,,,,,,,,,,,,,,,,
461,PT03M21.00S,2025-12-06T02:14:53.1Z,3,REGULAR,rebound,defensive,[],1630552,,,1610612737,93,89,2025-12-06T02:15:12Z,4550000,False,,,0,,J. Johnson REBOUND (Off:4 Def:11),[1630552],1610612737.0,ATL,,,,,,,,,,,Johnson,J. Johnson,460.0,15.0,11.0,4.0,,,,,,,,,,,,,,,
462,PT03M11.00S,2025-12-06T02:15:21.4Z,3,REGULAR,3pt,Jump Shot,[],204001,69.72733245729303,27.696078431372552,1610612737,96,89,2025-12-06T02:15:26Z,4560000,False,-112.0,232.0,1,right,K. Porziņģis 25' 3PT  (15 PTS) (L. Kennard 1 AST),"[204001, 1628379]",1610612737.0,ATL,,,,,,,Above the Break 3,24+ Left Center,25.75,Made,Porziņģis,K. Porziņģis,,,,,15.0,L. Kennard,1628379.0,1.0,,,,,,,,,,,
464,PT02M48.00S,2025-12-06T02:15:44.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631212,10.33180026281209,47.794117647058826,1610612743,96,89,2025-12-06T02:15:49Z,4580000,False,11.0,45.0,1,left,MISS P. Watson floating Shot,[1631212],1610612743.0,DEN,floating,,,,,,In The Paint (Non-RA),0-8 Center,4.59,Missed,Watson,P. Watson,,,,,,,,,,,,,,,,,,,
465,PT02M45.00S,2025-12-06T02:15:47.1Z,3,REGULAR,rebound,defensive,[],204001,,,1610612737,96,89,2025-12-06T02:15:49Z,4590000,False,,,0,,K. Porziņģis REBOUND (Off:0 Def:2),[204001],1610612737.0,ATL,,,,,,,In The Paint (Non-RA),0-8 Center,,,Porziņģis,K. Porziņģis,464.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
466,PT02M38.00S,2025-12-06T02:15:56.3Z,3,REGULAR,foul,personal,[],1631212,,,1610612737,96,89,2025-12-06T02:16:09Z,4600000,False,,,0,,P. Watson personal FOUL (3 PF),"[1631212, 204001]",1610612743.0,DEN,,,,,,,In The Paint (Non-RA),8-16 Center,,,Watson,P. Watson,,,,,,,,,1162.0,,,,3.0,0.0,Porziņģis,204001.0,,,
468,PT02M38.00S,2025-12-06T02:16:08.4Z,3,REGULAR,substitution,out,[],1630700,,,1610612737,96,89,2025-12-06T02:16:30Z,4620000,False,,,0,,SUB out: D. Daniels,[1630700],1610612737.0,ATL,,,,,,,,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,
469,PT02M38.00S,2025-12-06T02:16:08.4Z,3,REGULAR,substitution,out,[],1631212,,,1610612737,96,89,2025-12-06T02:16:30Z,4630000,False,,,0,,SUB out: P. Watson,[1631212],1610612743.0,DEN,,,,,,,,,,,Watson,P. Watson,,,,,,,,,,,,,,,,,,,
470,PT02M38.00S,2025-12-06T02:16:08.4Z,3,REGULAR,substitution,out,[],1627750,,,1610612737,96,89,2025-12-06T02:16:30Z,4640000,False,,,0,,SUB out: J. Murray,[1627750],1610612743.0,DEN,,,,,,,,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,
471,PT02M38.00S,2025-12-06T02:16:08.4Z,3,REGULAR,substitution,in,[],1630811,,,1610612737,96,89,2025-12-06T02:16:30Z,4650000,False,,,0,,SUB in: K. Wallace,[1630811],1610612737.0,ATL,,,,,,,,,,,Wallace,K. Wallace,,,,,,,,,,,,,,,,,,,
472,PT02M38.00S,2025-12-06T02:16:08.4Z,3,REGULAR,substitution,in,[],1642461,,,1610612737,96,89,2025-12-06T02:16:30Z,4660000,False,,,0,,SUB in: S. Jones,[1642461],1610612743.0,DEN,,,,,,,,,,,Jones,S. Jones,,,,,,,,,,,,,,,,,,,
473,PT02M38.00S,2025-12-06T02:16:08.4Z,3,REGULAR,substitution,in,[],1629661,,,1610612737,96,89,2025-12-06T02:16:30Z,4670000,False,,,0,,SUB in: C. Johnson,[1629661],1610612743.0,DEN,,,,,,,,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,
474,PT02M27.00S,2025-12-06T02:16:40.1Z,3,REGULAR,3pt,Jump Shot,[],204001,74.45795006570303,14.215686274509803,1610612737,96,89,2025-12-06T02:16:45Z,4680000,False,-179.0,188.0,1,right,MISS K. Porziņģis 25' 3PT,[204001],1610612737.0,ATL,,,,,,,Above the Break 3,24+ Left Center,25.92,Missed,Porziņģis,K. Porziņģis,,,,,,,,,,,,,,,,,,,
475,PT02M23.00S,2025-12-06T02:16:44.1Z,3,REGULAR,rebound,defensive,[],203501,,,1610612743,96,89,2025-12-06T02:16:45Z,4690000,False,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:5),[203501],1610612743.0,DEN,,,,,,,Above the Break 3,24+ Left Center,,,Hardaway Jr.,T. Hardaway Jr.,474.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
476,PT02M11.00S,2025-12-06T02:16:59.1Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",204001,,,1610612743,96,89,2025-12-06T02:17:18Z,4700000,False,,,0,,K. Porziņģis shooting personal FOUL (3 PF) (Jokić 2 FT),"[204001, 203999]",1610612737.0,ATL,shooting,,,,,,In The Paint (Non-RA),8-16 Center,,,Porziņģis,K. Porziņģis,,,,,,,,,1629183.0,,,,3.0,0.0,Jokić,203999.0,,,
478,PT02M11.00S,2025-12-06T02:17:23.7Z,3,REGULAR,freethrow,1 of 2,[],203999,,,1610612743,96,90,2025-12-06T02:17:23Z,4720000,False,,,0,,N. Jokić Free Throw 1 of 2 (28 PTS),[203999],1610612743.0,DEN,,,,,,,,,,Made,Jokić,N. Jokić,,,,,28.0,,,,,,,,,,,,,,
479,PT02M11.00S,2025-12-06T02:17:25.0Z,3,REGULAR,substitution,out,[],1630552,,,1610612743,96,90,2025-12-06T02:17:28Z,4730000,False,,,0,,SUB out: J. Johnson,[1630552],1610612737.0,ATL,,,,,,,,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,
480,PT02M11.00S,2025-12-06T02:17:25.0Z,3,REGULAR,substitution,in,[],1631243,,,1610612743,96,90,2025-12-06T02:17:28Z,4740000,False,,,0,,SUB in: M. Gueye,[1631243],1610612737.0,ATL,,,,,,,,,,,Gueye,M. Gueye,,,,,,,,,,,,,,,,,,,
481,PT02M11.00S,2025-12-06T02:17:44.5Z,3,REGULAR,freethrow,2 of 2,[],203999,,,1610612743,96,91,2025-12-06T02:17:44Z,4750000,False,,,0,,N. Jokić Free Throw 2 of 2 (29 PTS),[203999],1610612743.0,DEN,,,,,,,,,,Made,Jokić,N. Jokić,,,,,29.0,,,,,,,,,,,,,,
482,PT01M47.00S,2025-12-06T02:18:10.1Z,3,REGULAR,2pt,Jump Shot,[],204001,92.06636005256242,19.852941176470587,1610612737,98,91,2025-12-06T02:18:42Z,4760000,False,-151.0,22.0,1,right,K. Porziņģis 15' step back Jump Shot (17 PTS),[204001],1610612737.0,ATL,step back,,,,,,Mid-Range,8-16 Left,15.23,Made,Porziņģis,K. Porziņģis,,,,,17.0,,,,,,,,,,,,,,
484,PT01M35.00S,2025-12-06T02:18:21.1Z,3,REGULAR,3pt,Jump Shot,[],1629661,7.440867279894875,96.56862745098039,1610612743,98,91,2025-12-06T02:20:09Z,4780000,False,-233.0,17.0,1,left,MISS C. Johnson 3PT,[1629661],1610612743.0,DEN,,,,,,,Left Corner 3,24+ Left,23.34,Missed,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,
485,PT01M32.00S,2025-12-06T02:18:24.1Z,3,REGULAR,rebound,defensive,[],1630249,,,1610612737,98,91,2025-12-06T02:18:30Z,4790000,False,,,0,,V. Krejčí REBOUND (Off:0 Def:2),[1630249],1610612737.0,ATL,,,,,,,Left Corner 3,24+ Left,,,Krejčí,V. Krejčí,484.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
486,PT01M30.00S,2025-12-06T02:18:32.3Z,3,REGULAR,foul,offensive,['inpenalty'],1630249,,,1610612737,98,91,2025-12-06T02:18:38Z,4800000,False,,,0,,V. Krejčí charge offensive FOUL (3 PF),"[1630249, 203501]",1610612737.0,ATL,charge,,,,,,Mid-Range,16-24 Center,,,Krejčí,V. Krejčí,,,,,,,,,1626301.0,,,,3.0,0.0,Hardaway Jr.,203501.0,,,
488,PT01M30.00S,2025-12-06T02:18:32.3Z,3,REGULAR,turnover,offensive foul,[],1630249,,,1610612737,98,91,2025-12-06T02:18:32Z,4820000,False,,,0,,V. Krejčí offensive foul TURNOVER (1 TO),[1630249],1610612737.0,ATL,,,,,,,Mid-Range,16-24 Center,,,Krejčí,V. Krejčí,,,,,,,,,1626301.0,1.0,,,,,,,,,
489,PT01M21.00S,2025-12-06T02:19:01.5Z,3,REGULAR,turnover,bad pass,[],203999,,,1610612743,98,91,2025-12-06T02:19:07Z,4830000,False,,,0,,N. Jokić bad pass TURNOVER (2 TO),"[203999, 1630249]",1610612743.0,DEN,,,,,,,Mid-Range,8-16 Left,,,Jokić,N. Jokić,,,,,,,,,,2.0,Krejčí,1630249.0,,,,,,,
490,PT01M21.00S,2025-12-06T02:19:01.5Z,3,REGULAR,steal,,[],1630249,,,1610612737,98,91,2025-12-06T02:19:03Z,4840000,False,,,0,,V. Krejčí STEAL (1 STL),[1630249],1610612737.0,ATL,,,,,,,Mid-Range,8-16 Left,,,Krejčí,V. Krejčí,,,,,,,,,,,,,,,,,,,
491,PT01M14.00S,2025-12-06T02:19:09.3Z,3,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",204001,58.557818659658345,66.91176470588235,1610612737,98,91,2025-12-06T02:21:41Z,4850000,False,85.0,337.0,1,right,MISS K. Porziņģis 34' running 3PT,[204001],1610612737.0,ATL,running,,,,,,Above the Break 3,24+ Center,34.76,Missed,Porziņģis,K. Porziņģis,,,,,,,,,,,,,,,,,,,
492,PT01M10.00S,2025-12-06T02:19:13.3Z,3,REGULAR,rebound,defensive,[],203999,,,1610612743,98,91,2025-12-06T02:19:15Z,4860000,False,,,0,,N. Jokić REBOUND (Off:3 Def:3),[203999],1610612743.0,DEN,,,,,,,Above the Break 3,24+ Center,,,Jokić,N. Jokić,491.0,6.0,3.0,3.0,,,,,,,,,,,,,,,
493,PT01M07.00S,2025-12-06T02:19:15.8Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],203501,29.911300919842315,33.82352941176471,1610612743,98,91,2025-12-06T02:22:07Z,4870000,False,81.0,229.0,1,left,MISS T. Hardaway Jr. 24' running pullup 3PT,[203501],1610612743.0,DEN,running pullup,,,,,,Above the Break 3,24+ Right Center,24.26,Missed,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,
494,PT01M04.00S,2025-12-06T02:19:18.8Z,3,REGULAR,rebound,defensive,[],1631243,,,1610612737,98,91,2025-12-06T02:19:26Z,4880000,False,,,0,,M. Gueye REBOUND (Off:0 Def:2),[1631243],1610612737.0,ATL,,,,,,,Above the Break 3,24+ Right Center,,,Gueye,M. Gueye,493.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
495,PT00M50.20S,2025-12-06T02:19:33.4Z,3,REGULAR,3pt,Jump Shot,[],1630249,91.67214191852825,96.81372549019608,1610612737,98,91,2025-12-06T02:19:38Z,4890000,False,234.0,26.0,1,right,MISS V. Krejčí 3PT,[1630249],1610612737.0,ATL,,,,,,,Right Corner 3,24+ Right,23.55,Missed,Krejčí,V. Krejčí,,,,,,,,,,,,,,,,,,,
496,PT00M47.00S,2025-12-06T02:19:36.6Z,3,REGULAR,rebound,defensive,[],203999,,,1610612743,98,91,2025-12-06T02:19:38Z,4900000,False,,,0,,N. Jokić REBOUND (Off:3 Def:4),[203999],1610612743.0,DEN,,,,,,,Right Corner 3,24+ Right,,,Jokić,N. Jokić,495.0,7.0,4.0,3.0,,,,,,,,,,,,,,,
497,PT00M36.30S,2025-12-06T02:19:47.4Z,3,REGULAR,3pt,Jump Shot,[],203501,20.844283837056505,90.19607843137256,1610612743,98,91,2025-12-06T02:19:54Z,4910000,False,-201.0,143.0,1,left,MISS T. Hardaway Jr. 24' 3PT,[203501],1610612743.0,DEN,,,,,,,Above the Break 3,24+ Left Center,24.69,Missed,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,
498,PT00M33.70S,2025-12-06T02:19:50.0Z,3,REGULAR,rebound,defensive,[],1628379,,,1610612737,98,91,2025-12-06T02:19:54Z,4920000,False,,,0,,L. Kennard REBOUND (Off:0 Def:1),[1628379],1610612737.0,ATL,,,,,,,Above the Break 3,24+ Left Center,,,Kennard,L. Kennard,497.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
499,PT00M33.70S,2025-12-06T02:19:52.2Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629661,,,1610612737,98,91,2025-12-06T02:20:42Z,4930000,False,,,0,,C. Johnson personal FOUL (2 PF) (Kennard 2 FT),"[1629661, 1628379]",1610612743.0,DEN,,,,,,,Mid-Range,16-24 Right Center,,,Johnson,C. Johnson,,,,,,,,,1162.0,,,,2.0,0.0,Kennard,1628379.0,,,
501,PT00M33.70S,2025-12-06T02:20:45.4Z,3,REGULAR,freethrow,1 of 2,[],1628379,,,1610612737,99,91,2025-12-06T02:20:45Z,4950000,False,,,0,,L. Kennard Free Throw 1 of 2 (1 PTS),[1628379],1610612737.0,ATL,,,,,,,,,,Made,Kennard,L. Kennard,,,,,1.0,,,,,,,,,,,,,,
502,PT00M33.70S,2025-12-06T02:20:47.3Z,3,REGULAR,substitution,out,[],1630811,,,1610612737,99,91,2025-12-06T02:20:59Z,4960000,False,,,0,,SUB out: K. Wallace,[1630811],1610612737.0,ATL,,,,,,,,,,,Wallace,K. Wallace,,,,,,,,,,,,,,,,,,,
503,PT00M33.70S,2025-12-06T02:20:47.3Z,3,REGULAR,substitution,out,[],204001,,,1610612737,99,91,2025-12-06T02:20:59Z,4970000,False,,,0,,SUB out: K. Porziņģis,[204001],1610612737.0,ATL,,,,,,,,,,,Porziņģis,K. Porziņģis,,,,,,,,,,,,,,,,,,,
504,PT00M33.70S,2025-12-06T02:20:47.3Z,3,REGULAR,substitution,out,[],1642461,,,1610612737,99,91,2025-12-06T02:20:59Z,4980000,False,,,0,,SUB out: S. Jones,[1642461],1610612743.0,DEN,,,,,,,,,,,Jones,S. Jones,,,,,,,,,,,,,,,,,,,
505,PT00M33.70S,2025-12-06T02:20:47.3Z,3,REGULAR,substitution,in,[],1630168,,,1610612737,99,91,2025-12-06T02:20:59Z,4990000,False,,,0,,SUB in: O. Okongwu,[1630168],1610612737.0,ATL,,,,,,,,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,
506,PT00M33.70S,2025-12-06T02:20:47.3Z,3,REGULAR,substitution,in,[],1630700,,,1610612737,99,91,2025-12-06T02:20:59Z,5000000,False,,,0,,SUB in: D. Daniels,[1630700],1610612737.0,ATL,,,,,,,,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,
507,PT00M33.70S,2025-12-06T02:20:47.3Z,3,REGULAR,substitution,in,[],1627750,,,1610612737,99,91,2025-12-06T02:20:59Z,5010000,False,,,0,,SUB in: J. Murray,[1627750],1610612743.0,DEN,,,,,,,,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,
508,PT00M33.70S,2025-12-06T02:21:10.2Z,3,REGULAR,freethrow,2 of 2,[],1628379,,,1610612737,100,91,2025-12-06T02:21:10Z,5020000,False,,,0,,L. Kennard Free Throw 2 of 2 (2 PTS),[1628379],1610612737.0,ATL,,,,,,,,,,Made,Kennard,L. Kennard,,,,,2.0,,,,,,,,,,,,,,
509,PT00M22.10S,2025-12-06T02:21:27.2Z,3,REGULAR,3pt,Jump Shot,[],203501,11.514454664914586,4.411764705882353,1610612743,100,94,2025-12-06T02:21:34Z,5030000,False,228.0,56.0,1,left,T. Hardaway Jr. 3PT  (11 PTS) (N. Jokić 7 AST),"[203501, 203999]",1610612743.0,DEN,,,,,,,Right Corner 3,24+ Right,23.46,Made,Hardaway Jr.,T. Hardaway Jr.,,,,,11.0,N. Jokić,203999.0,7.0,,,,,,,,,,,
511,PT00M02.90S,2025-12-06T02:21:48.7Z,3,REGULAR,3pt,Jump Shot,[],1630249,96.27135348226018,4.411764705882353,1610612737,103,94,2025-12-06T02:21:53Z,5050000,False,-228.0,-17.0,1,right,V. Krejčí 3PT  (15 PTS) (D. Daniels 5 AST),"[1630249, 1630700]",1610612737.0,ATL,,,,,,,Left Corner 3,24+ Left,22.86,Made,Krejčí,V. Krejčí,,,,,15.0,D. Daniels,1630700.0,5.0,,,,,,,,,,,
