actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,jumpBallRecoverdPersonId
84,PT04M42.00S,2025-12-06T00:53:42.5Z,1,REGULAR,rebound,defensive,[],1630552,,,1610612737,23,15,2025-12-06T00:53:44Z,840000,False,,,0,,J. Johnson REBOUND (Off:0 Def:3),[1630552],1610612737.0,ATL,,,,,,,Above the Break 3,24+ Right Center,,,Johnson,J. Johnson,83.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
85,PT04M35.00S,2025-12-06T00:53:50.3Z,1,REGULAR,3pt,Jump Shot,[],1630552,30.042706964520367,66.91176470588235,1610612737,26,15,2025-12-06T00:53:57Z,850000,False,-85.0,230.0,1,left,J. Johnson 24' 3PT pullup (5 PTS),[1630552],1610612737.0,ATL,pullup,,,,,,Above the Break 3,24+ Left Center,24.5,Made,Johnson,J. Johnson,,,,,5.0,,,,,,,,,,,,,,
86,PT04M18.00S,2025-12-06T00:54:06.5Z,1,REGULAR,3pt,Jump Shot,[],203999,66.70499342969777,54.41176470588235,1610612743,26,15,2025-12-06T00:54:11Z,860000,False,22.0,260.0,1,right,MISS N. Jokić 26' 3PT,[203999],1610612743.0,DEN,,,,,,,Above the Break 3,24+ Center,26.14,Missed,Jokić,N. Jokić,,,,,,,,,,,,,,,,,,,
87,PT04M15.00S,2025-12-06T00:54:09.5Z,1,REGULAR,rebound,defensive,[],1642258,,,1610612737,26,15,2025-12-06T00:54:11Z,870000,False,,,0,,Z. Risacher REBOUND (Off:0 Def:1),[1642258],1610612737.0,ATL,,,,,,,Above the Break 3,24+ Center,,,Risacher,Z. Risacher,86.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
88,PT04M10.00S,2025-12-06T00:54:15.2Z,1,REGULAR,3pt,Jump Shot,[],1630168,5.469776609724048,5.147058823529411,1610612737,29,15,2025-12-06T01:02:57Z,880000,False,224.0,-1.0,1,left,O. Okongwu 3PT  (9 PTS) (J. Johnson 6 AST),"[1630168, 1630552]",1610612737.0,ATL,,,,,,,Right Corner 3,24+ Right,22.43,Made,Okongwu,O. Okongwu,,,,,9.0,J. Johnson,1630552.0,6.0,,,,,,,,,,,
90,PT04M09.00S,2025-12-06T00:54:21.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,29,15,2025-12-06T00:54:21Z,900000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M09.00S,2025-12-06T00:56:09.3Z,1,REGULAR,substitution,out,[],1629638,,,1610612743,29,15,2025-12-06T00:57:01Z,910000,False,,,0,,SUB out: N. Alexander-Walker,[1629638],1610612737.0,ATL,,,,,,,,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,
92,PT04M09.00S,2025-12-06T00:56:09.3Z,1,REGULAR,substitution,out,[],1642258,,,1610612743,29,15,2025-12-06T00:57:01Z,920000,False,,,0,,SUB out: Z. Risacher,[1642258],1610612737.0,ATL,,,,,,,,,,,Risacher,Z. Risacher,,,,,,,,,,,,,,,,,,,
93,PT04M09.00S,2025-12-06T00:56:09.3Z,1,REGULAR,substitution,out,[],1630168,,,1610612743,29,15,2025-12-06T00:57:01Z,930000,False,,,0,,SUB out: O. Okongwu,[1630168],1610612737.0,ATL,,,,,,,,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,
94,PT04M09.00S,2025-12-06T00:56:09.3Z,1,REGULAR,substitution,out,[],1642461,,,1610612743,29,15,2025-12-06T00:57:01Z,940000,False,,,0,,SUB out: S. Jones,[1642461],1610612743.0,DEN,,,,,,,,,,,Jones,S. Jones,,,,,,,,,,,,,,,,,,,
95,PT04M09.00S,2025-12-06T00:56:09.3Z,1,REGULAR,substitution,in,[],204001,,,1610612743,29,15,2025-12-06T00:57:01Z,950000,False,,,0,,SUB in: K. Porziņģis,[204001],1610612737.0,ATL,,,,,,,,,,,Porziņģis,K. Porziņģis,,,,,,,,,,,,,,,,,,,
96,PT04M09.00S,2025-12-06T00:56:09.3Z,1,REGULAR,substitution,in,[],1630249,,,1610612743,29,15,2025-12-06T00:57:01Z,960000,False,,,0,,SUB in: V. Krejčí,[1630249],1610612737.0,ATL,,,,,,,,,,,Krejčí,V. Krejčí,,,,,,,,,,,,,,,,,,,
97,PT04M09.00S,2025-12-06T00:56:09.3Z,1,REGULAR,substitution,in,[],1628379,,,1610612743,29,15,2025-12-06T00:57:01Z,970000,False,,,0,,SUB in: L. Kennard,[1628379],1610612737.0,ATL,,,,,,,,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,
98,PT04M09.00S,2025-12-06T00:56:09.3Z,1,REGULAR,substitution,in,[],1628971,,,1610612743,29,15,2025-12-06T00:57:01Z,980000,False,,,0,,SUB in: B. Brown,[1628971],1610612743.0,DEN,,,,,,,,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,
99,PT03M57.00S,2025-12-06T00:57:23.2Z,1,REGULAR,3pt,Jump Shot,[],203501,69.46452036793693,72.54901960784314,1610612743,29,18,2025-12-06T00:57:29Z,990000,False,113.0,235.0,1,right,T. Hardaway Jr. 26' 3PT  (3 PTS) (N. Jokić 3 AST),"[203501, 203999]",1610612743.0,DEN,,,,,,,Above the Break 3,24+ Right Center,26.02,Made,Hardaway Jr.,T. Hardaway Jr.,,,,,3.0,N. Jokić,203999.0,3.0,,,,,,,,,,,
101,PT03M37.00S,2025-12-06T00:57:43.5Z,1,REGULAR,3pt,Jump Shot,[],1630249,5.469776609724048,4.901960784313726,1610612737,32,18,2025-12-06T00:57:48Z,1010000,False,225.0,-1.0,1,left,V. Krejčí 3PT  (3 PTS) (D. Daniels 2 AST),"[1630249, 1630700]",1610612737.0,ATL,,,,,,,Right Corner 3,24+ Right,22.55,Made,Krejčí,V. Krejčí,,,,,3.0,D. Daniels,1630700.0,2.0,,,,,,,,,,,
103,PT03M20.00S,2025-12-06T00:58:00.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631212,93.24901445466492,54.166666666666664,1610612743,32,18,2025-12-06T00:58:08Z,1030000,False,21.0,11.0,1,right,MISS P. Watson cutting DUNK,[1631212],1610612743.0,DEN,cutting,,,,,,Restricted Area,0-8 Center,2.35,Missed,Watson,P. Watson,,,,,,,,,,,,,,,,,,,
104,PT03M18.00S,2025-12-06T00:58:02.2Z,1,REGULAR,rebound,defensive,[],1630552,,,1610612737,32,18,2025-12-06T00:58:08Z,1040000,False,,,0,,J. Johnson REBOUND (Off:0 Def:4),[1630552],1610612737.0,ATL,,,,,,,Restricted Area,0-8 Center,,,Johnson,J. Johnson,103.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
105,PT03M11.00S,2025-12-06T00:58:09.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630700,5.206964520367937,49.01960784313725,1610612737,34,18,2025-12-06T00:58:14Z,1050000,False,5.0,-4.0,1,left,D. Daniels Layup (9 PTS) (V. Krejčí 1 AST),"[1630700, 1630249]",1610612737.0,ATL,,,,,,,Restricted Area,0-8 Center,0.61,Made,Daniels,D. Daniels,,,,,9.0,V. Krejčí,1630249.0,1.0,,,,,,,,,,,
107,PT03M03.00S,2025-12-06T00:58:24.1Z,1,REGULAR,foul,personal,[],1628379,,,1610612743,34,18,2025-12-06T01:09:35Z,1070000,False,,,0,,L. Kennard personal FOUL (1 PF),"[1628379, 203501]",1610612737.0,ATL,,,,,,,In The Paint (Non-RA),0-8 Center,,,Kennard,L. Kennard,,,,,,,,,1162.0,,,,1.0,0.0,Hardaway Jr.,203501.0,,,
109,PT03M03.00S,2025-12-06T00:58:32.6Z,1,REGULAR,substitution,out,[],1630552,,,1610612743,34,18,2025-12-06T00:58:42Z,1090000,False,,,0,,SUB out: J. Johnson,[1630552],1610612737.0,ATL,,,,,,,,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,
110,PT03M03.00S,2025-12-06T00:58:32.6Z,1,REGULAR,substitution,out,[],1630700,,,1610612743,34,18,2025-12-06T00:58:42Z,1100000,False,,,0,,SUB out: D. Daniels,[1630700],1610612737.0,ATL,,,,,,,,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,
111,PT03M03.00S,2025-12-06T00:58:32.6Z,1,REGULAR,substitution,in,[],1630811,,,1610612743,34,18,2025-12-06T00:58:42Z,1110000,False,,,0,,SUB in: K. Wallace,[1630811],1610612737.0,ATL,,,,,,,,,,,Wallace,K. Wallace,,,,,,,,,,,,,,,,,,,
112,PT03M03.00S,2025-12-06T00:58:32.6Z,1,REGULAR,substitution,in,[],1631243,,,1610612743,34,18,2025-12-06T00:58:42Z,1120000,False,,,0,,SUB in: M. Gueye,[1631243],1610612737.0,ATL,,,,,,,,,,,Gueye,M. Gueye,,,,,,,,,,,,,,,,,,,
113,PT02M55.00S,2025-12-06T00:58:48.7Z,1,REGULAR,3pt,Jump Shot,[],203999,66.96780551905388,49.01960784313725,1610612743,34,18,2025-12-06T00:58:53Z,1130000,False,-5.0,258.0,1,right,MISS N. Jokić 25' 3PT,[203999],1610612743.0,DEN,,,,,,,Above the Break 3,24+ Center,25.8,Missed,Jokić,N. Jokić,,,,,,,,,,,,,,,,,,,
114,PT02M52.00S,2025-12-06T00:58:51.7Z,1,REGULAR,rebound,defensive,[],1630811,,,1610612737,34,18,2025-12-06T00:58:53Z,1140000,False,,,0,,K. Wallace REBOUND (Off:0 Def:1),[1630811],1610612737.0,ATL,,,,,,,Above the Break 3,24+ Center,,,Wallace,K. Wallace,113.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
115,PT02M39.00S,2025-12-06T00:59:04.6Z,1,REGULAR,3pt,Jump Shot,[],1628379,6.1268068331143235,97.30392156862744,1610612737,34,18,2025-12-06T00:59:10Z,1150000,False,-237.0,5.0,1,left,MISS L. Kennard 3PT,[1628379],1610612737.0,ATL,,,,,,,Left Corner 3,24+ Left,23.66,Missed,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,
116,PT02M35.00S,2025-12-06T00:59:08.6Z,1,REGULAR,rebound,defensive,[],1631212,,,1610612743,34,18,2025-12-06T00:59:10Z,1160000,False,,,0,,P. Watson REBOUND (Off:0 Def:1),[1631212],1610612743.0,DEN,,,,,,,Left Corner 3,24+ Left,,,Watson,P. Watson,115.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
117,PT02M23.00S,2025-12-06T00:59:20.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627750,89.17542706964521,49.26470588235294,1610612743,34,18,2025-12-06T00:59:27Z,1170000,False,-4.0,49.0,1,right,MISS J. Murray cutting Layup,[1627750],1610612743.0,DEN,cutting,,,,,,In The Paint (Non-RA),0-8 Center,4.94,Missed,Murray,J. Murray,,,,,,,,,,,,,,,,,,,
118,PT02M20.00S,2025-12-06T00:59:24.0Z,1,REGULAR,rebound,defensive,[],1631243,,,1610612737,34,18,2025-12-06T00:59:24Z,1180000,False,,,0,,M. Gueye REBOUND (Off:0 Def:1),[1631243],1610612737.0,ATL,,,,,,,In The Paint (Non-RA),0-8 Center,,,Gueye,M. Gueye,117.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
120,PT02M10.00S,2025-12-06T01:00:07.4Z,1,REGULAR,timeout,challenge,['team'],0,,,1610612737,34,18,2025-12-06T01:02:31Z,1200000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M10.00S,2025-12-06T01:01:02.3Z,1,REGULAR,foul,personal,[],1628971,,,1610612737,34,18,2025-12-06T01:01:10Z,1220000,False,,,0,,B. Brown personal FOUL (1 PF),"[1628971, 1628379]",1610612743.0,DEN,,,,,,,Restricted Area,0-8 Center,,,Brown,B. Brown,,,,,,,,,1162.0,,,,1.0,0.0,Kennard,1628379.0,,,
125,PT02M10.00S,2025-12-06T01:01:19.6Z,1,REGULAR,substitution,out,[],1631212,,,1610612737,34,18,2025-12-06T01:01:30Z,1250000,False,,,0,,SUB out: P. Watson,[1631212],1610612743.0,DEN,,,,,,,,,,,Watson,P. Watson,,,,,,,,,,,,,,,,,,,
126,PT02M10.00S,2025-12-06T01:01:19.6Z,1,REGULAR,substitution,out,[],1627750,,,1610612737,34,18,2025-12-06T01:01:30Z,1260000,False,,,0,,SUB out: J. Murray,[1627750],1610612743.0,DEN,,,,,,,,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,
127,PT02M10.00S,2025-12-06T01:01:19.6Z,1,REGULAR,substitution,in,[],1629661,,,1610612737,34,18,2025-12-06T01:01:30Z,1270000,False,,,0,,SUB in: C. Johnson,[1629661],1610612743.0,DEN,,,,,,,,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,
128,PT02M10.00S,2025-12-06T01:01:19.6Z,1,REGULAR,substitution,in,[],1630192,,,1610612737,34,18,2025-12-06T01:01:30Z,1280000,False,,,0,,SUB in: Z. Nnaji,[1630192],1610612743.0,DEN,,,,,,,,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,,,,,
129,PT02M01.00S,2025-12-06T01:01:36.9Z,1,REGULAR,3pt,Jump Shot,[],204001,28.203022339027594,21.813725490196077,1610612737,37,18,2025-12-06T01:01:41Z,1290000,False,141.0,213.0,1,left,K. Porziņģis 25' 3PT  (3 PTS) (K. Wallace 1 AST),"[204001, 1630811]",1610612737.0,ATL,,,,,,,Above the Break 3,24+ Right Center,25.51,Made,Porziņģis,K. Porziņģis,,,,,3.0,K. Wallace,1630811.0,1.0,,,,,,,,,,,
131,PT01M54.00S,2025-12-06T01:01:44.0Z,1,REGULAR,2pt,Jump Shot,[],203501,72.48685939553219,43.13725490196079,1610612743,37,20,2025-12-06T01:10:15Z,1310000,False,-34.0,206.0,1,right,T. Hardaway Jr. 20' pullup Jump Shot (5 PTS),[203501],1610612743.0,DEN,pullup,,,,,,Mid-Range,16-24 Center,20.89,Made,Hardaway Jr.,T. Hardaway Jr.,,,,,5.0,,,,,,,,,,,,,,
132,PT01M45.00S,2025-12-06T01:01:52.3Z,1,REGULAR,3pt,Jump Shot,[],204001,30.831143232588698,36.76470588235294,1610612737,37,20,2025-12-06T01:02:04Z,1320000,False,66.0,237.0,1,left,MISS K. Porziņģis 24' 3PT,[204001],1610612737.0,ATL,,,,,,,Above the Break 3,24+ Center,24.64,Missed,Porziņģis,K. Porziņģis,,,,,,,,,,,,,,,,,,,
133,PT01M40.00S,2025-12-06T01:01:57.3Z,1,REGULAR,rebound,defensive,[],203501,,,1610612743,37,20,2025-12-06T01:02:04Z,1330000,False,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:2),[203501],1610612743.0,DEN,,,,,,,Above the Break 3,24+ Center,,,Hardaway Jr.,T. Hardaway Jr.,132.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
134,PT01M34.00S,2025-12-06T01:02:03.7Z,1,REGULAR,3pt,Jump Shot,[],203999,65.78515111695138,48.28431372549019,1610612743,37,20,2025-12-06T01:02:07Z,1340000,False,-9.0,269.0,1,right,MISS N. Jokić 26' 3PT,[203999],1610612743.0,DEN,,,,,,,Above the Break 3,24+ Center,26.92,Missed,Jokić,N. Jokić,,,,,,,,,,,,,,,,,,,
135,PT01M32.00S,2025-12-06T01:02:05.7Z,1,REGULAR,rebound,defensive,[],1630249,,,1610612737,37,20,2025-12-06T01:02:07Z,1350000,False,,,0,,V. Krejčí REBOUND (Off:0 Def:1),[1630249],1610612737.0,ATL,,,,,,,Above the Break 3,24+ Center,,,Krejčí,V. Krejčí,134.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
136,PT01M23.00S,2025-12-06T01:02:14.8Z,1,REGULAR,2pt,Jump Shot,[],204001,10.85742444152431,71.32352941176471,1610612737,39,20,2025-12-06T03:36:07Z,1360000,False,-107.0,50.0,1,left,K. Porziņģis 11' fadeaway bank Jump Shot (5 PTS) (K. Wallace 2 AST),"[204001, 1630811]",1610612737.0,ATL,fadeaway bank,,,,,,Mid-Range,8-16 Left,11.76,Made,Porziņģis,K. Porziņģis,,,,,5.0,K. Wallace,1630811.0,2.0,,,,,,,,,,,
167,PT01M02.00S,2025-12-06T01:02:49.3Z,1,REGULAR,2pt,Jump Shot,[],203999,92.19776609724047,29.65686274509804,1610612743,39,20,2025-12-06T01:12:32Z,1375000,False,-102.0,21.0,1,right,MISS N. Jokić 10' turnaround Shot - blocked,"[203999, 204001]",1610612743.0,DEN,turnaround,,,,,,Mid-Range,8-16 Left,10.38,Missed,Jokić,N. Jokić,,,,,,,,,,,,,,,,,Porziņģis,204001.0,
168,PT01M02.00S,2025-12-06T01:02:49.3Z,1,REGULAR,block,,[],204001,,,1610612743,39,20,2025-12-06T01:10:43Z,1377500,False,,,0,,K. Porziņģis BLOCK (1 BLK),[204001],1610612737.0,ATL,,,,,,,Mid-Range,8-16 Left,,,Porziņģis,K. Porziņģis,,,,,,,,,,,,,,,,,,,
169,PT01M00.00S,2025-12-06T01:02:51.4Z,1,REGULAR,rebound,offensive,[],203999,,,1610612743,39,20,2025-12-06T01:12:32Z,1378750,False,,,0,,N. Jokić REBOUND (Off:2 Def:1),[203999],1610612743.0,DEN,,,,,,,Mid-Range,8-16 Left,,,Jokić,N. Jokić,167.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
138,PT00M57.00S,2025-12-06T01:02:49.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628971,92.19776609724047,97.54901960784314,1610612743,39,23,2025-12-06T01:12:50Z,1380000,False,238.0,21.0,1,right,B. Brown 3PT  (3 PTS) (C. Johnson 1 AST),"[1628971, 1629661]",1610612743.0,DEN,,,,,,,Right Corner 3,24+ Right,23.86,Made,Brown,B. Brown,,,,,3.0,C. Johnson,1629661.0,1.0,,,,,,,,,,,
141,PT00M42.00S,2025-12-06T01:03:16.6Z,1,REGULAR,3pt,Jump Shot,[],1630811,26.10052562417871,18.627450980392158,1610612737,39,23,2025-12-06T01:03:22Z,1410000,False,157.0,193.0,1,left,MISS K. Wallace 24' 3PT,[1630811],1610612737.0,ATL,,,,,,,Above the Break 3,24+ Right Center,24.86,Missed,Wallace,K. Wallace,,,,,,,,,,,,,,,,,,,
142,PT00M39.40S,2025-12-06T01:03:19.2Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612743,39,23,2025-12-06T01:03:22Z,1420000,False,,,0,,TEAM defensive REBOUND,[],1610612743.0,DEN,,,,,,,Above the Break 3,24+ Right Center,,,,,141.0,,,,,,,,,,,,,,,,,,
144,PT00M35.20S,2025-12-06T01:03:38.4Z,1,REGULAR,3pt,Jump Shot,[],203501,69.07030223390277,27.696078431372552,1610612743,39,23,2025-12-06T01:03:42Z,1440000,False,-112.0,238.0,1,right,MISS T. Hardaway Jr. 26' 3PT,[203501],1610612743.0,DEN,,,,,,,Above the Break 3,24+ Left Center,26.3,Missed,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,
145,PT00M32.40S,2025-12-06T01:03:41.2Z,1,REGULAR,rebound,defensive,[],204001,,,1610612737,39,23,2025-12-06T01:03:42Z,1450000,False,,,0,,K. Porziņģis REBOUND (Off:0 Def:1),[204001],1610612737.0,ATL,,,,,,,Above the Break 3,24+ Left Center,,,Porziņģis,K. Porziņģis,144.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
146,PT00M13.40S,2025-12-06T01:04:00.3Z,1,REGULAR,2pt,Jump Shot,[],204001,18.2161629434954,71.81372549019608,1610612737,41,23,2025-12-06T01:04:06Z,1460000,False,-109.0,119.0,1,left,K. Porziņģis 16' step back Jump Shot (7 PTS) (K. Wallace 3 AST),"[204001, 1630811]",1610612737.0,ATL,step back,,,,,,Mid-Range,16-24 Left Center,16.12,Made,Porziņģis,K. Porziņģis,,,,,7.0,K. Wallace,1630811.0,3.0,,,,,,,,,,,
150,PT00M02.10S,2025-12-06T01:04:52.8Z,1,REGULAR,timeout,full,['team'],0,,,1610612743,41,23,2025-12-06T01:04:52Z,1500000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT00M02.10S,2025-12-06T01:07:19.0Z,1,REGULAR,2pt,Jump Shot,[],203999,75.77201051248358,72.05882352941177,1610612743,41,23,2025-12-06T01:14:28Z,1520000,False,110.0,175.0,1,right,MISS N. Jokić 20' pullup Shot - blocked,"[203999, 204001]",1610612743.0,DEN,pullup,,,,,,Mid-Range,16-24 Right Center,20.7,Missed,Jokić,N. Jokić,,,,,,,,,,,,,,,,,Porziņģis,204001.0,
154,PT00M02.10S,2025-12-06T01:07:19.0Z,1,REGULAR,block,,[],204001,,,1610612743,41,23,2025-12-06T01:07:22Z,1530000,False,,,0,,K. Porziņģis BLOCK (2 BLK),[204001],1610612737.0,ATL,,,,,,,Mid-Range,16-24 Right Center,,,Porziņģis,K. Porziņģis,,,,,,,,,,,,,,,,,,,
158,PT00M02.10S,2025-12-06T01:07:19.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612743,41,23,2025-12-06T01:07:46Z,1540000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,Mid-Range,16-24 Right Center,,,,,153.0,,,,,,,,,,,,,,,,,,
155,PT00M02.10S,2025-12-06T01:07:44.7Z,1,REGULAR,jumpball,recovered,[],203501,,,1610612743,41,23,2025-12-06T01:09:08Z,1550000,False,,,0,,Jump Ball N. Jokić vs. K. Porziņģis: Tip to T. Hardaway Jr.,"[203501, 203999, 204001]",1610612743.0,DEN,heldball,T. Hardaway Jr.,Jokić,203999.0,Porziņģis,204001.0,,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,203501.0
161,PT00M00.00S,2025-12-06T01:07:49.8Z,1,REGULAR,period,end,[],0,,,1610612743,41,23,2025-12-06T01:07:49Z,1600000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2025-12-06T01:09:49.8Z,2,REGULAR,substitution,out,['startperiod'],204001,,,1610612743,41,23,2025-12-06T01:10:23Z,1610000,False,,,0,,SUB out: K. Porziņģis,[204001],1610612737.0,ATL,,,,,,,,,,,Porziņģis,K. Porziņģis,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2025-12-06T01:09:49.8Z,2,REGULAR,substitution,out,['startperiod'],203999,,,1610612743,41,23,2025-12-06T01:10:23Z,1620000,False,,,0,,SUB out: N. Jokić,[203999],1610612743.0,DEN,,,,,,,,,,,Jokić,N. Jokić,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2025-12-06T01:09:49.8Z,2,REGULAR,substitution,in,['startperiod'],1630168,,,1610612743,41,23,2025-12-06T01:10:23Z,1630000,False,,,0,,SUB in: O. Okongwu,[1630168],1610612737.0,ATL,,,,,,,,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2025-12-06T01:09:49.8Z,2,REGULAR,substitution,in,['startperiod'],202685,,,1610612743,41,23,2025-12-06T01:10:23Z,1640000,False,,,0,,SUB in: J. Valančiūnas,[202685],1610612743.0,DEN,,,,,,,,,,,Valančiūnas,J. Valančiūnas,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2025-12-06T01:10:33.4Z,2,REGULAR,period,start,[],0,,,1610612737,41,23,2025-12-06T01:10:33Z,1650000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT11M40.00S,2025-12-06T01:10:52.5Z,2,REGULAR,3pt,Jump Shot,[],1631243,5.338370565045992,96.32352941176471,1610612737,41,23,2025-12-06T01:10:57Z,1660000,False,-232.0,-2.0,1,left,MISS M. Gueye 3PT,[1631243],1610612737.0,ATL,,,,,,,Left Corner 3,24+ Left,23.16,Missed,Gueye,M. Gueye,,,,,,,,,,,,,,,,,,,
171,PT11M37.00S,2025-12-06T01:10:55.5Z,2,REGULAR,rebound,defensive,[],1628971,,,1610612743,41,23,2025-12-06T01:10:57Z,1670000,False,,,0,,B. Brown REBOUND (Off:0 Def:1),[1628971],1610612743.0,DEN,,,,,,,Left Corner 3,24+ Left,,,Brown,B. Brown,170.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
172,PT11M25.00S,2025-12-06T01:11:09.4Z,2,REGULAR,foul,personal,['2freethrow'],1628379,,,1610612743,41,23,2025-12-06T01:11:20Z,1680000,False,,,0,,L. Kennard shooting personal FOUL (2 PF) (Hardaway Jr. 2 FT),"[1628379, 203501]",1610612737.0,ATL,shooting,,,,,,Mid-Range,16-24 Left Center,,,Kennard,L. Kennard,,,,,,,,,1162.0,,,,2.0,0.0,Hardaway Jr.,203501.0,,,
174,PT11M25.00S,2025-12-06T01:11:37.9Z,2,REGULAR,freethrow,1 of 2,[],203501,,,1610612743,41,24,2025-12-06T01:11:53Z,1700000,False,,,0,,T. Hardaway Jr. Free Throw 1 of 2 (6 PTS),[203501],1610612743.0,DEN,,,,,,,,,,Made,Hardaway Jr.,T. Hardaway Jr.,,,,,6.0,,,,,,,,,,,,,,
175,PT11M25.00S,2025-12-06T01:11:37.9Z,2,REGULAR,freethrow,2 of 2,[],203501,,,1610612743,41,24,2025-12-06T01:11:53Z,1710000,False,,,0,,MISS T. Hardaway Jr. Free Throw 2 of 2,[203501],1610612743.0,DEN,,,,,,,,,,Missed,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,
176,PT11M22.00S,2025-12-06T01:11:40.9Z,2,REGULAR,rebound,defensive,[],1630811,,,1610612737,41,24,2025-12-06T01:11:53Z,1720000,False,,,0,,K. Wallace REBOUND (Off:0 Def:2),[1630811],1610612737.0,ATL,,,,,,,,,,,Wallace,K. Wallace,175.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
177,PT11M10.00S,2025-12-06T01:12:03.8Z,2,REGULAR,3pt,Jump Shot,[],1630249,23.209592641261498,86.51960784313727,1610612737,44,24,2025-12-06T01:12:08Z,1730000,False,-183.0,166.0,1,left,V. Krejčí 24' 3PT  (6 PTS) (O. Okongwu 2 AST),"[1630249, 1630168]",1610612737.0,ATL,,,,,,,Above the Break 3,24+ Left Center,24.66,Made,Krejčí,V. Krejčí,,,,,6.0,O. Okongwu,1630168.0,2.0,,,,,,,,,,,
179,PT10M54.00S,2025-12-06T01:12:19.9Z,2,REGULAR,foul,personal,['3freethrow'],1630249,,,1610612743,44,24,2025-12-06T01:12:48Z,1750000,False,,,0,,V. Krejčí shooting personal FOUL (1 PF) (Hardaway Jr. 3 FT),"[1630249, 203501]",1610612737.0,ATL,shooting,,,,,,Above the Break 3,24+ Center,,,Krejčí,V. Krejčí,,,,,,,,,1162.0,,,,1.0,0.0,Hardaway Jr.,203501.0,,,
