actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
336,PT00M35.30S,2025-12-20T01:31:11.0Z,2,REGULAR,3pt,Jump Shot,[],1630170,29.517082785808146,21.568627450980394,1610612759,44,66,2025-12-20T01:31:17Z,3290000,False,142.0,225.0,1,left,MISS D. Vassell 26' 3PT,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Right Center,26.62,Missed,,,,,,,,,,,,,,,,,,
337,PT00M32.00S,2025-12-20T01:31:14.3Z,2,REGULAR,rebound,defensive,[],1630552,,,1610612737,44,66,2025-12-20T01:31:17Z,3300000,False,,,0,,J. Johnson REBOUND (Off:2 Def:5),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Right Center,,,,,,,,336.0,7.0,5.0,2.0,,,,,,,,,
338,PT00M17.90S,2025-12-20T01:31:28.2Z,2,REGULAR,turnover,bad pass,[],1630552,,,1610612737,44,66,2025-12-20T01:31:33Z,3310000,False,,,0,,J. Johnson bad pass TURNOVER (4 TO),"[1630552, 1630322]",1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),8-16 Right,,,,,4.0,Waters III,1630322.0,,,,,,,,,,,,,
339,PT00M17.90S,2025-12-20T01:31:28.2Z,2,REGULAR,steal,,[],1630322,,,1610612759,44,66,2025-12-20T01:31:30Z,3320000,False,,,0,,L. Waters III STEAL (1 STL),[1630322],1610612759.0,SAS,,,,Waters III,L. Waters III,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
340,PT00M14.50S,2025-12-20T01:31:32.2Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203084,5.469776609724048,51.9607843137255,1610612759,44,68,2025-12-20T01:31:37Z,3330000,False,-10.0,-1.0,1,left,H. Barnes running DUNK (5 PTS),[203084],1610612759.0,SAS,running,,,Barnes,H. Barnes,,,,,Restricted Area,0-8 Center,0.99,Made,5.0,,,,,,,,,,,,,,,,,
341,PT00M01.30S,2025-12-20T01:31:50.3Z,2,REGULAR,2pt,Jump Shot,[],1630552,89.56964520367937,75.98039215686273,1610612737,44,68,2025-12-20T01:32:00Z,3340000,False,130.0,46.0,1,right,MISS J. Johnson 13' pullup bank Shot,[1630552],1610612737.0,ATL,pullup bank,,,Johnson,J. Johnson,,,,,Mid-Range,8-16 Right,13.76,Missed,,,,,,,,,,,,,,,,,,
342,PT00M00.70S,2025-12-20T01:31:50.9Z,2,REGULAR,rebound,defensive,[],1628436,,,1610612759,44,68,2025-12-20T01:32:08Z,3350000,False,,,0,,L. Kornet REBOUND (Off:4 Def:5),[1628436],1610612759.0,SAS,,,,Kornet,L. Kornet,,,,,Mid-Range,8-16 Right,,,,,,,,341.0,9.0,5.0,4.0,,,,,,,,,
343,PT00M00.00S,2025-12-20T01:31:54.4Z,2,REGULAR,period,end,[],0,,,1610612759,44,68,2025-12-20T01:31:54Z,3360000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,PT12M00.00S,2025-12-20T01:46:03.6Z,3,REGULAR,substitution,out,['startperiod'],1630322,,,1610612759,44,68,2025-12-20T01:47:01Z,3370000,False,,,0,,SUB out: L. Waters III,[1630322],1610612759.0,SAS,,,,Waters III,L. Waters III,,,,,,,,,,,,,,,,,,,,,,,,,,
345,PT12M00.00S,2025-12-20T01:46:03.6Z,3,REGULAR,substitution,out,['startperiod'],1642844,,,1610612759,44,68,2025-12-20T01:47:01Z,3380000,False,,,0,,SUB out: D. Harper,[1642844],1610612759.0,SAS,,,,Harper,D. Harper,,,,,,,,,,,,,,,,,,,,,,,,,,
346,PT12M00.00S,2025-12-20T01:46:03.6Z,3,REGULAR,substitution,in,['startperiod'],1642264,,,1610612759,44,68,2025-12-20T01:47:01Z,3390000,False,,,0,,SUB in: S. Castle,[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,,,,,,,,,,,,,,,,,,,,,,
347,PT12M00.00S,2025-12-20T01:46:03.6Z,3,REGULAR,substitution,in,['startperiod'],1628368,,,1610612759,44,68,2025-12-20T01:47:01Z,3400000,False,,,0,,SUB in: D. Fox,[1628368],1610612759.0,SAS,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
348,PT12M00.00S,2025-12-20T01:47:08.8Z,3,REGULAR,period,start,[],0,,,1610612737,44,68,2025-12-20T01:47:08Z,3410000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,PT11M47.00S,2025-12-20T01:47:21.3Z,3,REGULAR,3pt,Jump Shot,[],1630700,23.73521681997372,12.5,1610612737,44,68,2025-12-20T01:47:29Z,3420000,False,188.0,171.0,1,left,MISS D. Daniels 25' 3PT,[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Right Center,25.35,Missed,,,,,,,,,,,,,,,,,,
350,PT11M44.00S,2025-12-20T01:47:24.3Z,3,REGULAR,rebound,offensive,[],1642258,,,1610612737,44,68,2025-12-20T01:47:29Z,3430000,False,,,0,,Z. Risacher REBOUND (Off:1 Def:2),[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Above the Break 3,24+ Right Center,,,,,,,,349.0,3.0,2.0,1.0,,,,,,,,,
351,PT11M40.00S,2025-12-20T01:47:27.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629638,5.338370565045992,50.245098039215684,1610612737,46,68,2025-12-20T01:47:33Z,3440000,False,-1.0,-2.0,1,left,N. Alexander-Walker driving Layup (13 PTS) (Z. Risacher 1 AST),"[1629638, 1642258]",1610612737.0,ATL,driving,,,Alexander-Walker,N. Alexander-Walker,,,,,Restricted Area,0-8 Center,0.26,Made,13.0,,,,,,,,,Z. Risacher,1642258.0,1.0,,,,,,
353,PT11M40.00S,2025-12-20T01:47:34.8Z,3,REGULAR,foul,personal,['1freethrow'],1628436,,,1610612737,46,68,2025-12-20T01:47:44Z,3460000,False,,,0,,L. Kornet shooting personal FOUL (3 PF) (Alexander-Walker 1 FT),"[1628436, 1629638]",1610612759.0,SAS,shooting,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,,,,1193.0,,,,,,,,,,,3.0,0.0,Alexander-Walker,1629638.0,,
355,PT11M40.00S,2025-12-20T01:47:54.0Z,3,REGULAR,freethrow,1 of 1,['2ndchance'],1629638,,,1610612737,47,68,2025-12-20T01:47:54Z,3480000,False,,,0,,N. Alexander-Walker Free Throw 1 of 1 (14 PTS),[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
356,PT11M23.00S,2025-12-20T01:48:13.2Z,3,REGULAR,turnover,bad pass,[],1628368,,,1610612759,47,68,2025-12-20T01:48:17Z,3490000,False,,,0,,D. Fox bad pass TURNOVER (1 TO),"[1628368, 1642258]",1610612759.0,SAS,,,,Fox,D. Fox,,,,,Restricted Area,0-8 Center,,,,,1.0,Risacher,1642258.0,,,,,,,,,,,,,
357,PT11M23.00S,2025-12-20T01:48:13.2Z,3,REGULAR,steal,,[],1642258,,,1610612737,47,68,2025-12-20T02:00:35Z,3500000,False,,,0,,Z. Risacher STEAL (2 STL),[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
358,PT11M08.00S,2025-12-20T01:48:29.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630168,4.812746386333772,50.0,1610612737,47,68,2025-12-20T01:48:35Z,3510000,False,0.0,-7.0,1,left,MISS O. Okongwu reverse Layup - blocked,"[1630168, 1628436]",1610612737.0,ATL,reverse,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,0.73,Missed,,,,,,,,,,,,,,,,,Kornet,1628436.0
443,PT11M08.00S,2025-12-20T01:48:29.3Z,3,REGULAR,block,,[],1628436,,,1610612737,47,68,2025-12-20T02:02:07Z,3515000,False,,,0,,L. Kornet BLOCK (1 BLK),[1628436],1610612759.0,SAS,,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
359,PT11M05.00S,2025-12-20T01:48:32.3Z,3,REGULAR,rebound,offensive,[],1630168,,,1610612737,47,68,2025-12-20T02:02:07Z,3520000,False,,,0,,O. Okongwu REBOUND (Off:2 Def:2),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,,,,,,358.0,4.0,2.0,2.0,,,,,,,,,
360,PT11M01.00S,2025-12-20T01:48:35.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1642258,5.206964520367937,51.225490196078425,1610612737,49,68,2025-12-20T01:48:40Z,3530000,False,-6.0,-4.0,1,left,Z. Risacher driving reverse Layup (5 PTS) (O. Okongwu 2 AST),"[1642258, 1630168]",1610612737.0,ATL,driving reverse,,,Risacher,Z. Risacher,,,,,Restricted Area,0-8 Center,0.71,Made,5.0,,,,,,,,,O. Okongwu,1630168.0,2.0,,,,,,
361,PT10M50.00S,2025-12-20T01:48:48.6Z,3,REGULAR,foul,personal,['2freethrow'],1630168,,,1610612759,49,68,2025-12-20T01:49:07Z,3540000,False,,,0,,O. Okongwu shooting personal FOUL (3 PF) (Kornet 2 FT),"[1630168, 1628436]",1610612737.0,ATL,shooting,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,,1193.0,,,,,,,,,,,3.0,0.0,Kornet,1628436.0,,
363,PT10M50.00S,2025-12-20T01:49:13.9Z,3,REGULAR,freethrow,1 of 2,[],1628436,,,1610612759,49,69,2025-12-20T01:49:13Z,3560000,False,,,0,,L. Kornet Free Throw 1 of 2 (7 PTS),[1628436],1610612759.0,SAS,,,,Kornet,L. Kornet,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
364,PT10M50.00S,2025-12-20T01:49:29.2Z,3,REGULAR,freethrow,2 of 2,[],1628436,,,1610612759,49,70,2025-12-20T01:49:29Z,3570000,False,,,0,,L. Kornet Free Throw 2 of 2 (8 PTS),[1628436],1610612759.0,SAS,,,,Kornet,L. Kornet,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
365,PT10M39.00S,2025-12-20T01:49:42.7Z,3,REGULAR,turnover,bad pass,[],1630552,,,1610612737,49,70,2025-12-20T01:49:48Z,3580000,False,,,0,,J. Johnson bad pass TURNOVER (5 TO),"[1630552, 203084]",1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,,5.0,Barnes,203084.0,,,,,,,,,,,,,
366,PT10M39.00S,2025-12-20T01:49:42.7Z,3,REGULAR,steal,,[],203084,,,1610612759,49,70,2025-12-20T01:49:44Z,3590000,False,,,0,,H. Barnes STEAL (1 STL),[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
367,PT10M33.00S,2025-12-20T01:49:48.7Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1628368,92.32917214191852,4.166666666666666,1610612759,49,70,2025-12-20T01:49:54Z,3600000,False,-229.0,20.0,1,right,MISS D. Fox running 3PT,[1628368],1610612759.0,SAS,running,,,Fox,D. Fox,,,,,Left Corner 3,24+ Left,23.0,Missed,,,,,,,,,,,,,,,,,,
368,PT10M30.00S,2025-12-20T01:49:51.7Z,3,REGULAR,rebound,defensive,[],1630168,,,1610612737,49,70,2025-12-20T01:49:54Z,3610000,False,,,0,,O. Okongwu REBOUND (Off:2 Def:3),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Left Corner 3,24+ Left,,,,,,,,367.0,5.0,3.0,2.0,,,,,,,,,
369,PT10M24.00S,2025-12-20T01:49:57.4Z,3,REGULAR,3pt,Jump Shot,[],1630168,30.699737187910642,61.274509803921575,1610612737,49,70,2025-12-20T01:50:02Z,3620000,False,-56.0,236.0,1,left,MISS O. Okongwu 24' 3PT,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Above the Break 3,24+ Center,24.27,Missed,,,,,,,,,,,,,,,,,,
370,PT10M21.00S,2025-12-20T01:50:00.4Z,3,REGULAR,rebound,defensive,[],203084,,,1610612759,49,70,2025-12-20T01:50:02Z,3630000,False,,,0,,H. Barnes REBOUND (Off:0 Def:3),[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,Above the Break 3,24+ Center,,,,,,,,369.0,3.0,3.0,0.0,,,,,,,,,
371,PT10M13.00S,2025-12-20T01:50:09.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630170,80.50262812089356,34.068627450980394,1610612759,49,70,2025-12-20T01:50:16Z,3640000,False,-80.0,131.0,1,right,MISS D. Vassell 15' pullup Shot,[1630170],1610612759.0,SAS,pullup,,,Vassell,D. Vassell,,,,,In The Paint (Non-RA),8-16 Left,15.32,Missed,,,,,,,,,,,,,,,,,,
372,PT10M10.00S,2025-12-20T01:50:12.9Z,3,REGULAR,rebound,defensive,[],1630552,,,1610612737,49,70,2025-12-20T01:50:16Z,3650000,False,,,0,,J. Johnson REBOUND (Off:2 Def:6),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,371.0,8.0,6.0,2.0,,,,,,,,,
373,PT10M06.00S,2025-12-20T01:50:16.4Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1630552,16.507884362680684,43.627450980392155,1610612737,51,70,2025-12-20T01:50:36Z,3660000,False,32.0,103.0,1,left,J. Johnson 10' running pullup Jump Shot (15 PTS),[1630552],1610612737.0,ATL,running pullup,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),8-16 Center,10.75,Made,15.0,,,,,,,,,,,,,,,,,
374,PT10M05.00S,2025-12-20T01:50:21.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,51,70,2025-12-20T01:50:21Z,3670000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,PT09M44.00S,2025-12-20T01:53:31.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,86.5473061760841,51.9607843137255,1610612759,51,72,2025-12-20T01:53:38Z,3680000,False,10.0,74.0,1,right,D. Fox 7' driving floating Jump Shot (6 PTS),[1628368],1610612759.0,SAS,driving floating,,,Fox,D. Fox,,,,,In The Paint (Non-RA),0-8 Center,7.46,Made,6.0,,,,,,,,,,,,,,,,,
376,PT09M34.00S,2025-12-20T01:53:41.6Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1630168,13.091327201051248,47.549019607843135,1610612737,53,72,2025-12-20T01:53:48Z,3690000,False,12.0,71.0,1,left,O. Okongwu 7' turnaround Hook (5 PTS) (D. Daniels 2 AST),"[1630168, 1630700]",1610612737.0,ATL,turnaround,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),0-8 Center,7.17,Made,5.0,,,,,,,,,D. Daniels,1630700.0,2.0,,,,,,
378,PT09M22.00S,2025-12-20T01:53:53.0Z,3,REGULAR,3pt,Jump Shot,[],1630170,91.80354796320631,3.9215686274509802,1610612759,53,72,2025-12-20T01:53:58Z,3710000,False,-230.0,25.0,1,right,MISS D. Vassell 3PT,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Left Corner 3,24+ Left,23.17,Missed,,,,,,,,,,,,,,,,,,
379,PT09M19.00S,2025-12-20T01:53:56.0Z,3,REGULAR,rebound,defensive,[],1630168,,,1610612737,53,72,2025-12-20T01:53:58Z,3720000,False,,,0,,O. Okongwu REBOUND (Off:2 Def:4),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Left Corner 3,24+ Left,,,,,,,,378.0,6.0,4.0,2.0,,,,,,,,,
380,PT09M15.00S,2025-12-20T01:54:00.8Z,3,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1630700,14.273981603153747,45.588235294117645,1610612737,53,72,2025-12-20T02:26:47Z,3730000,False,22.0,82.0,1,left,MISS D. Daniels 8' driving floating Shot,[1630700],1610612737.0,ATL,driving floating,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),8-16 Center,8.46,Missed,,,,,,,,,,,,,,,,,,
381,PT09M11.00S,2025-12-20T01:54:04.8Z,3,REGULAR,rebound,defensive,[],1628368,,,1610612759,53,72,2025-12-20T01:54:12Z,3740000,False,,,0,,D. Fox REBOUND (Off:1 Def:3),[1628368],1610612759.0,SAS,,,,Fox,D. Fox,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,380.0,4.0,3.0,1.0,,,,,,,,,
382,PT09M07.00S,2025-12-20T01:54:08.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1642264,92.9862023653088,50.98039215686274,1610612759,53,74,2025-12-20T01:54:18Z,3750000,False,5.0,13.0,1,right,S. Castle running Layup (12 PTS),[1642264],1610612759.0,SAS,running,,,Castle,S. Castle,,,,,Restricted Area,0-8 Center,1.43,Made,12.0,,,,,,,,,,,,,,,,,
383,PT08M56.00S,2025-12-20T01:54:20.6Z,3,REGULAR,3pt,Jump Shot,[],1629638,17.0335085413929,94.11764705882352,1610612737,56,74,2025-12-20T01:54:25Z,3760000,False,-221.0,108.0,1,left,N. Alexander-Walker 24' 3PT  (17 PTS) (D. Daniels 3 AST),"[1629638, 1630700]",1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,Above the Break 3,24+ Left Center,24.54,Made,17.0,,,,,,,,,D. Daniels,1630700.0,3.0,,,,,,
385,PT08M35.00S,2025-12-20T01:54:44.4Z,3,REGULAR,violation,kicked ball,[],1630552,,,1610612759,56,74,2025-12-20T01:54:48Z,3780000,False,,,0,,J. Johnson kicked ball VIOLATION,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,202041.0,,,,,,,,,,,,,,,,
386,PT08M35.00S,2025-12-20T01:54:48.1Z,3,REGULAR,substitution,out,[],1628436,,,1610612759,56,74,2025-12-20T01:54:52Z,3790000,False,,,0,,SUB out: L. Kornet,[1628436],1610612759.0,SAS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
387,PT08M35.00S,2025-12-20T01:54:48.1Z,3,REGULAR,substitution,in,[],1641705,,,1610612759,56,74,2025-12-20T01:54:52Z,3800000,False,,,0,,SUB in: V. Wembanyama,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,,,,,,,,,
388,PT08M29.00S,2025-12-20T01:55:08.6Z,3,REGULAR,foul,personal,['2freethrow'],1629638,,,1610612759,56,74,2025-12-20T01:55:48Z,3810000,False,,,0,,N. Alexander-Walker shooting personal FOUL (1 PF) (Barnes 2 FT),"[1629638, 203084]",1610612737.0,ATL,shooting,,,Alexander-Walker,N. Alexander-Walker,,,,,Mid-Range,8-16 Right,,,,1193.0,,,,,,,,,,,1.0,0.0,Barnes,203084.0,,
390,PT08M29.00S,2025-12-20T01:55:40.0Z,3,REGULAR,freethrow,1 of 2,[],203084,,,1610612759,56,75,2025-12-20T01:55:40Z,3830000,False,,,0,,H. Barnes Free Throw 1 of 2 (6 PTS),[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
391,PT08M29.00S,2025-12-20T01:55:52.5Z,3,REGULAR,freethrow,2 of 2,[],203084,,,1610612759,56,76,2025-12-20T01:55:52Z,3840000,False,,,0,,H. Barnes Free Throw 2 of 2 (7 PTS),[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
392,PT08M16.00S,2025-12-20T01:56:07.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629638,6.783837056504599,44.36274509803921,1610612737,58,76,2025-12-20T01:56:13Z,3850000,False,28.0,11.0,1,left,N. Alexander-Walker driving Layup (19 PTS) (J. Johnson 5 AST),"[1629638, 1630552]",1610612737.0,ATL,driving,,,Alexander-Walker,N. Alexander-Walker,,,,,Restricted Area,0-8 Center,3.04,Made,19.0,,,,,,,,,J. Johnson,1630552.0,5.0,,,,,,
394,PT08M08.00S,2025-12-20T01:56:15.1Z,3,REGULAR,3pt,Jump Shot,[],1641705,66.5735873850197,65.44117647058823,1610612759,58,79,2025-12-20T01:56:20Z,3870000,False,77.0,262.0,1,right,V. Wembanyama 27' 3PT  (17 PTS) (S. Castle 6 AST),"[1641705, 1642264]",1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Center,27.28,Made,17.0,,,,,,,,,S. Castle,1642264.0,6.0,,,,,,
396,PT07M50.00S,2025-12-20T01:56:33.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630552,13.748357424441524,37.5,1610612737,58,79,2025-12-20T01:56:38Z,3890000,False,62.0,77.0,1,left,MISS J. Johnson 9' turnaround Shot - blocked,"[1630552, 1642264]",1610612737.0,ATL,turnaround,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),8-16 Right,9.89,Missed,,,,,,,,,,,,,,,,,Castle,1642264.0
397,PT07M50.00S,2025-12-20T01:56:33.3Z,3,REGULAR,block,,[],1642264,,,1610612737,58,79,2025-12-20T01:56:36Z,3900000,False,,,0,,S. Castle BLOCK (1 BLK),[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
398,PT07M47.00S,2025-12-20T01:56:36.3Z,3,REGULAR,rebound,defensive,[],1628368,,,1610612759,58,79,2025-12-20T01:56:38Z,3910000,False,,,0,,D. Fox REBOUND (Off:1 Def:4),[1628368],1610612759.0,SAS,,,,Fox,D. Fox,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,396.0,5.0,4.0,1.0,,,,,,,,,
399,PT07M46.00S,2025-12-20T01:56:37.8Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630170,92.85479632063075,49.50980392156863,1610612759,58,81,2025-12-20T01:56:44Z,3920000,False,-2.0,15.0,1,right,D. Vassell running DUNK (15 PTS) (D. Fox 7 AST),"[1630170, 1628368]",1610612759.0,SAS,running,,,Vassell,D. Vassell,,,,,Restricted Area,0-8 Center,1.49,Made,15.0,,,,,,,,,D. Fox,1628368.0,7.0,,,,,,
401,PT07M25.00S,2025-12-20T01:56:58.0Z,3,REGULAR,3pt,Jump Shot,[],1642258,10.463206307490145,98.52941176470588,1610612737,61,81,2025-12-20T01:57:03Z,3940000,False,-243.0,46.0,1,left,Z. Risacher 24' 3PT  (8 PTS) (J. Johnson 6 AST),"[1642258, 1630552]",1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Left Corner 3,24+ Left,24.69,Made,8.0,,,,,,,,,J. Johnson,1630552.0,6.0,,,,,,
403,PT07M14.00S,2025-12-20T01:57:09.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,82.47371879106439,47.30392156862745,1610612759,61,81,2025-12-20T01:57:14Z,3960000,False,-13.0,112.0,1,right,MISS D. Fox 11' driving floating Shot,[1628368],1610612759.0,SAS,driving floating,,,Fox,D. Fox,,,,,In The Paint (Non-RA),8-16 Center,11.3,Missed,,,,,,,,,,,,,,,,,,
404,PT07M12.00S,2025-12-20T01:57:11.0Z,3,REGULAR,rebound,defensive,[],1630168,,,1610612737,61,81,2025-12-20T01:57:14Z,3970000,False,,,0,,O. Okongwu REBOUND (Off:2 Def:5),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,403.0,7.0,5.0,2.0,,,,,,,,,
405,PT06M58.00S,2025-12-20T01:57:25.2Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1630168,11.12023653088042,42.15686274509804,1610612737,63,81,2025-12-20T01:57:30Z,3980000,False,39.0,52.0,1,left,O. Okongwu 6' Hook (7 PTS) (Z. Risacher 2 AST),"[1630168, 1642258]",1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),0-8 Center,6.51,Made,7.0,,,,,,,,,Z. Risacher,1642258.0,2.0,,,,,,
407,PT06M42.00S,2025-12-20T01:57:40.9Z,3,REGULAR,3pt,Jump Shot,[],1630170,69.85873850197109,74.50980392156863,1610612759,63,84,2025-12-20T01:57:46Z,4000000,False,123.0,231.0,1,right,D. Vassell 26' 3PT  (18 PTS) (D. Fox 8 AST),"[1630170, 1628368]",1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Right Center,26.13,Made,18.0,,,,,,,,,D. Fox,1628368.0,8.0,,,,,,
409,PT06M17.00S,2025-12-20T01:58:05.8Z,3,REGULAR,3pt,Jump Shot,[],1630700,24.78646517739816,83.08823529411765,1610612737,63,84,2025-12-20T01:58:10Z,4020000,False,-165.0,180.0,1,left,MISS D. Daniels 24' 3PT,[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Left Center,24.48,Missed,,,,,,,,,,,,,,,,,,
410,PT06M15.00S,2025-12-20T01:58:07.8Z,3,REGULAR,rebound,defensive,[],1641705,,,1610612759,63,84,2025-12-20T01:58:10Z,4030000,False,,,0,,V. Wembanyama REBOUND (Off:1 Def:5),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Left Center,,,,,,,,409.0,6.0,5.0,1.0,,,,,,,,,
411,PT06M07.00S,2025-12-20T01:58:18.8Z,3,REGULAR,foul,personal,['2freethrow'],1630168,,,1610612759,63,84,2025-12-20T01:58:41Z,4040000,False,,,0,,O. Okongwu shooting personal FOUL (4 PF) (Castle 2 FT),"[1630168, 1642264]",1610612737.0,ATL,shooting,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),0-8 Center,,,,201246.0,,,,,,,,,,,4.0,0.0,Castle,1642264.0,,
413,PT06M07.00S,2025-12-20T01:58:53.2Z,3,REGULAR,freethrow,1 of 2,[],1642264,,,1610612759,63,84,2025-12-20T01:58:53Z,4060000,False,,,0,,MISS S. Castle Free Throw 1 of 2,[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
414,PT06M07.00S,2025-12-20T01:58:53.2Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612759,63,84,2025-12-20T01:58:53Z,4070000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,413.0,,,,,,,,,,,,
