actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
83,PT05M45.00S,2025-12-20T00:51:34.4Z,1,REGULAR,freethrow,2 of 2,[],1641705,,,1610612759,13,19,2025-12-20T00:51:34Z,830000,False,,,0,,V. Wembanyama Free Throw 2 of 2 (1 PTS),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
84,PT05M32.00S,2025-12-20T00:51:49.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630552,92.59198423127464,52.20588235294118,1610612737,13,19,2025-12-20T01:06:38Z,840000,False,11.0,17.0,1,right,MISS J. Johnson driving finger roll Layup,[1630552],1610612737.0,ATL,driving finger roll,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,2.03,Missed,,,,,,,,,,,,,,,,,,
85,PT05M29.00S,2025-12-20T00:51:52.0Z,1,REGULAR,rebound,offensive,[],1630552,,,1610612737,13,19,2025-12-20T01:06:38Z,850000,False,,,0,,J. Johnson REBOUND (Off:2 Def:1),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,,,,,,,,84.0,3.0,1.0,2.0,,,,,,,,,
86,PT05M29.00S,2025-12-20T00:51:52.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630552,94.40999984741211,50.0,1610612737,15,19,2025-12-20T00:51:52Z,860000,False,0.0,0.0,1,right,J. Johnson tip Layup (4 PTS),[1630552],1610612737.0,ATL,tip,,,Johnson,J. Johnson,,,,,Mid-Range,8-16 Left,0.0,Made,4.0,,,,,,,,,,,,,,,,,
87,PT05M11.00S,2025-12-20T00:52:10.4Z,1,REGULAR,2pt,Jump Shot,[],1630170,20.45006570302234,32.84313725490196,1610612759,15,21,2025-12-20T00:52:17Z,870000,False,86.0,140.0,1,left,D. Vassell 16' pullup Jump Shot (11 PTS),[1630170],1610612759.0,SAS,pullup,,,Vassell,D. Vassell,,,,,Mid-Range,16-24 Right Center,16.39,Made,11.0,,,,,,,,,,,,,,,,,
88,PT04M54.00S,2025-12-20T00:52:27.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630700,92.19776609724047,52.20588235294118,1610612737,17,21,2025-12-20T00:52:35Z,880000,False,11.0,21.0,1,right,D. Daniels driving finger roll Layup (4 PTS) (J. Johnson 2 AST),"[1630700, 1630552]",1610612737.0,ATL,driving finger roll,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,2.35,Made,4.0,,,,,,,,,J. Johnson,1630552.0,2.0,,,,,,
90,PT04M40.00S,2025-12-20T00:52:40.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641705,9.543363994743759,38.48039215686275,1610612759,17,23,2025-12-20T00:52:46Z,900000,False,58.0,37.0,1,left,V. Wembanyama 6' driving floating bank Jump Shot (3 PTS) (S. Castle 3 AST),"[1641705, 1642264]",1610612759.0,SAS,driving floating bank,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),0-8 Center,6.86,Made,3.0,,,,,,,,,S. Castle,1642264.0,3.0,,,,,,
92,PT04M26.00S,2025-12-20T00:52:55.4Z,1,REGULAR,3pt,Jump Shot,[],1642258,96.92838370565046,96.32352941176471,1610612737,17,23,2025-12-20T00:53:00Z,920000,False,232.0,-24.0,1,right,MISS Z. Risacher 3PT,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Right Corner 3,24+ Right,23.28,Missed,,,,,,,,,,,,,,,,,,
93,PT04M22.00S,2025-12-20T00:52:59.4Z,1,REGULAR,rebound,defensive,[],1642264,,,1610612759,17,23,2025-12-20T00:53:00Z,930000,False,,,0,,S. Castle REBOUND (Off:0 Def:1),[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,Right Corner 3,24+ Right,,,,,,,,92.0,1.0,1.0,0.0,,,,,,,,,
94,PT04M15.00S,2025-12-20T00:53:08.1Z,1,REGULAR,turnover,traveling,[],1642844,,,1610612759,17,23,2025-12-20T00:53:13Z,940000,False,,,0,,D. Harper traveling TURNOVER (1 TO),[1642844],1610612759.0,SAS,,,,Harper,D. Harper,,,,,Right Corner 3,24+ Right,,,,1193.0,1.0,,,,,,,,,,,,,,,
95,PT04M15.00S,2025-12-20T00:53:11.9Z,1,REGULAR,substitution,out,[],1630700,,,1610612737,17,23,2025-12-20T00:53:22Z,950000,False,,,0,,SUB out: D. Daniels,[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M15.00S,2025-12-20T00:53:11.9Z,1,REGULAR,substitution,out,[],1642258,,,1610612737,17,23,2025-12-20T00:53:22Z,960000,False,,,0,,SUB out: Z. Risacher,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M15.00S,2025-12-20T00:53:11.9Z,1,REGULAR,substitution,in,[],1628379,,,1610612737,17,23,2025-12-20T00:53:22Z,970000,False,,,0,,SUB in: L. Kennard,[1628379],1610612737.0,ATL,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M15.00S,2025-12-20T00:53:11.9Z,1,REGULAR,substitution,in,[],1629638,,,1610612737,17,23,2025-12-20T00:53:22Z,980000,False,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT04M15.00S,2025-12-20T00:53:11.9Z,1,REGULAR,substitution,out,[],203084,,,1610612737,17,23,2025-12-20T00:53:43Z,990000,False,,,0,,SUB out: H. Barnes,[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M15.00S,2025-12-20T00:53:11.9Z,1,REGULAR,substitution,in,[],1630577,,,1610612737,17,23,2025-12-20T00:53:43Z,1000000,False,,,0,,SUB in: J. Champagnie,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M01.00S,2025-12-20T00:53:44.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630552,92.85479632063075,51.225490196078425,1610612737,19,23,2025-12-20T00:53:48Z,1010000,False,6.0,15.0,1,right,J. Johnson alley-oop Layup (6 PTS) (N. Alexander-Walker 2 AST),"[1630552, 1629638]",1610612737.0,ATL,alley-oop,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,1.59,Made,6.0,,,,,,,,,N. Alexander-Walker,1629638.0,2.0,,,,,,
103,PT03M49.00S,2025-12-20T00:53:55.8Z,1,REGULAR,2pt,Jump Shot,[],1642264,11.12023653088042,89.70588235294117,1610612759,19,25,2025-12-20T00:54:00Z,1030000,False,-199.0,52.0,1,left,S. Castle 20' Jump Shot (5 PTS) (D. Vassell 1 AST),"[1642264, 1630170]",1610612759.0,SAS,,,,Castle,S. Castle,,,,,Mid-Range,16-24 Left,20.52,Made,5.0,,,,,,,,,D. Vassell,1630170.0,1.0,,,,,,
105,PT03M40.00S,2025-12-20T00:54:04.4Z,1,REGULAR,3pt,Jump Shot,[],1631243,96.13994743758212,96.81372549019608,1610612737,19,25,2025-12-20T00:54:09Z,1050000,False,234.0,-16.0,1,right,MISS M. Gueye 3PT,[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,Right Corner 3,24+ Right,23.47,Missed,,,,,,,,,,,,,,,,,,
106,PT03M37.00S,2025-12-20T00:54:07.3Z,1,REGULAR,rebound,defensive,[],1630170,,,1610612759,19,25,2025-12-20T00:54:07Z,1060000,False,,,0,,D. Vassell REBOUND (Off:0 Def:3),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Right Corner 3,24+ Right,,,,,,,,105.0,3.0,3.0,0.0,,,,,,,,,
107,PT03M21.00S,2025-12-20T00:54:28.0Z,1,REGULAR,foul,personal,[],1630249,,,1610612759,19,25,2025-12-20T00:54:56Z,1070000,False,,,0,,V. Krejčí personal FOUL (1 PF),"[1630249, 1641705]",1610612737.0,ATL,,,,Krejčí,V. Krejčí,,,,,In The Paint (Non-RA),0-8 Center,,,,1193.0,,,,,,,,,,,1.0,0.0,Wembanyama,1641705.0,,
109,PT03M21.00S,2025-12-20T00:54:59.5Z,1,REGULAR,substitution,out,[],1630552,,,1610612759,19,25,2025-12-20T00:55:04Z,1090000,False,,,0,,SUB out: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M21.00S,2025-12-20T00:54:59.5Z,1,REGULAR,substitution,in,[],1630168,,,1610612759,19,25,2025-12-20T00:55:04Z,1100000,False,,,0,,SUB in: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M21.00S,2025-12-20T00:54:59.5Z,1,REGULAR,substitution,out,[],1630170,,,1610612759,19,25,2025-12-20T00:55:11Z,1110000,False,,,0,,SUB out: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M21.00S,2025-12-20T00:54:59.5Z,1,REGULAR,substitution,in,[],1629640,,,1610612759,19,25,2025-12-20T00:55:11Z,1120000,False,,,0,,SUB in: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M08.00S,2025-12-20T00:55:14.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642264,13.091327201051248,42.64705882352941,1610612759,19,27,2025-12-20T00:55:22Z,1130000,False,37.0,71.0,1,left,S. Castle 7' floating Jump Shot (7 PTS) (V. Wembanyama 1 AST),"[1642264, 1641705]",1610612759.0,SAS,floating,,,Castle,S. Castle,,,,,In The Paint (Non-RA),0-8 Center,7.96,Made,7.0,,,,,,,,,V. Wembanyama,1641705.0,1.0,,,,,,
114,PT03M08.00S,2025-12-20T00:55:19.1Z,1,REGULAR,foul,personal,['1freethrow'],1630249,,,1610612759,19,27,2025-12-20T00:55:41Z,1140000,False,,,0,,V. Krejčí shooting personal FOUL (2 PF) (Castle 1 FT),"[1630249, 1642264]",1610612737.0,ATL,shooting,,,Krejčí,V. Krejčí,,,,,In The Paint (Non-RA),0-8 Center,,,,202041.0,,,,,,,,,,,2.0,0.0,Castle,1642264.0,,
117,PT03M08.00S,2025-12-20T00:55:50.6Z,1,REGULAR,freethrow,1 of 1,[],1642264,,,1610612759,19,28,2025-12-20T00:55:50Z,1160000,False,,,0,,S. Castle Free Throw 1 of 1 (8 PTS),[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
118,PT02M45.00S,2025-12-20T00:56:14.6Z,1,REGULAR,3pt,Jump Shot,[],1629638,67.88764783180025,66.66666666666666,1610612737,19,28,2025-12-20T00:56:20Z,1170000,False,83.0,249.0,1,right,MISS N. Alexander-Walker 26' step back 3PT,[1629638],1610612737.0,ATL,step back,,,Alexander-Walker,N. Alexander-Walker,,,,,Above the Break 3,24+ Right Center,26.29,Missed,,,,,,,,,,,,,,,,,,
119,PT02M39.00S,2025-12-20T00:56:20.6Z,1,REGULAR,rebound,defensive,[],1642844,,,1610612759,19,28,2025-12-20T00:56:20Z,1180000,False,,,0,,D. Harper REBOUND (Off:0 Def:1),[1642844],1610612759.0,SAS,,,,Harper,D. Harper,,,,,Above the Break 3,24+ Right Center,,,,,,,,118.0,1.0,1.0,0.0,,,,,,,,,
120,PT02M32.00S,2025-12-20T00:56:26.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642844,5.601182654402102,53.18627450980392,1610612759,19,30,2025-12-20T00:56:32Z,1190000,False,-16.0,0.0,1,left,D. Harper driving Layup (2 PTS),[1642844],1610612759.0,SAS,driving,,,Harper,D. Harper,,,,,Restricted Area,0-8 Center,1.59,Made,2.0,,,,,,,,,,,,,,,,,
121,PT02M22.00S,2025-12-20T00:56:36.4Z,1,REGULAR,turnover,lost ball,[],1630168,,,1610612737,19,30,2025-12-20T00:56:42Z,1200000,False,,,0,,O. Okongwu lost ball TURNOVER (1 TO),"[1630168, 1630577]",1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Mid-Range,16-24 Center,,,,,1.0,Champagnie,1630577.0,,,,,,,,,,,,,
122,PT02M22.00S,2025-12-20T00:56:36.4Z,1,REGULAR,steal,,[],1630577,,,1610612759,19,30,2025-12-20T00:56:38Z,1210000,False,,,0,,J. Champagnie STEAL (1 STL),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
123,PT02M19.00S,2025-12-20T00:56:40.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1642264,5.601182654402102,49.01960784313725,1610612759,19,32,2025-12-20T00:56:46Z,1220000,False,5.0,0.0,1,left,S. Castle running Layup (10 PTS) (J. Champagnie 1 AST),"[1642264, 1630577]",1610612759.0,SAS,running,,,Castle,S. Castle,,,,,Restricted Area,0-8 Center,0.49,Made,10.0,,,,,,,,,J. Champagnie,1630577.0,1.0,,,,,,
125,PT02M10.00S,2025-12-20T00:56:48.9Z,1,REGULAR,turnover,bad pass,[],1629638,,,1610612737,19,32,2025-12-20T00:56:54Z,1240000,False,,,0,,N. Alexander-Walker bad pass TURNOVER (1 TO),"[1629638, 1641705]",1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,In The Paint (Non-RA),8-16 Center,,,,,1.0,Wembanyama,1641705.0,,,,,,,,,,,,,
126,PT02M10.00S,2025-12-20T00:56:48.9Z,1,REGULAR,steal,,[],1641705,,,1610612759,19,32,2025-12-20T00:56:50Z,1250000,False,,,0,,V. Wembanyama STEAL (1 STL),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
127,PT02M05.00S,2025-12-20T00:56:53.8Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629640,5.075558475689881,50.49019607843137,1610612759,19,32,2025-12-20T00:57:06Z,1260000,False,-2.0,-5.0,1,left,MISS K. Johnson running alley-oop Layup,[1629640],1610612759.0,SAS,running alley-oop,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,0.54,Missed,,,,,,,,,,,,,,,,,,
128,PT02M02.00S,2025-12-20T00:56:56.8Z,1,REGULAR,rebound,defensive,[],1630168,,,1610612737,19,32,2025-12-20T00:56:59Z,1270000,False,,,0,,O. Okongwu REBOUND (Off:0 Def:1),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,,,,,,127.0,1.0,1.0,0.0,,,,,,,,,
288,PT01M51.00S,2025-12-20T00:57:04.1Z,1,REGULAR,3pt,Jump Shot,[],1631243,67.9862023653088,50.245098039215684,1610612737,19,32,2025-12-20T01:23:08Z,1282500,False,1.0,248.0,1,right,MISS M. Gueye 24' 3PT,[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,Above the Break 3,24+ Center,24.84,Missed,,,,,,,,,,,,,,,,,,
289,PT01M51.00S,2025-12-20T00:57:04.1Z,1,REGULAR,rebound,defensive,[],1641705,,,1610612759,19,32,2025-12-20T01:23:08Z,1288750,False,,,0,,V. Wembanyama REBOUND (Off:0 Def:1),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Center,,,,,,,,288.0,1.0,1.0,0.0,,,,,,,,,
246,PT01M39.00S,2025-12-20T00:57:14.4Z,1,REGULAR,turnover,lost ball,[],1641705,,,1610612759,19,32,2025-12-20T01:21:28Z,1295000,False,,,0,,V. Wembanyama lost ball TURNOVER (1 TO),"[1641705, 1630168]",1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),8-16 Center,,,,,1.0,Okongwu,1630168.0,,,,,,,,,,,,,
247,PT01M39.00S,2025-12-20T00:57:14.4Z,1,REGULAR,steal,,[],1630168,,,1610612737,19,32,2025-12-20T01:16:33Z,1297500,False,,,0,,O. Okongwu STEAL (1 STL),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
133,PT01M31.00S,2025-12-20T00:57:27.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630249,73.27529566360053,85.29411764705883,1610612737,19,32,2025-12-20T01:21:20Z,1320000,False,176.0,199.0,1,right,MISS V. Krejčí 26' 3PT,[1630249],1610612737.0,ATL,,,,Krejčí,V. Krejčí,,,,,Above the Break 3,24+ Right Center,26.58,Missed,,,,,,,,,,,,,,,,,,
134,PT01M29.00S,2025-12-20T00:57:29.6Z,1,REGULAR,rebound,defensive,[],1641705,,,1610612759,19,32,2025-12-20T00:57:32Z,1330000,False,,,0,,V. Wembanyama REBOUND (Off:0 Def:2),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Right Center,,,,,,,,133.0,2.0,2.0,0.0,,,,,,,,,
135,PT01M11.00S,2025-12-20T00:57:47.5Z,1,REGULAR,2pt,Jump Shot,[],1642264,9.543363994743759,70.83333333333334,1610612759,19,32,2025-12-20T00:57:52Z,1340000,False,-104.0,37.0,1,left,MISS S. Castle 11' driving floating bank Shot,[1642264],1610612759.0,SAS,driving floating bank,,,Castle,S. Castle,,,,,Mid-Range,8-16 Left,11.06,Missed,,,,,,,,,,,,,,,,,,
136,PT01M08.00S,2025-12-20T00:57:50.5Z,1,REGULAR,rebound,defensive,[],1630249,,,1610612737,19,32,2025-12-20T00:57:52Z,1350000,False,,,0,,V. Krejčí REBOUND (Off:0 Def:1),[1630249],1610612737.0,ATL,,,,Krejčí,V. Krejčí,,,,,Mid-Range,8-16 Left,,,,,,,,135.0,1.0,1.0,0.0,,,,,,,,,
137,PT01M06.00S,2025-12-20T00:57:54.5Z,1,REGULAR,foul,personal,[],1629640,,,1610612737,19,32,2025-12-20T00:58:04Z,1360000,False,,,0,,K. Johnson personal FOUL (1 PF),"[1629640, 1629638]",1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Mid-Range,8-16 Left,,,,202041.0,,,,,,,,,,,1.0,0.0,Alexander-Walker,1629638.0,,
139,PT01M06.00S,2025-12-20T00:58:08.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,19,32,2025-12-20T00:58:08Z,1380000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT01M06.00S,2025-12-20T01:00:09.6Z,1,REGULAR,substitution,out,[],1642264,,,1610612737,19,32,2025-12-20T01:01:09Z,1390000,False,,,0,,SUB out: S. Castle,[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT01M06.00S,2025-12-20T01:00:09.6Z,1,REGULAR,substitution,out,[],1641705,,,1610612737,19,32,2025-12-20T01:01:09Z,1400000,False,,,0,,SUB out: V. Wembanyama,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT01M06.00S,2025-12-20T01:00:09.6Z,1,REGULAR,substitution,in,[],1628368,,,1610612737,19,32,2025-12-20T01:01:09Z,1410000,False,,,0,,SUB in: D. Fox,[1628368],1610612759.0,SAS,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT01M06.00S,2025-12-20T01:00:09.6Z,1,REGULAR,substitution,in,[],1628436,,,1610612737,19,32,2025-12-20T01:01:09Z,1420000,False,,,0,,SUB in: L. Kornet,[1628436],1610612759.0,SAS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT01M00.00S,2025-12-20T01:01:26.2Z,1,REGULAR,3pt,Jump Shot,[],1631243,79.84559789750328,92.8921568627451,1610612737,19,32,2025-12-20T01:01:32Z,1430000,False,214.0,137.0,1,right,MISS M. Gueye 25' 3PT,[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,Above the Break 3,24+ Right Center,25.45,Missed,,,,,,,,,,,,,,,,,,
147,PT00M57.20S,2025-12-20T01:01:29.0Z,1,REGULAR,rebound,defensive,[],1628368,,,1610612759,19,32,2025-12-20T01:01:32Z,1440000,False,,,0,,D. Fox REBOUND (Off:1 Def:2),[1628368],1610612759.0,SAS,,,,Fox,D. Fox,,,,,Above the Break 3,24+ Right Center,,,,,,,,146.0,3.0,2.0,1.0,,,,,,,,,
148,PT00M38.70S,2025-12-20T01:01:48.2Z,1,REGULAR,3pt,Jump Shot,[],1630577,13.485545335085414,3.1862745098039214,1610612759,19,32,2025-12-20T01:01:53Z,1450000,False,234.0,74.0,1,left,MISS J. Champagnie 24' 3PT,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Right Corner 3,24+ Right,24.56,Missed,,,,,,,,,,,,,,,,,,
149,PT00M35.70S,2025-12-20T01:01:51.2Z,1,REGULAR,rebound,defensive,[],1631243,,,1610612737,19,32,2025-12-20T01:01:53Z,1460000,False,,,0,,M. Gueye REBOUND (Off:0 Def:1),[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,Right Corner 3,24+ Right,,,,,,,,148.0,1.0,1.0,0.0,,,,,,,,,
150,PT00M30.40S,2025-12-20T01:01:56.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630168,66.3107752956636,46.81372549019608,1610612737,19,32,2025-12-20T01:02:04Z,1470000,False,-16.0,264.0,1,right,MISS O. Okongwu 26' running 3PT,[1630168],1610612737.0,ATL,running,,,Okongwu,O. Okongwu,,,,,Above the Break 3,24+ Center,26.47,Missed,,,,,,,,,,,,,,,,,,
151,PT00M27.20S,2025-12-20T01:01:59.7Z,1,REGULAR,rebound,defensive,[],1642844,,,1610612759,19,32,2025-12-20T01:02:04Z,1480000,False,,,0,,D. Harper REBOUND (Off:0 Def:2),[1642844],1610612759.0,SAS,,,,Harper,D. Harper,,,,,Above the Break 3,24+ Center,,,,,,,,150.0,2.0,2.0,0.0,,,,,,,,,
152,PT00M05.10S,2025-12-20T01:02:21.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642844,5.601182654402102,47.794117647058826,1610612759,19,32,2025-12-20T01:02:26Z,1490000,False,11.0,0.0,1,left,MISS D. Harper driving Layup,[1642844],1610612759.0,SAS,driving,,,Harper,D. Harper,,,,,Restricted Area,0-8 Center,1.1,Missed,,,,,,,,,,,,,,,,,,
153,PT00M02.10S,2025-12-20T01:02:24.7Z,1,REGULAR,rebound,defensive,[],1630168,,,1610612737,19,32,2025-12-20T01:02:26Z,1500000,False,,,0,,O. Okongwu REBOUND (Off:0 Def:2),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,,,,,,152.0,2.0,2.0,0.0,,,,,,,,,
154,PT00M00.20S,2025-12-20T01:02:28.0Z,1,REGULAR,turnover,out-of-bounds,[],1629638,,,1610612737,19,32,2025-12-20T01:02:34Z,1510000,False,,,0,,N. Alexander-Walker bad pass out-of-bounds TURNOVER (2 TO),[1629638],1610612737.0,ATL,bad pass,,,Alexander-Walker,N. Alexander-Walker,,,,,Mid-Range,8-16 Left,,,,1193.0,2.0,,,,,,,,,,,,,,,
155,PT00M00.00S,2025-12-20T01:02:38.9Z,1,REGULAR,period,end,[],0,,,1610612759,19,32,2025-12-20T01:02:38Z,1520000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2025-12-20T01:03:48.4Z,2,REGULAR,substitution,out,['startperiod'],1631243,,,1610612759,19,32,2025-12-20T01:05:28Z,1530000,False,,,0,,SUB out: M. Gueye,[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2025-12-20T01:03:48.4Z,2,REGULAR,substitution,out,['startperiod'],1630249,,,1610612759,19,32,2025-12-20T01:05:28Z,1540000,False,,,0,,SUB out: V. Krejčí,[1630249],1610612737.0,ATL,,,,Krejčí,V. Krejčí,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2025-12-20T01:03:48.4Z,2,REGULAR,substitution,in,['startperiod'],1642854,,,1610612759,19,32,2025-12-20T01:05:28Z,1550000,False,,,0,,SUB in: A. Newell,[1642854],1610612737.0,ATL,,,,Newell,A. Newell,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2025-12-20T01:03:48.4Z,2,REGULAR,substitution,in,['startperiod'],1642258,,,1610612759,19,32,2025-12-20T01:05:28Z,1560000,False,,,0,,SUB in: Z. Risacher,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2025-12-20T01:05:32.9Z,2,REGULAR,period,start,[],0,,,1610612737,19,32,2025-12-20T01:05:32Z,1570000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT11M48.00S,2025-12-20T01:05:44.6Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630168,83.26215505913272,51.225490196078425,1610612737,19,32,2025-12-20T01:05:51Z,1580000,False,6.0,105.0,1,right,MISS O. Okongwu 10' turnaround Hook,[1630168],1610612737.0,ATL,turnaround,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),8-16 Center,10.5,Missed,,,,,,,,,,,,,,,,,,
162,PT11M47.00S,2025-12-20T01:05:49.5Z,2,REGULAR,rebound,offensive,[],1629638,,,1610612737,19,32,2025-12-20T01:05:49Z,1590000,False,,,0,,N. Alexander-Walker REBOUND (Off:1 Def:1),[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,161.0,2.0,1.0,1.0,,,,,,,,,
165,PT11M47.00S,2025-12-20T01:05:57.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629638,89.83245729303549,51.225490196078425,1610612737,21,32,2025-12-20T01:08:05Z,1620000,False,6.0,43.0,1,right,N. Alexander-Walker tip Layup (5 PTS),[1629638],1610612737.0,ATL,tip,,,Alexander-Walker,N. Alexander-Walker,,,,,Restricted Area,0-8 Center,4.35,Made,5.0,,,,,,,,,,,,,,,,,
