actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
84,PT05M10.00S,2026-01-18T00:54:24.2Z,1,REGULAR,rebound,defensive,[],1631243,,,1610612737,11,14,2026-01-18T00:54:26Z,810000,False,,,0,,M. Gueye REBOUND (Off:0 Def:1),[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,Mid-Range,8-16 Left,,,83.0,1.0,1.0,0.0,,,,,,,,,,,,,,
85,PT05M02.00S,2026-01-18T00:54:31.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203468,90.75229960578186,57.84313725490197,1610612737,11,14,2026-01-18T00:54:36Z,820000,False,39.0,34.0,1,right,MISS C. McCollum driving floating Shot - blocked,"[203468, 1627759]",1610612737.0,ATL,driving floating,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),0-8 Center,5.22,Missed,,,,,,,,Brown,1627759.0,,,,,,,,,
86,PT05M02.00S,2026-01-18T00:54:31.3Z,1,REGULAR,block,,[],1627759,,,1610612737,11,14,2026-01-18T00:54:34Z,830000,False,,,0,,J. Brown BLOCK (1 BLK),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
87,PT04M58.00S,2026-01-18T00:54:35.3Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,11,14,2026-01-18T00:54:36Z,840000,False,,,0,,J. Brown REBOUND (Off:0 Def:2),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,,,85.0,2.0,2.0,0.0,,,,,,,,,,,,,,
88,PT04M55.00S,2026-01-18T00:54:38.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1642864,4.681340341655716,96.81372549019608,1610612738,11,14,2026-01-18T00:54:46Z,850000,False,-234.0,-8.0,1,left,MISS H. González running 3PT,[1642864],1610612738.0,BOS,running,,,González,H. González,,,,,Left Corner 3,24+ Left,23.43,Missed,,,,,,,,,,,,,,,,,,
89,PT04M53.00S,2026-01-18T00:54:40.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612738,11,14,2026-01-18T00:54:54Z,860000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Left Corner 3,24+ Left,,,88.0,,,,,,,,,,,,,,,,,
91,PT04M42.00S,2026-01-18T00:55:18.1Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1627759,21.107095926412615,37.99019607843137,1610612738,11,16,2026-01-18T00:55:22Z,880000,False,60.0,146.0,1,left,J. Brown 15' pullup Jump Shot (8 PTS),[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,Mid-Range,8-16 Center,15.78,Made,,,,,8.0,,,,,,,,,,,,,
92,PT04M27.00S,2026-01-18T00:55:32.9Z,1,REGULAR,2pt,Jump Shot,[],1630811,76.03482260183968,48.28431372549019,1610612737,11,16,2026-01-18T00:55:38Z,890000,False,-9.0,173.0,1,right,MISS K. Wallace 17' step back Shot,[1630811],1610612737.0,ATL,step back,,,Wallace,K. Wallace,,,,,Mid-Range,16-24 Center,17.3,Missed,,,,,,,,,,,,,,,,,,
93,PT04M24.00S,2026-01-18T00:55:35.9Z,1,REGULAR,rebound,defensive,[],1630568,,,1610612738,11,16,2026-01-18T00:55:38Z,900000,False,,,0,,L. Garza REBOUND (Off:0 Def:1),[1630568],1610612738.0,BOS,,,,Garza,L. Garza,,,,,Mid-Range,16-24 Center,,,92.0,1.0,1.0,0.0,,,,,,,,,,,,,,
94,PT04M13.00S,2026-01-18T00:55:46.9Z,1,REGULAR,3pt,Jump Shot,[],1641775,30.17411300919842,31.127450980392158,1610612738,11,16,2026-01-18T00:55:52Z,910000,False,94.0,231.0,1,left,MISS J. Walsh 24' 3PT,[1641775],1610612738.0,BOS,,,,Walsh,J. Walsh,,,,,Above the Break 3,24+ Right Center,24.96,Missed,,,,,,,,,,,,,,,,,,
95,PT04M10.00S,2026-01-18T00:55:49.9Z,1,REGULAR,rebound,defensive,[],1631243,,,1610612737,11,16,2026-01-18T00:55:52Z,920000,False,,,0,,M. Gueye REBOUND (Off:0 Def:2),[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,Above the Break 3,24+ Right Center,,,94.0,2.0,2.0,0.0,,,,,,,,,,,,,,
96,PT03M59.00S,2026-01-18T00:56:02.5Z,1,REGULAR,foul,personal,['2freethrow'],1641775,,,1610612737,11,16,2026-01-18T00:56:25Z,930000,False,,,0,,J. Walsh shooting personal FOUL (1 PF) (McCollum 2 FT),"[1641775, 203468]",1610612738.0,BOS,shooting,,,Walsh,J. Walsh,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,1627963.0,,,,,,,1.0,0.0,McCollum,203468.0,,
98,PT03M59.00S,2026-01-18T00:56:26.2Z,1,REGULAR,freethrow,1 of 2,[],203468,,,1610612737,12,16,2026-01-18T00:56:26Z,950000,False,,,0,,C. McCollum Free Throw 1 of 2 (3 PTS),[203468],1610612737.0,ATL,,,,McCollum,C. McCollum,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
99,PT03M59.00S,2026-01-18T00:56:42.6Z,1,REGULAR,freethrow,2 of 2,[],203468,,,1610612737,13,16,2026-01-18T00:56:42Z,960000,False,,,0,,C. McCollum Free Throw 2 of 2 (4 PTS),[203468],1610612737.0,ATL,,,,McCollum,C. McCollum,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
100,PT03M46.00S,2026-01-18T00:56:57.1Z,1,REGULAR,3pt,Jump Shot,[],1627759,31.61957950065703,52.450980392156865,1610612738,13,19,2026-01-18T00:57:04Z,970000,False,-12.0,245.0,1,left,J. Brown 24' 3PT pullup (11 PTS),[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,Above the Break 3,24+ Center,24.5,Made,,,,,11.0,,,,,,,,,,,,,
101,PT03M23.00S,2026-01-18T00:57:19.8Z,1,REGULAR,3pt,Jump Shot,[],203468,66.83639947437582,43.627450980392155,1610612737,13,19,2026-01-18T00:58:16Z,980000,False,-32.0,259.0,1,right,MISS C. McCollum 26' step back 3PT,[203468],1610612737.0,ATL,step back,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Center,26.12,Missed,,,,,,,,,,,,,,,,,,
102,PT03M21.00S,2026-01-18T00:57:21.8Z,1,REGULAR,rebound,offensive,[],1630811,,,1610612737,13,19,2026-01-18T00:57:27Z,990000,False,,,0,,K. Wallace REBOUND (Off:1 Def:0),[1630811],1610612737.0,ATL,,,,Wallace,K. Wallace,,,,,Above the Break 3,24+ Center,,,101.0,1.0,0.0,1.0,,,,,,,,,,,,,,
103,PT03M15.00S,2026-01-18T00:57:27.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630552,81.94809461235218,56.372549019607845,1610612737,13,19,2026-01-18T00:57:43Z,1000000,False,32.0,117.0,1,right,MISS J. Johnson 12' driving floating Shot,[1630552],1610612737.0,ATL,driving floating,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),8-16 Center,12.15,Missed,,,,,,,,,,,,,,,,,,
104,PT03M12.00S,2026-01-18T00:57:30.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612737,13,19,2026-01-18T00:57:43Z,1010000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,103.0,,,,,,,,,,,,,,,,,
106,PT03M12.00S,2026-01-18T00:57:38.1Z,1,REGULAR,substitution,out,[],1630552,,,1610612737,13,19,2026-01-18T00:57:53Z,1030000,False,,,0,,SUB out: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M12.00S,2026-01-18T00:57:38.1Z,1,REGULAR,substitution,out,[],203468,,,1610612737,13,19,2026-01-18T00:57:53Z,1040000,False,,,0,,SUB out: C. McCollum,[203468],1610612737.0,ATL,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M12.00S,2026-01-18T00:57:38.1Z,1,REGULAR,substitution,out,[],1630811,,,1610612737,13,19,2026-01-18T00:57:53Z,1050000,False,,,0,,SUB out: K. Wallace,[1630811],1610612737.0,ATL,,,,Wallace,K. Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M12.00S,2026-01-18T00:57:38.1Z,1,REGULAR,substitution,in,[],1630168,,,1610612737,13,19,2026-01-18T00:57:53Z,1060000,False,,,0,,SUB in: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M12.00S,2026-01-18T00:57:38.1Z,1,REGULAR,substitution,in,[],1629638,,,1610612737,13,19,2026-01-18T00:57:53Z,1070000,False,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M12.00S,2026-01-18T00:57:38.1Z,1,REGULAR,substitution,in,[],1630557,,,1610612737,13,19,2026-01-18T00:57:53Z,1080000,False,,,0,,SUB in: C. Kispert,[1630557],1610612737.0,ATL,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M03.00S,2026-01-18T00:58:10.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629638,72.61826544021025,84.06862745098039,1610612737,13,19,2026-01-18T00:58:17Z,1090000,False,170.0,205.0,1,right,MISS N. Alexander-Walker 26' 3PT,[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,Above the Break 3,24+ Right Center,26.64,Missed,,,,,,,,,,,,,,,,,,
113,PT03M01.00S,2026-01-18T00:58:12.2Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612738,13,19,2026-01-18T00:58:17Z,1100000,False,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Above the Break 3,24+ Right Center,,,112.0,,,,,,,,,,,,,,,,,
115,PT02M47.00S,2026-01-18T00:58:36.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630568,5.338370565045992,47.549019607843135,1610612738,13,21,2026-01-18T00:59:18Z,1120000,False,12.0,-2.0,1,left,L. Garza cutting Layup (2 PTS) (J. Brown 2 AST),"[1630568, 1627759]",1610612738.0,BOS,cutting,,,Garza,L. Garza,,,,,Restricted Area,0-8 Center,1.25,Made,,,,,2.0,,,,,J. Brown,1627759.0,2.0,,,,,,
117,PT02M47.00S,2026-01-18T00:58:45.4Z,1,REGULAR,foul,personal,['1freethrow'],1630557,,,1610612738,13,21,2026-01-18T00:59:01Z,1140000,False,,,0,,C. Kispert shooting personal FOUL (1 PF) (Garza 1 FT),"[1630557, 1630568]",1610612737.0,ATL,shooting,,,Kispert,C. Kispert,,,,,Restricted Area,0-8 Center,,,,,,,,1627961.0,,,,,,,1.0,0.0,Garza,1630568.0,,
119,PT02M47.00S,2026-01-18T00:59:04.0Z,1,REGULAR,freethrow,1 of 1,[],1630568,,,1610612738,13,21,2026-01-18T00:59:06Z,1160000,False,,,0,,MISS L. Garza Free Throw 1 of 1,[1630568],1610612738.0,BOS,,,,Garza,L. Garza,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
120,PT02M44.00S,2026-01-18T00:59:07.0Z,1,REGULAR,rebound,defensive,[],1628379,,,1610612737,13,21,2026-01-18T00:59:06Z,1170000,False,,,0,,L. Kennard REBOUND (Off:0 Def:1),[1628379],1610612737.0,ATL,,,,Kennard,L. Kennard,,,,,,,,,119.0,1.0,1.0,0.0,,,,,,,,,,,,,,
121,PT02M33.00S,2026-01-18T00:59:17.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630168,84.70762155059133,53.92156862745098,1610612737,15,21,2026-01-18T00:59:23Z,1180000,False,20.0,91.0,1,right,O. Okongwu 9' turnaround Hook (6 PTS),[1630168],1610612737.0,ATL,turnaround,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),8-16 Center,9.33,Made,,,,,6.0,,,,,,,,,,,,,
122,PT02M25.00S,2026-01-18T00:59:27.7Z,1,REGULAR,foul,personal,['2freethrow'],1631243,,,1610612738,15,21,2026-01-18T00:59:51Z,1190000,False,,,0,,M. Gueye shooting personal FOUL (1 PF) (Brown 2 FT),"[1631243, 1627759]",1610612737.0,ATL,shooting,,,Gueye,M. Gueye,,,,,Restricted Area,0-8 Center,,,,,,,,200834.0,,,,,,,1.0,0.0,Brown,1627759.0,,
124,PT02M25.00S,2026-01-18T00:59:59.8Z,1,REGULAR,freethrow,1 of 2,[],1627759,,,1610612738,15,22,2026-01-18T00:59:59Z,1210000,False,,,0,,J. Brown Free Throw 1 of 2 (12 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Made,,,,,12.0,,,,,,,,,,,,,
125,PT02M25.00S,2026-01-18T01:00:21.1Z,1,REGULAR,freethrow,2 of 2,[],1627759,,,1610612738,15,23,2026-01-18T01:00:21Z,1220000,False,,,0,,J. Brown Free Throw 2 of 2 (13 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Made,,,,,13.0,,,,,,,,,,,,,
126,PT02M04.00S,2026-01-18T01:00:43.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631243,83.39356110381078,56.86274509803921,1610612737,15,23,2026-01-18T01:01:06Z,1230000,False,34.0,104.0,1,right,MISS M. Gueye 10' fadeaway Shot,[1631243],1610612737.0,ATL,fadeaway,,,Gueye,M. Gueye,,,,,In The Paint (Non-RA),8-16 Center,10.91,Missed,,,,,,,,,,,,,,,,,,
127,PT02M02.00S,2026-01-18T01:00:45.3Z,1,REGULAR,rebound,offensive,[],1630168,,,1610612737,15,23,2026-01-18T01:00:51Z,1240000,False,,,0,,O. Okongwu REBOUND (Off:1 Def:2),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),8-16 Center,,,126.0,3.0,2.0,1.0,,,,,,,,,,,,,,
128,PT02M02.00S,2026-01-18T01:00:47.8Z,1,REGULAR,foul,personal,['2freethrow'],1641775,,,1610612737,15,23,2026-01-18T01:01:13Z,1250000,False,,,0,,J. Walsh shooting personal FOUL (2 PF) (Okongwu 2 FT),"[1641775, 1630168]",1610612738.0,BOS,shooting,,,Walsh,J. Walsh,,,,,Restricted Area,0-8 Center,,,,,,,,200834.0,,,,,,,2.0,0.0,Okongwu,1630168.0,,
130,PT02M02.00S,2026-01-18T01:01:18.6Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1630168,,,1610612737,16,23,2026-01-18T01:01:18Z,1270000,False,,,0,,O. Okongwu Free Throw 1 of 2 (7 PTS),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,Made,,,,,7.0,,,,,,,,,,,,,
131,PT02M02.00S,2026-01-18T01:01:36.8Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1630168,,,1610612737,17,23,2026-01-18T01:01:36Z,1280000,False,,,0,,O. Okongwu Free Throw 2 of 2 (8 PTS),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,Made,,,,,8.0,,,,,,,,,,,,,
132,PT01M43.00S,2026-01-18T01:01:57.9Z,1,REGULAR,foul,personal,['3freethrow'],1631243,,,1610612738,17,23,2026-01-18T01:02:20Z,1290000,False,,,0,,M. Gueye shooting personal FOUL (2 PF) (Brown 3 FT),"[1631243, 1627759]",1610612737.0,ATL,shooting,,,Gueye,M. Gueye,,,,,Above the Break 3,24+ Center,,,,,,,,1627963.0,,,,,,,2.0,0.0,Brown,1627759.0,,
134,PT01M43.00S,2026-01-18T01:02:39.4Z,1,REGULAR,freethrow,1 of 3,[],1627759,,,1610612738,17,24,2026-01-18T01:02:39Z,1310000,False,,,0,,J. Brown Free Throw 1 of 3 (14 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Made,,,,,14.0,,,,,,,,,,,,,
135,PT01M43.00S,2026-01-18T01:02:57.9Z,1,REGULAR,freethrow,2 of 3,[],1627759,,,1610612738,17,25,2026-01-18T01:02:57Z,1320000,False,,,0,,J. Brown Free Throw 2 of 3 (15 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Made,,,,,15.0,,,,,,,,,,,,,
136,PT01M43.00S,2026-01-18T01:03:02.1Z,1,REGULAR,substitution,out,[],1631243,,,1610612738,17,25,2026-01-18T01:03:05Z,1330000,False,,,0,,SUB out: M. Gueye,[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT01M43.00S,2026-01-18T01:03:02.1Z,1,REGULAR,substitution,in,[],1630552,,,1610612738,17,25,2026-01-18T01:03:05Z,1340000,False,,,0,,SUB in: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT01M43.00S,2026-01-18T01:03:20.2Z,1,REGULAR,freethrow,3 of 3,[],1627759,,,1610612738,17,26,2026-01-18T01:03:20Z,1350000,False,,,0,,J. Brown Free Throw 3 of 3 (16 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Made,,,,,16.0,,,,,,,,,,,,,
139,PT01M30.00S,2026-01-18T01:03:35.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628379,80.89684625492772,49.754901960784316,1610612737,17,26,2026-01-18T01:03:42Z,1360000,False,-1.0,127.0,1,right,MISS L. Kennard 12' pullup Shot,[1628379],1610612737.0,ATL,pullup,,,Kennard,L. Kennard,,,,,In The Paint (Non-RA),8-16 Center,12.71,Missed,,,,,,,,,,,,,,,,,,
140,PT01M27.00S,2026-01-18T01:03:38.1Z,1,REGULAR,rebound,offensive,[],1630552,,,1610612737,17,26,2026-01-18T01:03:42Z,1370000,False,,,0,,J. Johnson REBOUND (Off:1 Def:1),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),8-16 Center,,,139.0,2.0,1.0,1.0,,,,,,,,,,,,,,
141,PT01M27.00S,2026-01-18T01:03:39.7Z,1,REGULAR,foul,personal,[],1642864,,,1610612737,17,26,2026-01-18T01:09:24Z,1380000,False,,,0,,H. González personal FOUL (1 PF),"[1642864, 1630552]",1610612738.0,BOS,,,,González,H. González,,,,,Restricted Area,0-8 Center,,,,,,,,1627963.0,,,,,,,1.0,0.0,Johnson,1630552.0,,
143,PT01M18.00S,2026-01-18T01:04:07.4Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642864,,,1610612737,17,26,2026-01-18T01:04:30Z,1400000,False,,,0,,H. González shooting personal FOUL (2 PF) (Johnson 2 FT),"[1642864, 1630552]",1610612738.0,BOS,shooting,,,González,H. González,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1627961.0,,,,,,,2.0,0.0,Johnson,1630552.0,,
145,PT01M18.00S,2026-01-18T01:04:32.2Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1630552,,,1610612737,17,26,2026-01-18T01:04:32Z,1420000,False,,,0,,MISS J. Johnson Free Throw 1 of 2,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
146,PT01M18.00S,2026-01-18T01:04:32.2Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612737,17,26,2026-01-18T01:04:32Z,1430000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,145.0,,,,,,,,,,,,,,,,,
147,PT01M18.00S,2026-01-18T01:04:50.3Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1630552,,,1610612737,18,26,2026-01-18T01:04:50Z,1440000,False,,,0,,J. Johnson Free Throw 2 of 2 (1 PTS),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
148,PT01M03.00S,2026-01-18T01:05:06.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,5.732588699080158,46.568627450980394,1610612738,18,28,2026-01-18T01:05:26Z,1450000,False,17.0,1.0,1,left,J. Brown driving Layup (18 PTS),[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,1.73,Made,,,,,18.0,,,,,,,,,,,,,
149,PT01M03.00S,2026-01-18T01:05:14.8Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630168,,,1610612738,18,28,2026-01-18T01:05:33Z,1460000,False,,,0,,O. Okongwu shooting personal FOUL (1 PF) (Brown 1 FT),"[1630168, 1627759]",1610612737.0,ATL,shooting,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,,,,,,1627961.0,,,,,,,1.0,0.0,Brown,1627759.0,,
151,PT01M03.00S,2026-01-18T01:05:39.6Z,1,REGULAR,freethrow,1 of 1,[],1627759,,,1610612738,18,28,2026-01-18T01:05:42Z,1480000,False,,,0,,MISS J. Brown Free Throw 1 of 1,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
152,PT01M01.00S,2026-01-18T01:05:41.6Z,1,REGULAR,rebound,defensive,[],1630552,,,1610612737,18,28,2026-01-18T01:05:42Z,1490000,False,,,0,,J. Johnson REBOUND (Off:1 Def:2),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,151.0,3.0,2.0,1.0,,,,,,,,,,,,,,
153,PT00M50.80S,2026-01-18T01:05:51.6Z,1,REGULAR,3pt,Jump Shot,[],1629638,72.7496714848883,17.892156862745097,1610612737,21,28,2026-01-18T01:05:57Z,1500000,False,-161.0,204.0,1,right,N. Alexander-Walker 25' 3PT pullup (8 PTS) (O. Okongwu 1 AST),"[1629638, 1630168]",1610612737.0,ATL,pullup,,,Alexander-Walker,N. Alexander-Walker,,,,,Above the Break 3,24+ Left Center,25.93,Made,,,,,8.0,,,,,O. Okongwu,1630168.0,1.0,,,,,,
155,PT00M36.60S,2026-01-18T01:06:09.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642864,10.5946123521682,49.754901960784316,1610612738,21,30,2026-01-18T01:06:16Z,1520000,False,1.0,47.0,1,left,H. González driving floating Jump Shot (2 PTS) (J. Walsh 1 AST),"[1642864, 1641775]",1610612738.0,BOS,driving floating,,,González,H. González,,,,,In The Paint (Non-RA),0-8 Center,4.71,Made,,,,,2.0,,,,,J. Walsh,1641775.0,1.0,,,,,,
157,PT00M26.00S,2026-01-18T01:06:23.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630557,90.3580814717477,49.50980392156863,1610612737,21,30,2026-01-18T01:06:31Z,1540000,False,-2.0,38.0,1,right,MISS C. Kispert driving Layup - blocked,"[1630557, 1629014]",1610612737.0,ATL,driving,,,Kispert,C. Kispert,,,,,Restricted Area,0-8 Center,3.82,Missed,,,,,,,,Simons,1629014.0,,,,,,,,,
158,PT00M26.00S,2026-01-18T01:06:23.4Z,1,REGULAR,block,,[],1629014,,,1610612737,21,30,2026-01-18T01:06:26Z,1550000,False,,,0,,A. Simons BLOCK (1 BLK),[1629014],1610612738.0,BOS,,,,Simons,A. Simons,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
159,PT00M22.60S,2026-01-18T01:06:26.8Z,1,REGULAR,rebound,offensive,[],1630557,,,1610612737,21,30,2026-01-18T01:06:26Z,1560000,False,,,0,,C. Kispert REBOUND (Off:1 Def:0),[1630557],1610612737.0,ATL,,,,Kispert,C. Kispert,,,,,Restricted Area,0-8 Center,,,157.0,1.0,0.0,1.0,,,,,,,,,,,,,,
160,PT00M22.00S,2026-01-18T01:06:29.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630557,82.9993429697766,55.63725490196079,1610612737,23,30,2026-01-18T01:07:05Z,1570000,False,28.0,107.0,1,right,C. Kispert 11' fadeaway Jump Shot (2 PTS),[1630557],1610612737.0,ATL,fadeaway,,,Kispert,C. Kispert,,,,,In The Paint (Non-RA),8-16 Center,11.09,Made,,,,,2.0,,,,,,,,,,,,,
161,PT00M01.40S,2026-01-18T01:06:51.5Z,1,REGULAR,2pt,Jump Shot,[],1627759,18.478975032851512,29.166666666666668,1610612738,23,30,2026-01-18T01:06:57Z,1580000,False,104.0,121.0,1,left,MISS J. Brown 15' pullup Shot,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,Mid-Range,8-16 Right,15.98,Missed,,,,,,,,,,,,,,,,,,
162,PT00M00.40S,2026-01-18T01:06:52.5Z,1,REGULAR,rebound,defensive,[],1630168,,,1610612737,23,30,2026-01-18T01:07:23Z,1590000,False,,,0,,O. Okongwu REBOUND (Off:1 Def:3),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Mid-Range,8-16 Right,,,161.0,4.0,3.0,1.0,,,,,,,,,,,,,,
163,PT00M00.00S,2026-01-18T01:06:55.4Z,1,REGULAR,period,end,[],0,,,1610612737,23,30,2026-01-18T01:06:55Z,1600000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2026-01-18T01:09:29.2Z,2,REGULAR,substitution,out,['startperiod'],1630552,,,1610612737,23,30,2026-01-18T01:09:41Z,1610000,False,,,0,,SUB out: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2026-01-18T01:09:29.2Z,2,REGULAR,substitution,out,['startperiod'],1627759,,,1610612737,23,30,2026-01-18T01:09:41Z,1620000,False,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2026-01-18T01:09:29.2Z,2,REGULAR,substitution,out,['startperiod'],1641775,,,1610612737,23,30,2026-01-18T01:09:41Z,1630000,False,,,0,,SUB out: J. Walsh,[1641775],1610612738.0,BOS,,,,Walsh,J. Walsh,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2026-01-18T01:09:29.2Z,2,REGULAR,substitution,out,['startperiod'],1642864,,,1610612737,23,30,2026-01-18T01:09:41Z,1640000,False,,,0,,SUB out: H. González,[1642864],1610612738.0,BOS,,,,González,H. González,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2026-01-18T01:09:29.2Z,2,REGULAR,substitution,out,['startperiod'],1630568,,,1610612737,23,30,2026-01-18T01:09:41Z,1650000,False,,,0,,SUB out: L. Garza,[1630568],1610612738.0,BOS,,,,Garza,L. Garza,,,,,,,,,,,,,,,,,,,,,,,,,,
