actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
86,PT04M53.00S,2026-04-06T23:28:42.9Z,1,REGULAR,freethrow,1 of 3,[],1629638,,,1610612737,16,20,2026-04-06T23:28:42Z,850000,False,,,0,,N. Alexander-Walker Free Throw 1 of 3 (1 PTS),[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,Made,,,,,,,,1.0,,,,,,,,,,
87,PT04M53.00S,2026-04-06T23:28:58.7Z,1,REGULAR,freethrow,2 of 3,[],1629638,,,1610612737,17,20,2026-04-06T23:28:58Z,860000,False,,,0,,N. Alexander-Walker Free Throw 2 of 3 (2 PTS),[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,Made,,,,,,,,2.0,,,,,,,,,,
88,PT04M53.00S,2026-04-06T23:29:02.0Z,1,REGULAR,substitution,out,[],1628404,,,1610612737,17,20,2026-04-06T23:29:10Z,870000,False,,,0,,SUB out: J. Hart,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT04M53.00S,2026-04-06T23:29:02.0Z,1,REGULAR,substitution,out,[],1628384,,,1610612737,17,20,2026-04-06T23:29:10Z,880000,False,,,0,,SUB out: O. Anunoby,[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT04M53.00S,2026-04-06T23:29:02.0Z,1,REGULAR,substitution,in,[],1629011,,,1610612737,17,20,2026-04-06T23:29:10Z,890000,False,,,0,,SUB in: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M53.00S,2026-04-06T23:29:02.0Z,1,REGULAR,substitution,in,[],1628969,,,1610612737,17,20,2026-04-06T23:29:10Z,900000,False,,,0,,SUB in: M. Bridges,[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M53.00S,2026-04-06T23:29:31.5Z,1,REGULAR,freethrow,3 of 3,[],1629638,,,1610612737,18,20,2026-04-06T23:29:31Z,910000,False,,,0,,N. Alexander-Walker Free Throw 3 of 3 (3 PTS),[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,Made,,,,,,,,3.0,,,,,,,,,,
93,PT04M37.00S,2026-04-06T23:29:48.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628969,10.200394218134035,45.34313725490196,1610612752,18,22,2026-04-06T23:29:53Z,920000,False,23.0,43.0,1,left,M. Bridges fadeaway Jump Shot (6 PTS) (J. Brunson 1 AST),"[1628969, 1628973]",1610612752.0,NYK,fadeaway,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),0-8 Center,4.93,Made,,,,,,,,6.0,,J. Brunson,1628973.0,1.0,,,,,,
95,PT04M27.00S,2026-04-06T23:29:58.2Z,1,REGULAR,2pt,Jump Shot,[],1629638,92.72339027595268,80.63725490196079,1610612737,20,22,2026-04-06T23:30:03Z,940000,False,153.0,16.0,1,right,N. Alexander-Walker 15' step back Jump Shot (5 PTS) (D. Daniels 1 AST),"[1629638, 1630700]",1610612737.0,ATL,step back,,,Alexander-Walker,N. Alexander-Walker,,,,,Mid-Range,8-16 Right,15.4,Made,,,,,,,,5.0,,D. Daniels,1630700.0,1.0,,,,,,
97,PT04M10.00S,2026-04-06T23:30:15.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629011,4.681340341655716,51.71568627450981,1610612752,20,24,2026-04-06T23:30:19Z,960000,False,-9.0,-8.0,1,left,M. Robinson cutting DUNK (2 PTS) (J. Brunson 2 AST),"[1629011, 1628973]",1610612752.0,NYK,cutting,,,Robinson,M. Robinson,,,,,Restricted Area,0-8 Center,1.21,Made,,,,,,,,2.0,,J. Brunson,1628973.0,2.0,,,,,,
99,PT04M01.00S,2026-04-06T23:30:24.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630700,92.9862023653088,49.754901960784316,1610612737,22,24,2026-04-06T23:30:29Z,980000,False,-1.0,13.0,1,right,D. Daniels cutting Layup (5 PTS) (G. Vincent 1 AST),"[1630700, 1629216]",1610612737.0,ATL,cutting,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,1.35,Made,,,,,,,,5.0,,G. Vincent,1629216.0,1.0,,,,,,
101,PT03M51.00S,2026-04-06T23:30:34.9Z,1,REGULAR,3pt,Jump Shot,[],1628973,27.94021024967148,23.52941176470588,1610612752,22,24,2026-04-06T23:30:39Z,1000000,False,132.0,210.0,1,left,MISS J. Brunson 24' step back 3PT,[1628973],1610612752.0,NYK,step back,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Right Center,24.83,Missed,,,,,,,,,,,,,,,,,,
102,PT03M48.00S,2026-04-06T23:30:37.6Z,1,REGULAR,rebound,offensive,[],1628969,,,1610612752,22,24,2026-04-06T23:30:37Z,1010000,False,,,0,,M. Bridges REBOUND (Off:1 Def:1),[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Right Center,,,101.0,2.0,1.0,1.0,,,,,,,,,,,,,,
103,PT03M46.00S,2026-04-06T23:30:39.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628969,8.229303547963205,46.07843137254902,1610612752,22,24,2026-04-06T23:31:29Z,1020000,False,20.0,25.0,1,left,MISS M. Bridges floating Shot,[1628969],1610612752.0,NYK,floating,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,3.17,Missed,,,,,,,,,,,,,,,,,,
104,PT03M45.00S,2026-04-06T23:30:40.7Z,1,REGULAR,rebound,offensive,[],1628969,,,1610612752,22,24,2026-04-06T23:30:40Z,1030000,False,,,0,,M. Bridges REBOUND (Off:2 Def:1),[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,103.0,3.0,1.0,2.0,,,,,,,,,,,,,,
105,PT03M44.00S,2026-04-06T23:30:42.2Z,1,REGULAR,turnover,bad pass,[],1628973,,,1610612752,22,24,2026-04-06T23:30:51Z,1040000,False,,,0,,J. Brunson bad pass TURNOVER (2 TO),"[1628973, 1630700]",1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,,,,,,,2.0,Daniels,1630700.0,,,,,,,,,,,
106,PT03M44.00S,2026-04-06T23:30:42.2Z,1,REGULAR,steal,,[],1630700,,,1610612737,22,24,2026-04-06T23:30:44Z,1050000,False,,,0,,D. Daniels STEAL (1 STL),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
107,PT03M35.00S,2026-04-06T23:30:50.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629638,95.48291721419186,96.56862745098039,1610612737,25,24,2026-04-06T23:30:55Z,1060000,False,233.0,-10.0,1,right,N. Alexander-Walker 3PT  (8 PTS) (J. Johnson 1 AST),"[1629638, 1630552]",1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,Right Corner 3,24+ Right,23.3,Made,,,,,,,,8.0,,J. Johnson,1630552.0,1.0,,,,,,
109,PT03M34.00S,2026-04-06T23:30:57.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,25,24,2026-04-06T23:30:57Z,1080000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M34.00S,2026-04-06T23:33:46.9Z,1,REGULAR,substitution,out,[],1630700,,,1610612752,25,24,2026-04-06T23:34:09Z,1090000,False,,,0,,SUB out: D. Daniels,[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M34.00S,2026-04-06T23:33:46.9Z,1,REGULAR,substitution,out,[],1630168,,,1610612752,25,24,2026-04-06T23:34:09Z,1100000,False,,,0,,SUB out: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M34.00S,2026-04-06T23:33:46.9Z,1,REGULAR,substitution,out,[],1630540,,,1610612752,25,24,2026-04-06T23:34:09Z,1110000,False,,,0,,SUB out: M. McBride,[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M34.00S,2026-04-06T23:33:46.9Z,1,REGULAR,substitution,out,[],1626157,,,1610612752,25,24,2026-04-06T23:34:09Z,1120000,False,,,0,,SUB out: K. Towns,[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT03M34.00S,2026-04-06T23:33:46.9Z,1,REGULAR,substitution,in,[],1630228,,,1610612752,25,24,2026-04-06T23:34:09Z,1130000,False,,,0,,SUB in: J. Kuminga,[1630228],1610612737.0,ATL,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT03M34.00S,2026-04-06T23:33:46.9Z,1,REGULAR,substitution,in,[],1628396,,,1610612752,25,24,2026-04-06T23:34:09Z,1140000,False,,,0,,SUB in: T. Bradley,[1628396],1610612737.0,ATL,,,,Bradley,T. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT03M34.00S,2026-04-06T23:33:46.9Z,1,REGULAR,substitution,in,[],1628384,,,1610612752,25,24,2026-04-06T23:34:09Z,1150000,False,,,0,,SUB in: O. Anunoby,[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT03M34.00S,2026-04-06T23:33:46.9Z,1,REGULAR,substitution,in,[],1629013,,,1610612752,25,24,2026-04-06T23:34:09Z,1160000,False,,,0,,SUB in: L. Shamet,[1629013],1610612752.0,NYK,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT03M18.00S,2026-04-06T23:34:44.7Z,1,REGULAR,3pt,Jump Shot,[],1628384,8.623521681997373,4.166666666666666,1610612752,25,27,2026-04-06T23:34:49Z,1170000,False,229.0,29.0,1,left,O. Anunoby 3PT  (8 PTS) (M. Robinson 1 AST),"[1628384, 1629011]",1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Right Corner 3,24+ Right,23.1,Made,,,,,,,,8.0,,M. Robinson,1629011.0,1.0,,,,,,
124,PT02M58.00S,2026-04-06T23:35:05.2Z,1,REGULAR,3pt,Jump Shot,[],1630228,95.22010512483574,3.1862745098039214,1610612737,25,27,2026-04-06T23:35:10Z,1190000,False,-234.0,-8.0,1,right,MISS J. Kuminga 3PT,[1630228],1610612737.0,ATL,,,,Kuminga,J. Kuminga,,,,,Left Corner 3,24+ Left,23.42,Missed,,,,,,,,,,,,,,,,,,
125,PT02M55.00S,2026-04-06T23:35:08.2Z,1,REGULAR,rebound,defensive,[],1629011,,,1610612752,25,27,2026-04-06T23:35:10Z,1200000,False,,,0,,M. Robinson REBOUND (Off:0 Def:1),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Left Corner 3,24+ Left,,,124.0,1.0,1.0,0.0,,,,,,,,,,,,,,
126,PT02M46.00S,2026-04-06T23:35:17.6Z,1,REGULAR,2pt,Jump Shot,[],1628969,22.158344283837057,51.71568627450981,1610612752,25,29,2026-04-06T23:35:21Z,1210000,False,-9.0,156.0,1,left,M. Bridges 15' pullup Jump Shot (8 PTS) (J. Brunson 3 AST),"[1628969, 1628973]",1610612752.0,NYK,pullup,,,Bridges,M. Bridges,,,,,Mid-Range,8-16 Center,15.6,Made,,,,,,,,8.0,,J. Brunson,1628973.0,3.0,,,,,,
128,PT02M24.00S,2026-04-06T23:35:39.4Z,1,REGULAR,3pt,Jump Shot,[],1629638,89.56964520367937,96.32352941176471,1610612737,25,29,2026-04-06T23:35:45Z,1230000,False,232.0,46.0,1,right,MISS N. Alexander-Walker step back 3PT,[1629638],1610612737.0,ATL,step back,,,Alexander-Walker,N. Alexander-Walker,,,,,Right Corner 3,24+ Right,23.6,Missed,,,,,,,,,,,,,,,,,,
129,PT02M19.00S,2026-04-06T23:35:44.4Z,1,REGULAR,rebound,offensive,[],1629216,,,1610612737,25,29,2026-04-06T23:40:53Z,1240000,False,,,0,,G. Vincent REBOUND (Off:1 Def:1),[1629216],1610612737.0,ATL,,,,Vincent,G. Vincent,,,,,Right Corner 3,24+ Right,,,128.0,2.0,1.0,1.0,,,,,,,,,,,,,,
130,PT02M15.00S,2026-04-06T23:35:47.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629638,90.09526938239159,48.529411764705884,1610612737,27,29,2026-04-06T23:35:54Z,1250000,False,-7.0,41.0,1,right,N. Alexander-Walker driving finger roll Layup (10 PTS) (G. Vincent 2 AST),"[1629638, 1629216]",1610612737.0,ATL,driving finger roll,,,Alexander-Walker,N. Alexander-Walker,,,,,Restricted Area,0-8 Center,4.13,Made,,,,,,,,10.0,,G. Vincent,1629216.0,2.0,,,,,,
132,PT01M59.00S,2026-04-06T23:36:03.9Z,1,REGULAR,3pt,Jump Shot,[],1628384,7.5722733245729295,95.58823529411765,1610612752,27,29,2026-04-06T23:36:08Z,1270000,False,-228.0,19.0,1,left,MISS O. Anunoby 3PT,[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Left Corner 3,24+ Left,22.87,Missed,,,,,,,,,,,,,,,,,,
133,PT01M57.00S,2026-04-06T23:36:05.9Z,1,REGULAR,rebound,defensive,[],1630552,,,1610612737,27,29,2026-04-06T23:36:08Z,1280000,False,,,0,,J. Johnson REBOUND (Off:1 Def:1),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Left Corner 3,24+ Left,,,132.0,2.0,1.0,1.0,,,,,,,,,,,,,,
134,PT01M44.00S,2026-04-06T23:36:20.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630552,80.1084099868594,37.99019607843137,1610612737,29,29,2026-04-06T23:36:26Z,1290000,False,-60.0,134.0,1,right,J. Johnson 14' turnaround fadeaway Jump Shot (7 PTS) (J. Kuminga 1 AST),"[1630552, 1630228]",1610612737.0,ATL,turnaround fadeaway,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),8-16 Center,14.73,Made,,,,,,,,7.0,,J. Kuminga,1630228.0,1.0,,,,,,
136,PT01M23.00S,2026-04-06T23:36:39.8Z,1,REGULAR,3pt,Jump Shot,[],1628384,9.149145860709593,4.166666666666666,1610612752,29,29,2026-04-06T23:36:44Z,1310000,False,229.0,34.0,1,left,MISS O. Anunoby 3PT,[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Right Corner 3,24+ Right,23.16,Missed,,,,,,,,,,,,,,,,,,
137,PT01M21.00S,2026-04-06T23:36:41.8Z,1,REGULAR,rebound,defensive,[],1630228,,,1610612737,29,29,2026-04-06T23:36:44Z,1320000,False,,,0,,J. Kuminga REBOUND (Off:0 Def:1),[1630228],1610612737.0,ATL,,,,Kuminga,J. Kuminga,,,,,Right Corner 3,24+ Right,,,136.0,1.0,1.0,0.0,,,,,,,,,,,,,,
138,PT01M14.00S,2026-04-06T23:36:50.0Z,1,REGULAR,2pt,Jump Shot,[],1628396,74.72076215505913,29.65686274509804,1610612737,29,29,2026-04-06T23:36:55Z,1330000,False,-102.0,185.0,1,right,MISS T. Bradley 21' Jump Shot,[1628396],1610612737.0,ATL,,,,Bradley,T. Bradley,,,,,Mid-Range,16-24 Left Center,21.12,Missed,,,,,,,,,,,,,,,,,,
139,PT01M11.00S,2026-04-06T23:36:52.5Z,1,REGULAR,rebound,offensive,[],1628396,,,1610612737,29,29,2026-04-06T23:36:52Z,1340000,False,,,0,,T. Bradley REBOUND (Off:1 Def:0),[1628396],1610612737.0,ATL,,,,Bradley,T. Bradley,,,,,Mid-Range,16-24 Left Center,,,138.0,1.0,0.0,1.0,,,,,,,,,,,,,,
140,PT01M09.00S,2026-04-06T23:36:54.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628396,93.51182654402102,47.05882352941176,1610612737,29,29,2026-04-06T23:37:00Z,1350000,False,-15.0,8.0,1,right,MISS T. Bradley driving Layup - blocked,"[1628396, 1628969]",1610612737.0,ATL,driving,,,Bradley,T. Bradley,,,,,Restricted Area,0-8 Center,1.7,Missed,,,,,,,,,,,,,,,,,Bridges,1628969.0
141,PT01M09.00S,2026-04-06T23:36:54.7Z,1,REGULAR,block,,[],1628969,,,1610612737,29,29,2026-04-06T23:36:57Z,1360000,False,,,0,,M. Bridges BLOCK (1 BLK),[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
142,PT01M06.00S,2026-04-06T23:36:57.7Z,1,REGULAR,rebound,defensive,[],1629011,,,1610612752,29,29,2026-04-06T23:37:00Z,1370000,False,,,0,,M. Robinson REBOUND (Off:0 Def:2),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Restricted Area,0-8 Center,,,140.0,2.0,2.0,0.0,,,,,,,,,,,,,,
145,PT01M03.00S,2026-04-06T23:37:21.0Z,1,REGULAR,timeout,challenge,['team'],0,,,1610612752,29,29,2026-04-06T23:39:15Z,1400000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT01M03.00S,2026-04-06T23:39:18.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628973,9.149145860709593,44.11764705882353,1610612752,29,29,2026-04-06T23:39:24Z,1420000,False,29.0,34.0,1,left,MISS J. Brunson running reverse Layup - blocked,"[1628973, 1629638]",1610612752.0,NYK,running reverse,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),0-8 Center,4.46,Missed,,,,,,,,,,,,,,,,,Alexander-Walker,1629638.0
148,PT01M03.00S,2026-04-06T23:39:18.9Z,1,REGULAR,block,,[],1629638,,,1610612752,29,29,2026-04-06T23:39:21Z,1430000,False,,,0,,N. Alexander-Walker BLOCK (1 BLK),[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
149,PT01M03.00S,2026-04-06T23:39:18.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612752,29,29,2026-04-06T23:39:24Z,1440000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,147.0,,,,,,,,,,,,,,,,,
150,PT01M03.00S,2026-04-06T23:39:24.8Z,1,REGULAR,substitution,out,[],1630552,,,1610612752,29,29,2026-04-06T23:39:37Z,1450000,False,,,0,,SUB out: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT01M03.00S,2026-04-06T23:39:24.8Z,1,REGULAR,substitution,out,[],1629216,,,1610612752,29,29,2026-04-06T23:39:37Z,1460000,False,,,0,,SUB out: G. Vincent,[1629216],1610612737.0,ATL,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT01M03.00S,2026-04-06T23:39:24.8Z,1,REGULAR,substitution,out,[],1629638,,,1610612752,29,29,2026-04-06T23:39:37Z,1470000,False,,,0,,SUB out: N. Alexander-Walker,[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT01M03.00S,2026-04-06T23:39:24.8Z,1,REGULAR,substitution,in,[],203468,,,1610612752,29,29,2026-04-06T23:39:37Z,1480000,False,,,0,,SUB in: C. McCollum,[203468],1610612737.0,ATL,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT01M03.00S,2026-04-06T23:39:24.8Z,1,REGULAR,substitution,in,[],1630700,,,1610612752,29,29,2026-04-06T23:39:37Z,1490000,False,,,0,,SUB in: D. Daniels,[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT01M03.00S,2026-04-06T23:39:24.8Z,1,REGULAR,substitution,in,[],1642258,,,1610612752,29,29,2026-04-06T23:39:37Z,1500000,False,,,0,,SUB in: Z. Risacher,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT00M47.20S,2026-04-06T23:40:05.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628969,9.149145860709593,55.63725490196079,1610612752,29,29,2026-04-06T23:42:02Z,1510000,False,-28.0,34.0,1,left,MISS M. Bridges driving floating Shot,[1628969],1610612752.0,NYK,driving floating,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,4.38,Missed,,,,,,,,,,,,,,,,,,
157,PT00M44.40S,2026-04-06T23:40:07.9Z,1,REGULAR,rebound,defensive,[],1628396,,,1610612737,29,29,2026-04-06T23:40:10Z,1520000,False,,,0,,T. Bradley REBOUND (Off:1 Def:1),[1628396],1610612737.0,ATL,,,,Bradley,T. Bradley,,,,,Restricted Area,0-8 Center,,,156.0,2.0,1.0,1.0,,,,,,,,,,,,,,
158,PT00M43.50S,2026-04-06T23:40:09.7Z,1,REGULAR,turnover,bad pass,[],1628396,,,1610612737,29,29,2026-04-06T23:40:15Z,1530000,False,,,0,,T. Bradley bad pass TURNOVER (1 TO),"[1628396, 1628973]",1610612737.0,ATL,,,,Bradley,T. Bradley,,,,,Above the Break 3,24+ Center,,,,,,,1.0,Brunson,1628973.0,,,,,,,,,,,
159,PT00M43.50S,2026-04-06T23:40:09.7Z,1,REGULAR,steal,,[],1628973,,,1610612752,29,29,2026-04-06T23:40:11Z,1540000,False,,,0,,J. Brunson STEAL (1 STL),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
160,PT00M41.00S,2026-04-06T23:40:13.3Z,1,REGULAR,foul,personal,['2freethrow'],1628396,,,1610612752,29,29,2026-04-06T23:40:33Z,1550000,False,,,0,,T. Bradley shooting personal FOUL (1 PF) (Bridges 2 FT),"[1628396, 1628969]",1610612737.0,ATL,shooting,,,Bradley,T. Bradley,,,,,Restricted Area,0-8 Center,,,,,,,,,,,2002.0,,,,1.0,0.0,Bridges,1628969.0,,
162,PT00M41.00S,2026-04-06T23:40:38.7Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1628969,,,1610612752,29,29,2026-04-06T23:40:38Z,1570000,False,,,0,,MISS M. Bridges Free Throw 1 of 2,[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
163,PT00M41.00S,2026-04-06T23:40:38.7Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612752,29,29,2026-04-06T23:40:38Z,1580000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,162.0,,,,,,,,,,,,,,,,,
164,PT00M41.00S,2026-04-06T23:40:53.3Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1628969,,,1610612752,29,30,2026-04-06T23:40:53Z,1590000,False,,,0,,M. Bridges Free Throw 2 of 2 (9 PTS),[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,,,,Made,,,,,,,,9.0,,,,,,,,,,
165,PT00M27.10S,2026-04-06T23:41:10.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203468,93.24901445466492,51.470588235294116,1610612737,31,30,2026-04-06T23:41:15Z,1600000,False,7.0,11.0,1,right,C. McCollum driving Layup (5 PTS),[203468],1610612737.0,ATL,driving,,,McCollum,C. McCollum,,,,,Restricted Area,0-8 Center,1.33,Made,,,,,,,,5.0,,,,,,,,,,
166,PT00M03.90S,2026-04-06T23:41:35.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,17.95335085413929,51.9607843137255,1610612752,31,30,2026-04-06T23:41:41Z,1610000,False,-10.0,116.0,1,left,MISS J. Brunson 11' driving floating Shot,[1628973],1610612752.0,NYK,driving floating,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),8-16 Center,11.67,Missed,,,,,,,,,,,,,,,,,,
167,PT00M02.70S,2026-04-06T23:41:36.8Z,1,REGULAR,rebound,offensive,[],1628969,,,1610612752,31,30,2026-04-06T23:41:41Z,1620000,False,,,0,,M. Bridges REBOUND (Off:3 Def:1),[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),8-16 Center,,,166.0,4.0,1.0,3.0,,,,,,,,,,,,,,
168,PT00M02.70S,2026-04-06T23:41:39.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628969,5.590000152587891,50.0,1610612752,31,32,2026-04-06T23:41:39Z,1630000,False,0.0,0.0,1,left,M. Bridges tip Layup (11 PTS),[1628969],1610612752.0,NYK,tip,,,Bridges,M. Bridges,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,,11.0,,,,,,,,,,
169,PT00M00.40S,2026-04-06T23:41:43.2Z,1,REGULAR,heave,,[],0,,,1610612737,31,32,2026-04-06T23:42:09Z,1640000,False,,,0,,ATL Heave,[],1610612737.0,ATL,,,,,,,,,,Above the Break 3,24+ Center,42.37,,,,,,,,,,,,,,,,,,,
170,PT00M00.10S,2026-04-06T23:41:43.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612737,31,32,2026-04-06T23:42:09Z,1650000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Above the Break 3,24+ Center,,,169.0,,,,,,,,,,,,,,,,,
171,PT00M00.00S,2026-04-06T23:41:47.4Z,1,REGULAR,period,end,[],0,,,1610612737,31,32,2026-04-06T23:41:47Z,1660000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2026-04-06T23:44:20.0Z,2,REGULAR,substitution,out,['startperiod'],1628396,,,1610612737,31,32,2026-04-06T23:44:55Z,1670000,False,,,0,,SUB out: T. Bradley,[1628396],1610612737.0,ATL,,,,Bradley,T. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2026-04-06T23:44:20.0Z,2,REGULAR,substitution,out,['startperiod'],1628973,,,1610612737,31,32,2026-04-06T23:44:55Z,1680000,False,,,0,,SUB out: J. Brunson,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT12M00.00S,2026-04-06T23:44:20.0Z,2,REGULAR,substitution,out,['startperiod'],1628969,,,1610612737,31,32,2026-04-06T23:44:55Z,1690000,False,,,0,,SUB out: M. Bridges,[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
