actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
342,PT11M10.00S,2026-04-07T00:29:09.3Z,3,REGULAR,rebound,offensive,[],1628384,,,1610612752,57,55,2026-04-07T00:29:13Z,3330000,False,,,0,,O. Anunoby REBOUND (Off:1 Def:1),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,In The Paint (Non-RA),8-16 Left,,,340.0,2.0,1.0,1.0,,,,,,,,,,,,,,
343,PT11M07.00S,2026-04-07T00:29:11.7Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1628384,71.04139290407359,20.833333333333336,1610612752,57,55,2026-04-07T00:29:16Z,3340000,False,-146.0,220.0,1,right,MISS O. Anunoby 26' step back 3PT,[1628384],1610612752.0,NYK,step back,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Left Center,26.37,Missed,,,,,,,,,,,,,,,,,,
344,PT11M04.00S,2026-04-07T00:29:14.7Z,3,REGULAR,rebound,defensive,[],1630552,,,1610612737,57,55,2026-04-07T00:29:16Z,3350000,False,,,0,,J. Johnson REBOUND (Off:2 Def:4),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Left Center,,,343.0,6.0,4.0,2.0,,,,,,,,,,,,,,
345,PT10M54.00S,2026-04-07T00:29:25.2Z,3,REGULAR,3pt,Jump Shot,[],203468,5.732588699080158,3.431372549019608,1610612737,57,55,2026-04-07T00:29:30Z,3360000,False,233.0,1.0,1,left,MISS C. McCollum 3PT,[203468],1610612737.0,ATL,,,,McCollum,C. McCollum,,,,,Right Corner 3,24+ Right,23.28,Missed,,,,,,,,,,,,,,,,,,
346,PT10M51.00S,2026-04-07T00:29:28.2Z,3,REGULAR,rebound,defensive,[],1626157,,,1610612752,57,55,2026-04-07T00:29:30Z,3370000,False,,,0,,K. Towns REBOUND (Off:0 Def:6),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Right Corner 3,24+ Right,,,345.0,6.0,6.0,0.0,,,,,,,,,,,,,,
347,PT10M33.00S,2026-04-07T00:29:46.7Z,3,REGULAR,3pt,Jump Shot,[],1628973,86.94152431011827,97.05882352941177,1610612752,57,55,2026-04-07T00:29:51Z,3380000,False,235.0,70.0,1,right,MISS J. Brunson 24' 3PT,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Right Corner 3,24+ Right,24.55,Missed,,,,,,,,,,,,,,,,,,
348,PT10M29.00S,2026-04-07T00:29:50.7Z,3,REGULAR,rebound,defensive,[],1630552,,,1610612737,57,55,2026-04-07T00:29:51Z,3390000,False,,,0,,J. Johnson REBOUND (Off:2 Def:5),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Right Corner 3,24+ Right,,,347.0,7.0,5.0,2.0,,,,,,,,,,,,,,
349,PT10M12.00S,2026-04-07T00:30:07.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630552,9.149145860709593,51.470588235294116,1610612737,59,55,2026-04-07T00:30:12Z,3400000,False,-7.0,34.0,1,left,J. Johnson driving floating bank Jump Shot (11 PTS) (N. Alexander-Walker 2 AST),"[1630552, 1629638]",1610612737.0,ATL,driving floating bank,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,3.43,Made,,,,,,,,11.0,,N. Alexander-Walker,1629638.0,2.0,,,,,,
351,PT09M58.00S,2026-04-07T00:30:21.8Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1626157,94.30026281208936,48.529411764705884,1610612752,59,57,2026-04-07T00:30:28Z,3420000,False,-7.0,1.0,1,right,K. Towns driving DUNK (11 PTS) (J. Brunson 7 AST),"[1626157, 1628973]",1610612752.0,NYK,driving,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,0.75,Made,,,,,,,,11.0,,J. Brunson,1628973.0,7.0,,,,,,
353,PT09M51.00S,2026-04-07T00:30:30.5Z,3,REGULAR,foul,personal,['2freethrow'],1626157,,,1610612737,59,57,2026-04-07T00:30:54Z,3440000,False,,,0,,K. Towns shooting personal FOUL (2 PF) (Daniels 2 FT),"[1626157, 1630700]",1610612752.0,NYK,shooting,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,,,,,,,,,,,204058.0,,,,2.0,0.0,Daniels,1630700.0,,
355,PT09M51.00S,2026-04-07T00:31:00.3Z,3,REGULAR,freethrow,1 of 2,[],1630700,,,1610612737,60,57,2026-04-07T00:31:18Z,3460000,False,,,0,,D. Daniels Free Throw 1 of 2 (8 PTS),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,Made,,,,,,,,8.0,,,,,,,,,,
356,PT09M51.00S,2026-04-07T00:31:00.3Z,3,REGULAR,freethrow,2 of 2,[],1630700,,,1610612737,60,57,2026-04-07T00:31:18Z,3470000,False,,,0,,MISS D. Daniels Free Throw 2 of 2,[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
357,PT09M48.00S,2026-04-07T00:31:03.3Z,3,REGULAR,rebound,defensive,[],1626157,,,1610612752,60,57,2026-04-07T00:31:18Z,3480000,False,,,0,,K. Towns REBOUND (Off:0 Def:7),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,,356.0,7.0,7.0,0.0,,,,,,,,,,,,,,
358,PT09M34.00S,2026-04-07T00:31:32.1Z,3,REGULAR,3pt,Jump Shot,[],1628384,93.51182654402102,3.6764705882352944,1610612752,60,57,2026-04-07T00:31:37Z,3490000,False,-232.0,8.0,1,right,MISS O. Anunoby 3PT,[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Left Corner 3,24+ Left,23.18,Missed,,,,,,,,,,,,,,,,,,
359,PT09M31.00S,2026-04-07T00:31:35.1Z,3,REGULAR,rebound,defensive,[],1630168,,,1610612737,60,57,2026-04-07T00:31:37Z,3500000,False,,,0,,O. Okongwu REBOUND (Off:3 Def:1),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Left Corner 3,24+ Left,,,358.0,4.0,1.0,3.0,,,,,,,,,,,,,,
360,PT09M23.00S,2026-04-07T00:31:43.0Z,3,REGULAR,3pt,Jump Shot,[],1630552,28.728646517739815,22.54901960784314,1610612737,63,57,2026-04-07T00:31:47Z,3510000,False,137.0,218.0,1,left,J. Johnson 25' 3PT  (14 PTS) (N. Alexander-Walker 3 AST),"[1630552, 1629638]",1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Right Center,25.72,Made,,,,,,,,14.0,,N. Alexander-Walker,1629638.0,3.0,,,,,,
362,PT09M00.00S,2026-04-07T00:32:05.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628973,92.9862023653088,50.0,1610612752,63,59,2026-04-07T00:32:09Z,3530000,False,0.0,13.0,1,right,J. Brunson driving Layup (8 PTS) (M. Bridges 2 AST),"[1628973, 1628969]",1610612752.0,NYK,driving,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,1.34,Made,,,,,,,,8.0,,M. Bridges,1628969.0,2.0,,,,,,
364,PT08M48.00S,2026-04-07T00:32:20.8Z,3,REGULAR,foul,offensive,[],1630700,,,1610612737,63,59,2026-04-07T00:32:27Z,3550000,False,,,0,,D. Daniels off-the-ball offensive FOUL (3 PF),"[1630700, 1628973]",1610612737.0,ATL,off-the-ball,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,1626300.0,,,,3.0,0.0,Brunson,1628973.0,,
366,PT08M48.00S,2026-04-07T00:32:20.8Z,3,REGULAR,turnover,offensive foul,[],1630700,,,1610612737,63,59,2026-04-07T00:32:20Z,3570000,False,,,0,,D. Daniels offensive foul TURNOVER (1 TO),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Right Center,,,,,,,1.0,,,,1626300.0,,,,,,,,,
367,PT08M28.00S,2026-04-07T00:32:50.4Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628973,89.70105124835742,49.754901960784316,1610612752,63,61,2026-04-07T00:32:54Z,3580000,False,-1.0,44.0,1,right,J. Brunson driving floating Jump Shot (10 PTS),[1628973],1610612752.0,NYK,driving floating,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),0-8 Center,4.43,Made,,,,,,,,10.0,,,,,,,,,,
368,PT08M16.00S,2026-04-07T00:33:02.6Z,3,REGULAR,3pt,Jump Shot,[],1629638,31.09395532194481,61.51960784313726,1610612737,66,61,2026-04-07T00:33:06Z,3590000,False,-58.0,240.0,1,left,N. Alexander-Walker 24' 3PT pullup (23 PTS) (D. Daniels 3 AST),"[1629638, 1630700]",1610612737.0,ATL,pullup,,,Alexander-Walker,N. Alexander-Walker,,,,,Above the Break 3,24+ Center,24.66,Made,,,,,,,,23.0,,D. Daniels,1630700.0,3.0,,,,,,
370,PT07M58.00S,2026-04-07T00:33:20.9Z,3,REGULAR,3pt,Jump Shot,[],1628404,79.71419185282524,8.333333333333332,1610612752,66,61,2026-04-07T00:33:25Z,3610000,False,-208.0,138.0,1,right,MISS J. Hart 25' 3PT,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Left Center,25.0,Missed,,,,,,,,,,,,,,,,,,
371,PT07M55.00S,2026-04-07T00:33:23.9Z,3,REGULAR,rebound,defensive,[],1630700,,,1610612737,66,61,2026-04-07T00:33:25Z,3620000,False,,,0,,D. Daniels REBOUND (Off:3 Def:3),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Left Center,,,370.0,6.0,3.0,3.0,,,,,,,,,,,,,,
372,PT07M50.00S,2026-04-07T00:33:28.3Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],203468,30.17411300919842,32.35294117647059,1610612737,69,61,2026-04-07T00:33:33Z,3630000,False,88.0,231.0,1,left,C. McCollum 24' 3PT running (10 PTS) (J. Johnson 3 AST),"[203468, 1630552]",1610612737.0,ATL,running,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Right Center,24.74,Made,,,,,,,,10.0,,J. Johnson,1630552.0,3.0,,,,,,
374,PT07M50.00S,2026-04-07T00:33:33.2Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,69,61,2026-04-07T00:33:33Z,3650000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,PT07M43.00S,2026-04-07T00:37:10.8Z,3,REGULAR,foul,personal,[],203468,,,1610612752,69,61,2026-04-07T00:37:16Z,3660000,False,,,0,,C. McCollum personal FOUL (2 PF),"[203468, 1628404]",1610612737.0,ATL,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,1626300.0,,,,2.0,0.0,Hart,1628404.0,,
377,PT07M35.00S,2026-04-07T00:37:40.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,82.34231274638634,52.20588235294118,1610612752,69,61,2026-04-07T00:38:04Z,3680000,False,11.0,113.0,1,right,MISS J. Brunson 11' turnaround fadeaway Shot,[1628973],1610612752.0,NYK,turnaround fadeaway,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),8-16 Center,11.4,Missed,,,,,,,,,,,,,,,,,,
378,PT07M33.00S,2026-04-07T00:37:42.0Z,3,REGULAR,rebound,defensive,[],1630552,,,1610612737,69,61,2026-04-07T00:37:44Z,3690000,False,,,0,,J. Johnson REBOUND (Off:2 Def:6),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),8-16 Center,,,377.0,8.0,6.0,2.0,,,,,,,,,,,,,,
379,PT07M21.00S,2026-04-07T00:37:55.1Z,3,REGULAR,3pt,Jump Shot,[],1629638,27.677398160315374,77.45098039215686,1610612737,69,61,2026-04-07T00:37:59Z,3700000,False,-137.0,208.0,1,left,MISS N. Alexander-Walker 24' pullup 3PT,[1629638],1610612737.0,ATL,pullup,,,Alexander-Walker,N. Alexander-Walker,,,,,Above the Break 3,24+ Left Center,24.9,Missed,,,,,,,,,,,,,,,,,,
380,PT07M17.00S,2026-04-07T00:37:59.1Z,3,REGULAR,rebound,defensive,[],1626157,,,1610612752,69,61,2026-04-07T00:37:59Z,3710000,False,,,0,,K. Towns REBOUND (Off:0 Def:8),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Left Center,,,379.0,8.0,8.0,0.0,,,,,,,,,,,,,,
381,PT07M10.00S,2026-04-07T00:38:05.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628969,82.34231274638634,48.03921568627451,1610612752,69,61,2026-04-07T00:38:11Z,3720000,False,-10.0,113.0,1,right,MISS M. Bridges 11' turnaround fadeaway Shot - blocked,"[1628969, 203468]",1610612752.0,NYK,turnaround fadeaway,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),8-16 Center,11.39,Missed,,,,,,,,,,,,,,,,,McCollum,203468.0
382,PT07M10.00S,2026-04-07T00:38:05.1Z,3,REGULAR,block,,[],203468,,,1610612752,69,61,2026-04-07T00:38:07Z,3730000,False,,,0,,C. McCollum BLOCK (2 BLK),[203468],1610612737.0,ATL,,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
383,PT07M08.00S,2026-04-07T00:38:07.1Z,3,REGULAR,rebound,defensive,[],1630700,,,1610612737,69,61,2026-04-07T00:38:11Z,3740000,False,,,0,,D. Daniels REBOUND (Off:3 Def:4),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),8-16 Center,,,381.0,7.0,4.0,3.0,,,,,,,,,,,,,,
384,PT07M06.00S,2026-04-07T00:38:09.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630700,5.206964520367937,48.28431372549019,1610612737,69,61,2026-04-07T00:38:15Z,3750000,False,9.0,-4.0,1,left,MISS D. Daniels running Layup,[1630700],1610612737.0,ATL,running,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,0.93,Missed,,,,,,,,,,,,,,,,,,
385,PT07M03.00S,2026-04-07T00:38:12.5Z,3,REGULAR,rebound,defensive,[],1628969,,,1610612752,69,61,2026-04-07T00:38:12Z,3760000,False,,,0,,M. Bridges REBOUND (Off:3 Def:2),[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,384.0,5.0,2.0,3.0,,,,,,,,,,,,,,
386,PT07M00.00S,2026-04-07T00:38:20.6Z,3,REGULAR,foul,personal,[],203468,,,1610612752,69,61,2026-04-07T00:38:25Z,3770000,False,,,0,,C. McCollum personal FOUL (3 PF),"[203468, 1628384]",1610612737.0,ATL,,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,204058.0,,,,3.0,0.0,Anunoby,1628384.0,,
388,PT07M00.00S,2026-04-07T00:38:33.3Z,3,REGULAR,substitution,out,[],1628969,,,1610612752,69,61,2026-04-07T00:38:36Z,3790000,False,,,0,,SUB out: M. Bridges,[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
389,PT07M00.00S,2026-04-07T00:38:33.3Z,3,REGULAR,substitution,in,[],1630540,,,1610612752,69,61,2026-04-07T00:38:36Z,3800000,False,,,0,,SUB in: M. McBride,[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,,,,,,,,,,,,,,,,,,,,,,
390,PT06M53.00S,2026-04-07T00:38:53.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,85.75886990801577,46.32352941176471,1610612752,69,61,2026-04-07T00:38:57Z,3810000,False,-18.0,81.0,1,right,MISS J. Brunson 8' driving floating Shot,[1628973],1610612752.0,NYK,driving floating,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),8-16 Center,8.35,Missed,,,,,,,,,,,,,,,,,,
391,PT06M51.00S,2026-04-07T00:38:55.0Z,3,REGULAR,rebound,defensive,[],1630700,,,1610612737,69,61,2026-04-07T00:38:57Z,3820000,False,,,0,,D. Daniels REBOUND (Off:3 Def:5),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),8-16 Center,,,390.0,8.0,5.0,3.0,,,,,,,,,,,,,,
392,PT06M44.00S,2026-04-07T00:39:02.5Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1630552,5.469776609724048,49.50980392156863,1610612737,71,61,2026-04-07T00:39:10Z,3830000,False,2.0,-1.0,1,left,J. Johnson driving DUNK (16 PTS),[1630552],1610612737.0,ATL,driving,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,0.27,Made,,,,,,,,16.0,,,,,,,,,,
393,PT06M26.00S,2026-04-07T00:39:21.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626157,89.96386333771353,49.01960784313725,1610612752,71,63,2026-04-07T00:39:27Z,3840000,False,-5.0,42.0,1,right,K. Towns driving Layup (13 PTS) (J. Brunson 8 AST),"[1626157, 1628973]",1610612752.0,NYK,driving,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,4.21,Made,,,,,,,,13.0,,J. Brunson,1628973.0,8.0,,,,,,
395,PT06M26.00S,2026-04-07T00:39:25.8Z,3,REGULAR,foul,personal,['1freethrow'],1630168,,,1610612752,71,63,2026-04-07T00:39:32Z,3860000,False,,,0,,O. Okongwu shooting personal FOUL (2 PF) (Towns 1 FT),"[1630168, 1626157]",1610612737.0,ATL,shooting,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,,,,,,,,,2002.0,,,,2.0,0.0,Towns,1626157.0,,
397,PT06M26.00S,2026-04-07T00:39:34.5Z,3,REGULAR,violation,delay-of-game,['team'],0,,,1610612752,71,63,2026-04-07T00:39:40Z,3880000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,1626300.0,,,,,,,,,
398,PT06M26.00S,2026-04-07T00:40:03.5Z,3,REGULAR,freethrow,1 of 1,[],1626157,,,1610612752,71,64,2026-04-07T00:40:03Z,3890000,False,,,0,,K. Towns Free Throw 1 of 1 (14 PTS),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,Made,,,,,,,,14.0,,,,,,,,,,
399,PT06M17.00S,2026-04-07T00:40:16.3Z,3,REGULAR,foul,personal,['2freethrow'],1628404,,,1610612737,71,64,2026-04-07T00:40:40Z,3900000,False,,,0,,J. Hart shooting personal FOUL (2 PF) (Johnson 2 FT),"[1628404, 1630552]",1610612752.0,NYK,shooting,,,Hart,J. Hart,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,2002.0,,,,2.0,0.0,Johnson,1630552.0,,
401,PT06M17.00S,2026-04-07T00:40:41.0Z,3,REGULAR,freethrow,1 of 2,[],1630552,,,1610612737,72,64,2026-04-07T00:40:41Z,3920000,False,,,0,,J. Johnson Free Throw 1 of 2 (17 PTS),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,Made,,,,,,,,17.0,,,,,,,,,,
402,PT06M17.00S,2026-04-07T00:40:43.9Z,3,REGULAR,substitution,out,[],203468,,,1610612737,72,64,2026-04-07T00:40:50Z,3930000,False,,,0,,SUB out: C. McCollum,[203468],1610612737.0,ATL,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
403,PT06M17.00S,2026-04-07T00:40:43.9Z,3,REGULAR,substitution,in,[],1629216,,,1610612737,72,64,2026-04-07T00:40:50Z,3940000,False,,,0,,SUB in: G. Vincent,[1629216],1610612737.0,ATL,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,
404,PT06M17.00S,2026-04-07T00:41:05.3Z,3,REGULAR,freethrow,2 of 2,[],1630552,,,1610612737,73,64,2026-04-07T00:41:05Z,3950000,False,,,0,,J. Johnson Free Throw 2 of 2 (18 PTS),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,Made,,,,,,,,18.0,,,,,,,,,,
405,PT06M03.00S,2026-04-07T00:41:21.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626157,91.40932982917214,52.20588235294118,1610612752,73,66,2026-04-07T00:41:26Z,3960000,False,11.0,28.0,1,right,K. Towns driving Layup (16 PTS) (J. Brunson 9 AST),"[1626157, 1628973]",1610612752.0,NYK,driving,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,3.04,Made,,,,,,,,16.0,,J. Brunson,1628973.0,9.0,,,,,,
407,PT05M52.00S,2026-04-07T00:41:35.8Z,3,REGULAR,turnover,out-of-bounds,[],1629638,,,1610612737,73,66,2026-04-07T00:41:41Z,3980000,False,,,0,,N. Alexander-Walker step out-of-bounds TURNOVER (2 TO),[1629638],1610612737.0,ATL,step,,,Alexander-Walker,N. Alexander-Walker,,,,,Above the Break 3,24+ Left Center,,,,,,,2.0,,,,2002.0,,,,,,,,,
408,PT05M40.00S,2026-04-07T00:41:52.9Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630540,70.64717477003943,77.45098039215686,1610612752,73,66,2026-04-07T00:42:00Z,3990000,False,137.0,223.0,1,right,MISS M. McBride 26' 3PT,[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,Above the Break 3,24+ Right Center,26.22,Missed,,,,,,,,,,,,,,,,,,
409,PT05M37.00S,2026-04-07T00:41:55.9Z,3,REGULAR,rebound,defensive,[],1630700,,,1610612737,73,66,2026-04-07T00:42:00Z,4000000,False,,,0,,D. Daniels REBOUND (Off:3 Def:6),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Right Center,,,408.0,9.0,6.0,3.0,,,,,,,,,,,,,,
410,PT05M32.00S,2026-04-07T00:42:00.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629638,6.258212877792378,45.588235294117645,1610612737,73,66,2026-04-07T00:42:05Z,4010000,False,22.0,6.0,1,left,MISS N. Alexander-Walker running Layup,[1629638],1610612737.0,ATL,running,,,Alexander-Walker,N. Alexander-Walker,,,,,Restricted Area,0-8 Center,2.3,Missed,,,,,,,,,,,,,,,,,,
411,PT05M30.00S,2026-04-07T00:42:02.4Z,3,REGULAR,rebound,defensive,[],1630540,,,1610612752,73,66,2026-04-07T00:42:05Z,4020000,False,,,0,,M. McBride REBOUND (Off:0 Def:2),[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,Restricted Area,0-8 Center,,,410.0,2.0,2.0,0.0,,,,,,,,,,,,,,
412,PT05M23.00S,2026-04-07T00:42:10.2Z,3,REGULAR,3pt,Jump Shot,[],1626157,61.84296977660972,44.6078431372549,1610612752,73,69,2026-04-07T00:42:14Z,4030000,False,-27.0,306.0,1,right,K. Towns 30' 3PT  (19 PTS) (M. McBride 2 AST),"[1626157, 1630540]",1610612752.0,NYK,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Center,30.74,Made,,,,,,,,19.0,,M. McBride,1630540.0,2.0,,,,,,
414,PT05M21.00S,2026-04-07T00:42:15.2Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,73,69,2026-04-07T00:42:15Z,4050000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,PT05M21.00S,2026-04-07T00:45:09.7Z,3,REGULAR,substitution,out,[],1629638,,,1610612737,73,69,2026-04-07T00:45:47Z,4060000,False,,,0,,SUB out: N. Alexander-Walker,[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
416,PT05M21.00S,2026-04-07T00:45:09.7Z,3,REGULAR,substitution,out,[],1630168,,,1610612737,73,69,2026-04-07T00:45:47Z,4070000,False,,,0,,SUB out: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
417,PT05M21.00S,2026-04-07T00:45:09.7Z,3,REGULAR,substitution,out,[],1628404,,,1610612737,73,69,2026-04-07T00:45:47Z,4080000,False,,,0,,SUB out: J. Hart,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,,
418,PT05M21.00S,2026-04-07T00:45:09.7Z,3,REGULAR,substitution,out,[],1628384,,,1610612737,73,69,2026-04-07T00:45:47Z,4090000,False,,,0,,SUB out: O. Anunoby,[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
419,PT05M21.00S,2026-04-07T00:45:09.7Z,3,REGULAR,substitution,in,[],1630228,,,1610612737,73,69,2026-04-07T00:45:47Z,4100000,False,,,0,,SUB in: J. Kuminga,[1630228],1610612737.0,ATL,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,,
420,PT05M21.00S,2026-04-07T00:45:09.7Z,3,REGULAR,substitution,in,[],1631243,,,1610612737,73,69,2026-04-07T00:45:47Z,4110000,False,,,0,,SUB in: M. Gueye,[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,,,,,,,,,,,,,,,,,,,,,,
421,PT05M21.00S,2026-04-07T00:45:09.7Z,3,REGULAR,substitution,in,[],1628969,,,1610612737,73,69,2026-04-07T00:45:47Z,4120000,False,,,0,,SUB in: M. Bridges,[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
422,PT05M21.00S,2026-04-07T00:45:09.7Z,3,REGULAR,substitution,in,[],1629011,,,1610612737,73,69,2026-04-07T00:45:47Z,4130000,False,,,0,,SUB in: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
423,PT05M04.00S,2026-04-07T00:46:06.2Z,3,REGULAR,3pt,Jump Shot,[],1630552,7.835085413929041,96.81372549019608,1610612737,73,69,2026-04-07T00:46:11Z,4140000,False,-234.0,21.0,1,left,MISS J. Johnson 3PT,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Left Corner 3,24+ Left,23.5,Missed,,,,,,,,,,,,,,,,,,
424,PT05M03.00S,2026-04-07T00:46:07.2Z,3,REGULAR,rebound,offensive,[],1630700,,,1610612737,73,69,2026-04-07T00:46:11Z,4150000,False,,,0,,D. Daniels REBOUND (Off:4 Def:6),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Left Corner 3,24+ Left,,,423.0,10.0,6.0,4.0,,,,,,,,,,,,,,
