actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal
84,PT05M41.00S,2025-11-29T00:54:02.1Z,1,REGULAR,rebound,defensive,[],1629638,,,1610612737,16,11,2025-11-29T00:54:03Z,840000,False,,,0,,N. Alexander-Walker REBOUND (Off:0 Def:1),[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,83.0,1.0,1.0,0.0,,,
85,PT05M37.00S,2025-11-29T00:54:06.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630552,31.35676741130092,64.70588235294117,1610612737,19,11,2025-11-29T00:54:13Z,850000,False,-74.0,242.0,1,left,J. Johnson 25' 3PT running (8 PTS) (D. Daniels 2 AST),"[1630552, 1630700]",1610612737.0,ATL,running,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Center,,,,,,Made,8.0,,,,25.32,,,,,,,D. Daniels,1630700.0,2.0
87,PT05M19.00S,2025-11-29T00:54:23.8Z,1,REGULAR,3pt,Jump Shot,[],1642281,89.96386333771353,4.166666666666666,1610612739,19,11,2025-11-29T00:54:30Z,870000,False,-229.0,42.0,1,right,MISS J. Tyson 3PT,[1642281],1610612739.0,CLE,,,,Tyson,J. Tyson,,,,,Left Corner 3,24+ Left,,,,,,Missed,,,,,23.3,,,,,,,,,
88,PT05M15.00S,2025-11-29T00:54:27.8Z,1,REGULAR,rebound,defensive,[],1642258,,,1610612737,19,11,2025-11-29T00:54:30Z,880000,False,,,0,,Z. Risacher REBOUND (Off:0 Def:1),[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,87.0,1.0,1.0,0.0,,,
89,PT05M11.00S,2025-11-29T00:54:32.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1631243,6.389618922470433,50.245098039215684,1610612737,21,11,2025-11-29T00:54:37Z,890000,False,-1.0,8.0,1,left,M. Gueye running alley-oop DUNK (2 PTS) (Z. Risacher 1 AST),"[1631243, 1642258]",1610612737.0,ATL,running alley-oop,,,Gueye,M. Gueye,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,,,,0.77,,,,,,,Z. Risacher,1642258.0,1.0
91,PT05M00.00S,2025-11-29T00:54:43.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629636,92.9862023653088,48.03921568627451,1610612739,21,13,2025-11-29T01:00:44Z,910000,False,-10.0,13.0,1,right,D. Garland driving finger roll Layup (2 PTS),[1629636],1610612739.0,CLE,driving finger roll,,,Garland,D. Garland,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,,,,1.66,,,,,,,,,
92,PT04M51.00S,2025-11-29T00:54:51.8Z,1,REGULAR,3pt,Jump Shot,[],1630552,9.149145860709593,2.696078431372549,1610612737,21,13,2025-11-29T00:54:58Z,920000,False,237.0,34.0,1,left,MISS J. Johnson 3PT,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Right Corner 3,24+ Right,,,,,,Missed,,,,,23.89,,,,,,,,,
93,PT04M48.00S,2025-11-29T00:54:54.8Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,21,13,2025-11-29T00:54:58Z,930000,False,,,0,,J. Allen REBOUND (Off:0 Def:2),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,92.0,2.0,2.0,0.0,,,
94,PT04M40.00S,2025-11-29T00:55:02.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629636,91.5407358738502,55.63725490196079,1610612739,21,13,2025-11-29T00:55:08Z,940000,False,28.0,27.0,1,right,MISS D. Garland driving Layup,[1629636],1610612739.0,CLE,driving,,,Garland,D. Garland,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,3.9,,,,,,,,,
95,PT04M36.00S,2025-11-29T00:55:07.5Z,1,REGULAR,rebound,offensive,[],1628386,,,1610612739,21,13,2025-11-29T00:55:07Z,950000,False,,,0,,J. Allen REBOUND (Off:1 Def:2),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,94.0,3.0,2.0,1.0,,,
96,PT04M36.00S,2025-11-29T00:55:07.5Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1628386,94.40999984741211,50.0,1610612739,21,13,2025-11-29T01:01:52Z,960000,False,0.0,0.0,1,right,MISS J. Allen putback DUNK - blocked,"[1628386, 1631243]",1610612739.0,CLE,putback,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,0.0,Gueye,1631243.0,,,,,,,
97,PT04M36.00S,2025-11-29T00:55:07.5Z,1,REGULAR,block,,[],1631243,,,1610612739,21,13,2025-11-29T00:55:08Z,970000,False,,,0,,M. Gueye BLOCK (1 BLK),[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
98,PT04M36.00S,2025-11-29T00:55:07.5Z,1,REGULAR,rebound,defensive,[],1629638,,,1610612737,21,13,2025-11-29T00:55:11Z,980000,False,,,0,,N. Alexander-Walker REBOUND (Off:0 Def:2),[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,96.0,2.0,2.0,0.0,,,
99,PT04M33.00S,2025-11-29T00:55:11.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1642258,27.94021024967148,17.892156862745097,1610612737,21,13,2025-11-29T00:55:18Z,990000,False,161.0,210.0,1,left,MISS Z. Risacher 26' running 3PT,[1642258],1610612737.0,ATL,running,,,Risacher,Z. Risacher,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,,,26.44,,,,,,,,,
100,PT04M29.00S,2025-11-29T00:55:15.1Z,1,REGULAR,rebound,defensive,[],1628366,,,1610612739,21,13,2025-11-29T00:55:18Z,1000000,False,,,0,,L. Ball REBOUND (Off:0 Def:1),[1628366],1610612739.0,CLE,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,99.0,1.0,1.0,0.0,,,
101,PT04M23.00S,2025-11-29T00:55:20.6Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1629636,87.07293035479631,41.66666666666667,1610612739,21,15,2025-11-29T01:04:02Z,1010000,False,-42.0,69.0,1,right,D. Garland 8' pullup bank Jump Shot (4 PTS) (L. Ball 1 AST),"[1629636, 1628366]",1610612739.0,CLE,pullup bank,,,Garland,D. Garland,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Made,4.0,,,,8.06,,,,,,,L. Ball,1628366.0,1.0
103,PT04M04.00S,2025-11-29T00:55:38.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631243,15.325229960578188,49.50980392156863,1610612737,23,15,2025-11-29T00:55:44Z,1030000,False,2.0,92.0,1,left,M. Gueye 9' driving floating Jump Shot (4 PTS) (D. Daniels 3 AST),"[1631243, 1630700]",1610612737.0,ATL,driving floating,,,Gueye,M. Gueye,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Made,4.0,,,,9.16,,,,,,,D. Daniels,1630700.0,3.0
105,PT03M50.00S,2025-11-29T00:55:56.7Z,1,REGULAR,violation,kicked ball,[],1631243,,,1610612739,23,15,2025-11-29T00:56:02Z,1050000,False,,,0,,M. Gueye kicked ball VIOLATION,[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,,,202901.0,,,,,,,,,,,,,,,,,,,
106,PT03M50.00S,2025-11-29T00:56:00.2Z,1,REGULAR,substitution,out,[],1629638,,,1610612739,23,15,2025-11-29T00:56:13Z,1060000,False,,,0,,SUB out: N. Alexander-Walker,[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M50.00S,2025-11-29T00:56:00.2Z,1,REGULAR,substitution,out,[],1642258,,,1610612739,23,15,2025-11-29T00:56:13Z,1070000,False,,,0,,SUB out: Z. Risacher,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M50.00S,2025-11-29T00:56:00.2Z,1,REGULAR,substitution,out,[],1629636,,,1610612739,23,15,2025-11-29T00:56:13Z,1080000,False,,,0,,SUB out: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M50.00S,2025-11-29T00:56:00.2Z,1,REGULAR,substitution,out,[],1629631,,,1610612739,23,15,2025-11-29T00:56:13Z,1090000,False,,,0,,SUB out: D. Hunter,[1629631],1610612739.0,CLE,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M50.00S,2025-11-29T00:56:00.2Z,1,REGULAR,substitution,out,[],1628386,,,1610612739,23,15,2025-11-29T00:56:13Z,1100000,False,,,0,,SUB out: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M50.00S,2025-11-29T00:56:00.2Z,1,REGULAR,substitution,in,[],1628379,,,1610612739,23,15,2025-11-29T00:56:13Z,1110000,False,,,0,,SUB in: L. Kennard,[1628379],1610612737.0,ATL,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M50.00S,2025-11-29T00:56:00.2Z,1,REGULAR,substitution,in,[],1630249,,,1610612739,23,15,2025-11-29T00:56:13Z,1120000,False,,,0,,SUB in: V. Krejčí,[1630249],1610612737.0,ATL,,,,Krejčí,V. Krejčí,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M50.00S,2025-11-29T00:56:00.2Z,1,REGULAR,substitution,in,[],1629731,,,1610612739,23,15,2025-11-29T00:56:13Z,1130000,False,,,0,,SUB in: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M50.00S,2025-11-29T00:56:00.2Z,1,REGULAR,substitution,in,[],1630596,,,1610612739,23,15,2025-11-29T00:56:13Z,1140000,False,,,0,,SUB in: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M50.00S,2025-11-29T00:56:00.2Z,1,REGULAR,substitution,in,[],1628378,,,1610612739,23,15,2025-11-29T00:56:13Z,1150000,False,,,0,,SUB in: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M45.00S,2025-11-29T00:56:31.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642281,92.19776609724047,47.794117647058826,1610612739,23,15,2025-11-29T00:56:39Z,1160000,False,-11.0,21.0,1,right,MISS J. Tyson driving Layup,[1642281],1610612739.0,CLE,driving,,,Tyson,J. Tyson,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,2.35,,,,,,,,,
117,PT03M42.00S,2025-11-29T00:56:34.0Z,1,REGULAR,rebound,offensive,[],1642281,,,1610612739,23,15,2025-11-29T00:56:39Z,1170000,False,,,0,,J. Tyson REBOUND (Off:1 Def:0),[1642281],1610612739.0,CLE,,,,Tyson,J. Tyson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,116.0,1.0,0.0,1.0,,,
118,PT03M42.00S,2025-11-29T00:56:34.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642281,94.40999984741211,50.0,1610612739,23,15,2025-11-29T00:56:34Z,1180000,False,0.0,0.0,1,right,MISS J. Tyson tip Layup,[1642281],1610612739.0,CLE,tip,,,Tyson,J. Tyson,,,,,Mid-Range,8-16 Left,,,,,,Missed,,,,,0.0,,,,,,,,,
119,PT03M40.00S,2025-11-29T00:56:37.0Z,1,REGULAR,rebound,offensive,[],1630596,,,1610612739,23,15,2025-11-29T00:56:37Z,1190000,False,,,0,,E. Mobley REBOUND (Off:1 Def:1),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,118.0,2.0,1.0,1.0,,,
120,PT03M40.00S,2025-11-29T00:56:37.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630596,94.40999984741211,50.0,1610612739,23,15,2025-11-29T00:56:37Z,1200000,False,0.0,0.0,1,right,MISS E. Mobley putback Layup,[1630596],1610612739.0,CLE,putback,,,Mobley,E. Mobley,,,,,Mid-Range,8-16 Left,,,,,,Missed,,,,,0.0,,,,,,,,,
121,PT03M39.00S,2025-11-29T00:56:37.7Z,1,REGULAR,rebound,defensive,[],1631243,,,1610612737,23,15,2025-11-29T00:56:37Z,1210000,False,,,0,,M. Gueye REBOUND (Off:0 Def:1),[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,120.0,1.0,1.0,0.0,,,
122,PT03M34.00S,2025-11-29T00:56:42.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630700,13.748357424441524,41.17647058823529,1610612737,25,15,2025-11-29T00:57:28Z,1220000,False,44.0,77.0,1,left,D. Daniels 8' driving floating Jump Shot (2 PTS),[1630700],1610612737.0,ATL,driving floating,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Made,2.0,,,,8.85,,,,,,,,,
123,PT03M23.00S,2025-11-29T00:56:55.3Z,1,REGULAR,turnover,out-of-bounds,[],1628378,,,1610612739,25,15,2025-11-29T00:57:06Z,1230000,False,,,0,,D. Mitchell bad pass out-of-bounds TURNOVER (1 TO),[1628378],1610612739.0,CLE,bad pass,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),8-16 Right,202901.0,,,,,,,1.0,,,,,,,,,,,,
124,PT03M09.00S,2025-11-29T00:57:14.2Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1631243,7.5722733245729295,48.77450980392157,1610612737,27,15,2025-11-29T00:57:22Z,1240000,False,6.0,19.0,1,left,M. Gueye driving DUNK (6 PTS) (J. Johnson 1 AST),"[1631243, 1630552]",1610612737.0,ATL,driving,,,Gueye,M. Gueye,,,,,Restricted Area,0-8 Center,,,,,,Made,6.0,,,,1.97,,,,,,,J. Johnson,1630552.0,1.0
126,PT02M57.00S,2025-11-29T00:57:25.6Z,1,REGULAR,3pt,Jump Shot,[],1642281,88.64980289093299,3.9215686274509802,1610612739,27,18,2025-11-29T00:57:31Z,1260000,False,-230.0,54.0,1,right,J. Tyson 3PT  (3 PTS) (L. Ball 2 AST),"[1642281, 1628366]",1610612739.0,CLE,,,,Tyson,J. Tyson,,,,,Left Corner 3,24+ Left,,,,,,Made,3.0,,,,23.67,,,,,,,L. Ball,1628366.0,2.0
128,PT02M56.00S,2025-11-29T00:57:30.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,27,18,2025-11-29T00:57:30Z,1280000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT02M56.00S,2025-11-29T00:59:46.1Z,1,REGULAR,substitution,out,[],1630552,,,1610612737,27,18,2025-11-29T01:00:20Z,1290000,False,,,0,,SUB out: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT02M56.00S,2025-11-29T00:59:46.1Z,1,REGULAR,substitution,out,[],1630700,,,1610612737,27,18,2025-11-29T01:00:20Z,1300000,False,,,0,,SUB out: D. Daniels,[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT02M56.00S,2025-11-29T00:59:46.1Z,1,REGULAR,substitution,in,[],1630168,,,1610612737,27,18,2025-11-29T01:00:20Z,1310000,False,,,0,,SUB in: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT02M56.00S,2025-11-29T00:59:46.1Z,1,REGULAR,substitution,in,[],1629638,,,1610612737,27,18,2025-11-29T01:00:20Z,1320000,False,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT02M34.00S,2025-11-29T01:00:47.4Z,1,REGULAR,3pt,Jump Shot,[],1630249,17.95335085413929,4.411764705882353,1610612737,27,18,2025-11-29T01:07:02Z,1330000,False,228.0,116.0,1,left,MISS V. Krejčí 25' fadeaway 3PT,[1630249],1610612737.0,ATL,fadeaway,,,Krejčí,V. Krejčí,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,,,25.59,,,,,,,,,
136,PT02M31.00S,2025-11-29T01:00:50.4Z,1,REGULAR,rebound,defensive,[],1642281,,,1610612739,27,18,2025-11-29T01:00:52Z,1340000,False,,,0,,J. Tyson REBOUND (Off:1 Def:1),[1642281],1610612739.0,CLE,,,,Tyson,J. Tyson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,135.0,2.0,1.0,1.0,,,
137,PT02M25.00S,2025-11-29T01:00:56.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628378,86.15308804204993,53.431372549019606,1610612739,27,20,2025-11-29T01:01:00Z,1350000,False,17.0,78.0,1,right,D. Mitchell 7' driving floating Jump Shot (6 PTS),[1628378],1610612739.0,CLE,driving floating,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Made,6.0,,,,7.96,,,,,,,,,
138,PT02M09.00S,2025-11-29T01:01:11.6Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630168,12.302890932982917,45.588235294117645,1610612737,29,20,2025-11-29T01:01:17Z,1360000,False,22.0,63.0,1,left,O. Okongwu 6' turnaround Hook (4 PTS),[1630168],1610612737.0,ATL,turnaround,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,4.0,,,,6.69,,,,,,,,,
139,PT02M00.00S,2025-11-29T01:01:20.2Z,1,REGULAR,3pt,Jump Shot,[],1628378,67.62483574244416,60.049019607843135,1610612739,29,20,2025-11-29T01:01:26Z,1370000,False,50.0,252.0,1,right,MISS D. Mitchell 25' pullup 3PT,[1628378],1610612739.0,CLE,pullup,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,,,25.68,,,,,,,,,
140,PT01M56.00S,2025-11-29T01:01:24.2Z,1,REGULAR,rebound,defensive,[],1630249,,,1610612737,29,20,2025-11-29T01:01:26Z,1380000,False,,,0,,V. Krejčí REBOUND (Off:0 Def:1),[1630249],1610612737.0,ATL,,,,Krejčí,V. Krejčí,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,139.0,1.0,1.0,0.0,,,
141,PT01M50.00S,2025-11-29T01:01:31.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629638,6.783837056504599,46.07843137254902,1610612737,29,20,2025-11-29T01:01:36Z,1390000,False,20.0,11.0,1,left,MISS N. Alexander-Walker driving Layup,[1629638],1610612737.0,ATL,driving,,,Alexander-Walker,N. Alexander-Walker,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,2.26,,,,,,,,,
142,PT01M47.00S,2025-11-29T01:01:34.0Z,1,REGULAR,rebound,offensive,[],1630249,,,1610612737,29,20,2025-11-29T01:01:34Z,1400000,False,,,0,,V. Krejčí REBOUND (Off:1 Def:1),[1630249],1610612737.0,ATL,,,,Krejčí,V. Krejčí,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,141.0,2.0,1.0,1.0,,,
143,PT01M44.00S,2025-11-29T01:01:37.8Z,1,REGULAR,foul,personal,['2freethrow'],1629731,,,1610612737,29,20,2025-11-29T01:02:00Z,1410000,False,,,0,,D. Wade shooting personal FOUL (1 PF) (Gueye 2 FT),"[1629731, 1631243]",1610612739.0,CLE,shooting,,,Wade,D. Wade,,,,,Restricted Area,0-8 Center,202901.0,1.0,0.0,Gueye,1631243.0,,,,,,,,,,,,,,,
145,PT01M44.00S,2025-11-29T01:02:07.1Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1631243,,,1610612737,30,20,2025-11-29T01:02:07Z,1430000,False,,,0,,M. Gueye Free Throw 1 of 2 (7 PTS),[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,,,,,,,,Made,7.0,,,,,,,,,,,,,
146,PT01M44.00S,2025-11-29T01:02:25.0Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1631243,,,1610612737,31,20,2025-11-29T01:02:25Z,1440000,False,,,0,,M. Gueye Free Throw 2 of 2 (8 PTS),[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,,,,,,,,Made,8.0,,,,,,,,,,,,,
147,PT01M28.00S,2025-11-29T01:02:46.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630596,84.31340341655716,49.50980392156863,1610612739,31,20,2025-11-29T01:02:52Z,1450000,False,-2.0,95.0,1,right,MISS E. Mobley 9' turnaround Hook,[1630596],1610612739.0,CLE,turnaround,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,,,,9.5,,,,,,,,,
148,PT01M25.00S,2025-11-29T01:02:50.0Z,1,REGULAR,rebound,defensive,[],1630168,,,1610612737,31,20,2025-11-29T01:02:50Z,1460000,False,,,0,,O. Okongwu REBOUND (Off:0 Def:3),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,147.0,3.0,3.0,0.0,,,
149,PT01M16.00S,2025-11-29T01:02:58.2Z,1,REGULAR,turnover,lost ball,[],1630168,,,1610612737,31,20,2025-11-29T01:03:02Z,1470000,False,,,0,,O. Okongwu lost ball TURNOVER (2 TO),"[1630168, 1630596]",1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,2.0,Mobley,1630596.0,,,,,,,,,,
150,PT01M16.00S,2025-11-29T01:02:58.2Z,1,REGULAR,steal,,[],1630596,,,1610612739,31,20,2025-11-29T01:18:35Z,1480000,False,,,0,,E. Mobley STEAL (1 STL),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
151,PT01M08.00S,2025-11-29T01:03:06.5Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1628378,92.85479632063075,74.26470588235294,1610612739,31,20,2025-11-29T01:13:35Z,1490000,False,121.0,15.0,1,right,MISS D. Mitchell 12' driving floating Shot,[1628378],1610612739.0,CLE,driving floating,,,Mitchell,D. Mitchell,,,,,Mid-Range,8-16 Right,,,,,,Missed,,,,,12.22,,,,,,,,,
152,PT01M05.00S,2025-11-29T01:03:09.5Z,1,REGULAR,rebound,defensive,[],1631243,,,1610612737,31,20,2025-11-29T01:03:11Z,1500000,False,,,0,,M. Gueye REBOUND (Off:0 Def:2),[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,151.0,2.0,2.0,0.0,,,
153,PT00M49.10S,2025-11-29T01:03:25.9Z,1,REGULAR,3pt,Jump Shot,[],1629638,32.14520367936925,61.029411764705884,1610612737,31,20,2025-11-29T01:03:31Z,1510000,False,-55.0,250.0,1,left,MISS N. Alexander-Walker 25' pullup 3PT,[1629638],1610612737.0,ATL,pullup,,,Alexander-Walker,N. Alexander-Walker,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,,,25.57,,,,,,,,,
154,PT00M46.50S,2025-11-29T01:03:28.5Z,1,REGULAR,rebound,defensive,[],1630596,,,1610612739,31,20,2025-11-29T01:03:31Z,1520000,False,,,0,,E. Mobley REBOUND (Off:1 Def:2),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,153.0,3.0,2.0,1.0,,,
155,PT00M36.10S,2025-11-29T01:03:39.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628378,92.9862023653088,49.26470588235294,1610612739,31,20,2025-11-29T01:03:48Z,1530000,False,-4.0,13.0,1,right,MISS D. Mitchell driving Layup,[1628378],1610612739.0,CLE,driving,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,1.39,,,,,,,,,
157,PT00M28.80S,2025-11-29T01:03:47.1Z,1,REGULAR,rebound,defensive,[],1630168,,,1610612737,31,20,2025-11-29T01:03:48Z,1550000,False,,,0,,O. Okongwu REBOUND (Off:0 Def:4),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,155.0,4.0,4.0,0.0,,,
158,PT00M28.80S,2025-11-29T01:03:48.7Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1631243,8.623521681997373,47.30392156862745,1610612737,33,20,2025-11-29T01:03:59Z,1560000,False,13.0,29.0,1,left,M. Gueye running DUNK (10 PTS) (V. Krejčí 1 AST),"[1631243, 1630249]",1610612737.0,ATL,running,,,Gueye,M. Gueye,,,,,Restricted Area,0-8 Center,,,,,,Made,10.0,,,,3.16,,,,,,,V. Krejčí,1630249.0,1.0
160,PT00M28.80S,2025-11-29T01:04:04.8Z,1,REGULAR,timeout,full,['team'],0,,,1610612739,33,20,2025-11-29T01:04:04Z,1580000,False,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT00M28.80S,2025-11-29T01:05:02.9Z,1,REGULAR,substitution,out,[],1628379,,,1610612739,33,20,2025-11-29T01:05:36Z,1590000,False,,,0,,SUB out: L. Kennard,[1628379],1610612737.0,ATL,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT00M28.80S,2025-11-29T01:05:02.9Z,1,REGULAR,substitution,out,[],1628378,,,1610612739,33,20,2025-11-29T01:05:36Z,1600000,False,,,0,,SUB out: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT00M28.80S,2025-11-29T01:05:02.9Z,1,REGULAR,substitution,in,[],1630811,,,1610612739,33,20,2025-11-29T01:05:36Z,1610000,False,,,0,,SUB in: K. Wallace,[1630811],1610612737.0,ATL,,,,Wallace,K. Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT00M28.80S,2025-11-29T01:05:02.9Z,1,REGULAR,substitution,in,[],1629636,,,1610612739,33,20,2025-11-29T01:05:36Z,1620000,False,,,0,,SUB in: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,,
