actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
81,PT06M17.00S,2022-11-05T00:50:31.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,15,13,2022-11-05T00:50:31Z,810000,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT06M17.00S,2022-11-05T00:50:33.2Z,1,REGULAR,substitution,out,[],203939,,,1610612761,15,13,2022-11-05T00:53:23Z,820000,,,0,,SUB out: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT06M17.00S,2022-11-05T00:50:33.2Z,1,REGULAR,substitution,in,[],1626174,,,1610612761,15,13,2022-11-05T00:53:23Z,830000,,,0,,SUB in: C. Wood,[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT06M17.00S,2022-11-05T00:53:42.6Z,1,REGULAR,freethrow,1 of 2,[],1627783,,,1610612761,15,14,2022-11-05T00:53:42Z,840000,,,0,,P. Siakam Free Throw 1 of 2 (7 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,Made,,,,,7.0,,,,,,,,,,
85,PT06M17.00S,2022-11-05T00:54:02.6Z,1,REGULAR,freethrow,2 of 2,[],1627783,,,1610612761,15,15,2022-11-05T00:54:02Z,850000,,,0,,P. Siakam Free Throw 2 of 2 (8 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,Made,,,,,8.0,,,,,,,,,,
86,PT06M06.00S,2022-11-05T00:54:16.6Z,1,REGULAR,3pt,Jump Shot,[],1627827,89.30683311432325,95.34313725490196,1610612742,15,15,2022-11-05T00:54:20Z,860000,227.0,48.0,1,right,MISS D. Finney-Smith 3PT,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,Right Corner 3,24+ Right,,,,23.17,Missed,,,,,,,,,,,,,,,
87,PT06M03.00S,2022-11-05T00:54:19.6Z,1,REGULAR,rebound,defensive,[],1628384,,,1610612761,15,15,2022-11-05T00:54:20Z,870000,,,0,,O. Anunoby REBOUND (Off:1 Def:2),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Right Corner 3,24+ Right,,,,,,86.0,3.0,2.0,1.0,,,,,,,,,,,
88,PT05M58.00S,2022-11-05T00:54:24.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630567,23.12746386333771,89.19270833333333,1610612761,15,15,2022-11-05T00:55:32Z,880000,-196.0,165.0,1,left,MISS S. Barnes 25' running 3PT,[1630567],1610612761.0,TOR,running,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Left Center,,,,25.61,Missed,,,,,,,,,,,,,,,
89,PT05M57.00S,2022-11-05T00:54:25.0Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612742,15,15,2022-11-05T00:54:29Z,890000,,,0,,TEAM defensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,88.0,,,,,,,,,,,,,,
91,PT05M43.00S,2022-11-05T00:54:45.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629029,93.64323258869908,45.83333333333333,1610612742,17,15,2022-11-05T00:54:52Z,910000,-21.0,7.0,1,right,L. Doncic driving finger roll Layup (8 PTS),[1629029],1610612742.0,DAL,driving finger roll,,,Doncic,L. Doncic,,,,,Restricted Area,0-8 Center,,,,2.2,Made,,,,,8.0,,,,,,,,,,
92,PT05M29.00S,2022-11-05T00:54:58.4Z,1,REGULAR,3pt,Jump Shot,[],1629018,27.94021024967148,82.84313725490196,1610612761,17,15,2022-11-05T00:55:07Z,920000,-164.0,210.0,1,left,MISS G. Trent Jr. 26' 3PT,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Left Center,,,,26.67,Missed,,,,,,,,,,,,,,,
93,PT05M26.00S,2022-11-05T00:55:01.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612761,17,15,2022-11-05T00:55:07Z,930000,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,92.0,,,,,,,,,,,,,,
95,PT05M26.00S,2022-11-05T00:55:10.1Z,1,REGULAR,substitution,out,[],203915,,,1610612761,17,15,2022-11-05T00:55:16Z,950000,,,0,,SUB out: S. Dinwiddie,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT05M26.00S,2022-11-05T00:55:10.1Z,1,REGULAR,substitution,in,[],203501,,,1610612761,17,15,2022-11-05T00:55:16Z,960000,,,0,,SUB in: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT05M18.00S,2022-11-05T00:55:28.2Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628384,11.645860709592641,53.67647058823529,1610612761,17,17,2022-11-05T00:55:36Z,970000,-18.0,57.0,1,left,O. Anunoby driving floating bank Jump Shot (6 PTS),[1628384],1610612761.0,TOR,driving floating bank,,,Anunoby,O. Anunoby,,,,,In The Paint (Non-RA),0-8 Center,,,,5.99,Made,,,,,6.0,,,,,,,,,,
98,PT04M56.00S,2022-11-05T00:55:50.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626174,90.01314060446781,39.928002450980394,1610612742,17,17,2022-11-05T00:58:08Z,980000,-50.0,41.0,1,right,MISS C. Wood 6' driving floating bank Shot,[1626174],1610612742.0,DAL,driving floating bank,,,Wood,C. Wood,,,,,In The Paint (Non-RA),0-8 Center,,,,6.52,Missed,,,,,,,,,,,,,,,
99,PT04M56.00S,2022-11-05T00:55:50.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612742,17,17,2022-11-05T00:56:01Z,990000,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,98.0,,,,,,,,,,,,,,
100,PT04M56.00S,2022-11-05T00:55:58.1Z,1,REGULAR,foul,personal,[],1627783,,,1610612742,17,17,2022-11-05T00:56:29Z,1000000,,,0,,P. Siakam loose ball personal FOUL (1 PF),"[1627783, 1627827]",1610612761.0,TOR,loose ball,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1146.0,1.0,1.0,Finney-Smith,1627827.0
102,PT04M56.00S,2022-11-05T00:56:04.4Z,1,REGULAR,substitution,out,[],1629018,,,1610612742,17,17,2022-11-05T00:56:06Z,1020000,,,0,,SUB out: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M56.00S,2022-11-05T00:56:04.4Z,1,REGULAR,substitution,in,[],1630173,,,1610612742,17,17,2022-11-05T00:56:06Z,1030000,,,0,,SUB in: P. Achiuwa,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT04M50.00S,2022-11-05T00:56:19.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629029,68.41327201051249,73.2843137254902,1610612742,17,17,2022-11-05T01:00:46Z,1040000,116.0,244.0,1,right,MISS L. Doncic 27' pullup 3PT,[1629029],1610612742.0,DAL,pullup,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Right Center,,,,27.07,Missed,,,,,,,,,,,,,,,
105,PT04M46.00S,2022-11-05T00:56:23.9Z,1,REGULAR,rebound,defensive,[],1630567,,,1610612761,17,17,2022-11-05T00:56:24Z,1050000,,,0,,S. Barnes REBOUND (Off:1 Def:3),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Right Center,,,,,,104.0,4.0,3.0,1.0,,,,,,,,,,,
106,PT04M40.00S,2022-11-05T00:56:33.5Z,1,REGULAR,foul,personal,[],203493,,,1610612761,17,17,2022-11-05T00:56:41Z,1060000,,,0,,R. Bullock personal FOUL (2 PF),"[203493, 1627783]",1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,1628487.0,2.0,0.0,Siakam,1627783.0
109,PT04M40.00S,2022-11-05T00:56:39.2Z,1,REGULAR,substitution,in,[],1628467,,,1610612761,17,17,2022-11-05T00:56:43Z,1090000,,,0,,SUB in: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT04M40.00S,2022-11-05T00:56:39.2Z,1,REGULAR,substitution,out,[],203493,,,1610612761,17,17,2022-11-05T00:56:55Z,1100000,,,0,,SUB out: R. Bullock,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT04M30.00S,2022-11-05T00:57:06.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,9.280551905387648,46.07843137254902,1610612761,17,17,2022-11-05T00:57:09Z,1110000,20.0,35.0,1,left,MISS P. Siakam driving Layup,[1627783],1610612761.0,TOR,driving,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,,,,3.99,Missed,,,,,,,,,,,,,,,
112,PT04M28.00S,2022-11-05T00:57:08.0Z,1,REGULAR,rebound,defensive,[],1628467,,,1610612742,17,17,2022-11-05T00:57:09Z,1120000,,,0,,M. Kleber REBOUND (Off:0 Def:1),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,Restricted Area,0-8 Center,,,,,,111.0,1.0,1.0,0.0,,,,,,,,,,,
113,PT04M24.00S,2022-11-05T00:57:12.5Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628467,93.51182654402102,50.0,1610612742,17,17,2022-11-05T00:57:24Z,1130000,0.0,8.0,1,right,MISS M. Kleber running Layup,[1628467],1610612742.0,DAL,running,,,Kleber,M. Kleber,,,,,Restricted Area,0-8 Center,,,,0.85,Missed,,,,,,,,,,,,,,,
114,PT04M21.00S,2022-11-05T00:57:15.5Z,1,REGULAR,rebound,defensive,[],1628449,,,1610612761,17,17,2022-11-05T00:57:17Z,1140000,,,0,,C. Boucher REBOUND (Off:0 Def:2),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,Restricted Area,0-8 Center,,,,,,113.0,2.0,2.0,0.0,,,,,,,,,,,
115,PT04M06.00S,2022-11-05T00:57:29.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630173,10.726018396846255,59.55882352941176,1610612761,17,19,2022-11-05T00:57:34Z,1150000,-48.0,48.0,1,left,P. Achiuwa 6' bank Hook (2 PTS),[1630173],1610612761.0,TOR,bank,,,Achiuwa,P. Achiuwa,,,,,In The Paint (Non-RA),0-8 Center,,,,6.8,Made,,,,,2.0,,,,,,,,,,
116,PT03M52.00S,2022-11-05T00:57:43.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628467,94.1688567674113,53.67647058823529,1610612742,17,19,2022-11-05T00:57:48Z,1160000,18.0,2.0,1,right,MISS M. Kleber driving Layup,[1628467],1610612742.0,DAL,driving,,,Kleber,M. Kleber,,,,,Restricted Area,0-8 Center,,,,1.85,Missed,,,,,,,,,,,,,,,
117,PT03M50.00S,2022-11-05T00:57:45.9Z,1,REGULAR,rebound,defensive,[],1630567,,,1610612761,17,19,2022-11-05T00:57:48Z,1170000,,,0,,S. Barnes REBOUND (Off:1 Def:4),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,,,,,,116.0,5.0,4.0,1.0,,,,,,,,,,,
118,PT03M47.00S,2022-11-05T00:57:49.9Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628449,5.995400788436268,47.794117647058826,1610612761,17,21,2022-11-05T00:58:10Z,1180000,11.0,4.0,1,left,C. Boucher running Layup (2 PTS) (P. Siakam 2 AST),"[1628449, 1627783]",1610612761.0,TOR,running,,,Boucher,C. Boucher,,,,,Restricted Area,0-8 Center,,,,1.17,Made,,,,,2.0,P. Siakam,1627783.0,2.0,,,,,,,
120,PT03M47.00S,2022-11-05T00:57:56.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,17,21,2022-11-05T00:57:56Z,1200000,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT03M47.00S,2022-11-05T00:58:29.4Z,1,REGULAR,substitution,out,[],1627827,,,1610612742,17,21,2022-11-05T01:00:31Z,1210000,,,0,,SUB out: D. Finney-Smith,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT03M47.00S,2022-11-05T00:58:29.4Z,1,REGULAR,substitution,in,[],1630182,,,1610612742,17,21,2022-11-05T01:00:31Z,1220000,,,0,,SUB in: J. Green,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT03M35.00S,2022-11-05T01:01:00.2Z,1,REGULAR,foul,personal,['2freethrow'],1628449,,,1610612742,17,21,2022-11-05T01:01:09Z,1230000,,,0,,C. Boucher shooting personal FOUL (1 PF) (Doncic 2 FT),"[1628449, 1629029]",1610612761.0,TOR,shooting,,,Boucher,C. Boucher,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1146.0,1.0,0.0,Doncic,1629029.0
126,PT03M35.00S,2022-11-05T01:01:30.7Z,1,REGULAR,freethrow,1 of 2,[],1629029,,,1610612742,18,21,2022-11-05T01:01:30Z,1250000,,,0,,L. Doncic Free Throw 1 of 2 (9 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,Made,,,,,9.0,,,,,,,,,,
127,PT03M35.00S,2022-11-05T01:01:50.1Z,1,REGULAR,freethrow,2 of 2,[],1629029,,,1610612742,19,21,2022-11-05T01:01:50Z,1260000,,,0,,L. Doncic Free Throw 2 of 2 (10 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,Made,,,,,10.0,,,,,,,,,,
128,PT03M22.00S,2022-11-05T01:02:09.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627783,16.376478318002626,45.34313725490196,1610612761,19,21,2022-11-05T01:02:14Z,1270000,23.0,101.0,1,left,MISS P. Siakam 10' turnaround Hook,[1627783],1610612761.0,TOR,turnaround,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Center,,,,10.4,Missed,,,,,,,,,,,,,,,
129,PT03M17.00S,2022-11-05T01:02:14.3Z,1,REGULAR,rebound,offensive,[],1628384,,,1610612761,19,21,2022-11-05T01:02:14Z,1280000,,,0,,O. Anunoby REBOUND (Off:2 Def:2),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,In The Paint (Non-RA),8-16 Center,,,,,,128.0,4.0,2.0,2.0,,,,,,,,,,,
130,PT03M08.00S,2022-11-05T01:02:22.9Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1630173,13.748357424441524,31.372549019607842,1610612761,19,21,2022-11-05T01:02:27Z,1290000,93.0,77.0,1,left,MISS P. Achiuwa 12' turnaround fadeaway Shot,[1630173],1610612761.0,TOR,turnaround fadeaway,,,Achiuwa,P. Achiuwa,,,,,Mid-Range,8-16 Right,,,,12.06,Missed,,,,,,,,,,,,,,,
131,PT03M06.00S,2022-11-05T01:02:24.9Z,1,REGULAR,rebound,defensive,[],1626174,,,1610612742,19,21,2022-11-05T01:02:27Z,1300000,,,0,,C. Wood REBOUND (Off:0 Def:1),[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,Mid-Range,8-16 Right,,,,,,130.0,1.0,1.0,0.0,,,,,,,,,,,
132,PT02M55.00S,2022-11-05T01:02:36.0Z,1,REGULAR,3pt,Jump Shot,[],1630182,94.43166885676742,94.85294117647058,1610612742,22,21,2022-11-05T01:02:41Z,1310000,224.0,0.0,1,right,J. Green 3PT  (3 PTS) (M. Kleber 1 AST),"[1630182, 1628467]",1610612742.0,DAL,,,,Green,J. Green,,,,,Right Corner 3,24+ Right,,,,22.43,Made,,,,,3.0,M. Kleber,1628467.0,1.0,,,,,,,
134,PT02M42.00S,2022-11-05T01:02:49.0Z,1,REGULAR,3pt,Jump Shot,[],1628384,29.517082785808146,25.49019607843137,1610612761,22,24,2022-11-05T01:02:53Z,1330000,123.0,225.0,1,left,O. Anunoby 25' 3PT  (9 PTS) (P. Achiuwa 1 AST),"[1628384, 1630173]",1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Right Center,,,,25.62,Made,,,,,9.0,P. Achiuwa,1630173.0,1.0,,,,,,,
136,PT02M16.00S,2022-11-05T01:03:14.6Z,1,REGULAR,3pt,Jump Shot,[],203501,90.48948751642575,5.637254901960785,1610612742,22,24,2022-11-05T01:03:20Z,1350000,-222.0,37.0,1,right,MISS T. Hardaway Jr. step back 3PT,[203501],1610612742.0,DAL,step back,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Left Corner 3,24+ Left,,,,22.48,Missed,,,,,,,,,,,,,,,
137,PT02M13.00S,2022-11-05T01:03:17.6Z,1,REGULAR,rebound,defensive,[],1630173,,,1610612761,22,24,2022-11-05T01:03:20Z,1360000,,,0,,P. Achiuwa REBOUND (Off:0 Def:1),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Left Corner 3,24+ Left,,,,,,136.0,1.0,1.0,0.0,,,,,,,,,,,
138,PT02M03.00S,2022-11-05T01:03:28.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,12.302890932982917,58.333333333333336,1610612761,22,26,2022-11-05T01:03:35Z,1370000,-42.0,63.0,1,left,P. Siakam 7' driving floating bank Jump Shot (10 PTS),[1627783],1610612761.0,TOR,driving floating bank,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,,,,7.56,Made,,,,,10.0,,,,,,,,,,
139,PT01M44.00S,2022-11-05T01:03:46.5Z,1,REGULAR,3pt,Jump Shot,[],203501,93.38042049934296,5.392156862745098,1610612742,25,26,2022-11-05T01:03:51Z,1380000,-223.0,10.0,1,right,T. Hardaway Jr. 3PT  (3 PTS) (L. Doncic 2 AST),"[203501, 1629029]",1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Left Corner 3,24+ Left,,,,22.32,Made,,,,,3.0,L. Doncic,1629029.0,2.0,,,,,,,
141,PT01M32.00S,2022-11-05T01:03:58.8Z,1,REGULAR,3pt,Jump Shot,[],1630567,29.6484888304862,71.07843137254902,1610612761,25,26,2022-11-05T01:07:08Z,1400000,-105.0,226.0,1,left,MISS S. Barnes 24' pullup 3PT,[1630567],1610612761.0,TOR,pullup,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Left Center,,,,24.96,Missed,,,,,,,,,,,,,,,
142,PT01M29.00S,2022-11-05T01:04:01.8Z,1,REGULAR,rebound,defensive,[],1630182,,,1610612742,25,26,2022-11-05T01:04:02Z,1410000,,,0,,J. Green REBOUND (Off:0 Def:1),[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,,,,,,141.0,1.0,1.0,0.0,,,,,,,,,,,
143,PT01M18.00S,2022-11-05T01:04:12.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629029,92.9862023653088,48.03921568627451,1610612742,27,26,2022-11-05T01:04:17Z,1420000,-10.0,13.0,1,right,L. Doncic driving reverse Layup (12 PTS),[1629029],1610612742.0,DAL,driving reverse,,,Doncic,L. Doncic,,,,,Restricted Area,0-8 Center,,,,1.66,Made,,,,,12.0,,,,,,,,,,
144,PT01M10.00S,2022-11-05T01:04:20.9Z,1,REGULAR,3pt,Jump Shot,[],1630173,8.229303547963205,2.941176470588235,1610612761,27,26,2022-11-05T01:04:26Z,1430000,235.0,25.0,1,left,MISS P. Achiuwa 3PT,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Right Corner 3,24+ Right,,,,23.66,Missed,,,,,,,,,,,,,,,
145,PT01M05.00S,2022-11-05T01:04:25.8Z,1,REGULAR,rebound,offensive,[],1627783,,,1610612761,27,26,2022-11-05T01:04:25Z,1440000,,,0,,P. Siakam REBOUND (Off:2 Def:1),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Right Corner 3,24+ Right,,,,,,144.0,3.0,1.0,2.0,,,,,,,,,,,
146,PT01M04.00S,2022-11-05T01:04:26.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628449,25.706307490144546,84.55882352941177,1610612761,27,29,2022-11-05T01:04:30Z,1450000,-173.0,189.0,1,left,C. Boucher 25' 3PT  (5 PTS) (P. Siakam 3 AST),"[1628449, 1627783]",1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,Above the Break 3,24+ Left Center,,,,25.62,Made,,,,,5.0,P. Siakam,1627783.0,3.0,,,,,,,
149,PT00M53.50S,2022-11-05T01:04:44.7Z,1,REGULAR,substitution,out,[],1628384,,,1610612742,27,29,2022-11-05T01:04:58Z,1480000,,,0,,SUB out: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT00M53.50S,2022-11-05T01:04:44.7Z,1,REGULAR,substitution,out,[],1627783,,,1610612742,27,29,2022-11-05T01:04:58Z,1490000,,,0,,SUB out: P. Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT00M53.50S,2022-11-05T01:04:44.7Z,1,REGULAR,substitution,in,[],1629018,,,1610612742,27,29,2022-11-05T01:04:58Z,1500000,,,0,,SUB in: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT00M53.50S,2022-11-05T01:04:44.7Z,1,REGULAR,substitution,in,[],203490,,,1610612742,27,29,2022-11-05T01:04:58Z,1510000,,,0,,SUB in: O. Porter Jr.,[203490],1610612761.0,TOR,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT00M50.30S,2022-11-05T01:05:02.8Z,1,REGULAR,turnover,bad pass,[],1629029,,,1610612742,27,29,2022-11-05T01:18:26Z,1520000,,,0,,L. Doncic bad pass TURNOVER (2 TO),"[1629029, 1630567]",1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Right Center,2.0,Barnes,1630567.0,,,,,,,,,,,,,,,,,
154,PT00M50.30S,2022-11-05T01:05:02.8Z,1,REGULAR,steal,,[],1630567,,,1610612761,27,29,2022-11-05T01:05:04Z,1530000,,,0,,S. Barnes STEAL (1 STL),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
155,PT00M44.30S,2022-11-05T01:05:08.8Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1628449,7.046649145860711,95.83333333333334,1610612761,27,29,2022-11-05T01:14:04Z,1540000,-229.0,14.0,1,left,MISS C. Boucher running 3PT,[1628449],1610612761.0,TOR,running,,,Boucher,C. Boucher,,,,,Left Corner 3,24+ Left,,,,22.96,Missed,,,,,,,,,,,,,,,
156,PT00M40.40S,2022-11-05T01:05:12.7Z,1,REGULAR,rebound,defensive,[],1626174,,,1610612742,27,29,2022-11-05T01:05:14Z,1550000,,,0,,C. Wood REBOUND (Off:0 Def:2),[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,Left Corner 3,24+ Left,,,,,,155.0,2.0,2.0,0.0,,,,,,,,,,,
157,PT00M36.00S,2022-11-05T01:05:21.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628449,,,1610612742,27,29,2022-11-05T01:05:28Z,1560000,,,0,,C. Boucher personal FOUL (2 PF) (Doncic 2 FT),"[1628449, 1629029]",1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,1628487.0,2.0,0.0,Doncic,1629029.0
159,PT00M36.00S,2022-11-05T01:06:04.0Z,1,REGULAR,freethrow,1 of 2,[],1629029,,,1610612742,28,29,2022-11-05T01:06:04Z,1580000,,,0,,L. Doncic Free Throw 1 of 2 (13 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,Made,,,,,13.0,,,,,,,,,,
160,PT00M36.00S,2022-11-05T01:06:04.7Z,1,REGULAR,substitution,out,[],1628449,,,1610612742,28,29,2022-11-05T01:06:11Z,1590000,,,0,,SUB out: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT00M36.00S,2022-11-05T01:06:04.7Z,1,REGULAR,substitution,in,[],1630625,,,1610612742,28,29,2022-11-05T01:06:11Z,1600000,,,0,,SUB in: D. Banton,[1630625],1610612761.0,TOR,,,,Banton,D. Banton,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT00M36.00S,2022-11-05T01:06:38.0Z,1,REGULAR,freethrow,2 of 2,[],1629029,,,1610612742,29,29,2022-11-05T01:06:38Z,1610000,,,0,,L. Doncic Free Throw 2 of 2 (14 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,Made,,,,,14.0,,,,,,,,,,
163,PT00M32.30S,2022-11-05T01:06:47.0Z,1,REGULAR,3pt,Jump Shot,[],1630567,31.61957950065703,33.33333333333333,1610612761,29,29,2022-11-05T01:06:58Z,1620000,83.0,245.0,1,left,MISS S. Barnes 25' pullup 3PT,[1630567],1610612761.0,TOR,pullup,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Right Center,,,,25.85,Missed,,,,,,,,,,,,,,,
164,PT00M28.80S,2022-11-05T01:06:50.5Z,1,REGULAR,rebound,defensive,[],1626174,,,1610612742,29,29,2022-11-05T01:06:51Z,1630000,,,0,,C. Wood REBOUND (Off:0 Def:3),[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,Above the Break 3,24+ Right Center,,,,,,163.0,3.0,3.0,0.0,,,,,,,,,,,
165,PT00M14.40S,2022-11-05T01:07:04.8Z,1,REGULAR,3pt,Jump Shot,[],203501,93.11760840998686,94.85294117647058,1610612742,29,29,2022-11-05T01:07:09Z,1640000,224.0,12.0,1,right,MISS T. Hardaway Jr. 3PT,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Right Corner 3,24+ Right,,,,22.46,Missed,,,,,,,,,,,,,,,
