actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
198,PT10M30.00S,2022-10-30T01:43:38.1Z,2,REGULAR,rebound,defensive,[],1626174,,,1610612742,25,29,2022-10-30T01:43:40Z,1980000,,,0,,C. Wood REBOUND (Off:0 Def:3),[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,197.0,3.0,3.0,0.0,,,,,,,
199,PT10M23.00S,2022-10-30T01:43:45.4Z,2,REGULAR,3pt,Jump Shot,[],1628467,90.48948751642575,95.58823529411765,1610612742,25,29,2022-10-30T01:43:51Z,1990000,228.0,37.0,1,right,MISS M. Kleber 3PT,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,Right Corner 3,24+ Right,23.09,Missed,,,,,,,,,,,,,,,,,,
200,PT10M19.00S,2022-10-30T01:43:49.4Z,2,REGULAR,rebound,defensive,[],1630647,,,1610612760,25,29,2022-10-30T01:43:51Z,2000000,,,0,,E. Omoruyi REBOUND (Off:0 Def:1),[1630647],1610612760.0,OKC,,,,Omoruyi,E. Omoruyi,,,,,Right Corner 3,24+ Right,,,,,,,,,,199.0,1.0,1.0,0.0,,,,,,,
201,PT10M14.00S,2022-10-30T01:43:53.8Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630544,24.52365308804205,88.97058823529412,1610612760,25,29,2022-10-30T01:44:56Z,2010000,-195.0,178.0,1,left,MISS T. Mann 26' step back 3PT,[1630544],1610612760.0,OKC,step back,,,Mann,T. Mann,,,,,Above the Break 3,24+ Left Center,26.4,Missed,,,,,,,,,,,,,,,,,,
202,PT10M09.00S,2022-10-30T01:43:59.2Z,2,REGULAR,rebound,offensive,[],1630647,,,1610612760,25,29,2022-10-30T01:43:59Z,2020000,,,0,,E. Omoruyi REBOUND (Off:1 Def:1),[1630647],1610612760.0,OKC,,,,Omoruyi,E. Omoruyi,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,201.0,2.0,1.0,1.0,,,,,,,
203,PT10M07.00S,2022-10-30T01:44:00.6Z,2,REGULAR,turnover,bad pass,[],1630647,,,1610612760,25,29,2022-10-30T01:44:09Z,2030000,,,0,,E. Omoruyi bad pass TURNOVER (1 TO),"[1630647, 1628467]",1610612760.0,OKC,,,,Omoruyi,E. Omoruyi,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,1.0,Kleber,1628467.0
204,PT10M07.00S,2022-10-30T01:44:00.6Z,2,REGULAR,steal,,[],1628467,,,1610612742,25,29,2022-10-30T01:44:02Z,2040000,,,0,,M. Kleber STEAL (1 STL),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
205,PT09M53.00S,2022-10-30T01:44:15.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203915,88.91261498028909,51.9607843137255,1610612742,27,29,2022-10-30T01:44:24Z,2050000,10.0,52.0,1,right,S. Dinwiddie driving Layup (4 PTS),[203915],1610612742.0,DAL,driving,,,Dinwiddie,S. Dinwiddie,,,,,In The Paint (Non-RA),0-8 Center,5.26,Made,4.0,,,,,,,,,,,,,,,,,
206,PT09M53.00S,2022-10-30T01:44:18.7Z,2,REGULAR,foul,personal,['1freethrow'],1630544,,,1610612742,27,29,2022-10-30T01:44:27Z,2060000,,,0,,T. Mann shooting personal FOUL (1 PF) (Dinwiddie 1 FT),"[1630544, 203915]",1610612760.0,OKC,shooting,,,Mann,T. Mann,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,202037.0,1.0,0.0,,,,,,,Dinwiddie,203915.0,,,
208,PT09M53.00S,2022-10-30T01:44:36.4Z,2,REGULAR,freethrow,1 of 1,['fromturnover'],203915,,,1610612742,28,29,2022-10-30T01:44:36Z,2080000,,,0,,S. Dinwiddie Free Throw 1 of 1 (5 PTS),[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
209,PT09M31.00S,2022-10-30T01:45:00.5Z,2,REGULAR,2pt,Jump Shot,[],1629026,17.0335085413929,18.38235294117647,1610612760,28,29,2022-10-30T01:45:24Z,2090000,158.0,108.0,1,left,MISS K. Williams 19' step back Shot,[1629026],1610612760.0,OKC,step back,,,Williams,K. Williams,,,,,Mid-Range,16-24 Right,19.12,Missed,,,,,,,,,,,,,,,,,,
210,PT09M27.00S,2022-10-30T01:45:04.5Z,2,REGULAR,rebound,defensive,[],203915,,,1610612742,28,29,2022-10-30T01:45:24Z,2100000,,,0,,S. Dinwiddie REBOUND (Off:0 Def:1),[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,Mid-Range,16-24 Right,,,,,,,,,,209.0,1.0,1.0,0.0,,,,,,,
211,PT09M23.00S,2022-10-30T01:45:10.4Z,2,REGULAR,foul,personal,[],1630647,,,1610612742,28,29,2022-10-30T01:45:21Z,2110000,,,0,,E. Omoruyi personal FOUL (1 PF),"[1630647, 1626174]",1610612760.0,OKC,,,,Omoruyi,E. Omoruyi,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,2530.0,1.0,0.0,,,,,,,Wood,1626174.0,,,
213,PT09M23.00S,2022-10-30T01:45:26.7Z,2,REGULAR,substitution,out,[],1630544,,,1610612742,28,29,2022-10-30T01:45:37Z,2130000,,,0,,SUB out: T. Mann,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT09M23.00S,2022-10-30T01:45:26.7Z,2,REGULAR,substitution,in,[],1630197,,,1610612742,28,29,2022-10-30T01:45:37Z,2140000,,,0,,SUB in: A. Pokusevski,[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT09M14.00S,2022-10-30T01:45:49.1Z,2,REGULAR,3pt,Jump Shot,[],1630182,92.46057818659659,95.83333333333334,1610612742,28,29,2022-10-30T01:45:55Z,2150000,229.0,18.0,1,right,MISS J. Green 3PT,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,Right Corner 3,24+ Right,22.99,Missed,,,,,,,,,,,,,,,,,,
216,PT09M10.00S,2022-10-30T01:45:53.1Z,2,REGULAR,rebound,defensive,[],203488,,,1610612760,28,29,2022-10-30T01:45:55Z,2160000,,,0,,M. Muscala REBOUND (Off:0 Def:1),[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,Right Corner 3,24+ Right,,,,,,,,,,215.0,1.0,1.0,0.0,,,,,,,
217,PT09M02.00S,2022-10-30T01:46:47.4Z,2,REGULAR,jumpball,recovered,[],0,,,1610612760,28,29,2022-10-30T01:46:47Z,2170000,,,0,,Jump Ball J. Green vs. J. Williams: Tip to Team (DAL),"[1630182, 1631114]",1610612742.0,DAL,heldball,Team (DAL),,,,Green,1630182.0,Williams,1631114.0,,,,,,,,,,,,,,,,,,,,,,
220,PT09M02.00S,2022-10-30T01:46:47.4Z,2,REGULAR,turnover,lost ball,[],1631114,,,1610612760,28,29,2022-10-30T01:46:47Z,2200000,,,0,,J. Williams lost ball TURNOVER (3 TO),"[1631114, 1630182]",1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,3.0,Green,1630182.0
221,PT09M02.00S,2022-10-30T01:46:47.4Z,2,REGULAR,steal,,[],1630182,,,1610612742,28,29,2022-10-30T01:46:47Z,2210000,,,0,,J. Green STEAL (1 STL),[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT09M02.00S,2022-10-30T01:46:48.6Z,2,REGULAR,substitution,out,[],1630182,,,1610612742,28,29,2022-10-30T01:46:51Z,2220000,,,0,,SUB out: J. Green,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT09M02.00S,2022-10-30T01:46:48.6Z,2,REGULAR,substitution,in,[],1630702,,,1610612742,28,29,2022-10-30T01:46:51Z,2230000,,,0,,SUB in: J. Hardy,[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT08M47.00S,2022-10-30T01:47:18.8Z,2,REGULAR,foul,offensive,[],1626174,,,1610612742,28,29,2022-10-30T01:47:34Z,2240000,,,0,,C. Wood charge offensive FOUL (2 PF),"[1626174, 1630647]",1610612742.0,DAL,charge,,,Wood,C. Wood,,,,,Mid-Range,8-16 Right,,,,,,,1627541.0,2.0,0.0,,,,,,,Omoruyi,1630647.0,,,
226,PT08M47.00S,2022-10-30T01:47:18.8Z,2,REGULAR,turnover,offensive foul,[],1626174,,,1610612742,28,29,2022-10-30T01:47:18Z,2260000,,,0,,C. Wood offensive foul TURNOVER (3 TO),[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,Mid-Range,8-16 Right,,,,,,,1627541.0,,,,,,,,,,,3.0,,
227,PT08M38.00S,2022-10-30T01:47:40.4Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1631114,26.888961892247043,48.28431372549019,1610612760,28,29,2022-10-30T01:49:56Z,2270000,9.0,200.0,1,left,MISS J. Williams 20' pullup Shot,[1631114],1610612760.0,OKC,pullup,,,Williams,J. Williams,,,,,Mid-Range,16-24 Center,20.05,Missed,,,,,,,,,,,,,,,,,,
228,PT08M36.00S,2022-10-30T01:47:43.0Z,2,REGULAR,rebound,defensive,[],203493,,,1610612742,28,29,2022-10-30T01:47:43Z,2280000,,,0,,R. Bullock REBOUND (Off:1 Def:1),[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,Mid-Range,16-24 Center,,,,,,,,,,227.0,2.0,1.0,1.0,,,,,,,
229,PT08M28.00S,2022-10-30T01:47:51.0Z,2,REGULAR,2pt,Jump Shot,[],203915,74.45795006570303,60.5392156862745,1610612742,30,29,2022-10-30T01:47:56Z,2290000,53.0,188.0,1,right,S. Dinwiddie 19' step back Jump Shot (7 PTS),[203915],1610612742.0,DAL,step back,,,Dinwiddie,S. Dinwiddie,,,,,Mid-Range,16-24 Center,19.49,Made,7.0,,,,,,,,,,,,,,,,,
230,PT08M17.00S,2022-10-30T01:48:02.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631114,7.966491458607096,46.32352941176471,1610612760,30,31,2022-10-30T01:48:08Z,2300000,18.0,22.0,1,left,J. Williams driving finger roll Layup (2 PTS),[1631114],1610612760.0,OKC,driving finger roll,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,2.9,Made,2.0,,,,,,,,,,,,,,,,,
231,PT07M53.00S,2022-10-30T01:48:25.1Z,2,REGULAR,3pt,Jump Shot,[],203915,73.66951379763469,83.82352941176471,1610612742,30,31,2022-10-30T01:51:42Z,2310000,169.0,195.0,1,right,MISS S. Dinwiddie 25' step back 3PT,[203915],1610612742.0,DAL,step back,,,Dinwiddie,S. Dinwiddie,,,,,Above the Break 3,24+ Right Center,25.81,Missed,,,,,,,,,,,,,,,,,,
232,PT07M51.00S,2022-10-30T01:48:27.1Z,2,REGULAR,rebound,defensive,[],1629026,,,1610612760,30,31,2022-10-30T01:48:30Z,2320000,,,0,,K. Williams REBOUND (Off:1 Def:3),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,231.0,4.0,3.0,1.0,,,,,,,
233,PT07M39.00S,2022-10-30T01:48:42.1Z,2,REGULAR,foul,personal,[],1630702,,,1610612760,30,31,2022-10-30T01:48:58Z,2330000,,,0,,J. Hardy personal FOUL (1 PF),"[1630702, 1630647]",1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,Restricted Area,0-8 Center,,,,,,,2530.0,1.0,0.0,,,,,,,Omoruyi,1630647.0,,,
235,PT07M39.00S,2022-10-30T01:48:49.7Z,2,REGULAR,substitution,out,[],1626174,,,1610612760,30,31,2022-10-30T01:49:02Z,2350000,,,0,,SUB out: C. Wood,[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT07M39.00S,2022-10-30T01:48:49.7Z,2,REGULAR,substitution,in,[],203939,,,1610612760,30,31,2022-10-30T01:49:02Z,2360000,,,0,,SUB in: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT07M31.00S,2022-10-30T01:49:14.3Z,2,REGULAR,foul,personal,['2freethrow'],1628467,,,1610612760,30,31,2022-10-30T01:49:20Z,2370000,,,0,,M. Kleber shooting personal FOUL (1 PF) (Muscala 2 FT),"[1628467, 203488]",1610612742.0,DAL,shooting,,,Kleber,M. Kleber,,,,,Restricted Area,0-8 Center,,,,,,,202037.0,1.0,0.0,,,,,,,Muscala,203488.0,,,
239,PT07M31.00S,2022-10-30T01:49:39.9Z,2,REGULAR,freethrow,1 of 2,[],203488,,,1610612760,30,32,2022-10-30T01:49:39Z,2390000,,,0,,M. Muscala Free Throw 1 of 2 (1 PTS),[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
240,PT07M31.00S,2022-10-30T01:49:55.4Z,2,REGULAR,freethrow,2 of 2,[],203488,,,1610612760,30,33,2022-10-30T01:49:55Z,2400000,,,0,,M. Muscala Free Throw 2 of 2 (2 PTS),[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
241,PT07M15.00S,2022-10-30T01:50:14.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630702,92.19776609724047,45.83333333333333,1610612742,30,33,2022-10-30T01:50:22Z,2410000,-21.0,21.0,1,right,MISS J. Hardy driving Layup,[1630702],1610612742.0,DAL,driving,,,Hardy,J. Hardy,,,,,Restricted Area,0-8 Center,2.94,Missed,,,,,,,,,,,,,,,,,,
242,PT07M15.00S,2022-10-30T01:50:14.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612742,30,33,2022-10-30T01:50:22Z,2420000,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,241.0,,,,,,,,,,
243,PT07M15.00S,2022-10-30T01:50:21.4Z,2,REGULAR,foul,personal,[],1629026,,,1610612742,30,33,2022-10-30T01:50:30Z,2430000,,,0,,K. Williams loose ball personal FOUL (2 PF),"[1629026, 203939]",1610612760.0,OKC,loose ball,,,Williams,K. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,202037.0,2.0,1.0,,,,,,,Powell,203939.0,,,
245,PT07M03.00S,2022-10-30T01:50:53.0Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],203915,79.05716162943496,91.91176470588235,1610612742,30,33,2022-10-30T01:51:00Z,2450000,210.0,144.0,1,right,MISS S. Dinwiddie 25' step back 3PT,[203915],1610612742.0,DAL,step back,,,Dinwiddie,S. Dinwiddie,,,,,Above the Break 3,24+ Right Center,25.45,Missed,,,,,,,,,,,,,,,,,,
246,PT07M01.00S,2022-10-30T01:50:55.0Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612760,30,33,2022-10-30T01:51:00Z,2460000,,,0,,TEAM defensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,245.0,,,,,,,,,,
248,PT06M53.00S,2022-10-30T01:51:16.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631114,8.886333771353483,43.872549019607845,1610612760,30,35,2022-10-30T01:54:33Z,2480000,31.0,31.0,1,left,J. Williams driving finger roll Layup (4 PTS),[1631114],1610612760.0,OKC,driving finger roll,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,4.36,Made,4.0,,,,,,,,,,,,,,,,,
249,PT06M53.00S,2022-10-30T01:51:19.1Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",203493,,,1610612760,30,35,2022-10-30T01:51:47Z,2490000,,,0,,R. Bullock shooting personal FOUL (2 PF) (Williams 1 FT),"[203493, 1631114]",1610612742.0,DAL,shooting,,,Bullock,R. Bullock,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1627541.0,2.0,0.0,,,,,,,Williams,1631114.0,,,
251,PT06M53.00S,2022-10-30T01:51:30.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,30,35,2022-10-30T01:51:30Z,2510000,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT06M53.00S,2022-10-30T01:51:53.8Z,2,REGULAR,substitution,out,[],1628467,,,1610612760,30,35,2022-10-30T01:54:07Z,2530000,,,0,,SUB out: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT06M53.00S,2022-10-30T01:51:53.8Z,2,REGULAR,substitution,in,[],1627827,,,1610612760,30,35,2022-10-30T01:54:07Z,2540000,,,0,,SUB in: D. Finney-Smith,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT06M53.00S,2022-10-30T01:54:30.9Z,2,REGULAR,freethrow,1 of 1,[],1631114,,,1610612760,30,36,2022-10-30T01:54:31Z,2560000,,,0,,J. Williams Free Throw 1 of 1 (5 PTS),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
257,PT06M32.00S,2022-10-30T01:54:54.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203939,91.93495400788436,48.77450980392157,1610612742,32,36,2022-10-30T01:54:58Z,2570000,-6.0,23.0,1,right,D. Powell Layup (4 PTS) (S. Dinwiddie 1 AST),"[203939, 203915]",1610612742.0,DAL,,,,Powell,D. Powell,,,,,Restricted Area,0-8 Center,2.41,Made,4.0,S. Dinwiddie,203915.0,1.0,,,,,,,,,,,,,,
259,PT06M15.00S,2022-10-30T01:55:11.8Z,2,REGULAR,3pt,Jump Shot,[],203488,23.078186596583443,10.53921568627451,1610612760,32,36,2022-10-30T01:55:17Z,2590000,197.0,164.0,1,left,MISS M. Muscala 25' 3PT,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,Above the Break 3,24+ Right Center,25.68,Missed,,,,,,,,,,,,,,,,,,
260,PT06M10.00S,2022-10-30T01:55:16.8Z,2,REGULAR,rebound,defensive,[],1630702,,,1610612742,32,36,2022-10-30T01:55:17Z,2600000,,,0,,J. Hardy REBOUND (Off:0 Def:1),[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,259.0,1.0,1.0,0.0,,,,,,,
261,PT06M07.00S,2022-10-30T01:55:18.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630702,92.72339027595268,52.69607843137255,1610612742,32,36,2022-10-30T01:55:30Z,2610000,13.0,16.0,1,right,MISS J. Hardy running Layup - blocked,"[1630702, 1631114]",1610612742.0,DAL,running,,,Hardy,J. Hardy,,,,,Restricted Area,0-8 Center,2.09,Missed,,,,,,,,,,,,Williams,1631114.0,,,,,
262,PT06M07.00S,2022-10-30T01:55:18.9Z,2,REGULAR,block,,[],1631114,,,1610612742,32,36,2022-10-30T01:55:21Z,2620000,,,0,,J. Williams BLOCK (1 BLK),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
263,PT06M01.00S,2022-10-30T01:55:24.9Z,2,REGULAR,rebound,offensive,[],203493,,,1610612742,32,36,2022-10-30T02:05:06Z,2630000,,,0,,R. Bullock REBOUND (Off:2 Def:1),[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,Restricted Area,0-8 Center,,,,,,,,,,261.0,3.0,1.0,2.0,,,,,,,
266,PT05M54.00S,2022-10-30T01:55:32.5Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1627827,92.46057818659659,49.50980392156863,1610612742,34,36,2022-10-30T01:59:46Z,2660000,-2.0,18.0,1,right,D. Finney-Smith cutting DUNK (5 PTS) (J. Hardy 1 AST),"[1627827, 1630702]",1610612742.0,DAL,cutting,,,Finney-Smith,D. Finney-Smith,,,,,Restricted Area,0-8 Center,1.86,Made,5.0,J. Hardy,1630702.0,1.0,,,,,,,,,,,,,,
268,PT05M36.00S,2022-10-30T01:55:53.6Z,2,REGULAR,foul,offensive,[],203488,,,1610612760,34,36,2022-10-30T02:22:03Z,2680000,,,0,,M. Muscala offensive FOUL (1 PF),"[203488, 1630702]",1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,Restricted Area,0-8 Center,,,,,,,202037.0,1.0,0.0,,,,,,,Hardy,1630702.0,,,
270,PT05M36.00S,2022-10-30T01:55:53.6Z,2,REGULAR,turnover,offensive foul,[],203488,,,1610612760,34,36,2022-10-30T01:55:53Z,2700000,,,0,,M. Muscala offensive foul TURNOVER (1 TO),[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,Restricted Area,0-8 Center,,,,,,,202037.0,,,,,,,,,,,1.0,,
271,PT05M36.00S,2022-10-30T01:56:00.9Z,2,REGULAR,substitution,out,[],1630702,,,1610612742,34,36,2022-10-30T01:56:04Z,2710000,,,0,,SUB out: J. Hardy,[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT05M36.00S,2022-10-30T01:56:00.9Z,2,REGULAR,substitution,in,[],1629029,,,1610612742,34,36,2022-10-30T01:56:04Z,2720000,,,0,,SUB in: L. Doncic,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT05M36.00S,2022-10-30T01:56:00.9Z,2,REGULAR,substitution,out,[],203488,,,1610612742,34,36,2022-10-30T02:01:06Z,2725000,,,0,,SUB out: M. Muscala,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT05M36.00S,2022-10-30T01:56:00.9Z,2,REGULAR,substitution,out,[],1630647,,,1610612742,34,36,2022-10-30T02:01:06Z,2727500,,,0,,SUB out: E. Omoruyi,[1630647],1610612760.0,OKC,,,,Omoruyi,E. Omoruyi,,,,,,,,,,,,,,,,,,,,,,,,,,
306,PT05M36.00S,2022-10-30T01:56:00.9Z,2,REGULAR,substitution,in,[],1629652,,,1610612742,34,36,2022-10-30T02:01:06Z,2728750,,,0,,SUB in: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,,
307,PT05M36.00S,2022-10-30T01:56:00.9Z,2,REGULAR,substitution,in,[],1628983,,,1610612742,34,36,2022-10-30T02:01:06Z,2729375,,,0,,SUB in: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,,,
275,PT05M20.00S,2022-10-30T01:56:30.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203493,85.49605781865965,95.83333333333334,1610612742,37,36,2022-10-30T01:56:40Z,2730000,229.0,84.0,1,right,R. Bullock 24' 3PT  (7 PTS) (S. Dinwiddie 2 AST),"[203493, 203915]",1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,Right Corner 3,24+ Right,24.4,Made,7.0,S. Dinwiddie,203915.0,2.0,,,,,,,,,,,,,,
327,PT05M07.00S,2022-10-30T01:56:59.3Z,2,REGULAR,substitution,out,[],1631114,,,1610612760,37,36,2022-10-30T02:03:53Z,2775000,,,0,,SUB out: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
328,PT05M07.00S,2022-10-30T01:56:59.3Z,2,REGULAR,substitution,out,[],1629026,,,1610612760,37,36,2022-10-30T02:03:53Z,2787500,,,0,,SUB out: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
329,PT05M07.00S,2022-10-30T01:56:59.3Z,2,REGULAR,substitution,in,[],1630526,,,1610612760,37,36,2022-10-30T02:03:53Z,2793750,,,0,,SUB in: J. Robinson-Earl,[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,,,
330,PT05M07.00S,2022-10-30T01:56:59.3Z,2,REGULAR,substitution,in,[],1630598,,,1610612760,37,36,2022-10-30T02:03:53Z,2796875,,,0,,SUB in: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
282,PT04M59.00S,2022-10-30T01:57:12.5Z,2,REGULAR,2pt,Jump Shot,[],1628983,12.040078843626807,74.01960784313727,1610612760,37,38,2022-10-30T02:06:11Z,2800000,-120.0,61.0,1,left,S. Gilgeous-Alexander 13' pullup Jump Shot (11 PTS) (A. Wiggins 2 AST),"[1628983, 1630598]",1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,8-16 Left,13.46,Made,11.0,A. Wiggins,1630598.0,2.0,,,,,,,,,,,,,,
288,PT04M35.00S,2022-10-30T01:57:35.5Z,2,REGULAR,3pt,Jump Shot,[],1627827,94.56307490144546,94.85294117647058,1610612742,40,38,2022-10-30T01:57:41Z,2850000,224.0,-1.0,1,right,D. Finney-Smith 3PT  (8 PTS) (L. Doncic 6 AST),"[1627827, 1629029]",1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,Right Corner 3,24+ Right,22.43,Made,8.0,L. Doncic,1629029.0,6.0,,,,,,,,,,,,,,
290,PT04M21.00S,2022-10-30T01:57:49.0Z,2,REGULAR,3pt,Jump Shot,[],1630526,28.203022339027594,20.098039215686274,1610612760,40,38,2022-10-30T01:57:54Z,2870000,150.0,213.0,1,left,MISS J. Robinson-Earl 25' 3PT,[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,Above the Break 3,24+ Right Center,25.99,Missed,,,,,,,,,,,,,,,,,,
291,PT04M17.00S,2022-10-30T01:57:53.0Z,2,REGULAR,rebound,defensive,[],1629029,,,1610612742,40,38,2022-10-30T01:57:54Z,2880000,,,0,,L. Doncic REBOUND (Off:0 Def:4),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,290.0,4.0,4.0,0.0,,,,,,,
