actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
83,PT04M55.00S,2023-01-21T00:59:49.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202710,11.514454664914586,47.05882352941176,1610612748,17,11,2023-01-21T01:00:05Z,830000,False,15.0,56.0,1,left,J. Butler driving floating Jump Shot (4 PTS),[202710],1610612748.0,MIA,driving floating,,,Butler,J. Butler,,,,,In The Paint (Non-RA),0-8 Center,5.76,Made,,,,,4.0,,,,,,,,,,,,,
85,PT04M41.00S,2023-01-21T01:00:07.5Z,1,REGULAR,foul,personal,[],1631115,,,1610612742,17,11,2023-01-21T01:00:19Z,850000,False,,,0,,O. Robinson personal FOUL (1 PF),"[1631115, 1629029]",1610612748.0,MIA,,,,Robinson,O. Robinson,,,,,Mid-Range,16-24 Left Center,,,,,,,,1151.0,,,,,1.0,0.0,Doncic,1629029.0,,,,
87,PT04M34.00S,2023-01-21T01:00:30.2Z,1,REGULAR,2pt,Jump Shot,[],1629029,88.38699080157687,66.66666666666666,1610612742,17,11,2023-01-21T01:00:34Z,870000,False,83.0,57.0,1,right,MISS L. Doncic 10' driving floating Shot,[1629029],1610612742.0,DAL,driving floating,,,Doncic,L. Doncic,,,,,Mid-Range,8-16 Right,10.08,Missed,,,,,,,,,,,,,,,,,,
88,PT04M32.00S,2023-01-21T01:00:32.2Z,1,REGULAR,rebound,defensive,[],1631115,,,1610612748,17,11,2023-01-21T01:00:34Z,880000,False,,,0,,O. Robinson REBOUND (Off:0 Def:1),[1631115],1610612748.0,MIA,,,,Robinson,O. Robinson,,,,,Mid-Range,8-16 Right,,,87.0,1.0,1.0,0.0,,,,,,,,,,,,,,
89,PT04M27.00S,2023-01-21T01:00:37.3Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fastbreak']",200768,7.703679369250986,46.32352941176471,1610612748,17,13,2023-01-21T01:00:44Z,890000,False,18.0,20.0,1,left,K. Lowry Hook (4 PTS),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,Restricted Area,0-8 Center,2.71,Made,,,,,4.0,,,,,,,,,,,,,
90,PT04M14.00S,2023-01-21T01:00:49.3Z,1,REGULAR,3pt,Jump Shot,[],203493,71.30420499342969,75.24509803921569,1610612742,20,13,2023-01-21T01:00:53Z,900000,False,126.0,217.0,1,right,R. Bullock 25' 3PT  (6 PTS) (D. Finney-Smith 2 AST),"[203493, 1627827]",1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,Above the Break 3,24+ Right Center,25.12,Made,,,,,6.0,,,D. Finney-Smith,1627827.0,2.0,,,,,,,,
92,PT03M55.00S,2023-01-21T01:01:08.6Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203501,,,1610612748,20,13,2023-01-21T01:01:17Z,920000,False,,,0,,T. Hardaway Jr. shooting personal FOUL (2 PF) (Herro 2 FT),"[203501, 1629639]",1610612742.0,DAL,shooting,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Mid-Range,8-16 Left,,,,,,,,201639.0,,,,,2.0,0.0,Herro,1629639.0,,,,
94,PT03M55.00S,2023-01-21T01:01:47.6Z,1,REGULAR,freethrow,1 of 2,[],1629639,,,1610612748,20,14,2023-01-21T01:01:47Z,940000,False,,,0,,T. Herro Free Throw 1 of 2 (4 PTS),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
95,PT03M55.00S,2023-01-21T01:02:03.9Z,1,REGULAR,freethrow,2 of 2,[],1629639,,,1610612748,20,15,2023-01-21T01:02:03Z,950000,False,,,0,,T. Herro Free Throw 2 of 2 (5 PTS),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
96,PT03M43.00S,2023-01-21T01:02:25.3Z,1,REGULAR,foul,technical,['1freethrow'],200768,,,1610612742,20,15,2023-01-21T01:02:31Z,960000,False,,,0,,K. Lowry defensive-3-second technical FOUL (1 Tech),[200768],1610612748.0,MIA,defensive-3-second,,,Lowry,K. Lowry,,,,,,,,,,,,,,1151.0,,,,,0.0,1.0,,,,,,
97,PT03M43.00S,2023-01-21T01:02:45.7Z,1,REGULAR,freethrow,1 of 1,[],1629029,,,1610612742,20,15,2023-01-21T01:02:45Z,970000,False,,,0,,MISS L. Doncic technical Free Throw 1 of 1,[1629029],1610612742.0,DAL,technical,,,Doncic,L. Doncic,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
98,PT03M43.00S,2023-01-21T01:02:45.7Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612742,20,15,2023-01-21T01:02:45Z,980000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,97.0,,,,,,,,,,,,,,,,,
99,PT03M43.00S,2023-01-21T01:02:47.4Z,1,REGULAR,substitution,out,[],200768,,,1610612742,20,15,2023-01-21T01:03:02Z,990000,False,,,0,,SUB out: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT03M43.00S,2023-01-21T01:02:47.4Z,1,REGULAR,substitution,out,[],1629639,,,1610612742,20,15,2023-01-21T01:03:02Z,1000000,False,,,0,,SUB out: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT03M43.00S,2023-01-21T01:02:47.4Z,1,REGULAR,substitution,in,[],1629216,,,1610612742,20,15,2023-01-21T01:03:02Z,1010000,False,,,0,,SUB in: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT03M43.00S,2023-01-21T01:02:47.4Z,1,REGULAR,substitution,in,[],1629622,,,1610612742,20,15,2023-01-21T01:03:02Z,1020000,False,,,0,,SUB in: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT03M29.00S,2023-01-21T01:03:15.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627827,89.04402102496715,50.245098039215684,1610612742,22,15,2023-01-21T01:03:20Z,1030000,False,1.0,50.0,1,right,D. Finney-Smith cutting Layup (2 PTS) (L. Doncic 2 AST),"[1627827, 1629029]",1610612742.0,DAL,cutting,,,Finney-Smith,D. Finney-Smith,,,,,In The Paint (Non-RA),0-8 Center,5.05,Made,,,,,2.0,,,L. Doncic,1629029.0,2.0,,,,,,,,
105,PT03M11.00S,2023-01-21T01:03:32.6Z,1,REGULAR,3pt,Jump Shot,[],203506,32.14520367936925,54.166666666666664,1610612748,22,15,2023-01-21T01:03:41Z,1050000,False,-21.0,250.0,1,left,MISS V. Oladipo 25' step back 3PT,[203506],1610612748.0,MIA,step back,,,Oladipo,V. Oladipo,,,,,Above the Break 3,24+ Center,25.06,Missed,,,,,,,,,,,,,,,,,,
106,PT03M07.00S,2023-01-21T01:03:36.6Z,1,REGULAR,rebound,defensive,[],1630182,,,1610612742,22,15,2023-01-21T01:03:41Z,1060000,False,,,0,,J. Green REBOUND (Off:0 Def:1),[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,Above the Break 3,24+ Center,,,105.0,1.0,1.0,0.0,,,,,,,,,,,,,,
107,PT03M00.00S,2023-01-21T01:03:46.6Z,1,REGULAR,foul,personal,[],1629216,,,1610612742,22,15,2023-01-21T01:04:01Z,1070000,False,,,0,,G. Vincent personal FOUL (1 PF),"[1629216, 1629029]",1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,Above the Break 3,24+ Center,,,,,,,,1626300.0,,,,,1.0,0.0,Doncic,1629029.0,,,,
109,PT03M00.00S,2023-01-21T01:03:51.0Z,1,REGULAR,substitution,out,[],202710,,,1610612742,22,15,2023-01-21T01:04:07Z,1090000,False,,,0,,SUB out: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M00.00S,2023-01-21T01:03:51.0Z,1,REGULAR,substitution,out,[],1631115,,,1610612742,22,15,2023-01-21T01:04:07Z,1100000,False,,,0,,SUB out: O. Robinson,[1631115],1610612748.0,MIA,,,,Robinson,O. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M00.00S,2023-01-21T01:03:51.0Z,1,REGULAR,substitution,in,[],1628389,,,1610612742,22,15,2023-01-21T01:04:07Z,1110000,False,,,0,,SUB in: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M00.00S,2023-01-21T01:03:51.0Z,1,REGULAR,substitution,in,[],1628997,,,1610612742,22,15,2023-01-21T01:04:07Z,1120000,False,,,0,,SUB in: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT02M51.00S,2023-01-21T01:04:15.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203501,79.97700394218134,45.588235294117645,1610612742,22,15,2023-01-21T01:04:20Z,1130000,False,-22.0,136.0,1,right,MISS T. Hardaway Jr. 13' Jump Shot,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,In The Paint (Non-RA),8-16 Center,13.75,Missed,,,,,,,,,,,,,,,,,,
114,PT02M49.00S,2023-01-21T01:04:17.9Z,1,REGULAR,rebound,defensive,[],1629622,,,1610612748,22,15,2023-01-21T01:04:20Z,1140000,False,,,0,,M. Strus REBOUND (Off:0 Def:1),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,In The Paint (Non-RA),8-16 Center,,,113.0,1.0,1.0,0.0,,,,,,,,,,,,,,
115,PT02M32.00S,2023-01-21T01:04:35.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203506,13.87976346911958,50.245098039215684,1610612748,22,17,2023-01-21T01:04:40Z,1150000,False,-1.0,78.0,1,left,V. Oladipo 7' driving floating Jump Shot (2 PTS) (G. Vincent 1 AST),"[203506, 1629216]",1610612748.0,MIA,driving floating,,,Oladipo,V. Oladipo,,,,,In The Paint (Non-RA),0-8 Center,7.8,Made,,,,,2.0,,,G. Vincent,1629216.0,1.0,,,,,,,,
117,PT02M12.00S,2023-01-21T01:04:56.5Z,1,REGULAR,foul,personal,['3freethrow'],1628997,,,1610612742,22,17,2023-01-21T01:05:05Z,1170000,False,,,0,,C. Martin shooting personal FOUL (1 PF) (Doncic 3 FT),"[1628997, 1629029]",1610612748.0,MIA,shooting,,,Martin,C. Martin,,,,,Above the Break 3,24+ Left Center,,,,,,,,1626300.0,,,,,1.0,0.0,Doncic,1629029.0,,,,
119,PT02M12.00S,2023-01-21T01:05:08.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,22,17,2023-01-21T01:05:08Z,1190000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M12.00S,2023-01-21T01:05:11.1Z,1,REGULAR,substitution,out,[],203501,,,1610612742,22,17,2023-01-21T01:08:19Z,1200000,False,,,0,,SUB out: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M12.00S,2023-01-21T01:05:11.1Z,1,REGULAR,substitution,in,[],203939,,,1610612742,22,17,2023-01-21T01:08:19Z,1210000,False,,,0,,SUB in: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M12.00S,2023-01-21T01:08:40.0Z,1,REGULAR,freethrow,1 of 3,[],1629029,,,1610612742,23,17,2023-01-21T01:08:40Z,1220000,False,,,0,,L. Doncic Free Throw 1 of 3 (6 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
123,PT02M12.00S,2023-01-21T01:08:58.4Z,1,REGULAR,freethrow,2 of 3,[],1629029,,,1610612742,24,17,2023-01-21T01:08:58Z,1230000,False,,,0,,L. Doncic Free Throw 2 of 3 (7 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,Made,,,,,7.0,,,,,,,,,,,,,
124,PT02M12.00S,2023-01-21T01:09:18.0Z,1,REGULAR,freethrow,3 of 3,[],1629029,,,1610612742,25,17,2023-01-21T01:09:18Z,1240000,False,,,0,,L. Doncic Free Throw 3 of 3 (8 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,Made,,,,,8.0,,,,,,,,,,,,,
125,PT02M01.00S,2023-01-21T01:09:31.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,18.873193166885677,50.245098039215684,1610612748,25,17,2023-01-21T01:09:36Z,1250000,False,-1.0,125.0,1,left,MISS B. Adebayo 12' pullup Shot,[1628389],1610612748.0,MIA,pullup,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Center,12.49,Missed,,,,,,,,,,,,,,,,,,
126,PT01M58.00S,2023-01-21T01:09:34.4Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612742,25,17,2023-01-21T01:09:36Z,1260000,False,,,0,,L. Doncic REBOUND (Off:0 Def:2),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,In The Paint (Non-RA),8-16 Center,,,125.0,2.0,2.0,0.0,,,,,,,,,,,,,,
127,PT01M35.00S,2023-01-21T01:09:56.9Z,1,REGULAR,3pt,Jump Shot,[],1630182,71.82982917214193,20.34313725490196,1610612742,25,17,2023-01-21T01:10:02Z,1270000,False,-148.0,212.0,1,right,MISS J. Green 25' 3PT,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,25.9,Missed,,,,,,,,,,,,,,,,,,
128,PT01M30.00S,2023-01-21T01:10:01.0Z,1,REGULAR,rebound,defensive,[],1628997,,,1610612748,25,17,2023-01-21T01:10:01Z,1280000,False,,,0,,C. Martin REBOUND (Off:0 Def:2),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,Above the Break 3,24+ Left Center,,,127.0,2.0,2.0,0.0,,,,,,,,,,,,,,
129,PT01M23.00S,2023-01-21T01:10:08.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203506,16.376478318002626,40.931372549019606,1610612748,25,19,2023-01-21T01:10:15Z,1290000,False,45.0,101.0,1,left,V. Oladipo 11' driving floating Jump Shot (4 PTS) (B. Adebayo 2 AST),"[203506, 1628389]",1610612748.0,MIA,driving floating,,,Oladipo,V. Oladipo,,,,,In The Paint (Non-RA),8-16 Center,11.11,Made,,,,,4.0,,,B. Adebayo,1628389.0,2.0,,,,,,,,
131,PT01M05.00S,2023-01-21T01:10:26.9Z,1,REGULAR,2pt,Jump Shot,[],1629029,80.89684625492772,68.87254901960785,1610612742,25,19,2023-01-21T01:10:32Z,1310000,False,94.0,127.0,1,right,MISS L. Doncic 15' Jump Shot,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Mid-Range,8-16 Right,15.83,Missed,,,,,,,,,,,,,,,,,,
132,PT01M01.00S,2023-01-21T01:10:30.9Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,25,19,2023-01-21T01:10:32Z,1320000,False,,,0,,B. Adebayo REBOUND (Off:1 Def:2),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Mid-Range,8-16 Right,,,131.0,3.0,2.0,1.0,,,,,,,,,,,,,,
133,PT00M48.50S,2023-01-21T01:10:44.3Z,1,REGULAR,3pt,Jump Shot,[],1629622,4.681340341655716,96.32352941176471,1610612748,25,19,2023-01-21T01:10:51Z,1330000,False,-232.0,-8.0,1,left,MISS M. Strus 3PT,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,Left Corner 3,24+ Left,23.18,Missed,,,,,,,,,,,,,,,,,,
134,PT00M46.60S,2023-01-21T01:10:46.2Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612742,25,19,2023-01-21T01:10:51Z,1340000,False,,,0,,L. Doncic REBOUND (Off:0 Def:3),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Left Corner 3,24+ Left,,,133.0,3.0,3.0,0.0,,,,,,,,,,,,,,
135,PT00M40.00S,2023-01-21T01:10:52.8Z,1,REGULAR,3pt,Jump Shot,[],203493,95.0886990801577,4.411764705882353,1610612742,25,19,2023-01-21T01:11:00Z,1350000,False,-228.0,-6.0,1,right,MISS R. Bullock 3PT,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,Left Corner 3,24+ Left,22.8,Missed,,,,,,,,,,,,,,,,,,
136,PT00M37.80S,2023-01-21T01:10:55.1Z,1,REGULAR,rebound,offensive,[],203493,,,1610612742,25,19,2023-01-21T01:10:55Z,1360000,False,,,0,,R. Bullock REBOUND (Off:1 Def:0),[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,Left Corner 3,24+ Left,,,135.0,1.0,0.0,1.0,,,,,,,,,,,,,,
137,PT00M27.40S,2023-01-21T01:11:05.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1627827,67.23061760840999,45.09803921568628,1610612742,28,19,2023-01-21T01:11:11Z,1370000,False,-25.0,256.0,1,right,D. Finney-Smith 25' 3PT  (5 PTS) (L. Doncic 3 AST),"[1627827, 1629029]",1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,Above the Break 3,24+ Center,25.67,Made,,,,,5.0,,,L. Doncic,1629029.0,3.0,,,,,,,,
139,PT00M03.90S,2023-01-21T01:11:31.8Z,1,REGULAR,3pt,Jump Shot,[],1629622,32.276609724047304,22.058823529411764,1610612748,28,19,2023-01-21T01:12:05Z,1390000,False,140.0,251.0,1,left,MISS M. Strus 28' 3PT,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Right Center,28.72,Missed,,,,,,,,,,,,,,,,,,
140,PT00M03.00S,2023-01-21T01:11:32.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612748,28,19,2023-01-21T01:14:11Z,1400000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,Above the Break 3,24+ Right Center,,,139.0,,,,,,,,,,,,,,,,,
141,PT00M03.00S,2023-01-21T01:11:37.8Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612748,28,19,2023-01-21T01:12:17Z,1410000,False,,,0,,MIA shot clock Team TURNOVER,[],1610612748.0,MIA,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
142,PT00M01.00S,2023-01-21T01:12:06.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629029,59.44275624178712,84.58180147058823,1610612742,31,19,2023-01-21T01:13:00Z,1420000,False,173.0,329.0,1,right,L. Doncic 37' 3PT pullup (11 PTS) (J. Green 1 AST),"[1629029, 1630182]",1610612742.0,DAL,pullup,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Right Center,37.14,Made,,,,,11.0,,,J. Green,1630182.0,1.0,,,,,,,,
145,PT00M00.00S,2023-01-21T01:12:54.4Z,1,REGULAR,period,end,[],0,,,1610612748,31,19,2023-01-21T01:12:54Z,1450000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT12M00.00S,2023-01-21T01:15:21.6Z,2,REGULAR,substitution,out,['startperiod'],1627827,,,1610612748,31,19,2023-01-21T01:16:02Z,1460000,False,,,0,,SUB out: D. Finney-Smith,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT12M00.00S,2023-01-21T01:15:21.6Z,2,REGULAR,substitution,out,['startperiod'],1629029,,,1610612748,31,19,2023-01-21T01:16:02Z,1470000,False,,,0,,SUB out: L. Doncic,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT12M00.00S,2023-01-21T01:15:21.6Z,2,REGULAR,substitution,in,['startperiod'],203915,,,1610612748,31,19,2023-01-21T01:16:02Z,1480000,False,,,0,,SUB in: S. Dinwiddie,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT12M00.00S,2023-01-21T01:15:21.6Z,2,REGULAR,substitution,in,['startperiod'],202722,,,1610612748,31,19,2023-01-21T01:16:02Z,1490000,False,,,0,,SUB in: D. Bertans,[202722],1610612742.0,DAL,,,,Bertans,D. Bertans,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT12M00.00S,2023-01-21T01:16:03.4Z,2,REGULAR,period,start,[],0,,,1610612748,31,19,2023-01-21T01:16:03Z,1500000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT11M48.00S,2023-01-21T01:16:16.6Z,2,REGULAR,turnover,traveling,[],1628389,,,1610612748,31,19,2023-01-21T01:16:23Z,1510000,False,,,0,,B. Adebayo traveling TURNOVER (1 TO),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Mid-Range,8-16 Left,,,,,,,,1151.0,1.0,,,,,,,,,,,
152,PT11M35.00S,2023-01-21T01:16:37.4Z,2,REGULAR,foul,personal,['2freethrow'],203506,,,1610612742,31,19,2023-01-21T01:17:12Z,1520000,False,,,0,,V. Oladipo shooting personal FOUL (1 PF) (Green 2 FT),"[203506, 1630182]",1610612748.0,MIA,shooting,,,Oladipo,V. Oladipo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1151.0,,,,,1.0,0.0,Green,1630182.0,,,,
154,PT11M35.00S,2023-01-21T01:17:14.4Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1630182,,,1610612742,32,19,2023-01-21T01:17:14Z,1540000,False,,,0,,J. Green Free Throw 1 of 2 (1 PTS),[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
155,PT11M35.00S,2023-01-21T01:17:27.3Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1630182,,,1610612742,33,19,2023-01-21T01:17:27Z,1550000,False,,,0,,J. Green Free Throw 2 of 2 (2 PTS),[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
156,PT11M23.00S,2023-01-21T01:17:41.2Z,2,REGULAR,turnover,bad pass,[],1629216,,,1610612748,33,19,2023-01-21T01:17:45Z,1560000,False,,,0,,G. Vincent bad pass TURNOVER (1 TO),"[1629216, 202722]",1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,1.0,,,,,,,,Bertans,202722.0,,
157,PT11M23.00S,2023-01-21T01:17:41.2Z,2,REGULAR,steal,,[],202722,,,1610612742,33,19,2023-01-21T01:17:43Z,1570000,False,,,0,,D. Bertans STEAL (1 STL),[202722],1610612742.0,DAL,,,,Bertans,D. Bertans,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
158,PT11M07.00S,2023-01-21T01:17:57.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203915,77.7431011826544,86.76470588235294,1610612742,36,19,2023-01-21T01:18:01Z,1580000,False,184.0,157.0,1,right,S. Dinwiddie 24' 3PT  (5 PTS),[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,Above the Break 3,24+ Right Center,24.15,Made,,,,,5.0,,,,,,,,,,,,,
159,PT10M55.00S,2023-01-21T01:18:09.2Z,2,REGULAR,turnover,bad pass,[],1629622,,,1610612748,36,19,2023-01-21T03:16:19Z,1590000,False,,,0,,M. Strus bad pass TURNOVER (1 TO),"[1629622, 203939]",1610612748.0,MIA,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Center,,,,,,,,,1.0,,,,,,,,Powell,203939.0,,
160,PT10M55.00S,2023-01-21T01:18:09.2Z,2,REGULAR,steal,,[],203939,,,1610612742,36,19,2023-01-21T01:21:04Z,1600000,False,,,0,,D. Powell STEAL (1 STL),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
161,PT10M50.00S,2023-01-21T01:18:13.6Z,2,REGULAR,turnover,bad pass,[],202722,,,1610612742,36,19,2023-01-21T01:18:18Z,1610000,False,,,0,,D. Bertans bad pass TURNOVER (1 TO),"[202722, 203506]",1610612742.0,DAL,,,,Bertans,D. Bertans,,,,,Above the Break 3,24+ Left Center,,,,,,,,,1.0,,,,,,,,Oladipo,203506.0,,
162,PT10M50.00S,2023-01-21T01:18:13.6Z,2,REGULAR,steal,,[],203506,,,1610612748,36,19,2023-01-21T01:18:15Z,1620000,False,,,0,,V. Oladipo STEAL (1 STL),[203506],1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
163,PT10M44.00S,2023-01-21T01:18:19.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628389,6.258212877792378,50.0,1610612748,36,21,2023-01-21T01:18:29Z,1630000,False,0.0,6.0,1,left,B. Adebayo running Layup (4 PTS) (V. Oladipo 1 AST),"[1628389, 203506]",1610612748.0,MIA,running,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,0.63,Made,,,,,4.0,,,V. Oladipo,203506.0,1.0,,,,,,,,
165,PT10M23.00S,2023-01-21T01:18:40.2Z,2,REGULAR,3pt,Jump Shot,[],203915,69.59592641261499,68.38235294117648,1610612742,36,21,2023-01-21T01:18:44Z,1650000,False,92.0,233.0,1,right,MISS S. Dinwiddie 25' 3PT,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,Above the Break 3,24+ Right Center,25.07,Missed,,,,,,,,,,,,,,,,,,
166,PT10M21.00S,2023-01-21T01:18:42.2Z,2,REGULAR,rebound,offensive,[],203939,,,1610612742,36,21,2023-01-21T01:18:42Z,1660000,False,,,0,,D. Powell REBOUND (Off:3 Def:1),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,Above the Break 3,24+ Right Center,,,165.0,4.0,1.0,3.0,,,,,,,,,,,,,,
167,PT10M21.00S,2023-01-21T01:18:46.7Z,2,REGULAR,turnover,out-of-bounds,[],203939,,,1610612742,36,21,2023-01-21T01:19:21Z,1670000,False,,,0,,D. Powell bad pass out-of-bounds TURNOVER (1 TO),[203939],1610612742.0,DAL,bad pass,,,Powell,D. Powell,,,,,Mid-Range,16-24 Right Center,,,,,,,,1626300.0,1.0,,,,,,,,,,,
