actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,turnoverTotal,pointsTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId
336,PT00M32.50S,2022-11-17T02:37:20.7Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629645,16.376478318002626,41.911764705882355,1610612745,51,54,2022-11-17T02:37:25Z,3340000,False,40.0,101.0,1,left,K. Porter Jr. 10' fadeaway Jump Shot (6 PTS),[1629645],1610612745.0,HOU,fadeaway,,,Porter Jr.,K. Porter Jr.,,,,,In The Paint (Non-RA),8-16 Center,10.92,Made,,,,,,,,,6.0,,,,,,,,,
337,PT00M20.30S,2022-11-17T02:37:39.6Z,2,REGULAR,foul,personal,[],1630224,,,1610612742,51,54,2022-11-17T02:37:45Z,3350000,False,,,0,,J. Green personal FOUL (2 PF),"[1630224, 203501]",1610612745.0,HOU,,,,Green,J. Green,,,,,Mid-Range,16-24 Right Center,,,,,,,,,1628484.0,,,2.0,0.0,Hardaway Jr.,203501.0,,,,,
339,PT00M09.10S,2022-11-17T02:38:08.6Z,2,REGULAR,3pt,Jump Shot,[],203501,91.93495400788436,96.32352941176471,1610612742,51,54,2022-11-17T02:38:14Z,3370000,False,232.0,23.0,1,right,MISS T. Hardaway Jr. 3PT,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Right Corner 3,24+ Right,23.28,Missed,,,,,,,,,,,,,,,,,,
340,PT00M05.70S,2022-11-17T02:38:12.0Z,2,REGULAR,rebound,defensive,[],1630224,,,1610612745,51,54,2022-11-17T02:38:14Z,3380000,False,,,0,,J. Green REBOUND (Off:1 Def:4),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Right Corner 3,24+ Right,,,339.0,5.0,4.0,1.0,,,,,,,,,,,,,,
341,PT00M00.70S,2022-11-17T02:38:17.0Z,2,REGULAR,3pt,Jump Shot,[],1630224,29.25427069645204,19.852941176470587,1610612745,51,57,2022-11-17T02:51:16Z,3390000,False,151.0,222.0,1,left,J. Green 26' 3PT running pullup (11 PTS),[1630224],1610612745.0,HOU,running pullup,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,26.87,Made,,,,,,,,,11.0,,,,,,,,,
343,PT00M00.00S,2022-11-17T02:39:08.4Z,2,REGULAR,period,end,[],0,,,1610612742,51,57,2022-11-17T02:39:08Z,3410000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,PT12M00.00S,2022-11-17T02:53:35.8Z,3,REGULAR,substitution,out,['startperiod'],1630267,,,1610612742,51,57,2022-11-17T02:53:48Z,3420000,False,,,0,,SUB out: F. Campazzo,[1630267],1610612742.0,DAL,,,,Campazzo,F. Campazzo,,,,,,,,,,,,,,,,,,,,,,,,,,
345,PT12M00.00S,2022-11-17T02:53:35.8Z,3,REGULAR,substitution,out,['startperiod'],203501,,,1610612742,51,57,2022-11-17T02:53:48Z,3430000,False,,,0,,SUB out: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
346,PT12M00.00S,2022-11-17T02:53:35.8Z,3,REGULAR,substitution,out,['startperiod'],1630586,,,1610612742,51,57,2022-11-17T02:53:48Z,3440000,False,,,0,,SUB out: U. Garuba,[1630586],1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,,,,,,,,,,,,,,,,,,,,,,
347,PT12M00.00S,2022-11-17T02:53:35.8Z,3,REGULAR,substitution,out,['startperiod'],1631106,,,1610612742,51,57,2022-11-17T02:53:48Z,3450000,False,,,0,,SUB out: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
348,PT12M00.00S,2022-11-17T02:53:35.8Z,3,REGULAR,substitution,in,['startperiod'],203915,,,1610612742,51,57,2022-11-17T02:53:48Z,3460000,False,,,0,,SUB in: S. Dinwiddie,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
349,PT12M00.00S,2022-11-17T02:53:35.8Z,3,REGULAR,substitution,in,['startperiod'],1630182,,,1610612742,51,57,2022-11-17T02:53:48Z,3470000,False,,,0,,SUB in: J. Green,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
350,PT12M00.00S,2022-11-17T02:53:35.8Z,3,REGULAR,substitution,in,['startperiod'],1631095,,,1610612742,51,57,2022-11-17T02:53:48Z,3480000,False,,,0,,SUB in: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
351,PT12M00.00S,2022-11-17T02:53:35.8Z,3,REGULAR,substitution,in,['startperiod'],1630578,,,1610612742,51,57,2022-11-17T02:53:48Z,3490000,False,,,0,,SUB in: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
352,PT12M00.00S,2022-11-17T02:53:42.5Z,3,REGULAR,period,start,[],0,,,1610612745,51,57,2022-11-17T02:53:48Z,3500000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,PT11M46.00S,2022-11-17T02:53:58.0Z,3,REGULAR,turnover,traveling,[],1630578,,,1610612745,51,57,2022-11-17T02:54:11Z,3510000,False,,,0,,A. Sengun traveling TURNOVER (4 TO),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,,,,,,,2534.0,4.0,,,,,,,,,,
354,PT11M26.00S,2022-11-17T02:54:27.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203915,4.944152431011826,50.98039215686274,1610612742,53,57,2022-11-17T02:54:32Z,3520000,False,-5.0,-6.0,1,left,S. Dinwiddie driving finger roll Layup (7 PTS),[203915],1610612742.0,DAL,driving finger roll,,,Dinwiddie,S. Dinwiddie,,,,,Restricted Area,0-8 Center,0.77,Made,,,,,,,,,7.0,,,,,,,,,
355,PT11M17.00S,2022-11-17T02:54:41.6Z,3,REGULAR,foul,personal,[],203939,,,1610612745,53,57,2022-11-17T02:54:47Z,3530000,False,,,0,,D. Powell personal FOUL (1 PF),"[203939, 1630224]",1610612742.0,DAL,,,,Powell,D. Powell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,202026.0,,,1.0,0.0,Green,1630224.0,,,,,
358,PT11M06.00S,2022-11-17T02:55:22.6Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1630224,92.9862023653088,49.50980392156863,1610612745,53,59,2022-11-17T02:55:26Z,3560000,False,-2.0,13.0,1,right,J. Green cutting DUNK (13 PTS) (K. Porter Jr. 6 AST),"[1630224, 1629645]",1610612745.0,HOU,cutting,,,Green,J. Green,,,,,Restricted Area,0-8 Center,1.36,Made,,,,,,,,,13.0,,,,,K. Porter Jr.,1629645.0,6.0,,
360,PT10M53.00S,2022-11-17T02:55:39.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203915,11.251642575558476,40.44117647058824,1610612742,53,59,2022-11-17T02:55:51Z,3580000,False,48.0,53.0,1,left,MISS S. Dinwiddie 7' driving Layup - blocked,"[203915, 1630224]",1610612742.0,DAL,driving,,,Dinwiddie,S. Dinwiddie,,,,,In The Paint (Non-RA),0-8 Center,7.16,Missed,,,,,Green,1630224.0,,,,,,,,,,,,
361,PT10M53.00S,2022-11-17T02:55:39.8Z,3,REGULAR,block,,[],1630224,,,1610612742,53,59,2022-11-17T02:55:42Z,3590000,False,,,0,,J. Green BLOCK (1 BLK),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
362,PT10M52.00S,2022-11-17T02:55:40.8Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612742,53,59,2022-11-17T02:55:51Z,3600000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,360.0,,,,,,,,,,,,,,,,,
364,PT10M48.00S,2022-11-17T02:55:55.6Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],203493,30.042706964520367,33.33333333333333,1610612742,53,59,2022-11-17T02:56:01Z,3620000,False,83.0,230.0,1,left,MISS R. Bullock 24' 3PT,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,Above the Break 3,24+ Right Center,24.45,Missed,,,,,,,,,,,,,,,,,,
365,PT10M45.00S,2022-11-17T02:55:58.6Z,3,REGULAR,rebound,defensive,[],1629645,,,1610612745,53,59,2022-11-17T02:56:01Z,3630000,False,,,0,,K. Porter Jr. REBOUND (Off:1 Def:7),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,Above the Break 3,24+ Right Center,,,364.0,8.0,7.0,1.0,,,,,,,,,,,,,,
367,PT10M38.00S,2022-11-17T02:56:09.7Z,3,REGULAR,turnover,double dribble,[],1630224,,,1610612745,53,59,2022-11-17T02:56:16Z,3640000,False,,,0,,J. Green double dribble TURNOVER (3 TO),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Center,,,,,,,,,202026.0,3.0,,,,,,,,,,
368,PT10M18.00S,2022-11-17T02:56:42.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203915,6.1268068331143235,48.529411764705884,1610612742,55,59,2022-11-17T02:56:46Z,3650000,False,7.0,5.0,1,left,S. Dinwiddie driving finger roll Layup (9 PTS),[203915],1610612742.0,DAL,driving finger roll,,,Dinwiddie,S. Dinwiddie,,,,,Restricted Area,0-8 Center,0.9,Made,,,,,,,,,9.0,,,,,,,,,
369,PT10M02.00S,2022-11-17T02:56:56.6Z,3,REGULAR,3pt,Jump Shot,[],1630224,66.83639947437582,51.71568627450981,1610612745,55,59,2022-11-17T02:57:01Z,3660000,False,9.0,259.0,1,right,MISS J. Green 25' 3PT,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Center,25.93,Missed,,,,,,,,,,,,,,,,,,
370,PT10M00.00S,2022-11-17T02:56:58.6Z,3,REGULAR,rebound,defensive,[],1627827,,,1610612742,55,59,2022-11-17T02:57:01Z,3670000,False,,,0,,D. Finney-Smith REBOUND (Off:1 Def:3),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,Above the Break 3,24+ Center,,,369.0,4.0,3.0,1.0,,,,,,,,,,,,,,
371,PT09M53.00S,2022-11-17T02:57:07.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203915,8.229303547963205,49.26470588235294,1610612742,55,59,2022-11-17T02:57:18Z,3680000,False,4.0,25.0,1,left,MISS S. Dinwiddie driving Layup - blocked,"[203915, 1630578]",1610612742.0,DAL,driving,,,Dinwiddie,S. Dinwiddie,,,,,Restricted Area,0-8 Center,2.52,Missed,,,,,Sengun,1630578.0,,,,,,,,,,,,
372,PT09M53.00S,2022-11-17T02:57:07.9Z,3,REGULAR,block,,[],1630578,,,1610612742,55,59,2022-11-17T02:57:10Z,3690000,False,,,0,,A. Sengun BLOCK (3 BLK),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
373,PT09M52.00S,2022-11-17T02:57:08.9Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612745,55,59,2022-11-17T02:57:18Z,3700000,False,,,0,,TEAM defensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,Restricted Area,0-8 Center,,,371.0,,,,,,,,,,,,,,,,,
375,PT09M32.00S,2022-11-17T02:57:37.7Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1630578,83.65637319316689,53.67647058823529,1610612745,55,59,2022-11-17T02:58:29Z,3720000,False,18.0,101.0,1,right,MISS A. Sengun 10' turnaround Hook,[1630578],1610612745.0,HOU,turnaround,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),8-16 Center,10.28,Missed,,,,,,,,,,,,,,,,,,
376,PT09M31.00S,2022-11-17T02:57:38.7Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612745,55,59,2022-11-17T02:58:11Z,3730000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,375.0,,,,,,,,,,,,,,,,,
377,PT09M31.00S,2022-11-17T02:57:42.2Z,3,REGULAR,foul,personal,[],203939,,,1610612745,55,59,2022-11-17T02:57:48Z,3740000,False,,,0,,D. Powell loose ball personal FOUL (2 PF),"[203939, 1630578]",1610612742.0,DAL,loose ball,,,Powell,D. Powell,,,,,Restricted Area,0-8 Center,,,,,,,,,2534.0,,,2.0,0.0,Sengun,1630578.0,,,,,
379,PT09M20.00S,2022-11-17T02:58:09.4Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629645,90.09526938239159,4.901960784313726,1610612745,55,62,2022-11-17T02:58:14Z,3760000,False,-225.0,41.0,1,right,K. Porter Jr. 3PT step back (9 PTS) (E. Gordon 1 AST),"[1629645, 201569]",1610612745.0,HOU,step back,,,Porter Jr.,K. Porter Jr.,,,,,Left Corner 3,24+ Left,22.91,Made,,,,,,,,,9.0,,,,,E. Gordon,201569.0,1.0,,
381,PT08M57.00S,2022-11-17T02:58:31.8Z,3,REGULAR,3pt,Jump Shot,[],203493,28.728646517739815,20.34313725490196,1610612742,55,62,2022-11-17T02:58:37Z,3780000,False,148.0,218.0,1,left,MISS R. Bullock 26' 3PT,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,Above the Break 3,24+ Right Center,26.32,Missed,,,,,,,,,,,,,,,,,,
382,PT08M53.00S,2022-11-17T02:58:35.8Z,3,REGULAR,rebound,defensive,[],201569,,,1610612745,55,62,2022-11-17T02:58:37Z,3790000,False,,,0,,E. Gordon REBOUND (Off:0 Def:3),[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,Above the Break 3,24+ Right Center,,,381.0,3.0,3.0,0.0,,,,,,,,,,,,,,
383,PT08M51.00S,2022-11-17T02:58:39.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",201569,94.43166885676742,51.470588235294116,1610612745,55,64,2022-11-17T02:58:45Z,3800000,False,7.0,0.0,1,right,E. Gordon running finger roll Layup (7 PTS) (J. Green 3 AST),"[201569, 1630224]",1610612745.0,HOU,running finger roll,,,Gordon,E. Gordon,,,,,Restricted Area,0-8 Center,0.74,Made,,,,,,,,,7.0,,,,,J. Green,1630224.0,3.0,,
385,PT08M51.00S,2022-11-17T02:58:44.0Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,55,64,2022-11-17T02:58:44Z,3820000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,PT08M51.00S,2022-11-17T03:00:26.0Z,3,REGULAR,substitution,out,[],203939,,,1610612742,55,64,2022-11-17T03:01:31Z,3830000,False,,,0,,SUB out: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
387,PT08M51.00S,2022-11-17T03:00:26.0Z,3,REGULAR,substitution,out,[],1630182,,,1610612742,55,64,2022-11-17T03:01:31Z,3840000,False,,,0,,SUB out: J. Green,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
388,PT08M51.00S,2022-11-17T03:00:26.0Z,3,REGULAR,substitution,in,[],1626174,,,1610612742,55,64,2022-11-17T03:01:31Z,3850000,False,,,0,,SUB in: C. Wood,[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
389,PT08M51.00S,2022-11-17T03:00:26.0Z,3,REGULAR,substitution,in,[],203501,,,1610612742,55,64,2022-11-17T03:01:31Z,3860000,False,,,0,,SUB in: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
390,PT08M35.00S,2022-11-17T03:01:50.6Z,3,REGULAR,3pt,Jump Shot,[],203501,26.62614980289093,19.362745098039216,1610612742,55,64,2022-11-17T03:01:55Z,3870000,False,153.0,198.0,1,left,MISS T. Hardaway Jr. 25' 3PT,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Right Center,25.02,Missed,,,,,,,,,,,,,,,,,,
391,PT08M30.00S,2022-11-17T03:01:55.6Z,3,REGULAR,rebound,defensive,[],1631095,,,1610612745,55,64,2022-11-17T03:01:55Z,3880000,False,,,0,,J. Smith Jr. REBOUND (Off:0 Def:1),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Right Center,,,390.0,1.0,1.0,0.0,,,,,,,,,,,,,,
392,PT08M20.00S,2022-11-17T03:02:04.5Z,3,REGULAR,turnover,lost ball,[],1629645,,,1610612745,55,64,2022-11-17T03:02:11Z,3890000,False,,,0,,K. Porter Jr. lost ball TURNOVER (3 TO),"[1629645, 203915]",1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,Mid-Range,8-16 Left,,,,,,,,,,3.0,,,,,,,,,Dinwiddie,203915.0
393,PT08M20.00S,2022-11-17T03:02:04.5Z,3,REGULAR,steal,,[],203915,,,1610612742,55,64,2022-11-17T03:03:45Z,3900000,False,,,0,,S. Dinwiddie STEAL (1 STL),[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
394,PT08M16.00S,2022-11-17T03:02:09.0Z,3,REGULAR,2pt,Jump Shot,"['fromturnover', 'fastbreak']",203501,6.652431011826544,19.11764705882353,1610612742,57,64,2022-11-17T03:02:21Z,3910000,False,154.0,10.0,1,left,T. Hardaway Jr. 15' running Jump Shot (13 PTS) (C. Wood 3 AST),"[203501, 1626174]",1610612742.0,DAL,running,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Mid-Range,8-16 Right,15.47,Made,,,,,,,,,13.0,,,,,C. Wood,1626174.0,3.0,,
396,PT07M48.00S,2022-11-17T03:02:36.7Z,3,REGULAR,3pt,Jump Shot,[],1630224,72.7496714848883,19.11764705882353,1610612745,57,64,2022-11-17T03:02:41Z,3930000,False,-154.0,204.0,1,right,MISS J. Green 25' 3PT,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,25.56,Missed,,,,,,,,,,,,,,,,,,
397,PT07M47.00S,2022-11-17T03:02:37.7Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612742,57,64,2022-11-17T03:02:41Z,3940000,False,,,0,,TEAM defensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,Above the Break 3,24+ Left Center,,,396.0,,,,,,,,,,,,,,,,,
399,PT07M22.00S,2022-11-17T03:03:07.1Z,3,REGULAR,3pt,Jump Shot,[],1627827,32.013797634691194,48.03921568627451,1610612742,57,64,2022-11-17T03:03:12Z,3960000,False,10.0,248.0,1,left,MISS D. Finney-Smith 24' 3PT,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,Above the Break 3,24+ Center,24.86,Missed,,,,,,,,,,,,,,,,,,
400,PT07M20.00S,2022-11-17T03:03:10.5Z,3,REGULAR,rebound,defensive,[],1630578,,,1610612745,57,64,2022-11-17T03:03:10Z,3970000,False,,,0,,A. Sengun REBOUND (Off:4 Def:3),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Center,,,399.0,7.0,3.0,4.0,,,,,,,,,,,,,,
401,PT07M10.00S,2022-11-17T03:03:20.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629645,92.72339027595268,49.50980392156863,1610612745,57,64,2022-11-17T03:03:25Z,3980000,False,-2.0,16.0,1,right,MISS K. Porter Jr. driving Layup,[1629645],1610612745.0,HOU,driving,,,Porter Jr.,K. Porter Jr.,,,,,Restricted Area,0-8 Center,1.61,Missed,,,,,,,,,,,,,,,,,,
402,PT07M07.00S,2022-11-17T03:03:23.3Z,3,REGULAR,rebound,defensive,[],1626174,,,1610612742,57,64,2022-11-17T03:03:25Z,3990000,False,,,0,,C. Wood REBOUND (Off:1 Def:2),[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,Restricted Area,0-8 Center,,,401.0,3.0,2.0,1.0,,,,,,,,,,,,,,
403,PT07M03.00S,2022-11-17T03:03:28.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1626174,7.966491458607096,45.83333333333333,1610612742,57,64,2022-11-17T03:03:36Z,4000000,False,21.0,22.0,1,left,MISS C. Wood running Layup - blocked,"[1626174, 1629645]",1610612742.0,DAL,running,,,Wood,C. Wood,,,,,Restricted Area,0-8 Center,3.06,Missed,,,,,Porter Jr.,1629645.0,,,,,,,,,,,,
404,PT07M03.00S,2022-11-17T03:03:28.2Z,3,REGULAR,block,,[],1629645,,,1610612742,57,64,2022-11-17T03:03:30Z,4010000,False,,,0,,K. Porter Jr. BLOCK (3 BLK),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
405,PT07M03.00S,2022-11-17T03:03:28.2Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612742,57,64,2022-11-17T03:03:36Z,4020000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,Restricted Area,0-8 Center,,,403.0,,,,,,,,,,,,,,,,,
407,PT07M03.00S,2022-11-17T03:03:35.8Z,3,REGULAR,substitution,out,[],203915,,,1610612742,57,64,2022-11-17T03:03:47Z,4040000,False,,,0,,SUB out: S. Dinwiddie,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
408,PT07M03.00S,2022-11-17T03:03:35.8Z,3,REGULAR,substitution,in,[],1630267,,,1610612742,57,64,2022-11-17T03:03:47Z,4050000,False,,,0,,SUB in: F. Campazzo,[1630267],1610612742.0,DAL,,,,Campazzo,F. Campazzo,,,,,,,,,,,,,,,,,,,,,,,,,,
409,PT06M55.00S,2022-11-17T03:04:01.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203501,6.521024967148489,47.549019607843135,1610612742,57,64,2022-11-17T03:04:08Z,4060000,False,12.0,9.0,1,left,MISS T. Hardaway Jr. driving Layup - blocked,"[203501, 1630578]",1610612742.0,DAL,driving,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Restricted Area,0-8 Center,1.51,Missed,,,,,Sengun,1630578.0,,,,,,,,,,,,
410,PT06M55.00S,2022-11-17T03:04:01.7Z,3,REGULAR,block,,[],1630578,,,1610612742,57,64,2022-11-17T03:04:04Z,4070000,False,,,0,,A. Sengun BLOCK (4 BLK),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
411,PT06M51.00S,2022-11-17T03:04:05.7Z,3,REGULAR,rebound,defensive,[],1630224,,,1610612745,57,64,2022-11-17T03:04:08Z,4080000,False,,,0,,J. Green REBOUND (Off:1 Def:5),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,409.0,6.0,5.0,1.0,,,,,,,,,,,,,,
412,PT06M50.00S,2022-11-17T03:04:07.8Z,3,REGULAR,turnover,out-of-bounds,[],1630224,,,1610612745,57,64,2022-11-17T03:04:14Z,4090000,False,,,0,,J. Green bad pass out-of-bounds TURNOVER (4 TO),[1630224],1610612745.0,HOU,bad pass,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,,,,,,,,,2534.0,4.0,,,,,,,,,,
413,PT06M38.00S,2022-11-17T03:04:28.2Z,3,REGULAR,foul,personal,['2freethrow'],1630578,,,1610612742,57,64,2022-11-17T03:04:36Z,4100000,False,,,0,,A. Sengun shooting personal FOUL (1 PF) (Wood 2 FT),"[1630578, 1626174]",1610612745.0,HOU,shooting,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,1628484.0,,,1.0,0.0,Wood,1626174.0,,,,,
415,PT06M38.00S,2022-11-17T03:04:59.0Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1626174,,,1610612742,58,64,2022-11-17T03:04:59Z,4120000,False,,,0,,C. Wood Free Throw 1 of 2 (11 PTS),[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,,,,Made,,,,,,,,,11.0,,,,,,,,,
416,PT06M38.00S,2022-11-17T03:05:18.6Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1626174,,,1610612742,59,64,2022-11-17T03:05:18Z,4130000,False,,,0,,C. Wood Free Throw 2 of 2 (12 PTS),[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,,,,Made,,,,,,,,,12.0,,,,,,,,,
417,PT06M22.00S,2022-11-17T03:05:38.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631095,88.91261498028909,35.53921568627451,1610612745,59,64,2022-11-17T03:06:09Z,4140000,False,-72.0,52.0,1,right,MISS J. Smith Jr. 8' turnaround fadeaway Shot,[1631095],1610612745.0,HOU,turnaround fadeaway,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),8-16 Left,8.89,Missed,,,,,,,,,,,,,,,,,,
418,PT06M19.00S,2022-11-17T03:05:41.2Z,3,REGULAR,rebound,defensive,[],1626174,,,1610612742,59,64,2022-11-17T03:05:50Z,4150000,False,,,0,,C. Wood REBOUND (Off:1 Def:3),[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,In The Paint (Non-RA),8-16 Left,,,417.0,4.0,3.0,1.0,,,,,,,,,,,,,,
419,PT06M16.00S,2022-11-17T03:05:46.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1626174,6.258212877792378,50.0,1610612742,61,64,2022-11-17T03:05:56Z,4160000,False,0.0,6.0,1,left,C. Wood running Layup (14 PTS),[1626174],1610612742.0,DAL,running,,,Wood,C. Wood,,,,,Restricted Area,0-8 Center,0.63,Made,,,,,,,,,14.0,,,,,,,,,
420,PT06M16.00S,2022-11-17T03:05:49.7Z,3,REGULAR,foul,personal,['1freethrow'],1631095,,,1610612742,61,64,2022-11-17T03:05:57Z,4170000,False,,,0,,J. Smith Jr. shooting personal FOUL (2 PF) (Wood 1 FT),"[1631095, 1626174]",1610612745.0,HOU,shooting,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,202026.0,,,2.0,0.0,Wood,1626174.0,,,,,
