actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,turnoverTotal,pointsTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId
82,PT05M55.00S,2022-11-17T01:50:01.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201569,9.280551905387648,50.49019607843137,1610612745,9,15,2022-11-17T01:50:05Z,820000,False,-2.0,35.0,1,left,E. Gordon driving floating Jump Shot (2 PTS) (J. Green 2 AST),"[201569, 1630224]",1610612745.0,HOU,driving floating,,,Gordon,E. Gordon,,,,,Restricted Area,0-8 Center,3.48,Made,,,,,,,,,2.0,,,,,J. Green,1630224.0,2.0,,
84,PT05M42.00S,2022-11-17T01:50:14.4Z,1,REGULAR,3pt,Jump Shot,[],1626174,68.80749014454665,68.13725490196079,1610612742,9,15,2022-11-17T01:50:21Z,840000,False,91.0,241.0,1,right,MISS C. Wood 25' 3PT,[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,Above the Break 3,24+ Right Center,25.72,Missed,,,,,,,,,,,,,,,,,,
85,PT05M41.00S,2022-11-17T01:50:15.4Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612745,9,15,2022-11-17T01:50:21Z,850000,False,,,0,,TEAM defensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,Above the Break 3,24+ Right Center,,,84.0,,,,,,,,,,,,,,,,,
87,PT05M41.00S,2022-11-17T01:50:22.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,9,15,2022-11-17T01:50:22Z,870000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT05M41.00S,2022-11-17T01:50:24.2Z,1,REGULAR,substitution,out,[],203915,,,1610612745,9,15,2022-11-17T01:53:15Z,880000,False,,,0,,SUB out: S. Dinwiddie,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT05M41.00S,2022-11-17T01:50:24.2Z,1,REGULAR,substitution,out,[],1631095,,,1610612745,9,15,2022-11-17T01:53:15Z,890000,False,,,0,,SUB out: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT05M41.00S,2022-11-17T01:50:24.2Z,1,REGULAR,substitution,out,[],1629645,,,1610612745,9,15,2022-11-17T01:53:15Z,900000,False,,,0,,SUB out: K. Porter Jr.,[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT05M41.00S,2022-11-17T01:50:24.2Z,1,REGULAR,substitution,out,[],201569,,,1610612745,9,15,2022-11-17T01:53:15Z,910000,False,,,0,,SUB out: E. Gordon,[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT05M41.00S,2022-11-17T01:50:24.2Z,1,REGULAR,substitution,in,[],1630267,,,1610612745,9,15,2022-11-17T01:53:15Z,920000,False,,,0,,SUB in: F. Campazzo,[1630267],1610612742.0,DAL,,,,Campazzo,F. Campazzo,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT05M41.00S,2022-11-17T01:50:24.2Z,1,REGULAR,substitution,in,[],1630227,,,1610612745,9,15,2022-11-17T01:53:15Z,930000,False,,,0,,SUB in: D. Nix,[1630227],1610612745.0,HOU,,,,Nix,D. Nix,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT05M41.00S,2022-11-17T01:50:24.2Z,1,REGULAR,substitution,in,[],1631106,,,1610612745,9,15,2022-11-17T01:53:15Z,940000,False,,,0,,SUB in: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT05M41.00S,2022-11-17T01:50:24.2Z,1,REGULAR,substitution,in,[],1630231,,,1610612745,9,15,2022-11-17T01:53:15Z,950000,False,,,0,,SUB in: K. Martin Jr.,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT05M26.00S,2022-11-17T01:53:23.3Z,1,REGULAR,2pt,Hook,[],1630578,10.988830486202366,67.15686274509804,1610612745,9,15,2022-11-17T01:53:30Z,960000,False,-86.0,51.0,1,left,MISS A. Sengun 9' turnaround Hook,[1630578],1610612745.0,HOU,turnaround,,,Sengun,A. Sengun,,,,,Mid-Range,8-16 Left,9.97,Missed,,,,,,,,,,,,,,,,,,
97,PT05M25.00S,2022-11-17T01:53:25.2Z,1,REGULAR,rebound,offensive,[],1630578,,,1610612745,9,15,2022-11-17T01:53:25Z,970000,False,,,0,,A. Sengun REBOUND (Off:4 Def:2),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Mid-Range,8-16 Left,,,96.0,6.0,2.0,4.0,,,,,,,,,,,,,,
98,PT05M21.00S,2022-11-17T01:53:28.6Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1630578,11.777266754270697,51.225490196078425,1610612745,9,17,2022-11-17T01:53:33Z,980000,False,-6.0,58.0,1,left,A. Sengun Hook (8 PTS),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,5.85,Made,,,,,,,,,8.0,,,,,,,,,
99,PT05M10.00S,2022-11-17T01:53:39.3Z,1,REGULAR,3pt,Jump Shot,[],203501,69.33311432325887,68.38235294117648,1610612742,12,17,2022-11-17T01:53:43Z,990000,False,92.0,236.0,1,right,T. Hardaway Jr. 25' 3PT  (3 PTS) (F. Campazzo 1 AST),"[203501, 1630267]",1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Right Center,25.31,Made,,,,,,,,,3.0,,,,,F. Campazzo,1630267.0,1.0,,
101,PT04M57.00S,2022-11-17T01:53:55.9Z,1,REGULAR,foul,personal,['2freethrow'],203493,,,1610612745,12,17,2022-11-17T01:54:01Z,1010000,False,,,0,,R. Bullock shooting personal FOUL (2 PF) (Green 2 FT),"[203493, 1630224]",1610612742.0,DAL,shooting,,,Bullock,R. Bullock,,,,,Restricted Area,0-8 Center,,,,,,,,,2534.0,,,2.0,0.0,Green,1630224.0,,,,,
103,PT04M57.00S,2022-11-17T01:54:28.1Z,1,REGULAR,freethrow,1 of 2,[],1630224,,,1610612745,12,18,2022-11-17T01:54:28Z,1030000,False,,,0,,J. Green Free Throw 1 of 2 (1 PTS),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,Made,,,,,,,,,1.0,,,,,,,,,
104,PT04M57.00S,2022-11-17T01:54:28.7Z,1,REGULAR,substitution,out,[],1630578,,,1610612745,12,18,2022-11-17T01:54:42Z,1040000,False,,,0,,SUB out: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT04M57.00S,2022-11-17T01:54:28.7Z,1,REGULAR,substitution,in,[],1630586,,,1610612745,12,18,2022-11-17T01:54:42Z,1050000,False,,,0,,SUB in: U. Garuba,[1630586],1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT04M57.00S,2022-11-17T01:54:28.1Z,1,REGULAR,freethrow,2 of 2,[],1630224,,,1610612745,12,18,2022-11-17T01:54:51Z,1060000,False,,,0,,MISS J. Green Free Throw 2 of 2,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
107,PT04M55.00S,2022-11-17T01:54:30.1Z,1,REGULAR,rebound,defensive,[],1630267,,,1610612742,12,18,2022-11-17T01:54:51Z,1070000,False,,,0,,F. Campazzo REBOUND (Off:0 Def:1),[1630267],1610612742.0,DAL,,,,Campazzo,F. Campazzo,,,,,,,,,106.0,1.0,1.0,0.0,,,,,,,,,,,,,,
108,PT04M44.00S,2022-11-17T01:55:00.8Z,1,REGULAR,3pt,Jump Shot,[],203493,77.87450722733246,10.049019607843137,1610612742,12,18,2022-11-17T01:55:05Z,1080000,False,-200.0,155.0,1,right,MISS R. Bullock 25' 3PT,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,Above the Break 3,24+ Left Center,25.32,Missed,,,,,,,,,,,,,,,,,,
109,PT04M41.00S,2022-11-17T01:55:03.8Z,1,REGULAR,rebound,defensive,[],1630224,,,1610612745,12,18,2022-11-17T01:55:05Z,1090000,False,,,0,,J. Green REBOUND (Off:1 Def:2),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,,,108.0,3.0,2.0,1.0,,,,,,,,,,,,,,
110,PT04M34.00S,2022-11-17T01:55:11.5Z,1,REGULAR,2pt,Jump Shot,[],1630224,25.706307490144546,41.911764705882355,1610612745,12,20,2022-11-17T01:55:16Z,1100000,False,40.0,189.0,1,left,J. Green 19' pullup Jump Shot (3 PTS),[1630224],1610612745.0,HOU,pullup,,,Green,J. Green,,,,,Mid-Range,16-24 Center,19.34,Made,,,,,,,,,3.0,,,,,,,,,
111,PT04M22.00S,2022-11-17T01:55:24.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203501,92.85479632063075,58.57843137254902,1610612742,12,20,2022-11-17T01:55:32Z,1110000,False,43.0,15.0,1,right,MISS T. Hardaway Jr. driving floating Shot - blocked,"[203501, 1631106]",1610612742.0,DAL,driving floating,,,Hardaway Jr.,T. Hardaway Jr.,,,,,In The Paint (Non-RA),0-8 Center,4.53,Missed,,,,,Eason,1631106.0,,,,,,,,,,,,
112,PT04M22.00S,2022-11-17T01:55:24.3Z,1,REGULAR,block,,[],1631106,,,1610612742,12,20,2022-11-17T01:55:26Z,1120000,False,,,0,,T. Eason BLOCK (1 BLK),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
113,PT04M22.00S,2022-11-17T01:55:24.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612742,12,20,2022-11-17T01:55:32Z,1130000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,111.0,,,,,,,,,,,,,,,,,
115,PT04M10.00S,2022-11-17T01:55:48.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203501,69.72733245729303,26.715686274509803,1610612742,15,20,2022-11-17T01:55:54Z,1150000,False,-116.0,232.0,1,right,T. Hardaway Jr. 25' 3PT  (6 PTS) (F. Campazzo 2 AST),"[203501, 1630267]",1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Left Center,25.97,Made,,,,,,,,,6.0,,,,,F. Campazzo,1630267.0,2.0,,
117,PT04M00.00S,2022-11-17T01:56:01.2Z,1,REGULAR,turnover,out-of-bounds,[],1630224,,,1610612745,15,20,2022-11-17T01:56:07Z,1170000,False,,,0,,J. Green bad pass out-of-bounds TURNOVER (1 TO),[1630224],1610612745.0,HOU,bad pass,,,Green,J. Green,,,,,Mid-Range,16-24 Left Center,,,,,,,,,2534.0,1.0,,,,,,,,,,
118,PT04M00.00S,2022-11-17T01:56:04.8Z,1,REGULAR,substitution,out,[],203493,,,1610612742,15,20,2022-11-17T01:56:19Z,1180000,False,,,0,,SUB out: R. Bullock,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT04M00.00S,2022-11-17T01:56:04.8Z,1,REGULAR,substitution,in,[],1630182,,,1610612742,15,20,2022-11-17T01:56:19Z,1190000,False,,,0,,SUB in: J. Green,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT03M52.00S,2022-11-17T01:56:32.8Z,1,REGULAR,foul,personal,[],1630227,,,1610612742,15,20,2022-11-17T01:56:41Z,1200000,False,,,0,,D. Nix personal FOUL (1 PF),"[1630227, 1626174]",1610612745.0,HOU,,,,Nix,D. Nix,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,2534.0,,,1.0,0.0,Wood,1626174.0,,,,,
122,PT03M47.00S,2022-11-17T01:56:52.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203501,87.99277266754271,50.98039215686274,1610612742,15,20,2022-11-17T01:56:58Z,1220000,False,5.0,60.0,1,right,MISS T. Hardaway Jr. 6' driving floating Shot - blocked,"[203501, 1630586]",1610612742.0,DAL,driving floating,,,Hardaway Jr.,T. Hardaway Jr.,,,,,In The Paint (Non-RA),0-8 Center,6.06,Missed,,,,,Garuba,1630586.0,,,,,,,,,,,,
123,PT03M47.00S,2022-11-17T01:56:52.8Z,1,REGULAR,block,,[],1630586,,,1610612742,15,20,2022-11-17T01:56:54Z,1230000,False,,,0,,U. Garuba BLOCK (1 BLK),[1630586],1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
124,PT03M45.00S,2022-11-17T01:56:54.8Z,1,REGULAR,rebound,defensive,[],1630586,,,1610612745,15,20,2022-11-17T01:56:58Z,1240000,False,,,0,,U. Garuba REBOUND (Off:0 Def:1),[1630586],1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,In The Paint (Non-RA),0-8 Center,,,122.0,1.0,1.0,0.0,,,,,,,,,,,,,,
125,PT03M42.00S,2022-11-17T01:56:58.4Z,1,REGULAR,turnover,lost ball,[],1630231,,,1610612745,15,20,2022-11-17T01:57:04Z,1250000,False,,,0,,K. Martin Jr. lost ball TURNOVER (1 TO),"[1630231, 1630267]",1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1.0,,,,,,,,,Campazzo,1630267.0
126,PT03M42.00S,2022-11-17T01:56:58.4Z,1,REGULAR,steal,,[],1630267,,,1610612742,15,20,2022-11-17T01:57:00Z,1260000,False,,,0,,F. Campazzo STEAL (1 STL),[1630267],1610612742.0,DAL,,,,Campazzo,F. Campazzo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
127,PT03M37.00S,2022-11-17T01:57:04.0Z,1,REGULAR,foul,personal,['2freethrow'],1631106,,,1610612742,15,20,2022-11-17T01:57:18Z,1270000,False,,,0,,T. Eason shooting personal FOUL (1 PF) (Green 2 FT),"[1631106, 1630182]",1610612745.0,HOU,shooting,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,,,,,,,,,1628484.0,,,1.0,0.0,Green,1630182.0,,,,,
129,PT03M37.00S,2022-11-17T01:57:32.0Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1630182,,,1610612742,16,20,2022-11-17T01:57:32Z,1290000,False,,,0,,J. Green Free Throw 1 of 2 (1 PTS),[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,Made,,,,,,,,,1.0,,,,,,,,,
130,PT03M37.00S,2022-11-17T01:57:45.2Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1630182,,,1610612742,17,20,2022-11-17T01:57:45Z,1300000,False,,,0,,J. Green Free Throw 2 of 2 (2 PTS),[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,Made,,,,,,,,,2.0,,,,,,,,,
132,PT03M26.00S,2022-11-17T01:58:11.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,5.863994743758213,46.568627450980394,1610612745,17,22,2022-11-17T01:58:19Z,1320000,False,17.0,3.0,1,left,J. Green driving finger roll Layup (5 PTS),[1630224],1610612745.0,HOU,driving finger roll,,,Green,J. Green,,,,,Restricted Area,0-8 Center,1.74,Made,,,,,,,,,5.0,,,,,,,,,
133,PT03M26.00S,2022-11-17T01:58:14.5Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1626174,,,1610612745,17,22,2022-11-17T01:58:20Z,1330000,False,,,0,,C. Wood shooting personal FOUL (1 PF) (Green 1 FT),"[1626174, 1630224]",1610612742.0,DAL,shooting,,,Wood,C. Wood,,,,,Restricted Area,0-8 Center,,,,,,,,,2534.0,,,1.0,0.0,Green,1630224.0,,,,,
135,PT03M26.00S,2022-11-17T01:58:37.8Z,1,REGULAR,freethrow,1 of 1,[],1630224,,,1610612745,17,23,2022-11-17T01:58:37Z,1350000,False,,,0,,J. Green Free Throw 1 of 1 (6 PTS),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,Made,,,,,,,,,6.0,,,,,,,,,
136,PT03M09.00S,2022-11-17T01:58:55.9Z,1,REGULAR,3pt,Jump Shot,[],1630267,66.17936925098554,50.73529411764706,1610612742,17,23,2022-11-17T01:59:02Z,1360000,False,4.0,265.0,1,right,MISS F. Campazzo 26' 3PT,[1630267],1610612742.0,DAL,,,,Campazzo,F. Campazzo,,,,,Above the Break 3,24+ Center,26.54,Missed,,,,,,,,,,,,,,,,,,
137,PT03M03.00S,2022-11-17T01:59:01.9Z,1,REGULAR,rebound,defensive,[],1631106,,,1610612745,17,23,2022-11-17T01:59:02Z,1370000,False,,,0,,T. Eason REBOUND (Off:0 Def:1),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Above the Break 3,24+ Center,,,136.0,1.0,1.0,0.0,,,,,,,,,,,,,,
138,PT02M54.00S,2022-11-17T01:59:10.8Z,1,REGULAR,turnover,lost ball,[],1630224,,,1610612745,17,23,2022-11-17T01:59:16Z,1380000,False,,,0,,J. Green lost ball TURNOVER (2 TO),"[1630224, 1630182]",1610612745.0,HOU,,,,Green,J. Green,,,,,Mid-Range,16-24 Left,,,,,,,,,,2.0,,,,,,,,,Green,1630182.0
139,PT02M54.00S,2022-11-17T01:59:10.8Z,1,REGULAR,steal,,[],1630182,,,1610612742,17,23,2022-11-17T01:59:12Z,1390000,False,,,0,,J. Green STEAL (1 STL),[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,,,
140,PT02M49.00S,2022-11-17T01:59:15.7Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",203501,91.40932982917214,4.6568627450980395,1610612742,20,23,2022-11-17T01:59:22Z,1400000,False,-227.0,28.0,1,right,T. Hardaway Jr. 3PT running (9 PTS) (C. Wood 1 AST),"[203501, 1626174]",1610612742.0,DAL,running,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Left Corner 3,24+ Left,22.85,Made,,,,,,,,,9.0,,,,,C. Wood,1626174.0,1.0,,
142,PT02M44.00S,2022-11-17T01:59:23.8Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626174,,,1610612745,20,23,2022-11-17T01:59:30Z,1420000,False,,,0,,C. Wood shooting personal FOUL (2 PF) (Green 2 FT),"[1626174, 1630224]",1610612742.0,DAL,shooting,,,Wood,C. Wood,,,,,Restricted Area,0-8 Center,,,,,,,,,202026.0,,,2.0,0.0,Green,1630224.0,,,,,
144,PT02M44.00S,2022-11-17T01:59:34.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,20,23,2022-11-17T01:59:34Z,1440000,False,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT02M44.00S,2022-11-17T02:00:57.8Z,1,REGULAR,substitution,out,[],1627827,,,1610612745,20,23,2022-11-17T02:02:03Z,1450000,False,,,0,,SUB out: D. Finney-Smith,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT02M44.00S,2022-11-17T02:00:57.8Z,1,REGULAR,substitution,out,[],1626174,,,1610612745,20,23,2022-11-17T02:02:03Z,1460000,False,,,0,,SUB out: C. Wood,[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT02M44.00S,2022-11-17T02:00:57.8Z,1,REGULAR,substitution,in,[],1628373,,,1610612745,20,23,2022-11-17T02:02:03Z,1470000,False,,,0,,SUB in: F. Ntilikina,[1628373],1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT02M44.00S,2022-11-17T02:00:57.8Z,1,REGULAR,substitution,in,[],203939,,,1610612745,20,23,2022-11-17T02:02:03Z,1480000,False,,,0,,SUB in: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT02M44.00S,2022-11-17T02:02:22.5Z,1,REGULAR,freethrow,1 of 2,[],1630224,,,1610612745,20,24,2022-11-17T02:02:22Z,1490000,False,,,0,,J. Green Free Throw 1 of 2 (7 PTS),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,Made,,,,,,,,,7.0,,,,,,,,,
150,PT02M44.00S,2022-11-17T02:02:44.3Z,1,REGULAR,freethrow,2 of 2,[],1630224,,,1610612745,20,25,2022-11-17T02:02:44Z,1500000,False,,,0,,J. Green Free Throw 2 of 2 (8 PTS),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,Made,,,,,,,,,8.0,,,,,,,,,
151,PT02M26.00S,2022-11-17T02:03:04.2Z,1,REGULAR,3pt,Jump Shot,[],203501,72.35545335085413,14.950980392156863,1610612742,20,25,2022-11-17T02:03:08Z,1510000,False,-175.0,207.0,1,right,MISS T. Hardaway Jr. 27' 3PT,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Left Center,27.15,Missed,,,,,,,,,,,,,,,,,,
152,PT02M25.00S,2022-11-17T02:03:05.2Z,1,REGULAR,rebound,offensive,[],1630182,,,1610612742,20,25,2022-11-17T02:03:08Z,1520000,False,,,0,,J. Green REBOUND (Off:2 Def:1),[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,,,151.0,3.0,1.0,2.0,,,,,,,,,,,,,,
153,PT02M17.00S,2022-11-17T02:03:17.4Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631106,,,1610612742,20,25,2022-11-17T02:03:23Z,1530000,False,,,0,,T. Eason shooting personal FOUL (2 PF) (Green 2 FT),"[1631106, 1630182]",1610612745.0,HOU,shooting,,,Eason,T. Eason,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,202026.0,,,2.0,0.0,Green,1630182.0,,,,,
155,PT02M17.00S,2022-11-17T02:03:40.4Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1630182,,,1610612742,21,25,2022-11-17T02:03:40Z,1550000,False,,,0,,J. Green Free Throw 1 of 2 (3 PTS),[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,Made,,,,,,,,,3.0,,,,,,,,,
156,PT02M17.00S,2022-11-17T02:03:53.6Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1630182,,,1610612742,22,25,2022-11-17T02:03:53Z,1560000,False,,,0,,J. Green Free Throw 2 of 2 (4 PTS),[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,Made,,,,,,,,,4.0,,,,,,,,,
157,PT02M14.00S,2022-11-17T02:03:58.1Z,1,REGULAR,turnover,bad pass,[],1631106,,,1610612745,22,25,2022-11-17T02:04:02Z,1570000,False,,,0,,T. Eason bad pass TURNOVER (1 TO),"[1631106, 1630267]",1610612745.0,HOU,,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,,,,,,,,,,1.0,,,,,,,,,Campazzo,1630267.0
158,PT02M14.00S,2022-11-17T02:03:58.1Z,1,REGULAR,steal,,[],1630267,,,1610612742,22,25,2022-11-17T02:04:00Z,1580000,False,,,0,,F. Campazzo STEAL (2 STL),[1630267],1610612742.0,DAL,,,,Campazzo,F. Campazzo,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
159,PT02M06.00S,2022-11-17T02:04:05.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628373,94.03745072273325,95.34313725490196,1610612742,25,25,2022-11-17T02:04:09Z,1590000,False,227.0,4.0,1,right,F. Ntilikina 3PT  (3 PTS) (F. Campazzo 3 AST),"[1628373, 1630267]",1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,Right Corner 3,24+ Right,22.67,Made,,,,,,,,,3.0,,,,,F. Campazzo,1630267.0,3.0,,
161,PT01M46.00S,2022-11-17T02:04:25.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630231,6.652431011826544,46.07843137254902,1610612745,25,27,2022-11-17T02:04:31Z,1610000,False,20.0,10.0,1,left,K. Martin Jr. driving Layup (2 PTS),[1630231],1610612745.0,HOU,driving,,,Martin Jr.,K. Martin Jr.,,,,,Restricted Area,0-8 Center,2.2,Made,,,,,,,,,2.0,,,,,,,,,
162,PT01M33.00S,2022-11-17T02:04:37.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203501,81.02825229960578,45.83333333333333,1610612742,27,27,2022-11-17T02:04:42Z,1620000,False,-21.0,126.0,1,right,T. Hardaway Jr. 12' pullup Jump Shot (11 PTS) (F. Campazzo 4 AST),"[203501, 1630267]",1610612742.0,DAL,pullup,,,Hardaway Jr.,T. Hardaway Jr.,,,,,In The Paint (Non-RA),8-16 Center,12.75,Made,,,,,,,,,11.0,,,,,F. Campazzo,1630267.0,4.0,,
164,PT01M21.00S,2022-11-17T02:04:50.0Z,1,REGULAR,3pt,Jump Shot,[],1630224,14.14257555847569,5.392156862745098,1610612745,27,27,2022-11-17T02:04:56Z,1640000,False,223.0,80.0,1,left,MISS J. Green step back 3PT,[1630224],1610612745.0,HOU,step back,,,Green,J. Green,,,,,Right Corner 3,24+ Right,23.71,Missed,,,,,,,,,,,,,,,,,,
165,PT01M19.00S,2022-11-17T02:04:52.0Z,1,REGULAR,rebound,defensive,[],1630267,,,1610612742,27,27,2022-11-17T02:04:56Z,1650000,False,,,0,,F. Campazzo REBOUND (Off:0 Def:2),[1630267],1610612742.0,DAL,,,,Campazzo,F. Campazzo,,,,,Right Corner 3,24+ Right,,,164.0,2.0,2.0,0.0,,,,,,,,,,,,,,
166,PT01M19.00S,2022-11-17T02:04:55.3Z,1,REGULAR,turnover,out-of-bounds,[],1630267,,,1610612742,27,27,2022-11-17T02:05:00Z,1660000,False,,,0,,F. Campazzo bad pass out-of-bounds TURNOVER (1 TO),[1630267],1610612742.0,DAL,bad pass,,,Campazzo,F. Campazzo,,,,,Right Corner 3,24+ Right,,,,,,,,,2534.0,1.0,,,,,,,,,,
167,PT01M19.00S,2022-11-17T02:04:59.7Z,1,REGULAR,substitution,out,[],1630224,,,1610612745,27,27,2022-11-17T02:05:11Z,1670000,False,,,0,,SUB out: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
