actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
92,PT04M29.00S,2022-11-03T00:54:58.7Z,1,REGULAR,rebound,defensive,[],1626174,,,1610612742,15,21,2022-11-03T00:54:59Z,920000,,,0,,C. Wood REBOUND (Off:0 Def:1),[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,91.0,1.0,1.0,0.0,,,,,
93,PT04M18.00S,2022-11-03T00:55:08.9Z,1,REGULAR,3pt,Jump Shot,[],1626174,29.25427069645204,27.941176470588236,1610612742,15,21,2022-11-03T00:55:15Z,930000,110.0,222.0,1,left,MISS C. Wood 24' 3PT,[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,Above the Break 3,24+ Right Center,24.83,Missed,,,,,,,,,,,,,,,,,,
94,PT04M14.00S,2022-11-03T00:55:12.9Z,1,REGULAR,rebound,defensive,[],1627736,,,1610612762,15,21,2022-11-03T00:55:15Z,940000,,,0,,M. Beasley REBOUND (Off:0 Def:1),[1627736],1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,93.0,1.0,1.0,0.0,,,,,
95,PT04M01.00S,2022-11-03T00:55:25.9Z,1,REGULAR,3pt,Jump Shot,[],201144,73.40670170827858,81.61764705882352,1610612762,15,24,2022-11-03T00:55:30Z,950000,158.0,197.0,1,right,M. Conley 25' 3PT  (8 PTS) (C. Sexton 2 AST),"[201144, 1629012]",1610612762.0,UTA,,,,Conley,M. Conley,,,,,Above the Break 3,24+ Right Center,25.3,Made,8.0,C. Sexton,1629012.0,2.0,,,,,,,,,,,,,,
97,PT04M01.00S,2022-11-03T00:55:31.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,15,24,2022-11-03T00:55:31Z,970000,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M01.00S,2022-11-03T00:55:34.2Z,1,REGULAR,substitution,out,[],203493,,,1610612742,15,24,2022-11-03T00:58:26Z,980000,,,0,,SUB out: R. Bullock,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT04M01.00S,2022-11-03T00:55:34.2Z,1,REGULAR,substitution,out,[],1629020,,,1610612742,15,24,2022-11-03T00:58:26Z,990000,,,0,,SUB out: J. Vanderbilt,[1629020],1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M01.00S,2022-11-03T00:55:34.2Z,1,REGULAR,substitution,out,[],201144,,,1610612742,15,24,2022-11-03T00:58:26Z,1000000,,,0,,SUB out: M. Conley,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M01.00S,2022-11-03T00:55:34.2Z,1,REGULAR,substitution,out,[],1628374,,,1610612742,15,24,2022-11-03T00:58:26Z,1010000,,,0,,SUB out: L. Markkanen,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M01.00S,2022-11-03T00:55:34.2Z,1,REGULAR,substitution,in,[],1630182,,,1610612742,15,24,2022-11-03T00:58:26Z,1020000,,,0,,SUB in: J. Green,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M01.00S,2022-11-03T00:55:34.2Z,1,REGULAR,substitution,in,[],1629659,,,1610612742,15,24,2022-11-03T00:58:26Z,1030000,,,0,,SUB in: T. Horton-Tucker,[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT04M01.00S,2022-11-03T00:55:34.2Z,1,REGULAR,substitution,in,[],200752,,,1610612742,15,24,2022-11-03T00:58:26Z,1040000,,,0,,SUB in: R. Gay,[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT04M01.00S,2022-11-03T00:55:34.2Z,1,REGULAR,substitution,in,[],203482,,,1610612742,15,24,2022-11-03T00:58:26Z,1050000,,,0,,SUB in: K. Olynyk,[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT03M42.00S,2022-11-03T00:58:45.1Z,1,REGULAR,3pt,Jump Shot,[],1630182,7.440867279894875,4.411764705882353,1610612742,18,24,2022-11-03T00:58:51Z,1060000,228.0,17.0,1,left,J. Green 3PT  (3 PTS) (L. Doncic 5 AST),"[1630182, 1629029]",1610612742.0,DAL,,,,Green,J. Green,,,,,Right Corner 3,24+ Right,22.86,Made,3.0,L. Doncic,1629029.0,5.0,,,,,,,,,,,,,,
109,PT03M17.00S,2022-11-03T00:59:21.0Z,1,REGULAR,2pt,Jump Shot,[],1627736,75.3777923784494,64.2156862745098,1610612762,18,24,2022-11-03T01:04:37Z,1090000,71.0,179.0,1,right,MISS M. Beasley 19' pullup Shot,[1627736],1610612762.0,UTA,pullup,,,Beasley,M. Beasley,,,,,Mid-Range,16-24 Right Center,19.25,Missed,,,,,,,,,,,,,,,,,,
110,PT03M14.00S,2022-11-03T00:59:24.0Z,1,REGULAR,rebound,defensive,[],1626174,,,1610612742,18,24,2022-11-03T00:59:30Z,1100000,,,0,,C. Wood REBOUND (Off:0 Def:2),[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,109.0,2.0,2.0,0.0,,,,,
111,PT03M03.00S,2022-11-03T00:59:35.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203501,8.754927726675426,49.50980392156863,1610612742,18,24,2022-11-03T00:59:46Z,1110000,2.0,30.0,1,left,MISS T. Hardaway Jr. driving Layup,[203501],1610612742.0,DAL,driving,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Restricted Area,0-8 Center,2.99,Missed,,,,,,,,,,,,,,,,,,
112,PT03M02.00S,2022-11-03T00:59:36.7Z,1,REGULAR,rebound,defensive,[],200752,,,1610612762,18,24,2022-11-03T01:09:17Z,1120000,,,0,,R. Gay REBOUND (Off:0 Def:1),[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,111.0,1.0,1.0,0.0,,,,,
123,PT02M59.00S,2022-11-03T00:59:39.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629012,94.69448094612353,46.81372549019608,1610612762,18,24,2022-11-03T01:10:39Z,1125000,-16.0,-3.0,1,right,MISS C. Sexton running Layup,[1629012],1610612762.0,UTA,running,,,Sexton,C. Sexton,,,,,Restricted Area,0-8 Center,1.61,Missed,,,,,,,,,,,,,,,,,,
125,PT02M57.00S,2022-11-03T00:59:41.2Z,1,REGULAR,rebound,offensive,[],1629012,,,1610612762,18,24,2022-11-03T01:05:00Z,1128750,,,0,,C. Sexton REBOUND (Off:1 Def:0),[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,123.0,1.0,0.0,1.0,,,,,
113,PT02M56.00S,2022-11-03T00:59:42.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629012,93.38042049934296,47.794117647058826,1610612762,18,24,2022-11-03T01:19:50Z,1130000,-11.0,10.0,1,right,MISS C. Sexton putback Layup,[1629012],1610612762.0,UTA,putback,,,Sexton,C. Sexton,,,,,Restricted Area,0-8 Center,1.47,Missed,,,,,,,,,,,,,,,,,,
114,PT02M53.00S,2022-11-03T00:59:45.7Z,1,REGULAR,rebound,defensive,[],1628467,,,1610612742,18,24,2022-11-03T00:59:59Z,1140000,,,0,,M. Kleber REBOUND (Off:0 Def:1),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,113.0,1.0,1.0,0.0,,,,,
115,PT02M46.00S,2022-11-03T00:59:55.6Z,1,REGULAR,violation,kicked ball,[],203482,,,1610612742,18,24,2022-11-03T01:00:18Z,1150000,,,0,,K. Olynyk kicked ball VIOLATION,[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,1628159.0,,,,,,,,,,,,,
116,PT02M41.00S,2022-11-03T01:00:13.6Z,1,REGULAR,2pt,Jump Shot,[],203501,22.026938239159,54.90196078431373,1610612742,18,24,2022-11-03T01:13:33Z,1160000,-25.0,155.0,1,left,MISS T. Hardaway Jr. 15' pullup Shot,[203501],1610612742.0,DAL,pullup,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Mid-Range,8-16 Center,15.65,Missed,,,,,,,,,,,,,,,,,,
117,PT02M38.00S,2022-11-03T01:00:16.6Z,1,REGULAR,rebound,defensive,[],203482,,,1610612762,18,24,2022-11-03T01:13:33Z,1170000,,,0,,K. Olynyk REBOUND (Off:0 Def:1),[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,116.0,1.0,1.0,0.0,,,,,
118,PT02M25.00S,2022-11-03T01:00:29.6Z,1,REGULAR,3pt,Jump Shot,[],1627736,66.83639947437582,42.40196078431372,1610612762,18,27,2022-11-03T01:16:02Z,1180000,-38.0,259.0,1,right,M. Beasley 26' 3PT step back (6 PTS),[1627736],1610612762.0,UTA,step back,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Center,26.2,Made,6.0,,,,,,,,,,,,,,,,,
119,PT02M10.00S,2022-11-03T01:00:44.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1626174,5.863994743758213,50.98039215686274,1610612742,20,27,2022-11-03T01:01:37Z,1190000,-5.0,3.0,1,left,C. Wood running alley-oop DUNK (4 PTS) (L. Doncic 6 AST),"[1626174, 1629029]",1610612742.0,DAL,running alley-oop,,,Wood,C. Wood,,,,,Restricted Area,0-8 Center,0.55,Made,4.0,L. Doncic,1629029.0,6.0,,,,,,,,,,,,,,
121,PT01M47.00S,2022-11-03T01:01:08.2Z,1,REGULAR,3pt,Jump Shot,[],1629012,94.95729303547962,96.32352941176471,1610612762,20,27,2022-11-03T01:01:14Z,1210000,232.0,-5.0,1,right,MISS C. Sexton 3PT,[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,Right Corner 3,24+ Right,23.17,Missed,,,,,,,,,,,,,,,,,,
122,PT01M44.00S,2022-11-03T01:01:11.1Z,1,REGULAR,rebound,defensive,[],1628467,,,1610612742,20,27,2022-11-03T01:01:11Z,1220000,,,0,,M. Kleber REBOUND (Off:0 Def:2),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,121.0,2.0,2.0,0.0,,,,,
126,PT01M28.00S,2022-11-03T01:01:26.9Z,1,REGULAR,3pt,Jump Shot,[],203501,30.305519053876477,70.34313725490196,1610612742,23,27,2022-11-03T01:01:40Z,1230000,-102.0,232.0,1,left,T. Hardaway Jr. 25' 3PT  (3 PTS) (M. Kleber 1 AST),"[203501, 1628467]",1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Left Center,25.37,Made,3.0,M. Kleber,1628467.0,1.0,,,,,,,,,,,,,,
128,PT01M08.00S,2022-11-03T01:01:46.7Z,1,REGULAR,3pt,Jump Shot,[],1629012,79.188567674113,90.44117647058823,1610612762,23,30,2022-11-03T01:01:51Z,1250000,202.0,143.0,1,right,C. Sexton 24' 3PT  (5 PTS) (R. Gay 1 AST),"[1629012, 200752]",1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,Above the Break 3,24+ Right Center,24.77,Made,5.0,R. Gay,200752.0,1.0,,,,,,,,,,,,,,
130,PT00M56.80S,2022-11-03T01:02:01.7Z,1,REGULAR,turnover,traveling,[],1626174,,,1610612742,23,30,2022-11-03T01:02:06Z,1270000,,,0,,C. Wood traveling TURNOVER (1 TO),[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,Mid-Range,8-16 Left,,,,,,,202053.0,,,,,,,,,1.0,,,,
131,PT00M56.80S,2022-11-03T01:02:05.5Z,1,REGULAR,substitution,out,[],1629659,,,1610612762,23,30,2022-11-03T01:02:20Z,1280000,,,0,,SUB out: T. Horton-Tucker,[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT00M56.80S,2022-11-03T01:02:05.5Z,1,REGULAR,substitution,in,[],203903,,,1610612762,23,30,2022-11-03T01:02:20Z,1290000,,,0,,SUB in: J. Clarkson,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT00M44.30S,2022-11-03T01:02:35.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203903,91.14651773981603,4.411764705882353,1610612762,23,30,2022-11-03T01:02:41Z,1300000,-228.0,31.0,1,right,MISS J. Clarkson 3PT,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Left Corner 3,24+ Left,23.0,Missed,,,,,,,,,,,,,,,,,,
134,PT00M41.50S,2022-11-03T01:02:38.4Z,1,REGULAR,rebound,offensive,[],203482,,,1610612762,23,30,2022-11-03T01:02:41Z,1310000,,,0,,K. Olynyk REBOUND (Off:1 Def:1),[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,133.0,2.0,1.0,1.0,,,,,
135,PT00M39.90S,2022-11-03T01:02:39.9Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",203903,94.56307490144546,5.147058823529411,1610612762,23,33,2022-11-03T01:02:46Z,1320000,-224.0,-1.0,1,right,J. Clarkson 3PT  (7 PTS) (K. Olynyk 3 AST),"[203903, 203482]",1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Left Corner 3,24+ Left,22.43,Made,7.0,K. Olynyk,203482.0,3.0,,,,,,,,,,,,,,
137,PT00M31.20S,2022-11-03T01:02:54.0Z,1,REGULAR,3pt,Jump Shot,[],203501,28.728646517739815,26.715686274509803,1610612742,23,33,2022-11-03T01:03:03Z,1340000,116.0,218.0,1,left,MISS T. Hardaway Jr. 24' pullup 3PT,[203501],1610612742.0,DAL,pullup,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Right Center,24.67,Missed,,,,,,,,,,,,,,,,,,
138,PT00M28.80S,2022-11-03T01:02:56.4Z,1,REGULAR,rebound,defensive,[],1627736,,,1610612762,23,33,2022-11-03T01:24:53Z,1350000,,,0,,M. Beasley REBOUND (Off:0 Def:2),[1627736],1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,137.0,2.0,2.0,0.0,,,,,
139,PT00M10.60S,2022-11-03T01:03:14.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203903,93.64323258869908,52.20588235294118,1610612762,23,33,2022-11-03T01:03:21Z,1360000,11.0,7.0,1,right,MISS J. Clarkson driving Layup,[203903],1610612762.0,UTA,driving,,,Clarkson,J. Clarkson,,,,,Restricted Area,0-8 Center,1.32,Missed,,,,,,,,,,,,,,,,,,
140,PT00M10.60S,2022-11-03T01:03:14.5Z,1,REGULAR,rebound,offensive,[],203482,,,1610612762,23,33,2022-11-03T01:03:21Z,1370000,,,0,,K. Olynyk REBOUND (Off:2 Def:1),[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,139.0,3.0,1.0,2.0,,,,,
141,PT00M10.60S,2022-11-03T01:03:17.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203482,94.40999984741211,50.0,1610612762,23,35,2022-11-03T01:03:17Z,1380000,0.0,0.0,1,right,K. Olynyk tip Layup (2 PTS),[203482],1610612762.0,UTA,tip,,,Olynyk,K. Olynyk,,,,,Mid-Range,8-16 Left,0.0,Made,2.0,,,,,,,,,,,,,,,,,
142,PT00M00.40S,2022-11-03T01:03:30.0Z,1,REGULAR,3pt,Jump Shot,[],1626174,27.414586070959263,21.07843137254902,1610612742,23,35,2022-11-03T01:03:38Z,1390000,145.0,205.0,1,left,MISS C. Wood 25' 3PT,[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,Above the Break 3,24+ Right Center,25.1,Missed,,,,,,,,,,,,,,,,,,
143,PT00M00.40S,2022-11-03T01:03:30.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612742,23,35,2022-11-03T01:03:38Z,1400000,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,142.0,,,,,,,,
144,PT00M00.00S,2022-11-03T01:03:34.6Z,1,REGULAR,period,end,[],0,,,1610612742,23,35,2022-11-03T01:03:34Z,1410000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT12M00.00S,2022-11-03T01:03:41.0Z,2,REGULAR,substitution,out,['startperiod'],1629029,,,1610612742,23,35,2022-11-03T01:06:27Z,1420000,,,0,,SUB out: L. Doncic,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT12M00.00S,2022-11-03T01:03:41.0Z,2,REGULAR,substitution,out,['startperiod'],1629012,,,1610612742,23,35,2022-11-03T01:06:27Z,1430000,,,0,,SUB out: C. Sexton,[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT12M00.00S,2022-11-03T01:03:41.0Z,2,REGULAR,substitution,out,['startperiod'],203482,,,1610612742,23,35,2022-11-03T01:06:27Z,1440000,,,0,,SUB out: K. Olynyk,[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT12M00.00S,2022-11-03T01:03:41.0Z,2,REGULAR,substitution,in,['startperiod'],203915,,,1610612742,23,35,2022-11-03T01:06:27Z,1450000,,,0,,SUB in: S. Dinwiddie,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT12M00.00S,2022-11-03T01:03:41.0Z,2,REGULAR,substitution,in,['startperiod'],1631117,,,1610612742,23,35,2022-11-03T01:06:27Z,1460000,,,0,,SUB in: W. Kessler,[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT12M00.00S,2022-11-03T01:03:41.0Z,2,REGULAR,substitution,in,['startperiod'],1629659,,,1610612742,23,35,2022-11-03T01:06:27Z,1470000,,,0,,SUB in: T. Horton-Tucker,[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2022-11-03T01:06:23.6Z,2,REGULAR,period,start,[],0,,,1610612742,23,35,2022-11-03T01:06:27Z,1480000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT11M38.00S,2022-11-03T01:06:44.6Z,2,REGULAR,turnover,bad pass,[],1626174,,,1610612742,23,35,2022-11-03T01:06:59Z,1490000,,,0,,C. Wood bad pass TURNOVER (2 TO),"[1626174, 203903]",1610612742.0,DAL,,,,Wood,C. Wood,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,2.0,Clarkson,203903.0,,
153,PT11M38.00S,2022-11-03T01:06:44.6Z,2,REGULAR,steal,,[],203903,,,1610612762,23,35,2022-11-03T01:06:46Z,1500000,,,0,,J. Clarkson STEAL (1 STL),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
154,PT11M30.00S,2022-11-03T01:06:52.3Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],200752,93.64323258869908,74.26470588235294,1610612762,23,37,2022-11-03T01:07:02Z,1510000,121.0,7.0,1,right,R. Gay 12' Jump Shot (2 PTS) (M. Beasley 1 AST),"[200752, 1627736]",1610612762.0,UTA,,,,Gay,R. Gay,,,,,Mid-Range,8-16 Right,12.15,Made,2.0,M. Beasley,1627736.0,1.0,,,,,,,,,,,,,,
156,PT11M07.00S,2022-11-03T01:07:18.1Z,2,REGULAR,foul,personal,[],200752,,,1610612742,23,37,2022-11-03T01:08:30Z,1530000,,,0,,R. Gay personal FOUL (1 PF),"[200752, 1626174]",1610612762.0,UTA,,,,Gay,R. Gay,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,202053.0,1.0,0.0,Wood,1626174.0,,,,,,,,,
158,PT10M58.00S,2022-11-03T01:07:55.1Z,2,REGULAR,foul,personal,['2freethrow'],1631117,,,1610612742,23,37,2022-11-03T01:08:03Z,1550000,,,0,,W. Kessler shooting personal FOUL (1 PF) (Green 2 FT),"[1631117, 1630182]",1610612762.0,UTA,shooting,,,Kessler,W. Kessler,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,202041.0,1.0,0.0,Green,1630182.0,,,,,,,,,
160,PT10M58.00S,2022-11-03T01:08:17.2Z,2,REGULAR,freethrow,1 of 2,[],1630182,,,1610612742,23,37,2022-11-03T01:08:32Z,1570000,,,0,,MISS J. Green Free Throw 1 of 2,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
161,PT10M58.00S,2022-11-03T01:08:17.2Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612742,23,37,2022-11-03T01:08:32Z,1580000,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,160.0,,,,,,,,
162,PT10M58.00S,2022-11-03T01:08:17.2Z,2,REGULAR,freethrow,2 of 2,[],1630182,,,1610612742,23,37,2022-11-03T01:08:32Z,1590000,,,0,,MISS J. Green Free Throw 2 of 2,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
163,PT10M56.00S,2022-11-03T01:08:19.2Z,2,REGULAR,rebound,defensive,[],200752,,,1610612762,23,37,2022-11-03T01:08:32Z,1600000,,,0,,R. Gay REBOUND (Off:0 Def:2),[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,,,,,,,,,,,162.0,2.0,2.0,0.0,,,,,
164,PT10M38.00S,2022-11-03T01:08:48.0Z,2,REGULAR,3pt,Jump Shot,[],203903,67.49342969776609,27.450980392156865,1610612762,23,37,2022-11-03T01:26:08Z,1610000,-113.0,253.0,1,right,MISS J. Clarkson 27' 3PT,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Above the Break 3,24+ Left Center,27.71,Missed,,,,,,,,,,,,,,,,,,
165,PT10M34.00S,2022-11-03T01:08:52.0Z,2,REGULAR,rebound,defensive,[],1626174,,,1610612742,23,37,2022-11-03T01:08:53Z,1620000,,,0,,C. Wood REBOUND (Off:0 Def:3),[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,164.0,3.0,3.0,0.0,,,,,
166,PT10M20.00S,2022-11-03T01:09:05.7Z,2,REGULAR,3pt,Jump Shot,[],1630182,6.652431011826544,4.411764705882353,1610612742,23,37,2022-11-03T01:09:09Z,1630000,228.0,10.0,1,left,MISS J. Green 3PT,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,Right Corner 3,24+ Right,22.81,Missed,,,,,,,,,,,,,,,,,,
167,PT10M18.00S,2022-11-03T01:09:07.7Z,2,REGULAR,rebound,defensive,[],200752,,,1610612762,23,37,2022-11-03T01:09:09Z,1640000,,,0,,R. Gay REBOUND (Off:0 Def:3),[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,166.0,3.0,3.0,0.0,,,,,
168,PT10M04.00S,2022-11-03T01:09:22.4Z,2,REGULAR,3pt,Jump Shot,[],1627736,73.80091984231275,86.51960784313727,1610612762,23,37,2022-11-03T01:09:30Z,1650000,183.0,194.0,1,right,MISS M. Beasley 26' 3PT,[1627736],1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Right Center,26.63,Missed,,,,,,,,,,,,,,,,,,
169,PT10M02.00S,2022-11-03T01:09:25.1Z,2,REGULAR,rebound,defensive,[],1628467,,,1610612742,23,37,2022-11-03T01:09:25Z,1660000,,,0,,M. Kleber REBOUND (Off:0 Def:3),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,168.0,3.0,3.0,0.0,,,,,
170,PT09M46.00S,2022-11-03T01:09:41.2Z,2,REGULAR,3pt,Jump Shot,[],1626174,6.783837056504599,95.09803921568627,1610612742,23,37,2022-11-03T01:09:46Z,1670000,-225.0,11.0,1,left,MISS C. Wood 3PT,[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,Left Corner 3,24+ Left,22.58,Missed,,,,,,,,,,,,,,,,,,
171,PT09M42.00S,2022-11-03T01:09:45.2Z,2,REGULAR,rebound,defensive,[],203903,,,1610612762,23,37,2022-11-03T01:09:46Z,1680000,,,0,,J. Clarkson REBOUND (Off:1 Def:2),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,170.0,3.0,2.0,1.0,,,,,
172,PT09M36.00S,2022-11-03T01:09:50.3Z,2,REGULAR,turnover,bad pass,[],203903,,,1610612762,23,37,2022-11-03T01:10:11Z,1690000,,,0,,J. Clarkson bad pass TURNOVER (1 TO),"[203903, 203915]",1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1.0,Dinwiddie,203915.0,,
173,PT09M36.00S,2022-11-03T01:09:50.3Z,2,REGULAR,steal,,[],203915,,,1610612742,23,37,2022-11-03T01:09:52Z,1700000,,,0,,S. Dinwiddie STEAL (3 STL),[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
174,PT09M27.00S,2022-11-03T01:09:59.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203915,6.258212877792378,50.73529411764706,1610612742,25,37,2022-11-03T01:10:15Z,1710000,-4.0,6.0,1,left,S. Dinwiddie driving reverse Layup (8 PTS) (T. Hardaway Jr. 1 AST),"[203915, 203501]",1610612742.0,DAL,driving reverse,,,Dinwiddie,S. Dinwiddie,,,,,Restricted Area,0-8 Center,0.73,Made,8.0,T. Hardaway Jr.,203501.0,1.0,,,,,,,,,,,,,,
