actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,playerName,playerNameI,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,jumpBallRecoverdPersonId
91,PT06M13.00S,2025-11-23T18:25:33.3Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,11,17,2025-11-23T18:26:01Z,910000,False,,,0,,B. Adebayo REBOUND (Off:0 Def:1),[1628389],1610612748.0,MIA,,,,,,,Above the Break 3,24+ Left Center,,,,Adebayo,B. Adebayo,,,,,,,,,,90.0,1.0,1.0,0.0,,,,,
92,PT05M57.00S,2025-11-23T18:25:51.3Z,1,REGULAR,2pt,Jump Shot,[],1630558,83.919185282523,67.40196078431373,1610612748,11,19,2025-11-23T18:26:40Z,920000,False,87.0,99.0,1,right,D. Mitchell 13' pullup Jump Shot (4 PTS) (P. Larsson 2 AST),"[1630558, 1641796]",1610612748.0,MIA,pullup,,,,,,Mid-Range,8-16 Right,,,,Mitchell,D. Mitchell,,,,13.16,Made,4.0,P. Larsson,1641796.0,2.0,,,,,,,,,
94,PT05M39.00S,2025-11-23T18:26:06.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630178,15.719448094612352,52.94117647058824,1610612755,13,19,2025-11-23T18:26:11Z,940000,False,-15.0,95.0,1,left,T. Maxey 9' driving floating Jump Shot (9 PTS),[1630178],1610612755.0,PHI,driving floating,,,,,,In The Paint (Non-RA),8-16 Center,,,,Maxey,T. Maxey,,,,9.64,Made,9.0,,,,,,,,,,,,
95,PT05M30.00S,2025-11-23T18:26:16.0Z,1,REGULAR,3pt,Jump Shot,[],1628389,66.96780551905388,59.80392156862745,1610612748,13,19,2025-11-23T18:26:20Z,950000,False,49.0,258.0,1,right,MISS B. Adebayo 26' 3PT,[1628389],1610612748.0,MIA,,,,,,,Above the Break 3,24+ Center,,,,Adebayo,B. Adebayo,,,,26.26,Missed,,,,,,,,,,,,,
96,PT05M26.00S,2025-11-23T18:26:20.0Z,1,REGULAR,rebound,defensive,[],203083,,,1610612755,13,19,2025-11-23T18:26:20Z,960000,False,,,0,,A. Drummond REBOUND (Off:1 Def:4),[203083],1610612755.0,PHI,,,,,,,Above the Break 3,24+ Center,,,,Drummond,A. Drummond,,,,,,,,,,95.0,5.0,4.0,1.0,,,,,
97,PT05M15.00S,2025-11-23T18:26:29.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203083,8.492115637319317,61.274509803921575,1610612755,15,19,2025-11-23T18:26:32Z,970000,False,-56.0,27.0,1,left,A. Drummond 6' turnaround Hook (2 PTS) (Q. Grimes 1 AST),"[203083, 1629656]",1610612755.0,PHI,turnaround,,,,,,In The Paint (Non-RA),0-8 Center,,,,Drummond,A. Drummond,,,,6.27,Made,2.0,Q. Grimes,1629656.0,1.0,,,,,,,,,
99,PT05M06.00S,2025-11-23T18:26:41.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631170,94.1688567674113,55.392156862745104,1610612748,15,19,2025-11-23T18:27:46Z,990000,False,27.0,2.0,1,right,MISS J. Jaquez Jr. turnaround Shot - blocked,"[1631170, 1631230]",1610612748.0,MIA,turnaround,,,,,,Restricted Area,0-8 Center,,,,Jaquez Jr.,J. Jaquez Jr.,,,,2.71,Missed,,,,,,,,,Barlow,1631230.0,,,
100,PT05M06.00S,2025-11-23T18:26:41.5Z,1,REGULAR,block,,[],1631230,,,1610612748,15,19,2025-11-23T18:26:44Z,1000000,False,,,0,,D. Barlow BLOCK (1 BLK),[1631230],1610612755.0,PHI,,,,,,,Restricted Area,0-8 Center,,,,Barlow,D. Barlow,,,,,,,,,,,,,,,,,,
101,PT05M05.00S,2025-11-23T18:26:42.5Z,1,REGULAR,rebound,offensive,[],1631170,,,1610612748,15,19,2025-11-23T18:27:46Z,1010000,False,,,0,,J. Jaquez Jr. REBOUND (Off:1 Def:0),[1631170],1610612748.0,MIA,,,,,,,Restricted Area,0-8 Center,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,99.0,1.0,0.0,1.0,,,,,
102,PT04M56.00S,2025-11-23T18:26:48.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628389,95.6143232588699,95.09803921568627,1610612748,15,19,2025-11-23T18:26:52Z,1020000,False,225.0,-11.0,1,right,MISS B. Adebayo 3PT,[1628389],1610612748.0,MIA,,,,,,,Right Corner 3,24+ Right,,,,Adebayo,B. Adebayo,,,,22.58,Missed,,,,,,,,,,,,,
103,PT04M54.00S,2025-11-23T18:26:50.6Z,1,REGULAR,rebound,defensive,[],203083,,,1610612755,15,19,2025-11-23T18:26:52Z,1030000,False,,,0,,A. Drummond REBOUND (Off:1 Def:5),[203083],1610612755.0,PHI,,,,,,,Right Corner 3,24+ Right,,,,Drummond,A. Drummond,,,,,,,,,,102.0,6.0,5.0,1.0,,,,,
104,PT04M46.00S,2025-11-23T18:26:59.2Z,1,REGULAR,turnover,lost ball,[],1630178,,,1610612755,15,19,2025-11-23T18:27:04Z,1040000,False,,,0,,T. Maxey lost ball TURNOVER (1 TO),"[1630178, 1641796]",1610612755.0,PHI,,,,,,,Mid-Range,16-24 Center,,,,Maxey,T. Maxey,,,1.0,,,,,,,,,,,,,Larsson,1641796.0,
105,PT04M46.00S,2025-11-23T18:26:59.2Z,1,REGULAR,steal,,[],1641796,,,1610612748,15,19,2025-11-23T18:27:01Z,1050000,False,,,0,,P. Larsson STEAL (1 STL),[1641796],1610612748.0,MIA,,,,,,,Mid-Range,16-24 Center,,,,Larsson,P. Larsson,,,,,,,,,,,,,,,,,,
106,PT04M42.00S,2025-11-23T18:27:03.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1641796,93.9060446780552,51.225490196078425,1610612748,15,21,2025-11-23T18:27:13Z,1060000,False,6.0,5.0,1,right,P. Larsson running finger roll Layup (2 PTS) (D. Mitchell 5 AST),"[1641796, 1630558]",1610612748.0,MIA,running finger roll,,,,,,Restricted Area,0-8 Center,,,,Larsson,P. Larsson,,,,0.78,Made,2.0,D. Mitchell,1630558.0,5.0,,,,,,,,,
108,PT04M30.00S,2025-11-23T18:27:15.1Z,1,REGULAR,3pt,Jump Shot,[],1631230,5.601182654402102,97.79411764705883,1610612755,15,21,2025-11-23T18:28:49Z,1080000,False,-239.0,0.0,1,left,MISS D. Barlow 3PT,[1631230],1610612755.0,PHI,,,,,,,Left Corner 3,24+ Left,,,,Barlow,D. Barlow,,,,23.9,Missed,,,,,,,,,,,,,
109,PT04M28.00S,2025-11-23T18:27:17.1Z,1,REGULAR,rebound,defensive,[],1626181,,,1610612748,15,21,2025-11-23T18:29:04Z,1090000,False,,,0,,N. Powell REBOUND (Off:0 Def:1),[1626181],1610612748.0,MIA,,,,,,,Left Corner 3,24+ Left,,,,Powell,N. Powell,,,,,,,,,,108.0,1.0,1.0,0.0,,,,,
110,PT04M22.00S,2025-11-23T18:27:23.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1626181,94.30026281208936,53.67647058823529,1610612748,15,21,2025-11-23T18:27:29Z,1100000,False,18.0,1.0,1,right,MISS N. Powell running finger roll Layup,[1626181],1610612748.0,MIA,running finger roll,,,,,,Restricted Area,0-8 Center,,,,Powell,N. Powell,,,,1.84,Missed,,,,,,,,,,,,,
111,PT04M20.00S,2025-11-23T18:27:25.2Z,1,REGULAR,rebound,defensive,[],203083,,,1610612755,15,21,2025-11-23T18:27:29Z,1110000,False,,,0,,A. Drummond REBOUND (Off:1 Def:6),[203083],1610612755.0,PHI,,,,,,,Restricted Area,0-8 Center,,,,Drummond,A. Drummond,,,,,,,,,,110.0,7.0,6.0,1.0,,,,,
112,PT04M08.00S,2025-11-23T18:27:36.7Z,1,REGULAR,3pt,Jump Shot,[],1630178,27.94021024967148,81.12745098039215,1610612755,15,21,2025-11-23T18:27:40Z,1120000,False,-156.0,210.0,1,left,MISS T. Maxey 26' step back 3PT,[1630178],1610612755.0,PHI,step back,,,,,,Above the Break 3,24+ Left Center,,,,Maxey,T. Maxey,,,,26.14,Missed,,,,,,,,,,,,,
113,PT04M05.00S,2025-11-23T18:27:39.7Z,1,REGULAR,rebound,defensive,[],1630558,,,1610612748,15,21,2025-11-23T18:27:40Z,1130000,False,,,0,,D. Mitchell REBOUND (Off:0 Def:4),[1630558],1610612748.0,MIA,,,,,,,Above the Break 3,24+ Left Center,,,,Mitchell,D. Mitchell,,,,,,,,,,112.0,4.0,4.0,0.0,,,,,
114,PT03M59.00S,2025-11-23T18:27:45.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631170,94.03745072273325,52.69607843137255,1610612748,15,23,2025-11-23T18:27:55Z,1140000,False,13.0,4.0,1,right,J. Jaquez Jr. running finger roll Layup (2 PTS) (D. Mitchell 6 AST),"[1631170, 1630558]",1610612748.0,MIA,running finger roll,,,,,,Restricted Area,0-8 Center,,,,Jaquez Jr.,J. Jaquez Jr.,,,,1.39,Made,2.0,D. Mitchell,1630558.0,6.0,,,,,,,,,
116,PT03M43.00S,2025-11-23T18:28:01.0Z,1,REGULAR,3pt,Jump Shot,[],1629656,4.28712220762155,96.32352941176471,1610612755,15,23,2025-11-23T18:28:04Z,1160000,False,-232.0,-12.0,1,left,MISS Q. Grimes 3PT,[1629656],1610612755.0,PHI,,,,,,,Left Corner 3,24+ Left,,,,Grimes,Q. Grimes,,,,23.19,Missed,,,,,,,,,,,,,
117,PT03M41.00S,2025-11-23T18:28:03.0Z,1,REGULAR,rebound,defensive,[],1630558,,,1610612748,15,23,2025-11-23T18:28:04Z,1170000,False,,,0,,D. Mitchell REBOUND (Off:0 Def:5),[1630558],1610612748.0,MIA,,,,,,,Left Corner 3,24+ Left,,,,Mitchell,D. Mitchell,,,,,,,,,,116.0,5.0,5.0,0.0,,,,,
118,PT03M35.00S,2025-11-23T18:28:10.1Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630558,93.24901445466492,48.77450980392157,1610612748,15,23,2025-11-23T18:30:28Z,1180000,False,-6.0,11.0,1,right,MISS D. Mitchell running Layup,[1630558],1610612748.0,MIA,running,,,,,,Restricted Area,0-8 Center,,,,Mitchell,D. Mitchell,,,,1.26,Missed,,,,,,,,,,,,,
119,PT03M33.00S,2025-11-23T18:28:12.1Z,1,REGULAR,rebound,defensive,[],203083,,,1610612755,15,23,2025-11-23T18:28:15Z,1190000,False,,,0,,A. Drummond REBOUND (Off:1 Def:7),[203083],1610612755.0,PHI,,,,,,,Restricted Area,0-8 Center,,,,Drummond,A. Drummond,,,,,,,,,,118.0,8.0,7.0,1.0,,,,,
120,PT03M29.00S,2025-11-23T18:28:16.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1642348,21.23850197109067,92.8921568627451,1610612755,18,23,2025-11-23T18:28:21Z,1200000,False,-214.0,147.0,1,left,J. Edwards 26' 3PT running (3 PTS) (T. Maxey 2 AST),"[1642348, 1630178]",1610612755.0,PHI,running,,,,,,Above the Break 3,24+ Left Center,,,,Edwards,J. Edwards,,,,26.01,Made,3.0,T. Maxey,1630178.0,2.0,,,,,,,,,
122,PT03M14.00S,2025-11-23T18:28:33.9Z,1,REGULAR,foul,personal,[],1642348,,,1610612748,18,23,2025-11-23T18:28:41Z,1220000,False,,,0,,J. Edwards personal FOUL (1 PF),"[1642348, 1641796]",1610612755.0,PHI,,,,,,,Mid-Range,8-16 Left,202007.0,1.0,0.0,Edwards,J. Edwards,Larsson,1641796.0,,,,,,,,,,,,,,,,
124,PT03M14.00S,2025-11-23T18:28:44.0Z,1,REGULAR,substitution,out,[],203083,,,1610612748,18,23,2025-11-23T18:29:03Z,1240000,False,,,0,,SUB out: A. Drummond,[203083],1610612755.0,PHI,,,,,,,,,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,
125,PT03M14.00S,2025-11-23T18:28:44.0Z,1,REGULAR,substitution,out,[],1629656,,,1610612748,18,23,2025-11-23T18:29:03Z,1250000,False,,,0,,SUB out: Q. Grimes,[1629656],1610612755.0,PHI,,,,,,,,,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,
126,PT03M14.00S,2025-11-23T18:28:44.0Z,1,REGULAR,substitution,out,[],1641796,,,1610612748,18,23,2025-11-23T18:29:03Z,1260000,False,,,0,,SUB out: P. Larsson,[1641796],1610612748.0,MIA,,,,,,,,,,,,Larsson,P. Larsson,,,,,,,,,,,,,,,,,,
127,PT03M14.00S,2025-11-23T18:28:44.0Z,1,REGULAR,substitution,out,[],1628389,,,1610612748,18,23,2025-11-23T18:29:03Z,1270000,False,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,,,,,,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,
128,PT03M14.00S,2025-11-23T18:28:44.0Z,1,REGULAR,substitution,out,[],1626181,,,1610612748,18,23,2025-11-23T18:29:03Z,1280000,False,,,0,,SUB out: N. Powell,[1626181],1610612748.0,MIA,,,,,,,,,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,
129,PT03M14.00S,2025-11-23T18:28:44.0Z,1,REGULAR,substitution,out,[],1630558,,,1610612748,18,23,2025-11-23T18:29:03Z,1290000,False,,,0,,SUB out: D. Mitchell,[1630558],1610612748.0,MIA,,,,,,,,,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,
130,PT03M14.00S,2025-11-23T18:28:44.0Z,1,REGULAR,substitution,in,[],1630570,,,1610612748,18,23,2025-11-23T18:29:03Z,1300000,False,,,0,,SUB in: T. Watford,[1630570],1610612755.0,PHI,,,,,,,,,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,
131,PT03M14.00S,2025-11-23T18:28:44.0Z,1,REGULAR,substitution,in,[],1642272,,,1610612748,18,23,2025-11-23T18:29:03Z,1310000,False,,,0,,SUB in: J. McCain,[1642272],1610612755.0,PHI,,,,,,,,,,,,McCain,J. McCain,,,,,,,,,,,,,,,,,,
132,PT03M14.00S,2025-11-23T18:28:44.0Z,1,REGULAR,substitution,in,[],1631323,,,1610612748,18,23,2025-11-23T18:29:03Z,1320000,False,,,0,,SUB in: S. Fontecchio,[1631323],1610612748.0,MIA,,,,,,,,,,,,Fontecchio,S. Fontecchio,,,,,,,,,,,,,,,,,,
133,PT03M14.00S,2025-11-23T18:28:44.0Z,1,REGULAR,substitution,in,[],1642276,,,1610612748,18,23,2025-11-23T18:29:03Z,1330000,False,,,0,,SUB in: K. Ware,[1642276],1610612748.0,MIA,,,,,,,,,,,,Ware,K. Ware,,,,,,,,,,,,,,,,,,
134,PT03M14.00S,2025-11-23T18:28:44.0Z,1,REGULAR,substitution,in,[],1642352,,,1610612748,18,23,2025-11-23T18:29:03Z,1340000,False,,,0,,SUB in: K. Johnson,[1642352],1610612748.0,MIA,,,,,,,,,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,
135,PT03M14.00S,2025-11-23T18:28:44.0Z,1,REGULAR,substitution,in,[],1630696,,,1610612748,18,23,2025-11-23T18:29:03Z,1350000,False,,,0,,SUB in: D. Smith,[1630696],1610612748.0,MIA,,,,,,,,,,,,Smith,D. Smith,,,,,,,,,,,,,,,,,,
136,PT03M06.00S,2025-11-23T18:29:18.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631170,94.30026281208936,48.03921568627451,1610612748,18,25,2025-11-23T18:29:23Z,1360000,False,-10.0,1.0,1,right,J. Jaquez Jr. driving Layup (4 PTS),[1631170],1610612748.0,MIA,driving,,,,,,Restricted Area,0-8 Center,,,,Jaquez Jr.,J. Jaquez Jr.,,,,0.99,Made,4.0,,,,,,,,,,,,
137,PT02M52.00S,2025-11-23T18:29:32.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642272,17.559132720105126,47.549019607843135,1610612755,20,25,2025-11-23T18:29:35Z,1370000,False,12.0,113.0,1,left,J. McCain 11' pullup Jump Shot (2 PTS),[1642272],1610612755.0,PHI,pullup,,,,,,In The Paint (Non-RA),8-16 Center,,,,McCain,J. McCain,,,,11.33,Made,2.0,,,,,,,,,,,,
138,PT02M38.00S,2025-11-23T18:29:48.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642352,88.25558475689881,53.431372549019606,1610612748,20,25,2025-11-23T18:32:30Z,1380000,False,17.0,58.0,1,right,MISS K. Johnson 6' pullup Shot - blocked,"[1642352, 1630570]",1610612748.0,MIA,pullup,,,,,,In The Paint (Non-RA),0-8 Center,,,,Johnson,K. Johnson,,,,6.04,Missed,,,,,,,,,Watford,1630570.0,,,
139,PT02M38.00S,2025-11-23T18:29:48.8Z,1,REGULAR,block,,[],1630570,,,1610612748,20,25,2025-11-23T18:29:51Z,1390000,False,,,0,,T. Watford BLOCK (1 BLK),[1630570],1610612755.0,PHI,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,
140,PT02M37.00S,2025-11-23T18:29:49.8Z,1,REGULAR,rebound,offensive,[],1642276,,,1610612748,20,25,2025-11-23T18:32:30Z,1400000,False,,,0,,K. Ware REBOUND (Off:3 Def:2),[1642276],1610612748.0,MIA,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Ware,K. Ware,,,,,,,,,,138.0,5.0,2.0,3.0,,,,,
141,PT02M35.00S,2025-11-23T18:29:54.4Z,1,REGULAR,foul,personal,['2freethrow'],1631230,,,1610612748,20,25,2025-11-23T18:30:12Z,1410000,False,,,0,,D. Barlow shooting personal FOUL (1 PF) (Ware 2 FT),"[1631230, 1642276]",1610612755.0,PHI,shooting,,,,,,Restricted Area,0-8 Center,202007.0,1.0,0.0,Barlow,D. Barlow,Ware,1642276.0,,,,,,,,,,,,,,,,
143,PT02M35.00S,2025-11-23T18:30:11.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,20,25,2025-11-23T18:30:11Z,1430000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT02M35.00S,2025-11-23T18:33:01.2Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1642276,,,1610612748,20,26,2025-11-23T18:33:01Z,1440000,False,,,0,,K. Ware Free Throw 1 of 2 (3 PTS),[1642276],1610612748.0,MIA,,,,,,,,,,,,Ware,K. Ware,,,,,Made,3.0,,,,,,,,,,,,
145,PT02M35.00S,2025-11-23T18:33:11.9Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1642276,,,1610612748,20,27,2025-11-23T18:33:11Z,1450000,False,,,0,,K. Ware Free Throw 2 of 2 (4 PTS),[1642276],1610612748.0,MIA,,,,,,,,,,,,Ware,K. Ware,,,,,Made,4.0,,,,,,,,,,,,
146,PT02M15.00S,2025-11-23T18:33:35.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630178,13.091327201051248,55.88235294117647,1610612755,20,27,2025-11-23T18:33:40Z,1460000,False,-29.0,71.0,1,left,MISS T. Maxey 7' driving floating bank Shot,[1630178],1610612755.0,PHI,driving floating bank,,,,,,In The Paint (Non-RA),0-8 Center,,,,Maxey,T. Maxey,,,,7.65,Missed,,,,,,,,,,,,,
147,PT02M13.00S,2025-11-23T18:33:37.5Z,1,REGULAR,rebound,defensive,[],1630696,,,1610612748,20,27,2025-11-23T18:33:40Z,1470000,False,,,0,,D. Smith REBOUND (Off:0 Def:1),[1630696],1610612748.0,MIA,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Smith,D. Smith,,,,,,,,,,146.0,1.0,1.0,0.0,,,,,
148,PT02M09.00S,2025-11-23T18:33:42.5Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1631323,91.40932982917214,56.127450980392155,1610612748,20,27,2025-11-23T18:35:39Z,1480000,False,31.0,28.0,1,right,MISS S. Fontecchio running Layup,[1631323],1610612748.0,MIA,running,,,,,,Restricted Area,0-8 Center,,,,Fontecchio,S. Fontecchio,,,,4.17,Missed,,,,,,,,,,,,,
149,PT02M07.00S,2025-11-23T18:33:44.5Z,1,REGULAR,rebound,offensive,[],1642276,,,1610612748,20,27,2025-11-23T18:35:39Z,1490000,False,,,0,,K. Ware REBOUND (Off:4 Def:2),[1642276],1610612748.0,MIA,,,,,,,Restricted Area,0-8 Center,,,,Ware,K. Ware,,,,,,,,,,148.0,6.0,2.0,4.0,,,,,
150,PT02M07.00S,2025-11-23T18:33:48.4Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1642276,94.40999984741211,50.0,1610612748,20,27,2025-11-23T18:35:47Z,1500000,False,0.0,0.0,1,right,MISS K. Ware putback Layup,[1642276],1610612748.0,MIA,putback,,,,,,Restricted Area,0-8 Center,,,,Ware,K. Ware,,,,0.0,Missed,,,,,,,,,,,,,
152,PT02M07.00S,2025-11-23T18:33:48.4Z,1,REGULAR,rebound,offensive,[],1642276,,,1610612748,20,27,2025-11-23T18:35:47Z,1520000,False,,,0,,K. Ware REBOUND (Off:5 Def:2),[1642276],1610612748.0,MIA,,,,,,,Restricted Area,0-8 Center,,,,Ware,K. Ware,,,,,,,,,,150.0,7.0,2.0,5.0,,,,,
153,PT02M02.00S,2025-11-23T18:34:11.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631230,,,1610612748,20,27,2025-11-23T18:34:18Z,1530000,False,,,0,,D. Barlow shooting personal FOUL (2 PF) (Ware 2 FT),"[1631230, 1642276]",1610612755.0,PHI,shooting,,,,,,In The Paint (Non-RA),0-8 Center,202901.0,2.0,0.0,Barlow,D. Barlow,Ware,1642276.0,,,,,,,,,,,,,,,,
155,PT02M02.00S,2025-11-23T18:34:19.2Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1642276,,,1610612748,20,27,2025-11-23T18:34:19Z,1550000,False,,,0,,MISS K. Ware Free Throw 1 of 2,[1642276],1610612748.0,MIA,,,,,,,,,,,,Ware,K. Ware,,,,,Missed,,,,,,,,,,,,,
156,PT02M02.00S,2025-11-23T18:34:19.2Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612748,20,27,2025-11-23T18:34:19Z,1560000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,155.0,,,,,,,,
157,PT02M02.00S,2025-11-23T18:34:32.4Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1642276,,,1610612748,20,28,2025-11-23T18:34:32Z,1570000,False,,,0,,K. Ware Free Throw 2 of 2 (5 PTS),[1642276],1610612748.0,MIA,,,,,,,,,,,,Ware,K. Ware,,,,,Made,5.0,,,,,,,,,,,,
158,PT01M52.00S,2025-11-23T18:34:45.2Z,1,REGULAR,foul,personal,['2freethrow'],1642352,,,1610612755,20,28,2025-11-23T18:34:51Z,1580000,False,,,0,,K. Johnson shooting personal FOUL (1 PF) (Watford 2 FT),"[1642352, 1630570]",1610612748.0,MIA,shooting,,,,,,Restricted Area,0-8 Center,1628171.0,1.0,0.0,Johnson,K. Johnson,Watford,1630570.0,,,,,,,,,,,,,,,,
160,PT01M52.00S,2025-11-23T18:35:13.2Z,1,REGULAR,freethrow,1 of 2,[],1630570,,,1610612755,21,28,2025-11-23T18:35:13Z,1600000,False,,,0,,T. Watford Free Throw 1 of 2 (1 PTS),[1630570],1610612755.0,PHI,,,,,,,,,,,,Watford,T. Watford,,,,,Made,1.0,,,,,,,,,,,,
161,PT01M52.00S,2025-11-23T18:35:14.3Z,1,REGULAR,substitution,out,[],1631230,,,1610612755,21,28,2025-11-23T18:35:19Z,1610000,False,,,0,,SUB out: D. Barlow,[1631230],1610612755.0,PHI,,,,,,,,,,,,Barlow,D. Barlow,,,,,,,,,,,,,,,,,,
162,PT01M52.00S,2025-11-23T18:35:14.3Z,1,REGULAR,substitution,in,[],1631133,,,1610612755,21,28,2025-11-23T18:35:19Z,1620000,False,,,0,,SUB in: J. Walker,[1631133],1610612755.0,PHI,,,,,,,,,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,
163,PT01M52.00S,2025-11-23T18:35:29.7Z,1,REGULAR,freethrow,2 of 2,[],1630570,,,1610612755,22,28,2025-11-23T18:35:29Z,1630000,False,,,0,,T. Watford Free Throw 2 of 2 (2 PTS),[1630570],1610612755.0,PHI,,,,,,,,,,,,Watford,T. Watford,,,,,Made,2.0,,,,,,,,,,,,
164,PT01M41.00S,2025-11-23T18:35:41.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630696,92.85479632063075,54.90196078431373,1610612748,22,28,2025-11-23T18:37:22Z,1640000,False,25.0,15.0,1,right,MISS D. Smith driving Layup,[1630696],1610612748.0,MIA,driving,,,,,,Restricted Area,0-8 Center,,,,Smith,D. Smith,,,,2.86,Missed,,,,,,,,,,,,,
165,PT01M40.00S,2025-11-23T18:35:42.7Z,1,REGULAR,rebound,offensive,[],1642276,,,1610612748,22,28,2025-11-23T18:37:22Z,1650000,False,,,0,,K. Ware REBOUND (Off:6 Def:2),[1642276],1610612748.0,MIA,,,,,,,Restricted Area,0-8 Center,,,,Ware,K. Ware,,,,,,,,,,164.0,8.0,2.0,6.0,,,,,
166,PT01M40.00S,2025-11-23T18:35:46.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642276,93.24901445466492,48.28431372549019,1610612748,22,30,2025-11-23T18:38:02Z,1660000,False,-9.0,11.0,1,right,K. Ware putback Layup (7 PTS),[1642276],1610612748.0,MIA,putback,,,,,,Restricted Area,0-8 Center,,,,Ware,K. Ware,,,,1.4,Made,7.0,,,,,,,,,,,,
167,PT01M40.00S,2025-11-23T18:35:49.5Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1631133,,,1610612748,22,30,2025-11-23T18:35:56Z,1670000,False,,,0,,J. Walker shooting personal FOUL (1 PF) (Ware 1 FT),"[1631133, 1642276]",1610612755.0,PHI,shooting,,,,,,Restricted Area,0-8 Center,1628171.0,1.0,0.0,Walker,J. Walker,Ware,1642276.0,,,,,,,,,,,,,,,,
169,PT01M40.00S,2025-11-23T18:36:11.5Z,1,REGULAR,freethrow,1 of 1,['2ndchance'],1642276,,,1610612748,22,31,2025-11-23T18:36:11Z,1690000,False,,,0,,K. Ware Free Throw 1 of 1 (8 PTS),[1642276],1610612748.0,MIA,,,,,,,,,,,,Ware,K. Ware,,,,,Made,8.0,,,,,,,,,,,,
170,PT01M20.00S,2025-11-23T18:36:32.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642272,11.383048620236531,50.98039215686274,1610612755,22,31,2025-11-23T18:36:36Z,1700000,False,-5.0,55.0,1,left,MISS J. McCain driving finger roll Layup,[1642272],1610612755.0,PHI,driving finger roll,,,,,,In The Paint (Non-RA),0-8 Center,,,,McCain,J. McCain,,,,5.47,Missed,,,,,,,,,,,,,
