actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
647,PT05M43.00S,2026-03-26T01:14:50.9Z,4,REGULAR,turnover,lost ball,[],1631159,,,1610612741,142,109,2026-03-26T01:14:55Z,6440000,False,,,0,,L. Miller lost ball TURNOVER (1 TO),"[1631159, 1631207]",1610612741.0,CHI,,,,Miller,L. Miller,,,,,Mid-Range,8-16 Left,,,,,,,1.0,Terry,1631207.0,,,,,,,,,,,
648,PT05M43.00S,2026-03-26T01:14:50.9Z,4,REGULAR,steal,,[],1631207,,,1610612755,142,109,2026-03-26T01:14:53Z,6450000,False,,,0,,D. Terry STEAL (1 STL),[1631207],1610612755.0,PHI,,,,Terry,D. Terry,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
649,PT05M36.00S,2026-03-26T01:14:57.8Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630699,89.01116951379764,96.81372549019608,1610612755,142,109,2026-03-26T01:15:04Z,6460000,False,234.0,51.0,1,right,MISS M. Beauchamp 3PT,[1630699],1610612755.0,PHI,,,,Beauchamp,M. Beauchamp,,,,,Right Corner 3,24+ Right,23.95,Missed,,,,,,,,,,,,,,,,,,
650,PT05M31.00S,2026-03-26T01:15:02.8Z,4,REGULAR,rebound,defensive,[],1631159,,,1610612741,142,109,2026-03-26T01:15:04Z,6470000,False,,,0,,L. Miller REBOUND (Off:0 Def:3),[1631159],1610612741.0,CHI,,,,Miller,L. Miller,,,,,Right Corner 3,24+ Right,,,649.0,3.0,3.0,0.0,,,,,,,,,,,,,,
651,PT05M27.00S,2026-03-26T01:15:06.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1641824,8.065045992115643,52.450980392156865,1610612741,142,111,2026-03-26T01:15:15Z,6480000,False,-12.0,23.0,1,left,M. Buzelis running alley-oop Layup (13 PTS) (J. Giddey 12 AST),"[1641824, 1630581]",1610612741.0,CHI,running alley-oop,,,Buzelis,M. Buzelis,,,,,Restricted Area,0-8 Center,2.63,Made,,,,,,,,13.0,J. Giddey,1630581.0,12.0,,,,,,,
654,PT05M13.00S,2026-03-26T01:15:28.0Z,4,REGULAR,substitution,out,[],1626166,,,1610612755,142,111,2026-03-26T01:15:37Z,6510000,False,,,0,,SUB out: C. Payne,[1626166],1610612755.0,PHI,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,
655,PT05M13.00S,2026-03-26T01:15:28.0Z,4,REGULAR,substitution,out,[],1641737,,,1610612755,142,111,2026-03-26T01:15:37Z,6520000,False,,,0,,SUB out: A. Bona,[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,,,,,,,,,,,,,,,,,,,,,,
656,PT05M13.00S,2026-03-26T01:15:28.0Z,4,REGULAR,substitution,out,[],1630581,,,1610612755,142,111,2026-03-26T01:15:37Z,6530000,False,,,0,,SUB out: J. Giddey,[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
657,PT05M13.00S,2026-03-26T01:15:28.0Z,4,REGULAR,substitution,in,[],203083,,,1610612755,142,111,2026-03-26T01:15:37Z,6540000,False,,,0,,SUB in: A. Drummond,[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,,
658,PT05M13.00S,2026-03-26T01:15:28.0Z,4,REGULAR,substitution,in,[],200768,,,1610612755,142,111,2026-03-26T01:15:37Z,6550000,False,,,0,,SUB in: K. Lowry,[200768],1610612755.0,PHI,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,,
659,PT05M13.00S,2026-03-26T01:15:28.0Z,4,REGULAR,substitution,in,[],1630172,,,1610612755,142,111,2026-03-26T01:15:37Z,6560000,False,,,0,,SUB in: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
660,PT05M05.00S,2026-03-26T01:15:58.2Z,4,REGULAR,3pt,Jump Shot,[],203083,87.0400788436268,97.05882352941177,1610612755,142,111,2026-03-26T01:16:03Z,6570000,False,235.0,69.0,1,right,MISS A. Drummond 24' 3PT,[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,Right Corner 3,24+ Right,24.53,Missed,,,,,,,,,,,,,,,,,,
661,PT05M01.00S,2026-03-26T01:16:02.2Z,4,REGULAR,rebound,defensive,[],1641824,,,1610612741,142,111,2026-03-26T01:16:03Z,6580000,False,,,0,,M. Buzelis REBOUND (Off:2 Def:4),[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,Right Corner 3,24+ Right,,,660.0,6.0,4.0,2.0,,,,,,,,,,,,,,
662,PT04M54.00S,2026-03-26T01:16:09.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630172,17.394875164257556,58.82352941176471,1610612741,142,113,2026-03-26T01:16:14Z,6590000,False,-44.0,111.0,1,left,P. Williams 11' turnaround Jump Shot (8 PTS) (M. Buzelis 2 AST),"[1630172, 1641824]",1610612741.0,CHI,turnaround,,,Williams,P. Williams,,,,,In The Paint (Non-RA),8-16 Center,11.94,Made,,,,,,,,8.0,M. Buzelis,1641824.0,2.0,,,,,,,
664,PT04M42.00S,2026-03-26T01:16:20.7Z,4,REGULAR,3pt,Jump Shot,[],200768,74.95072273324573,90.19607843137254,1610612755,142,113,2026-03-26T01:16:26Z,6610000,False,201.0,183.0,1,right,MISS K. Lowry 27' 3PT,[200768],1610612755.0,PHI,,,,Lowry,K. Lowry,,,,,Above the Break 3,24+ Right Center,27.18,Missed,,,,,,,,,,,,,,,,,,
665,PT04M38.00S,2026-03-26T01:16:24.7Z,4,REGULAR,rebound,defensive,[],1642950,,,1610612741,142,113,2026-03-26T01:16:26Z,6620000,False,,,0,,L. Olbrich REBOUND (Off:0 Def:1),[1642950],1610612741.0,CHI,,,,Olbrich,L. Olbrich,,,,,Above the Break 3,24+ Right Center,,,664.0,1.0,1.0,0.0,,,,,,,,,,,,,,
666,PT04M34.00S,2026-03-26T01:16:28.7Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1630172,32.769382391590014,35.5392156862745,1610612741,142,113,2026-03-26T01:22:20Z,6630000,False,72.0,256.0,1,left,MISS P. Williams 26' running pullup 3PT,[1630172],1610612741.0,CHI,running pullup,,,Williams,P. Williams,,,,,Above the Break 3,24+ Center,26.55,Missed,,,,,,,,,,,,,,,,,,
667,PT04M30.00S,2026-03-26T01:16:32.7Z,4,REGULAR,rebound,defensive,[],203083,,,1610612755,142,113,2026-03-26T01:16:34Z,6640000,False,,,0,,A. Drummond REBOUND (Off:0 Def:1),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,Above the Break 3,24+ Center,,,666.0,1.0,1.0,0.0,,,,,,,,,,,,,,
668,PT04M26.00S,2026-03-26T01:16:36.8Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1631133,95.97568988173455,2.941176470588232,1610612755,145,113,2026-03-26T01:16:43Z,6650000,False,-235.0,-15.0,1,right,J. Walker 3PT running (3 PTS) (D. Terry 1 AST),"[1631133, 1631207]",1610612755.0,PHI,running,,,Walker,J. Walker,,,,,Left Corner 3,24+ Left,23.58,Made,,,,,,,,3.0,D. Terry,1631207.0,1.0,,,,,,,
670,PT04M17.00S,2026-03-26T01:16:46.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1642265,8.722076215505908,46.07843137254902,1610612741,145,115,2026-03-26T01:16:50Z,6670000,False,20.0,29.0,1,left,R. Dillingham driving finger roll Layup (6 PTS),[1642265],1610612741.0,CHI,driving finger roll,,,Dillingham,R. Dillingham,,,,,Restricted Area,0-8 Center,3.54,Made,,,,,,,,6.0,,,,,,,,,,
671,PT04M07.00S,2026-03-26T01:16:57.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631207,93.08475689881735,47.549019607843135,1610612755,147,115,2026-03-26T01:17:00Z,6680000,False,-12.0,13.0,1,right,D. Terry driving finger roll Layup (2 PTS),[1631207],1610612755.0,PHI,driving finger roll,,,Terry,D. Terry,,,,,Restricted Area,0-8 Center,1.75,Made,,,,,,,,2.0,,,,,,,,,,
672,PT03M54.00S,2026-03-26T01:17:08.9Z,4,REGULAR,3pt,Jump Shot,[],1631159,32.637976346911955,25.980392156862735,1610612741,147,115,2026-03-26T01:17:15Z,6690000,False,120.0,254.0,1,left,MISS L. Miller 28' 3PT,[1631159],1610612741.0,CHI,,,,Miller,L. Miller,,,,,Above the Break 3,24+ Right Center,28.12,Missed,,,,,,,,,,,,,,,,,,
673,PT03M51.00S,2026-03-26T01:17:11.6Z,4,REGULAR,rebound,offensive,[],1631159,,,1610612741,147,115,2026-03-26T01:17:11Z,6700000,False,,,0,,L. Miller REBOUND (Off:1 Def:3),[1631159],1610612741.0,CHI,,,,Miller,L. Miller,,,,,Above the Break 3,24+ Right Center,,,672.0,4.0,3.0,1.0,,,,,,,,,,,,,,
674,PT03M50.00S,2026-03-26T01:17:13.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631159,7.539421813403408,54.90196078431372,1610612741,147,117,2026-03-26T01:22:34Z,6710000,False,-25.0,18.0,1,left,L. Miller reverse Layup (10 PTS),[1631159],1610612741.0,CHI,reverse,,,Miller,L. Miller,,,,,Restricted Area,0-8 Center,3.06,Made,,,,,,,,10.0,,,,,,,,,,
675,PT03M31.00S,2026-03-26T01:17:31.3Z,4,REGULAR,turnover,lost ball,[],203083,,,1610612755,147,117,2026-03-26T01:17:35Z,6720000,False,,,0,,A. Drummond lost ball TURNOVER (1 TO),"[203083, 1630172]",1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1.0,Williams,1630172.0,,,,,,,,,,,
676,PT03M31.00S,2026-03-26T01:17:31.3Z,4,REGULAR,steal,,[],1630172,,,1610612741,147,117,2026-03-26T01:17:33Z,6730000,False,,,0,,P. Williams STEAL (1 STL),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
677,PT03M26.00S,2026-03-26T01:17:36.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631159,7.539421813403408,59.31372549019608,1610612741,147,117,2026-03-26T01:17:46Z,6740000,False,-47.0,18.0,1,left,MISS L. Miller running Layup - blocked,"[1631159, 1630699]",1610612741.0,CHI,running,,,Miller,L. Miller,,,,,In The Paint (Non-RA),0-8 Center,5.01,Missed,,,,,,,,,,,,,Beauchamp,1630699.0,,,,
678,PT03M26.00S,2026-03-26T01:17:36.8Z,4,REGULAR,block,,[],1630699,,,1610612741,147,117,2026-03-26T01:17:39Z,6750000,False,,,0,,M. Beauchamp BLOCK (1 BLK),[1630699],1610612755.0,PHI,,,,Beauchamp,M. Beauchamp,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
679,PT03M21.00S,2026-03-26T01:17:41.8Z,4,REGULAR,rebound,offensive,[],1641824,,,1610612741,147,117,2026-03-26T01:17:46Z,6760000,False,,,0,,M. Buzelis REBOUND (Off:3 Def:4),[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,In The Paint (Non-RA),0-8 Center,,,677.0,7.0,4.0,3.0,,,,,,,,,,,,,,
680,PT03M21.00S,2026-03-26T01:17:42.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1641824,5.590000152587891,50.0,1610612741,147,119,2026-03-26T01:17:42Z,6770000,False,0.0,0.0,1,left,M. Buzelis putback Layup (15 PTS),[1641824],1610612741.0,CHI,putback,,,Buzelis,M. Buzelis,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,,15.0,,,,,,,,,,
681,PT03M11.00S,2026-03-26T01:17:54.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631207,80.33837056504599,49.50980392156863,1610612755,149,119,2026-03-26T01:18:10Z,6780000,False,-2.0,132.0,1,right,D. Terry 13' turnaround Jump Shot (4 PTS),[1631207],1610612755.0,PHI,turnaround,,,Terry,D. Terry,,,,,In The Paint (Non-RA),8-16 Center,13.23,Made,,,,,,,,4.0,,,,,,,,,,
683,PT03M11.00S,2026-03-26T01:18:05.4Z,4,REGULAR,foul,personal,['1freethrow'],1631159,,,1610612755,149,119,2026-03-26T01:18:13Z,6800000,False,,,0,,L. Miller shooting personal FOUL (2 PF) (Terry 1 FT),"[1631159, 1631207]",1610612741.0,CHI,shooting,,,Miller,L. Miller,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,2534.0,,,2.0,0.0,Terry,1631207.0
685,PT03M11.00S,2026-03-26T01:18:22.6Z,4,REGULAR,freethrow,1 of 1,[],1631207,,,1610612755,149,119,2026-03-26T01:18:27Z,6820000,False,,,0,,MISS D. Terry Free Throw 1 of 1,[1631207],1610612755.0,PHI,,,,Terry,D. Terry,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
686,PT03M07.00S,2026-03-26T01:18:26.6Z,4,REGULAR,rebound,defensive,[],1642950,,,1610612741,149,119,2026-03-26T01:18:27Z,6830000,False,,,0,,L. Olbrich REBOUND (Off:0 Def:2),[1642950],1610612741.0,CHI,,,,Olbrich,L. Olbrich,,,,,,,,,685.0,2.0,2.0,0.0,,,,,,,,,,,,,,
687,PT03M04.00S,2026-03-26T01:18:29.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1642265,7.539421813403408,55.88235294117647,1610612741,149,121,2026-03-26T01:18:40Z,6840000,False,-29.0,18.0,1,left,R. Dillingham driving reverse Layup (8 PTS),[1642265],1610612741.0,CHI,driving reverse,,,Dillingham,R. Dillingham,,,,,Restricted Area,0-8 Center,3.47,Made,,,,,,,,8.0,,,,,,,,,,
688,PT02M55.00S,2026-03-26T01:18:37.6Z,4,REGULAR,3pt,Jump Shot,[],1631207,68.64323258869908,32.1078431372549,1610612755,149,121,2026-03-26T01:18:44Z,6850000,False,-89.0,242.0,1,right,MISS D. Terry 25' pullup 3PT,[1631207],1610612755.0,PHI,pullup,,,Terry,D. Terry,,,,,Above the Break 3,24+ Left Center,25.83,Missed,,,,,,,,,,,,,,,,,,
689,PT02M55.00S,2026-03-26T01:18:37.6Z,4,REGULAR,rebound,defensive,[],1630172,,,1610612741,149,121,2026-03-26T01:18:44Z,6860000,False,,,0,,P. Williams REBOUND (Off:0 Def:2),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Above the Break 3,24+ Left Center,,,688.0,2.0,2.0,0.0,,,,,,,,,,,,,,
690,PT02M43.00S,2026-03-26T01:18:52.4Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631133,,,1610612741,149,121,2026-03-26T01:19:06Z,6870000,False,,,0,,J. Walker personal FOUL (1 PF) (Williams 2 FT),"[1631133, 1630172]",1610612755.0,PHI,,,,Walker,J. Walker,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,2715.0,,,1.0,0.0,Williams,1630172.0
692,PT02M43.00S,2026-03-26T01:19:17.5Z,4,REGULAR,freethrow,1 of 2,[],1630172,,,1610612741,149,121,2026-03-26T01:19:37Z,6890000,False,,,0,,MISS P. Williams Free Throw 1 of 2,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
693,PT02M43.00S,2026-03-26T01:19:17.5Z,4,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612741,149,121,2026-03-26T01:19:37Z,6900000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,692.0,,,,,,,,,,,,,,,,,
694,PT02M43.00S,2026-03-26T01:19:17.5Z,4,REGULAR,freethrow,2 of 2,[],1630172,,,1610612741,149,121,2026-03-26T01:19:37Z,6910000,False,,,0,,MISS P. Williams Free Throw 2 of 2,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
695,PT02M40.00S,2026-03-26T01:19:20.5Z,4,REGULAR,rebound,defensive,[],203083,,,1610612755,149,121,2026-03-26T01:19:37Z,6920000,False,,,0,,A. Drummond REBOUND (Off:0 Def:2),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,694.0,2.0,2.0,0.0,,,,,,,,,,,,,,
696,PT02M28.00S,2026-03-26T01:19:49.0Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1630699,93.47897503285151,50.49019607843137,1610612755,151,121,2026-03-26T01:19:55Z,6930000,False,2.0,9.0,1,right,M. Beauchamp driving DUNK (2 PTS),[1630699],1610612755.0,PHI,driving,,,Beauchamp,M. Beauchamp,,,,,Restricted Area,0-8 Center,0.91,Made,,,,,,,,2.0,,,,,,,,,,
697,PT02M19.00S,2026-03-26T01:19:59.8Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631207,,,1610612741,151,121,2026-03-26T01:20:23Z,6940000,False,,,0,,D. Terry shooting personal FOUL (1 PF) (Dillingham 2 FT),"[1631207, 1642265]",1610612755.0,PHI,shooting,,,Terry,D. Terry,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1662.0,,,1.0,0.0,Dillingham,1642265.0
699,PT02M19.00S,2026-03-26T01:20:24.3Z,4,REGULAR,freethrow,1 of 2,[],1642265,,,1610612741,151,122,2026-03-26T01:20:24Z,6960000,False,,,0,,R. Dillingham Free Throw 1 of 2 (9 PTS),[1642265],1610612741.0,CHI,,,,Dillingham,R. Dillingham,,,,,,,,Made,,,,,,,,9.0,,,,,,,,,,
700,PT02M19.00S,2026-03-26T01:20:35.4Z,4,REGULAR,freethrow,2 of 2,[],1642265,,,1610612741,151,123,2026-03-26T01:20:35Z,6970000,False,,,0,,R. Dillingham Free Throw 2 of 2 (10 PTS),[1642265],1610612741.0,CHI,,,,Dillingham,R. Dillingham,,,,,,,,Made,,,,,,,,10.0,,,,,,,,,,
701,PT02M09.00S,2026-03-26T01:20:49.8Z,4,REGULAR,3pt,Jump Shot,[],203083,88.2227332457293,97.05882352941177,1610612755,151,123,2026-03-26T01:20:56Z,6980000,False,235.0,58.0,1,right,MISS A. Drummond 24' 3PT,[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,Right Corner 3,24+ Right,24.24,Missed,,,,,,,,,,,,,,,,,,
703,PT02M03.00S,2026-03-26T01:20:55.8Z,4,REGULAR,rebound,defensive,[],1641824,,,1610612741,151,123,2026-03-26T01:20:56Z,7000000,False,,,0,,M. Buzelis REBOUND (Off:3 Def:5),[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,Right Corner 3,24+ Right,,,701.0,8.0,5.0,3.0,,,,,,,,,,,,,,
704,PT02M00.00S,2026-03-26T01:20:59.0Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1641824,33.295006570302235,41.91176470588235,1610612741,151,126,2026-03-26T01:21:33Z,7010000,False,40.0,260.0,1,left,M. Buzelis 26' 3PT running pullup (18 PTS),[1641824],1610612741.0,CHI,running pullup,,,Buzelis,M. Buzelis,,,,,Above the Break 3,24+ Center,26.36,Made,,,,,,,,18.0,,,,,,,,,,
705,PT01M47.00S,2026-03-26T01:21:16.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203083,95.31865965834429,45.833333333333336,1610612755,151,126,2026-03-26T01:21:23Z,7020000,False,-21.0,-8.0,1,right,MISS A. Drummond driving reverse Layup,[203083],1610612755.0,PHI,driving reverse,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,2.25,Missed,,,,,,,,,,,,,,,,,,
706,PT01M45.00S,2026-03-26T01:21:18.2Z,4,REGULAR,rebound,defensive,[],1631159,,,1610612741,151,126,2026-03-26T01:21:23Z,7030000,False,,,0,,L. Miller REBOUND (Off:1 Def:4),[1631159],1610612741.0,CHI,,,,Miller,L. Miller,,,,,Restricted Area,0-8 Center,,,705.0,5.0,4.0,1.0,,,,,,,,,,,,,,
707,PT01M30.00S,2026-03-26T01:21:33.0Z,4,REGULAR,3pt,Jump Shot,[],1642950,15.686596583442835,5.882352941176478,1610612741,151,126,2026-03-26T01:24:23Z,7040000,False,221.0,95.0,1,left,MISS L. Olbrich 24' 3PT,[1642950],1610612741.0,CHI,,,,Olbrich,L. Olbrich,,,,,Above the Break 3,24+ Right Center,24.02,Missed,,,,,,,,,,,,,,,,,,
708,PT01M29.00S,2026-03-26T01:21:34.0Z,4,REGULAR,rebound,offensive,[],1630172,,,1610612741,151,126,2026-03-26T01:21:38Z,7050000,False,,,0,,P. Williams REBOUND (Off:1 Def:2),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Above the Break 3,24+ Right Center,,,707.0,3.0,2.0,1.0,,,,,,,,,,,,,,
709,PT01M29.00S,2026-03-26T01:21:38.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630172,5.590000152587891,50.0,1610612741,151,128,2026-03-26T01:21:38Z,7060000,False,0.0,0.0,1,left,P. Williams tip Layup (10 PTS),[1630172],1610612741.0,CHI,tip,,,Williams,P. Williams,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,,10.0,,,,,,,,,,
710,PT01M23.00S,2026-03-26T01:21:49.9Z,4,REGULAR,foul,personal,['2freethrow'],1642265,,,1610612755,151,128,2026-03-26T01:21:55Z,7070000,False,,,0,,R. Dillingham shooting personal FOUL (4 PF) (Beauchamp 2 FT),"[1642265, 1630699]",1610612741.0,CHI,shooting,,,Dillingham,R. Dillingham,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,1662.0,,,4.0,0.0,Beauchamp,1630699.0
712,PT01M23.00S,2026-03-26T01:22:14.5Z,4,REGULAR,freethrow,1 of 2,[],1630699,,,1610612755,151,128,2026-03-26T01:22:28Z,7090000,False,,,0,,MISS M. Beauchamp Free Throw 1 of 2,[1630699],1610612755.0,PHI,,,,Beauchamp,M. Beauchamp,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
713,PT01M23.00S,2026-03-26T01:22:14.5Z,4,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612755,151,128,2026-03-26T01:22:28Z,7100000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,712.0,,,,,,,,,,,,,,,,,
714,PT01M23.00S,2026-03-26T01:22:14.5Z,4,REGULAR,freethrow,2 of 2,[],1630699,,,1610612755,151,128,2026-03-26T01:22:28Z,7110000,False,,,0,,MISS M. Beauchamp Free Throw 2 of 2,[1630699],1610612755.0,PHI,,,,Beauchamp,M. Beauchamp,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
715,PT01M21.00S,2026-03-26T01:22:16.5Z,4,REGULAR,rebound,defensive,[],1631159,,,1610612741,151,128,2026-03-26T01:22:28Z,7120000,False,,,0,,L. Miller REBOUND (Off:1 Def:5),[1631159],1610612741.0,CHI,,,,Miller,L. Miller,,,,,,,,,714.0,6.0,5.0,1.0,,,,,,,,,,,,,,
716,PT01M10.00S,2026-03-26T01:22:40.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1642950,7.670827858081481,49.754901960784316,1610612741,151,130,2026-03-26T01:22:46Z,7130000,False,1.0,20.0,1,left,L. Olbrich driving reverse Layup (2 PTS) (L. Miller 2 AST),"[1642950, 1631159]",1610612741.0,CHI,driving reverse,,,Olbrich,L. Olbrich,,,,,Restricted Area,0-8 Center,1.96,Made,,,,,,,,2.0,L. Miller,1631159.0,2.0,,,,,,,
718,PT00M58.70S,2026-03-26T01:22:54.3Z,4,REGULAR,3pt,Jump Shot,[],200768,92.29632063074901,5.882352941176478,1610612755,151,130,2026-03-26T01:22:59Z,7150000,False,-221.0,20.0,1,right,MISS K. Lowry 3PT,[200768],1610612755.0,PHI,,,,Lowry,K. Lowry,,,,,Left Corner 3,24+ Left,22.15,Missed,,,,,,,,,,,,,,,,,,
719,PT00M55.80S,2026-03-26T01:22:57.2Z,4,REGULAR,rebound,defensive,[],1642265,,,1610612741,151,130,2026-03-26T01:22:59Z,7160000,False,,,0,,R. Dillingham REBOUND (Off:0 Def:2),[1642265],1610612741.0,CHI,,,,Dillingham,R. Dillingham,,,,,Left Corner 3,24+ Left,,,718.0,2.0,2.0,0.0,,,,,,,,,,,,,,
720,PT00M53.50S,2026-03-26T01:23:02.8Z,4,REGULAR,violation,kicked ball,[],1631133,,,1610612741,151,130,2026-03-26T01:23:09Z,7170000,False,,,0,,J. Walker kicked ball VIOLATION,[1631133],1610612755.0,PHI,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,2715.0,,,,,,
721,PT00M46.80S,2026-03-26T01:23:16.2Z,4,REGULAR,3pt,Jump Shot,[],1631159,22.2568988173456,9.313725490196077,1610612741,151,133,2026-03-26T01:23:21Z,7180000,False,203.0,157.0,1,left,L. Miller 25' 3PT  (13 PTS),[1631159],1610612741.0,CHI,,,,Miller,L. Miller,,,,,Above the Break 3,24+ Right Center,25.68,Made,,,,,,,,13.0,,,,,,,,,,
722,PT00M39.30S,2026-03-26T01:23:30.1Z,4,REGULAR,2pt,Jump Shot,[],1631207,76.7904073587385,49.50980392156863,1610612755,153,133,2026-03-26T01:23:37Z,7190000,False,-2.0,166.0,1,right,D. Terry 16' driving floating Jump Shot (6 PTS),[1631207],1610612755.0,PHI,driving floating,,,Terry,D. Terry,,,,,Mid-Range,16-24 Center,16.57,Made,,,,,,,,6.0,,,,,,,,,,
723,PT00M39.30S,2026-03-26T01:23:34.5Z,4,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1631159,,,1610612755,153,133,2026-03-26T01:23:47Z,7200000,False,,,0,,L. Miller shooting personal FOUL (3 PF) (Terry 1 FT),"[1631159, 1631207]",1610612741.0,CHI,shooting,,,Miller,L. Miller,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,2715.0,,,3.0,0.0,Terry,1631207.0
725,PT00M39.30S,2026-03-26T01:23:51.2Z,4,REGULAR,freethrow,1 of 1,[],1631207,,,1610612755,154,133,2026-03-26T01:23:51Z,7220000,False,,,0,,D. Terry Free Throw 1 of 1 (7 PTS),[1631207],1610612755.0,PHI,,,,Terry,D. Terry,,,,,,,,Made,,,,,,,,7.0,,,,,,,,,,
726,PT00M34.80S,2026-03-26T01:23:59.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1642265,7.670827858081481,51.470588235294116,1610612741,154,135,2026-03-26T01:24:06Z,7230000,False,-7.0,20.0,1,left,R. Dillingham driving finger roll Layup (12 PTS),[1642265],1610612741.0,CHI,driving finger roll,,,Dillingham,R. Dillingham,,,,,Restricted Area,0-8 Center,2.1,Made,,,,,,,,12.0,,,,,,,,,,
