actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal
85,PT05M06.00S,2025-11-20T00:26:24.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630570,5.699737187910642,49.01960784313726,1610612755,17,21,2025-11-20T00:33:42Z,850000,False,5.0,1.0,1,left,T. Watford driving floating Jump Shot (2 PTS),[1630570],1610612755.0,PHI,driving floating,,,Watford,T. Watford,,,,,Restricted Area,0-8 Center,,,,0.5,Made,,,,2.0,,,,,,,,,,,
88,PT04M50.00S,2025-11-20T00:26:40.3Z,1,REGULAR,2pt,Jump Shot,[],1627742,76.39618922470433,50.73529411764706,1610612761,17,21,2025-11-20T00:26:46Z,860000,False,4.0,169.0,1,right,MISS B. Ingram 16' pullup Shot,[1627742],1610612761.0,TOR,pullup,,,Ingram,B. Ingram,,,,,Mid-Range,16-24 Center,,,,16.94,Missed,,,,,,,,,,,,,,,
89,PT04M47.00S,2025-11-20T00:26:43.2Z,1,REGULAR,rebound,defensive,[],1629656,,,1610612755,17,21,2025-11-20T00:26:43Z,870000,False,,,0,,Q. Grimes REBOUND (Off:0 Def:1),[1629656],1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,Mid-Range,16-24 Center,,,,,,,,88.0,,,,,,,,,,1.0,1.0,0.0
90,PT04M40.00S,2025-11-20T00:26:49.6Z,1,REGULAR,3pt,Jump Shot,[],1630570,24.885019710906704,11.519607843137265,1610612755,20,21,2025-11-20T00:26:55Z,880000,False,192.0,181.0,1,left,T. Watford 26' 3PT  (5 PTS) (T. Maxey 1 AST),"[1630570, 1630178]",1610612755.0,PHI,,,,Watford,T. Watford,,,,,Above the Break 3,24+ Right Center,,,,26.44,Made,,,,5.0,T. Maxey,1630178.0,1.0,,,,,,,,
92,PT04M22.00S,2025-11-20T00:27:08.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627751,93.34756898817345,49.50980392156863,1610612761,20,21,2025-11-20T00:27:14Z,900000,False,-2.0,10.0,1,right,MISS J. Poeltl driving Layup,[1627751],1610612761.0,TOR,driving,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,1.03,Missed,,,,,,,,,,,,,,,
93,PT04M21.00S,2025-11-20T00:27:10.3Z,1,REGULAR,rebound,defensive,[],203083,,,1610612755,20,21,2025-11-20T00:27:10Z,910000,False,,,0,,A. Drummond REBOUND (Off:3 Def:2),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,,,,,,,,92.0,,,,,,,,,,5.0,2.0,3.0
94,PT04M16.00S,2025-11-20T00:27:14.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630178,24.885019710906704,85.29411764705883,1610612755,23,21,2025-11-20T00:36:02Z,920000,False,-176.0,181.0,1,left,T. Maxey 25' 3PT running (11 PTS) (T. Watford 1 AST),"[1630178, 1630570]",1610612755.0,PHI,running,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Left Center,,,,25.31,Made,,,,11.0,T. Watford,1630570.0,1.0,,,,,,,,
96,PT03M55.00S,2025-11-20T00:27:34.6Z,1,REGULAR,3pt,Jump Shot,[],1642347,71.53416557161628,79.16666666666666,1610612761,23,21,2025-11-20T00:27:45Z,940000,False,146.0,215.0,1,right,MISS J. Shead 25' 3PT,[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,Above the Break 3,24+ Right Center,,,,25.99,Missed,,,,,,,,,,,,,,,
97,PT03M55.00S,2025-11-20T00:27:34.6Z,1,REGULAR,rebound,defensive,[],203083,,,1610612755,23,21,2025-11-20T00:27:45Z,950000,False,,,0,,A. Drummond REBOUND (Off:3 Def:3),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,Above the Break 3,24+ Right Center,,,,,,,,96.0,,,,,,,,,,6.0,3.0,3.0
98,PT03M43.00S,2025-11-20T00:27:47.1Z,1,REGULAR,3pt,Jump Shot,[],1630178,33.03219448094612,66.17647058823529,1610612755,23,21,2025-11-20T00:27:54Z,960000,False,-81.0,258.0,1,left,MISS T. Maxey 27' step back 3PT,[1630178],1610612755.0,PHI,step back,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Center,,,,27.04,Missed,,,,,,,,,,,,,,,
99,PT03M40.00S,2025-11-20T00:27:50.3Z,1,REGULAR,rebound,offensive,[],1642348,,,1610612755,23,21,2025-11-20T00:27:50Z,970000,False,,,0,,J. Edwards REBOUND (Off:1 Def:0),[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,Above the Break 3,24+ Center,,,,,,,,98.0,,,,,,,,,,1.0,0.0,1.0
100,PT03M39.00S,2025-11-20T00:27:51.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630570,32.37516425755584,42.892156862745104,1610612755,23,21,2025-11-20T00:28:02Z,980000,False,36.0,252.0,1,left,MISS T. Watford 25' 3PT,[1630570],1610612755.0,PHI,,,,Watford,T. Watford,,,,,Above the Break 3,24+ Center,,,,25.43,Missed,,,,,,,,,,,,,,,
101,PT03M39.00S,2025-11-20T00:27:51.8Z,1,REGULAR,rebound,offensive,[],203083,,,1610612755,23,21,2025-11-20T00:28:02Z,990000,False,,,0,,A. Drummond REBOUND (Off:4 Def:3),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,Above the Break 3,24+ Center,,,,,,,,100.0,,,,,,,,,,7.0,3.0,4.0
102,PT03M34.00S,2025-11-20T00:28:02.7Z,1,REGULAR,turnover,bad pass,[],203083,,,1610612755,23,21,2025-11-20T00:28:07Z,1000000,False,,,0,,A. Drummond bad pass TURNOVER (2 TO),"[203083, 1642266]",1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,In The Paint (Non-RA),0-8 Center,2.0,Walter,1642266.0,,,,,,,,,,,,,,,,,
103,PT03M34.00S,2025-11-20T00:28:02.7Z,1,REGULAR,steal,,[],1642266,,,1610612761,23,21,2025-11-20T00:28:05Z,1010000,False,,,0,,J. Walter STEAL (1 STL),[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
104,PT03M34.00S,2025-11-20T00:28:06.2Z,1,REGULAR,foul,personal,[],1630570,,,1610612761,23,21,2025-11-20T00:28:11Z,1020000,False,,,0,,T. Watford personal FOUL (1 PF),"[1630570, 1642266]",1610612755.0,PHI,,,,Watford,T. Watford,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,1151.0,1.0,0.0,Walter,1642266.0,,,
106,PT03M34.00S,2025-11-20T00:28:12.7Z,1,REGULAR,substitution,out,[],203083,,,1610612761,23,21,2025-11-20T00:28:27Z,1040000,False,,,0,,SUB out: A. Drummond,[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M34.00S,2025-11-20T00:28:12.7Z,1,REGULAR,substitution,out,[],1642348,,,1610612761,23,21,2025-11-20T00:28:27Z,1050000,False,,,0,,SUB out: J. Edwards,[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M34.00S,2025-11-20T00:28:12.7Z,1,REGULAR,substitution,out,[],1629628,,,1610612761,23,21,2025-11-20T00:28:27Z,1060000,False,,,0,,SUB out: R. Barrett,[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M34.00S,2025-11-20T00:28:12.7Z,1,REGULAR,substitution,out,[],1627751,,,1610612761,23,21,2025-11-20T00:28:27Z,1070000,False,,,0,,SUB out: J. Poeltl,[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M34.00S,2025-11-20T00:28:12.7Z,1,REGULAR,substitution,in,[],1631133,,,1610612761,23,21,2025-11-20T00:28:27Z,1080000,False,,,0,,SUB in: J. Walker,[1631133],1610612755.0,PHI,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M34.00S,2025-11-20T00:28:12.7Z,1,REGULAR,substitution,in,[],1642845,,,1610612761,23,21,2025-11-20T00:28:27Z,1090000,False,,,0,,SUB in: V. Edgecombe,[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M34.00S,2025-11-20T00:28:12.7Z,1,REGULAR,substitution,in,[],1630572,,,1610612761,23,21,2025-11-20T00:28:27Z,1100000,False,,,0,,SUB in: S. Mamukelashvili,[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M34.00S,2025-11-20T00:28:12.7Z,1,REGULAR,substitution,in,[],1641711,,,1610612761,23,21,2025-11-20T00:28:27Z,1110000,False,,,0,,SUB in: G. Dick,[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M20.00S,2025-11-20T00:28:43.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1642266,80.07555847568989,91.91176470588235,1610612761,23,24,2025-11-20T00:28:50Z,1120000,False,210.0,135.0,1,right,J. Walter 24' 3PT  (3 PTS) (B. Ingram 1 AST),"[1642266, 1627742]",1610612761.0,TOR,,,,Walter,J. Walter,,,,,Above the Break 3,24+ Right Center,,,,24.92,Made,,,,3.0,B. Ingram,1627742.0,1.0,,,,,,,,
116,PT03M02.00S,2025-11-20T00:29:03.7Z,1,REGULAR,foul,personal,['2freethrow'],1642347,,,1610612755,23,24,2025-11-20T00:29:23Z,1140000,False,,,0,,J. Shead shooting personal FOUL (1 PF) (Maxey 2 FT),"[1642347, 1630178]",1610612761.0,TOR,shooting,,,Shead,J. Shead,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,204059.0,1.0,0.0,Maxey,1630178.0,,,
118,PT03M02.00S,2025-11-20T00:29:36.9Z,1,REGULAR,freethrow,1 of 2,[],1630178,,,1610612755,24,24,2025-11-20T00:32:51Z,1160000,False,,,0,,T. Maxey Free Throw 1 of 2 (12 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,Made,,,,12.0,,,,,,,,,,,
119,PT03M02.00S,2025-11-20T00:29:39.7Z,1,REGULAR,substitution,out,[],1627742,,,1610612755,24,24,2025-11-20T00:29:45Z,1170000,False,,,0,,SUB out: B. Ingram,[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT03M02.00S,2025-11-20T00:29:39.7Z,1,REGULAR,substitution,in,[],1630567,,,1610612755,24,24,2025-11-20T00:29:45Z,1180000,False,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT03M02.00S,2025-11-20T00:29:48.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,24,24,2025-11-20T00:29:48Z,1190000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT03M02.00S,2025-11-20T00:29:36.9Z,1,REGULAR,freethrow,2 of 2,[],1630178,,,1610612755,24,24,2025-11-20T00:32:51Z,1200000,False,,,0,,MISS T. Maxey Free Throw 2 of 2,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
123,PT02M59.00S,2025-11-20T00:29:39.9Z,1,REGULAR,rebound,defensive,[],1642266,,,1610612761,24,24,2025-11-20T00:32:51Z,1210000,False,,,0,,J. Walter REBOUND (Off:0 Def:1),[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,,,,,,,,,,122.0,,,,,,,,,,1.0,1.0,0.0
124,PT02M44.00S,2025-11-20T00:33:06.6Z,1,REGULAR,3pt,Jump Shot,[],1641711,95.71287779237845,4.166666666666657,1610612761,24,24,2025-11-20T00:33:10Z,1220000,False,-229.0,-12.0,1,right,MISS G. Dick 3PT,[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,Left Corner 3,24+ Left,,,,22.95,Missed,,,,,,,,,,,,,,,
125,PT02M40.00S,2025-11-20T00:33:10.6Z,1,REGULAR,rebound,defensive,[],1630178,,,1610612755,24,24,2025-11-20T00:33:10Z,1230000,False,,,0,,T. Maxey REBOUND (Off:1 Def:1),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Left Corner 3,24+ Left,,,,,,,,124.0,,,,,,,,,,2.0,1.0,1.0
126,PT02M31.00S,2025-11-20T00:33:18.9Z,1,REGULAR,turnover,bad pass,[],1630178,,,1610612755,24,24,2025-11-20T00:33:23Z,1240000,False,,,0,,T. Maxey bad pass TURNOVER (1 TO),"[1630178, 1641711]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Mid-Range,16-24 Left Center,1.0,Dick,1641711.0,,,,,,,,,,,,,,,,,
127,PT02M31.00S,2025-11-20T00:33:18.9Z,1,REGULAR,steal,,[],1641711,,,1610612761,24,24,2025-11-20T00:33:20Z,1250000,False,,,0,,G. Dick STEAL (1 STL),[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
128,PT02M28.00S,2025-11-20T00:33:21.9Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1641711,91.77069645203679,50.98039215686275,1610612761,24,26,2025-11-20T00:33:27Z,1260000,False,5.0,25.0,1,right,G. Dick running DUNK (2 PTS),[1641711],1610612761.0,TOR,running,,,Dick,G. Dick,,,,,Restricted Area,0-8 Center,,,,2.54,Made,,,,2.0,,,,,,,,,,,
130,PT02M12.00S,2025-11-20T00:33:42.4Z,1,REGULAR,substitution,out,[],1630178,,,1610612755,24,26,2025-11-20T00:33:48Z,1280000,False,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT02M12.00S,2025-11-20T00:33:42.4Z,1,REGULAR,substitution,in,[],1642272,,,1610612755,24,26,2025-11-20T00:33:48Z,1290000,False,,,0,,SUB in: J. McCain,[1642272],1610612755.0,PHI,,,,McCain,J. McCain,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT02M09.00S,2025-11-20T00:34:01.5Z,1,REGULAR,3pt,Jump Shot,[],1629656,4.77989487516426,4.656862745098039,1610612755,24,26,2025-11-20T00:34:07Z,1300000,False,227.0,-8.0,1,left,MISS Q. Grimes 3PT,[1629656],1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,Right Corner 3,24+ Right,,,,22.68,Missed,,,,,,,,,,,,,,,
133,PT02M03.00S,2025-11-20T00:34:07.5Z,1,REGULAR,rebound,offensive,[],1631133,,,1610612755,24,26,2025-11-20T00:34:07Z,1310000,False,,,0,,J. Walker REBOUND (Off:1 Def:0),[1631133],1610612755.0,PHI,,,,Walker,J. Walker,,,,,Right Corner 3,24+ Right,,,,,,,,132.0,,,,,,,,,,1.0,0.0,1.0
134,PT02M03.00S,2025-11-20T00:34:07.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631133,5.590000152587891,50.0,1610612755,26,26,2025-11-20T00:34:07Z,1320000,False,0.0,0.0,1,left,J. Walker putback Layup (2 PTS),[1631133],1610612755.0,PHI,putback,,,Walker,J. Walker,,,,,Mid-Range,8-16 Left,,,,0.0,Made,,,,2.0,,,,,,,,,,,
135,PT02M00.00S,2025-11-20T00:34:10.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630572,95.05584756898817,48.774509803921575,1610612761,26,28,2025-11-20T00:34:19Z,1330000,False,-6.0,-6.0,1,right,S. Mamukelashvili driving finger roll Layup (2 PTS) (J. Shead 1 AST),"[1630572, 1642347]",1610612761.0,TOR,driving finger roll,,,Mamukelashvili,S. Mamukelashvili,,,,,Restricted Area,0-8 Center,,,,0.86,Made,,,,2.0,J. Shead,1642347.0,1.0,,,,,,,,
137,PT01M46.00S,2025-11-20T00:34:25.2Z,1,REGULAR,2pt,Jump Shot,[],1629656,2.0203679369250978,77.94117647058823,1610612755,26,28,2025-11-20T00:34:29Z,1350000,False,-140.0,-34.0,1,left,MISS Q. Grimes 14' pullup Shot,[1629656],1610612755.0,PHI,pullup,,,Grimes,Q. Grimes,,,,,Mid-Range,8-16 Left,,,,14.37,Missed,,,,,,,,,,,,,,,
138,PT01M43.00S,2025-11-20T00:34:28.2Z,1,REGULAR,rebound,defensive,[],1630567,,,1610612761,26,28,2025-11-20T00:34:29Z,1360000,False,,,0,,S. Barnes REBOUND (Off:0 Def:1),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Mid-Range,8-16 Left,,,,,,,,137.0,,,,,,,,,,1.0,1.0,0.0
139,PT01M37.00S,2025-11-20T00:34:33.6Z,1,REGULAR,3pt,Jump Shot,[],1642266,65.3580814717477,62.254901960784316,1610612761,26,28,2025-11-20T00:34:37Z,1370000,False,61.0,273.0,1,right,MISS J. Walter 27' 3PT,[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,Above the Break 3,24+ Center,,,,27.99,Missed,,,,,,,,,,,,,,,
140,PT01M34.00S,2025-11-20T00:34:36.6Z,1,REGULAR,rebound,defensive,[],1631133,,,1610612755,26,28,2025-11-20T00:34:37Z,1380000,False,,,0,,J. Walker REBOUND (Off:1 Def:1),[1631133],1610612755.0,PHI,,,,Walker,J. Walker,,,,,Above the Break 3,24+ Center,,,,,,,,139.0,,,,,,,,,,2.0,1.0,1.0
141,PT01M22.00S,2025-11-20T00:34:48.9Z,1,REGULAR,turnover,lost ball,[],1630570,,,1610612755,26,28,2025-11-20T00:34:52Z,1390000,False,,,0,,T. Watford lost ball TURNOVER (1 TO),"[1630570, 1642266]",1610612755.0,PHI,,,,Watford,T. Watford,,,,,In The Paint (Non-RA),0-8 Center,1.0,Walter,1642266.0,,,,,,,,,,,,,,,,,
142,PT01M22.00S,2025-11-20T00:34:48.9Z,1,REGULAR,steal,,[],1642266,,,1610612761,26,28,2025-11-20T00:34:51Z,1400000,False,,,0,,J. Walter STEAL (2 STL),[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
143,PT01M17.00S,2025-11-20T00:34:53.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630567,89.79960578186596,45.833333333333336,1610612761,26,28,2025-11-20T00:34:59Z,1410000,False,-21.0,43.0,1,right,MISS S. Barnes running Layup - blocked,"[1630567, 1642845]",1610612761.0,TOR,running,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),0-8 Center,,,,4.81,Missed,Edgecombe,1642845.0,,,,,,,,,,,,,
144,PT01M17.00S,2025-11-20T00:34:53.8Z,1,REGULAR,block,,[],1642845,,,1610612761,26,28,2025-11-20T00:34:56Z,1420000,False,,,0,,V. Edgecombe BLOCK (1 BLK),[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
145,PT01M17.00S,2025-11-20T00:34:53.8Z,1,REGULAR,rebound,offensive,[],1630572,,,1610612761,26,28,2025-11-20T00:34:59Z,1430000,False,,,0,,S. Mamukelashvili REBOUND (Off:1 Def:0),[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,143.0,,,,,,,,,,1.0,0.0,1.0
146,PT01M17.00S,2025-11-20T00:34:58.0Z,1,REGULAR,foul,personal,['2freethrow'],1642272,,,1610612761,26,28,2025-11-20T00:35:04Z,1440000,False,,,0,,J. McCain shooting personal FOUL (1 PF) (Mamukelashvili 2 FT),"[1642272, 1630572]",1610612755.0,PHI,shooting,,,McCain,J. McCain,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,204059.0,1.0,0.0,Mamukelashvili,1630572.0,,,
148,PT01M17.00S,2025-11-20T00:35:25.3Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1630572,,,1610612761,26,29,2025-11-20T00:35:25Z,1460000,False,,,0,,S. Mamukelashvili Free Throw 1 of 2 (3 PTS),[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,Made,,,,3.0,,,,,,,,,,,
149,PT01M17.00S,2025-11-20T00:35:26.3Z,1,REGULAR,substitution,out,[],1642347,,,1610612761,26,29,2025-11-20T00:35:29Z,1470000,False,,,0,,SUB out: J. Shead,[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT01M17.00S,2025-11-20T00:35:26.3Z,1,REGULAR,substitution,in,[],1630193,,,1610612761,26,29,2025-11-20T00:35:29Z,1480000,False,,,0,,SUB in: I. Quickley,[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT01M17.00S,2025-11-20T00:35:25.3Z,1,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1630572,,,1610612761,26,29,2025-11-20T00:35:44Z,1490000,False,,,0,,MISS S. Mamukelashvili Free Throw 2 of 2,[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
152,PT01M14.00S,2025-11-20T00:35:28.3Z,1,REGULAR,rebound,defensive,[],1630570,,,1610612755,26,29,2025-11-20T00:35:44Z,1500000,False,,,0,,T. Watford REBOUND (Off:0 Def:1),[1630570],1610612755.0,PHI,,,,Watford,T. Watford,,,,,,,,,,,,,,151.0,,,,,,,,,,1.0,1.0,0.0
153,PT01M02.00S,2025-11-20T00:35:55.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642272,17.263469119579497,46.81372549019608,1610612755,28,29,2025-11-20T00:35:59Z,1510000,False,16.0,110.0,1,left,J. McCain 11' step back Jump Shot (2 PTS),[1642272],1610612755.0,PHI,step back,,,McCain,J. McCain,,,,,In The Paint (Non-RA),8-16 Center,,,,11.09,Made,,,,2.0,,,,,,,,,,,
154,PT00M49.80S,2025-11-20T00:36:09.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630567,87.9599211563732,48.774509803921575,1610612761,28,31,2025-11-20T00:47:43Z,1520000,False,-6.0,61.0,1,right,S. Barnes 6' driving floating Jump Shot (6 PTS),[1630567],1610612761.0,TOR,driving floating,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),0-8 Center,,,,6.1,Made,,,,6.0,,,,,,,,,,,
155,PT00M41.90S,2025-11-20T00:36:20.2Z,1,REGULAR,foul,offensive,[],1642845,,,1610612755,28,31,2025-11-20T00:36:28Z,1530000,False,,,0,,V. Edgecombe charge offensive FOUL (2 PF),"[1642845, 1641711]",1610612755.0,PHI,charge,,,Edgecombe,V. Edgecombe,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,204059.0,2.0,0.0,Dick,1641711.0,,,
157,PT00M41.90S,2025-11-20T00:36:20.2Z,1,REGULAR,turnover,offensive foul,[],1642845,,,1610612755,28,31,2025-11-20T00:36:20Z,1550000,False,,,0,,V. Edgecombe offensive foul TURNOVER (1 TO),[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,Restricted Area,0-8 Center,1.0,,,,,,,,,,,,204059.0,,,,,,,
158,PT00M28.40S,2025-11-20T00:36:56.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1642266,84.67477003942182,47.05882352941176,1610612761,28,33,2025-11-20T00:37:01Z,1560000,False,-15.0,92.0,1,right,J. Walter 9' driving floating bank Jump Shot (5 PTS) (I. Quickley 1 AST),"[1642266, 1630193]",1610612761.0,TOR,driving floating bank,,,Walter,J. Walter,,,,,In The Paint (Non-RA),8-16 Center,,,,9.28,Made,,,,5.0,I. Quickley,1630193.0,1.0,,,,,,,,
160,PT00M13.30S,2025-11-20T00:37:15.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642272,5.699737187910642,43.13725490196079,1610612755,28,33,2025-11-20T00:37:22Z,1580000,False,34.0,1.0,1,left,MISS J. McCain driving floating Shot - blocked,"[1642272, 1641711]",1610612755.0,PHI,driving floating,,,McCain,J. McCain,,,,,Restricted Area,0-8 Center,,,,3.43,Missed,Dick,1641711.0,,,,,,,,,,,,,
161,PT00M13.30S,2025-11-20T00:37:15.7Z,1,REGULAR,block,,[],1641711,,,1610612755,28,33,2025-11-20T00:37:19Z,1590000,False,,,0,,G. Dick BLOCK (1 BLK),[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
162,PT00M13.30S,2025-11-20T00:37:15.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612755,28,33,2025-11-20T00:37:22Z,1600000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,160.0,,,,,,,,,,,,
164,PT00M06.20S,2025-11-20T00:37:36.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1642272,29.48423127463863,83.08823529411765,1610612755,28,33,2025-11-20T00:37:41Z,1620000,False,-165.0,225.0,1,left,MISS J. McCain 27' 3PT,[1642272],1610612755.0,PHI,,,,McCain,J. McCain,,,,,Above the Break 3,24+ Left Center,,,,27.9,Missed,,,,,,,,,,,,,,,
165,PT00M02.60S,2025-11-20T00:37:40.5Z,1,REGULAR,rebound,defensive,[],1630567,,,1610612761,28,33,2025-11-20T00:37:41Z,1630000,False,,,0,,S. Barnes REBOUND (Off:0 Def:2),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Left Center,,,,,,,,164.0,,,,,,,,,,2.0,2.0,0.0
166,PT00M00.20S,2025-11-20T00:37:43.4Z,1,REGULAR,3pt,Jump Shot,[],1630567,66.14651773981603,42.40196078431373,1610612761,28,33,2025-11-20T00:37:59Z,1640000,False,-38.0,266.0,1,right,MISS S. Barnes 26' pullup 3PT,[1630567],1610612761.0,TOR,pullup,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Center,,,,26.84,Missed,,,,,,,,,,,,,,,
167,PT00M00.10S,2025-11-20T00:37:43.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612761,28,33,2025-11-20T00:37:59Z,1650000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,166.0,,,,,,,,,,,,
168,PT00M00.00S,2025-11-20T00:37:53.9Z,1,REGULAR,period,end,[],0,,,1610612761,28,33,2025-11-20T00:37:53Z,1660000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
