actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
337,PT12M00.00S,2025-12-03T01:04:59.3Z,3,REGULAR,substitution,out,['startperiod'],1642272,,,1610612764,66,54,2025-12-03T01:18:32Z,3320000,False,,,0,,SUB out: J. McCain,[1642272],1610612755.0,PHI,,,,McCain,J. McCain,,,,,,,,,,,,,,,,,,,,,,,,,,
338,PT12M00.00S,2025-12-03T01:04:59.3Z,3,REGULAR,substitution,out,['startperiod'],1631133,,,1610612764,66,54,2025-12-03T01:18:32Z,3330000,False,,,0,,SUB out: J. Walker,[1631133],1610612755.0,PHI,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
339,PT12M00.00S,2025-12-03T01:04:59.3Z,3,REGULAR,substitution,out,['startperiod'],1641715,,,1610612764,66,54,2025-12-03T01:18:32Z,3340000,False,,,0,,SUB out: C. Whitmore,[1641715],1610612764.0,WAS,,,,Whitmore,C. Whitmore,,,,,,,,,,,,,,,,,,,,,,,,,,
340,PT12M00.00S,2025-12-03T01:04:59.3Z,3,REGULAR,substitution,in,['startperiod'],1631230,,,1610612764,66,54,2025-12-03T01:18:32Z,3350000,False,,,0,,SUB in: D. Barlow,[1631230],1610612755.0,PHI,,,,Barlow,D. Barlow,,,,,,,,,,,,,,,,,,,,,,,,,,
341,PT12M00.00S,2025-12-03T01:04:59.3Z,3,REGULAR,substitution,in,['startperiod'],203083,,,1610612764,66,54,2025-12-03T01:18:32Z,3360000,False,,,0,,SUB in: A. Drummond,[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,,
342,PT12M00.00S,2025-12-03T01:04:59.3Z,3,REGULAR,substitution,in,['startperiod'],203468,,,1610612764,66,54,2025-12-03T01:18:32Z,3370000,False,,,0,,SUB in: C. McCollum,[203468],1610612764.0,WAS,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
343,PT12M00.00S,2025-12-03T01:18:35.2Z,3,REGULAR,period,start,[],0,,,1610612764,66,54,2025-12-03T01:18:35Z,3380000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,PT11M42.00S,2025-12-03T01:18:54.3Z,3,REGULAR,foul,personal,[],1642845,,,1610612764,66,54,2025-12-03T01:19:02Z,3390000,False,,,0,,V. Edgecombe personal FOUL (1 PF),"[1642845, 1641731]",1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,Mid-Range,8-16 Right,,,,,,,,1627541.0,,,,1.0,0.0,Coulibaly,1641731.0,,,,,
346,PT11M35.00S,2025-12-03T01:19:24.6Z,3,REGULAR,3pt,Jump Shot,[],1642273,33.196452036793694,61.029411764705884,1610612764,66,57,2025-12-03T01:19:29Z,3410000,False,-55.0,260.0,1,left,K. George 26' 3PT step back (9 PTS),[1642273],1610612764.0,WAS,step back,,,George,K. George,,,,,Above the Break 3,24+ Center,26.53,Made,,,,,9.0,,,,,,,,,,,,,
347,PT11M15.00S,2025-12-03T01:19:45.0Z,3,REGULAR,2pt,Jump Shot,[],202331,88.78120893561103,20.588235294117645,1610612755,66,57,2025-12-03T01:19:50Z,3420000,False,-147.0,53.0,1,right,MISS P. George 15' pullup Shot,[202331],1610612755.0,PHI,pullup,,,George,P. George,,,,,Mid-Range,8-16 Left,15.64,Missed,,,,,,,,,,,,,,,,,,
348,PT11M10.00S,2025-12-03T01:19:50.0Z,3,REGULAR,rebound,defensive,[],1630551,,,1610612764,66,57,2025-12-03T01:19:50Z,3430000,False,,,0,,J. Champagnie REBOUND (Off:3 Def:4),[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,Mid-Range,8-16 Left,,,347.0,7.0,4.0,3.0,,,,,,,,,,,,,,
349,PT11M01.00S,2025-12-03T01:19:57.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203468,19.136005256241788,62.5,1610612764,66,59,2025-12-03T01:20:31Z,3440000,False,-62.0,127.0,1,left,C. McCollum 14' fadeaway Jump Shot (6 PTS),[203468],1610612764.0,WAS,fadeaway,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),8-16 Center,14.19,Made,,,,,6.0,,,,,,,,,,,,,
350,PT10M41.00S,2025-12-03T01:20:18.5Z,3,REGULAR,3pt,Jump Shot,[],203083,89.43823915900131,2.2058823529411766,1610612755,66,59,2025-12-03T01:20:24Z,3450000,False,-239.0,47.0,1,right,MISS A. Drummond 24' 3PT,[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,Left Corner 3,24+ Left,24.35,Missed,,,,,,,,,,,,,,,,,,
351,PT10M37.00S,2025-12-03T01:20:22.5Z,3,REGULAR,rebound,defensive,[],1642273,,,1610612764,66,59,2025-12-03T01:20:24Z,3460000,False,,,0,,K. George REBOUND (Off:1 Def:7),[1642273],1610612764.0,WAS,,,,George,K. George,,,,,Left Corner 3,24+ Left,,,350.0,8.0,7.0,1.0,,,,,,,,,,,,,,
352,PT10M26.00S,2025-12-03T01:20:32.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642273,14.4053876478318,59.80392156862745,1610612764,66,59,2025-12-03T01:23:53Z,3470000,False,-49.0,83.0,1,left,MISS K. George 9' driving floating Shot - blocked,"[1642273, 1642845]",1610612764.0,WAS,driving floating,,,George,K. George,,,,,In The Paint (Non-RA),8-16 Center,9.63,Missed,,,,,,,,,,,,,,,,,Edgecombe,1642845.0
353,PT10M26.00S,2025-12-03T01:20:32.7Z,3,REGULAR,block,,[],1642845,,,1610612764,66,59,2025-12-03T01:20:36Z,3480000,False,,,0,,V. Edgecombe BLOCK (2 BLK),[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
354,PT10M26.00S,2025-12-03T01:20:32.7Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612755,66,59,2025-12-03T01:20:41Z,3490000,False,,,0,,TEAM defensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,352.0,,,,,,,,,,,,,,,,,
355,PT10M26.00S,2025-12-03T01:20:39.1Z,3,REGULAR,foul,personal,[],1642273,,,1610612755,66,59,2025-12-03T01:20:46Z,3500000,False,,,0,,K. George loose ball personal FOUL (2 PF),"[1642273, 1642845]",1610612764.0,WAS,loose ball,,,George,K. George,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,1628951.0,,,,2.0,0.0,Edgecombe,1642845.0,,,,,
357,PT10M06.00S,2025-12-03T01:21:17.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1642845,92.19776609724047,51.9607843137255,1610612755,66,59,2025-12-03T01:21:23Z,3520000,False,10.0,21.0,1,right,MISS V. Edgecombe driving finger roll Layup - blocked,"[1642845, 1628963]",1610612755.0,PHI,driving finger roll,,,Edgecombe,V. Edgecombe,,,,,Restricted Area,0-8 Center,2.3,Missed,,,,,,,,,,,,,,,,,Bagley III,1628963.0
358,PT10M06.00S,2025-12-03T01:21:17.5Z,3,REGULAR,block,,[],1628963,,,1610612755,66,59,2025-12-03T01:21:20Z,3530000,False,,,0,,M. Bagley III BLOCK (2 BLK),[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
359,PT10M03.00S,2025-12-03T01:21:20.5Z,3,REGULAR,rebound,defensive,[],1628963,,,1610612764,66,59,2025-12-03T01:21:23Z,3540000,False,,,0,,M. Bagley III REBOUND (Off:3 Def:1),[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,Restricted Area,0-8 Center,,,357.0,4.0,1.0,3.0,,,,,,,,,,,,,,
360,PT09M46.00S,2025-12-03T01:21:37.7Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1642273,9.543363994743759,54.65686274509803,1610612764,66,59,2025-12-03T01:22:51Z,3550000,False,-23.0,37.0,1,left,MISS K. George driving Hook,[1642273],1610612764.0,WAS,driving,,,George,K. George,,,,,Restricted Area,0-8 Center,4.39,Missed,,,,,,,,,,,,,,,,,,
361,PT09M44.00S,2025-12-03T01:21:39.7Z,3,REGULAR,rebound,defensive,[],203083,,,1610612755,66,59,2025-12-03T01:21:42Z,3560000,False,,,0,,A. Drummond REBOUND (Off:0 Def:3),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,,,360.0,3.0,3.0,0.0,,,,,,,,,,,,,,
362,PT09M37.00S,2025-12-03T01:21:46.4Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1631230,93.9060446780552,48.77450980392157,1610612755,66,59,2025-12-03T01:25:11Z,3570000,False,-6.0,5.0,1,right,MISS D. Barlow driving DUNK,[1631230],1610612755.0,PHI,driving,,,Barlow,D. Barlow,,,,,Restricted Area,0-8 Center,0.78,Missed,,,,,,,,,,,,,,,,,,
363,PT09M36.00S,2025-12-03T01:21:47.4Z,3,REGULAR,rebound,offensive,[],203083,,,1610612755,66,59,2025-12-03T01:25:11Z,3580000,False,,,0,,A. Drummond REBOUND (Off:1 Def:3),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,,,362.0,4.0,3.0,1.0,,,,,,,,,,,,,,
364,PT09M34.00S,2025-12-03T01:21:49.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203083,93.51182654402102,50.49019607843137,1610612755,66,59,2025-12-03T01:21:56Z,3590000,False,2.0,8.0,1,right,MISS A. Drummond Layup - blocked,"[203083, 1630551]",1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,0.89,Missed,,,,,,,,,,,,,,,,,Champagnie,1630551.0
365,PT09M34.00S,2025-12-03T01:21:49.9Z,3,REGULAR,block,,[],1630551,,,1610612755,66,59,2025-12-03T01:24:50Z,3600000,False,,,0,,J. Champagnie BLOCK (1 BLK),[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
366,PT09M34.00S,2025-12-03T01:21:49.9Z,3,REGULAR,rebound,defensive,[],203468,,,1610612764,66,59,2025-12-03T01:21:56Z,3610000,False,,,0,,C. McCollum REBOUND (Off:0 Def:1),[203468],1610612764.0,WAS,,,,McCollum,C. McCollum,,,,,Restricted Area,0-8 Center,,,364.0,1.0,1.0,0.0,,,,,,,,,,,,,,
367,PT09M16.00S,2025-12-03T01:22:09.5Z,3,REGULAR,foul,personal,['2freethrow'],203083,,,1610612764,66,59,2025-12-03T01:22:14Z,3620000,False,,,0,,A. Drummond shooting personal FOUL (4 PF) (George 2 FT),"[203083, 1642273]",1610612755.0,PHI,shooting,,,Drummond,A. Drummond,,,,,Mid-Range,8-16 Center,,,,,,,,1627541.0,,,,4.0,0.0,George,1642273.0,,,,,
369,PT09M16.00S,2025-12-03T01:22:53.9Z,3,REGULAR,substitution,out,[],203083,,,1610612764,66,59,2025-12-03T01:22:56Z,3640000,False,,,0,,SUB out: A. Drummond,[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,,
370,PT09M16.00S,2025-12-03T01:22:53.9Z,3,REGULAR,substitution,in,[],1641737,,,1610612764,66,59,2025-12-03T01:22:56Z,3650000,False,,,0,,SUB in: A. Bona,[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,,,,,,,,,,,,,,,,,,,,,,
371,PT09M16.00S,2025-12-03T01:22:59.2Z,3,REGULAR,freethrow,1 of 2,[],1642273,,,1610612764,66,60,2025-12-03T01:22:59Z,3660000,False,,,0,,K. George Free Throw 1 of 2 (10 PTS),[1642273],1610612764.0,WAS,,,,George,K. George,,,,,,,,Made,,,,,10.0,,,,,,,,,,,,,
372,PT09M16.00S,2025-12-03T01:23:06.4Z,3,REGULAR,freethrow,2 of 2,[],1642273,,,1610612764,66,61,2025-12-03T01:23:06Z,3670000,False,,,0,,K. George Free Throw 2 of 2 (11 PTS),[1642273],1610612764.0,WAS,,,,George,K. George,,,,,,,,Made,,,,,11.0,,,,,,,,,,,,,
373,PT09M02.00S,2025-12-03T01:23:23.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,90.75229960578186,62.5,1610612755,66,61,2025-12-03T01:23:30Z,3680000,False,62.0,34.0,1,right,MISS T. Maxey 7' driving Layup - blocked,"[1630178, 203468]",1610612755.0,PHI,driving,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),0-8 Center,7.13,Missed,,,,,,,,,,,,,,,,,McCollum,203468.0
374,PT09M02.00S,2025-12-03T01:23:23.5Z,3,REGULAR,block,,[],203468,,,1610612755,66,61,2025-12-03T01:23:26Z,3690000,False,,,0,,C. McCollum BLOCK (1 BLK),[203468],1610612764.0,WAS,,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
375,PT09M02.00S,2025-12-03T01:23:23.5Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612764,66,61,2025-12-03T01:23:33Z,3700000,False,,,0,,TEAM defensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,373.0,,,,,,,,,,,,,,,,,
377,PT08M53.00S,2025-12-03T01:23:41.5Z,3,REGULAR,3pt,Jump Shot,[],203468,32.276609724047304,72.79411764705883,1610612764,66,61,2025-12-03T01:23:45Z,3720000,False,-114.0,251.0,1,left,MISS C. McCollum 27' pullup 3PT,[203468],1610612764.0,WAS,pullup,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Left Center,27.56,Missed,,,,,,,,,,,,,,,,,,
378,PT08M51.00S,2025-12-03T01:23:43.5Z,3,REGULAR,rebound,offensive,[],1628963,,,1610612764,66,61,2025-12-03T01:23:43Z,3730000,False,,,0,,M. Bagley III REBOUND (Off:4 Def:1),[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,Above the Break 3,24+ Left Center,,,377.0,5.0,1.0,4.0,,,,,,,,,,,,,,
379,PT08M40.00S,2025-12-03T01:23:54.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628963,7.440867279894875,48.77450980392157,1610612764,66,61,2025-12-03T01:29:59Z,3740000,False,6.0,17.0,1,left,MISS M. Bagley III driving Layup,[1628963],1610612764.0,WAS,driving,,,Bagley III,M. Bagley III,,,,,Restricted Area,0-8 Center,1.84,Missed,,,,,,,,,,,,,,,,,,
380,PT08M38.00S,2025-12-03T01:23:56.8Z,3,REGULAR,rebound,defensive,[],1641737,,,1610612755,66,61,2025-12-03T01:23:58Z,3750000,False,,,0,,A. Bona REBOUND (Off:2 Def:3),[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,Restricted Area,0-8 Center,,,379.0,5.0,3.0,2.0,,,,,,,,,,,,,,
381,PT08M34.00S,2025-12-03T01:24:00.7Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1630178,68.80749014454665,25.0,1610612755,69,61,2025-12-03T01:24:08Z,3760000,False,-125.0,241.0,1,right,T. Maxey 27' 3PT running (18 PTS) (V. Edgecombe 4 AST),"[1630178, 1642845]",1610612755.0,PHI,running,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Left Center,27.12,Made,,,,,18.0,,V. Edgecombe,1642845.0,4.0,,,,,,,,,
383,PT08M14.00S,2025-12-03T01:24:21.9Z,3,REGULAR,foul,personal,['2freethrow'],1630178,,,1610612764,69,61,2025-12-03T01:24:27Z,3780000,False,,,0,,T. Maxey shooting personal FOUL (1 PF) (Bagley III 2 FT),"[1630178, 1628963]",1610612755.0,PHI,shooting,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,,,,,,,,200832.0,,,,1.0,0.0,Bagley III,1628963.0,,,,,
385,PT08M14.00S,2025-12-03T01:24:53.4Z,3,REGULAR,freethrow,1 of 2,[],1628963,,,1610612764,69,62,2025-12-03T01:24:53Z,3800000,False,,,0,,M. Bagley III Free Throw 1 of 2 (10 PTS),[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,,,,Made,,,,,10.0,,,,,,,,,,,,,
386,PT08M14.00S,2025-12-03T01:25:15.4Z,3,REGULAR,freethrow,2 of 2,[],1628963,,,1610612764,69,63,2025-12-03T01:25:15Z,3810000,False,,,0,,M. Bagley III Free Throw 2 of 2 (11 PTS),[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,,,,Made,,,,,11.0,,,,,,,,,,,,,
387,PT07M51.00S,2025-12-03T01:25:39.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642845,92.06636005256242,52.94117647058824,1610612755,69,63,2025-12-03T01:25:44Z,3820000,False,15.0,22.0,1,right,MISS V. Edgecombe driving floating Shot,[1642845],1610612755.0,PHI,driving floating,,,Edgecombe,V. Edgecombe,,,,,Restricted Area,0-8 Center,2.65,Missed,,,,,,,,,,,,,,,,,,
388,PT07M49.00S,2025-12-03T01:25:41.5Z,3,REGULAR,rebound,offensive,[],1642845,,,1610612755,69,63,2025-12-03T01:25:41Z,3830000,False,,,0,,V. Edgecombe REBOUND (Off:1 Def:3),[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,Restricted Area,0-8 Center,,,387.0,4.0,3.0,1.0,,,,,,,,,,,,,,
389,PT07M48.00S,2025-12-03T01:25:42.7Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],202331,76.42904073587385,13.23529411764706,1610612755,72,63,2025-12-03T01:25:47Z,3840000,False,-184.0,169.0,1,right,P. George 24' 3PT  (11 PTS) (V. Edgecombe 5 AST),"[202331, 1642845]",1610612755.0,PHI,,,,George,P. George,,,,,Above the Break 3,24+ Left Center,24.98,Made,,,,,11.0,,V. Edgecombe,1642845.0,5.0,,,,,,,,,
391,PT07M30.00S,2025-12-03T01:26:01.0Z,3,REGULAR,turnover,bad pass,[],1630551,,,1610612764,72,63,2025-12-03T01:26:08Z,3860000,False,,,0,,J. Champagnie bad pass TURNOVER (2 TO),"[1630551, 1642845]",1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,2.0,Edgecombe,1642845.0,,
392,PT07M30.00S,2025-12-03T01:26:01.0Z,3,REGULAR,steal,,[],1642845,,,1610612755,72,63,2025-12-03T01:26:02Z,3870000,False,,,0,,V. Edgecombe STEAL (1 STL),[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
393,PT07M25.00S,2025-12-03T01:26:06.6Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],202331,68.15045992115637,66.91176470588235,1610612755,72,63,2025-12-03T01:34:41Z,3880000,False,85.0,247.0,1,right,MISS P. George 26' 3PT,[202331],1610612755.0,PHI,,,,George,P. George,,,,,Above the Break 3,24+ Right Center,26.1,Missed,,,,,,,,,,,,,,,,,,
394,PT07M19.00S,2025-12-03T01:26:12.6Z,3,REGULAR,rebound,offensive,[],1642845,,,1610612755,72,63,2025-12-03T01:34:41Z,3890000,False,,,0,,V. Edgecombe REBOUND (Off:2 Def:3),[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,Above the Break 3,24+ Right Center,,,393.0,5.0,3.0,2.0,,,,,,,,,,,,,,
395,PT07M13.00S,2025-12-03T01:26:21.6Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1631230,88.12417871222075,51.71568627450981,1610612755,74,63,2025-12-03T01:26:28Z,3900000,False,9.0,59.0,1,right,D. Barlow driving floating Jump Shot (6 PTS) (V. Edgecombe 6 AST),"[1631230, 1642845]",1610612755.0,PHI,driving floating,,,Barlow,D. Barlow,,,,,In The Paint (Non-RA),0-8 Center,5.97,Made,,,,,6.0,,V. Edgecombe,1642845.0,6.0,,,,,,,,,
397,PT07M13.00S,2025-12-03T01:26:26.6Z,3,REGULAR,foul,personal,['1freethrow'],203468,,,1610612755,74,63,2025-12-03T01:26:32Z,3920000,False,,,0,,C. McCollum shooting personal FOUL (2 PF) (Barlow 1 FT),"[203468, 1631230]",1610612764.0,WAS,shooting,,,McCollum,C. McCollum,,,,,Restricted Area,0-8 Center,,,,,,,,1628951.0,,,,2.0,0.0,Barlow,1631230.0,,,,,
399,PT07M13.00S,2025-12-03T01:26:35.9Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,74,63,2025-12-03T01:26:35Z,3940000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,PT07M13.00S,2025-12-03T01:29:21.4Z,3,REGULAR,substitution,out,[],202331,,,1610612755,74,63,2025-12-03T01:29:29Z,3950000,False,,,0,,SUB out: P. George,[202331],1610612755.0,PHI,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,,
401,PT07M13.00S,2025-12-03T01:29:21.4Z,3,REGULAR,substitution,in,[],1642348,,,1610612755,74,63,2025-12-03T01:29:29Z,3960000,False,,,0,,SUB in: J. Edwards,[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
402,PT07M13.00S,2025-12-03T01:29:52.8Z,3,REGULAR,freethrow,1 of 1,"['fromturnover', '2ndchance']",1631230,,,1610612755,75,63,2025-12-03T01:29:52Z,3970000,False,,,0,,D. Barlow Free Throw 1 of 1 (7 PTS),[1631230],1610612755.0,PHI,,,,Barlow,D. Barlow,,,,,,,,Made,,,,,7.0,,,,,,,,,,,,,
403,PT06M57.00S,2025-12-03T01:30:10.6Z,3,REGULAR,3pt,Jump Shot,[],1630551,25.443495400788436,11.27450980392157,1610612764,75,63,2025-12-03T01:30:15Z,3980000,False,194.0,187.0,1,left,MISS J. Champagnie 26' 3PT,[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Right Center,26.9,Missed,,,,,,,,,,,,,,,,,,
404,PT06M53.00S,2025-12-03T01:30:14.6Z,3,REGULAR,rebound,defensive,[],1642845,,,1610612755,75,63,2025-12-03T01:30:15Z,3990000,False,,,0,,V. Edgecombe REBOUND (Off:2 Def:4),[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,Above the Break 3,24+ Right Center,,,403.0,6.0,4.0,2.0,,,,,,,,,,,,,,
405,PT06M40.00S,2025-12-03T01:30:26.6Z,3,REGULAR,3pt,Jump Shot,[],1642845,70.12155059132719,24.509803921568626,1610612755,75,63,2025-12-03T01:30:31Z,4000000,False,-127.0,228.0,1,right,MISS V. Edgecombe 26' 3PT,[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,Above the Break 3,24+ Left Center,26.16,Missed,,,,,,,,,,,,,,,,,,
406,PT06M36.00S,2025-12-03T01:30:30.6Z,3,REGULAR,rebound,defensive,[],1628963,,,1610612764,75,63,2025-12-03T01:30:31Z,4010000,False,,,0,,M. Bagley III REBOUND (Off:4 Def:2),[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,Above the Break 3,24+ Left Center,,,405.0,6.0,2.0,4.0,,,,,,,,,,,,,,
407,PT06M32.00S,2025-12-03T01:30:34.9Z,3,REGULAR,turnover,lost ball,[],1642273,,,1610612764,75,63,2025-12-03T01:31:00Z,4020000,False,,,0,,K. George lost ball TURNOVER (1 TO),"[1642273, 1631230]",1610612764.0,WAS,,,,George,K. George,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,1.0,Barlow,1631230.0,,
408,PT06M32.00S,2025-12-03T01:30:34.9Z,3,REGULAR,steal,,[],1631230,,,1610612755,75,63,2025-12-03T01:30:36Z,4030000,False,,,0,,D. Barlow STEAL (1 STL),[1631230],1610612755.0,PHI,,,,Barlow,D. Barlow,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
409,PT06M30.00S,2025-12-03T01:30:37.8Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1631230,93.64323258869908,50.245098039215684,1610612755,77,63,2025-12-03T01:30:47Z,4040000,False,1.0,7.0,1,right,D. Barlow driving DUNK (9 PTS),[1631230],1610612755.0,PHI,driving,,,Barlow,D. Barlow,,,,,Restricted Area,0-8 Center,0.74,Made,,,,,9.0,,,,,,,,,,,,,
410,PT06M20.00S,2025-12-03T01:30:58.1Z,3,REGULAR,foul,personal,[],1631230,,,1610612764,77,63,2025-12-03T01:31:05Z,4050000,False,,,0,,D. Barlow personal FOUL (3 PF),"[1631230, 1642273]",1610612755.0,PHI,,,,Barlow,D. Barlow,,,,,Mid-Range,8-16 Center,,,,,,,,1627541.0,,,,3.0,0.0,George,1642273.0,,,,,
412,PT06M08.00S,2025-12-03T01:31:20.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203468,13.091327201051248,40.19607843137255,1610612764,77,65,2025-12-03T01:31:26Z,4070000,False,49.0,71.0,1,left,C. McCollum 8' driving floating bank Jump Shot (8 PTS),[203468],1610612764.0,WAS,driving floating bank,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),8-16 Right,8.59,Made,,,,,8.0,,,,,,,,,,,,,
413,PT05M53.00S,2025-12-03T01:31:37.5Z,3,REGULAR,foul,personal,['2freethrow'],1642273,,,1610612755,77,65,2025-12-03T01:31:49Z,4080000,False,,,0,,K. George shooting personal FOUL (3 PF) (Bona 2 FT),"[1642273, 1641737]",1610612764.0,WAS,shooting,,,George,K. George,,,,,Restricted Area,0-8 Center,,,,,,,,1628951.0,,,,3.0,0.0,Bona,1641737.0,,,,,
415,PT05M53.00S,2025-12-03T01:32:15.0Z,3,REGULAR,freethrow,1 of 2,[],1641737,,,1610612755,78,65,2025-12-03T01:32:15Z,4100000,False,,,0,,A. Bona Free Throw 1 of 2 (3 PTS),[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
416,PT05M53.00S,2025-12-03T01:32:30.6Z,3,REGULAR,freethrow,2 of 2,[],1641737,,,1610612755,79,65,2025-12-03T01:32:30Z,4110000,False,,,0,,A. Bona Free Throw 2 of 2 (4 PTS),[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
417,PT05M44.00S,2025-12-03T01:32:41.4Z,3,REGULAR,turnover,bad pass,[],1641731,,,1610612764,79,65,2025-12-03T01:32:48Z,4120000,False,,,0,,B. Coulibaly bad pass TURNOVER (1 TO),"[1641731, 1630178]",1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,1.0,Maxey,1630178.0,,
