actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
82,PT06M07.00S,2025-12-03T00:23:02.3Z,1,REGULAR,2pt,Jump Shot,[],203468,93.11760840998686,70.58823529411765,1610612764,12,18,2025-12-03T00:23:06Z,820000,False,103.0,12.0,1,right,C. McCollum 10' step back Jump Shot (4 PTS),[203468],1610612764.0,WAS,step back,,,McCollum,C. McCollum,,,,,Mid-Range,8-16 Right,10.36,Made,,,,,4.0,,,,,,,,,,,,,
83,PT05M46.00S,2025-12-03T00:23:22.9Z,1,REGULAR,3pt,Jump Shot,[],1642348,29.122864651773984,16.42156862745098,1610612755,15,18,2025-12-03T00:23:26Z,830000,False,168.0,221.0,1,left,J. Edwards 27' 3PT  (3 PTS) (T. Maxey 1 AST),"[1642348, 1630178]",1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,Above the Break 3,24+ Right Center,27.78,Made,,,,,3.0,,T. Maxey,1630178.0,1.0,,,,,,,,,
85,PT05M35.00S,2025-12-03T00:23:38.8Z,1,REGULAR,foul,offensive,[],1628963,,,1610612764,15,18,2025-12-03T00:23:45Z,850000,False,,,0,,M. Bagley III offensive FOUL (1 PF),"[1628963, 1641737]",1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,Restricted Area,0-8 Center,,,,,,,,1628951.0,,,,1.0,0.0,Bona,1641737.0,,,,,
87,PT05M35.00S,2025-12-03T00:23:38.8Z,1,REGULAR,turnover,offensive foul,[],1628963,,,1610612764,15,18,2025-12-03T00:23:38Z,870000,False,,,0,,M. Bagley III offensive foul TURNOVER (1 TO),[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,Restricted Area,0-8 Center,,,,,,,,1628951.0,,,,,,,,1.0,,,,
88,PT05M35.00S,2025-12-03T00:23:46.5Z,1,REGULAR,substitution,out,[],1642273,,,1610612755,15,18,2025-12-03T00:23:49Z,880000,False,,,0,,SUB out: K. George,[1642273],1610612764.0,WAS,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT05M35.00S,2025-12-03T00:23:46.5Z,1,REGULAR,substitution,in,[],1642267,,,1610612755,15,18,2025-12-03T00:23:49Z,890000,False,,,0,,SUB in: B. Carrington,[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT05M17.00S,2025-12-03T00:24:13.6Z,1,REGULAR,foul,personal,['2freethrow'],1628963,,,1610612755,15,18,2025-12-03T00:24:26Z,900000,False,,,0,,M. Bagley III shooting personal FOUL (2 PF) (Barlow 2 FT),"[1628963, 1631230]",1610612764.0,WAS,shooting,,,Bagley III,M. Bagley III,,,,,Restricted Area,0-8 Center,,,,,,,,1628951.0,,,,2.0,0.0,Barlow,1631230.0,,,,,
92,PT05M17.00S,2025-12-03T00:24:45.3Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1631230,,,1610612755,16,18,2025-12-03T00:24:45Z,920000,False,,,0,,D. Barlow Free Throw 1 of 2 (3 PTS),[1631230],1610612755.0,PHI,,,,Barlow,D. Barlow,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
93,PT05M17.00S,2025-12-03T00:25:02.1Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1631230,,,1610612755,17,18,2025-12-03T00:25:02Z,930000,False,,,0,,D. Barlow Free Throw 2 of 2 (4 PTS),[1631230],1610612755.0,PHI,,,,Barlow,D. Barlow,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
94,PT05M09.00S,2025-12-03T00:25:12.9Z,1,REGULAR,3pt,Jump Shot,[],1642267,76.16622864651774,86.76470588235294,1610612764,17,18,2025-12-03T00:25:19Z,940000,False,184.0,172.0,1,right,MISS B. Carrington 25' 3PT,[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,Above the Break 3,24+ Right Center,25.14,Missed,,,,,,,,,,,,,,,,,,
95,PT05M03.00S,2025-12-03T00:25:18.9Z,1,REGULAR,rebound,offensive,[],1641731,,,1610612764,17,18,2025-12-03T00:25:19Z,950000,False,,,0,,B. Coulibaly REBOUND (Off:1 Def:2),[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,Above the Break 3,24+ Right Center,,,94.0,3.0,2.0,1.0,,,,,,,,,,,,,,
96,PT05M03.00S,2025-12-03T00:25:19.0Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1641731,94.40999984741211,50.0,1610612764,17,20,2025-12-03T00:25:32Z,960000,False,0.0,0.0,1,right,B. Coulibaly tip Layup (2 PTS),[1641731],1610612764.0,WAS,tip,,,Coulibaly,B. Coulibaly,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,2.0,,,,,,,,,,,,,
97,PT04M48.00S,2025-12-03T00:25:33.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,6.783837056504599,52.450980392156865,1610612755,19,20,2025-12-03T00:25:37Z,970000,False,-12.0,11.0,1,left,T. Maxey driving finger roll Layup (7 PTS) (J. McCain 1 AST),"[1630178, 1642272]",1610612755.0,PHI,driving finger roll,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,1.67,Made,,,,,7.0,,J. McCain,1642272.0,1.0,,,,,,,,,
98,PT04M40.00S,2025-12-03T00:25:44.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203468,88.25558475689881,50.73529411764706,1610612764,19,20,2025-12-03T00:29:51Z,972500,False,4.0,58.0,1,right,MISS C. McCollum driving floating Shot - blocked,"[203468, 1630178]",1610612764.0,WAS,driving floating,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),0-8 Center,5.8,Missed,,,,,,,,,,,,,,,,,Maxey,1630178.0
99,PT04M40.00S,2025-12-03T00:25:44.9Z,1,REGULAR,block,,[],1630178,,,1610612764,19,20,2025-12-03T00:25:47Z,973750,False,,,0,,T. Maxey BLOCK (1 BLK),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
100,PT04M39.00S,2025-12-03T00:25:45.9Z,1,REGULAR,rebound,offensive,[],1628963,,,1610612764,19,20,2025-12-03T00:29:51Z,974375,False,,,0,,M. Bagley III REBOUND (Off:3 Def:0),[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,In The Paint (Non-RA),0-8 Center,,,98.0,3.0,0.0,3.0,,,,,,,,,,,,,,
101,PT04M38.00S,2025-12-03T00:25:50.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628963,94.30026281208936,47.794117647058826,1610612764,19,20,2025-12-03T00:29:51Z,975000,False,-11.0,1.0,1,right,MISS M. Bagley III putback Layup,[1628963],1610612764.0,WAS,putback,,,Bagley III,M. Bagley III,,,,,Restricted Area,0-8 Center,1.11,Missed,,,,,,,,,,,,,,,,,,
102,PT04M37.00S,2025-12-03T00:25:51.3Z,1,REGULAR,rebound,offensive,[],1630551,,,1610612764,19,20,2025-12-03T00:29:41Z,977500,False,,,0,,J. Champagnie REBOUND (Off:2 Def:0),[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,Restricted Area,0-8 Center,,,101.0,2.0,0.0,2.0,,,,,,,,,,,,,,
103,PT04M35.00S,2025-12-03T00:26:01.4Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631230,,,1610612764,19,20,2025-12-03T00:26:07Z,1030000,False,,,0,,D. Barlow shooting personal FOUL (2 PF) (Champagnie 2 FT),"[1631230, 1630551]",1610612755.0,PHI,shooting,,,Barlow,D. Barlow,,,,,Restricted Area,0-8 Center,,,,,,,,1628951.0,,,,2.0,0.0,Champagnie,1630551.0,,,,,
105,PT04M35.00S,2025-12-03T00:26:15.3Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1630551,,,1610612764,19,21,2025-12-03T00:26:15Z,1050000,False,,,0,,J. Champagnie Free Throw 1 of 2 (3 PTS),[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
106,PT04M35.00S,2025-12-03T00:26:17.3Z,1,REGULAR,substitution,out,[],1631230,,,1610612764,19,21,2025-12-03T00:26:31Z,1060000,False,,,0,,SUB out: D. Barlow,[1631230],1610612755.0,PHI,,,,Barlow,D. Barlow,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT04M35.00S,2025-12-03T00:26:17.3Z,1,REGULAR,substitution,out,[],1628963,,,1610612764,19,21,2025-12-03T00:26:31Z,1070000,False,,,0,,SUB out: M. Bagley III,[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT04M35.00S,2025-12-03T00:26:17.3Z,1,REGULAR,substitution,in,[],202331,,,1610612764,19,21,2025-12-03T00:26:31Z,1080000,False,,,0,,SUB in: P. George,[202331],1610612755.0,PHI,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT04M35.00S,2025-12-03T00:26:17.3Z,1,REGULAR,substitution,in,[],1641774,,,1610612764,19,21,2025-12-03T00:26:31Z,1090000,False,,,0,,SUB in: T. Vukcevic,[1641774],1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT04M35.00S,2025-12-03T00:26:48.0Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1630551,,,1610612764,19,22,2025-12-03T00:26:48Z,1100000,False,,,0,,J. Champagnie Free Throw 2 of 2 (4 PTS),[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
111,PT04M20.00S,2025-12-03T00:27:05.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642272,6.783837056504599,51.71568627450981,1610612755,21,22,2025-12-03T00:27:10Z,1110000,False,-9.0,11.0,1,left,J. McCain driving finger roll Layup (2 PTS) (T. Maxey 2 AST),"[1642272, 1630178]",1610612755.0,PHI,driving finger roll,,,McCain,J. McCain,,,,,Restricted Area,0-8 Center,1.42,Made,,,,,2.0,,T. Maxey,1630178.0,2.0,,,,,,,,,
113,PT04M03.00S,2025-12-03T00:27:21.4Z,1,REGULAR,turnover,bad pass,[],1641774,,,1610612764,21,22,2025-12-03T00:27:25Z,1130000,False,,,0,,T. Vukcevic bad pass TURNOVER (1 TO),"[1641774, 1642272]",1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,1.0,McCain,1642272.0,,
114,PT04M03.00S,2025-12-03T00:27:21.4Z,1,REGULAR,steal,,[],1642272,,,1610612755,21,22,2025-12-03T00:27:23Z,1140000,False,,,0,,J. McCain STEAL (1 STL),[1642272],1610612755.0,PHI,,,,McCain,J. McCain,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
115,PT03M56.00S,2025-12-03T00:27:28.2Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1630178,24.917871222076215,11.76470588235294,1610612755,21,22,2025-12-03T00:31:57Z,1150000,False,191.0,182.0,1,left,MISS T. Maxey 26' running pullup 3PT,[1630178],1610612755.0,PHI,running pullup,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Right Center,26.38,Missed,,,,,,,,,,,,,,,,,,
116,PT03M54.00S,2025-12-03T00:27:30.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612755,21,22,2025-12-03T00:31:57Z,1160000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Above the Break 3,24+ Right Center,,,115.0,,,,,,,,,,,,,,,,,
118,PT03M54.00S,2025-12-03T00:27:35.9Z,1,REGULAR,substitution,out,[],1630551,,,1610612755,21,22,2025-12-03T00:27:39Z,1180000,False,,,0,,SUB out: J. Champagnie,[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT03M54.00S,2025-12-03T00:27:35.9Z,1,REGULAR,substitution,in,[],1641715,,,1610612755,21,22,2025-12-03T00:27:39Z,1190000,False,,,0,,SUB in: C. Whitmore,[1641715],1610612764.0,WAS,,,,Whitmore,C. Whitmore,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT03M51.00S,2025-12-03T00:27:52.3Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1642272,9.543363994743759,3.6764705882352944,1610612755,24,22,2025-12-03T00:27:55Z,1200000,False,232.0,37.0,1,left,J. McCain 3PT  (5 PTS) (T. Maxey 3 AST),"[1642272, 1630178]",1610612755.0,PHI,,,,McCain,J. McCain,,,,,Right Corner 3,24+ Right,23.46,Made,,,,,5.0,,T. Maxey,1630178.0,3.0,,,,,,,,,
122,PT03M51.00S,2025-12-03T00:28:03.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,24,22,2025-12-03T00:28:03Z,1220000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT03M51.00S,2025-12-03T00:30:33.4Z,1,REGULAR,substitution,out,[],1630178,,,1610612764,24,22,2025-12-03T00:30:39Z,1230000,False,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT03M51.00S,2025-12-03T00:30:33.4Z,1,REGULAR,substitution,in,[],1642845,,,1610612764,24,22,2025-12-03T00:30:39Z,1240000,False,,,0,,SUB in: V. Edgecombe,[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT03M37.00S,2025-12-03T00:31:05.0Z,1,REGULAR,turnover,backcourt,[],1641774,,,1610612764,24,22,2025-12-03T00:31:12Z,1250000,False,,,0,,T. Vukcevic backcourt TURNOVER (2 TO),[1641774],1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,Above the Break 3,24+ Left Center,,,,,,,,1628951.0,,,,,,,,2.0,,,,
126,PT03M27.00S,2025-12-03T00:31:35.9Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],202331,15.719448094612352,29.166666666666668,1610612755,24,22,2025-12-03T00:34:14Z,1260000,False,104.0,95.0,1,left,MISS P. George 14' fadeaway Shot,[202331],1610612755.0,PHI,fadeaway,,,George,P. George,,,,,Mid-Range,8-16 Right,14.12,Missed,,,,,,,,,,,,,,,,,,
127,PT03M26.00S,2025-12-03T00:31:36.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612755,24,22,2025-12-03T00:31:42Z,1270000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Mid-Range,8-16 Right,,,126.0,,,,,,,,,,,,,,,,,
128,PT03M26.00S,2025-12-03T00:31:42.3Z,1,REGULAR,foul,personal,[],1641774,,,1610612755,24,22,2025-12-03T00:31:48Z,1280000,False,,,0,,T. Vukcevic loose ball personal FOUL (1 PF),"[1641774, 1641737]",1610612764.0,WAS,loose ball,,,Vukcevic,T. Vukcevic,,,,,Restricted Area,0-8 Center,,,,,,,,200832.0,,,,1.0,0.0,Bona,1641737.0,,,,,
130,PT03M26.00S,2025-12-03T00:31:48.9Z,1,REGULAR,substitution,out,[],1641731,,,1610612755,24,22,2025-12-03T00:31:54Z,1300000,False,,,0,,SUB out: B. Coulibaly,[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT03M26.00S,2025-12-03T00:31:48.9Z,1,REGULAR,substitution,out,[],203468,,,1610612755,24,22,2025-12-03T00:31:54Z,1310000,False,,,0,,SUB out: C. McCollum,[203468],1610612764.0,WAS,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT03M26.00S,2025-12-03T00:31:48.9Z,1,REGULAR,substitution,in,[],1642273,,,1610612755,24,22,2025-12-03T00:31:54Z,1320000,False,,,0,,SUB in: K. George,[1642273],1610612764.0,WAS,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT03M26.00S,2025-12-03T00:31:48.9Z,1,REGULAR,substitution,in,[],1642860,,,1610612755,24,22,2025-12-03T00:31:54Z,1330000,False,,,0,,SUB in: W. Riley,[1642860],1610612764.0,WAS,,,,Riley,W. Riley,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT03M17.00S,2025-12-03T00:32:11.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",202331,6.783837056504599,48.03921568627451,1610612755,26,22,2025-12-03T00:32:15Z,1340000,False,10.0,11.0,1,left,P. George driving Layup (5 PTS) (V. Edgecombe 2 AST),"[202331, 1642845]",1610612755.0,PHI,driving,,,George,P. George,,,,,Restricted Area,0-8 Center,1.5,Made,,,,,5.0,,V. Edgecombe,1642845.0,2.0,,,,,,,,,
136,PT03M11.00S,2025-12-03T00:32:18.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641774,95.3515111695138,46.32352941176471,1610612764,26,22,2025-12-03T00:32:21Z,1360000,False,-18.0,-9.0,1,right,MISS T. Vukcevic driving finger roll Layup,[1641774],1610612764.0,WAS,driving finger roll,,,Vukcevic,T. Vukcevic,,,,,Restricted Area,0-8 Center,2.04,Missed,,,,,,,,,,,,,,,,,,
137,PT03M09.00S,2025-12-03T00:32:20.4Z,1,REGULAR,rebound,defensive,[],1641737,,,1610612755,26,22,2025-12-03T00:32:21Z,1370000,False,,,0,,A. Bona REBOUND (Off:0 Def:1),[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,Restricted Area,0-8 Center,,,136.0,1.0,1.0,0.0,,,,,,,,,,,,,,
138,PT03M04.00S,2025-12-03T00:32:25.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1642272,9.149145860709593,3.9215686274509802,1610612755,26,22,2025-12-03T00:32:33Z,1380000,False,230.0,34.0,1,left,MISS J. McCain running 3PT,[1642272],1610612755.0,PHI,running,,,McCain,J. McCain,,,,,Right Corner 3,24+ Right,23.28,Missed,,,,,,,,,,,,,,,,,,
139,PT02M58.00S,2025-12-03T00:32:31.5Z,1,REGULAR,rebound,defensive,[],1641715,,,1610612764,26,22,2025-12-03T00:33:17Z,1390000,False,,,0,,C. Whitmore REBOUND (Off:0 Def:1),[1641715],1610612764.0,WAS,,,,Whitmore,C. Whitmore,,,,,Right Corner 3,24+ Right,,,138.0,1.0,1.0,0.0,,,,,,,,,,,,,,
142,PT02M56.00S,2025-12-03T00:32:34.2Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1641715,92.85479632063075,50.98039215686274,1610612764,26,24,2025-12-03T03:03:44Z,1420000,False,5.0,15.0,1,right,C. Whitmore running alley-oop DUNK (2 PTS) (K. George 1 AST),"[1641715, 1642273]",1610612764.0,WAS,running alley-oop,,,Whitmore,C. Whitmore,,,,,Restricted Area,0-8 Center,1.55,Made,,,,,2.0,,K. George,1642273.0,1.0,,,,,,,,,
144,PT02M37.00S,2025-12-03T00:32:51.8Z,1,REGULAR,3pt,Jump Shot,[],202331,33.196452036793694,41.42156862745098,1610612755,29,24,2025-12-03T00:32:55Z,1440000,False,43.0,260.0,1,left,P. George 26' 3PT  (8 PTS) (V. Edgecombe 3 AST),"[202331, 1642845]",1610612755.0,PHI,,,,George,P. George,,,,,Above the Break 3,24+ Center,26.3,Made,,,,,8.0,,V. Edgecombe,1642845.0,3.0,,,,,,,,,
146,PT02M24.00S,2025-12-03T00:33:05.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1641774,94.69448094612353,50.245098039215684,1610612764,29,26,2025-12-03T00:33:59Z,1460000,False,1.0,-3.0,1,right,T. Vukcevic DUNK (2 PTS) (B. Carrington 1 AST),"[1641774, 1642267]",1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,Restricted Area,0-8 Center,0.29,Made,,,,,2.0,,B. Carrington,1642267.0,1.0,,,,,,,,,
148,PT02M13.00S,2025-12-03T00:33:16.2Z,1,REGULAR,3pt,Jump Shot,[],1642348,10.068988173455978,94.85294117647058,1610612755,32,26,2025-12-03T00:33:22Z,1480000,False,-224.0,42.0,1,left,J. Edwards 3PT  (6 PTS) (J. McCain 2 AST),"[1642348, 1642272]",1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,Left Corner 3,24+ Left,22.82,Made,,,,,6.0,,J. McCain,1642272.0,2.0,,,,,,,,,
150,PT02M04.00S,2025-12-03T00:33:28.5Z,1,REGULAR,3pt,Jump Shot,[],1641715,77.34888304862024,94.36274509803921,1610612764,32,26,2025-12-03T00:59:47Z,1500000,False,222.0,160.0,1,right,MISS C. Whitmore 27' step back 3PT,[1641715],1610612764.0,WAS,step back,,,Whitmore,C. Whitmore,,,,,Above the Break 3,24+ Right Center,27.37,Missed,,,,,,,,,,,,,,,,,,
151,PT02M01.00S,2025-12-03T00:33:31.5Z,1,REGULAR,rebound,defensive,[],1642845,,,1610612755,32,26,2025-12-03T00:59:47Z,1510000,False,,,0,,V. Edgecombe REBOUND (Off:0 Def:1),[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,Above the Break 3,24+ Right Center,,,150.0,1.0,1.0,0.0,,,,,,,,,,,,,,
152,PT01M57.00S,2025-12-03T00:33:35.1Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1642845,13.091327201051248,50.245098039215684,1610612755,32,26,2025-12-03T01:07:04Z,1520000,False,-1.0,71.0,1,left,MISS V. Edgecombe 7' driving floating Shot,[1642845],1610612755.0,PHI,driving floating,,,Edgecombe,V. Edgecombe,,,,,In The Paint (Non-RA),0-8 Center,7.06,Missed,,,,,,,,,,,,,,,,,,
153,PT01M55.00S,2025-12-03T00:33:37.1Z,1,REGULAR,rebound,defensive,[],1642273,,,1610612764,32,26,2025-12-03T01:07:04Z,1530000,False,,,0,,K. George REBOUND (Off:0 Def:6),[1642273],1610612764.0,WAS,,,,George,K. George,,,,,In The Paint (Non-RA),0-8 Center,,,152.0,6.0,6.0,0.0,,,,,,,,,,,,,,
154,PT01M47.00S,2025-12-03T00:33:42.1Z,1,REGULAR,3pt,Jump Shot,[],1642860,94.1688567674113,5.637254901960785,1610612764,32,29,2025-12-03T01:07:36Z,1540000,False,-222.0,2.0,1,right,W. Riley 3PT  (3 PTS) (T. Vukcevic 1 AST),"[1642860, 1641774]",1610612764.0,WAS,,,,Riley,W. Riley,,,,,Left Corner 3,24+ Left,22.18,Made,,,,,3.0,,T. Vukcevic,1641774.0,1.0,,,,,,,,,
156,PT01M31.00S,2025-12-03T00:33:58.5Z,1,REGULAR,3pt,Jump Shot,[],1642348,32.40801576872536,71.32352941176471,1610612755,32,29,2025-12-03T00:34:04Z,1560000,False,-107.0,252.0,1,left,MISS J. Edwards 27' 3PT,[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,Above the Break 3,24+ Left Center,27.37,Missed,,,,,,,,,,,,,,,,,,
157,PT01M26.00S,2025-12-03T00:34:03.5Z,1,REGULAR,rebound,defensive,[],1641774,,,1610612764,32,29,2025-12-03T00:34:04Z,1570000,False,,,0,,T. Vukcevic REBOUND (Off:0 Def:1),[1641774],1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,Above the Break 3,24+ Left Center,,,156.0,1.0,1.0,0.0,,,,,,,,,,,,,,
158,PT01M16.00S,2025-12-03T00:34:12.7Z,1,REGULAR,2pt,Jump Shot,[],1642267,89.56964520367937,68.38235294117648,1610612764,32,31,2025-12-03T00:34:19Z,1580000,False,92.0,46.0,1,right,B. Carrington 10' fadeaway bank Jump Shot (2 PTS) (T. Vukcevic 2 AST),"[1642267, 1641774]",1610612764.0,WAS,fadeaway bank,,,Carrington,B. Carrington,,,,,Mid-Range,8-16 Right,10.25,Made,,,,,2.0,,T. Vukcevic,1641774.0,2.0,,,,,,,,,
160,PT00M58.90S,2025-12-03T00:34:32.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642272,5.601182654402102,49.50980392156863,1610612755,34,31,2025-12-03T00:34:35Z,1600000,False,2.0,0.0,1,left,J. McCain driving finger roll Layup (7 PTS),[1642272],1610612755.0,PHI,driving finger roll,,,McCain,J. McCain,,,,,Restricted Area,0-8 Center,0.25,Made,,,,,7.0,,,,,,,,,,,,,
161,PT00M36.20S,2025-12-03T00:35:01.7Z,1,REGULAR,3pt,Jump Shot,[],1642267,93.51182654402102,94.85294117647058,1610612764,34,31,2025-12-03T00:35:06Z,1610000,False,224.0,8.0,1,right,MISS B. Carrington 3PT,[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,Right Corner 3,24+ Right,22.45,Missed,,,,,,,,,,,,,,,,,,
162,PT00M33.20S,2025-12-03T00:35:04.7Z,1,REGULAR,rebound,defensive,[],1642272,,,1610612755,34,31,2025-12-03T00:35:06Z,1620000,False,,,0,,J. McCain REBOUND (Off:0 Def:1),[1642272],1610612755.0,PHI,,,,McCain,J. McCain,,,,,Right Corner 3,24+ Right,,,161.0,1.0,1.0,0.0,,,,,,,,,,,,,,
163,PT00M17.70S,2025-12-03T00:35:20.3Z,1,REGULAR,3pt,Jump Shot,[],202331,30.042706964520367,23.03921568627451,1610612755,34,31,2025-12-03T00:35:29Z,1630000,False,135.0,230.0,1,left,MISS P. George 26' pullup 3PT,[202331],1610612755.0,PHI,pullup,,,George,P. George,,,,,Above the Break 3,24+ Right Center,26.65,Missed,,,,,,,,,,,,,,,,,,
164,PT00M13.20S,2025-12-03T00:35:24.8Z,1,REGULAR,rebound,defensive,[],1642267,,,1610612764,34,31,2025-12-03T00:35:24Z,1640000,False,,,0,,B. Carrington REBOUND (Off:0 Def:1),[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,Above the Break 3,24+ Right Center,,,163.0,1.0,1.0,0.0,,,,,,,,,,,,,,
165,PT00M00.00S,2025-12-03T00:35:38.8Z,1,REGULAR,2pt,Jump Shot,[],1641774,78.0059132720105,72.30392156862744,1610612764,34,31,2025-12-03T00:35:44Z,1650000,False,112.0,154.0,1,right,MISS T. Vukcevic 19' pullup Shot,[1641774],1610612764.0,WAS,pullup,,,Vukcevic,T. Vukcevic,,,,,Mid-Range,16-24 Right Center,19.03,Missed,,,,,,,,,,,,,,,,,,
166,PT00M00.00S,2025-12-03T00:35:41.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612764,34,31,2025-12-03T00:35:41Z,1660000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,Mid-Range,16-24 Right Center,,,165.0,,,,,,,,,,,,,,,,,
167,PT00M00.00S,2025-12-03T00:35:47.6Z,1,REGULAR,period,end,[],0,,,1610612764,34,31,2025-12-03T00:35:47Z,1670000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
