actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,jumpBallRecoverdPersonId
86,PT05M43.00S,2026-02-27T00:24:29.5Z,1,REGULAR,turnover,lost ball,[],1629656,,,1610612755,20,15,2026-02-27T00:24:34Z,860000,False,,,0,,Q. Grimes lost ball TURNOVER (1 TO),"[1629656, 1630558]",1610612755.0,PHI,,,,,,,Mid-Range,16-24 Right Center,,,Grimes,Q. Grimes,,,,,,,,,,,,,,1.0,Mitchell,1630558.0,,,
87,PT05M43.00S,2026-02-27T00:24:29.5Z,1,REGULAR,steal,,[],1630558,,,1610612748,20,15,2026-02-27T00:24:31Z,870000,False,,,0,,D. Mitchell STEAL (1 STL),[1630558],1610612748.0,MIA,,,,,,,Mid-Range,16-24 Right Center,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,
88,PT05M40.00S,2026-02-27T00:24:33.3Z,1,REGULAR,turnover,out-of-bounds,[],203952,,,1610612748,20,15,2026-02-27T00:24:37Z,880000,False,,,0,,A. Wiggins lost ball out-of-bounds TURNOVER (1 TO),[203952],1610612748.0,MIA,lost ball,,,,,,In The Paint (Non-RA),0-8 Center,,,Wiggins,A. Wiggins,,,,,,,,,101284.0,,,,,1.0,,,,,
89,PT05M33.00S,2026-02-27T00:24:43.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203954,6.521024967148489,51.470588235294116,1610612755,20,15,2026-02-27T00:26:25Z,890000,False,-7.0,9.0,1,left,MISS J. Embiid driving reverse Layup,[203954],1610612755.0,PHI,driving reverse,,,,,,Restricted Area,0-8 Center,1.15,Missed,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,
90,PT05M30.00S,2026-02-27T00:24:46.5Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,20,15,2026-02-27T00:24:46Z,900000,False,,,0,,B. Adebayo REBOUND (Off:0 Def:5),[1628389],1610612748.0,MIA,,,,,,,Restricted Area,0-8 Center,,,Adebayo,B. Adebayo,89.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
91,PT05M25.00S,2026-02-27T00:24:50.8Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1626181,92.85479632063075,49.01960784313725,1610612748,20,15,2026-02-27T00:27:12Z,910000,False,-5.0,15.0,1,right,MISS N. Powell running reverse Layup,[1626181],1610612748.0,MIA,running reverse,,,,,,Restricted Area,0-8 Center,1.55,Missed,Powell,N. Powell,,,,,,,,,,,,,,,,,,,
92,PT05M22.00S,2026-02-27T00:24:53.8Z,1,REGULAR,rebound,offensive,[],1628389,,,1610612748,20,15,2026-02-27T00:24:53Z,920000,False,,,0,,B. Adebayo REBOUND (Off:1 Def:5),[1628389],1610612748.0,MIA,,,,,,,Restricted Area,0-8 Center,,,Adebayo,B. Adebayo,91.0,6.0,5.0,1.0,,,,,,,,,,,,,,,
93,PT05M22.00S,2026-02-27T00:24:53.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1628389,94.40999984741211,50.0,1610612748,20,17,2026-02-27T00:24:53Z,930000,False,0.0,0.0,1,right,B. Adebayo tip DUNK (8 PTS),[1628389],1610612748.0,MIA,tip,,,,,,Mid-Range,8-16 Left,0.0,Made,Adebayo,B. Adebayo,,,,,8.0,,,,,,,,,,,,,,
94,PT05M18.00S,2026-02-27T00:24:58.2Z,1,REGULAR,turnover,bad pass,[],1629656,,,1610612755,20,17,2026-02-27T00:25:02Z,940000,False,,,0,,Q. Grimes bad pass TURNOVER (2 TO),"[1629656, 1631170]",1610612755.0,PHI,,,,,,,Above the Break 3,24+ Right Center,,,Grimes,Q. Grimes,,,,,,,,,,,,,,2.0,Jaquez Jr.,1631170.0,,,
95,PT05M18.00S,2026-02-27T00:24:58.2Z,1,REGULAR,steal,,[],1631170,,,1610612748,20,17,2026-02-27T00:25:00Z,950000,False,,,0,,J. Jaquez Jr. STEAL (1 STL),[1631170],1610612748.0,MIA,,,,,,,Above the Break 3,24+ Right Center,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,,,,,,,,,,
96,PT05M13.00S,2026-02-27T00:25:04.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629656,,,1610612748,20,17,2026-02-27T00:25:11Z,960000,False,,,0,,Q. Grimes shooting personal FOUL (1 PF) (Jaquez Jr. 2 FT),"[1629656, 1631170]",1610612755.0,PHI,shooting,,,,,,Restricted Area,0-8 Center,,,Grimes,Q. Grimes,,,,,,,,,101284.0,1.0,0.0,Jaquez Jr.,1631170.0,,,,,,
98,PT05M13.00S,2026-02-27T00:25:38.5Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1631170,,,1610612748,20,18,2026-02-27T00:25:38Z,980000,False,,,0,,J. Jaquez Jr. Free Throw 1 of 2 (4 PTS),[1631170],1610612748.0,MIA,,,,,,,,,,Made,Jaquez Jr.,J. Jaquez Jr.,,,,,4.0,,,,,,,,,,,,,,
99,PT05M13.00S,2026-02-27T00:25:54.7Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1631170,,,1610612748,20,19,2026-02-27T00:25:54Z,990000,False,,,0,,J. Jaquez Jr. Free Throw 2 of 2 (5 PTS),[1631170],1610612748.0,MIA,,,,,,,,,,Made,Jaquez Jr.,J. Jaquez Jr.,,,,,5.0,,,,,,,,,,,,,,
100,PT05M00.00S,2026-02-27T00:26:11.5Z,1,REGULAR,foul,personal,[],1628389,,,1610612755,20,19,2026-02-27T00:26:18Z,1000000,False,,,0,,B. Adebayo personal FOUL (1 PF),"[1628389, 203954]",1610612748.0,MIA,,,,,,,In The Paint (Non-RA),8-16 Left,,,Adebayo,B. Adebayo,,,,,,,,,101284.0,1.0,0.0,Embiid,203954.0,,,,,,
102,PT04M47.00S,2026-02-27T00:26:40.3Z,1,REGULAR,2pt,Jump Shot,[],203954,17.559132720105126,29.411764705882355,1610612755,22,19,2026-02-27T00:26:43Z,1020000,False,103.0,113.0,1,left,J. Embiid 15' turnaround fadeaway Jump Shot (11 PTS) (T. Maxey 3 AST),"[203954, 1630178]",1610612755.0,PHI,turnaround fadeaway,,,,,,Mid-Range,8-16 Right,15.25,Made,Embiid,J. Embiid,,,,,11.0,T. Maxey,1630178.0,3.0,,,,,,,,,,,
104,PT04M36.00S,2026-02-27T00:26:50.6Z,1,REGULAR,3pt,Jump Shot,[],1626181,67.88764783180025,68.87254901960785,1610612748,22,19,2026-02-27T00:26:54Z,1040000,False,94.0,249.0,1,right,MISS N. Powell 26' step back 3PT,[1626181],1610612748.0,MIA,step back,,,,,,Above the Break 3,24+ Right Center,26.67,Missed,Powell,N. Powell,,,,,,,,,,,,,,,,,,,
105,PT04M34.00S,2026-02-27T00:26:52.6Z,1,REGULAR,rebound,defensive,[],1642845,,,1610612755,22,19,2026-02-27T00:26:54Z,1050000,False,,,0,,V. Edgecombe REBOUND (Off:0 Def:2),[1642845],1610612755.0,PHI,,,,,,,Above the Break 3,24+ Right Center,,,Edgecombe,V. Edgecombe,104.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
106,PT04M29.00S,2026-02-27T00:26:57.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630178,30.17411300919842,79.41176470588235,1610612755,25,19,2026-02-27T00:27:04Z,1060000,False,-147.0,231.0,1,left,T. Maxey 27' 3PT running pullup (9 PTS),[1630178],1610612755.0,PHI,running pullup,,,,,,Above the Break 3,24+ Left Center,27.39,Made,Maxey,T. Maxey,,,,,9.0,,,,,,,,,,,,,,
108,PT04M12.00S,2026-02-27T00:27:16.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629656,,,1610612748,25,19,2026-02-27T00:27:25Z,1080000,False,,,0,,Q. Grimes shooting personal FOUL (2 PF) (Wiggins 2 FT),"[1629656, 203952]",1610612755.0,PHI,shooting,,,,,,Restricted Area,0-8 Center,,,Grimes,Q. Grimes,,,,,,,,,1628953.0,2.0,0.0,Wiggins,203952.0,,,,,,
110,PT04M12.00S,2026-02-27T00:27:48.5Z,1,REGULAR,freethrow,1 of 2,[],203952,,,1610612748,25,20,2026-02-27T00:27:48Z,1100000,False,,,0,,A. Wiggins Free Throw 1 of 2 (1 PTS),[203952],1610612748.0,MIA,,,,,,,,,,Made,Wiggins,A. Wiggins,,,,,1.0,,,,,,,,,,,,,,
111,PT04M12.00S,2026-02-27T00:27:50.4Z,1,REGULAR,substitution,out,[],1629656,,,1610612748,25,20,2026-02-27T00:28:06Z,1110000,False,,,0,,SUB out: Q. Grimes,[1629656],1610612755.0,PHI,,,,,,,,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,
112,PT04M12.00S,2026-02-27T00:27:50.4Z,1,REGULAR,substitution,out,[],203954,,,1610612748,25,20,2026-02-27T00:28:06Z,1120000,False,,,0,,SUB out: J. Embiid,[203954],1610612755.0,PHI,,,,,,,,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,
113,PT04M12.00S,2026-02-27T00:27:50.4Z,1,REGULAR,substitution,out,[],1628389,,,1610612748,25,20,2026-02-27T00:28:06Z,1130000,False,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,,,,,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,
114,PT04M12.00S,2026-02-27T00:27:50.4Z,1,REGULAR,substitution,out,[],1626181,,,1610612748,25,20,2026-02-27T00:28:06Z,1140000,False,,,0,,SUB out: N. Powell,[1626181],1610612748.0,MIA,,,,,,,,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,
115,PT04M12.00S,2026-02-27T00:27:50.4Z,1,REGULAR,substitution,in,[],1641737,,,1610612748,25,20,2026-02-27T00:28:06Z,1150000,False,,,0,,SUB in: A. Bona,[1641737],1610612755.0,PHI,,,,,,,,,,,Bona,A. Bona,,,,,,,,,,,,,,,,,,,
116,PT04M12.00S,2026-02-27T00:27:50.4Z,1,REGULAR,substitution,in,[],1630570,,,1610612748,25,20,2026-02-27T00:28:06Z,1160000,False,,,0,,SUB in: T. Watford,[1630570],1610612755.0,PHI,,,,,,,,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,
117,PT04M12.00S,2026-02-27T00:27:50.4Z,1,REGULAR,substitution,in,[],1629639,,,1610612748,25,20,2026-02-27T00:28:06Z,1170000,False,,,0,,SUB in: T. Herro,[1629639],1610612748.0,MIA,,,,,,,,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,
118,PT04M12.00S,2026-02-27T00:27:50.4Z,1,REGULAR,substitution,in,[],1642276,,,1610612748,25,20,2026-02-27T00:28:06Z,1180000,False,,,0,,SUB in: K. Ware,[1642276],1610612748.0,MIA,,,,,,,,,,,Ware,K. Ware,,,,,,,,,,,,,,,,,,,
119,PT04M12.00S,2026-02-27T00:28:26.1Z,1,REGULAR,freethrow,2 of 2,[],203952,,,1610612748,25,21,2026-02-27T00:28:26Z,1190000,False,,,0,,A. Wiggins Free Throw 2 of 2 (2 PTS),[203952],1610612748.0,MIA,,,,,,,,,,Made,Wiggins,A. Wiggins,,,,,2.0,,,,,,,,,,,,,,
120,PT04M03.00S,2026-02-27T00:28:37.4Z,1,REGULAR,3pt,Jump Shot,[],1630178,30.56833114323259,25.0,1610612755,25,21,2026-02-27T00:28:41Z,1200000,False,125.0,235.0,1,left,MISS T. Maxey 26' pullup 3PT,[1630178],1610612755.0,PHI,pullup,,,,,,Above the Break 3,24+ Right Center,26.6,Missed,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,
121,PT04M00.00S,2026-02-27T00:28:40.4Z,1,REGULAR,rebound,defensive,[],1630558,,,1610612748,25,21,2026-02-27T00:28:41Z,1210000,False,,,0,,D. Mitchell REBOUND (Off:0 Def:1),[1630558],1610612748.0,MIA,,,,,,,Above the Break 3,24+ Right Center,,,Mitchell,D. Mitchell,120.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
122,PT03M50.00S,2026-02-27T00:28:49.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631170,92.85479632063075,51.225490196078425,1610612748,25,23,2026-02-27T00:28:56Z,1220000,False,6.0,15.0,1,right,J. Jaquez Jr. cutting Layup (7 PTS) (A. Wiggins 1 AST),"[1631170, 203952]",1610612748.0,MIA,cutting,,,,,,Restricted Area,0-8 Center,1.59,Made,Jaquez Jr.,J. Jaquez Jr.,,,,,7.0,A. Wiggins,203952.0,1.0,,,,,,,,,,,
124,PT03M39.00S,2026-02-27T00:29:01.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630570,10.068988173455978,47.794117647058826,1610612755,25,23,2026-02-27T00:29:04Z,1240000,False,11.0,42.0,1,left,MISS T. Watford turnaround Shot,[1630570],1610612755.0,PHI,turnaround,,,,,,Restricted Area,0-8 Center,4.35,Missed,Watford,T. Watford,,,,,,,,,,,,,,,,,,,
125,PT03M37.00S,2026-02-27T00:29:03.2Z,1,REGULAR,rebound,defensive,[],1642276,,,1610612748,25,23,2026-02-27T00:29:04Z,1250000,False,,,0,,K. Ware REBOUND (Off:0 Def:1),[1642276],1610612748.0,MIA,,,,,,,Restricted Area,0-8 Center,,,Ware,K. Ware,124.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
126,PT03M31.00S,2026-02-27T00:29:12.3Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631230,,,1610612748,25,23,2026-02-27T00:29:18Z,1260000,False,,,0,,D. Barlow shooting personal FOUL (2 PF) (Herro 2 FT),"[1631230, 1629639]",1610612755.0,PHI,shooting,,,,,,Mid-Range,8-16 Left,,,Barlow,D. Barlow,,,,,,,,,1151.0,2.0,0.0,Herro,1629639.0,,,,,,
128,PT03M31.00S,2026-02-27T00:29:39.6Z,1,REGULAR,freethrow,1 of 2,[],1629639,,,1610612748,25,24,2026-02-27T00:29:39Z,1280000,False,,,0,,T. Herro Free Throw 1 of 2 (1 PTS),[1629639],1610612748.0,MIA,,,,,,,,,,Made,Herro,T. Herro,,,,,1.0,,,,,,,,,,,,,,
129,PT03M31.00S,2026-02-27T00:29:40.9Z,1,REGULAR,substitution,out,[],1631230,,,1610612748,25,24,2026-02-27T00:29:51Z,1290000,False,,,0,,SUB out: D. Barlow,[1631230],1610612755.0,PHI,,,,,,,,,,,Barlow,D. Barlow,,,,,,,,,,,,,,,,,,,
130,PT03M31.00S,2026-02-27T00:29:40.9Z,1,REGULAR,substitution,out,[],1642845,,,1610612748,25,24,2026-02-27T00:29:51Z,1300000,False,,,0,,SUB out: V. Edgecombe,[1642845],1610612755.0,PHI,,,,,,,,,,,Edgecombe,V. Edgecombe,,,,,,,,,,,,,,,,,,,
131,PT03M31.00S,2026-02-27T00:29:40.9Z,1,REGULAR,substitution,out,[],203952,,,1610612748,25,24,2026-02-27T00:29:51Z,1310000,False,,,0,,SUB out: A. Wiggins,[203952],1610612748.0,MIA,,,,,,,,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,
132,PT03M31.00S,2026-02-27T00:29:40.9Z,1,REGULAR,substitution,out,[],1630558,,,1610612748,25,24,2026-02-27T00:29:51Z,1320000,False,,,0,,SUB out: D. Mitchell,[1630558],1610612748.0,MIA,,,,,,,,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,
133,PT03M31.00S,2026-02-27T00:29:40.9Z,1,REGULAR,substitution,in,[],1626166,,,1610612748,25,24,2026-02-27T00:29:51Z,1330000,False,,,0,,SUB in: C. Payne,[1626166],1610612755.0,PHI,,,,,,,,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,
134,PT03M31.00S,2026-02-27T00:29:40.9Z,1,REGULAR,substitution,in,[],1631133,,,1610612748,25,24,2026-02-27T00:29:51Z,1340000,False,,,0,,SUB in: J. Walker,[1631133],1610612755.0,PHI,,,,,,,,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,
135,PT03M31.00S,2026-02-27T00:29:40.9Z,1,REGULAR,substitution,in,[],1641796,,,1610612748,25,24,2026-02-27T00:29:51Z,1350000,False,,,0,,SUB in: P. Larsson,[1641796],1610612748.0,MIA,,,,,,,,,,,Larsson,P. Larsson,,,,,,,,,,,,,,,,,,,
136,PT03M31.00S,2026-02-27T00:29:40.9Z,1,REGULAR,substitution,in,[],1642857,,,1610612748,25,24,2026-02-27T00:29:51Z,1360000,False,,,0,,SUB in: K. Jakučionis,[1642857],1610612748.0,MIA,,,,,,,,,,,Jakučionis,K. Jakučionis,,,,,,,,,,,,,,,,,,,
137,PT03M31.00S,2026-02-27T00:30:05.5Z,1,REGULAR,freethrow,2 of 2,[],1629639,,,1610612748,25,25,2026-02-27T00:30:05Z,1370000,False,,,0,,T. Herro Free Throw 2 of 2 (2 PTS),[1629639],1610612748.0,MIA,,,,,,,,,,Made,Herro,T. Herro,,,,,2.0,,,,,,,,,,,,,,
138,PT03M11.00S,2026-02-27T00:30:28.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630178,10.33180026281209,38.970588235294116,1610612755,27,25,2026-02-27T00:32:27Z,1380000,False,55.0,45.0,1,left,T. Maxey 7' driving floating bank Jump Shot (11 PTS),[1630178],1610612755.0,PHI,driving floating bank,,,,,,In The Paint (Non-RA),0-8 Center,7.09,Made,Maxey,T. Maxey,,,,,11.0,,,,,,,,,,,,,,
139,PT03M11.00S,2026-02-27T00:30:31.2Z,1,REGULAR,foul,personal,['1freethrow'],1642857,,,1610612755,27,25,2026-02-27T00:30:51Z,1390000,False,,,0,,K. Jakučionis shooting personal FOUL (1 PF) (Maxey 1 FT),"[1642857, 1630178]",1610612748.0,MIA,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,Jakučionis,K. Jakučionis,,,,,,,,,1151.0,1.0,0.0,Maxey,1630178.0,,,,,,
141,PT03M11.00S,2026-02-27T00:30:58.8Z,1,REGULAR,freethrow,1 of 1,[],1630178,,,1610612755,28,25,2026-02-27T00:30:58Z,1410000,False,,,0,,T. Maxey Free Throw 1 of 1 (12 PTS),[1630178],1610612755.0,PHI,,,,,,,,,,Made,Maxey,T. Maxey,,,,,12.0,,,,,,,,,,,,,,
142,PT02M53.00S,2026-02-27T00:31:17.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1642276,85.49605781865965,55.88235294117647,1610612748,28,25,2026-02-27T00:33:13Z,1420000,False,29.0,84.0,1,right,MISS K. Ware 8' driving bank Hook,[1642276],1610612748.0,MIA,driving bank,,,,,,In The Paint (Non-RA),8-16 Center,8.88,Missed,Ware,K. Ware,,,,,,,,,,,,,,,,,,,
143,PT02M51.00S,2026-02-27T00:31:19.0Z,1,REGULAR,rebound,defensive,[],1641737,,,1610612755,28,25,2026-02-27T00:31:21Z,1430000,False,,,0,,A. Bona REBOUND (Off:0 Def:1),[1641737],1610612755.0,PHI,,,,,,,In The Paint (Non-RA),8-16 Center,,,Bona,A. Bona,142.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
144,PT02M37.00S,2026-02-27T00:31:32.5Z,1,REGULAR,2pt,Jump Shot,[],1630178,21.76412614980289,38.970588235294116,1610612755,28,25,2026-02-27T00:31:37Z,1440000,False,55.0,152.0,1,left,MISS T. Maxey 16' fadeaway Shot,[1630178],1610612755.0,PHI,fadeaway,,,,,,Mid-Range,16-24 Right Center,16.18,Missed,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,
145,PT02M35.00S,2026-02-27T00:31:34.4Z,1,REGULAR,rebound,offensive,[],1630570,,,1610612755,28,25,2026-02-27T00:31:34Z,1450000,False,,,0,,T. Watford REBOUND (Off:1 Def:0),[1630570],1610612755.0,PHI,,,,,,,Mid-Range,16-24 Right Center,,,Watford,T. Watford,144.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
146,PT02M29.00S,2026-02-27T00:31:40.3Z,1,REGULAR,turnover,lost ball,[],1630178,,,1610612755,28,25,2026-02-27T00:31:44Z,1460000,False,,,0,,T. Maxey lost ball TURNOVER (1 TO),"[1630178, 1641796]",1610612755.0,PHI,,,,,,,Mid-Range,8-16 Center,,,Maxey,T. Maxey,,,,,,,,,,,,,,1.0,Larsson,1641796.0,,,
147,PT02M29.00S,2026-02-27T00:31:40.3Z,1,REGULAR,steal,,[],1641796,,,1610612748,28,25,2026-02-27T00:31:42Z,1470000,False,,,0,,P. Larsson STEAL (1 STL),[1641796],1610612748.0,MIA,,,,,,,Mid-Range,8-16 Center,,,Larsson,P. Larsson,,,,,,,,,,,,,,,,,,,
148,PT02M20.00S,2026-02-27T00:31:49.5Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629639,84.70762155059133,39.21568627450981,1610612748,28,27,2026-02-27T00:31:59Z,1480000,False,-54.0,91.0,1,right,T. Herro 10' driving floating Jump Shot (4 PTS),[1629639],1610612748.0,MIA,driving floating,,,,,,In The Paint (Non-RA),8-16 Center,10.59,Made,Herro,T. Herro,,,,,4.0,,,,,,,,,,,,,,
149,PT02M05.00S,2026-02-27T00:32:05.1Z,1,REGULAR,3pt,Jump Shot,[],1626166,27.677398160315374,17.15686274509804,1610612755,28,27,2026-02-27T00:32:08Z,1490000,False,164.0,208.0,1,left,MISS C. Payne 26' 3PT,[1626166],1610612755.0,PHI,,,,,,,Above the Break 3,24+ Right Center,26.48,Missed,Payne,C. Payne,,,,,,,,,,,,,,,,,,,
150,PT02M02.00S,2026-02-27T00:32:08.1Z,1,REGULAR,rebound,defensive,[],1642276,,,1610612748,28,27,2026-02-27T00:32:08Z,1500000,False,,,0,,K. Ware REBOUND (Off:0 Def:2),[1642276],1610612748.0,MIA,,,,,,,Above the Break 3,24+ Right Center,,,Ware,K. Ware,149.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
151,PT01M56.00S,2026-02-27T00:32:16.9Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631133,,,1610612748,28,27,2026-02-27T00:32:22Z,1510000,False,,,0,,J. Walker shooting personal FOUL (1 PF) (Herro 2 FT),"[1631133, 1629639]",1610612755.0,PHI,shooting,,,,,,Mid-Range,8-16 Right,,,Walker,J. Walker,,,,,,,,,101284.0,1.0,0.0,Herro,1629639.0,,,,,,
153,PT01M56.00S,2026-02-27T00:32:38.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,28,27,2026-02-27T00:32:38Z,1530000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT01M56.00S,2026-02-27T00:35:38.4Z,1,REGULAR,freethrow,1 of 2,[],1629639,,,1610612748,28,28,2026-02-27T00:35:59Z,1540000,False,,,0,,T. Herro Free Throw 1 of 2 (5 PTS),[1629639],1610612748.0,MIA,,,,,,,,,,Made,Herro,T. Herro,,,,,5.0,,,,,,,,,,,,,,
155,PT01M56.00S,2026-02-27T00:35:38.4Z,1,REGULAR,freethrow,2 of 2,[],1629639,,,1610612748,28,28,2026-02-27T00:35:59Z,1550000,False,,,0,,MISS T. Herro Free Throw 2 of 2,[1629639],1610612748.0,MIA,,,,,,,,,,Missed,Herro,T. Herro,,,,,,,,,,,,,,,,,,,
156,PT01M51.00S,2026-02-27T00:35:43.4Z,1,REGULAR,rebound,defensive,[],1630570,,,1610612755,28,28,2026-02-27T00:35:59Z,1560000,False,,,0,,T. Watford REBOUND (Off:1 Def:1),[1630570],1610612755.0,PHI,,,,,,,,,,,Watford,T. Watford,155.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
157,PT01M38.00S,2026-02-27T00:36:12.3Z,1,REGULAR,3pt,Jump Shot,[],1630178,34.510512483574246,51.470588235294116,1610612755,31,28,2026-02-27T00:36:16Z,1570000,False,-7.0,272.0,1,left,T. Maxey 27' 3PT  (15 PTS) (T. Watford 1 AST),"[1630178, 1630570]",1610612755.0,PHI,,,,,,,Above the Break 3,24+ Center,27.2,Made,Maxey,T. Maxey,,,,,15.0,T. Watford,1630570.0,1.0,,,,,,,,,,,
159,PT01M21.00S,2026-02-27T00:36:32.1Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630570,,,1610612748,31,28,2026-02-27T00:36:39Z,1590000,False,,,0,,T. Watford shooting personal FOUL (1 PF) (Jaquez Jr. 2 FT),"[1630570, 1631170]",1610612755.0,PHI,shooting,,,,,,Mid-Range,8-16 Left,,,Watford,T. Watford,,,,,,,,,1628953.0,1.0,0.0,Jaquez Jr.,1631170.0,,,,,,
161,PT01M21.00S,2026-02-27T00:36:59.0Z,1,REGULAR,freethrow,1 of 2,[],1631170,,,1610612748,31,28,2026-02-27T00:36:59Z,1610000,False,,,0,,MISS J. Jaquez Jr. Free Throw 1 of 2,[1631170],1610612748.0,MIA,,,,,,,,,,Missed,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,,,,,,,,,,
162,PT01M21.00S,2026-02-27T00:36:59.0Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612748,31,28,2026-02-27T00:36:59Z,1620000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,161.0,,,,,,,,,,,,,,,,,,
163,PT01M21.00S,2026-02-27T00:37:14.3Z,1,REGULAR,freethrow,2 of 2,[],1631170,,,1610612748,31,29,2026-02-27T00:37:14Z,1630000,False,,,0,,J. Jaquez Jr. Free Throw 2 of 2 (8 PTS),[1631170],1610612748.0,MIA,,,,,,,,,,Made,Jaquez Jr.,J. Jaquez Jr.,,,,,8.0,,,,,,,,,,,,,,
164,PT01M06.00S,2026-02-27T00:37:33.5Z,1,REGULAR,3pt,Jump Shot,[],1630178,33.459264126149804,24.754901960784316,1610612755,34,29,2026-02-27T00:38:11Z,1640000,False,126.0,262.0,1,left,T. Maxey 29' 3PT step back (18 PTS),[1630178],1610612755.0,PHI,step back,,,,,,Above the Break 3,24+ Right Center,29.08,Made,Maxey,T. Maxey,,,,,18.0,,,,,,,,,,,,,,
165,PT00M51.90S,2026-02-27T00:37:49.1Z,1,REGULAR,3pt,Jump Shot,[],1642857,69.20170827858082,76.9607843137255,1610612748,34,32,2026-02-27T00:37:53Z,1650000,False,135.0,237.0,1,right,K. Jakučionis 27' 3PT  (3 PTS) (P. Larsson 1 AST),"[1642857, 1641796]",1610612748.0,MIA,,,,,,,Above the Break 3,24+ Right Center,27.27,Made,Jakučionis,K. Jakučionis,,,,,3.0,P. Larsson,1641796.0,1.0,,,,,,,,,,,
167,PT00M33.40S,2026-02-27T00:38:16.4Z,1,REGULAR,foul,personal,['2freethrow'],1642857,,,1610612755,34,32,2026-02-27T00:38:26Z,1670000,False,,,0,,K. Jakučionis shooting personal FOUL (2 PF) (Maxey 2 FT),"[1642857, 1630178]",1610612748.0,MIA,shooting,,,,,,Mid-Range,16-24 Right,,,Jakučionis,K. Jakučionis,,,,,,,,,1151.0,2.0,0.0,Maxey,1630178.0,,,,,,
