actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,officialId,turnoverTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId
84,PT04M32.00S,2024-03-24T19:23:29.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1641787,74.03088042049934,90.68627450980392,1610612765,6,17,2024-03-24T19:28:07Z,820000,False,203.0,192.0,1,right,MISS T. Evbuomwan 27' running pullup 3PT,[1641787],1610612765.0,DET,running pullup,,,Evbuomwan,T. Evbuomwan,,,,,Above the Break 3,24+ Right Center,27.94,Missed,,,,,,,,,,,,,,,,,,
85,PT04M32.00S,2024-03-24T19:23:29.9Z,1,REGULAR,rebound,offensive,[],1630164,,,1610612765,6,17,2024-03-24T19:23:49Z,830000,False,,,0,,J. Wiseman REBOUND (Off:1 Def:0),[1630164],1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,Above the Break 3,24+ Right Center,,,,,84.0,,,1.0,0.0,1.0,,,,,,,,,,
86,PT04M32.00S,2024-03-24T19:23:40.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630164,91.90210249671485,44.85294117647059,1610612765,8,17,2024-03-24T19:28:26Z,840000,False,-26.0,24.0,1,right,J. Wiseman putback Layup (2 PTS),[1630164],1610612765.0,DET,putback,,,Wiseman,J. Wiseman,,,,,Restricted Area,0-8 Center,3.49,Made,,,,,,,,,,,,,2.0,,,,,
87,PT04M32.00S,2024-03-24T19:23:43.2Z,1,REGULAR,foul,personal,['1freethrow'],1630230,,,1610612765,8,17,2024-03-24T19:23:56Z,850000,False,,,0,,N. Marshall shooting personal FOUL (1 PF) (Wiseman 1 FT),"[1630230, 1630164]",1610612740.0,NOP,shooting,,,Marshall,N. Marshall,,,,,Restricted Area,0-8 Center,,,,,,202056.0,,,,,1.0,0.0,Wiseman,1630164.0,,,,,,
89,PT04M32.00S,2024-03-24T19:23:59.1Z,1,REGULAR,substitution,out,[],1628972,,,1610612765,8,17,2024-03-24T19:24:13Z,870000,False,,,0,,SUB out: T. Brown Jr.,[1628972],1610612765.0,DET,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT04M32.00S,2024-03-24T19:23:59.1Z,1,REGULAR,substitution,out,[],1631093,,,1610612765,8,17,2024-03-24T19:24:13Z,880000,False,,,0,,SUB out: J. Ivey,[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M32.00S,2024-03-24T19:23:59.1Z,1,REGULAR,substitution,in,[],1631197,,,1610612765,8,17,2024-03-24T19:24:13Z,890000,False,,,0,,SUB in: J. Rhoden,[1631197],1610612765.0,DET,,,,Rhoden,J. Rhoden,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M32.00S,2024-03-24T19:23:59.1Z,1,REGULAR,substitution,in,[],203095,,,1610612765,8,17,2024-03-24T19:24:13Z,900000,False,,,0,,SUB in: E. Fournier,[203095],1610612765.0,DET,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M32.00S,2024-03-24T19:24:12.2Z,1,REGULAR,freethrow,1 of 1,['2ndchance'],1630164,,,1610612765,8,17,2024-03-24T19:24:14Z,910000,False,,,0,,MISS J. Wiseman Free Throw 1 of 1,[1630164],1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
94,PT04M29.00S,2024-03-24T19:24:15.2Z,1,REGULAR,rebound,defensive,[],1630530,,,1610612740,8,17,2024-03-24T19:24:14Z,920000,False,,,0,,T. Murphy III REBOUND (Off:0 Def:2),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,93.0,,,2.0,2.0,0.0,,,,,,,,,,
95,PT04M19.00S,2024-03-24T19:24:24.0Z,1,REGULAR,3pt,Jump Shot,[],1630530,25.804862023653087,90.19607843137254,1610612740,8,17,2024-03-24T19:24:28Z,930000,False,-201.0,190.0,1,left,MISS T. Murphy III 27' 3PT,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Left Center,27.67,Missed,,,,,,,,,,,,,,,,,,
96,PT04M15.00S,2024-03-24T19:24:27.0Z,1,REGULAR,rebound,defensive,[],1630164,,,1610612765,8,17,2024-03-24T19:24:27Z,940000,False,,,0,,J. Wiseman REBOUND (Off:1 Def:1),[1630164],1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,Above the Break 3,24+ Left Center,,,,,95.0,,,2.0,1.0,1.0,,,,,,,,,,
99,PT04M06.00S,2024-03-24T19:24:42.6Z,1,REGULAR,foul,personal,[],1631204,,,1610612765,8,17,2024-03-24T19:32:22Z,970000,False,,,0,,M. Sasser loose ball personal FOUL (1 PF),"[1631204, 1630230]",1610612765.0,DET,loose ball,,,Sasser,M. Sasser,,,,,Above the Break 3,24+ Right Center,,,,,,204059.0,,,,,1.0,0.0,Marshall,1630230.0,,,,,,
157,PT04M06.00S,2024-03-24T19:24:46.8Z,1,REGULAR,turnover,lost ball,[],1631204,,,1610612765,8,17,2024-03-24T19:35:49Z,987500,False,,,0,,M. Sasser lost ball TURNOVER (1 TO),[1631204],1610612765.0,DET,,,,Sasser,M. Sasser,,,,,Above the Break 3,24+ Right Center,,,,,,,1.0,,,,,,,,,,,,,
101,PT04M06.00S,2024-03-24T19:24:51.1Z,1,REGULAR,substitution,out,[],1630164,,,1610612740,8,17,2024-03-24T19:24:42Z,990000,False,,,0,,SUB out: J. Wiseman,[1630164],1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M06.00S,2024-03-24T19:24:51.1Z,1,REGULAR,substitution,out,[],1631204,,,1610612740,8,17,2024-03-24T19:24:42Z,1000000,False,,,0,,SUB out: M. Sasser,[1631204],1610612765.0,DET,,,,Sasser,M. Sasser,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M06.00S,2024-03-24T19:24:51.1Z,1,REGULAR,substitution,in,[],1630201,,,1610612740,8,17,2024-03-24T19:24:42Z,1010000,False,,,0,,SUB in: M. Flynn,[1630201],1610612765.0,DET,,,,Flynn,M. Flynn,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT04M06.00S,2024-03-24T19:24:51.1Z,1,REGULAR,substitution,in,[],1629002,,,1610612740,8,17,2024-03-24T19:24:42Z,1020000,False,,,0,,SUB in: C. Metu,[1629002],1610612765.0,DET,,,,Metu,C. Metu,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M57.00S,2024-03-24T19:25:03.6Z,1,REGULAR,turnover,bad pass,[],1629627,,,1610612740,8,17,2024-03-24T19:25:09Z,1030000,False,,,0,,Z. Williamson bad pass TURNOVER (2 TO),"[1629627, 1629002]",1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Above the Break 3,24+ Center,,,,,,,2.0,,,,,,,,,,,,Metu,1629002.0
106,PT03M57.00S,2024-03-24T19:25:03.6Z,1,REGULAR,steal,,[],1629002,,,1610612765,8,17,2024-03-24T19:25:05Z,1040000,False,,,0,,C. Metu STEAL (1 STL),[1629002],1610612765.0,DET,,,,Metu,C. Metu,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
107,PT03M49.00S,2024-03-24T19:25:10.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1641787,92.0335085413929,45.34313725490197,1610612765,10,17,2024-03-24T19:25:23Z,1050000,False,-23.0,22.0,1,right,T. Evbuomwan running Layup (2 PTS) (C. Metu 1 AST),"[1641787, 1629002]",1610612765.0,DET,running,,,Evbuomwan,T. Evbuomwan,,,,,Restricted Area,0-8 Center,3.23,Made,,,,,,,,,,,,,2.0,C. Metu,1629002.0,1.0,,
109,PT03M37.00S,2024-03-24T19:25:22.7Z,1,REGULAR,3pt,Jump Shot,[],1630230,30.535479632063073,27.205882352941174,1610612740,10,20,2024-03-24T19:25:26Z,1070000,False,114.0,235.0,1,left,N. Marshall 26' 3PT  (6 PTS) (L. Nance Jr. 2 AST),"[1630230, 1626204]",1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,Above the Break 3,24+ Right Center,26.07,Made,,,,,,,,,,,,,6.0,L. Nance Jr.,1626204.0,2.0,,
111,PT03M22.00S,2024-03-24T19:25:39.0Z,1,REGULAR,3pt,Jump Shot,[],203095,70.48291721419186,22.058823529411768,1610612765,10,20,2024-03-24T19:25:44Z,1090000,False,-140.0,225.0,1,right,MISS E. Fournier 26' step back 3PT,[203095],1610612765.0,DET,step back,,,Fournier,E. Fournier,,,,,Above the Break 3,24+ Left Center,26.48,Missed,,,,,,,,,,,,,,,,,,
112,PT03M22.00S,2024-03-24T19:25:39.0Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612740,10,20,2024-03-24T19:25:44Z,1100000,False,,,0,,TEAM defensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,111.0,,,,,,,,,,,,,,,
114,PT03M02.00S,2024-03-24T19:26:08.5Z,1,REGULAR,foul,personal,['2freethrow'],1631197,,,1610612740,10,20,2024-03-24T19:26:19Z,1120000,False,,,0,,J. Rhoden shooting personal FOUL (1 PF) (Williamson 2 FT),"[1631197, 1629627]",1610612765.0,DET,shooting,,,Rhoden,J. Rhoden,,,,,In The Paint (Non-RA),0-8 Center,,,,,,1628171.0,,,,,1.0,0.0,Williamson,1629627.0,,,,,,
116,PT03M02.00S,2024-03-24T19:26:38.0Z,1,REGULAR,freethrow,1 of 2,[],1629627,,,1610612740,10,20,2024-03-24T19:26:38Z,1140000,False,,,0,,MISS Z. Williamson Free Throw 1 of 2,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
117,PT03M02.00S,2024-03-24T19:26:38.0Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612740,10,20,2024-03-24T19:26:38Z,1150000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,116.0,,,,,,,,,,,,,,,
118,PT03M02.00S,2024-03-24T19:26:55.9Z,1,REGULAR,freethrow,2 of 2,[],1629627,,,1610612740,10,21,2024-03-24T19:26:55Z,1160000,False,,,0,,Z. Williamson Free Throw 2 of 2 (4 PTS),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,Made,,,,,,,,,,,,,4.0,,,,,
119,PT02M40.00S,2024-03-24T19:27:18.9Z,1,REGULAR,3pt,Jump Shot,[],1631197,91.37647831800263,2.205882352941174,1610612765,10,21,2024-03-24T19:27:24Z,1170000,False,-239.0,29.0,1,right,MISS J. Rhoden 24' 3PT,[1631197],1610612765.0,DET,,,,Rhoden,J. Rhoden,,,,,Left Corner 3,24+ Left,24.07,Missed,,,,,,,,,,,,,,,,,,
120,PT02M37.00S,2024-03-24T19:27:21.9Z,1,REGULAR,rebound,offensive,[],1641787,,,1610612765,10,21,2024-03-24T19:27:24Z,1180000,False,,,0,,T. Evbuomwan REBOUND (Off:1 Def:0),[1641787],1610612765.0,DET,,,,Evbuomwan,T. Evbuomwan,,,,,Left Corner 3,24+ Left,,,,,119.0,,,1.0,0.0,1.0,,,,,,,,,,
121,PT02M37.00S,2024-03-24T19:27:22.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641787,94.40999984741211,50.0,1610612765,10,21,2024-03-24T19:27:22Z,1190000,False,0.0,0.0,1,right,MISS T. Evbuomwan tip Layup,[1641787],1610612765.0,DET,tip,,,Evbuomwan,T. Evbuomwan,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
122,PT02M37.00S,2024-03-24T19:27:23.2Z,1,REGULAR,rebound,defensive,[],1630631,,,1610612740,10,21,2024-03-24T19:27:23Z,1200000,False,,,0,,J. Alvarado REBOUND (Off:0 Def:1),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Mid-Range,8-16 Left,,,,,121.0,,,1.0,1.0,0.0,,,,,,,,,,
123,PT02M34.00S,2024-03-24T19:27:24.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1626204,8.196452036793687,45.34313725490197,1610612740,10,23,2024-03-24T19:27:31Z,1210000,False,23.0,25.0,1,left,L. Nance Jr. running DUNK (2 PTS) (N. Marshall 1 AST),"[1626204, 1630230]",1610612740.0,NOP,running,,,Nance Jr.,L. Nance Jr.,,,,,Restricted Area,0-8 Center,3.38,Made,,,,,,,,,,,,,2.0,N. Marshall,1630230.0,1.0,,
125,PT02M14.00S,2024-03-24T19:27:44.9Z,1,REGULAR,3pt,Jump Shot,[],203095,66.93495400788436,49.754901960784316,1610612765,10,23,2024-03-24T19:27:50Z,1230000,False,-1.0,258.0,1,right,MISS E. Fournier 25' 3PT,[203095],1610612765.0,DET,,,,Fournier,E. Fournier,,,,,Above the Break 3,24+ Center,25.83,Missed,,,,,,,,,,,,,,,,,,
126,PT02M11.00S,2024-03-24T19:27:48.5Z,1,REGULAR,rebound,defensive,[],1630230,,,1610612740,10,23,2024-03-24T19:27:48Z,1240000,False,,,0,,N. Marshall REBOUND (Off:0 Def:1),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,Above the Break 3,24+ Center,,,,,125.0,,,1.0,1.0,0.0,,,,,,,,,,
127,PT02M09.00S,2024-03-24T19:27:51.3Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1629627,6.225361366622863,56.86274509803921,1610612740,10,25,2024-03-24T19:28:00Z,1250000,False,-34.0,6.0,1,left,Z. Williamson running alley-oop DUNK (6 PTS) (J. Alvarado 1 AST),"[1629627, 1630631]",1610612740.0,NOP,running alley-oop,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,3.48,Made,,,,,,,,,,,,,6.0,J. Alvarado,1630631.0,1.0,,
129,PT01M54.00S,2024-03-24T19:28:05.6Z,1,REGULAR,2pt,Jump Shot,[],1631197,90.98226018396846,28.92156862745098,1610612765,10,25,2024-03-24T19:28:11Z,1270000,False,-105.0,32.0,1,right,MISS J. Rhoden 11' pullup Shot,[1631197],1610612765.0,DET,pullup,,,Rhoden,J. Rhoden,,,,,Mid-Range,8-16 Left,11.02,Missed,,,,,,,,,,,,,,,,,,
130,PT01M53.00S,2024-03-24T19:28:06.6Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612740,10,25,2024-03-24T19:28:11Z,1280000,False,,,0,,TEAM defensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,Mid-Range,8-16 Left,,,,,129.0,,,,,,,,,,,,,,,
132,PT01M53.00S,2024-03-24T19:28:14.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,10,25,2024-03-24T19:28:14Z,1300000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT01M53.00S,2024-03-24T19:28:16.7Z,1,REGULAR,substitution,out,[],1630530,,,1610612740,10,25,2024-03-24T19:30:50Z,1310000,False,,,0,,SUB out: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT01M53.00S,2024-03-24T19:28:16.7Z,1,REGULAR,substitution,in,[],203468,,,1610612740,10,25,2024-03-24T19:30:50Z,1320000,False,,,0,,SUB in: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT01M35.00S,2024-03-24T19:31:25.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,7.013797634691201,56.372549019607845,1610612740,10,27,2024-03-24T19:34:03Z,1330000,False,-32.0,13.0,1,left,Z. Williamson driving Layup (8 PTS),[1629627],1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,3.46,Made,,,,,,,,,,,,,8.0,,,,,
138,PT01M13.00S,2024-03-24T19:32:03.2Z,1,REGULAR,3pt,Jump Shot,[],203095,91.90210249671485,3.1862745098039227,1610612765,10,27,2024-03-24T19:32:07Z,1350000,False,-234.0,24.0,1,right,MISS E. Fournier 3PT,[203095],1610612765.0,DET,,,,Fournier,E. Fournier,,,,,Left Corner 3,24+ Left,23.53,Missed,,,,,,,,,,,,,,,,,,
139,PT01M10.00S,2024-03-24T19:32:06.2Z,1,REGULAR,rebound,defensive,[],1626204,,,1610612740,10,27,2024-03-24T19:32:07Z,1360000,False,,,0,,L. Nance Jr. REBOUND (Off:0 Def:1),[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,Left Corner 3,24+ Left,,,,,138.0,,,1.0,1.0,0.0,,,,,,,,,,
140,PT00M59.20S,2024-03-24T19:32:17.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630230,10.561760840998687,50.0,1610612740,10,29,2024-03-24T19:34:49Z,1370000,False,0.0,47.0,1,left,N. Marshall floating Jump Shot (8 PTS),[1630230],1610612740.0,NOP,floating,,,Marshall,N. Marshall,,,,,In The Paint (Non-RA),0-8 Center,4.68,Made,,,,,,,,,,,,,8.0,,,,,
142,PT00M39.20S,2024-03-24T19:32:40.7Z,1,REGULAR,foul,personal,[],1630230,,,1610612765,10,29,2024-03-24T19:33:21Z,1380000,False,,,0,,N. Marshall personal FOUL (2 PF),"[1630230, 203095]",1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,Mid-Range,8-16 Center,,,,,,1628171.0,,,,,2.0,0.0,Fournier,203095.0,,,,,,
144,PT00M33.90S,2024-03-24T19:33:11.2Z,1,REGULAR,turnover,out-of-bounds,[],1629002,,,1610612765,10,29,2024-03-24T19:33:26Z,1400000,False,,,0,,C. Metu bad pass out-of-bounds TURNOVER (1 TO),[1629002],1610612765.0,DET,bad pass,,,Metu,C. Metu,,,,,Mid-Range,8-16 Left,,,,,,202056.0,1.0,,,,,,,,,,,,,
145,PT00M21.10S,2024-03-24T19:33:37.1Z,1,REGULAR,turnover,backcourt,[],203468,,,1610612740,10,29,2024-03-24T20:19:43Z,1410000,False,,,0,,C. McCollum backcourt TURNOVER (1 TO),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Center,,,,,,202056.0,1.0,,,,,,,,,,,,,
146,PT00M21.10S,2024-03-24T19:33:54.2Z,1,REGULAR,substitution,out,[],1629002,,,1610612765,10,29,2024-03-24T19:34:13Z,1420000,False,,,0,,SUB out: C. Metu,[1629002],1610612765.0,DET,,,,Metu,C. Metu,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT00M21.10S,2024-03-24T19:33:54.2Z,1,REGULAR,substitution,out,[],1641787,,,1610612765,10,29,2024-03-24T19:34:13Z,1430000,False,,,0,,SUB out: T. Evbuomwan,[1641787],1610612765.0,DET,,,,Evbuomwan,T. Evbuomwan,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT00M21.10S,2024-03-24T19:33:54.2Z,1,REGULAR,substitution,out,[],1629627,,,1610612765,10,29,2024-03-24T19:34:13Z,1440000,False,,,0,,SUB out: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT00M21.10S,2024-03-24T19:33:54.2Z,1,REGULAR,substitution,in,[],1630164,,,1610612765,10,29,2024-03-24T19:34:13Z,1450000,False,,,0,,SUB in: J. Wiseman,[1630164],1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT00M21.10S,2024-03-24T19:33:54.2Z,1,REGULAR,substitution,in,[],1631205,,,1610612765,10,29,2024-03-24T19:34:13Z,1460000,False,,,0,,SUB in: B. Boeheim,[1631205],1610612765.0,DET,,,,Boeheim,B. Boeheim,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT00M21.10S,2024-03-24T19:33:54.2Z,1,REGULAR,substitution,in,[],1630529,,,1610612765,10,29,2024-03-24T19:34:13Z,1470000,False,,,0,,SUB in: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT00M06.10S,2024-03-24T19:34:26.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630201,69.03745072273324,23.529411764705884,1610612765,10,29,2024-03-24T19:38:30Z,1480000,False,-132.0,239.0,1,right,MISS M. Flynn 27' pullup 3PT,[1630201],1610612765.0,DET,pullup,,,Flynn,M. Flynn,,,,,Above the Break 3,24+ Left Center,27.28,Missed,,,,,,,,,,,,,,,,,,
153,PT00M03.30S,2024-03-24T19:34:29.1Z,1,REGULAR,rebound,defensive,[],1626204,,,1610612740,10,29,2024-03-24T19:49:35Z,1490000,False,,,0,,L. Nance Jr. REBOUND (Off:0 Def:2),[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,Above the Break 3,24+ Left Center,,,,,152.0,,,2.0,2.0,0.0,,,,,,,,,,
154,PT00M00.00S,2024-03-24T19:34:34.4Z,1,REGULAR,3pt,Jump Shot,[],1630230,52.480289093298296,68.38235294117646,1610612740,10,29,2024-03-24T19:39:36Z,1500000,False,-92.0,441.0,1,left,MISS N. Marshall 45' pullup 3PT,[1630230],1610612740.0,NOP,pullup,,,Marshall,N. Marshall,,,,,Above the Break 3,24+ Center,45.03,Missed,,,,,,,,,,,,,,,,,,
155,PT00M00.00S,2024-03-24T19:34:34.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612740,10,29,2024-03-24T19:35:00Z,1510000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,Above the Break 3,24+ Center,,,,,154.0,,,,,,,,,,,,,,,
156,PT00M00.00S,2024-03-24T19:34:41.6Z,1,REGULAR,period,end,[],0,,,1610612740,10,29,2024-03-24T19:34:41Z,1520000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2024-03-24T19:36:52.4Z,2,REGULAR,substitution,out,['startperiod'],1631197,,,1610612740,10,29,2024-03-24T19:37:17Z,1530000,False,,,0,,SUB out: J. Rhoden,[1631197],1610612765.0,DET,,,,Rhoden,J. Rhoden,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2024-03-24T19:36:52.4Z,2,REGULAR,substitution,out,['startperiod'],1626204,,,1610612740,10,29,2024-03-24T19:37:17Z,1540000,False,,,0,,SUB out: L. Nance Jr.,[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2024-03-24T19:36:52.4Z,2,REGULAR,substitution,in,['startperiod'],1629002,,,1610612740,10,29,2024-03-24T19:37:17Z,1550000,False,,,0,,SUB in: C. Metu,[1629002],1610612765.0,DET,,,,Metu,C. Metu,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2024-03-24T19:36:52.4Z,2,REGULAR,substitution,in,['startperiod'],202685,,,1610612740,10,29,2024-03-24T19:37:17Z,1560000,False,,,0,,SUB in: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2024-03-24T19:37:15.2Z,2,REGULAR,period,start,[],0,,,1610612740,10,29,2024-03-24T19:37:18Z,1570000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT11M39.00S,2024-03-24T19:37:35.5Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],202685,10.95597897503285,45.58823529411765,1610612740,10,29,2024-03-24T19:37:39Z,1580000,False,22.0,50.0,1,left,MISS J. Valanciunas Hook,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,In The Paint (Non-RA),0-8 Center,5.51,Missed,,,,,,,,,,,,,,,,,,
164,PT11M36.00S,2024-03-24T19:37:38.5Z,2,REGULAR,rebound,defensive,[],1629002,,,1610612765,10,29,2024-03-24T19:37:39Z,1590000,False,,,0,,C. Metu REBOUND (Off:1 Def:2),[1629002],1610612765.0,DET,,,,Metu,C. Metu,,,,,In The Paint (Non-RA),0-8 Center,,,,,163.0,,,3.0,2.0,1.0,,,,,,,,,,
165,PT11M23.00S,2024-03-24T19:37:50.9Z,2,REGULAR,3pt,Jump Shot,[],1630201,69.03745072273324,25.0,1610612765,13,29,2024-03-24T19:37:55Z,1600000,False,-125.0,239.0,1,right,M. Flynn 26' 3PT pullup (3 PTS),[1630201],1610612765.0,DET,pullup,,,Flynn,M. Flynn,,,,,Above the Break 3,24+ Left Center,26.93,Made,,,,,,,,,,,,,3.0,,,,,
166,PT11M15.00S,2024-03-24T19:37:59.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203468,11.48160315374507,54.16666666666667,1610612740,13,29,2024-03-24T19:38:05Z,1610000,False,-21.0,55.0,1,left,MISS C. McCollum driving floating Shot,[203468],1610612740.0,NOP,driving floating,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),0-8 Center,5.92,Missed,,,,,,,,,,,,,,,,,,
167,PT11M13.00S,2024-03-24T19:38:01.6Z,2,REGULAR,rebound,defensive,[],1630164,,,1610612765,13,29,2024-03-24T19:38:05Z,1620000,False,,,0,,J. Wiseman REBOUND (Off:1 Def:2),[1630164],1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,In The Paint (Non-RA),0-8 Center,,,,,166.0,,,3.0,2.0,1.0,,,,,,,,,,
168,PT11M05.00S,2024-03-24T19:38:10.0Z,2,REGULAR,3pt,Jump Shot,[],1631205,67.7233902759527,72.54901960784314,1610612765,16,29,2024-03-24T19:38:14Z,1630000,False,113.0,251.0,1,right,B. Boeheim 27' 3PT  (3 PTS) (M. Flynn 1 AST),"[1631205, 1630201]",1610612765.0,DET,,,,Boeheim,B. Boeheim,,,,,Above the Break 3,24+ Right Center,27.5,Made,,,,,,,,,,,,,3.0,M. Flynn,1630201.0,1.0,,
170,PT10M40.00S,2024-03-24T19:38:33.8Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],202685,10.95597897503285,47.05882352941176,1610612740,16,31,2024-03-24T19:38:37Z,1650000,False,15.0,50.0,1,left,J. Valanciunas Hook (6 PTS) (N. Marshall 2 AST),"[202685, 1630230]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,In The Paint (Non-RA),0-8 Center,5.26,Made,,,,,,,,,,,,,6.0,N. Marshall,1630230.0,2.0,,
172,PT10M26.00S,2024-03-24T19:38:50.9Z,2,REGULAR,foul,personal,[],1630631,,,1610612765,16,31,2024-03-24T19:39:09Z,1670000,False,,,0,,J. Alvarado personal FOUL (1 PF),"[1630631, 1630201]",1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,In The Paint (Non-RA),8-16 Left,,,,,,1628171.0,,,,,1.0,0.0,Flynn,1630201.0,,,,,,
